,,pid1263-01,pid52932-01,pid9048-01,pid9050-01,pid9054-01,pid9055-01,pid9058-01,pid9059-01,pid9062-01,pid9063-01,pid9066-01,pid9067-01,pid9068-01,pid9072-01,pid9075-01,pid9088-01,pid9093-01,pid9097-09,pid9099-01,pid9101-01,pid9103-01,pid9104-01,pid9105-01,pid9118-01,pid9137-01,pid9138-01,pid9139-01,pid9150-15,pid9153-01,pid9166c-03,pid9173-06,pid9174-01,pid9186c-01,pid9192-01
86,1,0.7612609,0.679738,0.54317654,0.8650524,0.79870484,0.55272604,0.49012759,0.4878234,0.74171355,0.73966873,0.45081673,0.6307092,0.72899303,0.44805027,0.34553868,0.54604209,0.46264486,0.7402572,0.54650508,0.57013114,0.51337168,0.61162987,0.60243726,0.5376476,0.84763705,0.55914723,0.53235408,0.76203798,0.59648169,0.56244003,0.39188537,0.71775369,0.66173024,0.82224824
86,2,0.73801744,0.71351375,0.56933207,0.88500181,0.80490798,0.62027728,0.58474588,0.51994465,0.76766578,0.7382393,0.54851262,0.62966108,0.76499522,0.46441939,0.37249458,0.60697523,0.48572789,0.7759645,0.53766707,0.65396269,0.52969087,0.68909993,0.64386333,0.592726,0.86623819,0.61242711,0.59831672,0.75046781,0.59724409,0.60825402,0.4554061,0.77666607,0.70666951,0.7954235
87,0,0.73570211,0.74155822,0.62643097,0.92256957,0.82699387,0.70624309,0.68215839,0.5490668,0.80237942,0.74931175,0.61671315,0.65091424,0.80079246,0.49730867,0.40186551,0.65413485,0.53313224,0.80988193,0.54986251,0.74280362,0.55511143,0.73345808,0.67934336,0.61946036,0.8810586,0.62184159,0.66857879,0.7500139,0.61452318,0.64863076,0.51013232,0.83652923,0.75133177,0.78961749
87,1,0.75848451,0.75521848,0.71023412,0.97144922,0.85098841,0.77484903,0.76826574,0.58383318,0.83315503,0.76047497,0.66454183,0.6854487,0.82675229,0.53531093,0.41995662,0.68315329,0.58480711,0.83861021,0.57572424,0.80996172,0.58152408,0.74882111,0.71606164,0.62400801,0.90162571,0.61485666,0.72377575,0.7585271,0.6464192,0.68041601,0.55081512,0.87178781,0.78741388,0.79855582
87,2,0.79103939,0.75470137,0.7706038,1,0.87791411,0.82886791,0.81039276,0.62515768,0.84963571,0.75813039,0.69189907,0.71925637,0.82955322,0.56340003,0.42830803,0.68573291,0.63930783,0.86350305,0.60491782,0.86014499,0.60325665,0.74111153,0.71884463,0.62757635,0.91448015,0.62014091,0.76199165,0.7775359,0.67191601,0.69477562,0.57008553,0.87537764,0.82015768,0.80736729
88,0,0.8143931,0.734922,0.81321011,0.98906758,0.92194956,0.8483967,0.80661487,0.65967306,0.85386886,0.72906519,0.69083665,0.73403718,0.79382429,0.58394909,0.43158351,0.65376234,0.65886649,0.86921862,0.63308179,0.87830903,0.58805176,0.7340756,0.6972918,0.65429945,0.91304348,0.62250972,0.76608581,0.81390459,0.675978,0.7003452,0.55410483,0.86077839,0.85105476,0.80265418
88,1,0.81702917,0.70508489,0.81611508,0.95166245,0.97034765,0.83006719,0.76477297,0.69352555,0.84417597,0.68683255,0.66257636,0.71966185,0.72578221,0.58119843,0.42712943,0.59324828,0.65643753,0.86162292,0.66176377,0.87325894,0.56212797,0.72558945,0.66273125,0.68509743,0.90071834,0.59961735,0.74529571,0.83779528,0.66335458,0.70312448,0.5141677,0.82796339,0.84054265,0.79082748
88,2,0.8037386,0.67266224,0.76165218,0.85180701,0.99461486,0.77005188,0.67437451,0.70819925,0.8209905,0.65110422,0.61221116,0.68394155,0.62648586,0.5544469,0.38040492,0.51788974,0.62619463,0.84199443,0.67711198,0.83261383,0.52353702,0.68010853,0.60632364,0.68683094,0.87395085,0.56436467,0.68639235,0.83451598,0.64916885,0.70317963,0.44729878,0.74106096,0.7598551,0.79586261
89,0,0.79110955,0.65096958,0.68495008,0.74754246,0.98009543,0.69614698,0.5552142,0.69410478,0.80249931,0.63003328,0.54049801,0.65413511,0.54264927,0.51180627,0.32524223,0.41890482,0.56930465,0.82356923,0.6678391,0.75379979,0.48468009,0.60726048,0.54475462,0.63998109,0.85172023,0.50163387,0.62775129,0.79757295,0.64348206,0.70760221,0.35657577,0.61583437,0.66248313,0.81703747
89,1,0.77648592,0.63499095,0.57467938,0.58961872,0.93517382,0.62884239,0.37502317,0.66141073,0.7970949,0.62771895,0.39318725,0.64709663,0.45508266,0.44129227,0.31115691,0.31701434,0.48923639,0.80552004,0.62365543,0.63283375,0.44797987,0.55807448,0.48965881,0.51788106,0.80839319,0.3531827,0.57513172,0.74006484,0.65173103,0.72330734,0.26365962,0.47777679,0.56653882,0.85478142
89,2,0.75876516,0.64490218,0.49862283,0.47341887,0.80245399,0.61818491,0.26775964,0.60784528,0.81056903,0.6504916,0.35397742,0.67189963,0.41166143,0.37069737,0.40254519,0.21981747,0.40941419,0.78513951,0.57354352,0.46925145,0.44503954,0.57688997,0.45534346,0.45925684,0.76650284,0.27957969,0.57737837,0.70596572,0.68422697,0.7399389,0.20461291,0.48422783,0.53209035,0.88144028
90,0,0.75122782,0.6780574,0.46008349,0.41835923,0.71663258,0.67539338,0.31464823,0.5546338,0.83669649,0.67607019,0.31043825,0.71396221,0.42595983,0.34712799,0.48718004,0.21072825,0.43475949,0.77686696,0.52758841,0.40787652,0.46659238,0.63284993,0.49931958,0.4788883,0.74294896,0.3029033,0.64200671,0.70127837,0.70353706,0.7540669,0.21772059,0.58637818,0.55106897,0.88672912
90,1,0.75754235,0.70903215,0.48529222,0.43165884,0.65777096,0.78128774,0.44439376,0.49568155,0.86318362,0.70934806,0.38218459,0.7664295,0.47122558,0.35349226,0.56201012,0.22293723,0.47628989,0.77513725,0.51377502,0.42248921,0.4836161,0.66452096,0.56476271,0.5758524,0.74952741,0.32605078,0.69285861,0.70724409,0.72053493,0.76970586,0.26300168,0.73261951,0.60670502,0.88078649
90,2,0.76970031,0.76360424,0.55244018,0.47151247,0.62813224,0.85685124,0.58746169,0.45126142,0.91801162,0.7564665,0.48897742,0.79014613,0.54083208,0.37384176,0.64436732,0.24506426,0.53781553,0.78032639,0.51928119,0.47400016,0.51571531,0.67958458,0.61985852,0.63455542,0.7747448,0.36265185,0.74467988,0.73073645,0.73309586,0.7803377,0.31299803,0.8273325,0.6565239,0.86833528
91,0,0.76968026,0.80048263,0.64235454,0.51610047,0.6298773,0.88491962,0.69703471,0.44907968,0.95757632,0.78172742,0.54190571,0.78938107,0.60228856,0.39370584,0.70236443,0.26979885,0.58002858,0.78528992,0.52973077,0.52880997,0.54669303,0.68255988,0.66401854,0.64914394,0.79432892,0.38106778,0.77893849,0.74718851,0.72828396,0.7847272,0.35436801,0.85658433,0.67745579,0.8568306
91,1,0.75561792,0.8124192,0.70777027,0.56549512,0.62662577,0.88355873,0.77781738,0.46666881,0.98164715,0.78588716,0.57676627,0.75870247,0.64887963,0.41313845,0.74410701,0.30047495,0.61316876,0.7835602,0.54592313,0.58787163,0.56826743,0.67684319,0.69186068,0.64700519,0.80204159,0.40242347,0.80262528,0.73773969,0.70884889,0.78851011,0.38104394,0.85777501,0.67439449,0.84901444
91,2,0.74573519,0.80631733,0.75969401,0.62406939,0.61477846,0.86790848,0.82935348,0.48503668,0.99040856,0.76062623,0.59851926,0.71776452,0.67710753,0.42824012,0.77924801,0.31488173,0.62705985,0.77220426,0.57515508,0.67444001,0.58971963,0.67947231,0.70809273,0.66387879,0.80483932,0.43830175,0.81726844,0.71038444,0.67910261,0.79796186,0.39249945,0.85351875,0.67368421,0.84952186
92,0,0.75878521,0.78338361,0.80271992,0.66460065,0.60638718,0.85736157,0.85073776,0.49686575,0.97297796,0.70822115,0.61763612,0.68180705,0.67938243,0.44668033,0.79884309,0.30820451,0.60623115,0.75272618,0.60792351,0.7228476,0.5871028,0.71075037,0.71504407,0.7010705,0.79432892,0.47759961,0.82437333,0.70193608,0.66147982,0.81776974,0.39196579,0.8603963,0.68243483,0.85376659
92,1,0.78385286,0.76183746,0.82079532,0.68381821,0.60175869,0.85003828,0.82678737,0.49235423,0.94448031,0.65731357,0.62139442,0.66824267,0.66356743,0.46024486,0.79797542,0.29219594,0.57105096,0.73397759,0.62746051,0.74315386,0.57890007,0.74530314,0.71693209,0.73280277,0.77504726,0.46967323,0.81941245,0.73818434,0.66310461,0.82410032,0.37504204,0.8572863,0.66538817,0.86237315
92,2,0.81561592,0.74865983,0.77425116,0.69602458,0.58721881,0.82692013,0.75436596,0.47085854,0.89799871,0.62415671,0.5922842,0.6598577,0.64031972,0.46913867,0.77997108,0.26974297,0.52648039,0.70952847,0.64718296,0.74415574,0.5692092,0.74589259,0.71620876,0.7279737,0.75591682,0.43247692,0.76617704,0.79786012,0.68141482,0.80942087,0.34671394,0.84146081,0.64149442,0.87334114
93,0,0.83124186,0.74410928,0.71000818,0.70664077,0.57261759,0.79337416,0.67056811,0.43548719,0.85907037,0.61058841,0.55806109,0.64004284,0.61534363,0.47622566,0.73781634,0.2505122,0.49717415,0.69717229,0.65971734,0.72400424,0.55641984,0.6915232,0.71012787,0.69940453,0.75043478,0.38252551,0.72136943,0.8418805,0.69853768,0.76995952,0.31611229,0.82440021,0.63035017,0.87805425
93,1,0.8341285,0.75376196,0.57703563,0.72297615,0.54685753,0.68440078,0.50274432,0.3702407,0.81746749,0.61728937,0.50555113,0.61110856,0.58305779,0.4772612,0.64517715,0.24410505,0.48003651,0.68374821,0.6712285,0.67042437,0.52143781,0.54363772,0.69220396,0.61995565,0.76778828,0.28970481,0.61784093,0.8653358,0.74253218,0.67585005,0.26661306,0.78964813,0.63194829,0.87134075
93,2,0.82354415,0.77963458,0.47467292,0.74272678,0.53706203,0.53356298,0.4360325,0.29785043,0.78857327,0.63159885,0.46572377,0.60918828,0.57559093,0.47062187,0.51711497,0.26797355,0.49895221,0.68161991,0.66099635,0.59279954,0.48321352,0.43023016,0.67643778,0.54939946,0.80204159,0.30180394,0.57938553,0.85013432,0.76659168,0.58967035,0.24705022,0.7480718,0.630684,0.8395687
94,0,0.803478,0.81319486,0.46006197,0.76507047,0.54837082,0.51320065,0.44584789,0.27406359,0.7810569,0.63283921,0.42841965,0.61919516,0.60135948,0.46321126,0.33323933,0.31372695,0.52224163,0.6905317,0.62934067,0.53209253,0.47711718,0.40086078,0.65962951,0.52178709,0.8499811,0.34921647,0.57704765,0.80938397,0.77234096,0.54819071,0.29151985,0.72374267,0.6432275,0.7954918
94,1,0.78971635,0.85525295,0.52709158,0.79317853,0.55680982,0.54670409,0.4945185,0.2861179,0.78422946,0.6372939,0.44539177,0.62303573,0.63809264,0.45632382,0.30483008,0.34329484,0.54540403,0.70717455,0.59680246,0.5340637,0.48188354,0.43277507,0.64795812,0.56537254,0.88695652,0.39478256,0.59882992,0.76943029,0.76534183,0.55653958,0.35961693,0.7229785,0.67857092,0.75244926
94,2,0.77829007,0.90726536,0.61732871,0.83207445,0.56867076,0.60609849,0.57413928,0.3330995,0.8002859,0.64757979,0.51427623,0.6277867,0.69708977,0.45672833,0.35619667,0.37410132,0.57575806,0.73861021,0.58586046,0.57664739,0.50059669,0.49004491,0.65094953,0.61761428,0.91357278,0.43640063,0.64059257,0.73598888,0.75303087,0.60069923,0.43323342,0.75202595,0.72881597,0.72673692
95,0,0.77868097,0.94811687,0.70050783,0.88133357,0.5734015,0.68348218,0.65043838,0.37840777,0.82077838,0.64774618,0.56334661,0.63774769,0.74702828,0.4640041,0.37109183,0.39570684,0.59116526,0.76596225,0.59336829,0.62717276,0.51780733,0.52838698,0.65568183,0.64569943,0.92204159,0.44821429,0.67844354,0.7329597,0.73953256,0.63274917,0.4958111,0.78980807,0.76972796,0.72814208
95,1,0.80108249,0.98276308,0.78013643,0.92284062,0.56533061,0.74094582,0.72157673,0.41693268,0.84105875,0.62921646,0.60841301,0.66666667,0.78357699,0.47764953,0.36632683,0.40596014,0.59022861,0.79055426,0.60321033,0.67830089,0.52882818,0.56041355,0.65403901,0.66000653,0.92544423,0.44902818,0.69631412,0.75283001,0.72753406,0.64350233,0.54210834,0.81982406,0.79515591,0.74047619
95,2,0.84298887,0.99741446,0.82107506,0.93838092,0.54778459,0.78543846,0.76263454,0.43858927,0.85488333,0.59314778,0.63826029,0.70061204,0.79484902,0.49455801,0.35052061,0.39012852,0.55397682,0.80288787,0.60978449,0.71070294,0.52481668,0.58648952,0.64431694,0.66491439,0.92393195,0.46642979,0.69577812,0.79033812,0.73265842,0.62204012,0.55803787,0.82559979,0.80431849,0.75406909
96,0,0.89467776,1,0.83524488,0.92003975,0.54544649,0.80645573,0.79806116,0.44291415,0.85790833,0.53982,0.65453519,0.73335628,0.77544747,0.51872607,0.31789588,0.36126839,0.51470868,0.78950139,0.62937904,0.72151992,0.49417685,0.61780501,0.63249844,0.66180758,0.93618147,0.46964286,0.68570809,0.83948124,0.75665542,0.58719988,0.52914687,0.83059357,0.8122736,0.76499805
96,1,0.92097825,0.98707231,0.82420597,0.87476509,0.55933197,0.78928298,0.81424193,0.43125885,0.84965415,0.50059749,0.64909695,0.74102211,0.72277634,0.53843913,0.28867679,0.33447569,0.49740435,0.75979544,0.66259513,0.71409139,0.47450036,0.62674027,0.62009146,0.66839267,0.96930057,0.4516035,0.68007436,0.86715146,0.79108861,0.55915342,0.48524015,0.8426515,0.79906243,0.76390515
96,2,0.91351108,0.94699647,0.78208384,0.78008674,0.55725971,0.71752998,0.80903842,0.38187025,0.81723693,0.46544396,0.60090305,0.69908959,0.63650772,0.54031606,0.28200289,0.31871857,0.52244007,0.67962698,0.68062928,0.68014987,0.4560532,0.60150636,0.60246178,0.70945665,1,0.45038265,0.65505326,0.85538675,0.82395951,0.52709246,0.43371591,0.84665897,0.75239719,0.74241803
97,0,0.87787912,0.87839352,0.6828628,0.62077159,0.52232447,0.6174024,0.76862214,0.32242888,0.75226413,0.40977159,0.52045153,0.57095861,0.5407501,0.50318214,0.28989154,0.30974111,0.55947769,0.57879221,0.6644497,0.60742038,0.39428469,0.53721931,0.56961761,0.74023211,0.98381853,0.4212585,0.5853614,0.80269569,0.82964629,0.51968104,0.36795818,0.83006931,0.68281838,0.69225215
97,1,0.72439611,0.66739636,0.42637502,0.41087821,0.4209816,0.39278728,0.62790648,0.20771657,0.61659135,0.30412192,0.34851926,0.26681203,0.42309742,0.362111,0.25477223,0.21667908,0.50400857,0.39757088,0.57141395,0.39634275,0.26551402,0.37843376,0.52405998,0.6836791,0.80294896,0.32953717,0.41923454,0.70868921,0.73590801,0.52627632,0.3002778,0.73485872,0.59244265,0.54450625
97,2,0.44661722,0.40619667,0.23533526,0.27638236,0.31927744,0.21778515,0.37725426,0.15555413,0.40571797,0.19590077,0.19553121,0.15327825,0.26782347,0.16711073,0.17105568,0.11979885,0.38141769,0.072270437,0.41233613,0.24286063,0.15450755,0.22353106,0.46673287,0.42251539,0.5822155,0.1538569,0.23117715,0.53689671,0.50811774,0.47967928,0.14724761,0.54982229,0.48794659,0.34763856
98,0,0.24292874,0.38610704,0.20236917,0.22765631,0.35111793,0.49011653,0.24266163,0.22961771,0.33537766,0.17782484,0.34049801,0.20577615,0.22812543,0.14645381,0.24513377,0.16357795,0.23429116,0.124404,0.24933171,0.29432272,0.21251618,0.30499626,0.34654946,0.2527663,0.44214745,0.20358965,0.19271035,0.41782307,0.22182852,0.25221956,0.18466993,0.3270837,0.36977768,0.36375878
98,1,0.22924727,0.4740412,0.22921329,0.22836104,0.36314247,0.6218253,0.25763775,0.31529798,0.37842848,0.2264786,0.42507304,0.31779512,0.25693401,0.20858638,0.35606652,0.26987335,0.3059692,0.17557344,0.26018418,0.34350411,0.23066139,0.42093001,0.34771415,0.30124835,0.41284688,0.37940962,0.27014575,0.3994164,0.17944007,0.27653825,0.27810512,0.30675315,0.35363307,0.47898126
98,2,0.23298587,0.46278549,0.25590678,0.23698048,0.3567212,0.68600834,0.25375294,0.33393616,0.36924283,0.24602935,0.45737052,0.33381532,0.28114497,0.22390917,0.35953724,0.27861799,0.32949675,0.18870422,0.2690094,0.35643887,0.24677211,0.44350674,0.39932816,0.36418384,0.39002647,0.43596331,0.31331113,0.39182029,0.17965879,0.31169834,0.29244828,0.30789053,0.37363449,0.51144614
99,0,0.27382981,0.39359648,0.29000258,0.26494398,0.32605999,0.75361061,0.21748521,0.33804222,0.30823573,0.28081985,0.44677955,0.31849897,0.27703238,0.20142387,0.31871294,0.23888992,0.34622956,0.13939234,0.25631515,0.37698949,0.27150252,0.43455277,0.44301004,0.4493398,0.37906238,0.46396987,0.32338116,0.40658638,0.21516685,0.34881053,0.19415162,0.27687933,0.40463811,0.52707845
99,1,0.30061141,0.35986383,0.30145034,0.29451572,0.30576687,0.80065493,0.21629482,0.33470846,0.26748132,0.33183331,0.45015272,0.2992732,0.25311518,0.18661884,0.27093999,0.24374185,0.36892364,0.10039859,0.26450726,0.39760528,0.28902229,0.43517028,0.48615249,0.50852685,0.40658601,0.47117347,0.31002669,0.4258453,0.24463192,0.37246749,0.16033336,0.27902968,0.44259535,0.52168228
99,2,0.31944472,0.37604068,0.31639482,0.31483556,0.303197,0.81394063,0.27572885,0.34631227,0.27805036,0.43006353,0.54213147,0.32347181,0.25186501,0.20800928,0.27262473,0.34459862,0.4565566,0.13709859,0.3154889,0.45357172,0.32502516,0.47580464,0.54611546,0.57610005,0.46374291,0.48597546,0.3095477,0.48047244,0.29102612,0.40885178,0.17980847,0.35550915,0.48255558,0.55583528
100,0,0.3389997,0.43990347,0.36081942,0.33876039,0.35192229,0.81569278,0.34279706,0.36969365,0.32562022,0.51464983,0.63598938,0.41068013,0.28796967,0.25535839,0.32644975,0.45730117,0.54466582,0.25623825,0.3549466,0.50614971,0.38529835,0.54811003,0.59896772,0.63036798,0.52493762,0.52157434,0.34438793,0.54156554,0.33638295,0.45989346,0.26105709,0.43254843,0.53080474,0.61897931
100,1,0.36687381,0.49991382,0.40435101,0.37160282,0.40430811,0.8286978,0.41655856,0.41350238,0.35982662,0.55378914,0.68970784,0.46586336,0.35072414,0.30672564,0.3677585,0.5292792,0.61688363,0.30976912,0.3787811,0.53448725,0.4283537,0.61473615,0.64288254,0.63932821,0.57931947,0.56245748,0.37807632,0.58260306,0.3887889,0.50170396,0.33066014,0.48078017,0.58428155,0.67189696
100,2,0.39503859,0.56100147,0.43950121,0.40829418,0.47620314,0.82547419,0.46463041,0.45545115,0.37771834,0.54481168,0.71567065,0.48656568,0.41546659,0.35685238,0.39671728,0.56889551,0.64721384,0.32271189,0.38527851,0.55402786,0.47917326,0.65230165,0.67163191,0.63413893,0.60387146,0.60297619,0.40982597,0.58978231,0.44336333,0.54281964,0.42033774,0.54818731,0.61956815,0.69757026
101,0,0.43570211,0.63050935,0.47915949,0.45809541,0.55999318,0.80558816,0.50543873,0.51148153,0.36691875,0.50279837,0.69960159,0.48061357,0.50106572,0.3876436,0.4237744,0.60562488,0.65977139,0.33275175,0.36709087,0.56710108,0.52726815,0.67896707,0.69574705,0.6183347,0.60696408,0.64965986,0.41537988,0.56986568,0.49114486,0.5599475,0.51840047,0.59604585,0.65483344,0.67495121
101,1,0.48633858,0.6689994,0.49708427,0.49168775,0.6175392,0.7665646,0.5233445,0.53891106,0.34483077,0.44547723,0.63571713,0.46164027,0.5486132,0.39741654,0.44788865,0.61671633,0.65282585,0.33982101,0.32770352,0.57256659,0.55968368,0.67960329,0.67984602,0.6060763,0.59451796,0.67644558,0.40008667,0.53292265,0.51365454,0.55605431,0.59334747,0.61082282,0.68205128,0.60982631
101,2,0.53551168,0.69199345,0.48957437,0.50003614,0.67820041,0.68755635,0.51801269,0.55795469,0.35166467,0.39994706,0.56419655,0.43198684,0.57327504,0.38989806,0.48903109,0.56248836,0.63025877,0.36021659,0.29810066,0.57291684,0.58360173,0.66149888,0.62413721,0.5851841,0.58476371,0.69630709,0.35833542,0.47786012,0.5195913,0.53786768,0.64684553,0.59130976,0.6818382,0.56094848
102,0,0.5467375,0.68183228,0.46176192,0.49681966,0.71758691,0.54507102,0.48129589,0.55783241,0.39554551,0.39814703,0.52385126,0.39012317,0.5406408,0.37523327,0.53808388,0.48749302,0.61520876,0.39647289,0.30727122,0.57431783,0.58785047,0.64067178,0.5376439,0.56708354,0.59331569,0.69248056,0.32424788,0.42362205,0.49729409,0.53219883,0.646056,0.55441621,0.64805029,0.55414715
102,1,0.52628045,0.64664311,0.43538044,0.48997109,0.73974097,0.44646594,0.43887661,0.5555863,0.45001383,0.43861746,0.56155378,0.36464693,0.49008061,0.35365406,0.57963847,0.45755262,0.62357517,0.43522599,0.32815757,0.59101572,0.57982027,0.61848802,0.48979367,0.55810079,0.6103138,0.68021137,0.33493374,0.39826772,0.47285964,0.55261329,0.6081658,0.52200107,0.60570353,0.54792155
102,2,0.486088,0.61329828,0.39126786,0.47191905,0.74894342,0.4035043,0.38339155,0.54104132,0.50862307,0.48069127,0.64661355,0.34976666,0.42978549,0.32158999,0.62493854,0.46340101,0.63346563,0.47298639,0.34508537,0.6152969,0.5203954,0.5951628,0.44112202,0.56755631,0.62523251,0.64723032,0.38632165,0.39309866,0.42179103,0.57293953,0.5517801,0.5087791,0.53541445,0.52294106
103,0,0.45389396,0.57041282,0.35362154,0.45580954,0.72556237,0.43693119,0.33956804,0.51016218,0.53676104,0.5026471,0.69787517,0.34708898,0.39208908,0.29844129,0.63483008,0.45144347,0.63348944,0.4953749,0.35527915,0.63245907,0.47029475,0.58011789,0.42617725,0.58125556,0.62877127,0.61431001,0.42279269,0.40648448,0.36341082,0.56055409,0.51662402,0.49563711,0.48301726,0.47694184
103,1,0.42987872,0.53506852,0.33922577,0.44428984,0.68343558,0.46584163,0.29870269,0.45832797,0.54661994,0.51320526,0.7310093,0.35454059,0.39524525,0.28155979,0.61502531,0.42764016,0.62344023,0.49995488,0.36824199,0.63658874,0.4335514,0.55052395,0.41735015,0.58911264,0.62266919,0.56984937,0.46559314,0.43234831,0.33017748,0.53401859,0.49404196,0.46236005,0.42956886,0.43452381
103,2,0.41653804,0.519607,0.33012352,0.43189375,0.6090184,0.48178107,0.26838691,0.39035912,0.5148944,0.50286643,0.71972112,0.36780659,0.3996311,0.2574133,0.56114967,0.38833116,0.59279251,0.48592916,0.37973396,0.61183514,0.39577283,0.49944798,0.44244609,0.58240373,0.59309641,0.5171465,0.50976211,0.45653543,0.28816398,0.50548687,0.4742525,0.42630176,0.38324455,0.41833528
104,0,0.41484414,0.50984228,0.31336073,0.41109505,0.52546694,0.4876329,0.2568394,0.34806281,0.44993083,0.47700045,0.65915671,0.38947288,0.37866512,0.22589396,0.49643529,0.3526355,0.53779965,0.45174099,0.38225363,0.56592816,0.35837527,0.45130988,0.5042603,0.57505319,0.56427977,0.47501215,0.53526219,0.47298749,0.25654918,0.48219387,0.46276044,0.39316687,0.35424391,0.42368267
104,1,0.40404931,0.48942515,0.30273068,0.38389953,0.46400136,0.48919792,0.25292608,0.32952117,0.38830582,0.44880502,0.57960159,0.42126081,0.31699003,0.20429319,0.43013015,0.30686348,0.48254485,0.41068662,0.37699687,0.52608944,0.31012221,0.40718563,0.54580897,0.58088409,0.53322495,0.43999028,0.54338207,0.46845762,0.24794401,0.4659042,0.45121719,0.36219122,0.33060587,0.42317525
104,2,0.37610504,0.45935534,0.30876657,0.34333213,0.41023177,0.48678234,0.24764417,0.32278285,0.32348059,0.42004992,0.44663347,0.45125851,0.28154119,0.18397605,0.37422993,0.22981002,0.40685029,0.35883282,0.36047835,0.47230594,0.27096334,0.37919162,0.59684676,0.61298783,0.51072212,0.40790816,0.54650685,0.44315887,0.25462442,0.46322418,0.42612033,0.33205971,0.3089566,0.40411788
105,0,0.3304801,0.42574334,0.32151618,0.29632273,0.36721881,0.47676278,0.23951101,0.32177243,0.28740201,0.37463319,0.38642762,0.46880116,0.26242656,0.16035273,0.33365148,0.21375489,0.31812192,0.30797924,0.32807444,0.40315224,0.25293314,0.37553331,0.65385511,0.64983059,0.49961437,0.37943392,0.52572817,0.40085225,0.25710536,0.46187866,0.38309087,0.28660032,0.30076,0.37043326
105,1,0.28140724,0.40245626,0.31067094,0.25215034,0.33939332,0.44684018,0.2156818,0.30499421,0.24127087,0.31651036,0.31543825,0.4861755,0.25918158,0.13837441,0.29487346,0.22150307,0.24084775,0.22218546,0.27158662,0.31039342,0.2261826,0.37326909,0.70088394,0.68884586,0.49683176,0.34563897,0.46804507,0.35726725,0.24154481,0.43685412,0.32670517,0.25140395,0.3045955,0.30112217
105,2,0.19981959,0.32625183,0.29971811,0.19550054,0.26623722,0.41963086,0.18019103,0.29137598,0.18138891,0.23542581,0.26298805,0.51394691,0.2808922,0.17919206,0.24629067,0.25953623,0.1840689,0.131744,0.22228688,0.24527979,0.20094896,0.30828967,0.67193841,0.72655538,0.5018828,0.34834791,0.42002144,0.26459472,0.21728534,0.35181039,0.21639009,0.23220188,0.32596065,0.2397541
106,0,0.17457151,0.33777471,0.29687769,0.19171485,0.26014997,0.39182615,0.18292109,0.32851075,0.15685696,0.22027681,0.29929615,0.51585954,0.3182197,0.25001348,0.26760665,0.28148631,0.19242737,0.124404,0.24220119,0.33452798,0.21826024,0.22193114,0.63284171,0.71489357,0.49786011,0.40606171,0.43659193,0.20298286,0.19488814,0.32847327,0.16850647,0.23261063,0.33283614,0.26600312
106,1,0.20709632,0.47448936,0.29493028,0.20667691,0.3136878,0.38398401,0.20760567,0.37242888,0.17926773,0.3209575,0.37488712,0.46037029,0.32883591,0.29731406,0.29007231,0.28295772,0.22814732,0.15631345,0.27250112,0.43629551,0.24306254,0.28552582,0.56738632,0.66640026,0.45994707,0.51201409,0.49958944,0.25210746,0.16390451,0.31470922,0.19000658,0.25007109,0.35303644,0.32424863
106,2,0.22982861,0.50115487,0.31056335,0.22018432,0.33531697,0.40630263,0.21679378,0.40265156,0.18893295,0.36363636,0.42628818,0.43777829,0.34206859,0.31080309,0.28342733,0.28394487,0.27240832,0.16433782,0.27835902,0.46302028,0.25588785,0.30879491,0.53513063,0.65139525,0.41304348,0.55474976,0.53289009,0.29950903,0.15897388,0.31442247,0.20643322,0.26613648,0.39209461,0.34284738
107,0,0.26043901,0.48009997,0.33910742,0.23961872,0.34888889,0.44295313,0.2143631,0.43671,0.18922807,0.413054,0.46451527,0.45073063,0.35812269,0.31475109,0.24974693,0.29643323,0.335331,0.16493194,0.28869988,0.47301458,0.26678648,0.33107223,0.48794243,0.65997276,0.37625709,0.59176385,0.53631138,0.3557573,0.16382952,0.31744439,0.21925579,0.29304247,0.45356915,0.36001171
107,1,0.27948281,0.44918556,0.35494491,0.2526021,0.36820041,0.48070086,0.2258322,0.46767924,0.19414369,0.46073968,0.48524568,0.48545635,0.37264654,0.31883394,0.23077368,0.34718756,0.37367836,0.13990374,0.31204195,0.47944938,0.27439252,0.35607223,0.48891096,0.67742044,0.39087335,0.60241132,0.50415118,0.40122279,0.18209599,0.33172679,0.21799839,0.34243824,0.49037574,0.37872756
107,2,0.30388894,0.43014738,0.37321398,0.26247741,0.42593047,0.52453007,0.2623708,0.51567769,0.22968736,0.51942974,0.55885126,0.56473873,0.38304413,0.33026805,0.26842372,0.45236543,0.41105731,0.15523802,0.36235851,0.53096848,0.3023005,0.42846183,0.59679772,0.69692808,0.45318715,0.60007289,0.44114226,0.46115794,0.22909011,0.3853382,0.21419694,0.43683135,0.55890333,0.41358314
108,0,0.33160269,0.46319917,0.41670253,0.28467654,0.5071711,0.54306371,0.28966427,0.54027545,0.26720465,0.56249433,0.6314077,0.61126157,0.41110807,0.35293134,0.32027477,0.53512758,0.42214637,0.25649395,0.39677048,0.59581331,0.33446441,0.51930202,0.69355254,0.72628522,0.51389792,0.59994534,0.41896084,0.51174618,0.28807024,0.44089069,0.23267052,0.49243824,0.59264152,0.45272248
