,,pid1263-01,pid52932-01,pid9048-01,pid9050-01,pid9054-01,pid9055-01,pid9058-01,pid9059-01,pid9062-01,pid9063-01,pid9066-01,pid9067-01,pid9068-01,pid9072-01,pid9075-01,pid9088-01,pid9093-01,pid9097-09,pid9099-01,pid9101-01,pid9103-01,pid9104-01,pid9105-01,pid9118-01,pid9137-01,pid9138-01,pid9139-01,pid9150-15,pid9153-01,pid9166c-03,pid9173-06,pid9174-01,pid9186c-01,pid9192-01
42,1,0.41841235,0.59356201,0.58065071,0.40006325,0.39850716,0.31596496,0.34005275,0.77834985,0.38086323,0.43100136,0.51055113,0.40999158,0.37972401,0.47822124,0.68466377,0.49351835,0.40061915,0.24143792,0.60145169,0.65875214,0.29150971,0.79808196,0.41851484,0.34935894,0.60572401,0.65700923,0.63685195,0.40925428,0.37142232,0.41562352,0.43859931,0.4525502,0.5278855,0.78224044
42,2,0.38498547,0.60533483,0.61757617,0.39292555,0.39403545,0.35284511,0.32021527,0.81876689,0.3770451,0.40589926,0.44910359,0.36414964,0.3674819,0.46292541,0.68704989,0.44982306,0.43083029,0.21968113,0.57554518,0.64713692,0.30504673,0.79174775,0.43343509,0.37275009,0.49501701,0.66605928,0.61795498,0.38979157,0.39112611,0.42283641,0.45585204,0.37079261,0.53883088,0.77067721
43,0,0.33095119,0.54263553,0.63711482,0.37842429,0.33858214,0.42614613,0.2441015,0.78098854,0.31684036,0.38239298,0.39630146,0.35231428,0.30137314,0.30455207,0.62945047,0.35149935,0.45050802,0.1436715,0.56789666,0.6065081,0.29234364,0.759375,0.49490603,0.40258001,0.3396673,0.67322643,0.57671692,0.36223252,0.41048619,0.44037234,0.42748739,0.32418696,0.50958875,0.67800546
43,1,0.31075474,0.51422908,0.64655061,0.38912179,0.30960464,0.47567407,0.25438021,0.73169005,0.28493037,0.40154288,0.44175299,0.40264708,0.24453477,0.24856264,0.56769342,0.33493202,0.45702492,0.11448447,0.5898446,0.59126823,0.27825306,0.75590382,0.59220028,0.43406464,0.34545936,0.67243683,0.56438884,0.33927744,0.4143732,0.44886458,0.42222385,0.35894793,0.50492933,0.60163934
43,2,0.3213892,0.51896923,0.65213462,0.42162089,0.32357873,0.57402399,0.3186756,0.69925344,0.28848105,0.49717138,0.61843958,0.50611277,0.2443025,0.2874764,0.47006508,0.46821568,0.52691697,0.13642927,0.64142738,0.61973609,0.2942775,0.79764222,0.7372712,0.53915598,0.43065406,0.68822886,0.58631937,0.34696619,0.42088489,0.48038513,0.46535565,0.44454416,0.5762128,0.61086066
44,0,0.34344993,0.5634922,0.64778792,0.46211601,0.3704499,0.65098239,0.38982821,0.70305059,0.31892465,0.57847527,0.74150066,0.57170071,0.29557317,0.36907394,0.44908894,0.58456882,0.61779648,0.22062871,0.68427448,0.66502403,0.34806614,0.85058009,0.86428335,0.62045094,0.49711153,0.72206025,0.65163196,0.39048634,0.44908761,0.52398231,0.53650852,0.53676026,0.66873357,0.67441452
44,1,0.38703017,0.61268637,0.64215011,0.51455548,0.42411043,0.7377137,0.46762421,0.70659029,0.34863968,0.60596733,0.81181939,0.60583735,0.36257002,0.44475487,0.45613883,0.65044701,0.66280362,0.31708656,0.71656967,0.68620184,0.38049605,0.88706961,0.91273432,0.68528879,0.56446881,0.75795675,0.71113975,0.46066698,0.50046244,0.57164915,0.60391842,0.59049227,0.73748136,0.73888564
44,2,0.4351308,0.65274498,0.63835213,0.54962956,0.47990457,0.76196309,0.51639461,0.70388724,0.36478834,0.60058993,0.837583,0.60237931,0.41434622,0.51483739,0.48323933,0.67149376,0.67051119,0.33676769,0.71804054,0.69075507,0.41631919,0.89929828,0.90323293,0.71307,0.59591682,0.79033042,0.72821203,0.49671144,0.54835021,0.60691952,0.64444769,0.6339346,0.7624121,0.75708431
45,0,0.48679964,0.71325519,0.64106344,0.59359415,0.56293797,0.77124266,0.55878537,0.70131291,0.3557687,0.57418696,0.83911023,0.54985081,0.50331329,0.55255919,0.52729573,0.69085491,0.65794571,0.3723321,0.68830338,0.67329967,0.4634867,0.90026198,0.8805154,0.72808627,0.59979584,0.81474733,0.71467509,0.52422418,0.59510686,0.61762857,0.67357263,0.66555891,0.78535407,0.70992389
45,1,0.53354716,0.75055589,0.6536409,0.60924286,0.62618269,0.76432763,0.56002566,0.70195649,0.3389929,0.53369384,0.812417,0.48798868,0.56280913,0.55466264,0.56494577,0.69254051,0.63426734,0.41195006,0.63680373,0.64389509,0.49791517,0.88952096,0.85235451,0.72644281,0.57509263,0.82410107,0.68565107,0.52654006,0.62685914,0.61478312,0.69488998,0.67303181,0.79394843,0.59100312
45,2,0.56409742,0.77089546,0.65654588,0.56722082,0.68752556,0.71165263,0.52501247,0.68316386,0.3365397,0.4970655,0.71434263,0.38876903,0.60411942,0.54392967,0.62848879,0.63013597,0.59630894,0.48829059,0.586193,0.60310336,0.52561467,0.85382672,0.83585273,0.71050351,0.54778072,0.81893829,0.64548503,0.50899491,0.63910761,0.60040145,0.70156444,0.66965523,0.77413169,0.5335968
46,0,0.56088002,0.75651125,0.64075142,0.49877123,0.71056578,0.61492728,0.49910186,0.66076715,0.36386609,0.48156103,0.62020584,0.32524673,0.59465091,0.54641066,0.65875633,0.54668467,0.58538657,0.5557795,0.57697768,0.58805083,0.54140187,0.83226048,0.8251131,0.7005527,0.56471834,0.80144558,0.6267249,0.48318666,0.61565429,0.59552668,0.65357848,0.68632486,0.72910008,0.55383489
46,1,0.54788012,0.72718263,0.62446204,0.47086194,0.71554192,0.55134813,0.48167368,0.64911829,0.40636355,0.49307215,0.54412351,0.31531635,0.55963246,0.54231163,0.68003615,0.5185975,0.61203366,0.6017974,0.59219799,0.60189786,0.54925953,0.81420284,0.79843564,0.70834224,0.58113422,0.77429543,0.65728851,0.46860584,0.59031996,0.59956326,0.55696323,0.71315088,0.69515591,0.57400468
46,2,0.51237847,0.6968715,0.59104407,0.42316588,0.69768234,0.52011568,0.46008981,0.63836401,0.461376,0.50676146,0.55386454,0.31911866,0.50505534,0.52276037,0.70302965,0.54821196,0.64869821,0.62449425,0.61381339,0.62599169,0.52002876,0.8017122,0.70285777,0.75071198,0.6049225,0.73694121,0.70166275,0.45676702,0.52754031,0.59409293,0.48393157,0.72756353,0.63893032,0.56049961
47,0,0.48295079,0.63142291,0.51708556,0.40209613,0.6339332,0.53426895,0.44281845,0.607472,0.49195795,0.50520345,0.6062085,0.34407467,0.44984287,0.49550186,0.71357918,0.54878935,0.66010478,0.61504851,0.62618789,0.64054736,0.46663551,0.78901572,0.60769674,0.79079663,0.61920605,0.69970845,0.7223274,0.45528485,0.45899263,0.57079993,0.45284012,0.73047805,0.5879679,0.49604801
47,1,0.46384685,0.57178316,0.47977277,0.39272678,0.57875937,0.55164583,0.42777817,0.55478183,0.50641889,0.50195886,0.67071713,0.36937495,0.43518923,0.46068713,0.71094722,0.53109518,0.63802191,0.57638565,0.63063247,0.63961065,0.42990654,0.75532373,0.55369206,0.81894931,0.61984877,0.65233236,0.71399083,0.45201482,0.40586177,0.54441883,0.44305139,0.71604763,0.53914341,0.44204723
47,2,0.45224015,0.53488753,0.44643011,0.37653596,0.51755283,0.55793145,0.39846746,0.49589394,0.5024532,0.48942671,0.75670651,0.39735292,0.43108348,0.41290114,0.68658713,0.49862172,0.58891094,0.51720689,0.62983309,0.6098151,0.39225737,0.69802582,0.56309537,0.82018753,0.5897845,0.60781098,0.6762311,0.43751737,0.34722535,0.50909332,0.44478398,0.67870091,0.49627104,0.42598556
48,0,0.44332966,0.50922175,0.40499656,0.34102819,0.47662577,0.55447818,0.35986172,0.44474836,0.46782256,0.46203298,0.8312749,0.42229363,0.41024047,0.34713338,0.64290672,0.46394114,0.50919194,0.42931488,0.6221398,0.56037306,0.35478792,0.64020397,0.64502801,0.78394138,0.55188658,0.56401846,0.60625413,0.4141547,0.30100612,0.45976111,0.44997441,0.60461169,0.46761134,0.44356948
48,1,0.42721259,0.51035939,0.36802806,0.30696603,0.44958419,0.5410734,0.34040202,0.39234779,0.42329614,0.43584178,0.83479416,0.43421314,0.36884137,0.30898549,0.59819957,0.40123859,0.46248611,0.3668271,0.61142163,0.52374359,0.32140906,0.60464072,0.70029546,0.73085539,0.51668809,0.53329082,0.5397669,0.39044928,0.28383327,0.42326654,0.44755465,0.52348498,0.4334967,0.45084895
48,2,0.38924526,0.52769973,0.34499268,0.25984821,0.40494888,0.51700264,0.32963148,0.34250869,0.35697685,0.41400696,0.73930943,0.44318721,0.32066539,0.27293566,0.53715112,0.28502514,0.37599619,0.30247424,0.58387798,0.46884418,0.29976276,0.57690868,0.74465164,0.62173419,0.50206427,0.50300656,0.45329927,0.36457619,0.28835146,0.39555095,0.42612764,0.44301582,0.36212799,0.43974434
49,0,0.33099128,0.56206154,0.36171243,0.22591254,0.35094751,0.47637152,0.31698624,0.33332475,0.30974822,0.38553925,0.60368526,0.43240762,0.28413718,0.23977671,0.48869125,0.25393928,0.30317511,0.26449575,0.52971158,0.40812902,0.29304817,0.55835516,0.72215479,0.52277767,0.50310775,0.45560617,0.37950186,0.34201019,0.29008249,0.38255892,0.39442211,0.37085481,0.32595355,0.3967018
49,1,0.28141726,0.55392571,0.37196591,0.19341344,0.31576005,0.41531003,0.3121035,0.32562749,0.25405331,0.33848888,0.42069721,0.41048122,0.25646946,0.20380778,0.39524946,0.25321289,0.23013177,0.20868617,0.44261048,0.34294209,0.26412653,0.52010666,0.63242488,0.39920303,0.52456711,0.40060131,0.32294779,0.32247337,0.27991501,0.37267704,0.35465312,0.32257864,0.29967327,0.30944575
49,2,0.24471284,0.48321124,0.39858409,0.14671124,0.30811179,0.37693289,0.33168437,0.32553096,0.20407636,0.2670776,0.31035193,0.40868334,0.26045225,0.17697535,0.25349964,0.27008754,0.17546436,0.14401745,0.36049754,0.28503706,0.22843997,0.44022268,0.47021467,0.32343506,0.58250284,0.3891035,0.30054969,0.30492821,0.27292838,0.36793462,0.2613422,0.28718678,0.29917608,0.27209212
50,0,0.23588253,0.49130397,0.43639181,0.14686484,0.35617587,0.38838139,0.3579799,0.37519629,0.19572996,0.21877174,0.33755644,0.42720526,0.29411805,0.25560649,0.22396963,0.30186254,0.196174,0.12529142,0.36116263,0.30332329,0.23601725,0.32608533,0.41232361,0.33298063,0.59215879,0.43396501,0.319287,0.30583604,0.27077865,0.37447475,0.22860589,0.27968722,0.31750124,0.33607533
50,1,0.23475995,0.58112557,0.47708297,0.17893025,0.37107021,0.45356809,0.38724072,0.41452568,0.21759661,0.26983815,0.37669323,0.42074822,0.32065856,0.32301386,0.24313811,0.30258894,0.27528973,0.16585696,0.38220886,0.35458988,0.2650683,0.37874251,0.5114078,0.36954197,0.55890359,0.49543853,0.34093242,0.34727189,0.24300087,0.38028697,0.24718912,0.27487116,0.35756801,0.43288447
50,2,0.24837125,0.59659571,0.51493372,0.20328876,0.37408316,0.49533895,0.40024948,0.43080191,0.22231855,0.32068522,0.42606242,0.40249407,0.35565651,0.33898927,0.25237889,0.29457068,0.33021908,0.182387,0.39050969,0.38472754,0.28013659,0.39518151,0.51535547,0.40032869,0.48996597,0.54323372,0.36736765,0.38746642,0.22255968,0.37200428,0.26151765,0.29229607,0.41467434,0.47677596
51,0,0.29347499,0.58148755,0.55660398,0.24864474,0.38730061,0.54146466,0.42005845,0.44472262,0.22662547,0.38410982,0.44499336,0.41725193,0.4007583,0.35306078,0.25276934,0.2938536,0.40303223,0.19879672,0.37940781,0.4098151,0.2911215,0.41976984,0.54777054,0.42993347,0.4241966,0.59193999,0.38770157,0.43073645,0.21375453,0.37604085,0.26907669,0.34004798,0.48539669,0.52385831
51,1,0.32540844,0.55455486,0.56605053,0.28042103,0.41141104,0.57110657,0.44450068,0.45364912,0.24858434,0.44316291,0.45939575,0.45645322,0.42210001,0.36416051,0.26018077,0.35693798,0.42641689,0.19673611,0.38011127,0.4310988,0.3003307,0.45518338,0.57856731,0.48683544,0.40613233,0.63435374,0.40713455,0.48352941,0.23073366,0.39966472,0.25909058,0.39438422,0.57178777,0.56113388
51,2,0.35861481,0.54173059,0.56243544,0.32197326,0.47785958,0.61197584,0.47039703,0.46829708,0.31086415,0.54087884,0.54318725,0.50960906,0.44828528,0.38271938,0.30916124,0.47768672,0.45789808,0.30685869,0.43395792,0.4939969,0.34810927,0.5140625,0.64798264,0.60556975,0.4501172,0.66745627,0.45556873,0.54973599,0.26364829,0.44643822,0.25577162,0.4646348,0.63413595,0.62159446
52,0,0.39737396,0.57452383,0.56970864,0.35830322,0.53119973,0.68042018,0.49205218,0.48701249,0.36642995,0.60799425,0.64648074,0.57349858,0.49645443,0.42854215,0.35882863,0.56955671,0.54431656,0.36633827,0.4796828,0.56283294,0.38951114,0.5826628,0.72751235,0.70048516,0.53045747,0.68847182,0.54276623,0.62644743,0.31948506,0.50480308,0.28676073,0.56562111,0.70335961,0.69867291
52,1,0.42884635,0.63655951,0.59600405,0.39632273,0.59084526,0.74813303,0.51071352,0.50897155,0.40238864,0.64658146,0.7311421,0.61652513,0.56850663,0.49302627,0.38094722,0.65782269,0.61369265,0.43886591,0.51587261,0.61265782,0.42192667,0.64726796,0.78444714,0.7508358,0.59234783,0.71531827,0.61968843,0.66644743,0.37709661,0.54484896,0.32609109,0.62742136,0.74699908,0.77456089
52,2,0.45639972,0.6905714,0.63686736,0.44379292,0.66813224,0.79076295,0.53000927,0.53302227,0.42383104,0.640599,0.7875166,0.62421391,0.62544063,0.54926919,0.39579899,0.69555783,0.62149548,0.46879747,0.52463388,0.64346339,0.44388929,0.67090195,0.84519475,0.77716492,0.62381096,0.74538387,0.6720115,0.66498379,0.43286464,0.59420322,0.40228087,0.68902612,0.76965694,0.82515613
53,0,0.47172497,0.72351978,0.67952746,0.46913625,0.73047035,0.80643872,0.53080761,0.52981722,0.4154662,0.60444713,0.80139442,0.58683345,0.67247575,0.56129659,0.39892986,0.70306389,0.6078187,0.48384598,0.49776811,0.63498412,0.43768512,0.64950412,0.85906065,0.7480104,0.58443856,0.76974004,0.68186484,0.63333025,0.4748094,0.60187932,0.50582645,0.71547006,0.76923077,0.81539813
53,1,0.48305102,0.72776868,0.68952272,0.48165884,0.76141786,0.79697202,0.47711883,0.50021238,0.37093978,0.52860384,0.7689907,0.51589779,0.6869791,0.52660051,0.39864064,0.66860682,0.57687728,0.47693465,0.44392147,0.58320437,0.41677211,0.61102171,0.81168855,0.64374078,0.4966276,0.77909378,0.64689916,0.56536359,0.48090864,0.56644352,0.56313327,0.69849831,0.76255416,0.73391881
53,2,0.44594568,0.68978712,0.67232957,0.46457355,0.74819359,0.74258739,0.39203792,0.43838975,0.30711058,0.42001966,0.70305445,0.42170454,0.67765405,0.4586484,0.39561099,0.59552058,0.47355136,0.451192,0.36721238,0.43794087,0.39930266,0.52954716,0.73305381,0.50024202,0.35419282,0.77277697,0.56385284,0.47426586,0.45087489,0.53070993,0.60715696,0.62917185,0.74295049,0.57856167
54,0,0.36687381,0.55945014,0.64221467,0.40605349,0.67932515,0.63369057,0.31784874,0.36325138,0.27429678,0.31949781,0.55586985,0.36070691,0.6240675,0.3784154,0.43177874,0.46213448,0.38387046,0.41422125,0.32025325,0.32194347,0.40442847,0.45962762,0.66311131,0.45502437,0.23710397,0.74866375,0.43080994,0.39105141,0.39895638,0.48853547,0.6318225,0.49258042,0.70560409,0.49779469
54,1,0.30959206,0.44837542,0.60436392,0.37452114,0.60404908,0.63458365,0.28145271,0.33635603,0.31451628,0.33529723,0.56550465,0.33816081,0.56528214,0.3674613,0.48317426,0.3898957,0.37390856,0.40196285,0.32215898,0.30320111,0.40769231,0.47841504,0.60743928,0.48955953,0.25701323,0.71501458,0.38518121,0.36680871,0.37092863,0.46677548,0.63499525,0.40471832,0.70071028,0.494516
54,2,0.28761151,0.35455486,0.55595843,0.37881279,0.53656442,0.68263162,0.27575736,0.32927661,0.35392419,0.36961125,0.64080345,0.33166552,0.53445143,0.38595545,0.51890817,0.37461352,0.39457057,0.39447244,0.32421181,0.31737395,0.39826024,0.48881924,0.55458703,0.52473631,0.31389792,0.67419825,0.41555094,0.38088004,0.36335458,0.48064982,0.61122889,0.35967656,0.69476525,0.52801522
55,0,0.28094618,0.27199862,0.5204209,0.38172208,0.45533742,0.74868589,0.30242355,0.31884412,0.36373697,0.37373317,0.69003984,0.33301201,0.51716765,0.41166604,0.50762834,0.35454461,0.40358787,0.3728435,0.3085886,0.3321414,0.39253774,0.48722867,0.55054127,0.56056598,0.32680529,0.61321672,0.45739343,0.4068365,0.37060367,0.50402003,0.55231377,0.3445175,0.68244193,0.53065964
55,1,0.27732785,0.24027407,0.51400844,0.37470184,0.39449216,0.77933997,0.31709316,0.30120994,0.34020105,0.35547572,0.68804781,0.3233953,0.49959011,0.41330025,0.44387563,0.30553176,0.39803143,0.32890878,0.29120036,0.33394152,0.39949676,0.48089446,0.57864087,0.58734536,0.33178072,0.52598397,0.48247155,0.42598425,0.36456693,0.48602089,0.45863002,0.34330905,0.66647489,0.50387393
55,2,0.28420367,0.26282858,0.52219616,0.359279,0.37620995,0.7454963,0.31613087,0.27120608,0.30112515,0.33353502,0.64933599,0.28882258,0.46893018,0.38630602,0.34890817,0.27740734,0.39433243,0.28187561,0.28162052,0.30996986,0.4301941,0.48566617,0.58798289,0.58258383,0.34248015,0.43743319,0.4691741,0.42939324,0.33915136,0.46635639,0.37292931,0.33657366,0.63311315,0.48057182
56,0,0.31045404,0.31701284,0.51697797,0.29935851,0.35308793,0.63162371,0.32581795,0.23790063,0.28668265,0.29618061,0.56631474,0.22943922,0.43878945,0.31846179,0.25180766,0.2516111,0.37960787,0.23129277,0.27023086,0.26970758,0.45245147,0.4574476,0.54974438,0.5463827,0.33477505,0.32713192,0.381988,0.42329782,0.29364454,0.45012187,0.27184005,0.32017061,0.5508985,0.43549961
56,1,0.30494137,0.33283634,0.47583491,0.22479219,0.31600545,0.48186612,0.29173854,0.21034882,0.27841926,0.24974285,0.39588313,0.17309311,0.39795737,0.24591985,0.19749819,0.22380332,0.34604699,0.17106114,0.24839803,0.22088458,0.39330697,0.38765906,0.53341425,0.45414636,0.31844991,0.27237609,0.25218393,0.39718388,0.22207224,0.43472555,0.22465092,0.30617558,0.44702038,0.34328649
56,2,0.2793024,0.32365767,0.35822646,0.1664167,0.28965917,0.33986561,0.24609024,0.18952246,0.27373421,0.23109968,0.38610226,0.19708515,0.32744227,0.19943369,0.18144613,0.21327994,0.32109065,0.10679101,0.23316493,0.22061579,0.28755572,0.35868263,0.50327951,0.38317368,0.29919849,0.25533892,0.22836029,0.36404817,0.1532121,0.42829571,0.22543315,0.29964457,0.35797287,0.29623341
57,0,0.225218,0.23231923,0.28339645,0.13398988,0.26744376,0.24675512,0.18352698,0.17875531,0.19881951,0.20415217,0.35403718,0.21478081,0.2416587,0.13592579,0.13597252,0.1910691,0.26877282,0.10919004,0.18698599,0.25698461,0.24819554,0.27144461,0.47720279,0.32726229,0.25744423,0.23157799,0.21872363,0.3813988,0.1187789,0.46989666,0.21392646,0.26797583,0.24184956,0.23845628
57,1,0.17912198,0.26901663,0.34310983,0.079633177,0.34243354,0.16238836,0.20168223,0.2640623,0.16502813,0.20409923,0.38713147,0.19806442,0.25146195,0.15917157,0.17510484,0.22223878,0.1373472,0.2295405,0.30224468,0.2545573,0.38301222,0.20875749,0.5061851,0.28606324,0.30028733,0.25960884,0.2531647,0.49667439,0.1092051,0.567392,0.20302654,0.2267727,0.24716954,0.20498634
57,2,0.26827704,0.42696716,0.49928989,0.48256234,0.49492843,0.5267245,0.40863212,0.49380229,0.35889514,0.38193919,0.53634794,0.41963124,0.49395409,0.42843967,0.45608098,0.50141553,0.24065725,0.52299767,0.59907271,0.3112894,0.63260963,0.41404379,0.54523275,0.50842554,0.44293384,0.53491861,0.44030974,0.65200556,0.38177103,0.68715466,0.27051685,0.42735916,0.53676397,0.5008587
58,0,0.37704721,0.4779195,0.62720563,0.68808276,0.6870484,0.72148507,0.61067788,0.63897542,0.53807987,0.5350779,0.60003984,0.63262949,0.72380107,0.61301979,0.61014461,0.68092755,0.4141451,0.67013612,0.73249345,0.45689501,0.78777858,0.58122193,0.60438658,0.71089749,0.64346314,0.77441691,0.57846178,0.73917554,0.65585552,0.78450662,0.43067476,0.63267283,0.7224945,0.63960773
58,1,0.49236243,0.51236749,0.66827337,0.85568305,0.86489434,0.93578294,0.80918098,0.75164114,0.68006087,0.7030177,0.74893758,0.83880346,0.8526438,0.78383043,0.73608098,0.81768486,0.5974996,0.81537189,0.82157703,0.56495887,0.87526959,0.77345621,0.69948631,0.80837939,0.77345936,0.89947765,0.72913578,0.79560908,0.83889514,0.82327315,0.62670517,0.81355962,0.84182115,0.79832162
58,2,0.51294978,0.52621736,0.66026855,0.87819841,0.94839809,0.93348643,0.85929147,0.78272622,0.73265701,0.81198003,0.81759628,0.95532094,0.88994398,0.87131223,0.74981923,0.84671261,0.70444515,0.85154546,0.85483149,0.60896799,0.89079799,0.8723896,0.69238785,0.81923073,0.77504726,0.9201895,0.8018954,0.81455303,0.89901262,0.79929636,0.68128518,0.87226764,0.87115562,0.88383099
59,0,0.52144933,0.52944928,0.64405448,0.8582219,0.97900477,0.909926,0.87433174,0.77590423,0.73819976,0.87755256,0.82569721,0.99158442,0.89281323,0.91068443,0.74295011,0.82914882,0.74903159,0.84808603,0.85905225,0.6197198,0.88547807,0.90806512,0.65286206,0.79693146,0.73830624,0.91472303,0.83524166,0.8128578,0.88663917,0.74661138,0.69477301,0.89425982,0.8391221,0.93166472
59,1,0.53655407,0.52220977,0.63645851,0.81226961,0.97880027,0.87760483,0.88466747,0.74726477,0.72470718,0.90220844,0.82443559,1,0.88529854,0.9289143,0.73781634,0.79420749,0.77731386,0.83251861,0.83807636,0.62193533,0.86944644,0.91702844,0.60457048,0.75903058,0.68734972,0.90603741,0.8501015,0.8051598,0.8528309,0.69834898,0.68524746,0.90119069,0.8117764,0.97004294
59,2,0.58676957,0.51347927,0.67216819,0.77806288,0.97137014,0.86697287,0.89870982,0.72757112,0.71303145,0.90485554,0.84568393,0.99036034,0.88078973,0.93533251,0.76941432,0.76959397,0.80544531,0.81627435,0.80610091,0.63443024,0.83680805,0.91903069,0.5727071,0.72506951,0.65942533,0.90257532,0.86882741,0.8235572,0.83027122,0.69634172,0.67495431,0.89363782,0.83464735,0.98897346
60,0,0.65658013,0.51694389,0.7539271,0.78071919,0.98882072,0.89512631,0.90270155,0.76013644,0.72294568,0.91226743,0.88452855,0.98454594,0.87525618,0.93252791,0.825235,0.79600484,0.82338466,0.81777845,0.81985035,0.66512992,0.81833214,0.92220247,0.60582098,0.7289868,0.67285444,0.89352527,0.88511279,0.87598888,0.85983002,0.75492715,0.68272535,0.86542563,0.88585837,0.97980094
60,1,0.7042598,0.55069379,0.84755337,0.78814601,1,0.91987752,0.90020671,0.80975673,0.74945126,0.9165028,0.87138114,0.98125622,0.87416314,0.92341298,0.87613883,0.85471224,0.82036831,0.83703091,0.8520816,0.70680134,0.83364486,0.91049775,0.72859122,0.76163085,0.76574669,0.89607629,0.88623041,0.91595183,0.91501062,0.8068732,0.69766065,0.8138262,0.90823212,0.96548595
60,2,0.74349003,0.5841248,0.90626614,0.80651428,0.9799591,0.90541805,0.90740609,0.83968336,0.76506502,0.90304039,0.82403718,0.96710275,0.88837273,0.90129982,0.89595083,0.9,0.7976663,0.88132662,0.86161028,0.73847846,0.85664989,0.8901104,0.78312308,0.79301417,0.84672968,0.90779883,0.88470223,0.92469662,0.93513311,0.83948561,0.73170553,0.79681891,0.90212373,0.95373731
61,0,0.77698707,0.61348789,0.94832372,0.82696964,0.92767553,0.88177256,0.9349918,0.83228215,0.77969197,0.8843594,0.79488712,0.95264326,0.91412761,0.87859339,0.8824295,0.94198175,0.77375774,0.90772355,0.85918015,0.77103527,0.8852624,0.86734656,0.79007442,0.81396265,0.89829868,0.92438047,0.89083776,0.92158407,0.93957005,0.84718377,0.77681117,0.80614004,0.87740607,0.94787276
61,1,0.78627844,0.63364647,0.97869685,0.84693712,0.86394001,0.81041082,0.97547936,0.80048912,0.79922531,0.86688852,0.76062417,0.9255604,0.95115453,0.85933876,0.85502531,0.97690445,0.76209716,0.92366699,0.84306453,0.79552008,0.92221423,0.83802395,0.75887307,0.82684017,0.91644612,0.95153061,0.90503615,0.91132932,0.93350831,0.82244599,0.83419841,0.81846455,0.84288657,0.94672131
61,2,0.78103638,0.63213824,1,0.87269606,0.81929107,0.7657991,1,0.76921097,0.81405515,0.85932537,0.72755644,0.90054319,0.98777155,0.8548622,0.80260304,1,0.78162407,0.93224035,0.82196073,0.82870408,0.96103523,0.8145771,0.71691983,0.83658836,0.90918715,0.96477162,0.91867573,0.90470588,0.91288589,0.79100264,0.87901162,0.8347432,0.83819874,0.93720726
62,0,0.78112659,0.61528053,0.98401188,0.89178713,0.8338105,0.77458535,0.99287191,0.75923542,0.81037536,0.8774013,0.74289509,0.88631321,0.97957371,0.86133434,0.75914678,0.97336562,0.81909827,0.92539671,0.79228752,0.83310255,0.94931704,0.80445359,0.72313558,0.83399935,0.89655955,0.96762634,0.91039619,0.9006855,0.88357705,0.77164694,0.92536004,0.87334281,0.8808154,0.90771858
62,1,0.76926932,0.58717573,0.95119642,0.86576617,0.86653033,0.81996258,0.97334094,0.7609731,0.80366135,0.90818333,0.7873174,0.88332951,0.94855855,0.87363141,0.70395517,0.89041721,0.86847119,0.90155674,0.77892179,0.8044229,0.91560029,0.80930015,0.7618277,0.81213909,0.86109641,0.97206025,0.89128253,0.89985178,0.85258093,0.75541243,0.95452884,0.90838813,0.9166134,0.87253123
62,2,0.75631953,0.56262174,0.92730031,0.83464944,0.88936605,0.84711236,0.95616224,0.77127043,0.80390113,0.92890637,0.83472776,0.88455359,0.93202623,0.87859339,0.64412148,0.84366735,0.90887442,0.87967211,0.77508473,0.77380468,0.89539899,0.81571856,0.76557922,0.78998615,0.81981096,0.97783042,0.87791666,0.91079203,0.84739408,0.7146607,0.97141604,0.92713702,0.92179842,0.84862412
63,0,0.75373359,0.54335948,0.9065136,0.80284604,0.89529652,0.85429957,0.93777176,0.77995881,0.80438071,0.94796551,0.84203187,0.88378854,0.91296625,0.8790788,0.61848879,0.79478488,0.94499127,0.86470632,0.77450918,0.75400342,0.8813803,0.82569237,0.74980078,0.76998323,0.78669187,0.98147473,0.86177953,0.92830014,0.85345582,0.66850481,0.98121208,0.93229074,0.90475176,0.83184036
63,1,0.75659016,0.53807636,0.88539336,0.74079328,0.88459441,0.83859828,0.91403521,0.77937959,0.80166928,0.9649826,0.81613546,0.87904521,0.89465774,0.88015749,0.58972523,0.75701248,0.98563264,0.85410243,0.77719511,0.73920339,0.86585191,0.84189746,0.64044283,0.7468172,0.75506238,0.98353984,0.83605137,0.94617879,0.8648294,0.65635098,0.97207398,0.92358273,0.85787343,0.81896956
63,2,0.76459858,0.5618116,0.8636706,0.70634261,0.86428085,0.79536446,0.87903628,0.77223581,0.78572351,0.95953714,0.78180611,0.8584653,0.88119962,0.88226094,0.54184382,0.71915627,1,0.85402722,0.77649165,0.72630936,0.83184759,0.85789671,0.57773364,0.72520459,0.74189792,0.98323615,0.79325092,0.96544697,0.86770404,0.70571627,0.94677974,0.90705527,0.8097166,0.81971116
64,0,0.78584745,0.61338447,0.83854794,0.73390857,0.86284935,0.79305095,0.83804975,0.78748874,0.76279627,0.93253668,0.76799469,0.80353454,0.87511955,0.87605847,0.48988431,0.72213634,0.98110811,0.86508235,0.76555605,0.7086829,0.80316319,0.87244573,0.55787267,0.72176008,0.75697543,0.98001701,0.77572246,0.9885132,0.87257843,0.74832085,0.93632575,0.8988804,0.8156119,0.83140125
