,,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
85,2,0.92559684,0.65767519,0.81461762,0.78224065,0.96649946,0.82469177,0.58471194,0.76560243,0.9326641,0.48202387,0.72716321,0.61760812,0.69590758,0.55296058,0.60511612,0.83248766,0.94857793,0.85269998,0.83949458,0.96550793,0.63861507,0.77619012,0.74722905,0.99121865,0.83134658,0.76167269,0.52821956,0.627194,0.76795854,0.97514632,0.81393657,0.74038016,0.99726619,0.55099152,0.87403499,0.4039169,0.85352089,0.71575449,0.56132459,0.71237068,0.73727414,0.64421488
86,0,0.9189553,0.65389605,0.77833319,0.84092243,0.96533501,0.81392635,0.5669981,0.84360118,0.91473828,0.54097631,0.75141027,0.58127979,0.70437491,0.53064008,0.60028149,0.8367276,1,0.83653102,0.87483755,0.95704251,0.60093708,0.76093877,0.84569699,0.96051551,0.85537685,0.73775079,0.51411343,0.60405495,0.82183418,1,0.79393366,0.76503632,1,0.52655224,0.8822689,0.36476074,0.85343851,0.7024374,0.57727953,0.72231282,0.75534268,0.64853994
86,1,0.9182373,0.65615901,0.76485963,0.86186059,0.93514869,0.77847745,0.44524364,0.87437795,0.86584968,0.58730625,0.76381107,0.5138835,0.74358974,0.47156348,0.59128079,0.83408633,0.95931011,0.808216,0.86781588,0.86886707,0.53845077,0.72175168,0.8844146,0.91338682,0.85291706,0.60917057,0.50145447,0.49975853,0.85822156,0.95529731,0.66965377,0.77468707,0.89964029,0.5028378,0.86038701,0.32871109,0.83100941,0.65396263,0.58358879,0.68014203,0.76161994,0.64407713
86,2,0.89145575,0.67877348,0.81170466,0.79834692,0.89304909,0.7406537,0.25271137,0.80449478,0.81357148,0.52332086,0.76659336,0.48496028,0.79545125,0.38558687,0.60780436,0.82463335,0.82362975,0.7872505,0.81621841,0.80715958,0.48118535,0.66675798,0.81342917,0.84819003,0.85272785,0.35153355,0.52139307,0.37832639,0.8292719,0.90151836,0.47062118,0.7403338,0.7876259,0.51452407,0.80237367,0.33531001,0.81501658,0.60739346,0.563556,0.6216465,0.7582243,0.6421832
87,0,0.91186502,0.71647432,0.81770659,0.73007629,0.87405948,0.76662805,0.29537409,0.72033354,0.80816114,0.48427757,0.79148102,0.49730803,0.84832681,0.39989507,0.64724842,0.8154584,0.74258165,0.79939657,0.75594765,0.79907241,0.47914081,0.64500629,0.72281067,0.83517594,0.86559445,0.23681298,0.58205672,0.37555371,0.82708587,0.87683434,0.40286587,0.680034,0.79330935,0.55431482,0.74423501,0.25750579,0.82318291,0.610924,0.53658658,0.60396283,0.75229751,0.65990358
87,1,0.95162448,0.77219582,0.76556367,0.71935125,0.85239162,0.836988,0.40007052,0.70965843,0.80177303,0.51504543,0.81379673,0.56022948,0.84166305,0.45870934,0.67800844,0.80558838,0.70215236,0.82105833,0.75224729,0.84006664,0.57493611,0.7259347,0.66756194,0.86878514,0.89164301,0.30836344,0.63498027,0.44933389,0.83675318,0.8831962,0.55551353,0.63702673,0.8328777,0.5762035,0.77947664,0.35855415,0.81538731,0.68629884,0.49384758,0.62240926,0.74743769,0.6957989
87,2,0.94175193,0.8119484,0.71658013,0.71760329,0.83436044,0.91915598,0.48964812,0.71125479,0.81148556,0.5708801,0.82971603,0.51884378,0.82304795,0.51277919,0.66040113,0.82623202,0.71013634,0.81015009,0.75944043,0.86808357,0.65583546,0.73960169,0.64126159,0.85115926,0.92708925,0.45269429,0.64698144,0.51168193,0.82840098,0.90211214,0.7185336,0.62806367,0.82546763,0.5848605,0.82733858,0.48210702,0.79176364,0.77014551,0.45727525,0.64854463,0.75184579,0.73533058
88,0,0.95889427,0.8292223,0.71460882,0.73615672,0.83245253,0.94935871,0.57343629,0.73619905,0.80933446,0.62585961,0.84016636,0.46071492,0.81964363,0.5375356,0.62318086,0.86807535,0.70966252,0.80984063,0.74765343,0.81469741,0.67792382,0.73803213,0.65067146,0.85981426,0.93781142,0.56330233,0.63868586,0.52289759,0.82613656,0.90033082,0.82251964,0.64421264,0.80884892,0.58464852,0.88214357,0.60236686,0.79297881,0.81556984,0.45119413,0.64928985,0.76193146,0.74745179
88,1,1,0.80063363,0.69778228,0.76988001,0.83386779,0.97054199,0.65938932,0.77352181,0.8155922,0.66718332,0.86562769,0.29987643,0.83311604,0.56122021,0.56768473,0.9159658,0.69977138,0.79808139,0.70779783,0.66071686,0.69277108,0.72543866,0.66434651,0.872702,0.93661306,0.65712199,0.60543049,0.51411324,0.78837311,0.88311138,0.89256619,0.66723072,0.79223022,0.56446253,0.92108231,0.71211731,0.82872325,0.84230741,0.43283667,0.63385937,0.77912773,0.73719008
88,2,0.99066595,0.72358,0.62348852,0.76412421,0.78556969,0.99503517,0.71786193,0.74504593,0.83064989,0.67763228,0.88613634,0.18579876,0.82239606,0.58149453,0.55004926,0.90519219,0.66052666,0.72772706,0.67448556,0.63669849,0.65601801,0.6265566,0.63715718,0.78956346,0.93579313,0.72306096,0.56143839,0.45907577,0.7379899,0.86453474,0.80789933,0.64862463,0.75381295,0.53386898,0.91423952,0.73424235,0.88866805,0.84836399,0.40086262,0.57265474,0.79345794,0.72245179
89,0,0.98196015,0.6826205,0.58915779,0.74698163,0.76285382,0.9956144,0.7315422,0.71178989,0.85287791,0.68356494,0.88417631,0.17124448,0.80283935,0.58497976,0.56381422,0.8637659,0.60991009,0.69370261,0.68365523,0.68190742,0.64524766,0.48697712,0.60397201,0.74420368,0.93856827,0.73728957,0.54541734,0.43017485,0.69782268,0.86368649,0.72343614,0.634276,0.74683453,0.49835886,0.89100411,0.73868022,0.92254856,0.84969348,0.39038996,0.51500964,0.80358255,0.72162534
89,1,0.94686771,0.63895301,0.56437561,0.74127577,0.74338947,0.97674803,0.73838234,0.69642379,0.87738739,0.69725637,0.85796921,0.21,0.78610749,0.59362165,0.60299789,0.81622298,0.53920326,0.66547269,0.78631769,0.69319164,0.63228672,0.53031761,0.58105731,0.71748057,0.93938821,0.72174648,0.52925742,0.44005828,0.61631249,0.88005768,0.60789206,0.63717354,0.79863309,0.46524891,0.89616754,0.71989967,0.9431446,0.8325578,0.38265488,0.44211818,0.8123053,0.71315427
89,2,0.84769341,0.63148525,0.54590337,0.69202053,0.69830706,0.95424079,0.75551795,0.6525194,0.83879799,0.6884821,0.81530739,0.21981465,0.72787194,0.61157248,0.62539761,0.7902968,0.49948471,0.58618289,0.79908845,0.51614733,0.57222222,0.54282224,0.51481937,0.6919578,0.93800063,0.67546314,0.53240023,0.46674438,0.52153806,0.90143354,0.49237707,0.66536084,0.7952518,0.42861734,0.90931422,0.70131207,0.91129281,0.77849176,0.36553789,0.37225145,0.77904984,0.6869697
90,0,0.76897325,0.6292223,0.51893866,0.63489943,0.68373343,0.94315267,0.75361399,0.57640239,0.76637768,0.66457331,0.76419352,0.21117387,0.64471244,0.626158,0.59278677,0.79564885,0.47175399,0.58193563,0.7208213,0.41358069,0.53934526,0.54410306,0.47252695,0.71444816,0.92734153,0.65378584,0.54249379,0.45294754,0.45289148,0.89541098,0.48179372,0.68142482,0.77309353,0.36259573,0.90445157,0.68407512,0.8649414,0.72206958,0.35447352,0.3532176,0.74819315,0.66416667
90,1,0.73254353,0.61518443,0.46205227,0.61236313,0.67039592,0.92676872,0.73471546,0.54665121,0.67577081,0.62545876,0.71208529,0.15619594,0.60922063,0.63418528,0.53052076,0.78508376,0.42299719,0.61888442,0.55629061,0.32905259,0.51728733,0.48338639,0.44355967,0.71369006,0.90627562,0.63684372,0.57255518,0.43157369,0.3809615,0.85978454,0.47099942,0.68688765,0.70356115,0.30969639,0.8862292,0.69217906,0.80895104,0.66682177,0.33064804,0.35920568,0.72543614,0.62862259
90,2,0.71318435,0.53773855,0.35391182,0.62041627,0.62595844,0.92130741,0.69005712,0.54133595,0.60911283,0.56473365,0.65370494,0.12847308,0.57771983,0.61956978,0.50716397,0.72120664,0.33439155,0.5750116,0.49308664,0.29646073,0.51859559,0.35143259,0.43658975,0.62898477,0.87606433,0.60762549,0.57508405,0.42636137,0.30663647,0.74390534,0.42118854,0.62119456,0.55210791,0.28462117,0.84708993,0.69153589,0.74683336,0.58292341,0.30937478,0.37826583,0.71416667,0.59960744
91,0,0.68899659,0.436245,0.32225645,0.63287678,0.50594769,0.91336367,0.62592906,0.53947204,0.59393781,0.50953144,0.60699876,0.16701677,0.56565261,0.56729876,0.53000704,0.64280948,0.27612267,0.45829336,0.45554152,0.28540166,0.55110138,0.34558377,0.44723851,0.46032598,0.78953012,0.54754401,0.55698728,0.49440466,0.26190559,0.62373399,0.34067501,0.53095348,0.48428058,0.29049508,0.77254612,0.63942629,0.69352048,0.52432971,0.29565837,0.39671226,0.68388629,0.57962121
91,1,0.59515347,0.39126499,0.34754026,0.66435269,0.46701003,0.89673149,0.58909104,0.5902613,0.5107946,0.51631035,0.59886222,0.23613416,0.589041,0.47899116,0.54860662,0.5981094,0.28337223,0.39395018,0.36570397,0.29130944,0.39311184,0.43924632,0.49634008,0.34107019,0.76720278,0.58780844,0.51442041,0.5459617,0.28953144,0.4767071,0.30081466,0.45968166,0.55833813,0.38333561,0.79940345,0.60725495,0.66597327,0.51594652,0.30502602,0.43971594,0.64160436,0.60715565
91,2,0.52609047,0.39075206,0.37271847,0.66874758,0.44228771,0.86851469,0.58408434,0.61230714,0.43548009,0.52683057,0.5884597,0.28194175,0.60697523,0.43180932,0.55597467,0.5720164,0.31427759,0.40789107,0.37446751,0.3245317,0.33242668,0.51828681,0.52000189,0.33940868,0.7846736,0.61093858,0.49471568,0.55126561,0.32469953,0.43649164,0.32862962,0.43107711,0.61883453,0.46405908,0.81795167,0.57411243,0.65578852,0.49590812,0.32077422,0.46403647,0.62574766,0.6234573
92,0,0.47973434,0.40069397,0.39149872,0.6699337,0.4271856,0.83127844,0.58902757,0.62651387,0.46596702,0.53454481,0.56585716,0.31142983,0.60317253,0.40605606,0.55084448,0.54864809,0.35386584,0.422095,0.39144404,0.33494236,0.32047584,0.58774709,0.53606015,0.37343483,0.79142226,0.61517411,0.48916825,0.53725229,0.35878767,0.42830605,0.39379546,0.42333488,0.64740288,0.49181482,0.81525717,0.54159377,0.64922868,0.48482901,0.33933129,0.47144485,0.61245327,0.61751377
92,1,0.45097828,0.40863695,0.40167209,0.67215612,0.4337603,0.76115019,0.59954869,0.64358334,0.5387654,0.55207554,0.52313797,0.32022948,0.5828915,0.39229501,0.52406756,0.53220268,0.41251377,0.41309763,0.4157491,0.35311599,0.32539248,0.62960687,0.548676,0.40384105,0.78612425,0.59580291,0.49595819,0.48900083,0.38854729,0.42984138,0.43447774,0.4222454,0.68059712,0.4969297,0.79274865,0.50775019,0.63455399,0.46069134,0.35644828,0.46192355,0.59875389,0.59446281
92,2,0.43445521,0.41199366,0.39516853,0.65753561,0.42972053,0.69528341,0.59137578,0.64321769,0.61059253,0.56724568,0.45061669,0.31602824,0.55051427,0.38808275,0.47763547,0.5004657,0.45116621,0.38456599,0.41296029,0.36551693,0.32642083,0.62529059,0.54005107,0.41573694,0.74897509,0.5409947,0.4939848,0.44243131,0.40435464,0.43996098,0.46677335,0.42087004,0.64733813,0.45899891,0.7456136,0.48626833,0.61284576,0.41627151,0.37031439,0.44285464,0.58094237,0.57426997
93,0,0.40893915,0.41998944,0.37012233,0.62473624,0.40493551,0.60810923,0.55039842,0.60769642,0.60141451,0.54855692,0.36536954,0.29826125,0.50157902,0.38730325,0.41850106,0.44763328,0.44770727,0.34364072,0.37656137,0.34569524,0.30829987,0.5558081,0.5064687,0.40474446,0.67076632,0.44871243,0.46514398,0.37159034,0.3984062,0.44369327,0.45237853,0.40899397,0.57863309,0.39861871,0.66356276,0.44810265,0.56920273,0.35317232,0.36474656,0.39926355,0.55966511,0.54292011
93,1,0.33506552,0.41307234,0.32520461,0.56162211,0.38200466,0.51329748,0.46752697,0.51921876,0.54810638,0.49115446,0.30010517,0.26838482,0.44316964,0.37342977,0.34312456,0.39271565,0.39950722,0.31709732,0.34347473,0.32423451,0.26989777,0.45085511,0.42557216,0.36151999,0.55546515,0.33169344,0.42104225,0.31544546,0.37045811,0.43456612,0.38819465,0.38951476,0.50601439,0.3240837,0.60037347,0.40757654,0.50116368,0.3002659,0.34116347,0.35237594,0.51366822,0.49589532
93,2,0.29750494,0.38986196,0.2840095,0.48690897,0.36431387,0.40569301,0.35356463,0.41220012,0.46634509,0.43923036,0.25031074,0.22260371,0.38063885,0.35034478,0.28054187,0.34173907,0.34770609,0.30063438,0.3266787,0.30940202,0.22589753,0.40183608,0.3395593,0.30410007,0.42582781,0.26203398,0.35994007,0.27017485,0.34103815,0.40150988,0.34142421,0.34917323,0.43238129,0.26198714,0.57781482,0.35789169,0.41468086,0.25150307,0.3051187,0.30650535,0.46191589,0.44439394
94,0,0.26824628,0.36303839,0.25423744,0.42229658,0.34644393,0.33402565,0.30570482,0.33355926,0.44194642,0.40674327,0.23238359,0.18626655,0.33560771,0.32804677,0.25212526,0.30727045,0.30185148,0.2875058,0.31610108,0.29743336,0.20679688,0.37259199,0.28416872,0.27054141,0.35436771,0.22623568,0.33001754,0.24923397,0.31840272,0.37014166,0.31235089,0.31484315,0.38339568,0.21810722,0.56935532,0.31565475,0.33424299,0.2221656,0.2760961,0.27891461,0.41102804,0.40436639
94,1,0.22732005,0.29996228,0.23013289,0.35506224,0.32591365,0.27073231,0.22036528,0.24105948,0.3748517,0.37300018,0.21097619,0.12325684,0.29047516,0.30878429,0.23034483,0.27383054,0.23678319,0.24808912,0.2858935,0.24480367,0.17771693,0.29905234,0.21711746,0.23585823,0.27099968,0.20977016,0.2781684,0.21626978,0.31267201,0.25686657,0.26068519,0.25009272,0.31567626,0.15732358,0.54340034,0.25963468,0.26997302,0.18707438,0.25674057,0.22773102,0.35343458,0.34115702
94,2,0.22870221,0.26154484,0.21561207,0.26855031,0.3201899,0.25756723,0.16343699,0.17686614,0.31825826,0.35299305,0.20022947,0.086229479,0.25107924,0.27651776,0.20888107,0.26407868,0.21454886,0.22012223,0.25150722,0.21433718,0.17026287,0.20755164,0.15486098,0.23452524,0.22368969,0.18897686,0.22107879,0.18993339,0.33046508,0.20106879,0.22066482,0.21714573,0.28943885,0.13113375,0.49463605,0.21009776,0.22327148,0.18208878,0.25701861,0.21107312,0.30942368,0.27096419
95,0,0.22746365,0.27541676,0.19138432,0.25525327,0.31954497,0.29645014,0.17113744,0.18713101,0.2877257,0.31859968,0.20209389,0.11150044,0.24957989,0.25405486,0.19902182,0.26740808,0.1928002,0.1756924,0.20883574,0.17236131,0.14327005,0.23030281,0.13979573,0.2342599,0.21800063,0.13881928,0.18114311,0.14692756,0.33097021,0.15635762,0.21587867,0.27816412,0.27132374,0.30008206,0.39645579,0.17825444,0.18440673,0.23198168,0.26756969,0.24745748,0.29093458,0.21743113
95,1,0.21046491,0.22436449,0.17312329,0.25090832,0.31310462,0.24630534,0.17364784,0.18402747,0.24449514,0.29484233,0.2004685,0.14240953,0.25554831,0.24980513,0.20055595,0.26807535,0.20176737,0.17953737,0.24609206,0.17423451,0.11701959,0.27097061,0.13349726,0.21477036,0.25856197,0.11615804,0.18440287,0.15316403,0.3404285,0.15329544,0.23918388,0.30045588,0.28213669,0.46658233,0.36483607,0.190301,0.1856013,0.22757958,0.27555429,0.25590917,0.27393302,0.20225895
95,2,0.18883504,0.13908124,0.16583649,0.24828637,0.28943031,0.18716591,0.12867217,0.18034424,0.34897986,0.2695261,0.2108519,0.1005737,0.22134579,0.24635737,0.21581985,0.25149093,0.22592071,0.2016169,0.34784296,0.21832673,0.0983023,0.34395499,0.14312465,0.18760503,0.24737307,0.11455915,0.21874726,0.21113239,0.40773384,0.20492832,0.28330666,0.3095503,0.34623022,0.50656455,0.42456637,0.20830332,0.24318786,0.16391905,0.27948956,0.27378573,0.3080296,0.18273416
96,0,0.18440136,0.13736139,0.18714248,0.27004857,0.2725636,0.26104261,0.12767083,0.19429234,0.41305,0.26247105,0.22545176,0.088561342,0.19849341,0.25026982,0.24071077,0.23409328,0.25032279,0.23079065,0.46922383,0.28269092,0.10911525,0.35699267,0.16672026,0.17102154,0.23175024,0.17945269,0.26091215,0.27090758,0.46646926,0.22748325,0.30437154,0.2920955,0.37676978,0.47026121,0.49431021,0.21933368,0.30105246,0.17939287,0.27938975,0.29281957,0.33318536,0.17423554
96,1,0.19245198,0.15471072,0.21539206,0.29936449,0.26814762,0.37070749,0.17465623,0.211014,0.45631315,0.27308926,0.23828282,0.10570168,0.20236129,0.23859991,0.26643209,0.21614652,0.27481965,0.25268451,0.56853791,0.34962176,0.11692832,0.35717776,0.19343673,0.16275191,0.24368969,0.24263971,0.2934951,0.31019151,0.48844278,0.24278565,0.32060663,0.28827075,0.44189209,0.41631565,0.53891368,0.25847054,0.35274854,0.21912253,0.27515506,0.3215939,0.36475078,0.17544077
96,2,0.22761623,0.18414423,0.24763707,0.34402507,0.2883823,0.41940422,0.19600169,0.23941853,0.48958347,0.29922501,0.24419161,0.10462489,0.22527162,0.22771698,0.28430683,0.20413568,0.32511638,0.26779359,0.6741065,0.40259366,0.14805282,0.33886873,0.22333081,0.174433,0.26693787,0.30387424,0.31626955,0.34249792,0.49531441,0.29182289,0.36505674,0.30697728,0.52951799,0.4098058,0.56301384,0.3199061,0.38744259,0.22147869,0.27293791,0.35261266,0.4022352,0.18961433
97,0,0.24124933,0.21270272,0.27580745,0.35352653,0.31007703,0.43362847,0.19691136,0.24753411,0.49881364,0.31686264,0.23510852,0.098808473,0.24281472,0.23109729,0.30460943,0.20902203,0.34987384,0.27010676,0.71564982,0.42280259,0.16117805,0.32201081,0.23061282,0.18783878,0.2771807,0.33764317,0.31968279,0.35309742,0.49179585,0.32929002,0.40889584,0.33163344,0.54082014,0.39517232,0.56490626,0.33882815,0.4098099,0.20556171,0.27701576,0.3716465,0.42330218,0.20064738
97,1,0.25731467,0.25577431,0.2982927,0.3343613,0.33904515,0.44296235,0.19868133,0.22918933,0.49153249,0.32838945,0.20245721,0.094342454,0.24387947,0.24721931,0.31310345,0.21360951,0.36110354,0.25273093,0.71734657,0.42115454,0.17789339,0.30148071,0.21593531,0.20232485,0.29250079,0.35373972,0.30021196,0.34448793,0.46747082,0.35754517,0.42923334,0.34384176,0.5322518,0.35364469,0.55198516,0.3450283,0.42249707,0.17341015,0.26893135,0.37733649,0.42630841,0.20126722
97,2,0.26242147,0.28117221,0.31725777,0.29412058,0.34405231,0.45568887,0.2037515,0.20446803,0.48364513,0.32634955,0.19148102,0.10025596,0.23283355,0.27346725,0.31006334,0.20428859,0.35569007,0.22149157,0.69101986,0.38749099,0.18705124,0.26305619,0.19275582,0.2264325,0.31424156,0.34606811,0.26906154,0.31832639,0.41779307,0.38029519,0.43946029,0.35243394,0.48702878,0.32084929,0.52753409,0.34469385,0.41739954,0.17305562,0.24676695,0.37557426,0.39781153,0.20902204
98,0,0.25692874,0.29063136,0.32051395,0.25937348,0.35497134,0.45452213,0.20045131,0.18508874,0.47551007,0.32174417,0.18702553,0.11653133,0.20613501,0.2864563,0.29691766,0.19382081,0.34411685,0.18045799,0.66600181,0.35707853,0.18660095,0.23261272,0.17497636,0.23889696,0.32967518,0.30157583,0.25263119,0.27974188,0.35949312,0.36985325,0.43297934,0.35700046,0.43717266,0.25320022,0.48632695,0.33352843,0.38448706,0.1751311,0.22859485,0.37501315,0.36028816,0.21184573
98,1,0.24823192,0.27836615,0.31130863,0.25610228,0.36795951,0.42124948,0.19339962,0.17914028,0.46674923,0.31246214,0.17668037,0.10958517,0.2021947,0.27669765,0.29502463,0.19211093,0.32650233,0.16387127,0.65268953,0.35815022,0.18328465,0.22629748,0.16956686,0.22876998,0.33925576,0.26589284,0.24532232,0.26179017,0.31202752,0.35187039,0.42087576,0.34558028,0.40548201,0.20451313,0.44564618,0.32245948,0.35777398,0.16419972,0.21994012,0.38932141,0.3236215,0.20601928
98,2,0.23170885,0.2595459,0.27938925,0.2715718,0.37915622,0.35357054,0.19251816,0.17755284,0.47856072,0.28162302,0.17380247,0.10392763,0.20273794,0.27438165,0.29754398,0.20010426,0.31238228,0.17108154,0.63572202,0.35681736,0.18228064,0.23496705,0.17099489,0.22139744,0.35243772,0.21318318,0.22690396,0.24123231,0.30479011,0.32646535,0.39485016,0.33592953,0.38441007,0.17786515,0.39644325,0.30385902,0.35033881,0.14874068,0.21304627,0.4166053,0.28488318,0.20640496
99,0,0.21982588,0.26257826,0.24075508,0.28438191,0.38214798,0.29443111,0.1899725,0.17291537,0.48196337,0.21708534,0.17866909,0.10355693,0.18906273,0.26580723,0.29366643,0.20253006,0.30860351,0.20159369,0.60248195,0.33954431,0.16793842,0.24140076,0.17372801,0.25457072,0.35155471,0.19205166,0.22357112,0.22482098,0.32679847,0.28543558,0.36436573,0.32308762,0.35817266,0.15221554,0.37022509,0.25755724,0.35775338,0.13445602,0.21149925,0.42372436,0.26074766,0.20429063
99,1,0.20950458,0.29101607,0.1964974,0.29059968,0.3745163,0.23880844,0.17175093,0.16802818,0.43929992,0.15718867,0.18206329,0.10075022,0.1768941,0.22652526,0.28944405,0.19865156,0.2374347,0.22556862,0.53050542,0.30762788,0.14954971,0.23106537,0.17580859,0.26482406,0.3181457,0.1763164,0.2209253,0.20948376,0.3387389,0.24267538,0.31976287,0.28686447,0.29858273,0.24616384,0.3293062,0.1974016,0.34904125,0.13369525,0.22155842,0.40209539,0.24506231,0.18827824
99,2,0.20376055,0.26545221,0.15189651,0.26281947,0.33994088,0.21677286,0.14730273,0.1489967,0.33915651,0.11575806,0.18332537,0.097731686,0.15932928,0.18812022,0.26631246,0.19286856,0.21119653,0.19537367,0.42140794,0.28004323,0.1219484,0.20709262,0.15519198,0.25354097,0.26356985,0.16981321,0.20630756,0.19191507,0.33308657,0.20284163,0.28079721,0.23908206,0.22858273,0.21910558,0.32136054,0.16352586,0.2992606,0.13232883,0.23635845,0.33042258,0.22320093,0.16321625
100,0,0.19473165,0.24379573,0.12053155,0.21661069,0.27276962,0.1956475,0.12159227,0.11599929,0.24860179,0.090049884,0.18396596,0.093971756,0.13846154,0.1389297,0.21932442,0.18285953,0.19503903,0.12516633,0.3318231,0.25346722,0.091365462,0.18753979,0.12366181,0.21470087,0.1906591,0.16443232,0.19359012,0.16863447,0.29566278,0.17432352,0.2278295,0.17520476,0.16866187,0.18574945,0.31765089,0.13575379,0.2236628,0.1267745,0.23764882,0.22432053,0.18957944,0.1461708
100,1,0.15433495,0.20426944,0.09143712,0.16453373,0.19161591,0.15516756,0.095924124,0.08041113,0.14932534,0.074820061,0.18396596,0.066120918,0.10625091,0.076450307,0.16919071,0.162341,0.20507232,0.080071174,0.23509025,0.20661924,0.070281124,0.16123492,0.09423397,0.1709331,0.13969726,0.15350911,0.15808361,0.12925895,0.13036927,0.13789125,0.12885511,0.10740226,0.12253237,0.11823714,0.28921446,0.086281194,0.12443103,0.10808775,0.22460968,0.14200421,0.13396417,0.080275482
100,2,0.095341949,0.11332126,0.047981167,0.14895184,0.14382838,0.069585436,0.099788449,0.080079372,0.18766052,0.075740246,0.20320298,0.068488967,0.082609011,0.096327387,0.16217452,0.13991798,0.2132103,0.10047965,0.26740975,0.13463617,0.11421443,0.12264011,0.093415926,0.12354539,0.17955219,0.10520409,0.081289285,0.087293922,0.12429019,0.11369073,0.12182863,0.11939422,0.1667482,0.075239333,0.23429667,0.089735014,0.11517311,0.020184652,0.1677693,0.14623005,0.10069315,0.078119835
101,0,0.097065159,0.13997888,0.047122239,0.14777821,0.12951451,0.11565577,0.11392003,0.094854187,0.21625709,0.06782202,0.21425566,0.087116505,0.069308996,0.11956978,0.17525686,0.11434628,0.21023703,0.15269225,0.34610108,0.14561419,0.13828648,0.1101651,0.1091829,0.1261798,0.22932829,0.097409486,0.12829996,0.098068276,0.17556175,0.11542964,0.11414024,0.14404265,0.18084892,0.11868846,0.2740375,0.10058528,0.12389554,0.060729005,0.151408,0.17899351,0.10133956,0.10561983
101,1,0.15731467,0.15924417,0.10902051,0.16354738,0.15684343,0.18977245,0.13897468,0.15335771,0.28829281,0.068582754,0.22698155,0.089576346,0.078487614,0.15033728,0.19040113,0.097539445,0.22235516,0.18549435,0.44605596,0.18395173,0.13643666,0.14504331,0.17598827,0.12394971,0.26573951,0.077792298,0.16602836,0.20428809,0.27854032,0.11134108,0.13799098,0.19935095,0.20930216,0.17076039,0.27496491,0.11126833,0.12346302,0.059848586,0.21432238,0.24327547,0.10955607,0.12544077
101,2,0.31704362,0.45052425,0.30037842,0.33973006,0.26781619,0.2829789,0.14396728,0.2742531,0.51378658,0.25347408,0.2215795,0.085688438,0.26290743,0.31180483,0.32120338,0.1309307,0.34924602,0.23337459,0.59361011,0.22310879,0.19359864,0.32547568,0.3268867,0.15415377,0.26399243,0.15575371,0.21230083,0.42051624,0.45151542,0.18911697,0.31112162,0.35036316,0.25828777,0.22047319,0.29317475,0.096488294,0.18488044,0.10843489,0.36543095,0.42333859,0.1730919,0.18562672
102,0,0.50745827,0.64705439,0.52011793,0.60187532,0.45184522,0.35446421,0.14636485,0.45902078,0.7718532,0.48588099,0.2126972,0.17601059,0.4583949,0.49066857,0.54672062,0.36544102,0.47698978,0.46772397,0.70426895,0.26541787,0.47544116,0.57316947,0.53344997,0.20305768,0.23033743,0.32577446,0.32642158,0.62029975,0.62536144,0.61504793,0.51888275,0.55869263,0.31765468,0.31998085,0.66667084,0.49406998,0.28766503,0.20532536,0.55890069,0.53817289,0.34743769,0.30561295
102,1,0.60002693,0.70400543,0.69012585,0.8422334,0.54871014,0.57886636,0.1392638,0.596183,0.98494231,0.65474791,0.21176021,0.41705207,0.57540924,0.60018738,0.67852217,0.50861889,0.58777053,0.61220795,0.69416968,0.32818804,0.52278812,0.72979936,0.68358237,0.34149978,0.19847367,0.62044738,0.49547581,0.73817652,0.64724787,0.86563746,0.6633183,0.71178334,0.34628058,0.6554773,0.83492079,0.66902495,0.62016765,0.49394342,0.66128181,0.59123268,0.47292056,0.38393251
102,2,0.45415545,0.38234895,0.35297897,0.37784825,0.29565568,0.47943732,0.12687399,0.48566842,0.56282511,0.58021557,0.19602256,0.44990291,0.4426771,0.37857892,0.31753695,0.32179746,0.37230955,0.32298468,0.38643502,0.28309618,0.22137033,0.34056415,0.49707774,0.40081496,0.10456638,0.48421862,0.48849583,0.35592839,0.30367532,0.56321995,0.35419697,0.36539175,0.28922302,0.70049234,0.56740024,0.32878827,0.64563467,0.50870818,0.37876952,0.55713659,0.42647196,0.28356061
