,,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
32,2,0.2097469,0.28045561,0.18335827,0.35021787,0.21061448,0.3112288,0.16192793,0.24494783,0.3156965,0.26641725,0.14491825,0.091403354,0.23995364,0.21824314,0.24764954,0.23003406,0.24563191,0.18387746,0.46553249,0.30425072,0.22741268,0.23728437,0.18490637,0.23837261,0.20770104,0.2532785,0.29488379,0.20517069,0.3183853,0.29262872,0.23472505,0.34720291,0.31095683,0.4142779,0.44762633,0.39960767,0.20917348,0.15998227,0.29555144,0.28414869,0.29336449,0.20193526
33,0,0.20664154,0.22917704,0.14939717,0.35924488,0.18470082,0.24800993,0.15953036,0.23787568,0.18897725,0.20126492,0.13871307,0.12035305,0.25739534,0.15773497,0.23211823,0.19357754,0.15860174,0.21558874,0.38236462,0.26305836,0.14791286,0.18345302,0.17100435,0.16683303,0.20938505,0.12326082,0.30765239,0.16383014,0.34817976,0.26813131,0.15740471,0.26810385,0.16520863,0.24679294,0.37250602,0.28583741,0.20210904,0.12503139,0.28793042,0.26065229,0.20922897,0.1894697
33,1,0.21030336,0.19189862,0.1429288,0.3618044,0.17422071,0.27923045,0.15508074,0.23408544,0.20436738,0.2130946,0.13721197,0.16776699,0.26799942,0.14790136,0.24680507,0.1825815,0.17832478,0.218838,0.34024368,0.25785303,0.13861507,0.19783075,0.18296766,0.1500537,0.23725008,0.10509647,0.3056863,0.1483597,0.38805086,0.289346,0.19343177,0.2419796,0.20697122,0.28566056,0.35651444,0.2451698,0.22822483,0.11791122,0.2751907,0.28121164,0.2176324,0.20042011
33,2,0.21912583,0.18098363,0.1482531,0.34079133,0.17702436,0.28554406,0.15204852,0.21814858,0.28693045,0.25162124,0.15267234,0.16023831,0.21029263,0.16757608,0.28916256,0.1811566,0.21516483,0.21787096,0.33814079,0.29502882,0.13793964,0.20749241,0.19206544,0.16040811,0.2474929,0.14463833,0.27406812,0.11040799,0.41806306,0.30578505,0.25424062,0.24609798,0.28148921,0.30929294,0.37694255,0.23999871,0.2732169,0.10149199,0.2608612,0.3144573,0.2571729,0.21199725
34,0,0.23498474,0.21924266,0.17109038,0.31438453,0.1784038,0.27496897,0.14314928,0.20230982,0.34905808,0.27365936,0.16259681,0.12816417,0.17636535,0.18518963,0.2995848,0.19524571,0.25035833,0.219689,0.39893502,0.34365994,0.15685773,0.21563634,0.19518631,0.17740855,0.24462315,0.17397955,0.24642596,0.13855953,0.41532834,0.31771991,0.29807972,0.25044815,0.32818705,0.30580553,0.40852466,0.2385966,0.28643956,0.16038112,0.24886291,0.32816938,0.28391745,0.19658402
34,1,0.24837552,0.24768047,0.19654141,0.30266066,0.18211215,0.2917832,0.158663,0.20363863,0.39306434,0.28760021,0.1781241,0.12473963,0.18878748,0.20875431,0.31652357,0.21178147,0.27645435,0.2251818,0.4756769,0.38442903,0.16602775,0.21705042,0.20246832,0.19330343,0.2525071,0.20239065,0.20983043,0.18882598,0.39770075,0.33262363,0.32916061,0.26373049,0.37219424,0.30213348,0.43551985,0.25313867,0.29950775,0.18711131,0.2419049,0.33859372,0.31097352,0.18087466
34,2,0.25894812,0.29075206,0.22515181,0.31980323,0.19398961,0.35594539,0.17469854,0.22248283,0.46193208,0.32865669,0.19877617,0.13260371,0.227278,0.22447909,0.35972555,0.24495725,0.30628176,0.22663624,0.57650722,0.42701729,0.1795059,0.2105871,0.22092869,0.21570535,0.27713655,0.22715812,0.18701944,0.23860117,0.37349765,0.36293155,0.36774804,0.29126101,0.45526619,0.32197073,0.45772759,0.29861719,0.31403827,0.22074008,0.25007486,0.35087673,0.33765576,0.17813361
35,0,0.25832885,0.27888663,0.23382029,0.34069145,0.20171981,0.37741829,0.17038291,0.23779542,0.48696956,0.3633173,0.20998183,0.1339188,0.24503115,0.22234298,0.38902182,0.27136999,0.31738116,0.22172366,0.62405235,0.4462536,0.19999392,0.20880284,0.23029128,0.21979279,0.3004415,0.24297025,0.1859158,0.26177352,0.37821808,0.38576639,0.38556881,0.2794004,0.4937482,0.34513129,0.46618709,0.31810522,0.31309085,0.21308812,0.26747701,0.36911275,0.32679907,0.20349174
35,1,0.22040029,0.25872369,0.23317786,0.33733285,0.20522214,0.37657427,0.17079896,0.23507536,0.48195033,0.37464814,0.21128215,0.12754634,0.24098218,0.22317494,0.3943209,0.27898102,0.31411175,0.21418072,0.62641697,0.45230548,0.21453694,0.2083068,0.22342538,0.21087245,0.3170924,0.25592282,0.20108902,0.25004163,0.405722,0.38560523,0.38751091,0.26543811,0.47668345,0.33134573,0.46485863,0.33445459,0.30898194,0.16773765,0.28300421,0.38474487,0.30985202,0.22492424
35,2,0.19534195,0.23091951,0.22473819,0.28671669,0.21202078,0.38393049,0.18194062,0.19485419,0.44868653,0.35536255,0.21479109,0.11842895,0.21370419,0.24616249,0.341133,0.25883784,0.29404518,0.20235959,0.58226534,0.43991354,0.22847755,0.19735693,0.19205599,0.1839535,0.33125197,0.27355677,0.20560591,0.23310575,0.47703362,0.36688438,0.36522403,0.25593417,0.40627338,0.25153857,0.44120965,0.34244276,0.29945626,0.14247729,0.28475084,0.40457654,0.28654206,0.25498623
36,0,0.2089571,0.19920797,0.22488779,0.26607818,0.22030634,0.37792305,0.1903815,0.17712477,0.42536341,0.33435774,0.21439908,0.11264784,0.199196,0.28976165,0.30261787,0.25331202,0.27829043,0.20420857,0.51118231,0.42826909,0.24721309,0.20138447,0.17280121,0.17727589,0.34719647,0.28990699,0.21409151,0.2238801,0.51218429,0.3570447,0.34350451,0.26346005,0.31620144,0.20992205,0.4246541,0.35123489,0.28389595,0.14077849,0.26924503,0.41127477,0.26838785,0.25203857
36,1,0.22704182,0.19094064,0.2304145,0.29586855,0.23963633,0.38706661,0.21536563,0.19894765,0.38925103,0.33489221,0.2175447,0.13953222,0.2304288,0.32189327,0.29086559,0.27214847,0.26507066,0.22370416,0.42280686,0.41655259,0.27127906,0.22460946,0.18473615,0.18670794,0.37609587,0.29646399,0.24761,0.23485429,0.51330779,0.35406735,0.3185336,0.28782259,0.24738849,0.21112555,0.42100712,0.37597762,0.26813997,0.1685058,0.25043131,0.41747326,0.26117601,0.24071625
36,2,0.24828577,0.19962284,0.24526093,0.37497659,0.27315478,0.44891187,0.26878217,0.25678231,0.31944463,0.3489845,0.24012812,0.2078376,0.33280458,0.35442213,0.30476425,0.29659415,0.25283408,0.26097787,0.40963899,0.42152378,0.30458805,0.29051603,0.21074333,0.21086613,0.42013245,0.29965409,0.29288847,0.26358035,0.49090751,0.36395793,0.29586849,0.34751198,0.24268345,0.24162336,0.44513234,0.41178287,0.26022079,0.24905828,0.26317816,0.42420656,0.26911215,0.22433196
37,0,0.25038593,0.19635664,0.25453665,0.44741738,0.30027768,0.50011585,0.31931458,0.30957817,0.27422593,0.36340638,0.25039679,0.2529391,0.42304795,0.34880078,0.35229416,0.32796274,0.26177756,0.29238744,0.42032491,0.4521884,0.34445661,0.33708447,0.24678457,0.23422832,0.45304951,0.32447536,0.32167812,0.29837635,0.46037276,0.40496225,0.3026913,0.38959975,0.25498561,0.28291165,0.48943503,0.42081297,0.26519474,0.29437181,0.30395666,0.42492548,0.27780374,0.23495868
37,1,0.23792856,0.19948706,0.24602658,0.48437441,0.31116087,0.50028134,0.35816233,0.3367609,0.28689134,0.38024229,0.2474902,0.26543689,0.45849631,0.34090091,0.39269529,0.34572183,0.29615371,0.30661458,0.46950361,0.51622839,0.36664841,0.34558377,0.27322678,0.2550319,0.47947651,0.35134138,0.33135507,0.32139051,0.42530918,0.44735771,0.34999273,0.40300572,0.30646763,0.32913704,0.52135552,0.41964883,0.27745968,0.30549524,0.33044842,0.41749079,0.28659657,0.25907713
37,2,0.22045414,0.20560459,0.23623163,0.46929195,0.30702257,0.47107158,0.38256117,0.32108267,0.35035526,0.38738642,0.2373267,0.24300971,0.45920614,0.33902713,0.42560169,0.33922986,0.34085929,0.30481974,0.54555957,0.57762968,0.38571255,0.33315318,0.27404956,0.27014973,0.48816777,0.37617034,0.32518638,0.34112406,0.37686814,0.4700229,0.4008874,0.39983001,0.36873381,0.36200082,0.54009174,0.41128119,0.30114514,0.28192629,0.34211877,0.40782921,0.28630062,0.29453168
38,0,0.22490576,0.22683111,0.24621139,0.41123444,0.28528305,0.41012826,0.39077639,0.27262106,0.41404732,0.37439872,0.2118367,0.17222418,0.41551499,0.33828511,0.41599578,0.3154723,0.37880098,0.2944453,0.59738267,0.61949748,0.39251552,0.31171985,0.25273312,0.27587971,0.47776096,0.40015374,0.29918872,0.36273106,0.33518551,0.47048944,0.45965231,0.38246021,0.43034532,0.36940646,0.55447915,0.39576794,0.31249356,0.19307187,0.32123761,0.40507628,0.27339564,0.32395317
38,1,0.23900556,0.24456514,0.26017777,0.34953117,0.26437657,0.32268928,0.39945702,0.2288772,0.45683463,0.35651167,0.17902285,0.15561342,0.34698682,0.34027132,0.40366643,0.30719399,0.40430472,0.2768838,0.61888989,0.63430295,0.36740295,0.27340638,0.22845659,0.27248721,0.45371176,0.4049043,0.2497515,0.38210658,0.30896185,0.46696073,0.51003782,0.35983619,0.47554676,0.36029814,0.55561961,0.38795343,0.31418244,0.14066031,0.28301846,0.39964054,0.26883178,0.33621901
38,2,0.24657153,0.27903749,0.26234269,0.31600764,0.24358653,0.33793959,0.41439955,0.20616249,0.50044326,0.36718332,0.15184052,0.17756399,0.27492395,0.34857593,0.39745954,0.30936262,0.42342364,0.23343648,0.60867329,0.60831232,0.3296276,0.22010069,0.21177416,0.25838019,0.39565437,0.38113614,0.20907762,0.38594505,0.30304825,0.48194927,0.55970323,0.34065059,0.52184173,0.34813321,0.52045318,0.41418189,0.3237905,0.18470345,0.24114208,0.39158338,0.27127726,0.33547521
39,0,0.23117035,0.26766991,0.25321658,0.32499719,0.23665353,0.39362019,0.376807,0.21279765,0.53302914,0.39337253,0.11979157,0.22718447,0.23253658,0.33732574,0.39593948,0.31898937,0.41888674,0.2256924,0.58159747,0.58282601,0.32074967,0.20194714,0.20973142,0.24074168,0.35093661,0.36481667,0.20421722,0.37868443,0.31906462,0.51991687,0.57845505,0.33507959,0.54697122,0.33757522,0.45910618,0.46188577,0.31613906,0.26358668,0.24050046,0.39659828,0.25017913,0.34513085
39,1,0.21986178,0.24398431,0.26475403,0.36319029,0.25521319,0.44043029,0.33599182,0.25070008,0.5758034,0.41966863,0.11380629,0.26172109,0.18963494,0.34080348,0.41876847,0.32962397,0.40675677,0.25769766,0.52998195,0.5598433,0.33217111,0.24715333,0.24296387,0.22923748,0.34589719,0.38371128,0.24070311,0.36238968,0.37118969,0.57217745,0.57983707,0.34772833,0.56961871,0.31429841,0.42327552,0.50670826,0.29606821,0.2435852,0.23842589,0.41825355,0.25582555,0.36396694
39,2,0.23506552,0.24580976,0.34925636,0.43842783,0.29920279,0.52330989,0.3726324,0.31863016,0.63375921,0.46708534,0.28051439,0.34340688,0.17146168,0.41603208,0.48209008,0.35697505,0.38975823,0.32093455,0.46770758,0.54948667,0.34947061,0.30734434,0.29693588,0.24783625,0.40543677,0.45319394,0.28735565,0.34484596,0.47261801,0.65029265,0.56096887,0.41390048,0.58599281,0.28303474,0.42560658,0.57336635,0.30116574,0.16937735,0.27558993,0.4437489,0.32413551,0.40081956
40,0,0.29343026,0.32020819,0.51546247,0.52515201,0.35973665,0.62351676,0.46554545,0.41263712,0.67889968,0.53770711,0.4528062,0.44535746,0.24868898,0.54585519,0.53479944,0.41051644,0.38538718,0.39596936,0.48434116,0.54813581,0.38840209,0.47413193,0.40298846,0.29440268,0.49848628,0.54416173,0.36960971,0.3540383,0.58047379,0.74617864,0.55010911,0.52390666,0.60794964,0.3177448,0.47898286,0.60787883,0.38394126,0.28566364,0.36563057,0.47958092,0.45082555,0.4384573
40,1,0.36663974,0.4049257,0.61937869,0.58541945,0.39978502,0.68956558,0.54750723,0.48481227,0.7740043,0.57153038,0.57822928,0.4755075,0.34875416,0.65156648,0.546981,0.43628971,0.40116561,0.48741297,0.52962996,0.56134726,0.4299501,0.59800844,0.47261207,0.37484364,0.58749921,0.63190868,0.46351411,0.37950874,0.65941474,0.80179829,0.54965813,0.62666512,0.64178417,0.37268189,0.53012833,0.60543478,0.49148353,0.38120984,0.42005418,0.52764335,0.55894081,0.4602686
40,2,0.47008616,0.51308743,0.75093725,0.66043225,0.43530097,0.76612329,0.64281785,0.57213948,0.84316537,0.60221807,0.64632374,0.46969109,0.44269883,0.75356019,0.57344828,0.49290332,0.42678781,0.58166486,0.59943141,0.57716138,0.45235487,0.71796846,0.5694912,0.44422895,0.67455061,0.71879468,0.53266335,0.42709409,0.75831737,0.84403257,0.55580448,0.77399166,0.66797842,0.50365837,0.60602567,0.55649601,0.60860297,0.50633725,0.4796464,0.57294406,0.6752648,0.47517906
41,0,0.54438162,0.59207966,0.84035026,0.7043437,0.46574704,0.810964,0.70904732,0.61520556,0.87073854,0.6176109,0.60740989,0.42502207,0.52591627,0.83053515,0.56809993,0.53263363,0.4357076,0.65717933,0.65042419,0.58161924,0.45483753,0.82497964,0.62399281,0.46676354,0.73390098,0.75676839,0.5659772,0.48936719,0.80517331,0.86877598,0.57197411,0.89051151,0.69197122,0.6148523,0.66042962,0.49576794,0.71721624,0.57158579,0.54344479,0.61310714,0.68820872,0.47995179
41,1,0.591725,0.61413593,0.87974127,0.70409399,0.47001075,0.82408771,0.73245892,0.61520556,0.8726289,0.61898272,0.49090735,0.39160635,0.56413878,0.8859991,0.54705841,0.53478835,0.43423874,0.70126876,0.65366426,0.56159042,0.43043081,0.86725402,0.63470777,0.46815339,0.76455377,0.76038127,0.5648297,0.52920899,0.81703536,0.8688608,0.5925371,0.9323134,0.71310072,0.64552106,0.68077,0.46644585,0.75055094,0.58641702,0.56373423,0.63934771,0.67376947,0.48055785
41,2,0.64580865,0.62070604,0.87070316,0.70319504,0.47708707,0.79576334,0.70876525,0.61959333,0.82347956,0.6139943,0.32855914,0.34798764,0.57990729,0.90870934,0.542076,0.49720581,0.4261363,0.72146062,0.60740072,0.49385807,0.36201777,0.87835937,0.65203329,0.46823552,0.78063702,0.70458144,0.54720801,0.59246461,0.80999826,0.84502502,0.59391912,0.93455416,0.70936691,0.56818928,0.68198566,0.46661307,0.70678434,0.59313834,0.56518856,0.64883395,0.68313084,0.45754821
42,0,0.65336564,0.61486762,0.82614626,0.70164684,0.49481369,0.75732727,0.67598195,0.62747704,0.74049932,0.61011046,0.26645951,0.35245366,0.56135014,0.89701694,0.5561506,0.46736637,0.41225317,0.69972149,0.51462094,0.42189301,0.30297554,0.83460428,0.67030452,0.46143787,0.77250079,0.62747329,0.51629148,0.62477935,0.78453231,0.81374162,0.56792261,0.89646113,0.68977698,0.45959382,0.66798677,0.52770131,0.58989146,0.60961666,0.58460113,0.6432404,0.70888629,0.41192149
42,1,0.62877401,0.59802369,0.76291472,0.68461663,0.48919742,0.73401738,0.63188069,0.61739053,0.59870282,0.59727418,0.2220958,0.37172109,0.5208605,0.85909159,0.54995074,0.45064989,0.39206814,0.58724277,0.44095668,0.3857799,0.2480589,0.78085437,0.66171742,0.42651463,0.73478398,0.51924821,0.45301856,0.62897585,0.71588573,0.77884469,0.52222869,0.84654613,0.65198561,0.40336433,0.6562688,0.61972601,0.45719111,0.60829456,0.58969844,0.62924776,0.71784268,0.37940083
42,2,0.5491025,0.54585502,0.61818182,0.62815727,0.42499104,0.7186595,0.54445385,0.55992152,0.40756144,0.54061999,0.18210154,0.43652251,0.46699986,0.74710688,0.4917734,0.41951762,0.33961549,0.41216927,0.36148014,0.35451189,0.17876962,0.66820167,0.58009268,0.3634342,0.62476821,0.33293873,0.38048531,0.58445462,0.54983452,0.69541946,0.42783678,0.71109566,0.57208633,0.38878556,0.62516292,0.71867764,0.29948716,0.56693995,0.54513438,0.58678766,0.68327103,0.35026171
43,0,0.44213786,0.40027155,0.31986271,0.50663604,0.27160516,0.67449731,0.38789225,0.42952823,0.27573822,0.34493141,0.15415432,0.44742277,0.37029552,0.53360815,0.41648135,0.36841593,0.25397126,0.28776884,0.36720217,0.31025756,0.13758671,0.45554897,0.39373936,0.26176006,0.39943236,0.14525329,0.30544511,0.43706078,0.38334785,0.49348545,0.29562846,0.51273374,0.45510791,0.43020377,0.51095348,0.71674813,0.22027475,0.44784696,0.44199045,0.54855339,0.52024922,0.33289945
43,1,0.38499372,0.3171004,0.23889818,0.46801843,0.23878538,0.63609433,0.27218814,0.35447249,0.23338114,0.31238197,0.15547375,0.39112974,0.32697378,0.3596912,0.36693174,0.34483214,0.22889397,0.26281912,0.38030686,0.29545209,0.1427224,0.37128896,0.32947796,0.21170004,0.27777988,0.13194711,0.26716854,0.34326395,0.34450444,0.41073882,0.26838086,0.43803122,0.40890647,0.48089442,0.48717917,0.65281708,0.22884271,0.35326095,0.41971911,0.51598282,0.39146417,0.32263774
43,2,0.31968228,0.19343743,0.14363284,0.41687788,0.24193837,0.56546132,0.20614202,0.27412824,0.26287074,0.32611794,0.20149154,0.28572816,0.24954368,0.24235497,0.31327938,0.3014388,0.20822327,0.26974315,0.40147112,0.28292507,0.16142753,0.30410158,0.24057121,0.19974098,0.20426995,0.15474671,0.24066657,0.28825146,0.34752656,0.32171516,0.26323102,0.3369881,0.39542446,0.50248906,0.49172849,0.55589143,0.25697691,0.23564517,0.39873102,0.46993688,0.2871028,0.31179752
44,0,0.28442829,0.1601041,0.13306345,0.40064675,0.270378,0.44803475,0.16525633,0.2472844,0.29758816,0.39597363,0.23288077,0.11340688,0.20840939,0.20556888,0.3024912,0.24182248,0.22613393,0.27506576,0.41481047,0.28246578,0.21246197,0.3056119,0.21258748,0.21159265,0.18438348,0.17422554,0.22152463,0.26990841,0.38683156,0.29860039,0.27043934,0.29279091,0.42191367,0.47424781,0.5105775,0.48121302,0.26772805,0.16221287,0.40054894,0.44011924,0.22787383,0.27342975
44,1,0.28279483,0.14844233,0.1553463,0.38934738,0.28537263,0.37405048,0.15957267,0.24395791,0.33023271,0.43115981,0.25547375,0.070012357,0.19642909,0.2149303,0.29410978,0.2323695,0.26505881,0.27207179,0.4082491,0.29787464,0.23820129,0.32383209,0.21253074,0.22338114,0.18976979,0.18382658,0.21076597,0.26806828,0.41259362,0.31929765,0.29168606,0.29853191,0.46013669,0.44519967,0.53629437,0.44245562,0.27799518,0.10515548,0.38983389,0.43543749,0.22227414,0.23066804
44,2,0.2722671,0.15416761,0.18689607,0.35130411,0.28134181,0.33381878,0.15132219,0.22945688,0.39711231,0.44869945,0.27698633,0.10635481,0.2156164,0.26936741,0.29876144,0.23356502,0.32595743,0.26127186,0.38965704,0.34778458,0.26701351,0.33835048,0.20744278,0.25122244,0.22647745,0.20068414,0.20489694,0.28783514,0.42520467,0.38775129,0.32875327,0.31685984,0.51173381,0.42791302,0.55657209,0.417938,0.30900253,0.14751459,0.34292436,0.45462038,0.2439486,0.1774449
45,0,0.24899479,0.17331221,0.21150224,0.31825503,0.26050699,0.32636326,0.14582893,0.21896905,0.43812007,0.42556565,0.26427001,0.14255075,0.26102419,0.29796133,0.3033216,0.25973448,0.3624421,0.25289339,0.40216606,0.4121938,0.29036753,0.33866884,0.20070929,0.26111567,0.2560391,0.21623491,0.21354334,0.29448793,0.41255879,0.42541352,0.35731743,0.30004636,0.52294245,0.44512445,0.53927712,0.41583483,0.31657158,0.24406529,0.31792971,0.48145713,0.27135514,0.18987603
45,1,0.23573865,0.18487591,0.21639532,0.30189904,0.24284307,0.3354158,0.15601156,0.2147329,0.44227886,0.39975058,0.23850272,0.1519594,0.29536433,0.31683406,0.31418015,0.28376312,0.36714484,0.24149776,0.43306859,0.45782601,0.29608129,0.3226179,0.20096463,0.26457136,0.2813245,0.22794219,0.22164157,0.28925895,0.38643964,0.44245483,0.37133401,0.27869726,0.5086259,0.45148386,0.51476338,0.4138603,0.32317262,0.27462146,0.31283239,0.48869016,0.29264019,0.19860193
45,2,0.23065877,0.21124689,0.2053683,0.29445769,0.25225726,0.36409599,0.17839363,0.21468831,0.41434066,0.36473365,0.22660866,0.1562842,0.3496306,0.3226128,0.34402533,0.3135678,0.34975539,0.21326783,0.49196751,0.50198127,0.2906231,0.2829866,0.20882353,0.26616337,0.29322611,0.23527558,0.21550943,0.27741049,0.34503571,0.43875647,0.37962613,0.26807294,0.45268345,0.42666849,0.46334219,0.41376383,0.333172,0.24049044,0.33076923,0.47407505,0.3047352,0.20891873
46,0,0.25541195,0.19820472,0.18200299,0.33077797,0.30071659,0.37223004,0.22442,0.23487916,0.37045173,0.36545519,0.21539344,0.1282436,0.3598363,0.29165792,0.35726249,0.3222006,0.32588635,0.20146217,0.53091155,0.52824207,0.29181575,0.28515585,0.22985625,0.25614379,0.28518448,0.21357522,0.21518784,0.24782681,0.33364396,0.42827212,0.36490399,0.25962757,0.37880576,0.41628146,0.43186034,0.45576923,0.31915639,0.15036561,0.33507521,0.46107312,0.28984424,0.1980854
46,1,0.28078442,0.19079731,0.18675526,0.38625098,0.33675206,0.38769549,0.25900148,0.27442255,0.33128218,0.37740958,0.21807056,0.096804943,0.3715993,0.28093989,0.35779733,0.31471467,0.30722942,0.21186755,0.51721119,0.53107889,0.29423756,0.314933,0.24843011,0.23782298,0.29185115,0.19790914,0.2369829,0.24740216,0.32543982,0.41967936,0.33925662,0.27273219,0.36507914,0.45593545,0.44435532,0.5014214,0.3013305,0.094046828,0.32010408,0.45334911,0.27380841,0.19995179
46,2,0.30271046,0.1973448,0.21465282,0.43826552,0.36265675,0.42698386,0.30068401,0.31010434,0.29719054,0.37590415,0.25437422,0.17224184,0.43661452,0.29426623,0.36076707,0.29092931,0.28734053,0.22888751,0.46765343,0.51568804,0.30353535,0.35610424,0.26052582,0.20006949,0.32122359,0.20275194,0.2737246,0.28141549,0.29875457,0.4086182,0.29543206,0.30248802,0.37182014,0.50879376,0.48455986,0.56670311,0.28261899,0.13474407,0.30327226,0.44034719,0.25792056,0.22758953
47,0,0.30066415,0.20242891,0.26286192,0.44339705,0.36013973,0.48992139,0.35041252,0.31169179,0.30728114,0.3667023,0.27675686,0.23264784,0.46392148,0.30669315,0.34283603,0.2526656,0.28016205,0.2448708,0.42175993,0.46956052,0.32338445,0.38902051,0.2489408,0.19077642,0.35648061,0.24572219,0.30167373,0.33308077,0.33137084,0.4208245,0.27878964,0.32852728,0.37701439,0.55445842,0.53535442,0.59860432,0.26927275,0.27233178,0.31249733,0.43880414,0.2565109,0.27274793
47,1,0.28937354,0.20919514,0.28407111,0.4209856,0.36782515,0.54569301,0.39875185,0.2924641,0.34618343,0.37252806,0.28311502,0.25892321,0.47244676,0.32328736,0.33996481,0.22163064,0.29184188,0.25730311,0.40584838,0.42152378,0.33918705,0.40848449,0.23327974,0.19864173,0.39036266,0.28014452,0.3087341,0.36184013,0.40489462,0.4430995,0.29042042,0.34423582,0.35898561,0.56630197,0.5479246,0.609416,0.26408255,0.33793485,0.35167178,0.45699632,0.25429128,0.30325069
47,2,0.2825525,0.22896583,0.27403855,0.3999101,0.41463633,0.56145635,0.42549186,0.27062338,0.36337918,0.39908249,0.28343054,0.2599647,0.47825583,0.3353845,0.37670654,0.19705289,0.3080823,0.26138016,0.42161552,0.37851225,0.34336132,0.41106093,0.22673539,0.22014657,0.4151498,0.33448382,0.29543195,0.36636969,0.4741073,0.44436339,0.29154786,0.361397,0.34640288,0.51304021,0.53761029,0.62156547,0.25870698,0.34283921,0.40317958,0.48464843,0.2363785,0.32526171
48,0,0.28370131,0.2177114,0.23727009,0.3824554,0.48408277,0.50961523,0.44850152,0.25265317,0.35240858,0.43000178,0.25742423,0.20135922,0.45575837,0.30449708,0.39712175,0.18761382,0.33230671,0.26184434,0.4600722,0.35098163,0.33672873,0.39316651,0.22268772,0.25061596,0.4081047,0.3840495,0.26279053,0.32855953,0.50248215,0.4330732,0.29156241,0.35870036,0.33753237,0.4480238,0.51235713,0.63056985,0.24705991,0.27285619,0.42376132,0.51235315,0.21636293,0.30812672
48,1,0.27836116,0.20533303,0.22619027,0.36314035,0.50528484,0.44809268,0.47148297,0.23482565,0.35004889,0.44565295,0.22287982,0.15630185,0.38905548,0.28192175,0.40624912,0.19027594,0.35243251,0.25929909,0.48638989,0.34708213,0.31931362,0.37761901,0.21385474,0.26299198,0.3764743,0.39330464,0.23340886,0.30421316,0.50338791,0.43292052,0.31097614,0.33680266,0.35666906,0.39990427,0.48570032,0.63186262,0.24208597,0.2137307,0.3862123,0.52811678,0.20909657,0.28408402
48,2,0.25102316,0.22341405,0.21768019,0.33896845,0.49687388,0.4097559,0.47259714,0.22280389,0.3810573,0.45185284,0.19109858,0.14466019,0.30134724,0.28330835,0.43676988,0.19539167,0.3830062,0.2396333,0.4841426,0.35470101,0.28955823,0.35665951,0.19850577,0.27363068,0.33455692,0.35449304,0.19015495,0.29049958,0.46767985,0.45847824,0.35604452,0.30377067,0.40235971,0.37685312,0.43372769,0.64387703,0.26012811,0.15809883,0.31571968,0.56697352,0.20248442,0.25559917
49,0,0.21141626,0.25812024,0.23628443,0.3206023,0.42525081,0.42332644,0.43900289,0.21389459,0.4617626,0.42030109,0.12696242,0.17691968,0.22879907,0.25837955,0.46652357,0.2029332,0.4051813,0.23743618,0.4549639,0.37155079,0.25612754,0.34590212,0.1841498,0.28109798,0.29180069,0.3392805,0.19623593,0.31303913,0.36314231,0.50290101,0.42094123,0.29112193,0.43283453,0.38568791,0.39477642,0.67378441,0.28015777,0.15685797,0.24805019,0.63400842,0.18084891,0.27097107
49,1,0.20083468,0.28028966,0.28170378,0.31699399,0.36357936,0.48086885,0.42407447,0.22136805,0.54099472,0.3885979,0.12848265,0.2209444,0.14732725,0.27167591,0.49001407,0.21723778,0.42328149,0.26418072,0.43781588,0.38772514,0.23371668,0.35854742,0.1934651,0.28649946,0.2683696,0.35672996,0.24350241,0.3374438,0.34500958,0.54551701,0.45856125,0.30650595,0.44772662,0.38102434,0.38456236,0.69693851,0.29448232,0.14173129,0.23750624,0.6946607,0.19459502,0.28604683
49,2,0.26073416,0.36045108,0.41510165,0.36703582,0.33238087,0.59722797,0.50427332,0.28848658,0.68105078,0.37061286,0.30208433,0.36571933,0.18231928,0.40700794,0.55460943,0.26998679,0.45687582,0.34402754,0.43980144,0.42729647,0.22240477,0.417006,0.26266314,0.30663339,0.3133081,0.43423015,0.30482386,0.38980849,0.40668873,0.63199593,0.52226506,0.40916396,0.48979856,0.30497128,0.38724434,0.72034988,0.33446955,0.19016175,0.29011906,0.76721024,0.30624611,0.31110193
50,0,0.35805959,0.39625104,0.55591833,0.46026494,0.37640631,0.68873811,0.61130386,0.39612057,0.75653478,0.41598076,0.47917583,0.51879082,0.27404027,0.5083046,0.58988037,0.32908181,0.47481017,0.44779514,0.48676895,0.45625,0.25287818,0.54201525,0.3918763,0.33669215,0.42208767,0.52444462,0.37845344,0.44532057,0.45587877,0.71253711,0.57628746,0.5308994,0.54298561,0.24578775,0.41485362,0.72485207,0.40953185,0.29393604,0.39276396,0.82864282,0.44528816,0.34681129
