,,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
107,0,0.2054909,0.30772926,0.21332326,0.30350004,0.12426667,0.17507788,0.24502941,0.39126961,0.1783852,0.33254287,0.24347008,0.23640799,0.27232271,0.41845329,0.2522553,0.26765435,0.20399365,0.29081294,0.21970439,0.36953687,0.27806573,0.20417363,0.23763358,0.35160603,0.26794955,0.41774562,0.13962358,0.12051887,0.10576989,0.38572299,0.18671642,0.18974144,0.28190908,0.23915464,0.23721918,0.31435599,0.33431885,0.10538484,0.47990098,0.24315819,0.21706989,0.41458776,0.18598806,0.32246254,0.40550337,0.32550843,0.29810417,0.35749854,0.20534958,0.20186874,0.25217851
107,1,0.19538202,0.31200873,0.27290141,0.35007577,0.16434963,0.23988837,0.22237007,0.39638094,0.21574279,0.39449836,0.30640403,0.31110434,0.31676715,0.4965969,0.25670197,0.29216482,0.25208455,0.34415943,0.2637937,0.44073257,0.32430742,0.20153848,0.28568616,0.35001745,0.30271669,0.49884235,0.16148251,0.14046666,0.11842641,0.50255027,0.21381426,0.2307924,0.28572354,0.24518687,0.26757474,0.4046847,0.3660468,0.1388607,0.49251159,0.29623218,0.25020161,0.52013061,0.19908241,0.26847307,0.46000569,0.34047066,0.35442361,0.34495221,0.23662605,0.21475322,0.29140137
107,2,0.19838558,0.32462882,0.29407064,0.3776142,0.2064237,0.2969756,0.22385498,0.41924681,0.27070877,0.46600511,0.36420051,0.36931443,0.38212269,0.55817594,0.26393353,0.3108881,0.2931239,0.38080505,0.30333512,0.50892703,0.37225698,0.20372509,0.33302165,0.36433875,0.33550291,0.55300076,0.19607276,0.17329503,0.13723719,0.6090072,0.23383914,0.28794243,0.29789834,0.25226525,0.30860605,0.49853533,0.39803594,0.17243079,0.51362959,0.3266005,0.28223886,0.63053061,0.21606226,0.24278655,0.53025904,0.35950997,0.38770833,0.34613292,0.25579891,0.22565272,0.33327883
108,0,0.20430824,0.32694323,0.31169343,0.38877102,0.22229333,0.3359878,0.22966927,0.43942189,0.28924994,0.51878876,0.40710598,0.40589521,0.43174466,0.57284329,0.2693572,0.32924372,0.31311722,0.39869771,0.32465338,0.54029149,0.41200477,0.20770585,0.36801884,0.37989963,0.35861093,0.58563595,0.22158799,0.19661685,0.15469333,0.67730032,0.24631841,0.32557945,0.31636885,0.25880368,0.33456572,0.54187165,0.42253448,0.19810842,0.52975531,0.34830425,0.30252496,0.67164898,0.22639066,0.22966383,0.57646836,0.37818129,0.41209028,0.3464512,0.26130375,0.23852825,0.35946908
108,1,0.20932983,0.32717031,0.31823904,0.39274013,0.23015111,0.35462098,0.23288015,0.45154809,0.30610138,0.55377599,0.43560365,0.42674188,0.4685903,0.57169474,0.27647005,0.33580708,0.32012699,0.40896606,0.33921296,0.56137693,0.44213087,0.21241548,0.3923158,0.38991251,0.37814521,0.5988195,0.24011942,0.21258649,0.16768907,0.70486809,0.25621891,0.3448247,0.33955189,0.26400067,0.3539625,0.56025268,0.43895738,0.22400348,0.54434916,0.3666212,0.31416091,0.688,0.23435922,0.2253787,0.59490464,0.38832074,0.43011111,0.34394604,0.26244472,0.24754113,0.37191498
108,2,0.21407922,0.32460262,0.31618122,0.39138342,0.23461926,0.3563149,0.2327548,0.45791669,0.31877819,0.58334914,0.45667489,0.4358388,0.50117715,0.55726561,0.28772827,0.33722324,0.31862311,0.41132597,0.34999842,0.57674753,0.48442061,0.2224739,0.41212739,0.39612242,0.39095246,0.60072353,0.25779596,0.22928564,0.17808566,0.71564468,0.26543118,0.35665635,0.36031849,0.27030288,0.37139572,0.56345036,0.45080443,0.27120597,0.56115875,0.38857425,0.3186828,0.6777551,0.24116433,0.22517618,0.59783661,0.39653302,0.443875,0.33524985,0.26099793,0.25310265,0.37599307
109,0,0.21492397,0.3229869,0.3025865,0.38701018,0.23578074,0.33821391,0.23493395,0.45675342,0.3283355,0.6058154,0.46775096,0.43018753,0.51679587,0.53558788,0.30241965,0.3334105,0.30919876,0.40771902,0.35028266,0.58267331,0.51929302,0.23484228,0.42170979,0.39609835,0.39737225,0.58776847,0.2634777,0.23428969,0.18027732,0.70589496,0.26932836,0.35911639,0.38751967,0.27315448,0.37672917,0.54785331,0.45470121,0.29369474,0.57104756,0.40706995,0.31450653,0.64705306,0.24636695,0.2273552,0.58130752,0.39928336,0.45252083,0.32363782,0.25903359,0.25255722,0.37123209
109,1,0.21196734,0.32372926,0.27850568,0.38136682,0.23946667,0.31812695,0.24252242,0.44846954,0.33307592,0.62403502,0.47450342,0.39865833,0.51605895,0.50886507,0.32510957,0.32586672,0.29671652,0.39766377,0.34382402,0.57867485,0.55352001,0.24731159,0.42095051,0.39099563,0.39641818,0.5609901,0.26484553,0.23540676,0.17379046,0.68500756,0.27140962,0.35709982,0.41177669,0.2749768,0.37796745,0.52109794,0.45465942,0.31639368,0.58483443,0.42613952,0.30616359,0.60541224,0.24794749,0.23368165,0.54667426,0.39608755,0.45969444,0.3123646,0.25713983,0.24774678,0.35792055
109,2,0.20504036,0.32920524,0.25063759,0.37403478,0.25559704,0.30543873,0.25640729,0.42718994,0.33650891,0.63796425,0.48217147,0.36186411,0.50176093,0.443951,0.35952337,0.31278085,0.2786699,0.37880032,0.32361115,0.55983316,0.57845298,0.2664865,0.40421822,0.37595225,0.38724935,0.5151409,0.26404324,0.23439228,0.15391139,0.65426888,0.27136816,0.35177809,0.43807055,0.27400658,0.37646382,0.46993515,0.45207898,0.33748369,0.60301178,0.43952208,0.29332757,0.52182857,0.2468938,0.25488052,0.49023627,0.38937633,0.46683333,0.29698457,0.2559283,0.23873391,0.33244205
110,0,0.19727802,0.33953712,0.25094408,0.37236054,0.2745837,0.30663292,0.26668595,0.39807297,0.3402095,0.64057643,0.49276431,0.32159374,0.47393052,0.41539901,0.38787436,0.29973583,0.26361434,0.36014996,0.30560907,0.53565059,0.59350611,0.28152368,0.3680329,0.35465081,0.37374677,0.46884996,0.26412216,0.23457466,0.1368297,0.62793112,0.27001658,0.35022174,0.46713267,0.26872522,0.37592429,0.42847719,0.44970748,0.35018119,0.61837156,0.4492168,0.28882488,0.46072653,0.24476446,0.27707574,0.43288737,0.38437924,0.4721875,0.29372992,0.25712807,0.22725322,0.31520631
110,1,0.19237845,0.35910917,0.26679364,0.37540593,0.30185481,0.31823728,0.28118793,0.36906175,0.35079899,0.63293688,0.50990615,0.27557046,0.4298976,0.37434916,0.42531045,0.28929165,0.25748183,0.34867403,0.29037046,0.51211046,0.6,0.29221005,0.30378234,0.32753662,0.35666235,0.41777609,0.2737364,0.24399001,0.12647716,0.60403078,0.26947761,0.35299975,0.49322285,0.25856745,0.38503449,0.37087433,0.44700167,0.35964633,0.63252773,0.45821064,0.29138825,0.37676735,0.24286561,0.29294451,0.39069172,0.38160953,0.47707639,0.29905851,0.26126847,0.21116774,0.30451092
110,2,0.19204993,0.38286463,0.29743101,0.38768853,0.34469926,0.34601506,0.29024202,0.34043828,0.37184035,0.62520248,0.53934485,0.2577832,0.37604555,0.33854858,0.45997991,0.29088483,0.26115799,0.35541436,0.28040615,0.49202225,0.59923543,0.29672905,0.27218785,0.30293767,0.34216527,0.37365575,0.28645457,0.25666541,0.13014461,0.60405335,0.27074627,0.35671492,0.50889732,0.25411288,0.40081373,0.3825246,0.44637484,0.36175533,0.64072053,0.46163037,0.30747888,0.28419592,0.24327172,0.30467396,0.35864883,0.38602557,0.481125,0.31665623,0.27298391,0.20343348,0.31028181
111,0,0.19827295,0.40951092,0.32855001,0.40320416,0.40461037,0.40968977,0.30011571,0.31020504,0.4114076,0.60955126,0.57599379,0.26389185,0.2972629,0.32760762,0.48604821,0.30451537,0.28098421,0.37546172,0.27461074,0.46920127,0.59107338,0.29528252,0.24519826,0.27401827,0.32396507,0.3553313,0.31281154,0.2821188,0.15874624,0.62763773,0.27258706,0.3632583,0.52498843,0.25039231,0.4311516,0.42224955,0.45005224,0.35988549,0.64574016,0.46444329,0.33500384,0.23016327,0.24804627,0.31168084,0.36426606,0.39295952,0.4851875,0.3439255,0.28377011,0.19999106,0.33394248
111,1,0.20719917,0.42966812,0.36113574,0.41356715,0.45198222,0.48242471,0.30800309,0.28102932,0.43879501,0.58761036,0.60910756,0.29723027,0.2368552,0.3415433,0.51305698,0.31525913,0.2982956,0.40911602,0.27748476,0.46711094,0.58010128,0.28887967,0.25195444,0.24403981,0.31386643,0.36947449,0.34482396,0.31524353,0.18503508,0.67421968,0.27498342,0.36666388,0.54304231,0.25035012,0.45292765,0.46096825,0.45951734,0.35067401,0.65045888,0.46477727,0.35730607,0.24928163,0.25452211,0.31658161,0.39117563,0.40278908,0.49304861,0.36571217,0.28991013,0.2021191,0.3585265
111,2,0.21636005,0.44793013,0.37012226,0.42502706,0.48512,0.52971184,0.31395237,0.26655308,0.4841731,0.56870485,0.64692642,0.32697057,0.21375251,0.36335716,0.53280679,0.32973393,0.31572395,0.43801105,0.2841329,0.48629782,0.56629928,0.27938192,0.28020951,0.22833452,0.30941138,0.40986291,0.37090474,0.34158602,0.20771154,0.71563339,0.27787728,0.3715756,0.56319785,0.25461065,0.4710773,0.52526834,0.47676557,0.32589506,0.65951336,0.46378005,0.37485599,0.29097959,0.25997717,0.3235966,0.43228959,0.41053651,0.50469444,0.38159529,0.29627364,0.20939735,0.39022795
112,0,0.22392529,0.45531004,0.36079642,0.4297034,0.50673778,0.55160955,0.30831164,0.26499031,0.49526722,0.55816855,0.6762761,0.3439752,0.21658532,0.37345584,0.54503287,0.34160789,0.32604228,0.45719021,0.28918612,0.50949276,0.5468176,0.27362944,0.29866423,0.22423068,0.30916882,0.45289414,0.38817356,0.35835357,0.2189121,0.75047959,0.28128524,0.37819429,0.58835293,0.26171433,0.48009022,0.56398703,0.49514208,0.31003044,0.66745996,0.46235477,0.38087558,0.32045714,0.26144795,0.33212637,0.45978746,0.41614371,0.5190625,0.38390538,0.29781453,0.21912554,0.42223718
112,1,0.22915337,0.45639301,0.34227608,0.43189724,0.5154963,0.54643043,0.29262366,0.26771635,0.50354003,0.55704487,0.7016328,0.35258424,0.2343095,0.37756508,0.55454711,0.34949209,0.33240872,0.47191002,0.29389192,0.52718381,0.52633304,0.2705009,0.31476378,0.22601182,0.31104463,0.49610815,0.39991846,0.36958132,0.22406634,0.77871313,0.28582919,0.38774998,0.61348949,0.27038724,0.48446842,0.59253131,0.51411408,0.29201334,0.67877122,0.45766969,0.38115399,0.34559184,0.26132722,0.34308627,0.472616,0.41879721,0.53590278,0.37912094,0.29727345,0.23208155,0.44728287
112,2,0.23134973,0.44864629,0.31842511,0.43015083,0.51190519,0.52778427,0.27545078,0.27037189,0.50684303,0.56169281,0.72585773,0.3540682,0.268686,0.3802195,0.55633674,0.35500694,0.33713761,0.48088398,0.30042952,0.54242976,0.50373349,0.27019814,0.32852222,0.22989903,0.31359153,0.5393374,0.40854629,0.37692211,0.22406634,0.7963732,0.29291045,0.40345578,0.63512638,0.28360753,0.48408809,0.62072898,0.5326473,0.27551094,0.69232558,0.44938614,0.37398233,0.37536327,0.26019669,0.35485622,0.46993073,0.41974627,0.55125,0.36590725,0.29306248,0.24913269,0.47027027
113,0,0.22967899,0.42441048,0.29509955,0.42304972,0.49594074,0.48751298,0.25721724,0.26973738,0.50688126,0.57364466,0.74018922,0.35415968,0.30709159,0.38243151,0.55064828,0.35566056,0.33859972,0.47955012,0.30434577,0.5546457,0.48301062,0.2739322,0.33896935,0.23204121,0.31332471,0.57938309,0.4107427,0.37779982,0.22173152,0.79816742,0.29750415,0.41865953,0.66046662,0.29199359,0.47970989,0.63379919,0.54615545,0.27122771,0.70014908,0.43424902,0.36315284,0.39262857,0.25871493,0.36615634,0.46386754,0.41764478,0.56499306,0.35003439,0.28565211,0.2627593,0.48628451
113,1,0.22358739,0.41159825,0.27364573,0.4101465,0.47268741,0.46527129,0.25425706,0.26557782,0.50370823,0.58751551,0.75043872,0.35487117,0.34219543,0.38475413,0.53510774,0.35188867,0.33936837,0.46918706,0.30922528,0.55950714,0.46999305,0.28092937,0.35318476,0.2325226,0.30992885,0.61313024,0.41028238,0.37565685,0.21923149,0.78365569,0.29962687,0.43202242,0.68037219,0.30346748,0.47079427,0.63775716,0.5525491,0.26871286,0.70712459,0.41236653,0.34928955,0.40787755,0.2578588,0.37059538,0.45149445,0.41289948,0.57348611,0.33758047,0.2743366,0.27637697,0.49270944
113,2,0.21595645,0.37982533,0.25753347,0.38353179,0.43598222,0.4442108,0.26232764,0.25904471,0.4964982,0.60963152,0.75879346,0.35646694,0.38500335,0.3848392,0.50894814,0.34190746,0.34067174,0.44717443,0.3144522,0.55649631,0.45958693,0.29374629,0.3674072,0.23299195,0.30304819,0.64045697,0.4062315,0.3697865,0.22083944,0.74549189,0.2978607,0.43765375,0.70124063,0.31674682,0.45107023,0.62363596,0.54651066,0.26874909,0.7117886,0.38914813,0.31627304,0.43122449,0.25776002,0.36085055,0.43422526,0.40052295,0.57830556,0.3167897,0.25224664,0.28687411,0.48316822
114,0,0.21044678,0.33732751,0.26386016,0.3583604,0.40186074,0.44430815,0.27868094,0.25593091,0.48570992,0.62913535,0.76173097,0.35709712,0.4307015,0.37947082,0.47864317,0.32293908,0.34239285,0.41782952,0.31707356,0.54673507,0.45794857,0.31532087,0.37567492,0.23506192,0.29512451,0.66198781,0.39774835,0.36086129,0.22651131,0.68498499,0.2928524,0.43245753,0.71485974,0.33281026,0.41810543,0.57124329,0.52661931,0.27107552,0.70949079,0.36548756,0.29427803,0.44896327,0.25915397,0.3399433,0.41470728,0.39068371,0.57570139,0.30575263,0.23349722,0.28933298,0.462393
114,1,0.20577248,0.31585153,0.28391291,0.33714368,0.36549926,0.45800883,0.29152444,0.25594266,0.47643551,0.65340387,0.76263384,0.35923159,0.45688583,0.3741705,0.43851351,0.30715706,0.34610243,0.38809787,0.31909484,0.53594784,0.456479,0.33732157,0.37988611,0.23768548,0.28737872,0.67449353,0.38706877,0.35132054,0.23788808,0.62995103,0.28630182,0.42097732,0.72229423,0.34488315,0.363683,0.53602415,0.5033013,0.27432961,0.69869927,0.34552895,0.27015169,0.47882449,0.26221627,0.3290725,0.3970965,0.38143521,0.5699375,0.29864783,0.21795897,0.28229614,0.43074925
114,2,0.20418622,0.28782533,0.30820171,0.31171249,0.33020444,0.49848131,0.30568894,0.25825745,0.47145042,0.6754761,0.76381648,0.3666006,0.47436118,0.36926153,0.40159788,0.28671805,0.35303701,0.36100237,0.32242681,0.52268674,0.44972694,0.36423373,0.38122188,0.24180136,0.27937419,0.68061691,0.37972985,0.34530201,0.25683102,0.57701596,0.27800995,0.40462723,0.72740487,0.35126128,0.33299133,0.4983229,0.4724509,0.27623569,0.68059032,0.32505762,0.25079685,0.51507755,0.26654081,0.30791414,0.38117468,0.36853574,0.55390972,0.29535211,0.20137386,0.27128934,0.39556603
115,0,0.2046743,0.26743231,0.33701113,0.2962113,0.29199407,0.57391615,0.3120432,0.26259327,0.47128221,0.70984312,0.76543147,0.38157239,0.48065844,0.36969542,0.3675767,0.26434543,0.36470048,0.35149171,0.32676942,0.50347109,0.43920167,0.39369134,0.38044151,0.24596536,0.2721216,0.67643564,0.36906343,0.33589805,0.28295466,0.52217382,0.27302653,0.38642791,0.72916397,0.35464439,0.30443128,0.45764758,0.43882156,0.27488042,0.67015442,0.31339198,0.24033218,0.54085714,0.27404838,0.2836452,0.38752254,0.36006198,0.53939583,0.29462315,0.19194034,0.25819921,0.36624026
115,1,0.20561292,0.25723144,0.36404733,0.28861947,0.27032889,0.63903167,0.31182143,0.26906762,0.47564034,0.75512587,0.76745339,0.39749962,0.47557661,0.37605071,0.34543462,0.25155914,0.37173532,0.34536701,0.33526514,0.4833637,0.42200377,0.40947981,0.37786136,0.2514893,0.26385026,0.66220107,0.36206647,0.32982252,0.31734931,0.49968404,0.26955224,0.37278052,0.72850662,0.35583397,0.29761189,0.43688506,0.40806519,0.26924917,0.66263182,0.3025401,0.23635753,0.56772245,0.28029372,0.26569461,0.40379543,0.35484215,0.52124306,0.29368885,0.18703538,0.2457618,0.3465038
115,2,0.20664539,0.24437555,0.37547478,0.28498232,0.25456593,0.69334112,0.3074824,0.2833206,0.487392,0.80306457,0.7717007,0.41050973,0.46189109,0.39206228,0.32784879,0.23735668,0.3779096,0.34434886,0.35006159,0.47977754,0.39811339,0.41589388,0.37463442,0.25872215,0.25498868,0.64147753,0.35192614,0.32090871,0.35777927,0.50230202,0.27249585,0.36513262,0.72521063,0.35520965,0.30009729,0.42096377,0.37585667,0.26053776,0.6600331,0.2921351,0.23330453,0.5999102,0.29016113,0.25216687,0.42288642,0.349816,0.49933333,0.28862719,0.1846476,0.24073677,0.34245455
116,0,0.20747137,0.23603493,0.40649525,0.28395757,0.24949333,0.73507269,0.30076174,0.29609306,0.5068048,0.84232032,0.77610061,0.41505311,0.44211886,0.40393058,0.32299123,0.23043928,0.38034088,0.34721389,0.36661087,0.48168568,0.37498759,0.40464683,0.37148481,0.26896369,0.24903784,0.62059406,0.33831363,0.30850688,0.39515854,0.52708253,0.28170813,0.35990294,0.7207666,0.35266177,0.31278967,0.40991726,0.35394902,0.2519713,0.66410898,0.28087398,0.22880184,0.62787755,0.29943583,0.24415553,0.44369485,0.34595197,0.4838125,0.28133759,0.18390656,0.24609263,0.3456574
116,1,0.21025906,0.23648035,0.40710822,0.27860287,0.24954074,0.76797767,0.29093626,0.30422419,0.5280679,0.87508209,0.77969938,0.40716573,0.42349507,0.41564574,0.32525566,0.23020779,0.3767984,0.34909234,0.38191264,0.48299933,0.33407805,0.38267978,0.36680259,0.27978289,0.24463939,0.59054836,0.31944024,0.29135178,0.42999372,0.55411993,0.29864842,0.3514685,0.71524859,0.3491268,0.33397311,0.40664132,0.33748433,0.24283229,0.6729583,0.26705866,0.22089094,0.6515102,0.30841419,0.23312272,0.4492077,0.33887275,0.47279167,0.27243606,0.18113061,0.26255365,0.35013946
116,2,0.21281209,0.24986026,0.40232489,0.26259652,0.24981333,0.78621495,0.26896153,0.32097997,0.54568392,0.90134987,0.78346347,0.3873253,0.39528185,0.43095117,0.33347334,0.23475585,0.36676414,0.34453828,0.40296245,0.48315275,0.29726939,0.36030904,0.36126265,0.29539191,0.24269082,0.54894136,0.30431523,0.27599767,0.45596317,0.59054594,0.32311774,0.33556188,0.70697158,0.34401417,0.35142402,0.40200134,0.31858546,0.23219307,0.6875795,0.24904746,0.21453533,0.67801633,0.31341924,0.21896314,0.4404118,0.33315902,0.45773611,0.26407869,0.17128541,0.28621245,0.35192844
117,0,0.21557162,0.2749083,0.39349161,0.24648914,0.24466963,0.7884865,0.22833864,0.34093179,0.55451487,0.922583,0.78482413,0.34942318,0.36667624,0.44315127,0.34463112,0.25150467,0.34360431,0.33220994,0.42181726,0.47959536,0.25289445,0.33038047,0.346527,0.31331159,0.24511643,0.49045697,0.28381098,0.25511518,0.48453177,0.62865332,0.34879768,0.30691156,0.68769558,0.33873281,0.36655758,0.38656082,0.29484956,0.21150891,0.69690753,0.23563667,0.21275922,0.69728163,0.3132546,0.20070474,0.42044786,0.3330428,0.44539583,0.26014641,0.16011104,0.31140021,0.35115899
117,1,0.21733621,0.29719651,0.37627382,0.23813235,0.24304593,0.77310488,0.20259377,0.3690735,0.55063078,0.93571689,0.78263689,0.30510749,0.35091396,0.45411775,0.35949598,0.26825349,0.33238366,0.31262036,0.44605691,0.47004507,0.24012511,0.30762848,0.32121063,0.33977591,0.25305627,0.41868241,0.2686202,0.24022843,0.51503871,0.66545171,0.37865672,0.28708058,0.66682715,0.33277651,0.38291173,0.37273032,0.27795654,0.1918249,0.70763065,0.23371748,0.22046851,0.71045714,0.30684462,0.18615634,0.39151722,0.34033508,0.43354167,0.26148112,0.15470029,0.33930615,0.34902376
117,2,0.21921344,0.33418341,0.35832266,0.24513242,0.24917333,0.75584112,0.19407965,0.39257388,0.53867268,0.93768698,0.77518503,0.27320222,0.35220595,0.47386422,0.37902666,0.29547373,0.33074609,0.28740331,0.46090074,0.44942948,0.25767054,0.30087801,0.28586895,0.36350836,0.26908959,0.34468393,0.25186432,0.2242246,0.54033635,0.69822158,0.40999171,0.27722366,0.63342283,0.33023707,0.40454626,0.35809481,0.27241956,0.1705682,0.71591919,0.24888283,0.24346198,0.71990204,0.2968016,0.17213447,0.35785179,0.35801859,0.42306944,0.27393505,0.15959349,0.36798104,0.34911032
118,0,0.22262061,0.36193013,0.34721264,0.25311395,0.26147556,0.74162773,0.21048115,0.40813113,0.52177537,0.92769062,0.75875531,0.25467297,0.3708106,0.48550281,0.40446494,0.32257142,0.34444816,0.27852407,0.46154818,0.42473871,0.30615629,0.34452057,0.2663667,0.38363039,0.28674806,0.29680883,0.25875607,0.2314514,0.55315587,0.73631768,0.45299337,0.2742783,0.6014906,0.33079389,0.4266761,0.35087209,0.28710823,0.16909697,0.71727326,0.27233642,0.28975614,0.71871837,0.29198314,0.16925071,0.32932916,0.36531087,0.41714583,0.29226173,0.16522772,0.39187232,0.35077426
118,1,0.2270321,0.39553712,0.33737234,0.25774699,0.26936889,0.72248183,0.23605245,0.42905822,0.5114917,0.89835826,0.73082988,0.25672613,0.40155039,0.4951676,0.42938276,0.34788529,0.36483415,0.2765588,0.45328933,0.37207786,0.33361136,0.39838976,0.24130343,0.40730266,0.30455207,0.29805027,0.27969434,0.25235669,0.5611075,0.77564377,0.49112769,0.27211112,0.56951208,0.33767822,0.4681585,0.36300313,0.32235687,0.18541818,0.71426422,0.31206548,0.32275346,0.7054449,0.29074285,0.16599433,0.30289401,0.37375557,0.41431944,0.30623518,0.16803896,0.4159603,0.35382322
118,2,0.23310494,0.41628821,0.33022472,0.26339034,0.2655763,0.69522326,0.25992672,0.44405147,0.50937381,0.86676395,0.6927694,0.26324135,0.43036654,0.4958227,0.4556428,0.36199243,0.38581335,0.2809708,0.43768752,0.35728258,0.3606196,0.47836374,0.22104893,0.42478909,0.31621928,0.31932216,0.30627491,0.27713755,0.56246214,0.80378704,0.53493367,0.26831228,0.54209795,0.34684046,0.50758005,0.38318426,0.36896155,0.21061748,0.70557904,0.33573075,0.34593894,0.6746449,0.29210388,0.15979749,0.28026378,0.37896572,0.41495833,0.32100946,0.17073257,0.42890737,0.35386169
119,0,0.23463488,0.42143231,0.32460951,0.27451829,0.25775407,0.66121495,0.27961624,0.45512015,0.50847924,0.81364466,0.65824411,0.27076282,0.45171787,0.48730645,0.47237947,0.36042648,0.39842928,0.28578532,0.41660613,0.37631604,0.37437196,0.54165218,0.21252109,0.43926685,0.32956824,0.33999238,0.31919035,0.29054247,0.55486294,0.81495859,0.56958541,0.26745042,0.52388668,0.35868556,0.52965682,0.39117844,0.40357292,0.22946079,0.69574494,0.35534127,0.36174155,0.64510204,0.29243316,0.15217497,0.28018787,0.38369165,0.4171875,0.3266666,0.17634328,0.43104435,0.34772531
119,1,0.23211001,0.42145852,0.31919132,0.2891535,0.25590519,0.61399922,0.29172693,0.46013748,0.50782934,0.76103612,0.61797096,0.27903644,0.46146043,0.46847882,0.4807889,0.35097633,0.40844682,0.28925809,0.39092948,0.395944,0.37950551,0.60343803,0.21046119,0.44914734,0.33935964,0.35375476,0.32318862,0.29501077,0.53582088,0.79963439,0.59240464,0.26795247,0.50293491,0.36341011,0.54328675,0.39669052,0.43966778,0.23852732,0.68611601,0.36873324,0.37156298,0.59777959,0.29042455,0.14678007,0.2965177,0.38640325,0.41752778,0.32849413,0.18324786,0.41919707,0.34105992
119,2,0.22471372,0.41691703,0.31297409,0.30593924,0.26159407,0.5840797,0.29601774,0.45779919,0.50693478,0.6969865,0.57261121,0.28490115,0.45951766,0.44345755,0.47913623,0.33443177,0.41319241,0.28921073,0.34900357,0.43798063,0.3780558,0.64798888,0.21447553,0.45043505,0.34694373,0.36134806,0.32028198,0.29317557,0.50829855,0.77313864,0.60598673,0.26850473,0.47805759,0.36212773,0.54634707,0.39853533,0.46881529,0.24244818,0.67124862,0.36833812,0.37435676,0.54919184,0.28696712,0.14351559,0.33951039,0.38620957,0.41402778,0.32364809,0.19165804,0.39057582,0.33172069
120,0,0.21347851,0.40970306,0.30000328,0.31022588,0.27115852,0.54668354,0.29691447,0.44754127,0.50251548,0.62750821,0.51463669,0.28664939,0.44766006,0.41664114,0.46672754,0.3173289,0.41199766,0.28601421,0.29817137,0.48335411,0.37160163,0.68742641,0.22647638,0.44539251,0.35081662,0.36623001,0.31200926,0.28606276,0.46740603,0.73515539,0.61506633,0.26873065,0.43743172,0.35073821,0.53987263,0.38905411,0.49163184,0.24249891,0.65784471,0.35274942,0.36732911,0.49973878,0.28154498,0.14121507,0.36844103,0.37611854,0.40586806,0.31077321,0.19241084,0.35626788,0.32331442
120,1,0.19953069,0.40099563,0.2817128,0.29341127,0.28308148,0.4898689,0.29448462,0.42962223,0.49295053,0.54566217,0.43495511,0.28132337,0.42685424,0.38656628,0.44747078,0.2902993,0.4036511,0.27974743,0.25120803,0.51795954,0.35854434,0.70999899,0.24164792,0.43111935,0.35164942,0.36448591,0.29622664,0.27143818,0.41078646,0.70185515,0.60834163,0.26818676,0.40072216,0.32295621,0.52475677,0.37467576,0.50171333,0.23701261,0.63756104,0.32366527,0.34867512,0.43588571,0.27660579,0.13942487,0.39256096,0.34527407,0.39527083,0.28825758,0.18073069,0.31540594,0.31591805
120,2,0.18800451,0.39020961,0.25097692,0.276308,0.29467259,0.46816589,0.29001061,0.40942365,0.4824375,0.45074061,0.37385234,0.27431011,0.39681309,0.36098349,0.42704529,0.26331055,0.38714178,0.27303867,0.2062502,0.5427366,0.33847681,0.71491046,0.2571991,0.41791727,0.35164133,0.35762376,0.27877369,0.25463644,0.35281226,0.67661197,0.58962687,0.26682286,0.3727803,0.29518265,0.50950823,0.36498211,0.49694944,0.22559791,0.61205258,0.2899619,0.32324309,0.37694694,0.27085437,0.13690563,0.40023721,0.33597715,0.38481944,0.26488978,0.17022678,0.27524142,0.30884871
121,0,0.17175709,0.38046288,0.22077737,0.24406437,0.30418963,0.40376428,0.28276926,0.38218671,0.47398884,0.40461875,0.31809049,0.25609595,0.36751842,0.33502637,0.41019905,0.22910482,0.36853538,0.26404893,0.17678363,0.57306549,0.31183596,0.7111764,0.27984393,0.39024948,0.35384864,0.3400457,0.26576618,0.24149369,0.28514631,0.64862669,0.55463516,0.26601958,0.32776595,0.25703198,0.48790907,0.35585868,0.47206435,0.21386433,0.59436762,0.24245261,0.28148041,0.30033469,0.2647627,0.13049818,0.40747699,0.31657951,0.37240972,0.25058779,0.15077162,0.24053112,0.30556891
