,,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
121,1,0.16428571,0.37289956,0.18915487,0.22284766,0.31140741,0.34695613,0.26641597,0.34942718,0.46935546,0.34974827,0.27322668,0.24116481,0.32700737,0.31591799,0.39677684,0.20448542,0.35537639,0.2582794,0.15106907,0.60122735,0.28623771,0.69589253,0.30490017,0.35552935,0.36021992,0.31547601,0.25784857,0.23297883,0.21198471,0.62265003,0.50875622,0.26632918,0.29201926,0.23464946,0.4637626,0.34759615,0.44537192,0.19668068,0.56891387,0.18472647,0.23734639,0.25835918,0.25378671,0.12430134,0.40710694,0.30056169,0.3540625,0.24216881,0.13893855,0.22027003,0.31260941
121,2,0.16336587,0.37110044,0.16365109,0.21007433,0.3196563,0.24526869,0.2373638,0.31187357,0.46924077,0.32397665,0.24686538,0.23025868,0.29578907,0.29929386,0.38947224,0.18837659,0.34609408,0.25911602,0.1450668,0.62722217,0.25300367,0.6764597,0.33385124,0.31994271,0.3662597,0.28317593,0.25934791,0.23343478,0.16002379,0.60061161,0.46280265,0.26802778,0.26905842,0.21801232,0.42703874,0.34656753,0.41814668,0.17743151,0.54028695,0.15837528,0.196851,0.20593469,0.24464372,0.12162009,0.39596736,0.30368972,0.33063194,0.24778488,0.13629199,0.21015737,0.33419256
122,0,0.17995119,0.37804367,0.16917873,0.22918381,0.32843852,0.16974948,0.20864912,0.26924388,0.4782858,0.33966436,0.27715608,0.24928597,0.28164418,0.29971924,0.3917458,0.19397315,0.34643663,0.2639779,0.1664877,0.66607537,0.23158574,0.63224526,0.37394544,0.27232137,0.3784848,0.24782178,0.28082543,0.25429448,0.15006773,0.57940825,0.39830846,0.28103924,0.25131932,0.22048427,0.39160623,0.36607782,0.39573757,0.1637991,0.51261746,0.20139706,0.19260753,0.22149388,0.2374764,0.13983799,0.37710409,0.34176835,0.30915972,0.27289808,0.1541004,0.21354614,0.37310763
122,1,0.19630186,0.394131,0.18508302,0.25742946,0.33729185,0.16222741,0.21132003,0.27279243,0.49709458,0.38926669,0.31483507,0.2933374,0.29958848,0.3204356,0.40387144,0.21359514,0.35322918,0.27218627,0.19431197,0.68488829,0.23761295,0.59676605,0.39503656,0.27075686,0.39045925,0.24345011,0.30154012,0.27492619,0.17206137,0.58236476,0.3710199,0.3019831,0.25238404,0.23613431,0.37433221,0.38662791,0.39558086,0.16255254,0.51540766,0.24756574,0.20264977,0.26652245,0.24494007,0.15174565,0.35645697,0.37711602,0.30323611,0.29886344,0.17315564,0.22662732,0.39879773
122,2,0.20752769,0.41289083,0.2154577,0.28340911,0.3411437,0.1824312,0.24234886,0.28798543,0.51898463,0.42191171,0.34610494,0.3351019,0.32274859,0.33738302,0.42089116,0.24039326,0.36230262,0.28778216,0.21662508,0.69724806,0.25340085,0.57718745,0.40844348,0.28082991,0.40073577,0.2545773,0.32203122,0.29668639,0.2020617,0.59434878,0.36060531,0.32164672,0.25770762,0.25135409,0.38162038,0.40401386,0.39981195,0.17326424,0.52779943,0.29119902,0.21985407,0.32443265,0.25857224,0.16435804,0.34501376,0.39623281,0.31438889,0.32120453,0.19042298,0.24069206,0.41754352
123,0,0.21743946,0.43429694,0.23809367,0.31790431,0.3446163,0.21327882,0.29722303,0.30739675,0.54302317,0.45337468,0.37713319,0.37718148,0.35593837,0.35370087,0.43774653,0.26562543,0.37076615,0.30659037,0.23415343,0.70825583,0.27415351,0.56505455,0.42110517,0.29562057,0.411174,0.27520183,0.34286428,0.31816161,0.23498056,0.61144463,0.35441128,0.34319304,0.26587353,0.26756939,0.40111445,0.42269678,0.4056728,0.18878098,0.54311819,0.3347053,0.24028418,0.39564898,0.27213856,0.17705954,0.34266059,0.41663761,0.33320833,0.34499328,0.21297168,0.25616953,0.4329999
123,1,0.22599024,0.46019214,0.26507514,0.34629429,0.34830222,0.25436137,0.36930865,0.32976911,0.56557841,0.48524626,0.40863196,0.43294201,0.39592305,0.37191594,0.45399927,0.28528827,0.37852786,0.32893449,0.25687711,0.71830473,0.29745805,0.55850593,0.43264904,0.31523714,0.4201326,0.30661081,0.37058909,0.34564397,0.27253604,0.62964635,0.35460199,0.36488997,0.27285437,0.28417278,0.44277375,0.44428667,0.41463644,0.21434266,0.55994146,0.37053954,0.26432412,0.46742041,0.29050138,0.19802349,0.34545023,0.4363742,0.36309722,0.36209817,0.23236802,0.27494635,0.44560931
123,2,0.23439084,0.48831441,0.29985004,0.37078733,0.35653926,0.28365135,0.42866647,0.36577169,0.58491475,0.53171835,0.4543732,0.49512629,0.42691167,0.38979071,0.47509131,0.31269915,0.38829476,0.36324388,0.27857436,0.73208361,0.33573627,0.55467094,0.44452334,0.35021001,0.43120149,0.33162986,0.39148791,0.36699381,0.32049912,0.65429145,0.3602073,0.38997573,0.28093695,0.30504514,0.48766142,0.46852639,0.4355725,0.24194086,0.5764228,0.41143986,0.27991551,0.5480898,0.31065329,0.21976509,0.36164722,0.45991672,0.40418056,0.37700592,0.24881199,0.29115701,0.46152736
124,0,0.23725361,0.50646288,0.31484583,0.38624522,0.36824889,0.3021028,0.48194003,0.38949533,0.59997706,0.56240058,0.48919098,0.56330741,0.45869461,0.40367534,0.48711651,0.33184455,0.40046788,0.39209155,0.3035562,0.74048327,0.3780558,0.5507014,0.45674916,0.37287136,0.44007924,0.35569688,0.40891455,0.38382975,0.36130354,0.66902887,0.36690713,0.40759769,0.28483474,0.32901375,0.52901114,0.48865161,0.45353113,0.26203073,0.58811702,0.44037819,0.29185868,0.61351837,0.31672301,0.23729445,0.38048202,0.48325586,0.44515972,0.38428526,0.25944528,0.30339771,0.47592575
124,1,0.23711282,0.52491703,0.32440154,0.39399581,0.38162963,0.31640057,0.53937904,0.41044592,0.6160945,0.58997446,0.53654722,0.61379275,0.4971959,0.41664965,0.4957542,0.34807593,0.4191244,0.41418311,0.32845908,0.75247867,0.39417138,0.54361453,0.46704162,0.39556882,0.45049321,0.38656512,0.41562216,0.39034983,0.40426657,0.68029069,0.37298507,0.42226592,0.28649199,0.3466886,0.5740934,0.50592576,0.47554325,0.28630961,0.59517459,0.46441978,0.29448925,0.67555102,0.31881942,0.25608748,0.4055603,0.51141778,0.48670833,0.38482941,0.26490308,0.31644313,0.49440223
124,2,0.23278581,0.53220087,0.3343294,0.39594429,0.39399111,0.32455867,0.59017453,0.42089184,0.62553712,0.60547246,0.56491772,0.65230472,0.52395445,0.42547218,0.50362491,0.36733026,0.43947698,0.42710339,0.33916559,0.765711,0.40376328,0.53459895,0.47323538,0.40780812,0.46339748,0.40525514,0.41595097,0.39078298,0.43594092,0.68258142,0.38002488,0.42843277,0.28800111,0.35908209,0.60130904,0.51715116,0.49334517,0.30798666,0.59774595,0.47824451,0.28627112,0.71586122,0.3194231,0.27164034,0.42292438,0.52591517,0.51823611,0.38039405,0.26683213,0.32086016,0.5126575
125,0,0.22727614,0.53883843,0.34895303,0.39356282,0.40590222,0.33074377,0.63235946,0.42613242,0.63359584,0.6169865,0.59313563,0.67661737,0.54144894,0.43512847,0.5117878,0.38263569,0.46416576,0.42993686,0.34996684,0.78218429,0.4075067,0.52512363,0.47519685,0.41623241,0.48020699,0.4232064,0.41200531,0.38727217,0.46046763,0.67856417,0.40025705,0.42814827,0.28932506,0.36924829,0.62445604,0.52643113,0.50883828,0.32993187,0.5971715,0.48722894,0.27360791,0.74382041,0.31994995,0.28200891,0.43461429,0.5408774,0.54600694,0.37537346,0.2649266,0.31915236,0.52858517
125,1,0.22157875,0.54387773,0.37253035,0.38878545,0.41221926,0.33461189,0.66814193,0.42550966,0.64025537,0.62350967,0.60347415,0.68736088,0.55499091,0.44881742,0.52406866,0.39498625,0.49317403,0.42209155,0.36004169,0.81027903,0.40775494,0.51674722,0.47059899,0.4184829,0.49877102,0.44060929,0.40245683,0.37898528,0.48589742,0.6683518,0.43258706,0.42015731,0.29031571,0.38069687,0.64533876,0.53170841,0.51959883,0.35724743,0.58793922,0.49372031,0.26147273,0.7686449,0.32029021,0.29176185,0.43992789,0.55022274,0.57140278,0.3728375,0.25969229,0.31145386,0.53979994
125,2,0.21418247,0.54821834,0.41008549,0.3849751,0.41220741,0.33084761,0.67682962,0.42063334,0.64588271,0.62521707,0.60464407,0.68577527,0.55657958,0.46588395,0.54476808,0.40455895,0.52270866,0.40779795,0.36427376,0.85023492,0.40424983,0.51551374,0.46047525,0.41606393,0.52339101,0.45418126,0.38612182,0.36501043,0.5068558,0.65185403,0.46452736,0.40550582,0.29064901,0.38939509,0.65006191,0.53384392,0.51832428,0.385911,0.57081504,0.50077614,0.2405914,0.78170612,0.3196536,0.29509113,0.43705285,0.55368003,0.58709722,0.37435703,0.25484615,0.30171674,0.54452246
126,0,0.20811902,0.55398253,0.44423647,0.3826658,0.40052148,0.31434969,0.6770996,0.41193819,0.6517012,0.62668369,0.59656909,0.66844539,0.54873194,0.4832993,0.57168554,0.41185762,0.55515916,0.39394633,0.36106812,0.86698629,0.40145964,0.52278003,0.44512092,0.4108168,0.54360446,0.47060929,0.36297397,0.34437871,0.52269298,0.63993771,0.50506633,0.38741528,0.29083418,0.4026913,0.64315408,0.53634839,0.51275595,0.41922742,0.54559381,0.51088951,0.21611943,0.78489796,0.31993897,0.29352774,0.42563811,0.55195623,0.59697917,0.38103061,0.24956479,0.29527003,0.55065884
126,1,0.20432701,0.55801747,0.48650927,0.3850184,0.38913185,0.29674195,0.66826728,0.40452382,0.66102148,0.63138271,0.58022839,0.63950806,0.53620442,0.50331802,0.59621074,0.42216564,0.59212967,0.38352802,0.35369359,0.88033368,0.40246252,0.54405185,0.43094769,0.40410143,0.56106889,0.49110434,0.35809451,0.33890732,0.54234077,0.63404726,0.55247098,0.37348339,0.29258402,0.41588627,0.61988325,0.54097719,0.50969494,0.45173214,0.51710366,0.52359001,0.2125096,0.78324898,0.3229903,0.28978534,0.41232565,0.54638776,0.60422917,0.39019908,0.24987061,0.29598534,0.56786573
126,2,0.20106063,0.55931878,0.51712475,0.39587212,0.37581037,0.28365135,0.65706296,0.39576993,0.67268904,0.63930682,0.55576185,0.6131829,0.52660542,0.5212098,0.61742148,0.43511534,0.62190659,0.37637727,0.34134479,0.88590469,0.40806275,0.56252032,0.42526715,0.40051509,0.57714263,0.5097182,0.36415767,0.34407095,0.56033657,0.63499515,0.60136816,0.36822023,0.29606518,0.43733232,0.60355563,0.54681351,0.51200376,0.48415712,0.49874851,0.54668611,0.21452573,0.78121633,0.33447118,0.28455245,0.40055983,0.54320163,0.60879861,0.39852565,0.25486967,0.30803827,0.58801577
127,0,0.19707152,0.56131878,0.55438435,0.41402901,0.37141333,0.27414979,0.64414232,0.38947183,0.69317226,0.65661437,0.53780615,0.57477258,0.51755192,0.53935681,0.6470599,0.45962581,0.66051466,0.38104183,0.32444809,0.8885128,0.41584748,0.58964554,0.42623735,0.39582155,0.59350744,0.5375933,0.39421041,0.37200926,0.582991,0.64385339,0.65349088,0.36917413,0.30636052,0.46880115,0.58337166,0.56006261,0.52506268,0.51178432,0.48051646,0.57368644,0.23771121,0.77885714,0.35416209,0.2817416,0.38790208,0.54066434,0.61383333,0.41396729,0.26939635,0.33395029,0.61837068
127,1,0.19734372,0.56830568,0.6035968,0.4520459,0.37992296,0.28913551,0.64090252,0.40185653,0.72091903,0.68252463,0.52545843,0.54553031,0.50973299,0.55931598,0.68530862,0.49214303,0.70147882,0.42385951,0.3126362,0.88732381,0.43275742,0.62377914,0.45079443,0.40288592,0.60637937,0.58570449,0.46638959,0.44186073,0.61474245,0.67270758,0.73290216,0.38807631,0.34167207,0.52763857,0.54466655,0.5971042,0.56082323,0.54855051,0.46806997,0.61127052,0.29273233,0.77563265,0.39458664,0.29206966,0.387551,0.54637807,0.62519444,0.4430949,0.30422509,0.38379828,0.66126767
127,2,0.20564107,0.57875109,0.64646067,0.47503789,0.39691852,0.32491563,0.64070003,0.43008049,0.74028595,0.70707041,0.53822579,0.54560146,0.5073787,0.58281436,0.71702885,0.52238623,0.74396357,0.46876085,0.33209108,0.88511842,0.45045179,0.65550186,0.47821991,0.42259877,0.60986417,0.62548363,0.52369366,0.49833008,0.64448948,0.69993681,0.77250415,0.42297716,0.37044718,0.57037881,0.51494782,0.62550313,0.6184183,0.5905566,0.50064968,0.64170469,0.33196045,0.77440816,0.42743777,0.30814905,0.39981972,0.5570889,0.63780556,0.47323894,0.32760892,0.42115522,0.70608829
128,0,0.22531444,0.59544978,0.6770652,0.50826297,0.44314074,0.3837487,0.64070003,0.47870278,0.75232816,0.72668369,0.56741016,0.55686334,0.50890037,0.59304067,0.7432889,0.5790735,0.77452586,0.50016575,0.36326311,0.88340205,0.48085592,0.68528465,0.51789933,0.46179582,0.6159848,0.68020564,0.56958163,0.5415655,0.66827829,0.72982915,0.79699834,0.47893063,0.44129247,0.61576816,0.50597028,0.65679785,0.65202674,0.62962748,0.54423974,0.66588268,0.41984447,0.77658776,0.4512337,0.37181045,0.4361799,0.57722255,0.65561111,0.49807493,0.3636492,0.48451359,0.74178128
128,1,0.25065703,0.61823581,0.71537561,0.54359529,0.47146667,0.46225987,0.64049754,0.53724223,0.76748987,0.75169646,0.60404639,0.58921584,0.51994449,0.60457717,0.77384039,0.62464936,0.81013451,0.54282557,0.41292676,0.88077476,0.5260848,0.7082497,0.55572272,0.51045214,0.62902652,0.7319802,0.62959504,0.60138609,0.70050331,0.76518315,0.80582919,0.5288093,0.50110175,0.65094913,0.50821688,0.68138417,0.69148558,0.67517756,0.58215365,0.69895103,0.50013441,0.78752653,0.47646749,0.4326772,0.47802448,0.6051811,0.67755556,0.53709997,0.40143032,0.53314557,0.79092046
128,2,0.27548339,0.6429869,0.74113114,0.5705997,0.50794667,0.51073468,0.63800984,0.58666353,0.78155822,0.77628603,0.65126275,0.62641663,0.5364054,0.62366003,0.80559715,0.67056565,0.84042109,0.59703236,0.46499068,0.8773612,0.56317148,0.72736855,0.5985658,0.55784482,0.65316947,0.77044935,0.68963476,0.65925749,0.73392879,0.79540274,0.80690713,0.57973391,0.55211554,0.68032566,0.51855652,0.7052102,0.72905349,0.71726337,0.61270909,0.72919705,0.55951421,0.80724898,0.49961584,0.49027947,0.52030553,0.63383692,0.700625,0.56933849,0.4314482,0.57317597,0.83445225
129,0,0.30960203,0.67233188,0.76094309,0.59891751,0.54994963,0.56922378,0.63817375,0.64505023,0.79577949,0.79890551,0.706872,0.67013264,0.56042684,0.64620555,0.83633126,0.71605981,0.86481745,0.65216259,0.51007485,0.87167514,0.60524278,0.74405409,0.64802447,0.60664557,0.68753234,0.81081493,0.74609709,0.71350409,0.76742035,0.82332032,0.80650912,0.63247427,0.61077678,0.71111111,0.53904122,0.72501118,0.76441705,0.75119583,0.64779177,0.75845524,0.64141705,0.82734694,0.53492558,0.54664237,0.57595597,0.68032152,0.72604167,0.60649493,0.461866,0.62116416,0.86854862
129,1,0.36177961,0.7020786,0.77894898,0.63463953,0.60858074,0.64028427,0.6390512,0.70901827,0.81000076,0.81780372,0.7632951,0.708421,0.5982295,0.67815212,0.86080168,0.75249871,0.88177793,0.70192581,0.55888577,0.86069614,0.6537186,0.75608607,0.70598988,0.66186081,0.72691624,0.85719726,0.79685137,0.7622109,0.8029714,0.84723194,0.80820896,0.68911388,0.68690862,0.74372733,0.57467716,0.74904964,0.80300878,0.78040296,0.69196996,0.78357402,0.71348886,0.85461224,0.57762216,0.60273795,0.63081886,0.7401995,0.76319444,0.64544811,0.503764,0.66372496,0.9014812
129,2,0.43507603,0.7359738,0.79066102,0.6694234,0.67336296,0.72507788,0.63918619,0.77359732,0.82414558,0.83713973,0.82273201,0.75206586,0.6475835,0.71812149,0.88744522,0.8137068,0.89355836,0.75348856,0.62860436,0.84799118,0.7043094,0.76697429,0.76757593,0.71712419,0.77941462,0.90091394,0.85109097,0.81421195,0.84364365,0.86732944,0.81649254,0.73719354,0.75415239,0.77202396,0.62033434,0.77783989,0.84254074,0.80758081,0.74358869,0.80728162,0.78779762,0.87657143,0.6290666,0.65843661,0.70291299,0.80617858,0.80430556,0.70984302,0.54562671,0.70346924,0.93115322
130,0,0.49757837,0.76868996,0.79394477,0.70244642,0.75024593,0.79646937,0.63983222,0.81733153,0.83744935,0.85589201,0.87122002,0.79106571,0.70508183,0.74569508,0.89712381,0.84700019,0.90099424,0.81823204,0.6900957,0.83835459,0.74642042,0.76786015,0.83506749,0.75213315,0.83077296,0.94181264,0.8978996,0.85868983,0.88192601,0.88096098,0.83167496,0.78888796,0.81205444,0.7981608,0.67576508,0.80968247,0.87843711,0.83903464,0.79103579,0.82351004,0.85165131,0.89616327,0.69438469,0.71040907,0.76511054,0.8773097,0.84916667,0.75431986,0.57930272,0.73521996,0.95496778
130,1,0.57828046,0.81241921,0.79277356,0.74548604,0.79112296,0.85293354,0.64258027,0.88765642,0.85763438,0.8735498,0.92482006,0.83166133,0.77718442,0.77110771,0.89957999,0.8848961,0.90700978,0.865588,0.74421249,0.82624413,0.80882733,0.7555254,0.89566929,0.81335371,0.89060479,0.97387662,0.93456788,0.89303423,0.91683829,0.88510235,0.85472637,0.82442473,0.89435237,0.810993,0.7292588,0.85394678,0.91739448,0.87374982,0.83086455,0.83658686,0.9218798,0.91363265,0.76406024,0.77145403,0.82054275,0.9232423,0.89319444,0.8023183,0.63491578,0.76714056,0.98182168
130,2,0.62529566,0.83427074,0.7879574,0.76906978,0.80926815,0.8798676,0.6428599,0.91255508,0.87544919,0.88507844,0.96075689,0.85822026,0.81330271,0.7832993,0.89978086,0.90837169,0.91018464,0.89936859,0.7739633,0.81871704,0.83306524,0.74434564,0.93581271,0.83470328,0.93410414,0.98842346,0.95684768,0.91313021,0.94476811,0.88229254,0.863267,0.84637269,0.93639478,0.81371805,0.75755351,0.88043381,0.94678228,0.8932454,0.84500704,0.84279599,0.96418971,0.91967347,0.79366247,0.81304172,0.84709175,0.9411195,0.91715278,0.85111757,0.6596523,0.78094599,0.99211311
131,0,0.6666698,0.8499214,0.78273624,0.79350509,0.82324148,0.90582814,0.64932986,0.9356442,0.89433443,0.89689894,0.98838984,0.88534838,0.84932529,0.79211332,0.89780862,0.92724475,0.91193918,0.92628256,0.79967154,0.81236935,0.8550988,0.73171935,0.96955849,0.85539095,0.97000323,0.9970297,0.97207791,0.92595379,0.96479036,0.87465301,0.86890547,0.86218726,0.97629849,0.81335527,0.78617548,0.908911,0.97238822,0.91506015,0.85734411,0.84557129,0.9874232,0.92097959,0.8193792,0.84949372,0.87386849,0.95062948,0.93875,0.88782226,0.68631787,0.7936427,0.99855728
131,1,0.70188662,0.85534498,0.77814994,0.81856102,0.83503407,0.93224299,0.64976376,0.95559603,0.90717945,0.90689529,0.99886823,0.90777049,0.87375825,0.79958312,0.89271366,0.9411204,0.91361016,0.94490923,0.81743676,0.80866814,0.86530633,0.72061808,0.98931384,0.87327452,0.99191462,1,0.97979825,0.93017132,0.97725746,0.86196935,0.86973466,0.87172622,0.9982409,0.81168481,0.81318769,0.93765653,0.99621814,0.92962748,0.86141999,0.84519498,0.99740783,0.91853061,0.83575537,0.88035642,0.89119461,0.94992253,0.95583333,0.90259654,0.71212478,0.80322783,1
131,2,0.72504224,0.8511179,0.77640955,0.84081692,0.84668444,0.95236241,0.65605053,0.96248164,0.91750134,0.91689165,1,0.92953194,0.88669729,0.80426238,0.88009496,0.9591356,0.91536469,0.96424625,0.82177936,0.80614632,0.86738159,0.70901221,1,0.88205986,1,0.99916222,0.9771415,0.92511028,0.98291831,0.84575368,0.86575456,0.87348339,1,0.810993,0.82963913,0.959839,1,0.94419481,0.86051728,0.84237264,1,0.91420408,0.84828994,0.90433374,0.9003321,0.9422913,0.96527778,0.90753498,0.7340383,0.81133763,0.9952871
132,0,0.74189037,0.84160699,0.78500202,0.8594068,0.85786074,0.96748442,0.65878893,0.96556019,0.9253001,0.92659613,0.99285333,0.94874219,0.89412384,0.80386251,0.86323959,0.97021978,0.91411145,0.9804262,0.81895272,0.8048135,0.85514845,0.70040032,0.99704724,0.88635625,0.99353169,0.9960396,0.96709324,0.91380273,0.98107909,0.83046334,0.85273632,0.87339972,0.9912971,0.81289125,0.84370246,0.97768336,0.99365859,0.95709523,0.85992915,0.83672797,0.99519969,0.9075102,0.85471089,0.92255974,0.8994212,0.93013752,0.96868056,0.90397232,0.75287005,0.82022532,0.98547658
132,1,0.75335085,0.83355459,0.80204468,0.87463376,0.86884741,0.98494289,0.67004146,0.96747547,0.93072865,0.94177308,0.98144663,0.96342938,0.89683223,0.80097839,0.84596421,0.9869686,0.90742752,0.99013418,0.81487856,0.80362451,0.82534009,0.687247,0.98115861,0.88875116,0.97639069,0.99032749,0.95098181,0.89834604,0.97377724,0.80867318,0.84038143,0.87273032,0.97287288,0.81634185,0.85411286,0.98346377,0.98119515,0.97506885,0.86300658,0.82901359,0.98847926,0.89640816,0.85789393,0.93381936,0.88999905,0.9144877,0.96388889,0.89075863,0.76653806,0.82824571,0.97172261
132,2,0.75584757,0.83434061,0.8263882,0.88000289,0.87696593,0.99370457,0.67072606,0.97142354,0.93455157,0.95439621,0.97034513,0.9684708,0.89599962,0.79487834,0.82522827,0.99447153,0.89723452,0.99636938,0.81331523,0.8030396,0.79925529,0.67180614,0.96070022,0.89238564,0.95261966,0.98202589,0.9322794,0.88117954,0.96455908,0.7951432,0.8300995,0.87055477,0.95528192,0.81770016,0.8566248,0.98412343,0.96968241,0.9904334,0.86895627,0.82059363,0.97235023,0.88555102,0.85685121,0.93560146,0.87931493,0.90548131,0.95451389,0.87430056,0.76941987,0.83196531,0.95404444
133,0,0.75241224,0.84527511,0.84937445,0.87861731,0.87975111,1,0.67283772,0.97861465,0.93738053,0.96234951,0.95199522,0.96644814,0.89199923,0.78739153,0.80450146,1,0.88211212,1,0.81151502,0.8039697,0.74959786,0.6460041,0.92407199,0.89951019,0.91647801,0.96938309,0.90900004,0.86012607,0.95212502,0.77896138,0.81328358,0.86586896,0.93158041,0.81378554,0.85264461,0.97896914,0.95473255,1,0.87695759,0.81019803,0.95303379,0.87338776,0.84882776,0.92814905,0.86604042,0.89014139,0.93756944,0.83792441,0.76406794,0.83052575,0.93567375
133,1,0.74753144,0.85757205,0.85531803,0.8689904,0.87483259,0.99915628,0.68110115,0.97617061,0.93768637,0.96461146,0.93407767,0.95737155,0.88685042,0.77896886,0.78948137,0.99794384,0.86698972,0.99960537,0.80871996,0.80875443,0.70286963,0.62128977,0.88329584,0.90038872,0.87758732,0.95788271,0.88541817,0.83895861,0.94146411,0.76785755,0.80304312,0.85959334,0.90605499,0.80283473,0.84020874,0.97028175,0.94145424,0.98579504,0.8693666,0.8012136,0.93630952,0.86497959,0.8341419,0.91138113,0.85104849,0.87488863,0.92034722,0.79988501,0.74967065,0.82499106,0.91720689
133,2,0.74310118,0.87110917,0.84088048,0.85385004,0.85134222,0.98909657,0.68189181,0.94868692,0.93531616,0.96081722,0.91474859,0.93923871,0.88129965,0.76547558,0.77496348,0.98775838,0.84743922,0.99510655,0.79776079,0.81737463,0.62808063,0.60978481,0.83246625,0.87986954,0.81338939,0.93945164,0.85430011,0.81072393,0.92850142,0.75801756,0.79742123,0.84654004,0.88103879,0.78428246,0.82574739,0.96492621,0.92767447,0.94970286,0.84307852,0.79152359,0.90816052,0.8562449,0.81112526,0.88351559,0.82501186,0.85088127,0.89833333,0.7562706,0.7296156,0.81309013,0.90024045
