,measure_number,beat_number,pid1263b-03,pid510262-04,pid52932-18,pid5667249-20,pid5667271-04,pid5667291-18,pid610003b-07,pid9048b-07,pid9049b-03,pid9050b-03,pid9052b-10,pid9054b-03,pid9055b-03,pid9056-11,pid9057f-13,pid9058b-03,pid9059b-07,pid9060b-01,pid9061-32,pid9062b-06,pid9063b-07,pid9064-14,pid9065-21,pid9066b-03,pid9069-03,pid9070b-15,pid9072b-07,pid9073b-07,pid9074g-03,pid9075b-03,pid9085-05,pid9088-19,pid9089-17,pid9090-16,pid9093b-09,pid9094b-03,pid9099b-07,pid9101b-14,pid9103-15,pid9104b-03,pid9111b-05,pid9113-18,pid9114b-12,pid9117-07,pid9118b-07,pid9119-08,pid9120-10,pid9121-11,pid9129-23,pid9130-09,pid9134-09,pid9137-16,pid9138b-03,pid9139b-03,pid9153b-03,pid9161-09,pid9166j-03,pid9170b-03,pid9174b-03,pid917509-09,pid917520-19,pid917525-03,pid9176-11,pid918713-09,pid918819-07,pid918904-11,pid9192b-03
336,113,2,0.26554207,0.22940976,0.45693487,0.28740462,0.25343409,0.22226553,0.21008176,0.16938634,0.33915933,0.14892765,0.36137496,0.39470779,0.31194688,0.22987307,0.21986318,0.25684963,0.34648733,0.33380831,0.28167097,0.26420325,0.26090464,0.31493637,0.16745437,0.35994048,0.37253239,0.23231917,0.31659045,0.16309562,0.33109258,0.31816076,0.23523475,0.14853683,0.34990041,0.26944676,0.20200975,0.30468428,0.41578816,0.27342875,0.25640288,0.40209311,0.34728549,0.21472874,0.18399572,0.2987861,0.4634183,0.43844564,0.18315296,0.30946137,0.34301841,0.29459152,0.37034005,0.24279508,0.40427006,0.32035417,0.19070257,0.38976501,0.22880629,0.16138194,0.22747971,0.36881281,0.38952447,0.2519764,0.34354070000000003,0.27952744,0.29150888,0.25084782,0.27665834
337,114,0,0.28297856,0.24947270000000002,0.47243279999999993,0.29557567,0.23175442,0.23619419,0.2351506,0.19124616,0.31176016,0.16497286,0.39149019,0.39147652,0.32319519,0.25168867,0.22729979,0.28482472,0.35175222,0.32146511,0.27904354,0.24837241,0.28318884,0.31988672,0.18772037,0.33333801,0.36378007,0.29204593,0.33502429,0.17634721,0.36145228,0.31404001,0.23375165,0.17904779,0.38439723,0.30141155,0.19043054,0.2676489,0.42091765,0.27285072,0.28065171,0.41688095,0.38945398,0.22689477,0.19146914,0.32454479,0.4913044,0.46586866,0.17769343,0.34050561,0.32363899,0.30015727,0.39045599999999997,0.23524821,0.42521693,0.31123155,0.20678618,0.3967782,0.23354185,0.15653086,0.26517766,0.35719639,0.40609924,0.24734919,0.34258769,0.30855744,0.32198098,0.2873578,0.28704748
338,114,1,0.30359746,0.27381357,0.48490696,0.29926546,0.20145297,0.27692112,0.27204759999999995,0.20984435,0.29798331,0.18748776,0.43713018,0.38486677,0.33641248,0.26756551,0.22444647,0.30834871,0.34751563,0.30204604,0.27763846,0.23968771,0.30704862,0.33463687,0.20302436,0.34994525,0.35043183,0.36554354,0.35909546,0.19101861,0.41087524,0.30516673,0.25991224,0.21741125,0.4415157,0.32882295,0.18271948,0.23682938,0.41470564,0.27465823,0.30304697,0.43863248,0.42665367,0.27084242,0.22766589,0.37336767,0.52224524,0.50133058,0.16016799,0.38007735,0.30203526,0.29329838,0.40532489,0.21683965,0.45778657,0.30011269,0.21708521,0.39838408,0.23802926,0.18259233,0.30054361,0.34142395,0.4325379,0.23523792,0.33909993,0.33046013,0.34526635,0.3534521,0.29595859
339,114,2,0.31489168,0.28920735,0.49771709,0.3042592,0.18513841,0.30610862,0.28537389,0.21583226,0.30700819,0.19717896,0.47149642,0.37959664,0.34221468,0.28028569999999997,0.21607747,0.324631,0.35330701,0.29659603,0.28909962,0.24015818,0.32128157,0.35027157,0.21041914,0.3956678,0.33819402,0.39903612,0.37337096,0.19655803,0.44837840000000007,0.30866971,0.29089074,0.25224291,0.48904486,0.34469151,0.19086781,0.2386386,0.40687817,0.28558583,0.32052476,0.46647723,0.44214509,0.28802481,0.23852552,0.39865735,0.53615357,0.51640542,0.14756905,0.39931139,0.29020464,0.28132809,0.41368528,0.21148121,0.46975186,0.30318218,0.22560604,0.39990214,0.23967327,0.20623302,0.32206728,0.324868,0.44588215,0.23199699999999998,0.33475182,0.34339344,0.35073635,0.41105387,0.30132096
340,115,0,0.32693142,0.29471849,0.5092867,0.3108302,0.17651664,0.3320427,0.29778704,0.21385942,0.32515067,0.20686126,0.49701028,0.37563668,0.34710571,0.28912697,0.21087633,0.34003690000000003,0.36575354,0.29775301,0.30868249999999997,0.2429556,0.32827742,0.36547176,0.21454522,0.41645843,0.32953424,0.41144917,0.38019434,0.20316231,0.46753433,0.31919972,0.31850812,0.26950738,0.51803092,0.35429916,0.20557518,0.25356023,0.40374719,0.30041288,0.33207787,0.49203078,0.44624025,0.29656489,0.24494742,0.41647048,0.54644018,0.52331032,0.14017929,0.41658334,0.29017683,0.27250328,0.42338764,0.21594658,0.47286497,0.31770325,0.2309116,0.40337737,0.24255803,0.21972361,0.33954936,0.31115653,0.45480703,0.23492881,0.33056916,0.35178766,0.35487671,0.44309938,0.30779007
341,115,1,0.34186427,0.30333390000000005,0.51431771,0.32480355,0.17042086,0.3603067,0.31502276,0.20716764,0.36066296,0.21995194,0.51816412,0.37853673,0.35624889,0.30109814,0.19957537,0.35538515,0.38957716,0.30348313,0.34140886,0.25095366,0.33503204,0.3891527,0.21871416,0.44334166,0.31853794,0.42006538,0.38204487,0.21393998,0.48142532,0.34198666,0.35193506,0.29068893,0.53981789,0.36013508,0.22937269,0.28185401,0.4028895,0.32421323,0.34979264,0.52356749,0.44621685,0.30514586,0.24869007,0.44064742,0.55677308,0.52356232,0.14107576,0.43696821,0.29997776,0.26687637,0.44367804,0.22715424,0.46950069,0.33531527,0.2368994,0.41223481,0.24887556,0.23257088,0.35692902,0.29594618,0.46391282,0.24197265,0.32643283,0.35345873,0.35999327,0.46919940000000004,0.31721528
342,115,2,0.35808788,0.3101718,0.51383529,0.33570778,0.17457517,0.37022791,0.32923367,0.19989095,0.38997837,0.22972324,0.52794301,0.39079199,0.3629099,0.30717066,0.17483908,0.36315729,0.41314577,0.30786749,0.37617037,0.25787091,0.3371504,0.39885940000000003,0.21995735,0.46008928,0.31008637,0.417333,0.37474278,0.22686888,0.48601634,0.3767006,0.38148311,0.30174296,0.5473205,0.35318358,0.25161453,0.31071205,0.40452161,0.35895954,0.36562844,0.55001151,0.43523401,0.30663850000000004,0.24539892,0.4622585999999999,0.57004501,0.51212136,0.15579066,0.44891048,0.30926431,0.26833552,0.46853109,0.24208705,0.45550312,0.36411054,0.24249528,0.42337561,0.25573076,0.2366071,0.36700544,0.28099131,0.46836664,0.24894155,0.32463931,0.34737292,0.36304805,0.48775131,0.32357729
343,116,0,0.3632287,0.30830073,0.5058408,0.31875071,0.18012818,0.36324663,0.35741293,0.18648756,0.40408747,0.24679185,0.51216911,0.4039526,0.35853206,0.30330511,0.14326155,0.35104935,0.41638697,0.30002436,0.40485162,0.25644677,0.32036939,0.38650683,0.21472741,0.46771205,0.301843,0.37902104,0.34924979,0.24622997,0.47690169,0.39052299,0.39852567,0.30431153,0.52354169,0.32544585,0.27348638,0.33329154,0.40244816,0.38166804,0.37600508,0.5601869,0.39727769,0.29099646,0.23064219,0.48286739,0.58255326,0.46593418,0.1874576,0.43086501,0.30527443,0.26920926,0.48785528,0.24610186,0.42904552,0.39206869,0.24213238,0.43080282,0.26542935,0.22104837,0.36331049,0.26878726,0.46214679999999997,0.24235669,0.32321641,0.32505052,0.33354372,0.47927309,0.32207783
344,116,1,0.35570664,0.29055111,0.49417643,0.28112402,0.17968978,0.32651021,0.35324668,0.17168633,0.39445990000000003,0.24399751,0.49683899,0.39450905,0.33136436,0.28987601,0.12844449,0.33227629,0.39914446,0.29243089,0.41264571,0.24532069,0.29307199,0.3683892,0.20261711,0.45454418,0.29287477,0.28228145,0.30680909,0.25674949,0.45950636,0.3827729,0.3811584,0.29198239,0.46680262,0.29989375,0.27724521,0.34217644,0.38651012,0.38498027,0.37263648,0.54138694,0.34913417,0.2513904,0.21799442,0.48114769,0.57908196,0.41334106,0.21257471,0.38461466,0.29596007,0.26127567,0.47686465,0.23358275,0.36829807,0.40204991,0.23503411,0.41710264,0.26221372,0.18864427,0.35146144,0.26333674,0.44510682,0.22752904,0.31865652,0.29595057,0.2766389,0.47197539,0.31478044
345,116,2,0.33939401,0.27318422,0.48389042,0.25849562,0.17605737,0.28899432,0.33825103,0.17439278,0.37715191,0.23258877,0.45614295,0.35933314,0.29939988,0.27100304,0.12555747,0.29178967,0.37466272,0.29393497,0.40646462,0.23231269999999998,0.26055032,0.34827747,0.18166522,0.43701042,0.28623535,0.21592489999999998,0.26266791,0.24928472,0.42512004,0.36966655,0.34161474,0.26835153,0.4049227,0.27145784,0.27172889,0.33457232,0.36056291,0.37107992,0.36706729,0.5139623999999999,0.30356474,0.20477099,0.1747995,0.45111275,0.56788124,0.34081448,0.22499596,0.34651448,0.28447701,0.26111839,0.44404037,0.21072492,0.35016745,0.39753153,0.23266802,0.39226166,0.25281497,0.15793186,0.32235878,0.2618634,0.42852343,0.20735294,0.30667108,0.2739857,0.24143735,0.43784074,0.30784006
346,117,0,0.31470251,0.25505188,0.47618884,0.25044414,0.17344787,0.27127002,0.30646197,0.21017151,0.36594035,0.20785797,0.43106509,0.32982482,0.25728679,0.2511804,0.12991609,0.24590637,0.35444225,0.30506028,0.39076933,0.22740451,0.24045232,0.32418529,0.16247093,0.40668782,0.27717458,0.18964043,0.23442412,0.23250511,0.38684188,0.36111618,0.31323387,0.24119806,0.35253723,0.25301662,0.26156239,0.31816391,0.33807145,0.35595926,0.36328396,0.4903799,0.27057722,0.18914258,0.14771579999999998,0.4230366,0.5548523,0.2763016,0.22732192,0.31614942,0.27738698,0.27369157,0.40999490000000005,0.19629093,0.32740143,0.38195868,0.23638409,0.37657922,0.24183426,0.13873719,0.29801465,0.26371998,0.40546175,0.19707756,0.28430841,0.26361729,0.22381553,0.39163626,0.30631203
347,117,1,0.2785944,0.23908828,0.47329428,0.25953194,0.17598429999999998,0.26800813,0.27561459,0.27284624,0.36236285,0.18542316,0.40418873,0.29590755,0.22435877,0.22973931,0.13419607,0.19440729,0.33518427,0.3291073,0.35900069,0.22659071,0.22608368,0.30808504,0.14575229,0.36283236,0.26809068,0.17423519,0.22093455,0.21517694,0.34411591,0.35312741,0.28629223,0.20432070000000002,0.31767998,0.24930561,0.24914228,0.29060457,0.31818636,0.33934306,0.36172662,0.46671736,0.24633385,0.19012405,0.13575714,0.3847986,0.53500804,0.22605211,0.22248425,0.30416942,0.27336929,0.29219747,0.36832712,0.18919463,0.3142183,0.35827207,0.25033387,0.36247757,0.23413121,0.12409817,0.24761679999999997,0.27198092,0.3745348,0.199719,0.26223031,0.27243121,0.22978204,0.33735422,0.31300964
348,117,2,0.25132137,0.23921585,0.48229669,0.27585127,0.18410505,0.28132678,0.25877838,0.32583523,0.37163499,0.17354276,0.41008253,0.26447078,0.21149758,0.21366184,0.14196969,0.17781365,0.31441264,0.35391548,0.30568962,0.22684502,0.22347531,0.30998603,0.14000793,0.30027796,0.26608575,0.17032939,0.23932552,0.20771217,0.30734563,0.34363636,0.27536639,0.1812586,0.31174239,0.25690977,0.26067945,0.27110614,0.30587892,0.31634095,0.36565383,0.46311545,0.2525039,0.20789258,0.13873938,0.34645944,0.516992,0.24852074,0.20811662,0.31425337,0.27605238,0.31618174,0.34715102,0.19613002,0.32041407,0.32963778,0.27155609999999997,0.36458529,0.23549605,0.12359781,0.21333018,0.28933742,0.34738973,0.21205508,0.23921906,0.31647754,0.26856013,0.30839236,0.33735809
349,118,0,0.23799085,0.26957816,0.53258959,0.30998178,0.20593086,0.3171736,0.27461583,0.38642808,0.40061814,0.18660675,0.45084086,0.26630355,0.237796,0.22469671,0.16671722,0.18300277,0.29216848,0.40252101,0.24084809,0.23917909,0.26730494,0.32659839,0.14775638,0.27020805,0.27747532,0.18229821,0.31215347,0.21298268,0.31396681,0.32165672,0.30106187,0.16299422,0.34587878,0.29525689,0.27956609,0.2640215,0.28928304,0.3017708,0.38321625,0.49902448,0.31977379,0.26575109,0.15356146,0.33441236,0.51328929,0.35159518,0.1885802,0.37138006,0.3085414,0.35435561,0.32680695,0.23618151,0.37804841,0.29456399,0.30121934,0.40397958,0.25531717,0.17232785,0.21309383,0.31865951,0.33699173,0.23434807,0.21369292,0.3735349,0.34116806,0.31570437,0.39300964
350,118,1,0.23761252,0.31958666,0.58371813,0.35145769,0.22956244,0.38058968,0.33274359,0.44699118,0.44606707,0.23642431,0.51366397,0.28979096,0.30140028,0.27346415,0.1844213,0.23866467,0.28718328,0.45139447,0.21694915,0.27372718,0.32873728,0.36265518,0.18972446,0.31553752,0.30151141,0.23972006,0.38517434,0.24512208,0.34569959999999994,0.32016848,0.34939886,0.20421979999999998,0.3984255,0.33620703,0.3122183,0.31761755,0.28112249,0.31072575,0.41259416,0.54917106,0.39057722,0.34505862,0.19595438,0.38852308,0.54052741,0.44159065,0.18371022,0.44246769,0.35772674,0.39543032,0.33271156,0.29661276,0.43875019,0.27283069,0.33110029999999996,0.46057435,0.29437006,0.21752204,0.24454424,0.34859479,0.34500345,0.28129449,0.19376572,0.45522307,0.40424977,0.34782142,0.4441271
351,118,2,0.23922598,0.35817316,0.60912302,0.36874502,0.23868523,0.40432094,0.36588811,0.48337464,0.47212177,0.26461689,0.53600125,0.29442809,0.33321813,0.31241389,0.19177928,0.27664899,0.2989388,0.48325417,0.22635625,0.29850974,0.36277422,0.39771105,0.21352710000000003,0.33601932,0.31752005,0.27130165,0.43062304,0.27052813,0.36772808,0.32734293,0.3780781,0.23368498,0.43271365,0.35732716,0.32738816,0.37390058,0.28975768,0.32878246,0.42499365,0.58379941,0.43662246,0.37401172,0.22111329,0.41167004,0.55475973,0.50869412,0.19071232,0.48785020000000007,0.38932603,0.41542158,0.35372662,0.32939094,0.47971533,0.27298095,0.35455799,0.48999461,0.32264902,0.24190612,0.2767746,0.3696389,0.35684873,0.30917947,0.19598279,0.50850303,0.44121855,0.36409816,0.48105677
352,119,0,0.24477851,0.38805069,0.63739662,0.38632844,0.25013569,0.42833178,0.40365546,0.51721027,0.51057024,0.29833585,0.55486609,0.30805977,0.39060127,0.34380643,0.20070996,0.32900138,0.31804047,0.51452929,0.23835297,0.32920503,0.40456841,0.43451273,0.24387787,0.3658225,0.33984423,0.30600955,0.47459989,0.29875229,0.39845843,0.34009126,0.41587538,0.26621411,0.47291094,0.36873340000000004,0.34497982,0.41983878,0.30998418,0.35786769,0.44247143,0.62352047,0.47376755,0.40249455,0.24962276,0.44080375,0.58235655,0.5662517,0.19938621,0.54924064,0.41515598,0.43556138,0.38123675,0.36570118,0.52732532,0.28405688,0.37829148,0.51688058,0.34631649999999997,0.26813915,0.30201686,0.39361267,0.37309614,0.34958786,0.20873594,0.54446603,0.48420433,0.38199184,0.51217422
353,119,1,0.25376938,0.44114645,0.66297381,0.41847170000000006,0.26247338,0.44985173,0.46449413,0.55649846,0.56281873,0.35149951,0.57598879,0.33162079,0.46146354,0.41373407,0.20842741,0.36808118,0.35245146,0.55988917,0.2551194,0.37616347,0.44453826,0.47469739,0.27971578,0.41352444,0.3622301,0.34187411,0.51759074,0.34431537,0.42915508,0.35208845,0.45652479,0.32153013,0.50646875,0.38646885,0.36181467,0.49021944,0.34141061,0.38585191,0.46306390000000003,0.67789929,0.49668487,0.42940976,0.28796412,0.47910612,0.61426935,0.64407036,0.21387498,0.61104613,0.44797865,0.44850153,0.43820285,0.39585646,0.54836353,0.30202307,0.40297576,0.53495929,0.38936049,0.30039552,0.34564721,0.41266394,0.40691764,0.38698014,0.23258769,0.59603606,0.53875284,0.40244688,0.55198144
354,119,2,0.26774527,0.47674775,0.68368367,0.43608359,0.26876748,0.45474879,0.50159088,0.5875285,0.58385875,0.38093797,0.5994005,0.34771088,0.52948754,0.46101681,0.21430256,0.41508303,0.38180322,0.58310194,0.27904354,0.41392859,0.47324538,0.50987741,0.31876882,0.43427296,0.38099938,0.37301986,0.54347671,0.36918361,0.45284306,0.36739207,0.48332602,0.36744335,0.55109551,0.39953707,0.37864951,0.55139275,0.38596053,0.41965318,0.47873043,0.70563399,0.52810452,0.44218239,0.31030713,0.50526025,0.63580297,0.67940124,0.22811339,0.65817376,0.46737196,0.46203582,0.48150782,0.42618875,0.59261684,0.32823182,0.42199158,0.56028956,0.42126868,0.32176316,0.37508863,0.43635667,0.44552033,0.43750468,0.26977498,0.61921343,0.57476227,0.41567575,0.56844698
355,120,0,0.2811203,0.5043885,0.70919194,0.46265801,0.27857918,0.45137677,0.5383452,0.60736592,0.62409983,0.4139272,0.6205232,0.36600177,0.56889852,0.5176491,0.22210989,0.45618081,0.40903258,0.59455608,0.30431605,0.44592086,0.48921221,0.54515053,0.35169169,0.45715529,0.39437076,0.39658034,0.57264933,0.39919329,0.4702384,0.38063179999999996,0.50824923,0.39445005,0.58954757,0.41053351,0.3969223,0.60885804,0.4243151,0.45418846,0.49022429,0.73655037,0.55161466,0.44605371,0.32140438,0.54317638,0.65798456,0.72138501,0.23716686,0.69224601,0.47223767,0.46739187,0.54052712,0.45445329,0.61704978,0.35420445,0.43950501,0.57466722,0.44660084,0.33955206,0.39837706,0.45092829,0.48760338,0.47960847,0.30447386,0.64618374,0.62017167,0.43303284,0.57995716
356,120,1,0.29159109,0.53325395,0.7303755999999999,0.49572942,0.28709657,0.44040498,0.56605362,0.62668782,0.6517308,0.43663789,0.63842261,0.37724864,0.60089442,0.57194067,0.23196172,0.48600092,0.43231326,0.59382536,0.32387373,0.49023447,0.49242367,0.57371974,0.38166736,0.47273774,0.40577576,0.41494426,0.59697056,0.42126492,0.47808946,0.39415233,0.52545853,0.41570498,0.62106611,0.41495029,0.41080558,0.65095387,0.46021317,0.477842,0.48979264,0.75654097,0.56806552,0.44529035,0.32557476,0.56770278,0.68232994,0.74537574,0.24449200000000001,0.71110273,0.46803926,0.46775885,0.56650742,0.47402044,0.63649718,0.37805205,0.45357091,0.58357484,0.46205863,0.34982607,0.40246593,0.45824391,0.52723122,0.49641251,0.33567174,0.66171304,0.65668602,0.44521714,0.58315602
357,120,2,0.29792253,0.54524579,0.74395245,0.51224234,0.29316104,0.42621367,0.57187496,0.64283732,0.67115593,0.44139005,0.64773435,0.38271750000000004,0.62005006,0.60245041,0.24070142,0.49897371,0.44355051,0.58543417,0.33241762,0.51977265,0.48773464,0.5952126,0.40334802,0.46997219999999995,0.41133559999999997,0.42377839,0.60576593,0.42892331,0.47897397,0.40079326,0.53330408,0.42741033,0.64417149,0.41529939,0.41887824,0.68163905,0.48769256,0.49307276,0.48364791,0.76364473,0.57659906,0.44041031,0.32618072,0.57118816,0.69510431,0.75207903,0.24987078,0.71739459,0.45853028,0.46438619,0.57937679,0.48364309,0.64375856,0.39603971,0.46063289,0.58771501,0.46944114,0.35473433,0.39888127,0.45881451,0.56049276,0.49934432,0.35927862,0.66461993,0.67857443,0.45295843,0.57898608
358,121,0,0.30082676,0.5514033,0.75729669,0.52627263,0.29988309,0.40382106,0.57006292,0.6623674,0.69632978,0.43942333,0.65806602,0.38855439,0.64086049,0.63000415,0.25340658,0.51578644,0.45177690000000004,0.5670503,0.33981476,0.5704186,0.47309461,0.6152545,0.42517871,0.46156329999999995,0.41378007,0.42748303,0.6107888000000001,0.43076261,0.47149356,0.40798175,0.5354717,0.43757453,0.66441241,0.41147454,0.42412546,0.70038513,0.51080023,0.50659694,0.46997038,0.76218396,0.58151326,0.4292121,0.32424999,0.57063638,0.7114657,0.74653495,0.25516072,0.7167437,0.44706111,0.45569244,0.58663679,0.4873763,0.64597351,0.41604508,0.46428364,0.59097695,0.47002016,0.35701215,0.3915544,0.45474366,0.60582357,0.49505433,0.38304434,0.65686305,0.70045443,0.46042069,0.56881114
359,121,1,0.29920217,0.54618132,0.75889904,0.54032001,0.30513340000000005,0.37808184,0.55789233,0.68371171,0.71218513,0.42779212,0.66278418,0.39370676,0.65783768,0.67379586,0.26401105,0.52075646,0.45190852,0.54166362,0.34927856,0.61045979,0.44624953,0.63055556,0.43930382,0.45287363,0.40912246,0.42299053,0.61062446,0.42576099999999995,0.45450257,0.41204633,0.5307590999999999,0.44117971,0.67443802,0.40066783,0.42313320000000004,0.73401702,0.54221834,0.50972566,0.43977994,0.74338399,0.57708268,0.41190022,0.32394107,0.56272761,0.71954225,0.7276851,0.26208205,0.70104707,0.42542957,0.44199214,0.58761641,0.48517178,0.6402116,0.42821572,0.46441428,0.59117769,0.46186217,0.35532047,0.38087922,0.44486459,0.64160062,0.48021731,0.40119788,0.6322711,0.71224438,0.46586535,0.54941092
360,121,2,0.29522972,0.53426603,0.75444521,0.54667464,0.3078264,0.36446666,0.53982907,0.69324874,0.72175089,0.41123965,0.66751012,0.39587075,0.66047695,0.69204018,0.273099,0.51821956,0.44746627,0.5231945,0.35791696,0.63974365,0.41808519,0.640045,0.44721302,0.44710391,0.40277606,0.41496941,0.60725207,0.41658599999999996,0.42900345,0.41281853,0.52140412,0.43773048,0.67448544,0.39032405,0.41898755,0.75543215,0.5621284000000001,0.5072392,0.41669065,0.72751558,0.56221529,0.39458833,0.33216301,0.55156336,0.7246682,0.70293836,0.26703279,0.68452033,0.40788522,0.42491918,0.5823291,0.47784214,0.62728726,0.43644754,0.46228771,0.58884414,0.44977511,0.35183226,0.37111794,0.43489184,0.67288939,0.46384414,0.40784911,0.59794031,0.70997223,0.46861988,0.5289468
361,122,0,0.28660606,0.51310597,0.74302205,0.54887826,0.31155275,0.35439295,0.50662748,0.69536036,0.72890589,0.38334965,0.67387885,0.39878551,0.65166892,0.70901382,0.28019861,0.50335563,0.43753702,0.50225308,0.36907567,0.66212298,0.383415,0.64316418,0.44882059,0.4443103,0.39096237,0.3973682,0.59983567,0.39420243,0.40063179,0.41070551,0.50577446,0.42935511,0.66323627,0.37635274,0.4109149,0.78248097,0.58201349,0.49771539,0.37799408,0.69715949,0.53045242,0.36984051,0.35498129,0.52044326,0.72636914,0.65868656,0.27418026,0.65040091,0.38019240000000004,0.40327654,0.5683459,0.45698769,0.60241285,0.44039709999999993,0.45635796,0.58234534,0.434338,0.34425542,0.35006697,0.42243229,0.70410062,0.43640877,0.40821972,0.54889632,0.69506017,0.46526436,0.49847197
362,122,1,0.27426588,0.47844021,0.72341489,0.5438105,0.31605152,0.35727357,0.4681182,0.6827699,0.72929995,0.34553707,0.68376674,0.40128809,0.6294446,0.71433731,0.2828722,0.46733164,0.42283646,0.47584338,0.37452586,0.68011546,0.33212213,0.62836747,0.43409532,0.46658899,0.38433066,0.36954991,0.58676765,0.36878563,0.37428186,0.40826255,0.48045634,0.40385286,0.64016883,0.3577825,0.39863774,0.81233318,0.59115663,0.47997981,0.33193398,0.65058481,0.49317473,0.34161668,0.39588903,0.4835755,0.7248302,0.60778187,0.28119851,0.59562305,0.32052494,0.37826125,0.53468961,0.42708987,0.56629624,0.4357714,0.43701553,0.57071524,0.41275914,0.32954968,0.317293,0.40650656,0.73180565,0.39794867,0.40072138,0.48708223,0.66659093,0.44958146,0.45707961
363,122,2,0.25712982,0.43902024,0.70043935,0.5305603,0.32072774,0.37038888,0.42692653,0.65347477,0.72273219,0.30673667,0.70217222,0.40362137,0.59664226,0.70379733,0.2797942,0.43022371,0.39856861,0.43473998,0.37107303,0.68871115,0.29675839,0.60806176,0.41522254,0.48394025,0.36946329,0.34039896,0.57179194,0.33327955,0.3567686,0.39206739,0.46077227,0.37497477,0.61399981,0.3410488,0.38335856,0.82644872,0.58214672,0.44964676,0.30396107,0.57344393,0.46336973,0.32756952,0.43022040000000006,0.43364907,0.71877857,0.55213951,0.28996123,0.53667579,0.29007952,0.35915247,0.48913014,0.40842385,0.51688994,0.42351489,0.41623603,0.56055303,0.39029106,0.31540148,0.28489719,0.37081417,0.7526275,0.36011615,0.38447386,0.42615420000000004,0.62961373,0.43520069,0.42730453
364,123,0,0.23681136,0.38453819,0.66528256,0.51221956,0.32397395,0.40380412,0.38182545,0.60469912,0.70741771,0.26801637,0.72716443,0.4040262,0.54037976,0.67730027,0.26866175,0.38402906,0.37089503,0.39606016,0.35190599,0.68386654,0.24714663,0.58429547,0.38541834,0.50021057,0.35141117,0.29196212,0.54727065,0.2993869,0.33371241,0.37438399,0.44041246,0.33750115,0.57631604,0.32628823,0.36724689,0.83785043,0.55282705,0.40999174,0.27381295,0.50873963,0.42765991,0.3004771,0.45805263,0.38450432,0.70838781,0.48839776,0.29938621,0.48022828,0.24314629999999998,0.33091306,0.4510588,0.38440743,0.45506926,0.39544942,0.39142836,0.55208451,0.36886729,0.29823684,0.25898527,0.34111736,0.76727257,0.30843012,0.34995367,0.35982434,0.56906505,0.40795593,0.3824277
365,123,1,0.22319153,0.33264161,0.63018608,0.48348138,0.32514299999999996,0.41670762,0.26046199999999997,0.55416873,0.68633905,0.22700899,0.74591249,0.40186221,0.49173134,0.63275952,0.25202485,0.33730397,0.34367391,0.36711728,0.33234201,0.66817558,0.22393517,0.55882992,0.34463985,0.51329421,0.33999075,0.25940826,0.51491855,0.265946,0.32327521,0.35397683,0.41985081,0.30395377,0.53975149,0.30989603,0.34847797,0.83714286,0.51969356,0.36944674,0.23988997,0.46065415,0.39780031,0.28715921,0.46790828,0.35504874,0.68930724,0.41914218,0.30478921,0.43494953,0.20119001,0.30819572,0.41459782,0.35884625,0.40255747,0.36265093,0.36514734,0.54434366,0.349315,0.27850846,0.23980147,0.30841424,0.77350965,0.26124016,0.27432826,0.30401834,0.509846,0.38765114,0.35113174
366,123,2,0.20665636,0.26909338,0.5616816,0.42363626,0.31956912,0.42002881,0.22258051,0.49094875,0.65099675,0.14244905,0.75744316,0.39440601,0.38619202,0.56620253,0.22076186,0.27652214,0.3097565,0.33605529,0.30331422,0.62704084,0.20234452,0.52219894,0.30136428,0.53651346,0.32581740000000003,0.21986422,0.4748571,0.21587609,0.31787549,0.3210179,0.40454585,0.22978626,0.47683771,0.28822190000000003,0.31812984,0.83154501,0.46852361,0.31266171,0.21612357,0.42492521,0.36264431,0.27647901,0.46726668,0.31165165,0.64853106,0.35002268,0.30925537,0.38691633,0.19240394,0.28150284,0.37199066,0.33060584,0.32648044,0.31864771,0.33011322,0.52961471,0.3203743,0.26508458,0.21743481,0.26915347,0.77425913,0.23798239,0.23544011,0.24723302,0.41251367,0.33459970000000006,0.31543734
367,124,0,0.18421258,0.21349719,0.49459855,0.35405990000000004,0.29330717,0.39823774,0.19231812,0.42786755,0.5855741,0.12548723,0.76059639,0.37389224,0.32825379,0.49610101,0.19072333,0.23251845,0.26580290000000006,0.31036415,0.28208052,0.5465134,0.18526951,0.47813469999999997,0.26140029,0.55511413,0.29484886,0.18088174,0.41546156,0.17718619,0.31070676,0.28002808,0.39203159,0.18838639,0.42187233,0.27356758,0.26508577,0.82534707,0.41378966,0.2595284,0.1849598,0.40834642,0.32414977,0.25646129,0.44466227,0.25576605,0.59720213,0.29559498,0.30774511,0.34433544,0.18578658,0.2489384,0.33705949999999996,0.29887359999999996,0.26215558,0.27450496,0.29770649,0.51804735,0.29337745,0.2542864,0.20092177,0.23524953,0.76628187,0.19655302,0.20246856,0.21748795,0.33197846,0.30389926,0.28905391
