,,pid1263b-17,pid5667269b-35,pid5667285b-08,pid9048b-21,pid9049b-17,pid9050b-19,pid9054b-19,pid9055b-17,pid9058b-17,pid9059b-21,pid9061b-14,pid9062b-20,pid9063b-23,pid9066b-17,pid9069-17,pid9072b-21,pid9073b-23,pid9074g-17,pid9075b-17,pid9085-18,pid9088-23,pid9094b-25,pid9098-19,pid9099b-23,pid9100b-06,pid9104b-17,pid9114-35,pid9118b-23,pid9137-21,pid9139b-19,pid9153b-19,pid9155b-14,pid9161-04,pid9166b-15,pid9170b-19,pid9174b-17,pid9176-05,pid9192b-19
57,0,0.41533258,0.49251842,0.44956873,0.54646642,0.24236825,0.65308736,0.93159145,0.55575896,0.69701832,0.48322911,0.58846394,0.2022435,0.43130422,0.40726713,0.30631924,0.47582707,0.60498356,0.41209012,0.27283,0.31467683,0.63360232,0.29959455,0.56869069,0.5701919,0.22397274,0.42896981,0.37142465,0.73721003,0.60437783,0.33088654,0.35812837,0.32698329,0.34331111,0.56528506,0.32790264,0.32346347,0.31940994,0.30029696
57,1,0.45664358,0.52911295,0.5476693,0.60401962,0.24000663,0.73190393,0.84502507,0.54713603,0.59842225,0.60099894,0.60160461,0.29683632,0.40779462,0.40614353,0.26705218,0.56486335,0.6409478,0.44931222,0.36455401,0.51932449,0.69908336,0.28618522,0.65793243,0.69295232,0.33085686,0.41380257,0.38306595,0.73229328,0.62163613,0.43106109,0.39273211,0.40504424,0.34637631,0.55521161,0.33044128,0.42638411,0.27150621,0.45368918
57,2,0.48259784,0.60136587,0.5594788,0.62789211,0.48699867,0.7678612,0.75296912,0.63270512,0.56321032,0.62607001,0.62980215,0.45743049,0.40647313,0.44701885,0.24743259,0.63764584,0.66788093,0.48508439,0.42235339,0.65303415,0.69705421,0.31373252,0.69967337,0.84664376,0.37828627,0.45492101,0.43463138,0.75065537,0.68530246,0.57953147,0.40712756,0.47271421,0.40385315,0.54880203,0.38711267,0.5331596,0.30620342,0.55442016
58,0,0.51517153,0.66797882,0.61480088,0.70681321,0.70799635,0.77968028,0.69590921,0.70680031,0.59834202,0.68780963,0.67363296,0.61664439,0.47513694,0.49487133,0.38800948,0.71649353,0.69984822,0.54945349,0.47889653,0.72102738,0.68422125,0.39801974,0.73455194,0.97159139,0.4275852,0.48674627,0.48425431,0.77264095,0.77497508,0.65998163,0.46401507,0.51595704,0.52354316,0.58849248,0.45189278,0.57921133,0.37041149,0.63532323
58,1,0.54749557,0.69897176,0.72559185,0.72723531,0.75981107,0.68405182,0.7107944,0.84050577,0.67856665,0.79152116,0.77017448,0.76018228,0.59748066,0.55211127,0.57245175,0.78599968,0.65267729,0.67105361,0.55581087,0.73688023,0.67731902,0.51875073,0.74411392,1,0.46565725,0.5447304,0.51725399,0.78101807,0.86000153,0.53906293,0.5246547,0.58867882,0.63394233,0.64817244,0.50521914,0.61841872,0.4285559,0.72599558
58,2,0.61468836,0.63955648,0.73704349,0.70431737,0.53604574,0.57472536,0.79509105,0.76335954,0.70303517,0.82758061,0.68479514,0.68690708,0.65130976,0.5527365,0.25249774,0.80126259,0.56051944,0.6391702,0.60890095,0.70889077,0.64750078,0.55948408,0.65463519,0.90346099,0.39639727,0.48693911,0.38579917,0.74916404,0.80748294,0.46044097,0.52403427,0.69689934,0.5577366,0.55950507,0.53026208,0.60263546,0.18404503,0.75080332
59,0,0.70951039,0.55795734,0.69141127,0.82211227,0.59201193,0.57971816,0.8733175,0.682342,0.70691269,0.78081702,0.57102352,0.63319677,0.72954366,0.46699891,0.18061033,0.72955889,0.54092251,0.60304112,0.64970646,0.67055226,0.6634754,0.54589846,0.60168365,0.79474566,0.41103213,0.36192984,0.30047077,0.7054026,0.78578548,0.43072118,0.56337248,0.7924828,0.5708373,0.52461525,0.57955648,0.54571738,0.23291925,0.75059773
59,1,0.72432759,0.55702118,0.71592953,0.90095455,0.75305767,0.69090083,0.89432568,0.78899826,0.63624148,0.79449362,0.57290076,0.67919506,0.75858431,0.37955781,0.25949279,0.68632731,0.63500295,0.64814484,0.66971782,0.66164268,0.80593858,0.48255964,0.58107593,0.78985167,0.53027264,0.41986947,0.35275378,0.6788265,0.78578548,0.49645384,0.74355565,0.85736973,0.70509135,0.64519063,0.62350482,0.59429639,0.42291925,0.75136679
59,2,0.72779836,0.66940608,0.76657185,0.9191698,0.8931886,0.80634897,0.8716284,0.91385071,0.61839818,0.82709332,0.6400296,0.7934404,0.80265149,0.37143893,0.34504285,0.69727505,0.72136774,0.78964979,0.65955432,0.68000753,0.92118458,0.45696322,0.59689236,0.86801307,0.66809153,0.5188237,0.43161479,0.69383309,0.86590508,0.61634359,0.86372701,0.87166301,0.84193437,0.78024659,0.6967595,0.71784836,0.63985248,0.77583187
60,0,0.70105492,0.81269184,0.79398055,0.87497154,1,0.87824835,0.83795197,0.96168697,0.65195882,0.83302201,0.75567067,0.89042131,0.87405418,0.405473,0.36023131,0.76403228,0.77651573,0.90497435,0.64812827,0.70060213,1,0.48095546,0.67570659,0.94779184,0.81441091,0.60749833,0.57799717,0.7330273,0.91236679,0.78840606,0.89703819,0.87824246,0.95514763,0.84784015,0.76181587,0.88035205,0.80698758,0.79882738
60,1,0.5658238,0.78506753,0.70888236,0.7151064,0.9753066,0.78839306,0.70245447,0.91127984,0.60978072,0.73023634,0.92039258,0.80632298,0.79918793,0.39259696,0.30034139,0.74826594,0.69005818,0.86222024,0.5583044,0.6528648,0.89172673,0.4754789,0.69280069,0.88401911,0.80701071,0.62077431,0.70144888,0.72515117,0.77673848,0.8132384,0.78277569,0.74111019,0.85417785,0.75226478,0.69213022,0.96856131,0.75545031,0.72167822
60,2,0.52145273,0.53913444,0.46493852,0.59732901,0.70562645,0.47092204,0.51938242,0.75656723,0.46304987,0.47586291,0.69201589,0.42077646,0.59818403,0.31658209,0.13923222,0.45968515,0.4330635,0.45975909,0.27971088,0.49123154,0.26162645,0.47772946,0.61867472,0.63568256,0.39541383,0.52379292,0.61917821,0.62992695,0.63457793,0.3589435,0.27169658,0.5082054,0.47604987,0.50347149,0.41386545,0.63421182,0.27402174,0.33848321
61,0,0.55407473,0.4783763,0.43527253,0.58078641,0.56861949,0.30364422,0.45064661,0.68552308,0.39901056,0.43563713,0.23954666,0.36995815,0.49651512,0.29487133,0.34931373,0.41858718,0.31183911,0.40681835,0.25207373,0.45429485,0.25763084,0.51758726,0.54768112,0.45385067,0.37711782,0.48647185,0.56465104,0.62533642,0.55845281,0.26846119,0.33911663,0.54426378,0.39106416,0.45986359,0.21353692,0.45255187,0.15638975,0.32693977
61,1,0.66900467,0.5606814,0.51981097,0.61631491,0.6435532,0.34185923,0.46908419,0.66613649,0.39826849,0.50777227,0.26817261,0.4764586,0.51855404,0.37708409,0.58892914,0.50574556,0.33762543,0.47035467,0.37071523,0.52342647,0.38127546,0.58649665,0.48602281,0.54164921,0.45431353,0.5294074,0.58535582,0.64645982,0.67373304,0.40047772,0.54287614,0.66414581,0.43247034,0.45897167,0.32492347,0.49775789,0.24143634,0.42650575
61,2,0.87526172,0.68705494,0.68401542,0.71980909,0.80894929,0.47725585,0.55956717,0.67931097,0.47340554,0.66859417,0.46644337,0.59195276,0.68483705,0.49382929,0.74946004,0.64378296,0.45056919,0.59359804,0.47471751,0.66814376,0.57731119,0.62422141,0.52351856,0.67421436,0.58622201,0.59655863,0.65734266,0.66964546,0.81139308,0.51853009,0.75101558,0.85222718,0.55267123,0.49669465,0.44887628,0.60731635,0.37273292,0.56161578
62,0,0.86197455,0.69614794,0.66043311,0.72522988,0.84893934,0.50218198,0.60401161,0.75835784,0.54879663,0.64887517,0.56181648,0.59891988,0.74545474,0.55641537,0.76708702,0.69886527,0.48749473,0.6395271,0.46966101,0.70652931,0.67235976,0.5637854,0.54808297,0.6903461,0.64868549,0.65004079,0.649207,0.70357338,0.77727517,0.49730822,0.71287392,0.89722453,0.60705689,0.54706191,0.47997461,0.66053693,0.42101708,0.57939542
62,1,0.82605895,0.65220994,0.60723068,0.74009983,0.82737819,0.52134253,0.58485088,0.79071884,0.60559567,0.59956144,0.60274186,0.60141752,0.766737,0.58101667,0.72653801,0.68632731,0.50557383,0.65082162,0.44495928,0.687186,0.74508775,0.49904807,0.56838157,0.701433,0.67764362,0.68872654,0.61479044,0.71798576,0.69076133,0.48158016,0.66748652,0.85782349,0.62820158,0.55710913,0.5033749,0.66677156,0.46246118,0.57258814
62,2,0.784756,0.6253453,0.58947513,0.76310535,0.77127113,0.51479658,0.52032198,0.79641078,0.64094799,0.58905222,0.62769902,0.6053064,0.77381333,0.60887097,0.66211245,0.66190666,0.48393625,0.65564726,0.46144814,0.66207545,0.78066437,0.45578799,0.61453257,0.73141708,0.68285297,0.69224208,0.61021985,0.70719687,0.6627693,0.49712448,0.60412881,0.7854496,0.63374318,0.55425848,0.5284477,0.62152621,0.48945652,0.57343334
63,0,0.77691255,0.61830878,0.56948981,0.7489535,0.74108386,0.49815895,0.5111639,0.80327311,0.67228239,0.57120117,0.65398037,0.61940495,0.78745444,0.61550381,0.68151606,0.68335464,0.46161565,0.67235482,0.46931381,0.63870543,0.78284237,0.43643201,0.61887049,0.72703427,0.66224927,0.65669361,0.61611591,0.70137133,0.68159933,0.52448323,0.60371519,0.74055812,0.60349814,0.57763204,0.53289032,0.58555414,0.50754658,0.58644636
63,1,0.85706233,0.63264273,0.58777757,0.76289517,0.79775439,0.52066823,0.5814199,0.82961207,0.69514641,0.589572,0.66836735,0.66171154,0.82431741,0.6228253,0.78492301,0.76535081,0.48520111,0.70451335,0.48820782,0.64621319,0.77552491,0.46374427,0.6020855,0.74278052,0.63869523,0.64581325,0.62950775,0.7243356,0.75747144,0.56203032,0.68401654,0.74239583,0.59293445,0.61002973,0.54505339,0.61139738,0.51256988,0.62714536
63,2,0.97229828,0.63637968,0.6667829,0.78813381,0.8751243,0.53448746,0.64845606,0.84774823,0.67642733,0.67644766,0.62001091,0.66477883,0.8420402,0.58977891,0.86030795,0.85336423,0.50866852,0.74154212,0.53968815,0.69086462,0.7682858,0.52962158,0.62566074,0.70936898,0.60812074,0.6289624,0.64257964,0.8046814,0.79789926,0.55771245,0.74532831,0.75784618,0.59774006,0.61719133,0.50917644,0.66353624,0.5223059,0.68433717
64,0,0.97447254,0.61339779,0.72189393,0.76207199,0.88374213,0.58288507,0.66550541,0.81346658,0.71680706,0.74180947,0.59707898,0.65705585,0.81564252,0.51309351,0.82923431,0.85480262,0.55534193,0.70999331,0.54926457,0.66995954,0.70527264,0.58196028,0.71543827,0.67366966,0.52336904,0.6526589,0.62109786,0.86897203,0.74262056,0.54798346,0.70361917,0.74689556,0.56142523,0.58983036,0.4032853,0.71616678,0.53762422,0.65793802
64,1,0.90336608,0.54010896,0.72463755,0.69908924,0.87661584,0.56734601,0.65104249,0.79829142,0.72609975,0.7532283,0.62461443,0.60588699,0.78524842,0.51079195,0.73517731,0.74800224,0.54817438,0.66705331,0.51400795,0.57881268,0.56862269,0.51070043,0.78760652,0.66200453,0.4693963,0.68705778,0.56405686,0.84998078,0.70765161,0.44734956,0.64537263,0.75473039,0.53896441,0.52122246,0.3308146,0.70857508,0.49650621,0.52027716
64,2,0.72569657,0.44320135,0.54544871,0.45795604,0.79136559,0.32215319,0.65827395,0.75924814,0.57458216,0.58824007,0.58899361,0.36448086,0.7135793,0.5992751,0.55800878,0.4486575,0.35542626,0.58202097,0.44607664,0.32506351,0.40876684,0.40793865,0.76073405,0.46840694,0.47723466,0.39824965,0.25164313,0.43901245,0.7628153,0.23949472,0.54890317,0.74567799,0.60209542,0.44949283,0.24603151,0.46525715,0.38850155,0.39463184
65,0,0.5782171,0.43284223,0.3915122,0.38320343,0.64516076,0.28740056,0.66386909,0.69225537,0.53052547,0.438837,0.4836501,0.29877528,0.61854978,0.66072852,0.4654358,0.30737574,0.33507041,0.5068704,0.40467773,0.2753975,0.41967252,0.34944177,0.65028696,0.37241264,0.4700779,0.30217311,0.20647196,0.38504468,0.81829334,0.26850712,0.46968757,0.65218937,0.64387393,0.49027632,0.27412828,0.36476546,0.31562112,0.36922257
65,1,0.51791754,0.44108349,0.32056341,0.362685,0.54110872,0.29229487,0.67062549,0.53962347,0.50311539,0.35968489,0.38209223,0.26039042,0.55381845,0.68424248,0.4600432,0.26093176,0.33833375,0.48778348,0.34425857,0.31364192,0.46847383,0.34281937,0.55812923,0.3450683,0.49694255,0.33313061,0.21789387,0.43458505,0.88077896,0.32456592,0.45575744,0.58817212,0.64764049,0.52886499,0.35076533,0.2820828,0.27168478,0.40533008
65,2,0.52176679,0.45300798,0.32829877,0.42512479,0.49526848,0.37066444,0.67099499,0.45628514,0.504165,0.38473971,0.36653684,0.30808667,0.53122536,0.71953606,0.49966558,0.32841617,0.39403828,0.51383746,0.36758412,0.4129269,0.55720777,0.38679046,0.55765525,0.46182854,0.58278481,0.46256026,0.28700123,0.58407997,0.91627693,0.40194763,0.49444568,0.64117825,0.62049528,0.57177335,0.40901964,0.2786803,0.31158385,0.504226
66,0,0.52071992,0.42881369,0.46333272,0.46141519,0.55411004,0.38211986,0.62787015,0.47873277,0.49532692,0.53613254,0.35341954,0.41942905,0.52792165,0.73870968,0.53866787,0.4064248,0.39535374,0.56951446,0.48974181,0.50653871,0.57438107,0.45096369,0.59987017,0.57723959,0.67293087,0.58980939,0.36376891,0.64106537,0.87594878,0.46723013,0.52085088,0.73777509,0.60684042,0.58213536,0.45998656,0.37858196,0.37045807,0.57586233
66,1,0.50261717,0.40159607,0.56534226,0.49115509,0.65141697,0.35494356,0.63599894,0.54188424,0.5293689,0.65016649,0.36753388,0.57737221,0.5250762,0.71290323,0.54335679,0.51714879,0.35072097,0.63447096,0.62639985,0.60441246,0.57602632,0.54440005,0.63615007,0.65934803,0.74331061,0.68926797,0.40750948,0.68419765,0.84382427,0.51148369,0.55742669,0.84383272,0.64136289,0.5883788,0.5558874,0.46633887,0.40427795,0.60558136
66,2,0.47459333,0.41584561,0.6006882,0.50739995,0.67539775,0.3427002,0.68841383,0.6526419,0.57119936,0.68879233,0.40144882,0.63365686,0.53737451,0.67643168,0.52784784,0.58962762,0.32578632,0.6784668,0.66536204,0.66253646,0.55624412,0.6075332,0.62889615,0.69454454,0.8102629,0.71090262,0.43126285,0.69584872,0.88162233,0.5271107,0.60268114,0.84678212,0.68135769,0.56824064,0.62590159,0.5165798,0.41943323,0.601797
67,0,0.42658238,0.4543892,0.56384658,0.51134951,0.62452768,0.32438821,0.73021906,0.76396975,0.5941436,0.64051815,0.44614426,0.64912473,0.52742076,0.59576839,0.49508813,0.63649513,0.30407286,0.70432002,0.64396187,0.6868473,0.49792385,0.65395464,0.58628968,0.67743233,0.83479065,0.65192465,0.41255999,0.66023139,0.88806256,0.52671566,0.59011744,0.66937155,0.71929171,0.48772298,0.65144478,0.48502311,0.40600932,0.556872
67,1,0.41026735,0.45250153,0.47664709,0.52255889,0.52237322,0.26422456,0.72715756,0.83608427,0.56512903,0.54143588,0.47054837,0.55758824,0.49492721,0.512722,0.44021459,0.61076394,0.25144616,0.68955313,0.57247649,0.64996707,0.37242244,0.62968621,0.53390485,0.56636219,0.7482668,0.53930876,0.33133598,0.59587086,0.84888446,0.52890216,0.54640668,0.41943583,0.70012122,0.41638685,0.61192414,0.40328449,0.36392857,0.49417498
67,2,0.44456434,0.41932934,0.3733162,0.56673964,0.4531654,0.26340632,0.71068884,0.8279415,0.51189999,0.43117031,0.487389,0.4030629,0.51169086,0.519527,0.41222741,0.53976346,0.24813222,0.61759982,0.47742567,0.57468247,0.36386713,0.56024797,0.52634182,0.50069555,0.58900682,0.44565749,0.24734677,0.57598248,0.82051675,0.53491043,0.48031612,0.35330863,0.61420902,0.39108954,0.5124692,0.39733504,0.31199534,0.3943958
68,0,0.45980029,0.3942833,0.32546339,0.63439005,0.38640206,0.29096144,0.64708366,0.80566393,0.43313946,0.375067,0.46622527,0.37589554,0.53626617,0.53436028,0.42615481,0.43868467,0.26191079,0.54077627,0.39877533,0.46610217,0.42105139,0.49223763,0.57148303,0.48066706,0.43427459,0.42868798,0.20772887,0.55661839,0.7600782,0.53276987,0.42246842,0.37077063,0.5017837,0.40685554,0.38953931,0.44991641,0.30651398,0.36010812
68,1,0.45153004,0.37095611,0.30002753,0.67718714,0.33964203,0.29552996,0.58289786,0.78508693,0.38008424,0.34783562,0.41279794,0.39656683,0.55028028,0.40803733,0.45729813,0.34994406,0.25620204,0.49459439,0.34617133,0.36196256,0.38553745,0.47165942,0.63673739,0.47123942,0.35091529,0.44572425,0.21272453,0.50492258,0.70231542,0.53895269,0.36932565,0.41083718,0.39465755,0.43344701,0.30104532,0.50260596,0.31882764,0.33811772
68,2,0.47466581,0.4021946,0.25235823,0.68780979,0.30419291,0.35692856,0.5594616,0.77507352,0.43961091,0.28640461,0.345451,0.39826479,0.56482725,0.3704875,0.45577928,0.32046508,0.31939455,0.45172875,0.29421754,0.25779471,0.25815575,0.47529674,0.65517099,0.48185704,0.32741967,0.47401914,0.24367658,0.4237379,0.69848194,0.54044097,0.3426324,0.47508886,0.37357347,0.45649703,0.29404166,0.5027338,0.33910714,0.28915709
69,0,0.51088742,0.4664825,0.2246559,0.65656362,0.33295492,0.45400409,0.55407759,0.78615729,0.609881,0.25362625,0.32651503,0.36663892,0.57389646,0.4028543,0.43429945,0.34780246,0.43906737,0.43116217,0.28091661,0.26179321,0.29337198,0.47687742,0.59904586,0.49465348,0.30898734,0.46857524,0.2824992,0.48564005,0.70243042,0.5024621,0.37909742,0.49023671,0.41233007,0.43483736,0.33951318,0.43887305,0.3526941,0.33788929
69,1,0.55930907,0.47998005,0.23886034,0.64081794,0.41989559,0.49091598,0.55555556,0.7958906,0.73813344,0.27220011,0.3273485,0.35647306,0.56643647,0.44098405,0.44019369,0.3817884,0.51280884,0.43076809,0.32247333,0.31832722,0.41698527,0.48971089,0.54206551,0.53432498,0.29239533,0.41863087,0.34161525,0.59079099,0.68964195,0.4697198,0.44604476,0.56189216,0.48611135,0.45564008,0.4157769,0.36470646,0.36466615,0.41931013
69,2,0.602287,0.44788981,0.31080932,0.72704265,0.5501243,0.5521782,0.56083399,0.78657744,0.78005081,0.34807927,0.39751519,0.50502815,0.57688045,0.54044038,0.49421027,0.40979703,0.58873429,0.47025058,0.44141784,0.47775896,0.5986838,0.51195793,0.56682569,0.64625828,0.34606621,0.47410814,0.43128114,0.7091426,0.74824044,0.50372072,0.65284733,0.72382213,0.61424366,0.55398741,0.50551781,0.37167863,0.43395186,0.53463032
70,0,0.58469158,0.42011971,0.42364654,0.83672826,0.60791349,0.58799909,0.53908683,0.73914131,0.68612114,0.48205149,0.45546814,0.61291983,0.57884136,0.60787423,0.53542813,0.38825316,0.59678725,0.53621087,0.55643583,0.56950795,0.67267314,0.52107181,0.61787102,0.76271684,0.40917235,0.59289476,0.49056173,0.76198022,0.78961895,0.54796509,0.72871704,0.78000454,0.66859468,0.62458027,0.57089524,0.45712459,0.49876553,0.61243433
70,1,0.49766468,0.41041283,0.55018352,0.89902794,0.65574246,0.60589439,0.49129058,0.67650001,0.54356866,0.6314302,0.50155009,0.703328,0.57574014,0.66550381,0.56896119,0.33309893,0.57067206,0.61743624,0.70393283,0.6662433,0.71827013,0.50734516,0.65940588,0.78809185,0.47019474,0.72948157,0.53960419,0.75754116,0.76753814,0.58280202,0.73142034,0.741269,0.67589402,0.64737671,0.67126857,0.55774412,0.55988354,0.64930328
70,2,0.43813819,0.43766114,0.64435676,0.89377354,0.69691747,0.63342677,0.47756136,0.63712662,0.46791015,0.72079916,0.5354806,0.7391933,0.5832534,0.70678688,0.59669755,0.30688029,0.57149844,0.6774184,0.81244871,0.74452912,0.72476496,0.5053179,0.71616985,0.7394201,0.53138267,0.8306015,0.57196398,0.71544583,0.77121828,0.64341755,0.68246547,0.65260531,0.67690709,0.58935817,0.72820877,0.67619235,0.59510093,0.65898119
71,0,0.39947657,0.47623542,0.6577996,0.83692968,0.72541432,0.61180392,0.47036685,0.58442871,0.43292552,0.72900187,0.55725191,0.7353592,0.57895859,0.70092425,0.61176061,0.32870385,0.53173961,0.70782214,0.85834228,0.77283846,0.70794422,0.53258902,0.77963133,0.62672421,0.54840312,0.88548543,0.55418438,0.65850703,0.7562524,0.69522278,0.58453357,0.48517734,0.67026582,0.48448758,0.7341223,0.76100895,0.56857143,0.64232849
71,1,0.41955226,0.4609423,0.58709855,0.7797005,0.74465529,0.49596939,0.47909739,0.5458756,0.42496992,0.65122229,0.55332606,0.63043621,0.55245433,0.58330917,0.60644465,0.36897075,0.45174129,0.66830248,0.82621047,0.74581804,0.62088687,0.54862499,0.81354133,0.55560211,0.49861733,0.83757324,0.49243567,0.6397255,0.6772215,0.7009187,0.47446636,0.4232625,0.64430687,0.429993,0.67580079,0.7718163,0.51118012,0.59799741
71,2,0.44859881,0.41843923,0.48568545,0.76592521,0.7671528,0.40718236,0.50863552,0.51195406,0.45716673,0.54823357,0.56244742,0.55544114,0.55832641,0.51694455,0.58260991,0.39658782,0.39833038,0.60472898,0.76270437,0.6986264,0.55689439,0.54224938,0.78353649,0.55708539,0.47687439,0.76518579,0.43895516,0.6701348,0.681768,0.64762517,0.44124381,0.46593058,0.63151788,0.48572053,0.60783245,0.74474383,0.47001553,0.57179624
72,0,0.45377678,0.34616329,0.42399523,0.79948332,0.79469672,0.3396621,0.49825284,0.48993658,0.47315818,0.48977503,0.56317962,0.48700787,0.57656073,0.50026278,0.52161221,0.36032444,0.34414369,0.53096141,0.67861877,0.6591495,0.48784864,0.53858268,0.71566496,0.58124529,0.41907498,0.67040718,0.38300654,0.64774144,0.65156022,0.56924208,0.40842012,0.51167662,0.57676855,0.52494753,0.48663481,0.69969515,0.47824534,0.57386736
72,1,0.45490417,0.34462861,0.48343733,0.8694369,0.79335433,0.34817032,0.52884666,0.51656563,0.51174622,0.54594331,0.5822558,0.47306268,0.59291941,0.37145705,0.33997074,0.19762666,0.35302302,0.49557588,0.64181554,0.65870731,0.48581166,0.51330944,0.63318255,0.58930696,0.37348588,0.63709857,0.38037387,0.52016218,0.67505175,0.49099678,0.41236428,0.61566967,0.42444367,0.57612802,0.40939297,0.65525617,0.50610248,0.65802178
72,2,0.53043163,0.44971608,0.54998165,0.92582538,0.75998508,0.54731419,0.61192927,0.61708981,0.5650488,0.61741249,0.65532793,0.52363999,0.61740947,0.44148242,0.32160524,0.34449417,0.53173117,0.5668823,0.62636828,0.70136419,0.65625196,0.47650135,0.62038516,0.61464845,0.42703019,0.67271379,0.40955254,0.56689464,0.77351836,0.49638953,0.55399956,0.75829993,0.52489393,0.62357468,0.51979392,0.65890451,0.52534161,0.75466382
73,0,0.62162989,0.62645795,0.59994494,0.87687188,0.72458568,0.71644064,0.66270784,0.74128204,0.61203369,0.66219443,0.70546035,0.56273689,0.62407017,0.53553824,0.45908869,0.52569922,0.68841386,0.60421593,0.58944511,0.74670242,0.78324193,0.44192032,0.57904607,0.71049191,0.47538462,0.70641549,0.44207688,0.70726677,0.8100897,0.54235186,0.64086712,0.82666566,0.63257425,0.6639297,0.6280893,0.67118694,0.5546118,0.80476662
73,1,0.72157352,0.82174647,0.6262617,0.82998511,0.68558999,0.86165619,0.71068884,0.85917212,0.67442171,0.68471534,0.75570182,0.63010757,0.64347678,0.62872418,0.63054414,0.68670289,0.83279366,0.65780355,0.57099931,0.78476809,0.90206832,0.47534963,0.58000433,0.83559038,0.57247322,0.76066157,0.4918872,0.86546505,0.83278387,0.70214056,0.75980501,0.86410043,0.74561434,0.72031305,0.80146345,0.67328154,0.59373447,0.828752
73,2,0.83982928,0.88988643,0.66592953,0.73965321,0.68095791,0.89612849,0.78010029,0.86865534,0.74127557,0.72533907,0.76349899,0.67324672,0.68517808,0.66958137,0.73246011,0.75612114,0.86162408,0.72129526,0.54982009,0.79529589,0.947822,0.61464332,0.66576336,0.86399061,0.66922103,0.8089446,0.50587321,0.87595102,0.82458023,0.82178227,0.77265677,0.80170914,0.79716859,0.77902239,0.88255059,0.73043564,0.69296584,0.83530039
74,0,0.85343856,0.81276857,0.71002019,0.72584289,0.72200862,0.8190772,0.75998944,0.77909489,0.72870705,0.77199708,0.69745287,0.64394321,0.74529488,0.63223994,0.77907058,0.73560013,0.78125474,0.75983344,0.57491951,0.76905636,0.93011595,0.6254554,0.71382057,0.84287271,0.69515093,0.81406215,0.4911559,0.81883746,0.7481331,0.82387689,0.72031908,0.70142177,0.77882068,0.75956628,0.84880161,0.8048874,0.75977484,0.83431052
74,1,0.84023192,0.72120933,0.7516058,0.77776513,0.77052536,0.82210774,0.78743732,0.75955825,0.74100816,0.81450499,0.68089266,0.66876629,0.82441333,0.67639543,0.80234097,0.74667572,0.7758327,0.82377872,0.64636071,0.79044125,0.93011595,0.58075567,0.69460387,0.82796447,0.75737098,0.82652229,0.50596462,0.75029419,0.77229165,0.80207625,0.7573676,0.7291235,0.83579531,0.78730325,0.83065781,0.84102665,0.75402174,0.86606259
74,2,0.8786439,0.67807704,0.74636631,0.83011647,0.77514087,0.83657853,0.80950119,0.81447692,0.7374649,0.80951027,0.7019084,0.70671297,0.86124433,0.75790141,0.83529576,0.75361195,0.79648368,0.8482415,0.68531027,0.82836579,0.92643372,0.4804031,0.65490309,0.81979385,0.82749757,0.81680635,0.50098268,0.7059269,0.79383577,0.72997703,0.78454834,0.75920744,0.92804572,0.79914306,0.84603898,0.80031468,0.6721118,0.92081017
75,0,0.89990337,0.66387354,0.72787667,0.85024958,0.75913987,0.81331919,0.7550805,0.90442751,0.70423853,0.79472915,0.72878174,0.70077558,0.86228872,0.79538782,0.87675051,0.75727985,0.77514968,0.81054353,0.67849252,0.83941105,0.89580069,0.4372723,0.60438326,0.85946535,0.82411879,0.75932656,0.50418209,0.76499784,0.76876485,0.69822692,0.79976365,0.76132496,0.92163824,0.78175061,0.88016128,0.74851018,0.60940217,0.9467753
75,1,0.92156547,0.70887815,0.69272344,0.82697259,0.73356811,0.833548,0.72509897,1,0.71540313,0.7559896,0.76636548,0.72832636,0.88549993,0.81626495,0.91095938,0.78922007,0.80030357,0.78184252,0.67817688,0.84175369,0.85568787,0.44907157,0.59083369,0.92340568,0.78820837,0.69621004,0.53677042,0.90242226,0.79782259,0.77087735,0.84496639,0.81305301,0.88847519,0.82171214,0.93578735,0.72973744,0.59979037,0.92042945
75,2,1,0.79335482,0.67454579,0.77226552,0.7074826,0.86703538,0.70614938,0.97493148,0.80431876,0.73826038,0.76525939,0.76697413,0.8796172,0.83982421,0.89528322,0.81596612,0.84897546,0.77187895,0.67666183,0.80190046,0.83962708,0.4678987,0.59520252,0.91469035,0.64815969,0.68237039,0.54120389,0.87818803,0.86958522,0.80153422,0.84577886,0.82923694,0.94891333,0.91124519,0.92944075,0.75173567,0.61832298,0.8280667
76,0,0.98864551,0.827655,0.70799229,0.71922235,0.67736162,0.86862641,0.68825548,0.80231279,0.89885011,0.76974742,0.71238511,0.80795522,0.79874033,0.82200979,0.84811538,0.76054819,0.86145543,0.80913079,0.65090588,0.70017876,0.80366656,0.46915031,0.58699035,0.87496857,0.50182084,0.65644144,0.50468486,0.86512717,0.90308978,0.76959118,0.77398626,0.78877713,0.99783531,0.92838405,0.81759128,0.7862425,0.66975155,0.72572147
76,1,0.91568691,0.75857888,0.71354377,0.59018303,0.67380676,0.80725813,0.75835313,0.51328452,0.99572135,0.77736539,0.63637638,0.72500712,0.7562504,0.7702066,0.78004598,0.63998721,0.79556455,0.75834635,0.60051764,0.49867344,0.73900815,0.48862381,0.57945822,0.65654907,0.44591042,0.54343247,0.474199,0.70272286,0.96342866,0.60750574,0.71843563,0.75875369,0.93124946,0.87179958,0.50671246,0.78126659,0.73937888,0.5700297
