,,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
74,1,0.82104052,0.76172585,0.65839988,0.81021726,0.82517429,0.64862324,0.94045119,0.8527001,0.75739822,0.72434133,0.76375204,0.96682223,0.97836505,0.71207103,0.84419679,0.80173147,0.84044165,0.78759892,0.83903412,0.84536036,0.94637343,0.78891611,0.79666927,0.9057873,0.80098274,0.91400219,0.81044419,0.73074283,0.91014601,0.78413734,0.78241634,0.60815827,0.85521089,0.49140356,0.83002951,0.93690554,0.63112576,0.87258234,0.81833561,0.86052701,0.88804235,0.63233894,0.85583872,0.66249579,0.89090119,0.80384615,0.74681203,0.59140195,0.87580341,0.76922622,0.82123776,0.84659767,0.63593461,0.82821045,0.74274221
74,2,0.78967439,0.72179619,0.59431761,0.78925426,0.75582625,0.58920976,0.91843371,0.82322362,0.74896873,0.61703306,0.7213593,0.95880123,0.93643411,0.65793108,0.81675166,0.78719951,0.7854514,0.75680249,0.81933801,0.8108154,0.9061535,0.74031649,0.76817171,0.88755652,0.72015895,0.89834244,0.76538144,0.72442675,0.90063647,0.76015891,0.66950022,0.55166187,0.7985631,0.47413587,0.68679049,0.85950773,0.52553631,0.82333313,0.70621074,0.82501537,0.87216296,0.59927758,0.77953595,0.5606722,0.82219646,0.6870744,0.70023125,0.56006162,0.82527857,0.68250872,0.77893645,0.79444108,0.59628329,0.78150732,0.6437412
75,0,0.77301363,0.66044776,0.50907002,0.73546682,0.72165786,0.53119916,0.91037193,0.77612542,0.75399055,0.49297701,0.66188223,0.94115502,0.88731501,0.6598337,0.80301202,0.7906779,0.74027567,0.73546052,0.8387681,0.75045994,0.85177374,0.75773025,0.74616726,0.83893741,0.65179457,0.88644667,0.72656044,0.72827132,0.91119431,0.74895006,0.42790091,0.43504317,0.77902967,0.50101751,0.67982121,0.81746896,0.50044283,0.80430081,0.54025646,0.79580149,0.85820836,0.55781914,0.74158996,0.48191561,0.75538491,0.5973203,0.65453584,0.58328076,0.78748991,0.55415263,0.73439522,0.74689606,0.60701833,0.71959268,0.60964801
75,1,0.78807291,0.60430606,0.48865515,0.61603053,0.6894507,0.48539661,0.90806856,0.74341249,0.75590363,0.44749119,0.60701373,0.90272714,0.85532065,0.71855401,0.82697386,0.79655252,0.69331024,0.71464893,0.87025119,0.64194874,0.79596294,0.81506985,0.73865208,0.76734418,0.60682789,0.86700281,0.67465324,0.73747082,0.94204418,0.73392925,0.36996089,0.37796403,0.77303694,0.54456831,0.69415032,0.77942351,0.52268254,0.79781252,0.45157834,0.77048748,0.84192798,0.50993541,0.72649677,0.40594209,0.6978074,0.51498108,0.60083911,0.66282738,0.73676051,0.51020275,0.7074747,0.6981512,0.64014305,0.68904394,0.58264164
75,2,0.79934525,0.540959,0.47993105,0.42994128,0.64879338,0.42257294,0.89980354,0.72699184,0.75644168,0.41822453,0.54242377,0.85897623,0.83572939,0.7654147,0.83406566,0.78318003,0.63699213,0.68079643,0.88925155,0.55347861,0.7456805,0.8776402,0.73720916,0.67089281,0.59012135,0.84101728,0.62221764,0.74975971,0.9582179,0.70497541,0.34813559,0.34407194,0.75853267,0.57766722,0.70341087,0.73150367,0.56716198,0.77952172,0.41151925,0.75125165,0.82436442,0.45807411,0.71458349,0.38134889,0.65792524,0.45716267,0.55510406,0.69975057,0.70610971,0.4826033,0.68186494,0.65648019,0.67379782,0.66892954,0.56571907
76,0,0.79385949,0.48396809,0.4263904,0.34703464,0.59990041,0.3745019,0.88422194,0.70377739,0.74986549,0.37908206,0.48082861,0.78926644,0.80514447,0.79973222,0.79545351,0.73579655,0.56240167,0.63791884,0.87889702,0.45872109,0.69741659,0.89949017,0.71959358,0.5675481,0.57434627,0.81098598,0.5699389,0.75181931,0.9426432,0.66549376,0.34690135,0.28127338,0.70322035,0.59663325,0.693456,0.67599651,0.57306633,0.73336217,0.38336961,0.71864734,0.7997594,0.40612783,0.70631419,0.37062619,0.60295567,0.41163934,0.49585068,0.70315457,0.68047586,0.46419578,0.64904596,0.52192058,0.68478191,0.61663838,0.52709353
76,1,0.67469474,0.37455824,0.3157796,0.19575455,0.51464797,0.27961346,0.79662624,0.59688274,0.71614755,0.2822873,0.37394678,0.6425113,0.73234672,0.78422944,0.61328659,0.64800186,0.45551707,0.577934,0.78667826,0.41270876,0.58428862,0.80335033,0.649011,0.42512634,0.46116049,0.71936234,0.49292437,0.68635178,0.79700487,0.61087779,0.30339852,0.2114964,0.53917674,0.58653299,0.611682,0.57195237,0.51230073,0.62133103,0.36538136,0.63389548,0.72588018,0.30662927,0.65965006,0.32770172,0.52685212,0.33660782,0.38262306,0.63085614,0.64275179,0.43497074,0.58168243,0.33046763,0.62265151,0.49920171,0.4141066
76,2,0.46780216,0.25808029,0.29043984,0.16785672,0.42581016,0.18474741,0.66290224,0.43444577,0.66108687,0.22017956,0.25813484,0.48353507,0.61579281,0.73222465,0.37999727,0.56512329,0.40137836,0.53995622,0.61524531,0.42396178,0.43607743,0.52929219,0.50598208,0.3313237,0.3021193,0.65962179,0.36896466,0.60875326,0.48629727,0.56908816,0.24113864,0.18988489,0.38017074,0.50671106,0.39919285,0.46416177,0.45600768,0.45664586,0.33092738,0.5440404,0.61846179,0.23290838,0.54991251,0.30561104,0.42628224,0.25421816,0.29354476,0.46141149,0.54257415,0.38016197,0.49839058,0.16597458,0.44686762,0.38476334,0.35949045
77,0,0.35324721,0.21144279,0.32124389,0.1748855,0.41489313,0.1586001,0.59880767,0.25549647,0.61499372,0.21402081,0.21107146,0.38944874,0.50246653,0.66829681,0.28179355,0.5438587,0.40575161,0.48706011,0.53039341,0.44293114,0.35523085,0.37632258,0.42031504,0.30676478,0.19818834,0.59601663,0.34173547,0.53160785,0.30398353,0.51402762,0.23242938,0.20805755,0.31855295,0.46671405,0.31195973,0.46393669,0.37440957,0.33480195,0.33129955,0.45871761,0.58865988,0.18482917,0.4750019,0.31899338,0.37677002,0.21172762,0.25343244,0.39842271,0.51523927,0.36075545,0.43475195,0.14748659,0.38825596,0.32974417,0.36742876
77,1,0.28163157,0.22239664,0.3566445,0.21361127,0.4499119,0.15101112,0.49630784,0.20872834,0.56460812,0.23405773,0.2223136,0.35145107,0.39930233,0.61566486,0.23688644,0.5220453,0.45478098,0.41562553,0.47742365,0.53639368,0.32471944,0.26970801,0.38546263,0.2880907,0.17117587,0.52651389,0.30971764,0.47058904,0.24710595,0.43989784,0.2525163,0.24951799,0.32633759,0.39940895,0.29696233,0.50447252,0.32995473,0.29543348,0.37459541,0.39314888,0.51577512,0.1691144,0.40395588,0.36419594,0.36912006,0.20427491,0.21162868,0.37347957,0.41544921,0.34808772,0.37494608,0.18764476,0.35623603,0.32027783,0.38500168
77,2,0.27694213,0.26415337,0.37546464,0.24631826,0.48096223,0.15903291,0.5022424,0.22090401,0.54450888,0.30010069,0.26199084,0.35363862,0.33715997,0.59661757,0.23862808,0.52570148,0.50743307,0.3665937,0.48700056,0.6028847,0.32947202,0.23985301,0.41844526,0.27984529,0.21627072,0.49148073,0.32267999,0.44339558,0.27481093,0.38916005,0.29908735,0.29828058,0.35862564,0.36862188,0.36009373,0.54024541,0.29989667,0.31421862,0.41969572,0.36563022,0.47980592,0.18264491,0.37370103,0.40359668,0.37540809,0.2184174,0.2089924,0.38691952,0.37866179,0.3637347,0.35817156,0.22446424,0.35762181,0.33120875,0.40595374
78,0,0.29373562,0.30511237,0.39494143,0.27267176,0.52053168,0.17630774,0.54638575,0.25343357,0.55575417,0.36439839,0.30253705,0.37515677,0.3272234,0.59034599,0.25070576,0.54315529,0.57377499,0.35556491,0.52614723,0.70096454,0.36736462,0.26137191,0.46941021,0.28770281,0.32200479,0.48014855,0.34273448,0.41590004,0.31974541,0.37823496,0.34883094,0.33917266,0.38547037,0.35552147,0.40848811,0.58391055,0.29341173,0.34540567,0.48996831,0.3629776,0.47529072,0.2054564,0.36461012,0.43614072,0.3917705,0.23788777,0.22641559,0.42293302,0.37603488,0.39919607,0.36499087,0.26466415,0.37673542,0.34665284,0.42909152
78,1,0.3255707,0.39801853,0.40462706,0.29124486,0.55173523,0.2215954,0.61442992,0.31061703,0.58722425,0.49192818,0.39658624,0.40698556,0.3615081,0.59467973,0.26924916,0.57724356,0.61213827,0.36402593,0.57787896,0.79026525,0.42961512,0.29495464,0.53127518,0.31629577,0.408725,0.49265823,0.382571,0.39459701,0.40952452,0.38790201,0.43085615,0.40021583,0.42164652,0.34230884,0.44381184,0.61775938,0.30068884,0.39515541,0.57070679,0.3802108,0.48914909,0.25749618,0.37523773,0.47990686,0.42434077,0.25793821,0.25252065,0.4821143,0.42800237,0.4488148,0.39514684,0.28755504,0.41462418,0.37019297,0.46576601
78,2,0.3517696,0.46420484,0.4008044,0.30078097,0.56655175,0.27221103,0.66572048,0.36006235,0.62288516,0.56515355,0.46206843,0.44208838,0.41821705,0.60410119,0.30903379,0.59929659,0.65302013,0.38263176,0.61974728,0.85159418,0.49998494,0.36544395,0.58483136,0.35785531,0.45998975,0.52534646,0.45407034,0.382569,0.47414452,0.40889141,0.50116471,0.43301439,0.44375792,0.35649409,0.47183649,0.63270892,0.30632749,0.44197615,0.64977613,0.40067633,0.5089101,0.28300187,0.41555725,0.49961284,0.46034,0.27600883,0.27639247,0.52365931,0.51376433,0.50206892,0.44216857,0.28817061,0.45925666,0.38390848,0.505471
79,0,0.36749248,0.52885572,0.38631114,0.303899,0.55567303,0.33646743,0.68511618,0.3913175,0.637293,0.61404598,0.52564202,0.45786058,0.44725863,0.60796279,0.35440761,0.59285769,0.66945226,0.39587473,0.63682407,0.88567473,0.55055359,0.39640469,0.61161546,0.38721296,0.4873355,0.55686724,0.50085865,0.37423452,0.52461999,0.42624858,0.56033029,0.44576259,0.45555743,0.38912165,0.52710467,0.62076527,0.30023617,0.48357536,0.7034251,0.41277997,0.52105221,0.29643889,0.44250285,0.49581977,0.48083647,0.26994325,0.27946482,0.54784682,0.57830651,0.53129396,0.49157956,0.28331907,0.49325627,0.38163932,0.52988937
79,1,0.37109361,0.56066221,0.36905055,0.30578391,0.50756914,0.3625028,0.69040038,0.40705969,0.63430382,0.6483806,0.55708744,0.45885956,0.46451727,0.60183215,0.38184136,0.56064775,0.66861514,0.39547062,0.63270067,0.90184871,0.57801461,0.40701185,0.61390008,0.40576514,0.49909417,0.56898443,0.52239102,0.36363449,0.56112317,0.42862278,0.58398957,0.44317266,0.456876,0.39221906,0.56491928,0.56928774,0.28875221,0.49031082,0.71295492,0.42492754,0.5200016,0.29738229,0.45557246,0.46959376,0.48145465,0.26076923,0.25283779,0.54937275,0.61710718,0.53802093,0.50686909,0.27415855,0.51665496,0.3527123,0.52882333
79,2,0.35200849,0.5556013,0.34705268,0.31513799,0.43591512,0.38724722,0.66869453,0.40577611,0.60465116,0.66507803,0.55053146,0.44550095,0.47139535,0.58733,0.40091977,0.52773441,0.63885401,0.37885166,0.61651404,0.89470394,0.5736085,0.40813083,0.58625023,0.41234817,0.49457358,0.5539084,0.51807299,0.3489702,0.56677649,0.41286417,0.57767058,0.42114388,0.44764601,0.37430795,0.57730429,0.49746606,0.28052549,0.47929309,0.69897033,0.42915239,0.50378539,0.28071562,0.45412704,0.43235327,0.4685212,0.25571879,0.20940866,0.53608686,0.62663509,0.51776911,0.51281732,0.26347474,0.52778594,0.31680181,0.50198458
80,0,0.29115201,0.45609024,0.32199435,0.33330593,0.33104267,0.41589434,0.61564935,0.36847896,0.53121899,0.61506964,0.45490729,0.41053668,0.46,0.56822634,0.37576268,0.46411842,0.56274085,0.3256693,0.59056633,0.86825042,0.52572117,0.39706019,0.52107257,0.39743107,0.44417194,0.47293258,0.46163309,0.33709323,0.54034444,0.35801173,0.54063451,0.35535971,0.41037951,0.32176418,0.47672279,0.37935816,0.28408778,0.42260397,0.61629205,0.430426,0.43631406,0.24672786,0.43092431,0.35324318,0.43016517,0.25931274,0.16087215,0.48001614,0.5935081,0.44553408,0.50229799,0.24324437,0.5110735,0.25711861,0.45027824
80,1,0.2590515,0.4110911,0.30861505,0.35586612,0.2709109,0.4457727,0.49998645,0.33299716,0.43911042,0.51822453,0.40933354,0.35525011,0.43634249,0.55072229,0.34243238,0.37519518,0.46680378,0.27764775,0.55741546,0.85248727,0.47998042,0.39372972,0.42212469,0.35743417,0.33065288,0.39413061,0.39201618,0.33442949,0.48686634,0.30753878,0.45554976,0.32025899,0.36830361,0.25442167,0.41852977,0.31251724,0.2922899,0.34104307,0.5369182,0.4311726,0.37032641,0.20839708,0.40785089,0.27105263,0.38015068,0.2775662,0.11846052,0.40171668,0.54892609,0.35744517,0.48846856,0.22387997,0.44322115,0.21858068,0.38303721
80,2,0.24832773,0.40410019,0.31039739,0.37951262,0.27068873,0.47666592,0.3531739,0.32425048,0.34545346,0.34417688,0.40407324,0.3057897,0.39247357,0.52657318,0.29096849,0.29659117,0.3616728,0.22911265,0.5242032,0.83876038,0.45218046,0.38990929,0.33224313,0.30666504,0.22961032,0.3556354,0.31370542,0.33661266,0.43872707,0.26027242,0.32600608,0.30448921,0.30589975,0.20981595,0.38482902,0.30813911,0.31120842,0.22503244,0.42901127,0.43395696,0.31566284,0.19838518,0.3935717,0.21015599,0.34254805,0.30055485,0.10396432,0.35400191,0.48249987,0.25029852,0.46713954,0.20846984,0.30141133,0.19387768,0.32087831
81,0,0.25678641,0.43188369,0.32392913,0.42573106,0.3542021,0.49810462,0.27920195,0.32779866,0.27248162,0.25826481,0.43225231,0.28946332,0.36363636,0.50847016,0.22809853,0.28757826,0.34596955,0.20851153,0.52035606,0.80313477,0.45078708,0.39672251,0.32067577,0.25782428,0.19053153,0.40698248,0.33560106,0.35862282,0.40676151,0.23843171,0.27933073,0.31130935,0.26400135,0.28487955,0.42895331,0.39398098,0.35349341,0.12477909,0.37871184,0.4514361,0.26656508,0.26102329,0.39722328,0.23176411,0.32230271,0.33672131,0.11182689,0.3624459,0.42678581,0.2146007,0.46583707,0.23289443,0.30959193,0.22952417,0.32053637
81,1,0.29075385,0.48825699,0.36461814,0.4931239,0.47065043,0.51909559,0.29056974,0.33803062,0.30529085,0.29842255,0.48630615,0.3114117,0.36119098,0.49718836,0.2054913,0.39834583,0.40290106,0.23057754,0.53724868,0.78176297,0.49887776,0.42554459,0.38403776,0.24721828,0.26945821,0.44276038,0.38964663,0.39826308,0.41818794,0.25767121,0.3531508,0.34658993,0.29071084,0.34552596,0.49257073,0.52441008,0.45794135,0.14320583,0.39738804,0.49493193,0.27127276,0.31692164,0.42514264,0.31904949,0.33436685,0.38960908,0.12463165,0.42374734,0.41155192,0.25755749,0.48418782,0.30379985,0.36152372,0.27077126,0.39296011
81,2,0.31033445,0.53822268,0.39522285,0.54005285,0.53416073,0.54692933,0.31789852,0.35719263,0.35729061,0.35703977,0.53552642,0.3280735,0.4121494,0.50425622,0.21410846,0.4685012,0.44502418,0.2842061,0.56171279,0.77696704,0.53646155,0.47502483,0.43307281,0.27461433,0.36741583,0.46351258,0.47323316,0.44832487,0.45096219,0.30925085,0.43854846,0.38201439,0.32838306,0.40588059,0.56469363,0.59425688,0.53463885,0.17062967,0.42657524,0.54391744,0.3059668,0.35915349,0.47915557,0.39064639,0.37781319,0.42221311,0.13678229,0.47904042,0.4290682,0.31518591,0.51014601,0.36237297,0.42037167,0.30132629,0.46593362
82,0,0.34615997,0.59516212,0.42662492,0.59189665,0.58856202,0.58041937,0.34877041,0.38398276,0.39502003,0.42236953,0.59306385,0.33391425,0.44945032,0.52005496,0.26369411,0.49573317,0.47100382,0.32578717,0.5737351,0.78345986,0.57076147,0.51787724,0.46553238,0.3051024,0.4102632,0.54019102,0.53162979,0.47910888,0.48456009,0.34909194,0.50078227,0.44777698,0.3705942,0.47112824,0.61540531,0.65174617,0.59166503,0.21674597,0.43752608,0.56162495,0.34674793,0.39052354,0.52936478,0.44282909,0.41631411,0.4663367,0.14953419,0.51148118,0.45911611,0.38101909,0.53295172,0.42121737,0.46376525,0.32645672,0.51890044
82,1,0.3821713,0.62892434,0.45296139,0.64280681,0.62759519,0.62542348,0.396904,0.426946,0.43450111,0.48352072,0.62542478,0.33871956,0.50949965,0.54304841,0.30623349,0.51599289,0.4827524,0.36616434,0.59054586,0.79039028,0.59032914,0.54386546,0.48603379,0.33785132,0.45530679,0.60484285,0.57568527,0.49890842,0.54324223,0.38917896,0.57911343,0.49228777,0.42261009,0.52724824,0.66537927,0.69858419,0.63491439,0.29628623,0.44253347,0.58336408,0.41830139,0.42788543,0.57068847,0.49992706,0.4621559,0.5067087,0.1682524,0.52523659,0.4836303,0.45236153,0.55238095,0.47855936,0.51864104,0.3553146,0.5718002
82,2,0.39661122,0.63427689,0.46751328,0.67850851,0.64712327,0.64735468,0.41858275,0.45366279,0.46253363,0.53176708,0.62924199,0.35301152,0.54950669,0.56139807,0.33817503,0.52003556,0.47394097,0.39958747,0.59115977,0.79220327,0.58768547,0.54542806,0.48842662,0.36430535,0.47198769,0.64772601,0.63081242,0.50557463,0.56785474,0.41918275,0.615402,0.51765468,0.45925112,0.57563968,0.69139038,0.71901547,0.65257823,0.33266391,0.43742458,0.59812912,0.4679846,0.45010199,0.59168505,0.53359892,0.49205061,0.53936318,0.18594648,0.52637371,0.49293212,0.52461429,0.55648747,0.50558187,0.55304936,0.37610158,0.61396581
83,0,0.39791187,0.60913536,0.48001313,0.70963006,0.65100743,0.65336915,0.42923244,0.45215916,0.49296347,0.56607652,0.60620684,0.3749526,0.59485553,0.57962089,0.36102131,0.50939167,0.45566862,0.43467756,0.58555277,0.79384657,0.56081946,0.53775409,0.4815848,0.37147575,0.4661169,0.6884454,0.65575462,0.50377592,0.57433171,0.44411653,0.64210343,0.53595683,0.50173274,0.60701781,0.70089394,0.72475859,0.6689628,0.36500649,0.42858271,0.61134827,0.50951159,0.46395546,0.60664892,0.56273146,0.51722206,0.57337957,0.20927651,0.51344729,0.48386715,0.57221138,0.54510536,0.53028817,0.57794878,0.3950594,0.64372109
83,1,0.39328437,0.57332304,0.49207913,0.726835,0.64612733,0.64910828,0.43589188,0.43230036,0.52553955,0.5785115,0.57154938,0.40100627,0.63355884,0.61209922,0.37331527,0.4852516,0.41405066,0.4722849,0.57283471,0.79675806,0.51675077,0.53080183,0.46502134,0.37928894,0.43110579,0.71194509,0.68046565,0.50175065,0.57240734,0.48148884,0.64843112,0.54613669,0.56655397,0.61841987,0.70051206,0.72019168,0.68160795,0.40252116,0.41608679,0.62430391,0.54599407,0.47848037,0.61685051,0.59381663,0.54660485,0.58959016,0.24671292,0.49393295,0.45590784,0.62333747,0.51453459,0.55788452,0.58884986,0.41015777,0.66286959
83,2,0.39039993,0.5580374,0.49810626,0.74497945,0.6582165,0.64317588,0.44298489,0.4297332,0.55365577,0.57839403,0.55577624,0.41849934,0.66942918,0.63418364,0.38869411,0.47114478,0.38517717,0.48948476,0.566225,0.80137537,0.49477292,0.52851089,0.46077677,0.40036794,0.38449838,0.73066433,0.6988111,0.50780585,0.57631599,0.5062902,0.64125163,0.55407194,0.5990956,0.62612599,0.70195279,0.73302839,0.68839795,0.44255082,0.40994034,0.63828722,0.58351111,0.49762026,0.62583492,0.62024464,0.5856177,0.59838588,0.28627023,0.47672951,0.4199171,0.67500148,0.48066202,0.5798051,0.59661536,0.4175121,0.67757291
84,0,0.3982481,0.56245497,0.50826093,0.76570757,0.70822799,0.64424297,0.47064562,0.46114422,0.59238357,0.57138782,0.56091241,0.44557387,0.70761099,0.67500529,0.41921273,0.46499188,0.39253807,0.5196161,0.57807336,0.80546575,0.49226482,0.53622459,0.48240847,0.46211987,0.34744488,0.7613498,0.71837021,0.53620761,0.60858854,0.54166667,0.62379835,0.56974101,0.64126447,0.64405955,0.72006596,0.7905322,0.69794332,0.49985788,0.42481589,0.66435661,0.64079718,0.52368689,0.63845569,0.66580631,0.66057181,0.61177806,0.36906508,0.46400851,0.39370189,0.74197553,0.47030861,0.60365586,0.60476403,0.42612986,0.69782099
84,1,0.4165192,0.5778607,0.51160282,0.77469172,0.73308818,0.65345123,0.50540614,0.50882919,0.62832546,0.56487666,0.57616572,0.47078897,0.74305849,0.68629413,0.44817184,0.4767334,0.42621058,0.55218892,0.60987364,0.80742163,0.50933946,0.55917367,0.52734323,0.51315498,0.35914374,0.79053571,0.73546896,0.57647261,0.64330213,0.5719353,0.615289,0.58292806,0.66616516,0.65618734,0.73978476,0.81601684,0.71019484,0.53888031,0.4433342,0.67819939,0.67609271,0.54567398,0.64720426,0.70295141,0.70955279,0.62107818,0.41887678,0.47021495,0.38964311,0.78672341,0.47747636,0.62811176,0.60952168,0.43009617,0.71873952
84,2,0.45092019,0.60378281,0.51865011,0.79442161,0.76282081,0.66903216,0.53234198,0.54147795,0.65702158,0.55474912,0.60210257,0.49029459,0.77082452,0.71672187,0.47101812,0.50017005,0.47063578,0.59945277,0.64264593,0.81100295,0.5408752,0.59286235,0.55804726,0.55524648,0.39861562,0.80067027,0.75554822,0.61625017,0.67942344,0.62418653,0.61995654,0.60746763,0.69118418,0.66446207,0.77050859,0.84651129,0.72785869,0.56268924,0.48938186,0.70510321,0.69561312,0.56744008,0.66222138,0.73998429,0.75901671,0.63404792,0.47231582,0.48838677,0.39836357,0.8412248,0.50258006,0.65577072,0.61927965,0.4429191,0.74622863
85,0,0.50133605,0.63866015,0.53451531,0.8230182,0.77874818,0.68633684,0.58071269,0.5733749,0.69857117,0.5425323,0.63751261,0.49933644,0.79372798,0.73962371,0.48982333,0.5494937,0.51478675,0.65292979,0.69088863,0.82787354,0.57951344,0.62849103,0.58367703,0.58305258,0.48728422,0.79953303,0.7800033,0.66355211,0.70968177,0.67694854,0.649309,0.63453957,0.71672724,0.66796349,0.8153706,0.86241197,0.74916355,0.60973861,0.56516934,0.73882301,0.71351351,0.59604793,0.67895778,0.77791494,0.80289771,0.64918033,0.52711596,0.52530262,0.42114443,0.88071171,0.53939771,0.69194333,0.62534645,0.4719907,0.76862219
85,1,0.55153955,0.68046835,0.54897339,0.8601879,0.78250211,0.69677636,0.62134002,0.58779683,0.73073474,0.53861386,0.68097603,0.49784891,0.81205074,0.74977098,0.51208906,0.60770658,0.55228404,0.6896784,0.75171638,0.85359471,0.60519696,0.67470039,0.6058438,0.60751175,0.56461289,0.78723468,0.79502147,0.70547851,0.73295395,0.71642073,0.70968275,0.66690647,0.73145972,0.67229538,0.84914945,0.86400929,0.7652529,0.68701724,0.65962174,0.7688274,0.74119817,0.63714091,0.70639026,0.80900011,0.83697479,0.66948298,0.57451602,0.56156555,0.45653227,0.92185376,0.59342957,0.73592012,0.63078102,0.51713496,0.7851827
85,2,0.60165457,0.71885401,0.56781698,0.8846741,0.78824791,0.70982762,0.66210961,0.6032823,0.7541699,0.55292834,0.71810071,0.50040105,0.8243129,0.75350574,0.54274429,0.65764088,0.59697626,0.72761408,0.81023175,0.88178083,0.63009716,0.72621334,0.61642518,0.6322369,0.62367971,0.77420166,0.82148283,0.72305369,0.75492325,0.75263905,0.76046936,0.70576259,0.73392782,0.68669759,0.89854192,0.86822043,0.77902972,0.73262065,0.72490949,0.77887571,0.76103136,0.67064423,0.73478129,0.83178094,0.87538878,0.6870744,0.61815659,0.58723498,0.5072186,0.95803038,0.66012942,0.78615696,0.63918513,0.56067635,0.80643647
86,0,0.65885684,0.76441071,0.5873993,0.91879037,0.80050563,0.73102754,0.70611747,0.65157238,0.7796975,0.59260782,0.76371324,0.51211171,0.83276956,0.74850257,0.59534651,0.71230579,0.63569315,0.78019869,0.86819461,0.91560239,0.65367176,0.77911673,0.62394036,0.66811109,0.68172107,0.77227942,0.85229524,0.73190993,0.79123924,0.80484298,0.81623642,0.74417266,0.72752937,0.70124944,0.92666204,0.88078124,0.79029719,0.76846073,0.78152455,0.77896355,0.78201139,0.70255822,0.76896158,0.84760408,0.91489423,0.70977301,0.67446316,0.61041009,0.57539969,0.9843944,0.72243239,0.85460009,0.65623603,0.60974291,0.82413678
86,1,0.71620952,0.80442615,0.61277424,0.95061656,0.81467862,0.76964406,0.76058533,0.69870725,0.80749686,0.63415003,0.81030336,0.52562345,0.83629316,0.73659362,0.66457973,0.76799103,0.66818215,0.8186816,0.91285619,0.94552112,0.67783385,0.82182348,0.62832923,0.69712519,0.72896941,0.78466834,0.8821004,0.73232185,0.83743916,0.84280174,0.86496306,0.79568345,0.71041332,0.7153898,0.95078979,0.89726276,0.8039756,0.77315702,0.82485423,0.77483531,0.80271072,0.72533571,0.79901103,0.85332735,0.94674008,0.73272383,0.71668318,0.64249872,0.64693976,0.99858131,0.78708313,0.89604157,0.68682547,0.67364385,0.8414348
86,2,0.75544151,0.833848,0.63164128,0.96482678,0.81781966,0.81076039,0.7981844,0.72840378,0.82351886,0.66110086,0.83575142,0.53006417,0.83551797,0.73004017,0.70750615,0.80505527,0.68824421,0.84467082,0.92517522,0.97276056,0.6948407,0.85625372,0.62676607,0.70899459,0.75319603,0.79444059,0.89159511,0.72751613,0.86664171,0.86643965,0.88205128,0.83460432,0.6953681,0.71600329,0.96519701,0.90067523,0.81976973,0.75807947,0.83968467,0.77424682,0.81514155,0.73442121,0.81901864,0.85226125,0.95440935,0.7481715,0.73987446,0.66505025,0.69760456,0.99479813,0.82867098,0.92258415,0.71505205,0.72009554,0.85792826
87,0,0.78784286,0.85742838,0.65590225,0.97574868,0.80640466,0.84568316,0.8259603,0.75039883,0.83170921,0.68379762,0.85747537,0.52754849,0.83079634,0.73595941,0.73969811,0.83867976,0.70692791,0.88280855,0.92778431,0.99160489,0.70991941,0.88783685,0.62369987,0.71333895,0.77775594,0.79249821,0.89109974,0.7132363,0.89232497,0.90227015,0.88013907,0.89086331,0.66582706,0.70502768,0.97187988,0.89087345,0.83477662,0.73336217,0.84596646,0.77764603,0.83053974,0.73870474,0.83027767,0.84597688,0.94349464,0.77263556,0.75837463,0.69235566,0.74211121,0.97877874,0.86568774,0.93653361,0.74461971,0.76239864,0.8709353
87,1,0.82155371,0.87570767,0.68091369,0.96793893,0.78418754,0.88030744,0.84303231,0.75133401,0.83726909,0.70894445,0.87617348,0.51491906,0.82198732,0.75879078,0.76367134,0.87168586,0.72988381,0.92658697,0.92263774,1,0.71955261,0.91226909,0.62472194,0.70655643,0.79870108,0.78989161,0.8876321,0.70019223,0.89936353,0.93819523,0.85507171,0.9394964,0.61731046,0.67798145,0.95643118,0.86604226,0.84235387,0.74158067,0.84566196,0.78683355,0.85708557,0.7390957,0.83788513,0.84036584,0.9132039,0.79722573,0.77476049,0.72294769,0.77082414,0.95040492,0.88792102,0.93860985,0.76607702,0.81010749,0.88709353
