,,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
87,2,0.84086887,0.88814548,0.70427176,0.94973576,0.76970811,0.90232072,0.84736806,0.75554231,0.85185628,0.72908206,0.88874234,0.51439405,0.81733615,0.7828201,0.79006921,0.88552215,0.76178105,0.95310658,0.92135878,0.99848174,0.73678542,0.93484738,0.63337943,0.68687384,0.82511536,0.80056963,0.88845773,0.69387615,0.90887308,0.9604616,0.83322903,0.9705036,0.61491843,0.65450397,0.94159,0.85152109,0.84771698,0.76018044,0.85128963,0.79988581,0.89453846,0.74047255,0.8475466,0.84721131,0.9016034,0.82168979,0.79121242,0.74352579,0.78826506,0.92161731,0.91090095,0.93357052,0.78721502,0.83506191,0.90325176
88,0,0.8748894,0.90126951,0.73785486,0.91773341,0.76527235,0.93082606,0.86010433,0.77905932,0.88210677,0.74641718,0.90216464,0.54658743,0.82938689,0.81255725,0.84115745,0.8902373,0.80435881,0.98181512,0.92850054,0.97517192,0.77871507,0.9542475,0.65616545,0.67983642,0.87130405,0.83124503,0.89630119,0.69476864,0.93732684,0.98136587,0.81714037,0.99510791,0.67296932,0.63927877,0.92310363,0.84847165,0.85558945,0.79113885,0.87307853,0.83282389,0.93568049,0.75124936,0.86108787,0.86982381,0.91028687,0.8518285,0.80521969,0.78776319,0.81253163,0.91434652,0.93172391,0.92788431,0.80777827,0.85945063,0.92175662
88,1,0.9127588,0.91370733,0.76721661,0.89095713,0.76583927,0.95477949,0.88103787,0.81811681,0.92867818,0.76522907,0.91597486,0.60706577,0.85285412,0.84109647,0.88924051,0.88923243,0.82636934,0.9945277,0.93899831,0.94212736,0.82963019,0.97219096,0.69193771,0.69921979,0.90369168,0.85988748,0.90331902,0.70046684,0.960614,0.99214907,0.82073012,1,0.74372411,0.64055065,0.92666204,0.85021419,0.86449518,0.82864735,0.89913047,0.86117699,0.96559467,0.76805201,0.87059719,0.89512962,0.93343958,0.88284994,0.80839115,0.8383831,0.85257038,0.91736123,0.95014103,0.92727918,0.82246631,0.87258784,0.9339591
88,2,0.95514068,0.93532338,0.80810497,0.8899589,0.77200644,0.98059846,0.91707879,0.86441735,0.97411371,0.78529116,0.93684537,0.67991833,0.88245243,0.87520259,0.91959976,0.88459457,0.84902937,1,0.95081598,0.92364026,0.88883031,0.98596305,0.73438345,0.73933859,0.93445565,0.89131769,0.90942867,0.70678292,0.98113066,1,0.83607127,0.99467626,0.81756403,0.6713452,0.96172539,0.85653089,0.87231844,0.87505407,0.92619743,0.88397014,0.98869196,0.78742988,0.88695321,0.91959376,0.95882353,0.93007566,0.80132144,0.89714621,0.89618345,0.92191287,0.97419944,0.93308015,0.83977265,0.88629078,0.94052967
89,0,0.98681649,0.95882656,0.83730256,0.88825602,0.78985674,1,0.97676309,0.90496929,1,0.80969122,0.95779347,0.78853726,0.91106413,0.90317807,0.9561743,0.88729999,0.85862741,0.99225459,0.95862281,0.92810574,0.96083453,0.99920546,0.79342271,0.8004699,0.97863613,0.91863168,0.92445509,0.71303034,1,0.99527053,0.88257279,0.9847482,0.91285606,0.71681131,0.98975872,0.87453714,0.87925605,0.94957672,0.95667031,0.90628019,1,0.79487506,0.93008749,0.94226237,0.98483531,0.97326608,0.80323753,0.96478615,0.93026861,0.93586333,0.99228472,0.94613234,0.86225174,0.91847382,0.94435132
89,1,1,0.96869103,0.84977897,0.88590722,0.8166705,0.97985225,1,0.89865224,0.99007593,0.82056553,0.96337963,0.88843518,0.92706131,0.91917412,0.98422275,0.90190925,0.8544418,0.96725038,0.95611603,0.9267661,1,1,0.84398485,0.84224,1,0.92675342,0.96540621,0.70767541,0.99610633,0.97048808,0.9289874,0.97266187,0.97743217,0.75834206,1,0.90575764,0.88447156,1,0.96267016,0.91418533,0.9853236,0.79404216,0.96401674,0.95578498,1,1,0.81717872,1,0.9477203,0.97304487,1,0.9550216,0.87151159,0.95279402,0.94032853
89,2,0.99283313,0.95779722,0.84096106,0.87933059,0.84018999,0.91612566,0.99939029,0.879151,0.94762958,0.80112435,0.94801769,0.95340528,0.92656801,0.90275527,1,0.90314602,0.83149311,0.92465061,0.94686653,0.90801107,0.99615877,0.96517248,0.86665063,0.85691329,0.99102717,0.90618238,0.99702774,0.6870795,0.9616623,0.92477299,0.93654933,0.94676259,0.98833573,0.770612,0.98290227,0.93349307,0.88461917,0.98547859,0.94809911,0.89398331,0.94370038,0.79552949,0.98410042,0.94658288,0.99806819,0.99892812,0.81876445,0.99266378,0.9499381,1,0.99560312,0.95241325,0.85478,0.95260544,0.91612471
90,0,0.97062467,0.91585178,0.79464359,0.87146213,0.82854516,0.81747631,0.98719599,0.85170074,0.87170443,0.74904346,0.90053534,0.99628117,0.91331924,0.84130787,0.9730785,0.87910644,0.765245,0.81419431,0.93655292,0.87218898,0.93462379,0.87578627,0.87134011,0.84667302,0.94453939,0.84546562,1,0.6382672,0.91344066,0.8151154,0.89534985,0.86316547,0.96914885,0.76956457,0.94549557,0.92318304,0.85760677,0.90885497,0.90466792,0.85926219,0.85949154,0.80297467,0.95511601,0.90124565,0.97855694,0.95088272,0.79200529,0.9350011,0.94460893,0.98421706,0.97544384,0.92431609,0.79366498,0.91105663,0.87173986
90,1,0.91753672,0.81886258,0.70142236,0.85601879,0.73720218,0.68370271,0.94519342,0.81444944,0.73910444,0.63243833,0.79703623,1,0.87540521,0.71756747,0.83804981,0.84300843,0.62930649,0.6412359,0.92858239,0.77488613,0.80884236,0.70899821,0.85300307,0.80413822,0.79512904,0.7467971,0.90827279,0.56908554,0.84515163,0.65407681,0.686093,0.61748921,0.89011918,0.74169535,0.83826593,0.82618166,0.59333793,0.79410492,0.81909123,0.77650417,0.76073462,0.81676016,0.87135793,0.71888677,0.90623974,0.69892812,0.72533862,0.78468197,0.93857996,0.82851569,0.89737846,0.85120923,0.67564979,0.77465586,0.74166946
90,2,0.87345603,0.70758278,0.61270388,0.81597181,0.59167241,0.58848593,0.91931441,0.8017145,0.6423746,0.55914583,0.68238808,0.97382237,0.82995067,0.66773307,0.79011474,0.83628353,0.57574511,0.58689173,0.94127999,0.6697419,0.73402124,0.62872277,0.83274214,0.75580725,0.708349,0.68247738,0.82909511,0.5619319,0.82178959,0.59590428,0.492299,0.46992086,0.7973206,0.6998354,0.76413817,0.67026792,0.42649085,0.74479392,0.77174661,0.74550725,0.71061031,0.82403536,0.78189426,0.40272136,0.82950836,0.57527743,0.6835811,0.63629227,0.93941971,0.44182184,0.81564626,0.80020032,0.54046235,0.66830096,0.62279584
91,0,0.83560432,0.62916452,0.52389161,0.74139753,0.51408872,0.4872323,0.9125398,0.79996333,0.57630179,0.42391341,0.5995888,0.95858247,0.79020437,0.67053766,0.77409844,0.83945273,0.53352818,0.58732952,0.96798486,0.57214432,0.70492581,0.58873734,0.8211387,0.66703608,0.61825329,0.64804807,0.75075958,0.58595359,0.84350431,0.62488649,0.30305085,0.34988489,0.77657003,0.65951668,0.70765492,0.57772453,0.36516926,0.75987147,0.75808907,0.74100132,0.68790601,0.83121707,0.74208444,0.24616766,0.77147687,0.4375662,0.65322101,0.60790844,0.93918286,0.29642963,0.73522482,0.78005342,0.5131426,0.52611729,0.60652363
91,1,0.78609981,0.54514496,0.43674441,0.57460364,0.4918716,0.43837027,0.91674006,0.80352067,0.5332038,0.39020809,0.52234463,0.9414467,0.76652572,0.70636319,0.80784992,0.8473371,0.48459984,0.61150867,0.99649051,0.45712244,0.72860586,0.67059525,0.80863344,0.59396888,0.62409844,0.64618621,0.68973745,0.62080187,0.89217522,0.65937382,0.29627119,0.29148201,0.77991717,0.5979575,0.68523694,0.55378639,0.33308896,0.77667923,0.76318668,0.75038208,0.66871441,0.82679755,0.73399772,0.27247784,0.71997489,0.37191047,0.60795507,0.63677647,0.92510093,0.21471301,0.65793927,0.76791937,0.62583818,0.47369414,0.60946027
91,2,0.75069899,0.46043061,0.36273027,0.36792719,0.50569218,0.40892471,0.92073708,0.79784542,0.51008549,0.38724618,0.44364187,0.90987312,0.76314306,0.73074484,0.8309694,0.84532736,0.42882298,0.63197508,1,0.33561668,0.76116593,0.77487916,0.78650875,0.51901764,0.65423859,0.6407214,0.62044254,0.63510229,0.9239985,0.68982217,0.33182095,0.29253957,0.79066858,0.53925632,0.66773998,0.57201046,0.33058945,0.77871841,0.76329946,0.75094422,0.64327532,0.79947306,0.72871814,0.32279767,0.67049164,0.34141236,0.54656095,0.67218106,0.89400872,0.21836023,0.59537083,0.75139286,0.75745578,0.47570558,0.63155883
92,0,0.67286321,0.38621547,0.27518439,0.28763359,0.49680533,0.36956197,0.90935573,0.75817365,0.51094637,0.3996392,0.37579331,0.83848622,0.73262861,0.73166091,0.81580685,0.80953853,0.31322075,0.61366392,0.95818284,0.22868626,0.75868042,0.8175197,0.73149763,0.43217484,0.68827551,0.62743677,0.55255945,0.63449815,0.91973044,0.6715664,0.37064754,0.25814388,0.75363875,0.48662277,0.63665162,0.56254266,0.33150463,0.7586974,0.7281237,0.73343874,0.60106665,0.73696243,0.72729555,0.34326675,0.6070028,0.32885876,0.4749587,0.66784535,0.83097378,0.2489744,0.53136718,0.68709179,0.77029184,0.48747879,0.6257526
92,1,0.56838613,0.29024704,0.22219486,0.19217851,0.44430399,0.29420939,0.82020188,0.63579353,0.51065941,0.25683001,0.28310963,0.68179962,0.65006342,0.68358114,0.61847737,0.68167272,0.18712564,0.4940394,0.81264644,0.1920961,0.65617986,0.73985301,0.6431191,0.29020747,0.50057255,0.58255085,0.48177015,0.6082109,0.76697866,0.53933977,0.33177749,0.19666906,0.57529372,0.41707317,0.50537233,0.50556887,0.31257626,0.66501885,0.62731056,0.68040404,0.49864464,0.61083631,0.7006086,0.25611604,0.52082488,0.30445776,0.37777337,0.59245837,0.7611132,0.26537802,0.46983574,0.48353609,0.60254806,0.42091898,0.50679182
92,2,0.46700584,0.21996912,0.20031426,0.17616559,0.40454302,0.21724498,0.76017885,0.51503622,0.48103067,0.23244672,0.21526108,0.55074377,0.58701903,0.62157001,0.45468309,0.58853676,0.17394819,0.38287591,0.70092597,0.20005359,0.51223168,0.59817917,0.55162027,0.22254854,0.36511707,0.54240512,0.40719947,0.57577921,0.53693748,0.41741392,0.28518905,0.18036691,0.44192376,0.36243454,0.42010936,0.46438684,0.28639047,0.53810789,0.52448996,0.63413263,0.39032801,0.47318545,0.65527577,0.21133992,0.44529122,0.26620429,0.31051206,0.52376201,0.69359961,0.25834368,0.42774183,0.34845481,0.46284565,0.35244201,0.435823
93,0,0.35346841,0.1819952,0.24551776,0.17100998,0.36313491,0.13591523,0.46991396,0.23907582,0.42633467,0.24410136,0.17730623,0.34470614,0.45428471,0.52804594,0.23797924,0.50507073,0.20219384,0.19909076,0.53545813,0.29690096,0.2742713,0.23580083,0.39567727,0.18985504,0.14594086,0.50147439,0.35089168,0.50838253,0.2568027,0.2242622,0.25313342,0.19753957,0.2910743,0.28354033,0.35110224,0.41616932,0.27393722,0.20459742,0.40023007,0.54425121,0.23198332,0.29402516,0.55252948,0.21027943,0.36797064,0.19071879,0.25546085,0.41981513,0.60442483,0.25747473,0.35837067,0.18845857,0.25447985,0.31176064,0.38294335
93,1,0.31829765,0.23126608,0.28701587,0.16608338,0.35015705,0.14739945,0.33743649,0.15351609,0.40525498,0.31405437,0.22254636,0.3126586,0.37448908,0.49150166,0.22146207,0.53173069,0.25457891,0.21432901,0.4927815,0.42476556,0.25172855,0.2373833,0.337131,0.21364926,0.15850282,0.45499834,0.32985469,0.47212687,0.21971546,0.24681233,0.27248153,0.23370504,0.28585073,0.23821637,0.38101892,0.39690699,0.25608148,0.11094976,0.36851662,0.45786561,0.23137381,0.20237124,0.50055534,0.2511166,0.32975949,0.19491173,0.20432111,0.40367545,0.52679119,0.26835727,0.32267297,0.16007971,0.25776231,0.30478346,0.37759303
93,2,0.31129004,0.29009264,0.31246116,0.16576042,0.33370873,0.1806507,0.30917282,0.13766389,0.40105817,0.3970297,0.27680968,0.33206213,0.33053559,0.45866394,0.24363674,0.56690887,0.28356066,0.24318909,0.4815675,0.49946414,0.26273255,0.31889029,0.3317321,0.23039498,0.22837976,0.41293037,0.35801684,0.45156529,0.24786222,0.277535,0.31288136,0.28429496,0.29936607,0.25170582,0.42097726,0.38267625,0.22867546,0.15088673,0.36420846,0.43301713,0.27208277,0.17539521,0.4724534,0.28923802,0.32347146,0.20995586,0.18998348,0.43346783,0.43039242,0.27835905,0.31530612,0.19433258,0.2801009,0.30289773,0.37277238
94,0,0.29711555,0.33031395,0.32856088,0.18469172,0.3162568,0.20786508,0.30729625,0.16156597,0.39626353,0.45362477,0.31421367,0.35908561,0.31409443,0.43337326,0.26092797,0.58885368,0.29992062,0.26613908,0.49477669,0.60109851,0.28480078,0.35042707,0.35605122,0.23047256,0.29733379,0.40390286,0.37254789,0.435219,0.27159116,0.30127696,0.36146023,0.32340288,0.3098132,0.26687865,0.42798993,0.3596239,0.20869415,0.20602484,0.37513674,0.42944225,0.30213329,0.17414584,0.45419551,0.30839973,0.32617599,0.22026482,0.19063099,0.46020835,0.37283738,0.28694213,0.3087191,0.25685996,0.29517211,0.31086806,0.36659068
94,1,0.28471952,0.38294733,0.33672213,0.23515561,0.29793151,0.22905007,0.2896755,0.21833685,0.38471932,0.52703474,0.36253394,0.40450634,0.32840028,0.41104221,0.26180448,0.59264899,0.27008732,0.28600775,0.52087788,0.6895865,0.29621149,0.325048,0.39671136,0.23010684,0.35765681,0.42427262,0.34908355,0.41490457,0.31290154,0.32162316,0.42860495,0.37705036,0.33096949,0.25570103,0.4160736,0.34056487,0.19901102,0.21035655,0.39843688,0.41140975,0.32485364,0.18986062,0.42079878,0.31741668,0.32516179,0.2281715,0.19597621,0.44593207,0.34211121,0.30599988,0.29210221,0.32547002,0.29576601,0.34623798,0.36352665
94,2,0.27409308,0.44106193,0.34251475,0.30931885,0.293151,0.21829714,0.27612628,0.26995507,0.37542297,0.57867092,0.42313601,0.43047251,0.36286822,0.40160665,0.22254348,0.58326505,0.23511583,0.32487793,0.54555686,0.76616951,0.26319952,0.25567106,0.44328143,0.24820463,0.4007691,0.47387861,0.30383917,0.39407524,0.33708723,0.35853197,0.49594959,0.40695683,0.35912433,0.23050277,0.40301163,0.33360197,0.19841567,0.20438114,0.45015733,0.34354853,0.33896864,0.2054989,0.36174211,0.3215969,0.29616536,0.23645019,0.22219359,0.40242095,0.34998116,0.335686,0.25155135,0.3862759,0.2880963,0.39143881,0.37244385
95,0,0.25413201,0.5116315,0.35924766,0.42192014,0.3051559,0.19549287,0.29513583,0.31632896,0.39268249,0.61940762,0.487982,0.45271985,0.39930233,0.41906842,0.16406748,0.58850584,0.22118063,0.40952181,0.54837059,0.81854961,0.30776531,0.23352314,0.48338844,0.297932,0.4387626,0.5551966,0.28582398,0.3716669,0.37308873,0.43070375,0.55666232,0.41532374,0.40235821,0.25355379,0.39533935,0.34614826,0.20244046,0.22124452,0.50927607,0.28519982,0.35870559,0.22595614,0.31828072,0.34597688,0.2264078,0.25892812,0.26980509,0.37086054,0.38548743,0.39291245,0.24933632,0.41821255,0.27523469,0.46517066,0.39522628
95,1,0.24643426,0.56431635,0.42038672,0.55588373,0.3757527,0.2317439,0.35753675,0.33717796,0.44838285,0.66856016,0.53915742,0.47151086,0.42564482,0.44321753,0.15889946,0.61933215,0.32281158,0.48771679,0.5427022,0.84291328,0.38095202,0.26584784,0.52157157,0.34527662,0.46834729,0.58756277,0.2923712,0.37110394,0.39324598,0.48981271,0.57901782,0.4125036,0.44851661,0.29333383,0.48150495,0.42138241,0.21300433,0.27333622,0.53279049,0.28343434,0.3664528,0.25405405,0.31977938,0.40188531,0.23196175,0.2845082,0.30973902,0.38659673,0.4076008,0.45265118,0.30595653,0.42721658,0.28656364,0.5572129,0.41930272
95,2,0.26370554,0.58891748,0.48710733,0.68015267,0.43649736,0.29017238,0.40199173,0.34862932,0.47575178,0.73909213,0.56335635,0.47894123,0.43819591,0.46023536,0.19902559,0.67773827,0.36395324,0.56821014,0.54212923,0.82675717,0.46383219,0.329418,0.5386641,0.36358498,0.48736113,0.61075048,0.30724075,0.38327612,0.41334332,0.56731933,0.5819296,0.40138849,0.50311047,0.31428999,0.5445322,0.48963915,0.22824739,0.32648458,0.53634303,0.38368028,0.37006175,0.27395886,0.32782046,0.42885759,0.28051772,0.30687894,0.32719524,0.45916661,0.42790547,0.50205119,0.4249046,0.43138994,0.30319944,0.63856936,0.4336641
96,0,0.31205981,0.60126094,0.54655785,0.78214915,0.49161112,0.39885829,0.43650159,0.3594664,0.48064208,0.76863568,0.57616572,0.47533178,0.42894292,0.46802199,0.2275749,0.70898199,0.39579996,0.596262,0.54546478,0.76202554,0.57012879,0.35217506,0.54432153,0.36912625,0.46677491,0.57651238,0.32227543,0.39783056,0.42900037,0.59341657,0.57070839,0.37423741,0.54150114,0.33158013,0.59553897,0.55266826,0.25313915,0.38232095,0.52997102,0.47855072,0.37339803,0.27485127,0.34692278,0.44605544,0.33300493,0.31564943,0.33806409,0.49719023,0.44057706,0.53185553,0.50967314,0.41536423,0.32474615,0.67854673,0.43059336
96,1,0.37735799,0.58996397,0.59488045,0.85091016,0.51647897,0.4418924,0.47476458,0.37054185,0.48028935,0.76083235,0.56677011,0.46123669,0.41234672,0.45561271,0.23973226,0.68930973,0.41130836,0.61173598,0.54391978,0.69532018,0.63959479,0.34191882,0.54254795,0.37215179,0.4274483,0.53996961,0.33879624,0.40499794,0.43705728,0.60726447,0.5426771,0.33585612,0.56570028,0.33918899,0.60356709,0.5819865,0.27723381,0.42675029,0.50289278,0.50433026,0.38195525,0.26492436,0.35348802,0.45414656,0.35314402,0.31400378,0.33505781,0.51927225,0.43870377,0.54063368,0.56718931,0.37207604,0.34490708,0.71135835,0.40767684
96,2,0.41862502,0.55302796,0.61187134,0.87598356,0.52485252,0.43831057,0.49739855,0.36700284,0.44646978,0.73490519,0.53239196,0.43896019,0.38713883,0.41060531,0.23205992,0.59770426,0.38571119,0.59611046,0.49485855,0.57219791,0.63478195,0.24887771,0.52220886,0.36705382,0.34334302,0.47437175,0.34857166,0.39520802,0.43182329,0.5885263,0.48030422,0.29385612,0.56075564,0.32957504,0.53752821,0.59165759,0.30009349,0.46543286,0.46281113,0.48288977,0.3910097,0.23578106,0.33901864,0.4469027,0.34550372,0.30135561,0.31561943,0.52473773,0.40536147,0.51356624,0.61256844,0.31186487,0.36673479,0.72084983,0.33711029
97,0,0.42457087,0.41434208,0.59043632,0.81785085,0.51029648,0.38390419,0.48863221,0.32626753,0.36615054,0.67082564,0.40105516,0.41255651,0.34224806,0.37563949,0.19266233,0.43680142,0.29008443,0.50105237,0.40901417,0.44915602,0.52424493,0.15920016,0.46874286,0.32785486,0.22874722,0.41230639,0.31643824,0.34802279,0.39887683,0.49929058,0.40974359,0.23513669,0.50752261,0.2999177,0.39027079,0.57551006,0.30735584,0.47941667,0.38601992,0.43722442,0.37164969,0.19009859,0.29896539,0.40639098,0.29530571,0.26394073,0.28138751,0.49416037,0.3246057,0.45304132,0.63250373,0.33600776,0.36712434,0.69312968,0.26607442
97,1,0.37985312,0.26141705,0.47376321,0.68749266,0.45044817,0.31935676,0.44339814,0.26567342,0.29529503,0.52341836,0.25207541,0.35461572,0.30001409,0.38423649,0.18942947,0.32424055,0.26906978,0.38880283,0.35500077,0.30130392,0.41602019,0.16397404,0.40375158,0.30576736,0.19601777,0.3678331,0.26908851,0.29294933,0.33467615,0.36987325,0.32313777,0.21260432,0.40333023,0.25131677,0.34753515,0.50760909,0.28526865,0.38927887,0.28356021,0.39481774,0.32595236,0.17939827,0.26871054,0.34388957,0.26309282,0.18766709,0.22784275,0.42553004,0.22610755,0.38015014,0.5877551,0.40768525,0.34189284,0.62362814,0.25893396
97,2,0.34477084,0.18646423,0.38517372,0.55198473,0.42199494,0.25650325,0.39458709,0.23367562,0.26971961,0.42155563,0.17905966,0.29583637,0.27577167,0.37919104,0.19623668,0.27576718,0.28752977,0.27256272,0.30100783,0.20963651,0.41786548,0.18541349,0.3563879,0.29981603,0.20241839,0.3451486,0.23126651,0.25356996,0.29769375,0.28237798,0.26837027,0.20771223,0.33058068,0.22958252,0.35707342,0.47473317,0.25852686,0.33542606,0.25612108,0.37426438,0.29469083,0.17746048,0.26317992,0.28579845,0.28748189,0.16587642,0.20425504,0.36271734,0.20573828,0.3406455,0.53832753,0.46137554,0.31580561,0.56432837,0.26651022
98,0,0.29899133,0.1358209,0.29917567,0.44803288,0.37103348,0.2098127,0.33467245,0.20389658,0.22739284,0.37691727,0.13343937,0.24514365,0.26501762,0.35215277,0.19910527,0.23963825,0.30995887,0.20807375,0.28832046,0.1615522,0.43225879,0.19949679,0.3120784,0.29785442,0.20282858,0.33214577,0.21448151,0.23521214,0.25269188,0.22200151,0.22514559,0.21104317,0.2869918,0.21920545,0.36617775,0.42034415,0.23484058,0.29388247,0.28663907,0.35217391,0.28358329,0.17596464,0.25901864,0.24047245,0.32637883,0.14916141,0.18303271,0.3050033,0.19173171,0.29601584,0.49483159,0.45326879,0.29188965,0.48873594,0.26954744
98,1,0.26568749,0.093043404,0.22465731,0.35158544,0.32152762,0.16659951,0.27519138,0.167828,0.1699169,0.34987414,0.092319032,0.20611784,0.25744186,0.31006976,0.19637328,0.22706192,0.33190445,0.15822529,0.29720162,0.14302045,0.44116141,0.20850162,0.28264294,0.28421181,0.19952999,0.32137717,0.20208058,0.2313813,0.22062898,0.17504729,0.20347675,0.22107194,0.25541374,0.21256172,0.36557889,0.36461918,0.20987502,0.25306803,0.34525031,0.33682916,0.26900313,0.15901751,0.25320654,0.20832118,0.35763547,0.13213115,0.15834159,0.26687697,0.18035205,0.24766803,0.46633483,0.40822778,0.26533623,0.4080709,0.25851157
98,2,0.25230048,0.067677989,0.17696791,0.29842043,0.26989198,0.12660249,0.22633968,0.13038416,0.14672087,0.3262628,0.067493211,0.18961645,0.2541649,0.24975689,0.18934979,0.21486434,0.34691492,0.11765449,0.37541311,0.13923372,0.42467425,0.21834735,0.25587687,0.2499335,0.19655614,0.30038344,0.19577279,0.23056433,0.18937477,0.14282066,0.19577575,0.24017986,0.23126532,0.20116714,0.34636348,0.30267915,0.19174375,0.20265093,0.40443673,0.32750988,0.25054134,0.11643719,0.24273108,0.18995623,0.36415532,0.11636192,0.13007598,0.24004108,0.16726059,0.17776793,0.43246225,0.3412975,0.22691104,0.33323276,0.23330204
99,0,0.24600956,0.077751758,0.14270471,0.29815032,0.24093312,0.095022759,0.19206016,0.12639589,0.16708914,0.30617553,0.077440453,0.19918332,0.26325581,0.21808893,0.17844459,0.19957486,0.34807678,0.11645058,0.42554868,0.13817987,0.35493711,0.22881547,0.22265977,0.20385229,0.2041275,0.2790274,0.20452444,0.23268571,0.17456383,0.15047295,0.20578879,0.26067626,0.22311723,0.20592548,0.31610831,0.2720395,0.18093879,0.17511586,0.4494581,0.31995608,0.23723635,0.10578786,0.23736782,0.18344742,0.34585144,0.10175284,0.12002643,0.21978578,0.18398019,0.150133,0.37361042,0.26941135,0.16997893,0.25598718,0.19981897
