,,pid1263b-14,pid5667269b-31,pid9048b-30,pid9050b-16,pid9054b-16,pid9055b-14,pid9058b-14,pid9059b-18,pid9060b-12,pid9062b-17,pid9063b-20,pid9066b-14,pid9069-14,pid9072b-18,pid9073b-20,pid9075b-14,pid9085-07,pid9094b-19,pid9097-22,pid9098-17,pid9099b-20,pid9104b-14,pid9112-13,pid9118b-20,pid9139b-16,pid9153b-16,pid9166l-16,pid9170b-16,pid9173-05,pid9174b-14,pid9192b-16
47,0,0.51753436,0.81865621,0.54780638,0.75489579,0.50256997,0.4577083,0.42530964,0.31831209,0.5114,0.45632367,0.5920547,0.54530554,0.46101821,0.68052966,0.71523123,0.5185449,0.80072184,0.51822998,0.65239326,0.51670804,0.66344081,0.46953564,0.42804564,0.75664229,0.69867853,0.72045122,0.63700855,0.76418772,0.8530618,0.38493788,0.41405465
47,1,0.57189139,0.82618886,0.51952553,0.77218836,0.4750757,0.44024945,0.41399885,0.30501038,0.48183636,0.50906603,0.54914918,0.69500868,0.53615963,0.6112382,0.75025436,0.46881536,0.83556759,0.58144623,0.63589154,0.55831106,0.64172558,0.43241041,0.39261325,0.79377568,0.68149332,0.82112419,0.57067645,0.79783329,0.82821325,0.36811015,0.45453715
47,2,0.6577341,0.80780683,0.55719734,0.73280574,0.45519533,0.43759481,0.44146217,0.31981421,0.49642727,0.58631525,0.55262212,0.78474558,0.61306645,0.67037175,0.67699844,0.44844032,0.84837157,0.64004121,0.61621246,0.59379177,0.62793129,0.42601851,0.40596259,0.80629094,0.63811288,0.90611346,0.55292379,0.81338821,0.83407587,0.347882,0.47996893
48,0,0.68555092,0.67512309,0.62431337,0.63471294,0.44204269,0.40780381,0.46508825,0.37437494,0.48933636,0.58374429,0.54968265,0.70024161,0.61223348,0.85229712,0.55683523,0.40288496,0.80855031,0.66649333,0.59080504,0.56759595,0.6047073,0.40332252,0.39490391,0.75984645,0.55076152,0.91520365,0.61780191,0.77923172,0.86035977,0.31310034,0.45652015
48,1,0.69218061,0.57716914,0.76960349,0.48409359,0.41065652,0.39135626,0.46036705,0.46418618,0.49027273,0.59159249,0.5140714,0.31356313,0.54211475,0.97890823,0.39594281,0.39718716,0.76478474,0.64536892,0.59304855,0.53379798,0.58027632,0.36275611,0.38995367,0.67839411,0.51580062,0.90470624,0.68697161,0.73840477,0.84414204,0.28761898,0.41616559
48,2,0.58889473,0.44354197,0.87767756,0.30883799,0.40018462,0.3601045,0.33161897,0.5685542,0.41342727,0.60486829,0.34826299,0.3048092,0.50645863,1,0.31623609,0.35990804,0.68674057,0.61523744,0.5557403,0.51362899,0.54015432,0.3392374,0.33337337,0.57739955,0.47963838,0.85355834,0.68106188,0.6605923,0.75500047,0.25623774,0.35452801
49,0,0.44731111,0.35164657,0.84435942,0.23957924,0.38491987,0.31476487,0.25704413,0.57092598,0.4068,0.55989897,0.25920765,0.4225441,0.51693914,0.72124193,0.24940999,0.29457266,0.58050185,0.54819466,0.46265189,0.54737922,0.48759591,0.31382011,0.22702471,0.50720937,0.40773131,0.69130815,0.5934008,0.55449901,0.51303943,0.22170312,0.26135429
49,1,0.32892069,0.29346384,0.72270863,0.16667322,0.36329665,0.27761391,0.21974666,0.45795039,0.40653636,0.46259322,0.20346641,0.46841422,0.46048362,0.35631292,0.15045575,0.2471511,0.49969064,0.37633438,0.31169926,0.51841465,0.43394905,0.27039791,0.151407,0.44173025,0.29919368,0.48998491,0.50736958,0.48062258,0.28699786,0.15159486,0.19913187
49,2,0.23247905,0.24825319,0.42921394,0.11981911,0.28051104,0.18333895,0.13758777,0.23577429,0.34063636,0.29409731,0.15952663,0.38378884,0.25952633,0.1158284,0.12259668,0.2010458,0.30960729,0.27051609,0.23448621,0.29716441,0.31940253,0.1316668,0.079501544,0.22502102,0.14701091,0.27416957,0.3259149,0.29241177,0.10989841,0.11714016,0.162789
50,0,0.1821127,0.31781597,0.10734246,0.11232796,0.25888044,0.23710602,0.12299224,0.2082518,0.29293636,0.23431862,0.22845198,0.57439627,0.2288556,0.10161942,0.11527529,0.38202308,0.28200567,0.14427002,0.28904782,0.30703408,0.20623545,0.19753184,0.2726836,0.13610234,0.18624776,0.22012778,0.33148459,0.26789668,0.31318855,0.15846836,0.19179384
50,1,0.21851164,0.39101978,0.16470772,0.16584742,0.2664722,0.34952806,0.1748551,0.2517146,0.34896364,0.31994227,0.31705007,0.53827568,0.29287002,0.20600002,0.17475901,0.48129282,0.33182951,0.18020016,0.40754365,0.40353494,0.23674455,0.264362,0.3692862,0.25224053,0.25860279,0.21839146,0.42279235,0.32146845,0.41591947,0.20769454,0.25995614
50,2,0.21143139,0.37218078,0.19003814,0.19226308,0.32317406,0.39153885,0.18083194,0.31463583,0.36392727,0.37038429,0.31833473,0.49490669,0.35271959,0.28880514,0.20614242,0.46378471,0.32803987,0.18874608,0.50116731,0.50904621,0.29099491,0.27713788,0.37299245,0.38633948,0.26868179,0.19562627,0.45153196,0.32610465,0.40321558,0.19272688,0.31761857
51,0,0.18151196,0.2920487,0.17875219,0.1563311,0.36743224,0.33167594,0.14259023,0.36858385,0.30095455,0.35010224,0.25229443,0.55980234,0.3720271,0.3205083,0.17120321,0.36444284,0.288485,0.1654533,0.48382284,0.51833111,0.29916372,0.2473934,0.30385209,0.44463303,0.23412812,0.15920878,0.37592486,0.29438925,0.3182496,0.22012643,0.31441104
51,1,0.15934862,0.25708305,0.1335844,0.13713134,0.35676833,0.21782123,0.12003897,0.3592944,0.18380909,0.22937214,0.17044626,0.6500856,0.31549699,0.3009382,0.15013059,0.24131807,0.29291054,0.13261381,0.37662426,0.48191951,0.25771618,0.21739578,0.18532086,0.38107324,0.21646441,0.10358841,0.19112836,0.29926199,0.21169727,0.2443508,0.3168144
51,2,0.18833475,0.31525104,0.10647893,0.18000393,0.25329001,0.25158717,0.17989774,0.34934282,0.11263636,0.16855605,0.16665759,0.72179255,0.21392429,0.18374936,0.17840922,0.22180851,0.36492223,0.14101256,0.31632293,0.54970642,0.24660531,0.21624871,0.17174846,0.23035071,0.25952924,0.076354165,0.2064069,0.35589933,0.20098798,0.2066192,0.39608882
52,0,0.23606209,0.45530529,0.16792199,0.22965985,0.24549886,0.40090735,0.26844532,0.40827157,0.3606,0.30129901,0.37664529,0.75548487,0.22602101,0.20425665,0.22604026,0.33149116,0.40824955,0.2075157,0.37889055,0.59827907,0.30290327,0.2601772,0.34992279,0.20230636,0.29869482,0.15378417,0.28440604,0.39094522,0.2556063,0.24280317,0.44069268
52,1,0.25498568,0.48848728,0.25248867,0.27881439,0.26802304,0.51512725,0.35024259,0.46012452,0.49421818,0.40362641,0.42390559,0.81706592,0.35004662,0.27366904,0.28013258,0.40336278,0.44506316,0.25541601,0.46196859,0.62832967,0.40181266,0.27805553,0.41973233,0.31870311,0.29517226,0.22934281,0.3611388,0.43122339,0.28449995,0.26920003,0.41905328
52,2,0.26771941,0.38404729,0.32115186,0.29553677,0.3309726,0.53661723,0.3962592,0.52478506,0.52532727,0.42075114,0.36389666,0.8673312,0.47328899,0.37201334,0.29867732,0.40826722,0.47151328,0.30550432,0.52520812,0.65285469,0.45691439,0.30722253,0.4174245,0.50180036,0.26661508,0.3134015,0.37095318,0.46744252,0.24975301,0.26757248,0.37864388
53,0,0.28879925,0.27531767,0.35426611,0.27279788,0.37750535,0.45350862,0.39473235,0.57268505,0.43734545,0.39907084,0.28232066,0.78047181,0.49085597,0.41021636,0.27412232,0.35163181,0.48934433,0.32973901,0.50843308,0.66139966,0.44230106,0.37562693,0.36753603,0.57429056,0.25186309,0.32410318,0.33110937,0.49464472,0.2132538,0.2494151,0.35585306
53,1,0.3137196,0.30015625,0.35884766,0.27033032,0.43818034,0.40072476,0.36869544,0.59409033,0.28373636,0.37794684,0.27232643,0.51644549,0.41135078,0.40248708,0.27176227,0.26799495,0.54474521,0.35812402,0.48834402,0.71031841,0.37503233,0.44030536,0.31026939,0.52108878,0.28933865,0.25505862,0.28152152,0.54768663,0.18202069,0.23634382,0.38134881
53,2,0.26538078,0.36486925,0.36539615,0.30325403,0.47500923,0.4346733,0.36701791,0.53774088,0.24277273,0.31458985,0.34214451,0.41763899,0.16433145,0.27176443,0.29200625,0.21391994,0.59554009,0.38043564,0.45298318,0.75263748,0.30676136,0.46199668,0.25690631,0.36763796,0.35071877,0.13226733,0.27170714,0.58482354,0.20781061,0.26659159,0.45682171
54,0,0.21587264,0.43916389,0.38423805,0.34963626,0.46408685,0.51929884,0.42838344,0.44661528,0.36572727,0.36939199,0.46835705,0.46694511,0.15582769,0.23491177,0.33507453,0.32097908,0.60649652,0.38667582,0.45141159,0.71079578,0.30203035,0.40782375,0.35390357,0.27597037,0.37661875,0.10564817,0.32149432,0.58768095,0.28859167,0.28591877,0.47370008
54,1,0.21938059,0.44563519,0.43144475,0.38170468,0.43852744,0.56890837,0.53269179,0.49263761,0.55400909,0.50500662,0.52647164,0.57605964,0.23662585,0.28932915,0.3718808,0.45476019,0.61283836,0.38959969,0.49991459,0.61945054,0.39712475,0.28954197,0.45747255,0.34292467,0.34259448,0.15759729,0.40494589,0.59266723,0.35635194,0.28580978,0.47216485
54,2,0.27380199,0.41447271,0.44736021,0.41985843,0.43151909,0.59614304,0.61445892,0.59025595,0.67873636,0.56612341,0.50354371,0.66203271,0.34166718,0.30934266,0.40590747,0.52382798,0.61274383,0.40112834,0.5712854,0.5771434,0.49951504,0.23156396,0.49223576,0.5241026,0.32020687,0.21247886,0.43545607,0.59687766,0.3738559,0.2841241,0.45111944
55,0,0.32342813,0.3727262,0.39145818,0.45706842,0.43223543,0.56500365,0.60498639,0.60787627,0.76507273,0.59470471,0.4910237,0.73044935,0.41126375,0.31569135,0.43513012,0.49994591,0.62581421,0.40775118,0.60909474,0.57480428,0.53605914,0.24699786,0.43697666,0.64606697,0.31922952,0.27962822,0.40954235,0.61600908,0.31754124,0.29035094,0.38927168
55,1,0.36378558,0.37156166,0.30119456,0.4829827,0.46879846,0.55869712,0.49156714,0.58395098,0.77767273,0.67266057,0.47802467,0.79017277,0.4785106,0.3231687,0.44116135,0.47102416,0.59618458,0.38398744,0.62490178,0.63177869,0.62632555,0.27433747,0.42822581,0.7119585,0.34806157,0.34120544,0.36962818,0.59510834,0.20399851,0.34901548,0.38918944
55,2,0.41929047,0.41484124,0.27600806,0.52907,0.48747508,0.55092983,0.38429549,0.59663998,0.71065455,0.77010164,0.52356483,0.83418525,0.56957792,0.38361231,0.46001028,0.58923549,0.60522471,0.36960361,0.60017766,0.71519954,0.66187818,0.28110118,0.519535,0.73949527,0.38658576,0.37466096,0.37182088,0.60728546,0.15299655,0.38689239,0.47025496
56,0,0.439083,0.457826,0.28500324,0.61016516,0.47204785,0.77560537,0.41766532,0.55251507,0.58356364,0.69548352,0.57332912,0.75198815,0.57494872,0.43998468,0.54146868,0.72780382,0.62565094,0.35973312,0.49396987,0.69966107,0.60705664,0.26900562,0.65768703,0.6939232,0.41247557,0.41515258,0.46443019,0.62680481,0.15892441,0.39441982,0.55323038
56,1,0.38901702,0.49159763,0.26187963,0.5981223,0.34622258,0.71291927,0.43907143,0.39220279,0.4229,0.45961631,0.47953796,0.46712723,0.48391869,0.40063285,0.54528672,0.61859899,0.51218527,0.36033163,0.37350385,0.53235392,0.39654281,0.1844237,0.66882292,0.5112225,0.35608405,0.38533995,0.44834258,0.50027439,0.13258458,0.34561505,0.48913461
56,2,0.33054057,0.5512692,0.2416105,0.58035785,0.10858873,0.39505028,0.32016755,0.19915011,0.43568182,0.38720832,0.37796261,0.33739665,0.32710885,0.27667207,0.54823416,0.29694374,0.40989946,0.34362245,0.32037718,0.42761839,0.27509915,0.13462543,0.55255662,0.2531764,0.28451295,0.35602665,0.33717153,0.39575173,0.059735297,0.20589988,0.36595997
57,0,0.46304859,0.65016657,0.30973398,0.5987908,0.17817739,0.30684308,0.34944903,0.24752446,0.56481818,0.46984003,0.38520244,0.38366742,0.23964692,0.2659196,0.60232648,0.39167869,0.43942597,0.30875196,0.29507226,0.51391541,0.29763342,0.3236611,0.47343857,0.2908491,0.2547239,0.39568982,0.22733722,0.41348283,0.17647497,0.14219284,0.35376953
57,1,0.68506817,0.76075356,0.48257334,0.85879866,0.36801566,0.50677004,0.58424325,0.44091313,0.65174545,0.4958203,0.32313588,0.55745905,0.4155032,0.40533895,0.85136935,0.71499279,0.63422703,0.43722527,0.27771641,0.58377888,0.48678765,0.44702951,0.75568806,0.51913773,0.45849283,0.69144433,0.35835981,0.60620683,0.27876783,0.24146625,0.53649822
57,2,0.7554416,0.794024,0.63328456,0.97173614,0.55981833,0.74099669,0.67949091,0.51466548,0.65748182,0.42535182,0.23543052,0.63322123,0.58371356,0.44506364,0.99279398,0.74326542,0.74327576,0.54909733,0.17610951,0.43403905,0.56123373,0.48815758,0.84193548,0.62263852,0.55090406,0.89815813,0.4641605,0.70403066,0.30085749,0.31064448,0.58309422
58,0,0.700516,0.83585896,0.70489817,0.97625836,0.7048667,0.98056071,0.5354341,0.52484435,0.67684545,0.42446476,0.20872481,0.66447313,0.75401256,0.44484194,1,0.62649657,0.74090401,0.50857535,0.16337733,0.18278595,0.56420812,0.58087968,0.7926304,0.61814952,0.62657803,1,0.56591583,0.7036995,0.28120048,0.40462109,0.52517591
58,1,0.55939367,0.84449718,0.63448392,0.81199371,0.65664279,1,0.44558066,0.46290147,0.63003636,0.43792098,0.25307829,0.65236818,0.83573071,0.43634678,0.8359189,0.55027047,0.60259517,0.35658359,0.23887073,0.26118245,0.50082981,0.53594652,0.70193892,0.47275669,0.54979435,0.91577108,0.66754218,0.584218,0.29173269,0.46634455,0.47370008
58,2,0.37553236,0.69388838,0.52979203,0.71278018,0.34407355,0.86736614,0.326948,0.46034193,0.53758182,0.37349651,0.27487398,0.5806248,0.80166594,0.44694809,0.7093888,0.44150739,0.49677752,0.31074372,0.3298409,0.24368675,0.51620829,0.3928012,0.58860673,0.50410038,0.47746986,0.71828365,0.64153466,0.48811619,0.21668375,0.41179249,0.42472814
59,0,0.33411288,0.53331466,0.46435511,0.61511994,0.32022746,0.62400978,0.19785838,0.44081431,0.47032727,0.31501083,0.24137481,0.55235968,0.75392553,0.46382756,0.57429959,0.31791381,0.4767208,0.1858124,0.35775376,0.29758211,0.5091926,0.2992643,0.49985415,0.53166886,0.38607672,0.64550541,0.63020766,0.4735642,0.16879486,0.30533314,0.43973316
59,1,0.47487046,0.53228279,0.54667898,0.64038537,0.4153903,0.62743693,0.33119707,0.53339263,0.50001818,0.46296909,0.3170283,0.55325814,0.80855349,0.56129513,0.57269476,0.44714208,0.56077168,0.1934949,0.42610666,0.52315257,0.54249289,0.38787279,0.56788778,0.67414305,0.43137115,0.77199632,0.69479263,0.55926767,0.30593718,0.37731599,0.56498218
59,2,0.6038169,0.65368967,0.69891338,0.79373771,0.60114467,0.80917467,0.53305341,0.62896531,0.71003636,0.68035843,0.40745539,0.58941515,0.88840679,0.66992835,0.71162298,0.60246123,0.66435507,0.46919152,0.55511394,0.61890157,0.72176481,0.58900403,0.80618566,0.75586504,0.57043085,0.91221898,0.77573491,0.64549153,0.50434337,0.54606554,0.6901124
60,0,0.70847592,0.91470857,0.77744729,0.87058592,0.69958644,0.94909826,0.78029352,0.69881411,0.84630909,0.82273875,0.56505503,0.55605065,0.92177535,0.76337509,0.80010909,0.65881717,0.70253502,0.59916601,0.55600223,0.68198635,0.78614536,0.71461119,0.922186,0.79945434,0.76095455,0.959724,0.80594022,0.66748037,0.70127691,0.64637797,0.75342228
60,1,0.70746752,0.86237802,0.80147041,0.90442391,0.75880659,0.89363166,0.84250284,0.73498369,0.89967273,0.80472697,0.5722622,0.46390977,0.87695655,0.82467526,0.85894249,0.59137216,0.62929449,0.6227237,0.49616782,0.60648988,0.75188594,0.67671861,0.94835278,0.54042479,0.83850179,0.94160037,0.7602922,0.59046267,0.80572281,0.62154327,0.60831582
60,2,0.55051117,0.60202247,0.65794334,0.81731223,0.61402408,0.69457554,0.75835501,0.61052476,0.69192727,0.54581128,0.44187996,0.38306035,0.7241375,0.70112765,0.80672771,0.51125135,0.52104494,0.50438579,0.44127595,0.4298143,0.57516812,0.47842734,0.84273336,0.40512031,0.6998086,0.8401557,0.66409484,0.49835368,0.64935222,0.41419749,0.43204788
61,0,0.34771555,0.47844866,0.43602629,0.63651199,0.43580976,0.48478847,0.58162148,0.43151497,0.52202727,0.34563688,0.29508018,0.33960638,0.5303537,0.42576562,0.67452301,0.50369636,0.43431297,0.37714874,0.36992791,0.27652998,0.40155401,0.29035678,0.66872855,0.35388544,0.48271298,0.73717898,0.6119977,0.4197275,0.32820393,0.33390249,0.40636023
61,1,0.31154189,0.45201804,0.28262851,0.5117676,0.31213352,0.35708467,0.49955299,0.31581184,0.45325455,0.26395237,0.24712312,0.22864636,0.47311494,0.22028962,0.54564335,0.48906419,0.3684111,0.31550235,0.33560341,0.20763319,0.30586689,0.20267384,0.53808339,0.30780578,0.36587799,0.67328665,0.5569926,0.35511401,0.17336192,0.29865582,0.52925158
61,2,0.41252132,0.49936614,0.30538032,0.62052694,0.35735175,0.31326198,0.55373628,0.33185097,0.51160909,0.34102117,0.35740803,0.29050666,0.61266861,0.18026261,0.63522032,0.49025424,0.37603334,0.33230965,0.41017436,0.19427869,0.38814769,0.26376869,0.60561942,0.463398,0.43111663,0.62294449,0.56529437,0.36289148,0.32139062,0.40236867,0.62828292
62,0,0.54499716,0.51061352,0.46938041,0.74542863,0.42442213,0.42922355,0.63156573,0.38583852,0.6038,0.43270387,0.45100323,0.4645654,0.74834338,0.24289299,0.76556846,0.54814281,0.45382831,0.40340463,0.46446264,0.30008831,0.48149625,0.39410648,0.7281057,0.61821297,0.52717259,0.57770918,0.54185477,0.43788438,0.57006245,0.59283586,0.72362241
62,1,0.6348091,0.48027654,0.52040107,0.78684624,0.47526771,0.47387494,0.64549829,0.36999704,0.61985455,0.49218186,0.52311846,0.57882787,0.90307702,0.29256397,0.81773079,0.45477822,0.47662628,0.43249608,0.4608867,0.33126074,0.52152125,0.39450993,0.72107069,0.66454642,0.54733059,0.54234711,0.49788352,0.4618507,0.54520459,0.65640485,0.7420817
62,2,0.60851561,0.34131313,0.51049438,0.69165356,0.48383428,0.4767824,0.52962803,0.36050005,0.65067273,0.54110536,0.53411429,0.60302563,0.99573569,0.33070652,0.69153634,0.33998377,0.49453467,0.39071821,0.41033379,0.36486777,0.54739633,0.35617435,0.58937028,0.64654284,0.47104577,0.46491596,0.43265364,0.48945974,0.3765775,0.61762697,0.66269761
63,0,0.5208492,0.29117899,0.45816642,0.55393236,0.5193191,0.45158436,0.42081948,0.40745133,0.676,0.59253969,0.49773007,0.56843486,0.96241686,0.38564792,0.55404512,0.33478182,0.5258314,0.34016876,0.3933082,0.41378652,0.55268773,0.31342457,0.4889499,0.64457592,0.38496701,0.34456461,0.42305031,0.52531933,0.25151459,0.55809053,0.55324865
63,1,0.47629724,0.31268611,0.47400993,0.49679512,0.59974891,0.42640036,0.43805688,0.46073723,0.73951818,0.63006675,0.50402273,0.42485096,0.86917387,0.4338073,0.47276503,0.39358997,0.56460428,0.29697802,0.42970538,0.48527306,0.54040219,0.3497429,0.46057824,0.65536221,0.37746376,0.34078555,0.45569457,0.56337402,0.22098052,0.48966068,0.49374029
63,2,0.41491359,0.39855243,0.52073689,0.40465985,0.6822539,0.39648295,0.5121596,0.46675561,0.72190909,0.63609574,0.51126256,0.36817503,0.7476223,0.47211109,0.38737321,0.47605481,0.58937011,0.2634321,0.49844549,0.56462431,0.50393353,0.37745432,0.46684969,0.67242993,0.46246335,0.39361304,0.48661515,0.58260952,0.24149501,0.43066919,0.4953669
64,0,0.4155787,0.44357145,0.54744657,0.45736335,0.66323019,0.41603461,0.61482054,0.48001779,0.66810909,0.56222937,0.45814508,0.45592074,0.66441226,0.56575937,0.44686743,0.53878471,0.60478646,0.27666797,0.4794611,0.59098721,0.46654884,0.32188118,0.45048044,0.68924385,0.53150961,0.4392115,0.52071339,0.59465418,0.34957592,0.37015912,0.50835237
64,1,0.48713218,0.45843038,0.59262635,0.54320684,0.57122812,0.45148604,0.68583942,0.51820338,0.69014545,0.51732018,0.4237314,0.58274954,0.6133151,0.67406004,0.49621868,0.60490444,0.61055255,0.30679945,0.48350397,0.62275635,0.47147383,0.28412309,0.44471517,0.72791587,0.55797972,0.48606966,0.57557778,0.59749267,0.44009693,0.32591731,0.52646441
64,2,0.58684575,0.45213597,0.61551009,0.53740661,0.475024,0.50290747,0.71807415,0.63214745,0.68212727,0.54537527,0.38470164,0.70179571,0.58196059,0.77326091,0.49807525,0.66240534,0.5809401,0.31895604,0.49959571,0.70359939,0.48454608,0.28377502,0.44687714,0.80679853,0.47861012,0.5205125,0.64036209,0.56835084,0.49387641,0.31418295,0.58391666
65,0,0.67459798,0.46024352,0.67274341,0.48213724,0.43010117,0.58055228,0.72404094,0.70689791,0.70179091,0.58138381,0.40226231,0.80661219,0.56225524,0.82369776,0.44654227,0.65879913,0.55611412,0.31410911,0.47012265,0.80171138,0.48025692,0.2940511,0.36870281,0.86545691,0.36404545,0.54335713,0.72738998,0.54671208,0.55591388,0.31583957,0.58570776
65,1,0.69399358,0.44277544,0.7279858,0.46672238,0.41419393,0.62916456,0.70291609,0.72724578,0.70725455,0.56087623,0.42693216,0.80201061,0.54553366,0.82983483,0.4285954,0.59327443,0.53166624,0.3255887,0.44195925,0.88415362,0.48288646,0.26990744,0.2877488,0.90035373,0.30431463,0.5560902,0.78160946,0.5227363,0.60851897,0.32285839,0.57474184
65,2,0.59537423,0.40866476,0.76506992,0.47590444,0.38881176,0.7230041,0.71397575,0.62927167,0.70662727,0.49245249,0.41455369,0.78946857,0.48488842,0.73789969,0.4394831,0.45780743,0.49473232,0.35516091,0.36901684,0.9179874,0.47708854,0.20972233,0.21392416,0.90262202,0.25825664,0.55794001,0.84957143,0.48230675,0.65858887,0.3344111,0.64651375
66,0,0.40252314,0.44066747,0.75608674,0.45537751,0.36883539,0.8001854,0.79221705,0.35717956,0.68247273,0.43513952,0.39563215,0.77319913,0.48391869,0.62697893,0.46617787,0.3748828,0.48992008,0.42559851,0.41290756,0.86441426,0.51279205,0.24003639,0.20977179,0.8246435,0.29044836,0.55563626,0.88542851,0.4684833,0.68758505,0.34927705,0.73626062
66,1,0.35540728,0.37322739,0.66521145,0.42477389,0.35559412,0.7998764,0.7806451,0.24256349,0.5573,0.399567,0.44325172,0.73949468,0.51637969,0.49330364,0.46551706,0.3220339,0.43704563,0.57231162,0.47057819,0.77926294,0.57244159,0.24740922,0.22927248,0.75364434,0.32366835,0.48311903,0.76137096,0.42186583,0.55219499,0.41586137,0.79043224
66,2,0.32112168,0.27994634,0.57529564,0.34499607,0.33641533,0.70221642,0.66735643,0.22867872,0.45568182,0.30367452,0.47610856,0.70372619,0.46262199,0.47962875,0.37922318,0.26714749,0.4175217,0.54537873,0.49307019,0.75625358,0.59269118,0.20093347,0.22797701,0.69652459,0.32969539,0.42621742,0.61718045,0.41405999,0.44430049,0.38376807,0.71562643
67,0,0.25183175,0.19635013,0.53640049,0.31728274,0.39564286,0.53653295,0.50765939,0.29518727,0.42614545,0.29726967,0.42412333,0.63503029,0.42782371,0.48316588,0.31522913,0.27390011,0.47182263,0.46002747,0.4561947,0.77320031,0.5552095,0.17050075,0.2525652,0.6286027,0.29323791,0.34498451,0.58539216,0.47100956,0.40781061,0.34550607,0.66775107
67,1,0.34706116,0.25805596,0.56327808,0.46239678,0.55489993,0.44531996,0.44536971,0.47968179,0.35569091,0.44557373,0.46936954,0.51189248,0.5130851,0.53887316,0.42610949,0.41294627,0.58230644,0.46616954,0.49450512,0.83042534,0.61089318,0.2767819,0.36449897,0.67296924,0.28881943,0.44364879,0.63741895,0.57976157,0.51594743,0.41781588,0.71512382
67,2,0.48961026,0.44052006,0.77711147,0.62331891,0.7151909,0.47456318,0.48735824,0.61096946,0.46706364,0.6330587,0.54176782,0.48317813,0.58238329,0.63360979,0.56656912,0.63282546,0.67436625,0.66761185,0.63461604,0.87280409,0.70294853,0.39897951,0.48955045,0.71133988,0.33270891,0.6940545,0.73178711,0.65191598,0.72074751,0.56213035,0.8186055
68,0,0.59259577,0.5135175,0.90710979,0.68373968,0.77372424,0.53781111,0.50006529,0.65487696,0.53555455,0.76084015,0.68259066,0.45951459,0.59506434,0.72523253,0.64022363,0.73035521,0.68052763,0.7616562,0.64176793,0.87971405,0.73975127,0.4988213,0.54948524,0.76530305,0.44727358,0.80430564,0.6982048,0.6419245,0.89624383,0.62117271,0.83848122
68,1,0.60027677,0.49162711,0.92486027,0.65624263,0.76641312,0.47107984,0.41932276,0.58862536,0.5383,0.65968547,0.71121248,0.3919357,0.48282464,0.77029819,0.62421725,0.68205914,0.61487497,0.74926413,0.54577549,0.81185555,0.6768687,0.51465074,0.52526596,0.50895421,0.46736032,0.74446475,0.59250964,0.5747469,0.93382421,0.60995423,0.64516129
68,2,0.48348477,0.38496123,0.78602269,0.56687967,0.58589469,0.41859093,0.40280861,0.40869651,0.41693636,0.40048412,0.60970246,0.34701261,0.39078759,0.65092258,0.55867082,0.50984493,0.53186388,0.64424058,0.45669578,0.64346238,0.53959393,0.42665928,0.43937028,0.34839713,0.40251873,0.55187989,0.46705674,0.50972656,0.71390624,0.46453535,0.49788906
69,0,0.30086787,0.35095374,0.56215069,0.45001966,0.36986929,0.35736558,0.31370855,0.29946635,0.33125455,0.24720351,0.46513451,0.29748795,0.37814384,0.39155321,0.4789641,0.3909304,0.42764458,0.52334184,0.40250999,0.40913214,0.38641262,0.28591092,0.32115649,0.33554875,0.28384102,0.39869719,0.42394147,0.41974643,0.33196011,0.32283659,0.47454994
69,1,0.25217503,0.31628291,0.37640625,0.41468738,0.23409645,0.31527052,0.25197135,0.28508746,0.35045455,0.25505172,0.37184414,0.21898182,0.38324113,0.20522407,0.44829395,0.31592138,0.31715219,0.46799451,0.35597718,0.27401184,0.24721959,0.1595127,0.2740048,0.30790096,0.22048583,0.28945606,0.45067598,0.31072949,0.15678069,0.29663591,0.46967925
69,2,0.36175805,0.28641764,0.25038979,0.60652772,0.25756591,0.31358503,0.29994676,0.39092796,0.47938182,0.44005593,0.44005095,0.2354091,0.41968049,0.15627866,0.5991378,0.48479084,0.35190341,0.52118328,0.45646802,0.17883569,0.27127339,0.21761728,0.39380577,0.40992656,0.2763683,0.28715231,0.49139922,0.34867064,0.33070184,0.35412337,0.46275244
70,0,0.45204201,0.30008255,0.37433136,0.80218246,0.30692711,0.45520816,0.38432562,0.46410713,0.57647273,0.54608191,0.53748925,0.34258101,0.47258034,0.24539216,0.79965806,0.81455103,0.47152187,0.6662971,0.51055131,0.30284514,0.34218467,0.36479709,0.50994338,0.62972892,0.3634346,0.35747926,0.50433263,0.45617372,0.52473669,0.39914989,0.49260715
70,1,0.46520484,0.28964592,0.33821871,0.74705073,0.31663097,0.49560369,0.41545539,0.50769839,0.57794545,0.56338706,0.55461444,0.54165098,0.50182135,0.26694749,0.78298037,0.84541111,0.46310046,0.69848901,0.50532406,0.31876551,0.36336107,0.37408433,0.51524537,0.72104754,0.36894242,0.37647673,0.41465474,0.4470527,0.4975487,0.397595,0.46103445
70,2,0.39546435,0.24999263,0.25182902,0.50449273,0.2908574,0.45044665,0.32234734,0.56874197,0.52962727,0.51381706,0.50990169,0.67017957,0.45599552,0.28136809,0.51932618,0.75208258,0.43726046,0.63478218,0.47475771,0.30543489,0.40474394,0.31976109,0.39116335,0.68391415,0.30051719,0.28604015,0.34707972,0.42978522,0.32924783,0.33938821,0.32984556
