,,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
60,2,0.80909079,0.60493879,0.45589733,0.23926474,0.4963659,0.36152093,0.49192412,0.64481238,0.23332152,0.48182619,0.4111487,0.50138857,0.45178867,0.48504414,0.38172893,0.33810615,0.54828707,0.16848804,0.41774012,0.64685227,0.27433457,0.36088702,0.24003435,0.31092392,0.54097087,0.63786765,0.32391304,0.46483785,0.48883075,0.40142362,0.31475586,0.37488602,0.3213514,0.29871016,0.4899627,0.77520011,0.43134396,0.39307514,0.57827497,0.19524412,0.44875181,0.49646874,0.73071037,0.26229401,0.58701673,0.56845202,0.48254969,0.25375507,0.53490213,0.62676363
61,0,0.76687893,0.56238919,0.42326975,0.27324342,0.5075312,0.3651418,0.4502081,0.60220463,0.24678483,0.46374044,0.33645389,0.46995089,0.40122557,0.4601631,0.36938233,0.30267372,0.56780569,0.14472641,0.40497863,0.60237741,0.28625707,0.32292722,0.21526572,0.28818731,0.63177452,0.71619485,0.32636402,0.44971231,0.44970538,0.32034629,0.28776278,0.39183131,0.33147775,0.30328557,0.41427863,0.78362189,0.48455896,0.25046061,0.58740412,0.20255112,0.44595547,0.45000861,0.64580302,0.26445027,0.54919112,0.54558123,0.43388934,0.25093085,0.57086931,0.59857168
61,1,0.60610444,0.48503588,0.33111954,0.28506272,0.47525463,0.36771607,0.43761005,0.52458382,0.23739809,0.47084595,0.26734814,0.42135792,0.3415949,0.42244901,0.28061085,0.2474191,0.47119642,0.12897424,0.33842693,0.52041136,0.2517308,0.30420372,0.15637821,0.26686343,0.67807718,0.8003125,0.30790708,0.38954434,0.37005848,0.27352828,0.29605749,0.38496391,0.29542208,0.31811927,0.36804882,0.73478184,0.50304293,0.21496522,0.55061404,0.21175648,0.38088694,0.39990649,0.59819968,0.29378536,0.4983411,0.42877208,0.36070266,0.22855876,0.5040947,0.57123323
61,2,0.41502732,0.43884902,0.23616299,0.30604742,0.43998948,0.44047941,0.44785497,0.46390714,0.212648,0.52829545,0.31578173,0.3305334,0.35997847,0.33942676,0.30972184,0.20694971,0.38379304,0.10847432,0.27141786,0.46900759,0.21679079,0.28290371,0.14469039,0.30757445,0.6401072,0.82475184,0.31351947,0.34627456,0.27779121,0.22566372,0.31304319,0.3231098,0.18254898,0.40000671,0.42744248,0.67471275,0.48670531,0.20804036,0.49784469,0.26014121,0.35796656,0.271366,0.48869552,0.28591457,0.53667398,0.35228542,0.31212949,0.22631079,0.33338371,0.44536666
62,0,0.4078327,0.60775292,0.39047239,0.38308317,0.59375747,0.61425557,0.5339523,0.60688383,0.34313364,0.60773846,0.51264156,0.38216343,0.53792647,0.3710848,0.49481184,0.47800128,0.58485594,0.39065691,0.4229137,0.63598186,0.41219832,0.2839168,0.14552047,0.47348942,0.65437409,0.80297794,0.44793265,0.50059572,0.37689635,0.40331666,0.40916784,0.40201368,0.3970152,0.54752716,0.57379736,0.73345648,0.63342692,0.22866454,0.55181216,0.43392393,0.54742415,0.28620469,0.42542195,0.33882102,0.67863998,0.4867011,0.35897361,0.2939843,0.18073546,0.53458457
62,1,0.58644519,0.84219783,0.57265555,0.51119571,0.86606417,0.77102465,0.60862814,0.75168721,0.55600142,0.66888657,0.71635535,0.50023941,0.8073203,0.46979188,0.62373193,0.71566126,0.79705727,0.71062338,0.61427607,0.88934074,0.7233485,0.38657711,0.38305505,0.69178218,0.70584526,0.76373162,0.5430449,0.78526386,0.54620509,0.55271258,0.57298005,0.55889058,0.74387475,0.76240337,0.74001121,0.81147532,0.8611574,0.40797142,0.61746129,0.60658762,0.65595535,0.39563698,0.49458405,0.3778962,0.86734302,0.62436823,0.37561025,0.38362462,0.21635003,0.74214423
62,2,0.69074775,0.92078233,0.7080795,0.48022623,0.96882322,0.88943282,0.60942052,0.82964096,0.66048919,0.67279432,0.73702015,0.56559093,0.86692613,0.52693978,0.65882193,0.78866466,0.83456606,0.78814205,0.82514808,0.97059514,0.83429872,0.45924481,0.4642973,0.77681236,0.74190098,0.74682904,0.57961068,0.86991456,0.61049426,0.63748365,0.66433609,0.64487082,0.85412012,0.86565762,0.80491407,0.85223798,0.91903641,0.51435107,0.65473322,0.74635316,0.70622961,0.42982996,0.6948841,0.37713372,0.96303811,0.69247188,0.3634488,0.4408308,0.2658247,0.81659119
63,0,0.71447577,0.89925426,0.61770698,0.31756218,0.945608,0.9512154,0.6139507,0.73733465,0.617866,0.63613848,0.70086042,0.57524933,0.72750083,0.53535095,0.5743387,0.82939459,0.75638616,0.75349794,0.89442903,0.95479784,0.83540201,0.55086113,0.50517126,0.75286861,0.64215659,0.79278493,0.58035664,0.84769848,0.57555736,0.65696806,0.67101216,0.66260448,0.63596411,0.89116354,0.74562822,0.78875635,0.7660931,0.54689478,0.67366872,0.86191967,0.6725541,0.37209932,0.79588928,0.28193818,0.97739238,0.67711041,0.34573695,0.48235182,0.20025187,0.81153109
63,1,0.67878686,0.78725201,0.40346549,0.29972446,0.77779372,0.91239028,0.60133664,0.61733105,0.43995037,0.52511971,0.61523753,0.49653201,0.4682428,0.47491869,0.33874421,0.80312422,0.61441497,0.66992074,0.80760291,0.83772582,0.7233485,0.65374658,0.45314378,0.57410625,0.47740606,0.81653493,0.54993606,0.72002499,0.57510664,0.74257791,0.5707838,0.51173062,0.34148508,0.76101621,0.40165384,0.62940004,0.52021373,0.48657016,0.64798729,0.86591621,0.62553029,0.5363831,0.80586603,0.3506518,0.9346312,0.6441424,0.43464489,0.47234676,0.16098158,0.72482146
63,2,0.67792144,0.65370761,0.36238889,0.42744544,0.48500932,0.73447839,0.62126621,0.52920903,0.42320454,0.38572844,0.51228122,0.42895057,0.4123468,0.41612061,0.37961549,0.70284089,0.58527758,0.71886145,0.71282897,0.694033,0.69197352,0.67164459,0.46640588,0.50240101,0.58771268,0.7482261,0.52787724,0.65474253,0.64137461,0.77345133,0.48868292,0.54452888,0.310282,0.60842814,0.31197576,0.61004143,0.43558232,0.46353325,0.60422988,0.71891028,0.47818501,0.67197382,0.88162929,0.33540215,0.78231423,0.53438914,0.51752296,0.40709853,0.18508204,0.73343494
64,0,0.56205841,0.61144646,0.44082692,0.46751505,0.30305312,0.51746286,0.65157676,0.35424278,0.39014534,0.37257416,0.45763348,0.43092056,0.36922822,0.42132752,0.42037769,0.660906,0.60426037,0.72372352,0.64695959,0.65586924,0.71169494,0.62645554,0.46019464,0.43303708,0.68326821,0.69568934,0.51040779,0.65381262,0.59414714,0.69276645,0.5000403,0.6149696,0.31739608,0.54613999,0.37019428,0.43107605,0.39203043,0.47580372,0.48545978,0.60833278,0.34765359,0.70487487,0.92768735,0.27995409,0.63461749,0.29242101,0.49514704,0.37762791,0.21753742,0.75931893
64,1,0.36875961,0.54559589,0.55696594,0.51977377,0.21465117,0.41815496,0.6472947,0.32793125,0.41293158,0.40231713,0.41591411,0.42711739,0.38275919,0.42075076,0.42135942,0.54505585,0.63279164,0.69754611,0.60988228,0.59203879,0.74231141,0.53018648,0.43043603,0.30573058,0.77328364,0.68256434,0.50289855,0.64829129,0.4417242,0.60207003,0.50820069,0.71647036,0.36689251,0.56413957,0.44322617,0.32999384,0.43744793,0.52957323,0.42203758,0.49433824,0.3526607,0.67877796,0.8760033,0.30573092,0.64199342,0.21477312,0.40493142,0.35005066,0.25150403,0.72174708
64,2,0.33970989,0.49709441,0.65920304,0.54540642,0.30558743,0.44219278,0.62622859,0.42463781,0.52301312,0.39548131,0.38630681,0.4238204,0.38180689,0.42039829,0.34561631,0.4899315,0.66013703,0.65970127,0.6010947,0.53693595,0.66570128,0.47663002,0.37059441,0.32368508,0.72857995,0.70748162,0.52801932,0.60442578,0.44124049,0.56525587,0.44839815,0.7562595,0.42109504,0.61568838,0.46980184,0.35207622,0.55058866,0.50878611,0.51342024,0.44006528,0.42157718,0.62356965,0.78673768,0.33097483,0.78146422,0.29185698,0.31422178,0.34442756,0.2435521,0.60800383
65,0,0.34395949,0.43334037,0.64278438,0.56743528,0.31544972,0.48400574,0.60269729,0.4970485,0.60683446,0.35447741,0.34910281,0.41536588,0.36791984,0.40931157,0.27075266,0.47759963,0.66109452,0.62940863,0.58789833,0.4679049,0.58405737,0.41308018,0.28387558,0.39681634,0.57585551,0.7510386,0.57844558,0.49776241,0.36393518,0.45738361,0.33256767,0.69442439,0.36964842,0.67441912,0.43308105,0.32116506,0.5841967,0.42239769,0.66069777,0.43085326,0.4727238,0.54949922,0.73277324,0.24734771,0.84361119,0.35513874,0.31339358,0.35822568,0.1978483,0.44490507
65,1,0.34513492,0.28341072,0.58470988,0.43054891,0.23904987,0.46563133,0.61546342,0.48373077,0.48926622,0.29009302,0.2988969,0.36589737,0.32133157,0.35400612,0.25557677,0.52080461,0.66952741,0.63431642,0.50605833,0.28040979,0.50200662,0.37401974,0.24221925,0.41065199,0.41573299,0.75092831,0.61842853,0.38751017,0.33058133,0.49315121,0.28692995,0.48295973,0.22426296,0.67446387,0.2810337,0.2604907,0.45030792,0.33768879,0.65701225,0.43205888,0.46725063,0.41212442,0.75718251,0.26087563,0.70947354,0.40858871,0.33874811,0.3591882,0.13258492,0.44378157
65,2,0.34757618,0.26554805,0.62990113,0.26202596,0.19906278,0.3478815,0.64783096,0.37343652,0.35527118,0.26800594,0.29313134,0.42380672,0.28780225,0.40955188,0.35223616,0.62436631,0.6759487,0.68488035,0.43371823,0.28380386,0.52922356,0.40331195,0.30165061,0.36720833,0.38837029,0.71891544,0.64440182,0.37116413,0.36536432,0.56484032,0.33004231,0.3393997,0.17980223,0.65167634,0.27140608,0.34296568,0.44769064,0.33548913,0.56859885,0.39633651,0.394534,0.4257081,0.80624109,0.30885464,0.54555799,0.41002643,0.44881146,0.33258612,0.14613558,0.53506358
66,0,0.33899947,0.33312227,0.71398182,0.27418606,0.22814756,0.28317016,0.67752521,0.32096644,0.31208791,0.28937201,0.31544345,0.55303227,0.2856575,0.5312495,0.41278975,0.68307298,0.69786543,0.75630239,0.40308915,0.36428404,0.62816853,0.35423311,0.37687244,0.32231876,0.44310696,0.75040441,0.63003694,0.34682669,0.37816059,0.54875721,0.35128618,0.32371771,0.19355429,0.6465416,0.29559911,0.39675235,0.4570096,0.2810052,0.47949523,0.34640645,0.31471899,0.46040554,0.84187233,0.25293105,0.43733205,0.37803165,0.54990992,0.30450228,0.18857945,0.5645358
66,1,0.32245314,0.39439285,0.77946669,0.38204626,0.22502749,0.3081786,0.6935409,0.30492216,0.27917051,0.33099785,0.33310781,0.62953336,0.33989732,0.60403416,0.47907008,0.71675767,0.71024245,0.79004725,0.32890455,0.43085165,0.72341746,0.32899328,0.43560729,0.31278106,0.48648192,0.80495404,0.59170929,0.30605603,0.33287894,0.49353598,0.33520048,0.34324658,0.27303607,0.65767247,0.3314035,0.41398203,0.43253034,0.30076455,0.41956321,0.28253514,0.32481686,0.47051948,0.8697022,0.23918177,0.47194955,0.31122195,0.60300186,0.28665147,0.22255325,0.53560355
66,2,0.33181777,0.40177994,0.7976131,0.50930317,0.22354516,0.34209993,0.70989275,0.29449294,0.26981212,0.32516374,0.32762906,0.54597316,0.3451474,0.53233895,0.47801336,0.6719135,0.74083802,0.79256211,0.25118093,0.43489482,0.65848848,0.31463485,0.45928824,0.31363003,0.49934127,0.8422886,0.51943734,0.30182785,0.3632426,0.48640246,0.3209282,0.4006079,0.33889398,0.65703482,0.32092416,0.38829926,0.44298134,0.31373692,0.41392423,0.27553454,0.39356604,0.46437975,0.87735354,0.24883988,0.56621881,0.29962066,0.48170696,0.27996454,0.22779937,0.46875109
67,0,0.3129981,0.35204728,0.73413562,0.58688275,0.21307321,0.35158677,0.71881703,0.29522181,0.2493442,0.2629809,0.28477717,0.3802208,0.24487413,0.36464425,0.4175075,0.53846655,0.68732431,0.74580857,0.18912049,0.37641355,0.55102055,0.26070316,0.38092739,0.27456391,0.40790703,0.86298713,0.36084825,0.30752354,0.29682072,0.34142362,0.30965814,0.36571998,0.28182567,0.49070936,0.23997887,0.30437369,0.44740989,0.26629692,0.47544506,0.29995337,0.36759838,0.41170608,0.8336959,0.16399115,0.68193035,0.24789595,0.19897129,0.27357523,0.20010794,0.39500958
67,1,0.22038518,0.19690446,0.48650754,0.48501922,0.19582317,0.31686361,0.7385385,0.28654729,0.28663594,0.20472233,0.2906751,0.28025774,0.17733521,0.26111476,0.32540905,0.39304595,0.7472681,0.64513032,0.081435105,0.20457496,0.55366846,0.30763073,0.2136342,0.2872919,0.34971342,0.77092831,0.31786019,0.33175927,0.24441537,0.17315891,0.22713413,0.20664894,0.16171031,0.2282892,0.19479483,0.14466255,0.33323673,0.13046939,0.52726373,0.28725105,0.29415279,0.38402195,0.62610457,0.15755514,0.71391555,0.13566539,0.090070324,0.24930344,0.14345855,0.40724612
67,2,0.2428732,0.20736598,0.52898232,0.34440577,0.16620045,0.25324949,0.71872099,0.20133177,0.31644098,0.24211019,0.30840565,0.28512798,0.22711163,0.28115738,0.32710663,0.42216047,0.78651616,0.63096327,0.17481443,0.21906624,0.65211005,0.34220104,0.16500334,0.29771175,0.45380432,0.57704963,0.3927181,0.33489771,0.33363748,0.36962678,0.24937874,0.32418313,0.14061527,0.24074012,0.21405007,0.21408221,0.29212099,0.19924798,0.54264394,0.23509625,0.2866481,0.43467776,0.53245068,0.2013282,0.59045791,0.15244246,0.27164942,0.22461373,0.11280944,0.47145968
68,0,0.30267764,0.18321373,0.5836912,0.16737728,0.2250514,0.23388758,0.48227149,0.19393503,0.20079404,0.28400572,0.27790116,0.27883497,0.19855913,0.28372078,0.28509681,0.30322735,0.49515987,0.58595488,0.20020994,0.19772425,0.54320783,0.23134842,0.15352543,0.21187239,0.50380038,0.35199449,0.29877806,0.2094037,0.32631591,0.39355137,0.23573779,0.30413184,0.052005127,0.18696513,0.24021606,0.27749079,0.27326571,0.21858119,0.46289085,0.15812962,0.27660998,0.52716736,0.64029705,0.16993523,0.22939402,0.16718461,0.24039579,0.21692629,0.11080887,0.38410556
68,1,0.19344089,0.19269031,0.57281534,0.1498296,0.20040166,0.29301148,0.37845366,0.28342482,0.17691599,0.30271892,0.25268422,0.26299301,0.23370321,0.26915744,0.28122443,0.27600169,0.54198876,0.37388355,0.21108195,0.20819582,0.28705696,0.249359,0.18507776,0.18611793,0.37789814,0.40800551,0.21914606,0.23106765,0.30200959,0.32213159,0.25856001,0.36518807,0.24334371,0.23760781,0.36016776,0.25153669,0.30068828,0.26620919,0.38298149,0.14624659,0.28951614,0.51387898,0.69720201,0.20749365,0.27674801,0.20477544,0.29184587,0.22694402,0.14239349,0.21608605
68,2,0.27590126,0.20431265,0.48820533,0.21494453,0.1964687,0.33869007,0.39237234,0.32382795,0.20126905,0.27030106,0.21393587,0.28847969,0.27129016,0.28889565,0.25683801,0.35080711,0.56948349,0.33677031,0.2305391,0.22097443,0.27438974,0.28770653,0.27640492,0.21112954,0.48219172,0.45344669,0.22868713,0.26842381,0.31350864,0.33383609,0.31259991,0.45029445,0.33073613,0.28330593,0.40222524,0.26792106,0.36640101,0.29088174,0.35611497,0.17774595,0.31094275,0.46319856,0.64019953,0.2506354,0.36011791,0.20905542,0.34572242,0.2345808,0.16491077,0.16147884
69,0,0.25039073,0.14595469,0.30878857,0.19075484,0.18352221,0.27806381,0.30873219,0.29182939,0.15424318,0.20388024,0.17683483,0.18796941,0.20513415,0.19225532,0.11319198,0.27259306,0.45600843,0.1968831,0.18531904,0.15782435,0.20745414,0.16282066,0.27126228,0.26508589,0.51298884,0.32421875,0.17313157,0.19609439,0.30187767,0.21048865,0.2187118,0.35777926,0.30848746,0.24034858,0.39819307,0.2150945,0.34933889,0.20421758,0.36086838,0.14985679,0.29271878,0.40373305,0.56500638,0.18018365,0.30426378,0.15880161,0.32939091,0.23000887,0.14614277,0.097901063
69,1,0.14191607,0.10293373,0.22243084,0.11292872,0.15858557,0.16434841,0.15239315,0.15230811,0.146324,0.21230117,0.17086336,0.13702341,0.16329082,0.14219203,0.10576084,0.18891868,0.27479796,0.1042905,0.1527255,0.11057324,0.14615915,0.18228209,0.12272684,0.16145122,0.20730348,0.11888787,0.11065644,0.14128502,0.20698298,0.1292651,0.16410101,0.2131459,0.11776231,0.12205927,0.17423507,0.14023773,0.19683028,0.14224478,0.20379752,0.092240059,0.23306366,0.33790634,0.33209812,0.13654997,0.17551412,0.12636445,0.16885098,0.15868161,0.063529793,0.039939035
69,2,0.11370723,0.049534262,0.1059223,0.063389167,0.1338641,0.050403444,0.045590684,0.08258706,0.06914073,0.073911608,0.059199882,0.1537546,0.088613779,0.15811237,0.063676711,0.058377751,0.051934294,0.080178326,0.060647822,0.052984281,0.070528203,0.12962616,0.068560252,0.054800027,0.069958449,0.091298713,0.075809889,0.12216233,0.080088826,0.073273567,0.11318423,0.094785334,0.080865226,0.078752895,0.055080104,0.09297559,0.0702572,0.050886131,0.09658015,0.064751216,0.05976745,0.079677388,0.078958818,0.052071001,0.12020702,0.051959169,0.1109424,0.053239615,0.029606362,0.039476572
