,,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
31,0,0.39563931,0.60844942,0.58350145,0.75317236,0.49080715,0.81875422,0.59346887,0.84024116,0.65974477,0.49981287,0.41781144,0.43189187,0.82850282,0.46967973,0.38311972,0.65632497,0.74713633,0.41160646,0.68062533,0.64915148,0.83719487,0.5457081,0.54277264,0.62614578,0.596203,0.35783088,0.54976556,0.64666395,0.75891561,0.4426087,0.4599906,0.70721884,0.82519685,0.44341153,0.60181771,0.51744362,0.56489766,0.67381087,0.58593251,0.49056151,0.55739057,0.81858897,0.78681269,0.9928671,0.4788045,0.53727563,0.3376729,0.37577888,0.52630253,0.65269117
31,1,0.34335241,0.60241311,0.57406372,0.77470814,0.50047817,0.83094193,0.68688971,0.82364798,0.61039348,0.51852606,0.51728195,0.37013831,0.82756708,0.40083631,0.52973139,0.59960486,0.72769677,0.54527511,0.74640474,0.63881286,0.7945111,0.38323765,0.55019559,0.63864164,0.49070456,0.29285846,0.62926257,0.52719981,0.81081527,0.34523278,0.49173887,0.62708967,0.83105658,0.47851573,0.60753175,0.48604197,0.48018475,0.63526979,0.62080821,0.50915873,0.55002928,0.75770849,0.73560873,0.90530458,0.48242391,0.53832627,0.27131524,0.38917173,0.5490141,0.59068978
31,2,0.29080717,0.59423808,0.54919605,0.77862374,0.51678382,0.70546084,0.70969265,0.73866643,0.58404112,0.52963289,0.56643624,0.35136873,0.81224743,0.3786148,0.54482547,0.59609852,0.68533907,0.64630392,0.77461198,0.62563541,0.77244518,0.38320013,0.53777311,0.63141208,0.42532683,0.3295864,0.65211708,0.49507439,0.85257904,0.30202386,0.51548794,0.61792363,0.83557956,0.50933539,0.58063264,0.45781284,0.44496468,0.60421132,0.65774154,0.51636582,0.47970268,0.66012501,0.6959943,0.76871362,0.48951193,0.52668075,0.29533302,0.40571175,0.53348446,0.48616966
32,0,0.26285537,0.59857887,0.61049635,0.75462258,0.49415435,0.50353646,0.66363855,0.63984523,0.57307338,0.5551764,0.54311663,0.39261529,0.77015568,0.41861993,0.3987183,0.65099491,0.63781623,0.6277854,0.76373997,0.626089,0.75168942,0.42304854,0.53718157,0.61281422,0.42739874,0.52696691,0.60672776,0.4579943,0.91226199,0.32935745,0.47449795,0.64508929,0.85812122,0.56840174,0.52920629,0.48119971,0.385048,0.5845585,0.6790863,0.35032305,0.34330374,0.57012083,0.58714275,0.5590719,0.48346586,0.49941938,0.46255667,0.40659828,0.46524899,0.3964379
32,1,0.28250171,0.58579569,0.63890942,0.61905591,0.45936738,0.43188724,0.54538178,0.57308558,0.62423254,0.5836865,0.49844095,0.46770729,0.6815419,0.48762356,0.20709708,0.70791042,0.56862263,0.51652949,0.709095,0.61281771,0.72010757,0.48358411,0.51213625,0.55574053,0.4802662,0.75392463,0.52222933,0.42264326,0.93312739,0.41857638,0.35749882,0.65238412,0.84533053,0.65201195,0.47496604,0.51206913,0.33245789,0.5535815,0.65655645,0.35560514,0.34359054,0.60730369,0.41705048,0.35958022,0.45895256,0.49703056,0.55553295,0.37532928,0.32943293,0.47933287
32,2,0.28307005,0.56108062,0.63837012,0.4406352,0.40465261,0.41502363,0.48007844,0.5817601,0.71811414,0.60135395,0.52713634,0.38582979,0.58451474,0.41692167,0.15810608,0.66524821,0.50167779,0.31883097,0.63124391,0.588066,0.67223142,0.45895714,0.46960214,0.5365391,0.58077629,0.8779136,0.46780335,0.5151546,0.79012576,0.5575683,0.33226543,0.53395707,0.7627083,0.74004094,0.4569183,0.51006543,0.31576707,0.52340039,0.62902575,0.38417372,0.35404692,0.67689544,0.4640237,0.27062392,0.42144228,0.48830471,0.56268162,0.32639311,0.28662205,0.35272601
33,0,0.22313644,0.48752638,0.5886148,0.34670437,0.40629035,0.34892809,0.46972947,0.54125799,0.71074087,0.51863063,0.56125901,0.29151675,0.49561113,0.30996363,0.14228934,0.54280876,0.40874912,0.25592135,0.58760591,0.51436615,0.57847193,0.35174415,0.39025856,0.46363998,0.60415283,0.89288603,0.44034527,0.61824364,0.64381514,0.56014621,0.42131103,0.40346695,0.70634499,0.77559262,0.43543136,0.39524957,0.26011592,0.45098076,0.53760402,0.30981816,0.40509793,0.6361321,0.61579776,0.17688776,0.32607623,0.42493447,0.46036266,0.24656788,0.26391767,0.29389479
33,1,0.18735711,0.39876178,0.54414261,0.34265826,0.43365371,0.23085753,0.44381303,0.48395573,0.606324,0.36762618,0.57932784,0.28475861,0.39710997,0.3048208,0.15655849,0.43383015,0.31426564,0.32828837,0.53270601,0.41565653,0.50177906,0.28898228,0.28189104,0.32464681,0.48685351,0.80118566,0.38365303,0.65895618,0.51645706,0.47195845,0.51045067,0.39416793,0.66834829,0.75385665,0.44460616,0.23815785,0.22933345,0.34473899,0.36932033,0.27219743,0.49312269,0.48556734,0.7468382,0.23972288,0.32543186,0.29171321,0.29839881,0.16424772,0.19471071,0.23353945
33,2,0.14555858,0.35065428,0.48679716,0.30327025,0.451621,0.17712694,0.41904914,0.37863763,0.3307905,0.25301337,0.58707163,0.29112002,0.28277575,0.30897031,0.16323289,0.33807358,0.28549719,0.37229843,0.40040489,0.3635802,0.42652738,0.25138519,0.24124606,0.36150428,0.39018321,0.63692096,0.31249645,0.44449611,0.36593597,0.27293574,0.47361811,0.32056421,0.54080754,0.65452898,0.43822369,0.20072425,0.21391958,0.24232625,0.19884876,0.29129421,0.51395179,0.40106307,0.76768434,0.37480528,0.35250891,0.14953385,0.17585435,0.15628799,0.16139177,0.14368577
34,0,0.1775404,0.29860701,0.31332268,0.25977812,0.2566944,0.27271269,0.3987594,0.21035724,0.22964906,0.18258022,0.60271363,0.2475341,0.22571216,0.26351795,0.26994137,0.2029983,0.41918482,0.19724889,0.20304416,0.31743959,0.2960764,0.29250935,0.21007537,0.42280294,0.37044377,0.47731618,0.21316425,0.32033884,0.33349457,0.25149673,0.4370139,0.21214856,0.29918513,0.31365574,0.37893784,0.25273682,0.26267886,0.20458106,0.22320184,0.26623593,0.47845987,0.41277653,0.76745931,0.37683857,0.31997532,0.16186505,0.21418401,0.18073075,0.14545912,0.16886431
34,1,0.20886346,0.2503588,0.32714471,0.29690378,0.23138718,0.31794396,0.41689611,0.18284892,0.25173343,0.19783698,0.59011619,0.25509939,0.2378685,0.26643382,0.38433324,0.26232373,0.52232959,0.1968831,0.2094624,0.26942989,0.30655772,0.34776681,0.21561874,0.39683624,0.40718637,0.32261949,0.22362887,0.44753284,0.36698034,0.38385533,0.3610182,0.32778305,0.27575536,0.19158528,0.34940811,0.30796364,0.27153595,0.23731278,0.2621798,0.18955572,0.44766434,0.44255235,0.69012827,0.29371977,0.33038114,0.2491346,0.29130826,0.20528116,0.12367588,0.19919875
34,2,0.26598122,0.25111862,0.4113852,0.33241244,0.2650624,0.34640446,0.45327357,0.20769369,0.26740872,0.2685123,0.53539491,0.30677046,0.2967953,0.3198808,0.33238342,0.38233155,0.64303408,0.24620485,0.2767414,0.26841323,0.30968142,0.49367754,0.2645072,0.33288453,0.4642652,0.26264706,0.27692526,0.52863827,0.42472846,0.4387072,0.27631809,0.46080927,0.36344076,0.23459856,0.38278673,0.36531939,0.2414146,0.30010654,0.3134515,0.21743156,0.46184917,0.46469966,0.61009677,0.23776338,0.40130244,0.31491578,0.37052482,0.2141844,0.14091105,0.25646229
35,0,0.30059804,0.25635289,0.44933586,0.34780654,0.26454837,0.36334402,0.40536257,0.15871502,0.27411556,0.25505531,0.49046919,0.32123069,0.32343491,0.33760033,0.25046359,0.46146832,0.61524947,0.23835543,0.33879433,0.27115039,0.31290167,0.55725239,0.27182521,0.29126484,0.54761449,0.29,0.28619636,0.59447286,0.40812849,0.46810312,0.26204581,0.53785144,0.35127266,0.31185466,0.34512797,0.36526721,0.20251766,0.34871843,0.34007058,0.24082462,0.46269763,0.50762852,0.54047708,0.3149463,0.40568961,0.34148041,0.44109613,0.19392097,0.16316206,0.28796377
35,1,0.32391273,0.26639229,0.46367722,0.36899427,0.37473103,0.45249831,0.36827277,0.16887429,0.28511166,0.25953547,0.47160612,0.35190227,0.32225903,0.37443325,0.22718844,0.49961463,0.58641075,0.2237921,0.39874784,0.28070697,0.33043029,0.62129001,0.29981872,0.32506467,0.63139167,0.30784007,0.31174339,0.66764501,0.38428389,0.46859561,0.38192625,0.57301482,0.37336568,0.36564084,0.37501348,0.38574246,0.24455715,0.45671492,0.36764036,0.32618397,0.4685532,0.58616532,0.59740455,0.46692629,0.43228681,0.33684653,0.49545217,0.19474417,0.18746402,0.31214945
35,2,0.33729446,0.2844027,0.44695895,0.38603437,0.46180605,0.55824612,0.3647831,0.19406101,0.31522155,0.29423193,0.48407119,0.35376281,0.31286022,0.37547463,0.27071857,0.5072135,0.61269325,0.21960829,0.43303592,0.30135294,0.32306578,0.64196465,0.37359031,0.38705313,0.71988695,0.34048713,0.33368144,0.78086133,0.39323249,0.4560908,0.5373833,0.55317249,0.43523164,0.38752223,0.40764819,0.4130428,0.35612208,0.53530739,0.38631539,0.4101179,0.46376119,0.64478185,0.76813442,0.56204804,0.48123115,0.33906946,0.52053063,0.24217325,0.1884859,0.34178715
36,0,0.32250481,0.3076896,0.44502147,0.4023131,0.52065701,0.62400405,0.3847847,0.23732565,0.33230769,0.34469701,0.50764083,0.34933034,0.34180192,0.36743195,0.36737115,0.50624735,0.69558152,0.24064929,0.44336058,0.3240244,0.33538822,0.65400923,0.4642973,0.42615242,0.75683223,0.35345588,0.37488633,0.81518075,0.41524119,0.45363601,0.59143663,0.49753989,0.52700971,0.37824837,0.41787955,0.43094038,0.42514037,0.54963339,0.41527863,0.4734963,0.4733213,0.6352216,0.86632661,0.59120275,0.5195229,0.37062187,0.51909218,0.29199595,0.1947179,0.35444173
36,1,0.31936605,0.3473899,0.52732448,0.43921398,0.45833931,0.71617151,0.4664559,0.28379376,0.38491315,0.37482525,0.50049272,0.34054749,0.44628188,0.35751478,0.5251159,0.54085476,0.77914617,0.36596555,0.4538052,0.37085321,0.41061233,0.72014809,0.57887606,0.45828083,0.76862184,0.3198989,0.45528559,0.84028827,0.47933248,0.45269719,0.53504601,0.48962766,0.63103827,0.34491168,0.3938159,0.44689688,0.44822496,0.56830231,0.44769297,0.46977952,0.46432285,0.6512907,0.89723202,0.56443388,0.54938305,0.47168246,0.55147914,0.3552115,0.22222222,0.37678105
36,2,0.32408065,0.35652877,0.57806851,0.4449496,0.43249414,0.74614281,0.52566832,0.2923513,0.43347749,0.36418075,0.44669069,0.347333,0.47374959,0.36530112,0.55368148,0.5745286,0.74701335,0.46064624,0.42759991,0.37865019,0.50033099,0.8464598,0.63200076,0.46304305,0.75607779,0.32303309,0.50765843,0.81217308,0.53831186,0.47736052,0.40572906,0.57192249,0.66942868,0.29646161,0.33142506,0.44115713,0.3768973,0.57649308,0.47396044,0.44815826,0.45016192,0.67474223,0.79296377,0.48800525,0.50556622,0.53005386,0.5881088,0.35804205,0.27058146,0.42231319
37,0,0.32178147,0.35848459,0.59242984,0.45323037,0.43594893,0.77321067,0.47866976,0.31545937,0.45651188,0.29637845,0.38368878,0.36708757,0.47706194,0.3888524,0.45869239,0.57840402,0.57677442,0.53786008,0.38986279,0.37797763,0.5553234,0.88753393,0.62205896,0.48180673,0.73582037,0.35272978,0.56349105,0.73398814,0.58416516,0.50701039,0.3366042,0.62803951,0.64400293,0.27980445,0.30436423,0.43941434,0.30154863,0.58010278,0.48293331,0.45364018,0.41772923,0.69013461,0.68237192,0.44192834,0.47380038,0.52566329,0.60762234,0.32402482,0.28773748,0.44085525
37,1,0.33327736,0.38625299,0.58637771,0.45620332,0.45059293,0.82736327,0.46464703,0.36365518,0.48828075,0.28777038,0.36141344,0.39443479,0.48135972,0.41935691,0.30806518,0.5865131,0.46936929,0.60636336,0.37472445,0.40373817,0.62112122,0.91229848,0.55026238,0.52406314,0.7400768,0.34711397,0.59719381,0.62758631,0.59335561,0.51522124,0.31487004,0.65197568,0.60996155,0.32684498,0.30842875,0.43390418,0.29214816,0.60325249,0.49030435,0.46754146,0.40356831,0.77355612,0.58989573,0.45199639,0.45305731,0.44125811,0.6166163,0.26938323,0.27342401,0.43454102
37,2,0.33533112,0.38891938,0.55201238,0.4544558,0.45044948,0.8609892,0.43190331,0.39840727,0.50711804,0.33127305,0.39935285,0.47454752,0.54993375,0.49930307,0.35334061,0.58695817,0.41987878,0.66690291,0.37832346,0.40729647,0.65891601,0.88483234,0.39752886,0.55471911,0.81257108,0.31613051,0.57728758,0.5103307,0.59861044,0.51943055,0.34357579,0.62764058,0.61323018,0.34258482,0.31337732,0.41050687,0.32379098,0.59774394,0.45639236,0.46316526,0.4230112,0.79284888,0.5182732,0.46439288,0.45596381,0.34924409,0.6025805,0.21055598,0.2084053,0.44135168
38,0,0.35466746,0.32683974,0.5697693,0.50631571,0.42711471,0.84740041,0.32117817,0.41151804,0.51207373,0.39980186,0.45944257,0.56695897,0.69375621,0.58717977,0.43224707,0.61365191,0.47479796,0.73016308,0.40562345,0.34646125,0.6796304,0.81547909,0.30456063,0.59486635,0.88146205,0.31369485,0.56041489,0.44850633,0.61534233,0.5513813,0.39143663,0.65458777,0.67080205,0.34826772,0.34250814,0.41990963,0.35273501,0.59434104,0.40331046,0.49295277,0.46605562,0.70501021,0.46424874,0.39981143,0.50327667,0.4028489,0.5958096,0.20561677,0.22310017,0.48791151
38,1,0.39162221,0.24325313,0.62767402,0.55101153,0.4354349,0.83264686,0.28555307,0.40511113,0.51753279,0.40412241,0.47814384,0.61355459,0.79456774,0.63625294,0.4925075,0.66533506,0.57181131,0.75345984,0.45358027,0.26192226,0.69024962,0.75675709,0.32176319,0.64648803,0.89598793,0.41970588,0.55473146,0.44982855,0.64450772,0.58120046,0.40834173,0.74614362,0.6930965,0.3320021,0.35188779,0.40856579,0.38962145,0.62109419,0.43008582,0.5627656,0.45414132,0.61573197,0.41958593,0.34749529,0.56057033,0.45541412,0.57652854,0.22983156,0.29056563,0.57435987
38,2,0.40322143,0.24235965,0.65018476,0.5383801,0.44740114,0.84469953,0.33488074,0.42063349,0.49451258,0.36242501,0.4563024,0.60876643,0.80227724,0.63276031,0.41625989,0.65821383,0.63423226,0.72941625,0.50167954,0.25773833,0.67254861,0.74461246,0.35902109,0.62249784,0.83085793,0.45229779,0.56253197,0.46446007,0.67879601,0.5892728,0.42889381,0.69859422,0.61065739,0.32310859,0.32111823,0.39673147,0.40777939,0.65388231,0.43724849,0.5948045,0.4275164,0.53835175,0.41879079,0.355817,0.61635591,0.461353,0.53199465,0.25666793,0.29812896,0.5916478
39,0,0.41365815,0.2562755,0.67556177,0.55125082,0.41224358,0.89601621,0.40071234,0.47977144,0.4815101,0.39598767,0.4656273,0.51245605,0.84630672,0.53232292,0.40494955,0.67267339,0.71604884,0.72270233,0.53641749,0.27190897,0.67960971,0.7926782,0.45476577,0.57144657,0.69092526,0.37945772,0.61948707,0.53263396,0.74560266,0.60919584,0.49891195,0.47068769,0.44485442,0.39924601,0.36532117,0.42253947,0.40748053,0.70439306,0.44458046,0.63070006,0.49192768,0.55108645,0.45476708,0.42111175,0.66700027,0.4994968,0.5008282,0.27408815,0.28955095,0.55006967
39,1,0.42915822,0.2957366,0.74147608,0.61729389,0.31746999,0.91694801,0.42087402,0.51428057,0.52878412,0.47201827,0.52053243,0.3965279,0.92373302,0.41535159,0.61676439,0.72002518,0.76269325,0.72467612,0.55473495,0.31510127,0.69955868,0.86354483,0.58389467,0.59713471,0.57402007,0.25936581,0.69905513,0.62039405,0.79591926,0.59956137,0.58140909,0.59246771,0.53693463,0.46773165,0.45919313,0.46287426,0.43787357,0.73365921,0.44689856,0.69533071,0.55727107,0.6412998,0.50069012,0.51216693,0.64154099,0.62589443,0.56503545,0.27432877,0.35246834,0.48853858
39,2,0.44873997,0.34468834,0.81004694,0.66750779,0.31140917,0.95332546,0.41328638,0.5264825,0.62814605,0.49225054,0.55006619,0.36234045,0.94948658,0.38414214,0.67498636,0.77573573,0.74854181,0.67283189,0.55630951,0.36754516,0.72603779,0.92634423,0.65300067,0.66783843,0.55035076,0.24951287,0.74090651,0.66430315,0.82432611,0.57872259,0.59336423,0.78729103,0.59295001,0.47719569,0.5606335,0.5103472,0.49336171,0.72651501,0.45770768,0.74248984,0.60650566,0.695573,0.54872853,0.55925228,0.51331231,0.72146957,0.64313321,0.27050405,0.42358233,0.48336527
40,0,0.46947132,0.41945969,0.83440527,0.68871003,0.32614881,1,0.40221706,0.54728696,0.71308047,0.41153613,0.58903515,0.34822223,0.91934415,0.37239855,0.61538724,0.77843876,0.70293394,0.56838134,0.5443653,0.44526472,0.75955041,0.99187022,0.67686289,0.71983816,0.58650782,0.29283088,0.73699915,0.65023829,0.87238908,0.55227395,0.558513,0.87026026,0.60011903,0.45525836,0.40147056,0.54061134,0.55388517,0.7132293,0.46429734,0.75314727,0.63266452,0.71907375,0.60960168,0.61263425,0.45455169,0.72655688,0.69734395,0.26355117,0.43278641,0.50118446
40,1,0.44367662,0.47961165,0.74374313,0.65987963,0.33952565,0.96269413,0.35436209,0.55738324,0.7302375,0.35202818,0.64972055,0.34729195,0.75263332,0.36746399,0.48941914,0.69274525,0.59576599,0.42946959,0.49013271,0.5045515,0.75961936,1,0.61759374,0.73628706,0.64557974,0.32717831,0.65230179,0.58096013,0.89333143,0.50121585,0.50250521,0.85970745,0.5171855,0.36306787,0.299448,0.54832347,0.56379279,0.71880679,0.44585672,0.71338174,0.62567369,0.69941187,0.66184082,0.62852341,0.46344941,0.61199279,0.64089562,0.25592705,0.32096287,0.57513499
40,2,0.38699802,0.40831575,0.59288924,0.60715684,0.34447473,0.85145172,0.35180887,0.54810582,0.64640199,0.35025043,0.67877629,0.3571966,0.61368003,0.38047327,0.38056313,0.56421585,0.52609803,0.33523853,0.45062608,0.4338547,0.70183423,0.89934086,0.50100181,0.74099622,0.6552524,0.28342831,0.55709719,0.54659712,0.83313179,0.50266256,0.43964672,0.74863222,0.48021425,0.31231332,0.30035362,0.5192386,0.52311176,0.70677446,0.44093401,0.67494838,0.63397904,0.62567365,0.64498537,0.57978191,0.54690156,0.4756749,0.52872544,0.27216312,0.25770725,0.65527783
41,0,0.34767951,0.30322218,0.47478278,0.54860416,0.3296275,0.73320392,0.35096046,0.50255557,0.50728111,0.34398151,0.65200765,0.37335322,0.55568069,0.40508195,0.30991274,0.4538586,0.49255095,0.30236244,0.43859189,0.31984046,0.61219832,0.73653271,0.32769774,0.78550109,0.60587566,0.23816176,0.48184854,0.5052162,0.73307023,0.52133898,0.36614951,0.62161854,0.46190258,0.31221264,0.3271557,0.46371957,0.4438417,0.68264711,0.4040137,0.60702058,0.63437339,0.53130152,0.59204861,0.48878413,0.58250617,0.38639254,0.46017378,0.28084473,0.23230426,0.65047901
41,1,0.29271884,0.23432531,0.32107261,0.43568269,0.28242003,0.67819041,0.31429486,0.41150004,0.3776604,0.32245583,0.56584056,0.36763479,0.56170918,0.40197382,0.29784565,0.33071353,0.40638616,0.25512879,0.43913174,0.24878392,0.47191422,0.60096557,0.23439557,0.79511839,0.49103111,0.22237132,0.39931088,0.46444554,0.60849347,0.51780685,0.27600242,0.45862462,0.3942776,0.28615856,0.30297346,0.37040168,0.34504619,0.63646049,0.32788102,0.43024046,0.56685508,0.41687378,0.52035856,0.36068705,0.52785851,0.32317714,0.39823317,0.24863855,0.19036413,0.56574639
41,2,0.19475839,0.24139581,0.21502047,0.30742513,0.24292306,0.68728899,0.28945894,0.31273284,0.30459412,0.33161979,0.5352846,0.35659466,0.6119162,0.38632103,0.33450368,0.28749769,0.32280394,0.22830361,0.46314014,0.25607257,0.36217763,0.50889898,0.19772922,0.76533793,0.4557974,0.23355699,0.3374254,0.43637394,0.51362077,0.52384763,0.23407885,0.33855433,0.25562168,0.2253247,0.25177351,0.29384386,0.25831371,0.52068058,0.27199917,0.20527543,0.45592189,0.30066196,0.4857175,0.28624252,0.44831368,0.25896639,0.36713937,0.19445922,0.1404217,0.47346281
42,0,0.19792299,0.28591529,0.17765904,0.25787833,0.23530818,0.69897873,0.29245238,0.29775038,0.3040553,0.34643624,0.59555817,0.39377813,0.71556807,0.41479084,0.41178075,0.36352978,0.33079761,0.25322359,0.49147484,0.30505201,0.3561164,0.47156454,0.23410934,0.73111362,0.49013028,0.28813419,0.31579994,0.43973033,0.55329581,0.54980377,0.25364363,0.46694529,0.262397,0.22823327,0.24860383,0.28899116,0.29915776,0.31571724,0.28659799,0.13720775,0.43632366,0.29551886,0.49224364,0.28392228,0.43438443,0.23562004,0.37325642,0.20412234,0.15596575,0.47160773
42,1,0.30634599,0.28768116,0.20246679,0.29067508,0.26237269,0.73808238,0.31725628,0.31979663,0.31796526,0.32036986,0.68013678,0.46837764,0.79436072,0.49355144,0.55894464,0.43102943,0.47732783,0.34699741,0.54105121,0.3060452,0.38782926,0.46005778,0.33538784,0.69470054,0.5594604,0.39654412,0.36883348,0.46319598,0.69326327,0.59732205,0.28676876,0.58544833,0.45771837,0.29662941,0.29180413,0.30123248,0.37846405,0.30137244,0.37012776,0.19013522,0.55641065,0.35391392,0.50504088,0.3454702,0.4664793,0.2652813,0.37805126,0.24041287,0.22326569,0.47932416
42,2,0.35969207,0.23974251,0.2410766,0.2878544,0.26282695,0.67331195,0.38066272,0.32050751,0.31736973,0.3168749,0.68264451,0.5042341,0.80721265,0.53315603,0.56793019,0.40343469,0.55162509,0.40611949,0.62119667,0.25633065,0.36255689,0.44327292,0.38504914,0.66631293,0.59532469,0.45347426,0.39195084,0.4467337,0.81012269,0.60193151,0.28724562,0.62850494,0.48754807,0.30704433,0.3410958,0.31680286,0.38999275,0.33097073,0.38707073,0.20746686,0.56576762,0.39727342,0.54691321,0.40819874,0.49744996,0.28273299,0.39393235,0.26722391,0.22906592,0.46721825
43,0,0.43395032,0.20996201,0.30912813,0.26727576,0.23566681,0.56965733,0.46389467,0.29085755,0.31488834,0.32461886,0.6581262,0.48991067,0.80753561,0.51570886,0.58324925,0.37018422,0.62052003,0.53182442,0.68621879,0.22447017,0.32945801,0.44659988,0.48958115,0.67831797,0.59621426,0.46736213,0.44821682,0.39631524,0.95426762,0.64523278,0.30920142,0.60459726,0.43850943,0.28627043,0.37741769,0.34935245,0.37570187,0.36209814,0.41190566,0.18673816,0.42106332,0.40844551,0.64043208,0.51586456,0.47658349,0.31353336,0.40660235,0.26427305,0.17777778,0.49248389
43,1,0.48291763,0.24334459,0.37555178,0.28080632,0.27296418,0.58544902,0.48556107,0.26855934,0.34289259,0.3253949,0.61814973,0.42633761,0.8469692,0.44451031,0.60894464,0.44933184,0.64305165,0.70337601,0.72707505,0.25984985,0.38126465,0.56173002,0.60982731,0.70796578,0.55992208,0.44625,0.57518471,0.44253458,1,0.71351289,0.35555108,0.66703078,0.4622505,0.25587587,0.41026802,0.39079344,0.38623438,0.41186313,0.45210778,0.23049357,0.38028943,0.44475478,0.70387818,0.54582274,0.4476419,0.37970162,0.43986109,0.25379939,0.18562896,0.67161644
43,2,0.49805603,0.26211482,0.42747428,0.28845624,0.31356094,0.60130824,0.49264447,0.2593989,0.38181496,0.30067147,0.58997647,0.40123398,0.83719775,0.41017671,0.59772975,0.5017206,0.6431922,0.79225728,0.74336058,0.2812153,0.41301889,0.64843095,0.66631047,0.72925648,0.53794183,0.44175551,0.65686275,0.48223004,0.97774944,0.72647172,0.36139432,0.80238412,0.50825856,0.27167164,0.43330746,0.42587896,0.41353921,0.43260638,0.47195489,0.28448012,0.41798019,0.51236558,0.74022204,0.55235714,0.42293666,0.45236173,0.47420958,0.24687817,0.2451137,0.7571329
44,0,0.5136336,0.24815675,0.50526316,0.27664419,0.32262229,0.54938386,0.49491756,0.24141996,0.40367246,0.28151247,0.5872996,0.38477639,0.79684498,0.39787237,0.54228934,0.52126054,0.63995959,0.70332266,0.70599085,0.26637992,0.41750793,0.67964929,0.69981872,0.74842475,0.5177745,0.41615809,0.6751634,0.48571719,0.94141638,0.68465564,0.34498623,0.95535714,0.53803333,0.30500833,0.43997024,0.46324995,0.43598986,0.45499154,0.45774675,0.35843602,0.46776449,0.54580801,0.73766409,0.57831434,0.39277488,0.51267958,0.46230966,0.26405775,0.26370898,0.72300122
44,1,0.49641561,0.22361052,0.55962249,0.30674353,0.31497155,0.40853309,0.51357452,0.24033114,0.4094151,0.32800374,0.59807325,0.33177832,0.69708513,0.3545188,0.45713799,0.5174394,0.60042164,0.48173297,0.6454375,0.23853914,0.43563646,0.58595675,0.66945902,0.75989918,0.48457892,0.34315257,0.55952685,0.47941125,0.8283057,0.61615237,0.34422728,0.97729863,0.49818715,0.35815686,0.43485995,0.48112666,0.43146169,0.45472833,0.38289033,0.43538933,0.50108149,0.52753648,0.67551572,0.59948348,0.39051275,0.53171277,0.40663141,0.28166793,0.19342976,0.66290716
44,2,0.44708663,0.21359223,0.52547688,0.38062505,0.31593985,0.36423869,0.52955018,0.24657608,0.38679901,0.34667841,0.60314752,0.30604539,0.62536436,0.3368954,0.39470957,0.48517678,0.55765987,0.33327237,0.59352178,0.22610464,0.47046614,0.46873788,0.58250167,0.75910327,0.45947955,0.27370404,0.42347258,0.47169592,0.68264368,0.57201231,0.36754651,0.90454977,0.45202344,0.39503977,0.4285206,0.47199524,0.40609491,0.45514821,0.37244586,0.46842736,0.53213991,0.48219603,0.60492086,0.5928425,0.39899918,0.51118656,0.38755376,0.26715426,0.15959988,0.65418046
45,0,0.40824604,0.2136063,0.43123939,0.42774273,0.31972935,0.38397198,0.51454298,0.23953028,0.33578164,0.33226375,0.56079571,0.33759251,0.60928288,0.37313552,0.37693619,0.43384101,0.51589072,0.27085048,0.54634476,0.22533823,0.48814646,0.41330532,0.42886175,0.74709823,0.45252063,0.25807904,0.33672208,0.45867721,0.57630491,0.54326279,0.37283901,0.78805091,0.41559238,0.40071148,0.41809518,0.43119084,0.37420757,0.48359341,0.39086043,0.43657497,0.55692451,0.43353348,0.54493286,0.58466016,0.37170277,0.4579246,0.39672207,0.23408688,0.16735751,0.68951402
45,1,0.36488459,0.21154496,0.28362129,0.42544413,0.30475063,0.4012576,0.41739235,0.22013858,0.28245303,0.28888767,0.44593323,0.38529625,0.57639119,0.4212314,0.39293019,0.3871514,0.43496135,0.26930346,0.51493589,0.22254634,0.46932147,0.41082886,0.35316287,0.66664456,0.4919995,0.27887868,0.31128872,0.43465942,0.5061233,0.48793382,0.33990866,0.62928381,0.37804431,0.34096274,0.38781077,0.34504242,0.32523094,0.51576737,0.35810749,0.34609339,0.51368889,0.39742107,0.47549321,0.56340904,0.32644639,0.37914865,0.42557829,0.19527609,0.16808434,0.70006967
