,measure_number,beat_number,pid1263-25,pid50848-12,pid51495-05,pid5667230-13,pid5667269b-39,pid6100022-10,pid610003-27,pid9048-25,pid9049-25,pid9050-25,pid9054-25,pid9055-25,pid9057f-02,pid9057j-04,pid9058-25,pid9059-25,pid9060-25,pid9061-25,pid9062-25,pid9063-25,pid9065-19,pid9066-25,pid9067-24,pid9068-15,pid9070b-08,pid9071b-04,pid9072-25,pid9073-27,pid9074f-25,pid9075-25,pid9080-08,pid9089-09,pid9090-12,pid9092-12,pid9093-25,pid9094-25,pid9097-02,pid9098-09,pid9099-25,pid9101b-07,pid9103-13,pid9104-25,pid9105b-08,pid9111-25,pid9113-13,pid9118-25,pid9125-13,pid9127-08,pid9129-19,pid9133-14,pid9138-25,pid9139-25,pid9153-25,pid9165-05,pid9166g-04,pid9170-25,pid9174-25,pid917509-02,pid917813-04,pid9181-05,pid918726-08,pid918904-09,pid9192-25
137,47,1,0.12345594,0.14558837,0.25059432,0.39867374,0.24763173,0.23756575,0.55197133,0.14422485,0.25234138,0.42908359,0.34561334,0.25044779,0.34676748,0.35598962,0.14543133,0.18664364,0.42090766,0.3527987,0.18354058,0.25408801,0.30096369,0.56573275,0.25693978,0.24033896,0.16338926,0.28124889,0.20443139,0.46876259,0.22840387,0.21189964,0.30491536,0.30279428,0.28366795,0.27723219,0.22968605,0.28551777,0.1905915,0.24388335,0.26543742,0.29420922,0.24500804,0.38429162,0.32893524,0.26573952,0.23746091,0.44740975,0.41136935,0.31005104,0.15802954,0.29333695,0.39378957,0.22134102,0.25983449999999997,0.25060523,0.25516276,0.20851688,0.31787426,0.35523305,0.25137061,0.22328849,0.17384424,0.28223807,0.28467964
138,47,2,0.10181943,0.12358965,0.24842377,0.38733592,0.21270969,0.21304189999999998,0.54541731,0.11787665,0.21399769,0.42868088,0.30863955,0.23227442,0.27537562,0.32387116,0.12417205,0.15113085,0.42324732,0.33019952,0.14770982,0.22560777,0.27972545,0.53077228,0.24254589999999998,0.21825168,0.16721245,0.22706284,0.17864037,0.46642881,0.22100967,0.18912956,0.25241379,0.274871,0.25364874,0.2346851,0.21314323,0.24700038,0.16472052,0.23521982,0.22558055,0.23829450000000002,0.26739512,0.35438745,0.28866412,0.23551024,0.24644157,0.41506496,0.38696159,0.28511739,0.14645155,0.272544,0.38176513,0.18307792,0.23525621,0.22248101,0.23241302,0.20717373,0.2742441,0.36177555,0.22916378,0.18585949,0.16713025,0.25663904,0.22308913
139,48,0,0.083273997,0.09487976599999999,0.25789406,0.38237094,0.15221038,0.17503174,0.54043352,0.09011023900000001,0.18797514,0.42959434,0.28091117,0.22330179,0.21479959,0.26985072,0.095299657,0.11036269,0.42713847,0.32126388,0.1049454,0.20281814,0.26634467,0.48884752,0.23955283,0.19856594,0.17973867,0.15336376,0.14047,0.46542142,0.23740265,0.18010897,0.18021317,0.24340376,0.22323673,0.16789368,0.19002415,0.21495988,0.12470329,0.22013695,0.17334599,0.14223104,0.32115188,0.33732619,0.23235222,0.18244691,0.28231953,0.36467096,0.34549533,0.26022457,0.12115423,0.25248766,0.3767164,0.13799034,0.20563335,0.18999082,0.20172559,0.23237958,0.22856748,0.38145977,0.19288471,0.13772795,0.18142145,0.22499518,0.12967171
140,48,1,0.091772227,0.08566060199999999,0.28090439,0.40579474,0.11780146,0.14799565,0.5400751,0.077948158,0.18088597,0.43512425,0.27380596,0.24415343,0.19490529999999998,0.27706315,0.08557976199999999,0.09179208800000001,0.43530241,0.32402764,0.10065118,0.20146,0.24155901,0.47322871,0.25375384,0.19058598,0.1943136,0.11039676,0.11075955,0.47227166,0.27280661,0.19451096,0.16101567,0.21392269,0.21235161,0.13293268,0.17187442,0.20058273,0.099176876,0.21133773,0.13923616,0.14235002,0.38104078,0.33454528,0.2127183,0.15924638,0.33746729,0.32187733,0.32064788,0.25607349,0.10340937,0.23514512,0.38571822,0.12170141,0.15251432,0.17210953,0.18904953,0.26946789,0.21719211,0.40138981,0.16132608,0.11508719,0.20194706,0.1881994,0.079492941
141,48,2,0.11357199,0.10069489,0.30901809,0.42334218,0.092787646,0.13846363,0.54545144,0.07469957299999999,0.1924411,0.44529025,0.28847274,0.29160189,0.19751138,0.30727595,0.10013566,0.09543548,0.45039409,0.34737986,0.11590818,0.21404998,0.22850177,0.4776897,0.28223445,0.1945588,0.20050815,0.08108016900000001,0.10187998,0.48426797,0.3212724,0.22905287,0.15922257,0.23065914,0.22995810000000003,0.10674607,0.15357607,0.19658961,0.088197741,0.2088013,0.14106908,0.15090729,0.40530624,0.34134724,0.15614975,0.15345799999999998,0.38263228,0.29167554,0.29890524,0.26280367,0.081178162,0.21963764,0.40020371,0.12339931,0.11382877,0.16362802,0.18890029,0.32888534,0.2297382,0.42397655,0.14351311,0.11346288,0.30611932,0.15976103,0.074025562
142,49,0,0.18348741,0.15825181,0.35007752,0.44837108,0.09471580800000001,0.15031743,0.55603345,0.10751812,0.23074144,0.46413908,0.32858604,0.34769348,0.25068517,0.35035202,0.15759317,0.12107904,0.47986393,0.38627436,0.15413747,0.25818281,0.19863188,0.50741894,0.32857347,0.21919171,0.20825133,0.07015771,0.1179018,0.50249328,0.37806137,0.2889883,0.16710972,0.28288385,0.26179295,0.09022304800000001,0.10645551,0.21499809,0.11001149,0.21040875,0.15863152,0.24391671,0.4786654,0.36598083,0.15968455,0.16605901,0.43571201,0.26464168,0.28509512,0.31147329,0.07726180099999999,0.19998191,0.43829764,0.15167216,0.076098027,0.17650054,0.21629512,0.3936445,0.26348636,0.47085185,0.13604156,0.12429497,0.36566277,0.14848718,0.09030991599999999
143,49,1,0.2672502,0.25434763,0.39180879,0.50297898,0.1544405,0.19881189999999999,0.57979177,0.15891349999999999,0.31644024,0.50002947,0.40626328,0.42274417,0.31592277,0.43573659,0.25650786,0.17659347,0.52839957,0.43255958,0.24141051,0.3356716,0.18850963,0.53746911,0.41087221,0.27784411,0.22534279999999998,0.11314958,0.18293747,0.54119375,0.44938538,0.39667025,0.19087147,0.36932139,0.36658520000000006,0.13354186,0.10238714,0.25425105,0.16520865,0.22834120000000002,0.20506791,0.38924145,0.55920918,0.39699361,0.18038008,0.21764706,0.58087062,0.29951549,0.32306174,0.3743178,0.09584851,0.21077253,0.49848043,0.21938021,0.07684198,0.20770515,0.27902248,0.48779333,0.33393252,0.52428855,0.17609104,0.16203288,0.44931901,0.19576669,0.17219113
144,49,2,0.35653029,0.40225839,0.44289406,0.57006053,0.31859088,0.30379104,0.6124423999999999,0.27568775,0.42123139,0.55024064,0.49132111,0.50840656,0.4720183,0.53821926,0.40541856,0.28823916,0.57404795,0.48740005,0.33838288,0.43839468,0.27050449,0.58495673,0.48863490000000004,0.37315768,0.32271334,0.21377828,0.29144775,0.5919409000000001,0.5265647,0.48686937,0.29569906,0.45854347,0.45505412,0.2069851,0.26237228,0.32744555,0.28585375,0.34334683,0.32048342,0.5019534000000001,0.62227744,0.48039271,0.31470269,0.37274948,0.66126253,0.41899159,0.39063173,0.5293296999999999,0.13684697,0.28951177,0.54449155,0.30790128,0.19803469,0.23036147,0.36437832,0.55676204,0.40465524,0.54257351,0.25236022,0.34255107,0.59245156,0.34015546,0.29571464
145,50,0,0.48004524,0.52636921,0.50213178,0.76827858,0.50746004,0.47021585,0.6687148,0.44578409,0.541704,0.62373048,0.56760563,0.61274924,0.56347575,0.62390821,0.52658208,0.44066946,0.65567079,0.56487074,0.49227840000000006,0.54471683,0.46452589,0.65834376,0.58078434,0.53742281,0.48623165,0.37209178,0.48276962,0.66975319,0.62080323,0.58750168,0.44166771,0.57998247,0.59132332,0.35277888,0.45513654,0.44883454,0.3879307,0.41550457,0.49074777,0.6321765,0.72237977,0.54926719,0.42215845,0.4842041,0.76606881,0.50590991,0.53975233,0.62467506,0.20863468,0.37830503,0.63871607,0.44356932,0.45795672,0.24568829,0.49439418,0.66153767,0.49763090000000004,0.58800227,0.39023256,0.51824614,0.70250336,0.50657159,0.49995823
146,50,1,0.61150669,0.66093079,0.56352713,0.9382439,0.62263667,0.63983312,0.73428913,0.58847949,0.6533025,0.71739515,0.6812259,0.74246367,0.64366466,0.71420253,0.66157529,0.54847438,0.76772588,0.65789147,0.63672705,0.64898818,0.65929838,0.75960932,0.67091935,0.66270756,0.64446685,0.48271943,0.61311792,0.76171927,0.70867036,0.68969461,0.58924138,0.70623114,0.69495461,0.51589199,0.58986625,0.56458731,0.4569487,0.50352804,0.60211041,0.73591472,0.80953077,0.60660466,0.49111632,0.60309152,0.83940767,0.6045682,0.65952979,0.71588976,0.51061753,0.47772092,0.71711722,0.5758087,0.64256047,0.25291761,0.59931909,0.75921161,0.62622603,0.62547036,0.5091242,0.62398605,0.77558987,0.64098413,0.61821068
147,50,2,0.7179288,0.75922099,0.61846253,0.9979596,0.71926189,0.75500635,0.81469534,0.69870891,0.73464373,0.82600923,0.76846329,0.86084826,0.71439583,0.78452702,0.76298779,0.64032404,0.83555961,0.71514634,0.73539313,0.72830368,0.80595549,0.83713641,0.73883849,0.75675861,0.75258913,0.57025894,0.70451532,0.86635326,0.79315004,0.75689493,0.67322884,0.80417681,0.76937849,0.61700791,0.69474271,0.63131448,0.53571975,0.59797086,0.67996933,0.80771443,0.87859962,0.64622322,0.68030425,0.70641797,0.88766196,0.66222979,0.76976849,0.79618918,0.58392728,0.54382156,0.77107306,0.67028886,0.78326703,0.25291761,0.69711781,0.8354261000000001,0.70948562,0.65058145,0.59781296,0.71279522,0.83283138,0.74805679,0.71975608
148,51,0,0.79984264,0.82668008,0.67410853,1.0,0.80101638,0.8118538000000001,0.87240143,0.76188301,0.78587946,0.88248699,0.84208042,0.90452856,0.765404,0.82065534,0.83010135,0.70831483,0.88517382,0.75227079,0.81061036,0.79546381,0.877805,0.8901440999999999,0.79162797,0.82537395,0.8114212,0.63318296,0.76816618,0.93116185,0.85888149,0.81259249,0.73157367,0.87836627,0.81827863,0.6931829,0.76585547,0.67898357,0.59308002,0.65877208,0.7402512,0.86552305,0.92625347,0.66775648,0.74158588,0.77398985,0.92398034,0.7063678000000001,0.81857502,0.84450493,0.64516569,0.59768422,0.80873204,0.7390047,0.90563335,0.25291761,0.77558064,0.88560107,0.75215708,0.66350572,0.66884711,0.7799701,0.87652983,0.83079591,0.78021051
149,51,1,0.86418175,0.88773887,0.71281654,0.98007209,0.8612690000000001,0.84767822,0.90966035,0.80452875,0.82678133,0.93760927,0.89173027,0.95099696,0.80493564,0.84159123,0.88859628,0.7726211,0.95353854,0.77944259,0.86172652,0.85352438,0.91852511,0.92857066,0.83048789,0.88246192,0.87828682,0.69335417,0.81868233,0.96684016,0.90930844,0.84905153,0.78384953,0.93624769,0.85626746,0.77751219,0.82696452,0.72373901,0.6319486999999999,0.72249593,0.79217175,0.91867129,0.95899722,0.70097708,0.79232142,0.81832362,0.94715006,0.75035939,0.84922828,0.88737666,0.69601226,0.64872968,0.83670099,0.80107132,0.95329408,0.25291761,0.86256879,0.92512351,0.78369285,0.66878132,0.73097476,0.84332835,0.91320737,0.91225027,0.83519338
150,51,2,0.92767506,0.93499131,0.75988372,0.92987826,0.91688376,0.87221114,0.94217443,0.84153342,0.85510912,0.97076908,0.9445275,0.9668806999999999,0.8287207000000001,0.85021968,0.93320565,0.82613702,0.97710114,0.8006366,0.90381662,0.90411517,0.96638626,0.9642050999999999,0.87534824,0.92335666,0.90183901,0.74144851,0.86344943,0.99093351,0.9469832,0.88288712,0.81137304,0.98013825,0.88643506,0.82664281,0.88329928,0.77520061,0.66660605,0.79901674,0.84504162,0.95349529,0.97821956,0.72031191,0.82951271,0.86423605,0.95927746,0.77934991,0.86942749,0.9139163,0.73883926,0.68928175,0.86274294,0.85546999,0.99610121,0.25291761,0.91880422,0.96366818,0.81161504,0.66795878,0.7693616999999999,0.89601395,0.94523307,0.96299865,0.88254949
151,52,0,0.96892211,0.95528938,0.79949612,0.88383323,0.95421354,0.88419191,0.9594469999999999,0.8759857,0.86616563,0.99017778,0.9793059999999999,0.97592092,0.84166544,0.84292785,0.95650786,0.87877293,0.99029287,0.81973449,0.94604347,0.94411245,0.98954265,0.98273372,0.91156511,0.95958556,0.91764801,0.78499627,0.90482585,0.99991605,0.96922211,0.90542177,0.82258307,1.0,0.9117493,0.86029803,0.91683076,0.81157814,0.68505934,0.83777295,0.88973273,0.97572633,0.99685718,0.74112176,0.86799893,0.91304266,0.96374545,0.78993185,0.86820711,0.92949983,0.77168379,0.7285286,0.87986566,0.9012915000000001,0.99793125,0.25291761,0.94963156,0.98229724,0.83596055,0.66032902,0.79526967,0.93662182,0.9679646999999999,0.99209867,0.92832679
152,52,1,0.99390244,0.9631526,0.83184755,0.84533769,0.97704756,0.88329403,0.97132616,0.88770484,0.87512646,0.99931244,0.99724605,0.97930044,0.84454069,0.81732042,0.96337084,0.9196479999999999,0.98788683,0.84123903,0.97237476,0.97358414,1.0,0.99727206,0.93770984,0.9843556999999998,0.91232457,0.82376656,0.9309274,1.0,0.97485221,0.92022064,0.81926019,0.99415831,0.92807263,0.87860079,0.92782835,0.84056171,0.70320636,0.86225001,0.92339711,0.98944968,1.0,0.7669767,0.89479579,0.93949446,0.96176677,0.79928921,0.85136396,0.94276965,0.79844017,0.75672637,0.88845455,0.93275203,0.98161999,0.25367727,0.95438858,0.99495677,0.85454462,0.64905928,0.80738248,0.96822123,0.98503741,1.0,0.95773118
153,52,2,1.0,0.95720947,0.85984496,0.81432361,0.98297809,0.87557591,0.9750128,0.88721819,0.8750541999999999,1.0,1.0,0.97693478,0.84168991,0.78634006,0.95754529,0.9498314,0.97660334,0.85956059,0.97758211,0.99062882,0.99954935,1.0,0.95171084,0.99698092,0.89369253,0.84294747,0.93839698,0.99110141,0.96987895,0.9250639,0.81295298,0.96705287,0.93121508,0.8827394000000001,0.92266394,0.85331486,0.71939127,0.88054779,0.94566964,0.99752107,0.99429908,0.78648065,0.90585518,0.9557414000000001,0.95327759,0.80016771,0.83089555,0.95079959,0.81819518,0.77560673,0.89572207,0.94367339,0.9665818000000002,0.25367727,0.93321519,1.0,0.86235251,0.63725064,0.80617516,0.9864574,0.99501247,0.9883086,0.97076268
154,53,0,0.99675452,0.94824906,0.88631783,0.79630007,0.97631735,0.86570833,0.97473972,0.87929288,0.87418702,0.99489245,0.99276104,0.97347077,0.8427665999999999,0.7627176999999999,0.94725082,0.97006333,0.96050776,0.8738451999999999,0.9728691999999999,0.99843814,0.99644103,0.99783904,0.95813987,1.0,0.87328601,0.85019359,0.93764163,0.97985225,0.96218448,0.9250639,0.80906583,0.94308247,0.93112779,0.87958423,0.9147037,0.86216087,0.72786179,0.88906517,0.9594713,1.0,0.98728256,0.80165351,0.91133821,0.95705694,0.9409586999999999,0.79923597,0.8179379,0.95740048,0.8313056999999999,0.78616474,0.90205363,0.94470309,0.95822724,0.25367727,0.91257345,0.99953685,0.86692478,0.6282026999999999,0.80068283,0.99240658,0.99875312,0.97179932,0.97527358
155,53,1,0.98741149,0.93938009,0.90463824,0.78718629,0.96348924,0.85662978,0.97163338,0.86929189,0.87794479,0.98850801,0.97969943,0.96992227,0.85344785,0.75705362,0.93735536,0.98429147,0.93412428,0.88626659,0.96146563,1.0,0.99404913,0.99308921,0.96249732,0.99704954,0.84360381,0.85038895,0.93227025,0.96667226,0.94914141,0.92230593,0.80895298,0.91299776,0.93130237,0.8683294,0.90730076,0.86880971,0.73455207,0.89813578,0.96991383,0.99811601,0.97851191,0.82654077,0.91496634,0.95188874,0.92423565,0.79846395,0.8125,0.96481797,0.83781372,0.79521077,0.90844024,0.93833868,0.95448759,0.25367727,0.88173678,0.995986,0.87172751,0.62270965,0.79490351,0.994858,1.0,0.95130725,0.97527358
156,53,2,0.97227577,0.93444272,0.93528424,0.79385159,0.94704954,0.85185017,0.96721283,0.85674844,0.89550513,0.9767901,0.96482807,0.96933086,0.87345226,0.76944047,0.93240763,0.99317378,0.9170331,0.90109464,0.94672726,0.99225859,0.99060572,0.98686308,0.96821202,0.98984493,0.8247298000000001,0.84447483,0.92396139,0.95500336,0.93815333,0.91921162,0.82260815,0.89132509,0.93697626,0.85924631,0.90171837,0.87546809,0.7382656999999999,0.91053609,0.97195852,0.99315816,0.97317644,0.83946825,0.91805784,0.94117647,0.90406587,0.80022096,0.8215541999999999,0.97529772,0.83737286,0.8031842,0.91317514,0.92797599,0.95576066,0.25367727,0.87690514,0.98806093,0.88097345,0.61952349,0.79234043,0.99272546,1.0,0.9401940000000001,0.97017793
157,54,0,0.96356216,0.93480845,0.95689922,0.81180711,0.93630353,0.85310176,0.96424304,0.85030291,0.91935251,0.97066104,0.95546463,0.9725414000000001,0.89258797,0.79425388,0.93288644,0.99703923,0.90508587,0.91157519,0.93237813,0.98254787,0.98709297,0.98471282,0.97435531,0.98318924,0.80867882,0.83966185,0.91506504,0.94862324,0.93130337,0.91874075,0.84216928,0.8783468000000001,0.94553073,0.85876825,0.90610255,0.87906955,0.7406585,0.91870903,0.97049803,0.98884482,0.97244555,0.84711575,0.91986607,0.93094343,0.88344929,0.80223086,0.8370603000000001,0.98482477,0.8342658000000002,0.81162286,0.91675384,0.92293705,0.96666136,0.25367727,0.88231508,0.98039317,0.89013643,0.61892786,0.79535873,0.99090184,0.99961634,0.93788142,0.9658341
158,54,1,0.95150472,0.93992868,0.97586563,0.84003265,0.92570555,0.85495193,0.96338966,0.84441355,0.94189912,0.96829388,0.94948462,0.98420074,0.92997847,0.82287862,0.93815338,0.99843737,0.89280677,0.93471004,0.91445223,0.97093576,0.98160431,0.98553655,0.98135581,0.97708248,0.8038232,0.83602103,0.89987411,0.94644056,0.92927653,0.92082605,0.86629467,0.86825041,0.95888617,0.86073512,0.91721159,0.88232709,0.74299387,0.9344495,0.9662626,0.98342092,0.97346879,0.8537392,0.9248358,0.92329449,0.85868386,0.80527899,0.85641601,0.99299081,0.82786274,0.82170272,0.92093817,0.92355048,0.97923297,0.25367727,0.89991605,0.97318855,0.90011984,0.61785005,0.80361207,0.98955655,0.99913677,0.93788142,0.96207501
159,54,2,0.94467939,0.94962055,0.99319121,0.8851935,0.91973554,0.85865228,0.96200717,0.84216903,0.96986559,0.96734113,0.94822567,0.99332545,0.96444477,0.8506166999999999,0.94796904,0.99860186,0.88957106,0.95761199,0.89818847,0.95945946,0.97084653,0.98779379,0.98778484,0.97097571,0.80358122,0.83596775,0.89517415,0.94979852,0.92768134,0.92439123,0.89364263,0.87297245,0.97328911,0.86659473,0.92735463,0.88404662,0.7443147,0.9606697,0.96458303,0.98094199,0.97383423,0.86199737,0.92867392,0.91446157,0.83985447,0.80876637,0.87769203,0.99884314,0.82184807,0.83250627,0.92583824,0.92850179,0.99045194,0.25367727,0.92348662,0.96222725,0.90713496,0.61576061,0.81439881,0.99187843,0.99846538,0.93916618,0.9599030999999999
160,55,0,0.93877852,0.96013532,1.0,0.9092021999999998,0.91623248,0.86169962,0.95948114,0.84024233,0.98887122,0.96667321,0.94673066,0.99619804,0.98670044,0.85982743,0.95866252,0.99893083,0.89056666,0.97492431,0.88866797,0.95056363,0.96131358,0.98910962,0.99228516,0.96665294,0.80560574,0.83733528,0.89433487,0.95315648,0.924688,0.92782188,0.91740439,0.87841495,0.98193087,0.87088359,0.93442318,0.88494459,0.74321401,0.9745209,0.96465605,0.97952405,0.97237246,0.86900601,0.93323534,0.90933095,0.82581222,0.81188106,0.8853373999999999,1.0,0.81959125,0.84382673,0.93161923,0.93531532,0.99594208,0.25367727,0.9405839,0.95620626,0.91167035,0.61337808,0.82537358,0.99477828,0.99788989,0.9410291,0.95956896
161,55,1,0.93195319,0.97010149,0.99861757,0.923485,0.91202881,0.86430256,0.95297832,0.83728275,1.0,0.96437482,0.93894091,0.99814126,0.99922919,0.8554338,0.96895699,0.99983551,0.89371941,0.98897601,0.87848471,0.94336548,0.95166509,0.98827519,0.99571398,0.96308495,0.81005001,0.83912904,0.89668485,0.95827737,0.91915173,0.93098345,0.94552978,0.88693409,0.98978701,0.87530903,0.93962474,0.88538403,0.73950995,0.99384159,0.96670074,0.97809618,0.96922964,0.88206501,0.93987331,0.90556286,0.809153,0.81606059,0.88890883,0.99414767,0.82276129,0.85810654,0.94026317,0.94585328,0.99888606,0.25442858,0.97192426,0.95219226,0.9162795,0.61029593,0.83533894,0.99910314,0.9952042999999999,0.94745295,0.96073845
162,55,2,0.92717349,0.97522172,0.99187339,0.92940216,0.90736136,0.86624342,0.94753371,0.83392591,0.99927735,0.96060308,0.92816115,0.9993241,1.0,0.84201472,0.97382491,1.0,0.89629138,0.99619595,0.87380336,0.93732174,0.9418085999999999,0.9838034999999999,0.99792842,0.96184987,0.81593805,0.83930665,0.90096517,0.96096373,0.91124144,0.93353962,0.96995611,0.89160744,0.99484986,0.87845055,0.94241129,0.88505923,0.73568147,1.0,0.96903753,0.97630144,0.96849876,0.8925404,0.94576465,0.90280023,0.80302547,0.81910872,0.89492103,0.98673018,0.83159961,0.8752423,0.94951275,0.95452902,0.99960216,0.25442858,0.98656842,0.95183203,0.91897124,0.60809303,0.84584859,1.0,0.99079225,0.95342712,0.9627433000000001
163,56,0,0.92328875,0.97476456,0.98125323,0.91913215,0.90202289,0.8700526,0.94123571,0.83190982,0.99205087,0.95329535,0.91486348,1.0,0.98825429,0.81562649,0.97366531,0.99860186,0.89844852,0.9995341999999999,0.8705421999999998,0.93182127,0.93354672,0.97575874,1.0,0.96233018,0.82763349,0.83749512,0.90532942,0.96113163,0.89919302,0.9367011999999999,0.98813793,0.89403174,0.99764316,0.88241159,0.94510496,0.8836454,0.73368109,0.99733832,0.97144735,0.97364403,0.97039906,0.90519542,0.95244928,0.90112761,0.80162124,0.82636301,0.90550969,0.97597822,0.84078432,0.89637125,0.95964323,0.96265706,0.99968173,0.25442858,0.99766813,0.95311857,0.92139565,0.60863194,0.8594854,0.99780767,0.9835986999999999,0.95914434,0.96508228
164,56,1,0.9197679,0.96982719,0.97365633,0.88839012,0.89893428,0.87553963,0.93618365,0.83173106,0.97564677,0.94104705,0.9001495,0.99738087,0.96287868,0.78188026,0.96839837,0.99424295,0.90284576,1.0,0.87019504,0.92611707,0.9254466,0.96226879,0.99992857,0.96630987,0.84432973,0.83065748,0.90935795,0.95601075,0.88222764,0.941679,0.99811912,0.89401227,1.0,0.89392594,0.94714843,0.88148643,0.73295368,0.98664983,0.97298087,0.97141299,0.97332261,0.92170237,0.96091882,0.90185116,0.80659986,0.84037909,0.91295765,0.96474991,0.85079828,0.91536792,0.97142543,0.97041265,1.0,0.25442858,1.0,0.95558872,0.92468658,0.61252718,0.87754577,0.99275536,0.97487052,0.96299865,0.97143096
165,56,2,0.91817467,0.96333547,0.97302326,0.85846426,0.89820407,0.88471794,0.93348694,0.8336081,0.95729152,0.92752185,0.88936974,0.98977695,0.92882837,0.75268646,0.96209401,0.98799243,0.90616444,0.99805916,0.87229902,0.92401195,0.91696517,0.94994491,0.99885706,0.97125017,0.85997742,0.82380208,0.91305078,0.94837139,0.86635076,0.94726221,1.0,0.89246422,0.99834148,0.90438856,0.94640535,0.87985288,0.73297282,0.96915578,0.97327297,0.97029251,0.97310335,0.93291995,0.96769678,0.90811877,0.81738686,0.85569961,0.91762383,0.95501871,0.86169398,0.92508594,0.9759401,0.97748907,0.99944303,0.25442858,0.98722134,0.95903664,0.92772861,0.6201664000000001,0.89402276,0.98509218,0.96652599,0.9665959999999999,0.97803024
