,measure_number,beat_number,pid1263-25,pid50848-12,pid51495-05,pid5667230-13,pid5667269b-39,pid6100022-10,pid610003-27,pid9048-25,pid9049-25,pid9050-25,pid9054-25,pid9055-25,pid9057f-02,pid9057j-04,pid9058-25,pid9059-25,pid9060-25,pid9061-25,pid9062-25,pid9063-25,pid9065-19,pid9066-25,pid9067-24,pid9068-15,pid9070b-08,pid9071b-04,pid9072-25,pid9073-27,pid9074f-25,pid9075-25,pid9080-08,pid9089-09,pid9090-12,pid9092-12,pid9093-25,pid9094-25,pid9097-02,pid9098-09,pid9099-25,pid9101b-07,pid9103-13,pid9104-25,pid9105b-08,pid9111-25,pid9113-13,pid9118-25,pid9125-13,pid9127-08,pid9129-19,pid9133-14,pid9138-25,pid9139-25,pid9153-25,pid9165-05,pid9166g-04,pid9170-25,pid9174-25,pid917509-02,pid917813-04,pid9181-05,pid918726-08,pid918904-09,pid9192-25
351,118,2,0.87843234,0.95538082,0.87400517,0.84288921,0.94840142,0.91474696,0.90706605,0.91517529,0.92773522,0.90373244,0.91108663,0.89852991,0.41034111,0.81435604,0.95555024,0.90879184,0.82849913,0.85699868,0.91853395,0.92149939,0.87673037,0.86027579,0.90185013,0.9311101999999999,0.80108082,0.77553014,0.94813261,0.91017461,0.86145257,0.91248486,0.83416928,0.89304839,0.96054469,0.8921503000000001,0.99804941,0.80771876,0.57476072,0.97609703,0.9082809999999999,0.96575112,0.92537641,0.8671646000000001,0.73124978,0.96213118,0.82453565,0.87967203,0.79455312,0.93957128,0.8563511,0.78195188,0.94296096,0.90132437,0.87667091,0.76434594,0.87857476,0.75982915,0.90914454,0.85925121,0.94590797,0.95380169,0.89447535,0.8172416,0.9022638000000001
352,119,0,0.87422305,0.96214684,0.89360465,0.86227301,0.94335899,0.91356793,0.9104796000000001,0.92120369,0.92773522,0.90971417,0.91974192,0.90233187,0.41034111,0.83304219,0.96233341,0.90459742,0.83141127,0.85692105,0.91581982,0.91362216,0.87506644,0.8631856,0.90356454,0.92061205,0.80197613,0.77613398,0.95509862,0.91621894,0.8671764999999999,0.90891968,0.85509718,0.89755623,0.96604399,0.90354172,1.0,0.81352694,0.58788285,0.98364369,0.90389952,0.96376797,0.9247917,0.87695415,0.76226974,0.95555347,0.81559967,0.88467682,0.79596195,0.93875468,0.85101872,0.79621876,0.94874195,0.90464349,0.88224061,0.78832123,0.89793863,0.76384315,0.91591077,0.85127163,0.95590302,0.95368211,0.8994437,0.82077472,0.89733523
353,119,1,0.86538159,0.97028436,0.90394057,0.87587567,0.93257351,0.91120987,0.9146612,0.92647731,0.92007516,0.91929084,0.92556456,0.90469753,0.41034111,0.84414536,0.97039342,0.90147216,0.83680412,0.8533499,0.9110543,0.90785006,0.87698459,0.86726147,0.90427888,0.91025113,0.80201645,0.7753703000000001,0.96340747,0.92520148,0.86861218,0.90333647,0.87695298,0.90127544,0.97110684,0.91524729,0.99981423,0.8197841,0.59941616,0.99303787,0.90316927,0.96115022,0.92420699,0.89594138,0.82290974,0.95047923,0.80474884,0.89177138,0.79581838,0.93065669,0.84958065,0.81465974,0.95722072,0.90761209,0.88271801,0.82707238,0.92685384,0.77320914,0.92192109,0.84458731,0.96310737,0.95460887,0.9068099000000001,0.82944691,0.89315847
354,119,2,0.85705153,0.97439883,0.90947028,0.88539754,0.92174857,0.90848903,0.91670934,0.92990366,0.91010262,0.92389746,0.9238334999999999,0.90689422,0.40890961,0.84823461,0.97422392,0.90130767,0.83854642,0.84931294,0.90730922,0.9063561,0.88344388,0.8705136,0.90377884,0.90229175,0.80189547,0.77307925,0.9725556000000001,0.92881128,0.8643333000000001,0.89896408,0.89776803,0.90211274,0.97538408,0.91774685,0.99767787,0.82731181,0.60852795,0.99500021,0.90565211,0.95826475,0.92457243,0.90917888,0.84565849,0.94587484,0.79619583,0.89661644,0.80159727,0.92065328,0.85285566,0.83322995,0.96702087,0.90830221,0.87858052,0.85716671,0.94123682,0.7875669,0.92662242,0.8388578999999999,0.96748144,0.95416044,0.91042586,0.83368664,0.88998413
355,120,0,0.85063926,0.97421596,0.91020672,0.88124872,0.91161437,0.90594957,0.91848438,0.93289304,0.89405984,0.92702092,0.91447006,0.90757013,0.40890961,0.83992377,0.97406432,0.90213011,0.84145026,0.84317988,0.90261735,0.90588076,0.89382034,0.87233223,0.90299307,0.89419514,0.80269398,0.76950947,0.98237516,0.92998657,0.8494323,0.89499529,0.91810658,0.90067179,0.9797485999999999,0.91639463,0.99368382,0.83653993,0.61445253,0.99067889,0.91244341,0.95315816,0.92610729,0.92629651,0.87060045,0.94004886,0.7882811,0.90210042,0.81745334,0.90792787,0.86068628,0.86110465,0.97753675,0.9078969000000001,0.87316996,0.884381,0.95373566,0.80413751,0.9310472,0.8355771999999999,0.97082632,0.95043348,0.91063687,0.83362241,0.88697686
356,120,1,0.84305665,0.96946146,0.9096124,0.86499354,0.90128281,0.90703791,0.92066906,0.93475022,0.87722214,0.92464394,0.89534975,0.90174045,0.40890961,0.8057673000000001,0.96983481,0.90426844,0.84742388,0.83696918,0.89595826,0.90574494,0.90837975,0.86974336,0.9028502,0.88767668,0.80639619,0.76331119,0.98741083,0.92637676,0.82868537,0.89364994,0.93251411,0.89801383,0.98420042,0.91337604,0.98764629,0.84366641,0.61989855,0.97969813,0.92332408,0.94773426,0.92632656,0.94428786,0.90341698,0.93523774,0.78138763,0.9096076,0.83872936,0.89193603,0.8721488000000002,0.8900778,0.99042008,0.9068671999999999,0.86935073,0.90057601,0.95737338,0.82533965,0.93786873,0.83518956,0.97820881,0.9451719000000001,0.90801842,0.82822638,0.88622504
357,120,2,0.83914241,0.96488982,0.91052972,0.84166497,0.89397079,0.91039362,0.9244068999999999,0.93641871,0.86421448,0.92023377,0.86560705,0.88898276,0.40890961,0.75753004,0.96536589,0.90706473,0.85223596,0.83254406,0.89288645,0.9062882,0.92483418,0.86467259,0.90456461,0.8832853,0.81182449,0.75817852,0.98892153,0.92050034,0.80918645,0.89398628,0.93863323,0.89575504,0.98507332,0.91052136,0.98179454,0.84775506,0.62227221,0.96562774,0.93478896,0.94427367,0.92376845,0.95565577,0.91841949,0.93281338,0.77896215,0.91813971,0.85950287,0.88043552,0.88494442,0.90867385,0.99741232,0.90756827,0.86584978,0.90274647,0.94562074,0.84587279,0.9445059000000001,0.83919826,0.9863334999999999,0.93875436,0.90544792,0.82180253,0.88764514
358,121,0,0.83779504,0.96104965,0.9148708000000001,0.82228117,0.89245115,0.91257029,0.92853729,0.93864336,0.85156815,0.91646204,0.84255252,0.87909767,0.40890961,0.70122016,0.96153539,0.91084793,0.85381233,0.8273425999999999,0.89158198,0.9073068000000001,0.93191745,0.85750505,0.9081363000000001,0.87930561,0.81956767,0.7542713000000001,0.99051616,0.9151275999999999,0.7972130999999999,0.89438988,0.94012539,0.89372018,0.98175628,0.90574078,0.97724317,0.84944593,0.62054939,0.95502275,0.94450124,0.94191373,0.91916386,0.96589628,0.92991052,0.93229656,0.78011106,0.9271510000000001,0.87026202,0.86968357,0.90093107,0.92367734,1.0,0.90957289,0.86059835,0.89982469,0.93136834,0.86192878,0.95049779,0.84808547,0.99336962,0.93416044,0.90496835,0.81846213,0.88990059
359,121,1,0.83994886,0.95775807,0.92028424,0.80636605,0.8955595,0.91374932,0.93294077,0.9419704,0.83039457,0.91156075,0.80950508,0.8669314,0.40749033,0.63415118,0.9581837,0.91430216,0.85132332,0.8220635000000001,0.89643165,0.90839332,0.93799542,0.84498861,0.91399386,0.87573761,0.82464914,0.75151849,0.99295006,0.90832774,0.79573051,0.89465895,0.93810658,0.88858923,0.97136872,0.89604305,0.97241315,0.85010508,0.612701,0.93679805,0.95647729,0.93815568,0.91024704,0.98045847,0.94745622,0.93403496,0.78674922,0.94087424,0.87905599,0.84933651,0.91845025,0.93556641,0.99735726,0.91328638,0.85463081,0.89640204,0.8884619,0.87721284,0.95695059,0.86128392,0.99693221,0.92876931,0.9092653,0.81634226,0.89240665
360,121,2,0.84742329,0.95163207,0.92937984,0.78657417,0.90339451,0.9141120999999999,0.93754907,0.94855497,0.81016043,0.90730773,0.77549768,0.85789118,0.40749033,0.57252131,0.95219855,0.91800313,0.84252883,0.81856999,0.90136548,0.90893657,0.94405029,0.83211913,0.92220873,0.87313023,0.82860139,0.749778,0.9969786,0.8990094000000001,0.81265835,0.8953989,0.9320627,0.88223153,0.95923534,0.8877111999999999,0.96665428,0.85236912,0.6030915,0.90359484,0.97305389,0.9352701999999999,0.90089168,0.98966554,0.94747956,0.93530351,0.7952384,0.95174902,0.88951005,0.83844845,0.93562304,0.94885115,0.98953917,0.91732848,0.84611712,0.89982469,0.85517209,0.89604776,0.96626106,0.87713908,0.99663533,0.92298954,0.91790716,0.81730584,0.89700109
361,122,0,0.85801534,0.94578038,0.93728682,0.77725634,0.91206828,0.91384001,0.9396484,0.95757275,0.79382859,0.90540222,0.74858762,0.85155458,0.40749033,0.51626436,0.9464528,0.92195082,0.83547664,0.81717258,0.90807717,0.90771425,0.9463613000000001,0.82028734,0.9306379000000001,0.87107177,0.8326343,0.75041736,0.99991607,0.89086635,0.83397767,0.89761873,0.92489028,0.87459838,0.94867318,0.87831396,0.96498235,0.85960069,0.59426685,0.88389838,0.98502994,0.93248389,0.89022073,0.99605411,0.94049161,0.93551964,0.80372758,0.96126611,0.90281766,0.83001021,0.95073845,0.95916363,0.98095028,0.9221593000000001,0.84635582,0.90725436,0.83135902,0.90999382,0.97594027,0.89455422,0.99376546,0.91325361,0.92709572,0.81871909,0.90109431
362,122,1,0.87614083,0.93535704,0.94851421,0.77181528,0.92969213,0.91447488,0.94454685,0.97252955,0.7755456000000001,0.90694431,0.70883626,0.84606286,0.40180101,0.46939019,0.93583912,0.9279546000000001,0.82796814,0.82058846,0.92419365,0.90391145,0.9461301999999999,0.80400526,0.93706693,0.86915054,0.83690918,0.75551451,1.0,0.88608126,0.88207751,0.90226019,0.9160627,0.87611722,0.93837291,0.87612856,0.97064834,0.87148452,0.58248469,0.8503194,0.99386593,0.92586019,0.87428738,1.0,0.92331922,0.93396918,0.80991894,0.97051698,0.91995693,0.82211637,0.96360755,0.9695278,0.96680064,0.92900569,0.85797263,0.9192754000000001,0.81777819,0.92090366,0.98764749,0.91078756,0.9931716999999999,0.89819631,0.94113754,0.82257339,0.90385097
363,122,2,0.88417585,0.92447655,0.9578553,0.76773448,0.93424117,0.91692364,0.95748421,0.98438772,0.76817459,0.91671741,0.70213235,0.84133153,0.39197621,0.43315600000000004,0.92538505,0.93486306,0.82860699,0.82912817,0.9483368000000001,0.89827516,0.94173927,0.79039764,0.93885278,0.86681762,0.84029682,0.76268959,0.99571968,0.89002686,0.90226142,0.90696892,0.9107837,0.88076137,0.93217528,0.88338137,0.9814229999999999,0.88446695,0.57053982,0.83974573,0.99883161,0.9193059000000001,0.8618623,0.99990605,0.91215483,0.92804924,0.81279122,0.97898254,0.93772434,0.81578768,0.97340107,0.97788891,0.94709024,0.93338737,0.87165818,0.92703898,0.82022199,0.92975504,0.99382375,0.92412782,0.99584364,0.88135526,0.94733359,0.82745551,0.9034333000000001
364,123,0,0.89026357,0.91478468,0.9672093,0.76290553,0.93460628,0.919191,0.97427889,0.99354454,0.76513947,0.93345447,0.70572822,0.83642278,0.36231831,0.40717802,0.91652701,0.94119582,0.83323654,0.83813369,0.97047066,0.89066956,0.93440179,0.77429742,0.93599543,0.86489639,0.8411034,0.77139204,0.98757868,0.9036266,0.93163179,0.91161039,0.90599373,0.88466556,0.92510475,0.90050947,0.99164035,0.89405808,0.55969564,0.83861843,1.0,0.91141299,0.85089899,0.99586622,0.90648514,0.91993046,0.81323802,0.98803376,0.94651831,0.80898265,0.98129468,0.98387222,0.92600341,0.9372103999999999,0.88550286,0.93663912,0.83559369,0.93273981,0.99741888,0.93430084,0.99871351,0.86181365,0.94845578,0.83304426,0.90084371
365,123,1,0.89875098,0.90684831,0.97484496,0.75957288,0.92806394,0.91991656,0.98824031,1.0,0.76188756,0.95214615,0.71579983,0.82728118,0.34704889,0.38452173,0.90870641,0.94613044,0.84136729,0.84729446,0.98532475,0.87905745,0.92556215,0.75403575,0.92792342,0.86379855,0.83876432,0.77963272,0.9770877,0.92008059,0.95814957,0.91504103,0.89839498,0.88610651,0.91681215,0.91664049,0.99869961,0.90072602,0.55184724,0.84321114,0.99678691,0.89983143,0.83240754,0.98440436,0.89602072,0.90782748,0.81164231,0.99479555,0.94750538,0.80313032,0.98731985,0.98603034,0.89819964,0.93913834,0.89799491,0.95542199,0.85759724,0.93253396,0.99953909,0.9422425999999999,1.0,0.84254111,0.94161711,0.83933963,0.89566452
366,123,2,0.90307828,0.89982628,0.97689922,0.75365572,0.91242352,0.91692364,0.9985151,0.99900685,0.75740714,0.97423632,0.72965615,0.81714262,0.32413253,0.38264253,0.90575373,0.95032486,0.84891728,0.85350516,0.99551853,0.86642673,0.91071387,0.73573178,0.91492249,0.86338685,0.83344088,0.7897026999999999,0.96382711,0.93871726,0.98198367,0.9171935999999999,0.88744828,0.88406192,0.90389316,0.92480844,0.99962846,0.90344861,0.55010528,0.85370131,0.99021469,0.8914824,0.81289285,0.97125141,0.88975606,0.8922476999999999,0.80838706,0.99641944,0.93889088,0.79843484,0.99262074,0.98184332,0.86846887,0.9367065,0.90428071,0.97537357,0.88175543,0.92965212,1.0,0.94538149,0.99861455,0.81201794,0.92826587,0.84184493,0.8873110000000001
367,124,0,0.90491739,0.89454146,0.96870801,0.74522206,0.88726071,0.90488845,1.0,0.98973086,0.74837404,0.98693645,0.75345818,0.80239101,0.28606909999999997,0.38884919,0.90008778,0.95164076,0.86003485,0.86258831,1.0,0.84978949,0.89071202,0.71228217,0.8875634,0.86318101,0.8243265,0.80046531,0.94032732,0.94618872,0.99361922,0.91833715,0.87433229,0.87312823,0.88355447,0.92487673,0.98671744,0.90165266,0.55529288,0.86032942,0.97794655,0.88501735,0.77612922,0.95217963,0.87779839,0.86388837,0.80034467,0.99117506,0.91089375,0.79503232,0.99807908,0.96248482,0.82238617,0.9277569,0.89576703,0.99858085,0.89961757,0.92291066,0.99898599,0.9429706,0.99059871,0.77456901,0.90463265,0.8478190999999999,0.87678557
368,124,1,0.90481904,0.8908933000000001,0.94317829,0.724478,0.84554963,0.87767096,0.98791603,0.97455557,0.73869056,0.97995285,0.78700134,0.78570463,0.25378065,0.39087396,0.89386322,0.94876223,0.86401726,0.87244779,0.99244672,0.83274481,0.86871115,0.69389262,0.85513251,0.86276932,0.81851912,0.81296842,0.91355434,0.93242109,0.97560289,0.91705906,0.85557367,0.85606075,0.85683485,0.91452338,0.96535389,0.89699083,0.57094181,0.85362824,0.96239229,0.88080317,0.73046338,0.93048666,0.81937493,0.83489945,0.7873875,0.97469652,0.86859296,0.79605308,1.0,0.92976403,0.77189892,0.91439275,0.86847549,1.0,0.90649193,0.91205228,0.99594395,0.93080269,0.9749431000000001,0.74718485,0.87434299,0.8486541999999999,0.86709548
369,124,2,0.90284225,0.89191734,0.90382429,0.69625247,0.80183541,0.83413749,0.96303123,0.9573046000000001,0.72705593,0.95028976,0.82012747,0.76960967,0.22993442,0.38456143,0.89506025,0.93955095,0.85721397,0.88176384,0.96318037,0.81685454,0.84186869,0.67699006,0.82405886,0.85981886,0.81650266,0.82247007,0.88997063,0.89707858,0.93238247,0.91228306,0.83652665,0.83229481,0.83108415,0.90022264,0.93572357,0.89183225,0.59442956,0.8313536,0.94618081,0.87761031,0.6841835999999999,0.91059752,0.78143702,0.80465138,0.76862194,0.95519646,0.82528715,0.79979585,0.99632612,0.88755783,0.72493531,0.90314277,0.82646404,0.97887971,0.89153997,0.8942466,0.98995206,0.91038102,0.95678377,0.71915296,0.82984846,0.83888996,0.86041266
370,125,0,0.89803304,0.89488891,0.82235142,0.66298034,0.76084468,0.77453292,0.9374808000000001,0.93371735,0.71639688,0.91297515,0.84609332,0.75486651,0.21318455,0.37674025,0.89817253,0.92943499,0.84875135,0.8869653000000001,0.92971659,0.79940242,0.82741328,0.66100752,0.79648546,0.8541924000000001,0.81497016,0.8268213,0.87066723,0.85653123,0.87080792,0.90407642,0.82314734,0.81441924,0.80148394,0.88861268,0.90348319,0.88689339,0.618549,0.81174064,0.92828976,0.87594447,0.65415875,0.8899191999999999,0.74325412,0.78288855,0.7478776999999999,0.93062507,0.79194185,0.80197346,0.98807562,0.83375979,0.68567968,0.8942808000000001,0.78094367,0.9452375,0.8550042,0.87798477,0.98239307,0.88524156,0.93907966,0.69609367,0.7883944,0.82552836,0.85565116
371,125,1,0.89229937,0.89678157,0.71010336,0.63457798,0.71004539,0.71428442,0.89960744,0.90064555,0.6991545,0.85264709,0.86623653,0.73502028,0.19707091,0.37151289,0.90024739,0.91084793,0.82991786,0.8876639999999999,0.89834627,0.7801168,0.81704837,0.63579276,0.76319737,0.84142994,0.81093725,0.82731858,0.85295846,0.79452653,0.79758844,0.89169918,0.80600627,0.79359361,0.77050454,0.87095188,0.86810329,0.88090371,0.64506126,0.76899712,0.90521396,0.87238473,0.62922818,0.86034386,0.69232026,0.75944371,0.72438884,0.88946864,0.75910804,0.8008166,0.96815267,0.77918637,0.63910147,0.88452059,0.72178549,0.8953167999999999,0.80273295,0.8483944,0.96662979,0.8512149,0.9156853000000001,0.66674639,0.73585268,0.80066808,0.84896834
372,125,2,0.87652439,0.88978696,0.59231266,0.55044549,0.64813499,0.58999637,0.83891449,0.84884298,0.67825553,0.75120322,0.8819734,0.70341332,0.19314344,0.36358583,0.89338441,0.88930011,0.8070273,0.8812204,0.8463780000000001,0.75757164,0.80021261,0.58818747,0.70178584,0.81398381,0.79904017,0.8168046,0.8268569,0.69492109,0.68408558,0.8762949000000001,0.77493417,0.77312823,0.71561627,0.85661016,0.82534832,0.86941154,0.67023354,0.71471964,0.86220242,0.86410511,0.6187838000000001,0.82585494,0.618171,0.71456493,0.68730453,0.82306197,0.693243,0.79074515,0.94051455,0.69596289,0.58619171,0.86943662,0.61715468,0.83331664,0.72027796,0.80557843,0.93464233,0.80570105,0.88454231,0.61882412,0.67396892,0.76128991,0.83927826
373,126,0,0.85145555,0.87324678,0.44114987,0.45856628,0.56511743,0.4949483,0.70419867,0.75149469,0.65415522,0.5517238,0.88118656,0.67620818,0.18695248,0.34873749,0.8740723,0.85961017,0.77503526,0.86297648,0.7753582,0.72253158,0.78378129,0.53969426,0.63224516,0.78146013,0.77479432,0.79114126,0.78934117,0.53465413,0.62313972,0.85490381,0.73587461,0.76422938,0.64432612,0.84019232,0.79780791,0.84895873,0.69954058,0.67561897,0.80458595,0.84344075,0.61077328,0.78855693,0.5255310999999999,0.66055253,0.63437161,0.75216963,0.64376346,0.7624361999999999,0.90022778,0.65333023,0.52300281,0.84438432,0.39851209,0.77131647,0.63494077,0.74773569,0.88337942,0.7531247,0.84521524,0.55429995,0.56030117,0.70842166,0.81539554
374,126,1,0.81817467,0.84467404,0.37343669,0.43386384,0.42857707,0.43144386,0.62491893,0.68123945,0.63431132,0.44994598,0.85773861,0.64094289,0.17275975,0.33972527,0.84693959,0.82778189,0.71972953,0.83867712,0.68758021,0.67714926,0.74798364,0.51309948,0.56582613,0.74392754,0.74538635,0.75448442,0.73201846,0.41193754,0.59408839,0.83371452,0.68530408,0.76996398,0.59340957,0.82168467,0.76343117,0.81622086,0.70922665,0.64120496,0.73959398,0.80804165,0.59290308,0.74713454,0.47423558,0.60968803,0.60041488,0.68276808,0.62911881,0.73480776,0.85639308,0.62749735,0.48267357,0.79966918,0.30765436,0.69878955,0.5356963,0.69951626,0.8429940999999999,0.68598847,0.78991588,0.507713,0.48338768,0.67212694,0.77147273
375,126,2,0.78801141,0.8064643,0.33496124,0.38133034,0.35209197,0.40794486,0.5557945,0.62667594,0.60693019,0.36790099,0.81060666,0.6130534000000001,0.17160965,0.33354507,0.80663953,0.78624064,0.66069028,0.81181585,0.58724147,0.63870026,0.72519701,0.49028103,0.52463033,0.6994648,0.71150992,0.72214329,0.68090642,0.33600571,0.57403584,0.80674021,0.64812539,0.78495765,0.56076292,0.79399833,0.72291473,0.76245701,0.71913285,0.62459814,0.69074777,0.77266237,0.57110803,0.71136791,0.44179237,0.58138508,0.54895641,0.61638803,0.59291098,0.69724396,0.80238698,0.60233646,0.45148929,0.76487857,0.24236951,0.62877536,0.46329633,0.64162207,0.79597161,0.62206675,0.74014844,0.46775286,0.42211778,0.63199075,0.72780052
376,127,0,0.76448662,0.75603913,0.30096899,0.3392845,0.31050918,0.39112099,0.50088752,0.57636309,0.58480994,0.31140359,0.76525297,0.5739608,0.17134048,0.32733842,0.75546245,0.7433835,0.60422302,0.77975312,0.53454733,0.58540676,0.68900649,0.46627513,0.48929209,0.6580623000000001,0.67752863,0.68861223,0.63331935,0.28566152,0.55390823,0.77808422,0.61671473,0.7915977,0.53421788,0.75935968,0.69250418,0.71254299,0.72047282,0.60680139,0.63869578,0.72249876,0.53737027,0.68715708,0.41519383,0.55212366,0.49783622,0.56713875,0.55418162,0.64984689,0.74348935,0.58750097,0.42717613,0.73071235,0.21683641,0.57487269,0.41118366,0.59201317,0.74292035,0.55362579,0.68903513,0.4320279,0.35146749,0.58439006,0.69890569
377,127,1,0.73972266,0.69820792,0.27673127,0.31393593,0.27555753,0.37870488,0.45301246,0.52568279,0.56397601,0.26551419,0.7020930000000001,0.54340149,0.17108354,0.31488540000000004,0.69687974,0.70564191,0.54660251,0.72945423,0.48632414,0.53308434,0.6590095,0.44839907,0.45412529,0.61581584,0.6497177,0.64719568,0.59444398,0.24959704,0.53140659,0.74767927,0.58603135,0.79235712,0.50874651,0.72540396,0.66212149,0.66462553,0.7136964,0.58894201,0.58960859,0.66375806,0.49486186,0.66184705,0.39182678,0.5249953,0.44408630000000004,0.52127037,0.5100323,0.59835999,0.67934332,0.57731772,0.40545615,0.69328178,0.2130888,0.52605393,0.3678668,0.53911075,0.69230273,0.48690555,0.63332014,0.40226208,0.29812968,0.54537162,0.66811461
378,127,2,0.71551928,0.62571089,0.25613695,0.29725906,0.25576278,0.36313259999999997,0.40329408,0.48010726,0.54215927,0.23225616,0.64389803,0.50647178,0.16941957,0.26503361,0.62626287,0.66255449,0.49951879,0.68878969,0.43822719,0.49443841,0.63063021,0.42761321,0.41626545,0.57654041,0.62074528,0.59409299,0.54652119,0.22098724,0.50744112,0.70482981,0.54906583,0.78651543,0.48674929999999994,0.68501496,0.63176667,0.61135843,0.70591501,0.57632249,0.5399518,0.61894893,0.45726502,0.63837843,0.36508825,0.49068784,0.39175975,0.47795762,0.46870962,0.53578088,0.6187661999999999,0.56585511,0.38604305,0.65121756,0.21829249,0.47402120000000003,0.33373752,0.46977666,0.63721423,0.41971258,0.57556655,0.37045341,0.27089967,0.49602364,0.63703951
379,128,0,0.678393,0.53127914,0.23011628,0.28523431,0.24300375,0.33664067,0.32681345,0.42932764,0.50897529,0.18819369,0.57811787,0.46147347,0.16654432,0.21946959,0.52595164,0.61816761,0.43670455,0.63012188,0.38206148,0.45567024,0.5862586999999999,0.39345507,0.37566969,0.52380266,0.57571382,0.51930523,0.48753672,0.19262089,0.47344468,0.65230055,0.49588715,0.76675105,0.47201466,0.63337112,0.56554895,0.5166603,0.6817477,0.57250219,0.48749087,0.56628656,0.41677386,0.59568771,0.33542155,0.44831799,0.34314802,0.41960388,0.41786612,0.46600885,0.54905686,0.54050037,0.36041953,0.58498833,0.22621738,0.40736289,0.30059696,0.39000618,0.58017146,0.34047461,0.50359228,0.3282013,0.25128525,0.42926062,0.58377746
380,128,1,0.62286585,0.44292768,0.19748062,0.26649663,0.24275706,0.29562851,0.26125619,0.38036548,0.46868045,0.15374718,0.50697931,0.42060662,0.16752312,0.12357075,0.44258240000000004,0.56359898,0.37233884,0.56066299,0.31625955,0.41320114,0.49764276,0.3555634,0.34062433,0.46781254,0.51726891,0.43764430000000004,0.39984893,0.16768805,0.43040255,0.59449078,0.43593729999999997,0.71192678,0.46777235,0.57601792,0.4340052,0.42262132,0.62629211,0.57800301,0.41840222,0.49369359999999995,0.34695951,0.5082018,0.30510155,0.37445969,0.27290483,0.35526036,0.35882089,0.39518203,0.45826992,0.49256933,0.32581622,0.50965615,0.21005729,0.32664663,0.27506762,0.28457184,0.51680494,0.30958684,0.423048,0.29737917,0.23907539,0.35314447,0.50172918
381,128,2,0.56285405,0.38370668,0.17741602,0.24560974,0.25418394,0.2584074,0.24814815,0.35442447,0.42232259,0.14409194,0.43046660000000003,0.38520615,0.16836735,0.093072098,0.38496529,0.52579982,0.32820874,0.50978185,0.25113089,0.37566209,0.42117122,0.34688747,0.31797271,0.42531906,0.43411841,0.38846659,0.32328997,0.15387005,0.39341278,0.53419212,0.37744201,0.62144874,0.46746683,0.50613962,0.33895597,0.34799389,0.56870214,0.58342032,0.36715349999999997,0.43621220000000005,0.29399942,0.44093386,0.28312276,0.32206352,0.21230612,0.32770738,0.30424444,0.32874447,0.40414834,0.42810990000000004,0.29843638,0.42607543,0.19061903,0.22234744,0.24417498,0.21835632,0.48034661,0.3038007,0.35530925,0.26795217,0.23388644,0.28090833,0.41693259
382,129,0,0.50892998,0.32533602,0.17835917,0.22307012,0.26493981,0.21349537,0.24068954,0.34791936,0.35771065,0.13661723,0.33968054,0.35468908,0.16836735,0.08562543,0.32694119,0.4909861,0.29499709999999996,0.46570918,0.22858676,0.35743583,0.37034041,0.34620281,0.29688549,0.38713462,0.37159219,0.34376443,0.25994125,0.13988415,0.34475931,0.46979685,0.33830721,0.54443579,0.46237779,0.4493874,0.29009846,0.31567635,0.49512825,0.59039289,0.33716956,0.37455627,0.23831311,0.40949831,0.26212392,0.29095095,0.18221102,0.30844692,0.23622577,0.27078598,0.33485887,0.31873045,0.26786874,0.37213684,0.18128581,0.16946323,0.23328048,0.17069782,0.45872972,0.31204499999999996,0.28634339,0.23865471,0.23356992,0.25721077,0.37133072
383,129,1,0.43711644,0.29117674,0.19496124,0.19038972,0.27972173,0.20165064,0.24543437,0.3473334,0.2990172,0.13836558,0.25899756,0.33722541,0.16886899,0.11366656,0.28990504,0.46647751,0.28099228,0.42824315,0.21059774,0.34090045,0.3105313,0.35768157,0.28036288,0.36170578,0.31479271,0.29721522,0.22522870000000003,0.14463566,0.30435395,0.41185928,0.31340439,0.45511635,0.44888268,0.39771625,0.25412409,0.30657241,0.41441424,0.59145756,0.31593399,0.31930590000000003,0.21174536,0.38446073,0.24411157,0.27162188,0.16658582,0.29983495,0.1662509,0.22381082,0.26248334,0.24302809,0.23834719,0.33099278,0.18708625,0.1651056,0.23966981,0.13982606,0.44270833,0.32911033,0.22021771,0.20953662,0.23711874,0.25435858,0.34119121
384,129,2,0.373869,0.28222547,0.2305814,0.16279671,0.29568778,0.21764012,0.27752176,0.35160393,0.26898396,0.16985561,0.21729483,0.32731497,0.16979885,0.17021333,0.28154178,0.44454314,0.28131585,0.40187874,0.21173389,0.32105799,0.27382080000000003,0.40268729,0.2684406,0.34465486,0.27128569,0.2718538,0.22992027,0.17942411,0.29190204,0.36766447,0.31158621,0.42854639,0.42460719,0.36535861,0.21771317,0.31936378,0.31544793,0.58332637,0.31119468,0.26175508,0.20763046,0.36496618,0.24090342,0.30024431,0.17379843,0.29847727,0.14684135,0.20172167,0.19907208,0.22512988,0.22471508,0.29680465,0.21817314,0.21511812,0.27630818,0.14035611,0.42658555,0.34256405,0.20804552,0.19886398,0.24505083,0.28128734,0.3482917
