,,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
32,0,0.76653971,0.79819008,0.69606684,0.46727004,0.49064188,0.64300474,0.50362756,0.4362096,0.47268305,0.57548287,0.54177025,0.5608646,0.44300569,0.48655422,0.5132507,0.78896574,0.62910359,0.46187865,0.55338786,0.67273549,0.73056746,0.5438256,0.34231393,0.39544492,0.45152319,0.75718866,0.73277589,0.63865174,0.76721433,0.51692083,0.61521092,0.58859985,0.53041742,0.66641132,0.34818602,0.81629861,0.64023918,0.75108632,0.39054907,0.4728896,0.48704217,0.40448424,0.61302515,0.41489567,0.60355632
32,1,0.74711507,0.79372616,0.71578428,0.51074078,0.457245,0.66996815,0.41603985,0.48064335,0.46428236,0.60904311,0.51321352,0.5469697,0.47174194,0.46049412,0.48551851,0.7743185,0.54071852,0.41936102,0.61167509,0.65756206,0.77219551,0.48580628,0.35806436,0.38558439,0.4377465,0.69090834,0.75922912,0.61211261,0.73660076,0.54551784,0.5985735,0.57783729,0.46258125,0.6125009,0.37733753,0.78827895,0.62972665,0.74674103,0.4081911,0.42965813,0.44144724,0.38209796,0.55499346,0.34757624,0.57062451
32,2,0.72611831,0.75234965,0.71076884,0.55665237,0.51975691,0.65963645,0.3791538,0.55083629,0.484773,0.62948697,0.532729,0.53622535,0.5586186,0.5089203,0.48733415,0.7562617,0.50836414,0.38277183,0.66778927,0.68449778,0.77087523,0.45343312,0.42935397,0.44357345,0.50148919,0.65703247,0.75901449,0.59624927,0.72419939,0.58382177,0.61013044,0.59415965,0.42242932,0.57437819,0.42082391,0.74909253,0.62369021,0.73908814,0.44989339,0.45283443,0.40619679,0.41839086,0.51287978,0.33475923,0.5663727
33,0,0.72049433,0.71107865,0.70252838,0.6221771,0.64273117,0.64471374,0.39642155,0.61645516,0.52388617,0.64282473,0.59750614,0.53277417,0.63458824,0.5980639,0.52002444,0.7531695,0.52520405,0.44465918,0.73156924,0.73432517,0.76482469,0.4629014,0.52065831,0.51669315,0.6128655,0.69201808,0.75616169,0.62903684,0.74908568,0.62227158,0.63824853,0.62881918,0.49628005,0.60571422,0.48318749,0.74080465,0.63530752,0.73558597,0.51314494,0.50534224,0.39976242,0.47193735,0.5535761,0.37289727,0.57406611
33,1,0.7341329,0.67436896,0.70653384,0.74216717,0.8065618,0.6417696,0.47382122,0.71151311,0.58358398,0.70385744,0.69825034,0.54285714,0.7464592,0.7292315,0.60469623,0.77644235,0.59850715,0.6,0.81060059,0.86881473,0.77348955,0.58218606,0.64200442,0.65743291,0.7244662,0.77421291,0.73664818,0.71963913,0.81829574,0.68213765,0.68130292,0.68600697,0.62876498,0.70241544,0.55475371,0.7586768,0.66730068,0.73532655,0.59821632,0.65527328,0.42818254,0.56683958,0.69238261,0.46038523,0.60010755
33,2,0.75398703,0.64791819,0.71269697,0.80476504,0.88504925,0.64360289,0.56458743,0.75109766,0.62476502,0.72131275,0.74269654,0.55705868,0.82049336,0.78872788,0.66280552,0.81935064,0.65319847,0.67974232,0.86079705,0.94279139,0.77745912,0.63589766,0.70361091,0.76327684,0.76070991,0.82170982,0.72394026,0.75973603,0.85912002,0.71621801,0.72584484,0.72668537,0.67219046,0.74411701,0.56975715,0.76476531,0.67005695,0.73785589,0.62706049,0.77426145,0.44972283,0.63617318,0.77431313,0.5108427,0.63304653
34,0,0.7808752,0.63166951,0.71654176,0.82149453,0.94280267,0.64370388,0.6434325,0.76006236,0.65761585,0.72208755,0.7577864,0.56886123,0.84258065,0.78802708,0.70157996,0.85360892,0.70186257,0.71335423,0.86256114,0.96490219,0.77481857,0.63849099,0.72129698,0.83946857,0.77247382,0.85195232,0.72019317,0.77050372,0.88063678,0.7129028,0.75478679,0.7593301,0.7058736,0.76074258,0.56374988,0.76640143,0.64796128,0.73947727,0.62540452,0.83632141,0.45241536,0.68999401,0.8010612,0.53803371,0.67076074
34,1,0.80986224,0.63150718,0.71122792,0.83016708,0.97013028,0.63271965,0.73217794,0.73210212,0.6825477,0.73879019,0.74060644,0.58241342,0.83886148,0.72581067,0.73504714,0.884775,0.78380188,0.7150605,0.82062385,0.94813414,0.7585818,0.61264468,0.67737657,0.90033545,0.76057392,0.90464447,0.71631193,0.78023557,0.89826418,0.68989524,0.77595545,0.78882088,0.74925993,0.78104278,0.54084161,0.77717479,0.61215262,0.73889357,0.60452632,0.85468535,0.43603247,0.72022147,0.86088094,0.54825843,0.73263067
34,2,0.79744733,0.66000325,0.68214528,0.81014353,0.96051795,0.60838188,0.79680045,0.67582625,0.6969875,0.7560352,0.72346608,0.57438071,0.82231499,0.70375341,0.75374476,0.89299373,0.80638995,0.68513102,0.78509342,0.90317278,0.73034887,0.59019232,0.61631049,0.89450918,0.7250782,0.94262228,0.70501699,0.82440063,0.91156595,0.67623657,0.76157602,0.81024399,0.76812593,0.79778804,0.54134303,0.76441663,0.60341686,0.73759647,0.57846374,0.81984467,0.44505049,0.71099362,0.88566652,0.54666934,0.77285438
35,0,0.79406807,0.68482266,0.64040353,0.80126578,0.94836352,0.56823584,0.82879596,0.62550011,0.70390779,0.7514749,0.72998179,0.56299303,0.81882353,0.71008433,0.75449546,0.88160143,0.801158,0.6405676,0.78641649,0.8716916,0.68378071,0.59868593,0.58088922,0.8639654,0.70563035,0.97040691,0.69915042,0.86617659,0.91853708,0.67305397,0.74200931,0.82513815,0.77666223,0.80385656,0.56816439,0.73493071,0.6188041,0.73305662,0.56258591,0.79669014,0.47251039,0.69528132,0.89344381,0.5547191,0.78382448
35,1,0.81482982,0.72331791,0.57682111,0.79253923,0.89712425,0.50033403,0.86065114,0.5730073,0.70174593,0.70871659,0.75163487,0.55211039,0.80660342,0.73131013,0.73068261,0.82862723,0.7667527,0.61313659,0.80562906,0.83667598,0.59779662,0.62504569,0.5534758,0.79274364,0.66338909,0.98405261,0.69717403,0.9124551,0.92056994,0.69062459,0.70529407,0.82011392,0.78242619,0.78541163,0.62892538,0.68767993,0.66251708,0.7052338,0.56386306,0.75814764,0.52748961,0.66011572,0.89358918,0.57197432,0.77199398
35,2,0.81969206,0.72968915,0.51889683,0.75163893,0.8207817,0.43593568,0.85686219,0.51077025,0.66017718,0.61352593,0.7534637,0.54467893,0.76796964,0.73326998,0.68815468,0.7746684,0.73301709,0.59717071,0.82984524,0.77661516,0.49956282,0.63672439,0.52036355,0.68950388,0.60347477,0.95815865,0.69243427,0.91212096,0.89011417,0.68571807,0.65072088,0.7786364,0.76617589,0.73326072,0.68675646,0.63166741,0.73107062,0.6538686,0.56787852,0.69832329,0.57824193,0.61193136,0.86669574,0.58123596,0.74611027
36,0,0.72660454,0.62584206,0.43472472,0.63083885,0.62619161,0.32484269,0.80816727,0.43599179,0.50855344,0.34443522,0.70490856,0.51281265,0.72371157,0.6675971,0.59650838,0.74496704,0.69639344,0.52763124,0.89623928,0.6583758,0.33382006,0.59079279,0.43636453,0.48358051,0.43632531,0.81385943,0.64511715,0.81478573,0.76436462,0.54672457,0.5102525,0.68316756,0.65471063,0.59467838,0.72471733,0.59209656,0.73702733,0.50503924,0.47417012,0.59802569,0.54936646,0.50369114,0.69648932,0.56077047,0.69143902
36,1,0.61919773,0.49478938,0.40683568,0.47440896,0.46999523,0.27883166,0.75336795,0.37672387,0.36271031,0.27740329,0.60509065,0.46477273,0.72595825,0.53775983,0.51483939,0.76535926,0.68365539,0.4207626,0.87033919,0.52462601,0.27971496,0.44802019,0.31813314,0.4235346,0.26865225,0.66171804,0.5925863,0.64228552,0.50001856,0.37833179,0.39350828,0.57398623,0.54311222,0.50575731,0.61109035,0.61495753,0.575,0.42191452,0.37247411,0.57288234,0.41084934,0.40869413,0.47925571,0.48197432,0.61094859
36,2,0.46679903,0.42707572,0.40186616,0.34510914,0.40229584,0.27215878,0.69587426,0.38713301,0.32026036,0.36881953,0.44544375,0.43709716,0.71981784,0.40919349,0.50728003,0.76714948,0.6957377,0.37356142,0.85285863,0.4428818,0.27915537,0.37565921,0.24989929,0.4903072,0.19901401,0.57038224,0.58186371,0.46194136,0.42520189,0.30206869,0.41693493,0.54093344,0.51696296,0.53623154,0.54611149,0.64015199,0.49203872,0.42175887,0.33961447,0.55480148,0.32661849,0.36860036,0.42390609,0.42565008,0.56934108
37,0,0.41092382,0.40188296,0.39734423,0.32330356,0.42957579,0.27134312,0.62380718,0.45231626,0.34921045,0.48377885,0.34087562,0.39891775,0.70535863,0.34603872,0.4708537,0.77307348,0.72671085,0.42621224,0.82110496,0.43020713,0.29464895,0.36044731,0.25771555,0.60885417,0.30167959,0.54200575,0.54755858,0.363587,0.49809709,0.32420766,0.57391868,0.5627391,0.57342783,0.68116966,0.41371547,0.67713008,0.47929385,0.49815812,0.36889158,0.57754954,0.34306078,0.36633579,0.5179968,0.35457464,0.53680361
37,1,0.46469206,0.39831994,0.38648701,0.3780389,0.4534795,0.2710557,0.59094864,0.52003302,0.42234937,0.58985002,0.3297997,0.39460077,0.68189753,0.35695451,0.46097242,0.77065668,0.77308685,0.52696091,0.80040895,0.44613677,0.31775815,0.35030023,0.30838615,0.70767126,0.39175847,0.60966708,0.52377929,0.36219196,0.58732015,0.3980175,0.67110382,0.61849868,0.60072049,0.76593733,0.40601711,0.71931158,0.53582005,0.59448732,0.43663481,0.63526167,0.42922194,0.39995511,0.6091365,0.2973435,0.54018068
37,2,0.51305511,0.39228959,0.36445123,0.42162845,0.41081983,0.2605531,0.56955515,0.55796678,0.46402387,0.63619459,0.35271158,0.4146645,0.65355598,0.38745694,0.4593139,0.75351941,0.81591908,0.5798729,0.75119076,0.45091238,0.31839643,0.33059786,0.34047163,0.69900247,0.42397661,0.61916975,0.51847612,0.36293543,0.62038429,0.41814746,0.69547639,0.64666327,0.57890986,0.81212745,0.42372431,0.72155565,0.5923918,0.63412673,0.49646618,0.65174566,0.47728173,0.4177923,0.63116732,0.26434189,0.53901197
38,0,0.52635332,0.37374401,0.34510105,0.42926418,0.35580712,0.24814729,0.53659136,0.55570841,0.46638547,0.61790913,0.38312089,0.41702742,0.60862998,0.41078513,0.44981669,0.71614452,0.83839554,0.58260642,0.67560741,0.43437449,0.30242196,0.33892612,0.35190862,0.62530897,0.41927105,0.59418002,0.52184761,0.36802272,0.62447786,0.41416258,0.67210314,0.64392587,0.52763725,0.81942882,0.43231737,0.68125168,0.59208428,0.62734289,0.52273441,0.61125064,0.49376361,0.40579609,0.56709551,0.25172552,0.49752635
38,1,0.50593193,0.36691015,0.33247639,0.42359409,0.32156022,0.23870116,0.49459023,0.55323222,0.42492246,0.55545963,0.41752039,0.41876503,0.53479317,0.42861385,0.4254801,0.64400684,0.84474363,0.56647515,0.62460909,0.41602828,0.28688467,0.34962144,0.35456645,0.52002119,0.36674827,0.55394164,0.52597925,0.38457105,0.61051703,0.40363347,0.61358609,0.61214826,0.45827394,0.80743542,0.42830597,0.61228431,0.50584282,0.58285881,0.51950905,0.51768164,0.48596318,0.36480946,0.48737462,0.24850722,0.42042733
38,2,0.4763128,0.38708709,0.3476719,0.40988865,0.32419765,0.2506098,0.46263682,0.55167314,0.36944262,0.51612153,0.45674927,0.41585498,0.46995066,0.43566932,0.39472765,0.60661567,0.82242065,0.55255506,0.59320022,0.41174585,0.30119787,0.355835,0.35584377,0.44939972,0.2746022,0.51602137,0.53817743,0.40316598,0.58010768,0.40066304,0.54691433,0.57195443,0.41408098,0.80194145,0.41253564,0.56413947,0.4352164,0.53462611,0.49920449,0.43836104,0.44876262,0.33424282,0.4308039,0.25333868,0.40109701
39,0,0.450859,0.41563996,0.37202603,0.39859166,0.33945821,0.26715606,0.43642997,0.53620846,0.29906476,0.47656207,0.49131502,0.40316258,0.4141556,0.43112009,0.35494937,0.57710961,0.79896756,0.55242448,0.5480154,0.41720368,0.32223485,0.34627099,0.35625154,0.41724047,0.24269006,0.48911632,0.55071544,0.4095982,0.5347257,0.40559607,0.50595774,0.50486271,0.40772183,0.78522012,0.39415003,0.5111131,0.42025057,0.4677411,0.47327178,0.38948247,0.42895466,0.30594573,0.42878325,0.24795345,0.38825554
39,1,0.44919773,0.43536239,0.39644903,0.37948613,0.36993168,0.28131749,0.41299467,0.51360182,0.26076229,0.45188998,0.51007046,0.38759019,0.35814042,0.41534624,0.32727828,0.53304581,0.76146495,0.55064856,0.50950204,0.41638994,0.33947714,0.31844052,0.35580447,0.39485346,0.28190534,0.4627949,0.54493829,0.3988138,0.49378075,0.41964594,0.48880922,0.44657825,0.42347091,0.76441721,0.37633468,0.46016093,0.43066059,0.41590894,0.44106155,0.36858532,0.42368838,0.27631684,0.43970054,0.23495987,0.36611458
39,2,0.45968395,0.44752049,0.40755873,0.35269087,0.37237846,0.28171366,0.39143278,0.47115131,0.24430163,0.43705794,0.50229594,0.37791607,0.31134725,0.38278893,0.30178946,0.44986573,0.7121172,0.54106381,0.47286505,0.38987342,0.34461834,0.28738143,0.34745271,0.40318679,0.33670611,0.43298808,0.51289573,0.37471389,0.45426529,0.42804668,0.47085971,0.38560741,0.42453599,0.73469705,0.35565824,0.42665177,0.44600228,0.38316363,0.40577749,0.36373666,0.43090477,0.25502793,0.44151039,0.21413323,0.33313257
40,0,0.4676175,0.44851879,0.38982681,0.32449158,0.35502065,0.26484114,0.38431799,0.42315232,0.23821553,0.42992971,0.47023197,0.36505532,0.28514611,0.35326048,0.28452339,0.39486533,0.63693059,0.51851658,0.42691043,0.34363801,0.3269826,0.27022887,0.328789,0.40774188,0.34383925,0.40679819,0.46063316,0.34763178,0.42074631,0.41406975,0.44679228,0.33613024,0.39783852,0.69755584,0.33427392,0.40779616,0.44503417,0.35779882,0.36719232,0.35423532,0.43188478,0.23975459,0.41460241,0.1985313,0.27509142
40,1,0.45858185,0.42814707,0.28146125,0.27178667,0.30302669,0.18276237,0.38989615,0.30685192,0.20893646,0.38422713,0.39973874,0.34108345,0.27508159,0.30756622,0.27263443,0.31699894,0.56108825,0.43283712,0.37246412,0.2587539,0.23208009,0.23170307,0.27715549,0.36310911,0.28235414,0.3410111,0.3811751,0.29973269,0.35512856,0.28895372,0.38049432,0.25979767,0.31063513,0.61344648,0.29036476,0.36124274,0.37503417,0.29856022,0.30927668,0.32786528,0.37847951,0.20116221,0.32934293,0.15522472,0.19815731
40,2,0.42649919,0.4036036,0.19716289,0.24947349,0.26303622,0.12292395,0.40359248,0.20290952,0.17364179,0.30272843,0.3442562,0.32661736,0.31716888,0.25235776,0.2815817,0.21961917,0.44539937,0.31128232,0.36938497,0.1956436,0.16381044,0.16014272,0.22198968,0.24590395,0.14537604,0.24697904,0.30872831,0.26997745,0.29118166,0.2544689,0.21998627,0.16239905,0.17797792,0.50402174,0.20435552,0.24398748,0.28742597,0.23799857,0.18931088,0.29543442,0.29699069,0.16008579,0.24330571,0.12274478,0.14841184
41,0,0.40102917,0.42730298,0.2107631,0.26540376,0.25767398,0.1209586,0.41471372,0.24942968,0.20570542,0.22656483,0.30714116,0.29005532,0.3545351,0.25354555,0.30753317,0.22910733,0.43222881,0.36121703,0.43209045,0.24165708,0.16804232,0.16387608,0.20360108,0.18082627,0.11538828,0.21595561,0.27031837,0.32481831,0.29294533,0.2807983,0.21022198,0.063204115,0.21097189,0.46042899,0.1739062,0.21592311,0.29735763,0.2664894,0.17056487,0.27208391,0.24151653,0.16698923,0.25907109,0.18926966,0.20954327
41,1,0.38141815,0.43675026,0.27162548,0.2676718,0.28738481,0.1590616,0.41179484,0.38196283,0.26093853,0.20397366,0.31038714,0.28066378,0.35407211,0.29337213,0.3509602,0.26662055,0.42523893,0.45081396,0.49024136,0.33252507,0.21198741,0.24065791,0.23833456,0.25735346,0.19456004,0.26255651,0.28866929,0.34150029,0.32462638,0.33170004,0.30834541,0.12213721,0.32419923,0.45171522,0.21473798,0.29054984,0.35635535,0.36296777,0.22938967,0.27198229,0.2448822,0.18092578,0.28573194,0.23755217,0.29972037
41,2,0.3963128,0.42054216,0.30455291,0.26041408,0.32237051,0.17995805,0.37800309,0.46974126,0.28999436,0.2208866,0.32993429,0.28347162,0.33341935,0.32325692,0.42167423,0.28955163,0.43008022,0.54202142,0.53764734,0.37239027,0.23875142,0.29995649,0.28460329,0.3242673,0.28444852,0.3036827,0.30380075,0.33822571,0.36608187,0.40383238,0.37299565,0.18296353,0.34672253,0.4623441,0.247193,0.33323201,0.44132118,0.42417796,0.27893888,0.2888655,0.2734904,0.19199421,0.2859718,0.25931782,0.36428623
42,0,0.42722853,0.38265563,0.31018811,0.25515439,0.35627582,0.18280121,0.34426747,0.51237519,0.30009869,0.25704798,0.35364579,0.29028379,0.31966603,0.35442452,0.47447626,0.29846204,0.5091594,0.62038826,0.58669714,0.35231794,0.24091108,0.34042294,0.31224269,0.37548552,0.34438324,0.30540074,0.31169737,0.35509982,0.42314119,0.45699509,0.3840415,0.20953838,0.34038687,0.4753908,0.27025858,0.35539562,0.48952164,0.44417926,0.29279274,0.30875372,0.30515739,0.20130188,0.29395988,0.27124398,0.40085323
42,1,0.46855754,0.34909504,0.31433129,0.27944401,0.38367493,0.18163598,0.32999579,0.55244122,0.31236488,0.30726659,0.41183596,0.28991703,0.32937381,0.38843093,0.52041725,0.30506957,0.59093129,0.67608601,0.61651832,0.34986027,0.24133951,0.36167435,0.32860231,0.40198623,0.39873521,0.31980271,0.3174298,0.39091137,0.48602989,0.51379127,0.40750629,0.22606478,0.33174094,0.51059297,0.2883394,0.38138578,0.56461276,0.45251313,0.30533698,0.32390941,0.33551772,0.21322326,0.32935746,0.29167737,0.43716211
42,2,0.50922204,0.358031,0.34572081,0.33358534,0.4274865,0.20057485,0.35263121,0.59405487,0.34509822,0.37458631,0.46978862,0.30554954,0.37080076,0.4198836,0.55112605,0.31526568,0.66158354,0.69624793,0.63763932,0.41288838,0.27209933,0.40196676,0.35158929,0.45294845,0.43420373,0.38896835,0.32073869,0.48056136,0.57235682,0.61479247,0.45575559,0.25625266,0.35283891,0.55989515,0.31782519,0.41132767,0.65882688,0.47911667,0.33919236,0.35066415,0.37426252,0.26397646,0.3969763,0.32398074,0.4710332
43,0,0.55588331,0.41418716,0.39169756,0.41162748,0.4790197,0.2382273,0.39851951,0.61623735,0.40016684,0.43030605,0.53717045,0.33643579,0.43125617,0.44941204,0.57592528,0.32946538,0.69891873,0.69252198,0.66827841,0.50750452,0.32000525,0.43451397,0.39314665,0.53952154,0.4501904,0.44872174,0.31824361,0.5515997,0.65258517,0.66489855,0.51007705,0.29422766,0.3913149,0.61980226,0.36282568,0.44219043,0.7152164,0.51581166,0.39405583,0.39777165,0.41753118,0.33527534,0.44130688,0.34799358,0.50380727
43,1,0.57966775,0.47291616,0.43598719,0.47519737,0.50794407,0.27880836,0.43866124,0.63461384,0.44702275,0.4780342,0.58532183,0.36768278,0.49039848,0.46731203,0.59991271,0.33682969,0.6893338,0.67631235,0.67879079,0.59849581,0.37049926,0.46661735,0.42826824,0.60382239,0.44868761,0.50681463,0.31082096,0.6090218,0.71558526,0.66523008,0.55310855,0.31916178,0.42196726,0.67698035,0.39587061,0.46540903,0.73840547,0.54154614,0.44803178,0.44135153,0.45241536,0.42336891,0.45282018,0.35159711,0.53387108
43,2,0.56538898,0.51943836,0.46527642,0.50381787,0.52348268,0.31106968,0.46977968,0.65150004,0.46866482,0.51006697,0.59621566,0.410095,0.52387097,0.48682741,0.61413233,0.32801693,0.6444646,0.63573605,0.65871221,0.65420845,0.3953222,0.49741537,0.45254237,0.65912782,0.42138583,0.53227291,0.29475943,0.6289366,0.75163836,0.62286832,0.57315585,0.33442999,0.44206281,0.72119551,0.41366631,0.46854716,0.73050114,0.54063817,0.47913803,0.4676635,0.49110077,0.49721169,0.442339,0.33852327,0.54372983
44,0,0.51795786,0.52714877,0.47335621,0.47611539,0.52712107,0.3246951,0.48304098,0.64638718,0.45680985,0.52281809,0.56968569,0.45456349,0.49892979,0.49956052,0.58907123,0.31240133,0.47549355,0.57330025,0.60499559,0.65043564,0.40204599,0.525446,0.45570621,0.7115113,0.33817489,0.51318537,0.27184761,0.58310918,0.72755964,0.51473942,0.55482493,0.31386551,0.43715248,0.68182798,0.39052207,0.44144837,0.65900911,0.50681627,0.46583616,0.4660376,0.52183726,0.57297486,0.39031836,0.30655698,0.51484907
44,1,0.45246353,0.45992208,0.45889523,0.42003002,0.52635844,0.31706673,0.50523435,0.5728812,0.41097613,0.52434556,0.52381442,0.47338264,0.45119545,0.49947737,0.56886348,0.3266173,0.41238926,0.50833986,0.54767861,0.54651488,0.37940894,0.54225046,0.44447065,0.75546434,0.21322589,0.41106453,0.26074942,0.49675048,0.59731737,0.4278544,0.42174079,0.25463742,0.39919336,0.53304766,0.3031757,0.40075101,0.44422551,0.4133796,0.38831946,0.42835886,0.5234904,0.63377893,0.30349615,0.30594703,0.40403671
44,2,0.42490276,0.4037497,0.44506548,0.39882926,0.54931681,0.30180222,0.57357564,0.48200754,0.40199972,0.56205656,0.50082337,0.48439755,0.47196205,0.48849032,0.59825419,0.40002441,0.47052668,0.45973709,0.5273274,0.49310373,0.35404389,0.5448699,0.43483174,0.79216102,0.21532708,0.39289766,0.2724289,0.46012864,0.50756521,0.39624718,0.24469448,0.19839327,0.32448117,0.41176119,0.2022515,0.37373268,0.31242597,0.29045334,0.35423679,0.40468172,0.50109879,0.6834597,0.2724742,0.34530498,0.3551158
45,0,0.46458671,0.41754728,0.45255994,0.43982677,0.61862885,0.31016857,0.63879456,0.44676778,0.42043425,0.60259007,0.51223181,0.49065055,0.52921442,0.48028269,0.64135824,0.48823338,0.55260551,0.46772874,0.55052522,0.529566,0.3679986,0.5402924,0.43396708,0.80742408,0.32738338,0.43648171,0.31484529,0.49367638,0.53093846,0.41386421,0.32499046,0.23455751,0.35924505,0.45085342,0.24049749,0.3905409,0.31648064,0.22663597,0.38113277,0.43943529,0.46538309,0.71672985,0.30932548,0.39567416,0.39755503
45,1,0.51837115,0.4690853,0.47651238,0.4882008,0.72369717,0.33615319,0.70125596,0.51261593,0.46518705,0.66832697,0.55670968,0.49319986,0.59467173,0.48857346,0.69791376,0.53985678,0.62917335,0.49985201,0.63206639,0.62380404,0.41664772,0.5250892,0.45859003,0.79329096,0.45225758,0.50618167,0.36066893,0.54024726,0.57611622,0.44971489,0.3921962,0.32976282,0.44369175,0.52902593,0.3442631,0.42012517,0.38050114,0.23251832,0.43522778,0.51044494,0.44722827,0.73264166,0.39677279,0.44162921,0.46627232
45,2,0.57705024,0.50584368,0.49287854,0.52945751,0.80775342,0.35966752,0.73309009,0.62729993,0.5121252,0.75663291,0.61570739,0.49090909,0.66098672,0.52286495,0.75588338,0.57923346,0.68964074,0.54398015,0.71658247,0.70282755,0.45776865,0.49973022,0.50631295,0.77449682,0.58945328,0.54576243,0.42201753,0.5905104,0.61131533,0.50404456,0.44862308,0.39116722,0.51944553,0.60292533,0.43151116,0.4638802,0.43160592,0.25680005,0.49808968,0.56971765,0.47333201,0.73757981,0.46391917,0.46553772,0.51928013
46,0,0.62481361,0.53073614,0.49355568,0.57703232,0.87019384,0.36463917,0.74719338,0.72504041,0.56660635,0.82511484,0.66584593,0.47180736,0.6820797,0.56119492,0.78115398,0.60114737,0.7816812,0.58332898,0.77399567,0.75460299,0.47988983,0.49590984,0.56737902,0.74563912,0.67020264,0.5425894,0.48697013,0.63074096,0.62919335,0.54677099,0.51231215,0.4351441,0.58216775,0.65495655,0.50703962,0.4964506,0.44915718,0.2432648,0.55498793,0.59904188,0.51598693,0.73508579,0.53667684,0.45967095,0.57001506
46,1,0.62986224,0.52922652,0.48293948,0.62920802,0.90038132,0.3629457,0.75722706,0.77608878,0.60300545,0.85136975,0.67228248,0.45143699,0.63880076,0.58876351,0.75165852,0.58655708,0.86574119,0.60860973,0.79761046,0.73241,0.48868584,0.55459055,0.61218374,0.68975106,0.69128247,0.53056309,0.53503845,0.66287695,0.62867354,0.55784379,0.55413838,0.46147241,0.63028428,0.67968544,0.55246288,0.5202861,0.46873576,0.22463195,0.59725304,0.56740945,0.5550782,0.7112929,0.6078209,0.42536918,0.61923711
46,2,0.59084279,0.52065579,0.48440853,0.674558,0.87956784,0.37443486,0.76227898,0.77802616,0.59154996,0.82662018,0.63778798,0.45184584,0.55111954,0.60840955,0.72450244,0.5441289,0.89586327,0.62734395,0.79867693,0.65471807,0.49855731,0.62910104,0.63370179,0.65351342,0.66079831,0.54098644,0.56635664,0.67375324,0.62161886,0.55484021,0.57247692,0.46251807,0.66032579,0.68010437,0.53077377,0.53583371,0.5268451,0.24530125,0.62503653,0.50110329,0.56855078,0.68261173,0.66482774,0.39303371,0.63673908
47,0,0.55504862,0.54711468,0.51704904,0.7037401,0.78523197,0.41454206,0.77210216,0.76643624,0.54985196,0.7661077,0.57150661,0.46539202,0.4928425,0.61502554,0.73270775,0.49357962,0.90553191,0.6386698,0.78942346,0.58547592,0.53082102,0.70372465,0.63109801,0.67751589,0.60333197,0.57182902,0.59394563,0.67370312,0.62326186,0.5576714,0.59732245,0.43895265,0.6394471,0.67542432,0.47563661,0.55029057,0.60457859,0.30342435,0.64196422,0.44005952,0.5510394,0.68904629,0.69925861,0.38308186,0.63640926
47,1,0.55750405,0.58710332,0.57571932,0.71994038,0.64246107,0.47975608,0.79490598,0.73650422,0.49831986,0.68964525,0.49969915,0.48188432,0.47410247,0.60750683,0.75256634,0.4671088,0.87956749,0.65126665,0.81420896,0.58601019,0.58732185,0.77107301,0.61188897,0.72119527,0.54430165,0.60295931,0.6074763,0.66949294,0.63580247,0.55845379,0.64128461,0.3814078,0.61210745,0.68568214,0.43855078,0.55808672,0.69882688,0.37451197,0.6498436,0.435973,0.51806573,0.70226457,0.72910307,0.38591493,0.64510647
47,2,0.56748784,0.62822011,0.66036198,0.70693696,0.53256276,0.58674746,0.82149874,0.65155736,0.38771266,0.66624606,0.44084396,0.50751563,0.5016926,0.56823851,0.75065468,0.49158597,0.76178584,0.64667885,0.91804988,0.63221272,0.70436303,0.8639544,0.5776959,0.74435028,0.44796002,0.60937115,0.60593811,0.64546821,0.6143971,0.48071874,0.68013578,0.29915838,0.63488918,0.74539774,0.41116901,0.54878856,0.74121868,0.44759063,0.61769831,0.48002468,0.45600871,0.67468077,0.75054514,0.39449438,0.65122249
48,0,0.58497569,0.5798393,0.66186547,0.57251785,0.44836352,0.58861959,0.76536626,0.44212493,0.28352054,0.62646522,0.4131106,0.50458153,0.5465351,0.48099537,0.64832402,0.48379038,0.44313917,0.58110037,0.95613824,0.60526056,0.73392498,0.79017492,0.49555392,0.6893803,0.34276486,0.50461159,0.57920766,0.5580152,0.47689594,0.29826946,0.5991914,0.22999235,0.61475448,0.77133555,0.3604267,0.50447921,0.65207289,0.37748233,0.51808037,0.47161211,0.40245496,0.5662909,0.75112662,0.35040128,0.58000287
