,,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
48,1,0.61070502,0.4608311,0.57257463,0.43486948,0.36155068,0.47229861,0.6132613,0.40540633,0.23557195,0.47869832,0.3988362,0.48823353,0.55173435,0.36087421,0.53071753,0.37476605,0.34769445,0.37456255,0.81749659,0.44477232,0.62683396,0.64602733,0.38851388,0.53532839,0.22425541,0.36535142,0.55191379,0.46020383,0.38318017,0.23500199,0.42106949,0.21979087,0.54612734,0.68513154,0.25551077,0.43848011,0.41020501,0.26475777,0.37546134,0.34413152,0.35600871,0.41196129,0.69290595,0.22523274,0.44039578
48,2,0.63252026,0.39408327,0.51041535,0.35965699,0.31496663,0.37277247,0.47535784,0.34406346,0.23155372,0.39325917,0.36902858,0.44405363,0.51755598,0.29840836,0.47742668,0.34320937,0.37930938,0.26208758,0.68822067,0.31202532,0.50612049,0.45103124,0.28293785,0.39487994,0.16897865,0.32508837,0.55340726,0.42494361,0.33804883,0.24838881,0.30555344,0.22489161,0.37002898,0.54031312,0.17755383,0.40224408,0.31407745,0.1761982,0.27187125,0.24630907,0.32666799,0.26887969,0.62929205,0.17488764,0.36197749
49,0,0.6365235,0.37734762,0.46518461,0.3316737,0.27206864,0.34009166,0.43007297,0.30059268,0.26056255,0.37714317,0.3360779,0.39724627,0.50127514,0.29888348,0.4659567,0.35832859,0.45876526,0.27443197,0.60904498,0.24196942,0.45343184,0.34617527,0.20568411,0.33607874,0.15395757,0.3539252,0.55520479,0.43952051,0.31763668,0.28945763,0.28986193,0.24015132,0.31577257,0.47780863,0.18233212,0.41139025,0.33323462,0.15815552,0.24453151,0.22094796,0.32219363,0.22708001,0.58940253,0.16626003,0.32367534
49,1,0.61669368,0.36890674,0.44942673,0.32879006,0.26460915,0.31328362,0.40841987,0.30399743,0.29671492,0.39598207,0.32530283,0.37353295,0.46905503,0.3141347,0.47147346,0.37543331,0.51984653,0.30431792,0.56953733,0.25494822,0.41901722,0.31217475,0.19564726,0.30319562,0.20677275,0.37405672,0.55379181,0.48657589,0.33054859,0.32443973,0.30533221,0.26599507,0.29679693,0.47245829,0.21282076,0.43812249,0.36063781,0.17159997,0.25120951,0.21434275,0.3245298,0.2246658,0.54420701,0.17569823,0.33668172
49,2,0.5841248,0.358729,0.45363877,0.34245229,0.34432793,0.3147285,0.40736739,0.37673533,0.34169095,0.41382478,0.33167604,0.35180976,0.43770778,0.34321178,0.46476955,0.40324681,0.6097384,0.33813877,0.60906904,0.2992027,0.4087523,0.33536681,0.21154999,0.30274541,0.33432613,0.41103987,0.54228224,0.539863,0.38026548,0.36433497,0.37304142,0.29391312,0.30111207,0.49938956,0.25832268,0.48130532,0.40177677,0.21118101,0.26901389,0.23562459,0.3347357,0.24359537,0.50378689,0.18967897,0.36595684
50,0,0.54538088,0.31115169,0.46246456,0.39759804,0.41341754,0.32434553,0.42104266,0.44884273,0.36964235,0.40451602,0.34591085,0.35910895,0.44699051,0.37780021,0.45511522,0.44761169,0.70551796,0.3288413,0.65424585,0.3358458,0.41705867,0.37578975,0.23021371,0.33790607,0.42870257,0.45917797,0.51833304,0.57582491,0.42812587,0.3968174,0.4238691,0.32954178,0.29871564,0.54104326,0.27607905,0.51308896,0.4188041,0.24740904,0.29053067,0.27963998,0.35455355,0.29764565,0.47430586,0.17951846,0.3876676
50,1,0.50972447,0.31998214,0.4583099,0.44635008,0.46181284,0.32331236,0.42452287,0.52179844,0.37893599,0.35056727,0.35637717,0.37699014,0.483537,0.39691175,0.45913059,0.4723818,0.76629229,0.2882737,0.66066073,0.37318757,0.41820407,0.39409103,0.24458364,0.37703037,0.49579083,0.49580764,0.4795922,0.60210509,0.47691451,0.40785042,0.4737356,0.34086543,0.28677265,0.56465899,0.28924393,0.53275816,0.43571754,0.29971464,0.30953644,0.30990056,0.37841022,0.36653532,0.44234627,0.16161316,0.39874525
50,2,0.49836305,0.36907719,0.45297311,0.4881468,0.49658405,0.32213936,0.42420011,0.57109285,0.36404972,0.2587747,0.36712058,0.40498437,0.52483491,0.39859841,0.47282647,0.49822606,0.7674503,0.28064769,0.65016438,0.4282673,0.41883361,0.40555217,0.25963154,0.43321857,0.54915001,0.51044801,0.43065641,0.61694094,0.52965748,0.42005039,0.51742314,0.3455156,0.27686585,0.5784478,0.31175892,0.53822977,0.46633257,0.36156041,0.32824998,0.33667707,0.39944565,0.4342927,0.39867713,0.1515008,0.40227289
51,0,0.49727715,0.4448746,0.46271706,0.53191995,0.46813632,0.34023149,0.42154785,0.60562185,0.3196494,0.22783773,0.39377721,0.44162458,0.57202277,0.39216059,0.5099162,0.5022215,0.72809208,0.33037347,0.64648384,0.5384021,0.4399318,0.40503002,0.29127978,0.534119,0.58013736,0.51795314,0.39919514,0.60930582,0.59033695,0.44681077,0.57963231,0.39208535,0.28166654,0.59342159,0.33510963,0.53086276,0.50733485,0.41097996,0.35352245,0.39064383,0.42390616,0.52573823,0.33318796,0.15132424,0.40541335
51,1,0.49573744,0.49183508,0.48349038,0.56125325,0.40995392,0.3652917,0.41199832,0.61426557,0.2848482,0.29220211,0.41942839,0.45698052,0.60579886,0.40479867,0.5554382,0.48452274,0.69393791,0.38594933,0.62352658,0.63572251,0.47182828,0.38088939,0.32152297,0.59613347,0.58256494,0.51114673,0.36728671,0.58579901,0.61699619,0.44833576,0.60382943,0.46368273,0.30952306,0.60630072,0.36213745,0.51518105,0.53840547,0.41267916,0.38737783,0.44802207,0.43221144,0.59577015,0.29944759,0.15455056,0.4215817
51,2,0.48379254,0.51331872,0.50078617,0.58596408,0.36949476,0.38028432,0.38804378,0.63417822,0.2584007,0.39009353,0.43825509,0.46729798,0.6353852,0.40996555,0.60295915,0.44827081,0.64083711,0.42799687,0.58886216,0.69490383,0.49243683,0.35912453,0.34753623,0.63664371,0.57643819,0.4891492,0.33563763,0.54945284,0.61453634,0.43272775,0.61650774,0.50857774,0.36980186,0.61731262,0.39553633,0.49750559,0.54846241,0.39156236,0.43549836,0.49279234,0.44805979,0.64180966,0.27229248,0.17656501,0.46173371
52,0,0.46090762,0.49907475,0.51887388,0.60683004,0.32731967,0.38975375,0.35629385,0.66374339,0.2386385,0.46644529,0.4406777,0.48564815,0.64833397,0.4002138,0.63483764,0.38373342,0.5124939,0.42244276,0.5462914,0.75640309,0.50777302,0.33782961,0.35678703,0.66046963,0.5754522,0.43362104,0.29073511,0.49601537,0.55868375,0.38979578,0.62747731,0.57556746,0.43977602,0.61862926,0.43545374,0.49426911,0.53137813,0.32550749,0.50129339,0.53212601,0.46542269,0.67413208,0.2710205,0.2320626,0.50299706
52,1,0.41967585,0.47367908,0.52748161,0.62502835,0.29968224,0.39535462,0.3301712,0.69857046,0.21974575,0.51818031,0.41582614,0.51943242,0.65176471,0.38370353,0.64990398,0.32468061,0.53343565,0.39610864,0.5142651,0.77364787,0.51458424,0.36805326,0.35536232,0.67671257,0.58982048,0.35060419,0.25059918,0.46181606,0.46650886,0.36755072,0.64061332,0.6434158,0.48951367,0.6265291,0.47621669,0.50457756,0.48547836,0.27231338,0.57100646,0.57134354,0.43992279,0.67642658,0.30651257,0.32278491,0.54541478
52,2,0.34451378,0.47985553,0.53248557,0.67020553,0.30645059,0.41840286,0.33236739,0.72803247,0.21674969,0.55733023,0.370897,0.60329485,0.67212903,0.37338164,0.6973551,0.27069737,0.60768748,0.42244276,0.51170716,0.7558195,0.5320626,0.45834131,0.37012036,0.71490996,0.61925745,0.28596794,0.25659989,0.46648567,0.40424209,0.35995889,0.68990007,0.72624331,0.50986765,0.65891844,0.56668961,0.53882879,0.42943052,0.26589922,0.66646824,0.64812368,0.36751138,0.67039106,0.39091438,0.46283307,0.62308023
53,0,0.28838736,0.49286584,0.52566825,0.70294089,0.35445663,0.45760118,0.40089812,0.7347388,0.26253642,0.59112292,0.34991687,0.68217893,0.7027704,0.35472146,0.73400838,0.37037188,0.69470527,0.46279272,0.59158047,0.74455861,0.5634607,0.5837525,0.41977892,0.77776306,0.65401877,0.37406494,0.33422465,0.58090385,0.55813608,0.37805994,0.74076589,0.84321177,0.53217167,0.69556891,0.64464654,0.59544032,0.438041,0.29454569,0.72779323,0.75248603,0.32160958,0.65373105,0.47882686,0.56903692,0.66487417
53,1,0.29321718,0.47376025,0.50669681,0.75658541,0.49660788,0.49944846,0.5155066,0.7016313,0.36632907,0.64551442,0.40619112,0.74645262,0.75895256,0.36987766,0.77982716,0.52694279,0.83432159,0.51012449,0.6618555,0.80591813,0.59053073,0.6699678,0.52517809,0.86954449,0.70603835,0.52041102,0.40273654,0.71986467,0.8186856,0.39188437,0.79090701,0.95213806,0.59789334,0.76624853,0.68655,0.76270899,0.48854214,0.37912316,0.72371284,0.85831458,0.40488022,0.63906624,0.5088821,0.62197432,0.69716068
53,2,0.33098055,0.41314828,0.4811376,0.79189122,0.51310772,0.49147829,0.5965689,0.6305098,0.43984397,0.708783,0.45377246,0.7996633,0.82914611,0.41870768,0.81376571,0.58980389,0.80856645,0.580195,0.6818539,0.84760809,0.56472851,0.67211731,0.54173422,0.89265537,0.73085815,0.59922729,0.4206582,0.77954223,0.88502738,0.3658467,0.80280723,1,0.64920511,0.82681397,0.6622456,0.8406616,0.54346241,0.45504248,0.70526988,0.91790666,0.51849139,0.61662011,0.51075738,0.63520867,0.69820033
54,0,0.38440032,0.41279929,0.45035636,0.76954564,0.48057674,0.42812087,0.64437974,0.57360342,0.46475233,0.7129891,0.50594569,0.80567581,0.8512334,0.433852,0.80405028,0.59751811,0.68347401,0.58711587,0.70248577,0.84769028,0.49653755,0.64943869,0.460958,0.80965749,0.72018224,0.65606247,0.39137006,0.76530783,0.87327578,0.28243602,0.79342436,0.96931055,0.66034145,0.8691619,0.6460525,0.85736254,0.64846241,0.48771645,0.66164103,0.89830878,0.61148287,0.54768555,0.4849324,0.61572231,0.67049545
54,1,0.35774716,0.48944079,0.55095201,0.50314825,0.26637274,0.50703799,0.53626859,0.46648554,0.32864931,0.44938846,0.4796374,0.6962482,0.49467173,0.37832284,0.6234375,0.28375783,0.43480991,0.45326021,0.56279368,0.67977149,0.52060855,0.50691846,0.26669614,0.4741084,0.46483748,0.62845047,0.26680379,0.56113107,0.74226307,0.32445299,0.62481501,0.71559976,0.51337615,0.68752544,0.59312752,0.64607063,0.81246014,0.43079966,0.49947507,0.56337374,0.57711344,0.34784517,0.42114406,0.53308186,0.50912024
54,2,0.30763371,0.396997,0.42937646,0.2964111,0.20240705,0.31984774,0.39757227,0.38445048,0.22660729,0.31865626,0.37374713,0.64983165,0.44944972,0.28094786,0.60514141,0.27041256,0.36325078,0.32669975,0.58725844,0.40440572,0.35894903,0.42484553,0.19070499,0.29701624,0.34102407,0.54436498,0.19822035,0.40744299,0.47825118,0.28229015,0.43550233,0.41198674,0.37392122,0.17074426,0.51988005,0.54650872,0.74595672,0.39105,0.40059312,0.27797779,0.45429618,0.22040603,0.36716092,0.50550562,0.27308382
55,0,0.28054295,0.32319617,0.30384134,0.24652504,0.18798062,0.18820788,0.3758069,0.35464456,0.18287668,0.32499862,0.25349537,0.64592352,0.47050474,0.23435087,0.61357367,0.32105135,0.35019184,0.35746496,0.62282896,0.36930791,0.21468042,0.34857715,0.16526161,0.29163136,0.2870733,0.45603781,0.19510821,0.37425445,0.34138123,0.21967909,0.40260127,0.32841112,0.3867335,0.27523759,0.47145807,0.55405454,0.67038724,0.40230235,0.37364302,0.25172389,0.40569194,0.19324122,0.34341474,0.50724719,0.22662938
55,1,0.265859,0.33127993,0.30991266,0.28726334,0.3051557,0.21572283,0.38540556,0.31038278,0.22290629,0.35710886,0.21505027,0.63840789,0.55334345,0.25470959,0.62955656,0.37383839,0.46724799,0.50009576,0.70992703,0.5504603,0.25350179,0.33521887,0.21402113,0.39903778,0.33427853,0.42867242,0.2188875,0.42403308,0.51877843,0.21709985,0.4712335,0.43691235,0.42229619,0.42845857,0.36705339,0.58466696,0.62158314,0.46529606,0.40491163,0.34733251,0.41068105,0.23588887,0.3157363,0.53872392,0.26100954
55,2,0.27440843,0.33530558,0.27828213,0.30592606,0.3510089,0.2018799,0.35420292,0.33942062,0.21307219,0.38433782,0.23148603,0.63437951,0.59417837,0.27790711,0.62163059,0.44256652,0.53223579,0.5705232,0.72938818,0.57446161,0.23389875,0.35204943,0.2236453,0.43343044,0.33623691,0.44015619,0.26465749,0.49080277,0.5473777,0.24030633,0.54589214,0.45433988,0.44828882,0.43504177,0.32469767,0.5878051,0.57949886,0.52519619,0.41686058,0.39629092,0.43802217,0.23991421,0.30015991,0.57243178,0.28809063
56,0,0.29771475,0.30148527,0.26446385,0.26336253,0.31008897,0.19353686,0.30850407,0.40028201,0.19271078,0.3696054,0.21474943,0.63516114,0.56609488,0.286673,0.57593401,0.49850273,0.52156261,0.5459563,0.6598268,0.45355088,0.22491038,0.35137934,0.17931221,0.35075918,0.30064599,0.43410604,0.33824003,0.50261465,0.48153718,0.25245989,0.57301854,0.35944062,0.42265643,0.39713451,0.28184053,0.52823424,0.56051253,0.55888838,0.39205351,0.34596792,0.46782815,0.19164006,0.29735427,0.59799358,0.23417939
56,1,0.31845219,0.2855937,0.27225672,0.220961,0.26090721,0.19802688,0.29659697,0.48358955,0.20716233,0.30007195,0.2090175,0.58753608,0.47952182,0.27236014,0.52018156,0.48615835,0.39405651,0.47318708,0.55083794,0.28111951,0.23304188,0.33266034,0.18700074,0.24653955,0.22190262,0.39281545,0.39984797,0.43602038,0.3479068,0.25383901,0.49284461,0.21265834,0.32394079,0.3472578,0.23397896,0.49010282,0.51476082,0.55377132,0.33493879,0.2696378,0.46547218,0.13646249,0.2867786,0.60347512,0.1461748
56,2,0.34237439,0.32705138,0.29969816,0.19690899,0.23378615,0.21974676,0.3001263,0.57212459,0.2296151,0.21826332,0.2228723,0.54062049,0.41402657,0.26868987,0.48143331,0.46975344,0.34597837,0.36923479,0.43723839,0.23050304,0.26880301,0.30992951,0.29564726,0.28831215,0.16502108,0.3459515,0.46810946,0.3389107,0.29874687,0.25657738,0.41145015,0.15110091,0.23098911,0.38225648,0.22233802,0.50244077,0.43312073,0.54015176,0.27187125,0.20084924,0.43154821,0.19780527,0.29920773,0.5834992,0.17219474
57,0,0.35684765,0.35284474,0.32929727,0.1975462,0.2742612,0.22431446,0.29124333,0.67237565,0.24853135,0.19495268,0.25315494,0.53777056,0.34747628,0.28258701,0.48014141,0.46061518,0.40066969,0.3381997,0.41837062,0.21764754,0.27645362,0.31082586,0.46366986,0.36847634,0.23291854,0.31954788,0.58214094,0.29251525,0.33753829,0.27357114,0.4275307,0.14916263,0.2293915,0.51869629,0.22573985,0.5432186,0.39580866,0.548544,0.26197872,0.18750817,0.43097406,0.26491421,0.33642245,0.5718138,0.22515953
57,1,0.37974878,0.37546465,0.34212852,0.2209826,0.34138862,0.22941816,0.31633455,0.77373869,0.27300498,0.22597819,0.29294593,0.56640813,0.34312713,0.34031358,0.51163582,0.46738547,0.49370073,0.39233917,0.47329805,0.26216505,0.28588791,0.34548777,0.60348809,0.47819562,0.30964912,0.33816687,0.66065105,0.29287445,0.39362295,0.31848561,0.47135556,0.16604608,0.24155376,0.5911833,0.23657457,0.60698257,0.38354214,0.57269602,0.29809618,0.21877041,0.47438131,0.34450818,0.3799026,0.58285714,0.28173084
57,2,0.38604538,0.37562698,0.33878872,0.23945092,0.37898793,0.22724307,0.34143278,0.82487877,0.29569273,0.30420056,0.30578735,0.60582011,0.37242505,0.36094548,0.54436976,0.46187647,0.52937565,0.39986071,0.54694892,0.32337662,0.28384192,0.3703159,0.66853353,0.55987818,0.35329797,0.38732429,0.69797889,0.31785983,0.41503759,0.33319188,0.49741399,0.21883873,0.25919806,0.64009049,0.23963229,0.62726866,0.37814351,0.59953953,0.32067364,0.27560427,0.5081271,0.41002095,0.39922954,0.61065008,0.31497813
58,0,0.38511345,0.37173931,0.3265887,0.24949509,0.39582936,0.21986328,0.3575428,0.84237255,0.30587931,0.35070009,0.30342016,0.62926888,0.40033397,0.35965079,0.55940119,0.43999512,0.54373212,0.39641334,0.59458744,0.36240342,0.27545685,0.37796536,0.67835913,0.61395657,0.38926969,0.43409782,0.70679664,0.34295381,0.41877843,0.34448349,0.51597376,0.25842897,0.27743754,0.6550164,0.24013371,0.63687081,0.37580866,0.62663597,0.32980854,0.31649851,0.53140962,0.45125698,0.41334496,0.63063403,0.3325518
58,1,0.38233387,0.38898628,0.29820615,0.28197125,0.43663807,0.20520469,0.38183413,0.81907808,0.32629946,0.45845371,0.28931993,0.65524291,0.45724478,0.35655066,0.5671875,0.41036699,0.60955703,0.43393401,0.68065913,0.42756863,0.26156335,0.38000174,0.63900761,0.72202507,0.44853121,0.51423757,0.72670363,0.38001838,0.42831152,0.39506034,0.54563277,0.34867806,0.32878064,0.66011539,0.26481172,0.64040232,0.38771071,0.6737791,0.3425043,0.38705814,0.55399921,0.51152235,0.44941852,0.65517657,0.35112928
58,2,0.39444895,0.42035549,0.29316776,0.32591721,0.46648395,0.20956265,0.39903171,0.78222192,0.34688411,0.52526426,0.30695907,0.64279702,0.49812524,0.39646039,0.56577339,0.43678086,0.62987095,0.4980935,0.72329404,0.47597403,0.26718545,0.39423897,0.59577499,0.77644774,0.47760098,0.56663379,0.77975317,0.40581405,0.45140629,0.45451532,0.55587764,0.39430417,0.34503877,0.65632107,0.28952905,0.63975861,0.41936219,0.70886569,0.35109803,0.41035058,0.59170461,0.54559058,0.48022968,0.66988764,0.35457088
59,0,0.41073744,0.45691908,0.30583834,0.36107181,0.48564506,0.22516896,0.41191412,0.78311609,0.37398957,0.55195086,0.33252316,0.63089226,0.50469829,0.4642119,0.55784742,0.48183742,0.65040809,0.57169844,0.70959025,0.49749301,0.27785258,0.421556,0.5706706,0.79548905,0.49313205,0.61563502,0.81417457,0.44297887,0.46695442,0.51954648,0.56011137,0.43206665,0.36366199,0.65913389,0.32630027,0.64110863,0.46025057,0.72799792,0.35649887,0.41101836,0.63316175,0.56524342,0.5152275,0.67154896,0.37049545
59,1,0.43182334,0.50934177,0.33970688,0.38799667,0.50822212,0.26185815,0.43946814,0.80994142,0.40427907,0.60199236,0.36852981,0.59771525,0.48437192,0.57611355,0.5438111,0.52206038,0.67581444,0.65437451,0.69526902,0.4956025,0.30306024,0.46155252,0.57199705,0.7993291,0.50441996,0.64675709,0.88277589,0.46623507,0.47602339,0.61026389,0.56946373,0.43981127,0.38873052,0.67042109,0.35656278,0.65220384,0.49973804,0.75348596,0.37674932,0.39136242,0.71712532,0.59172985,0.54431603,0.6626244,0.40701943
59,2,0.45857374,0.56644753,0.37474607,0.38821268,0.51787417,0.29441467,0.46125456,0.83472619,0.42636761,0.65411478,0.38489431,0.54974747,0.46708159,0.68616225,0.52590782,0.53305395,0.70595047,0.69670062,0.72501002,0.47728917,0.33241235,0.49972152,0.58491771,0.78275953,0.50671835,0.65142622,0.90842425,0.46996909,0.47753643,0.67358441,0.58834389,0.42640483,0.41329,0.6905178,0.37605938,0.65379526,0.53211845,0.75776639,0.39717295,0.36713363,0.788824,0.59442338,0.55854049,0.65704655,0.44498458
60,0,0.48319287,0.61522604,0.40802929,0.37622447,0.49634573,0.32439214,0.46683273,0.84918206,0.45348482,0.70391278,0.36501465,0.49244228,0.46045541,0.71868393,0.51364351,0.49264383,0.74299268,0.68755114,0.81380803,0.43969259,0.36699309,0.53471412,0.5984279,0.76171434,0.50180199,0.63853679,0.89966017,0.45495781,0.46512578,0.71628431,0.61314364,0.40385106,0.43054272,0.70544371,0.37948088,0.64237819,0.54686788,0.75348596,0.410464,0.34285403,0.84355573,0.58963488,0.55798808,0.63924559,0.49429985
60,1,0.47183955,0.62830127,0.42613995,0.35750775,0.42205275,0.33592014,0.46234914,0.85056918,0.51332362,0.72460014,0.29430766,0.47556518,0.47602277,0.67625609,0.51488303,0.36703556,0.79394489,0.6031688,0.88076337,0.38896926,0.38751421,0.56814028,0.59818226,0.74911723,0.5004352,0.61320181,0.81701842,0.36306908,0.4208577,0.69984087,0.64306202,0.38032815,0.42408959,0.70334905,0.34609183,0.62160036,0.52373576,0.73461314,0.39556027,0.29626914,0.87324292,0.58724062,0.54039105,0.57605939,0.5440955
60,2,0.45039708,0.60506452,0.41364153,0.33588578,0.39720369,0.31291074,0.4356792,0.8358611,0.57256321,0.68183076,0.26837147,0.49266474,0.4725389,0.57106545,0.50512395,0.28881113,0.81650506,0.51768956,0.87523053,0.35184942,0.36784122,0.56663476,0.57921887,0.75612641,0.52411261,0.6139252,0.72932391,0.30530449,0.38474891,0.64196393,0.67549012,0.35886254,0.41433158,0.65577047,0.31629142,0.63615557,0.48392938,0.71184902,0.37177059,0.26168251,0.83559691,0.59726656,0.5222198,0.52382825,0.56812935
61,0,0.47612642,0.5880935,0.39195005,0.34733397,0.47156816,0.27977162,0.42289503,0.80007108,0.60387489,0.64451824,0.312786,0.52069505,0.45364706,0.52826939,0.51092877,0.30785255,0.82483432,0.56741534,0.84748617,0.39067072,0.34162805,0.55239753,0.58722673,0.77159251,0.55846593,0.65868475,0.71232338,0.31134408,0.40410285,0.61596605,0.69745976,0.34611919,0.42520949,0.62251933,0.30276276,0.69639696,0.46768793,0.69343018,0.37118613,0.27863831,0.77490596,0.61332801,0.53563018,0.52244783,0.58198179
61,1,0.54265802,0.5534778,0.36430203,0.39969327,0.64662377,0.25158083,0.42880298,0.75233575,0.66189257,0.60846754,0.40510648,0.56137566,0.42097154,0.57810904,0.53846892,0.38777769,0.81685385,0.66490816,0.8226285,0.53313332,0.31775815,0.54014446,0.64357652,0.80275424,0.61055352,0.74045212,0.72845645,0.37718653,0.46457811,0.60500597,0.7180563,0.36856244,0.4276764,0.61415268,0.32200374,0.78173447,0.47283599,0.67494649,0.39461864,0.37121289,0.69581271,0.64490223,0.60564035,0.54821027,0.59168997
61,2,0.58461912,0.5199578,0.34939344,0.43994557,0.73452494,0.2406199,0.45375386,0.72288521,0.68801109,0.59263933,0.46636054,0.60108826,0.41569639,0.64552797,0.57200594,0.45963056,0.79374956,0.73025159,0.81204394,0.64604636,0.30452916,0.53400922,0.68862687,0.82479696,0.64355365,0.78725031,0.77603291,0.43697268,0.50318389,0.61036998,0.73011671,0.40366403,0.43263372,0.61677399,0.33314325,0.82608851,0.47924829,0.67267657,0.41591895,0.45636931,0.65222728,0.67228651,0.6632214,0.56830658,0.60418011
62,0,0.6206483,0.49414009,0.33777875,0.46930047,0.78889418,0.23415676,0.49426747,0.70638878,0.69943134,0.59270574,0.50254928,0.63101251,0.43319924,0.67543651,0.5989176,0.52891204,0.77106383,0.76565683,0.8011627,0.72605622,0.29137011,0.53398312,0.69845247,0.83567267,0.66835985,0.81025894,0.82079234,0.48936597,0.53368607,0.62577907,0.73679915,0.45115192,0.45265095,0.62636153,0.34379117,0.84244077,0.49115034,0.67870809,0.42961047,0.52414894,0.63314195,0.69692737,0.7195668,0.58916533,0.61504983
62,1,0.63866288,0.50269459,0.33231571,0.50405547,0.79806165,0.23657267,0.55250491,0.69391615,0.68663643,0.62843544,0.51471776,0.64045214,0.47081594,0.68816962,0.63435754,0.6321507,0.75348448,0.76657961,0.77744367,0.78051948,0.28692839,0.53460969,0.66376812,0.83606109,0.66854345,0.83000411,0.85166339,0.53908612,0.56765989,0.65294391,0.73200092,0.500017,0.49541859,0.6586192,0.36811523,0.83775592,0.528041,0.69180881,0.435704,0.58159251,0.62355969,0.71318835,0.77533072,0.61140449,0.63136158
62,2,0.61793355,0.53213213,0.33029576,0.52981391,0.76469654,0.23802532,0.59313079,0.65802295,0.65318639,0.65856439,0.51197847,0.6218735,0.48790892,0.66649246,0.63471543,0.69418179,0.76704569,0.72294768,0.72475343,0.79157488,0.2877328,0.52327039,0.60152297,0.82742761,0.65087719,0.84488286,0.84303345,0.54728928,0.58842477,0.67212571,0.71133572,0.51494517,0.50318741,0.67865607,0.38018877,0.80939651,0.53929385,0.70646605,0.42384163,0.58365392,0.61579885,0.70416002,0.8001163,0.61460674,0.64946583
63,0,0.59594814,0.57207207,0.33243048,0.54300094,0.72783603,0.23836712,0.60090514,0.59852575,0.62329636,0.66450827,0.51250099,0.5794733,0.48746869,0.5953795,0.60429469,0.71851249,0.7813324,0.64016715,0.646981,0.76417064,0.28579173,0.49601427,0.52802751,0.79886123,0.61432069,0.84923962,0.82112323,0.54535962,0.59332591,0.67849092,0.68800061,0.50114767,0.49808129,0.67411965,0.37519418,0.77679928,0.54632118,0.71061677,0.39547368,0.54097409,0.60731538,0.66889465,0.79241169,0.60108347,0.66369829
63,1,0.59366288,0.63538674,0.35634849,0.53390718,0.64930887,0.25293249,0.57137946,0.53553209,0.60591926,0.61965798,0.53515953,0.54176287,0.45722201,0.55739399,0.53862605,0.71277565,0.7625811,0.54996083,0.57917569,0.70667434,0.29558451,0.46319728,0.42935888,0.70270127,0.52020264,0.82144677,0.80345198,0.54044775,0.56946997,0.66377138,0.62552445,0.46601207,0.48663952,0.64679338,0.35695605,0.76266428,0.56308656,0.70802257,0.3710346,0.46472382,0.59439715,0.56344773,0.74632941,0.57554575,0.66516097
63,2,0.60907618,0.68901875,0.39409625,0.50199263,0.58176835,0.28142624,0.51870615,0.50750307,0.60018564,0.57645692,0.54758135,0.51780904,0.41162049,0.58044898,0.47900663,0.66843519,0.7316219,0.51137808,0.56154278,0.64657241,0.32375623,0.43592377,0.37501842,0.58564619,0.40871753,0.77055487,0.79206761,0.53000585,0.53318481,0.64885294,0.56557327,0.43250871,0.46641867,0.61129198,0.34385999,0.76992401,0.58845103,0.70315844,0.36034115,0.39311897,0.57673728,0.45802574,0.69453409,0.54735955,0.652678
64,0,0.61991086,0.71694668,0.44085343,0.46410558,0.4827693,0.32794997,0.45043503,0.51637606,0.60724692,0.53453982,0.51908796,0.51802549,0.36970019,0.61212733,0.43339735,0.59567093,0.68541332,0.49314007,0.61240478,0.60194805,0.37459998,0.42763902,0.34450995,0.51322387,0.33826329,0.70674887,0.76190306,0.50678306,0.48988211,0.63805198,0.52097033,0.42178016,0.42807581,0.56406052,0.33256317,0.78310237,0.61376993,0.70231533,0.34630329,0.32943311,0.55880024,0.39815942,0.64800116,0.50908507,0.63492507
64,1,0.61398703,0.71476341,0.50722475,0.43660831,0.39337464,0.41468189,0.40329778,0.5944561,0.64661857,0.50187614,0.43994933,0.53873858,0.35654649,0.6371303,0.4341044,0.52225568,0.6190722,0.46451641,0.68997675,0.60555647,0.47689954,0.45049169,0.37383935,0.47055085,0.2996192,0.64799836,0.72447684,0.46396291,0.4582846,0.63874818,0.50909299,0.44642523,0.38622445,0.51437531,0.32950546,0.78603487,0.63916856,0.7007588,0.32715682,0.30003629,0.53832904,0.38824322,0.61109173,0.47180578,0.60608016
