,,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
89,2,0.49302649,0.32885457,0.37715774,0.31285798,0.20515973,0.56544276,0.50912814,0.22991453,0.80009622,0.33494599,0.32159245,0.44052438,0.40459788,0.36314613,0.30007934,0.245777,0.23027831,0.35769762,0.400698,0.50362114,0.25499367,0.61472717,0.39998523,0.3767429,0.38502076,0.38096903,0.39494282,0.34228322,0.4295858,0.30651592,0.29477896,0.21403432,0.3388954,0.35376133,0.45364825,0.65695098,0.38067477,0.15636558,0.50869705,0.25661893,0.45803963
90,0,0.48679204,0.34792303,0.37514367,0.34846094,0.1875121,0.49513319,0.52718179,0.22203419,0.73719384,0.31450974,0.30997736,0.45774191,0.38971977,0.38323402,0.31247746,0.21434135,0.23833848,0.36032928,0.37591571,0.50583204,0.28826839,0.58363957,0.40790251,0.3838994,0.41644842,0.41806194,0.44780715,0.35256606,0.44477924,0.32451719,0.27992599,0.28128465,0.38932856,0.40223565,0.43774818,0.64257858,0.37307147,0.18564337,0.4736431,0.24422295,0.4946081
90,1,0.45361481,0.3636221,0.3853454,0.39537308,0.19251694,0.39776818,0.50788048,0.19776923,0.66222008,0.30551501,0.25378868,0.47861474,0.38639748,0.39953076,0.29548503,0.20430845,0.23625606,0.33709362,0.31591438,0.49295787,0.29103953,0.56395694,0.36782127,0.34676077,0.43021399,0.43948052,0.46928117,0.3590493,0.45524807,0.3298907,0.21730346,0.31941047,0.42711115,0.44964502,0.43007114,0.58234813,0.3252128,0.18181818,0.43435336,0.24677763,0.47165527
90,2,0.35529782,0.36482781,0.39185831,0.39977596,0.21048403,0.25037437,0.46357277,0.15420513,0.55594822,0.28170052,0.17316981,0.47929798,0.35885242,0.38787427,0.23273711,0.21363219,0.21777157,0.26773966,0.21919165,0.45022291,0.20924884,0.54289161,0.27615953,0.26464896,0.41354998,0.43216783,0.45887651,0.35697679,0.40320437,0.3047964,0.11290258,0.33090189,0.45306478,0.47271148,0.41889477,0.38600259,0.22924056,0.14398482,0.3797713,0.25068705,0.33027354
91,0,0.20245134,0.35279544,0.3504165,0.33890512,0.18286544,0.27676026,0.38165415,0.12023932,0.37760672,0.21167508,0.15763019,0.44941498,0.25759461,0.35524356,0.17164803,0.18891614,0.1743471,0.17811868,0.14433956,0.39364025,0.11430581,0.50595768,0.17319793,0.25362757,0.3348451,0.36152847,0.41257783,0.3309774,0.30663632,0.25580071,0.092291458,0.29430708,0.42968476,0.48595921,0.39908173,0.22911297,0.14771014,0.10111933,0.28100338,0.23163344,0.22844117
91,1,0.17694278,0.31900239,0.32405836,0.26429963,0.1709971,0.315054,0.29671771,0.12415385,0.30310532,0.20186012,0.16878491,0.39595183,0.24483877,0.32676151,0.16729895,0.18643989,0.16451076,0.19442216,0.12289437,0.36894732,0.17109298,0.44236266,0.17672083,0.25632127,0.29508144,0.28265734,0.35252384,0.30766165,0.2676741,0.23907834,0.13044609,0.24361637,0.36743472,0.46076284,0.34888319,0.21472012,0.15481468,0.097372007,0.24545821,0.21073157,0.21273891
91,2,0.17692083,0.25751094,0.30621627,0.19013248,0.16678606,0.352455,0.2233194,0.14162393,0.28611791,0.24093923,0.19221132,0.33342728,0.2503389,0.30814092,0.16904436,0.19026472,0.1732324,0.20780513,0.13284584,0.34384496,0.19564636,0.37444321,0.2049483,0.26013684,0.26355797,0.24176823,0.29012304,0.2853423,0.25251707,0.23668175,0.15474095,0.18855257,0.30770997,0.39993958,0.27485936,0.19624327,0.1652997,0.10584972,0.24137542,0.19403909,0.22166404
92,0,0.20946144,0.21312247,0.29340937,0.15055523,0.16379477,0.384946,0.18885429,0.1465812,0.2770119,0.29652028,0.20302642,0.32320437,0.23212738,0.31538805,0.16204832,0.1917993,0.19231711,0.21610129,0.15655787,0.31284687,0.1995147,0.31241648,0.24416544,0.27068976,0.26855637,0.23519481,0.28344887,0.25741653,0.27008648,0.22046449,0.16978396,0.14440827,0.26000749,0.34299849,0.25395433,0.16044863,0.16651889,0.1243722,0.24927525,0.1856977,0.23751534
92,1,0.250922,0.18986704,0.28604267,0.1463082,0.16273959,0.41940245,0.19233066,0.14907692,0.27891882,0.34136881,0.20811321,0.32743189,0.21911598,0.33419485,0.14780382,0.19296186,0.21510118,0.22475047,0.18407897,0.30539532,0.1929737,0.25795286,0.28712703,0.28790606,0.29206324,0.24928072,0.3039733,0.24646942,0.30649067,0.20383884,0.18542709,0.12223493,0.22574097,0.29439577,0.27193911,0.15161928,0.16651889,0.13834923,0.26300531,0.1793594,0.2558741
92,2,0.30813698,0.19864564,0.2924899,0.17116696,0.1689061,0.43905688,0.25333774,0.16765812,0.30383135,0.3871905,0.22550189,0.34358186,0.24047201,0.37176374,0.16434187,0.19994885,0.2573987,0.24484098,0.21274347,0.35726504,0.18165705,0.23482739,0.34593796,0.33173273,0.34272597,0.29958042,0.35251028,0.26789866,0.37180701,0.19918538,0.21383277,0.1208095,0.2218141,0.28191843,0.35282098,0.17113929,0.17057546,0.15759198,0.29400064,0.20090962,0.29366123
93,0,0.33605298,0.21815179,0.30861346,0.21341321,0.17919652,0.440036,0.31945274,0.19419658,0.35211686,0.4054163,0.24649057,0.35630711,0.27760617,0.38602711,0.22473134,0.21078391,0.29326523,0.27123784,0.22375856,0.42124465,0.18725559,0.2501856,0.39152142,0.36360722,0.36172948,0.33869131,0.39785938,0.34133996,0.40436959,0.21134026,0.23652731,0.16651122,0.25854549,0.31479607,0.40020682,0.1915661,0.17792383,0.16872688,0.33668062,0.24441649,0.3134666
93,1,0.36270306,0.23033281,0.31862911,0.2565264,0.18001936,0.42907127,0.3415906,0.21349573,0.37626837,0.40755724,0.26444528,0.37262789,0.30890686,0.39171011,0.26566174,0.21462037,0.31683326,0.28253474,0.22811939,0.4619052,0.20426924,0.25458426,0.41120384,0.38659927,0.36489141,0.3637962,0.41238792,0.38981812,0.4197178,0.2184118,0.24659932,0.21089309,0.27657286,0.34125378,0.43265222,0.19886821,0.1835986,0.17165661,0.37609921,0.26903426,0.32112046
93,2,0.39281428,0.23968123,0.33005681,0.29424313,0.18300097,0.40703384,0.36802593,0.23710256,0.38014346,0.39622694,0.27146415,0.39610556,0.33998533,0.399136,0.30512802,0.21809642,0.32992797,0.28800668,0.22139201,0.48779001,0.22774652,0.25499258,0.42508863,0.41650126,0.36723092,0.37801199,0.40599862,0.43286259,0.43109695,0.22223775,0.24959992,0.25787066,0.28563489,0.35842145,0.46343481,0.20355901,0.19978055,0.17108234,0.40774682,0.28249468,0.31296686
94,0,0.42286697,0.24644479,0.35419289,0.31694915,0.19909003,0.38203744,0.40889993,0.28195726,0.37944367,0.36971542,0.2704,0.42106926,0.36923043,0.41606584,0.33180671,0.22938489,0.32750257,0.29559678,0.20663431,0.4972523,0.25499367,0.25842613,0.43329394,0.45058867,0.37522357,0.38037962,0.38995076,0.4424546,0.42788348,0.2245591,0.24368874,0.31641003,0.2882085,0.37252266,0.48954335,0.179955,0.22450789,0.17858672,0.4381704,0.28493323,0.29595827
94,1,0.45504171,0.25406722,0.4061101,0.35110072,0.23548887,0.3637221,0.46448985,0.33809402,0.36731106,0.33512672,0.26843019,0.44210436,0.39919776,0.44899449,0.36209881,0.25176419,0.31430986,0.30694181,0.17656053,0.48548813,0.29122943,0.27857275,0.43864106,0.48044751,0.40015969,0.38668332,0.38692568,0.42979368,0.41271734,0.23105031,0.23562713,0.36098548,0.29409277,0.38931269,0.51360854,0.14004909,0.25149628,0.19784894,0.46712031,0.27111477,0.26990181
94,2,0.46510318,0.25976546,0.45095614,0.37090395,0.28382381,0.34948164,0.50483066,0.38649573,0.35412876,0.30330456,0.27215849,0.46083355,0.42847619,0.47475048,0.38666426,0.27924713,0.29158704,0.31377772,0.14158745,0.46182331,0.31331411,0.31443022,0.43157312,0.49796585,0.42790642,0.40932068,0.4111806,0.39299332,0.37993628,0.24464529,0.22234447,0.39128905,0.32344163,0.41004532,0.53035242,0.11371105,0.28196489,0.22663033,0.49811564,0.24744533,0.2509118
95,0,0.47239865,0.26164836,0.46873255,0.38848627,0.30976767,0.34527718,0.50977862,0.41950427,0.36496676,0.28443925,0.27770566,0.45998804,0.43196515,0.4759571,0.37979084,0.29283746,0.25177618,0.3266472,0.12539387,0.42074425,0.32423688,0.35439866,0.40608567,0.48083585,0.44154424,0.42238761,0.43935592,0.3369558,0.34160218,0.26726778,0.21035207,0.38802464,0.38708118,0.42629909,0.52456155,0.23334015,0.29826875,0.2499124,0.50251248,0.22074705,0.24963177
95,1,0.4836675,0.27000578,0.47238854,0.3940678,0.32270087,0.36960403,0.50666482,0.43705128,0.40671798,0.30910178,0.27984906,0.45078999,0.42362052,0.46532847,0.34002885,0.29867352,0.22594199,0.35126288,0.13543841,0.38058411,0.31465748,0.38813103,0.38711226,0.45119892,0.45495848,0.42134865,0.47523638,0.28412005,0.32263086,0.29406012,0.21591318,0.35970963,0.4220485,0.43907855,0.49504467,0.33008113,0.30910844,0.24961067,0.48179256,0.21279272,0.26697352
95,2,0.49817796,0.30155256,0.46733146,0.37865771,0.32235237,0.40362131,0.51347893,0.44744444,0.45160077,0.34987697,0.28338113,0.44127594,0.41967599,0.46155966,0.30934006,0.30087076,0.21908227,0.36660355,0.15760819,0.37423346,0.3073006,0.41145137,0.38631462,0.42854589,0.47255669,0.42671329,0.50608408,0.27403648,0.33020482,0.31358746,0.24717944,0.32765508,0.43868637,0.4373565,0.47021013,0.37505966,0.31950479,0.22591006,0.46694315,0.23108187,0.29472208
96,0,0.51216889,0.33251301,0.46088422,0.35155854,0.31727009,0.43073434,0.52869604,0.46564957,0.50211686,0.39504525,0.2886717,0.43883338,0.41609814,0.46623715,0.29900469,0.30303312,0.22721593,0.37741904,0.18259656,0.39366755,0.30551414,0.43195991,0.38927622,0.41144671,0.49361226,0.43897103,0.53415087,0.29497416,0.35304506,0.32302335,0.28052611,0.2941751,0.44713217,0.43047583,0.45067836,0.40161587,0.32754034,0.19942573,0.46075052,0.25828334,0.32992285
96,1,0.51723987,0.36064085,0.44606325,0.31539061,0.30657309,0.45321094,0.54582196,0.48200855,0.54203114,0.42668669,0.29693585,0.44028525,0.41377586,0.47326084,0.3132564,0.30052199,0.23982067,0.38590776,0.20959915,0.4309435,0.3044099,0.44699332,0.38963811,0.4038957,0.5179176,0.45859141,0.55505514,0.3344183,0.38243059,0.31734892,0.31045209,0.26483062,0.44663678,0.41992447,0.42195566,0.41517011,0.32778418,0.200438,0.46774843,0.29166828,0.36598282
96,2,0.51953022,0.38921463,0.41353153,0.2943308,0.28010649,0.46637149,0.5641742,0.49909402,0.54559132,0.45460233,0.30409811,0.44594756,0.40677571,0.48729331,0.33927876,0.27916575,0.25884414,0.37972977,0.23522569,0.45005914,0.30475454,0.43764848,0.39144756,0.40369229,0.53626637,0.47752248,0.56041347,0.37711735,0.43390988,0.28794506,0.33963793,0.23904971,0.42288221,0.40111782,0.36460126,0.41322697,0.32172149,0.23759977,0.48122081,0.33776853,0.40150798
97,0,0.52533294,0.39899248,0.39892947,0.304549,0.26481123,0.46935205,0.57241725,0.52240171,0.53213786,0.47548345,0.30157736,0.45534204,0.40430898,0.50811113,0.36416156,0.2653429,0.2754912,0.37581437,0.2644087,0.44924029,0.31378534,0.4222346,0.40965288,0.41160698,0.5437001,0.49072927,0.56086113,0.408856,0.49821575,0.26509688,0.36374275,0.2333304,0.39124971,0.37812689,0.32643117,0.39944774,0.31999246,0.28697683,0.50123208,0.37179214,0.42110293
97,1,0.54184838,0.40369147,0.41692481,0.35994545,0.27481123,0.4712311,0.57797304,0.55134188,0.52928621,0.50186985,0.29804528,0.47920403,0.41444254,0.53966185,0.39026325,0.27486427,0.29883875,0.38969479,0.29907598,0.44979529,0.33085525,0.41441166,0.4421418,0.42632066,0.54232673,0.50097902,0.57019412,0.43744603,0.56909422,0.26581694,0.39562913,0.25328641,0.3811365,0.38926737,0.30838848,0.38500716,0.33253901,0.35797158,0.53593171,0.40288368,0.44008417
97,2,0.58074052,0.41095053,0.47758792,0.44294759,0.32310745,0.48112311,0.59157994,0.61086325,0.54318579,0.5298828,0.29929811,0.52722692,0.44490989,0.59582899,0.45049405,0.32700513,0.32973198,0.42337687,0.33715349,0.45742881,0.36926431,0.41836488,0.49531758,0.45727054,0.53168317,0.52792208,0.5987764,0.47593363,0.64856623,0.30393664,0.44126825,0.30791905,0.39541824,0.43333837,0.33419921,0.3832822,0.36007049,0.45543119,0.61746658,0.4366557,0.46613186
98,0,0.64900483,0.42175242,0.58802281,0.53660627,0.40954501,0.49736501,0.62806048,0.66513675,0.5730056,0.55614408,0.30563774,0.57667606,0.48946643,0.66178311,0.53829787,0.4257298,0.36743594,0.47820854,0.36547896,0.47289601,0.41583204,0.43045657,0.56121861,0.50578191,0.51591345,0.55173826,0.63528087,0.51508549,0.69837051,0.36521618,0.49670934,0.39108667,0.43718812,0.50577039,0.39203342,0.40997477,0.39196888,0.53476737,0.71358512,0.46627637,0.48181659
98,1,0.70581004,0.44057313,0.79098482,0.59812001,0.5718393,0.53580994,0.68298925,0.713,0.65618439,0.57051897,0.3164,0.5926296,0.5336563,0.75145241,0.6555788,0.6305614,0.4426356,0.57816361,0.38076182,0.50199254,0.46580391,0.44199146,0.65266617,0.5613635,0.49124082,0.59798202,0.66808199,0.56009619,0.73266272,0.51895238,0.58374675,0.52214694,0.5175622,0.61201662,0.4741231,0.47960046,0.41881318,0.67344754,0.85408278,0.48162377,0.49566895
98,2,0.73386507,0.43907011,0.85853301,0.57757647,0.62880929,0.53884089,0.61965748,0.69623077,0.69605493,0.56214984,0.30996226,0.55996242,0.54003422,0.76322062,0.68967184,0.70933653,0.46777157,0.59916878,0.37716546,0.49961787,0.47297088,0.42250371,0.65534712,0.56056216,0.48442989,0.61208791,0.62148487,0.56746954,0.72236686,0.58415459,0.59825965,0.56182138,0.50602322,0.63900302,0.48591992,0.4793891,0.42439927,0.71064824,0.86358512,0.47324366,0.47824829
99,0,0.72635007,0.42460979,0.88237355,0.45268849,0.64888674,0.50678906,0.50489464,0.6077265,0.71395206,0.49209659,0.31781887,0.49884704,0.54301207,0.73781469,0.67604039,0.75120034,0.50594101,0.61062614,0.34276408,0.4895278,0.45898861,0.37621566,0.62699409,0.54575603,0.45932609,0.58787213,0.50448336,0.55560574,0.63921711,0.64354265,0.57544509,0.5399736,0.41798871,0.6531571,0.46117637,0.45816459,0.41178622,0.73710337,0.79241424,0.44130056,0.42810801
99,1,0.6883287,0.40878685,0.81787931,0.36634522,0.59911907,0.44858171,0.42904368,0.52233333,0.68757873,0.42536598,0.32949434,0.42550175,0.54531212,0.68656338,0.63937252,0.69438599,0.49670489,0.57890176,0.29302001,0.45763807,0.42817555,0.31350223,0.56518464,0.50909819,0.42292399,0.51016983,0.42018802,0.53510648,0.55574875,0.64230674,0.52687538,0.47295205,0.34003117,0.63616314,0.40316016,0.424129,0.37013433,0.73055285,0.6920277,0.38592026,0.35861827
99,2,0.58510171,0.37601784,0.70571494,0.29586986,0.50945789,0.39484521,0.35423776,0.43502564,0.59818055,0.3664067,0.32863396,0.35054232,0.52730061,0.59416803,0.57541291,0.60009068,0.46159782,0.52718316,0.21957721,0.41367482,0.35895344,0.28129176,0.50257016,0.44256303,0.37884861,0.45340659,0.36763569,0.46850713,0.44178425,0.59506282,0.43612723,0.40534096,0.28985175,0.59533233,0.29992555,0.39955001,0.32253059,0.6892447,0.57476244,0.28253338,0.29943889
100,0,0.48739939,0.34407466,0.59676872,0.26092928,0.42115198,0.35982001,0.32544574,0.34995726,0.51940168,0.31505192,0.31360755,0.31537279,0.48052179,0.48873827,0.48136314,0.49456503,0.41907982,0.45426682,0.13744599,0.35610954,0.29982417,0.25094655,0.43754801,0.37373482,0.33508464,0.40217782,0.33769687,0.39256819,0.34906691,0.52005932,0.34881976,0.35780906,0.24852893,0.5316994,0.26934977,0.3902025,0.26959567,0.62403154,0.45845547,0.24273273,0.24612485
100,1,0.32603542,0.2766207,0.47239949,0.24661991,0.3214908,0.32162707,0.30878903,0.28282906,0.41718859,0.27424893,0.27562264,0.29667777,0.38628636,0.36413675,0.34693112,0.37318205,0.35459846,0.35691133,0.11480423,0.29738877,0.24227739,0.23132888,0.35312408,0.27316156,0.28634622,0.35410589,0.29919829,0.31094313,0.25444697,0.39962815,0.2404781,0.32259569,0.21688436,0.45965257,0.28121277,0.39510466,0.20114382,0.52735059,0.35843131,0.19749371,0.21023146
100,2,0.18055759,0.23012635,0.37276837,0.24243133,0.24252662,0.31175666,0.29170577,0.21991453,0.33853219,0.26953608,0.23184151,0.29378256,0.26490589,0.25788023,0.24446448,0.26973738,0.28409035,0.28171636,0.13698066,0.29410427,0.21357434,0.22588159,0.3022969,0.20419158,0.25522197,0.32956044,0.27909437,0.32384318,0.21763314,0.31205064,0.15470094,0.28705675,0.21347704,0.40138973,0.30553441,0.42177678,0.17785733,0.38747323,0.30204542,0.17283724,0.24438892
101,0,0.1450461,0.21058717,0.3143492,0.23044029,0.19984511,0.33086393,0.26880012,0.17925641,0.29245976,0.28715019,0.20516226,0.29221966,0.20834907,0.25235364,0.21568698,0.20806352,0.24182958,0.24598029,0.15560061,0.31901556,0.21196371,0.21745546,0.27384786,0.20377859,0.25060683,0.32032967,0.30024282,0.38779875,0.20645426,0.26453804,0.15407081,0.24775187,0.23639791,0.36888218,0.31423726,0.4510193,0.19079181,0.27927779,0.26678209,0.17736598,0.27152376
101,1,0.15245134,0.19799323,0.28513414,0.22359244,0.17559535,0.35571634,0.25938406,0.17308547,0.28363366,0.3098386,0.19007547,0.28397814,0.24096091,0.28444064,0.23469167,0.17574433,0.23450439,0.25262364,0.17384165,0.34427259,0.20744127,0.21499629,0.27042097,0.24879492,0.26073938,0.31867133,0.33370864,0.45083764,0.22206645,0.26507539,0.16945389,0.22377475,0.25780844,0.35753776,0.31954831,0.47997546,0.20933455,0.21966128,0.2461427,0.1970389,0.30083289
101,2,0.17395727,0.18171608,0.2874766,0.22483928,0.17569216,0.37583873,0.26543039,0.18968376,0.2845084,0.33077533,0.1858717,0.27817918,0.32290718,0.32907791,0.249304,0.1794994,0.23886521,0.27149459,0.18074852,0.35048676,0.19889577,0.21815145,0.28847858,0.3050299,0.29129671,0.31523477,0.37232931,0.50352725,0.24005462,0.27376973,0.17739548,0.20608007,0.27681452,0.35629154,0.31522171,0.48515034,0.23932656,0.1884855,0.24680303,0.21181537,0.31505348
102,0,0.18908971,0.16200347,0.28393008,0.21409507,0.17117135,0.38147588,0.25236734,0.2014359,0.27073128,0.3331526,0.19727547,0.26850286,0.38061957,0.34571727,0.23032095,0.19031122,0.23365917,0.27842678,0.15431762,0.33250842,0.18261359,0.21012435,0.30389956,0.3377797,0.28305653,0.24757243,0.34821005,0.52518234,0.25569413,0.26609636,0.16915383,0.19301364,0.26819956,0.34179003,0.29568994,0.45395786,0.26293447,0.17771073,0.23824287,0.2032127,0.29103104
102,1,0.16756183,0.14844331,0.2468448,0.19659069,0.14430784,0.35691145,0.21661193,0.18006838,0.23660777,0.33091435,0.17906415,0.21774703,0.32857397,0.30419336,0.1717995,0.17939477,0.22780391,0.24506563,0.11621352,0.29332181,0.14458433,0.1919729,0.28036928,0.3251803,0.25404823,0.21210789,0.24728353,0.47065935,0.24517069,0.23759525,0.14031806,0.18312363,0.23516547,0.27719789,0.24889146,0.36691212,0.23994724,0.14522095,0.21579965,0.17686278,0.21557075
102,2,0.15069516,0.15103642,0.18562343,0.17786869,0.11009681,0.33092873,0.20050973,0.15938462,0.22681071,0.3243386,0.16695094,0.16385686,0.27070602,0.22212871,0.12374324,0.14442494,0.22608898,0.2297731,0.14508409,0.26544445,0.12818259,0.19193578,0.27855982,0.30949886,0.27527148,0.23806194,0.22293365,0.39655379,0.24117433,0.21738009,0.11989398,0.18551694,0.21672728,0.21064199,0.24411813,0.28241631,0.22516182,0.10950944,0.21114511,0.1478324,0.18119411
103,0,0.15349773,0.1747378,0.18080716,0.17008572,0.11136496,0.3537005,0.2009576,0.15022222,0.24284465,0.30951884,0.17154717,0.16565889,0.24762773,0.19727395,0.12881356,0.13968169,0.23467588,0.2373953,0.21493718,0.26329724,0.1425728,0.21358575,0.29972674,0.30859274,0.3366656,0.26278721,0.28262138,0.33241222,0.26830223,0.21287709,0.14820964,0.20305323,0.23392096,0.22393505,0.28741727,0.26195541,0.25781389,0.13420284,0.22626027,0.1599671,0.19877258
103,1,0.17369384,0.20777108,0.21929354,0.17476135,0.13622459,0.43071994,0.22097338,0.15042735,0.26143282,0.29588077,0.2053283,0.20212657,0.25017223,0.22326829,0.14427696,0.16322355,0.25307462,0.25681184,0.27682643,0.27708125,0.17429315,0.2576095,0.31994092,0.32348518,0.3788007,0.30135864,0.34776239,0.31321492,0.31984524,0.23565003,0.20361072,0.22133744,0.25623769,0.27511329,0.34136334,0.33357878,0.3228631,0.1632665,0.24558705,0.18109154,0.23117657
103,2,0.19737304,0.2433727,0.2661865,0.18893435,0.16521781,0.51106551,0.26058906,0.15715385,0.28936319,0.29207157,0.24795472,0.2362627,0.27263939,0.25825264,0.16215651,0.18369625,0.26992993,0.28949902,0.34675264,0.30481303,0.21078914,0.30783222,0.33890694,0.35622881,0.42505589,0.35345654,0.38977441,0.31672224,0.3643787,0.27402766,0.26594319,0.24681038,0.2655172,0.31837613,0.39128888,0.44381946,0.40095762,0.18128285,0.26976164,0.20043546,0.26569349
104,0,0.22217913,0.27828888,0.31058375,0.22365089,0.19371733,0.58733621,0.30809589,0.17330769,0.32444892,0.30144166,0.29110943,0.27212401,0.31711816,0.31515716,0.19120087,0.2085518,0.28252242,0.33136493,0.44378116,0.34511873,0.2504853,0.35544729,0.36474889,0.41487394,0.48328809,0.38440559,0.41443629,0.35552869,0.41656805,0.3206805,0.32043409,0.28195337,0.27181228,0.36423716,0.43852581,0.51660871,0.46206109,0.19747907,0.32180705,0.23373331,0.30232334
104,1,0.23937509,0.31569907,0.35522182,0.27089421,0.2231365,0.64915767,0.33993772,0.20345299,0.36693492,0.32457494,0.33887547,0.3105816,0.3723305,0.38698049,0.22978723,0.23848774,0.29654809,0.36876986,0.52385827,0.39162042,0.28229005,0.39251114,0.39684638,0.47857979,0.54309326,0.41708292,0.43664284,0.4203611,0.47563041,0.37407173,0.35910182,0.32109987,0.27538876,0.42432779,0.48592819,0.57455512,0.51061802,0.21730582,0.40809309,0.28145926,0.34094336
104,2,0.25933704,0.34968205,0.42014296,0.31890707,0.2692062,0.68411807,0.37303788,0.2362735,0.41077677,0.35771781,0.376,0.34815954,0.42395387,0.45534783,0.26793365,0.29059372,0.30778088,0.39657884,0.56734694,0.4464198,0.30227177,0.4200167,0.43366322,0.54816002,0.59099329,0.43879121,0.45852381,0.51528477,0.53645881,0.41746822,0.37876575,0.35104267,0.27200561,0.48939577,0.537409,0.60597941,0.54188464,0.24598014,0.4844822,0.32882717,0.37064703
