,,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
71,1,0.47932094,0.43604757,0.65929267,0.52674849,0.59844143,0.76385889,0.51288176,0.70182906,0.50780266,0.40711237,0.39195472,0.55342045,0.59126869,0.60808133,0.62493329,0.59032517,0.55918957,0.59175519,0.44322276,0.6441725,0.36818118,0.60607832,0.55195716,0.5399248,0.62005749,0.86127872,0.58438352,0.70165137,0.78143832,0.64041527,0.53402681,0.41300484,0.43682563,0.50877644,0.66072138,0.33128793,0.55202607,0.44194082,0.5306249,0.51578285,0.7383044
71,2,0.43993853,0.47532414,0.68357105,0.56821547,0.6103485,0.77357811,0.49621438,0.73704274,0.50461861,0.37829309,0.43633208,0.56290887,0.59556879,0.62704454,0.55827624,0.59397561,0.5562007,0.59355242,0.48154623,0.57990174,0.34945843,0.63394581,0.52723043,0.53252789,0.61319067,0.85714286,0.64042215,0.75589536,0.80886664,0.61506303,0.50239048,0.3816982,0.44240784,0.539071,0.72975678,0.42303811,0.56950479,0.38036792,0.5877597,0.50607703,0.722909
72,0,0.40307332,0.50800231,0.66731613,0.5919735,0.58622459,0.76472282,0.48158377,0.74595726,0.50372638,0.34777773,0.46427925,0.56437783,0.59423543,0.64163563,0.51009737,0.57088715,0.54485766,0.57742546,0.52104633,0.54056956,0.3429948,0.64728099,0.49575332,0.53389016,0.60730597,0.83257742,0.68328879,0.77104064,0.80834775,0.58095197,0.484997,0.35846018,0.4540918,0.55929758,0.76087028,0.47410513,0.56603564,0.35272533,0.62266065,0.49423263,0.7053656
72,1,0.37540612,0.54847634,0.64377114,0.60750049,0.55393998,0.74859611,0.47560143,0.742,0.50620189,0.33546037,0.48972075,0.56392519,0.59475766,0.65851333,0.47373242,0.54228815,0.52519722,0.56120222,0.5654989,0.52280957,0.34669433,0.65783222,0.45970458,0.54777168,0.60305014,0.79781219,0.73211064,0.76919398,0.79721438,0.53572849,0.47234447,0.34681038,0.46854271,0.56686556,0.76013402,0.52110861,0.54707173,0.33393031,0.65564503,0.47864331,0.68785727
72,2,0.34631933,0.58217029,0.60746303,0.61803039,0.51242014,0.7162779,0.48158377,0.72566667,0.51571029,0.33490428,0.51135849,0.55875822,0.59797996,0.67437062,0.43840606,0.50959694,0.50412808,0.55595494,0.61039021,0.53273587,0.35986074,0.67707869,0.43313146,0.5699624,0.60134941,0.74557443,0.78119023,0.74245061,0.77208921,0.48413202,0.45978196,0.35050594,0.48197866,0.55595166,0.72667108,0.56402809,0.50266005,0.33487444,0.66465614,0.45533191,0.67814308
73,0,0.33204303,0.60446775,0.5692722,0.6185564,0.47287512,0.68702664,0.50154624,0.69708547,0.54153254,0.35723124,0.53026415,0.54407721,0.60354675,0.68303292,0.42143527,0.48163735,0.48117252,0.56506948,0.64875357,0.57136748,0.38328176,0.69897921,0.43330133,0.59474203,0.59757266,0.70894106,0.82233406,0.70244849,0.74259445,0.43968232,0.44114823,0.37094589,0.48462477,0.53138218,0.66819987,0.59594327,0.44470429,0.36982675,0.65007248,0.42753048,0.6788357
73,1,0.35265623,0.61920059,0.52756767,0.61697838,0.43396902,0.67917207,0.53494498,0.61197436,0.61826452,0.41446664,0.53846792,0.52428047,0.60059112,0.69045881,0.44910927,0.453422,0.4622103,0.59275009,0.69341222,0.65335274,0.41488958,0.74226986,0.47876662,0.61949085,0.58684126,0.69195804,0.85670876,0.63380319,0.72046427,0.43544799,0.42113423,0.3991553,0.46204222,0.49276435,0.56106056,0.57715961,0.37394707,0.44427682,0.61276373,0.38814593,0.67773102
73,2,0.38403337,0.62098439,0.52283897,0.62412819,0.43718296,0.70077034,0.56031394,0.5532906,0.67842897,0.44820731,0.53281509,0.51620975,0.58952421,0.69153136,0.4825604,0.45468919,0.45684502,0.61438108,0.72013561,0.70566827,0.43219159,0.76825353,0.52429099,0.63847624,0.58556372,0.68671329,0.8563832,0.58403635,0.71244424,0.47295511,0.41216243,0.42643203,0.45001994,0.47321752,0.47733289,0.54063544,0.33270527,0.50243333,0.58154292,0.3650958,0.66900754
74,0,0.41650812,0.61274259,0.53999146,0.64447691,0.46271055,0.73239741,0.5888287,0.42788034,0.73790238,0.47007549,0.52297358,0.50943719,0.57217938,0.6894533,0.5219762,0.48039341,0.45671027,0.63710324,0.74872034,0.75820217,0.44492193,0.7923905,0.57769572,0.65234544,0.59514532,0.684995,0.82748891,0.52680315,0.71085116,0.52816258,0.4060012,0.45822261,0.43784058,0.46053625,0.39674884,0.48720256,0.29115313,0.5510804,0.52257207,0.3424521,0.66016132
74,1,0.46740817,0.57959369,0.59379139,0.67886226,0.53005808,0.77789777,0.61735412,0.32919658,0.77166725,0.47416274,0.51123774,0.51226407,0.54726772,0.68855951,0.58000721,0.53360382,0.46354549,0.65355114,0.77477897,0.8182058,0.46592348,0.81459725,0.6183678,0.66461197,0.62820984,0.68354645,0.73775384,0.47346256,0.72071006,0.59506282,0.39858972,0.49070832,0.42844025,0.46384441,0.35694077,0.40874753,0.24878081,0.58268445,0.45124014,0.30618347,0.67596002
74,2,0.50954925,0.55557024,0.63464212,0.71062731,0.57545983,0.79949604,0.63361628,0.2704188,0.77255073,0.46996427,0.50610566,0.51954052,0.53154515,0.6909355,0.622207,0.5743167,0.46886178,0.66346802,0.78395267,0.84480939,0.48357716,0.8203879,0.63267356,0.66868027,0.65311402,0.68639361,0.69279813,0.44618777,0.73772417,0.63694398,0.3885177,0.50811263,0.43204089,0.48534743,0.37289874,0.343949,0.22899672,0.58332684,0.41579159,0.28922005,0.70487463
75,0,0.54163618,0.53088612,0.67750692,0.74315215,0.62090997,0.81058315,0.6390761,0.2404359,0.75258922,0.45973224,0.50029434,0.53098471,0.50842241,0.69081633,0.66660656,0.61469244,0.47343084,0.67213325,0.78827362,0.84631972,0.50302434,0.81472717,0.63134417,0.66868027,0.6918237,0.69264735,0.6505962,0.42259303,0.76512517,0.67193629,0.33011602,0.51148262,0.44582724,0.52220544,0.4468812,0.37514829,0.21651667,0.5372883,0.36621034,0.27492742,0.73786604
75,1,0.58159666,0.53592369,0.7010957,0.75791935,0.64660213,0.80266379,0.61682093,0.2608547,0.69921274,0.44594125,0.47850566,0.52305919,0.48637748,0.67569641,0.6277317,0.6334678,0.46756333,0.66459129,0.78694409,0.79838049,0.51391898,0.7841778,0.59570162,0.65376318,0.72466464,0.67186813,0.61562462,0.42029467,0.79085116,0.65899687,0.27509502,0.43840739,0.45420055,0.56472054,0.55536069,0.49035249,0.22164834,0.42636753,0.38713964,0.2985388,0.74507277
75,2,0.60371725,0.56597572,0.67804328,0.7513345,0.60832527,0.77343413,0.57578698,0.29347863,0.61030441,0.43323463,0.44778868,0.49586643,0.45312118,0.65280798,0.55481428,0.59460339,0.45961341,0.62916011,0.78335438,0.74049677,0.50909411,0.75296028,0.54279911,0.62731924,0.74500958,0.6440959,0.61255884,0.44164419,0.79676832,0.60757235,0.26409282,0.36732072,0.44263741,0.58625378,0.63472866,0.52172905,0.249867,0.32941405,0.4390401,0.32311786,0.71847273
76,0,0.60821016,0.61010818,0.63849513,0.72694331,0.54793804,0.7262779,0.53466772,0.34216239,0.53862841,0.44022744,0.43032453,0.4661457,0.45261006,0.62363325,0.48018752,0.5422649,0.45689402,0.59077634,0.78089477,0.66843781,0.5036292,0.72033222,0.49679468,0.61320348,0.76517087,0.59891109,0.64571266,0.4693441,0.78378698,0.54485271,0.27416483,0.30991641,0.42956394,0.57997734,0.68715255,0.52232904,0.29618505,0.28161378,0.48497343,0.35010644,0.69107487
76,1,0.60968096,0.6495747,0.59866239,0.7004286,0.49431752,0.68329734,0.50325243,0.39676068,0.47929496,0.46244317,0.41926038,0.42888376,0.46701038,0.61441978,0.41761269,0.49204227,0.46323926,0.5461183,0.78082829,0.62001638,0.49841047,0.69337416,0.46772526,0.60361832,0.77812999,0.5763037,0.6796804,0.5001395,0.76612654,0.49675977,0.295019,0.27403432,0.41661129,0.56458459,0.70701522,0.50696802,0.35227877,0.27175394,0.52339346,0.37705632,0.67323339
76,2,0.61185424,0.69313734,0.55508609,0.66151373,0.44368829,0.62449964,0.4888351,0.46184615,0.43829601,0.50099401,0.41038491,0.41322914,0.48749972,0.62302249,0.37179228,0.44891126,0.47777941,0.5184056,0.78182543,0.58375944,0.49768603,0.67087045,0.45885524,0.60276151,0.78015011,0.57291708,0.71714801,0.54072618,0.74161129,0.44331481,0.32873575,0.25299604,0.40464942,0.52848943,0.70240735,0.48058226,0.42203848,0.29398482,0.54619907,0.41658603,0.65739085
77,0,0.61407874,0.73794698,0.50758015,0.62975843,0.38598258,0.54665227,0.48340727,0.54177778,0.43379111,0.56246959,0.40445283,0.42022376,0.52241161,0.64606733,0.35384061,0.40175779,0.50881964,0.51104015,0.78082829,0.58359567,0.50339007,0.6689124,0.48118168,0.61089194,0.76985787,0.62333666,0.76069292,0.60195826,0.70209376,0.40636654,0.38279656,0.25355917,0.41710668,0.48314199,0.67379219,0.40914297,0.47184785,0.34524041,0.56113706,0.46867621,0.64374014
77,1,0.62667935,0.78003964,0.46602888,0.60849406,0.3428364,0.51150468,0.50860561,0.60808547,0.49778691,0.61425533,0.39357736,0.45083269,0.54965666,0.68659318,0.40020195,0.36847367,0.5500637,0.54598992,0.77683973,0.63113456,0.52071318,0.67901819,0.54482275,0.61979905,0.74867454,0.6993007,0.79021121,0.68814019,0.67446518,0.39154639,0.45577115,0.28029916,0.47564733,0.44922205,0.60249835,0.37317788,0.52114737,0.45015573,0.57158963,0.56070254,0.63910223
77,2,0.64905605,0.80453382,0.46122355,0.60634132,0.33709584,0.53695464,0.54993815,0.63448718,0.55800385,0.65152716,0.38332075,0.49265522,0.56633481,0.71285565,0.4463397,0.3631724,0.57464844,0.58448602,0.77763744,0.67110363,0.53426642,0.69309577,0.59242245,0.62343586,0.72927978,0.74648352,0.79128288,0.73182235,0.67349112,0.41494266,0.5329966,0.3066256,0.51628143,0.44005287,0.51642952,0.36835754,0.55224774,0.51821102,0.57765341,0.61080898,0.64521305
78,0,0.67700132,0.82018333,0.49048239,0.62145919,0.36637948,0.57429806,0.60340599,0.65735043,0.62089748,0.66586034,0.37449057,0.55219916,0.58439076,0.73242961,0.49558601,0.38978341,0.60033564,0.6213935,0.78514924,0.71447548,0.55123083,0.71024499,0.64030281,0.62849041,0.7108831,0.77879121,0.77760896,0.76968554,0.69426491,0.47017163,0.60182036,0.34183898,0.54757561,0.44159366,0.45352416,0.37089384,0.58307102,0.57890792,0.58196972,0.65781885,0.66268631
78,1,0.72495975,0.82756627,0.55904857,0.64911358,0.44455954,0.62644348,0.64991042,0.67889744,0.67801784,0.65186081,0.36571321,0.58796652,0.60986911,0.74036943,0.5374396,0.45502633,0.63067764,0.66548991,0.79771322,0.75971249,0.57482768,0.73235895,0.6795421,0.63718178,0.69797189,0.82883117,0.76145258,0.80975409,0.74112881,0.5459704,0.67764553,0.36598328,0.5563114,0.45248489,0.37286565,0.37030067,0.61519108,0.60985984,0.595732,0.70452874,0.71145011
78,2,0.76591541,0.82814436,0.63950217,0.6738457,0.53,0.66343413,0.69297048,0.69852991,0.70202939,0.62046962,0.35991698,0.60953967,0.63552523,0.72903322,0.57355932,0.5292791,0.65627909,0.7013062,0.80901416,0.78442362,0.59654663,0.74554566,0.70142541,0.64710596,0.6947381,0.88503497,0.75758645,0.83441166,0.7712335,0.60841062,0.72481496,0.37076991,0.53751072,0.46537009,0.35885175,0.35823277,0.6406721,0.62892739,0.62111451,0.72918521,0.76029283
79,0,0.80338065,0.82512181,0.71940847,0.70033119,0.61616651,0.69916487,0.72450307,0.74524786,0.71056683,0.57076921,0.35381132,0.6143394,0.67133714,0.7040146,0.6012189,0.61157678,0.68602087,0.74954267,0.81991624,0.79753435,0.63126319,0.76299183,0.71543575,0.6599889,0.70459917,0.91721279,0.76233433,0.85736871,0.80370505,0.66101731,0.77132426,0.35511659,0.49546295,0.49313444,0.40119126,0.388198,0.66250665,0.65491532,0.67167016,0.7549642,0.80336665
79,1,0.85233426,0.83020894,0.79323971,0.73467758,0.6989545,0.74334053,0.74328186,0.80629915,0.69712211,0.50572076,0.35783396,0.60099923,0.70133781,0.66892596,0.59182113,0.68777102,0.71396198,0.80033056,0.83447451,0.79851697,0.67557322,0.79290089,0.71526588,0.6809468,0.73551581,0.95749251,0.78642647,0.90396036,0.83302685,0.69573021,0.79194839,0.28524417,0.44447398,0.52446375,0.55292852,0.48761165,0.68376485,0.69563948,0.76349654,0.78244629,0.83156234
79,2,0.88065271,0.85267157,0.8183281,0.75147087,0.72518877,0.77012239,0.73420705,0.84591453,0.66036564,0.4280074,0.40457358,0.56558203,0.71969377,0.64298376,0.51613415,0.70826697,0.72536626,0.80936487,0.84125507,0.78890911,0.71711914,0.81519117,0.69946824,0.69746656,0.76652827,0.94851149,0.84118996,0.93693454,0.84100137,0.68598265,0.77864573,0.24009679,0.40861254,0.5376284,0.64941264,0.5322629,0.69878303,0.72481993,0.83878241,0.78803948,0.82002455
80,0,0.88687253,0.86852754,0.8054993,0.75639003,0.70994192,0.77674586,0.70602286,0.86188034,0.61829076,0.38165742,0.44678491,0.53766334,0.72376053,0.62252346,0.44705373,0.69197949,0.73400216,0.78916204,0.84198631,0.78638886,0.73364749,0.8314124,0.6906647,0.70480182,0.79139253,0.92696304,0.87167139,0.93933919,0.8367228,0.66315597,0.75967193,0.23880334,0.41628505,0.53751511,0.71221873,0.54784891,0.70649716,0.73761923,0.87985183,0.78133346,0.80604068
80,1,0.88899459,0.88760426,0.78557746,0.75435418,0.68813166,0.77048236,0.68144301,0.86811966,0.5743177,0.36967372,0.48761509,0.51247758,0.73062735,0.61706391,0.39002524,0.6745527,0.74587192,0.76265285,0.84092269,0.78860886,0.74328316,0.84448775,0.68562038,0.71595882,0.81220057,0.90128871,0.91533839,0.92549587,0.82261265,0.62410128,0.72562513,0.25442147,0.43542404,0.52944109,0.74680675,0.54966933,0.71169534,0.75706638,0.90191657,0.77544029,0.79065404
80,2,0.8923606,0.90585515,0.75006841,0.74601598,0.64793804,0.75334773,0.63648481,0.86153846,0.5543387,0.37068858,0.52424151,0.50864292,0.73766084,0.62600179,0.35714389,0.64081519,0.76054682,0.73678552,0.83806422,0.79608771,0.75186383,0.85755382,0.68921713,0.72495839,0.82066432,0.86027972,0.95097467,0.90560774,0.80470642,0.59256951,0.69735947,0.27838099,0.4712734,0.52120091,0.76104401,0.52950842,0.71005497,0.77893712,0.89627959,0.77330172,0.77357531
81,0,0.89345822,0.94945908,0.67236227,0.73290473,0.56269119,0.74406048,0.60129457,0.81368376,0.58260147,0.41963826,0.59419623,0.52846528,0.76943932,0.66926114,0.38620267,0.57260774,0.78004802,0.71037261,0.83108423,0.82401965,0.76192151,0.86778025,0.71522895,0.73488257,0.81507506,0.8082018,0.97771206,0.86219128,0.7545198,0.55748047,0.61454291,0.33980642,0.53637495,0.51291541,0.73002978,0.41390196,0.69222158,0.81830835,0.83483653,0.78353977,0.72747677
81,1,0.8957998,0.97960195,0.6153442,0.73602182,0.50708616,0.7774658,0.59695444,0.7417265,0.67746676,0.4978104,0.63499623,0.53910667,0.79020645,0.71856845,0.44573386,0.5217922,0.79586212,0.70881607,0.82742804,0.86044036,0.76578984,0.85878805,0.74874446,0.73457437,0.79038646,0.79466533,0.96132507,0.83296356,0.72861174,0.5839074,0.53203641,0.3808359,0.5729976,0.51269637,0.65416942,0.33327197,0.67052004,0.83350204,0.76165244,0.80422876,0.69807996
81,2,0.89711693,0.98909902,0.59253259,0.74103838,0.48493708,0.81756659,0.61135045,0.66871795,0.74912526,0.56771072,0.66298113,0.54191647,0.80034001,0.74541934,0.5031374,0.5049932,0.80536773,0.71473732,0.82696271,0.88749886,0.76607118,0.84750371,0.76462334,0.73149233,0.77367454,0.79406593,0.92564809,0.82831369,0.71559399,0.63272039,0.4710242,0.41386714,0.59344151,0.52879909,0.58105559,0.29442967,0.65766315,0.84495815,0.6850459,0.81360557,0.68179905
82,0,0.8974828,1,0.59670304,0.75072083,0.49460794,0.85349172,0.65032631,0.48994017,0.8278254,0.62452906,0.68994717,0.53406781,0.79932887,0.76210338,0.55580959,0.50760896,0.81250919,0.72844122,0.83068537,0.91183696,0.76480518,0.84023756,0.77289513,0.73106084,0.75253114,0.79725275,0.84425573,0.82693202,0.71816113,0.68922826,0.4214843,0.44542015,0.6211713,0.58648036,0.48101423,0.28035045,0.65236522,0.86234183,0.5464487,0.81927618,0.68121164
82,1,0.89484853,0.99587084,0.63229966,0.77226768,0.53945789,0.89366451,0.68968606,0.4071453,0.88759622,0.66071652,0.72893585,0.52422923,0.79072868,0.77901087,0.63054454,0.53540579,0.81978539,0.75151642,0.83500632,0.92830498,0.76410184,0.84126763,0.77533235,0.73747149,0.73288885,0.80687313,0.75213316,0.82925695,0.73683204,0.73231308,0.38090618,0.47147382,0.66506772,0.67172961,0.36846459,0.28224586,0.66221848,0.89044189,0.49255919,0.82021482,0.7085832
82,2,0.88679936,0.97472954,0.69236074,0.80009741,0.61101646,0.91663067,0.73451629,0.37793162,0.92503499,0.68074961,0.76792453,0.53727048,0.77829507,0.80537763,0.70714028,0.58987177,0.82685335,0.78429988,0.83480689,0.92994268,0.76621184,0.84769859,0.77555391,0.75238858,0.71600926,0.82735265,0.70510194,0.83770642,0.77654984,0.7582564,0.36304261,0.49515178,0.71599628,0.72029456,0.28885672,0.3274971,0.68335476,0.91000584,0.48155903,0.82388233,0.75508504
83,0,0.87575004,0.94656867,0.7559574,0.81992012,0.68422072,0.92397408,0.76601689,0.4045641,0.95293912,0.70049075,0.80196226,0.55696473,0.769906,0.84217191,0.76617382,0.64648848,0.83152041,0.82236272,0.83041946,0.92411973,0.77085385,0.85544729,0.77725258,0.77538063,0.70726605,0.84622378,0.68402132,0.85645202,0.80746472,0.76601576,0.38496699,0.51891773,0.75663038,0.76019637,0.26868795,0.38223222,0.70431371,0.90694958,0.50723949,0.83410103,0.80178853
83,1,0.85862725,0.91667355,0.82186368,0.8502143,0.76053243,0.91792657,0.80003412,0.46747009,0.98346746,0.7347736,0.8370566,0.59994876,0.77146159,0.88164755,0.8038947,0.71182441,0.83768191,0.8683366,0.82616499,0.92175416,0.78316219,0.86958055,0.79150665,0.80385872,0.70229958,0.88293706,0.67094429,0.90117044,0.85107874,0.7600834,0.44873975,0.54687198,0.7955004,0.79954683,0.29038716,0.46298493,0.72910755,0.88595484,0.55834273,0.86227985,0.83563037
83,2,0.86272501,0.91072756,0.85975897,0.86950127,0.80607938,0.90223182,0.83399804,0.57335897,0.99755073,0.76174389,0.86483019,0.63677513,0.77735061,0.90808878,0.82683015,0.74781729,0.84682003,0.88932572,0.82370538,0.9293058,0.8027852,0.89047884,0.80679468,0.815139,0.704168,0.9077023,0.68102337,0.94251438,0.8780792,0.74891724,0.51606321,0.57877695,0.83248553,0.84138973,0.374545,0.56899843,0.74308388,0.87253261,0.61286036,0.88971357,0.84781694
84,0,0.87362798,0.91180114,0.87881607,0.87693357,0.84016457,0.887473,0.86039072,0.63387179,1,0.77863508,0.88603774,0.66792211,0.77468388,0.92171905,0.84240894,0.77276585,0.853741,0.90296544,0.82217643,0.94049677,0.81959488,0.90962324,0.8260709,0.82506318,0.71113861,0.92789211,0.70499342,0.96030344,0.90060992,0.73865383,0.56994399,0.61065552,0.85737588,0.86170695,0.45147253,0.62487898,0.76011926,0.86929142,0.67886133,0.90954132,0.85652288
84,1,0.88328699,0.91667355,0.89927428,0.88098578,0.87238141,0.86947444,0.89775636,0.72168376,0.99606368,0.79547066,0.91343396,0.71360492,0.76839485,0.94205273,0.86108907,0.79851657,0.86270763,0.91724702,0.8250349,0.95150578,0.84371923,0.93225687,0.85502216,0.84232263,0.73324816,0.95202797,0.74575742,0.9670391,0.93072371,0.73394663,0.64238848,0.64808623,0.87796479,0.87190332,0.52464428,0.69857503,0.77939351,0.87617286,0.74153648,0.93167215,0.86774505
84,2,0.88797014,0.92063754,0.90988102,0.8841126,0.8971152,0.85017999,0.91884917,0.78188889,0.98845346,0.81382158,0.93335849,0.75047399,0.76667259,0.96193952,0.8818608,0.81449016,0.87582684,0.92872043,0.83221432,0.96042216,0.86123224,0.94589829,0.87946824,0.85495901,0.74297349,0.9647952,0.77850428,0.96869976,0.95011379,0.73916968,0.69508902,0.67366476,0.88962459,0.87326284,0.56287227,0.75291471,0.79226148,0.88376484,0.77508455,0.94967099,0.87822199
85,0,0.88987268,0.9242712,0.9149381,0.89184687,0.91680542,0.83599712,0.93502602,0.8254188,0.98101819,0.84660299,0.9490566,0.79677171,0.77308385,0.97244153,0.90457988,0.83257961,0.8915552,0.94296993,0.83912783,0.96533527,0.87860459,0.9532294,0.90169867,0.86747211,0.74477004,0.97437562,0.80933842,0.97142326,0.96058261,0.74932562,0.75028006,0.70067752,0.89627007,0.87371601,0.59594639,0.80111816,0.80309009,0.89148336,0.79491867,0.9653861,0.8869893
85,1,0.88767745,0.9292262,0.91109603,0.90720826,0.92535334,0.82922966,0.95149079,0.86726496,0.9733205,0.90536764,0.96135849,0.83803057,0.79587324,0.96901534,0.92347638,0.84355418,0.91233034,0.95776501,0.84019145,0.9701574,0.90125193,0.95360059,0.93079764,0.88485484,0.72706004,0.98669331,0.83690329,0.98450931,0.96695494,0.766048,0.80117023,0.73147382,0.89652381,0.87666163,0.63307412,0.84598077,0.81471671,0.9124489,0.8071348,0.98906522,0.89461687
85,2,0.87487194,0.93335536,0.90997953,0.9275375,0.93062924,0.82951764,0.96933117,0.89811966,0.96518544,0.93981732,0.96573585,0.86523187,0.82878508,0.95784299,0.93292463,0.84908797,0.9269195,0.96180879,0.83979259,0.97370576,0.91806161,0.94682628,0.94387001,0.89274487,0.70729,0.99335664,0.84524601,0.99705066,0.96640874,0.79352814,0.82092418,0.75691157,0.89642715,0.88534743,0.67525645,0.88034363,0.81934962,0.9379015,0.81285231,1,0.90285814
86,0,0.87362798,0.93442894,0.91366836,0.94582116,0.93634076,0.82973362,0.98772607,0.92598291,0.95687544,0.950953,0.96920755,0.88487488,0.85670793,0.95017131,0.94114677,0.85426137,0.94114116,0.9646651,0.83759888,0.97725412,0.93255029,0.94283593,0.9478582,0.89484066,0.69139253,0.99665335,0.85809243,1,0.96131088,0.8150007,0.83065613,0.77866256,0.90072859,0.88904834,0.70939775,0.90591123,0.82270793,0.96111544,0.81913352,0.99738727,0.91206383
86,1,0.87962827,0.93467669,0.92117736,0.96982272,0.93153921,0.82692585,0.99859239,0.95666667,0.95083975,0.94462749,0.97645283,0.91305833,0.88386409,0.94942649,0.95283087,0.85387772,0.95901318,0.97686062,0.82689623,0.98462378,0.95632297,0.95007424,0.94202363,0.89841583,0.66862025,0.9993007,0.88092299,0.99674509,0.95384615,0.84140614,0.83752751,0.81142983,0.91494992,0.89267372,0.76926704,0.93413786,0.82776201,0.97664006,0.83266226,0.98616218,0.92302297
86,2,0.89301917,0.93566769,0.93087558,0.98762907,0.92575024,0.82958963,1,0.98820513,0.95521344,0.94511407,0.98588679,0.9396191,0.91243139,0.95799196,0.97071763,0.85819082,0.97608898,0.98916846,0.81493053,0.99599672,0.97383598,0.96520045,0.94084195,0.91259323,0.66081124,1,0.91335784,0.9887739,0.95029586,0.87257252,0.84269854,0.84307083,0.93681959,0.9060423,0.82588518,0.9533647,0.83834678,0.98170138,0.84627154,0.97319528,0.93836577
87,0,0.92470364,0.93575027,0.94349639,1,0.92232333,0.84557235,0.9992962,1,0.96614766,0.96147697,0.99690566,0.97403707,0.94836552,0.97028154,0.99091237,0.88093051,0.99042089,1,0.80795054,1,0.99205233,0.98385301,0.95332349,0.94026999,0.65839987,0.99585415,0.94588765,0.97683039,0.94820209,0.92114907,0.84604921,0.86512099,0.96708674,0.9347432,0.89832892,0.95916002,0.85789812,0.9882227,0.8495732,0.95411264,0.96186218
87,1,0.97614518,0.92253696,0.94352923,0.98986947,0.91048403,0.87530598,0.9966516,0.98871795,0.97673198,0.99285426,1,1,0.98285517,0.96976017,1,0.91262192,1,0.99334061,0.80495912,0.9839869,1,1,0.98308715,0.98551439,0.66300703,0.97196803,0.97290991,0.96281436,0.92817478,0.98065535,0.84112823,0.87897932,0.98377294,0.97809668,0.96947386,0.94518306,0.87017867,1,0.83556128,0.92771434,0.98448185
87,2,1,0.89908333,0.92333373,0.95263978,0.88595353,0.89654428,0.98199966,0.95282051,0.97655703,1,0.98867925,0.98804339,1,0.94279756,0.98838803,0.91602823,0.98962468,0.96484162,0.79877684,0.95842053,0.98839499,0.99582405,1,1,0.66762217,0.94525475,0.96926082,0.94727053,0.88943104,1,0.80542108,0.86864056,0.97345432,1,1,0.91368378,0.86382781,0.99649601,0.80576582,0.87177279,0.97948448
88,0,0.99392653,0.84862499,0.87960419,0.89329827,0.83682478,0.91058315,0.93865168,0.88811966,0.96606018,0.9528298,0.95192453,0.9415834,0.9767217,0.8806048,0.94727732,0.89305602,0.93508991,0.90113611,0.77763744,0.91329269,0.94703896,0.97819228,0.99401773,0.98304876,0.66672788,0.89448551,0.92709958,0.916422,0.81749659,0.97817279,0.74262853,0.81367356,0.93439097,0.99086103,0.97857379,0.86684394,0.82982355,0.94328402,0.76590433,0.79757112,0.94494126
88,1,0.85943217,0.75665208,0.7998183,0.79061952,0.74888674,0.89632829,0.84927913,0.80911111,0.94812806,0.83350711,0.87381132,0.85506875,0.90122003,0.77819157,0.86007934,0.79619145,0.8561174,0.79344652,0.72046799,0.85980348,0.86306091,0.9373608,0.89593796,0.87419096,0.65172469,0.76407592,0.86532279,0.83938037,0.730132,0.86856387,0.65529106,0.72578971,0.83277552,0.90634441,0.88947717,0.81414059,0.76110569,0.78642204,0.72042197,0.69876137,0.85525162
88,2,0.7130543,0.60254356,0.68554134,0.67421586,0.61549855,0.84758819,0.71605741,0.62744444,0.93273268,0.74255884,0.63433208,0.73978136,0.77725061,0.65542231,0.69570141,0.70241929,0.62249498,0.67847171,0.59988699,0.76348831,0.71184414,0.88562546,0.76115214,0.67866609,0.56537847,0.53507493,0.75125141,0.67733921,0.62357761,0.69610635,0.54110822,0.59646282,0.67202736,0.78119335,0.75747849,0.76443717,0.56713291,0.60066186,0.6639475,0.59321657,0.72062949
89,0,0.50480023,0.29775374,0.47555196,0.4041691,0.3693514,0.73074154,0.42579125,0.34554701,0.91156403,0.50652709,0.34522264,0.45331796,0.53718972,0.42448235,0.18465921,0.44953904,0.16865109,0.37359992,0.3444991,0.38714403,0.28797299,0.76159057,0.13798375,0.34168773,0.14580006,0.23679321,0.12497117,0.47245287,0.4408102,0.31649991,0.24924985,0.076995161,0.3449005,0.20040785,0.55761085,0.69843867,0.268975,0.14466615,0.58039137,0.36848268,0.18993512
89,1,0.49502415,0.30832439,0.39799906,0.31793298,0.25224589,0.63158387,0.47153856,0.25182906,0.85600945,0.38046183,0.31083019,0.43719361,0.43662081,0.36878445,0.24328886,0.31233361,0.20958891,0.35341314,0.39550622,0.48054772,0.19559713,0.66742762,0.33209749,0.34276644,0.29492973,0.32158841,0.3200076,0.33610554,0.4268457,0.28751518,0.27305461,0.12745271,0.30316687,0.29632931,0.48860026,0.66655758,0.35431814,0.11766595,0.53995813,0.29034256,0.35519902
