,,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
48,2,0.71680025,0.71900786,0.86853527,0.36376755,0.32892015,0.82266644,0.78476155,0.61680069,0.86345143,0.95566536,0.85533044,0.97818874,0.81894503,0.72744063,0.9137603,0.73718336,0.56019807,0.85111987,0.71792537,0.81997828,0.74276819,0.55585824,0.58592123,0.66678586,0.5929068,0.64846001,0.56269646,0.85485399,0.82526219,0.90625353,0.60561638,0.80776375,0.63760898,0.63947316,0.66517132,0.72363547,0.48578637,0.91210477,0.86458871,0.68740989,0.81120061,0.72741412,0.66197468,0.47720679,0.8689279,0.68,0.82772149,0.72133387,0.98618099,0.64864356,0.76485006,0.89675004,0.65145557,0.59967886,0.88760192,0.92366001,0.7943446,0.77865479,0.87051257,0.68569561,0.72785839,0.70677707
49,0,0.72032378,0.76388911,0.84087225,0.22015528,0.2885912,0.78974785,0.78681439,0.65707739,0.93232771,0.86496548,0.89293805,0.90271016,0.55862506,0.76407212,0.89318678,0.73447982,0.54680003,0.74094973,0.62673881,0.75067318,0.76676612,0.5829889,0.57705467,0.62001754,0.55737599,0.64372108,0.46953229,0.82012628,0.89522986,0.83362799,0.6298633,0.72408148,0.61466909,0.63572705,0.65984006,0.64725858,0.45868241,0.88993452,0.84699373,0.64104632,0.84219409,0.71140176,0.56931646,0.47031665,0.83636814,0.70310078,0.9252098,0.7842291,0.89454619,0.65680198,0.66618368,0.88124294,0.70323121,0.46706497,0.84020422,0.97473293,0.89043693,0.686522,0.84118225,0.67097008,0.6166183,0.583431
49,1,0.64388541,0.61506039,0.67431888,0.12141793,0.25443923,0.50959472,0.69010409,0.57873757,0.85734846,0.72586977,0.71043433,0.8823241,0.38937114,0.66226033,0.74050588,0.73777984,0.49753511,0.64490051,0.45497015,0.5569164,0.65131664,0.515807,0.55177986,0.50200378,0.54483327,0.57117647,0.28596857,0.70618785,0.90457596,0.6742618,0.54847529,0.52335527,0.47507391,0.42367463,0.55453482,0.53116819,0.27423839,0.70159963,0.56906123,0.62139034,0.76204066,0.57773927,0.44872911,0.45178666,0.72381236,0.64098191,0.87785201,0.72893056,0.72811431,0.64955446,0.53499135,0.9136712,0.6160189,0.31287528,0.75755544,0.94667905,0.79520198,0.55622028,0.75700118,0.57758495,0.51542852,0.47564331
49,2,0.65874931,0.30376915,0.48979763,0.13820093,0.14971348,0.24590087,0.5301994,0.54292261,0.49427069,0.49651415,0.35236369,0.77262932,0.23830984,0.45831135,0.52310294,0.56174762,0.41768366,0.54780352,0.32401493,0.26667752,0.50184849,0.35978651,0.50488462,0.26833761,0.51022152,0.3556312,0.21603863,0.61681137,0.50238453,0.54408501,0.35623183,0.40681506,0.29724812,0.15705209,0.51858787,0.44765992,0.13140708,0.30755847,0.36585208,0.30204839,0.61825086,0.38521519,0.35580253,0.33738723,0.55021323,0.36578811,0.39847794,0.57042465,0.6757899,0.60262376,0.36737313,0.53043788,0.45704161,0.15784167,0.70393965,0.73960985,0.51263809,0.44888044,0.56127258,0.48022074,0.5481331,0.27168577
50,0,0.62005396,0.24741834,0.50036082,0.15952474,0.16334003,0.20356801,0.47890942,0.4982447,0.18624412,0.27209963,0.26946728,0.64888777,0.21115159,0.2673263,0.53895582,0.37267023,0.22597007,0.44673652,0.33765672,0.30553746,0.48564665,0.35431255,0.39271311,0.2752665,0.45643337,0.28141441,0.21370006,0.54830308,0.35660255,0.55118488,0.16101317,0.21007671,0.35732697,0.11642729,0.53543333,0.29619659,0.11770754,0.26241347,0.48493176,0.31297552,0.50574607,0.4366969,0.30519494,0.24964621,0.42495289,0.3121137,0.20569886,0.48076505,0.70275709,0.45012871,0.30195358,0.35636623,0.30474013,0.20725168,0.70872514,0.56553646,0.27415499,0.34800726,0.42986057,0.52810049,0.57689108,0.24987686
50,1,0.43199746,0.29327227,0.56523558,0.22561368,0.22899457,0.23794581,0.47026481,0.44286208,0.29117077,0.28104102,0.2571256,0.63840971,0.25331063,0.30623571,0.56751215,0.36174762,0.15912228,0.42619437,0.33329851,0.34096634,0.58704112,0.43883006,0.35462619,0.34048037,0.47406033,0.41448116,0.30414694,0.53608524,0.37061102,0.70302802,0.17572215,0.19150164,0.49831703,0.089933152,0.52258631,0.22491973,0.19055598,0.43455566,0.51598119,0.4306188,0.50296893,0.54105907,0.34587848,0.31026888,0.48636319,0.47580879,0.26355766,0.50377247,0.74890991,0.42272277,0.323688,0.57207534,0.33727328,0.31129948,0.7584089,0.56376219,0.36621599,0.36807297,0.48656716,0.68073628,0.56972335,0.45454777
50,2,0.37269264,0.42185296,0.65700988,0.31016391,0.29281834,0.27470855,0.3594219,0.4945093,0.28007196,0.35560444,0.29664272,0.74281414,0.25811025,0.35860158,0.62108786,0.36524905,0.16664841,0.56759589,0.47383582,0.35232356,0.71604618,0.37084543,0.42289437,0.43210768,0.52613409,0.57993391,0.42066843,0.62894238,0.48281748,0.79906902,0.24118266,0.29791476,0.57971344,0.091276722,0.48073597,0.31420721,0.22129665,0.53905519,0.54745481,0.66237956,0.5165094,0.58840722,0.4916962,0.40206085,0.51174254,0.5729199,0.36076575,0.47011519,0.83175689,0.46854455,0.39558824,0.7776365,0.3046563,0.38981329,0.85955955,0.49639573,0.48662819,0.47377021,0.51018264,0.81012199,0.61104662,0.62529936
51,0,0.33135465,0.51345546,0.65857867,0.33330719,0.30308849,0.30088023,0.51095019,0.53173368,0.2003183,0.41110058,0.28919887,0.82645627,0.2115872,0.3930431,0.65878954,0.37860407,0.1745251,0.71572623,0.57720149,0.39964169,0.71001427,0.27379163,0.48595763,0.44425853,0.61140568,0.64342366,0.49575838,0.75138122,0.52748882,0.82438405,0.23833735,0.35047067,0.55820635,0.1028857,0.45502893,0.40385898,0.25529322,0.59695978,0.59348027,0.75076725,0.56820867,0.58675797,0.58789873,0.47488059,0.47058415,0.65379845,0.45636624,0.45263452,0.8698598,0.49024752,0.41324971,0.85368665,0.30528883,0.41787155,0.88394422,0.37897817,0.50595218,0.55006484,0.46792027,0.83270404,0.58676727,0.66520594
51,1,0.300619,0.5415336,0.61878366,0.31623402,0.28728883,0.32866804,0.51698491,0.54638132,0.16682812,0.41437661,0.29219798,0.79761022,0.19276889,0.46097625,0.68863524,0.3711829,0.18384786,0.68880131,0.65805224,0.37214984,0.6364963,0.23729291,0.50982747,0.39491971,0.62902086,0.68757436,0.54608976,0.77943173,0.41176157,0.75881136,0.22347993,0.4031735,0.44458343,0.1222384,0.43140888,0.42831563,0.29968583,0.56285313,0.62628181,0.59693812,0.65504411,0.60757195,0.54501266,0.51337343,0.26999901,0.55839793,0.45613026,0.50291345,0.81089421,0.47854455,0.33205017,0.71398016,0.35102881,0.41976848,0.76415454,0.28078031,0.48948063,0.60500562,0.26851925,0.76880627,0.49781389,0.57986412
51,2,0.28831045,0.56388911,0.60508288,0.27258254,0.29711245,0.31084368,0.42522617,0.51373109,0.17769167,0.45607825,0.33642954,0.6726145,0.18742278,0.4944591,0.68480237,0.25980324,0.22188383,0.52824185,0.62392537,0.39355049,0.55824361,0.33548249,0.54292058,0.24657941,0.60639802,0.6849306,0.59035221,0.69426204,0.28043615,0.70482415,0.19803922,0.3556549,0.30934728,0.17156,0.41995319,0.46164485,0.33548172,0.45302152,0.69966802,0.42737849,0.73756809,0.57212346,0.45775696,0.52355387,0.27473966,0.4802739,0.29113756,0.53479057,0.73073053,0.47135644,0.19441321,0.54216624,0.34606767,0.4182599,0.65212985,0.24018579,0.51556472,0.63759834,0.27467596,0.6901612,0.47693945,0.45727389
52,0,0.26697881,0.61582232,0.64508707,0.26210493,0.32083798,0.34544114,0.34730088,0.44680502,0.19197343,0.4802897,0.39325091,0.56091304,0.22076667,0.48805629,0.65511872,0.2225734,0.25370829,0.48788811,0.58570149,0.4859392,0.51583863,0.40558497,0.5690107,0.21874916,0.55905503,0.62372769,0.59981064,0.60487766,0.30401477,0.7081625,0.22581802,0.28969766,0.35288454,0.18677609,0.42177362,0.51118177,0.341746,0.44315248,0.75614165,0.43740632,0.80115075,0.56245759,0.47153924,0.53360163,0.33671526,0.5397416,0.24450246,0.53467673,0.68632186,0.46150495,0.1576485,0.540669,0.31402225,0.40519044,0.56190658,0.30376219,0.52500412,0.57991701,0.3375,0.65133604,0.4827723,0.40006794
52,1,0.24241727,0.65662641,0.74078335,0.31177163,0.35249684,0.38993928,0.34683667,0.44543882,0.24597288,0.52781914,0.50518912,0.58253047,0.25493426,0.48264732,0.63193828,0.24956232,0.28948752,0.52021532,0.61135075,0.5707709,0.51124659,0.4033988,0.64024168,0.31764944,0.5566867,0.52851289,0.59684719,0.60041831,0.4034077,0.77232462,0.29904744,0.2288092,0.44948829,0.16827719,0.43754632,0.5866572,0.36460396,0.51217025,0.82239026,0.54666334,0.83590334,0.57657018,0.5478481,0.55125597,0.41084003,0.63529716,0.35436485,0.51436023,0.75212987,0.45692079,0.17608852,0.55773276,0.33205304,0.39613891,0.5451726,0.38525778,0.56482275,0.51406588,0.40854281,0.65293349,0.49806539,0.43082803
52,2,0.23490199,0.7082435,0.86518852,0.37406478,0.34044802,0.41766432,0.40648243,0.42858625,0.31819817,0.55504264,0.65091592,0.7418222,0.30037225,0.46823219,0.65356161,0.26000465,0.30301702,0.64663078,0.67066418,0.61830619,0.51697367,0.28353544,0.72138749,0.43793685,0.60669259,0.48425644,0.57156788,0.71979479,0.49655923,0.8645947,0.35661533,0.28053605,0.52955803,0.11873718,0.47221897,0.65077797,0.39068926,0.5812348,0.89880118,0.69045036,0.81534331,0.62319809,0.6364557,0.57807359,0.41505504,0.77617571,0.47888736,0.49960154,0.83162273,0.45483168,0.20289792,0.53465629,0.37542295,0.38581031,0.59073383,0.46386438,0.63969497,0.49470909,0.41645719,0.68935521,0.50029986,0.54152866
53,0,0.23161654,0.72751074,0.94409873,0.40685436,0.29536355,0.43683806,0.4052239,0.40228275,0.36201218,0.55952349,0.7770298,0.85030841,0.33467448,0.46094107,0.69382794,0.25372996,0.27687825,0.70373931,0.70586567,0.56044517,0.55233493,0.24238258,0.73094562,0.51449197,0.6184164,0.50179114,0.51971218,0.79510655,0.51647836,0.86950348,0.39917115,0.35611666,0.56703813,0.13236482,0.50729471,0.62348728,0.42101104,0.60131899,0.85221321,0.77910213,0.72775604,0.63269694,0.62729114,0.57907306,0.36691461,0.86087855,0.52549297,0.48840314,0.87126853,0.44672277,0.20604815,0.48611491,0.44945892,0.3770351,0.5969824,0.45728751,0.69135202,0.53002507,0.36698743,0.7122858,0.47025537,0.6238896
53,1,0.22555353,0.74031774,0.9315484,0.49902753,0.23490362,0.45728273,0.36544631,0.42169477,0.37531138,0.6074049,0.85895527,0.91398634,0.3633534,0.48344767,0.78940323,0.22338678,0.23614732,0.7255311,0.72511194,0.33471227,0.66136983,0.25976943,0.71207687,0.49982459,0.54760811,0.51525446,0.57494793,0.8421468,0.43186207,0.78338349,0.383856,0.45989569,0.50881662,0.21413727,0.59089786,0.58678686,0.49272658,0.55057063,0.80206566,0.61254015,0.64155735,0.62691412,0.47955949,0.51617725,0.23760785,0.80573643,0.46356356,0.511897,0.86066948,0.49669307,0.18784602,0.43501872,0.50963268,0.39814787,0.56455079,0.40152346,0.72521022,0.60643209,0.23908091,0.71886436,0.48276262,0.70969851
53,2,0.18738989,0.75302748,0.87899388,0.6103835,0.32269852,0.41300425,0.29701152,0.50642456,0.3298367,0.69134967,0.87359484,0.87705656,0.36581657,0.48435356,0.86866765,0.20398946,0.23873272,0.70542151,0.71502985,0.34771987,0.70404722,0.30005124,0.66707432,0.32318176,0.48071168,0.47575017,0.66012119,0.80647198,0.25775374,0.6037145,0.33196635,0.45693627,0.45988932,0.2930505,0.64261101,0.60134601,0.53478675,0.45026193,0.72062892,0.378003,0.63632528,0.60199789,0.45235949,0.44786839,0.18058118,0.64852713,0.29749421,0.55875017,0.7959348,0.56388119,0.2196511,0.40023766,0.5223594,0.42064974,0.52161853,0.27411054,0.65232481,0.67184231,0.18043009,0.7065713,0.50633585,0.66695541
54,0,0.18312039,0.74942044,0.8171312,0.67712336,0.38539853,0.36734502,0.38812036,0.58722871,0.32538057,0.7382564,0.81147647,0.7439429,0.34142246,0.46370273,0.8492919,0.19748238,0.27736027,0.64219937,0.65185075,0.4211835,0.68763783,0.30285226,0.63274368,0.23081905,0.45120773,0.3811236,0.69784132,0.69523283,0.20607283,0.55391198,0.34331663,0.41631248,0.46809188,0.34031372,0.61897146,0.59993208,0.53662414,0.42158092,0.61532645,0.36613375,0.61363253,0.54838676,0.56136709,0.38919158,0.20852921,0.50039276,0.24211318,0.58795707,0.69564634,0.58121782,0.27758795,0.35256372,0.50792562,0.43102315,0.45929284,0.24345564,0.52884584,0.70334572,0.21000589,0.65040662,0.52067131,0.57975372
54,1,0.21034045,0.69748723,0.78659206,0.70916007,0.51250279,0.34161267,0.60069735,0.61105058,0.40570163,0.74495736,0.76437526,0.69271552,0.3040472,0.49049252,0.79806947,0.21009373,0.32023838,0.56276074,0.60541791,0.51072747,0.64351407,0.28555935,0.63180462,0.31415464,0.4969306,0.36194316,0.56137095,0.60055249,0.24165413,0.51845025,0.38965176,0.34971508,0.57245091,0.36257198,0.55262337,0.63318103,0.49761995,0.41101029,0.50019366,0.52795661,0.60457998,0.48012025,0.68896203,0.35927826,0.34915204,0.40417054,0.28228839,0.56345929,0.58337023,0.52306931,0.28016869,0.36047769,0.49329371,0.45372666,0.41797607,0.38587088,0.44881286,0.77685657,0.352337,0.57216091,0.54286129,0.45815711
54,2,0.2600746,0.71642214,0.82293573,0.67656654,0.57323807,0.34892442,0.77518852,0.58242974,0.56695267,0.71686747,0.81544652,0.67554471,0.25734199,0.56326297,0.74297189,0.24483694,0.37423588,0.54137268,0.61995522,0.61285559,0.63293553,0.26698548,0.59623644,0.4288625,0.57289384,0.45583609,0.50471502,0.69284136,0.45353092,0.53447433,0.46247912,0.4263871,0.68856796,0.3404858,0.56064625,0.68411954,0.43084539,0.50165575,0.47085946,0.68795946,0.64922133,0.5089926,0.81220253,0.43841323,0.4475057,0.48917313,0.39595593,0.55694932,0.59536459,0.49894059,0.30696367,0.43030123,0.48043743,0.48153846,0.42609159,0.50223874,0.52605936,0.83356964,0.44826198,0.56410107,0.54980654,0.51046285
55,0,0.30607888,0.79861393,0.81964127,0.60603874,0.6120637,0.43257025,0.81492485,0.53063554,0.62800996,0.68634087,0.75480614,0.6754535,0.2268256,0.61206684,0.73627845,0.2864823,0.41051905,0.61729309,0.65466418,0.59576547,0.63002984,0.30900939,0.57099803,0.50738767,0.63096501,0.54868473,0.55422269,0.74791634,0.5150487,0.58402295,0.4750232,0.48327719,0.70296414,0.27958832,0.57493011,0.7072734,0.42481912,0.50933583,0.59495574,0.73306688,0.72543153,0.59486853,0.80627848,0.47644613,0.49533869,0.62258398,0.45357875,0.55654568,0.67310659,0.55548515,0.39927912,0.42614224,0.47200884,0.46959671,0.50720872,0.61208546,0.56789777,0.81027924,0.49655342,0.58446849,0.52004256,0.55365605
55,1,0.30688834,0.79577693,0.75129425,0.53144067,0.64596264,0.50768048,0.83813532,0.50395158,0.63707445,0.66872885,0.73427622,0.68483701,0.2191668,0.64812665,0.76530684,0.32678751,0.44557525,0.68540806,0.69705224,0.4860152,0.62961474,0.34686593,0.60264978,0.53805829,0.64168729,0.58461996,0.60282144,0.76288871,0.60345251,0.64252398,0.47977361,0.51272445,0.67777272,0.23176253,0.59047526,0.74814769,0.4552837,0.52608045,0.72773884,0.78602527,0.7088761,0.65814553,0.75751899,0.53784716,0.44081127,0.72816537,0.48508178,0.55733226,0.75534984,0.6139604,0.49231546,0.38864001,0.5009526,0.39278566,0.57076126,0.68591732,0.65511129,0.73860984,0.44432443,0.61935086,0.49608241,0.57098938
55,2,0.35940005,0.75389479,0.64357057,0.43945573,0.62889782,0.53531138,0.83261639,0.48809339,0.60943814,0.62987681,0.74386692,0.66611559,0.24145414,0.59673703,0.82907067,0.3494926,0.47530729,0.68151495,0.70181343,0.31078176,0.6031781,0.35398804,0.59516634,0.5554581,0.60451278,0.54310641,0.5229786,0.67960537,0.58756628,0.68848035,0.43678481,0.52934756,0.59966644,0.17870144,0.54104415,0.73036552,0.49040366,0.54193639,0.81098303,0.79537506,0.69274262,0.65340654,0.71974684,0.60742968,0.39794704,0.77674419,0.49921095,0.5210772,0.78231703,0.60452475,0.51497982,0.38494445,0.55016004,0.33427184,0.5658386,0.68946586,0.72592745,0.64561252,0.39814415,0.63807,0.46137551,0.53347771
56,0,0.41219744,0.68395882,0.51539507,0.34730609,0.58455012,0.48838122,0.79252932,0.48317337,0.55188209,0.56772032,0.76729885,0.6298471,0.24611912,0.49443272,0.80666526,0.33252769,0.45846936,0.56576949,0.67511194,0.3084582,0.57319367,0.33919727,0.51862124,0.53678991,0.5444739,0.47966292,0.40816133,0.55276243,0.46352783,0.66439722,0.36850374,0.51012184,0.54604655,0.16771461,0.47911059,0.60819956,0.44732483,0.51833489,0.78992069,0.76654058,0.6832758,0.58120479,0.6603038,0.61661065,0.35727462,0.71219638,0.44595372,0.49723145,0.73690213,0.52329703,0.47008362,0.38334026,0.56841183,0.31743839,0.50424446,0.65555968,0.66625721,0.58008127,0.35792419,0.58113564,0.4228284,0.45830149
56,1,0.4742084,0.68863581,0.37923443,0.28018195,0.5119223,0.41783691,0.72579663,0.46732382,0.46698035,0.50150264,0.86121,0.55164354,0.25526691,0.45014952,0.79320792,0.28702456,0.3986109,0.44615015,0.63084328,0.33217155,0.57099494,0.32627669,0.37495814,0.52313453,0.45919642,0.45495043,0.29202802,0.39445935,0.31812993,0.64366184,0.27924785,0.47996096,0.53753317,0.20698921,0.39987647,0.4216041,0.35224676,0.51316183,0.70774622,0.72057669,0.6496356,0.52359579,0.56364557,0.5795153,0.31798076,0.56656331,0.34396708,0.46674118,0.718119,0.419,0.3842921,0.36332957,0.56412894,0.33230022,0.39828545,0.63524385,0.49143446,0.56927466,0.31886292,0.43549956,0.37822596,0.33093843
56,2,0.49038172,0.7381292,0.29981697,0.20908948,0.37070031,0.40275838,0.66440751,0.39598789,0.36626073,0.49511981,0.91320905,0.46552727,0.30050689,0.44881266,0.77495949,0.25872647,0.31709428,0.47861194,0.62592537,0.35363735,0.55828901,0.34144321,0.25603116,0.54039266,0.39400259,0.52680767,0.19851354,0.3409708,0.26496602,0.68876246,0.2341127,0.3861621,0.56529452,0.23382752,0.34049802,0.40962583,0.23361577,0.57657624,0.62279602,0.68405539,0.62208669,0.54879385,0.4745519,0.50698744,0.22499256,0.48724031,0.22283675,0.40078244,0.76044811,0.33790099,0.36193772,0.35420355,0.5729843,0.36449589,0.38013412,0.62304691,0.33787304,0.52345466,0.22433229,0.27840546,0.36115303,0.28342251
57,0,0.41200698,0.72276891,0.28368457,0.21148145,0.31044876,0.44520107,0.58983484,0.34725465,0.35463604,0.47545012,0.90063003,0.43470875,0.33956122,0.43656992,0.76114986,0.25726238,0.21057821,0.53628761,0.65953731,0.34560261,0.5382021,0.39118702,0.2018199,0.55973553,0.3877224,0.59187707,0.21032002,0.36747435,0.24192086,0.75623472,0.27750974,0.32940843,0.54143734,0.24629029,0.35123854,0.42015312,0.26424219,0.61393826,0.57846736,0.6379773,0.59772152,0.58874124,0.38891139,0.42293472,0.18142418,0.47640827,0.25531319,0.37267261,0.79459314,0.29045545,0.34643887,0.3338839,0.57322817,0.38050037,0.48123905,0.58080817,0.27133553,0.4670874,0.1817066,0.28804821,0.36750822,0.35623779
57,1,0.34867868,0.67292697,0.25773676,0.2303584,0.29405373,0.55958452,0.50654535,0.39956766,0.35849709,0.45383782,0.86726217,0.42086721,0.3634722,0.41287599,0.79870359,0.2683864,0.21642821,0.54411228,0.70395522,0.35602606,0.54180828,0.47911187,0.18805416,0.55635542,0.36519383,0.60840714,0.2507669,0.37389897,0.23572214,0.80384615,0.31035443,0.3520973,0.5001592,0.27864187,0.38561862,0.44452951,0.27864623,0.59369504,0.56848949,0.56878167,0.56049099,0.64216449,0.29842025,0.40026535,0.17601904,0.46316279,0.25693553,0.39090881,0.807473,0.30085149,0.31885092,0.34248708,0.55098308,0.3643764,0.54048617,0.52537854,0.26320692,0.45660067,0.17657109,0.3079727,0.39776553,0.41902335
57,2,0.29839695,0.61648699,0.24386341,0.26706925,0.22857037,0.61872186,0.43218931,0.48858625,0.32049543,0.44532963,0.80893046,0.33559465,0.3882544,0.31458223,0.81969985,0.27710899,0.25158301,0.47028742,0.71951493,0.40386536,0.47324556,0.63414176,0.19419087,0.43530563,0.30444209,0.51099802,0.29003977,0.34385951,0.20498458,0.73536769,0.3010639,0.37609798,0.42870139,0.29504269,0.42751447,0.4531304,0.32221059,0.47193639,0.48191627,0.52637214,0.5069812,0.60093318,0.23442025,0.36628339,0.20523654,0.3589509,0.21263071,0.37246561,0.78318911,0.31573267,0.25221309,0.30497297,0.47819692,0.33017177,0.50781071,0.48186716,0.15790602,0.45268436,0.20480165,0.31312082,0.39730122,0.39883652
58,0,0.22759305,0.55261409,0.27735711,0.28300525,0.23066161,0.59870083,0.28946038,0.51581496,0.30683642,0.43783674,0.7170367,0.24789355,0.37170917,0.25325418,0.72880998,0.26990472,0.24938104,0.35881957,0.63839552,0.40991314,0.34861201,0.68057216,0.23668195,0.23085953,0.25735242,0.33019167,0.29289907,0.29351223,0.18550289,0.5975268,0.27013051,0.33927316,0.29940111,0.2987888,0.44489955,0.39307236,0.35581683,0.38837231,0.39473442,0.519813,0.4395934,0.46682185,0.21933165,0.33745799,0.22577606,0.22353488,0.22243854,0.33867379,0.72945596,0.31844554,0.17209487,0.2997564,0.42185642,0.30539208,0.47612589,0.37099861,0.13219291,0.39202905,0.22541241,0.3273526,0.34923583,0.29094692
58,1,0.22126815,0.48985167,0.33780265,0.31053251,0.29663615,0.5878901,0.26865348,0.43613489,0.36140327,0.4536483,0.59098755,0.26157547,0.3633534,0.27634125,0.54660748,0.26118212,0.2693083,0.3020571,0.56065672,0.43542888,0.27399144,0.66810418,0.20880105,0.28309945,0.27081419,0.24148711,0.27355614,0.38415154,0.21210084,0.47923641,0.28848271,0.28585671,0.31891441,0.32144417,0.4787205,0.39394912,0.40079018,0.37803555,0.33514386,0.55554921,0.34244726,0.45224998,0.28205063,0.35533345,0.21975602,0.27635659,0.2970665,0.30024529,0.74314081,0.3119604,0.20331603,0.34498247,0.42141442,0.33557879,0.52968071,0.29495588,0.14117065,0.34725512,0.21896112,0.36462387,0.2940414,0.25753715
58,2,0.26935957,0.52760801,0.37990378,0.3422163,0.38152862,0.54916605,0.35327371,0.34950281,0.45759756,0.50583457,0.57706,0.38609233,0.41746396,0.30016711,0.48617628,0.28379425,0.27286869,0.39439585,0.61851493,0.52871878,0.33058114,0.6195047,0.16506515,0.40761031,0.37992813,0.31050231,0.26370952,0.55861089,0.36778372,0.47457213,0.38182718,0.36488997,0.42475172,0.31271428,0.48614524,0.45356878,0.43902323,0.50946679,0.31352822,0.60891442,0.29083237,0.51596539,0.34038481,0.43961613,0.19655856,0.41444444,0.46866658,0.31832624,0.81465084,0.2950198,0.27322664,0.43956984,0.43095565,0.40037341,0.66124362,0.26412448,0.1778648,0.4228322,0.19591516,0.41027447,0.27323467,0.31248408
59,0,0.31199905,0.59379104,0.33493699,0.35591718,0.42629307,0.5538575,0.37696902,0.36039775,0.44961251,0.54018546,0.56886098,0.46834346,0.46268018,0.29787159,0.56512365,0.31696491,0.27301111,0.47331539,0.67181343,0.57214984,0.39611493,0.61754056,0.15020747,0.46418162,0.447343,0.33398546,0.25826548,0.70340174,0.44466494,0.50130713,0.41290283,0.42233626,0.5179668,0.27315507,0.48290098,0.50224129,0.46888804,0.57653882,0.34264109,0.57835272,0.30289988,0.56488972,0.34866835,0.54779763,0.17391649,0.48703876,0.56563869,0.34492502,0.84000805,0.27035644,0.31599625,0.50209732,0.4147005,0.4159298,0.65892707,0.22325128,0.19113768,0.50770295,0.1738806,0.4318327,0.2789321,0.34807643
59,1,0.33567177,0.65059577,0.22537782,0.3809662,0.4736846,0.6092762,0.34255563,0.42623433,0.41432328,0.60504941,0.49819837,0.53392546,0.51721052,0.29656992,0.64443035,0.38996049,0.30288556,0.48119773,0.73682836,0.63813246,0.461519,0.67872758,0.16756206,0.48295102,0.47692353,0.35180436,0.31194849,0.78966062,0.45400036,0.54362422,0.39466815,0.45212984,0.55325601,0.25699252,0.50670308,0.58210669,0.50000952,0.54240412,0.35627997,0.47560488,0.37063291,0.58669534,0.32860759,0.61269238,0.1500843,0.5172093,0.52853119,0.39267861,0.82699403,0.2769901,0.34725346,0.54094231,0.40025911,0.41333831,0.52289111,0.21410125,0.18997527,0.57495461,0.15110958,0.44877287,0.30012575,0.35144798
59,2,0.32960083,0.71146146,0.17348742,0.41135597,0.51072412,0.65443334,0.23468367,0.4914051,0.38109604,0.6866793,0.41148294,0.55573671,0.55634405,0.308927,0.70520679,0.46606244,0.35211761,0.46155917,0.74761194,0.70384365,0.52174082,0.73999146,0.20984931,0.4813318,0.478308,0.36970258,0.37820489,0.80876085,0.32595035,0.57539966,0.34007546,0.45241319,0.54650898,0.26314117,0.53910669,0.68770067,0.51916413,0.43880262,0.37960162,0.35809007,0.47370924,0.59687268,0.3407443,0.61335574,0.18197957,0.51829457,0.27345398,0.44056675,0.80083182,0.34638614,0.3828936,0.6078902,0.4173373,0.4184242,0.42271584,0.20913144,0.17970322,0.61729921,0.18405342,0.4804894,0.32997678,0.32473885
60,0,0.31951432,0.75819081,0.17416723,0.44282017,0.55047258,0.69970031,0.21221593,0.47602248,0.36693883,0.72228239,0.38588258,0.53676445,0.57075083,0.31478452,0.70682731,0.52116353,0.36056397,0.44707296,0.70883582,0.72786102,0.53090544,0.76563621,0.26452646,0.4937053,0.48958407,0.36766689,0.42965347,0.76108919,0.30651133,0.59116043,0.31034824,0.44575974,0.57308013,0.28553842,0.57346726,0.72536429,0.54306931,0.38106642,0.39713205,0.35557062,0.5590794,0.64328139,0.36683544,0.60225544,0.23424576,0.54914729,0.21115585,0.48693348,0.78459784,0.42343564,0.43625288,0.64364565,0.43080323,0.43925317,0.41588814,0.24814677,0.17890354,0.64773061,0.23706795,0.52688063,0.34486361,0.3073121
60,1,0.35569399,0.83375213,0.24786383,0.48980472,0.66811044,0.74109174,0.40690537,0.43083441,0.44414614,0.76512793,0.46678318,0.58459416,0.56525424,0.33923483,0.71697316,0.55200248,0.39821652,0.51715851,0.66523134,0.76700326,0.51797899,0.77645602,0.3868603,0.59852247,0.58127136,0.40179114,0.49955501,0.76151539,0.4473002,0.64062441,0.385557,0.47338098,0.65769843,0.32284069,0.62216371,0.77988392,0.5768374,0.44898971,0.47633714,0.49187067,0.67578059,0.7346583,0.42857722,0.62342119,0.31251612,0.66010336,0.30551745,0.55663883,0.7670222,0.51172277,0.54170992,0.7078605,0.4615455,0.49150112,0.49568696,0.37586623,0.24563891,0.70341489,0.31348193,0.59917949,0.37445347,0.32496815
