,,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
24,2,0.74278232,0.86957931,0.79474978,0.53642852,0.68548039,0.69675051,0.69459144,0.97042802,0.9823969,0.76485718,0.71625995,0.73705634,0.64961191,0.89692172,0.95638695,0.7789914,0.47105673,0.80073056,0.40777612,0.4685342,0.79251524,0.92314261,0.68300939,0.78100121,0.59467421,0.87501652,0.87208862,0.93670087,0.87236608,0.86359789,0.82470465,0.9305901,0.74313547,0.78377126,0.68721149,0.8480489,0.65807312,0.87392891,0.97344153,0.8313468,0.77176832,0.68178829,0.62653165,0.81696444,0.72808688,0.61824289,0.60602038,1,0.58732139,0.95071287,0.65255911,0.89954251,0.56415943,0.75556385,0.68285453,0.91842081,0.72897774,0.6870753,0.77456795,0.67829654,0.64858773,0.72692994
25,0,0.75797159,0.8356975,0.67672436,0.41316759,0.59767805,0.61928671,0.59018558,0.94647644,0.87517299,0.71307703,0.65332168,0.58225683,0.54206399,0.78897098,0.88466145,0.67009838,0.47891151,0.64692877,0.36747761,0.44592834,0.76994422,0.99000854,0.64677149,0.71393874,0.58026393,0.88003966,0.86649309,0.76777427,0.80857579,0.66886402,0.83552916,0.87397286,0.59846107,0.78688199,0.6812951,0.89231909,0.56402323,0.79901777,0.86598119,0.87102991,0.67024166,0.62923143,0.53255696,0.74466655,0.6203015,0.53844961,0.55314662,0.85211289,0.56536526,0.7949802,0.72426471,0.85655041,0.5733501,0.58315907,0.63275166,0.65594055,0.64835944,0.57931184,0.66342302,0.58376416,0.57167731,0.66287898
25,1,0.70933259,0.71034287,0.4508916,0.28267587,0.57557491,0.51091271,0.42678385,0.86727194,0.73285358,0.62939624,0.54121087,0.3459359,0.37299224,0.68133685,0.83675051,0.43967774,0.36538419,0.49404979,0.28060448,0.46625407,0.71598132,1,0.60309383,0.55993118,0.5147343,0.79973562,0.73277788,0.49619574,0.77982268,0.51085198,0.723449,0.79275677,0.37000986,0.71890926,0.50091672,0.8198938,0.42416222,0.68248831,0.74797123,0.75754764,0.50765631,0.53109049,0.31502278,0.64075712,0.57395616,0.42839793,0.47903485,0.55293363,0.52898638,0.62662376,0.68837947,0.76555166,0.50695016,0.4111053,0.59014707,0.49456572,0.40819456,0.47199793,0.60308327,0.46855213,0.498994,0.52163057
25,2,0.62420443,0.55095242,0.36141819,0.2261705,0.56319863,0.39232423,0.38170396,0.76618245,0.53679768,0.54440233,0.44502341,0.27862086,0.25967052,0.54876869,0.78750088,0.35100318,0.29209483,0.43827742,0.20726119,0.4330836,0.5913802,0.9765158,0.46851569,0.36779787,0.41979498,0.6314078,0.46715584,0.36157853,0.69790566,0.4371262,0.61392342,0.70861275,0.40321431,0.61404461,0.38138613,0.6854779,0.31532749,0.49853134,0.65211177,0.6091785,0.3461987,0.408764,0.24017215,0.52089156,0.50562333,0.34950904,0.38937805,0.45865806,0.44491179,0.49234653,0.6234357,0.66902739,0.39272215,0.29409261,0.55020194,0.41303298,0.27347073,0.42635947,0.5194128,0.36261981,0.40878313,0.39255202
26,0,0.43993334,0.36842831,0.4231449,0.18162497,0.5579296,0.29458836,0.34634151,0.67115435,0.35375035,0.37689184,0.33660215,0.22617351,0.21990337,0.35737027,0.67022476,0.20720428,0.2187945,0.42483899,0.14123881,0.44533116,0.44928006,0.93339026,0.24444202,0.29786803,0.31492282,0.44890284,0.20770687,0.23883978,0.52455483,0.35511567,0.47626647,0.59729874,0.36766735,0.52144417,0.27881152,0.4963633,0.23710015,0.31103835,0.48942272,0.50337592,0.20998082,0.24327512,0.2071443,0.26839731,0.42854309,0.27831008,0.35216731,0.33523768,0.2677534,0.39089109,0.48432814,0.39357139,0.26460905,0.28830471,0.49846072,0.40366001,0.13074196,0.3932999,0.42946779,0.23445396,0.26633778,0.24311677
26,1,0.40895961,0.19207263,0.41710506,0.15113324,0.54690035,0.26024195,0.31751926,0.61000432,0.30327982,0.30254501,0.29885429,0.22448607,0.16754316,0.27474934,0.49120693,0.16372298,0.20442146,0.43829665,0.20130597,0.51536374,0.41112336,0.88394535,0.18171362,0.23694508,0.27526806,0.4602842,0.19257716,0.18953433,0.45912151,0.33991913,0.44752273,0.57064299,0.32998256,0.50632735,0.2540277,0.48477402,0.22654227,0.37040225,0.35999631,0.48409821,0.20680476,0.17503993,0.2330481,0.2617106,0.41493603,0.2825168,0.34806719,0.28853976,0.18318911,0.31639604,0.3681733,0.30007724,0.25787228,0.38790889,0.48392136,0.41189967,0.13186315,0.41766232,0.4136194,0.26670055,0.22485974,0.18268365
26,2,0.39882549,0.21794602,0.2778016,0.18533448,0.50778448,0.2433747,0.26101982,0.61832252,0.31900083,0.3604711,0.33352752,0.23095078,0.15476002,0.27726473,0.42291975,0.18064141,0.2001709,0.48873402,0.29791791,0.63039088,0.36506032,0.66735269,0.15988935,0.28046822,0.2342406,0.51460013,0.258701,0.22271507,0.4086142,0.41068272,0.54506711,0.53997838,0.34863164,0.53942021,0.27613289,0.48918251,0.32379094,0.44525725,0.39960347,0.59573906,0.25897967,0.27902631,0.21153418,0.38116045,0.41089953,0.34350388,0.38225447,0.28126391,0.22253304,0.28115842,0.21766869,0.2889549,0.3293248,0.46824496,0.54909701,0.39929401,0.2127535,0.4871704,0.41171445,0.29114145,0.22189979,0.20027176
27,0,0.42871201,0.26584259,0.26555457,0.24174575,0.50782169,0.24480254,0.28392082,0.71438824,0.3165375,0.39618925,0.37670184,0.27199653,0.16391573,0.32840809,0.45556965,0.19858238,0.23384676,0.51341921,0.3211791,0.69172638,0.33519912,0.51820666,0.15982383,0.31677237,0.21301402,0.50838731,0.31950388,0.28368587,0.33950005,0.49036111,0.65046082,0.56889043,0.39805928,0.55009597,0.34269553,0.51158928,0.41381379,0.49024322,0.40130026,0.68084362,0.28362102,0.35279381,0.21306835,0.38947462,0.36293762,0.40610336,0.4143032,0.30454042,0.25056014,0.27153465,0.13316753,0.25525518,0.40032769,0.51938013,0.61439457,0.40827682,0.24982688,0.54857785,0.36262765,0.29133024,0.20972142,0.2516603
27,1,0.46424887,0.29681446,0.27353449,0.31486942,0.48799583,0.31001208,0.3034073,0.80600086,0.31965126,0.42873968,0.43242281,0.31301949,0.19866149,0.43372911,0.52610442,0.21872337,0.29088977,0.48895511,0.39903731,0.76668838,0.37621611,0.37274125,0.14862779,0.38065713,0.17405444,0.4642961,0.37157735,0.34044988,0.30576449,0.58691932,0.69753201,0.55941399,0.3602532,0.55412006,0.40435602,0.49931465,0.52338157,0.52193639,0.3811232,0.70774392,0.33930188,0.49336646,0.20707342,0.41359455,0.310602,0.48717313,0.44368243,0.35489179,0.34043738,0.27060396,0.18950404,0.31762819,0.44244018,0.55921583,0.68530062,0.42621458,0.27093982,0.58948733,0.30918107,0.29878013,0.25017411,0.29780042
27,2,0.4572653,0.2910432,0.28471474,0.34695318,0.44725757,0.35862112,0.29640289,0.80949416,0.30107944,0.4547922,0.46264052,0.34833024,0.22140821,0.50036939,0.64084408,0.23777984,0.31640411,0.43983466,0.43144776,0.8327253,0.41295239,0.37263023,0.15166339,0.44443395,0.16726169,0.42404494,0.4315944,0.34905288,0.36200109,0.63996615,0.63846106,0.52022794,0.29924191,0.53431729,0.42980951,0.44554211,0.59330731,0.50586529,0.38568794,0.68549711,0.35509014,0.55717581,0.22677468,0.46071997,0.28957651,0.51901809,0.44739908,0.41404043,0.36603609,0.29783168,0.23026961,0.39219298,0.41787837,0.59582524,0.67343595,0.41416628,0.27847486,0.63295582,0.28855067,0.32115887,0.35015477,0.33775796
28,0,0.44403619,0.30154819,0.30750405,0.35184691,0.38326263,0.41265906,0.29185364,0.76863813,0.29198727,0.46605523,0.48192979,0.35672181,0.24920798,0.53832894,0.76023392,0.24795104,0.3212572,0.41899452,0.44863433,0.8712595,0.49320924,0.42327071,0.1817937,0.46112535,0.17727701,0.39879709,0.49150729,0.32615627,0.37646833,0.69327628,0.54421352,0.48345559,0.2275036,0.5229135,0.45807815,0.42567301,0.64959063,0.46087933,0.3948543,0.66883877,0.36464902,0.59865763,0.25926076,0.50824341,0.26999901,0.52671835,0.43481852,0.48464619,0.37257664,0.35713861,0.24061419,0.48264512,0.37251181,0.60973861,0.64140821,0.39466791,0.28903545,0.69046425,0.26904949,0.32978507,0.42340878,0.36061996
28,1,0.40501547,0.30790306,0.32460911,0.34752568,0.22211803,0.42329719,0.30277804,0.7044358,0.30188209,0.45418979,0.48589984,0.35350656,0.25880722,0.53729991,0.79990136,0.2716167,0.29470213,0.34962991,0.41361194,0.89121607,0.52303801,0.52556789,0.2962874,0.46186749,0.17621068,0.39659617,0.54865556,0.2659116,0.36002731,0.73633628,0.37011196,0.41956574,0.19131226,0.52721557,0.49328392,0.4267103,0.70510282,0.39543499,0.40947068,0.67133681,0.32810894,0.53555808,0.31169114,0.57235981,0.14249727,0.43068734,0.44499506,0.54226307,0.362957,0.41955446,0.23773789,0.49670251,0.33406493,0.57250187,0.53756763,0.36857408,0.31419621,0.77734071,0.14296936,0.30294801,0.4106597,0.35928662
28,2,0.3822395,0.34796952,0.3516603,0.39295742,0.24043313,0.33861579,0.37916628,0.67044531,0.35035981,0.45228103,0.52081041,0.37604752,0.28328053,0.53411609,0.71979145,0.3107212,0.25172542,0.34739018,0.38769403,0.86633008,0.53825399,0.54549957,0.47797918,0.48231008,0.21306704,0.4647918,0.59272865,0.31,0.36872259,0.79587173,0.34076205,0.37723137,0.19194148,0.51210537,0.55157662,0.49822178,0.74190784,0.34904584,0.46818517,0.70611662,0.35076333,0.53534932,0.36552911,0.60608526,0.14146583,0.34767442,0.48260401,0.57070409,0.4434628,0.43186139,0.28780277,0.37215852,0.35739979,0.53208364,0.39405624,0.40408732,0.39156636,0.76307599,0.14184014,0.32566076,0.35938286,0.41693418
29,0,0.42702166,0.50664667,0.53694504,0.48334248,0.28056114,0.39376775,0.67422812,0.72584522,0.50651813,0.49295384,0.66038794,0.52272909,0.44385395,0.59185576,0.71239343,0.35202572,0.39239938,0.54650582,0.45823881,0.82334419,0.63916202,0.53992314,0.72405911,0.5919579,0.33319783,0.59922009,0.69144101,0.49914759,0.46542692,0.90612187,0.50892559,0.43029101,0.24941248,0.49698855,0.65847474,0.6888738,0.76979246,0.47110384,0.61959609,0.79309114,0.46394323,0.62775963,0.44333165,0.62126305,0.1927105,0.46888889,0.55833813,0.64613283,0.58473201,0.4949604,0.47070358,0.27090488,0.49818625,0.58120986,0.47159186,0.5594798,0.55225062,0.80701133,0.1930381,0.43278391,0.35775779,0.58773673
29,1,0.48269979,0.61702197,0.73853475,0.54240452,0.3174667,0.46197417,0.8461713,0.76710765,0.60621367,0.52337891,0.76473127,0.61797804,0.52833835,0.62759894,0.77404354,0.37930901,0.51443877,0.67900606,0.48691791,0.77011944,0.69827474,0.51959863,0.8208488,0.67303333,0.4155532,0.67402512,0.7698826,0.65080505,0.53726168,0.92967839,0.65404837,0.51640798,0.37829581,0.47415448,0.7140628,0.81291677,0.795992,0.57677268,0.6855035,0.85411462,0.57462984,0.66566111,0.50347342,0.61914028,0.29979173,0.58739018,0.58018082,0.69909233,0.6374455,0.56174257,0.58463091,0.34997326,0.61096632,0.62737117,0.53067896,0.65330237,0.65637263,0.83507392,0.29942066,0.51413738,0.39704972,0.69461571
29,2,0.53673518,0.69042717,0.84871621,0.58865187,0.36470194,0.47956318,0.97152849,0.75339386,0.6456961,0.55517802,0.80532721,0.68342322,0.53443688,0.58692172,0.82914113,0.3784414,0.57084639,0.78737864,0.47854478,0.66062975,0.70119341,0.51234842,0.83861105,0.73471866,0.48113585,0.6870456,0.80604999,0.68554065,0.58648871,0.88421102,0.73062411,0.594948,0.46109469,0.43640876,0.70327027,0.86953569,0.80535986,0.66433115,0.67796938,0.86674756,0.64219409,0.6660682,0.55078481,0.6136034,0.34095011,0.63819121,0.58662596,0.74512787,0.64039042,0.63305941,0.65733131,0.45525518,0.65771224,0.67050784,0.5151566,0.68642824,0.70794724,0.84582865,0.34144737,0.53390212,0.43719288,0.77688323
30,0,0.55754305,0.75069304,0.87339853,0.62252372,0.40355734,0.44341236,1,0.67842629,0.63634099,0.64951943,0.78586532,0.66182859,0.47349121,0.43658751,0.81032904,0.32784879,0.5704301,0.85641642,0.43613433,0.61660152,0.64245687,0.53196413,0.76545097,0.78396977,0.53355721,0.65618638,0.80789623,0.55217048,0.63342189,0.79204439,0.68281066,0.65087261,0.54114169,0.39262691,0.62908784,0.87175846,0.79408797,0.7252666,0.59260421,0.80765113,0.67917913,0.62928362,0.60572152,0.62924996,0.36080532,0.57509044,0.57015176,0.7842291,0.61933991,0.66439604,0.69845732,0.60102192,0.57077427,0.67270351,0.44387716,0.66546215,0.57993405,0.86798651,0.36088963,0.49322538,0.42214161,0.80454352
30,1,0.55369415,0.78624463,0.81347069,0.65218414,0.42897224,0.42017479,0.98352572,0.55625594,0.63156657,0.69040206,0.70363778,0.62720193,0.46903216,0.35554969,0.69220038,0.29282671,0.54400649,0.83237528,0.40911194,0.66543974,0.60295758,0.54555935,0.71377302,0.7715558,0.53878874,0.62867151,0.77890551,0.35769534,0.66424479,0.72960316,0.5658873,0.64598222,0.5715033,0.36693362,0.54593329,0.84273895,0.77849391,0.70623012,0.47500922,0.71715081,0.68901419,0.61436728,0.67083544,0.67034318,0.36741049,0.49115762,0.56066841,0.79947423,0.61847454,0.66320792,0.69517734,0.73207771,0.51159122,0.63267364,0.34399909,0.63138876,0.47718879,0.8416184,0.36696779,0.48848388,0.36070807,0.76278556
30,2,0.54853583,0.79732512,0.74894107,0.68854208,0.48807025,0.44986114,0.95696263,0.50363165,0.66522281,0.7382564,0.64130364,0.65886417,0.56306035,0.44164468,0.58654971,0.27278643,0.53806884,0.79674132,0.43385075,0.73152009,0.59694513,0.5299146,0.63286744,0.78687087,0.52849063,0.69187046,0.74961182,0.26879242,0.75188042,0.68895054,0.50287004,0.65385302,0.57314078,0.35075121,0.52453677,0.85607557,0.78236862,0.69320861,0.54416267,0.65486404,0.70187188,0.66171543,0.71058228,0.75053069,0.35338689,0.61100775,0.5723788,0.81221474,0.66343999,0.62662376,0.71597463,0.84547561,0.44125895,0.58828977,0.29776728,0.63742685,0.69057708,0.74464425,0.35140416,0.56472553,0.344438,0.70164756
31,0,0.56154273,0.83059091,0.68205825,0.72723708,0.53908611,0.51031648,0.94070498,0.57154345,0.71951287,0.74644646,0.72222582,0.81563615,0.72404562,0.59942832,0.61935461,0.26841738,0.58715848,0.84187254,0.48685821,0.79355049,0.64250876,0.50712212,0.64091869,0.86810147,0.52269942,0.77072042,0.74501988,0.36241515,0.83292257,0.66920256,0.54059504,0.71792127,0.62915624,0.34433781,0.58272544,0.9175105,0.80169459,0.72800748,0.65323681,0.64605667,0.71528193,0.74635964,0.77129114,0.79805413,0.33080432,0.68609819,0.59930977,0.82978856,0.75494734,0.65060396,0.81221165,0.90745648,0.47946197,0.58065721,0.34068429,0.67112866,0.87996702,0.60950981,0.32986057,0.65366686,0.44591797,0.67983864
31,1,0.56168558,0.8490719,0.55713016,0.75822288,0.57786708,0.57551033,0.87301293,0.64084738,0.77092444,0.71077569,0.79420459,0.9743008,0.80357991,0.68449428,0.61984781,0.28024634,0.61614557,0.85637797,0.5044403,0.74711183,0.70086911,0.50444065,0.68975031,0.91404669,0.47331212,0.83066755,0.74584359,0.41255722,0.85581837,0.62734625,0.55352879,0.78375258,0.65355166,0.30086041,0.62923087,0.93337861,0.80180883,0.75312442,0.69414423,0.62854186,0.73800537,0.7896786,0.72931646,0.78928003,0.28499455,0.72325581,0.59808563,0.85222674,0.81860871,0.67640594,0.83902826,0.96222447,0.51138546,0.59455564,0.3942315,0.64669763,0.89414674,0.50701133,0.28549686,0.66153064,0.57590443,0.68796603
31,2,0.54792477,0.83407636,0.3960571,0.76859854,0.56856441,0.57616933,0.68241884,0.70629486,0.72781622,0.64405713,0.80647075,1,0.78092032,0.70864556,0.57395195,0.28891471,0.59350146,0.8023647,0.43482836,0.56714441,0.69626411,0.52082835,0.72999927,0.8602078,0.37001885,0.83430271,0.73851543,0.45321231,0.7882619,0.55522851,0.4806705,0.78818122,0.67032067,0.19434112,0.66153046,0.88565078,0.76557502,0.74418148,0.69297307,0.51202627,0.72299194,0.78757007,0.58470886,0.73550327,0.23439453,0.66899225,0.4689763,0.86354933,0.82652445,0.69070297,0.82641292,0.98017943,0.5042524,0.61293503,0.40274328,0.53077566,0.75507832,0.42982623,0.23596819,0.61533546,0.69880054,0.67633121
32,0,0.54707563,0.84769393,0.26286671,0.73879696,0.50658629,0.53517016,0.55531829,0.77686122,0.63061168,0.59765805,0.78367532,0.92819273,0.67357833,0.76257696,0.61568379,0.32853823,0.54363401,0.7461117,0.34648507,0.58421281,0.62243482,0.54086251,0.74353935,0.73498853,0.29287145,0.82736286,0.79931831,0.47906867,0.60724002,0.47963137,0.38211789,0.73219364,0.71632173,0.22697068,0.70496067,0.90985429,0.70879665,0.67405051,0.66920878,0.47204339,0.6756962,0.77240321,0.43088101,0.68073589,0.17812159,0.56315245,0.3156645,0.86688194,0.78017039,0.74146535,0.7955594,0.9176163,0.45699588,0.61872293,0.37856435,0.45267069,0.4895878,0.43855797,0.1797231,0.53629103,0.75462372,0.62508705
32,1,0.53187842,0.83504904,0.22680542,0.68446396,0.42266131,0.47843346,0.55403914,0.77387808,0.58999446,0.53981995,0.79880035,0.84110732,0.57349121,0.83099384,0.70285352,0.34361298,0.49851011,0.64126694,0.28681343,0.67008686,0.5433649,0.52536294,0.69060202,0.68492781,0.20960881,0.78790482,0.82745692,0.49324388,0.4382635,0.43831108,0.34099091,0.61249462,0.7309605,0.3002846,0.72784604,0.94899975,0.66720297,0.64260992,0.66529878,0.61531654,0.69377062,0.74828029,0.36161519,0.62328852,0.16095408,0.49910594,0.26492928,0.85777419,0.72268062,0.78323762,0.71545559,0.81378409,0.42432556,0.59281553,0.33102949,0.54397585,0.4479967,0.43781447,0.16192066,0.54823555,0.70352099,0.59919321
32,2,0.51313388,0.79703331,0.21057365,0.6071367,0.3388033,0.4208181,0.56732584,0.69874622,0.5813313,0.46879653,0.798207,0.79634465,0.42599398,0.8605365,0.61762136,0.30781625,0.36247015,0.63587427,0.31797761,0.70044517,0.52909586,0.45326217,0.51842469,0.74510862,0.17159185,0.70674157,0.72278924,0.47692186,0.41196428,0.44295655,0.35761118,0.49239681,0.66352058,0.31574558,0.66686171,0.90510002,0.66181455,0.65345182,0.65582811,0.65364357,0.67073264,0.72518032,0.35619747,0.57840085,0.1720718,0.47386563,0.2939398,0.8154749,0.64488495,0.73976238,0.64059977,0.70667221,0.4274196,0.55123973,0.3335594,0.64910358,0.4546249,0.40533414,0.17294776,0.59143915,0.57758754,0.58495966
33,0,0.46939132,0.71025371,0.18758563,0.43707944,0.30629605,0.33213563,0.52549541,0.56768699,0.54251315,0.39848382,0.72952942,0.84827893,0.3461112,0.81283201,0.4865638,0.23717561,0.24119761,0.61814861,0.33038806,0.46654723,0.53671034,0.36379163,0.28541894,0.82445014,0.18306822,0.55796431,0.45005681,0.36348066,0.39076486,0.44890916,0.35365869,0.39483046,0.42645743,0.29441393,0.55156362,0.74888861,0.64914318,0.61947615,0.55464773,0.55621298,0.54016878,0.68796777,0.32131139,0.52135149,0.15143311,0.38417571,0.28690471,0.73063827,0.55441739,0.56120792,0.51996107,0.57503416,0.43418686,0.49914115,0.34024232,0.69119368,0.41319868,0.34421198,0.15134525,0.57783909,0.4311569,0.5893758
33,1,0.37243076,0.51679501,0.19257439,0.31259509,0.27568654,0.22909639,0.36274358,0.44026805,0.37381677,0.31540544,0.52963514,0.74362366,0.27582766,0.61954266,0.40601705,0.2008986,0.14960233,0.47378641,0.28258955,0.24446254,0.51036451,0.31201537,0.15832423,0.71677237,0.20167904,0.36379379,0.29448021,0.19410418,0.30334262,0.41399285,0.31013794,0.33381608,0.26485483,0.25480839,0.36674469,0.46220672,0.51876428,0.54170253,0.35454629,0.3657983,0.318458,0.52011983,0.29126076,0.38368123,0.11062184,0.23818088,0.19541908,0.55347181,0.46843094,0.3789703,0.35968137,0.50191908,0.38331809,0.39966393,0.30751353,0.65596842,0.30626546,0.29822772,0.11076198,0.39968051,0.24536661,0.51491295
33,2,0.19152448,0.32821594,0.18077707,0.16507725,0.23973357,0.13760532,0.20941004,0.28600086,0.17218378,0.24216867,0.26651132,0.26656937,0.13665452,0.28395778,0.38933982,0.20574793,0.11717535,0.26358743,0.12035075,0.30749186,0.3508756,0.20848847,0.26441727,0.28097423,0.12649935,0.19097158,0.30237644,0.11797948,0.21051115,0.4235095,0.24433104,0.32229323,0.21356228,0.26186379,0.20192445,0.22606199,0.28262567,0.36198316,0.18856511,0.28856613,0.26539317,0.41580986,0.14811139,0.31490359,0.079082614,0.21624289,0.2052859,0.40282133,0.28653653,0.33894059,0.2585496,0.44372883,0.26998171,0.28358476,0.27406843,0.47868091,0.24008244,0.25924613,0.077592302,0.22357682,0.19728187,0.31053079
34,0,0.16712166,0.4415336,0.28218376,0.19065956,0.32093473,0.15972887,0.30064267,0.21538262,0.19389704,0.24118045,0.21278616,0.2075547,0.11566609,0.2341073,0.40276897,0.24451933,0.15042396,0.32183024,0.20146269,0.43437568,0.27260345,0.17839453,0.56204411,0.22426123,0.13072935,0.17185724,0.39030487,0.20974743,0.24433206,0.50078992,0.24429393,0.31137907,0.22570692,0.32630882,0.21026591,0.28098296,0.38395849,0.39101029,0.35684249,0.3428235,0.40056003,0.43190572,0.22572152,0.34709004,0.20785481,0.27971576,0.28935298,0.44698357,0.23926343,0.35613861,0.18619521,0.4687422,0.24176193,0.44951456,0.2889888,0.4570274,0.14705688,0.2866171,0.21123331,0.27230613,0.26663765,0.27446285
34,1,0.18295373,0.51823782,0.32376196,0.20154498,0.40685421,0.19405959,0.38525258,0.19069607,0.24652643,0.32168675,0.25144022,0.24854345,0.15819737,0.28708883,0.35814838,0.30351693,0.2200872,0.39572239,0.30469403,0.48972856,0.3681087,0.1930316,0.66161462,0.26306841,0.19871568,0.20446134,0.4306192,0.27470403,0.30934929,0.55145759,0.26292448,0.32129627,0.2389129,0.39177312,0.23101879,0.43367498,0.45401752,0.49982226,0.46687569,0.38266362,0.42604526,0.45828332,0.32102785,0.35333451,0.33329366,0.34289406,0.29047387,0.51614038,0.27224123,0.41457426,0.16670271,0.46414354,0.25695016,0.58831964,0.30016764,0.50037157,0.13004122,0.39577246,0.33859976,0.37383822,0.33037338,0.31445435
34,2,0.19971431,0.46181406,0.28434869,0.19051839,0.51381261,0.21390802,0.39309256,0.2288543,0.27333241,0.39753621,0.2782165,0.29161868,0.19067797,0.31909411,0.30661594,0.34661089,0.2683333,0.40677689,0.3644403,0.59912052,0.43624984,0.22923997,0.6816845,0.26138173,0.22268764,0.24685393,0.49804014,0.30850829,0.39072219,0.55514388,0.30984722,0.33593594,0.23900387,0.39794824,0.2531955,0.54022598,0.46249048,0.56924228,0.46623017,0.45147384,0.45295742,0.46350247,0.37611139,0.34033257,0.40516711,0.40964341,0.28585756,0.50023287,0.3441068,0.40007921,0.1790297,0.43760917,0.27814358,0.61303211,0.30669054,0.49097074,0.15944765,0.47513616,0.40786528,0.40025414,0.32199652,0.35034395
35,0,0.22430759,0.34609711,0.23458139,0.21686142,0.5641289,0.27848995,0.32387378,0.26408128,0.26731248,0.47823203,0.28300645,0.32219777,0.20983684,0.35827617,0.28139224,0.37085754,0.29919371,0.3881092,0.39286567,0.69344191,0.4342846,0.26117848,0.63545898,0.2450614,0.22622835,0.30243886,0.53144291,0.31815312,0.4665365,0.5173218,0.34143626,0.34656676,0.23748768,0.36382951,0.27850595,0.60865028,0.43472963,0.57342376,0.44929915,0.50115623,0.46944381,0.47120594,0.37302278,0.35173359,0.43209362,0.43107494,0.29413153,0.47134681,0.38347085,0.34412871,0.19072232,0.44038976,0.29280597,0.59287528,0.31034824,0.48099396,0.18805441,0.54905334,0.43534957,0.41745571,0.32976398,0.36139278
35,1,0.25068645,0.3027073,0.19799195,0.24544742,0.57464464,0.34479783,0.28381766,0.29473411,0.26361749,0.53933938,0.2834164,0.33277846,0.22631871,0.40450308,0.25732403,0.41088388,0.29677264,0.36165529,0.40630597,0.77237785,0.37305098,0.27770282,0.4973211,0.23786264,0.21413927,0.33294118,0.54013444,0.35321231,0.49951456,0.49584352,0.34301973,0.35200285,0.2304071,0.32908862,0.30314674,0.63478637,0.41069117,0.56084191,0.40567134,0.49654557,0.49186038,0.49659189,0.3572,0.40411286,0.42980264,0.44139018,0.31842249,0.48101344,0.38820688,0.27972277,0.19947376,0.48170638,0.31730681,0.6020463,0.32538292,0.49223409,0.20096455,0.61346071,0.43208955,0.42066512,0.37416328,0.36818684
35,2,0.24493294,0.35160088,0.18868378,0.25575249,0.51692342,0.37660239,0.26400107,0.30560311,0.28062552,0.58537295,0.31348307,0.34213917,0.24826548,0.43379947,0.29410977,0.45203347,0.25909818,0.38733058,0.41818657,0.79115092,0.30215333,0.26418446,0.42717478,0.25400756,0.22063745,0.33976206,0.53102632,0.43843725,0.45969764,0.55857626,0.34761551,0.35675681,0.2374422,0.33397313,0.31771016,0.61733761,0.4466489,0.54874649,0.41942088,0.44370851,0.52008439,0.48256281,0.36307342,0.45229082,0.40772588,0.44900775,0.32942495,0.52307469,0.37713826,0.33265347,0.20262399,0.60810409,0.33128334,0.67607916,0.33282024,0.51299582,0.20704864,0.618328,0.40967203,0.41719431,0.44570517,0.40817834
36,0,0.22747401,0.4132285,0.18965643,0.25443495,0.45415643,0.37793608,0.26014298,0.30358841,0.30828951,0.61608231,0.3496127,0.35457831,0.25511643,0.4439314,0.38335095,0.49212178,0.21881642,0.45721427,0.42707463,0.79931596,0.28017253,0.23466268,0.39462765,0.27446364,0.23917167,0.31968936,0.51933346,0.49055249,0.40176466,0.64021065,0.34711449,0.35708214,0.23572133,0.35095638,0.31791821,0.57890837,0.4980198,0.55749298,0.42295278,0.39134252,0.53555044,0.44645672,0.39891139,0.47182912,0.38433006,0.45693023,0.32815657,0.54213887,0.36066948,0.41884158,0.20710784,0.78126077,0.32905045,0.76460045,0.34507354,0.5241895,0.2426958,0.61056454,0.38740181,0.41590183,0.47518862,0.43747771
36,1,0.23724308,0.47492908,0.19684673,0.26925731,0.40692863,0.39224578,0.27781388,0.3064332,0.34490728,0.64968187,0.39774958,0.35412225,0.248313,0.43438874,0.45416755,0.53007979,0.21234197,0.49636643,0.43076866,0.78022801,0.3338241,0.26264731,0.38599403,0.28818648,0.25609756,0.30187046,0.55505586,0.53353591,0.39006071,0.69389693,0.35423393,0.36920316,0.29993935,0.38081938,0.34231194,0.56234255,0.53803313,0.58860617,0.46828661,0.37481265,0.58283084,0.46902433,0.43928608,0.45850876,0.38523257,0.46590181,0.31749333,0.56367663,0.3700208,0.52577228,0.22336361,0.88320361,0.33126048,0.84652726,0.36014631,0.54919647,0.30401484,0.58795712,0.38929694,0.42998838,0.4891952,0.4563482
