,,pid1263-15,pid52932-08,pid6100021-11,pid9048-15,pid9049-15,pid9050-15,pid9054-15,pid9055-15,pid9058-15,pid9059-15,pid9060-15,pid9061-15,pid9062-15,pid9063-15,pid9065-10,pid9066-15,pid9067-15,pid9068-10,pid9070-23,pid9072-15,pid9074f-15,pid9075-15,pid9078-07,pid9081-03,pid9088-10,pid9089-08,pid9091-22,pid9093-15,pid9094-15,pid9098-02,pid9099-15,pid9100b-11,pid9101-15,pid9104-15,pid9105-15,pid9111-15,pid9116-06,pid9118-15,pid9126-03,pid9128-11,pid9137-09,pid9138-15,pid9139-15,pid9153-15,pid915410b-22,pid9161-13,pid9166e-08,pid9170-15,pid9173-20,pid9174-15,pid917509-04,pid917813-03,pid9179-07,pid9186c-15,pid918904-03,pid9192-15
57,2,0.26858816,0.28953536,0.32964595,0.36619276,0.29360231,0.13512562,0.42850517,0.36881835,0.43830517,0.57735211,0.31834115,0.36059019,0.32916506,0.30732719,0.45659429,0.71881659,0.29165521,0.39495182,0.64503219,0.22716485,0.51083075,0.44891349,0.47748963,0.33793215,0.47997777,0.39247025,0.749658,0.38946701,0.47358312,0.79874682,0.37973285,0.36183874,0.6242411,0.4119598,0.61555234,0.33323236,0.74327415,0.45201131,0.35915018,0.40636164,0.58330837,0.3696553,0.68191733,0.16541342,0.87824599,0.44702487,0.40895575,0.34661345,0.51421464,0.37570206,0.38820583,0.52153541,0.56989562,0.38953438,0.48810522,0.63912615
58,0,0.35003253,0.28749488,0.40549717,0.27310521,0.3361775,0.13343154,0.44781573,0.38220989,0.46395349,0.59612676,0.40413695,0.40437003,0.38055663,0.33986704,0.55211909,0.73725456,0.32054769,0.49914827,0.73758049,0.22666262,0.43634542,0.52582342,0.52286873,0.37890145,0.49391554,0.46783626,0.67578659,0.46887237,0.55296939,0.68045848,0.43369643,0.21976562,0.64150327,0.44364681,0.72012123,0.39764544,0.65115685,0.4972447,0.32739067,0.46528799,0.6827801,0.38427695,0.62798094,0.20837077,0.65546551,0.46149733,0.41446762,0.35245928,0.59903656,0.32840803,0.4778764,0.65046469,0.53306171,0.41378653,0.4491903,0.6221417
58,1,0.37699414,0.27391625,0.43848017,0.25953525,0.35377954,0.14324413,0.4356252,0.37777052,0.46943283,0.56600704,0.43334692,0.3969695,0.40728643,0.35329187,0.58311368,0.73640046,0.33026682,0.52233136,0.76889197,0.23804294,0.39240299,0.50848708,0.51648435,0.38526656,0.50737174,0.49373434,0.58110931,0.51437636,0.57609297,0.65473255,0.44927248,0.20276471,0.62947712,0.46386935,0.77792455,0.40461962,0.56639763,0.51124705,0.33121095,0.49567294,0.75241662,0.40244687,0.57323802,0.23204855,0.51012966,0.44966471,0.44749738,0.35797452,0.62530206,0.27056909,0.52374626,0.68452488,0.52834646,0.42163357,0.40491574,0.58547105
58,2,0.39549772,0.24715234,0.47180704,0.2566232,0.36025779,0.16750962,0.39083046,0.3693243,0.45627405,0.45857042,0.44120644,0.3735809,0.43571705,0.35416399,0.61866882,0.73336268,0.35445256,0.53620765,0.75516455,0.25692367,0.34289488,0.44997267,0.49619955,0.38418955,0.54661048,0.49077612,0.45902251,0.54520486,0.56813915,0.70047886,0.45797885,0.21611785,0.61275962,0.48748026,0.80644169,0.41364544,0.51567797,0.54905984,0.34543634,0.53594422,0.76058504,0.43008275,0.48424526,0.25269961,0.38080317,0.42240048,0.49588164,0.37449605,0.65362078,0.28762321,0.53869861,0.70445125,0.49322468,0.41774907,0.34770242,0.51728699
59,0,0.40097593,0.22620667,0.49421223,0.27150701,0.3655478,0.17485064,0.35753682,0.38076546,0.43750209,0.40683803,0.42955642,0.36665782,0.47530924,0.34534992,0.61363421,0.73777406,0.38883625,0.52055953,0.71802898,0.27519731,0.32198943,0.42417658,0.49339872,0.38017232,0.58520096,0.47317748,0.43119637,0.53024837,0.56201916,0.76688742,0.46596168,0.24942643,0.62037763,0.50785355,0.81847462,0.4341136,0.55567662,0.60842464,0.37548706,0.56878403,0.71999527,0.45409895,0.42939236,0.26691889,0.37125878,0.41042356,0.53273449,0.39632317,0.67140488,0.32485587,0.50943643,0.71295986,0.46675517,0.39859534,0.33332511,0.49802997
59,1,0.39718933,0.24338277,0.51915533,0.29121482,0.37432197,0.17803421,0.34309621,0.42090746,0.45194077,0.41169718,0.42355818,0.35753316,0.51384809,0.33924512,0.61958851,0.73883948,0.42469717,0.49463475,0.68908737,0.28299575,0.33620878,0.42986197,0.51416447,0.37696284,0.61478978,0.46433022,0.42923144,0.51627991,0.56921341,0.80744778,0.47497813,0.27675167,0.6565069,0.51461594,0.81824844,0.47301205,0.63856605,0.66231755,0.38752476,0.59198586,0.69970039,0.45287254,0.40293282,0.27511626,0.39684855,0.40564468,0.5602213,0.40592646,0.68057332,0.34658732,0.44737272,0.72426177,0.47821828,0.38331744,0.32041924,0.51538732
59,2,0.38749512,0.29524707,0.54463118,0.29821551,0.38905075,0.19982814,0.34661861,0.51454219,0.5081228,0.46538732,0.42970586,0.35072281,0.56358717,0.34500679,0.66246326,0.72741921,0.49471765,0.47188063,0.66200143,0.28349247,0.39039898,0.45265819,0.54952848,0.3772644,0.63908131,0.46012572,0.42421341,0.51366026,0.60519548,0.82375955,0.50164586,0.3244615,0.72278141,0.50878679,0.80714738,0.55652324,0.75060533,0.70761547,0.37334291,0.60478556,0.72336987,0.43476811,0.39843277,0.27230236,0.46691878,0.39697819,0.58708648,0.40753104,0.67209192,0.36402269,0.35552409,0.73233272,0.55861564,0.38284922,0.30292643,0.56426511
60,0,0.38585556,0.39470622,0.55499588,0.31398176,0.44099758,0.24764711,0.37685365,0.61939775,0.59737326,0.54853521,0.449032,0.37172414,0.60091805,0.35565802,0.709415,0.71368319,0.55989894,0.4661548,0.654154,0.28748275,0.47423939,0.49046057,0.57117126,0.38758212,0.65646416,0.44080146,0.42464246,0.53023024,0.63830203,0.81214468,0.53887255,0.37535694,0.79077705,0.5150323,0.77559034,0.6469191,0.84617971,0.73993057,0.36098957,0.61093705,0.77720571,0.43779246,0.42864082,0.27536849,0.57211417,0.39566251,0.62710969,0.42202064,0.64866935,0.3631393,0.34694255,0.72356667,0.65313129,0.40094511,0.32341143,0.62103004
60,1,0.40446324,0.46690978,0.56284206,0.34532797,0.4826732,0.29643997,0.41327484,0.69054186,0.64949808,0.59144366,0.47278038,0.42003316,0.620661,0.36947602,0.71546411,0.70087171,0.62834031,0.47513211,0.68235781,0.30096032,0.5453088,0.50759191,0.583808,0.3994615,0.64913873,0.4130408,0.44939062,0.55775018,0.66438795,0.7993785,0.5715751,0.40688289,0.83740015,0.55771716,0.74210622,0.71318417,0.91955878,0.74658975,0.36992534,0.61774764,0.80974533,0.47107817,0.47866373,0.29746985,0.64853232,0.41001613,0.66342378,0.45967586,0.63877438,0.36338107,0.40434522,0.71365497,0.70718733,0.45061129,0.38436498,0.66922536
60,2,0.50766428,0.5492256,0.58444326,0.45049515,0.5585862,0.40545871,0.5145409,0.80154235,0.7050778,0.65416901,0.52467224,0.5397679,0.64764206,0.40132247,0.66440694,0.68526019,0.75315056,0.51708424,0.76750581,0.34857884,0.66334487,0.54436928,0.60329121,0.42757135,0.61449342,0.41357492,0.51137296,0.62378535,0.70617533,0.79175751,0.63764809,0.47284806,0.88874365,0.62303661,0.69660726,0.81686747,0.98224374,0.74944184,0.4706132,0.63283026,0.82354333,0.53769721,0.65195674,0.37618822,0.74014046,0.47030812,0.70935256,0.55639413,0.64018795,0.43262972,0.55530629,0.69464254,0.7429317,0.55061129,0.55776408,0.76880321
61,0,0.67176318,0.60969434,0.58686492,0.55707422,0.62334855,0.50146493,0.61931056,0.86453403,0.73289276,0.73070423,0.57827593,0.68209549,0.65579822,0.43623561,0.61228785,0.67096064,0.87684016,0.56913895,0.89433912,0.424168,0.76322645,0.59756048,0.61180687,0.45756597,0.61562326,0.47961434,0.62684989,0.6875,0.74012826,0.79155374,0.69407649,0.50694066,0.90522876,0.72053123,0.64624084,0.83483649,1,0.75740447,0.5679488,0.64649919,0.79705117,0.59339763,0.7624599,0.46961457,0.78205475,0.55186317,0.74722075,0.66002258,0.64571587,0.53711177,0.71430438,0.6619983,0.75438564,0.65626463,0.72711878,0.81932034
61,1,0.79456083,0.63972794,0.57422386,0.61112854,0.6565051,0.5719617,0.71645252,0.89791089,0.727564,0.82732394,0.56766524,0.82221485,0.62170468,0.47312174,0.58607187,0.66114291,0.93670344,0.59273236,0.94750492,0.47358022,0.72779195,0.68083914,0.60660128,0.47171782,0.63240415,0.5569251,0.72820545,0.7151831,0.73800145,0.78898625,0.70603483,0.49056697,0.87007988,0.77659727,0.57859405,0.79173838,0.97767016,0.73441997,0.63667037,0.66606171,0.72064969,0.61499077,0.7805884,0.51472373,0.78190167,0.61409048,0.7827578,0.73711498,0.64520256,0.5951088,0.82867411,0.61290323,0.70427577,0.70072834,0.84808878,0.81122916
61,2,0.83111256,0.63078751,0.56783068,0.5516129,0.62691998,0.54588755,0.73575682,0.84535662,0.67451062,0.84105634,0.50044834,0.81830239,0.54396985,0.46584459,0.62541955,0.66706877,0.86084538,0.59580976,0.96437355,0.4964678,0.59479869,0.71757551,0.56646548,0.4842434,0.61020559,0.628429,0.76999129,0.64225888,0.69403301,0.82491085,0.62888606,0.42176281,0.78903413,0.76489591,0.55976658,0.64310499,0.90644337,0.64502433,0.63303511,0.70570255,0.66491366,0.62064654,0.73071213,0.50435091,0.7334684,0.59722434,0.7717237,0.74574262,0.67667219,0.53400595,0.80231963,0.56907293,0.59697858,0.66824764,0.8378134,0.74762541
62,0,0.7584255,0.61100549,0.57645178,0.41316796,0.55569952,0.47247729,0.69526794,0.72269463,0.65099548,0.73457746,0.41198288,0.66170424,0.50085041,0.43930231,0.70438987,0.67829532,0.6837821,0.58854212,0.95910839,0.48165462,0.41938422,0.67650677,0.53020558,0.49671513,0.56496573,0.65599792,0.77490362,0.55571972,0.64836095,0.85641365,0.52863163,0.31544937,0.74241104,0.67025126,0.57421515,0.49489157,0.82270648,0.5853369,0.58349115,0.73245773,0.68222818,0.59576115,0.64455137,0.42649168,0.63871781,0.51454036,0.73476725,0.69431543,0.73879018,0.45063232,0.66930574,0.57683495,0.55000916,0.58321339,0.70985614,0.63089425
62,1,0.6791542,0.60270425,0.58492759,0.36656535,0.51012352,0.42556674,0.63472266,0.6659703,0.6429647,0.63756338,0.35737382,0.54875995,0.48902203,0.43188934,0.74404096,0.69182002,0.55739275,0.57352813,0.91534386,0.45022352,0.35609401,0.63571136,0.51407016,0.52060312,0.52004075,0.64847912,0.71601791,0.5193256,0.63020715,0.87928681,0.47446927,0.26693076,0.68860566,0.62792534,0.62351398,0.47179346,0.72854453,0.56755327,0.55414789,0.74522877,0.72430024,0.5689766,0.58582165,0.36673761,0.5743562,0.45956201,0.69284804,0.63556684,0.75134644,0.42075507,0.64570651,0.59958036,0.56183849,0.51776641,0.57204275,0.54431155
62,2,0.55033182,0.60972712,0.59156294,0.34019021,0.40974758,0.37471151,0.49551238,0.62489799,0.60831521,0.47721831,0.2967869,0.43875332,0.50690955,0.41904353,0.79240542,0.71084794,0.43691229,0.55437986,0.86254695,0.41324025,0.36011113,0.53470685,0.50393248,0.56460959,0.43846083,0.62259474,0.60447706,0.52346809,0.62142865,0.92584819,0.4288304,0.23514071,0.63027596,0.53521177,0.68546096,0.47166954,0.55574388,0.5614103,0.51656545,0.74504728,0.76353386,0.51881288,0.50043076,0.29701269,0.54156312,0.40003395,0.63552254,0.52790679,0.73427308,0.42478148,0.50533079,0.61285174,0.59826039,0.43916587,0.40249075,0.45519595
63,0,0.50045543,0.64063755,0.58579939,0.35773115,0.34367615,0.34337507,0.37638985,0.60895218,0.54811778,0.41489437,0.28061952,0.41500663,0.53989177,0.41007935,0.76892007,0.74095272,0.41355176,0.54591856,0.83144786,0.38657211,0.42149754,0.47133388,0.51192003,0.6043511,0.41054825,0.60520153,0.52637732,0.58464467,0.61898716,0.98181355,0.41536932,0.27521664,0.60802469,0.48862168,0.74934407,0.4922685,0.45780872,0.60093951,0.50170879,0.73607794,0.7573839,0.49011133,0.46738154,0.28736502,0.53431478,0.39585774,0.59138615,0.48058378,0.70454869,0.44522038,0.42570106,0.60955642,0.60828603,0.36800486,0.33775586,0.43427144
63,1,0.47783995,0.68399574,0.5823122,0.38700853,0.32275779,0.32859481,0.34779066,0.60350906,0.51801071,0.41897887,0.30091706,0.42691645,0.56973328,0.40342412,0.74009671,0.76620586,0.43974449,0.54075847,0.81633429,0.3798554,0.4641738,0.46438431,0.53434553,0.63660743,0.4201241,0.60342112,0.49306056,0.64490573,0.63165034,1,0.42977658,0.32211769,0.60529412,0.48390524,0.80155614,0.52910843,0.3797081,0.69374218,0.49985851,0.72515044,0.739139,0.48655712,0.45806984,0.3078742,0.54419233,0.40874289,0.5737316,0.46824706,0.67305536,0.46090757,0.40663218,0.60959504,0.63288775,0.3384462,0.32217016,0.46128192
63,2,0.48188679,0.73563058,0.57795321,0.41419747,0.35617615,0.32352893,0.34890003,0.62960666,0.52386649,0.47383803,0.38574146,0.46507294,0.61627368,0.40761312,0.67058879,0.79851193,0.54933423,0.53255828,0.79712931,0.40762735,0.5301421,0.45950526,0.58427952,0.69578891,0.49517503,0.59275237,0.4867616,0.75813996,0.67957941,0.93764646,0.49477618,0.41374103,0.64437908,0.51979182,0.85831901,0.61176592,0.32117299,0.82616439,0.49531988,0.70059222,0.76261137,0.51104364,0.46314728,0.3408292,0.58116334,0.41694253,0.5639615,0.46989195,0.59073679,0.46131672,0.42020147,0.6253379,0.69943234,0.36263765,0.32280312,0.54338282
64,0,0.50379961,0.78196345,0.5728193,0.44211197,0.42847073,0.33413536,0.3754309,0.6991513,0.54686297,0.54190845,0.46062088,0.50800398,0.64797062,0.41469011,0.62792263,0.79290306,0.62857463,0.53283183,0.78258585,0.46256968,0.58144471,0.4469113,0.61192003,0.7698546,0.57832006,0.54494159,0.51579406,0.83999275,0.72737828,0.87435558,0.56585036,0.45773706,0.70152505,0.58029433,0.86885009,0.68963855,0.37024482,0.89830552,0.50252509,0.6719935,0.78452259,0.54410311,0.49385024,0.35336171,0.63898793,0.4005772,0.58190615,0.48297855,0.50304825,0.46034034,0.46181323,0.6447365,0.75710493,0.42326368,0.34629675,0.60319426
64,1,0.54892648,0.79950012,0.57243183,0.48078243,0.5031015,0.3628693,0.43472266,0.7882977,0.58488372,0.60250704,0.52503227,0.58617374,0.66384809,0.41983701,0.59553428,0.76956943,0.73262223,0.54601181,0.7901091,0.52672333,0.63474221,0.43879322,0.6299321,0.81256866,0.63094091,0.49678842,0.56354309,0.88096447,0.7674946,0.83092206,0.643182,0.48987373,0.74858388,0.63481694,0.84259477,0.74967298,0.44954264,0.95138539,0.51678313,0.65476168,0.79941654,0.57698399,0.54004216,0.36110192,0.73748424,0.39550972,0.63010392,0.52810031,0.44776119,0.4852427,0.53922134,0.66065958,0.7804523,0.52110466,0.4227127,0.65888271
64,2,0.67541965,0.80522822,0.57974524,0.54213158,0.61086198,0.42950323,0.53858978,0.84886568,0.64522336,0.6770493,0.61601793,0.78454907,0.66883456,0.43818715,0.55232768,0.73661178,0.82581986,0.58513522,0.84838356,0.63634858,0.71890144,0.47660243,0.63605243,0.87379645,0.70660307,0.44443075,0.65489367,0.90672589,0.79048797,0.74769231,0.74679176,0.52838161,0.81365287,0.7718593,0.78601285,0.80096386,0.58764461,0.98381664,0.58564618,0.65416945,0.79791847,0.64285289,0.68157822,0.41558288,0.86094904,0.48854936,0.70043204,0.6659571,0.40683092,0.58788358,0.66370814,0.67179415,0.77819081,0.65819821,0.58302507,0.7617674
65,0,0.79957059,0.79001885,0.57688768,0.60755956,0.67930988,0.51585236,0.6750235,0.87742778,0.68966873,0.76908451,0.66279465,0.89370027,0.67911674,0.4515119,0.56790557,0.70213084,0.90604847,0.6394156,0.94803032,0.67641702,0.80705957,0.56853219,0.63434553,0.87498115,0.78399704,0.47849131,0.72596692,0.8593546,0.78788372,0.67861437,0.78701598,0.54473054,0.86521423,0.80782484,0.71199674,0.80674699,0.77750874,1,0.63876009,0.66938581,0.77175747,0.64696077,0.77896618,0.50245921,0.954349,0.69430439,0.76401538,0.74433962,0.42165364,0.62315418,0.85750068,0.6630667,0.75395532,0.76836903,0.73861899,0.84204601
65,1,0.87783995,0.73766287,0.56177653,0.61734484,0.67081096,0.55002046,0.7645879,0.79640118,0.69854442,0.87098592,0.60230963,0.88441645,0.68994975,0.47292873,0.59497487,0.65218808,0.92830873,0.64700031,0.97375246,0.63977041,0.81976681,0.6866202,0.6344304,0.84065697,0.80741804,0.55081693,0.77409526,0.77964104,0.74441442,0.64932247,0.73769579,0.51268466,0.87029775,0.82842785,0.65167828,0.78203098,0.89985203,0.93767987,0.62380548,0.72436718,0.74691319,0.6164196,0.79844194,0.54776543,1,0.80767337,0.78650836,0.81373972,0.49835742,0.6262321,0.97955894,0.65206086,0.69964292,0.79852597,0.81830662,0.85379582
65,2,0.89828237,0.6554126,0.5503463,0.52841455,0.61784372,0.49349374,0.78495769,0.72827648,0.66724109,0.90176056,0.49836968,0.82818302,0.69726517,0.46342126,0.60383047,0.63388219,0.83488697,0.62642213,0.96389286,0.57872951,0.76303516,0.71614049,0.62804602,0.82360797,0.72754214,0.62848378,0.77117274,0.71124909,0.6939679,0.6394702,0.68032917,0.49869605,0.82294844,0.78348887,0.6052384,0.69101549,0.95076675,0.80093435,0.56532576,0.75075938,0.70606323,0.57900816,0.77095592,0.54561362,0.93868179,0.85204991,0.75984003,0.8307531,0.60606491,0.53402455,1,0.63784981,0.59574254,0.73248071,0.77301274,0.81073665
66,0,0.82507482,0.57204786,0.56385916,0.38389058,0.58007519,0.41213684,0.74202444,0.61593765,0.64547432,0.84366197,0.38465458,0.66438992,0.72631426,0.43504897,0.62428179,0.63308092,0.6058763,0.56901461,0.93439233,0.53502401,0.6,0.59671997,0.61986043,0.79595046,0.55482497,0.67000835,0.73498321,0.68940355,0.66759986,0.68952624,0.60793512,0.47935958,0.75286855,0.66389088,0.60016285,0.53625473,0.972424,0.68235962,0.5031999,0.76862164,0.71971931,0.5539382,0.67358629,0.48155592,0.67349181,0.74604023,0.68491178,0.78064022,0.76147043,0.39418821,0.9354642,0.63819736,0.53724593,0.56977369,0.61593917,0.71054668
66,1,0.76204294,0.50072933,0.57606432,0.34422002,0.56664876,0.3604714,0.68160451,0.54853925,0.64206123,0.79901408,0.34963657,0.55318302,0.74822188,0.42182429,0.64306438,0.63269349,0.52706379,0.52532173,0.8938249,0.45700646,0.50211332,0.50718191,0.60670502,0.76315563,0.47612521,0.66669406,0.68355926,0.65142313,0.65176818,0.7586755,0.55662718,0.46384419,0.704626,0.59309404,0.62971139,0.48375215,0.94706753,0.64556635,0.48062648,0.7921578,0.76120003,0.52031315,0.60335441,0.41712777,0.51707185,0.64340039,0.62993815,0.69034833,0.81655216,0.30641622,0.82019058,0.6426898,0.53184398,0.46847308,0.48379778,0.61574615
66,2,0.57880286,0.41868393,0.58313556,0.31943328,0.54477041,0.28877159,0.51650266,0.50208095,0.61106743,0.73978873,0.32109911,0.42345491,0.79463664,0.40136536,0.66384754,0.61837633,0.44746681,0.43038234,0.82316446,0.39167724,0.49263072,0.37654093,0.5732931,0.7261497,0.41082608,0.59938097,0.57038926,0.59305656,0.61807568,0.87452878,0.49511012,0.43845011,0.64769063,0.4931084,0.69324165,0.46742169,0.87106538,0.61620659,0.45453754,0.8073837,0.80052038,0.47632315,0.48614243,0.33286041,0.45299838,0.51269841,0.57638392,0.52664086,0.86006476,0.30846197,0.61943915,0.65310352,0.52444607,0.37353681,0.33058775,0.48220643
67,0,0.49660377,0.36104237,0.57422386,0.31612903,0.54195757,0.25059334,0.40615481,0.49449159,0.5700435,0.71309859,0.31341621,0.37809682,0.80834944,0.38612481,0.66629373,0.58830677,0.41812606,0.383152,0.7635821,0.35218831,0.50899982,0.34225776,0.54330441,0.72045234,0.39714762,0.57542764,0.52154583,0.56246374,0.59413826,0.90514519,0.46973046,0.44177602,0.63565723,0.44635319,0.74018818,0.50684337,0.78295669,0.60595971,0.44227127,0.81122361,0.7993377,0.45131273,0.42210613,0.28295105,0.44301279,0.47146252,0.57679835,0.41755362,0.87775409,0.34663381,0.47100463,0.66757202,0.50943051,0.3058441,0.30162762,0.43078871
67,1,0.44244632,0.35434729,0.56245459,0.33446416,0.55671321,0.24488911,0.35911626,0.50597356,0.56318387,0.72197183,0.32488282,0.37602122,0.80739273,0.3831153,0.66892955,0.5674738,0.42654115,0.36728629,0.72952066,0.35887742,0.52066861,0.36148695,0.54507733,0.73447496,0.40896462,0.58527466,0.50470713,0.5643673,0.59116508,0.90346409,0.48582333,0.45661467,0.64935367,0.45,0.77840405,0.56345611,0.70661824,0.62321422,0.43743878,0.80729774,0.80398959,0.44357921,0.41124553,0.27762276,0.46462273,0.45548765,0.59765435,0.36099016,0.87601674,0.3705226,0.39212633,0.68265839,0.52704633,0.28155727,0.29995068,0.43997045
67,2,0.41655172,0.41072687,0.53053712,0.36614374,0.58137755,0.26907276,0.32864933,0.55492084,0.581479,0.7706338,0.39034712,0.39365385,0.7992269,0.39987848,0.67403053,0.54734525,0.4650407,0.38735468,0.69172554,0.42640874,0.53222809,0.40870575,0.56914372,0.76799138,0.43797926,0.59673775,0.49996269,0.60290972,0.60274314,0.86034641,0.54804802,0.48176116,0.70329702,0.49468772,0.81749751,0.64924613,0.63933952,0.6634016,0.42791528,0.7952622,0.84120476,0.45066976,0.44010631,0.29724915,0.5145597,0.43539598,0.64016411,0.32406064,0.85335229,0.39574112,0.34817316,0.70741189,0.60813953,0.30313015,0.30503083,0.51374094
68,0,0.43947951,0.5216668,0.48505836,0.42753211,0.60089957,0.311032,0.36498903,0.63225885,0.60581395,0.80176056,0.45248964,0.42332228,0.77245845,0.42008006,0.65554186,0.5395527,0.51553124,0.43677339,0.66759077,0.52353331,0.5123793,0.47201722,0.59589777,0.81060851,0.46040934,0.58138516,0.52418232,0.67610587,0.6022874,0.77325522,0.62871909,0.50394487,0.77356572,0.56517588,0.82392111,0.72082616,0.64233253,0.70823493,0.43108252,0.77962556,0.88669873,0.47402512,0.49919347,0.30395681,0.56139024,0.43520924,0.69360437,0.34279955,0.8026534,0.42475358,0.38380615,0.71763252,0.68221937,0.35994971,0.34431566,0.60301133
68,1,0.48264151,0.60372859,0.44770669,0.49382292,0.61096939,0.35333497,0.42286431,0.68622491,0.63133679,0.79746479,0.49837647,0.46530504,0.74298415,0.43456287,0.63132644,0.53779167,0.56327109,0.48626671,0.68546548,0.62045367,0.49950811,0.51299713,0.61506978,0.84960689,0.46934618,0.54417464,0.57584256,0.73867839,0.58726955,0.66497198,0.69026,0.51762813,0.82461874,0.62850682,0.79026509,0.76495697,0.68361582,0.73097423,0.44822482,0.76784793,0.89702752,0.49525511,0.55853726,0.31674155,0.6015127,0.46215941,0.73421813,0.40661184,0.76496091,0.45567231,0.44484617,0.71669284,0.71758835,0.4437267,0.4242088,0.66993597
68,2,0.59829538,0.68335655,0.38583329,0.58542994,0.62468448,0.45164907,0.5506487,0.76464012,0.67061235,0.74683099,0.56130018,0.55086207,0.69600889,0.45670884,0.58621409,0.53379414,0.65741618,0.56918869,0.7657284,0.71035929,0.5472035,0.58767938,0.64307808,0.91701669,0.4922393,0.50067792,0.65365004,0.83023024,0.56441724,0.46167091,0.80353025,0.53493439,0.87937545,0.70856425,0.72571248,0.78457831,0.76587302,0.75749481,0.52767801,0.75857293,0.88677758,0.54868131,0.72119879,0.37151415,0.64468756,0.54480944,0.77946311,0.52534269,0.73481008,0.53252743,0.54903349,0.70929125,0.73378502,0.55062863,0.57822441,0.758742
69,0,0.73783995,0.75795296,0.31057781,0.641357,0.63025644,0.5490302,0.71833281,0.81671291,0.68844738,0.73380282,0.60241831,0.64681698,0.66076537,0.48499535,0.58464018,0.54099674,0.76873784,0.62480572,0.90311438,0.77377339,0.69733103,0.67822195,0.65631837,0.93181475,0.55186146,0.49037895,0.74909837,0.92956853,0.54145643,0.39198166,0.89798839,0.5417265,0.89854757,0.76970567,0.63140324,0.75621343,0.85337638,0.78780957,0.60944949,0.74952718,0.84207206,0.616241,0.81953075,0.44545598,0.67505853,0.66137849,0.79659963,0.66561845,0.72790018,0.6155756,0.65945004,0.70017764,0.72731185,0.66790948,0.72912454,0.81136987
69,1,0.84310995,0.78195526,0.2589674,0.6066183,0.62576531,0.5989279,0.84293325,0.83123878,0.67546428,0.7793662,0.59060526,0.75179045,0.60246424,0.52236757,0.57939698,0.56720965,0.86217998,0.64898974,0.97626766,0.74987582,0.77912188,0.75146918,0.64377593,0.88700054,0.65989998,0.54544832,0.79772416,1,0.53898239,0.4317677,0.9050648,0.53275563,0.86470588,0.75857861,0.56258934,0.72819277,0.84153888,0.80123117,0.63941313,0.72579998,0.80004731,0.66624993,0.82055724,0.49237014,0.66538808,0.77445039,0.78842508,0.76152234,0.69400616,0.65472382,0.76031582,0.68981541,0.71519868,0.73661667,0.81645705,0.81263632
69,2,0.90421601,0.7609932,0.24166223,0.4303167,0.62939715,0.53911122,0.90335318,0.79494859,0.6213736,0.82598592,0.53606413,0.80066313,0.54432741,0.54904568,0.5719067,0.60111825,0.89048158,0.65197389,1,0.64186765,0.80760612,0.80114801,0.6042814,0.82163705,0.74787924,0.66857033,0.80431538,0.97552574,0.53786473,0.48633724,0.83167687,0.50181563,0.81132898,0.69643216,0.48888085,0.70189329,0.77697068,0.82030534,0.62541631,0.70609418,0.78097453,0.6971483,0.77595088,0.51537006,0.60471817,0.8559545,0.72489354,0.82946299,0.64239122,0.62573926,0.81133678,0.68220786,0.6917506,0.75547559,0.81218249,0.79110673
70,0,0.94244632,0.72655904,0.28008912,0.35726052,0.62720193,0.4843195,0.91369477,0.75177085,0.60174837,0.8184507,0.46350112,0.7964191,0.51235021,0.56484381,0.54826017,0.61097121,0.82464827,0.65464719,0.99116884,0.55692919,0.767863,0.8065464,0.57926254,0.78280022,0.76189109,0.81260528,0.79741326,0.84969181,0.53713771,0.57140092,0.76682039,0.48396468,0.7939724,0.62546303,0.4762146,0.69521515,0.72175141,0.84477396,0.59186095,0.69789856,0.80225499,0.71453236,0.72970397,0.51528336,0.5367369,0.84608268,0.67871611,0.83978391,0.61547816,0.55286405,0.81629186,0.69309786,0.69323384,0.7397208,0.72920674,0.76486315
70,1,0.86402082,0.65998525,0.3770911,0.33280714,0.57555048,0.44524102,0.83315575,0.6989228,0.62154927,0.76267606,0.3853067,0.72751989,0.47875918,0.59232969,0.5015265,0.60676235,0.66223499,0.65763133,0.94046235,0.53063635,0.6925123,0.76670767,0.56559789,0.75027464,0.73760882,0.96821288,0.71757244,0.71283539,0.54340962,0.67320428,0.70489783,0.48178592,0.7546841,0.56552046,0.50121234,0.73562823,0.65245494,0.87033954,0.55510568,0.70620881,0.85997004,0.71542537,0.66710659,0.46688737,0.44823519,0.74041253,0.62314156,0.82656023,0.55998579,0.49078482,0.7996624,0.75066293,0.72630471,0.71273736,0.5739252,0.72595511
70,2,0.77672088,0.6284848,0.44382719,0.39403863,0.50839151,0.44216384,0.80175494,0.68661661,0.63550276,0.64851408,0.33120033,0.67718833,0.47423657,0.59929945,0.48439367,0.58877344,0.54946667,0.65582841,0.87991862,0.5386114,0.7015941,0.68040864,0.54701999,0.72569736,0.67753288,1,0.65221987,0.62987672,0.54407153,0.71360163,0.66737696,0.49217628,0.71636166,0.52798995,0.53324889,0.78327022,0.62676217,0.8522849,0.54804197,0.72053682,0.91066782,0.70125618,0.66001283,0.42928982,0.40205294,0.65906969,0.58043494,0.78796968,0.52234857,0.56167008,0.75667846,0.76330356,0.74704267,0.72041967,0.51800247,0.71913037
