,,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
33,0,0.37249712,0.22553511,0.24297621,0.54105625,0.34715793,0.30111777,0.23384262,0.35204662,0.26064958,0.34210695,0.27597757,0.28803074,0.29739139,0.37922716,0.49901794,0.45516153,0.43292704,0.22492846,0.37646912,0.32517817,0.42867403,0.29342354,0.39117334,0.43980853,0.36728279,0.32661206,0.1372277,0.18097627,0.51532972,0.17594863,0.48977337,0.30958793,0.43213193,0.28535673,0.61184305,0.38555074,0.30747731,0.33433448,0.27071263,0.18686952,0.23335919,0.30374207
33,1,0.27688556,0.15808662,0.22253368,0.45988721,0.2810282,0.22963657,0.20493922,0.3123176,0.2160519,0.26003898,0.22132212,0.24742555,0.22441815,0.33065756,0.43683664,0.20627024,0.34417064,0.18788181,0.23324455,0.25672307,0.29418048,0.22217852,0.25741896,0.35482852,0.30587734,0.16966193,0.10993455,0.19739364,0.45493591,0.18064628,0.3422238,0.21954545,0.36102615,0.22560286,0.55368128,0.24236774,0.23916515,0.28199624,0.24434425,0.19802517,0.19608946,0.15339276
33,2,0.22772181,0.119994,0.28050392,0.44270359,0.20932852,0.20847384,0.22829143,0.22048512,0.19494859,0.23988606,0.16648491,0.21956772,0.19492824,0.23412326,0.35852691,0.11832904,0.29868398,0.15034937,0.21306809,0.18009817,0.18493554,0.16146161,0.18322934,0.25760758,0.27772572,0.18787441,0.11436456,0.23791312,0.33727589,0.29527229,0.30467422,0.19413614,0.29537626,0.1865375,0.47680422,0.22228101,0.11568966,0.24097379,0.13051642,0.32305392,0.21528667,0.19686019
34,0,0.24030374,0.12529506,0.34656378,0.45771408,0.22793618,0.22453478,0.27742516,0.17817889,0.20105272,0.24593622,0.18168718,0.24780019,0.20747673,0.18030885,0.3278187,0.10676024,0.32821056,0.15054901,0.28050608,0.2342561,0.24267956,0.20741557,0.16279105,0.19168138,0.28977853,0.25054204,0.13169874,0.27998209,0.2996564,0.38506556,0.28840652,0.18826552,0.29244165,0.20044903,0.46760915,0.28884649,0.123902,0.23130777,0.1238189,0.40344363,0.25948549,0.29790412
34,1,0.40188729,0.16164233,0.47227788,0.54239193,0.31236499,0.33622455,0.37590969,0.29720485,0.23749796,0.31509006,0.28575323,0.4224976,0.29746897,0.38642898,0.3098678,0.22079561,0.41058117,0.2454249,0.46040453,0.32434362,0.42293738,0.32745962,0.19717699,0.31647923,0.3667121,0.41640569,0.30767803,0.43203762,0.30871988,0.57097892,0.31543201,0.30067495,0.36237635,0.23346083,0.51413076,0.46934952,0.25922868,0.27551344,0.19582484,0.5827227,0.31453688,0.45237292
34,2,0.46481079,0.17663033,0.51624318,0.62316874,0.42726656,0.36400025,0.43814092,0.37268334,0.23979109,0.33968689,0.35349483,0.51861671,0.39806051,0.48828636,0.31692162,0.25383274,0.44653771,0.29335197,0.57178292,0.35394819,0.5336372,0.43531047,0.24384416,0.39432103,0.43603918,0.47717016,0.36848686,0.4959785,0.35651513,0.63918194,0.3327762,0.36977025,0.37547877,0.26207384,0.61063351,0.57336513,0.2927677,0.28791853,0.24017713,0.64914731,0.33273867,0.51452662
35,0,0.48184073,0.18832767,0.50643759,0.68929548,0.4930877,0.37261771,0.46974239,0.41323669,0.22812959,0.34010451,0.40106195,0.57469741,0.45125097,0.55185739,0.31932011,0.27433768,0.46213567,0.30083849,0.64475612,0.37220947,0.60858195,0.47154919,0.25336326,0.444809,0.46111584,0.50653658,0.39709876,0.54479176,0.42060922,0.69055565,0.33332153,0.39572042,0.36205946,0.28689506,0.69896864,0.64214224,0.29251361,0.28872227,0.26358333,0.69942168,0.33017258,0.55299125
35,1,0.45451522,0.19338868,0.48456685,0.69004813,0.52851324,0.39053953,0.48142367,0.44579306,0.2176677,0.33386161,0.41466739,0.60760807,0.49188324,0.56559209,0.31270066,0.28467735,0.45746335,0.2963133,0.68784751,0.38625408,0.64578269,0.48865901,0.24977172,0.4609815,0.4729983,0.51104955,0.39629286,0.55981191,0.46701687,0.71806146,0.33424929,0.39931491,0.3397261,0.30089805,0.73141802,0.68173461,0.2653902,0.27772373,0.26874454,0.72861696,0.32639131,0.57089858
35,2,0.39577646,0.24030806,0.47951484,0.64646893,0.58887243,0.4743412,0.4958547,0.51915861,0.23216093,0.33169854,0.42293711,0.65317003,0.52774438,0.56443923,0.2813881,0.3222822,0.43638933,0.28720303,0.72409689,0.45629042,0.69118785,0.51200965,0.2359306,0.46980203,0.49856048,0.52900506,0.37825046,0.61107927,0.55588961,0.76408902,0.36127479,0.41028993,0.30586096,0.34714785,0.7440206,0.71297485,0.26533575,0.22720447,0.26503931,0.77754411,0.32321763,0.61745764
36,0,0.40549004,0.31205241,0.50923005,0.6275574,0.66495402,0.55234795,0.51450339,0.60290885,0.27426147,0.34387381,0.44130706,0.69225744,0.55157099,0.56952035,0.2582153,0.37113197,0.42790143,0.28788181,0.72731813,0.53440873,0.72582873,0.54060468,0.26091158,0.51138582,0.52743612,0.58431703,0.37667774,0.69022839,0.64674464,0.78238932,0.39254958,0.42802574,0.35145077,0.40828206,0.75581683,0.7150477,0.3295735,0.2415343,0.27263051,0.80115335,0.32905436,0.662499
36,1,0.49260742,0.40483097,0.55350443,0.67674433,0.75489107,0.67515924,0.53322445,0.66932916,0.33843643,0.36432656,0.47616451,0.72993276,0.58262219,0.61877313,0.2712559,0.45354206,0.44464759,0.30788581,0.72259863,0.64066017,0.791814,0.59555276,0.35977781,0.61349568,0.56665247,0.65552879,0.41974211,0.8000627,0.6879763,0.78330671,0.47740085,0.45800985,0.45975586,0.52754864,0.78299887,0.70822203,0.38639746,0.33213477,0.34036892,0.81288404,0.33768987,0.72294226
36,2,0.55719373,0.44507902,0.58314504,0.7332351,0.80478924,0.75858624,0.5569178,0.70306045,0.37317611,0.3771122,0.51591629,0.74856868,0.60563421,0.68183888,0.29700661,0.49444398,0.51438792,0.32991948,0.7209672,0.72211668,0.86563536,0.64679043,0.41750114,0.6713728,0.61454855,0.7016221,0.47422585,0.88343932,0.69408837,0.77291492,0.5281728,0.48855736,0.53827395,0.63177283,0.82898724,0.70383348,0.40889292,0.41389412,0.37958007,0.80779088,0.34337147,0.76494821
37,0,0.61440825,0.45702641,0.59687287,0.78802977,0.82367463,0.82840015,0.59434957,0.72155581,0.38789783,0.38859144,0.56237991,0.7620365,0.60887316,0.73768859,0.33029273,0.50922681,0.60078608,0.3442936,0.72547028,0.76822559,0.92311234,0.69918188,0.44423984,0.72688912,0.68659284,0.73562997,0.5164599,0.96533811,0.68142373,0.76157411,0.56743626,0.51626534,0.59130363,0.69566772,0.86428488,0.70333912,0.41600726,0.48061507,0.38361666,0.79937896,0.34765044,0.78978559
37,1,0.61249602,0.43763253,0.58472246,0.81674688,0.81779609,0.87754465,0.61176811,0.69997157,0.3747919,0.38550746,0.57181804,0.74222863,0.60799069,0.76138628,0.35203966,0.45997841,0.64212153,0.34276303,0.72047611,0.7246423,0.93278085,0.72966488,0.44998478,0.75269077,0.72061329,0.72556814,0.54464198,0.97698164,0.64227347,0.74602597,0.57719547,0.52429941,0.59780662,0.72859637,0.87194527,0.68944493,0.39720508,0.55096343,0.36263041,0.78569316,0.35242066,0.75243716
37,2,0.54799285,0.34739448,0.55235334,0.76543982,0.763084,0.88591233,0.56181773,0.59621944,0.29936347,0.33629238,0.51226827,0.6495389,0.60350078,0.74060632,0.34403211,0.29857985,0.65946829,0.29779064,0.6281172,0.57206233,0.83139963,0.71644902,0.45501446,0.7136351,0.73576661,0.64985144,0.55265214,0.91876399,0.47328312,0.7027664,0.50436969,0.46321566,0.53138519,0.72098786,0.84317653,0.58575889,0.35894737,0.60047801,0.29069476,0.74253278,0.37123004,0.60979684
38,0,0.42265856,0.25232547,0.49847587,0.57781924,0.69278837,0.8459473,0.39756657,0.4498484,0.19871879,0.32903219,0.33222984,0.47685879,0.59942785,0.69070595,0.29679887,0.16852421,0.6369281,0.23518334,0.51384218,0.4529632,0.69516575,0.67299927,0.46941866,0.58662515,0.6246678,0.43445756,0.52500733,0.71687416,0.22626757,0.63843854,0.40134561,0.31568391,0.41898818,0.62897888,0.74218679,0.47246314,0.3342196,0.58461473,0.22093806,0.6748431,0.41095598,0.38547338
38,1,0.38613217,0.19720944,0.46378325,0.47098607,0.62235389,0.77669539,0.39010296,0.46142695,0.20073445,0.44392093,0.257335,0.37808838,0.60542087,0.64377313,0.24898017,0.15122498,0.58243243,0.22279896,0.41097053,0.53772497,0.69086556,0.61474722,0.49844772,0.47681011,0.5186201,0.44475227,0.48336915,0.53219884,0.16701907,0.58578365,0.34838527,0.23942218,0.40961946,0.5194911,0.6482982,0.38520382,0.37714156,0.57114152,0.26630451,0.61737259,0.46247818,0.38982574
38,2,0.39687115,0.23811762,0.46797195,0.4311807,0.62942048,0.76970151,0.46451166,0.54643737,0.26263261,0.56068361,0.32131173,0.42303554,0.6272692,0.64774409,0.25556185,0.19220995,0.53652182,0.25617888,0.38197936,0.69554284,0.73848987,0.57292322,0.52530817,0.47013663,0.52068143,0.55437244,0.4794178,0.5021227,0.16081891,0.58984863,0.44902975,0.26204829,0.47065388,0.50123898,0.63208001,0.37043365,0.44385662,0.56712282,0.33011678,0.61747117,0.5067675,0.42124789
39,0,0.40026605,0.27770554,0.42657529,0.42249878,0.65153058,0.77169976,0.5308365,0.62014402,0.33096132,0.63911079,0.37560368,0.49501441,0.63726726,0.65506689,0.29452314,0.25169006,0.48761703,0.27397351,0.40538538,0.80101464,0.78719153,0.53382631,0.53284888,0.48477554,0.54015332,0.66124629,0.46842825,0.549485,0.23441699,0.60563403,0.59386686,0.33090696,0.50928605,0.49175952,0.65219992,0.39729402,0.48137931,0.53872755,0.3661549,0.62691815,0.51789154,0.43052277
39,1,0.39943464,0.29662933,0.39932214,0.3842517,0.65501759,0.75196703,0.57022205,0.64279894,0.35567978,0.67760692,0.42605286,0.53505283,0.61722265,0.63698406,0.3272238,0.27625612,0.43541777,0.28389565,0.43862993,0.8584888,0.80944751,0.50078666,0.51756962,0.48588159,0.54979557,0.70006424,0.44619029,0.61374832,0.33110876,0.58622653,0.65223088,0.36808005,0.51668458,0.46978214,0.66733863,0.43179532,0.51710526,0.50524546,0.35668598,0.5990208,0.49404046,0.42119168
39,2,0.38678343,0.29778956,0.37455235,0.34788093,0.6196692,0.67753216,0.59512488,0.61595604,0.35745063,0.69660335,0.45566547,0.49769452,0.57964507,0.57561913,0.34415486,0.29328959,0.37865218,0.29475611,0.4697686,0.88317393,0.79017495,0.46777323,0.49600517,0.47426341,0.5346678,0.6842287,0.40925076,0.67042544,0.36073301,0.55532006,0.69685552,0.39559647,0.51179356,0.40075669,0.63976642,0.45898526,0.52009982,0.47903932,0.33436424,0.56174219,0.42635253,0.39306994
40,0,0.38175343,0.28488198,0.36129349,0.32648886,0.53125964,0.56751592,0.6016788,0.53857305,0.35433328,0.69200951,0.46284468,0.42338136,0.50288014,0.50353686,0.33749764,0.31249066,0.32719484,0.30968257,0.47729316,0.86204663,0.76789134,0.43003986,0.47263735,0.46248722,0.50620954,0.64365213,0.36147797,0.72294671,0.37649223,0.53043987,0.74426346,0.40455452,0.49899424,0.32707467,0.58237199,0.46589766,0.51318512,0.45249477,0.31441223,0.53167614,0.3564734,0.36261945
40,1,0.41492649,0.26913883,0.33506352,0.33629444,0.41513917,0.41835894,0.5490717,0.40157286,0.35081606,0.65234618,0.44059303,0.26293948,0.38858611,0.40362226,0.31851747,0.3222739,0.29846317,0.3298729,0.47229898,0.79073649,0.72810313,0.39502045,0.47705829,0.44740217,0.47198467,0.5432988,0.28680277,0.76200627,0.38203163,0.50943486,0.78973088,0.3998107,0.49695517,0.23951439,0.51307729,0.46298352,0.50573503,0.4044396,0.29120686,0.50512601,0.31447224,0.33440135
40,2,0.45445979,0.26214243,0.31788242,0.36093031,0.36255632,0.3432559,0.47453895,0.39712905,0.33858332,0.62372304,0.39293504,0.23566763,0.33743212,0.3863507,0.35666667,0.30359605,0.319705,0.33323351,0.4535958,0.73283407,0.70773481,0.40019929,0.5201187,0.44407473,0.53720613,0.54377258,0.26127772,0.78369906,0.37263777,0.50359837,0.78796034,0.37494225,0.48423852,0.20848994,0.52249346,0.44555941,0.51786751,0.37984094,0.30902007,0.50123222,0.33853662,0.34810086
41,0,0.47423338,0.2634977,0.30289691,0.37391609,0.37901932,0.33372049,0.43874049,0.42088308,0.31810021,0.59946887,0.33985044,0.26569645,0.30089216,0.39783661,0.3972238,0.27257703,0.36434376,0.3169628,0.41679707,0.64565649,0.66288214,0.40796098,0.55241211,0.44703969,0.59216354,0.57533928,0.28208948,0.80365428,0.37762654,0.4829097,0.74964589,0.34312146,0.4232041,0.21279727,0.60850057,0.41300954,0.5392559,0.35882739,0.32251554,0.48422765,0.35909767,0.35813057
41,1,0.45940665,0.24893979,0.28434089,0.35511056,0.38056224,0.33060447,0.41135668,0.43610006,0.30093031,0.56967854,0.30340915,0.29466859,0.28010085,0.40293908,0.42111426,0.23856823,0.38882706,0.29017768,0.3993674,0.60269911,0.58914365,0.38665565,0.55079136,0.44287573,0.62091141,0.6004256,0.28314448,0.81224362,0.38920092,0.4479857,0.68050283,0.32725613,0.37109752,0.22194412,0.64665947,0.39849089,0.53981851,0.3331183,0.32191306,0.45345513,0.36500549,0.36205734
41,2,0.40997963,0.22159432,0.25289905,0.29252443,0.31478739,0.31298239,0.35587579,0.45727686,0.27134813,0.53938492,0.23765384,0.26491835,0.24687742,0.38127669,0.41872521,0.16809235,0.41199435,0.24975045,0.42133344,0.55026519,0.4926151,0.32679096,0.52355806,0.43274468,0.62982964,0.6219144,0.26885318,0.81124048,0.41320867,0.35536118,0.48707507,0.32083338,0.315519,0.20482288,0.61876211,0.4237294,0.45722323,0.24432623,0.32591953,0.36443992,0.37393187,0.37949089
42,0,0.35681128,0.19822464,0.24482009,0.23771917,0.23125347,0.30879231,0.33465308,0.5025867,0.25660193,0.52409355,0.22689152,0.30300672,0.30519783,0.35243382,0.40595845,0.1794037,0.439357,0.22763027,0.5107458,0.53544094,0.40643646,0.29613751,0.48895906,0.42608049,0.59482964,0.63303622,0.23467324,0.79506494,0.43328488,0.28598769,0.26830737,0.38622151,0.33322311,0.21223183,0.54501944,0.51334779,0.27682396,0.24605004,0.35157497,0.29627378,0.36673777,0.41517707
42,1,0.34919007,0.17696039,0.26485761,0.30975046,0.2562797,0.32206819,0.37675736,0.54089445,0.28886894,0.54734114,0.27062886,0.40866475,0.39017649,0.40571449,0.38939566,0.25948011,0.45789613,0.27328808,0.59014483,0.54890355,0.41299263,0.31687906,0.43560341,0.4587694,0.58268313,0.64836586,0.22885123,0.75904165,0.45485882,0.31509103,0.30974504,0.45079834,0.40074674,0.2421836,0.56119861,0.58973981,0.25225045,0.31623977,0.39641928,0.32326751,0.3494215,0.43682647
42,2,0.3648482,0.1854921,0.29546811,0.38380647,0.33654262,0.3278319,0.41480938,0.53992799,0.31565203,0.56952862,0.30459054,0.45054755,0.49285299,0.44767293,0.37298395,0.30097168,0.47108285,0.29988687,0.64427335,0.56137789,0.44805709,0.36300346,0.39913255,0.49474858,0.58634583,0.67301855,0.26504835,0.7221227,0.47914189,0.33627003,0.36350567,0.48281069,0.42930754,0.26895061,0.63371874,0.63956635,0.25594374,0.33746484,0.4465453,0.34331154,0.33050869,0.44801253
43,0,0.39601203,0.210012,0.32278521,0.46826171,0.40839659,0.33307106,0.45172428,0.52949593,0.33459279,0.5846915,0.32733551,0.49379443,0.5545481,0.4808497,0.35496695,0.34585998,0.48411058,0.31919878,0.68332778,0.56113631,0.47089319,0.40440791,0.36893928,0.535942,0.59994889,0.72414679,0.31237667,0.64128079,0.5260341,0.34356168,0.43941218,0.5002648,0.42392053,0.30056544,0.69423455,0.67455334,0.26115245,0.34640115,0.52204561,0.34970263,0.31394221,0.43971734
43,1,0.39748084,0.23320164,0.32222033,0.53375241,0.45510091,0.35484576,0.47316408,0.53313436,0.3491921,0.59287259,0.34066833,0.5215562,0.59618891,0.49451324,0.32786591,0.39269164,0.50499028,0.33521661,0.72005161,0.5631568,0.46638122,0.44665146,0.35524273,0.55759829,0.62222317,0.77144463,0.35128456,0.58827586,0.56239813,0.33255303,0.50504958,0.50869325,0.39622771,0.31781972,0.706551,0.70854293,0.2753902,0.34984877,0.56672926,0.33744619,0.30932713,0.41418132
43,2,0.36874195,0.32258952,0.33988105,0.60848687,0.519626,0.44768952,0.51587827,0.57335607,0.39681737,0.59867646,0.36369891,0.54369837,0.61379946,0.51302306,0.27591124,0.48058301,0.54654655,0.38080788,0.76156151,0.6018426,0.45010129,0.49023233,0.3416375,0.59652384,0.67504259,0.83192805,0.40617857,0.48454098,0.62897009,0.29631621,0.63236544,0.53675054,0.37901959,0.35024114,0.68325768,0.74863833,0.33239564,0.38781489,0.66670014,0.30121907,0.31460151,0.37653577
44,0,0.40756856,0.46156731,0.40316976,0.71033774,0.59319262,0.55473336,0.59968368,0.63077506,0.48169577,0.59455379,0.39863426,0.54549472,0.62914081,0.55646883,0.26291785,0.57383108,0.59567214,0.44390098,0.77984019,0.68396895,0.4561418,0.54616373,0.34207883,0.66147411,0.78284497,0.89127118,0.47402559,0.43588894,0.69529977,0.24408839,0.73356941,0.60770505,0.45204045,0.39665724,0.6453719,0.76228101,0.44558076,0.45064405,0.79171394,0.24866099,0.32450391,0.37799727
44,1,0.51986365,0.60437087,0.48015433,0.80854199,0.70766216,0.66679156,0.67318268,0.68160887,0.59519341,0.58037607,0.43097315,0.53508165,0.65982351,0.63152576,0.28833805,0.68035047,0.65018548,0.53349305,0.77773431,0.77408941,0.54596685,0.61550766,0.40424593,0.73138768,0.85020443,0.93961294,0.51416431,0.42206897,0.73696093,0.20241052,0.83640227,0.6655887,0.54867598,0.46833527,0.65073027,0.75831743,0.53660617,0.52881829,0.87422306,0.20740643,0.34415358,0.42894885
44,2,0.60838056,0.67838568,0.55889751,0.8842199,0.8479294,0.76682902,0.74524479,0.72223801,0.66586421,0.58533399,0.47467155,0.52720461,0.69686773,0.70816966,0.30350331,0.75415663,0.69991168,0.5956678,0.76932745,0.82433812,0.64124309,0.65541745,0.44621062,0.7788828,0.88654174,0.96972617,0.52280942,0.41868339,0.75145368,0.20645967,0.88526912,0.694908,0.625031,0.53818393,0.70119263,0.74950564,0.61549002,0.58818926,0.91392624,0.21264746,0.37367332,0.48178752
45,0,0.68873585,0.70254051,0.59902584,0.93209235,0.92300808,0.89215686,0.86037256,0.75206557,0.7320222,0.59566744,0.53585709,0.51162344,0.70315167,0.78508397,0.3021152,0.79971763,0.73895072,0.6327943,0.73484268,0.83640616,0.71576427,0.68519247,0.47925734,0.79743471,0.94028961,0.95069461,0.49809515,0.41727721,0.75191622,0.21669329,0.90587819,0.70554498,0.67705492,0.58012639,0.73915645,0.72529922,0.68330309,0.62805897,0.89974796,0.22352381,0.40625687,0.51311331
45,1,0.67654191,0.69103821,0.6155781,0.92259419,0.94200148,0.93155989,0.91813803,0.74227781,0.74279419,0.5836635,0.54880044,0.46634966,0.65897983,0.79333903,0.28739377,0.74541982,0.73441971,0.62760365,0.65893125,0.71266211,0.69474217,0.68755244,0.49805205,0.7517892,0.95851789,0.87930619,0.46815962,0.38797134,0.72628959,0.20631732,0.89992918,0.67305937,0.67318343,0.60894728,0.73395414,0.64078057,0.6992559,0.64929461,0.83830544,0.21309105,0.40791804,0.48830001
45,2,0.56941538,0.64202841,0.59386724,0.8170861,0.71864778,0.96178344,0.79858584,0.62286337,0.68301779,0.51716531,0.50111648,0.35148895,0.52820985,0.69274125,0.26546742,0.55658168,0.73819113,0.54958408,0.41323456,0.32491462,0.46116022,0.6857038,0.52064374,0.61288224,0.96337308,0.70290693,0.33920094,0.24737125,0.64796705,0.14168894,0.85212465,0.45041523,0.47270673,0.61628139,0.63132568,0.39820468,0.62585299,0.598236,0.67948267,0.14837841,0.37910284,0.24938569
46,0,0.4336331,0.59686937,0.51800179,0.65210847,0.37360365,0.94379918,0.44703109,0.50270987,0.54698058,0.52405071,0.40145142,0.3154755,0.47336113,0.58693424,0.26308782,0.39204385,0.76134958,0.42431623,0.30286333,0.14591455,0.38861878,0.70134519,0.53017806,0.49844781,0.95902896,0.52954308,0.25578783,0.15705329,0.53856658,0.13604384,0.78434844,0.25976089,0.33745281,0.59373857,0.54994863,0.29070252,0.53032668,0.50421963,0.62668568,0.1396724,0.39027859,0.12516663
46,1,0.39265869,0.63557712,0.44652754,0.63627112,0.25123434,0.84488572,0.39178796,0.50827175,0.43952995,0.59202664,0.40825414,0.37999039,0.3829422,0.58107031,0.28692162,0.4825845,0.79404699,0.36827045,0.38153821,0.26523329,0.60497238,0.7157017,0.55765485,0.56631657,0.92265758,0.36589577,0.25941194,0.15619346,0.51713581,0.19972162,0.72174221,0.34055236,0.43700918,0.51561616,0.49459611,0.35842151,0.45350272,0.50947567,0.69638213,0.20083462,0.4395191,0.16273187
46,2,0.39465407,0.69888978,0.43348184,0.6863167,0.31454052,0.75177969,0.44167631,0.55141179,0.44405908,0.6223738,0.44526666,0.43117195,0.4075834,0.61456732,0.30370161,0.65823437,0.73949832,0.39704532,0.46440819,0.38372846,0.71721915,0.7173799,0.58583168,0.66887257,0.85587734,0.36196097,0.2696835,0.20540976,0.58195674,0.25520776,0.73434844,0.39528097,0.59155162,0.45701813,0.4981857,0.43519514,0.61419238,0.59542292,0.74984185,0.25623501,0.46546442,0.20283466
47,0,0.38924993,0.70129026,0.42694833,0.67903407,0.37432883,0.69489197,0.47378432,0.57451203,0.45548392,0.62512582,0.46583061,0.44660903,0.43535687,0.62276544,0.29544854,0.74909891,0.60491079,0.41202502,0.50267188,0.45052544,0.76050645,0.70825467,0.58777964,0.69749047,0.78852641,0.38951257,0.2696835,0.23211823,0.59596494,0.27289119,0.77053824,0.40666163,0.66610179,0.41467653,0.51909896,0.47292281,0.70655172,0.60473995,0.75915011,0.27407748,0.45063668,0.2243877
47,1,0.39113445,0.65253051,0.41894398,0.63375877,0.41379683,0.6453728,0.4714584,0.56351146,0.44649094,0.60076457,0.47442488,0.43907781,0.45693367,0.58105608,0.27311615,0.76876505,0.53557675,0.40636188,0.49515565,0.46576696,0.75144567,0.67611968,0.56046264,0.67196765,0.7019506,0.41417329,0.25779037,0.24746082,0.58080041,0.27599133,0.8075779,0.40333758,0.7173955,0.38101613,0.5388287,0.46856895,0.75817604,0.57965482,0.69950497,0.27772484,0.40276647,0.24485666
47,2,0.3924647,0.55371074,0.41095029,0.57401361,0.42188175,0.57941176,0.4439092,0.52115785,0.39579729,0.54774806,0.45395181,0.41235351,0.47677463,0.49295474,0.26962229,0.7469064,0.49944356,0.37051973,0.46901948,0.42867339,0.69646409,0.58940371,0.51104094,0.61330979,0.54536627,0.43807918,0.24196054,0.24871473,0.55898419,0.26933236,0.82811615,0.39640777,0.70894988,0.35559621,0.55102811,0.44772767,0.77514519,0.52360456,0.55999157,0.27218809,0.35801823,0.25553682
48,0,0.39806283,0.42311962,0.37529843,0.50581975,0.41253163,0.50586362,0.39312149,0.46120902,0.32072793,0.46783244,0.38868983,0.38553314,0.47971296,0.41807572,0.27576959,0.68571547,0.46671966,0.32171425,0.43824705,0.37820506,0.63646409,0.49340518,0.45410135,0.54742076,0.3682368,0.4490163,0.23219693,0.22971787,0.52380952,0.26289483,0.80786119,0.39086392,0.65716018,0.33303675,0.55500787,0.42450997,0.74424682,0.42957761,0.37804376,0.26696349,0.35150928,0.2527664
48,1,0.40179029,0.30217544,0.33188736,0.46488011,0.39216503,0.44599101,0.34362595,0.41720675,0.25321528,0.4173859,0.31263956,0.35616715,0.45371412,0.40375036,0.2716525,0.57917117,0.44494789,0.26349904,0.4143416,0.32493659,0.58184162,0.3939978,0.40548623,0.48979459,0.34364566,0.44101823,0.22485103,0.18882221,0.47674111,0.25087389,0.75134561,0.37262105,0.58736326,0.30883918,0.57460755,0.4102255,0.61958258,0.31008482,0.26293064,0.25631716,0.32932584,0.23697904
48,2,0.39107903,0.24536907,0.26599804,0.41751648,0.37074924,0.39103909,0.30279317,0.3968448,0.21478701,0.37508834,0.27292673,0.31429395,0.38651086,0.39368061,0.27186025,0.4995017,0.4133722,0.2324283,0.40604295,0.29708896,0.53217311,0.33259912,0.39443768,0.4521238,0.39486371,0.40099574,0.20713588,0.16074339,0.44232633,0.22649985,0.65438385,0.33909879,0.48977708,0.28418427,0.59125493,0.40700781,0.46897459,0.26353138,0.22595869,0.2330858,0.28117769,0.20665703
49,0,0.34670971,0.19036307,0.18398278,0.34506117,0.30863112,0.26273885,0.24689878,0.36836271,0.19119471,0.32641938,0.25305084,0.26647454,0.29709077,0.35767862,0.28660057,0.40347978,0.35096273,0.20741332,0.36790411,0.28593234,0.44489871,0.2728262,0.38705676,0.39654243,0.35487223,0.31842929,0.17156882,0.14584863,0.40121581,0.15369407,0.46553824,0.28502372,0.37911603,0.24773823,0.54737349,0.37071119,0.29326679,0.23328539,0.22620972,0.15876516,0.20730399,0.16247491
49,1,0.29780925,0.16721844,0.14764879,0.27642207,0.2518978,0.24043962,0.22280227,0.32056092,0.17409825,0.28549247,0.23100691,0.23104707,0.26460434,0.3101836,0.27283286,0.29465991,0.28139905,0.18565249,0.29724488,0.23675975,0.33044199,0.20552759,0.37272866,0.34422344,0.33453152,0.18601943,0.15763896,0.12938648,0.36676798,0.12807681,0.35115439,0.22657667,0.32370285,0.23014302,0.49064235,0.30281006,0.22078947,0.20258466,0.21670064,0.13382184,0.17515998,0.11462298
49,2,0.22884421,0.11376775,0.18299156,0.20074416,0.17248349,0.22200574,0.24380789,0.19067652,0.14563408,0.2431842,0.17166485,0.23309318,0.21692203,0.1720965,0.26737488,0.17824931,0.20867338,0.15342384,0.19612119,0.15119637,0.16208103,0.17493969,0.27233298,0.2337299,0.32059625,0.13128563,0.16288952,0.093918495,0.28662834,0.12903374,0.28583569,0.15300799,0.26363286,0.16673873,0.40337369,0.20614918,0.12373866,0.18753569,0.1208266,0.1355338,0.16846358,0.13752509
50,0,0.24987875,0.11341768,0.24054613,0.19745797,0.26771277,0.17572124,0.28323478,0.14015539,0.1321038,0.25645172,0.16906839,0.26198847,0.18554112,0.17998861,0.2315864,0.21238269,0.22282282,0.1415186,0.23528384,0.10364018,0.15361878,0.17585746,0.092170142,0.23301422,0.34140545,0.14049627,0.16666992,0.089816391,0.16986036,0.16826155,0.26565864,0.11448274,0.2563721,0.087136205,0.33297351,0.24902862,0.1114882,0.21455615,0.099398528,0.17579601,0.17804279,0.19549506
50,1,0.32067288,0.13219644,0.47270421,0.25412895,0.41134358,0.13917197,0.2965287,0.17236119,0.13462543,0.30921123,0.19239757,0.29899135,0.21596199,0.24800028,0.24267233,0.32745619,0.30312666,0.14199108,0.32030132,0.10774814,0.21865562,0.22782935,0.099124943,0.25504229,0.40924191,0.20046575,0.23996776,0.12016122,0.17809788,0.29255176,0.29356941,0.13227489,0.27045273,0.086196574,0.36037665,0.33911535,0.20153358,0.19466359,0.12194118,0.29975684,0.23688191,0.27829439
