,measure_number,beat_number,pid1263-20,pid50848-04,pid5667249-17,pid5667269b-37,pid5667291-16,pid9048-20,pid9049-20,pid9050-20,pid9054-20,pid9055-20,pid9058-20,pid9059-20,pid9060-20,pid9062-20,pid9063-20,pid9065-15,pid9066-20,pid9067-20,pid9068-13,pid9072-20,pid9075-20,pid9081-11,pid9088-15,pid9090-09,pid9093-20,pid9094-20,pid9099-20,pid9100b-20,pid9101b-02,pid9104-20,pid9105b-03,pid9111-20,pid9112-07,pid9113-16,pid9114b-13,pid9116-08,pid9118-20,pid9122-04,pid9123-03,pid9130-04,pid9138-20,pid9139-20,pid9153-20,pid9161-10,pid9162-07,pid9166f-17,pid9170-20,pid9174-20,pid9176-08,pid9186c-20,pid918726-09,pid918904-05,pid918919-20,pid9192-20
162,55,0,0.29108205,0.74817746,0.48949432,0.52292121,0.34066642,0.33670034,0.25011848,0.49468648,0.26949915,0.46644268,0.74327628,0.2508425,0.45346559999999997,0.28363683,0.52437918,0.29574279,0.65807197,0.29913155,0.48960669,0.4101982,0.33466464,0.48211459999999995,0.29870514,0.37016043,0.45704287,0.55362224,0.47204582,0.37031571,0.33069949,0.3343002,0.43593008,0.37077179,0.21643690000000002,0.42565428,0.44536741,0.17089217,0.25914752,0.36357239,0.28672264,0.41619439,0.34694011,0.43942342,0.17098912,0.41822078,0.3774816,0.32703039,0.27551876,0.32318723,0.21516106,0.35023657,0.21872706,0.3103856,0.32352992,0.48263616
163,55,1,0.26773411,0.72501199,0.42839783,0.50910494,0.3245855,0.37933969,0.26174737,0.42703205,0.31019220000000003,0.41063795,0.7259518,0.26923877,0.50993301,0.29201838,0.41613833,0.30495193,0.6720865,0.28874037,0.41689328,0.37105004,0.29959332,0.51444172,0.29960834,0.37065744,0.41165063,0.48210139,0.45420016,0.3117968,0.35364391,0.31471475,0.42407372,0.32248055,0.20641881,0.41740872,0.43550249,0.15613336,0.27428466,0.36224866,0.27779851,0.38542072,0.33810117,0.34308454,0.17233538,0.37787408,0.30596821,0.29308694,0.28374272,0.3684862,0.21986296,0.30875959,0.29673006,0.28064114,0.25778862,0.42198459999999993
164,55,2,0.25344504,0.64382094,0.33229546,0.5191358,0.30913237,0.41906098,0.32071207,0.37067348,0.3589093,0.34244657,0.64405169,0.28654971,0.55202267,0.28619809,0.35129683,0.31917764,0.68369099,0.28944268,0.3622007,0.34461625,0.30806677,0.52498992,0.32731197,0.35526895,0.37497813,0.44304988,0.42828912,0.33176818,0.3560848,0.31173073,0.43119894,0.32986627,0.20881417,0.40750242,0.38977636,0.19110594,0.28310599999999997,0.38607574,0.28815299,0.36584469,0.37694929,0.29134241,0.17672991,0.32505,0.28154493,0.38277733,0.27464735,0.40681142,0.25344570000000005,0.27202685,0.48753754,0.24851212,0.23843796,0.38940107
165,56,0,0.26702161,0.51840128,0.29188554,0.52352033,0.29165102,0.42611298,0.35590862,0.34560149,0.40069589,0.35213731,0.51969962,0.29847359,0.60293095,0.28013955,0.35057943,0.32712659,0.72660944,0.32017822,0.37910725,0.2937377,0.36285281,0.51654102,0.36262489,0.3472916,0.37606445,0.41859362,0.4352492,0.40043824,0.37421717,0.31810306,0.49265628,0.29702823,0.22615557,0.37303393,0.34996357,0.22309908,0.28462565,0.41681468,0.29516479999999995,0.35577908,0.43119513,0.28486028,0.20867746,0.32911706,0.27941122,0.49925707,0.26069386,0.42340368,0.3069544,0.26904731,0.55949283,0.25615188,0.24161558,0.36806471
166,56,1,0.31618384,0.42764189,0.2747662,0.47778686,0.20945968,0.37249345,0.38358953,0.37235485,0.42230638,0.3941467,0.42644079999999995,0.30128853,0.64905952,0.2531484,0.37562695,0.30137329,0.80875702,0.34013744,0.45349871,0.25266376,0.47640668,0.45213498,0.43134042,0.33722554,0.37786527,0.43154538,0.45499062,0.50117163,0.44102099,0.33365847,0.63117044,0.27383096,0.26802445,0.25673021,0.35158343,0.26331063,0.28902891,0.44762064,0.27318097,0.33339823,0.46405451,0.30764061,0.26402065,0.39857129,0.32172058,0.57113926,0.27009422,0.40661526,0.36066787,0.33289003,0.58142309,0.29310254,0.28991452,0.36523907
167,56,2,0.30747729,0.31650679,0.17679901,0.26765614,0.18068359,0.26692854,0.39710189,0.40093823,0.30950578,0.28507124,0.31254628,0.29023194,0.56113759,0.26090878,0.34450917,0.24793602,0.76550017,0.34805165,0.45396962,0.23857886,0.5819302,0.37034509,0.52218847,0.27647688,0.32656022,0.46745707,0.39214228,0.57862445,0.42423459999999996,0.36765064,0.66894357,0.40391574,0.21384817,0.28524071,0.20400762,0.31788779999999994,0.31930319,0.45480059999999994,0.24255286,0.22229433,0.42393526,0.30105235,0.24922573,0.47159729,0.44344115,0.53679959,0.50740156,0.35531656,0.29692841,0.40485934,0.40347848,0.37732379,0.40869959,0.37664137
168,57,0,0.23483401,0.24630695,0.14788038,0.19146696,0.20884262,0.26459035,0.37960386,0.34543428,0.27616455,0.24014734,0.2406846,0.26783626,0.43379928,0.25254425,0.31687412,0.22425883,0.6223175999999999,0.30339828,0.40964383,0.18323728,0.57719575,0.25883411,0.53923747,0.26406417,0.23736512,0.43869174,0.32861066,0.49572489,0.37185299,0.35643329,0.68834315,0.43347609,0.11911921,0.30130533,0.2214562,0.31381736,0.32147517,0.4518683,0.24760572,0.21515610000000002,0.36573844,0.2938716,0.19416853,0.43486046,0.41379801,0.47169728,0.41097435,0.32610254,0.29141529,0.43333760000000004,0.35528862,0.36365368,0.38381401,0.34212976
169,57,1,0.18513937,0.18233413,0.14085793,0.18476761,0.21862961,0.29315376,0.32161735,0.25862517,0.29427665,0.22883744,0.17772267,0.22403608,0.31179464,0.23233492,0.25405604,0.22840294,0.47766590000000003,0.32946685,0.36246601,0.19473573,0.49241882,0.20898872,0.50452402,0.22684492,0.23673812,0.32915781,0.29645632,0.41980145,0.28592649,0.32950651,0.65284059,0.47112141,0.1152517,0.30501454,0.23581638,0.29615108,0.26959229,0.42830094,0.26237562,0.22666378,0.3418949,0.26054121,0.17023577,0.37615011,0.39424207,0.41432141,0.29811557,0.28544372,0.30370166,0.42344629,0.32639306,0.33492741,0.36444176,0.30915840000000006
170,57,2,0.16422643,0.14546763,0.13282746,0.18855301,0.22318506,0.32244669,0.23334954,0.20324199,0.29432399,0.22424709,0.14048201,0.20354842,0.25305978,0.21521443,0.22122754,0.23010744,0.35870749,0.37720133,0.27919347,0.20122997,0.37196965,0.21850278,0.42445048,0.1799308,0.22022456,0.22144726,0.27042471,0.38756820000000003,0.23655067,0.30150805,0.55823675,0.46080762,0.11210155,0.29870113,0.23468976,0.24381679999999997,0.21365456,0.41051441,0.26194029999999996,0.24028409,0.33299043,0.22861691,0.16695033,0.25966283,0.36240336,0.37092354,0.21925276,0.23748647,0.32816413,0.39149616,0.28848849,0.31208040000000004,0.33809688,0.31390659
171,58,0,0.1738099,0.14235811,0.12813463,0.19280138,0.22953265,0.31884587,0.20320797,0.1929215,0.28804204,0.23789670000000002,0.13856794,0.21625533,0.24905952,0.21360619,0.19174076,0.21626141,0.37620502,0.39898807,0.24130795,0.20941102,0.30692564,0.26910309,0.35197027,0.15087763,0.20527851,0.19581357,0.2539791,0.40379215,0.22466002,0.28783289,0.47716131,0.46283542,0.11000561,0.30597738,0.2257721,0.23214266,0.17685693,0.41774464,0.24655628,0.239527,0.34614074,0.22371772,0.15701729999999997,0.22459282,0.36311459999999995,0.3624817,0.20361636,0.20938853,0.35221706,0.36422634,0.24874875,0.2976483,0.33994905,0.34302177
172,58,1,0.19607736,0.18858513,0.13895391,0.20318627,0.24869882,0.30286195,0.23518440000000002,0.22888063,0.27224484,0.27009391,0.18455466,0.24060363,0.26717341,0.21843941,0.18883439,0.21265853,0.42481842,0.42594774,0.26918485,0.24327383,0.27014871,0.34522591,0.34267445,0.1408682,0.20371099,0.15862633,0.25888264,0.46559342,0.23440268,0.28526599,0.40437013,0.50306791,0.12910611,0.34361874,0.22199428,0.26669436,0.15949592,0.44677446,0.24010417,0.23303049999999997,0.39401127,0.23520516,0.14877232,0.20356224,0.39125487,0.37805563,0.22482979999999997,0.20640557,0.38212176,0.35111893,0.24004004,0.29340472,0.36484328,0.3903485
173,58,2,0.21256655,0.23793765,0.17575181,0.21663036,0.2748833,0.28659746,0.28412419,0.25324663,0.25316228,0.31594074,0.23786937,0.25695312,0.29845401,0.22324711,0.24822491,0.2230471,0.47016342,0.44885214,0.31769583,0.28721535,0.27736571,0.45789512,0.39829749999999997,0.14829192,0.23339166,0.16993459,0.28453912,0.53164297,0.26616221,0.29933902,0.37132814,0.57064942,0.14697773,0.37595477,0.22751527,0.34864595,0.16360267,0.47309819,0.24495491,0.23210758,0.43068405,0.24789529999999999,0.16984515,0.21783979,0.43832643,0.40259969,0.26023092,0.22135417,0.40681263,0.35388747,0.27035369,0.29288576,0.40364390000000006,0.42777993
174,59,0,0.2384513,0.3263789,0.23435067,0.22412854,0.29337876,0.29644594,0.35695364,0.28898281,0.25084264,0.36396535,0.32254279,0.26740014,0.34009920000000005,0.24047822,0.33620087,0.24233783,0.55382965,0.49127775,0.39434238,0.31392325,0.31654021,0.49955015,0.45351291,0.19285939,0.26331292,0.23098119,0.31395364,0.61433682,0.30309645,0.31291151,0.38367851,0.61286601,0.17196681,0.41642649,0.25095006,0.39957357,0.17539659,0.50350201,0.25407338,0.23861849999999998,0.49112829,0.25391758,0.24155273,0.26257739,0.45169769,0.44954159,0.28600294,0.24581304,0.44016697,0.37354859,0.30329496,0.29050122,0.41637596,0.46851903
175,59,1,0.25187128,0.37660272,0.26751974,0.21769245,0.29641037,0.32775907,0.38642688,0.31155597,0.27026605,0.39346665,0.37122599,0.26010506,0.37188869,0.25589687,0.38107179999999996,0.27098312,0.72840046,0.52788854,0.42891159,0.32636351,0.34532929,0.54274605,0.50605867,0.22067317,0.31290464,0.31036795,0.33497454,0.68474197,0.33944487,0.33154078,0.46233137,0.66197885,0.18959516,0.42362520000000004,0.27404854,0.46243562,0.19009637,0.52287198,0.26817475,0.24578556,0.52454462,0.25470463,0.30013253,0.30624821,0.46205702,0.48075547,0.32229181,0.26534767,0.48298023,0.37689258,0.31362196,0.29058661,0.42554184,0.51520306
176,59,2,0.25713279,0.41753797,0.31810494,0.21204611,0.29538016,0.37791807,0.39495717,0.32364143,0.3040712,0.42643297,0.41649319,0.24199128,0.43513914,0.28460688,0.39113986,0.28418289,0.82140971,0.55909228,0.45396299,0.33589401,0.36083763,0.57839274,0.55069938,0.26268638,0.38264071,0.34149632,0.35716104,0.73656202,0.3894902,0.35632420000000004,0.53643359,0.70504327,0.21175847,0.41673021,0.29582423,0.53146702,0.20851001,0.55458277,0.27643812,0.25458937,0.57270345,0.26562611,0.33981585,0.33122202,0.47883604,0.54692539,0.37653178,0.28466585,0.53026699,0.37117008,0.30255255,0.30047954,0.43787238,0.54832955
177,60,0,0.24222518,0.47167066,0.35944448,0.22804103,0.29302999,0.41479611,0.39205906,0.33914538,0.34831945,0.47033679,0.46809639999999997,0.233933,0.49131667,0.31013445,0.37256116,0.31139026,0.87363816,0.57649147,0.47737614,0.35314169,0.36452199999999996,0.61242619,0.59798577,0.27692985,0.41524497,0.36073590000000005,0.39343516,0.74811734,0.43643908,0.40832959,0.63105643,0.74616729,0.24610442,0.40885945,0.32243708,0.62668217,0.23902150000000003,0.5884132,0.3022699,0.26525344,0.61925043,0.29580828,0.38063616,0.34416611,0.52224009,0.59300879,0.43120200000000003,0.3011296,0.59075372,0.36329923,0.28293293,0.32374039,0.48924963,0.58064159
178,60,1,0.20946602,0.52681855,0.39571037,0.27902142,0.29718839,0.45618219,0.38828604,0.36450534,0.38422647,0.50291451,0.52393294,0.24666964,0.53893326,0.36341899,0.34694341,0.36271912,0.89740839,0.5790364,0.4956689,0.37135929,0.34965099,0.62571485,0.61577812,0.27192199,0.44827938,0.38816844,0.44622186,0.75757982,0.48670061,0.46733620000000003,0.69227627,0.77240626,0.26783108,0.41605169999999997,0.32324421,0.70266379,0.27489251,0.62474866,0.34795553,0.27326411,0.66000524,0.33682349,0.40836356,0.36046290000000003,0.59840435,0.63915824,0.49046893,0.32112419,0.66462944,0.35290281,0.26866867,0.36337778,0.55340644,0.60407779
179,60,2,0.18069214,0.57482014,0.42368259,0.34302832,0.31719697,0.51421624,0.40306823,0.41565258,0.41216626,0.52680538,0.57217604,0.27488354,0.55779438,0.39720899,0.34886872,0.42740932,0.88445031,0.56517898,0.51193208,0.39579702,0.3063308,0.61989266,0.60635441,0.26666247,0.47040682,0.42200327,0.50676581,0.75181111,0.53712951,0.5198292999999999,0.72184116,0.77382222,0.29201547,0.44773506,0.29909198,0.75593952,0.30324685,0.64861763,0.40196673,0.27798688,0.69722186,0.38129643,0.43178711,0.38934184,0.67944833,0.65451204,0.5388432,0.33638393,0.7137434,0.34929668,0.33365866,0.40908494,0.62546412,0.61809519
180,61,0,0.17279987,0.63234213,0.45313323,0.41344408,0.35119386,0.57463524,0.45350264,0.48458895,0.42091459999999997,0.54364475,0.63368495,0.31203291,0.55597784,0.42987577,0.40179042,0.49676872,0.86538462,0.55089866,0.53963653,0.42969497,0.24928073,0.58828943,0.57749181,0.27228059,0.47591134,0.47434996,0.5636589,0.72647348,0.56983053,0.54928448,0.72856736,0.75277511,0.31564469,0.51420355,0.28410403,0.77991914,0.32831727,0.66450235,0.46438899,0.28332252,0.72100642,0.41452954,0.45712193,0.44443279999999996,0.78730905,0.65824317,0.56870541,0.3472132,0.73376388,0.36163043,0.44310978,0.45455561,0.7220879,0.63310987
181,61,1,0.18712809,0.70111111,0.48533908,0.44228395,0.39378655,0.62873176,0.49371772,0.56941941,0.40621094,0.54907707,0.7002444999999999,0.32559719,0.53453363,0.43554289,0.46851432,0.57109621,0.83946847,0.55240145,0.56174305,0.46243323,0.2388346,0.53320096,0.57361522,0.27585404,0.47804024,0.49279639999999997,0.56642551,0.71458725,0.57860381,0.54682025,0.70443663,0.72671095,0.32230054,0.5668433,0.25133681,0.78108213,0.3525278,0.68404826,0.52538091,0.28879515,0.74053204,0.43281747,0.4909947,0.484008,0.86059744,0.65720858,0.58575241,0.34956709999999996,0.75271324,0.39019821,0.51291291,0.47926164,0.78771263,0.63925979
182,61,2,0.20321798,0.78016787,0.5001792,0.45808824,0.43699629999999995,0.66606809,0.49735707,0.6254156999999999,0.36194376,0.55990933,0.77582955,0.31282585,0.49225071,0.43170524,0.50641977,0.60864367,0.81882635,0.55730252,0.59610665,0.51795052,0.23814871,0.49222846,0.59623531,0.26723498,0.49616506,0.47739984,0.5369507,0.72214471,0.58149801,0.53152795,0.60057002,0.7198147,0.32755287,0.60319225,0.23954375,0.77764856,0.37618236,0.71484584,0.55856654,0.28516115,0.77617612,0.45139724,0.53111049,0.49055148,0.90123075,0.64933907,0.60426992,0.32888258,0.76859101,0.39794118,0.5343677,0.49458714,0.82095674,0.62801263
183,62,0,0.20768086,0.83381295,0.50099681,0.46287219,0.45178409,0.67439207,0.4881463,0.66970739,0.31225147,0.5847717,0.82305274,0.29760135,0.46734089,0.43014806,0.48823962,0.62900073,0.79885276,0.55058903,0.62609936,0.57242761,0.2541912,0.46775044,0.62266006,0.25796162,0.52338145,0.43895339,0.5022843,0.74883284,0.58813725,0.51503562,0.50773323,0.71943886,0.32286195,0.59282714,0.2250042,0.76070222,0.38656042,0.75185992,0.57078669,0.26847646,0.79452234,0.46911921,0.56323242,0.47218783,0.88199641,0.64148057,0.61151353,0.30281385,0.78684729,0.37590793,0.49538705,0.49326677,0.80627752,0.62635049
184,62,1,0.20368775,0.8538769,0.49009352,0.45814269999999996,0.43747921,0.66074635,0.47243453,0.68866698,0.27711608,0.61031412,0.85183374,0.28460204,0.43528086,0.4284292,0.44380403,0.61930689,0.78565533,0.51805618,0.65429462,0.60095586,0.27694689,0.44067674,0.64344177,0.24732306,0.56086323,0.41823385,0.48167203,0.75728468,0.60114373,0.499108,0.42558427,0.71325059,0.30311272,0.53804847,0.21746539,0.72404054,0.38903632,0.78207942,0.55520833,0.24608119,0.79688114,0.47564556,0.57667411,0.45010953,0.81866535,0.63329188,0.62273297,0.26784361,0.79136804,0.3316688,0.40120954,0.4717467000000001,0.75002159,0.62801263
185,62,2,0.20594269,0.84132694,0.47889903,0.45234205,0.39861566,0.67209128,0.46556899,0.67551324,0.25475289,0.63387306,0.8405868000000001,0.27528496,0.40423216,0.42862491,0.41157029999999994,0.60042814,0.77539617,0.46218849,0.67778736,0.6033666,0.29808801,0.42194852,0.66631764,0.23095942,0.59270195,0.43439084,0.48390273,0.7475986,0.59705698,0.47114805,0.40154855,0.68188095,0.23923024,0.47866236,0.22055378,0.67070942,0.37899926,0.79564343,0.54299596,0.22207081,0.76713406,0.47971348,0.54600307,0.44017525,0.7378935000000001,0.63793654,0.63275421,0.23164908,0.78837521,0.26230818,0.29650484,0.42404914,0.68262672,0.63072746
186,63,0,0.22934544,0.79348521,0.46445652,0.45974946,0.34485164,0.72413019,0.47781153,0.65069206,0.25281197,0.62610104,0.7933636,0.27847656,0.38042386,0.43476004,0.38892636,0.59434526,0.74954605,0.3849343,0.69934337,0.59912848,0.30916540000000003,0.42228979,0.69524419,0.22739226,0.62316273,0.49856909,0.52662111,0.72875414,0.55622428,0.42290958,0.40221357,0.63734813,0.20754164,0.41956058,0.24472843,0.61472005,0.3608599,0.79644772,0.5450170999999999,0.2032807,0.72251343,0.48967987,0.49631696,0.46209163,0.66930546,0.65348845,0.63890856,0.19769345,0.77021344,0.24858056,0.20295295,0.35889115,0.62770918,0.65322179
187,63,1,0.24121516,0.7409992,0.42964104,0.47389252,0.27097172,0.75105686,0.49924054,0.61940548,0.26941867,0.57397992,0.74020258,0.28647537,0.36891265,0.43804459,0.35577902,0.60085629,0.72228458,0.30396466,0.71373615,0.58693421,0.30018816,0.43727443,0.71129406,0.22664989,0.63456547,0.56077678,0.57903939,0.70125212,0.51321571,0.39378169,0.40589018,0.61374006,0.16430042,0.36610016,0.26431814,0.56471175,0.34880652,0.7825821,0.55609453,0.20752037,0.67278207,0.50374071,0.44008092,0.48387465,0.63355804,0.66287683,0.64250313,0.16585498,0.72551784,0.23900895,0.18217384,0.30453262,0.59472412,0.66435814
188,63,2,0.23987629,0.65047962,0.37271098,0.46645788,0.19689864,0.73390385,0.50289811,0.56884347,0.28182636,0.34485104,0.64831296,0.26429279,0.34224427,0.41960517,0.30752345,0.60641409,0.65663585,0.19243317,0.69934337,0.5493815,0.24848558,0.44109039,0.68570058,0.2062095,0.57461359,0.61789861,0.53969051,0.66745372,0.45931376,0.3555413,0.40571917,0.59245695,0.12319880000000001,0.27667205,0.24519926,0.5216758,0.32925129999999997,0.73960288,0.56743626,0.22917298,0.56332722,0.51880969,0.35696847,0.46659682,0.61551116,0.65608594,0.63945319,0.1499053,0.6678428000000001,0.19485294,0.17545045,0.24999672,0.5633365,0.63682198
189,64,0,0.22632321,0.52272582,0.29931679,0.34301017,0.16444707,0.6577254,0.44477793,0.43735253,0.24256296,0.23423737,0.52037723,0.20653682,0.35615177,0.36863513,0.24493838,0.5987398,0.56747276,0.16886422,0.61349075,0.47301096,0.18807891,0.41160715,0.59240668,0.16413967,0.43761301,0.58497956,0.38684352,0.5783472,0.37620476,0.21267407,0.33969219,0.51691286,0.079271412,0.21636187,0.19054986,0.46174891,0.27140845,0.70050268,0.55962376,0.19621458,0.45089765,0.51488327,0.30512695,0.38853224,0.61243738,0.59093961,0.62834268,0.14161255,0.55945499,0.14694373,0.15720721,0.18496354,0.5579829000000001,0.56512826
190,64,1,0.21221422,0.46834532,0.26423251,0.26503268,0.18169770000000002,0.59936401,0.34747555,0.29331166,0.22484851,0.21187662,0.46716731,0.12380811,0.41759212,0.31814159,0.23534245,0.59134825,0.49698745,0.20716659,0.49627910000000003,0.38008153,0.12308346,0.36976597,0.54485653,0.15118591,0.27639253,0.5047915,0.3369574,0.48481352,0.31103285,0.1652891,0.26498195,0.43789879,0.10037427,0.22008401,0.20506138,0.40525558,0.25737583,0.67073559,0.54385883,0.15506525,0.35625082,0.51113371,0.2238351,0.30808648,0.61295689,0.50217375,0.60731986,0.13253517,0.47419863,0.13507673,0.09192525900000001,0.16224135,0.56169588,0.44113247
191,64,2,0.22121829,0.4605036,0.26982136,0.31353486,0.2425283,0.55752899,0.33275412,0.29924756,0.25920279999999996,0.32820596,0.45963674,0.18908712,0.48199562,0.29992342,0.26835490000000006,0.58348817,0.49040112,0.2742486,0.42326723,0.34628901,0.16031563,0.37100694,0.55970746,0.19846493,0.22358559,0.45734259999999993,0.38296490000000005,0.51693945,0.25067996,0.22575884,0.32070112,0.20939603,0.19184081,0.28451696,0.2829662,0.38556792,0.31156412,0.68394772,0.52745647,0.23305213,0.28822566,0.52760877,0.24833287,0.31318221,0.62817738,0.4865558,0.57306247,0.18391504,0.47461605,0.21131074,0.10331999,0.24596991,0.5879025999999999,0.42059394
192,65,0,0.30934858,0.48079137,0.32079297,0.42350218,0.34090251,0.57674897,0.41003099,0.41137947,0.37853626,0.46822377,0.47909186,0.29716523,0.55053466,0.33015657,0.33220921,0.56722675,0.52733575,0.33942758,0.55643032,0.35456143,0.34965099,0.43252774,0.62791943,0.30303869,0.40344124,0.46742437,0.49477492,0.64417315,0.29358393,0.35197972,0.54041421,0.45214579,0.35131308,0.41628433,0.33500925,0.46342139,0.37993328,0.73009383,0.50987251,0.37474223,0.27145197,0.56712062,0.40529436,0.41608725,0.64846311,0.55492697,0.53366919,0.30060877,0.52717177,0.33816496,0.32929596,0.42034422,0.61816769,0.48334534
193,65,1,0.41695897,0.48385292,0.36904855,0.53233479,0.39241294,0.62727273,0.55224497,0.52831398,0.45319542,0.55599903,0.48224939,0.42578055,0.58448853,0.37639551,0.38605065,0.54901042,0.56294156,0.40597342,0.64878955,0.38746837,0.49760243,0.54116382,0.66501479,0.36542309,0.53261884,0.56113655,0.58111602,0.73999642,0.37324081,0.49174742,0.68443853,0.61012149,0.45838064,0.49341519,0.38140799,0.59074043,0.44308377,0.76893432,0.50899409,0.49453457,0.2842288,0.56650159,0.53499581,0.52266883,0.65223576,0.62300098,0.49780513,0.35748106,0.57511223,0.45016624,0.64197531,0.51094397,0.62654348,0.55437974
194,65,2,0.44727529,0.49617106,0.43213306,0.64063181,0.43159307,0.72610363,0.62786318,0.56145843,0.48546677,0.5810638000000001,0.49473978,0.47827832,0.57954136,0.41487406,0.38820896,0.5148558,0.59265434,0.39758345,0.66611395,0.42339753,0.58480728,0.6028294,0.67274399,0.3834665,0.58074512,0.57627964,0.6011321,0.76681871,0.41370388,0.47303472,0.73075242,0.73490954,0.50062379,0.54314055,0.41204529,0.60065349,0.43874722,0.76477044,0.49168999,0.59941596,0.28313458,0.54617085,0.57955497,0.56992094,0.62601274,0.65598688,0.47761015,0.38322511,0.64448295,0.55831202,0.74673841,0.58278263,0.60301356,0.5913901
195,66,0,0.42692609,0.51422862,0.46934535,0.67761438,0.45209529,0.76878975,0.64056139,0.52703205,0.49550275,0.56502591,0.51314006,0.48242640000000003,0.57644937,0.42897379,0.37851493,0.48113741,0.62136844,0.39327141,0.64538701,0.45209446,0.63405159,0.6203787,0.66400767,0.37450771,0.58203558,0.55740801,0.59154609,0.76148824,0.43377502,0.44958609,0.6899012,0.81394983,0.51926268,0.56454927,0.42443809,0.56083513,0.42280949,0.74739444,0.46681437,0.64530247,0.29412921,0.51950831,0.56789202,0.56840651,0.60087204,0.65456707,0.47728337,0.38741883,0.70252028,0.60829284,0.77685185,0.61772975,0.5802176,0.59288603
196,66,1,0.39689164,0.54580336,0.49720558,0.69538853,0.47281215,0.78832772,0.62737712,0.47483511,0.50336111,0.57278174,0.54503667,0.46944692,0.58584128,0.43515146,0.39530321,0.46051377,0.67691482,0.44259175,0.61911521,0.51030363,0.66361153,0.63937579,0.66389577,0.37019188,0.5672718000000001,0.52828291,0.5607717,0.75156963,0.45716577,0.45715844,0.59042371,0.88348921,0.53254944,0.59070113,0.43122022,0.55684776,0.38290586,0.72565349,0.44787002,0.67928474,0.33067095,0.49510966,0.54689593,0.55112868,0.58719154,0.66234853,0.49561571,0.39615801,0.77955423,0.66611253,0.77954621,0.6598568,0.56670408,0.58014294
197,66,2,0.38536643,0.57390887,0.50968248,0.69749455,0.49917905,0.79906472,0.60799563,0.49243846,0.50719561,0.60524611,0.57203633,0.46613639,0.60747874,0.44178863,0.44583972,0.45810647,0.70259987,0.49546141,0.61628308,0.56488614,0.67405159,0.65687339,0.68580449,0.38161057,0.55628463,0.54944399,0.54482851,0.74580986,0.48346468,0.50356799,0.56361391,0.91993707,0.54811927,0.62904685,0.44073202,0.62020269,0.37568569,0.71317024,0.43914801,0.6933665,0.37991744,0.48202158,0.54378488,0.54796647,0.60504051,0.68783913,0.51486847,0.41487419,0.82814838,0.69814578,0.7718969,0.69992774,0.58285122,0.55942157
198,67,0,0.39330567,0.59394085,0.51732094,0.69782135,0.52624349,0.80826786,0.58593475,0.55500232,0.51751562,0.67288698,0.59333566,0.48666865,0.64222494,0.44896188,0.52171194,0.46048954,0.7274348,0.55449328,0.65924255,0.61496345,0.67417299,0.67359538,0.71259691,0.42036489,0.56819773,0.59538839,0.55749598,0.73506842,0.5245833000000001,0.57370211,0.59964849,0.9311249,0.5638201,0.67172859,0.46231153,0.71058315,0.39449222,0.71049765,0.43498912,0.70131228,0.44492858,0.4898479,0.55200893,0.57531193,0.63930979,0.73032348,0.52933936,0.44652327,0.8598094000000001,0.71297954,0.76715883,0.72449583,0.61846991,0.55152086
199,67,1,0.42472596,0.60597922,0.52981464,0.69191176,0.54810324,0.82423307,0.56378273,0.60369717,0.53654611,0.71623219,0.6064897,0.51655268,0.68874002,0.45567563,0.5827028000000001,0.46422974,0.76299109,0.6026279999999999,0.69768522,0.66045825,0.68789074,0.69865252,0.74014068,0.46915382,0.60755322,0.65521668,0.58426447,0.7295233,0.55896506,0.63438362,0.66877256,0.93042566,0.5846984000000001,0.70810985,0.49714142,0.7962563,0.42914752,0.72130529,0.43074471,0.70252361,0.52451841,0.50535019,0.56871512,0.60956282,0.67412951,0.79314747,0.54997005,0.47292343,0.87516736,0.72071611,0.76039373,0.74886685,0.65503843,0.55526622
200,67,2,0.45385218,0.61321343,0.55248922,0.67172295,0.5590491999999999,0.85028994,0.56634668,0.61979563,0.55586063,0.7466807,0.61373385,0.53434434,0.75367173,0.46860959999999996,0.61781838,0.4852896,0.78621657,0.6663948000000001,0.73542482,0.69184706,0.7230956000000001,0.71219971,0.76748461,0.50143441,0.67728201,0.69306623,0.60136656,0.74598873,0.59534835,0.66521209,0.74615238,0.9276287,0.60167176,0.73389338,0.57541618,0.84864595,0.44704225,0.7451994000000001,0.44194652,0.69840652,0.59072861,0.5321276999999999,0.59963728,0.64201353,0.69348754,0.8411790000000001,0.57883558,0.49868777,0.88233441,0.71777494,0.7460376999999999,0.76561782,0.67688455,0.5656269
201,68,0,0.48398058,0.61179057,0.57327659,0.65470225,0.55561517,0.85324542,0.58457987,0.62470042,0.57119864,0.74720693,0.61243451,0.54296759,0.78980933,0.48834241,0.63461892,0.53053558,0.79823374,0.69487993,0.76102673,0.70811077,0.74027314,0.71691538,0.78303893,0.5076502,0.71802275,0.71825838,0.61148848,0.76045076,0.60908013,0.67528717,0.79772943,0.92255922,0.61647433,0.74436187,0.61975226,0.87694523,0.45719792,0.76553284,0.47558302,0.69052563,0.6315685999999999,0.55828617,0.61496233,0.65989142,0.69843528,0.86093532,0.61516257,0.50871212,0.88682366,0.71138107,0.74137471,0.77008474,0.68409464,0.57438085
