,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
174,1,0.44596789,0.74563221,0.88254867,0.74720507,0.78713264,0.57908939,0.75235965,0.39221933,0.43287381,0.57300205,0.44451524,0.78418739,0.79734553,0.77176262,0.59945425,0.62737447,0.67517521,0.56415035,0.56014919,0.52767855,0.5268583,0.92986021,0.58209378,0.75461708,0.62680755,0.85354353,0.68900923,0.67937877,0.45501636,0.64961599,0.67733701,0.67682144,0.4697321,0.73057281
174,2,0.45292261,0.72819245,0.89853993,0.76092039,0.81187756,0.61453079,0.76016667,0.41821269,0.45716265,0.61627675,0.45141554,0.77554579,0.80337841,0.82961234,0.64330544,0.63963334,0.68781342,0.59001814,0.5601239,0.52772525,0.52308438,0.92555267,0.60521423,0.7623907,0.63735849,0.85390994,0.70551084,0.70773655,0.48062321,0.65302005,0.71465768,0.6745774,0.46449662,0.73884586
175,0,0.46617355,0.71407268,0.9170143,0.76427925,0.84731472,0.65504451,0.76902632,0.45050571,0.49490883,0.65457081,0.46429658,0.76159794,0.80843598,0.89578543,0.73592869,0.65469003,0.708114,0.62485459,0.57695177,0.54532932,0.52511242,0.92051365,0.63798707,0.77614106,0.64803019,0.85198149,0.73804373,0.74800115,0.51146048,0.66135121,0.75704294,0.68532516,0.4745355,0.76777598
175,1,0.49049251,0.71133349,0.93841875,0.76845312,0.87939146,0.69707901,0.78150877,0.48303713,0.55146608,0.69499943,0.47627978,0.74999242,0.8107888,0.94764554,0.83582863,0.67238993,0.73471422,0.66183001,0.60973513,0.57754897,0.53125827,0.91636866,0.67592563,0.79273566,0.65962264,0.84690001,0.76581964,0.786195,0.54714447,0.67606092,0.80246082,0.71024581,0.49872533,0.80422164
175,2,0.52431896,0.71984146,0.96899086,0.77522845,0.91324006,0.74786721,0.79624561,0.5127077,0.60177972,0.70646915,0.48194193,0.73527138,0.80877784,0.98388209,0.92068401,0.69486821,0.77172559,0.70667334,0.64318857,0.61261703,0.53093202,0.91254876,0.71802749,0.81134813,0.67307925,0.83434577,0.80644208,0.8502157,0.59912557,0.69578235,0.84578547,0.74237839,0.53863604,0.83945017
176,0,0.56112214,0.73243858,0.99134883,0.7773689,0.94189528,0.78787092,0.80644737,0.53664933,0.63862874,0.69972393,0.47294186,0.72255913,0.80480619,0.99881587,0.97289431,0.70565454,0.80096558,0.74263556,0.68255895,0.65358035,0.50005291,0.90913524,0.75479386,0.82728932,0.68595472,0.81589046,0.84021124,0.90526316,0.6540046,0.70717261,0.87612192,0.77493172,0.5759398,0.85607286
176,1,0.59178243,0.74404678,1,0.77808512,0.96419625,0.82934904,0.81042105,0.5621731,0.68813275,0.66955544,0.45069148,0.69671771,0.78903021,0.98704359,1,0.71111029,0.81256814,0.77490775,0.72156268,0.69321286,0.42639097,0.90092653,0.7694907,0.83694629,0.69743396,0.78306817,0.87887176,0.95639919,0.69752413,0.71042697,0.89167305,0.80342511,0.60820971,0.85751979
176,2,0.59872813,0.74947806,0.99612634,0.78105705,0.974583,0.84029117,0.80317544,0.5837668,0.72466813,0.64896403,0.43865759,0.66311401,0.78006133,0.93371195,0.97535019,0.71526285,0.80594923,0.79629745,0.73351034,0.70491,0.35264968,0.88694733,0.77085691,0.83984818,0.70833208,0.77185421,0.89173173,0.97290768,0.72663476,0.69929706,0.89093787,0.82837529,0.63690768,0.85181718
177,0,0.60718023,0.75315124,0.98356178,0.79181691,0.97922649,0.84206231,0.79500877,0.60968791,0.77162655,0.63682548,0.43282166,0.59395846,0.76622593,0.85967534,0.86768237,0.73146076,0.78492447,0.82175245,0.75397939,0.72631972,0.30785645,0.86475943,0.76611964,0.8424618,0.72549434,0.77718639,0.90950992,0.99056658,0.74908114,0.68458735,0.87005667,0.85923083,0.67696241,0.84596136
177,1,0.61787841,0.76602308,0.95753874,0.81360007,0.97342213,0.82702151,0.79807018,0.63922844,0.81947484,0.64904941,0.43764391,0.55447999,0.75933839,0.78651246,0.77675096,0.76940068,0.7588304,0.85002189,0.77014982,0.74320002,0.27179261,0.83712614,0.75596605,0.84690112,0.74363019,0.81889885,0.92173831,1,0.7674482,0.6787295,0.83949558,0.88078541,0.71420135,0.8442676
177,2,0.62779181,0.7824739,0.93241955,0.8287643,0.96676239,0.80591617,0.80595614,0.65719549,0.86199854,0.68091132,0.44584751,0.56482717,0.76984566,0.73126092,0.686338,0.80761302,0.75190002,0.86572018,0.77588975,0.74953889,0.30921435,0.81778283,0.74804365,0.85130201,0.75108679,0.85582875,0.92496338,0.99994248,0.76546912,0.6771674,0.80569766,0.88787185,0.73368861,0.84024172
178,0,0.62606892,0.80244879,0.91341875,0.84103071,0.95729211,0.7911072,0.80648246,0.67357318,0.89226842,0.71288707,0.45486931,0.59569436,0.78347997,0.68626414,0.7103511,0.84737152,0.72816539,0.87578961,0.77726784,0.75036772,0.3676219,0.79363622,0.73188359,0.85369463,0.75291321,0.87448655,0.9215905,0.99102675,0.74276021,0.67000781,0.760678,0.88425482,0.73059196,0.82228275
178,1,0.60748692,0.81524213,0.89377235,0.84037211,0.94262846,0.78786165,0.80018421,0.68809421,0.91779723,0.73631034,0.46322497,0.63235294,0.81051732,0.65651154,0.76511734,0.88477397,0.68369413,0.87935456,0.77754599,0.74943382,0.44541928,0.76726268,0.71588521,0.85040838,0.75101887,0.90477292,0.90246852,0.96427955,0.70516782,0.65051419,0.70784704,0.86705544,0.72483076,0.80169376
178,2,0.57839618,0.81296602,0.8920739,0.83353915,0.9239323,0.80156714,0.7905,0.69189423,0.94026258,0.75274647,0.47662009,0.65635233,0.83099894,0.6414628,0.79546116,0.91098513,0.6383663,0.87528926,0.78326064,0.75321613,0.53424742,0.74187256,0.70531124,0.84443163,0.7470717,0.92731656,0.87287851,0.93385102,0.65988126,0.62680292,0.66954613,0.84889643,0.72202218,0.78910546
179,0,0.53730832,0.80260576,0.90896901,0.81686013,0.90230342,0.8332066,0.78577193,0.69171363,0.95623632,0.76132741,0.49982623,0.68411158,0.84726761,0.64230203,0.81167,0.93218966,0.58096091,0.86884733,0.79845755,0.76653592,0.59967375,0.72400845,0.69901374,0.83844528,0.74157736,0.95529843,0.83221576,0.88179465,0.61652328,0.58221817,0.62630316,0.82948254,0.72576696,0.79251
179,1,0.49465993,0.79279491,0.93720699,0.78657282,0.87676422,0.88441209,0.77711404,0.68893224,0.96943837,0.75885132,0.53077257,0.70275167,0.85637726,0.65449968,0.78903948,0.94632602,0.52167108,0.85940334,0.81794045,0.78606617,0.64563971,0.7191645,0.7017785,0.8356683,0.74206038,0.97165172,0.7924399,0.81915444,0.5853427,0.53239391,0.57399295,0.81575257,0.73599309,0.80707294
179,2,0.44885441,0.78580959,0.96088598,0.73824813,0.84719252,0.93341988,0.75759649,0.68404855,0.96958425,0.72790016,0.56167548,0.71382656,0.85683978,0.6825853,0.74574313,0.95567663,0.46316773,0.84651948,0.83628548,0.80361187,0.68748788,0.72269181,0.70533549,0.83327568,0.74812075,0.95566483,0.74856552,0.7227495,0.55793853,0.4879133,0.53560014,0.79611722,0.74485093,0.81201804
180,0,0.41294425,0.7828114,0.97192094,0.6611509,0.82006476,0.97626113,0.72853509,0.67098685,0.95754923,0.67287113,0.5916009,0.71478169,0.85358202,0.71871838,0.70672185,0.9533942,0.41294191,0.82694352,0.83216385,0.80040158,0.71702672,0.73307867,0.70729992,0.82498318,0.7546717,0.92793366,0.71052313,0.61995974,0.54549861,0.44190315,0.49194874,0.77175758,0.74751548,0.79208443
180,1,0.37977629,0.77839259,0.97469209,0.54618424,0.79593084,1,0.69587719,0.63667823,0.934938,0.60632969,0.61509666,0.70438144,0.84067166,0.76428998,0.69789885,0.93292593,0.35714842,0.78528989,0.81624629,0.78430343,0.74103695,0.74509103,0.71664511,0.80800423,0.75630189,0.89074342,0.67476517,0.52684498,0.53981381,0.3912718,0.45883494,0.72674393,0.73577704,0.74577411
180,2,0.36577666,0.77053606,0.9666766,0.45089322,0.78285575,0.98395772,0.66657018,0.59402543,0.91086798,0.54946494,0.63867207,0.68777289,0.81851088,0.81465557,0.69397853,0.88013547,0.31698334,0.74945275,0.79553701,0.76539189,0.75510096,0.75458388,0.73048504,0.79163063,0.75271698,0.87023431,0.65196125,0.45047455,0.53910699,0.35889742,0.44671466,0.68900864,0.70250612,0.70944761
181,0,0.36257442,0.75840986,0.94862932,0.37408414,0.78010631,0.93082344,0.64610526,0.53991475,0.89088257,0.50779827,0.66121208,0.66582777,0.80536926,0.85843373,0.67657813,0.79826241,0.31781654,0.70767403,0.77484038,0.74379538,0.76331011,0.76141092,0.75031528,0.77460363,0.74693585,0.86157555,0.63560746,0.39744032,0.54803304,0.3362666,0.45377036,0.65362811,0.66169523,0.68959911
181,1,0.38287931,0.74549878,0.92321216,0.36226229,0.79599193,0.77774481,0.63349123,0.48792082,0.87235594,0.49501935,0.68695243,0.6531231,0.78551104,0.90090132,0.60987812,0.64952879,0.36267715,0.66220527,0.73543208,0.70587892,0.76032096,0.76304454,0.78248181,0.76169886,0.74147925,0.84921415,0.66642031,0.39604257,0.59079527,0.33663759,0.50127125,0.59558574,0.5894066,0.6835986
181,2,0.4191593,0.73468331,0.90621772,0.41476908,0.82794648,0.65454377,0.63695614,0.46935414,0.86528082,0.51501309,0.70064441,0.65586719,0.77304308,0.92729697,0.5451519,0.60261375,0.43497898,0.63937707,0.69752829,0.66978357,0.74712107,0.7601593,0.80864996,0.75807629,0.74233208,0.83404686,0.70033729,0.41653724,0.63244679,0.34610778,0.55385715,0.56104673,0.54414518,0.68759043
182,0,0.45976006,0.7252021,0.89008741,0.4698938,0.84713142,0.58717545,0.63920175,0.46733131,0.86528082,0.53638718,0.70035479,0.65928593,0.76381278,0.92479077,0.49387848,0.59011928,0.48114001,0.62474826,0.67876604,0.65310173,0.73285425,0.75769668,0.82691997,0.75397329,0.74286038,0.82313181,0.73178172,0.43394305,0.65168222,0.36004296,0.59775361,0.54609877,0.52368573,0.69184611
182,1,0.50140718,0.71254219,0.87051053,0.56040998,0.86148958,0.55563798,0.6365614,0.48057362,0.86528082,0.55825934,0.68976902,0.66174955,0.75013825,0.90271774,0.44959069,0.58836696,0.51639931,0.60531615,0.66789304,0.64266536,0.71448726,0.757079,0.83435732,0.74545018,0.74009057,0.81483946,0.74829676,0.44977854,0.65146008,0.37885316,0.63507428,0.53745479,0.52150367,0.69604222
182,2,0.52961393,0.69436465,0.84841081,0.60566395,0.85996212,0.55330119,0.63280702,0.49599046,0.86425966,0.57214822,0.67861849,0.66411461,0.73778091,0.86655017,0.41896489,0.58908114,0.53961221,0.58599662,0.67106644,0.64588732,0.6983423,0.75850943,0.83088116,0.73358317,0.73403019,0.80705814,0.74856552,0.45647972,0.63738439,0.39979823,0.66121407,0.53881302,0.53659801,0.69829773
183,0,0.54845751,0.67799231,0.83165475,0.63350622,0.843771,0.56472552,0.63190351,0.51408034,0.86425966,0.57782616,0.67740931,0.66826865,0.71424262,0.80343511,0.41621794,0.58707112,0.55408815,0.56182375,0.68240723,0.65635871,0.67602504,0.75961476,0.81891673,0.71332757,0.72443774,0.79077235,0.73910531,0.46333621,0.6157054,0.41851731,0.67841936,0.54950912,0.56448221,0.69977019
183,1,0.55381562,0.66488502,0.81180969,0.64358278,0.80668418,0.5772997,0.63319298,0.53447479,0.86717724,0.57377049,0.69251321,0.67211947,0.69488713,0.74549342,0.42647808,0.58057723,0.56997352,0.51716805,0.69789494,0.67106768,0.64690944,0.7588264,0.80004042,0.68207937,0.71589434,0.75231897,0.72323528,0.4712971,0.58229331,0.43995704,0.68089039,0.56791171,0.60167075,0.70161716
183,2,0.54263034,0.6620124,0.79546087,0.63443649,0.76287652,0.58630378,0.63632456,0.54619275,0.87417943,0.55783242,0.71263486,0.67238478,0.67443567,0.69580613,0.42391304,0.57054189,0.58659087,0.48243793,0.70953916,0.68208774,0.60493784,0.75743661,0.7810671,0.63969444,0.71358491,0.7032398,0.70459707,0.48025884,0.5443778,0.45408748,0.67690815,0.58617406,0.63587066,0.70186399
184,0,0.51889771,0.664367,0.7716329,0.60680827,0.73202175,0.58777819,0.64030702,0.55465251,0.8757841,0.52330943,0.73064948,0.66630534,0.65485898,0.65528143,0.39697108,0.56051392,0.59869958,0.44408656,0.71320564,0.68546146,0.56371572,0.7564857,0.76278092,0.58920919,0.71291321,0.63284158,0.68504508,0.49246477,0.50912799,0.46988414,0.6686782,0.60081937,0.66482788,0.70247681
184,1,0.49453365,0.67139942,0.74178586,0.53635466,0.69377406,0.58372589,0.64240351,0.56199249,0.87753465,0.474926,0.74476866,0.6508111,0.61576592,0.63348432,0.37424049,0.5459358,0.59899548,0.40028144,0.70843922,0.68058182,0.51670928,0.75697334,0.74656427,0.51102143,0.70929057,0.53046958,0.65276751,0.51984469,0.45767196,0.48877246,0.66085669,0.62067616,0.69074608,0.70792408
184,2,0.48670395,0.68051958,0.71582241,0.46295382,0.68528136,0.58711981,0.64412281,0.56340847,0.88344274,0.43677425,0.74563754,0.64065343,0.5972852,0.65048745,0.42033837,0.53537771,0.58560193,0.39931828,0.69768001,0.66973687,0.48485142,0.76128088,0.73795473,0.44980302,0.70123019,0.48325137,0.64154696,0.55610584,0.42400743,0.50605311,0.66251085,0.64308703,0.7182486,0.7215763
185,0,0.49473209,0.68943568,0.70280095,0.41139376,0.68858068,0.59384273,0.64710526,0.56437654,0.88760029,0.41366405,0.73723843,0.64275318,0.589724,0.70270395,0.51655448,0.53514946,0.5755957,0.42613672,0.69176307,0.66400504,0.46738383,0.76796977,0.73444624,0.42873066,0.68759245,0.47560505,0.63852346,0.59677883,0.41188053,0.52093205,0.6718742,0.67031077,0.7346248,0.73554345
185,1,0.52405737,0.70201711,0.70375447,0.37161439,0.69817315,0.59924889,0.65402632,0.56978038,0.8865062,0.41734973,0.72015785,0.65215282,0.59673219,0.76638232,0.64419683,0.54785746,0.56981,0.4753393,0.68805866,0.66075973,0.4624019,0.77495124,0.73449475,0.44835207,0.67645283,0.50401119,0.65228375,0.64590164,0.41869623,0.53505598,0.68277939,0.70650328,0.7423304,0.74886373
185,2,0.55402309,0.71649792,0.72248709,0.37128509,0.71051506,0.6038112,0.66264912,0.57596446,0.86914661,0.43742885,0.69063066,0.66626743,0.62024031,0.822795,0.75681281,0.56949639,0.56913253,0.52691851,0.69058727,0.66400504,0.46845957,0.77656047,0.7394907,0.47484386,0.67383396,0.59414714,0.66775065,0.70060397,0.43882023,0.54722078,0.69115229,0.74038533,0.73952182,0.75174057
186,0,0.58988815,0.7216545,0.75317839,0.40852062,0.71992424,0.60986647,0.66619298,0.5819607,0.83763676,0.46035405,0.66507856,0.6741131,0.64815243,0.86591787,0.82525014,0.58795465,0.57163993,0.56924761,0.69819837,0.67202494,0.48477207,0.77266743,0.74514956,0.49479197,0.67544151,0.65402565,0.68253222,0.73747483,0.46337695,0.55674954,0.68717006,0.75647745,0.72900763,0.74797855
186,1,0.64108786,0.71534416,0.80115217,0.50023874,0.7257897,0.6139095,0.65891228,0.58516833,0.79124726,0.48202698,0.63778872,0.66932232,0.69423357,0.90166008,0.8429598,0.59817405,0.57032394,0.61069485,0.70712434,0.68169083,0.50892338,0.76480819,0.75067906,0.51018545,0.6770717,0.70947835,0.68610667,0.75616911,0.48941799,0.56914215,0.67401848,0.76356389,0.71102549,0.74028428
186,2,0.67444525,0.69799859,0.86223679,0.56404874,0.71631942,0.60979228,0.64145614,0.58251698,0.72625091,0.50126651,0.62317718,0.65571559,0.72447841,0.93279224,0.7874477,0.59757031,0.55724186,0.63143411,0.71149883,0.68623193,0.53870911,0.75855007,0.75600647,0.5154127,0.67782642,0.74221387,0.67730492,0.74575784,0.50750232,0.58939729,0.66358299,0.75847051,0.68479044,0.73882884
187,0,0.70586325,0.6753944,0.90106277,0.6184737,0.69719558,0.59522441,0.6167807,0.57447623,0.67456601,0.50997552,0.62663095,0.63091267,0.73923885,0.95690012,0.67614153,0.58732882,0.54391061,0.6395647,0.70888172,0.68327847,0.56981748,0.7489922,0.75956346,0.50961853,0.67834717,0.75396779,0.66687719,0.71015243,0.51030938,0.61800312,0.65394394,0.75057208,0.66067262,0.75289812
187,1,0.72640267,0.64971352,0.92517878,0.66737466,0.66285819,0.56480898,0.58198246,0.55432018,0.63641138,0.50947746,0.64627471,0.60433596,0.74347192,0.96764922,0.56686374,0.56397438,0.53429372,0.62391644,0.69786965,0.67154631,0.58075126,0.73642718,0.75747777,0.49283175,0.68055094,0.7477196,0.65190749,0.6543572,0.49803102,0.64878287,0.64202788,0.74001624,0.62290796,0.77996425
187,2,0.73368212,0.61991209,0.92843663,0.6880629,0.62289974,0.51084941,0.52387719,0.52456292,0.61438366,0.49026639,0.67313735,0.57119466,0.73757981,0.97140853,0.451328,0.52572522,0.53008098,0.58998061,0.67042164,0.64412458,0.57576051,0.72223667,0.74457559,0.46535985,0.68383396,0.72798187,0.63493557,0.59148691,0.47100044,0.68100755,0.61905345,0.72710563,0.57362811,0.79752319
188,0,0.71974563,0.58394945,0.91190902,0.68559315,0.56973789,0.446977,0.48208772,0.47473631,0.61117433,0.44781705,0.69889219,0.52380988,0.70560555,0.97424814,0.39050391,0.48117361,0.52250428,0.53235975,0.61819331,0.59273657,0.55418393,0.70026008,0.72185125,0.42897088,0.68209811,0.65910713,0.60084389,0.50922634,0.43465003,0.69793023,0.58215143,0.70719717,0.5100821,0.80520895
188,1,0.68583799,0.53920414,0.8757648,0.63176093,0.51439482,0.36354785,0.43694737,0.40516544,0.6318089,0.39254611,0.70561871,0.50230443,0.66975014,0.98145636,0.36983809,0.43342659,0.50569226,0.45140409,0.54428219,0.51741729,0.52798695,0.67877926,0.68248989,0.38830595,0.66058113,0.52435638,0.562264,0.4391832,0.39121128,0.69740953,0.5512738,0.66854654,0.44825724,0.78616904
188,2,0.65548439,0.49089553,0.84073302,0.51919816,0.47173581,0.29717174,0.40889474,0.34666233,0.67276441,0.36818363,0.69593078,0.51275773,0.62820371,0.98818173,0.35850464,0.39158445,0.48097648,0.39231347,0.46877805,0.44220308,0.49863328,0.65516905,0.64452708,0.37615067,0.62884528,0.45273358,0.54538613,0.38972102,0.3592633,0.68374121,0.53856129,0.63027239,0.39929425,0.74617414
189,0,0.61040953,0.44755514,0.77746325,0.40801844,0.44034948,0.26764651,0.38268421,0.32273515,0.70681255,0.39197689,0.65966983,0.5530473,0.59383641,0.99849398,0.39226851,0.35314387,0.45736645,0.36069173,0.41354068,0.38604048,0.48217088,0.62013979,0.5954325,0.39764582,0.57513962,0.44673609,0.55158096,0.39399482,0.34840866,0.64169487,0.53952111,0.60468,0.37277834,0.69802536
189,1,0.57862169,0.4160427,0.68024434,0.33198321,0.42222154,0.29793212,0.37747368,0.32236671,0.7512035,0.47855476,0.59144885,0.61482717,0.57527525,1,0.46055121,0.34287292,0.44062451,0.37355057,0.37637019,0.34961827,0.47191606,0.56690507,0.51775263,0.46664745,0.48392453,0.57106354,0.65300939,0.47042853,0.39174644,0.58248503,0.5539082,0.59344504,0.38877286,0.5874883
189,2,0.56717482,0.41276195,0.64188518,0.34028978,0.41341724,0.334477,0.38763158,0.33334056,0.78978848,0.55554133,0.53593512,0.64196483,0.58797446,0.99061896,0.50149172,0.36909881,0.44141878,0.40425292,0.36851887,0.34184352,0.47234812,0.53583388,0.48373484,0.51860286,0.41655849,0.63757593,0.71028125,0.55132586,0.43034856,0.52901588,0.58079338,0.59531262,0.41949445,0.51691208
190,0,0.56740935,0.41315438,0.62676798,0.38745369,0.40964746,0.38350334,0.39960526,0.34929201,0.82297593,0.58393101,0.48964593,0.65608702,0.6028254,0.96907477,0.52971621,0.39790163,0.43999377,0.43484896,0.36667299,0.33960216,0.4833348,0.51294701,0.4731447,0.57587201,0.37861887,0.68243178,0.75313436,0.62064999,0.46750677,0.48922807,0.60316536,0.59966044,0.4562581,0.46471189
190,1,0.58166156,0.41399419,0.63047279,0.44739442,0.41391825,0.43442136,0.41207895,0.3668834,0.8487965,0.59760644,0.44159004,0.6604154,0.61663064,0.94274809,0.54637075,0.43283022,0.42758137,0.47731565,0.37068083,0.34311597,0.51076625,0.49708225,0.47746968,0.61811281,0.34757736,0.72652589,0.78612414,0.68185217,0.49635486,0.45938558,0.63125542,0.60634089,0.50566758,0.41943995
190,2,0.59866498,0.41908013,0.6515594,0.49314234,0.42776929,0.47247774,0.42238596,0.3768675,0.85499635,0.60068021,0.41084643,0.65837629,0.62516716,0.91484641,0.54227761,0.45643499,0.41731817,0.51168929,0.37894936,0.35091406,0.53013844,0.49280722,0.49274859,0.64201019,0.3366566,0.73371902,0.80423828,0.71843543,0.51395452,0.45093075,0.649298,0.6088359,0.56148639,0.39687633
191,0,0.61963738,0.43429087,0.68668057,0.54017453,0.45626566,0.50441395,0.42864912,0.37938159,0.84194019,0.5821949,0.39537325,0.65029563,0.62561963,0.88950842,0.52266691,0.47547489,0.41531693,0.55730815,0.3903913,0.3627863,0.5420686,0.49646456,0.51483428,0.64413376,0.34197736,0.71189856,0.80589113,0.72643083,0.51470172,0.46390263,0.65710931,0.61226102,0.59629123,0.39302068
191,1,0.63654158,0.45437564,0.73391935,0.5750391,0.49323639,0.5243138,0.4317193,0.37489525,0.81393144,0.55161373,0.39724857,0.63886446,0.62046152,0.87191897,0.50314717,0.47803711,0.42535431,0.60211395,0.40558822,0.37658472,0.54086941,0.50867198,0.53729184,0.62123571,0.3753434,0.64474014,0.78400097,0.7119931,0.498859,0.49226764,0.66374636,0.6145272,0.61067982,0.40472381
191,2,0.64475916,0.47500196,0.77319229,0.60150654,0.54030671,0.53724036,0.43174561,0.36876174,0.79190372,0.49151867,0.41018753,0.62660703,0.61208587,0.86699853,0.4852465,0.46657341,0.44268027,0.64775783,0.42222644,0.39255446,0.53506745,0.52549577,0.55822959,0.57958105,0.41361509,0.57502652,0.75914106,0.66643658,0.47135385,0.52765556,0.66993414,0.6124308,0.61420856,0.43473487
192,0,0.6426123,0.49000078,0.8117501,0.6187289,0.58345451,0.54445475,0.42859649,0.36400809,0.7809628,0.44838627,0.42374194,0.61578987,0.60751093,0.8743792,0.48098053,0.44382271,0.45693038,0.68015511,0.43834629,0.40841914,0.53052641,0.54146619,0.57729992,0.53826271,0.44969057,0.52338251,0.72616472,0.62128271,0.44252595,0.55266858,0.67564201,0.60480549,0.6144174,0.46259256
