,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
98,2,0.80372542,0.65720901,0.65445967,0.71415164,0.76232663,0.59724592,0.69931579,0.62161537,0.87345004,0.57234745,0.72601549,0.60717859,0.72824896,0.48013428,0.78319083,0.81747902,0.71101853,0.7163675,0.691801,0.75189699,0.71628604,0.56799415,0.69128537,0.65613529,0.72636981,0.62724906,0.79336711,0.65688812,0.51846803,0.65360583,0.76035125,0.60417805,0.73188823,0.62402758
99,0,0.76556017,0.63846637,0.63816051,0.68336215,0.68228753,0.5408661,0.69401754,0.59299234,0.86681255,0.51553962,0.70244008,0.58270164,0.70807903,0.43004461,0.70803165,0.77985569,0.70010123,0.66345613,0.66782982,0.72403166,0.69474473,0.52705624,0.65996766,0.54938022,0.69504151,0.53787484,0.75746133,0.57484613,0.47754352,0.61744988,0.71705723,0.57056175,0.71806856,0.55532386
99,1,0.72400325,0.60926929,0.59085221,0.66846958,0.58363781,0.44348108,0.69395614,0.57375379,0.85565281,0.49472051,0.67598291,0.55015161,0.70855161,0.36260692,0.60813171,0.74878516,0.67556455,0.60288323,0.63103862,0.6805468,0.67203069,0.46940832,0.6260388,0.41154031,0.62620377,0.45555877,0.69662846,0.50487202,0.44881659,0.56767118,0.66185735,0.52414557,0.69266888,0.44332284
99,2,0.70324734,0.57052037,0.53871673,0.67782168,0.53701961,0.29490912,0.69384211,0.57280017,0.84456601,0.50048383,0.65565129,0.53728017,0.73043085,0.32615194,0.49964526,0.72733765,0.65570783,0.58285071,0.60201024,0.64814037,0.66290451,0.43277796,0.60966855,0.35326223,0.56064151,0.45122939,0.64018974,0.48204774,0.43904237,0.51936996,0.59675295,0.48960655,0.66906957,0.38982892
100,0,0.70484395,0.53746174,0.4916468,0.68015971,0.51204863,0.26013539,0.68871053,0.58291432,0.83311451,0.5078125,0.64879444,0.53750758,0.76677895,0.3265888,0.43156267,0.72224267,0.65018689,0.58250672,0.56499147,0.60556606,0.65777268,0.41531209,0.58976556,0.32968194,0.50290566,0.48909459,0.59370843,0.48261145,0.42811705,0.51029029,0.55316281,0.46651657,0.65814489,0.35873691
100,1,0.71745445,0.49497685,0.41837505,0.67561538,0.50590212,0.31508717,0.67135965,0.58876607,0.82589351,0.51280738,0.63825212,0.54620982,0.79526419,0.40643107,0.51064217,0.72523929,0.64611431,0.59417099,0.51392629,0.54590133,0.64436999,0.42411411,0.57782538,0.35070626,0.40150943,0.56379327,0.58229974,0.4973713,0.41582859,0.53404712,0.52044724,0.46256736,0.66160161,0.37096774
100,2,0.72410247,0.47049682,0.38982916,0.66484729,0.5073135,0.36541172,0.6457193,0.58739344,0.82523705,0.51411658,0.62446601,0.55153881,0.78955306,0.45277292,0.56722758,0.72510676,0.64132534,0.5994246,0.4799292,0.50777474,0.63209594,0.42956762,0.57143088,0.35852791,0.38061887,0.58837142,0.59408468,0.5073224,0.40678137,0.55166623,0.51763925,0.46760168,0.6716117,0.38188782
101,0,0.72154068,0.44269681,0.37406635,0.6420927,0.50220566,0.39138539,0.62303509,0.57942494,0.82290299,0.509449,0.60366375,0.55353244,0.74755417,0.50922009,0.61700018,0.71245766,0.63143591,0.59858653,0.4539225,0.47735285,0.6230403,0.42732445,0.56227971,0.35896992,0.36928302,0.60622891,0.61054598,0.50119643,0.39426067,0.55924238,0.52371471,0.47040673,0.68419271,0.39762533
101,1,0.70328342,0.41476336,0.35606873,0.56924343,0.48261135,0.40190096,0.58432456,0.56277995,0.79978118,0.47542407,0.56660633,0.5375,0.6698708,0.57888807,0.60468437,0.6862465,0.60755334,0.58307586,0.42304823,0.44069716,0.60946125,0.42213914,0.54276475,0.34897665,0.34803019,0.60376049,0.62398377,0.4594593,0.37464154,0.55478391,0.527942,0.46309146,0.69505257,0.40411099
101,2,0.68921162,0.39175889,0.34224275,0.48449,0.43885257,0.39523368,0.5339386,0.53107932,0.73931437,0.39069615,0.51879661,0.50379776,0.61724398,0.59295962,0.55949609,0.64150346,0.56734154,0.53049597,0.39580252,0.40843081,0.59042412,0.40879389,0.51584479,0.32698184,0.33229434,0.5762318,0.62179341,0.40662065,0.33385839,0.53530982,0.52863634,0.42526759,0.68933458,0.38917355
102,0,0.64917914,0.34282238,0.30559197,0.34573969,0.36013319,0.36862018,0.44358772,0.46177575,0.64294675,0.23541382,0.44751285,0.45929351,0.56164094,0.57304792,0.45519374,0.5569651,0.49083476,0.41903183,0.36202036,0.36986061,0.54243894,0.37157022,0.45598222,0.28078217,0.2998566,0.50806094,0.591424,0.3311763,0.27442546,0.47356157,0.51279931,0.35430723,0.66387008,0.33414759
102,1,0.54327079,0.26740444,0.24573897,0.22890426,0.28083949,0.3026799,0.29467544,0.34132351,0.49124726,0.18241974,0.31285932,0.33594603,0.37759791,0.51916444,0.34726214,0.42774996,0.39111509,0.27616486,0.28890575,0.29335061,0.41567763,0.30308843,0.36924818,0.21974632,0.2412,0.37779385,0.51333701,0.24526316,0.21960701,0.35464072,0.45473018,0.25604931,0.58188823,0.24128862
102,2,0.35288652,0.16462601,0.15944577,0.23195851,0.24812733,0.18422663,0.16530702,0.18742956,0.35856309,0.14368454,0.16685251,0.23472559,0.20091499,0.474685,0.27443151,0.22721249,0.27448217,0.15743324,0.18889942,0.18666386,0.26975575,0.21902633,0.25088116,0.19080427,0.12980377,0.20881304,0.3453512,0.18397469,0.18144917,0.17072377,0.35301986,0.20487931,0.4187527,0.18827985
103,0,0.27370557,0.21524998,0.16230632,0.40442908,0.33858374,0.2059069,0.18990351,0.20576506,0.42053975,0.22257798,0.1818116,0.2158581,0.30811925,0.47653591,0.27064763,0.22187454,0.25788818,0.18695353,0.23063405,0.23040555,0.27554008,0.24483908,0.22799515,0.30893629,0.1645434,0.34896346,0.43568002,0.23376474,0.22425179,0.22682244,0.35222341,0.28314018,0.35804407,0.31435016
103,1,0.28139094,0.25040421,0.20666468,0.52218655,0.37767459,0.23229785,0.25515789,0.27555989,0.45048869,0.27527322,0.21587141,0.27380988,0.48723543,0.49983905,0.27254866,0.28022383,0.2671235,0.23545563,0.25696947,0.25566762,0.31092496,0.3208225,0.24953921,0.39157298,0.22341887,0.43671777,0.56272088,0.29718723,0.25595743,0.30022781,0.39913208,0.34695505,0.41652024,0.3751298
103,2,0.28943713,0.2742014,0.24797378,0.58928954,0.40100813,0.24900779,0.29642105,0.32915041,0.47666667,0.30727744,0.24421838,0.32180109,0.5807149,0.52559091,0.27703293,0.3085039,0.28029123,0.27424479,0.27427777,0.27461418,0.33944097,0.37330949,0.27031528,0.43580283,0.25692075,0.47346447,0.64962307,0.34693126,0.27860576,0.34123926,0.43403278,0.38263822,0.46120553,0.41053707
104,0,0.29611221,0.29358763,0.28005562,0.6152301,0.42439665,0.2629451,0.32823684,0.37880364,0.48781911,0.33609403,0.26032148,0.35892207,0.62890755,0.54957234,0.28667455,0.33019437,0.29374708,0.30199512,0.29099185,0.29128435,0.35862799,0.41315832,0.29045271,0.47910061,0.28787925,0.51457911,0.71769891,0.39083693,0.29258048,0.37985551,0.46565579,0.41777515,0.48899611,0.44558686
104,1,0.31322389,0.31158465,0.31587207,0.64867045,0.44873831,0.27389651,0.35161404,0.42295189,0.50188913,0.34984062,0.27891536,0.39045634,0.6615957,0.57351927,0.29675277,0.34841702,0.3054275,0.3309838,0.30412795,0.3059583,0.38091879,0.44083225,0.30953921,0.50358413,0.32193208,0.54282133,0.75938294,0.43370147,0.30830203,0.41382452,0.47878695,0.44948697,0.51334438,0.48358158
104,2,0.33059715,0.32792559,0.3442789,0.67691611,0.47425918,0.29005935,0.37492982,0.46093773,0.51711889,0.36485371,0.29490261,0.41985294,0.68681313,0.60122551,0.30663999,0.36872331,0.31869646,0.35921571,0.32003287,0.32266349,0.40594304,0.46568596,0.32577203,0.53438071,0.34784151,0.58367563,0.80110727,0.46672419,0.32532614,0.44628352,0.49873896,0.48826308,0.52468673,0.53163674
105,0,0.34920621,0.34234362,0.37201033,0.69658352,0.49613857,0.30433976,0.39416667,0.49017483,0.52738147,0.38301173,0.30417059,0.43899333,0.69645568,0.62433321,0.31726396,0.38769695,0.32923999,0.38248171,0.33309312,0.33552801,0.42234371,0.47925878,0.34249798,0.55987316,0.36980377,0.61598689,0.82333338,0.48568306,0.33930086,0.47859932,0.51417777,0.51556802,0.53266599,0.56946123
105,1,0.36466715,0.35720116,0.39859952,0.71103976,0.51232969,0.32147626,0.40607018,0.51343736,0.53888403,0.40267816,0.31362682,0.45585203,0.69780303,0.64407247,0.32718756,0.40168606,0.34285937,0.40976296,0.34603957,0.34975835,0.43648708,0.48601268,0.35600647,0.58372249,0.3917434,0.64810529,0.84588199,0.49638769,0.34963044,0.49766988,0.52934089,0.54319037,0.53593547,0.59689335
105,2,0.38130074,0.36647045,0.42045093,0.71985675,0.52818476,0.3392526,0.41636842,0.52803786,0.55244347,0.42022427,0.31922381,0.46651759,0.69136796,0.65915571,0.3352465,0.41670593,0.35639309,0.43682532,0.35982047,0.36395368,0.44712107,0.49029584,0.36863379,0.60699529,0.41030943,0.67913412,0.85487187,0.50229508,0.35704188,0.52919162,0.542615,0.56825866,0.53773585,0.63631798
106,0,0.39443442,0.37382466,0.44552046,0.72274636,0.54169976,0.35706602,0.42223684,0.53483601,0.56533917,0.4391365,0.321005,0.47691025,0.673028,0.67053711,0.3425141,0.4293403,0.37182682,0.45836513,0.37341172,0.378686,0.45713782,0.49468466,0.38007276,0.62468531,0.42277736,0.70950728,0.85356841,0.50650561,0.36206026,0.55370997,0.55521519,0.58889791,0.53616592,0.6668142
106,1,0.40425762,0.37814143,0.46791816,0.72114102,0.5543105,0.3695382,0.42426316,0.53626644,0.57800146,0.4692623,0.31930345,0.48906155,0.62094415,0.6822749,0.34926323,0.4385363,0.38962778,0.48770405,0.38576395,0.38988116,0.46608765,0.49955299,0.39128537,0.63692707,0.43610566,0.73994793,0.84182378,0.51190106,0.3656953,0.57564436,0.56661051,0.60425186,0.53025349,0.69818708
106,2,0.40902941,0.37975826,0.48060191,0.71633325,0.5641657,0.3821773,0.42417544,0.53528392,0.58058352,0.49780852,0.31623344,0.50060643,0.55411995,0.69048331,0.35607604,0.44271094,0.40849556,0.50538495,0.39902649,0.404917,0.47247156,0.50566482,0.40194018,0.64436437,0.44504906,0.76910616,0.83017321,0.52208225,0.36634153,0.5971622,0.57783224,0.61698531,0.52230304,0.71743978
107,0,0.4131427,0.37934228,0.49037545,0.71147608,0.56795381,0.38889095,0.42229825,0.53636035,0.58410649,0.50953438,0.31133155,0.5134627,0.52276909,0.6987262,0.36157904,0.44008246,0.42202928,0.52379761,0.40867311,0.41533002,0.47869676,0.51111834,0.41021827,0.64354761,0.45001509,0.782345,0.82814411,0.53183204,0.36471586,0.6066454,0.58610303,0.62442607,0.5144318,0.73268363
107,1,0.41497384,0.37803155,0.49822209,0.70666008,0.56829596,0.39288761,0.42026316,0.53943794,0.58468271,0.51546847,0.30695098,0.52321862,0.54020411,0.71061345,0.36891941,0.43478133,0.433772,0.54020264,0.41733359,0.42332656,0.48319372,0.51640117,0.4174131,0.6381474,0.45061132,0.79232475,0.82784848,0.53932125,0.36166646,0.61039443,0.59495584,0.62924633,0.5052931,0.74415695
107,2,0.41616453,0.3759438,0.50500596,0.70242858,0.56675628,0.39551187,0.41764035,0.54304291,0.58417214,0.51808686,0.30516979,0.52941176,0.57761802,0.72566219,0.37897944,0.42918569,0.43959664,0.54832697,0.42403439,0.43052929,0.49032713,0.51918075,0.42219078,0.62910541,0.44862642,0.79767621,0.82662564,0.5444061,0.35820308,0.61036839,0.59758003,0.63247213,0.49677373,0.75209805
108,0,0.41634494,0.37402873,0.51069726,0.70073269,0.56489888,0.39948999,0.41517544,0.54631556,0.58473377,0.5160946,0.30756643,0.53165555,0.60863707,0.74125126,0.38829361,0.4251583,0.44340445,0.55189818,0.42820659,0.43525717,0.49680804,0.51952211,0.42498787,0.61801672,0.44393962,0.79996143,0.8254028,0.54604544,0.35543641,0.6060466,0.5990606,0.63523289,0.48793749,0.75994553
108,1,0.4155331,0.37303979,0.51601112,0.70088911,0.5644162,0.40379266,0.41458772,0.54788325,0.58763676,0.51394581,0.31445949,0.52894936,0.6331004,0.75208084,0.39517919,0.42633633,0.44317085,0.55099131,0.4306214,0.43812893,0.50349176,0.51919701,0.42611964,0.61075238,0.43898868,0.80108958,0.82553718,0.5455105,0.35464881,0.60068342,0.59950988,0.63913782,0.4821907,0.76787812
108,2,0.41334115,0.37229417,0.52143425,0.70280728,0.56644468,0.41456788,0.41619298,0.5465034,0.59537564,0.51038821,0.32414742,0.52104306,0.65430597,0.76063414,0.40076405,0.43412605,0.44018844,0.5461067,0.43227764,0.44073218,0.51133939,0.52052178,0.42678254,0.60369943,0.43124528,0.80281554,0.82796942,0.54383664,0.35628458,0.59259958,0.59973452,0.6454418,0.47818666,0.77722359
109,0,0.40969692,0.37249823,0.52711561,0.70638841,0.57081322,0.42780045,0.42084211,0.54161248,0.60512035,0.50721482,0.33806386,0.50998332,0.66772912,0.76228962,0.40291977,0.44977176,0.43631833,0.53841391,0.43342816,0.44281011,0.51844635,0.52760078,0.42749394,0.59918324,0.42554717,0.80464757,0.83264577,0.54185792,0.36049517,0.58441812,0.60173585,0.65382742,0.47810745,0.78709677
109,1,0.40469962,0.37411506,0.53284664,0.71007656,0.57536506,0.44854414,0.42807018,0.53411357,0.61593727,0.50621869,0.35137934,0.49890843,0.67190187,0.75708176,0.40312898,0.47012222,0.43391216,0.52808181,0.43505911,0.44474796,0.52441584,0.53845091,0.42848019,0.59738637,0.41957736,0.80806094,0.8398753,0.53942479,0.36756331,0.57438818,0.6073416,0.66625821,0.4817298,0.79731041
109,2,0.40126285,0.37690134,0.53927294,0.71326253,0.58142604,0.46715504,0.43687719,0.52217165,0.63056893,0.50979053,0.36969807,0.48835658,0.65768438,0.74609124,0.4022103,0.49878516,0.43346052,0.51790606,0.4370567,0.44761971,0.5306234,0.55362484,0.42999192,0.59858749,0.41595472,0.81121396,0.84860986,0.53498418,0.37681247,0.56498959,0.61887987,0.67974459,0.48834798,0.80717508
110,0,0.39873715,0.38143003,0.54407032,0.71593809,0.58701045,0.49860905,0.44847368,0.5077012,0.64837345,0.51852801,0.38225328,0.48243633,0.6185511,0.7256277,0.40169183,0.52624061,0.43518144,0.50851836,0.44025539,0.45144872,0.5371484,0.57048927,0.43216653,0.60234458,0.41387925,0.81502266,0.85432092,0.52847282,0.38983804,0.55523301,0.63666718,0.69751236,0.4975875,0.81440123
110,1,0.39830417,0.38752845,0.55088399,0.71836667,0.5915684,0.51542099,0.46207895,0.48879497,0.66587892,0.53467953,0.39119542,0.48098848,0.58639586,0.70483077,0.40301073,0.55612575,0.43817162,0.49564075,0.44254378,0.45405197,0.54484613,0.58910923,0.43545675,0.60710099,0.41366792,0.81814676,0.85413279,0.51897613,0.40502444,0.54560661,0.65768112,0.71443124,0.51039896,0.81729509
110,2,0.3990258,0.39379954,0.55635677,0.71800445,0.59381072,0.55655601,0.47485088,0.46212253,0.67882567,0.55942623,0.4004272,0.48714372,0.50556533,0.66635243,0.40729489,0.59014873,0.44603644,0.47956095,0.44693091,0.45888492,0.5550216,0.61097204,0.44006467,0.61151148,0.41664906,0.81975701,0.84013062,0.50578085,0.43016681,0.52986202,0.68798693,0.7295416,0.52863316,0.8170057
111,0,0.39931445,0.39792795,0.56030989,0.70927801,0.59148897,0.58971625,0.48466667,0.4209724,0.68562363,0.57889344,0.40371443,0.51067314,0.48556634,0.6294146,0.41442605,0.61174348,0.45433733,0.46158609,0.4509261,0.46306414,0.56659025,0.6282591,0.444519,0.6115307,0.42159245,0.81773214,0.82224492,0.49588151,0.45716709,0.5150742,0.71183949,0.74363328,0.54916463,0.81316708
111,1,0.39863792,0.4009183,0.56184942,0.69697868,0.5893383,0.6065931,0.48832456,0.39169195,0.69146608,0.58210952,0.40533633,0.52524257,0.4928259,0.60630691,0.4233491,0.63216757,0.45928204,0.4547564,0.45269612,0.46502533,0.5776122,0.64375813,0.44595796,0.60961853,0.42423396,0.81451162,0.81959767,0.48204774,0.47584717,0.50309815,0.7253076,0.75692035,0.56289068,0.80414503
111,2,0.39740213,0.40335139,0.56325983,0.68960237,0.58592289,0.62253338,0.49004386,0.36730241,0.6921663,0.58091416,0.40655275,0.54302608,0.50117138,0.59385634,0.42967983,0.64681932,0.46341691,0.45113516,0.45365699,0.46586584,0.58324663,0.65506339,0.44598222,0.60847506,0.42529057,0.81024973,0.82467716,0.47374748,0.49028636,0.49542437,0.7340583,0.76385916,0.57945413,0.79515703
112,0,0.39520115,0.40765246,0.56437227,0.68236602,0.58273966,0.63453264,0.48971053,0.34557867,0.69016047,0.57754155,0.40758091,0.56241662,0.5099995,0.59002805,0.43482809,0.66382712,0.46826818,0.4506911,0.45334092,0.46543391,0.58764659,0.66548277,0.44577203,0.60929182,0.42670189,0.80366406,0.83601865,0.46811044,0.50162567,0.4892541,0.73967427,0.77271721,0.59742186,0.78480722
112,1,0.39241386,0.41331921,0.5651172,0.67601054,0.58182929,0.64994436,0.48855263,0.33059529,0.68563822,0.57300205,0.40760988,0.58776531,0.51283495,0.59624759,0.44070402,0.68162274,0.47177231,0.45560698,0.45178583,0.46362448,0.59038885,0.67630039,0.44662086,0.61388489,0.42990943,0.79739659,0.85288308,0.46568881,0.51245002,0.48439209,0.74268648,0.77928693,0.61472706,0.77029534
112,2,0.3892477,0.4201554,0.56603099,0.67276694,0.58390053,0.66443806,0.48803509,0.32035833,0.68043034,0.56887523,0.40516255,0.61785931,0.51885777,0.60816932,0.44522467,0.70019143,0.47441987,0.4655951,0.44809406,0.46006397,0.59142933,0.68754876,0.45021827,0.62163928,0.43680755,0.7921994,0.86808122,0.46740293,0.51939699,0.48362406,0.74294175,0.78593046,0.63529454,0.74950209
113,0,0.38621685,0.42645004,0.56769964,0.67303038,0.58824464,0.67439726,0.48804386,0.31857391,0.67644055,0.56803563,0.40120918,0.64338235,0.52249761,0.62280419,0.44818992,0.71882639,0.47821212,0.4775283,0.44519881,0.45651514,0.59037122,0.69907347,0.45644301,0.63140194,0.4457283,0.78721435,0.88349436,0.47171125,0.52388021,0.48549206,0.74304386,0.79353362,0.65162754,0.73134735
113,1,0.38383547,0.43345106,0.56945769,0.67534371,0.59340136,0.68655415,0.48859649,0.32329866,0.67260394,0.56987136,0.39304902,0.674151,0.52555427,0.63749655,0.44879935,0.73634222,0.48363183,0.49253237,0.44097604,0.45241764,0.58695882,0.71072009,0.4643169,0.64235611,0.45655849,0.78588371,0.89541368,0.47763589,0.52588958,0.48957954,0.74444274,0.80069388,0.66553363,0.71287769
113,2,0.38251849,0.43837218,0.57211959,0.67908125,0.60075762,0.69840504,0.48974561,0.33283485,0.67055434,0.57651696,0.38483093,0.69858247,0.52641898,0.65540789,0.44761688,0.75445442,0.49035976,0.50590406,0.43760035,0.44826177,0.58115686,0.72051365,0.47397736,0.65271452,0.46739623,0.78668402,0.90183695,0.4860627,0.52524335,0.49409008,0.74754684,0.8072636,0.67714245,0.69451868
114,0,0.38320404,0.44261832,0.57563568,0.68391372,0.60610375,0.7060089,0.49151754,0.34716804,0.66956966,0.58839936,0.37447687,0.71819284,0.52328189,0.67129587,0.44508823,0.76630835,0.49914344,0.51868159,0.43626019,0.4467792,0.57516974,0.72993336,0.48410671,0.66332276,0.47838491,0.78937422,0.90324791,0.49466206,0.52127509,0.50172481,0.75291775,0.81272606,0.68634596,0.6776747
114,1,0.38655962,0.44431363,0.57784068,0.68984935,0.61013625,0.71430823,0.49370175,0.36529403,0.66901532,0.60376821,0.3652813,0.73508945,0.51464481,0.68949462,0.43982172,0.7733029,0.51062919,0.52817562,0.43646248,0.44691929,0.56966758,0.73784948,0.49298302,0.67271068,0.49167547,0.79501495,0.89783248,0.5086799,0.51386365,0.50997136,0.75908511,0.81486676,0.69483653,0.65590263
114,2,0.39227855,0.44244565,0.5779996,0.69620482,0.61027067,0.71588464,0.49459649,0.38476376,0.66851204,0.6123207,0.35941641,0.7448302,0.50470062,0.70187621,0.43576496,0.7694743,0.52186575,0.53169054,0.43799229,0.44840186,0.56635217,0.74466027,0.49950687,0.67858172,0.50061887,0.79839938,0.88751226,0.53046879,0.5064522,0.5176126,0.76281207,0.81412859,0.70069134,0.63905864
115,0,0.399116,0.43801899,0.57585419,0.6997201,0.60832773,0.70793769,0.49217544,0.40312816,0.66707513,0.61883823,0.35573818,0.74854457,0.50537429,0.7101421,0.43058941,0.75843028,0.53192649,0.53051473,0.44052089,0.45193902,0.56539988,0.7486671,0.50295069,0.67975401,0.50403019,0.79841867,0.87342946,0.54728214,0.49552688,0.52236397,0.7636902,0.80947811,0.70373038,0.62811303
115,1,0.40580913,0.4323601,0.5723679,0.70060097,0.60457628,0.69381491,0.48545614,0.41660165,0.66456601,0.6181694,0.35489827,0.74623257,0.51753054,0.71136071,0.42223031,0.73810926,0.53396667,0.52694978,0.4432265,0.45484579,0.56670488,0.74952861,0.5030962,0.67637167,0.50261887,0.79629737,0.86394238,0.56312913,0.48541944,0.52555324,0.76016746,0.80194877,0.70597004,0.61847817
115,2,0.41325095,0.42536693,0.56760032,0.69824648,0.59802041,0.67654859,0.478,0.43004624,0.66113056,0.61343067,0.35505756,0.73872044,0.53330652,0.70647475,0.41187011,0.7138713,0.53282978,0.52097067,0.44632404,0.45964372,0.5698792,0.74726918,0.50191593,0.66992409,0.49843774,0.79140874,0.85710254,0.58073051,0.47564522,0.52664671,0.75224384,0.79272164,0.70659657,0.61440123
116,0,0.41665163,0.41853858,0.56377632,0.69442661,0.58953993,0.65915245,0.46819298,0.44125126,0.65791393,0.60788081,0.35464485,0.72917677,0.54203409,0.69676032,0.40271967,0.68897806,0.52835228,0.51183939,0.44929515,0.4636128,0.57463187,0.74240897,0.50026677,0.65931585,0.49140377,0.78410954,0.85006114,0.58981881,0.46764813,0.52692007,0.74332976,0.77995128,0.70604926,0.61280109
116,1,0.41838355,0.4145122,0.56109456,0.68868033,0.58171931,0.63361461,0.46033333,0.45020228,0.65607586,0.6028717,0.35352255,0.71875379,0.54744357,0.68599972,0.39043114,0.66413636,0.52200592,0.50124461,0.45100196,0.46639117,0.58021339,0.73786573,0.49887631,0.64492169,0.48430943,0.77826632,0.84238816,0.59499569,0.46194313,0.52629524,0.73249604,0.76954307,0.70501944,0.61536301
116,2,0.41755367,0.40931638,0.55943584,0.67843912,0.56958514,0.59993509,0.45503509,0.45634301,0.65584245,0.59824681,0.35091594,0.70512432,0.55321502,0.66924952,0.38036202,0.63208659,0.5146784,0.48687222,0.45277198,0.47001004,0.58693237,0.73493173,0.49760711,0.62634765,0.47630189,0.77088034,0.8314498,0.59470808,0.45870189,0.5239521,0.71770052,0.75433675,0.70253493,0.62356796
117,0,0.4148656,0.4047249,0.55954509,0.66739936,0.55986436,0.57549147,0.45278947,0.4580263,0.65689278,0.59642532,0.34804866,0.69463311,0.55687497,0.65042996,0.37239403,0.60453541,0.50446192,0.46975421,0.45305013,0.47135253,0.59329865,0.7347448,0.49663703,0.60783127,0.46992453,0.7650082,0.81944986,0.58999137,0.45907549,0.52116636,0.70713228,0.7420093,0.69880455,0.63297302
117,1,0.41113116,0.39912095,0.56102503,0.65696057,0.55137166,0.54825668,0.45207895,0.45587343,0.65872356,0.59676685,0.3457027,0.68165555,0.55949927,0.63515129,0.36720939,0.57186718,0.49104501,0.45121021,0.45277198,0.47174943,0.59997355,0.73521619,0.49506063,0.5889017,0.46379623,0.76216373,0.81045998,0.58170837,0.46147865,0.51729367,0.69790167,0.72978519,0.69288492,0.6470423
117,2,0.40662096,0.39429401,0.56303139,0.63911254,0.53999511,0.52202337,0.45201754,0.44957376,0.66094821,0.59888718,0.34355948,0.67068678,0.56025338,0.61312425,0.36336183,0.54751877,0.47683383,0.4314216,0.45198812,0.47167939,0.60697469,0.7350699,0.49214228,0.56895359,0.45698113,0.76134413,0.80352608,0.57024446,0.46665859,0.51199557,0.69174452,0.71798184,0.68407029,0.65867733
118,0,0.40246257,0.38631191,0.56545491,0.61915699,0.52817865,0.50419139,0.45224561,0.43953186,0.66227571,0.60217441,0.34248063,0.65936173,0.55767935,0.59479904,0.36170639,0.51407746,0.45671235,0.40884358,0.45139389,0.4713175,0.61267084,0.7328186,0.48700889,0.55128279,0.4488,0.76140199,0.8031095,0.5594478,0.47284826,0.50657381,0.68783377,0.70604562,0.6687599,0.67261895
118,1,0.39893559,0.37993878,0.56725268,0.59860871,0.51683265,0.47892248,0.45257895,0.42332755,0.66143691,0.60368283,0.34289335,0.64893875,0.54079735,0.5803941,0.35978716,0.48210867,0.42987852,0.38460191,0.4500158,0.46997502,0.61974253,0.72803153,0.48012935,0.53636975,0.43956226,0.76143091,0.81416881,0.54491803,0.48112807,0.50065087,0.68420891,0.69175463,0.6495391,0.68574347
118,2,0.39664442,0.37487638,0.56789829,0.58137812,0.5063237,0.46095141,0.45224561,0.39705245,0.65708972,0.60013946,0.34486279,0.63763645,0.52050676,0.57497931,0.35878661,0.4541231,0.40908737,0.36115454,0.44854921,0.46821228,0.62414249,0.71840052,0.46982215,0.51834342,0.42815849,0.76078488,0.84013062,0.5362669,0.48865059,0.49773496,0.67616276,0.67541153,0.62447789,0.69651034
119,0,0.39542666,0.36952359,0.56698451,0.58195439,0.49319362,0.44702337,0.44964035,0.36733131,0.64938731,0.58714709,0.34742596,0.6262735,0.50209643,0.57993424,0.35772239,0.42760271,0.37620308,0.34707611,0.44651369,0.46550396,0.63037651,0.70642068,0.46105093,0.50222927,0.41991698,0.7585093,0.8700297,0.52018407,0.4973444,0.49342619,0.65946801,0.66287001,0.60439291,0.70392374
119,1,0.39511997,0.36636057,0.56455105,0.5987075,0.48446264,0.43266877,0.44459649,0.3532293,0.63595915,0.56884677,0.34777351,0.62003487,0.50624906,0.59068334,0.35676733,0.40711235,0.35822302,0.34997186,0.44373222,0.46225864,0.6353408,0.6868498,0.45245756,0.4856635,0.41603774,0.75743901,0.88541597,0.51093471,0.50463468,0.49328951,0.65816103,0.6462464,0.57878439,0.70960082
119,2,0.39492152,0.36614865,0.56188915,0.61620153,0.47692308,0.41269473,0.43942982,0.34643838,0.6166229,0.54158128,0.34518862,0.616745,0.52696194,0.60532972,0.35565763,0.39589898,0.34601308,0.36294953,0.44036918,0.45748407,0.63891191,0.65930592,0.44590137,0.47152878,0.41616604,0.75696654,0.89478211,0.50821398,0.50917848,0.49008071,0.64125185,0.62840481,0.55543713,0.7098136
120,0,0.39461483,0.3688329,0.56031983,0.64238907,0.4729089,0.39154303,0.43066667,0.34538362,0.6018016,0.50990437,0.3414235,0.61991358,0.5417425,0.61980364,0.35425687,0.38807245,0.34068681,0.37779098,0.4365257,0.45251103,0.64044617,0.63322497,0.44277284,0.46242913,0.41966038,0.75779578,0.89857156,0.5097843,0.51112727,0.48628612,0.62134069,0.61184764,0.53136252,0.70618776
120,1,0.39404655,0.37282788,0.55986293,0.65904339,0.47103318,0.38329006,0.42531579,0.34893801,0.58645514,0.49820697,0.33764391,0.6263114,0.55463275,0.63308195,0.35336547,0.38559859,0.342361,0.39305773,0.43342816,0.44865868,0.63966141,0.60541287,0.44299919,0.45978668,0.42525283,0.75896249,0.89839687,0.51327006,0.51066279,0.48221817,0.60738245,0.59516498,0.5101181,0.70039152
