,measure_number,beat_number,pid1263b-02,pid52932-17,pid610003b-06,pid9048b-06,pid9050b-02,pid9054b-02,pid9055b-02,pid9058b-02,pid9059b-06,pid9060-31,pid9063b-06,pid9064-13,pid9065-20,pid9066b-02,pid9069-02,pid9072b-06,pid9073b-06,pid9075b-02,pid9085-04,pid9088-18,pid9090-15,pid9093b-08,pid9094b-02,pid9097-20,pid9098-16,pid9099b-06,pid9101b-13,pid9104b-02,pid9111b-04,pid9118b-06,pid9121-10,pid9134-08,pid9138b-02,pid9139b-02,pid9153b-02,pid915406-14,pid9166j-02,pid9170b-02,pid9174b-02,pid9192b-02
54,19,0,0.62266859,0.58986076,0.77994049,0.59461106,0.70030662,0.52223707,0.5728512,0.55155288,0.80357004,0.56884653,0.80296021,0.48128498,0.33803601,0.63037731,0.84678249,0.6463432,0.70180779,0.88694426,0.68574822,0.56470875,0.24470492,0.65771551,0.54244757,0.61389302,0.82473116,0.74982314,0.9040181,0.51003293,0.81079789,0.42387746,0.77519904,0.55247743,0.61534619,0.69081822,0.56837721,0.67922078,0.46726785,0.57681309,0.69427868,0.99770356
55,19,1,0.62369942,0.57257266,0.71646798,0.55687265,0.64032773,0.56047708,0.56285735,0.5104255,0.80166425,0.55280315,0.80092522,0.50191674,0.31111818,0.62994942,0.86317574,0.61960583,0.64700511,0.89664897,0.69978327,0.57828081,0.24536484,0.67618214,0.46822205,0.61106624,0.83606055,0.78439973,0.89251573,0.53122042,0.73579789,0.40872503,0.72821057,0.57427547,0.61196172,0.65742991,0.56520713,0.60790971,0.44954217,0.55982403,0.65705148,0.96431605
56,19,2,0.58342004,0.5580413000000001,0.63783333,0.51656271,0.56975546,0.57015235,0.54519681,0.45511014,0.79252307,0.5350115,0.74839476,0.51866902,0.28707494,0.6210248,0.8544463999999999,0.55925281,0.56879119,0.89689781,0.67938192,0.56905064,0.26030419,0.67428488,0.41980951,0.59217853,0.84474438,0.80222674,0.86956618,0.55599918,0.65295087,0.39103469,0.66772355,0.57427547,0.60019702,0.61848947,0.53900527,0.5657081,0.43270329999999996,0.52189946,0.5896553000000001,0.89012741
57,20,0,0.51575145,0.57379684,0.55349393,0.46675614,0.48703159,0.54940532,0.52492558,0.38982077,0.77439585,0.50751232,0.67278427,0.52471824,0.25552067,0.60588047,0.82857316,0.45539022,0.50607448,0.87997678,0.62171005,0.53416919,0.28908302,0.64713952,0.37903598,0.54528516,0.87107758,0.80020243,0.81248482,0.59020375,0.53666337,0.3883466,0.59392449,0.55876123,0.5835069,0.5883997,0.48667337,0.5166914,0.42087549,0.47616614,0.51875452,0.75589577
58,20,1,0.44987476,0.602953,0.4732483,0.41577659,0.40350348,0.51590271,0.52647309,0.30853742,0.74044609,0.45643115,0.56260428,0.51147742,0.22673502,0.61407155,0.79987893,0.35320564,0.42017151,0.82019741,0.53399879,0.46904088,0.35078876,0.61227865,0.35539734,0.45188806,0.89411606,0.78331139,0.74506016,0.6285141,0.39742829,0.45014266,0.53216688,0.53685668,0.57041233,0.57487819,0.43503909,0.48759431,0.43038475,0.42939768,0.45725244,0.61705028
59,20,2,0.41040462,0.61906364,0.45977295,0.36300373,0.39142728,0.50794467,0.56449936,0.28772746,0.68566553,0.46245153,0.49167046,0.48704286,0.22274769,0.68423063,0.77783159,0.33272914,0.39886451,0.71796616,0.52171421,0.39930725,0.40235686,0.57718428,0.34848951,0.37725824,0.87079587,0.74134497,0.67834198,0.63928792,0.3085394,0.58181409,0.48322007,0.53213495,0.56368562,0.56908686,0.43363358,0.50400742,0.44429605,0.44591447,0.45846557,0.57405757
60,21,0,0.48055877,0.61384917,0.51903796,0.35499588,0.4525874,0.53394361,0.59040542,0.3632371,0.59747814,0.51653631,0.47924566,0.46677145,0.24098875,0.73811452,0.76392033,0.37679278,0.45689632,0.58686131,0.58814887,0.37246561,0.43261894,0.56168515,0.34877814,0.34932341,0.80808613,0.69555848,0.61156861,0.62471702,0.33030828,0.66927467,0.46787975,0.57300924,0.55201238,0.57045915,0.50066684,0.5447248,0.44897588,0.51084298,0.51412256,0.60120589
61,21,1,0.55396917,0.59522475,0.59591001,0.38761377,0.54512554,0.54314446,0.60573879,0.46433165,0.51649289,0.57641144,0.51265231,0.45493368,0.26174674,0.78426578,0.74114656,0.42204369,0.54625341,0.50943928,0.67306771,0.42770026,0.4662749,0.57516054,0.35095247,0.36151612,0.70544791,0.64233863,0.57334143,0.58000617,0.41101220000000005,0.74317465,0.48337161,0.60197863,0.53949479,0.56887283,0.58945975,0.59923933,0.43540649,0.58948696,0.56513534,0.68183296
62,21,2,0.59797688,0.58374918,0.64746129,0.44163856,0.59106788,0.51708539,0.59785947,0.53665344,0.47463186,0.59961222,0.56524597,0.45110787,0.26997311,0.81328606,0.71168957,0.44610575,0.59263916,0.48521068,0.7216121,0.45680554,0.48405506,0.56957579,0.34496825,0.37718739,0.59483624,0.60830622,0.57634397,0.53777526,0.47353281,0.76383841,0.51106811,0.59395524,0.5354066999999999,0.55527578,0.61353797,0.64675325,0.40758390000000005,0.63618425,0.59330695,0.73781786
63,22,0,0.61966281,0.58979535,0.66861247,0.49656565,0.60740406,0.48819992,0.56870482,0.59770146,0.47080919,0.57969109,0.60211588,0.44233689,0.27672906,0.8436053,0.6696168,0.45445623,0.60682618,0.48442269,0.73947111,0.45359547,0.48995663,0.55103133,0.33260535,0.39922777,0.51437915,0.59396189,0.59726239,0.5055567,0.52108473,0.76840366,0.54250644,0.55634711,0.53778497,0.5402309000000001,0.59357367,0.68231293,0.36449307,0.66364754,0.60939625,0.7784616999999999
64,22,1,0.63680154,0.62095131,0.67280102,0.5777269,0.59917314,0.49624482,0.50952133,0.68187167,0.53565057,0.51990141,0.63585116,0.42889673,0.29588417,0.88844232,0.64641927,0.44322463,0.59973267,0.53782349,0.74980724,0.4414577,0.50884294,0.53414088,0.33226862,0.47118668,0.4409769,0.658359,0.65921183,0.47853468,0.56913947,0.77628773,0.60961451,0.51219483,0.54855052,0.53640358,0.50590927,0.71892393,0.31341019,0.68933169,0.64681951,0.81809888
65,22,2,0.64967245,0.67317073,0.67312321,0.6557978,0.58328935,0.55861286,0.44391154,0.75750445,0.65825309,0.45748932,0.6982531999999999,0.46323699,0.31717204,0.88906888,0.66784914,0.46033719,0.57354226,0.66828965,0.74111739,0.47788077,0.53893533,0.55188753,0.36156436,0.56038257,0.43928668,0.75522131,0.72140413,0.51654661,0.59127102,0.80300345,0.69868395,0.51870348,0.56043484,0.54699165,0.38719043,0.73543599,0.29719103,0.70155916,0.69152156,0.82691763
66,23,0,0.64039499,0.71346603,0.66453765,0.7451248,0.56129835,0.63080315,0.40856684,0.81443426,0.74174247,0.49478147,0.73230446,0.50344246,0.34310959,0.86338004,0.71953508,0.49050974,0.54813266,0.77218812,0.72260195,0.50473217,0.57085036,0.59272232,0.40714835,0.61406305,0.47443843,0.85847219,0.76221437,0.633546,0.62786845,0.83422436,0.73326961,0.55092719,0.57923586,0.54632439,0.3694934,0.73685838,0.3196286,0.7099049,0.71769579,0.81721806
67,23,1,0.61675337,0.73509952,0.64001289,0.80577016,0.5385408,0.69604437,0.4031092,0.84814612,0.77616869,0.53881696,0.75527074,0.54150119,0.36280783,0.83359567,0.74750288,0.55880165,0.51945422,0.83717651,0.69458395,0.54189677,0.59708378,0.63464682,0.42654416,0.63010273,0.52591676,0.93686536,0.79332156,0.6748405,0.66589186,0.86460429,0.77890589,0.60045205,0.59965522,0.5367561,0.40639555,0.72115028,0.35785796,0.72374976,0.72988837,0.80318775
68,23,2,0.58900771,0.74079993,0.6131759,0.85733621,0.5120762,0.75123614,0.40866134,0.86713641,0.77428505,0.57802826,0.76445978,0.58197501,0.37691584,0.81872641,0.75178885,0.60439291,0.49115958,0.85824486,0.67016067,0.56046444,0.60465716,0.66822339,0.42575524,0.63382217,0.59308478,0.97911474,0.80587261,0.67904919,0.6805638,0.89186064,0.81303694,0.63749216,0.61707008,0.51913029,0.44208712,0.70636982,0.37158762,0.74458174,0.73601529,0.78933571
69,24,0,0.56306358,0.73369779,0.5908306999999999,0.8932813000000001,0.49111563,0.79580382,0.41735576,0.87668628,0.7441911999999999,0.61083142,0.76983164,0.63085946,0.38548663,0.82347907,0.72954779,0.65442457,0.47498743,0.84688122,0.66342968,0.57900283,0.60331846,0.70371668,0.39820089,0.63591923,0.66462533,0.98882274,0.82469367,0.67166084,0.68867458,0.92746659,0.83603576,0.66721892,0.62891922,0.49734983,0.47611671,0.69901051,0.37080765,0.77375946,0.74333084,0.77797934
70,24,1,0.52695568,0.6938416999999999,0.59528457,0.94720458,0.49457136,0.83328879,0.42471531,0.89942537,0.67481801,0.65054223,0.7744704000000001,0.69039331,0.40179364,0.86403717,0.65530601,0.72154504,0.48550859,0.80517585,0.70212766,0.63996487,0.58716611,0.7620646,0.33134501,0.652887,0.75431742,0.95273337,0.86109946,0.65313851,0.71225684,0.98233969,0.8662035,0.70325314,0.63662398,0.46479246,0.5365635999999999,0.70575139,0.35473807,0.81277091,0.75268053,0.77480208
71,24,2,0.46157996,0.63980002,0.64632413,0.97464557,0.54050114,0.84598423,0.4658366,0.91370913,0.63105118,0.67518896,0.7712220000000001,0.73111247,0.41947833,0.86992069,0.58676675,0.75698116,0.52885048,0.76926841,0.73400088,0.69967802,0.5681980999999999,0.78806188,0.30006735,0.67001771,0.83217794,0.91104992,0.88988851,0.66866639,0.73871579,1.0,0.88484269,0.73826965,0.63283141,0.4659759,0.62004227,0.72003711,0.35489834,0.81387074,0.7579986999999999,0.76981073
72,25,0,0.42308285,0.58623493,0.70236719,1.0,0.62306165,0.82533743,0.55617115,0.9014228999999999,0.68082348,0.69188301,0.74879923,0.72547727,0.44966816,0.84974861,0.58828016,0.77873199,0.59421402,0.82076145,0.73202117,0.76888477,0.5634781,0.82316599,0.3115355,0.7011548000000001,0.88622835,0.88347137,0.89839938,0.73733278,0.7645483000000001,0.99671122,0.91047595,0.74986687,0.60830988,0.50946128,0.7551346999999999,0.71941868,0.38040238,0.7908391,0.75607485,0.74451843
73,25,1,0.41237958,0.59858892,0.75765214,0.96714526,0.69309357,0.77903247,0.61504749,0.84261869,0.75202491,0.69457772,0.72312807,0.68787856,0.47638729,0.82071305,0.62036443,0.77550261,0.66066277,0.89357996,0.7054619000000001,0.78537418,0.58367167,0.81088733,0.3703579,0.71144173,0.91481518,0.88863011,0.84710233,0.77270014,0.78181668,0.97978675,0.92182965,0.76331018,0.57117929,0.56768938,0.84142438,0.70265925,0.40297886,0.73830627,0.74015709,0.69092434
74,25,2,0.40863198,0.63385665,0.78600534,0.89507461,0.73083013,0.72784979,0.64805321,0.77170612,0.7832710999999999,0.6766349,0.69193336,0.6299471,0.48673317,0.78356282,0.6522913,0.75905493,0.69913449,0.92526543,0.65514619,0.77387062,0.59651813,0.77205682,0.41089090000000006,0.69338293,0.91646866,0.8508538,0.79908378,0.77758798,0.79512034,0.94661361,0.91320363,0.75845828,0.52881368,0.60062446,0.86061924,0.66623377,0.42963683,0.67490457,0.71100518,0.62765165
75,26,0,0.40092486,0.64643491,0.77812103,0.80591679,0.72782679,0.64383269,0.6417214,0.67847859,0.74404716,0.64337167,0.65823601,0.54086483,0.47482415,0.72966365,0.67002845,0.73555485,0.69696408,0.92650962,0.58487715,0.73976973,0.57838602,0.71290134,0.43795459,0.65120085,0.89421405,0.77866417,0.7438459,0.74854908,0.80643752,0.89363268,0.85953583,0.72928772,0.46591613,0.60923592,0.84057287,0.62634508,0.44415715,0.58869121,0.67001605,0.54810465
76,26,1,0.37569364,0.56774133,0.67935864,0.69697619,0.61775868,0.39375251,0.55327695,0.52157614,0.61630342,0.55253368,0.6104075,0.41857701,0.39897204,0.58509712,0.6769417,0.68358398,0.59368466,0.86902787,0.40981933,0.63662796,0.47249073,0.59277097,0.44729652,0.53799504,0.83890209,0.64417792,0.66658572,0.64072854,0.78744642,0.73414927,0.69939501,0.60587198,0.34199972,0.59235292,0.75520652,0.58149041,0.4483455,0.37108753,0.57922727,0.43434174
77,26,2,0.3461657,0.45255584,0.45050509,0.59650587,0.36586745,0.27191634,0.32631243,0.36411274,0.51545135,0.44494906,0.5494843,0.35306295,0.29453298,0.55471675,0.67320056,0.62668197,0.38189831,0.78664565,0.29668452,0.48140306,0.29946578,0.47386651,0.43287474,0.35324832,0.79041227,0.53667164,0.56696103,0.52428483,0.7243818000000001,0.50250788,0.5670323,0.46568761,0.23128342,0.55708872,0.6346,0.55230674,0.44356949999999995,0.2269069,0.49757986,0.32183715
78,27,0,0.356079,0.38817867,0.36174971,0.49375726,0.2603986,0.31228785,0.21362756,0.30358462,0.49855403,0.36813013,0.52401537,0.34364793,0.20338062,0.62854348,0.67495611,0.56252177,0.27974379,0.70141838,0.29889345,0.35045370000000003,0.20504682,0.42711617,0.41748124,0.28137442,0.75617911,0.49007978,0.49283585,0.49962955,0.63008572,0.31058718,0.48925828,0.390282,0.15420068,0.53894673,0.52037466,0.53547928,0.43638947,0.25193763,0.5058022,0.3274262
79,27,1,0.38902697,0.38207644,0.37370885,0.44250702,0.27198472,0.39285714,0.21127676,0.37333425,0.54189981,0.37200789,0.54517417,0.37688415,0.18279484,0.7455568,0.69498154,0.53532531,0.26632434,0.62691606,0.38557318,0.29821446,0.23464898,0.44185639,0.37781412,0.28575275,0.77163609,0.49224557,0.47381609,0.54051245,0.55084899,0.32380237,0.48647231,0.44345171,0.21388263,0.54388196,0.44798613,0.50166976,0.43199812,0.36986479,0.57844303,0.41858124
80,27,2,0.40504817,0.42031586,0.38322309,0.40364075,0.28742869,0.44834291,0.26136417,0.41355863,0.55317947,0.3931975,0.56862076,0.42210381,0.19663792,0.77174993,0.71333616,0.51951084,0.26778009999999997,0.61208527,0.43827495,0.29280905,0.27290554,0.46227865,0.33085434,0.30763727,0.78635818,0.49542353,0.47776797,0.56539411,0.49985987,0.37807479,0.50317647,0.46777038,0.24520124,0.55605635,0.40470279,0.47339518,0.43657111,0.43320826,0.63521512,0.47966235
81,28,0,0.40349711,0.48512289,0.36241305,0.38674532,0.27198472,0.46929707,0.30366678,0.40985087,0.49783382,0.40051922,0.56433591,0.41695929,0.20112864,0.696991,0.70894122,0.47777426,0.25575024,0.55467817,0.43395086,0.25795687,0.26471623,0.44545631,0.26441216,0.31667021,0.74244911,0.46706137,0.44445303,0.54802428,0.46395483,0.37544676,0.49337312,0.45416139,0.24950746,0.54454922,0.34027536,0.45744589,0.43941320000000006,0.43176554,0.6521866999999999,0.49661826
82,28,1,0.34802505,0.47375012,0.32348426,0.37758704,0.23473824,0.44403314,0.33710958,0.35769599,0.39052199,0.38427209999999995,0.48628596,0.27771985,0.15522791,0.35703043,0.67195351,0.3627988,0.23642836,0.42533179,0.33964407,0.19546297,0.21377663,0.36474995,0.20268424,0.28864329,0.59331749,0.40764886,0.34422122,0.43884544,0.35423673,0.36616609,0.39348619,0.39342982,0.23878413,0.48794521,0.23817633,0.44077922,0.41930486,0.35843307,0.61720196,0.44633775
83,28,2,0.28,0.42829642,0.35670830000000003,0.34640154,0.26531202,0.39919818,0.37547843,0.3388562,0.32745344,0.41750246,0.36716973,0.19765391,0.11641829,0.28491526,0.6226527,0.22223366,0.29989942,0.348001,0.34106112,0.19524832,0.15918547,0.27006227,0.15042332,0.21613177,0.40162408,0.39465407,0.22913125,0.38663305,0.18588032,0.37020574,0.31266975,0.36564382,0.22704757,0.36514371,0.20037138,0.40316017,0.35983459999999995,0.29508313,0.51078952,0.36707387
84,29,0,0.20932563,0.38659004,0.44419385,0.28634267,0.34887783,0.39335159999999997,0.41481595,0.35378301,0.34929253,0.47366415,0.31854492,0.19148969,0.13647021,0.30744074,0.630813,0.16502295,0.40160398,0.36855508,0.42038469,0.26279637,0.15797247,0.20465071,0.14968251,0.21720156,0.39829263,0.53919659,0.23748758,0.46829595,0.16591658,0.36901937,0.36384301,0.40960676,0.23344357,0.26519281,0.22057164,0.40195424,0.29384676,0.33057514,0.40120333,0.32249777
85,29,1,0.23428709,0.39360807,0.55248943,0.25824752,0.47392495,0.4850127,0.46510419,0.37641264,0.40833897,0.57222478,0.43845745,0.21355516,0.20457285,0.46680013,0.70865064,0.22342884,0.50338795,0.42782847,0.56360056,0.40888867,0.21356294,0.17482,0.220406,0.2995395,0.50255983,0.72594495,0.35102108,0.64820951,0.26840587,0.38619913,0.44530057,0.52535413,0.27698424,0.27882763,0.29482734,0.43632653,0.24980501,0.43208902,0.40786942,0.41513134
86,29,2,0.30216763,0.42190449,0.60049656,0.25989421,0.54014929,0.55956167,0.50785569,0.35493228,0.46421646,0.61794939,0.59162496,0.29234072,0.27985534,0.59854517,0.74430656,0.28105113,0.55408803,0.48180159,0.65385417,0.50687872,0.26548299999999997,0.19893948,0.29893208,0.3770882,0.62902041,0.8103239999999999,0.45909041,0.726312,0.47551929,0.4220003,0.50820054,0.60448741,0.33576555,0.35507183,0.37924985,0.47769944,0.28410244,0.54695607,0.4708052,0.49947046
87,30,0,0.36229287,0.46218109999999996,0.61641681,0.26879307,0.57809947,0.59238942,0.53734111,0.28953345,0.49867591,0.62852448,0.65448203,0.35313195,0.33623442,0.72853279,0.75056601,0.31940795,0.57411133,0.47015594,0.71285973,0.59196019,0.30921375,0.23431601,0.32492784,0.44485299,0.7186635,0.8479044,0.50625897,0.75781025,0.58941642,0.46549031,0.54043153,0.64268724,0.37105967,0.39937554,0.4627593,0.53714904,0.35226993,0.63134502,0.51607093,0.53191422
88,30,1,0.42588632,0.52819363,0.60434395,0.29706868,0.5917716,0.61940398,0.58318764,0.28143385,0.55641489,0.61833717,0.68889984,0.38832324,0.38099591,0.85257576,0.77132998,0.34430109,0.57763161,0.46880392,0.73979411,0.66465997,0.32429137,0.27225141,0.33872426,0.5133970999999999,0.80000245,0.8704004000000001,0.54975163,0.81494135,0.67472799,0.51440156,0.57781482,0.69190443,0.41564875,0.42674589999999996,0.52217001,0.59914657,0.3988653,0.67878631,0.57919051,0.58657788
89,30,2,0.48453757,0.62170825,0.59187309,0.35454474,0.59026364,0.6607644,0.62033974,0.32442195,0.62061362,0.5799276999999999,0.68552505,0.42574561,0.43389103,0.8879533000000002,0.81351171,0.37663448,0.57233795,0.53742535,0.72425865,0.73385696,0.32765382,0.31335863,0.34470849,0.57760538,0.85059893,0.89006672,0.57330831,0.86738012,0.7225272,0.55508335,0.62329957,0.73026993,0.44931748,0.45093102,0.5682028,0.6585034000000001,0.43152799999999997,0.69437795,0.64480988,0.64260473
90,31,0,0.56477842,0.68892627,0.58357182,0.40464455,0.58298776,0.68789256,0.63345225,0.37077576,0.67718917,0.54390404,0.66248294,0.45470367,0.45116507,0.88427037,0.84593498,0.41617857,0.56583997,0.59769409,0.68643591,0.75881549,0.33246809999999993,0.33617435,0.35110641,0.61552249,0.85548588,0.89395209,0.58083674,0.91379914,0.75750907,0.57992191,0.66473941,0.7567187,0.47236842,0.46616475,0.61318916,0.6733456999999999,0.45520498,0.68965517,0.66119328,0.67507996
91,31,1,0.61372832,0.71743762,0.58470898,0.44256341,0.57752143,0.70145664,0.63751595,0.4265563,0.70834672,0.51925731,0.64223419,0.48031895,0.45003908,0.84936657,0.85279981,0.45865126,0.56214764,0.64353019,0.63220247,0.76189872,0.33111684,0.34538821,0.37126227,0.61345377,0.83440707,0.89377796,0.57117783,0.93213624,0.75914111,0.58654453,0.6882861,0.76145226,0.49376583,0.46167017,0.63548228,0.66703772,0.46885985,0.6700524,0.64840026,0.6842762
92,31,2,0.64176301,0.7378189,0.59071698,0.48418168,0.57313579,0.70239209,0.6315031,0.49508825,0.72687283,0.49280973,0.62274382,0.49717089999999997,0.43071176,0.78906429,0.8347962999999999,0.49946177,0.56145946,0.68746682,0.56548649,0.73901844,0.3272893,0.34466822,0.40051953,0.58272051,0.79333954,0.90545585,0.54798543,0.94817864,0.7400511,0.59246133,0.68927693,0.73747678,0.51941317,0.44083395,0.66295628,0.6572047,0.47972605,0.63793103,0.62115995,0.68065852
93,32,0,0.62495183,0.74385571,0.60301727,0.51489347,0.57289703,0.69978618,0.61559089,0.55534273,0.72446843,0.48148538,0.61753628,0.48712719,0.40466823,0.68016566,0.78474484,0.54798164,0.5689103,0.73203384,0.48542314,0.71832374,0.33872164,0.33807161,0.42625553,0.55483528,0.7104206,0.9244474,0.52511315,0.95296357,0.68874876,0.59759724,0.66886591,0.69801072,0.54741768,0.41426935,0.68832714,0.65448361,0.49105168,0.58529469,0.5859914,0.65944529
94,32,1,0.57525048,0.727689,0.62536247,0.5419397,0.58115308,0.70519845,0.6014979,0.61406485,0.68515584,0.48218206,0.63223621,0.46056122,0.35823762,0.60798936,0.70218536,0.59897103,0.58214446,0.75369111,0.44955926,0.70098546,0.36782729,0.33464682,0.42236867,0.53686149,0.68320555,0.93003058,0.50056298,0.93671537,0.61835641,0.60133654,0.63532936,0.64503035,0.570349,0.39977842,0.72430597,0.66796537,0.49246204,0.5652067,0.53606921,0.62250301
95,32,2,0.46392100000000003,0.68350621,0.6376438,0.55615082,0.58792631,0.71341708,0.60085999,0.6526611,0.63295698,0.48762406,0.66268517,0.43477728,0.30690564,0.56596421,0.59515709,0.63707456,0.59143485,0.75192435,0.47079417,0.6906625,0.4041355,0.33581436,0.40368482,0.51910733,0.68631654,0.9104730999999999,0.49131251,0.88837209,0.53712496,0.60405466,0.61071025,0.58845248,0.58505488,0.40000504,0.76032583,0.69171305,0.48125394,0.57821052,0.49640349,0.58025481
96,33,0,0.33508671,0.62628726,0.63665826,0.57267406,0.59251301,0.72624616,0.61104286,0.70283212,0.58640901,0.50413408,0.70875676,0.41544890000000007,0.26584006,0.58210187,0.4974151,0.65830299,0.59471692,0.74654944,0.51855711,0.67724656,0.44801709999999995,0.33856781,0.3812488,0.51260361,0.70577861,0.86866994,0.49763771,0.81722577,0.39904385,0.61323021,0.59160479,0.53351952,0.60068956,0.41314885,0.78173667,0.72053185,0.47275971,0.61920813,0.47158945,0.56237613
97,33,1,0.32052023,0.56377909,0.62295548,0.60470546,0.60156073,0.76172658,0.64297359,0.74974689,0.55397724,0.55762734,0.76090803,0.37967492,0.23864404,0.71725476,0.50578122,0.67296976,0.59140838,0.76885368,0.64000667,0.68112011,0.53763434,0.34488227,0.36558591,0.52918172,0.73355706,0.84104785,0.52704493,0.61679358,0.34165018,0.66175101,0.60429902,0.53280949,0.61656347,0.4560425,0.80050065,0.74260977,0.46557969,0.70770525,0.48191944,0.61024485
98,33,2,0.38168593,0.55862069,0.61300533,0.64229724,0.60675061,0.80462381,0.68131881,0.77266384,0.59552803,0.61037134,0.79276,0.36953155,0.25386479999999995,0.82917921,0.55250318,0.68990027,0.58840422,0.80306072,0.7249776,0.71173773,0.58374709,0.36826231,0.37236867,0.58653914,0.77183206,0.88262247,0.56209295,0.53129245,0.38184141,0.74090704,0.65218506,0.57930488,0.62757529,0.51060696,0.8383056000000001,0.75887446,0.46733196,0.7819758000000001,0.54137513,0.63375452
99,34,0,0.45752408,0.58880478,0.59833596,0.67101271,0.60663751,0.85447013,0.70728394,0.77860172,0.65025318,0.63487348,0.80476768,0.37904623,0.29890448,0.89886456,0.58760216,0.69668355,0.57441571,0.83750829,0.76521766,0.75392721,0.62893596,0.40460206,0.41917452,0.65147715,0.80601622,0.92741856,0.60345513,0.51861494,0.44920046,0.78752065,0.69003462,0.63578808,0.63421053,0.5622001999999999,0.85875208,0.77037724,0.47398844,0.84505402,0.60790128,0.65047974
100,34,1,0.61662813,0.66807775,0.61016242,0.73686882,0.63013647,0.94200187,0.74253414,0.77445615,0.78980842,0.64779494,0.78559331,0.40603389,0.37037184,0.94477131,0.62222895,0.70768561,0.57179535,0.88279695,0.76436327,0.81124988,0.70781221,0.47940261,0.51380604,0.71179596,0.8461529000000001,0.95335372,0.66507341,0.59282774,0.52805803,0.8563448,0.75358737,0.73344142,0.64700957,0.61435999,0.88375362,0.78175634,0.49416089,0.90159798,0.70002573,0.71057516
101,34,2,0.68998073,0.72959536,0.65837803,0.80113463,0.68716228,0.99311773,0.76657374,0.77266384,0.87412882,0.65862636,0.75901208,0.42435023,0.45450331,0.94490884,0.64604395,0.7248694,0.61781054,0.90245521,0.71897597,0.8161284000000001,0.75846898,0.53675812,0.5940734999999999,0.76677294,0.84027387,0.9597966999999998,0.71663539,0.66523976,0.58349819,0.88331581,0.80597293,0.77459972,0.65849282,0.64441199,0.9052773000000001,0.79369202,0.5090338,0.92540596,0.74271815,0.75424946
102,35,0,0.76459538,0.78186151,0.7247882,0.8829726000000001,0.75582447,1.0,0.77542173,0.79014913,0.93488161,0.68846533,0.73575509,0.4327532,0.5205924,0.93444076,0.65103214,0.75048282,0.68844128,0.90983743,0.67318232,0.80175627,0.78882534,0.59060128,0.65829325,0.83138505,0.81253215,0.95672758,0.74852633,0.74443301,0.65089845,0.89202583,0.85171413,0.79541555,0.66595835,0.66283096,0.93504935,0.79981447,0.50611691,0.93329883,0.7689659000000001,0.78845488
103,35,1,0.7944894,0.79371087,0.80293008,0.9418021000000001,0.82743974,0.97120139,0.76376223,0.82914215,0.95921375,0.73453828,0.73455433,0.44433796,0.58481368,0.86524443,0.63599491,0.79673896,0.77130039,0.9049436,0.6340884,0.78192994,0.79045943,0.62467406,0.69091784,0.8828197,0.75860422,0.9383454999999999,0.77551606,0.77060095,0.71829871,0.88849677,0.89166191,0.7853094,0.66519842,0.66184895,0.96422636,0.80871985,0.49607342,0.92741153,0.7742228,0.81651549
104,35,2,0.77317919,0.77350715,0.86009135,0.97237856,0.88004222,0.9387946,0.71261163,0.88196744,0.95320827,0.79342754,0.77022347,0.45751744,0.63297964,0.7751425000000001,0.62043707,0.86742124,0.84027686,0.89001327,0.63673495,0.78434969,0.75928603,0.64575793,0.69010006,0.92894084,0.67435024,0.89882786,0.81241859,0.7596419,0.77020277,0.88429194,0.93638896,0.72167852,0.65842246,0.64150373,0.97536779,0.83110699,0.48435246,0.91149641,0.76859828,0.83551617
105,36,0,0.70067437,0.70858798,0.90027102,0.97772464,0.91759029,0.9103969000000001,0.67411284,0.91870297,0.93442732,0.83483405,0.81054401,0.47371769999999996,0.67538317,0.65754848,0.6179914000000001,0.92171917,0.8982028000000001,0.88188454,0.67827745,0.80462484,0.69643643,0.65574042,0.61248797,0.93758413,0.59528942,0.85074497,0.85596644,0.70675036,0.80006594,0.90093107,0.96755919,0.65136149,0.64109907,0.61967292,0.96560108,0.88138528,0.47386022,0.90379763,0.75011948,0.85964452
106,36,1,0.58903661,0.61395197,0.88814131,0.95345296,0.90797708,0.87812375,0.66821812,0.96475578,0.92621688,0.86933947,0.82801203,0.53174883,0.70826213,0.62858933,0.67208669,0.96129492,0.90200101,0.90859323,0.74702524,0.87349985,0.60818302,0.64875462,0.47974793,0.89982288,0.52080935,0.84696843,0.89017552,0.5192838,0.79372733,0.92426791,0.99255132,0.60227448,0.63865747,0.61704163,0.93139709,0.95435993,0.45781202,0.91240215,0.72015881,0.89262308
107,36,2,0.54503854,0.52071769,0.81687925,0.84642974,0.83254166,0.8377655999999999,0.68558333,0.97898481,0.91448294,0.85310549,0.81158046,0.57377904,0.71779994,0.6400813,0.71834857,0.98963115,0.83952251,0.93422362,0.73536583,0.91093765,0.53802401,0.62266005,0.33543390000000006,0.79759122,0.44544742,0.86537227,0.90281488,0.44120189,0.77053248,0.93176153,1.0,0.59672438,0.64129609,0.63722318,0.84858526,0.99208411,0.42927356,0.92307692,0.67800556,0.90015205
