,measure_number,beat_number,pid1263b-02,pid52932-17,pid610003b-06,pid9048b-06,pid9050b-02,pid9054b-02,pid9055b-02,pid9058b-02,pid9059b-06,pid9060-31,pid9063b-06,pid9064-13,pid9065-20,pid9066b-02,pid9069-02,pid9072b-06,pid9073b-06,pid9075b-02,pid9085-04,pid9088-18,pid9090-15,pid9093b-08,pid9094b-02,pid9097-20,pid9098-16,pid9099b-06,pid9101b-13,pid9104b-02,pid9111b-04,pid9118b-06,pid9121-10,pid9134-08,pid9138b-02,pid9139b-02,pid9153b-02,pid915406-14,pid9166j-02,pid9170b-02,pid9174b-02,pid9192b-02
253,85,1,0.71973988,0.43491262,0.40437428,0.25885657,0.33567066,0.5210878,0.81269196,0.44033383,0.7420084,0.49860664,0.66363315,0.8118531,0.36005246,0.81828323,0.73309522,0.2913804,0.37072867,0.95106171,0.58476254,0.57840765,0.62348061,0.45606149,0.65982297,0.43940489,0.77404894,0.72739244,0.28227177,0.60358098,0.47391197,0.66023427,0.83202583,0.48496503,0.82205179,0.49310705,0.25985391,0.49457019,0.51577575,0.55662806,0.57187496,0.75322183
254,85,2,0.7816763000000001,0.44669657,0.41872145,0.30042972,0.34277061,0.53372311,0.83239616,0.50077986,0.76716047,0.4667302,0.67880075,0.79897263,0.37541894,0.81683146,0.75010594,0.30026912,0.36743337,0.9546283999999999,0.61033196,0.5793053000000001,0.57029099,0.51212298,0.651472,0.53070492,0.72471401,0.74221564,0.30854399,0.65731632,0.52016156,0.68375131,0.80591465,0.56477285,0.82324796,0.51400622,0.30383487,0.51592455,0.49007939,0.6457592,0.60893061,0.76809102
255,86,0,0.83560694,0.48548734,0.46926824,0.3641316,0.41030184,0.53723106,0.85115532,0.55112875,0.78625168,0.48981926,0.70500278,0.77198497,0.43300348,0.81609793,0.75707973,0.33058414,0.42079352,0.96217651,0.64014212,0.58755,0.54762743,0.58367387,0.67476429,0.6029118,0.6990911999999999,0.76253496,0.36416823,0.73006792,0.55690735,0.71268959,0.78579505,0.63881756,0.82275542,0.54945927,0.34805179,0.55306122,0.48491874,0.71566281,0.64672148,0.80946888
256,86,1,0.89860308,0.53264181,0.52432576,0.43011177,0.49233456,0.54716691,0.87578557,0.59997264,0.80727083,0.50867565,0.73596997,0.72954842,0.49767516,0.80928221,0.74695805,0.36941586,0.49389905,0.96740212,0.69630317,0.6011123,0.54193325,0.67178439,0.72771791,0.6548282,0.70476202,0.78140679,0.40677779,0.83272278,0.58193208,0.754783,0.76200357,0.6955610999999999,0.82099634,0.60036007,0.38195827,0.58806432,0.48220487,0.77673546,0.67125369,0.86089236
257,86,2,0.93577071,0.56814316,0.56685556,0.48066273,0.56067003,0.56078444,0.89978973,0.632631,0.80827913,0.5162537,0.74476718,0.67932224,0.54446343,0.78356282,0.71918397,0.38322779999999995,0.56091686,0.94343066,0.74360764,0.61524051,0.53853309,0.73593112,0.76325765,0.67591215,0.74707885,0.79531578,0.42149244,0.88021198,0.5847758000000001,0.77759423,0.72865353,0.71778517,0.8199409,0.64214582,0.40565689,0.60403834,0.47496073,0.80313127,0.66804318,0.88709694
258,87,0,0.93455684,0.57141389,0.57944014,0.52123208,0.5817437,0.57446211,0.90581439,0.63378027,0.76173117,0.5187118,0.73043379,0.62586061,0.56494324,0.72625579,0.6822568,0.38604559,0.58271353,0.88694426,0.76171671,0.62884184,0.52082836,0.77052929,0.79748894,0.66284803,0.78851383,0.80621007,0.41569709999999993,0.88849558,0.56991428,0.77571707,0.68040612,0.69836574,0.81965944,0.66951617,0.41830642,0.60784787,0.4834977,0.79245649,0.64300857,0.87420962
259,87,1,0.88809249,0.55592935,0.5714041999999999,0.52804439,0.56687778,0.62910597,0.89433209,0.56940758,0.64936677,0.49745646,0.70540725,0.57134095,0.54578813,0.66399743,0.6231491,0.36128699999999997,0.56910881,0.70381553,0.65911601,0.63514489,0.46659544,0.74002724,0.81776025,0.59270988,0.75033682,0.80721134,0.37295507,0.79327022,0.51538081,0.72943385,0.62177253,0.65281706,0.8145933000000001,0.64341739,0.42830909,0.5965739000000001,0.49780432,0.69606004,0.59637041,0.72051591
260,87,2,0.8522158000000001,0.53474442,0.54799765,0.50937821,0.52837468,0.65160363,0.87570288,0.48908195,0.57601578,0.45654946,0.69759594,0.56070689,0.48495807,0.64911289,0.59354682,0.34036726,0.53113999,0.56524552,0.56380895,0.61671383,0.44761486,0.72838101,0.80442563,0.47584839,0.69150969,0.79903791,0.32524561,0.71245112,0.47257666,0.70809431,0.59053237,0.59662971,0.79256966,0.58327563,0.42113794,0.58494743,0.50255895,0.61354079,0.57161763,0.54505322
261,88,0,0.80115607,0.50540136,0.49599151,0.48216279999999995,0.47200231,0.66522785,0.84598119,0.44212615,0.54463662,0.41307263,0.68313615,0.58031128,0.41203354,0.67688005,0.55583268,0.31245053,0.46361928,0.45408925,0.46058307,0.5925944000000001,0.42275156,0.66513913,0.7664518,0.3615232,0.63962717,0.78142856,0.27175185,0.61712286,0.43090999,0.7103469,0.57104223,0.54405169,0.76196172,0.50553324,0.40960666,0.56061224,0.50809355,0.56079446,0.56870121,0.38767892
262,88,1,0.76362235,0.49006635,0.44921631,0.45157507,0.38939154,0.66554189,0.80136323,0.42391572,0.54681943,0.37394676,0.66834774,0.64295024,0.36309926,0.71551263,0.54612265,0.30293652,0.39988354,0.42449403,0.39754517,0.58548151,0.39673811,0.58888889,0.71155474,0.35865391,0.59776352,0.77136141,0.26434485,0.53568636,0.42893999,0.73068028,0.56189166,0.52720022,0.73022798,0.44389329,0.40318444,0.53674088,0.49491949,0.55019085,0.61404046,0.32433283
263,88,2,0.76501927,0.48230072,0.41085609,0.44118742,0.33557013,0.64159428,0.76884185,0.42362840000000007,0.57765565,0.3857509,0.66717225,0.71225178,0.34639484,0.75330471,0.56295175,0.31653475,0.35310076,0.45577306,0.4009836,0.60217582,0.3697442,0.51417591,0.664797,0.40762309999999996,0.58958185,0.77518148,0.30417265,0.53086026,0.44742005,0.75739601,0.5600732,0.54315231,0.71566282,0.41280892,0.4076882,0.53,0.47072965,0.60406288,0.66996704,0.34328108
264,89,0,0.79336224,0.4852724,0.39738074,0.44416498,0.31816582,0.60886676,0.74911402,0.44939116,0.62384904,0.42819586,0.68806563,0.77413172,0.3609665,0.78695539,0.61427447,0.34993668,0.33905932,0.51516257,0.46294830000000003,0.63455947,0.35690403,0.47912045,0.63594381,0.47853348,0.61311026,0.79028765,0.36878243,0.57016876,0.47396967,0.78145367,0.56008486,0.58250003,0.70517872,0.42616677,0.43690625,0.54004329,0.45754490000000003,0.67839814,0.73600304,0.40275783
265,89,1,0.83535645,0.49208485,0.40990846,0.47169620000000007,0.33469049,0.57242416,0.74169541,0.48936927,0.67972654,0.48170227,0.74022954,0.84489765,0.40478745,0.83749255,0.67287366,0.41251385,0.35175088,0.59558726,0.58785713,0.68206654,0.35811703,0.46885581,0.62157014,0.56504428,0.66686672,0.80366335,0.42449498,0.68257872,0.51930432,0.80786905,0.56303403,0.63858088,0.6890304,0.4826197,0.4928186,0.57470006,0.48169201,0.7717539000000001,0.80486968,0.49819116
266,89,2,0.87147399,0.51688627,0.43306863,0.52975875,0.37079344,0.54005746,0.74977555,0.52985361,0.72815814,0.53551758,0.80689115,0.8990263000000001,0.47573819,0.88359796,0.73079484,0.49020104,0.38614648,0.67431984,0.69000979,0.71823593,0.36500534,0.48911267,0.62512026,0.63738576,0.72565711,0.82253518,0.46895905,0.78127187,0.55877019,0.82240577,0.56577337,0.70029466,0.67467633,0.53499352,0.55936968,0.62022263,0.52016711,0.8336029,0.8489958000000001,0.57332355
267,90,0,0.89184971,0.54839735,0.45984876,0.6093861,0.41366961,0.50811172,0.75545764,0.56565878,0.77106071,0.57526783,0.86791547,0.93222418,0.57026852,0.92275013,0.79009625,0.57688776,0.42378444,0.75695919,0.76330048,0.73047127,0.36212683,0.52464487,0.62949779,0.67781084,0.76548759,0.84562977,0.50498951,0.86068121,0.58295417,0.8394804,0.56386166,0.74368957,0.65453138,0.58002745,0.63111189,0.68521954,0.58359065,0.87377887,0.89219062,0.62014366
268,90,1,0.90677264,0.58228203,0.49240945,0.70597656,0.45919727,0.48360951,0.75268157,0.58719387,0.80776944,0.60882024,0.91775368,0.95576171,0.66392455,0.94721641,0.82787094,0.65711572,0.46176649999999997,0.83808892,0.82808886,0.71209874,0.34390673,0.56091652,0.62349432,0.69174637,0.78262254,0.86543757,0.50032012,0.93573781,0.59364491,0.84267908,0.55593505,0.77133356,0.62626654,0.61448589,0.68531095,0.74990724,0.6533821999999999,0.8998511999999999,0.93228522,0.63747706
269,90,2,0.91312139,0.60232689,0.53821807,0.78337074,0.51020383,0.46424562,0.73250484,0.59261185,0.81999091,0.61651002,0.9473937,0.96151192,0.74638689,0.95607989,0.84444579,0.72418078,0.49036553,0.8850365,0.83809157,0.66942141,0.31035133,0.60562366,0.60319415,0.67239816,0.77414693,0.86346767,0.43502594,0.97228854,0.58154468,0.80983631,0.53920757,0.77740435,0.5918026999999999,0.64072316,0.72438804,0.79134199,0.74892353,0.88121887,0.96796843,0.62217795
270,91,0,0.89857418,0.59104757,0.57900423,0.82607175,0.54459775,0.46263531,0.69183244,0.58675605,0.809919,0.59693066,0.95535669,0.94656137,0.7884194999999999,0.96097009,0.84576548,0.77867659,0.50316297,0.9049436,0.79034947,0.5756464,0.28726039,0.63907375,0.56834712,0.61965994,0.74091811,0.83467018,0.33865769,0.96838856,0.54026541,0.73670221,0.52275986,0.75562998,0.53858007,0.64170517,0.73202085,0.80037106,0.80586155,0.814453,0.9672086999999999,0.56271169
271,91,1,0.82171484,0.54467807,0.62344825,0.80520623,0.57274624,0.48685019,0.62261967,0.54538241,0.75724369,0.54927374,0.93959503,0.86690179,0.7912676,0.96139799,0.82373025,0.81850562,0.50191895,0.85865959,0.6030279000000001,0.43968192,0.27578405,0.65218914,0.4837791,0.49642933,0.67294172,0.75106385,0.19637929,0.88545997,0.46915595,0.5929569,0.49065709,0.70467321,0.43241627,0.57248612,0.69829903,0.78076685,0.81419551,0.61565634,0.86213192,0.44828816
272,91,2,0.7255395,0.4769087,0.63859144,0.72268026,0.57152731,0.51822798,0.53652601,0.48531947,0.66860201,0.4561814,0.89911017,0.82304685,0.70500338,0.9401409,0.75923482,0.8361564,0.48872449,0.72881553,0.39514869,0.35874719,0.29079882,0.63731271,0.42605349,0.29684024,0.59953948,0.65947999,0.14557898,0.79515332,0.36560336,0.52045352,0.42195204,0.65453298,0.32526034,0.48413048,0.64804974,0.72999382,0.77457716,0.49765155,0.72365116,0.33233367
273,92,0,0.56652216,0.41367162,0.6259121,0.57694867,0.54566589,0.55063477,0.50155933,0.44317964,0.5283598,0.33264542,0.83442034,0.78946561,0.60925433,0.88425509,0.6519644,0.84478392,0.45979461,0.53015096,0.36475504,0.32075324,0.34527685,0.57175521,0.47310949,0.1842933,0.55433212,0.54962289,0.18157633,0.6799753000000001,0.3605094,0.49193573,0.39004744,0.59001456,0.28302843,0.39816692,0.56828488,0.65466914,0.69489171,0.44577214,0.55612876,0.31759031
274,92,1,0.46675337,0.40109336,0.58774141,0.46482749,0.51061851,0.64137378,0.5075013,0.43925298,0.39928643,0.29465002,0.7438824,0.81031971,0.44390573,0.80651619,0.57269811,0.8492164000000001,0.42399619,0.38974784,0.40787088,0.37010440000000006,0.44675382,0.50881494,0.61876082,0.22671626,0.51277466,0.47099028,0.27519594,0.62184606,0.42782723,0.51585824,0.43835313,0.56828752,0.37765972,0.37725516,0.52748425,0.63630179,0.61832616,0.44790063,0.46924896,0.38422901
275,92,2,0.45221579999999995,0.46280721,0.56804958,0.41671272,0.47484229,0.7267807,0.55432831,0.45450814,0.35399054,0.31783109,0.68426108,0.84819443,0.39866736,0.75472592,0.54355591,0.84517967,0.41061645,0.34497346,0.45390418,0.43431554,0.49024574,0.46551858,0.67828555,0.26575983,0.49866497,0.46124963,0.32783972,0.61774028,0.47318661,0.54954197,0.46831105,0.59910299,0.46101886,0.41795818,0.52124669,0.66462585,0.58107978,0.46153199,0.50409891,0.41967179
276,93,0,0.47512524,0.51717596,0.53198264,0.39815932,0.43817387,0.80930108,0.59456363,0.48155698,0.36398489,0.34781466,0.6301633000000001,0.8864525,0.40445628,0.73473723,0.52118167,0.81256926,0.39796459,0.35875912,0.49984371,0.55352717,0.58999434,0.44996108,0.71005388,0.29929153,0.49882419,0.47790124,0.38200684,0.61929409,0.49652159999999995,0.62233068,0.49101845,0.63428517,0.51560653,0.45708746,0.53295238,0.68880643,0.5510348,0.48444071,0.55694977,0.42285954
277,93,1,0.51429672,0.57316139,0.5128973,0.41555102,0.41893488,0.88407056,0.6562751,0.50949514,0.39219509999999996,0.35919816,0.60772789,0.90009967,0.4237571,0.76363525,0.5102367,0.77719645,0.39175776,0.3936712,0.54173005,0.65780076,0.66287474,0.45143024,0.69945161,0.31856181,0.51294613,0.50857068,0.42365603,0.61929409,0.5006759,0.67218802,0.50398079,0.65885235,0.54335069,0.48674917,0.55281408,0.70160792,0.54529719,0.50601022,0.5961866,0.40910187
278,93,2,0.5494026999999999,0.60614896,0.47997650000000003,0.45983105,0.39147754,0.9159428,0.69871946,0.55486387,0.42493712,0.35977654,0.5832575,0.8791689,0.44024957,0.83475709,0.52418427,0.72741016,0.38195125,0.45833609999999997,0.6341405,0.72702703,0.73156935,0.46125705,0.67585145,0.36324478,0.5189599,0.53755319,0.48465614,0.59885779,0.49878833,0.71845622,0.50720972,0.66939635,0.56642274,0.51282277,0.57742578,0.7017316,0.54937869,0.55026849,0.61291311,0.39426414
279,94,0,0.56648362,0.61765256,0.45336694,0.50405468,0.36794089,0.91794735,0.70469688,0.57919004,0.44341891,0.35686494,0.55323828,0.84213755,0.45034376,0.87598759,0.55964647,0.67786133,0.37001403,0.49698905,0.69129139,0.75757635,0.76726793,0.46520724,0.65844718,0.41251151,0.51970703,0.54599872,0.52365603,0.5668759,0.49010879999999996,0.74706412,0.49884015,0.66868632,0.5845342,0.52441803,0.5930401999999999,0.68954855,0.54384409,0.58016433,0.60118617,0.39738898
280,94,1,0.57144509,0.63020278,0.43793947,0.54519924,0.35147905,0.90050782,0.68938714,0.60863319,0.45867636,0.35737759,0.52153799,0.76306065,0.47054538,0.9124043,0.59214238,0.64267849,0.35978402,0.51815693,0.73780399,0.76375256,0.79133932,0.47220276,0.6631421999999999,0.46298973,0.53235921,0.54838218,0.54497185,0.53877341,0.47603033,0.76215648,0.47797452,0.65944404,0.60762032,0.53753667,0.6059975000000001,0.64860853,0.52430203,0.61875526,0.57673974,0.39975882
281,94,2,0.55900771,0.64455658,0.44296192,0.57243721,0.36018749,0.86843512,0.68579596,0.63951293,0.46714164,0.38305619,0.50855706,0.70962202,0.50420591,0.91740147,0.59181549,0.62696691,0.36468066,0.53030027,0.74571238,0.74164309,0.81264534,0.48723487,0.68122956,0.48500886,0.54895525,0.54828423,0.5413953,0.54045071,0.47959116,0.76097012,0.45854267,0.64068731,0.63659583,0.55951856,0.6189034999999999,0.61003711,0.50283675,0.64837938,0.55366574,0.38370471
282,95,0,0.53541426,0.66369498,0.47158046,0.61764208,0.39538566,0.82700788,0.70293673,0.66921604,0.47510831,0.41025961,0.52192982,0.65992486,0.54536423,0.88720449,0.57341243,0.62562925,0.38196448,0.55346715,0.74109655,0.68313006,0.83024323,0.50538042,0.70664807,0.48882749,0.56198712,0.55005823,0.53288442,0.56656719,0.50048632,0.75421234,0.45856598,0.61729169,0.67847594,0.57829005,0.63853951,0.60081014,0.50838204,0.68292683,0.54288235,0.3617994
283,95,1,0.51043353,0.69067377,0.51464094,0.66580197,0.43847546,0.76306294,0.75898975,0.69330962,0.49582829999999994,0.41246796,0.5524799,0.64502798,0.60112069,0.79178446,0.55815727,0.65027703,0.40583891,0.61786662,0.72212266,0.55814226,0.83552259,0.52895505,0.75689821,0.47373007,0.56811111,0.5605063,0.52204438,0.64480346,0.54267227,0.74922661,0.47769476,0.59106777,0.73297214,0.6026766,0.66950161,0.63413729,0.54462406,0.73558905,0.540162,0.34944686
284,95,2,0.50028902,0.70893374,0.56516877,0.70421709,0.49894443,0.7142189,0.85640032,0.72000274,0.52873652,0.39106145,0.59585924,0.70102737,0.64115302,0.76527041,0.56147467,0.68456546,0.44342394,0.70368281,0.71966366,0.47780271,0.83168877,0.5581728,0.79914374,0.43051364,0.56411827,0.58425389,0.5084335999999999,0.72843178,0.59753544,0.74377534,0.51661674,0.57051229,0.78996623,0.62842287,0.69543673,0.68670377,0.60871005,0.78896293,0.55630032,0.37025114
285,96,0,0.51766859,0.72267078,0.60349108,0.74654591,0.5497248,0.67800347,0.92967679,0.75750445,0.58927879,0.38024318,0.62778705,0.75144522,0.66713031,0.77123034,0.57643925,0.73107488,0.4740875,0.7831785,0.74726488,0.47479754,0.82458676,0.56604398,0.83214354,0.41781792,0.55468731,0.61526071,0.51940612,0.80811895,0.64396637,0.7506082,0.55606327,0.57938771,0.83563186,0.656813,0.71420071,0.76617192,0.66644941,0.82888012,0.59986276,0.42677083
286,96,1,0.54267823,0.75316326,0.63847772,0.78602123,0.59413406,0.67279166,0.98831687,0.78726228,0.68578742,0.38461387,0.66183831,0.80755961,0.68611321,0.76913673,0.5850112,0.76973247,0.51038882,0.8651293999999999,0.81181362,0.53431554,0.82502671,0.55286048,0.82153165,0.45373007,0.53527423,0.63226059,0.56013909,0.87617823,0.68005275,0.76508485,0.59256064,0.61032153,0.86441036,0.70694583,0.72378275,0.86233766,0.69718889,0.88251278,0.66703837,0.49632465
287,96,2,0.57840077,0.77465657,0.66057654,0.80484531,0.62131494,0.68314847,0.98007135,0.8084005999999999,0.77265626,0.40233322,0.68771171,0.83017711,0.6972539000000001,0.76296285,0.58876445,0.78371854,0.54449326,0.91290644,0.85691958,0.5749439000000001,0.82710075,0.53288578,0.79614201,0.50173574,0.51989075,0.64532068,0.619373,0.90051451,0.68916914,0.78636432,0.61824053,0.67718306,0.87032086,0.74252477,0.72685024,0.91335807,0.69686836,0.91951866,0.71578419,0.56049913
288,97,0,0.63004817,0.79400056,0.67414666,0.8126727,0.65171278,0.68628892,0.93121249,0.84572445,0.86079933,0.42802498,0.71406542,0.82205014,0.70483117,0.75442028,0.59755433,0.788713,0.58868214,0.94052754,0.88268698,0.60558103,0.82779209,0.50867873,0.76733693,0.55568544,0.50835313,0.66641272,0.68340876,0.90307676,0.68521266,0.82755669,0.65019175,0.73028177,0.86377709,0.76900125,0.73554999,0.94860853,0.68387593,0.94630265,0.74770547,0.61852881
289,97,1,0.69991329,0.82281095,0.67717908,0.80051431,0.68056498,0.67192303,0.82354817,0.89475989,0.92867669,0.47136379,0.73681683,0.7709116,0.71232895,0.74705442,0.61000061,0.78987652,0.63968661,0.94517253,0.8833955,0.65202459,0.81974734,0.48882078,0.74119684,0.60524265,0.49628886,0.6757398,0.75257755,0.87967689,0.67448895,0.88601892,0.68172334,0.79184171,0.8471714,0.77860731,0.758551,0.95899814,0.67403545,0.95031377,0.77668582,0.66509726
290,97,2,0.75115607,0.84653771,0.67388132,0.79039735,0.7120184,0.64579046,0.62577376,0.94419209,0.95144652,0.53925074,0.75247737,0.69274707,0.72129714,0.74467045,0.60839034,0.78409846,0.69382759,0.92816855,0.86901661,0.70481998,0.8104456,0.48210741,0.72852607,0.64917464,0.48097886,0.671147,0.81042058,0.84987652,0.66187768,0.92983932,0.70272885,0.85441937,0.83035463,0.78313966,0.77735601,0.95083488,0.69069268,0.92663518,0.80691607,0.69882032
291,98,0,0.79485549,0.86137744,0.67482895,0.78943866,0.75853879,0.62233062,0.47416482,0.97291011,0.92120863,0.58405521,0.76295566,0.60605689,0.74233332,0.75807265,0.60389854,0.76924964,0.75908525,0.90593895,0.84743785,0.77876866,0.81101125,0.49341312,0.72294593,0.67405597,0.46669769,0.66723986,0.87350701,0.81342869,0.65070063,0.96945487,0.70300861,0.91472492,0.81367858,0.78087348,0.78749205,0.93426098,0.7415404999999999,0.89176425,0.83441371,0.72753106
292,98,1,0.79204239,0.90884964,0.70820461,0.79017177,0.85327603,0.56913003,0.45868969,0.96390751,0.77034049,0.63773907,0.79078821,0.50400215,0.81100558,0.79740819,0.59756644,0.72463195,0.85422567,0.89299934,0.79696584,0.86827008,0.85544592,0.55155672,0.71509525,0.66823946,0.47196433,0.68959438,0.91166795,0.71846059,0.63874052,0.98200931,0.69307704,0.95804883,0.79510273,0.7920281,0.81491475,0.91496599,0.80040174,0.81820534,0.89968998,0.77878677
293,98,2,0.76568401,0.9530885,0.7478157,0.79250646,0.91309156,0.49392623,0.47676369,0.95049938,0.58783836,0.6849162,0.80790232,0.4535383,0.84086423,0.82170637,0.57996247,0.70070445,0.91164871,0.89125747,0.72316461,0.90529808,0.87612344,0.60044756,0.71723109,0.64024088,0.50714058,0.72025293,0.88961254,0.66072237,0.6316848,0.9833008,0.68283073,0.99331385,0.79052913,0.83329766,0.84786712,0.90030921,0.8324020000000001,0.74199392,0.93988261,0.80809521
294,99,0,0.71198459,0.99130922,0.78975797,0.79182974,0.98375179,0.43279433,0.48746633,0.90584211,0.43128608,0.71087742,0.82301936,0.41421452,0.90172078,0.82381527,0.53889461,0.6558493000000001,0.9766417,0.85160916,0.62565903,0.96683579,0.92533467,0.65726795,0.72753512,0.58076514,0.58459692,0.74512151,0.83838172,0.62868903,0.62162875,0.99156029,0.68237612,1.0,0.78630735,0.89973435,0.90177894,0.87934447,0.84877074,0.63669535,0.97473256,0.82212552
295,99,1,0.6249422,1.0,0.80927923,0.75980962,1.0,0.36827476,0.47935075,0.82254754,0.38235587,0.69753533,0.82341119,0.37656214,0.93916995,0.77210141,0.47587626,0.61700174,1.0,0.7555574,0.49821827,1.0,0.98887562,0.71737692,0.72538003,0.47776833,0.69109326,0.76669242,0.80402914,0.60617411,0.60203594,0.98098814,0.67765512,0.9762257,0.78300028,0.96656133,0.9411638000000001,0.81892393,0.83415426,0.50594553,1.0,0.82811304
296,99,2,0.53703276,0.9468274,0.77804522,0.69870183,0.92800774,0.30083523,0.40395974,0.75080038,0.51373392,0.66585606,0.80634764,0.34975849,0.9153783999999999,0.70334826,0.39565349,0.55860377,0.94380773,0.69624253,0.37990497,0.95977169,1.0,0.72424596,0.72030979,0.31179596,0.85712711,0.78509626,0.77811017,0.59702614,0.55654468,0.93566602,0.66811988,0.90802693,0.78187447,1.0,0.9262469999999999,0.70797774,0.78961033,0.38539173,0.99628708,0.82471557
297,100,0,0.50785164,0.82239043,0.71023255,0.56290674,0.80386539,0.300588,0.28835704,0.63795321,0.70481214,0.60044035,0.78685727,0.35197424,0.79699029,0.6997723000000001,0.39065319,0.44392908,0.8160054,0.72026377,0.38629212,0.83379842,0.97957388,0.68905429,0.72975755,0.2591215,0.97915391,0.80368512,0.69111381,0.5887836999999999,0.45887735,0.85747109,0.66616154,0.71661361,0.77392344,0.92297524,0.79465293,0.6283859,0.72182749,0.37880572,0.95458723,0.82890998
298,100,1,0.50837187,0.66950752,0.62395997,0.34849937,0.66101184,0.34317787,0.26584133,0.55303051,0.78804667,0.5334604000000001,0.78371,0.47119528,0.64592192,0.72804377,0.48012592,0.36440557,0.6988300999999999,0.77450232,0.43333611,0.66590887,0.90409151,0.67533567,0.75029825,0.31739284,1.0,0.78911224,0.54161607,0.59174727,0.41497692,0.75230515,0.67277093,0.5386436,0.76463552,0.75748152,0.55662023,0.53619048,0.64474907,0.43582843,0.84626319,0.82329995
299,100,2,0.51634875,0.53296888,0.56605955,0.25011561,0.57027068,0.39670587,0.34131503,0.50158708,0.82333714,0.45900099,0.79047222,0.5755501000000001,0.5097034,0.7570182,0.57513167,0.31708089,0.59066727,0.80948076,0.50715819,0.59329691,0.81434228,0.67735941,0.73907062,0.39586964,0.9630233,0.78170064,0.41798212,0.58931879,0.42217277,0.69855834,0.68287736,0.44143995,0.75816212,0.60393559,0.42248189,0.49256648,0.59651897,0.51343728,0.75370985,0.79861584
300,101,0,0.53966281,0.43783759,0.50457707,0.20663636,0.47302018,0.43826006,0.40306195,0.45201806,0.8351708000000001,0.4370884,0.78702159,0.63707736,0.41286809999999996,0.76898391,0.67284945,0.28021213,0.50535984,0.8373424,0.57568717,0.54933164,0.73081516,0.66493481,0.70593612,0.46270634,0.86815031,0.77722756,0.33599735,0.5864786999999999,0.44171612,0.66499474,0.68668913,0.41578406,0.75464396,0.5157688,0.30286025,0.44845393,0.54338465,0.59531604,0.70996361,0.76811199
301,101,1,0.56546243,0.37581534,0.46866175,0.20723413,0.41272714,0.47533743,0.46451354,0.44877548,0.83299908,0.43124548,0.79005511,0.6809553,0.36515254,0.7579504,0.73836189,0.26252968,0.43672746,0.8506138000000001,0.63183779,0.53900868,0.66274904,0.66854446,0.65531076,0.5308537,0.79484604,0.78032933,0.30572911,0.60417781,0.46518299,0.65455774,0.68037115,0.43862348,0.75218126,0.48516285,0.2902415,0.4255102,0.50372357,0.68286213,0.6994498,0.74109998
302,101,2,0.6105973000000001,0.33004392,0.45780187,0.24690119,0.38941667,0.51861553,0.55122147,0.48189903,0.83072764,0.42560631,0.812579,0.7017634,0.35316404,0.7379616999999999,0.80587203,0.27584296,0.40656679,0.86579297,0.6780378,0.56465021,0.62151342,0.72319517,0.62570714,0.61150549,0.71789187,0.79886377,0.33220002,0.65833505,0.48873228,0.6667818,0.66111415,0.5129167,0.7505629,0.48545242,0.33928022,0.43764997,0.49261163,0.7850165,0.70838286,0.73992555
303,102,0,0.65901734,0.34662181,0.47588272,0.29210606,0.41731383,0.55666845,0.59091339,0.51654125,0.83599074,0.43117976,0.84941099,0.69599019,0.38645366,0.71513058,0.8418064000000001,0.30110812,0.41755115,0.8839582,0.72120574,0.60192214,0.61448683,0.80353182,0.63656917,0.66713425,0.70533768,0.82695384,0.39810134,0.7289359999999999,0.50371744,0.68535816,0.63474652,0.57394412,0.75365888,0.49330849,0.38837023,0.47733457,0.52540254,0.86530375,0.71889666,0.766602
304,102,1,0.70105973,0.39796281,0.50486136,0.33463790000000004,0.45750082,0.60676868,0.6171384,0.54434259,0.84628425,0.44715741,0.89629152,0.66022387,0.43277829,0.69983343,0.8388038000000001,0.31847396,0.45536116,0.89764433,0.78970346,0.63201288,0.61831437,0.89947461,0.68071003,0.68855119,0.73435318,0.85133267,0.44874709999999995,0.8352233,0.50792944,0.71036192,0.59949643,0.61725619,0.75900647,0.50468972,0.42074809999999996,0.51127396,0.5609287,0.94617325,0.72355313,0.79638232
305,102,2,0.72384393,0.45440613,0.52474272,0.3708988,0.49125386,0.64661232,0.6362992,0.56424956,0.84970804,0.45785738,0.9223798000000001,0.60082036,0.46882327,0.70648104,0.80663478,0.32652367,0.48250443,0.88453882,0.84293663,0.64704849,0.61481365,0.96580074,0.71469117,0.67924194,0.76747177,0.87158669,0.48330942,0.88412225,0.49796406,0.71732993,0.56619301,0.62567009,0.75900647,0.51505118,0.43263845,0.52835498,0.58455226,0.99812383,0.71798988,0.80219158
306,103,0,0.71200385,0.48095505,0.52262002,0.41902485,0.4911282,0.66753307,0.63574399,0.55531536,0.80966416,0.47354584,0.92239244,0.52379821,0.49578084,0.74798661,0.76157152,0.32795631,0.48119425,0.81613305,0.86979807,0.65085374,0.58934699,1.0,0.7415913000000001,0.63569961,0.74998163,0.88088112,0.49886301,0.89141799,0.47695351,0.70449016,0.53019688,0.60580098,0.75316634,0.52652054,0.42218438,0.53321583,0.59670061,0.99792974,0.69900866,0.77769622
