,measure_number,beat_number,pid0198-03,pid1263-23,pid50848-10,pid52932-11,pid54293-10,pid59359-07,pid9048-23,pid9049-23,pid9049b-23,pid9050-23,pid9054-23,pid9055-23,pid9056-12,pid9058-23,pid9059-23,pid9060-23,pid9061-23,pid9062-23,pid9063-23,pid9066-23,pid9067-22,pid9070b-06,pid9072-23,pid9073-25,pid9074f-23,pid9075-23,pid9080-07,pid9093-24,pid9094-23,pid9099-23,pid9101b-05,pid9103-12,pid9104-23,pid9105b-06,pid9111-23,pid9118-23,pid9133-12,pid9137-13,pid9138-23,pid9139-23,pid9153-23,pid9161-02,pid9166g-02,pid9170-24,pid9174-23,pid917509-01,pid9176-07,pid918810-14,pid918904-08,pid9192-23
335,113,1,0.41668643,0.5408427,0.52966176,0.58690815,0.5070199000000001,0.21607039999999997,0.61904264,0.48807428,0.48653948,0.26857037,0.53531007,0.76471401,0.60535653,0.54387815,0.46985547,0.5760269,0.39363453,0.60740024,0.34409291,0.46187914,0.57729006,0.75531201,0.59475037,0.28024841,0.48933964,0.65261244,0.69227608,0.60010252,0.54662628,0.47362195,0.52131044,0.43943820000000006,0.53125597,0.40942137,0.62570875,0.79158608,0.51046381,0.55513974,0.38425515,0.71754797,0.65824388,0.44793636,0.53461792,0.39935554,0.54252286,0.35088309,0.63094999,0.7654331999999999,0.45922991,0.67677287
336,113,2,0.52660489,0.57730761,0.61545588,0.71281579,0.56690664,0.21488506,0.70054514,0.58702201,0.62392687,0.38392016,0.57782258,0.8662614,0.7195961,0.63146521,0.57998712,0.61428057,0.51488899,0.61644801,0.42343535,0.5070225,0.61484334,0.82777902,0.7119449999999999,0.39029792,0.5700923999999999,0.74896832,0.73430054,0.68318667,0.61129543,0.54611024,0.59016719,0.51385955,0.60706781,0.3515663,0.62407689,0.76680329,0.5751109999999999,0.59407074,0.47167362,0.75952617,0.72736891,0.5294993,0.59062202,0.47381320000000005,0.61559082,0.41715379999999996,0.77653243,0.74820407,0.52577332,0.65640141
337,114,0,0.63049666,0.61039651,0.68225735,0.82410908,0.62009606,0.25869971,0.78067359,0.67080468,0.74218336,0.56870899,0.61609427,0.91689693,0.76343266,0.70005858,0.68365054,0.65950036,0.64409253,0.66282312,0.47761235,0.59310984,0.61938982,0.8742264999999999,0.80138791,0.56761053,0.63714221,0.81072952,0.75752897,0.75503631,0.68671016,0.63961226,0.69096249,0.63005618,0.72320917,0.39879092,0.56124326,0.66902502,0.65789474,0.64286278,0.58361597,0.79182956,0.78160476,0.65632195,0.65955748,0.57370428,0.68670432,0.47024852,0.85112468,0.71655812,0.57425603,0.65161503
338,114,1,0.6930467,0.6444371,0.711625,0.90070269,0.66585084,0.29859914,0.83190202,0.73768913,0.80703498,0.72579244,0.65098721,0.9512986999999999,0.77355563,0.73143266,0.74112765,0.6804588,0.80267039,0.72230697,0.54773229,0.70461403,0.60818066,0.89845672,0.86082375,0.7072961,0.6789873000000001,0.84080576,0.78687833,0.79331909,0.76044734,0.70326132,0.76409399,0.6847191,0.78320599,0.47977546,0.52798368,0.57678856,0.72079616,0.70319754,0.67114532,0.80190974,0.80925168,0.78823584,0.7130559,0.6641554000000001,0.72352519,0.54600656,0.88838216,0.67918887,0.61548395,0.65590956
339,114,2,0.72751668,0.6676985,0.72118382,0.93826334,0.69349008,0.33114224,0.84385035,0.7738651999999999,0.83671171,0.80048979,0.68875139,0.96518375,0.75774802,0.73937382,0.77869204,0.69547202,0.88829374,0.76816656,0.61306176,0.77492722,0.59598445,0.8981584999999999,0.8718756,0.7885346999999999,0.7138532,0.84374344,0.80670747,0.80692012,0.82998136,0.7496673,0.82131044,0.72460674,0.80531678,0.56258146,0.51815102,0.51531763,0.77285659,0.76232433,0.72730237,0.8014323,0.81203182,0.84102012,0.73961462,0.72451666,0.72876098,0.60393092,0.89286542,0.63705348,0.64735576,0.6687344
340,115,0,0.73945145,0.7019094,0.71828676,0.95072779,0.70789854,0.36214799,0.81390486,0.79250344,0.8432035,0.84414564,0.72031424,0.96172976,0.7220251,0.73566361,0.79378935,0.70694211,0.920975,0.78370559,0.66528812,0.81623291,0.58457339,0.88891374,0.85639016,0.84067576,0.74337014,0.82331958,0.81221742,0.81243913,0.87093197,0.77218434,0.86346136,0.73061798,0.80348615,0.64406846,0.53516803,0.48166595,0.80717919,0.82985947,0.75065223,0.79004594,0.80423199,0.87615349,0.74796688,0.74516656,0.71631702,0.67482807,0.86774368,0.60945333,0.67805365,0.68676406
341,115,1,0.7285619000000001,0.72371822,0.71647059,0.94738163,0.71933723,0.40032328,0.78395938,0.78899587,0.82452305,0.8742168,0.76049778,0.94259464,0.69374181,0.73260431,0.78298512,0.71570982,0.91344512,0.78249571,0.71967191,0.83561535,0.5651761,0.8824274999999999,0.84122598,0.88152523,0.76778604,0.79527174,0.80594097,0.82825288,0.89766076,0.76824119,0.88326254,0.72421348,0.77351958,0.74961922,0.57132485,0.46726528,0.8196905000000001,0.87044055,0.7457604999999999,0.75320241,0.79689551,0.89546093,0.7373434,0.74466733,0.70153308,0.74033292,0.84324032,0.59780935,0.70599284,0.71044634
342,115,2,0.70042254,0.73991705,0.72254412,0.92855948,0.72407861,0.4154454000000001,0.76379658,0.7696010999999999,0.79007684,0.88514925,0.77697442,0.92732799,0.68810805,0.73787672,0.75787064,0.70027624,0.88472287,0.77759308,0.76261373,0.8302779,0.55416885,0.87713412,0.83280858,0.89351168,0.7775524,0.7850598000000001,0.79490996,0.84813328,0.88622554,0.75517128,0.8594939,0.71123596,0.74523241,0.81392793,0.59411561,0.46442923,0.80850468,0.87746724,0.71536655,0.71924151,0.79009962,0.8744876,0.7150707,0.71884361,0.68703604,0.77117068,0.84300843,0.59810539,0.71374068,0.72702246
343,116,0,0.66245367,0.76044359,0.72734559,0.90279404,0.72031008,0.42527299,0.75005601,0.74759285,0.74827769,0.86758155,0.78058954,0.90667311,0.70241502,0.74243312,0.73404408,0.66214269,0.85522434,0.76617816,0.81162117,0.7993648,0.55605324,0.85335123,0.81725888,0.87518457,0.77717677,0.77526754,0.77846899,0.87936779,0.85437092,0.74706317,0.80508812,0.67589888,0.70753741,0.86307608,0.62220993,0.45847656,0.77828786,0.85670298,0.67225411,0.68419962,0.78793729,0.82611137,0.67371969,0.67990379,0.65084275,0.7731166,0.87338641,0.59521413,0.71086459,0.72979005
344,116,1,0.63480356,0.78097013,0.71759559,0.87635938,0.71104239,0.42979167,0.74102756,0.73425034,0.72648384,0.82216061,0.78427419,0.8751726999999999,0.73483143,0.73240903,0.72338294,0.61974538,0.81835119,0.75268014,0.82712986,0.73842964,0.57194347,0.81540297,0.79701857,0.82585773,0.77041545,0.76827306,0.76201691,0.91815463,0.81599254,0.74846792,0.73930411,0.64140449,0.67345591,0.88741462,0.65327755,0.44823474,0.73941765,0.81177957,0.63394208,0.65674264,0.79380647,0.77886757,0.63469119,0.6292094,0.62122109,0.74831197,0.91079848,0.59365502,0.70452544,0.71122449
345,116,2,0.61642698,0.79428383,0.69348529,0.85628242,0.69923503,0.4329023,0.73760735,0.7301238,0.7177398,0.76497551,0.78886263,0.84153081,0.76909186,0.7083252,0.73053807,0.60257026,0.78830927,0.73486865,0.81224152,0.69363917,0.58993494,0.76880638,0.77446508,0.76188656,0.7568928,0.76120865,0.74620913,0.92917557,0.77835974,0.75678962,0.68584727,0.60988764,0.64457975,0.88741462,0.68756742,0.43973664,0.69538558,0.75839255,0.60884425,0.64234754,0.80168353,0.74279832,0.58917869,0.583825,0.59811727,0.71418412,0.93939862,0.59663509,0.69419499,0.67934224
346,117,0,0.61555967,0.79890205,0.66695588,0.83854777,0.69589661,0.43241379,0.74437309,0.72737276,0.72462904,0.71381573,0.78629032,0.81631666,0.79497158,0.68189807,0.75050086,0.60214989,0.7644076999999999,0.71368002,0.77584781,0.66666079,0.60429971,0.72709312,0.75133329,0.69973074,0.74417399,0.75456389,0.73007921,0.91559163,0.75144455,0.7629015,0.66416629,0.58719101,0.62767431,0.88066264,0.70979118,0.43687053,0.66231303,0.72221696,0.60513306,0.64301414,0.8036914000000001,0.72021526,0.54651623,0.56231279,0.59141115,0.67096749,0.9468965,0.59910203,0.67623408,0.64651299
347,117,1,0.63046701,0.79858148,0.64023529,0.81391166,0.70376135,0.42829741,0.75050407,0.72166437,0.7422496000000001,0.66988264,0.77349833,0.79331307,0.79586179,0.65553603,0.7615913000000001,0.6139803,0.74671635,0.70480058,0.71601875,0.68074107,0.60942945,0.70605383,0.73385594,0.64953531,0.7269852,0.7464503,0.71264955,0.83741136,0.73088537,0.7598701999999999,0.662892,0.58752809,0.61782872,0.86511737,0.71283363,0.4424424,0.632829,0.68652297,0.6205844,0.65486893,0.79581435,0.70094525,0.53652282,0.56571662,0.59731038,0.62520319,0.92633532,0.59661535,0.64782532,0.61629717
348,117,2,0.65377317,0.78879405,0.61916912,0.79247114,0.7104894,0.42538075,0.75924128,0.70577717,0.7568229999999999,0.62668885,0.73894605,0.77100028,0.74855341,0.63426414,0.74813967,0.64400673,0.73037572,0.69726778,0.64862834,0.70290251,0.60501009,0.7002013000000001,0.72518152,0.60080778,0.70779806,0.73113241,0.70059654,0.81915421,0.72687791,0.74405652,0.68676909,0.61601124,0.61044253,0.83638219,0.67734753,0.46336697,0.62042545,0.66002684,0.68340725,0.67628142,0.76395861,0.67821245,0.54963734,0.59390034,0.61886319,0.56311347,0.88598593,0.58999408,0.6105535,0.59649097
349,118,0,0.67177168,0.77352688,0.60675,0.79135018,0.71139056,0.43384339,0.77305653,0.6911967,0.76218866,0.62667036,0.72239989,0.7709312,0.68926532,0.62230684,0.72824843,0.67030987,0.72630026,0.69331201,0.6020885,0.71820026,0.59576759,0.70723179,0.72389642,0.6059498000000001,0.70211104,0.72532699,0.7002965999999999,0.7953695,0.73184529,0.73404255,0.72936286,0.64146067,0.61387297,0.82436995,0.62643479,0.48402096,0.63638519,0.65738986,0.7307591999999999,0.68453292,0.73733107,0.68328498,0.58284123,0.63338477,0.64497041,0.54624101,0.85924094,0.58495165,0.59582086,0.59514756
350,118,1,0.68078577,0.76062391,0.60111029,0.79588422,0.71198452,0.45423851,0.78313793,0.68810179,0.76490461,0.64300896,0.72066185,0.77680298,0.65290654,0.61706047,0.71526188,0.69385059,0.72827977,0.69242828,0.58096912,0.73633877,0.58944889,0.721673,0.73045043,0.63596804,0.70160769,0.72371826,0.70838379,0.7735754,0.7428891,0.73037049,0.77404428,0.66106742,0.6216411999999999,0.83269216,0.59571982,0.49928347,0.66029786,0.67298279,0.76480564,0.68084857,0.72659665,0.70788021,0.62490292,0.6699646,0.67265555,0.55199281,0.83442838,0.58619499,0.5994013000000001,0.60711349
351,118,2,0.69806523,0.75141752,0.614625,0.79152585,0.71034603,0.49137213,0.79060563,0.69642366,0.77980922,0.68091674,0.72525028,0.79296767,0.63349993,0.62975981,0.70413566,0.71426856,0.73543704,0.69016633,0.59480976,0.75843846,0.58464817,0.74726012,0.74786352,0.68616347,0.70301255,0.72637616,0.72505804,0.7607090999999999,0.76397018,0.72880966,0.82388613,0.68735955,0.63504457,0.85192746,0.56766007,0.50947518,0.69092418,0.70994789,0.78952518,0.66917395,0.71739903,0.75077211,0.66198256,0.7072252,0.70921642,0.57326508,0.80776069,0.5908131,0.61794917,0.63219792
352,119,0,0.72028169,0.74531666,0.63827206,0.78414757,0.71699215,0.54178879,0.80367411,0.71451169,0.80551139,0.73706681,0.73797275,0.82971815,0.64560681,0.65455966,0.69841872,0.72099448,0.7471433000000001,0.68890385,0.65010339,0.77955889,0.57761161,0.77790204,0.77594294,0.74395032,0.70672376,0.73532909,0.74916407,0.7587783,0.79966449,0.72829212,0.87614099,0.7202809,0.65385228,0.87320405,0.57522473,0.51014661,0.72888918,0.74775778,0.80100444,0.65576074,0.71586223,0.79673374,0.68342736,0.73663429,0.74617178,0.59924977,0.80095849,0.59502664,0.6522275,0.66679636
353,119,1,0.7377613000000001,0.75274989,0.68518382,0.78986113,0.73528177,0.59036638,0.82211933,0.73129298,0.83187599,0.79377137,0.76779755,0.85500138,0.67956202,0.70155569,0.68449485,0.71012491,0.76571185,0.69449033,0.78405018,0.77733569,0.57172661,0.80146127,0.81783718,0.78881265,0.7135526999999999,0.74826887,0.7760695,0.7655959,0.84301957,0.73027191,0.91568007,0.74539326,0.67215855,0.89196828,0.59935002,0.49886258,0.75831932,0.8003316,0.79252544,0.64621205,0.72407908,0.86375292,0.69001392,0.7488427,0.78333333,0.62770397,0.80922934,0.59600355,0.70963198,0.70670973
354,119,2,0.73606375,0.7605638000000001,0.72197794,0.82025264,0.73661304,0.61030172,0.82391158,0.7394773,0.83585056,0.82754829,0.78851502,0.85797182,0.70518739,0.7410661999999999,0.67467086,0.6972735999999999,0.7833411,0.69613155,0.86090433,0.75375386,0.57090406,0.79244017,0.85227784,0.82322592,0.71810533,0.74917815,0.79313256,0.77409654,0.87422181,0.72990224,0.90600994,0.73966292,0.6703916,0.88922038,0.62651777,0.47698598,0.76435407,0.83885994,0.76089225,0.64602288,0.74305352,0.89335517,0.66373361,0.72279205,0.78502779,0.65291497,0.8206694,0.58937241,0.74437988,0.74761415
355,120,0,0.71179392,0.76423033,0.74705882,0.85536222,0.7084208000000001,0.60533764,0.7968784999999999,0.7326685000000001,0.81697138,0.83479346,0.79762236,0.84684996,0.71426755,0.76319729,0.67372639,0.676135,0.79172489,0.68475871,0.89088779,0.72897221,0.57864354,0.74176545,0.86538585,0.83933814,0.71715123,0.74162412,0.78845577,0.77345579,0.88409133,0.71985542,0.86049706,0.7047190999999999,0.65502229,0.86731569,0.64415019,0.45179232,0.74463339,0.85970314,0.71875815,0.65253581,0.76585837,0.89977539,0.62029453,0.66215848,0.76060606,0.66611441,0.80830177,0.58210973,0.74502553,0.7637645000000001
356,120,1,0.67693847,0.76295807,0.75397059,0.87736323,0.67368486,0.5831681,0.74990665,0.71011004,0.77888182,0.80215322,0.80130701,0.8268168,0.71102463,0.76977153,0.67833429,0.6370406,0.78147803,0.66430653,0.88358147,0.70601676,0.58334704,0.66310296,0.85137827,0.83128637,0.70762527,0.72609638,0.75688466,0.76339171,0.8693849,0.69219584,0.79509263,0.66421348,0.62570041,0.8268038000000001,0.65198451,0.40705703,0.70327385,0.86744039,0.66351422,0.65851725,0.77473164,0.89256902,0.56516961,0.5797404,0.71542944,0.65941701,0.76836206,0.57642589,0.71996243,0.75994714
357,120,2,0.61640474,0.75371161,0.72980147,0.86397858,0.61282527,0.54922414,0.67413935,0.65387208,0.71793853,0.74910822,0.79129588,0.79172423,0.69227932,0.74471132,0.67869204,0.5922712,0.7492703000000001,0.61670051,0.83305762,0.66539038,0.57015629,0.57766346,0.79849643,0.79603057,0.68401322,0.68750087,0.70366256,0.73250748,0.8337931000000001,0.63753389,0.72582015,0.60320225,0.57939351,0.78566381,0.64253215,0.36390512,0.63111557,0.84667614,0.59847378,0.64768039,0.7546297,0.87128685,0.50703348,0.48874467,0.66067778,0.63075961,0.70782252,0.56554174,0.67376886,0.73293202
358,121,0,0.54349889,0.73236361,0.67130147,0.81315041,0.54853509,0.51266523,0.5949369000000001,0.57447043,0.63967939,0.65947694,0.76001112,0.73880906,0.64456399,0.68111697,0.6570478,0.53628393,0.70058997,0.55837393,0.76406121,0.58696074,0.52738353,0.47937076,0.72139048,0.72830713,0.64180002,0.63208365,0.64218665,0.69145664,0.80257223,0.57152715,0.66066878,0.5312190999999999,0.52619389,0.72074272,0.61786751,0.31980118,0.54288978,0.80838465,0.52891991,0.61316998,0.69315005,0.8470379000000001,0.45106601,0.4039439,0.59039806,0.56998281,0.66475999,0.55056246,0.6203557,0.67526061
359,121,1,0.45276501,0.67549238,0.55770588,0.70851598,0.48876099999999995,0.46044540000000006,0.51966246,0.45595598,0.53346582,0.53402643,0.69577308,0.67099337,0.53823458,0.56895789,0.59190756,0.4748919,0.62630803,0.50428717,0.61650124,0.51959418,0.46002393,0.38629688,0.57949624,0.62119343,0.55478927,0.52915996,0.54177451,0.62222127,0.76420317,0.49456995,0.58133755,0.4602191,0.46953199999999995,0.64786841,0.56622874,0.29112009,0.43937239,0.7211748,0.45187842,0.54536528,0.60620125,0.80700047,0.40157521,0.29258873,0.482383,0.46798999999999996,0.62621164,0.52684034,0.53378529,0.5633901
360,121,2,0.33905115,0.60332392,0.38428676,0.53761084,0.42844415,0.37155172,0.43370174,0.27072902,0.38374404,0.33200259,0.60234983,0.54582067,0.42309209,0.39242335,0.47966514,0.42466971,0.50300419,0.438533,0.45210918,0.40328187,0.35639722,0.31239842,0.3986892,0.41011031,0.43709714,0.38207316,0.46396872,0.54335754,0.72003728,0.41589584,0.49137822,0.34713483,0.3957418,0.58626835,0.46577237,0.28297273,0.35696582,0.64626559,0.36032481,0.38386632,0.46493165,0.71344876,0.36441498,0.22644095,0.33447194,0.36545796,0.60307645,0.49955595,0.40237718,0.46292028
361,122,0,0.28880652,0.53933001,0.28360294,0.37495399,0.40827027,0.32561063,0.39598984,0.21519257,0.30033121,0.25698179,0.49148359,0.46059685,0.3267712,0.29058778,0.32432026,0.38979102,0.38781245,0.39919622,0.33831679,0.40075871,0.31381889,0.28951018,0.33301420000000004,0.30663598,0.3572534,0.27108484,0.39125074,0.45818026,0.66788444,0.36064241,0.44796204,0.29369663,0.37073384,0.5340033000000001,0.38529941,0.30400754,0.33228803,0.55338702,0.35269371,0.31146744,0.35175689,0.61921385,0.32816324,0.22755741,0.2840685,0.27829009,0.61233671,0.47314979,0.31804308,0.41935839
362,122,1,0.30163084,0.51211156,0.2765,0.2956249,0.40687755,0.30678879,0.37263834,0.23851444,0.30529942,0.21543295,0.41628893,0.41740122,0.3074409,0.2839159,0.27559388,0.38096925,0.32330383,0.39656605,0.29507858,0.43835906,0.28809542,0.30399612,0.33330977,0.23956397,0.29256254,0.24504441,0.37402104,0.40475865,0.63261883,0.35131028,0.44243109,0.27697753,0.37824737,0.50495407,0.35887153,0.32832934,0.34015475,0.51821412,0.38467258,0.29927034,0.32632636,0.58176883,0.31807458,0.25510575,0.32985476,0.22789153,0.63122826,0.45703572,0.32638375,0.38898106
363,122,2,0.31857672,0.50507904,0.31558088,0.28904133,0.41075872,0.29813218,0.38251811,0.29005502,0.3179849,0.22487755,0.37973443,0.40797182,0.30171811,0.32419449,0.23920292,0.39702738,0.28835585,0.41249435,0.30758892,0.49316277,0.29168474,0.33055245,0.36065026,0.23671502,0.26913831,0.24981465,0.39497217,0.37580521,0.63050326,0.35565596,0.45648441,0.28079213,0.40521331,0.49901076,0.36694095,0.35524668,0.37452045,0.5035765,0.42559353,0.31675525,0.34736273,0.56448292,0.32504213,0.29116366,0.38422091,0.21087840000000002,0.65628044,0.44612197,0.33985443,0.37931288
364,123,0,0.33378799,0.49853739999999996,0.36117647,0.32195918,0.41647295,0.29448994,0.40253902,0.34863136,0.33107446,0.26163016,0.36398081,0.41380216,0.30854729999999997,0.37104732,0.24391815,0.4115902,0.28067847,0.43622897,0.33608354,0.5694839,0.31851492,0.36538433,0.39057379999999997,0.2747416,0.28170686,0.26143946,0.42549906,0.35898334,0.64909599,0.36893946,0.49426118,0.29245506,0.44261382,0.50394127,0.39974416,0.38531071,0.42662399,0.51832465,0.45714193,0.34032069,0.3701058,0.56419279,0.34117518,0.32559679999999996,0.43639053,0.22170209,0.67368787,0.43864219,0.3540412,0.38787990000000006
365,123,1,0.34389918,0.49907836,0.426625,0.35815627,0.41788615,0.29721264,0.45260249,0.39831499,0.33984499,0.33522779999999996,0.35499166,0.45191351,0.34494423,0.43816963,0.27750429,0.46125390000000005,0.29957305,0.47352474,0.40268817,0.66082047,0.34065655,0.39343920000000004,0.43676026,0.3507687,0.31741417,0.29600616,0.47058954,0.35821444,0.67039143,0.39629508,0.51815635,0.3035,0.50331105,0.53068226,0.44423316,0.41043422,0.48998879,0.55997158,0.4776611,0.36530042,0.38292532,0.58413664,0.36709649,0.36686938,0.47785548,0.22836043,0.68712994,0.42980067,0.37390386,0.40461019
366,123,2,0.34207561,0.50442788,0.47165441,0.37763928,0.40575109,0.30394397,0.48210739,0.42998624,0.33873211,0.39193235,0.36805478,0.47930368,0.38480027,0.48589468,0.30443618,0.45862359,0.31621643,0.47763832,0.44596085,0.71280988,0.34997383,0.39945575,0.47114952,0.41817076,0.34755465,0.316458,0.4976616,0.36980777,0.65689655,0.40156083,0.51322187,0.31333708,0.53046004,0.53872183,0.46944406,0.4148335999999999,0.52360016,0.59602084,0.47303679,0.37903792,0.3881458,0.59492747,0.3705766,0.38526822,0.48676708,0.23102532,0.68804978,0.42304125,0.37993778,0.41357363
367,124,0,0.32842105,0.51087937,0.49995588,0.37663544,0.38336525,0.31109195,0.4915615,0.44354883,0.32529147,0.42122724,0.3815837,0.49586902,0.42020526,0.51283603,0.32228821,0.43735287,0.32548517,0.47147321,0.48211332,0.72936039,0.34043221,0.39167971,0.48386558,0.44993486,0.36288032,0.33171994,0.51014786,0.38191371,0.63154706,0.40639119,0.48119295,0.32155056,0.53595193,0.53410536,0.49000138,0.40053314,0.53431182,0.60266856,0.45158492,0.3865958,0.38504132,0.58204024,0.36053923,0.38873105,0.47579344,0.23004845,0.6809151999999999,0.42691928,0.37691495,0.40630598
368,124,1,0.30702001,0.51721063,0.49808824,0.36223022,0.36040594,0.31780891,0.48136808,0.44290234,0.30921436,0.42146752,0.39253337,0.49510224,0.45431307,0.5098939,0.33293503,0.41634638,0.32632355,0.44861179999999995,0.50813344,0.62048522,0.31971136,0.38520838,0.47869948,0.45061235,0.36896552,0.33893124,0.50995901,0.39106365,0.59384902,0.42043046,0.44177135,0.32004494,0.52218243,0.51812044,0.50557323,0.37842605,0.52291047,0.58438339,0.42395643,0.38951446,0.37975133,0.55166121,0.34085281,0.38153762,0.44122288,0.21853704,0.67027904,0.44938820000000007,0.36613254,0.38420937
369,124,2,0.27568569,0.51860311,0.45934559,0.33647315,0.33349377,0.32688218,0.45830782,0.42837689,0.28373079,0.39786526,0.3924708,0.478979,0.47595793,0.47294148,0.34008299999999997,0.4019277,0.32327278,0.40543498,0.51991315,0.56308778,0.2979511,0.38772087,0.45292039,0.42619647,0.36456314,0.33270616,0.50950355,0.39611277,0.56172414,0.43840467,0.40372345,0.31106742,0.49916428,0.49944257,0.52514867,0.36451642,0.49117419,0.54582346,0.39714975,0.39054139,0.37757356,0.50644829,0.31806726,0.37262866,0.39029048,0.20592373,0.66469042,0.50017762,0.35688208,0.35812656
370,125,0,0.25466271,0.51541744,0.41486765,0.30882550000000003,0.32390861,0.33105603,0.43866776,0.40963549,0.26202305,0.37138897,0.38284205,0.4655706,0.47969682,0.42549632,0.34054808,0.40058852,0.32136314,0.35473588,0.50669286,0.53549184,0.29715098,0.39762917,0.42942235,0.39771563,0.35584855,0.32461356,0.51249181,0.39348142,0.5505685,0.45335579,0.38800723,0.30258989,0.49297198,0.48603282,0.53442816,0.36543838,0.46124833,0.52196431,0.38796634,0.3920908,0.38555101,0.48759944,0.30570738,0.36655623,0.35377443,0.19990622,0.66402566,0.53589895,0.35297881,0.34258552
371,125,1,0.24176427,0.50764361,0.36599265,0.28322737,0.34170669,0.33095546,0.42462101,0.38277854,0.24972840000000002,0.33940486,0.36977197,0.4595123,0.46917961,0.37587711,0.34376789,0.41106774,0.3193293,0.33368402,0.43025917,0.51476842,0.31132132,0.40759711,0.3954379,0.36221662,0.3404177,0.32157795,0.51744632,0.38597181,0.55261883,0.4708946,0.39128784,0.30074719,0.49241484,0.468038,0.53698659,0.37153136,0.42900556,0.5089531,0.39040569,0.39784704,0.40202332,0.4706598,0.30191223,0.36545339,0.33147750000000004,0.20156299,0.64687331,0.57866588,0.34817750000000003,0.33530319
372,125,2,0.26348406,0.49411953,0.32535294,0.23863142,0.39485515,0.31647989,0.42318722,0.36722834,0.27175411,0.27563072,0.35100806,0.47484802,0.43233757,0.33489553,0.37030624,0.44110017,0.31989598,0.33417849,0.38097601,0.52463167,0.33729904,0.42070379,0.36899055,0.27276991,0.32304109,0.35449395,0.51472467,0.37700128,0.5810904,0.48564857,0.42994126,0.31231461,0.50023082,0.43456858,0.51519845,0.38229429,0.41126773,0.50270014,0.41821028,0.43096117,0.42046490000000003,0.45769771,0.31885852,0.37059998,0.34368836,0.21976399,0.62589472,0.61443655,0.34666314,0.34798855
373,126,0,0.30109711,0.48180762,0.31102941,0.20537895,0.43176209,0.30010776,0.43354492,0.37620358,0.30901563,0.21957305,0.34446607,0.49795524,0.38431702,0.32075766,0.40013595,0.46946913,0.32560161,0.37942789,0.37292528,0.55719453,0.34485157,0.43057482,0.35368502,0.22646573,0.32040418,0.38868993,0.49875026,0.37888082,0.58813607,0.48484351,0.47635789,0.32770787,0.51850525,0.4226898,0.48800304,0.39045166,0.41187120000000005,0.50289752,0.44626272,0.49336997,0.42959302,0.46602714,0.34883142,0.37988109,0.37315761,0.24882776,0.61845095,0.63687586,0.35473381,0.37581119
374,126,1,0.33744996,0.47631785,0.317125,0.19232893,0.45266306,0.28778736,0.44598611,0.37667125,0.33951378,0.19614638,0.3506396,0.52564244,0.35188788,0.32798933,0.41587722,0.48445832,0.33167986,0.41046386,0.34992418,0.61460079,0.34696777,0.43263252,0.35616526,0.21076175,0.3290136,0.41472337,0.47956543,0.39037164,0.60822926,0.47422164,0.52063263,0.34268539,0.5330866,0.43345372,0.4727147,0.39561265,0.42031984,0.50763461,0.46637751,0.52170075,0.42661209,0.48580253,0.37328742,0.38895344,0.40441097,0.27371835,0.6230579,0.64829288,0.36748254,0.40104243
375,126,2,0.36059303,0.46995652,0.35186765,0.2033127,0.46246326,0.28022989,0.46572325,0.35466988,0.35665077,0.21820534,0.37178115,0.5724924,0.32416415,0.36266354,0.42247424,0.49589239,0.35136625,0.44000589,0.3325062,0.66524041,0.34856801,0.43336316,0.37550601,0.23238079,0.360296,0.42085752,0.45934747,0.40696284,0.64499534,0.45140064,0.56882964,0.364,0.55105062,0.45586088,0.46589683,0.40016235,0.44250829999999997,0.52575399,0.48334203,0.53749212,0.38233068,0.52007487,0.3993919,0.40281837,0.43187197,0.30338387,0.6375744000000001,0.64783896,0.38796737,0.4348407
376,127,0,0.35948109999999994,0.4647773,0.39111765,0.21949138,0.46183859,0.28490661,0.48172653,0.28414718,0.34876126,0.24788837,0.41914627,0.61803675,0.31212087,0.40247348,0.39764596,0.49428897,0.35839932,0.4533987,0.33676592,0.69728275,0.34783519,0.42993365,0.40509542,0.24673847,0.40465029,0.39869203,0.44949399999999995,0.43043144,0.69479963,0.43061694,0.60421148,0.38682022,0.56579911,0.48666876,0.47914535,0.40067343,0.46866244,0.54661298,0.49120141,0.52998829,0.35384972,0.55786617,0.41315847,0.41990559999999993,0.43886498,0.32261644,0.65395378,0.63809947,0.4057111,0.46106299
377,127,1,0.29009637,0.46980626,0.45202206,0.27649322,0.42780924,0.32507902,0.51415876,0.21050206,0.27477477,0.28075039,0.4669911,0.6560514000000001,0.31612682,0.46388075,0.33285633,0.4752282,0.36602236,0.43143155,0.39536807,0.71520953,0.32786211,0.41265936,0.44788922,0.28155129,0.45362482,0.28448626,0.44902743,0.46937206,0.75835974,0.40029574,0.65268866,0.42123034,0.5799029,0.50771767,0.50276587,0.39305721,0.51023751,0.57494079,0.48381164,0.47974957,0.33089814,0.61261582,0.41314382,0.4377689,0.40863367,0.32918881,0.67144624,0.62464969,0.43695486,0.49215240000000005
