,,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
71,0,0.64647624,0.60091652,0.47437349,0.37658825,0.50420989,0.52980526,0.71410928,0.57998201,0.37693061,0.51427345,0.51819267,0.61852535,0.39952383,0.36589485,0.52119533,0.57131557,0.81916746,0.51295718,0.56880509,0.71407535,0.66745286,0.59221254,0.50559211,0.814946,0.33535573,0.71438371,0.50427576,0.44433991,0.71284971,0.53079278,0.74564112,0.72667995,0.65855269,0.55856092,0.64571669,0.71589323,0.7684831,0.70745513,0.31156516,0.81530837,0.55646836,0.69178909,0.90906302,0.45186889,0.51570006,0.48345769,0.57170052,0.56833179,0.77579792,0.51484249,0.84904298,0.45100352,0.64283137,0.74999063,0.34511764,0.64186505
71,1,0.63841975,0.56999628,0.42920112,0.38422313,0.49223721,0.48711903,0.67963357,0.5612624,0.35108221,0.49784568,0.46457537,0.59681369,0.37668644,0.31888987,0.46320401,0.57982544,0.7826338,0.49368175,0.56279605,0.65675387,0.69047382,0.5694067,0.49570223,0.81187905,0.31761341,0.66941801,0.46635705,0.42128316,0.6621538,0.49403837,0.75787187,0.71222605,0.66277841,0.55310458,0.63284573,0.70164148,0.76954851,0.64444775,0.2869848,0.77941437,0.52438329,0.65032955,0.87286004,0.45177853,0.52293401,0.4588899,0.54141304,0.57675302,0.74254058,0.53061696,0.83004695,0.42573334,0.59663882,0.71556409,0.3516332,0.62264943
71,2,0.63083331,0.54141689,0.38290294,0.39006198,0.47419606,0.44889529,0.62787502,0.54962131,0.32624922,0.48287701,0.43841393,0.57310731,0.36615012,0.28786132,0.4059317,0.58400764,0.74758252,0.48088057,0.55344524,0.60771635,0.69675226,0.54449203,0.49518021,0.80166307,0.30856498,0.62763148,0.45751352,0.4037554,0.59561367,0.46080709,0.76242026,0.6922025,0.6691082,0.54831933,0.61075242,0.68990565,0.75952319,0.61351754,0.28783724,0.75568311,0.49023299,0.61231637,0.83242315,0.44864865,0.52903233,0.43053685,0.50729544,0.58686187,0.695942,0.53382115,0.80317804,0.40956557,0.5550038,0.67608696,0.3643799,0.61704059
72,0,0.6195083,0.50717736,0.32930289,0.39253416,0.4477092,0.41871452,0.57903648,0.54647964,0.28881268,0.47528967,0.42070667,0.54833443,0.3555407,0.26953406,0.35026962,0.5804164,0.70598983,0.46671867,0.54147314,0.56040638,0.67752937,0.46071483,0.49643164,0.77589633,0.2908146,0.57866047,0.46122614,0.39545805,0.52893294,0.44265296,0.75428492,0.65431987,0.67668809,0.54477708,0.55367802,0.67777863,0.72930748,0.58407686,0.29883118,0.72881635,0.46587253,0.56928452,0.7771369,0.43781319,0.53047458,0.40469518,0.47623282,0.59303012,0.64985409,0.5165062,0.75449621,0.40342225,0.50455754,0.63916792,0.38410756,0.60675629
72,1,0.60084828,0.46724672,0.28058771,0.39207635,0.42297718,0.40862807,0.52346638,0.54942577,0.26625991,0.4656596,0.41137269,0.51607637,0.35189633,0.26323477,0.31976483,0.56306028,0.65857968,0.45256544,0.52851997,0.50734617,0.63198574,0.45416005,0.4958381,0.7499568,0.28303924,0.52639965,0.45946021,0.39779457,0.45670603,0.43223742,0.68863825,0.61248868,0.68597588,0.54038282,0.50436318,0.66110301,0.6956947,0.56231474,0.32008964,0.70285989,0.45736063,0.53545621,0.70571271,0.41481968,0.52543239,0.37932666,0.44260538,0.58647372,0.60230713,0.48033582,0.69779704,0.40493396,0.46342575,0.60844265,0.40781694,0.58707827
72,2,0.59228894,0.42867847,0.2503053,0.38771658,0.39368084,0.41025238,0.49363651,0.56131454,0.24616549,0.45910222,0.4101794,0.48024358,0.35106094,0.26018784,0.31783253,0.53694881,0.56034646,0.44458312,0.4946731,0.47203027,0.53535085,0.49253212,0.49814073,0.69355292,0.28950125,0.48739397,0.458028,0.40848242,0.37519331,0.43016046,0.63952112,0.56947111,0.69455058,0.53112162,0.36684321,0.62710746,0.60724828,0.54068668,0.34798313,0.65695249,0.46158235,0.51336457,0.6514696,0.36970344,0.51780097,0.3655323,0.42419579,0.58095519,0.56716214,0.40915813,0.62126399,0.41982589,0.42105013,0.59903486,0.43106093,0.57208426
73,0,0.5870637,0.38767649,0.21856634,0.37906747,0.37083333,0.41627805,0.4674546,0.57979951,0.26121849,0.45098275,0.42005946,0.44490454,0.35379683,0.25925207,0.33137358,0.5154014,0.53162113,0.44947131,0.48383536,0.43927279,0.51803253,0.57550492,0.50253146,0.6437149,0.31461607,0.44467803,0.46578695,0.42200802,0.32863068,0.43496054,0.59270593,0.53320956,0.70526455,0.52078665,0.34997058,0.60451791,0.55424854,0.52477098,0.37839002,0.64346221,0.47630132,0.49750655,0.62226177,0.33752567,0.50721692,0.36025478,0.41252308,0.58352038,0.52730257,0.39425402,0.56422535,0.44019641,0.37433536,0.60358883,0.46103594,0.56762288
73,1,0.58433083,0.36873297,0.1970678,0.36641076,0.34600622,0.42677495,0.45196303,0.60726623,0.29588492,0.44474294,0.44440062,0.41236998,0.36268326,0.25598831,0.36675404,0.49994545,0.50355942,0.46323453,0.47707519,0.41958704,0.51481026,0.6501511,0.50708667,0.60574514,0.33781323,0.4166556,0.48553193,0.43556447,0.29635878,0.44754535,0.55591199,0.51738815,0.7164099,0.51479342,0.36461538,0.5908031,0.51705528,0.50758174,0.40804992,0.64418287,0.49520778,0.49676805,0.60894643,0.31416249,0.50281068,0.36609645,0.40563801,0.59524935,0.49324275,0.39179697,0.52826291,0.47249979,0.32349981,0.61827211,0.49077825,0.57435349
73,2,0.57694116,0.36602056,0.19528686,0.3569869,0.3418482,0.43911449,0.44163259,0.63414634,0.32398682,0.44130118,0.47717574,0.39173799,0.37812748,0.25071609,0.40229928,0.49366306,0.48502112,0.48146126,0.47732046,0.40382527,0.51824292,0.70892667,0.50874571,0.57906048,0.35553138,0.39857638,0.51648428,0.44467921,0.279186,0.46391483,0.53130258,0.52075711,0.72860287,0.52167367,0.39372846,0.5897906,0.49662912,0.49521859,0.44163811,0.66159254,0.52015016,0.49926149,0.60877462,0.29681262,0.50353748,0.38433121,0.39862754,0.61613366,0.47624476,0.39381499,0.49740701,0.50586457,0.27484808,0.64017054,0.51555632,0.59399726
74,0,0.55941801,0.37815829,0.21178603,0.35193689,0.35500519,0.45446686,0.43518731,0.66923909,0.35942816,0.43926702,0.50812046,0.3875576,0.39618228,0.24745233,0.43295386,0.49036276,0.47860898,0.50552955,0.48234843,0.39698091,0.5276772,0.74976629,0.50746568,0.5612959,0.36639272,0.39868703,0.54550384,0.44420882,0.27472234,0.48803828,0.52169733,0.54188553,0.73484462,0.53810107,0.43112232,0.60316024,0.49908305,0.48887317,0.4696722,0.69533719,0.5431186,0.49749067,0.61759833,0.2902982,0.51309947,0.40930846,0.39590315,0.62895958,0.47900784,0.40269583,0.47971831,0.54962904,0.23691607,0.67118628,0.54370421,0.6109094
74,1,0.52265547,0.4188754,0.25262053,0.33666714,0.39439834,0.48638547,0.43690496,0.70756476,0.4158101,0.43939576,0.53721457,0.40410138,0.42535817,0.23745564,0.49382115,0.48399855,0.49672498,0.55035535,0.49349276,0.4040227,0.54718799,0.78868187,0.50214531,0.52447084,0.37603739,0.41626466,0.57802745,0.42224707,0.27554478,0.53397745,0.51293335,0.58629777,0.74475746,0.56926354,0.47824296,0.63482396,0.52258318,0.49129366,0.51036998,0.73116798,0.58077178,0.49112205,0.64122231,0.28967387,0.5376631,0.44894449,0.40211568,0.62730571,0.50377531,0.41789263,0.46362586,0.60099494,0.20548804,0.70816154,0.56931828,0.62444768
74,2,0.48486538,0.45875031,0.30504389,0.33253275,0.43943638,0.51655751,0.45076067,0.73727366,0.45568718,0.44179899,0.5540218,0.43306122,0.45015872,0.23739858,0.52878969,0.47713428,0.52769111,0.57956318,0.50748831,0.42134748,0.56071931,0.79048634,0.49543764,0.50656587,0.38537588,0.4358929,0.59987207,0.39726249,0.27496134,0.57316266,0.50549136,0.62581054,0.75150982,0.58986928,0.50828079,0.67278515,0.54672081,0.5019215,0.54145355,0.74939945,0.60399124,0.48546812,0.66079647,0.30537255,0.56219267,0.47843494,0.41982992,0.61132394,0.53903885,0.4297697,0.45913326,0.6401814,0.19342005,0.73392991,0.58171163,0.62938003
75,0,0.43867992,0.52518578,0.38516092,0.33207494,0.51407331,0.55760196,0.48211189,0.77333107,0.51440278,0.44784139,0.57009081,0.48678736,0.48185122,0.2490728,0.58672109,0.4665515,0.5799707,0.59603051,0.51616464,0.45433531,0.57381878,0.76272366,0.48910183,0.47332613,0.40227218,0.46844435,0.62213385,0.36483652,0.27515816,0.61787104,0.49943607,0.67093824,0.76403733,0.60918534,0.55430013,0.72108614,0.57455244,0.52240262,0.57886458,0.75964043,0.63636156,0.48556341,0.6892066,0.33897971,0.6045516,0.51734304,0.45599936,0.58128428,0.5888747,0.44248633,0.4627519,0.69941676,0.20032283,0.75651237,0.59769887,0.63208597
75,1,0.40228905,0.59026505,0.44629818,0.33582899,0.58902144,0.59899572,0.52695894,0.80466947,0.5658769,0.4570509,0.58195296,0.54416722,0.51609164,0.27862922,0.63810665,0.45983271,0.62289925,0.60272144,0.51852533,0.4947022,0.58483651,0.72130791,0.48983124,0.4424622,0.42873258,0.50347422,0.64268532,0.35298427,0.28476733,0.66793335,0.50358695,0.71340337,0.77877454,0.62657563,0.59854561,0.76758457,0.59242861,0.54923661,0.61495738,0.76354717,0.67028365,0.4974192,0.71602135,0.37690791,0.64123238,0.55187443,0.4999886,0.54130453,0.63919387,0.4537087,0.47563019,0.75302342,0.22751614,0.774494,0.60902353,0.63605069
75,2,0.38510478,0.66237305,0.5353899,0.34776025,0.68794087,0.65132303,0.58660232,0.83672485,0.65486773,0.47787314,0.59987258,0.63052666,0.57213567,0.346027,0.68637657,0.46333303,0.69404464,0.60520888,0.51141259,0.55209773,0.60102537,0.54828576,0.50332523,0.42439525,0.47078398,0.55609648,0.66749169,0.38347471,0.33228596,0.72931891,0.53794028,0.76442673,0.79382868,0.63999767,0.67647751,0.82135461,0.60427037,0.58964772,0.66329203,0.76588616,0.70947719,0.53652029,0.74731546,0.4445412,0.69101832,0.59319381,0.55514899,0.51314657,0.69844975,0.47016868,0.52119177,0.81397418,0.28917585,0.79683283,0.61754719,0.64869841
76,0,0.47127756,0.76034184,0.62210915,0.37748274,0.81326936,0.72114226,0.69264682,0.86599054,0.73454173,0.52786885,0.65538094,0.73324556,0.67611002,0.49601159,0.74638256,0.50360942,0.79027838,0.60851101,0.54012417,0.65652353,0.6450077,0.46821532,0.54959239,0.47142549,0.54126178,0.65428192,0.73166289,0.51101943,0.40694503,0.80982784,0.67227512,0.83835356,0.81296769,0.64898459,0.78290879,0.88494285,0.60864553,0.65707157,0.72567888,0.79612866,0.77241505,0.65155245,0.81198994,0.54807361,0.75254665,0.69937216,0.63723412,0.53939752,0.78837315,0.51097589,0.61489346,0.87130114,0.43845423,0.84834145,0.64056709,0.6878832
76,1,0.58191498,0.84902155,0.6707798,0.43020848,0.89574689,0.76957471,0.79402912,0.87224779,0.80489,0.59912454,0.71236575,0.82863726,0.75648469,0.64176243,0.76580288,0.5676516,0.8728777,0.6350234,0.66177665,0.76160744,0.75313645,0.49433659,0.59579519,0.544946,0.60915317,0.73511839,0.77654797,0.6178979,0.49771545,0.85504392,0.74222982,0.88993842,0.82782815,0.65843838,0.87725935,0.9372555,0.6172736,0.71660088,0.80366465,0.81640832,0.79638758,0.7582387,0.86181506,0.61882855,0.7926911,0.79280255,0.72721884,0.63207324,0.85516141,0.60390511,0.71937161,0.89221846,0.617594,0.87182346,0.65477032,0.70933379
76,2,0.68414609,0.87645529,0.70735275,0.47399634,0.92894191,0.79552004,0.85040079,0.86858469,0.84431282,0.63886362,0.75311975,0.88176432,0.80255628,0.74082781,0.77434092,0.61709246,0.91131604,0.66671867,0.70574078,0.83251069,0.84130042,0.53995913,0.63383867,0.61034557,0.67312868,0.79125175,0.80028366,0.7048504,0.55886405,0.88793674,0.81202736,0.91133853,0.83730082,0.6643324,0.91912568,0.96878116,0.63411929,0.75616296,0.86385447,0.83300882,0.79975354,0.83030255,0.88893661,0.66097922,0.81086115,0.83727025,0.79172651,0.74538014,0.89079883,0.67431256,0.79306609,0.8914358,0.72911128,0.88913043,0.65937258,0.72044014
77,0,0.82446244,0.87428784,0.72579824,0.52542612,0.93162172,0.8111868,0.89252413,0.85904238,0.8669992,0.67884302,0.81129786,0.91737986,0.84031578,0.83748531,0.77583883,0.66291481,0.92476084,0.71262784,0.76212156,0.88548865,0.90751752,0.59546275,0.6742992,0.66354212,0.72505036,0.84170539,0.84605865,0.79117829,0.6003585,0.90490623,0.89089396,0.90853106,0.84324324,0.66777544,0.96040353,0.99455396,0.68129421,0.79571014,0.92925565,0.86053304,0.79660437,0.90566188,0.91366509,0.69562146,0.81898089,0.87157416,0.85494608,0.84265463,0.91692504,0.72733575,0.86103286,0.87785187,0.83800798,0.90243628,0.66309575,0.7374893
77,1,0.92434329,0.8498266,0.73285841,0.57708128,0.91018326,0.81433936,0.92188778,0.84184797,0.87871203,0.70978457,0.87800093,0.93502304,0.86241176,0.89189652,0.77636309,0.70473679,0.91821081,0.7533628,0.79935617,0.92793682,0.94784573,0.69351262,0.708996,0.6962959,0.7667553,0.88603673,0.89358566,0.83906539,0.63587797,0.91192172,0.95035592,0.88625249,0.84665904,0.66981793,0.98823035,1,0.7259104,0.83250168,0.97574479,0.89257087,0.7936948,0.96093068,0.93526416,0.70924176,0.81290528,0.89019108,0.90020062,0.90481816,0.93789896,0.76126473,0.90754785,0.85127369,0.91771743,0.91512369,0.66581918,0.75390478
77,2,0.97314138,0.82022541,0.73177713,0.60376109,0.86912172,0.80827875,0.9411909,0.81865704,0.88169591,0.7351987,0.93129462,0.94028966,0.87539159,0.92356412,0.77786099,0.72593872,0.90399035,0.79278038,0.82687208,0.95310958,0.96799876,0.75910385,0.73526888,0.71953564,0.79126581,0.91480416,0.94240583,0.85309994,0.66796007,0.91024477,0.98890635,0.8558685,0.84739854,0.67197712,1,0.98964486,0.77920706,0.84426901,0.99797873,0.92779478,0.78917642,0.9913444,0.95557465,0.70322846,0.79332705,0.90271156,0.90611677,0.97055101,0.95786978,0.77740122,0.94380643,0.81783386,0.96344474,0.92464393,0.6665259,0.77512417
78,0,1,0.78319297,0.72484417,0.61711509,0.81477351,0.79581696,0.95787666,0.79271552,0.87871203,0.7536778,0.9757094,0.93021725,0.88459129,0.92965799,0.78055722,0.72986635,0.88839093,0.8208615,0.83660612,0.97852912,0.98141935,0.80034567,0.74935641,0.72190065,0.79995166,0.94187505,0.98152036,0.84654534,0.68480247,0.9007677,1,0.82451549,0.83987147,0.67495331,0.99327449,0.96348853,0.82853026,0.84702465,1,0.95846714,0.7780288,1,0.97539424,0.6796599,0.76594706,0.90537762,0.89368032,1,0.9788437,0.78633598,0.96301914,0.77355476,0.9924041,0.92696777,0.66332845,0.79743963
78,1,0.99455613,0.74808026,0.71600305,0.61517115,0.73443119,0.77856956,0.96572877,0.75681454,0.87091832,0.75330873,0.99882693,0.9076366,0.88222088,0.9079072,0.78265428,0.70304573,0.87503232,0.82052349,0.82558443,0.99539322,0.9638242,0.81659673,0.74363558,0.7088121,0.79379583,0.96149591,1,0.82803825,0.68498524,0.88039816,0.98613294,0.8067198,0.82325909,0.6809057,0.95998319,0.92191455,0.87643001,0.84307738,0.98198436,0.97686297,0.75765044,0.99062971,0.99128674,0.63800214,0.72496224,0.89090082,0.86501151,0.9937558,0.99607879,0.77093122,0.97269772,0.7164744,1,0.9154985,0.64544514,0.81692071
78,2,0.96847364,0.72361902,0.71186872,0.59580927,0.67400588,0.76156668,0.95983969,0.72284288,0.8632404,0.73565359,0.99789657,0.88979592,0.87210225,0.87374043,0.78115638,0.66583326,0.87149875,0.80166407,0.77706753,1,0.91816984,0.80752006,0.72447082,0.67451404,0.76324229,0.96452017,0.99616224,0.80791178,0.67463096,0.85587471,0.95654988,0.79619634,0.80365349,0.68236461,0.91542665,0.88877809,0.89634093,0.83741714,0.94454697,0.98171796,0.73600557,0.97053919,1,0.59363345,0.68973506,0.86136488,0.83629711,0.94987765,1,0.73287376,0.9677862,0.66054121,0.98993543,0.88957084,0.6235284,0.82938859
79,0,0.93362411,0.70987119,0.71135988,0.55140161,0.63612552,0.7457602,0.9366923,0.68829764,0.8545827,0.71111493,0.97928928,0.87919684,0.85607326,0.82398521,0.77261833,0.61471952,0.86736189,0.774909,0.71437112,0.99465285,0.86496362,0.77814857,0.70066505,0.63710583,0.72884538,0.95109538,0.97640335,0.7900987,0.66329959,0.8225665,0.92160488,0.79193081,0.78205828,0.68096405,0.86456494,0.8501956,0.90018339,0.83205481,0.88636963,0.97969505,0.71569567,0.94155483,1,0.54660314,0.66157148,0.82023658,0.80428835,0.8984052,0.99115448,0.68832319,0.95348501,0.60875718,0.966673,0.85378561,0.59795742,0.83679568
79,1,0.90214148,0.69240773,0.715367,0.4974926,0.60736515,0.73342066,0.91289056,0.66446794,0.84681571,0.68600978,0.94266125,0.87603687,0.83320454,0.77311164,0.75718993,0.56879716,0.85840731,0.75183741,0.62783782,0.98173741,0.82296338,0.72897145,0.68187929,0.58917927,0.68140359,0.9316958,0.94037571,0.77652684,0.65827358,0.78971984,0.87625959,0.79142366,0.76905537,0.67997199,0.81445986,0.8292552,0.89599162,0.82289417,0.83167238,0.98033985,0.6990484,0.90383546,0.99398662,0.5151072,0.64616101,0.77381256,0.76204318,0.85410514,0.97875251,0.65135947,0.93340556,0.5742881,0.94338207,0.81134745,0.567879,0.83885939
79,2,0.87837646,0.66930889,0.72312683,0.43937879,0.58743084,0.7148284,0.8858989,0.64083378,0.8356373,0.65502532,0.89885322,0.87761685,0.80666012,0.69896952,0.72943379,0.52110192,0.84575541,0.72070549,0.52868859,0.95286278,0.7784274,0.65651021,0.66428061,0.5575378,0.60731609,0.9103784,0.89686722,0.7549198,0.66821313,0.74631917,0.84669502,0.79720159,0.75814772,0.68061391,0.7476839,0.80164148,0.89031526,0.80926491,0.7403111,0.98829241,0.68296022,0.87548638,0.97932135,0.49173581,0.63698513,0.70101001,0.70562889,0.79870053,0.95859931,0.61367943,0.90978693,0.53863968,0.92048994,0.7519584,0.52392485,0.83578524
80,0,0.85351829,0.64336141,0.71759318,0.4142837,0.57446404,0.68691817,0.86087028,0.62387402,0.82244589,0.62850399,0.84684384,0.87241606,0.77237793,0.62629951,0.7006441,0.49498136,0.83610273,0.67710175,0.49088679,0.92234288,0.76460818,0.60208274,0.64876287,0.55844492,0.52376118,0.88869219,0.84877011,0.73130783,0.67912976,0.70204157,0.83122862,0.80902011,0.74988996,0.68621615,0.71688104,0.78231188,0.88367828,0.78826246,0.65151595,1,0.66872048,0.85896927,0.96244708,0.48746406,0.63252212,0.64149227,0.64182796,0.76813771,0.93434251,0.60005392,0.89382449,0.51540655,0.90386441,0.69641117,0.48248729,0.82260661
80,1,0.83317483,0.61180332,0.69647628,0.42355261,0.56649378,0.66027421,0.83281531,0.60988646,0.80166563,0.59348554,0.78294197,0.85352205,0.73692619,0.54111082,0.65560965,0.50012728,0.825864,0.65608424,0.49375335,0.88047055,0.79203623,0.5679066,0.62632294,0.56901728,0.46461204,0.85756436,0.78721304,0.69528069,0.66895122,0.65944091,0.81778682,0.8165278,0.74298794,0.69963819,0.70909626,0.76781468,0.87043053,0.76815372,0.56703577,0.99197158,0.64885557,0.83879933,0.93495735,0.49154687,0.6281613,0.59171975,0.59924082,0.73858746,0.89822178,0.6152199,0.87425063,0.49196972,0.88210216,0.65411357,0.44517797,0.79505909
80,2,0.82007893,0.57630666,0.67116143,0.44437949,0.55622407,0.63133351,0.80008179,0.59533835,0.76459428,0.571805,0.72663471,0.81889401,0.68968506,0.46923964,0.6026438,0.52624784,0.80895458,0.64121165,0.49954779,0.83325107,0.80792612,0.54183969,0.60281751,0.57865011,0.41862058,0.82260087,0.73149603,0.66023288,0.64339238,0.61844028,0.80187668,0.81625611,0.73599789,0.70763305,0.70148802,0.75627828,0.84964632,0.74558725,0.49440197,0.969669,0.62474613,0.80933852,0.89703626,0.49342808,0.62242638,0.55414013,0.56641133,0.71183023,0.85507934,0.62358469,0.84702059,0.46897247,0.852782,0.61657609,0.41496165,0.75755266
81,0,0.80114562,0.53996161,0.63113472,0.46915058,0.54418223,0.6055279,0.76205627,0.57835252,0.70194175,0.55989185,0.66338005,0.77643186,0.61519987,0.37926942,0.54451019,0.56628784,0.77966905,0.62977119,0.51345137,0.78239552,0.81005215,0.5328391,0.57284039,0.58701944,0.39709935,0.78114627,0.65778606,0.61182141,0.61507803,0.56239327,0.78394194,0.81011592,0.72882296,0.7054155,0.6880538,0.73059753,0.82683608,0.71401653,0.43490641,0.93498875,0.59066429,0.7761693,0.85040191,0.48624825,0.61531735,0.51393085,0.53091444,0.69719855,0.8072588,0.62125087,0.81314554,0.44321983,0.81066274,0.57817654,0.39382918,0.70863162
81,1,0.77518338,0.49726901,0.60629055,0.49042119,0.53292704,0.54703519,0.71001145,0.5679368,0.6456667,0.55087975,0.58788908,0.72732061,0.56325968,0.31593422,0.48415219,0.60877352,0.75252952,0.61469059,0.52298613,0.72551004,0.79459412,0.56643912,0.54854834,0.59383369,0.37929256,0.72908461,0.59193237,0.55457279,0.59001828,0.52520808,0.77004715,0.79605144,0.72312704,0.69456116,0.67419084,0.71010202,0.79396559,0.67344902,0.39376922,0.89695805,0.55595491,0.73590884,0.79094312,0.47481311,0.60803798,0.47919927,0.50807058,0.68945237,0.75342878,0.60660094,0.77833153,0.42617291,0.75838397,0.55628748,0.37727312,0.66976366
81,2,0.73744794,0.46630542,0.5421384,0.51043105,0.51755705,0.51247053,0.66307051,0.56149705,0.55043199,0.54356708,0.54023825,0.67070441,0.49076897,0.27609581,0.41601258,0.64978634,0.72115832,0.60520888,0.5311106,0.66023363,0.76485179,0.60209361,0.52247569,0.60061555,0.36012408,0.66291215,0.550746,0.49149445,0.55827358,0.48999215,0.75417399,0.77351929,0.72032749,0.67221055,0.65029004,0.68088517,0.76091171,0.64671185,0.36630635,0.83327433,0.51332694,0.70018264,0.72577775,0.45934445,0.5975902,0.44416742,0.48785993,0.68521644,0.68910268,0.58210737,0.73239437,0.41389699,0.69911698,0.52142054,0.36500043,0.63625621
82,0,0.69433422,0.43908843,0.47542933,0.51400902,0.49234959,0.48837656,0.61392115,0.56207063,0.44863276,0.53446056,0.49683474,0.61825543,0.42197485,0.24294469,0.35522019,0.68084371,0.6922951,0.58282198,0.52191308,0.60385818,0.72219823,0.65293389,0.49824085,0.5962635,0.30145838,0.59887881,0.5227693,0.4448103,0.51982286,0.46123787,0.7113525,0.744213,0.72150717,0.64810924,0.56424548,0.61954437,0.72693215,0.6168541,0.35663064,0.78526816,0.48471053,0.66070833,0.66018286,0.43781319,0.58432606,0.41295723,0.46877779,0.68057548,0.63126938,0.54488177,0.67654749,0.41056266,0.62749715,0.49910045,0.35876067,0.60676486
82,1,0.64179757,0.38861779,0.41002417,0.50302155,0.44591113,0.47326871,0.56433012,0.57123489,0.37673466,0.518934,0.46014603,0.53965109,0.38501942,0.23834575,0.31865638,0.70262751,0.6227355,0.56486393,0.50325745,0.54009543,0.55748596,0.68664261,0.47133152,0.5874514,0.27766497,0.53578963,0.4981576,0.40149599,0.46034022,0.44016062,0.66322455,0.69827024,0.72638436,0.6140873,0.50395124,0.56780701,0.66105144,0.59194161,0.36502329,0.7288922,0.45757742,0.61256253,0.58323004,0.39518607,0.56227216,0.38724295,0.44743862,0.67327652,0.5792723,0.42403143,0.58633442,0.41574106,0.56665401,0.49908171,0.36661208,0.57573215
82,2,0.59361165,0.35453307,0.36637196,0.4819552,0.41660615,0.46953978,0.53406674,0.5804122,0.33743654,0.50007725,0.42980806,0.48772877,0.34951548,0.24307022,0.30991612,0.70124557,0.58955443,0.5009447,0.45207327,0.50153833,0.44569201,0.70156749,0.43175057,0.55762419,0.27137217,0.49355315,0.47506153,0.37881709,0.41484606,0.43677595,0.62779884,0.66848397,0.73169293,0.59115313,0.37545187,0.54794815,0.58495328,0.56846652,0.37441779,0.68063317,0.45013806,0.57389026,0.54500215,0.35757003,0.5376631,0.37206551,0.42767253,0.68025483,0.54141893,0.33997535,0.54273023,0.4226992,0.51956893,0.51295915,0.37617857,0.5643689
83,0,0.55589807,0.33331682,0.33869101,0.45447246,0.395574,0.4715658,0.51391297,0.58962861,0.32460141,0.47864561,0.40129037,0.43908492,0.34216407,0.25380867,0.31820701,0.68908083,0.56674998,0.47859248,0.43902813,0.47212899,0.43677817,0.69889341,0.40936785,0.54551836,0.28643945,0.45530722,0.44779398,0.36839914,0.37510896,0.43765289,0.60505685,0.63990219,0.7365261,0.57418884,0.35047499,0.54200353,0.54611824,0.55385417,0.38282802,0.65774901,0.44672646,0.545565,0.52460576,0.32566335,0.51341745,0.36949955,0.42223514,0.69000084,0.50503374,0.3320496,0.5150957,0.43145853,0.47207558,0.53386432,0.38555546,0.561466
83,1,0.53435215,0.31831806,0.32235085,0.42844767,0.37406639,0.47555672,0.4990921,0.60090469,0.33226151,0.44882843,0.37168052,0.39223831,0.34011737,0.27096053,0.34818005,0.66693336,0.54773765,0.44960132,0.4334483,0.45132445,0.45804959,0.69834989,0.39676773,0.5388013,0.30970107,0.42764623,0.41485323,0.36473627,0.34472093,0.44166833,0.59020985,0.60959971,0.74345453,0.56336368,0.35976461,0.54445041,0.51043577,0.54015044,0.39206433,0.64318406,0.4481413,0.53516239,0.51508253,0.29696049,0.49687134,0.37166515,0.42393361,0.70033752,0.47253328,0.3462836,0.49164319,0.44325199,0.42737372,0.55676537,0.39385504,0.56575612
83,2,0.52066595,0.30462596,0.31842005,0.40642344,0.35934474,0.4796699,0.49111729,0.61585692,0.34907812,0.43446056,0.34954392,0.3645293,0.34314565,0.28762168,0.38534302,0.64130375,0.53317246,0.4316606,0.43651414,0.4394949,0.48820162,0.70144792,0.39253432,0.54213823,0.33732173,0.40011064,0.39253584,0.36519895,0.33116828,0.44662226,0.59593233,0.57490491,0.75036535,0.56092437,0.38820513,0.55296464,0.4875906,0.53172712,0.40558046,0.63385339,0.45486182,0.53901374,0.51738357,0.27981599,0.48425452,0.37584167,0.4267492,0.71145051,0.44575962,0.36999153,0.47920549,0.46202505,0.39622104,0.5843422,0.4012583,0.57654564
84,0,0.51336372,0.2944761,0.3205699,0.38928722,0.35091632,0.48815824,0.48363324,0.63530654,0.36934177,0.42787744,0.33526485,0.35330481,0.34894115,0.30772918,0.41545087,0.62021093,0.52320951,0.41036575,0.44845558,0.43110398,0.51334861,0.69087114,0.39705378,0.54962203,0.36253324,0.38265103,0.37751853,0.36620142,0.3326304,0.45759166,0.614847,0.54772686,0.75753147,0.56908263,0.41464481,0.5672394,0.47772247,0.52496462,0.42253274,0.63358788,0.46465165,0.5428492,0.52744677,0.27161751,0.47938267,0.38023658,0.42894923,0.71765252,0.427029,0.39090349,0.474684,0.48174157,0.36646411,0.61397114,0.41398776,0.58740367
