,,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
40,0,0.44866016,0.40184471,0.85615352,0.29291856,0.23852849,0.76390821,0.58498979,0.80224546,0.32173412,0.84207213,0.48463808,0.80844745,0.45919833,0.577586,0.48206346,0.51474716,0.41426056,0.8441348,0.87290488,0.69758245,0.60981485,0.56289459,0.24072432,0.36922598,0.36427769,0.70083659,0.28508076,0.79228409,0.54315879,0.3699139,0.70271635,0.88675422,0.65050454,1,0.30227117,0.39275242,0.68638021,0.85972212,0.83758089,0.47216189,1,0.68050563,0.66875489,0.46209772,0.68164113,0.44111091,0.52104758,0.72226658,0.53082871,0.81158949,0.3657443,0.44529238,0.6376573,0.33155873,0.75208391,0.42259954,0.77443542,0.6033274
40,1,0.49282165,0.49908115,0.86478345,0.33976232,0.36751993,0.76779381,0.6896529,0.77849674,0.38156466,0.92566778,0.51897738,0.80390277,0.46915475,0.63673219,0.55037389,0.58401269,0.50780065,0.87323396,0.92997429,0.68450596,0.65500034,0.67709992,0.30559552,0.4102248,0.33471736,0.68481095,0.3118943,0.80904527,0.59489124,0.45566805,0.74851274,0.92967666,0.66954369,0.98434136,0.16139776,0.28336967,0.73543682,0.83242824,0.79426843,0.43801043,0.99708879,0.68194345,0.72895126,0.48672469,0.72150091,0.45766849,0.56588713,0.78365908,0.45796036,0.70382414,0.44362311,0.56295684,0.58766399,0.28509334,0.78095501,0.49711074,0.80350934,0.72041325
40,2,0.60727595,0.63667672,0.84730918,0.41400909,0.50985885,0.76921071,0.79365079,0.76794652,0.48065153,0.97931469,0.61097496,0.81829853,0.60538334,0.74164619,0.66233832,0.7135647,0.65015574,0.90777706,0.96900771,0.68425081,0.70259481,0.7718913,0.42694045,0.52557444,0.47541157,0.73794003,0.45989657,0.83340151,0.64944378,0.52952009,0.80171736,0.94970874,0.70571809,0.96311411,0.31760537,0.36547628,0.79990487,0.82079131,0.79382721,0.53856791,0.95924309,0.73939612,0.81224259,0.52929345,0.77934303,0.60080193,0.63876798,0.83643527,0.55825983,0.6762487,0.55963001,0.65860599,0.53368139,0.39685963,0.85233232,0.61258608,0.84037368,0.80669754
41,0,0.75482697,0.74630006,0.81687393,0.53403705,0.64715863,0.80930981,0.90001976,0.78629585,0.67874301,1,0.73941457,0.8538771,0.75274692,0.86320639,0.76116613,0.84152086,0.81480228,0.94523655,0.9939126,0.67468266,0.7450616,0.84401592,0.71883573,0.66286817,0.67292562,0.83349631,0.60250779,0.86656131,0.6931765,0.66198182,0.83348299,0.97719406,0.75515644,0.94065375,0.66586388,0.55688294,0.87117489,0.87199379,0.86669048,0.7070084,0.90538574,0.81536065,0.90068642,0.57829871,0.83796417,0.76443187,0.75071929,0.88657784,0.75754111,0.8096384,0.74049541,0.75675252,0.5584739,0.58848305,0.93751035,0.78648777,0.88968318,0.88314927
41,1,0.93850932,0.88812513,0.85231561,0.63173016,0.82110729,0.86913248,0.97622341,0.85807336,0.81728365,0.9871841,0.92723697,0.93058884,0.91854398,0.97536855,0.84064268,0.9379254,0.93953142,1,1,0.68240097,0.79805905,0.93816909,0.90824691,0.7847313,0.82981818,0.94415472,0.81822046,0.92134424,0.73322469,0.80030293,0.85548322,0.99733468,0.83988069,0.91914269,0.93803826,0.72986242,0.96995402,0.92474787,0.93639171,0.89755285,0.91943231,0.9161874,0.97419411,0.62439292,0.92112438,0.93030249,0.88056068,0.95476178,0.94223021,0.95525494,0.85521674,0.89662374,0.6488755,0.79048453,0.99784709,0.94435209,0.94370431,0.95860349
41,2,1,0.98000982,0.92975986,0.70052429,0.94529364,0.89003825,0.98630047,0.9502914,0.88532412,0.98552028,1,0.99991441,1,1,0.8636823,0.99951932,0.96533044,0.99248218,0.98113111,0.70357849,0.87996421,1,0.98854132,0.88056542,0.87583471,1,0.95898271,0.94357163,0.77347127,0.93191964,0.8700752,1,0.90943708,0.92005285,0.97294414,0.8273814,1,0.9653008,0.95570006,0.96836085,0.95516739,0.95902229,1,0.65464453,0.97370813,1,0.97314644,1,1,0.99362643,0.94058164,1,0.78427041,0.890963,1,1,0.96141348,0.99337371
42,0,0.96592724,0.98912815,0.97012221,0.69514855,0.96145689,0.84594924,0.91747349,1,0.89832182,0.97072578,0.98835186,1,0.98189184,0.95227273,0.80284964,0.99134782,0.91413868,0.93253402,0.92134704,0.72194935,0.93599009,0.97529509,0.98979592,0.9127592,0.81269421,0.98870056,1,0.9246909,0.76234677,0.94523278,0.85262095,0.96114186,0.920099,0.90468781,0.94497371,0.83527554,0.97804027,1,0.92852341,0.95960035,0.94687045,0.91942248,0.9651577,0.66084699,0.95092184,0.96061089,1,0.98655192,0.9790918,0.94062175,0.97154503,0.97389488,0.87878179,0.91266258,0.90096605,0.93437822,0.90308692,0.99102244
42,1,0.78958296,0.89219331,0.94922813,0.61716882,0.84187815,0.72729485,0.76118027,0.87264313,0.81867391,0.89819228,0.88578776,0.91723725,0.79197103,0.8460688,0.67067502,0.87736974,0.76489707,0.82955282,0.78516195,0.75103655,0.86984651,0.8644661,0.91008699,0.79749673,0.66135537,0.86294003,0.85902522,0.84810821,0.6850209,0.80588329,0.77562016,0.8389715,0.80446786,0.75624388,0.79407057,0.73414029,0.79195339,0.82685662,0.75777376,0.85041992,0.86885007,0.79103762,0.81679555,0.63902867,0.84140483,0.87045227,0.9116931,0.92136451,0.78846782,0.80651665,0.88892373,0.85911069,0.90481928,0.83341195,0.67088049,0.74002216,0.7349147,0.87338796
42,2,0.58652174,0.73655047,0.73536664,0.49786089,0.68309076,0.52235744,0.60049397,0.62635413,0.71369694,0.76418743,0.74864231,0.77084902,0.62684918,0.70933661,0.50200586,0.70600846,0.59042524,0.77064161,0.67032391,0.76251834,0.66122238,0.74615701,0.78345601,0.62102248,0.44218843,0.69295958,0.70805469,0.72038672,0.54298873,0.60757334,0.66056796,0.72647346,0.65780288,0.60648855,0.53186495,0.59574468,0.62361662,0.68863107,0.49288806,0.71637706,0.76622999,0.64569854,0.63339126,0.61835869,0.74182031,0.76189634,0.73935817,0.79425579,0.6027442,0.5339295,0.63737556,0.71920466,0.87235609,0.72316194,0.46479161,0.52845722,0.45523152,0.65339508
43,0,0.54961846,0.66892053,0.53204331,0.39587557,0.55434067,0.38337969,0.53822696,0.31677237,0.58863113,0.63701772,0.60012858,0.64118453,0.33771408,0.56611794,0.43434216,0.48219573,0.4812974,0.76889177,0.57556812,0.74083052,0.51825315,0.57261186,0.63572265,0.4874712,0.33415537,0.45773577,0.58190706,0.60669332,0.39581946,0.538353,0.35324391,0.62856833,0.55523894,0.46695048,0.42031095,0.50903691,0.53788648,0.60098032,0.39966594,0.58258036,0.68112082,0.53326743,0.49288383,0.60692657,0.59874708,0.71389823,0.55465142,0.6322982,0.41116737,0.42008325,0.44129498,0.63021232,0.79792503,0.59639464,0.39916092,0.41189741,0.35450853,0.40512291
43,1,0.44262644,0.54315775,0.44927101,0.28291506,0.36803189,0.3071975,0.52506751,0.23470175,0.4456976,0.53188236,0.47012329,0.55409962,0.30125836,0.41286241,0.37808205,0.33126322,0.39893012,0.79228775,0.47597943,0.7097659,0.37803015,0.48589075,0.49054031,0.41917928,0.26839669,0.32663516,0.51175262,0.52523938,0.28832991,0.51883769,0.27858345,0.52300493,0.47529352,0.4430319,0.32922796,0.45944666,0.46828127,0.57091473,0.37647071,0.41374891,0.58757642,0.43968368,0.37413329,0.58001755,0.47392885,0.62580341,0.40445592,0.46830836,0.30634324,0.44442638,0.33239006,0.51136443,0.70582329,0.50595054,0.39576042,0.36714161,0.29008123,0.31557535
43,2,0.35843833,0.40934278,0.5067753,0.25268787,0.22145835,0.33238004,0.58263848,0.23388756,0.37370023,0.51560392,0.42039936,0.50971414,0.32673255,0.31825553,0.36701698,0.27267833,0.35429307,0.85106935,0.43897172,0.67812719,0.31741345,0.48856025,0.41356641,0.35439318,0.27055207,0.28703281,0.4890408,0.47823743,0.21830936,0.55595504,0.27613088,0.46583933,0.48369614,0.47110002,0.3151208,0.46107811,0.44167592,0.56033571,0.40389949,0.31281494,0.56502911,0.38200335,0.31065253,0.54054272,0.3906323,0.55263282,0.30326817,0.38064182,0.28775999,0.49661811,0.25721565,0.52255482,0.63641232,0.46906126,0.44537124,0.39034275,0.30074736,0.3244674
44,0,0.35652174,0.38933156,0.58435892,0.30511709,0.26933372,0.40685848,0.69880788,0.23801851,0.34072886,0.57172408,0.45988957,0.54026874,0.36779817,0.32490172,0.41620352,0.33936743,0.3804916,0.91062865,0.46952185,0.66039421,0.34725033,0.51644249,0.36191034,0.35916931,0.34192397,0.32349522,0.51276566,0.5012364,0.2170056,0.64295281,0.31675272,0.4936141,0.55709209,0.49525347,0.28900236,0.49836854,0.44864436,0.51039566,0.46845323,0.28273241,0.61612809,0.39063623,0.31627422,0.52332504,0.40760841,0.55539831,0.26111398,0.36911193,0.30521616,0.52072711,0.2810457,0.62492168,0.62390228,0.50845744,0.47389456,0.37420249,0.36069862,0.30143926
44,1,0.40488909,0.46185733,0.66277873,0.38906676,0.38126234,0.46811544,0.82045709,0.26417552,0.36987496,0.67528555,0.52384842,0.60115543,0.43539378,0.38829238,0.48440279,0.45808498,0.48904388,0.94731043,0.56034961,0.65031575,0.42155689,0.54903239,0.36175142,0.41037424,0.44755702,0.40945241,0.54993624,0.5493818,0.28612627,0.71242825,0.39386014,0.56094649,0.6233547,0.51037385,0.25131469,0.5694835,0.50018234,0.46789618,0.56102404,0.3588329,0.70029112,0.46540259,0.38608915,0.53970158,0.5082511,0.61937614,0.28210992,0.40435481,0.38660568,0.49579214,0.35542055,0.72942917,0.62495984,0.5827886,0.51837704,0.37969603,0.4413485,0.28012825
44,2,0.5809583,0.58413411,0.70964837,0.49073051,0.5000512,0.55952712,0.91016268,0.37353445,0.45840737,0.76486195,0.61356176,0.67911674,0.58557486,0.5608231,0.61353072,0.64267449,0.66168066,0.97563189,0.73747044,0.62780506,0.56069241,0.63258304,0.46145032,0.53944206,0.57939835,0.56442851,0.59075517,0.64475225,0.40504499,0.78087532,0.52541812,0.69746855,0.70946246,0.59055588,0.36724335,0.70945794,0.60435231,0.52179279,0.67071813,0.51571098,0.76179039,0.59669902,0.48984273,0.59621123,0.63493898,0.7154903,0.45462929,0.5008243,0.5283023,0.55059834,0.50037626,0.79463975,0.66888889,0.68191927,0.69009108,0.50417953,0.57740049,0.39909512
45,0,0.67173913,0.70225153,0.74069468,0.58633345,0.62143641,0.64366307,0.95613515,0.52804251,0.59798453,0.82916629,0.71685198,0.77308285,0.70775275,0.68372236,0.75085893,0.79553932,0.81453142,0.97705768,0.86236504,0.61719079,0.63205314,0.71060939,0.67585313,0.6789962,0.69672727,0.72549978,0.63101445,0.73376406,0.51945015,0.83482143,0.64642496,0.83637855,0.7741956,0.68659229,0.62986053,0.8073829,0.6889805,0.68186755,0.75169132,0.65742832,0.80917031,0.7352624,0.58992962,0.65434465,0.74811737,0.80771272,0.63288086,0.62294572,0.66830012,0.67872008,0.6320138,0.8433606,0.70481928,0.75092661,0.82865029,0.66044487,0.7074736,0.59095119
45,1,0.84736469,0.83811461,0.79019082,0.65630199,0.80055584,0.75498088,1,0.69006685,0.74602665,0.91384117,0.8458513,0.85074461,0.83309803,0.81922604,0.89531124,0.92354355,0.94542254,0.969151,0.95028278,0.61516872,0.75160025,0.82136975,0.86040482,0.8181705,0.79960331,0.85017384,0.70383253,0.83431254,0.66126975,0.90242347,0.75749242,0.90896921,0.86310846,0.78302016,0.89497752,0.9247425,0.82670049,0.82869032,0.83254895,0.82616565,0.88020378,0.87562904,0.73879573,0.72998098,0.8741236,0.90335515,0.81276282,0.76194722,0.81830556,0.85770031,0.78639178,0.92081448,0.79290495,0.84688995,0.94562517,0.83313544,0.8432169,0.77976487
45,2,0.95856256,0.94136214,0.88546312,0.73652569,0.94309954,0.85645862,0.99841928,0.83026226,0.84106614,0.97877507,0.94365025,0.95164327,0.931189,0.95712531,0.98484236,0.99278985,1,0.95100454,0.97420051,0.60841998,0.84472434,0.91723854,0.96110739,0.90534903,0.86360331,0.92595611,0.78676679,0.91577577,0.77517183,0.95551658,0.85784039,0.98499705,0.94865774,0.90272069,0.98803445,0.98782046,0.92738227,0.94964384,0.8863665,0.94403417,0.91979622,0.94817877,0.86631332,0.78832651,0.92352636,0.95412465,0.92357064,0.89376328,0.93515191,0.9508975,0.91306734,0.97189349,0.87054886,0.8997237,0.98807618,0.94031505,0.92493907,0.92817955
46,0,0.99139308,0.9688574,0.94618353,0.74246767,1,0.90794506,0.93993282,0.94069249,0.87841395,0.99109632,0.94735648,0.97612119,0.94929716,0.94932432,0.98938965,0.98682946,0.97399783,0.91017498,0.95409769,0.62029087,0.89551931,0.96376613,1,0.9575316,0.86677686,0.92769448,0.86022953,0.93009203,0.75271027,0.95184949,0.89241217,0.9817046,1,0.95922881,1,0.93519284,0.98549231,0.99012624,0.90318514,0.97958297,0.9143377,0.94152888,0.9235381,0.82409304,0.90236302,0.93761425,0.94835854,0.96976515,0.96422738,0.94693028,1,0.95475113,0.95983936,0.89136734,0.91404913,0.94253147,0.93338749,1
46,1,0.9011535,0.87872624,0.89723413,0.67270185,0.92532729,0.85780598,0.78831588,0.8213747,0.82699901,0.91928231,0.86105438,0.93204382,0.79915291,0.82776413,0.90167745,0.85089406,0.85698808,0.86007777,0.85330591,0.69547745,0.79434235,0.87681856,0.92815323,0.66560807,0.75358678,0.82366362,0.83706432,0.83188621,0.66973712,0.84095982,0.81288585,0.89310998,0.92035286,0.82378156,0.6025684,0.80046613,0.89210401,0.84991889,0.75335112,0.86214886,0.82954876,0.81907501,0.8243201,0.75431539,0.78440665,0.84863494,0.78967171,0.92673545,0.81438528,0.76866545,0.94912597,0.88461538,1,0.80645596,0.68114822,0.80661759,0.81616572,0.86362665
46,2,0.71428571,0.70484674,0.71513722,0.56373296,0.73458641,0.70489395,0.66515181,0.45273397,0.7080125,0.79476572,0.71294153,0.81888052,0.61063778,0.70036855,0.73913703,0.6637089,0.69081798,0.82242385,0.66361954,0.72711616,0.65926767,0.72165797,0.81721311,0.50356187,0.50561983,0.64471969,0.71812128,0.69891234,0.5743924,0.72101403,0.64474127,0.71235091,0.72894587,0.63097475,0.48690649,0.65734907,0.71291422,0.67453276,0.59760274,0.71258326,0.7027802,0.67529355,0.68470762,0.66451872,0.64010647,0.77026947,0.60636665,0.7563067,0.66525101,0.54423127,0.75522458,0.78561608,0.98239625,0.67646068,0.55914988,0.62575794,0.54755483,0.61362309
47,0,0.64363798,0.53354142,0.44751286,0.43605732,0.55363856,0.41671592,0.57523546,0.2031025,0.5884666,0.68009713,0.56820967,0.71275248,0.34319563,0.5904484,0.55916532,0.49657758,0.54951246,0.81263772,0.51827249,0.70912802,0.52536995,0.56006725,0.70983607,0.36461174,0.36813884,0.43847784,0.54815103,0.61092312,0.45324878,0.49691486,0.35718375,0.54993548,0.5765628,0.50514778,0.40041918,0.4741448,0.47670842,0.51129135,0.36703715,0.57505068,0.55323144,0.58116463,0.55866713,0.57151843,0.56318489,0.63164102,0.44622648,0.57732386,0.44581292,0.31330645,0.52041232,0.71953533,0.92791165,0.40508794,0.46091085,0.47627642,0.40704305,0.43682223
47,1,0.43057675,0.36737743,0.38123928,0.27477805,0.30234769,0.30652816,0.49781334,0.19626328,0.43558736,0.47899991,0.45688677,0.63871106,0.30551838,0.48912776,0.48000707,0.37827341,0.44267335,0.82709008,0.43602057,0.68106143,0.41060637,0.45350673,0.59091669,0.26601283,0.23626446,0.36831812,0.40696373,0.59649531,0.37824701,0.47755899,0.28112583,0.44244244,0.40890398,0.4710413,0.41665269,0.39472972,0.40561281,0.47570351,0.35651105,0.44511295,0.46707424,0.51060987,0.43985577,0.47692364,0.47442872,0.50385046,0.34,0.45417596,0.3371175,0.35799298,0.33940582,0.5846937,0.79504685,0.31325561,0.44998068,0.37359297,0.30161657,0.35799074
47,2,0.37635315,0.25254962,0.39961407,0.276295,0.15505741,0.28554416,0.46164131,0.2040881,0.36298124,0.39902419,0.43073141,0.56014207,0.30630409,0.43511057,0.44671584,0.35548933,0.40058911,0.86668827,0.3951671,0.64821075,0.33824764,0.42281773,0.51491301,0.22101625,0.21551074,0.36113103,0.33500283,0.62745189,0.36182243,0.52577328,0.27617017,0.3880507,0.36062068,0.48344099,0.42369484,0.39554921,0.3876645,0.48533042,0.37381293,0.37297278,0.4658952,0.47509585,0.39820141,0.41699093,0.40814723,0.42714783,0.26174843,0.41834206,0.32285201,0.44073231,0.2369601,0.54429168,0.72570281,0.31327583,0.50926856,0.36329455,0.29129163,0.38907018
48,0,0.37055901,0.24345234,0.44960334,0.33784691,0.17078915,0.29591446,0.44423368,0.18729002,0.33645936,0.37677849,0.45678844,0.55114687,0.31072371,0.45124079,0.44004648,0.36877524,0.43540087,0.90077771,0.41649357,0.6265038,0.33695368,0.41132995,0.4746738,0.20783984,0.27642975,0.37633638,0.29762681,0.66877382,0.37924609,0.56686862,0.30385565,0.40924057,0.34138478,0.48582893,0.38545843,0.43468912,0.36266846,0.48379999,0.38917136,0.35786273,0.51532751,0.48079919,0.40059084,0.35409596,0.39934433,0.41741258,0.22452969,0.41151952,0.31312207,0.4914347,0.25008231,0.59145493,0.62982597,0.3539996,0.5233729,0.3390881,0.3364013,0.37227645
48,1,0.43511979,0.35156765,0.50545669,0.48545963,0.31943977,0.33417072,0.46585655,0.18255914,0.36850115,0.43806547,0.51781257,0.59162958,0.34713032,0.51167076,0.46359135,0.44122284,0.53037649,0.9411536,0.46082262,0.62340371,0.39066694,0.42780675,0.43758782,0.26923843,0.39133223,0.4364787,0.3020119,0.68884447,0.43880111,0.59926658,0.3760018,0.44762835,0.34521165,0.45787825,0.28693697,0.5177731,0.29276201,0.49241837,0.4221048,0.40262091,0.61600437,0.56919482,0.45149883,0.27964453,0.47474682,0.4936376,0.24512726,0.42392037,0.29153871,0.49960978,0.31785686,0.66253046,0.57356091,0.44961251,0.54272702,0.37474867,0.474013,0.3084218
48,2,0.66488021,0.51883285,0.55412736,0.62831178,0.50091421,0.42836405,0.56249753,0.30181694,0.48358013,0.56228078,0.60432645,0.67074632,0.44941993,0.62463145,0.52965845,0.60500865,0.67629334,0.96798445,0.58958355,0.62333355,0.51820497,0.52820478,0.50870693,0.4370571,0.57819504,0.54162321,0.36195806,0.7241889,0.55488557,0.61280293,0.49902346,0.56714546,0.42202196,0.46649051,0.30537307,0.58904594,0.30320279,0.58889202,0.60125851,0.52890964,0.69898108,0.64731608,0.57077939,0.36557197,0.61573617,0.62385754,0.40884544,0.5403909,0.36013285,0.5430281,0.46688877,0.7642795,0.58917001,0.57743109,0.62268838,0.52552838,0.63869212,0.3675098
49,0,0.7560071,0.63869678,0.6214301,0.66931842,0.6231405,0.59574061,0.6884015,0.47904525,0.62869365,0.70586384,0.69149837,0.74442828,0.5938555,0.72358722,0.60792239,0.76813113,0.81859426,0.97965003,0.7375527,0.62998023,0.61689724,0.63250069,0.66322349,0.61502584,0.73732231,0.68758149,0.4481652,0.77317096,0.70364912,0.61225287,0.63194522,0.71923731,0.60401092,0.61333921,0.59817849,0.63437336,0.52413984,0.72529798,0.75905538,0.67598465,0.76200873,0.76306015,0.67292554,0.62711381,0.76473643,0.74686007,0.61046108,0.65969205,0.57121856,0.68658949,0.62993651,0.88191786,0.64421017,0.72828358,0.72426166,0.68601282,0.78990252,0.61439259
49,1,0.93673469,0.81363541,0.75019297,0.77399511,0.79287647,0.77544332,0.84054535,0.6414724,0.77826588,0.84360104,0.83745556,0.85997946,0.7254926,0.84226044,0.70882175,0.90931552,0.96235103,0.99870382,0.84711568,0.64349046,0.70920229,0.7857535,0.84852794,0.81063578,0.90466116,0.81540635,0.59910031,0.8568653,0.89236874,0.59624522,0.7510944,0.84359058,0.7634702,0.73586808,0.86304398,0.67998647,0.71799588,0.88059807,0.90596899,0.83615696,0.8636099,0.91343158,0.81409332,0.7687244,0.90431057,0.87823575,0.79195869,0.79365441,0.76391158,0.90465661,0.75913616,0.96780369,0.76532798,0.87573287,0.81435275,0.87722631,0.92916328,0.82436765
49,2,0.98322981,0.95062075,0.90956261,0.83411395,0.94097857,0.90881433,0.94111836,0.80583648,0.86533399,0.96474503,0.96316466,0.9620849,0.82542508,0.94711302,0.80032336,0.98298404,0.99966143,0.98185353,0.93368638,0.66804873,0.7907633,0.90989569,0.92087655,0.93555016,1,0.88635376,0.73894871,0.91264293,0.98256926,0.5583227,0.82310024,0.94627157,0.8914768,0.86573693,0.95122323,0.70227051,0.82226098,0.98053459,0.98185772,0.94316536,0.92372635,1,0.91971501,0.90988882,1,0.92871042,0.94208779,0.90262844,0.89338996,1,0.91408638,0.9959102,0.88768407,0.98308511,0.85233232,0.99627959,1,0.95368721
50,0,0.97488909,1,1,0.82929046,0.96540628,0.98026773,0.95784759,0.90992458,0.88721619,0.99150103,0.96732471,0.98878809,0.84985575,0.94275184,0.80871059,0.97067872,0.95998104,0.93810758,0.9439383,0.69758245,0.84974878,0.97193247,0.94161927,0.99682421,0.95047934,0.89433942,0.85619156,0.92951566,0.93750443,0.50203284,0.8454372,0.97984732,0.9390747,0.90875905,0.9682951,0.65549959,0.88758522,0.99386417,0.98738339,0.95612511,0.91375546,0.97292116,0.95716396,0.98156817,0.99967541,0.90765965,0.97078569,0.93320545,0.93471632,0.98757804,0.99427765,0.9290811,0.94638554,1,0.82152912,0.9878097,0.96994314,0.98916993
50,1,0.82070985,0.93981904,0.97504288,0.7515554,0.8469246,0.89394993,0.8475927,0.80910182,0.83802238,0.94734239,0.83798502,0.91792194,0.71505739,0.83648649,0.73342765,0.82796578,0.83863759,0.89053791,0.86300257,0.7263507,0.79406704,0.88862201,0.86993978,0.88324304,0.79266116,0.7912864,0.90826013,0.86302873,0.81378871,0.40030293,0.75715569,0.9140707,0.84559244,0.74943237,0.71697279,0.53863619,0.79824005,0.85358629,0.81761072,0.84042861,0.82299854,0.81607956,0.83994265,0.93980398,0.84296287,0.8108379,0.81822206,0.82506092,0.78520091,0.85594433,0.97091793,0.79765054,0.92697456,0.8950064,0.66707149,0.83986385,0.79005686,0.83477022
50,2,0.61473824,0.81033878,0.80002144,0.6220762,0.64791194,0.70053894,0.67055259,0.5577134,0.72174235,0.81122403,0.68335224,0.79104759,0.51578172,0.67561425,0.63030517,0.6507787,0.6536701,0.85210629,0.69991774,0.71429483,0.70913346,0.72508921,0.77424724,0.72414223,0.61495537,0.60864841,0.76423916,0.78873292,0.67155814,0.35432876,0.61258278,0.75579194,0.72494764,0.55345469,0.54836522,0.47113751,0.70919613,0.71648212,0.64064207,0.68877063,0.7180786,0.61352744,0.66696498,0.86878291,0.66158141,0.67215048,0.60150498,0.6235471,0.63514102,0.67859001,0.78404013,0.68230073,0.8188755,0.70058629,0.5261772,0.65335233,0.55810723,0.58731742
51,0,0.57025732,0.680599,0.49328902,0.56075498,0.49482923,0.37332232,0.49971679,0.18331334,0.65590655,0.66035615,0.47636336,0.66481513,0.36917316,0.54199631,0.53203314,0.44913478,0.52297535,0.83998704,0.58785604,0.70459909,0.5660128,0.55518117,0.60933423,0.52483343,0.31222479,0.39879944,0.61547181,0.72297109,0.52802381,0.34365434,0.3430183,0.62546884,0.5656724,0.48877471,0.42415212,0.44172619,0.61565721,0.63390225,0.48271914,0.55652331,0.57653566,0.48163791,0.48773134,0.8188268,0.4927746,0.6263341,0.40753228,0.48866193,0.42062507,0.53623829,0.57709493,0.60643926,0.72717537,0.51184042,0.4380127,0.52893216,0.36019496,0.4355041
