,,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
55,0,0.64612245,0.50302308,0.43978345,0.50390772,0.50544138,0.40053025,0.35379701,0.15923894,0.50041955,0.46272147,0.16688601,0.75023964,0.3281812,0.51934889,0.54400768,0.43367622,0.57346966,0.81147116,0.5449563,0.74956943,0.5636933,0.50146857,0.61773168,0.27152998,0.21864463,0.39355172,0.43043355,0.71530166,0.61967689,0.5396604,0.40313728,0.57239167,0.34950181,0.38186534,0.4685085,0.44937223,0.45729348,0.39262289,0.30362846,0.62274109,0.52292576,0.55201893,0.50223304,0.30100205,0.57800571,0.64856418,0.55507193,0.51752812,0.44674398,0.50439646,0.44172611,0.71484511,0.62771084,0.34773907,0.39410985,0.43432281,0.43313566,0.52667617
55,1,0.52989352,0.3889037,0.27396012,0.35247815,0.28617714,0.368637,0.26478298,0.151217,0.37937644,0.37146776,0.1972468,0.66455837,0.35560125,0.40296683,0.45025768,0.34646222,0.51173483,0.81134154,0.49273008,0.74529566,0.45576433,0.40663601,0.56325694,0.25992278,0.17108099,0.34020535,0.37144375,0.65518267,0.53600227,0.58474968,0.35881131,0.50029548,0.28981405,0.40715404,0.44071336,0.36327344,0.40592992,0.3408703,0.35208841,0.50627715,0.43361718,0.47293314,0.4345295,0.28681246,0.47333809,0.59685123,0.4241682,0.42280056,0.32632037,0.46162201,0.34813044,0.59775496,0.52220884,0.2860031,0.38041954,0.37172485,0.40257514,0.44904168
55,2,0.42599823,0.28912113,0.28504503,0.3042992,0.19234257,0.41518602,0.25030626,0.17086904,0.30993748,0.35288245,0.30471976,0.58261725,0.39167025,0.34261671,0.41229285,0.3783407,0.46897346,0.78988983,0.47165039,0.72411813,0.3830064,0.3785479,0.53404985,0.26474874,0.20310744,0.36278792,0.35756588,0.62603886,0.4937221,0.64229911,0.36707824,0.46962625,0.31551057,0.47161871,0.42495999,0.35259003,0.38501665,0.32751957,0.36372804,0.43987113,0.40973799,0.45086269,0.42370319,0.35191633,0.4135744,0.56004481,0.33274069,0.4248017,0.3183219,0.47728278,0.31513679,0.53790463,0.46004685,0.29829503,0.4126801,0.35971662,0.39891145,0.45545422
56,0,0.41090506,0.26027215,0.29022298,0.30137015,0.18341256,0.44747914,0.25259171,0.16866644,0.28514314,0.38954942,0.36492701,0.54660219,0.41564054,0.35322482,0.3949424,0.40722938,0.44490114,0.71166559,0.46402057,0.70568349,0.31468787,0.36021136,0.52652225,0.27455632,0.21710413,0.37383746,0.36083876,0.5815376,0.47665273,0.667897,0.37404871,0.46575491,0.33185251,0.49264044,0.37324137,0.34216976,0.34222293,0.29316595,0.36801412,0.42934405,0.41799127,0.46672058,0.41448432,0.35084845,0.401188,0.57183207,0.28981188,0.45899736,0.32242731,0.46437305,0.2743435,0.54762443,0.44204819,0.31913202,0.43081976,0.33628592,0.37853777,0.45802636
56,1,0.4230701,0.29058007,0.30186535,0.31728067,0.29228406,0.44977399,0.27267997,0.16816935,0.34116486,0.43354169,0.42610241,0.51725436,0.42516113,0.35421376,0.36355093,0.41454528,0.44358749,0.47613091,0.42861697,0.72207693,0.23009154,0.32874005,0.52888926,0.29390373,0.23603306,0.36355932,0.39841315,0.43207214,0.43681003,0.66428571,0.3915591,0.43747362,0.34246367,0.44203367,0.30247695,0.3167431,0.27213414,0.20592425,0.43063493,0.44760353,0.41423581,0.48522046,0.35312364,0.37974693,0.39644897,0.57272834,0.26725931,0.45507802,0.29622128,0.28417664,0.28164929,0.55887574,0.46910308,0.35133095,0.41166437,0.29228212,0.32787977,0.45148557
56,2,0.43133097,0.3434313,0.37354202,0.36655016,0.41313538,0.42938978,0.29978265,0.20607645,0.4475074,0.48165303,0.48776189,0.45627354,0.41225216,0.33122236,0.35298605,0.37395693,0.44843581,0.31834738,0.38369152,0.74070294,0.22505334,0.31759539,0.50817163,0.31501339,0.2678876,0.32729791,0.4384599,0.36884819,0.40032594,0.64162946,0.40208778,0.39385168,0.34173383,0.36053044,0.3136956,0.33081723,0.27175361,0.21105861,0.4652912,0.48049522,0.38310771,0.47115984,0.27642714,0.41102253,0.38384186,0.51504216,0.24967171,0.41395614,0.27444735,0.25055931,0.33770479,0.5698747,0.48189424,0.3862457,0.41373999,0.30247764,0.31035743,0.43888137
57,0,0.42951198,0.37942064,0.48178602,0.40613072,0.53106122,0.38327538,0.34904828,0.24648612,0.60670451,0.50490152,0.45879283,0.30421945,0.44548524,0.29820025,0.33091148,0.29469333,0.47249458,0.23300065,0.37383033,0.63651209,0.22787528,0.2926846,0.44669622,0.36382714,0.26595702,0.33093764,0.53626381,0.30620991,0.35312832,0.57959981,0.40394545,0.38030802,0.37803516,0.2789587,0.33269568,0.34144049,0.33998732,0.33149023,0.47092193,0.48704025,0.36224891,0.43420201,0.24145451,0.33822411,0.39004804,0.43045581,0.26906677,0.32868474,0.2637809,0.23122399,0.39133809,0.56464497,0.45206158,0.40471056,0.44670163,0.35571915,0.3658489,0.42588529
57,1,0.45220053,0.40792593,0.5818825,0.40306187,0.55491845,0.40166898,0.40770599,0.31876071,0.67040967,0.4925353,0.46824749,0.3151746,0.49205083,0.30928133,0.32416633,0.3169775,0.50870125,0.30146468,0.48175835,0.54415386,0.26220662,0.29435218,0.42900636,0.44922473,0.30038347,0.39029226,0.64030887,0.32378916,0.35280238,0.56061065,0.44006061,0.49181712,0.44255886,0.32625758,0.36453776,0.42609578,0.42497225,0.30155159,0.48364358,0.46613814,0.39705968,0.43469327,0.31764706,0.27679198,0.40830304,0.37285217,0.33084471,0.26935559,0.32695198,0.28045656,0.35334326,0.4816568,0.43453146,0.43220567,0.48046922,0.43107734,0.42473599,0.46380477
57,2,0.45951198,0.43475486,0.63671741,0.39112898,0.58719374,0.42964186,0.42051637,0.33782139,0.66713557,0.47364871,0.45886847,0.36381376,0.51757412,0.32325553,0.33062854,0.37183234,0.53575298,0.3460013,0.61266838,0.54067105,0.27978526,0.29759813,0.47577785,0.48335513,0.32105785,0.42088223,0.66311986,0.35780422,0.36579041,0.56325733,0.46435627,0.6139513,0.45772038,0.3473576,0.394223,0.47274641,0.45589821,0.37272022,0.50217455,0.47368231,0.40727074,0.45534987,0.37204796,0.27573874,0.40671903,0.36804647,0.35382516,0.29398103,0.38277796,0.3025039,0.36523477,0.46024191,0.43014056,0.46810432,0.48435551,0.46437901,0.46223396,0.49541147
58,0,0.49139308,0.46262187,0.67584691,0.38235582,0.66241498,0.46386474,0.4246394,0.34136099,0.66316222,0.46505981,0.45324106,0.40318384,0.53601989,0.34081695,0.35573969,0.41600654,0.55399512,0.38526248,0.66795887,0.59413791,0.29666185,0.30923003,0.52019906,0.48833676,0.3301157,0.44787049,0.65569566,0.38854699,0.39020052,0.57188297,0.47856662,0.66787269,0.46198515,0.35333725,0.41489978,0.48212916,0.45757095,0.49256647,0.54785066,0.50503186,0.40775837,0.47747424,0.41610044,0.31477472,0.38796417,0.38412642,0.35178901,0.34606252,0.42394098,0.31401535,0.41559144,0.45378524,0.42688755,0.51155738,0.49442451,0.47761419,0.48921202,0.53055219
58,1,0.52748891,0.47927334,0.70709691,0.3550367,0.73465955,0.4928025,0.42575249,0.34209805,0.66482396,0.47216476,0.4727479,0.42110579,0.54844393,0.36967445,0.39772635,0.44919246,0.5739572,0.42417369,0.69007712,0.65133635,0.31750293,0.3399053,0.53990465,0.49103307,0.33218512,0.4821708,0.64972372,0.4069908,0.41154255,0.58757972,0.48819733,0.68651784,0.47684838,0.35008808,0.44171176,0.47852793,0.45400349,0.56266309,0.61043995,0.56111352,0.40810771,0.51002277,0.45810235,0.35212844,0.35067515,0.41105608,0.34144596,0.38985951,0.46880649,0.32698361,0.46267147,0.45697007,0.43018072,0.56927017,0.50884902,0.47065622,0.50008123,0.56845743
58,2,0.56133984,0.47165603,0.72446398,0.31631597,0.70313757,0.49206363,0.42571955,0.32178608,0.60954261,0.47841533,0.51068754,0.38219788,0.55689645,0.38385135,0.42229689,0.4589502,0.59172535,0.43755671,0.63750129,0.70338713,0.33272077,0.39004255,0.49185346,0.50046703,0.31119339,0.51757388,0.62636724,0.38772892,0.42203642,0.59324777,0.48522281,0.64012205,0.48149394,0.32676649,0.46984224,0.46701,0.44076423,0.54466464,0.6685961,0.60077469,0.40392285,0.52848071,0.45725954,0.37886191,0.30357699,0.41991273,0.31924751,0.40817046,0.49018839,0.34185094,0.49234146,0.44279499,0.41870147,0.62256217,0.51360751,0.422932,0.50693745,0.58190239
59,0,0.55617569,0.45268991,0.70754717,0.26408948,0.57203979,0.4560153,0.4269973,0.28711862,0.4983465,0.47787571,0.54693291,0.34459089,0.55698852,0.36109951,0.41354082,0.4390598,0.59440683,0.42520415,0.53732648,0.70325955,0.32794411,0.41475432,0.34616092,0.50240364,0.26907769,0.53463711,0.59900113,0.34770847,0.42019415,0.57901786,0.46216186,0.52870943,0.4712953,0.32380114,0.45132993,0.44756785,0.43206754,0.42818252,0.65530717,0.60385896,0.40207424,0.53251857,0.44031627,0.3746928,0.30249286,0.39320715,0.31025452,0.39661984,0.48036045,0.33306452,0.48556871,0.4117386,0.36809237,0.64560954,0.50727022,0.37247685,0.51113729,0.57006056
59,1,0.52519077,0.41834187,0.65295883,0.26578819,0.44007899,0.41201321,0.44028189,0.25935036,0.44491609,0.4776059,0.57239997,0.32864601,0.55181388,0.34224201,0.40021726,0.40121131,0.59165087,0.39636423,0.46478149,0.67895643,0.31419231,0.41846692,0.30405654,0.51989539,0.25758017,0.53779878,0.59358175,0.32395649,0.41838022,0.56739477,0.4517342,0.45094492,0.46494257,0.35038168,0.44402103,0.4707616,0.43783891,0.33454404,0.60343306,0.61798436,0.43244541,0.55089863,0.42186984,0.3449093,0.34426123,0.37151955,0.32762818,0.37947016,0.4461505,0.35048777,0.45366465,0.37325096,0.32117805,0.6507177,0.50266078,0.38194411,0.5093095,0.57344496
59,2,0.51194321,0.40632672,0.62383148,0.34445998,0.40320339,0.39645341,0.45122835,0.26972917,0.40138203,0.48525047,0.57528931,0.36412188,0.54184519,0.34635749,0.39395715,0.39951932,0.58445964,0.36200259,0.45800514,0.64010971,0.30337257,0.4138073,0.29559217,0.55164082,0.27094215,0.52692851,0.61197931,0.32760063,0.41217317,0.55430485,0.46174655,0.4681549,0.4513613,0.39091799,0.44409725,0.53328321,0.42452037,0.37471613,0.56096101,0.66261222,0.48037846,0.56988977,0.41007038,0.30985225,0.39900675,0.38913851,0.35409074,0.36493338,0.38964391,0.38587409,0.43772831,0.37962061,0.31487952,0.65119617,0.506122,0.40708462,0.49402924,0.59001069
60,0,0.50440106,0.43227187,0.61678816,0.40803216,0.42401814,0.40343359,0.44613054,0.27208605,0.36035703,0.49037683,0.53613948,0.40732626,0.51809588,0.35772727,0.38706548,0.41785234,0.56457882,0.3458652,0.49645244,0.57588187,0.2933237,0.40025391,0.28676815,0.56331029,0.27141818,0.49769665,0.61431,0.33434043,0.38369588,0.52009726,0.46964867,0.48547343,0.41825855,0.41646115,0.43135432,0.59710548,0.39149358,0.45249312,0.55092865,0.69429482,0.5100655,0.58084112,0.39691546,0.2722718,0.43923007,0.40593785,0.36106234,0.35220074,0.34288903,0.40559964,0.43652113,0.40405499,0.322249,0.63432846,0.50071764,0.42154674,0.47090983,0.59313858
60,1,0.48136646,0.48372729,0.60255146,0.47853198,0.47753236,0.41283901,0.39903181,0.25613644,0.32533728,0.48650958,0.46354285,0.43622047,0.44570008,0.37114251,0.37109438,0.43922323,0.51456528,0.30845755,0.4813162,0.50007017,0.27384541,0.37438924,0.27544329,0.53914316,0.2594843,0.41169057,0.5941839,0.33224877,0.34050167,0.47204241,0.44177237,0.47715185,0.38513676,0.41892738,0.37699108,0.62578002,0.31296972,0.51170745,0.56986932,0.70906458,0.49016012,0.56294632,0.37689634,0.23350644,0.4424565,0.40144466,0.33516046,0.34564778,0.25493303,0.39579865,0.43575292,0.41160808,0.32536814,0.58716895,0.47721778,0.41408217,0.42786353,0.56447453
60,2,0.41836735,0.48500386,0.54210978,0.46635442,0.49617494,0.40979659,0.33516433,0.24466918,0.30115169,0.47864017,0.34945163,0.43249743,0.34301762,0.4008231,0.38063359,0.43800231,0.4478467,0.23636423,0.43000514,0.47771895,0.25017551,0.3379838,0.25424891,0.46864686,0.24346446,0.33428401,0.542172,0.28718044,0.29166017,0.43381696,0.38648558,0.43573694,0.35892619,0.38107262,0.34434875,0.58421171,0.24746314,0.53254813,0.57384024,0.695989,0.39672489,0.49019291,0.332114,0.206378,0.41525578,0.34314523,0.29509406,0.3296905,0.17591201,0.33908039,0.40201458,0.3918117,0.33846051,0.51014893,0.43849848,0.37560358,0.41043867,0.50674742
61,0,0.35863354,0.43068668,0.36715266,0.41289759,0.42366708,0.39015994,0.29481657,0.25101988,0.31967753,0.4745031,0.28033432,0.40464738,0.29705973,0.41777027,0.39994947,0.38243607,0.38548212,0.25524303,0.38307455,0.49519679,0.25133182,0.3043165,0.23858314,0.42160782,0.25172231,0.31300522,0.48154576,0.25728363,0.26514561,0.42010523,0.35945112,0.39474414,0.36021451,0.33590722,0.3390519,0.45269529,0.26191533,0.51825235,0.55704261,0.64508398,0.31882096,0.40285167,0.32185246,0.22519017,0.35655674,0.272292,0.26205828,0.30468142,0.14698356,0.2587539,0.33118288,0.37289419,0.35527443,0.4393288,0.40370411,0.32896382,0.40393176,0.43628073
61,1,0.33860692,0.41210633,0.2640759,0.40094373,0.33508374,0.36186544,0.31985774,0.2571049,0.35445048,0.47059088,0.28821572,0.37073776,0.30734762,0.41351351,0.40594685,0.3668333,0.38348456,0.33657809,0.37039589,0.51777126,0.27585519,0.29781773,0.27523419,0.40959587,0.2750281,0.33367014,0.44175404,0.26313098,0.26072416,0.43871971,0.35448423,0.39124667,0.39833725,0.35518693,0.37138938,0.33230584,0.34306326,0.50114959,0.54527691,0.56640602,0.33310044,0.36871555,0.36477539,0.29273698,0.32884316,0.25779822,0.28013279,0.2966976,0.17413699,0.21789152,0.30120718,0.3622346,0.35712851,0.39609812,0.40121998,0.33162353,0.40291633,0.40851443
61,2,0.35210293,0.42757943,0.27290952,0.4814051,0.3253858,0.35263387,0.41582033,0.29027254,0.48615499,0.47292922,0.35570683,0.35884971,0.37796329,0.3966769,0.40337005,0.4153432,0.42817579,0.42073234,0.43244216,0.55228041,0.30397137,0.32314027,0.38265306,0.44482845,0.29612562,0.38707084,0.46202182,0.28276471,0.28101042,0.46626276,0.39597037,0.44882232,0.46159167,0.407477,0.42880878,0.32930607,0.44521167,0.522089,0.54885915,0.52801911,0.38975255,0.4077642,0.40821097,0.3638897,0.31291872,0.28453918,0.34101807,0.31432423,0.21330175,0.28274584,0.33698362,0.39292551,0.36257028,0.39365186,0.41895115,0.38116045,0.43379366,0.40708942
62,0,0.41176575,0.4598022,0.31590909,0.51686823,0.34426973,0.37871175,0.49120068,0.31834933,0.60434353,0.49060167,0.42941532,0.36945395,0.44919281,0.38663391,0.40530012,0.46645837,0.47803359,0.47138043,0.48539846,0.56947758,0.33564595,0.35216168,0.48982937,0.49919049,0.3058843,0.42949261,0.51197931,0.30911964,0.31565932,0.5100287,0.42831406,0.50977484,0.50248778,0.44949109,0.49224907,0.36388993,0.51982718,0.55171028,0.56808345,0.53567188,0.44480349,0.48509466,0.41957598,0.42544617,0.31661906,0.36361224,0.39459978,0.33346467,0.24228466,0.36549818,0.4093047,0.44469196,0.37654618,0.43604016,0.45260834,0.42586876,0.47772543,0.42540791
62,1,0.45710736,0.48062706,0.35103988,0.49782593,0.34049587,0.40126912,0.5269973,0.3306565,0.6568279,0.5043619,0.47257394,0.3889507,0.49772267,0.38191032,0.40844786,0.50516247,0.51086132,0.50213869,0.5283599,0.57768706,0.35400922,0.38494373,0.56013717,0.55389501,0.30407934,0.451608,0.55349957,0.32057265,0.34676539,0.54394133,0.43532383,0.55158773,0.52737196,0.47575847,0.53686457,0.41559281,0.55710322,0.57989985,0.59480839,0.54743701,0.48544396,0.54202612,0.41640455,0.45888678,0.33077123,0.40225249,0.42250092,0.35046918,0.26407492,0.41806712,0.43463197,0.45438566,0.38303213,0.48179796,0.48404085,0.45585372,0.5014866,0.45018881
62,2,0.49011535,0.47909097,0.36716338,0.43153443,0.29719155,0.41605529,0.56968978,0.32218032,0.68396677,0.51385017,0.49506845,0.39775762,0.53114603,0.37888206,0.40572454,0.5317439,0.52286701,0.51385612,0.52815424,0.58768259,0.35566797,0.40256657,0.61402643,0.59032318,0.28487934,0.46588983,0.58384103,0.31375848,0.37067952,0.5566486,0.42317881,0.54818674,0.53618709,0.48568213,0.58769911,0.44447786,0.56813065,0.57815784,0.61009329,0.55227339,0.50331878,0.60040738,0.39088539,0.46238297,0.33415996,0.41836783,0.43876798,0.36094147,0.28050201,0.45381113,0.43826919,0.42646189,0.36596386,0.520217,0.49852056,0.47184358,0.50818846,0.4716067
63,0,0.49800355,0.45993547,0.3563572,0.3753303,0.24454765,0.40726704,0.58615557,0.29273226,0.58636064,0.51196151,0.48576507,0.37889421,0.53468786,0.37568182,0.39506871,0.54172275,0.51238489,0.49248218,0.46338303,0.58297506,0.32655379,0.39474334,0.55228337,0.5887851,0.26074711,0.46435789,0.58192122,0.28654829,0.37524268,0.54247449,0.3988158,0.47937094,0.51792219,0.46390683,0.59123542,0.43274942,0.55034089,0.5291699,0.59750819,0.53958152,0.46917031,0.60609873,0.3553393,0.41898771,0.32723968,0.40889793,0.43277757,0.34946342,0.28048024,0.42175468,0.41388257,0.38524191,0.32579652,0.51616012,0.47512559,0.4527824,0.50262388,0.46565729
63,1,0.46975155,0.42746019,0.34024443,0.33167424,0.21372778,0.38465751,0.57441876,0.23835276,0.48582593,0.50044968,0.44417215,0.34873331,0.49954576,0.37939189,0.39328011,0.53116708,0.4938922,0.44587816,0.36635476,0.5687185,0.30079152,0.37807439,0.48118936,0.53381282,0.25492231,0.44529552,0.54478606,0.25128753,0.35093177,0.50825096,0.37557526,0.37015329,0.46028432,0.42446663,0.54697813,0.40062401,0.51205803,0.46594259,0.57202286,0.51314799,0.42803493,0.57632998,0.32511947,0.3376536,0.32829135,0.38402028,0.42751014,0.33091399,0.27394642,0.37334157,0.41180528,0.35884093,0.28903614,0.47304401,0.43299476,0.42605874,0.48666125,0.44416815
63,2,0.44291925,0.40652311,0.34421098,0.35700804,0.26145689,0.37704277,0.53594151,0.2192578,0.40689372,0.47630183,0.39646774,0.32099452,0.44212756,0.39826167,0.38436237,0.50296097,0.46894637,0.42585872,0.33714139,0.55845506,0.29285567,0.35195581,0.4352459,0.4743197,0.26726612,0.41852999,0.49996458,0.25603793,0.3166584,0.47751913,0.35461892,0.34452525,0.4229993,0.40024467,0.49253106,0.37995639,0.500658,0.45063122,0.56531011,0.48077758,0.42665211,0.5204589,0.31934139,0.31865126,0.34821475,0.3554278,0.43696791,0.31440718,0.26169008,0.35023413,0.41476836,0.35642186,0.27210843,0.42136263,0.41019597,0.41673395,0.46845654,0.42679017
64,0,0.39034605,0.41020551,0.34611921,0.37538623,0.34504498,0.38650904,0.48223013,0.21276997,0.3378414,0.43297958,0.35305953,0.30694967,0.35550304,0.40859337,0.3530669,0.46176697,0.45325704,0.42770577,0.36240617,0.56276073,0.29843761,0.33083997,0.3959351,0.40681238,0.28385455,0.38801065,0.46047039,0.28321093,0.25888188,0.46031569,0.33482433,0.3775824,0.40092023,0.39097671,0.42993674,0.37646042,0.4945061,0.46561817,0.57514287,0.45220098,0.44577875,0.45978313,0.3402207,0.32393212,0.38082316,0.32465358,0.44676503,0.29921717,0.23661657,0.34648803,0.44198479,0.38034285,0.27317269,0.36104185,0.40733094,0.40619805,0.46781478,0.38659779
64,1,0.3334339,0.44689626,0.33265437,0.35203076,0.41893513,0.40100834,0.42101693,0.21488687,0.30834979,0.37736307,0.34063989,0.31441287,0.28768031,0.40089066,0.32011924,0.40895982,0.46428765,0.42731692,0.42064781,0.58847356,0.30668319,0.32950865,0.38820676,0.33110405,0.30183802,0.35132008,0.4715996,0.32896718,0.22325515,0.45573182,0.31309911,0.43617111,0.40324935,0.402202,0.38064934,0.39869935,0.47361662,0.51176388,0.57700227,0.43045178,0.45861718,0.40896837,0.3606395,0.3345158,0.4075435,0.30216404,0.42962007,0.2911504,0.20131221,0.37081165,0.44209454,0.39723286,0.28623159,0.30582923,0.41671543,0.37518404,0.48905768,0.33794799
64,2,0.28534161,0.46675317,0.28646012,0.29951066,0.37043809,0.41928894,0.38006323,0.21241001,0.3003126,0.33894235,0.35872476,0.31763951,0.24862808,0.38445332,0.28281124,0.35813305,0.48445964,0.42832793,0.44559383,0.5937807,0.30425356,0.33047626,0.3827367,0.25664736,0.30360331,0.29997284,0.48757438,0.34679743,0.19622334,0.4509088,0.28036255,0.45678208,0.40039348,0.42647289,0.33474583,0.44680099,0.45322657,0.52613019,0.5469052,0.43607732,0.449869,0.35693146,0.36599183,0.34470451,0.39837055,0.27411404,0.40668388,0.28843382,0.21078079,0.40312825,0.39080505,0.37835886,0.30491968,0.28037604,0.44514491,0.32848096,0.52817222,0.30121838
65,0,0.24596273,0.46091744,0.22889151,0.26492136,0.23242156,0.46478616,0.31375222,0.17657696,0.32774761,0.27927871,0.35672793,0.32543649,0.27066478,0.36485258,0.22586904,0.27804268,0.52822319,0.44904731,0.42966581,0.55614595,0.28293069,0.3178493,0.31963868,0.21252257,0.28990413,0.27789548,0.48415982,0.33464721,0.23932544,0.40340402,0.21175216,0.42653497,0.38403249,0.42452535,0.27359957,0.51967521,0.45413033,0.48434304,0.43110766,0.45432957,0.3766885,0.33116463,0.36852029,0.3825629,0.34528045,0.26788136,0.38216156,0.2893981,0.31108026,0.43492456,0.31965979,0.38108249,0.33007363,0.25160051,0.46719293,0.24511201,0.56596263,0.27375134
65,1,0.30507542,0.48122326,0.32076544,0.33611325,0.262159,0.50287726,0.30077719,0.19739458,0.40566798,0.32149474,0.38860147,0.3847227,0.34430667,0.3384398,0.22557599,0.2637762,0.58125,0.48786131,0.48686889,0.51269376,0.306518,0.34453061,0.3156825,0.24396911,0.30198347,0.32365819,0.52616889,0.31143441,0.34207468,0.33113839,0.22145022,0.48127646,0.43146538,0.46063809,0.32006707,0.56697241,0.47645473,0.52726567,0.38857257,0.49415001,0.27046579,0.34766954,0.37211747,0.42782329,0.35220722,0.32858659,0.38016968,0.31290373,0.44731569,0.47757544,0.31227561,0.42714062,0.34572959,0.25609542,0.48938449,0.28837964,0.5954671,0.32356965
65,2,0.37532387,0.51155923,0.47719768,0.48455785,0.4047027,0.54166377,0.31219127,0.24556051,0.48126851,0.40975807,0.44821118,0.44837384,0.41719968,0.32928133,0.26368735,0.29462603,0.6121208,0.50825016,0.62915167,0.51125853,0.35190997,0.40573017,0.34671295,0.30548602,0.33066446,0.38058996,0.56801502,0.3102352,0.39933395,0.28934152,0.25078011,0.62318945,0.47001967,0.4818947,0.39781267,0.59572213,0.4965356,0.59659355,0.47175183,0.51373443,0.23171761,0.37193266,0.37886871,0.46555734,0.369839,0.40655699,0.38515677,0.34322153,0.51365022,0.51922477,0.37873324,0.47878524,0.3457162,0.29417077,0.51248689,0.38035304,0.63870837,0.36988956
66,0,0.46720497,0.5321386,0.60231561,0.59141559,0.51875229,0.57154033,0.32024633,0.28863558,0.56556433,0.47414336,0.52152636,0.49744094,0.46590756,0.33635135,0.2832306,0.3313209,0.63241468,0.51241737,0.71339846,0.54336927,0.39035722,0.48777107,0.36994814,0.34241858,0.35521322,0.43258366,0.60795551,0.31941991,0.44398781,0.26878189,0.27596812,0.70150874,0.50287491,0.47845958,0.46463684,0.59068491,0.51086888,0.6742436,0.58247542,0.51343035,0.24614265,0.3939492,0.4053784,0.49112054,0.37370813,0.46252727,0.3919218,0.36623983,0.54840466,0.55396722,0.46401975,0.50990254,0.33441767,0.33994204,0.53674855,0.44298266,0.66541024,0.41474172
66,1,0.52728483,0.54166374,0.68890437,0.63264593,0.5732758,0.59406293,0.33112692,0.32074906,0.62793682,0.52927422,0.58802662,0.53044334,0.48295992,0.35187961,0.2930477,0.36165161,0.64519231,0.49353208,0.73477635,0.59698284,0.4113566,0.55873593,0.37447307,0.36806152,0.37083636,0.4680791,0.63842448,0.32893,0.47989797,0.26852679,0.2954372,0.71885138,0.53411817,0.46241926,0.53787059,0.57391925,0.51503885,0.71210946,0.67090722,0.50532146,0.28981805,0.41578001,0.43430359,0.50392042,0.35758245,0.49835486,0.39086684,0.38434341,0.54470217,0.58430021,0.5106373,0.51747302,0.31088353,0.38408922,0.54692244,0.46874852,0.67324127,0.45741361
66,2,0.56493345,0.53991723,0.73190395,0.60548759,0.53256783,0.59980876,0.35581242,0.33174494,0.63543929,0.55719939,0.64037516,0.52463198,0.47546498,0.36006757,0.28180578,0.3941742,0.63396533,0.43887233,0.68908997,0.67366205,0.41090233,0.63390749,0.35922549,0.39797621,0.36666446,0.48937962,0.6782658,0.33329925,0.51039467,0.28536352,0.30221686,0.67358925,0.56227708,0.42372284,0.60091456,0.51982558,0.48140162,0.70109317,0.74330826,0.47723719,0.33957787,0.43880901,0.45012599,0.49032329,0.29488445,0.5029306,0.37558834,0.40109907,0.51516389,0.61808663,0.5352042,0.47560042,0.27425703,0.41461015,0.5292244,0.45813346,0.64759545,0.49700036
67,0,0.56745342,0.52340605,0.72004717,0.5374065,0.45921158,0.57903338,0.38121583,0.31570106,0.58070911,0.55854843,0.65257545,0.48862547,0.45331778,0.34724816,0.25462308,0.4014228,0.6029591,0.35931951,0.56276607,0.68916247,0.38674375,0.62807439,0.29533289,0.41697491,0.32684959,0.48746197,0.6781737,0.32888352,0.51834479,0.30353157,0.28984173,0.54910332,0.56077299,0.40445293,0.5949013,0.46179235,0.44157286,0.64278158,0.73340197,0.44683608,0.34821689,0.44683082,0.44251455,0.45384728,0.26369774,0.47885489,0.36837329,0.39667168,0.47292824,0.61765739,0.52299914,0.42743648,0.24425033,0.3997574,0.51215015,0.42677115,0.62258327,0.49967225
67,1,0.53889973,0.48670828,0.67567539,0.44973785,0.37892928,0.54202886,0.4228084,0.28674152,0.51993254,0.53601943,0.62979351,0.45276446,0.42450433,0.32615479,0.22137732,0.38583926,0.55863353,0.27049903,0.46172751,0.68903489,0.32441324,0.56587977,0.21818334,0.46131141,0.26550083,0.4577575,0.66456503,0.30034396,0.51742365,0.33446269,0.28709732,0.44773689,0.55668592,0.41013897,0.55978203,0.43850086,0.40763437,0.5633331,0.67116985,0.41415436,0.35427948,0.45040139,0.42741333,0.3847206,0.26931317,0.4600684,0.37059388,0.38694593,0.42911902,0.59173387,0.48250372,0.38185694,0.21111111,0.34785363,0.48999724,0.40786828,0.6005199,0.49858924
