,measure_number,beat_number,pid1263b-15,pid9048b-28,pid9049b-15,pid9050b-17,pid9053-20,pid9054b-17,pid9055b-15,pid9058b-15,pid9059b-19,pid9060b-13,pid9061b-12,pid9062b-18,pid9063b-21,pid9064-01,pid9066b-15,pid9068-21,pid9069-15,pid9070b-27,pid9072b-19,pid9073b-21,pid9074g-15,pid9075b-15,pid9085-08,pid9094b-20,pid9099b-21,pid9103-21,pid9104b-15,pid9111b-17,pid9118b-21,pid9124-15,pid9127-03,pid9139b-17,pid9153b-17,pid9166e-15,pid9170b-17,pid9172-11,pid9174b-15,pid918810-15,pid918812-15,pid9192b-17
150,51,2,0.57784666,0.71038927,0.39988447,0.47356206,0.75102224,0.44993672,0.58499668,0.48139121,0.49949991,0.46115181,0.72370072,0.4295302,0.51720158,0.22489383,0.34442542,0.50554568,0.26428508,0.34218407,0.59924916,0.52554413,0.7484793000000001,0.51824232,0.72999189,0.64444751,0.5929839,0.72348102,0.52145815,0.61161993,0.6035294,0.44773941,0.83960184,0.51065189,0.62631616,0.48759466,0.74772571,0.67483477,0.62454633,0.47863615,0.47110516,0.46462987
151,52,0,0.51563497,0.44578072,0.43317207,0.44901254,0.74449426,0.43894961,0.40999905,0.39055867,0.41541189,0.49548908,0.67645847,0.41632686,0.38636984,0.24661875,0.46565616,0.52566681,0.27247325,0.28327134,0.59275973,0.59140502,0.79846097,0.46564249,0.68019459,0.61487095,0.53987377,0.7319238,0.48899894,0.60013449,0.58404782,0.5060644,0.74039682,0.48994512,0.52650594,0.46551415,0.71065143,0.5983165,0.53430712,0.53494439,0.54390131,0.51874026
152,52,1,0.55610356,0.48210398,0.57781067,0.45930518,0.77757353,0.56256328,0.47869396,0.42034096,0.50372795,0.60447022,0.67625246,0.46902471,0.5337203,0.33038223,0.64058818,0.63858635,0.32806614,0.25910348,0.67301563,0.54726313,0.79025284,0.50169175,0.75808948,0.66814549,0.61540432,0.80148651,0.69093123,0.63509515,0.65670748,0.56070237,0.71775002,0.50072269,0.57838617,0.52096453,0.7936,0.60355406,0.57465631,0.5923584,0.59366106,0.59916883
153,52,2,0.63106938,0.60368371,0.67521843,0.52765605,0.83691714,0.70679936,0.58230499,0.56567849,0.66031097,0.75132275,0.74524768,0.52876896,0.68282573,0.47894479,0.77002719,0.70726828,0.41917057,0.46531235,0.75548575,0.57849403,0.73646024,0.58279637,0.84027419,0.70920364,0.71942005,0.78777601,0.83177722,0.68509179,0.71375441,0.62891225,0.75402498,0.57326449,0.70146201,0.63950777,0.87024762,0.68649458,0.68560627,0.64636922,0.66440584,0.58776623
154,53,0,0.70075668,0.68286162,0.72236263,0.58113017,0.88680057,0.77968247,0.60680504,0.66211146,0.73927078,0.85090218,0.80725723,0.55847936,0.72159246,0.69487912,0.75269413,0.72810625,0.47951189,0.61896042,0.77574318,0.645207,0.69744229,0.63167061,0.8831724,0.72595756,0.74389865,0.74772694,0.81310384,0.69410262,0.71999451,0.62512513,0.82076291,0.64428757,0.80206649,0.72412316,0.89782857,0.73107619,0.79275502,0.63431314,0.67179819,0.56451948
155,53,1,0.72596408,0.69359053,0.70018774,0.56263514,0.9330165000000001,0.79630695,0.51075727,0.62380529,0.6798236,0.68688102,0.89149733,0.55904539,0.64244742,0.60289121,0.60034243,0.65831296,0.37856574,0.67716738,0.65134845,0.68944151,0.63790399,0.56702326,0.65983637,0.62591164,0.61040981,0.81736181,0.5616871,0.61382557,0.60958229,0.50451285,0.80994054,0.57558968,0.76502425,0.7155838999999999,0.684,0.73974311,0.77233984,0.51743462,0.52709296,0.51226623
156,53,2,0.63802534,0.60890011,0.6056755,0.289556,0.90163199,0.70300276,0.45627903,0.56163905,0.57082197,0.66676163,0.90190093,0.50113782,0.55615269,0.36122182,0.65548394,0.53128473,0.23916350000000003,0.68190749,0.54203187,0.38198574,0.52445584,0.38272795,0.57846245,0.53396712,0.48653494,0.91080964,0.47067468,0.5865779000000001,0.57488737,0.3630297,0.74400428,0.43624576,0.65587967,0.64515743,0.60480762,0.69503679,0.66700577,0.36322841,0.37297172,0.40707792
157,54,0,0.63417814,0.51874946,0.68207091,0.33144731,0.85497669,0.71036585,0.45454459,0.53328769,0.58237861,0.81684982,0.81729563,0.56513302,0.59263862,0.5418654,0.76396415,0.51444766,0.38645327,0.7247401,0.57941312,0.35778457,0.56078417,0.39000498,0.65134518,0.62086893,0.58348884,0.82912397,0.5954371999999999,0.66844866,0.6393725,0.37374875,0.70305298,0.45064728,0.66168553,0.78173575,0.67738667,0.61924804,0.62473192,0.3644308,0.3843005,0.38684416
158,54,1,0.64502689,0.49647305,0.79038198,0.42950123,0.86179161,0.78578003,0.46281869,0.52011502,0.62828696,0.85497219,0.77605581,0.73037692,0.63301694,0.61618752,0.85477893,0.54599911,0.43240782,0.74480687,0.6103509,0.47590071,0.5936387,0.50467098,0.68066632,0.74107651,0.67505488,0.74909799,0.66032313,0.71837805,0.63008724,0.42974641,0.66782684,0.56152331,0.66434948,0.90335791,0.71424,0.6168849000000001,0.61839428,0.41474857,0.45383478,0.38774675
159,54,2,0.68381803,0.47145345,0.83081811,0.58131757,0.86804161,0.82506903,0.49011468,0.50544297,0.65598291,0.84255868,0.72733402,0.81017454,0.6749044,0.68249755,0.86982576,0.59468771,0.47170395,0.7461135,0.64377873,0.62796147,0.68298278,0.62050628,0.75359328,0.79526959,0.78040615,0.70108962,0.70788341,0.76665994,0.65040498,0.53367534,0.6669517,0.69539989,0.6544528000000001,0.97206058,0.80472381,0.57286445,0.63604619,0.514171,0.55174644,0.39964935
160,55,0,0.79106573,0.67544196,0.95393169,0.63970737,0.95525466,0.93252416,0.67333902,0.56401479,0.87889616,0.82749966,0.71825077,0.88940614,0.7840071,0.59673309,0.97950448,0.66270282,0.69540189,0.84071531,0.90231382,0.70443642,0.79252473,0.7849235,0.83415641,0.77100211,0.91904501,0.80336268,0.85662093,0.73034766,0.76826787,0.6897314,0.7570979999999999,0.80627592,0.62295635,0.78888003,0.87641905,0.78170595,0.76037943,0.65635333,0.67467196,0.58212987
161,55,1,0.77067189,0.79032483,0.66141238,0.70659507,0.93965208,0.93321445,0.61725903,0.57455155,0.83883433,0.7688916,0.79165652,0.6395823,0.82600382,0.51253675,0.92631685,0.59774394,0.66003183,0.86075346,0.93525896,0.70102806,0.72644192,0.66028113,0.85317314,0.6000643,0.85622027,0.79123972,0.86197938,0.60057158,0.67188339,0.54741408,0.76237558,0.66061628,0.70224222,0.82128338,0.83740952,0.84118967,0.68223811,0.51921673,0.52223249,0.5771039000000001
162,55,2,0.71772267,0.73466864,0.54838617,0.57943636,0.84904053,0.7792798000000001,0.55596626,0.58491031,0.56373886,0.62317189,0.77058713,0.48837344,0.75416553,0.19339268,0.8230839,0.43338519999999997,0.52441418,0.77315212,0.72850904,0.57026952,0.6637816,0.38822615,0.78794133,0.56070543,0.66652031,0.68477414,0.85515954,0.54597539,0.59373245,0.46345512,0.6234685000000001,0.53711928,0.6152808000000001,0.76281387,0.77927619,0.68961217,0.58251306,0.45092756,0.44128627,0.51654545
163,56,0,0.76383444,0.68098929,0.67663369,0.55280381,0.75905667,0.70231247,0.59473036,0.67648227,0.59079833,0.6285443000000001,0.74937728,0.49860805,0.76037968,0.35485952,0.79220465,0.49933874,0.5578831,0.71877921,0.68135152,0.59657312,0.72829608,0.50266202,0.81226505,0.67950767,0.64635931,0.66624333,0.86571405,0.61379867,0.68342756,0.53931431,0.61114303,0.5845866999999999,0.60048499,0.71197688,0.8272,0.61159746,0.63911191,0.57108043,0.52520791,0.61940909
164,56,1,0.8744097,0.7035705,0.83255109,0.8966412,0.85560438,0.86527842,0.76057246,0.84978776,0.90515548,0.77187627,0.84359022,0.67112939,0.84608031,0.55342208,0.80274952,0.75488998,0.85263065,0.86003815,0.81244254,0.9504492,0.90575302,0.85340216,0.92614432,0.87916781,0.8596963,0.8953673000000001,0.95518389,0.76773586,0.82014802,0.88997331,0.80559824,0.84048347,0.81886554,1.0,0.94826667,0.7297668,0.76869673,0.88086701,0.88978932,0.81123377
165,56,2,0.87976115,0.79013324,0.87890822,0.89404642,0.9054878000000001,0.95438334,0.89250308,0.9418732,1.0,0.77235111,0.86218747,0.75670275,1.0,0.42802189,0.86119448,0.82040453,0.90414714,0.83475441,0.91740729,0.95211633,1.0,0.95683543,0.97339132,0.97336273,0.91886206,0.93909655,1.0,0.88507834,0.88857688,1.0,0.92998864,0.96229419,0.95424193,0.94388202,0.99657143,0.86070582,0.89998625,1.0,1.0,0.86084416
166,57,0,0.91058437,0.73841331,0.84085494,0.73835952,0.88813666,0.8990450999999999,0.7106625,0.81603451,0.92662302,0.64928775,0.76406967,0.67167231,0.90344168,0.24434825,0.75919025,0.65103356,0.72486515,0.69379113,0.82814894,0.84874502,0.83700989,0.85980843,0.84469669,0.77597134,0.73574826,0.76454034,0.93951449,0.68065362,0.71377938,0.73506006,0.89525018,0.74431271,0.8076896,0.81637106,0.86019048,0.79461279,0.91703327,0.74729463,0.7360839,0.70525974
167,57,1,0.8903363999999999,0.77726204,0.75153441,0.65682572,1.0,0.97503451,0.67502606,0.87580446,0.97945081,0.81094831,0.82117239,0.66878444,0.81985796,0.29741914,0.7074931999999999,0.63541898,0.70611018,0.68433953,0.77750536,0.68800593,0.85393917,0.77602936,0.80290411,0.6686415,0.68002195,0.82934045,0.91556385,0.67386188,0.69991389,0.59587921,0.84013628,0.62671247,0.82786251,0.9265544,0.81447619,1.0,0.76044817,0.57810152,0.58450379,0.66181818
168,57,2,0.41292734,0.33735958,0.28824464,0.16621739,0.24496951,0.29823976,0.33068903,0.15119814,0.51134752,0.27423009,0.30765053,0.25482563,0.24674269,0.16359033,0.3056199,0.23494665,0.28091785,0.14594182,0.34511952,0.2112346,0.3185196,0.30631297,0.16974276,0.34772665,0.24373399,0.42149661,0.41428107,0.20194338,0.38643653,0.22170504,0.2040016,0.2877896,0.34033879,0.32516939,0.17672381,0.353579,0.27794886,0.27513205,0.23772870000000002,0.36855195
