,,pid1263-27,pid52932-13,pid610003b-03,pid9048b-03,pid9049-28,pid9050-28,pid9054-28,pid9055-27,pid9058-28,pid9059b-03,pid9060-28,pid9061-28,pid9062b-02,pid9063b-03,pid9066-28,pid9070b-11,pid9071b-06,pid9072b-03,pid9073b-03,pid9074f-28,pid9075-28,pid9093b-02,pid9094-27,pid9099b-03,pid9101b-10,pid9104-28,pid9105b-10,pid9111b-01,pid9118b-03,pid9137-15,pid9138-28,pid9139-27,pid9153-27,pid9166h-04,pid9170-27,pid9174-28,pid917520g-11,pid9176-10,pid9192-28
38,0,0.61243259,0.75341643,0.53384553,0.61712167,0.66313654,0.41331762,0.66253988,0.58928077,0.6334167,0.77035956,0.4305007,0.69571817,0.8020805,0.46934372,0.64432004,0.49832757,0.67667109,0.86773024,0.383514,0.41283379,0.50595022,0.63023366,0.40852031,0.49437891,0.4673507,0.6632161,0.64914964,0.64936294,0.69444015,0.64708285,0.53710444,0.49221499,0.58262414,0.59821592,0.58170288,0.75504077,0.62084161,0.55500075,0.47716981
38,1,0.60322819,0.76100015,0.55044351,0.6907098,0.75755456,0.44698733,0.67501899,0.66261238,0.68300308,0.76498156,0.48709921,0.69505294,0.79034213,0.45674323,0.68198873,0.49361437,0.72236978,0.92168238,0.40177806,0.45605075,0.58183616,0.67387907,0.42333209,0.50121922,0.44075351,0.72090947,0.67894812,0.59136428,0.69552311,0.69257803,0.51385098,0.4795841,0.62762445,0.66079261,0.60716744,0.7614964,0.64792435,0.60303644,0.46737514
38,2,0.61481126,0.74195825,0.57294373,0.79575422,0.92900112,0.49890984,0.65889412,0.76241355,0.73090612,0.69074985,0.5675244,0.74419563,0.71157509,0.43508614,0.68637105,0.5732481,0.75391766,0.85525743,0.47038914,0.54076132,0.6719411,0.68608304,0.48760343,0.51618241,0.41278557,0.73512845,0.66659283,0.56487594,0.65158577,0.72147977,0.48182186,0.52094263,0.69042427,0.69191876,0.61375479,0.80047962,0.72718676,0.66231069,0.46831299
39,0,0.60398168,0.71796065,0.56669429,0.83839948,0.97831561,0.52761491,0.61516786,0.76884509,0.70086572,0.58129226,0.63156366,0.80649302,0.67725058,0.44874487,0.7173365,0.61635798,0.77984359,0.74909355,0.51416985,0.6061991,0.73721224,0.70158668,0.56138651,0.54922809,0.3936994,0.67450199,0.56985851,0.60417257,0.62254883,0.67926012,0.43911637,0.58014664,0.71160675,0.7081306,0.54326025,0.81958753,0.76699764,0.67646574,0.46860155
39,1,0.57663441,0.6256495,0.54870755,0.73476489,0.78112759,0.50590012,0.58329029,0.65644018,0.6466237,0.43522588,0.56677509,0.75912115,0.62638844,0.41887613,0.63193682,0.54268832,0.75166003,0.64042059,0.49724713,0.5970772,0.63425087,0.6001263,0.3998211,0.51095717,0.34893788,0.56906168,0.42549664,0.5417182,0.43369754,0.55779576,0.38857547,0.57996755,0.63042801,0.63405966,0.44526104,0.70445084,0.69406147,0.64430199,0.45122642
39,2,0.62400089,0.59300195,0.58088433,0.70331676,0.56960688,0.53117266,0.58177882,0.61000173,0.68721624,0.40013829,0.58381738,0.74082264,0.66296415,0.43804758,0.58994513,0.41240498,0.76718312,0.59102248,0.52170319,0.58151632,0.53937146,0.5011683,0.34192322,0.49055498,0.34690982,0.59094656,0.39176075,0.53694956,0.41191259,0.55032755,0.34972702,0.63865537,0.59268581,0.59524716,0.40953692,0.63635492,0.71620804,0.62307692,0.4840788
40,0,0.68901529,0.61649647,0.58270988,0.73244234,0.58681449,0.54284031,0.58707276,0.64547891,0.74461331,0.45172096,0.66112918,0.75325588,0.69716498,0.47426579,0.62983835,0.37715964,0.75636712,0.55320522,0.53581845,0.57772237,0.54595901,0.59628986,0.33028699,0.48450637,0.37947896,0.60586619,0.38310705,0.57962149,0.43883195,0.58846243,0.39782631,0.69523629,0.62221045,0.61573232,0.41550978,0.81301679,0.83817494,0.5968661,0.50327414
40,1,0.67673783,0.59629824,0.58927291,0.73362399,0.6073657,0.54779758,0.60170895,0.6678769,0.72082532,0.50357253,0.59630576,0.77194791,0.64213443,0.4645283,0.71011419,0.38948169,0.6803748,0.53121827,0.54373392,0.58612461,0.56343058,0.65141301,0.26922848,0.47943947,0.40775952,0.62911114,0.34889953,0.56223828,0.46198994,0.6355684,0.43682641,0.64999052,0.59140863,0.64203512,0.39812211,0.82822062,0.86788652,0.55589294,0.48600444
40,2,0.60014774,0.56601592,0.61562584,0.60484883,0.52606323,0.56098998,0.67735075,0.60116701,0.62008465,0.50436386,0.50825976,0.72379837,0.56770898,0.42632486,0.77940086,0.38259848,0.60671389,0.53865845,0.55192233,0.54629758,0.4387671,0.5397616,0.29470742,0.4491885,0.4101483,0.6162591,0.27151636,0.51835929,0.40881841,0.61862042,0.45884643,0.47531762,0.52971154,0.65683661,0.41424147,0.75243165,0.79130969,0.4794197,0.46779134
41,0,0.70277019,0.6244331,0.62374563,0.49119876,0.47951875,0.5692251,0.68212061,0.50390733,0.61684302,0.43901352,0.52077718,0.65045442,0.5438488,0.4590484,0.82722824,0.43734623,0.69985244,0.5091298,0.54462294,0.49734865,0.37968244,0.50412851,0.47861349,0.37689811,0.43424449,0.54995192,0.3535015,0.52931972,0.41277316,0.59353372,0.46241027,0.5946,0.50785621,0.63908046,0.48503589,0.71303597,0.7512435,0.44053831,0.45162042
41,1,0.77062865,0.70517345,0.63998522,0.52091924,0.50289591,0.60528874,0.64971897,0.50410615,0.67685648,0.37439305,0.58648931,0.63493863,0.61514484,0.54863002,0.91554204,0.51062889,0.64127195,0.4731182,0.57535678,0.46384067,0.38161639,0.48482002,0.61980619,0.40495606,0.450501,0.52483171,0.4782764,0.59404664,0.45778379,0.5736262,0.44697199,0.65996671,0.5307146,0.633834,0.57005211,0.70058513,0.69004255,0.49832809,0.49947836
41,2,0.78857945,0.71741252,0.62407042,0.59534675,0.50512731,0.60489098,0.63837916,0.61666667,0.74599846,0.3581976,0.63905669,0.66327181,0.71904609,0.59409352,1,0.54180373,0.56780286,0.49084844,0.56810419,0.45848116,0.39014889,0.50665456,0.62059635,0.47393714,0.49326653,0.52674818,0.5992997,0.6136577,0.50685554,0.601842,0.40831059,0.63080716,0.5775528,0.66717439,0.58219447,0.70328058,0.65670922,0.56676413,0.55738069
42,0,0.84686415,0.64325725,0.6013798,0.66842963,0.50119614,0.59354744,0.6269558,0.72370332,0.75404002,0.36900738,0.61367333,0.67521784,0.71938006,0.6333224,0.9044194,0.5884105,0.52217795,0.51367658,0.57289246,0.47525409,0.386726,0.57664983,0.55024972,0.48626395,0.53983166,0.48701745,0.63019151,0.62612324,0.6053568,0.6441079,0.42166616,0.66608727,0.58304156,0.67899302,0.5611051,0.75105036,0.71783452,0.60991903,0.5627081
42,1,0.87722538,0.61581319,0.61854897,0.71696683,0.51829882,0.61901149,0.63347258,0.67841459,0.7310504,0.35799785,0.53234201,0.658737,0.69030008,0.65742412,0.80750408,0.61109191,0.54043087,0.52122553,0.6319816,0.44652484,0.38450085,0.5661904,0.52260157,0.47366004,0.56639679,0.49019096,0.55721738,0.59919529,0.64739896,0.58110983,0.4655596,0.67293471,0.57307333,0.69141104,0.51617343,0.748,0.69035461,0.64988754,0.63346282
42,2,0.89406811,0.76813335,0.72910134,0.78693668,0.59215865,0.74882145,0.54699225,0.57882089,0.83908234,0.36387523,0.44105483,0.77831912,0.66844371,0.72711239,0.78674181,0.64504492,0.50171167,0.56506164,0.78164236,0.50216527,0.45346959,0.42895485,0.56114797,0.4549046,0.60505812,0.6334524,0.32659711,0.60654944,0.61612841,0.60705202,0.47751491,0.59359922,0.61142608,0.7565757,0.49311769,0.61839808,0.73308747,0.64905533,0.75610433
43,0,0.89672749,0.93760324,0.85242138,0.82405672,0.69157806,0.86704478,0.45538508,0.53864108,1,0.45162876,0.47295539,0.86283144,0.70640477,0.72836751,0.83434673,0.58508639,0.49943928,0.63404641,0.90688606,0.6934537,0.58216582,0.52025576,0.59297056,0.48707941,0.62076152,0.73705179,0.33598685,0.70018628,0.78237285,0.72942582,0.52866242,0.55000737,0.66998941,0.82596432,0.51022515,0.7116259,0.87161229,0.66512221,0.82119867
43,1,0.84331831,0.9488662,0.83048114,0.71944422,0.68272943,0.79124926,0.49808598,0.47545816,0.94844171,0.54145667,0.46602579,0.83110653,0.73041338,0.64712879,0.7146374,0.45935729,0.45444887,0.68216824,0.8226624,0.76541885,0.61485633,0.51379065,0.60002982,0.51007838,0.60173146,0.7808078,0.52035873,0.73106326,0.83920905,0.738921,0.58891922,0.51804564,0.69478537,0.7991679,0.49272441,0.744,0.81105437,0.64493177,0.80560488
43,2,0.79722243,0.84291936,0.8439096,0.65667835,0.63783576,0.77857985,0.58861461,0.49394018,0.85993651,0.562185,0.49294261,0.77346575,0.73579398,0.66890894,0.68269316,0.50479613,0.44683488,0.73444525,0.79989082,0.80815605,0.56321081,0.46006473,0.61740589,0.53215897,0.62393587,0.70085177,0.76282693,0.74703822,0.74537807,0.69234682,0.61161662,0.54970187,0.64656408,0.74458783,0.54650477,0.71679616,0.68582506,0.65307392,0.8100444
44,0,0.88269188,0.78990839,0.85056223,0.71683644,0.65675014,0.81872422,0.75875741,0.61468707,0.88077145,0.54630455,0.58120353,0.73775883,0.74301759,0.75736669,0.79111671,0.5992329,0.44466578,0.74952864,0.84457615,0.81831955,0.55040932,0.5193006,0.67109952,0.56826063,0.67863727,0.63148784,0.89624125,0.72920051,0.75807387,0.77071291,0.61171772,0.61129722,0.62718834,0.76948029,0.59448432,0.69470504,0.80510638,0.68074674,0.83396226
44,1,0.94009012,0.78322571,0.85376534,0.8086953,0.80665921,0.85636417,0.88743734,0.74566909,0.84533474,0.5512984,0.68854554,0.72809894,0.74578829,0.79242002,0.88380543,0.66209399,0.44172938,0.75678028,0.89066521,0.86358184,0.58518763,0.55104989,0.67379053,0.61281767,0.74653307,0.61214453,0.97448907,0.73674838,0.75386772,0.85194605,0.63537559,0.64834713,0.66911719,0.79084691,0.57668862,0.73781295,0.7818818,0.68701454,0.82186459
44,2,0.80512669,0.71267458,0.76793074,0.77464754,0.95900951,0.77732764,0.98860702,0.70764177,0.70887841,0.55399508,0.75609898,0.72721821,0.73092052,0.75495488,0.83360522,0.660698,0.45701638,0.77338651,0.81969898,0.7768449,0.62024065,0.44696874,0.63754752,0.65738263,0.68975551,0.55147685,0.79255395,0.71335221,0.73461613,0.77495183,0.65043979,0.64638771,0.66182792,0.76771737,0.52949562,0.73956835,0.67125296,0.66785875,0.74256382
45,0,0.68811406,0.64870851,0.76824433,0.7167142,0.9425014,0.77776959,0.94151603,0.60573133,0.6921893,0.5141595,0.80965381,0.8125082,0.71498899,0.82280558,0.77502595,0.72259848,0.56525011,0.77128354,0.7979412,0.65658734,0.6260645,0.45825703,0.62968319,0.66428628,0.6680481,0.53157714,0.7381735,0.77855599,0.81493908,0.6974104,0.64523304,0.72676611,0.63777958,0.78936605,0.61114935,0.80860432,0.82125768,0.6571375,0.67164262
45,1,0.71688705,0.7274741,0.88907804,0.74607611,0.85975098,0.90365351,0.83381437,0.56345954,0.79387264,0.48798402,0.76713522,0.92303008,0.76559137,0.95758819,0.84910277,0.8260539,0.6061089,0.7973169,0.91569835,0.67691434,0.62743805,0.5708557,0.64814014,0.67593223,0.69862926,0.53957961,0.76418465,0.80426198,0.91582866,0.70014644,0.62238399,0.81453975,0.62862127,0.86122276,0.72524825,0.85972182,0.91150827,0.72048283,0.68057714
45,2,0.76878186,0.88384142,0.96320894,0.76094858,0.7215305,0.97186211,0.8167249,0.65568811,0.85633898,0.49809465,0.70219563,1,0.83668951,0.97629204,0.95157942,0.84478231,0.57283459,0.82683104,0.97200343,0.74180923,0.61524092,0.61505368,0.63933656,0.71037131,0.75586373,0.60144937,0.80177219,0.82855227,0.88176368,0.68571869,0.59948438,0.83105788,0.67030092,0.87067203,0.71792351,0.88480576,0.86841608,0.76675664,0.68934517
46,0,0.77897614,0.88083796,1,0.7601092,0.69078763,1,0.81399058,0.70797026,0.81816083,0.49972342,0.7508132,0.98903776,0.88820721,0.8535685,0.94067922,0.8129924,0.55261915,0.78158086,1,0.72205038,0.56474919,0.55811494,0.60655237,0.7206872,0.76214028,0.66331914,0.7637559,0.9417331,0.80427383,0.72474759,0.64179557,0.7722015,0.70201234,0.8150342,0.67608888,0.90277218,0.7582695,0.76653171,0.74650388
46,1,0.75230849,0.87603244,0.94269107,0.78631733,0.66260492,0.96361226,0.76667173,0.63627248,0.78539823,0.51295329,0.75063894,0.91433524,0.90679811,0.70657096,0.78103218,0.75729095,0.63010181,0.7475707,0.94595648,0.64850704,0.5276798,0.53427534,0.63035408,0.72498615,0.82613226,0.7362275,0.69599114,0.94650175,0.87272288,0.79737958,0.68708927,0.81149527,0.73079559,0.80650166,0.77612821,0.90646523,0.79002364,0.74954266,0.85294118
46,2,0.77188446,0.88301547,0.82501568,0.8335099,0.6524972,0.86188863,0.73564484,0.63471646,0.82032513,0.56674862,0.73733736,0.89225148,0.88533756,0.68102543,0.66418508,0.80594333,0.68791501,0.83473532,0.85533806,0.67685121,0.52487775,0.58103094,0.68835632,0.70663447,0.83727455,0.80430004,0.61886523,0.70458237,0.87223941,0.83260116,0.66904256,0.91524977,0.79234939,0.84944644,0.91136565,0.8764988,0.85808983,0.7222897,0.91187569
47,0,0.77875452,1,0.59575755,0.92453753,0.7401371,0.6695934,0.82880146,0.70709716,0.87239323,0.66844653,0.81836664,0.87307224,0.89676669,0.69036095,0.5785852,0.79018659,0.75669175,0.94967368,0.64704827,0.79641437,0.63414098,0.68999053,0.72576221,0.72705249,0.82212425,0.82889133,0.62489638,0.66804262,0.82155289,0.77171484,0.64942877,0.89560289,0.81297115,0.86213948,0.89573297,0.80423022,0.87940426,0.72067027,0.85793563
47,1,0.71129497,0.87227812,0.52961204,0.82568658,0.74839116,0.58738951,0.98192314,0.69368949,0.77237399,0.67775814,0.77654507,0.8257191,0.92682384,0.69542248,0.47717633,0.70774015,0.7009001,0.90058013,0.54852999,0.72981504,0.61496621,0.63601989,0.60119269,0.7224527,0.76182766,0.76095618,0.71191939,0.65138216,0.7223071,0.66320617,0.66211708,0.82817142,0.75471933,0.70573302,0.68896864,0.69529017,0.68486998,0.67115759,0.72291898
47,2,0.6619118,0.69752215,0.57600125,0.74315867,0.69301203,0.62749705,0.97447972,0.66341632,0.69920162,0.65358021,0.7487802,0.77074862,0.96427776,0.68675964,0.52136289,0.7219765,0.66564852,0.80616389,0.58377135,0.71390695,0.57288061,0.56746921,0.65411852,0.71762331,0.74602004,0.72983926,0.77683293,0.6556963,0.68350416,0.64441618,0.70953392,0.89583465,0.6959691,0.68579085,0.64108741,0.68253237,0.6547896,0.65157445,0.6991121
48,0,0.67432962,0.69928668,0.62301765,0.7294597,0.64451595,0.66605775,0.8676895,0.73552905,0.77750096,0.59976951,0.83224907,0.80939755,0.95373921,0.7537982,0.62180039,0.79136144,0.73055924,0.77396664,0.62436247,0.78524083,0.5877699,0.55986738,0.91591502,0.66354208,0.81731463,0.724344,0.7742604,0.70489531,0.7893831,0.68346821,0.7540188,0.89714093,0.69017507,0.75340244,0.79269492,0.76060432,0.88072813,0.72270955,0.76337403
48,1,0.7315284,0.82655053,0.65953992,0.83554723,0.70131505,0.72245138,0.77008962,0.75104599,0.86191805,0.58687001,0.96572955,0.87894688,0.93352794,0.82198523,0.71632063,0.86924672,0.84841375,0.84945613,0.68901193,0.93952402,0.62947091,0.59305336,1,0.67218748,0.87206413,0.75017173,0.72080892,0.76924223,0.92026687,0.74664355,0.77039733,0.82056549,0.73739954,0.79578309,0.93333989,0.86228297,0.9655792,0.81586445,0.83895671
48,2,0.74034129,0.8580868,0.68995834,0.90660908,0.71369614,0.76974072,0.77327966,0.75853216,0.88162755,0.62002151,1,0.87264124,0.87486085,0.81550451,0.76034406,0.8187284,0.88409326,0.91472081,0.72543866,0.98390253,0.59601121,0.59671614,0.89668282,0.71692661,0.90124248,0.77311444,0.7241675,0.7438939,0.9678012,0.79290944,0.81088869,0.74997366,0.76892405,0.81171991,0.89686363,0.87619185,0.85467612,0.88663968,0.78873474
49,0,0.74964911,0.90051059,0.71374653,0.85975063,0.66852266,0.79088097,0.8144463,0.74101833,0.8220277,0.61947603,0.96625232,0.80407571,0.84147639,0.78484824,0.71947205,0.76247408,0.88185038,0.92023205,0.73782266,0.95404331,0.58667106,0.62222924,0.71155423,0.78415011,0.87230461,0.78781426,0.80348721,0.8332464,0.97563334,0.87421965,0.88474371,0.76119293,0.79951405,0.84027925,0.79161341,0.87945324,0.80115366,0.86752137,0.768202
49,1,0.81406515,0.97702358,0.74272019,0.86651455,0.6216704,0.84538892,0.84657451,0.78395574,0.7419873,0.63388138,0.92698652,0.7784503,0.91037281,0.81014766,0.64432745,0.79080857,0.89855393,0.95939086,0.7556812,0.90095322,0.59414318,0.62032681,0.68261647,0.84031351,0.92144289,0.83198242,0.94140346,0.90879964,0.94350222,0.99375723,0.99888788,0.77748983,0.8372064,0.92059798,0.83944548,0.95756355,0.79681324,0.94122057,0.83607103
49,2,0.83245919,0.94976723,0.75212795,0.8774346,0.64639759,0.85931055,0.89958985,0.8336186,0.70112543,0.65046865,0.82161942,0.80058091,1,0.80406891,0.5695462,0.84941258,0.82813929,0.98042059,0.74869375,0.7851777,0.52547113,0.58646195,0.70576966,0.85005146,0.92312625,0.8090397,0.85122195,0.81998361,0.77676465,1,0.9700738,0.73946021,0.80979378,0.93138707,0.92591682,0.9574964,0.70878487,0.99010346,0.84755827
50,0,0.76981606,0.8058267,0.71783442,0.82479016,0.78217683,0.81636712,0.92381893,0.78038555,0.69895152,0.66060234,0.82074814,0.83782442,0.97155085,0.73719442,0.63355331,0.84498963,0.86057252,0.96287165,0.71480933,0.70203901,0.49498929,0.61004105,0.65468505,0.82170849,0.8543487,0.7400055,0.66058311,0.82817972,0.73543802,0.86134875,0.82848044,0.7620989,0.70948851,0.88364713,1,0.87832134,0.67905437,0.9654371,0.8154273
50,1,0.69742927,0.78337588,0.63304139,0.72843289,0.88465305,0.70417649,0.8569801,0.70488416,0.6558484,0.65136755,0.83463058,0.83553827,0.81755436,0.65743232,0.65430076,0.78507256,0.9185923,0.92697607,0.63223895,0.69427435,0.5509038,0.62000316,0.61487141,0.75925105,0.83038076,0.75024042,0.66688581,0.82847776,0.84263199,0.77857418,0.78915175,0.84146598,0.66718585,0.87842888,0.88526202,0.88915108,0.66375414,0.89316239,0.7891232
50,2,0.69552338,0.85650999,0.5664703,0.80655203,0.7987549,0.61106364,0.73271305,0.80378631,0.71893998,0.6710126,0.77863615,0.85351822,0.73764936,0.55384742,0.61253151,0.75818936,0.88986277,0.94314721,0.5567262,0.74824822,0.55650788,0.61078308,0.67383526,0.68858364,0.94709419,0.75546091,0.77161641,0.7187989,0.82173661,0.78959538,0.79188151,0.96575227,0.69198181,0.88301248,0.8033625,0.95427338,0.72903073,0.81391513,0.75604883
51,0,0.7983305,0.89142514,0.62261446,0.93733192,0.67046726,0.6513848,0.74942276,1,0.84572913,0.77796558,0.73269052,0.89129579,0.83983128,0.52672683,0.52837758,0.7365584,0.83657961,0.97142857,0.58724947,0.76983776,0.56266139,0.6783707,0.69349236,0.74743092,1,0.74982827,0.7956267,0.84457194,0.70519242,0.82104046,0.78738247,1,0.68942745,0.9419646,0.77745551,0.98503597,0.79853428,0.71180087,0.6608768
51,1,0.7668612,0.79786755,0.61956814,0.78702632,0.7108282,0.62720242,0.9008051,0.85778008,0.81212005,0.78119238,0.72908922,0.93028202,0.85379611,0.62882691,0.48383509,0.65237733,0.83188727,0.83952139,0.59573423,0.6923174,0.54006923,0.74194032,0.55007827,0.71292059,0.85571142,0.71946696,0.86801486,0.7623873,0.66851673,0.79206166,0.80558083,0.90490487,0.60888418,0.87490304,0.68778881,0.86971703,0.71700236,0.58609987,0.62463929
51,2,0.74085839,0.68032738,0.64139638,0.78601581,0.74482373,0.6459782,0.96179553,0.70947441,0.75560793,0.71865396,0.7175302,0.92032231,0.81682458,0.69259229,0.5403752,0.63876987,0.82577837,0.72690355,0.60758793,0.66189003,0.51585627,0.71248816,0.54479314,0.6607632,0.67344289,0.69233411,0.94669144,0.64260487,0.6318217,0.75227746,0.88833283,0.78674968,0.55418354,0.80487977,0.57821257,0.80182254,0.62818913,0.59953516,0.7063263
52,0,0.84280121,0.65715573,0.67255398,0.83326542,0.71999161,0.70584119,0.88280419,0.67030602,0.85192382,0.65653042,0.69667751,0.92878291,0.8071395,0.73022149,0.62617529,0.67704907,0.86449757,0.67817984,0.62752086,0.6888454,0.52636668,0.68944585,0.70676854,0.61311852,0.7056994,0.64527408,0.98106331,0.78883839,0.70298782,0.75320231,0.98801941,0.7494364,0.568706,0.78196178,0.5896667,0.88307914,0.74954137,0.74302744,0.75188679
52,1,0.95279604,0.68231716,0.78689186,0.84923804,0.64229155,0.84281084,0.77654565,0.71032158,0.96883417,0.66193147,0.69481877,0.92065961,0.82222992,0.69812961,0.69791636,0.71962681,0.91152427,0.7046628,0.75707713,0.76863834,0.53105324,0.69825545,0.76682818,0.60493231,0.83278557,0.65443055,0.97363156,0.85209746,0.80029975,0.78057803,0.99004145,0.80792407,0.61354433,0.80071927,0.66950152,0.97707434,0.73361702,0.80934173,0.73290788
52,2,1,0.6686064,0.86016038,0.7890229,0.64082261,0.91934296,0.79864803,0.77704876,0.92865525,0.71519668,0.71601998,0.87272557,0.80008906,0.71351107,0.66506748,0.77021424,0.93386454,0.78970268,0.83272245,0.79104854,0.53304763,0.72586044,0.71200149,0.62874673,0.88681363,0.70476714,0.84386165,0.81357574,0.82528524,0.81333333,0.91123243,0.89822599,0.64463273,0.85043368,0.71979156,0.96489209,0.70711111,0.79082321,0.79067703
53,0,0.95567703,0.68112329,0.81933742,0.76552848,0.77665081,0.87234826,0.84824548,0.81819675,0.91215852,0.72990934,0.68901022,0.82950436,0.71343047,0.74689089,0.58242622,0.80670352,0.93277261,0.82936911,0.78944085,0.78069566,0.54624471,0.76596937,0.69401416,0.66244953,0.85747495,0.73334249,0.79605545,0.94068996,0.79160704,0.8700578,0.84981296,0.87534501,0.66139181,0.86058811,0.73970111,0.8941199,0.76064303,0.80536812,0.87031077
53,1,0.90337593,0.75987385,0.7579742,0.8289463,0.97502798,0.81327342,0.90528634,0.80504841,0.92410543,0.73219115,0.68506041,0.83308348,0.68838285,0.82813782,0.47680558,0.90587422,0.99223845,0.89202321,0.71822506,0.79963386,0.64666777,0.8437796,0.68479314,0.70405352,0.84769539,0.75422448,0.76004002,1,0.86797525,0.93202312,0.83596199,0.83321745,0.75266339,0.87398632,0.76000393,0.8764988,0.72894563,0.90440846,1
53,2,0.82544138,0.82474846,0.68672162,0.9132915,1,0.7445492,0.97835333,0.80713174,0.89214121,0.71369084,0.81000232,0.8169212,0.81290355,0.84282199,0.46524544,1,1,0.92436548,0.65238244,0.88618143,0.78556123,0.82057152,0.67706299,0.75037606,0.80745491,0.86055777,0.74503359,0.68611132,0.96070393,0.90296724,0.78530988,0.80086594,0.82792349,0.85727382,0.78202733,0.88173621,0.73720095,0.99782576,0.96936737
54,0,0.71719731,0.89195074,0.65694158,0.97196642,0.87136262,0.7202637,1,0.89756224,0.86032128,0.6539413,0.91432388,0.78340673,0.98687628,0.87030353,0.55036334,1,0.89017264,1,0.65698355,0.97247649,0.90560958,0.79712662,0.63645173,0.92439237,0.76294188,1,0.82635415,0.56836301,1,0.78296724,0.84005662,0.80965173,0.9075447,0.91559128,0.8880641,0.99223022,1,1,0.81481687
54,1,0.7067888,0.88534314,0.6719716,0.89332573,0.7686066,0.72779906,0.95997266,0.87966805,0.81176414,0.64669637,0.92565056,0.80240795,0.96336244,1,0.59052351,0.96371804,0.92332891,0.97628716,0.67397645,1,1,0.77589991,0.59478196,0.97434882,0.75512625,0.83500481,0.9681292,0.65614336,0.9678012,0.69209249,0.8490547,0.72619725,1,0.99132642,0.90708878,1,0.91867612,0.91423002,0.72047725
54,2,0.68838,0.86476948,0.67106442,0.80142613,0.7508394,0.66657336,0.78049521,0.72060858,0.72505771,0.55324985,0.74651487,0.85530779,0.79322415,0.96702215,0.49669287,0.93234278,0.9756677,0.74619289,0.66691882,0.93750395,0.91044448,0.67116356,0.48967574,0.8973953,0.75317836,0.62994917,1,0.760152,0.90850899,0.65966089,0.73860075,0.6291427,0.87726621,1,0.79977387,0.87344844,0.63873286,0.81219073,0.64977802
55,0,0.76235503,0.79734194,0.66039109,0.80655203,0.85884163,0.61951237,0.70995747,0.71651107,0.71948826,0.56545022,0.65828299,0.90266092,0.7412859,0.85578343,0.37811063,0.85452661,0.83216763,0.70715011,0.6665055,0.76964838,0.70281853,0.61765077,0.51321655,0.71250099,0.67749098,0.46582635,0.95469487,0.78645406,0.89161671,0.71942197,0.68350015,0.68375366,0.86449442,0.89083986,0.6491987,0.85143405,0.6431773,0.632861,0.52246393
55,1,0.61933959,0.7513891,0.58415465,0.68887621,0.83904589,0.54686211,0.73910071,0.7464471,0.65614659,0.66797019,0.73507203,0.84621943,0.83200158,0.76305168,0.3156681,0.71264686,0.5326103,0.72208847,0.52825392,0.51733476,0.58474809,0.57264762,0.6396571,0.63513578,0.48411222,0.50174475,0.83471488,0.75337158,0.56515181,0.85472062,0.67349105,0.58606704,0.87184599,0.71327833,0.46303215,0.80158273,0.48991017,0.48369321,0.48837403
55,2,0.48543252,0.71224658,0.51364125,0.57148562,0.77476217,0.46501915,0.73569041,0.71709889,0.55433821,0.76769361,0.70817844,0.78410007,0.83219949,0.65490566,0.4458253,0.58931583,0.75282573,0.61056563,0.44813226,0.50913452,0.60485688,0.50735712,0.70184122,0.66069987,0.48836072,0.53463388,0.83285694,0.70327844,0.54342487,0.91630058,0.70094025,0.61753366,0.71428571,0.59048727,0.38026743,0.73230695,0.44306383,0.40929675,0.48396226
56,0,0.47315506,0.65337138,0.5195435,0.52254095,0.74160604,0.46774455,0.72318852,0.67200899,0.49565217,0.80662262,0.61013011,0.72701209,0.80274844,0.56038556,0.53725345,0.48044921,0.92720968,0.60121102,0.43302659,0.53522505,0.65820559,0.48377013,0.67677227,0.70403769,0.56795992,0.59575491,0.87751894,0.71493182,0.63300135,0.90188825,0.70023253,0.70081959,0.58231263,0.59912559,0.40161734,0.71605755,0.45900709,0.42377418,0.50551054
56,1,0.60870946,0.58224959,0.59264403,0.5883954,0.72600727,0.55122275,0.75573447,0.6512621,0.5310985,0.84188691,0.54401138,0.68376277,0.75940677,0.52996719,0.60950615,0.47919834,0.93584182,0.68624365,0.47176948,0.54768638,0.71270809,0.50965425,0.65566903,0.74632254,0.67519038,0.66807254,0.87523224,0.77132852,0.7145233,0.88154143,0.72434536,0.74209384,0.63559903,0.67643326,0.46956052,0.80688729,0.49166903,0.62405908,0.54763596
56,2,0.71099948,0.51667668,0.65551922,0.67796431,0.68605904,0.62525781,0.77745709,0.61385719,0.56805502,0.83381991,0.51674024,0.69126768,0.69309551,0.54283839,0.59268871,0.54988252,0.85855098,0.71803481,0.52542307,0.53652547,0.71067524,0.50292864,0.62435334,0.74610086,0.71383567,0.67480423,0.79205374,0.7977796,0.73153162,0.83614644,0.70993833,0.73549923,0.67989533,0.69658698,0.50806214,0.93156835,0.50589125,0.78145149,0.53204772
57,0,0.72954864,0.47323923,0.75079518,0.72091924,0.67775602,0.73515763,0.80434452,0.57215595,0.57463447,0.80470191,0.52321678,0.7110653,0.61048166,0.56219032,0.51892333,0.60455425,0.80455954,0.71875272,0.59133588,0.49962124,0.67534751,0.5165851,0.60373463,0.70231969,0.69425251,0.61552411,0.69465485,0.80485806,0.7185264,0.77849711,0.67268224,0.71080631,0.68456794,0.65567308,0.53706617,0.96623501,0.51394799,0.80206928,0.50173696
