,measure_number,beat_number,pid1263-05,pid51495-03,pid9048-05,pid9049-05,pid9050-05,pid9053-22,pid9054-05,pid9055-05,pid9058-05,pid9059-05,pid9060-05,pid9062-05,pid9063-05,pid9065-02,pid9066-05,pid9067-05,pid9068-03,pid9072-05,pid9074f-05,pid9093-06,pid9094-05,pid9097-08,pid9098-05,pid9099-05,pid9100b-01,pid9101-05,pid9103-02,pid9104-05,pid9105-05,pid9118-05,pid9138-05,pid9139-05,pid9153-05,pid9166c-08,pid9170-06,pid9173-10,pid9174-05,pid9186c-05,pid918719b-01,pid918904-01,pid9192-05
210,71,0,0.22841325,0.22776903,0.27285766,0.27904518,0.28320038,0.29917148,0.46160934,0.30181104,0.30293106,0.27585057,0.30865888,0.18371595,0.27574574,0.32240937,0.36072169,0.36597244,0.38261938,0.28445823,0.26917759999999996,0.29138359999999996,0.30004415,0.26845277,0.54646933,0.33356908,0.33557657,0.60202156,0.45686582,0.34302451,0.39283223,0.44962988,0.85087408,0.29360794,0.33141965,0.53183772,0.43090841,0.34664117,0.31258134,0.34019553,0.22231229,0.33613789,0.38322276
211,71,1,0.19703332,0.17616565,0.24077175,0.21570010000000003,0.28098886,0.23672631,0.28094202,0.26216091,0.31331361,0.26828795,0.24670006,0.16824304,0.21797465,0.2331248,0.37029745,0.31726546,0.36487264,0.20631053,0.22097521,0.26695366,0.31526122,0.28251022,0.37499108,0.34450648,0.24824685,0.56843524,0.50513486,0.36065584,0.33170888,0.49389042,0.88518781,0.23456182,0.30251086,0.46477681,0.39637295,0.38749748,0.22726514,0.3263594,0.174272,0.30294082,0.34022445
212,71,2,0.17318499999999998,0.1811627,0.23462687,0.20537007,0.23271464,0.25829562,0.32992045,0.24679408,0.49779139,0.30224392,0.23804118,0.13600398,0.19930867,0.28726339,0.45543094,0.30662556,0.39129139,0.19260997,0.17367320000000003,0.28929172,0.34325975,0.26205617,0.24511412,0.36026428,0.29565994,0.55462477,0.64153636,0.3599809,0.37063142,0.62387401,0.84786204,0.19273420000000002,0.27679153,0.40838893,0.36679886,0.38419569,0.21918905,0.30471601,0.16324571,0.25007322,0.31435630000000003
213,72,0,0.16994673,0.2955243,0.24631962,0.2218712,0.20520496,0.26644155,0.36694901,0.23776973,0.57838861,0.29977561,0.26217585,0.13690695,0.20248368,0.38847449,0.43498109999999995,0.37914176,0.3918092,0.23536118,0.15788473,0.38447568,0.35685063,0.21763503,0.31152817,0.37408028,0.37751061,0.56463328,0.69887334,0.31348615,0.42320117,0.69180549,0.80386251,0.17088425,0.25946661,0.37269859,0.33564671,0.33220589,0.25384615,0.22075885,0.19386117,0.19601586,0.29234190000000004
214,72,1,0.14241095,0.28845170000000003,0.236498,0.18852932,0.13647421,0.21720393,0.29971384,0.21313194,0.52868446,0.25270787,0.27558152,0.12724977,0.17114326,0.38775265,0.31236133,0.44964449999999995,0.33887233,0.23371671,0.12975081,0.40181609999999995,0.28514349,0.16433721,0.31954351,0.36662324,0.35814784,0.47339339,0.65791055,0.22678128,0.41699706,0.73169781,0.69572407,0.13997504,0.20528637,0.29238159,0.25463296,0.17233072,0.25191056,0.14667132,0.19771761,0.1842831,0.24954122
215,72,2,0.12481981,0.21145977,0.18225701,0.29281,0.17813759,0.17227599,0.26988497,0.30152589,0.46274253,0.23664867,0.30668893,0.13319559,0.14613366,0.37131056,0.24195416,0.54129491,0.27691825,0.11865416,0.16524,0.32964956,0.24648271,0.12469873,0.30855029,0.36530802,0.35447033,0.34615548,0.64330488,0.18445718,0.1881975,0.73531044,0.67918734,0.15719354,0.10494707,0.20386471,0.19275829,0.13967519,0.23779409,0.14186685,0.19822918,0.25258694,0.22975720000000002
216,73,0,0.21692259,0.374759,0.15758282,0.52137776,0.32312614,0.31163406,0.35760316,0.44560727,0.47928306,0.33077203,0.44058431,0.22804561,0.22212905,0.37737408,0.31152627,0.62038633,0.3407082,0.25570521,0.33918585,0.33122352,0.26646799,0.18877771,0.34889444,0.47406787,0.38546862,0.38606895,0.65950836,0.30971028,0.2241373,0.68676434,0.6592842,0.21920247,0.38204397,0.32431274,0.2033007,0.2691967,0.32280994,0.24601024,0.26909334,0.35431361,0.24124788
217,73,1,0.32511229,0.48808774,0.21877685,0.66465876,0.48309769999999996,0.43280652,0.48555486,0.63381628,0.54725471,0.48517193,0.5529271,0.36696511,0.40112022,0.51755695,0.54048519,0.68445227,0.44542079,0.39033999,0.48289265,0.44113809,0.32868286,0.24861739,0.45578638,0.5458217,0.51913943,0.52900411,0.74195971,0.44123528,0.35424927,0.67701262,0.67623435,0.31359874,0.65296553,0.49840069,0.31785021,0.44045366,0.44249958,0.45643389,0.37886825,0.46108603,0.29359825
218,73,2,0.44734148,0.55570529,0.31582818,0.72649792,0.6100545,0.53577943,0.62450638,0.78660604,0.64635338,0.60261993,0.68274903,0.45874656,0.55619639,0.63615656,0.71230038,0.72396653,0.5307809,0.46646994,0.63470928,0.54624336,0.33197204,0.36033462,0.57268188,0.58567529,0.6101541,0.63258618,0.8090816,0.50971665,0.46548275,0.72727058,0.73995984,0.3973985,0.83245114,0.63003836,0.5209237,0.55541239,0.51775405,0.5961825,0.5001338,0.55824893,0.38003247
219,74,0,0.53691633,0.60170175,0.4291518,0.74655559,0.69534002,0.60093992,0.70754879,0.86213009,0.70372919,0.67639032,0.77006121,0.5382461,0.6723851,0.71610523,0.78306717,0.70653747,0.58219572,0.52839992,0.75264726,0.60036322,0.34573951,0.52333764,0.61618224,0.60411316,0.66903149,0.68794865,0.84643223,0.56635466,0.57948789,0.73935988,0.79157808,0.47086454,0.94740771,0.73281159,0.66856694,0.64322529,0.59803938,0.73077281,0.57122619,0.61781574,0.47163326
220,74,1,0.63641492,0.65365926,0.53308336,0.76110221,0.75256299,0.65161874,0.77164768,0.91522811,0.76943718,0.73254897,0.81752922,0.62974441,0.77787735,0.77524062,0.82372303,0.69697351,0.62581725,0.5790456,0.82581954,0.65157732,0.40688006,0.66424575,0.62444722,0.61976549,0.72327105,0.73428855,0.81153977,0.60811843,0.68532489,0.75430622,0.83457359,0.54080279,0.99219598,0.80506062,0.81765605,0.71813972,0.67185884,0.84818436,0.62605856,0.67101891,0.59126906
221,74,2,0.73829521,0.72949046,0.60768839,0.79186158,0.81999842,0.69359465,0.83517427,0.95229655,0.83996147,0.76578325,0.84440735,0.74455923,0.87299962,0.80590311,0.83835182,0.71301831,0.67289084,0.63998184,0.8735654,0.69334768,0.57027226,0.7937379,0.64116441,0.65618215,0.76460954,0.76840687,0.76852168,0.63553645,0.77079662,0.79928692,0.86345382,0.60846801,0.98846363,0.86340504,0.94084356,0.8005503,0.75396296,0.88896648,0.65215646,0.72532032,0.6733130999999999
222,75,0,0.79714823,0.77817234,0.63573353,0.8171099000000001,0.84250849,0.71022767,0.8352315,0.95946363,0.88550984,0.77603251,0.8426266,0.8144321999999999,0.92600179,0.81071543,0.83408509,0.74359781,0.71232805,0.68613801,0.876926,0.70706935,0.67621045,0.90945771,0.66047611,0.69743781,0.79475918,0.7921691,0.74988051,0.6646291,0.81087555,0.82006541,0.87951807,0.64659046,0.96084419,0.88172835,0.98359979,0.89027582,0.781712,0.88114525,0.6328821,0.77748627,0.74491813
223,75,1,0.811616,0.78080858,0.65927193,0.80198654,0.79425006,0.6837151,0.76672581,0.89426634,0.89610568,0.75250167,0.80873678,0.86134068,0.9510306000000001,0.71160571,0.778069,0.76499088,0.72880381,0.7210451999999999,0.83862786,0.69563463,0.73583517,0.89095115,0.67895863,0.72777468,0.73698355,0.75705774,0.74141345,0.6930276999999999,0.77831314,0.74468437,0.83540043,0.68361582,0.85104506,0.80712708,0.89329533,0.86598215,0.74371767,0.80931099,0.57216276,0.74112264,0.77872671
224,75,2,0.71433198,0.63249066,0.61483801,0.7500800999999999,0.65409525,0.60188679,0.60676472,0.7514103,0.74817669,0.69743465,0.70528659,0.66245791,0.84765075,0.57490375,0.60607704,0.67300069,0.69585229,0.59463277,0.67605098,0.54210668,0.62896983,0.60684312,0.66446148,0.68484397,0.6125884,0.61778976,0.63431205,0.48022286,0.64873348,0.46609919,0.66471769,0.59737879,0.62633008,0.6092309,0.636097,0.6289041,0.59327549,0.66289572,0.44437274,0.60971324,0.67761152
225,76,0,0.58078972,0.5276805,0.51655624,0.66222365,0.56415765,0.46562,0.4942311,0.70797626,0.53928719,0.64006307,0.58714524,0.47595654,0.79055179,0.33905197,0.52438132,0.41849242,0.62403891,0.43232950000000003,0.5257815,0.4180265,0.47419426,0.23268776,0.56971291,0.58988151,0.36219757,0.51310115,0.42563332,0.38813754,0.54988987,0.25243498,0.53669383,0.49643936,0.47383958,0.46644756,0.50336679,0.46510301,0.3726264,0.60800745,0.34120101,0.529518,0.55610531
226,76,1,0.45160347,0.37011607,0.43030943,0.48272349,0.4082142,0.33655225,0.36594746,0.68423243,0.34129627,0.56621384,0.44707290000000005,0.26605448,0.61418512,0.24039942,0.48569426,0.25563456,0.47322559,0.30438358,0.41980217,0.34111791,0.2382855,0.15265763,0.34184201,0.47161735,0.23523412,0.3576252,0.27784227,0.23832537,0.47776248,0.20778485,0.35598866,0.38614505,0.37590934,0.41687459,0.3828562,0.30740890000000004,0.16987319,0.56345438,0.17254053,0.38039048,0.39131846
227,76,2,0.36307323,0.25023608,0.37357117,0.33834028,0.28504068,0.24573557,0.29857494,0.67247996,0.30305491,0.47609922,0.37623817,0.24110805,0.5041544,0.29728104,0.50828965,0.18377273,0.34081279999999997,0.27653349,0.34512079,0.35874756,0.28584253,0.16330428,0.27527639,0.39353558,0.27831459999999997,0.30046815,0.22281325,0.19863738,0.47709251,0.31299954,0.32888613,0.35645776,0.33907438,0.44917946,0.3191928,0.26525737,0.18923744,0.53431099,0.14911853,0.28240390000000004,0.30290796
228,77,0,0.33337512,0.23517608,0.3551802,0.28989426,0.27106074,0.24325698,0.29467750000000004,0.66293157,0.31250859999999997,0.43731579,0.34555927,0.25387205,0.4812572,0.37421399,0.5381201999999999,0.20105707,0.32559234,0.28960351,0.33300361,0.38680971,0.33806475,0.16917904,0.31829529,0.37571809999999994,0.34249981,0.31500922,0.24185729,0.19668259,0.50385463,0.37012857,0.34777935,0.35726579999999997,0.34204669,0.46789848,0.31423968,0.28084021,0.21716169,0.52630354,0.17388635,0.25681513,0.30574534
229,77,1,0.31190849,0.24313398,0.36461594,0.27636655,0.29292315,0.2649725,0.31691181,0.62972411,0.35579331,0.42332464,0.32831386,0.27920875,0.4995007000000001,0.45372153,0.62550286,0.25709432,0.35281657,0.35029257,0.3571809,0.41547051,0.36423105,0.19781579999999999,0.38139265,0.41134686,0.41768778,0.37205987,0.28744964,0.22681312,0.55562592,0.43137787,0.39910229,0.40145185,0.36354506,0.50233576,0.33757178,0.34969465,0.25467212,0.49534451,0.23403904,0.24647956,0.36928289
230,77,2,0.30684216,0.26015149,0.36810339,0.28122397,0.32925519,0.28258720000000004,0.33800149,0.58931104,0.37513417,0.42555643,0.32771285,0.30232629,0.51138779,0.50123516,0.6805437,0.32825772,0.39368168,0.37070722,0.40965697,0.41929777,0.37117734,0.22432752,0.43321148,0.47741175,0.46281545,0.3990566,0.32689655,0.25484877,0.56148128,0.47004238,0.44285967,0.42540402,0.38215934,0.51183266,0.35720659,0.41544863,0.25307025,0.46297952,0.29002046,0.24270287,0.45755929
231,78,0,0.29879870000000003,0.26909306,0.35565344,0.3067222,0.34252429,0.29541182,0.35262405,0.56280055,0.38667951,0.42731518,0.34073456,0.30542547,0.50394956,0.49042348,0.71742046,0.3671176,0.39395889,0.37007667,0.45359204,0.41298850000000004,0.37693157,0.23625457,0.45197040000000005,0.52496433,0.45997916,0.40862534,0.3458928,0.26461636,0.54427313,0.48206085,0.46496575,0.40968335,0.37366992,0.51208547,0.34324782,0.46013019,0.23785249,0.43711825,0.33041083,0.24359365,0.49231366
232,78,1,0.27518019,0.28918946,0.3326538,0.39794297,0.35475871,0.3061547,0.38784983,0.54415074,0.42754231,0.4353751,0.37159154,0.30192072,0.50064652,0.46362688,0.78087285,0.39272007,0.37472148,0.38424132,0.52762666,0.40362548,0.39264901,0.24707876,0.47807596,0.54844593,0.44253704,0.43035892,0.37313076,0.28164279,0.51544604,0.52978053,0.4936747,0.3576534,0.36397937,0.52850721,0.32785971,0.5213744,0.22489571,0.37283520000000003,0.4025185,0.27172666,0.51801948
233,78,2,0.25932310000000003,0.32539839,0.35199854,0.54865748,0.36697733,0.31672353,0.46425342,0.56385635,0.48211779,0.46469161,0.41354480000000005,0.3149296,0.5036231,0.45047321,0.8194563,0.42236205,0.38996286,0.42337066,0.57174561,0.38853165,0.42949963,0.28637293,0.51653887,0.55105776,0.43473535,0.48328841,0.41860703,0.3296084,0.51039831,0.64572683,0.5273741999999999,0.33831954,0.39569761,0.57847588,0.40161937,0.58402792,0.26289838,0.35341713,0.50089721,0.34256254,0.55369142
234,79,0,0.26678157,0.36742081,0.39253003,0.64479334,0.38210252,0.33272993,0.56786471,0.60145654,0.54320215,0.48717327,0.47232053,0.35925926,0.49946229999999997,0.45303176,0.82341826,0.45842195,0.42795648,0.46543584,0.58336187,0.38609,0.46891096,0.34721326,0.56332917,0.5501581999999999,0.44619221,0.54031068,0.44964834,0.38964661,0.52157673,0.75915847,0.55736475,0.35605702,0.4694354,0.61584796,0.52460032,0.63219918,0.33272151,0.36871043,0.55053518,0.4175960999999999,0.5846485
235,79,1,0.28865559,0.41127287,0.46767383,0.70592759,0.41783429,0.36500035,0.69444285,0.6775894,0.59430301,0.51384559,0.58670006,0.48188705,0.49782998,0.46717998,0.78696818,0.49090165,0.46875883,0.50441384,0.56939953,0.39079841,0.51598234,0.46904454,0.64323288,0.55907314,0.4744882,0.62170521,0.50619324,0.46569882,0.52673458,0.8685997,0.55771911,0.38021285,0.54950461,0.66218934,0.69215516,0.676666,0.43407309,0.43565177,0.60831103,0.5204637,0.62602343
236,79,2,0.32390055,0.44992131,0.53482344,0.71361743,0.46433931,0.39721507,0.75653866,0.72151665,0.6089239000000001,0.53760689,0.67100723,0.53905724,0.52138651,0.48180943,0.7190662,0.49454477,0.50959255,0.55382365,0.5415129,0.40606040000000004,0.53732892,0.57994405,0.68811519,0.577815,0.49852602,0.66003688,0.54145442,0.50651385,0.52015419,0.89571798,0.54568273,0.42223755,0.56290038,0.73286655,0.80976577,0.71082478,0.49823961,0.51815642,0.64383756,0.58007932,0.63772586
237,80,0,0.40236081,0.48128074,0.62628322,0.67113105,0.53202749,0.43266031,0.78183483,0.78413995,0.59008532,0.53129359,0.73483584,0.57091368,0.58744079,0.49283766,0.61745703,0.46339269,0.55034259,0.59851695,0.49625262,0.48872671,0.55657101,0.70615451,0.7023092,0.6115702,0.51289362,0.675266,0.57170365,0.55504616,0.50192731,0.85556592,0.56289865,0.52610695,0.54727199,0.76822713,0.86268435,0.7488088,0.55715001,0.62611732,0.61063277,0.65247102,0.64369001
238,80,1,0.43340646,0.48561873,0.63952676,0.55707145,0.52357634,0.44396714,0.74034224,0.78853268,0.50670841,0.45535205,0.73834168,0.52954545,0.62987454,0.44764998,0.45212118,0.37318316,0.56608609,0.57243745,0.44188701,0.55590233,0.55373804,0.74731009,0.64636234,0.62485266,0.47423509,0.63552277,0.53737794,0.5237504,0.47407305,0.72931301,0.6018781,0.59147944,0.50834012,0.70801411,0.77299955,0.7376015,0.54435174,0.70204842,0.50007083,0.60625991,0.62104037
239,80,2,0.43718792,0.46222703,0.58730251,0.43079782,0.45281573,0.43180394,0.63686831,0.75316739,0.44298197,0.35748681,0.69304396,0.45127793,0.60700935,0.33912416,0.37703889,0.31201158,0.54401381,0.5214890999999999,0.38468074,0.57323603,0.51779249,0.71540779,0.60482347,0.6143061,0.36560709,0.56647751,0.47605326,0.45106017,0.47203561,0.60381569,0.62928183,0.58593483,0.46163817,0.63294019,0.5412484000000001,0.70062412,0.47713999999999995,0.70377095,0.45019676,0.52242221,0.53632835
240,81,0,0.41568996,0.43278576,0.52043684,0.35027876,0.34283232,0.41466964,0.54584216,0.71476572,0.42135682,0.25429074,0.62826934,0.38275176,0.58352964,0.2860924,0.47647812,0.29843327,0.49959203,0.48624395,0.36087756,0.57376068,0.46512141,0.65655261,0.57508024,0.59070662,0.29971711,0.49241736,0.42049846,0.38035657,0.51342695,0.49059656,0.66005197,0.56336224,0.43737106,0.5918309,0.39882265,0.66450574,0.41980644,0.6863594,0.40872029,0.42356925,0.47999718
241,81,1,0.38089418,0.39444226,0.45335275,0.30969561,0.28610694,0.39298197,0.45289303,0.65772195,0.41625843,0.22639335,0.54898164,0.34990052,0.54405326,0.2819538,0.55193222,0.34239602,0.45967362,0.41953188,0.37009067,0.54936436,0.40135394,0.5464816,0.56324001,0.57460761,0.27583563,0.41996737,0.35510413,0.29840815,0.57986417,0.4088403,0.66832034,0.56123374,0.46510586,0.56190026,0.31928781,0.62785719,0.37656433,0.6415270000000001,0.33347238,0.30446614,0.48042772
242,81,2,0.30701974,0.35232146,0.39455406,0.32426786,0.30734539,0.37128037,0.38735191,0.57195592,0.41717352,0.26359998,0.48613801,0.38945516,0.48268468,0.28845845,0.60813117,0.41805826,0.43353732,0.37744653,0.37210703,0.48742853,0.40174393,0.42725414,0.56659237,0.58228178,0.27448076,0.39236771,0.30721748,0.26383317,0.6136105,0.39781354,0.63117175,0.56330311,0.48868757,0.54024644,0.29985128,0.59600698,0.366002,0.59622905,0.27750669,0.24371568,0.52063806
243,82,0,0.26120338,0.32156207,0.35944667,0.35081064,0.32665666,0.35177888,0.37088651,0.47049938,0.41639604,0.29890229999999995,0.46578186,0.4384374,0.43733197,0.28184151,0.65689382,0.47130812,0.39022961,0.36139528,0.36786507,0.45526333,0.41852097,0.36070045,0.58166904,0.59974564,0.27065436,0.38548021,0.30061454,0.26012735,0.59797173,0.41455438,0.589133,0.54563789,0.47580755,0.51895534,0.29340273,0.56673378,0.36531787,0.5693203,0.24863844,0.22779744,0.54937888
244,82,1,0.22385877,0.30389534,0.3343138,0.41480295,0.32501382,0.33217294,0.40015452,0.42838317,0.42322829,0.32759415,0.49825821,0.49697735,0.41339777,0.26645011,0.75911252,0.51395583,0.35033736,0.38823144,0.37365418,0.41226206,0.46924209,0.2987734,0.58822218,0.63037409,0.26408844,0.38960136,0.30424036,0.28479465,0.56212372,0.44338453,0.55483109,0.52973328,0.45059039,0.51348143,0.29110175,0.51611972,0.37351076,0.52257914,0.2001338,0.22699817,0.58099238
245,82,2,0.24697587,0.32144403,0.36439752,0.55127844,0.34236632,0.32820441,0.50970068,0.45957922,0.44827301,0.36181090000000005,0.56688926,0.53680747,0.45522340000000006,0.28070259999999997,0.82975741,0.54637262,0.381589,0.45702179,0.42141272,0.40796395,0.53498896,0.27348827,0.58371969,0.64619393,0.28272166,0.40895872,0.30858313,0.34660936,0.54774229,0.50262683,0.56376683,0.52412298,0.45823833,0.55378832,0.33390755,0.53060868,0.39272485,0.50060521,0.24976389,0.27624771,0.6029856
246,83,0,0.33238274,0.34554397,0.40290499,0.65696892,0.39017455,0.33777066,0.63068735,0.5392725,0.47253337,0.416229,0.6228158,0.56088919,0.53080912,0.32895412,0.8719370999999999,0.56500975,0.43060307,0.51891646,0.49299347,0.42914509,0.57415747,0.2791048,0.57935093,0.63806688,0.32627857,0.44175770000000003,0.32016388,0.38399236,0.56057269,0.6129535,0.59573588,0.50398765,0.54158523,0.5835321,0.40794398,0.59040333,0.39852328,0.47979516,0.3330946,0.35543624,0.60625353
247,83,1,0.45057976,0.35182963,0.48842373,0.77808395,0.47953558,0.35675694,0.78194929,0.64348027,0.50916472,0.48479592,0.6836394,0.57739516,0.65094098,0.40955245,0.91155675,0.57081734,0.49456038,0.60835351,0.57668505,0.46515773,0.59400294,0.28881536,0.57632846,0.62100627,0.38901213,0.5027096,0.34523728,0.39542184,0.57709251,0.70277322,0.62349398,0.44786493,0.68464984,0.64326148,0.50886107,0.63638682,0.40342066,0.44418529,0.48233118,0.52403295,0.5734825
248,83,2,0.50340541,0.33466457,0.5282854,0.80602371,0.534239,0.37618186,0.86230184,0.66633015,0.52980597,0.49676148,0.67512521,0.57438017,0.72711561,0.45813282,0.89802511,0.57749324,0.54035253,0.65042373,0.61765265,0.47548261,0.58394408,0.28880998,0.61011056,0.61134065,0.4236656,0.51222159,0.3571253,0.38611907,0.57610132,0.71408333,0.60754784,0.41190382,0.73466341,0.68301878,0.5484364,0.65201664,0.41890539,0.42000931,0.48859594,0.58008542,0.55358554
249,84,0,0.51063408,0.29731458,0.53769931,0.8064081999999999,0.5867783000000001,0.39211864,0.86453385,0.66087392,0.53896381,0.45779611,0.62159154,0.54830885,0.74286263,0.47032403,0.84578813,0.59194614,0.54929651,0.65082728,0.6251601,0.46285061,0.54996321,0.2760921,0.64187767,0.59121534,0.43101318,0.47802525,0.42673950000000005,0.35377905,0.5537812,0.6781578,0.51983227,0.38363553,0.76343648,0.65956231,0.50642376,0.64420509,0.44062239,0.37173184,0.40198331,0.59099451,0.49707792
250,84,1,0.42520631,0.20589219,0.44758646,0.73502083,0.50673722,0.34476084,0.75848452,0.58314581,0.49503922,0.36765723,0.45378408,0.45624426,0.61916528,0.36085178,0.64689748,0.52346945,0.46308907,0.56466909,0.51819796,0.40084751,0.47075791,0.19480848,0.65436876,0.50806502,0.32082186,0.31251241,0.47399795,0.21874562,0.42790932,0.56018087,0.3394224,0.33916043,0.70337948,0.55694296,0.28235634,0.48428964,0.42853329,0.23585661,0.27285534,0.49225747,0.32850085
251,84,2,0.27153452,0.11379107,0.29539134,0.59614867,0.25731775,0.24393233,0.52798604,0.40168002,0.38692721,0.31974043,0.29244296,0.21179982,0.35119063,0.26454123,0.49797635,0.41413829999999996,0.29603013,0.37088378,0.28016613,0.26350979,0.27442237,0.089423284,0.66134094,0.30405112,0.24574555,0.15203575,0.45668146,0.1602547,0.33755507,0.34687083,0.26269194,0.25707529,0.51505836,0.37601811,0.12779774,0.20257701,0.33117804,0.19670391,0.19307414,0.3257047,0.22654574
252,85,0,0.14421811,0.11466654,0.23253731,0.38435117,0.1593713,0.14726728,0.26389286,0.25137947,0.25773359,0.30729577,0.30993322,0.14250077,0.15028165,0.26428457,0.47439961,0.23991694,0.20041843,0.12618039,0.14681377,0.2206094,0.15340692,0.12711965,0.63516405,0.19745642,0.25611554,0.16556958,0.39642882,0.21037249,0.30781938,0.20823347,0.56259745,0.19176849,0.29104235,0.22006661,0.17070682,0.18488692,0.16120474,0.19034451,0.18845427,0.14532032,0.25936618
253,85,1,0.14828163,0.17663781,0.24772479,0.26866389,0.21012558,0.20017406,0.23984433,0.25486282,0.18828953,0.27802171,0.29281024,0.14817876,0.180233,0.30146776,0.38837011,0.16149877,0.24601182,0.11360977,0.17255088,0.26077891,0.17551141,0.19809017,0.6019704,0.21403313,0.29910668,0.24411264,0.38607033,0.2823432,0.34051946,0.21099607,0.7953579000000001,0.18900933,0.24056053,0.24338019,0.24953939,0.34197705,0.19477724,0.23082402,0.23372422,0.22106772,0.32121683
254,85,2,0.18919879,0.22200472,0.28414998,0.22521628,0.24278493,0.27382859,0.35578321,0.298582,0.22212054,0.25726848,0.25057318,0.16482247,0.22721803,0.37158325,0.43082409,0.21732209,0.33721429,0.20629539999999996,0.21639718,0.34505953,0.22391464,0.20870992,0.61016405,0.25891805,0.37247078,0.29424741,0.41948105,0.28906718,0.39191446,0.2532614,0.81850933,0.20407305,0.26149566,0.37618299,0.31986615,0.41864976,0.24477724,0.26728585,0.29224776,0.27577181,0.38806465
255,86,0,0.20256973,0.25739721,0.31177284,0.2234348,0.24732644,0.32615749,0.4052252,0.35259709999999994,0.25855924,0.26944629999999997,0.2593044,0.18287420000000001,0.25442325,0.42056465,0.49614775,0.26489650000000003,0.38559025,0.25394976,0.21701858,0.42094572,0.26746137,0.21135679,0.62744294,0.2728333,0.41948187,0.32611718,0.43982929,0.26986309999999997,0.43227790000000005,0.29202035,0.79252303,0.23483773,0.28301439,0.42604175,0.36391127,0.44014496,0.24620389999999998,0.29686685,0.33393672,0.30122026,0.44229249
256,86,1,0.20379191,0.28732048,0.32953768,0.24347965,0.25793381,0.34758059,0.44294626,0.39079069,0.28330811,0.30839347,0.25832499,0.20261708,0.26959416,0.46442894,0.56156894,0.31066507,0.42430566,0.30451473,0.20466045,0.51928432,0.29462104,0.26268559999999996,0.63545827,0.30773621,0.45878806,0.35146829,0.44792762,0.24238777,0.44326358,0.34417907,0.77639972,0.27849166,0.301174,0.43709949,0.39019705,0.42581035,0.25323711,0.32744413,0.34951991,0.30801098,0.47701863
257,86,2,0.20045963,0.29871139,0.31049145,0.26383211,0.27694495,0.36319014,0.41002118,0.39344945,0.28240677,0.32416763,0.22804674,0.23947046,0.25184355,0.46888835,0.55285261,0.33025231,0.43021602,0.29857244,0.19169361,0.55428129,0.28708609,0.32993329,0.64099501,0.34146659,0.46369389,0.35716414,0.43812223,0.28557147,0.42081498,0.38581868,0.79523978,0.30689134,0.31198426,0.41358805,0.42541414,0.37769948,0.26972301,0.34873836,0.3356131,0.29882855,0.48903868
258,87,0,0.20455448,0.2870844,0.27871132,0.27798782,0.29909959999999997,0.39154076,0.32736794,0.37207922,0.25935737,0.31423979999999996,0.1979744,0.26437863,0.23092434,0.45251845,0.45878337,0.31768703,0.41020974,0.25780872,0.17927842,0.60173539,0.27293598,0.40800516,0.67384986,0.3548173,0.44842552,0.32820968,0.42385797,0.34199936,0.36665749,0.40987923,0.83475077,0.32451715,0.30902552,0.37995317,0.43693973,0.39389303,0.28865343,0.36400372,0.30491894,0.28675412,0.49248306
259,87,1,0.21683903,0.26157781,0.24507463,0.28076258,0.30806413,0.40625218,0.23781263,0.34746455,0.23798679,0.28401965,0.19514189999999998,0.28185644,0.21557419,0.41883221,0.48873583,0.29884855,0.39889116,0.2181245,0.17511255,0.59708751,0.26910964,0.45709598,0.71988231,0.36307463,0.41373483,0.31732161,0.43882554,0.40296084,0.3326083,0.43635999,0.85459485,0.34332545,0.30924946,0.39097794,0.42814062,0.45876787,0.30765894,0.37601955,0.27675901,0.27911531,0.49467109
260,87,2,0.23335423,0.24694078,0.21889334,0.26712592,0.29601927,0.41262967,0.30799519,0.34625462,0.24560341,0.26114986,0.24982193,0.27781604,0.22603379999999998,0.3701556,0.53448129,0.31136349,0.39080496,0.21919391,0.19126878,0.55630591,0.30846946,0.44169357,0.73381776,0.37312488,0.37154768,0.30262449,0.45804712,0.41307864,0.33612335,0.45138897,0.82051736,0.35161608,0.3039563,0.44932236,0.40064857,0.49334273,0.29790589,0.36742086,0.25938139,0.27608298,0.49029503
261,88,0,0.24134545,0.24993114,0.20179104,0.24909324,0.27366717,0.40602938,0.33658216,0.36072750000000003,0.26010733,0.23922009,0.27200334,0.25599939,0.24601203,0.3403112,0.62160185,0.32531932,0.36144149999999997,0.24668584,0.20677192,0.5081321,0.34106696,0.37289111,0.70468973,0.35901109999999997,0.34270081,0.28651582,0.46414476,0.37882203,0.35179883,0.4567960999999999,0.77433262,0.34637367,0.29456433,0.45590644,0.37739497,0.4892222,0.24644585,0.34295158,0.24087833,0.25956681,0.47232496
262,88,1,0.23382429999999998,0.26509935,0.18482708,0.22871516,0.21089171,0.38054724,0.33843644,0.3622611,0.2260011,0.22701195,0.27267112,0.21626109999999998,0.24881577,0.31008181,0.46990735,0.3367772,0.29711282,0.25186642,0.21532559999999998,0.47658573,0.36099338,0.32160534,0.63196327,0.31999504,0.32225862,0.27565612,0.45239331,0.31031519,0.34718245,0.4451082,0.65526813,0.31886743,0.27811482,0.41317036,0.35266245,0.42356218,0.23408143,0.31094972,0.22110814,0.22805369,0.41115189
