,measure_number,beat_number,pid1263-05,pid51495-03,pid9048-05,pid9049-05,pid9050-05,pid9053-22,pid9054-05,pid9055-05,pid9058-05,pid9059-05,pid9060-05,pid9062-05,pid9063-05,pid9065-02,pid9066-05,pid9067-05,pid9068-03,pid9072-05,pid9074f-05,pid9093-06,pid9094-05,pid9097-08,pid9098-05,pid9099-05,pid9100b-01,pid9101-05,pid9103-02,pid9104-05,pid9105-05,pid9118-05,pid9138-05,pid9139-05,pid9153-05,pid9166c-08,pid9170-06,pid9173-10,pid9174-05,pid9186c-05,pid918719b-01,pid918904-01,pid9192-05
104,35,2,0.65125875,0.64214047,0.63292319,0.73598206,0.59182529,0.63122607,0.65478166,0.60782213,0.68247557,0.73491419,0.75720646,0.65769819,0.76853156,0.63455245,0.59056443,0.5290694,0.93618913,0.72422316,0.64498129,0.55061546,0.69429728,0.62023886,0.78622504,0.65140517,0.57722028,0.61928642,0.57715261,0.52811843,0.71284875,0.54780822,0.70422868,0.60679937,0.66442047,0.72344659,0.66579915,0.64064157,0.62836643,0.6018621999999999,0.45060601,0.58737035,0.74682383
105,36,0,0.56760681,0.5312709,0.52031307,0.63066966,0.46799621,0.51143911,0.52930235,0.45454686,0.42957204,0.63454424,0.59949917,0.43694521,0.72673153,0.41206288,0.54955504,0.33169949,0.8322610999999999,0.53778249,0.49020988,0.41773054,0.60912436,0.15044652,0.56975749,0.53256405,0.35482766,0.51349128,0.36527142,0.40964661,0.51423458,0.31683648,0.57281479,0.48419393,0.43638029,0.59695308,0.52261742,0.44697,0.40782579999999996,0.53840782,0.30580828,0.4771385,0.62125212
106,36,1,0.48438316,0.39323234,0.41968693,0.44060237,0.29391043,0.37396087,0.37449207,0.43330764,0.26464153,0.52576263,0.47338342,0.24911999,0.57041992,0.26606513,0.5587407,0.22212295,0.58904754,0.43226897,0.37965253,0.34343176,0.47417954,0.12532279,0.36657454,0.41683107,0.23233083,0.38309689,0.26405599,0.28120344,0.46841043,0.18780917,0.35010040000000003,0.40995927,0.27332383,0.49237719,0.38927583,0.33387692,0.18846154,0.45179236,0.16117582,0.36471019,0.50110813
107,36,2,0.40222501,0.28313988,0.3893047,0.29869273,0.22547192,0.25765509,0.28301952,0.49126079,0.25376359,0.45030626,0.41049527,0.22851239999999998,0.45016003,0.26583253,0.59727539,0.18378531,0.38595115,0.38241021,0.31413354,0.33045672,0.44182487,0.13292447,0.33559201,0.36927849,0.22455148,0.31788906,0.23533629,0.24621458,0.53843612,0.26262352,0.29828136,0.38352385,0.23125679,0.4669312,0.29994217,0.32989061,0.17970132,0.39537709,0.19201165,0.28885296,0.3948546
108,37,0,0.33954873,0.25833169,0.38332727,0.26351169,0.23934918,0.24409942,0.26175814,0.53176634,0.28297096,0.42712718,0.38755704,0.25249464,0.41165664,0.32459897,0.64354504,0.19711823,0.30881322,0.38521489,0.29689937,0.35125446,0.44667403,0.14735851,0.39237696,0.37790806,0.26817539,0.30395801,0.25920109,0.25053805,0.60450624,0.30671877,0.3133416,0.38152017,0.25755293,0.48037416,0.26089974,0.36069391,0.20627399,0.36996741,0.23708484,0.26986577,0.37462592
109,37,1,0.29983286,0.2545544,0.41138697,0.3078116,0.31288208,0.25508598,0.27042294,0.57553175,0.33782166,0.44988174,0.37239844,0.30314509,0.37364614,0.38931665,0.71272705,0.23268735,0.32163816,0.43458434,0.32275696,0.37906101,0.454805,0.17668388,0.49190442,0.42775606,0.32192362,0.35138317,0.30645954,0.28401783,0.67673458,0.38048239,0.35100992,0.41211405,0.32308632,0.50343493,0.26529516,0.43587008,0.24796429,0.34211359,0.29146073,0.27878585,0.42537408
110,37,2,0.28786169,0.26163683,0.43100109,0.35659084,0.37314588,0.27245005,0.29560465,0.58708385,0.37106784,0.47115653,0.3630217,0.33736609,0.35977468,0.39749759,0.76472022,0.28020512,0.36607563,0.45514528,0.34962907,0.38553171,0.44977189,0.19520658,0.57564194,0.48277188,0.33134073,0.38610441,0.34391259999999996,0.30719516,0.6928046999999999,0.45395086,0.36217812,0.42713835,0.3879886,0.51096431,0.2794357,0.50347628,0.25918572,0.3384311,0.30731938,0.28994509,0.50801807
111,38,0,0.28456074,0.26640763,0.43882781,0.39166934,0.39394992,0.27682935,0.30456132,0.57529285,0.39419293,0.47663897,0.36561491,0.35390266,0.35011522,0.37952358,0.815921,0.32912603,0.36311523,0.45460048,0.36505612,0.38086366,0.44586461,0.19956423,0.59883203,0.50278553,0.32438026,0.40578096,0.35557528,0.31328239,0.68341593,0.49840029,0.36403851,0.41375641,0.39553474,0.51496532,0.27335895,0.55054694,0.25589855,0.33185754,0.31278923,0.29205003,0.5562746999999999
112,38,1,0.28785125,0.27581153,0.45869676,0.49750721,0.39485823,0.27941934,0.32363074,0.56766338,0.44680061,0.49075141,0.38736784,0.37596419,0.36136218,0.37913057,0.87760575,0.38899516,0.34043622,0.4616929,0.40426099,0.38944642,0.45506255,0.19743383,0.60117689,0.52257584,0.33175017,0.44099163,0.37596449,0.32830309,0.66870411,0.54288514,0.38355185,0.37028643,0.35399701,0.54648977,0.28850746,0.61001946,0.25825129,0.3202095,0.34952778,0.30338011,0.60139752
113,38,2,0.30146245,0.29707849999999997,0.49256644,0.6107017,0.39805703,0.29975632,0.38067304,0.58497996,0.52819595,0.5179452999999999,0.43183083,0.40950413,0.40119703,0.41605711,0.91990735,0.45508715,0.36057848,0.49181295,0.44442965,0.43796999999999997,0.48274467,0.20709598,0.59073645,0.54191327,0.3698057,0.48557242,0.39918744,0.36341929,0.66572137,0.62843111,0.43665249,0.33951518,0.33042888,0.59225958,0.39427025,0.65110395,0.30256132,0.33760708,0.41707068,0.34714459999999997,0.64321711
114,39,0,0.32790139,0.33141845,0.50948671,0.69612304,0.42940526,0.35893616,0.45766611,0.61737053,0.55163066,0.54793499,0.49216472,0.45532599,0.4421713,0.4650385,0.91222723,0.50284402,0.39848318,0.51795803,0.46172722,0.49519742,0.51632082,0.25657413,0.59107525,0.55285067,0.42012209,0.5302738,0.41466712,0.39551098,0.65944383,0.72545246,0.46371368,0.3440021,0.39580619,0.61547424,0.54509026,0.65306355,0.36235608,0.35933426,0.48706123,0.42201952,0.65898504
115,39,1,0.36223754,0.36703718,0.52584638,0.74777315,0.4703183,0.43476989,0.56270818,0.68452528,0.57003578,0.57028928,0.62225932,0.54261555,0.49943669,0.51697145,0.8389004000000001,0.53929403,0.45980961,0.55019169,0.47049648,0.5689581,0.5713613000000001,0.3511997,0.62960057,0.55595881,0.47970669,0.59691446,0.43250939,0.44056670000000003,0.6511104999999999,0.82549615,0.506721,0.36086585,0.45805509999999994,0.64882333,0.72607097,0.65347292,0.43569164,0.3925,0.59981898,0.53880415,0.67409656
116,39,2,0.39466207,0.39562266,0.54350928,0.73553348,0.49762262,0.47875096,0.60722257,0.72981658,0.56799917,0.57483171,0.69398998,0.59327365,0.53641659,0.54023099,0.74039985,0.53102624,0.51825409,0.59044592,0.46406696,0.6056501,0.58771155,0.43692705,0.6711126999999999,0.55360134,0.50993077,0.62285431,0.44180949,0.45989175,0.63303047,0.83751461,0.53486298,0.39562475,0.47638436,0.68539301,0.83529558,0.67492115,0.50038378,0.41641061,0.68197702,0.60467358,0.67996894
117,40,0,0.45898882,0.42626402,0.56061886,0.65376482,0.54213727,0.5208313,0.63412122,0.82922318,0.517146,0.54106374,0.75537006,0.63124426,0.57746127,0.54705646,0.63818115,0.48415025,0.58815838,0.62162026,0.44063154,0.6303491,0.5939220000000001,0.57816871,0.70603602,0.54026925,0.5211643,0.62689034,0.45171731,0.47605858,0.5668594,0.78768166,0.61268604,0.5024504,0.48810396,0.70234235,0.88866857,0.71545534,0.5635408000000001,0.45847299999999996,0.69529356,0.69402074,0.6846485
118,40,1,0.48259689,0.43633681,0.52013105,0.49623839,0.52135692,0.47325071,0.60521948,0.84024353,0.40910967,0.41757535,0.77690595,0.53655494,0.58303674,0.49498717,0.49278313,0.38623922,0.61577488,0.56648507,0.40752647,0.51676196,0.57223694,0.55422853,0.68707204,0.52216018,0.47836671,0.59138885,0.42382383,0.43341611,0.45130323,0.61549178,0.62916371,0.58020628,0.47007329,0.62363015,0.79567894,0.69746997,0.54701318,0.47323091,0.5669841,0.66034167,0.63619424
119,40,2,0.46748146,0.42170962,0.49212959999999994,0.36749119,0.43450754,0.40669079999999996,0.54118926,0.80679716,0.37018715,0.3249621,0.73016138,0.431558,0.52774933,0.37944338,0.41745703,0.34461713,0.59851457,0.48735876,0.38235369,0.4681913,0.52529065,0.51190015,0.66495185,0.51972827,0.38278865,0.51694567,0.38852851,0.3913276,0.37978157,0.48222613,0.62373021,0.58943634,0.44978284,0.57301296,0.58119552,0.66625059,0.49290839,0.44818436,0.46804659,0.57305064,0.56030491
120,41,0,0.43299906,0.39954751,0.47218784,0.27633451,0.37118711,0.32307317,0.48400961,0.76984433,0.36580432,0.23330705,0.67195326,0.33396082,0.48673025,0.31919313,0.45354139,0.33935695,0.55986192,0.42658898,0.40537062,0.46607251,0.46692421,0.45979664,0.64002318,0.53527514,0.3201742,0.46525748,0.35882554,0.36995861,0.39304332,0.41843854,0.62089535,0.5841348000000001,0.44317997,0.5335964,0.45573594,0.64302396,0.45661605,0.42052607,0.40958602,0.45857840000000005,0.5125847
121,41,1,0.36609213,0.36760771,0.45533309,0.22113425,0.38021483,0.25166052,0.41296858,0.70823829,0.37922114,0.20439081,0.608069,0.26493725,0.44775317,0.31208694,0.55023772,0.38160196,0.50774099,0.32136299,0.4592036,0.47994888,0.40772627,0.37271896,0.62630171,0.56019604,0.2955855,0.41264009,0.33998634,0.36450812,0.49466777,0.39585375,0.60010631,0.59175535,0.46934718,0.49446563,0.36606354,0.62124019,0.40884365,0.39117784,0.30133008,0.32497254,0.51246471
122,41,2,0.31089523,0.33817627,0.4021478,0.19982057,0.41236079,0.22324027,0.35159389,0.61172164,0.38876428,0.2319789,0.57017251,0.28125957,0.41894764,0.30229387,0.61715226,0.43245454,0.47621214,0.28376211,0.47699575,0.48707204,0.4092936,0.30962449,0.62722896,0.57270923,0.27809871,0.40301461,0.34363947,0.36578797,0.56646476,0.44090528,0.57289157,0.57414926,0.46940147,0.48491377,0.32491015,0.59393329,0.38954614,0.3708054,0.27042342,0.26765711,0.54468521
123,42,0,0.29420244,0.31901436,0.35285038,0.18686318,0.42198878,0.21390378,0.33628455,0.48789303,0.40095638,0.25966402,0.56343907,0.31501377,0.3968762,0.28317292,0.66341582,0.46038508,0.44214133,0.28085149,0.47371758,0.48437479,0.42658572,0.27565096,0.63393367,0.56278925,0.26146058,0.4097035,0.35155343,0.36019739,0.59443833,0.48799924,0.55441767,0.53556694,0.44610478,0.48040714,0.30631635,0.57669284,0.38403971,0.34637337,0.25641429,0.25500915,0.56891587
124,42,1,0.29892406,0.29923274,0.28897707,0.14947773,0.41019667,0.19616375,0.34606536,0.44711005,0.42485895,0.27113227,0.59532554,0.37307163,0.38766483,0.25529355,0.7485676,0.48008557,0.39943512,0.34540959999999993,0.45795447,0.47223381,0.47317145,0.24191414,0.63060806,0.53169551,0.24804586,0.42229394,0.36439058,0.34893983,0.61075624,0.5897666,0.54963383,0.48240047,0.42526466,0.48610088,0.29879787,0.56109657,0.40146838,0.32266294,0.22411459,0.2471385,0.6014681
125,42,2,0.33351092,0.30663978,0.2919403,0.20176866,0.42435037,0.19180533,0.41041035,0.47116985,0.44804596,0.27380072,0.6588759,0.43320324,0.42637306,0.30396214,0.83219554,0.49328635,0.41067524,0.42462672,0.45583032,0.46598507,0.51908756,0.23032602,0.63647468,0.52294807,0.29832502,0.43873599,0.37891431,0.36133715,0.6115547,0.73516877,0.56017009,0.46067534,0.46906216,0.52018642,0.34136407,0.59030938,0.42568829999999996,0.33094041,0.2620573,0.27276998,0.62724449
126,43,0,0.39454716,0.32438521,0.31535493,0.38110862,0.48155754,0.24088979,0.49365306,0.54314889,0.48667263,0.33075384,0.7244295999999999,0.48898072,0.48665984,0.3903112,0.88071437,0.50036494,0.44255976,0.48850383,0.47876482,0.47441313,0.55504047,0.2208145,0.64491797,0.5282958000000001,0.36382789,0.47401049999999995,0.3829703,0.36956383,0.59641153,0.87269636,0.56653083,0.44405466,0.56036238,0.57337569,0.44747387,0.62527347,0.44379276,0.34363594,0.3395876,0.37976205,0.63375918
127,43,1,0.42254257,0.33264804,0.3735202,0.5032041,0.5484243000000001,0.29910186,0.59594803,0.63185882,0.52434292,0.40032749,0.74796884,0.56431742,0.56314172,0.50494065,0.91033768,0.49257535,0.46712171,0.56229822,0.52502061,0.50877783,0.58618102,0.20655799,0.62960057,0.54392332,0.47377354,0.53960136,0.36645954,0.36383954,0.57375184,0.98413279,0.54845263,0.40590593,0.6631854,0.64616332,0.59478663,0.62426012,0.45850993,0.36164804,0.48288997,0.57824283,0.61657256
128,43,2,0.41606602,0.3240901,0.41560248,0.51434156,0.58432193,0.33066212,0.64379328,0.65574908,0.56049264,0.42821881,0.72426266,0.5988139,0.62775573,0.59251684,0.85042058,0.49075694,0.47965375,0.61748386,0.56245641,0.53067196,0.59302428,0.20364213,0.62321683,0.56357714,0.54376535,0.55653284,0.35212701,0.35434575,0.53161711,0.96457032,0.51938342,0.37667192,0.68315689,0.68408499,0.69108109,0.61575733,0.46824629,0.37218343,0.48927278,0.65057962,0.59219368
129,44,0,0.38694244,0.29471769,0.42952312,0.46532522,0.59664324,0.33300146,0.61546386,0.62953144,0.57254025,0.44063921,0.66193656,0.58969238,0.63875944,0.62478345,0.75758869,0.49432455,0.46849208,0.6105225999999999,0.55399784,0.54102374,0.59032377,0.20702066,0.61808131,0.56331658,0.56201146,0.52148532,0.33767839,0.32737982,0.41939244,0.88512804,0.4473364,0.35445408,0.661231,0.65551733,0.68389309,0.56763976,0.48606708,0.36062849,0.39235794,0.66308725,0.52416008
130,44,1,0.29557088,0.24524887,0.39816527,0.33018263,0.49407629999999997,0.27433684,0.48006639,0.51501233,0.54186735,0.40944872,0.49234836,0.51468473,0.55092178,0.48386269,0.45145678,0.47972692,0.39939327,0.53667272,0.39688035,0.52899038,0.55546726,0.17018507,0.58291726,0.49727651,0.42614457,0.37655696,0.30207579,0.21653613,0.29379589,0.70395382,0.3108729,0.28044278,0.52903773,0.53080449,0.44780435,0.37719616,0.47084098,0.27651769,0.26340312,0.50607688,0.31384811
131,44,2,0.18667085,0.2269034,0.31718966,0.39854534,0.27136877,0.25936782,0.32999485,0.2283061,0.43791799,0.33030505,0.37577629,0.25763698,0.37034951,0.27317132,0.57880653,0.44832316,0.32528898,0.45415153,0.22018895,0.45025224,0.46251656,0.09497525300000001,0.55720399,0.27615237,0.24911784,0.29351681,0.32621372,0.21784145,0.28282856,0.39160359999999994,0.20918379,0.11736960000000002,0.3105456,0.34468052,0.23127608,0.19853701,0.29587852,0.12058194,0.23229183,0.24596705,0.1872812
132,45,0,0.20022981,0.27041117,0.28473244,0.55529638,0.23814865,0.31491332,0.2879414,0.24436652,0.3372437,0.30739887,0.3285921,0.15356596,0.4104276,0.24891723,0.62812386,0.37937457,0.3393326,0.41439165,0.21590895,0.39033429999999997,0.38960265,0.082983645,0.45912981,0.22940009,0.23719199,0.31009363,0.34978491,0.21781598,0.31043502,0.32647014,0.21651311,0.1135856,0.27248914,0.39578135,0.25195191,0.21790484,0.20718338,0.14637337,0.27250118,0.22992068,0.22030632
133,45,1,0.22590619,0.32653945,0.30838005,0.68381929,0.30170603,0.3799067,0.29246838,0.36345561,0.29245906,0.31853357,0.28542014,0.14758188,0.49590321,0.30981713,0.64653176,0.33065501,0.39913698,0.34084948,0.24425211,0.35042712,0.36125828,0.1098612,0.37988588,0.25263354,0.30703491,0.37356363,0.3725845,0.26648201,0.34631057,0.33387247,0.33856603,0.16098410000000002,0.36770494,0.48444112,0.30471764,0.29667808,0.15746704,0.23664804,0.31320636,0.22711409,0.32392009999999993
134,45,2,0.23187089,0.37831005,0.38197306,0.71105415,0.38992971,0.42123512,0.32272649,0.47778206,0.27909729,0.34001456,0.26816361,0.19306703,0.48525157,0.34956689,0.57621602,0.30558737,0.43496522,0.27101998,0.26445374,0.33567633,0.37943341,0.16162578,0.35168509,0.29498728,0.34982506,0.41916584,0.35721407,0.33619866,0.36228891,0.36891255,0.38434326,0.20884903,0.46923859999999995,0.5389604,0.35700417,0.40038252,0.21605206,0.32619181,0.32941917,0.24494814,0.35764399
135,46,0,0.22966677,0.41470588,0.41229705,0.71111823,0.4484085,0.45164659,0.35607509,0.53976572,0.30454796,0.39326217,0.28625487,0.24260024,0.45763027,0.34782644,0.48744971,0.29823193,0.46593441,0.26182405,0.26900640000000003,0.33045672,0.39645327,0.2097536,0.36533524,0.3136609,0.35376312,0.44442474,0.34387846,0.40914995,0.34281388,0.40456654,0.40933144,0.25031533,0.52935668,0.53919122,0.40361879,0.49016845,0.29423494,0.37819832,0.33965056,0.26186089,0.36105308
136,46,1,0.24597305,0.45569546,0.44634146,0.71874399,0.50174552,0.48698044,0.40444686,0.56623767,0.37974405,0.47041058,0.32397885,0.29224824,0.4630201,0.33227462,0.48204925,0.30641792,0.52065485,0.30351594,0.28317164,0.33508442,0.40566593,0.23617926,0.40884451,0.34513307,0.33932107,0.50753298,0.36013657,0.44988857,0.32249449,0.43077577,0.43407749,0.30828406,0.55242942,0.53324467,0.43995538,0.57723643,0.3619139,0.41250931,0.35767354,0.27892007,0.38165584
137,46,2,0.26647864,0.46681094,0.45618493,0.71111823,0.53180633,0.51700898,0.46651977,0.54069821,0.47847117,0.55251986,0.37247078,0.31360575,0.48750479999999996,0.32600257,0.5634463000000001,0.32529415,0.59066897,0.36158192,0.30774206,0.33007332,0.39068433,0.22711427,0.44585414,0.38200261,0.33049207,0.57055611,0.36919768,0.46164916,0.30446035,0.43392796,0.46133357,0.31494547,0.48538274,0.54827044,0.46420457,0.63933964,0.3807442,0.42476257,0.36893594,0.30044539,0.38162055
138,47,0,0.28282670000000004,0.47444423,0.46909356,0.69663569,0.54212937,0.54781731,0.50310765,0.47046856,0.54933948,0.60695009,0.37963829,0.32773186,0.51581744,0.37884184,0.62495429,0.33809224,0.65887337,0.39771489,0.31423499,0.33467411,0.35723326,0.2018399,0.46452389,0.41086296,0.37679595,0.58440204,0.37063844,0.47343521,0.34449339,0.42906391,0.51710371,0.3210025,0.42098263,0.59693109,0.47886975,0.66084155,0.37430335,0.42676909,0.36904612,0.31419768,0.37371542
139,47,1,0.29217591,0.47342121,0.47109574,0.67555271,0.54845589,0.56182552,0.50699365,0.40479346,0.60982524,0.63217903,0.38509738,0.33247628,0.54077583,0.44781842,0.66140436,0.34426477,0.71400178,0.41757466,0.31052565,0.34951234,0.33022811,0.18466215,0.4680724,0.4403561,0.45626442,0.59083558,0.37361557,0.49634511,0.39302496,0.42386928,0.56854477,0.3357706,0.39961998,0.62786199,0.48490106,0.66287497,0.38232938,0.41816108,0.36073509,0.31479561,0.37514822
140,47,2,0.28226261,0.47317529,0.45194758,0.60260173,0.56080088,0.54893824,0.46829394,0.3588471,0.60573827,0.62277882,0.37416806,0.32569636,0.54013571,0.50436317,0.66433012,0.34294973,0.73021602,0.38955307,0.30575106,0.3927894,0.31052979999999997,0.17400473,0.45793509,0.47278988,0.51906499,0.60655412,0.36928645,0.5243171,0.41379405,0.42118933,0.58541814,0.35321903,0.38563382,0.62265188,0.47321023,0.64202403,0.39910729,0.39766294,0.34028805,0.29676022,0.36053077
141,48,0,0.25273164,0.45646272,0.42489261,0.51743031,0.56639286,0.49145025,0.42652664,0.34876695,0.51736618,0.57001637,0.34086811,0.30463728,0.47739726,0.50942413,0.62397903,0.34035739,0.66828809,0.33351998,0.3008243,0.42134257,0.30535688,0.18179471,0.44948288,0.41864880000000004,0.52969553,0.62174067,0.32169341,0.51053805,0.39190529,0.42316093,0.49281833,0.34875838,0.35266015,0.57062774,0.46788119,0.56694853,0.40037544,0.35222067,0.32808909,0.278072,0.33578487
142,48,1,0.23197535,0.43893370000000004,0.39493993,0.41606536,0.55625938,0.39971454,0.37456647,0.34530672,0.42668914,0.48237613,0.35907624,0.28513927,0.44977596,0.46825473,0.55957576,0.34048323,0.55060411,0.25766243,0.29222624,0.42975718,0.27210449,0.21771573,0.46539765,0.33126745,0.48614606,0.6230671,0.30084671,0.44955747,0.34391520000000003,0.42588809999999994,0.48126624,0.33121797,0.32711726,0.49550985,0.47358202,0.52220656,0.39105623,0.31645717,0.34618291,0.26888347,0.39738848
143,48,2,0.23287371,0.40956128,0.35979614,0.32785005,0.53785641,0.29174963,0.32971442,0.32090012,0.38317738,0.36775426,0.43430718,0.28983012,0.45385994,0.37301893,0.53008046,0.34244007,0.47797479,0.22217514,0.29184579,0.41666779,0.24307579,0.22234237,0.47138017,0.28679198,0.3834512,0.64209108,0.28090816,0.35287488,0.27307269,0.43384532,0.53403024,0.28115885,0.32199376,0.44161711,0.48663609999999996,0.50613382,0.40518939,0.28912942,0.39027231,0.27528981,0.47682101
144,49,0,0.25881124,0.38083809,0.35101565,0.31279077,0.51607298,0.25936086,0.32247468,0.30626541,0.36543966,0.3025047,0.512532,0.32904806,0.45971066,0.32308309,0.55145069,0.34921664,0.50410586,0.22323446,0.30336694,0.39303155,0.24371597,0.24739617,0.49068295,0.28063776,0.3385692,0.66285289,0.29652441,0.30071315,0.29332783,0.44870902,0.595854,0.2484956,0.3254886,0.45036658,0.50489528,0.48384001,0.43204572,0.29339851,0.42723123,0.2862111,0.54958357
145,49,1,0.27870051,0.36326972,0.36227885,0.33943608,0.49171471,0.27475458,0.34226521,0.34307953,0.36195817,0.29071502,0.57468002,0.38494031,0.47492639,0.30958454,0.57028526,0.35915812,0.56200638,0.23343927,0.32350517,0.38306989,0.28859455,0.29666989,0.50773894,0.29579999,0.32715700000000003,0.67837991,0.31387504,0.2886724,0.35459802,0.47339528,0.64640917,0.24775325,0.33902009,0.47200941,0.5229066,0.46838467,0.46400801,0.32193203,0.4520148,0.29915192,0.61359401
146,49,2,0.30521258,0.36981114,0.40044412,0.37174624,0.4661875,0.3089466,0.38516568,0.41601418,0.38400991,0.29825338,0.63350028,0.43337925,0.5057035,0.31951396,0.58618798,0.37011892,0.65646739,0.24854722,0.35262824,0.37325621,0.34674025,0.37032494,0.51578103,0.32493951,0.34250726,0.69696411,0.34218505,0.30443171,0.4113895,0.48863677,0.70393338,0.29544081,0.35888979,0.49768623,0.54690792,0.48230320000000004,0.50587352,0.35394786,0.48254368,0.32352654,0.66592321
147,50,0,0.33409589,0.41295495,0.45411722,0.37618071,0.43135613,0.34409246,0.42590282,0.49971486,0.43003303,0.30992177,0.66304953,0.47046220000000005,0.53066829,0.34303818,0.62940388,0.38060781,0.73251739,0.26010391,0.37937987,0.37720455,0.40116262,0.42399397,0.50700785,0.35049321,0.37011837,0.71265428,0.42561284,0.32510029,0.49688877,0.49678288,0.75342547,0.35636579,0.37618078,0.53937808,0.57524683,0.51796524,0.52567996,0.3952933,0.50509208,0.34456986,0.69381705
148,50,1,0.36890212,0.50398387,0.48541682,0.36029478,0.40859332,0.36724222,0.46125451,0.57002158,0.48522086,0.30968524,0.65453534,0.49064891,0.53680707,0.36319378,0.71949287,0.38455295,0.77310529,0.27289144,0.39569463,0.39453151,0.43883738,0.47909942,0.4831669,0.37386935,0.39917368,0.71173216,0.47284397,0.34700414,0.56660242,0.50540123,0.79417671,0.40729208,0.38931868,0.58656584,0.59759574,0.55117777,0.5273736,0.41917132,0.52243822,0.35355705,0.69369706
149,50,2,0.40967304,0.57502459,0.51271933,0.33595642,0.36023221,0.36832138,0.47116694,0.62951603,0.5683776,0.30268057,0.53595993,0.42590297,0.50819357,0.33413539,0.78325003,0.38016108,0.78027093,0.27930791,0.39932154,0.40267707,0.43535688,0.55498171,0.47451854,0.38668652,0.37381821,0.67408143,0.53153977,0.3632028,0.64179515,0.53019374,0.82925821,0.44211667,0.42183089,0.63215978,0.6142025,0.57737065,0.47984315,0.40225326,0.55957028,0.35675412,0.63301807
150,51,0,0.4636791,0.62166044,0.53603203,0.31301506,0.31684701,0.36315533,0.45776913,0.65312885,0.59889225,0.29239493,0.46336672,0.33099939,0.47046473,0.27818415,0.79903694,0.37400742,0.78152623,0.28642049999999997,0.39008940000000003,0.40786305,0.40986019,0.61292232,0.48072397,0.40366648,0.29856324,0.64005533,0.58691704,0.36615727,0.69428231,0.58080587,0.84195606,0.45867166,0.44926031,0.65691329,0.6253563,0.57441782,0.42635575,0.35631285,0.55813789,0.35968883,0.56813947
151,51,1,0.52364985,0.63832382,0.56663997,0.29007369,0.26899929,0.35529485,0.42768843,0.6700524,0.6335558000000001,0.27261204,0.40603228,0.24515611,0.43159007,0.23979788,0.77368036,0.37367394,0.78403682,0.3000454,0.37843509999999997,0.40203134,0.37208241,0.65553045,0.51707382,0.42674484,0.25162659,0.60578806,0.65364288,0.36154091,0.72942364,0.65197219,0.84874793,0.47270398,0.48027959,0.67541247,0.62828934,0.54270854,0.35367095,0.31123371,0.53529828,0.3676083,0.49090203
152,51,2,0.56558028,0.58947472,0.60285402,0.25490548,0.20278019,0.34155817,0.41702627,0.69690197,0.67325581,0.22949239,0.36391208,0.22698959,0.36704007,0.22473532,0.71236133,0.39272007,0.78346148,0.30604318,0.33297191,0.36841326,0.34199411,0.71083495,0.56023538,0.45029468,0.23535323,0.5711944999999999,0.72960055,0.33777778,0.7349486,0.73657368,0.84414127,0.50423072,0.4970684,0.66030975,0.6154005,0.47022347,0.30466377,0.28075885,0.52500394,0.37579012,0.38624365
153,52,0,0.61247258,0.44226835,0.61623589,0.22042935,0.14662349,0.29999304,0.41734676,0.70510173,0.67844365,0.18283704,0.33641625,0.23698347,0.27102164,0.24604588,0.58274412,0.43609136,0.78775041,0.31064871,0.28904952,0.31251093,0.36284768,0.77969658,0.56817047,0.46321732,0.26847316,0.5651369,0.78443155,0.2864056,0.70870044,0.81315892,0.8325065,0.54811457,0.45211048,0.56512085,0.60895609,0.31983759,0.37305189,0.27226257,0.50301432,0.3833252,0.29465697
154,52,1,0.65215711,0.37584104,0.62628322,0.17613585,0.11336387,0.25118012,0.3675671,0.6064811999999999,0.65895142,0.21242039999999998,0.25879800000000003,0.20302265,0.25254769,0.207812,0.29217969,0.52453911,0.79842042,0.36529964,0.33307336,0.21787179999999998,0.46827815,0.87465031,0.41730563,0.44897326,0.21803767,0.50811463,0.75220212,0.27789239,0.65332232,0.86855247,0.80935507,0.60763369,0.32776194,0.47067939999999997,0.61445037,0.15756661,0.41359086,0.24712756,0.46145915,0.42915192,0.18424619
155,52,2,0.63806539,0.36811922,0.62174008,0.29221403,0.14211358,0.21017197,0.38292795,0.49733354,0.64593367,0.42271818,0.60823595,0.30674931,0.39133914,0.34942252,0.36168475,0.62416787,0.81358858,0.38566384,0.52516644,0.3790341,0.52199411,0.98714224,0.32073823,0.40434891,0.36759473,0.43821819,0.65997269,0.40235594,0.53142438,0.83775073,0.75566974,0.6385429,0.19300353,0.54841334,0.61312843,0.39551037,0.50594026,0.15833799,0.41113647,0.5052471,0.16173772
156,53,0,0.5809673000000001,0.38257919,0.51657809,0.4687472,0.18605955,0.28192578,0.43929491,0.6114441999999999,0.65859364,0.5508156999999999,0.83567056,0.5427991999999999,0.47232109,0.44881296,0.50572961,0.75397974,0.78152623,0.53803471,0.67719232,0.49722876,0.58303164,0.96879707,0.34018367,0.46184006,0.50350629,0.52530855,0.66984636,0.58599172,0.5492199000000001,0.73548753,0.73789275,0.61786887,0.07075189999999999,0.64482232,0.5946627,0.59934233,0.58998832,0.20590782,0.49148434,0.53258084,0.31681254
