,,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
82,0,0.78310068,0.50749379,0.62800554,0.41256888,0.70342772,0.64464207,0.52564901,0.52219613,0.55237624,0.66310451,0.36217057,0.58918783,0.74978378,0.59081965,0.53715257,0.38356113,0.53748047,0.72955743,0.40175528,0.32776723,0.67242686,0.51227822,0.71705082,0.34344177,0.61996641,0.40437305,0.42892979,0.42807082,0.5168771,0.4250428,0.50893369,0.855919,0.71566121,0.48661194,0.48065169,0.70612948,0.37757229,0.65984041,0.42276378,0.61152302,0.42659751,0.3462455,0.55612826,0.47945104,0.52562856
82,1,0.81684172,0.47477219,0.60267598,0.38601754,0.69090909,0.65144845,0.42967067,0.52579447,0.62881188,0.6535048,0.43294738,0.52748197,0.6978245,0.58629393,0.56234753,0.37576998,0.50665365,0.72676502,0.3845092,0.35256279,0.62997965,0.60139407,0.72477943,0.3342246,0.58384471,0.4532904,0.41661414,0.42790185,0.51640027,0.42613484,0.54553725,0.82917965,0.66621335,0.56272388,0.49975508,0.70612948,0.42042703,0.6956085,0.44146518,0.65526527,0.43694606,0.38587989,0.57352431,0.47072796,0.50945695
82,2,0.82742694,0.43328873,0.58218429,0.34218698,0.61847988,0.65221449,0.38088153,0.51271159,0.65391089,0.64512769,0.54836257,0.52997805,0.65933737,0.60006107,0.46292741,0.40082509,0.46222656,0.72676502,0.35630539,0.38829585,0.57185154,0.6783137,0.71239997,0.37380422,0.58742975,0.4782621,0.42676163,0.42331031,0.53513768,0.42594975,0.5468896,0.74785826,0.64450851,0.57697761,0.47764881,0.70612948,0.45385844,0.6945483,0.4307993,0.63767058,0.4473361,0.458518,0.59543044,0.50356311,0.47612961
83,0,0.80143194,0.38461097,0.55596494,0.31407351,0.5791782,0.6395615,0.38363942,0.48947799,0.60965347,0.62846405,0.61372159,0.56429602,0.62043111,0.62243859,0.26684663,0.43478617,0.41052083,0.72676502,0.31664963,0.41758908,0.54554831,0.73721485,0.7015252,0.39823232,0.60176991,0.47679734,0.44378545,0.43316192,0.54712559,0.42175744,0.53980821,0.69366563,0.64260458,0.55643284,0.42673304,0.70538278,0.4562458,0.65437197,0.41733311,0.60888127,0.46439834,0.4987625,0.60122912,0.5608115,0.44346835
83,1,0.77741202,0.35217613,0.5023662,0.24299679,0.55009581,0.59570309,0.42312146,0.44312548,0.56064356,0.59604238,0.66056338,0.60528692,0.39947442,0.63152395,0.14975005,0.46076085,0.36949219,0.72676502,0.27675528,0.42808119,0.51906967,0.71068287,0.69119759,0.40146316,0.61605839,0.41890037,0.44216564,0.46196004,0.55856951,0.41680163,0.53964429,0.65699637,0.64951314,0.50591045,0.36169205,0.70538278,0.4411651,0.61771107,0.38610462,0.56241699,0.4646888,0.51106839,0.59206027,0.60385293,0.3909811
83,2,0.74211766,0.38269929,0.42487477,0.21406871,0.56099638,0.53229726,0.4789205,0.36572021,0.53831683,0.58241261,0.64589994,0.63160865,0.32707072,0.6031144,0.15062987,0.44400705,0.3978776,0.72386723,0.23908487,0.41081338,0.4827054,0.64118086,0.68811983,0.38947564,0.62929397,0.31566657,0.414925,0.50303409,0.58244459,0.39662672,0.56062618,0.6109878,0.65729206,0.43373134,0.30507933,0.70538278,0.42109953,0.57491211,0.33777674,0.51637598,0.4373361,0.51494779,0.5667344,0.56798318,0.38
84,0,0.73058604,0.43195055,0.37082784,0.23759164,0.5954439,0.46878577,0.55162796,0.28837501,0.53277228,0.60220069,0.64888102,0.66578865,0.39682656,0.56065273,0.15296274,0.40577565,0.44460286,0.72386723,0.3256135,0.38702541,0.38241072,0.56408976,0.69126599,0.38558378,0.6286351,0.31498726,0.37810412,0.52508081,0.59959704,0.37148674,0.59619703,0.62478583,0.65832563,0.37165672,0.27338409,0.70463609,0.40644755,0.58969924,0.29386819,0.45126615,0.41925311,0.54421025,0.56916291,0.54729215,0.46691269
84,1,0.73319892,0.47925827,0.42679278,0.27255738,0.6342772,0.47680726,0.62031999,0.30374577,0.54594059,0.63317334,0.73398427,0.72260897,0.51729758,0.51855747,0.15296274,0.41648296,0.49639974,0.72086407,0.42903885,0.36580754,0.35749667,0.56503653,0.71841871,0.41374034,0.62318972,0.39382961,0.37388756,0.50859536,0.62888516,0.37328212,0.62461274,0.6874351,0.66278627,0.38241045,0.29439889,0.70463609,0.40632145,0.62284471,0.31120129,0.44214406,0.44385892,0.60701746,0.57397036,0.59476047,0.55291929
84,2,0.73094609,0.52675715,0.53421434,0.31802195,0.65020226,0.55553403,0.66139575,0.40966474,0.54252475,0.64644086,0.81643481,0.76412669,0.68079303,0.51430995,0.15296274,0.46824967,0.54636068,0.71786091,0.5446319,0.36971379,0.47424402,0.62290145,0.74543465,0.44492721,0.6261934,0.48603878,0.42630153,0.45163091,0.6580188,0.42671788,0.63571019,0.70748962,0.68280477,0.42652985,0.33983601,0.70463609,0.38916443,0.6458903,0.37506905,0.47189666,0.47912033,0.64459128,0.58001685,0.65425925,0.62922292
85,0,0.71058831,0.58307526,0.57599525,0.36124395,0.64373004,0.60786299,0.67677271,0.48291471,0.5079703,0.6332639,0.8560788,0.78118532,0.77965538,0.54609852,0.15334933,0.52864521,0.60803385,0.6772392,0.63357192,0.39571408,0.54871957,0.66684807,0.75589905,0.47563131,0.63588915,0.56544014,0.47481407,0.40977079,0.65285426,0.47262968,0.63094009,0.69755971,0.71065658,0.4529403,0.37094026,0.7038976,0.36748487,0.6583896,0.40572388,0.48406188,0.53041494,0.65967146,0.59166378,0.68312781,0.66150615
85,1,0.64812624,0.61900848,0.56400606,0.4265178,0.63602299,0.67422735,0.6798232,0.53756143,0.45846535,0.57915233,0.8825715,0.74274067,0.84751514,0.6134143,0.15334933,0.61177175,0.65123698,0.6280295,0.68611963,0.4307316,0.61786291,0.69046519,0.73114014,0.48721034,0.64018474,0.65526465,0.51585781,0.4078754,0.58802552,0.5277405,0.59932792,0.6635514,0.74797367,0.46679851,0.3865616,0.7038976,0.36024714,0.66441605,0.42112778,0.50235715,0.5926888,0.64246164,0.58576597,0.70733648,0.6460246
85,2,0.55507093,0.61358568,0.48789876,0.47259572,0.6501171,0.71745179,0.69432858,0.51962433,0.43960891,0.45372215,0.90218612,0.68711195,0.85363582,0.67442665,0.15334933,0.67638723,0.65110677,0.53777661,0.66894172,0.49653914,0.61005402,0.6333383,0.68470009,0.49738562,0.62474,0.72127087,0.50085718,0.5039377,0.51605104,0.59497478,0.54634046,0.57716121,0.7868683,0.48537313,0.39662975,0.70242882,0.37638702,0.68796384,0.40715591,0.52799387,0.64517012,0.6063613,0.55959756,0.68733307,0.56322232
86,0,0.51994116,0.66093163,0.36652386,0.54070631,0.67924207,0.70155851,0.69246094,0.41109534,0.45026238,0.40737185,0.87583168,0.70235183,0.79642073,0.80031212,0.15632207,0.6780878,0.69902344,0.52247102,0.66971711,0.56590245,0.54479057,0.58749814,0.67693728,0.51071004,0.61499903,0.79705633,0.48719274,0.6308184,0.4897448,0.64249688,0.49146791,0.50121366,0.80476527,0.51541791,0.46076563,0.69957332,0.47068763,0.72200212,0.36091446,0.52143326,0.6459751,0.64682453,0.56158002,0.61510485,0.49126913
86,1,0.52532121,0.75383929,0.33553256,0.59264938,0.72731531,0.70087171,0.71574426,0.40244076,0.50480198,0.43584948,0.88982978,0.80213233,0.73920564,0.88438051,0.168353,0.68501606,0.79348958,0.48548999,0.70439673,0.63971232,0.62050796,0.66199493,0.7656795,0.56650327,0.59498094,0.84375885,0.51452162,0.64332942,0.53765615,0.69122206,0.47362511,0.53792835,0.80601643,0.52197015,0.5155681,0.68068434,0.58027909,0.70821941,0.35907874,0.53303656,0.64705394,0.72833807,0.61436289,0.60300051,0.50966697
86,2,0.566798,0.83546804,0.34554442,0.61464373,0.76474345,0.7428018,0.78441138,0.42894507,0.53663366,0.45185202,0.92059103,0.91282534,0.71372497,0.89028362,0.17170566,0.70340744,0.87356771,0.48349315,0.76751022,0.69489632,0.69254192,0.76643805,0.84836878,0.64705882,0.60408888,0.85642513,0.56825287,0.63676168,0.58317663,0.75489334,0.47691992,0.59225078,0.79714954,0.5291791,0.53907997,0.68116846,0.6331456,0.72311813,0.38069519,0.56254105,0.66981743,0.78597659,0.70114487,0.59589703,0.53464746
87,0,0.58552016,0.87516727,0.34145136,0.62456275,0.74549713,0.79059611,0.82718048,0.43893196,0.52643564,0.45625792,0.94132896,0.94468485,0.68471825,0.85120098,0.17349197,0.70561189,0.91490885,0.48349315,0.81734833,0.71446408,0.72265488,0.83740868,0.89159428,0.69771242,0.6302952,0.84800453,0.60046641,0.61407582,0.61873069,0.80496044,0.49058274,0.64030374,0.78267965,0.53464925,0.5277553,0.71550833,0.7004119,0.75179956,0.38118387,0.57258265,0.69272199,0.80498221,0.75030976,0.57464341,0.54976298
87,1,0.59907829,0.8606385,0.32776826,0.63294839,0.67408984,0.82580787,0.82375646,0.42826253,0.49851485,0.45159844,0.93666292,0.92166823,0.65913113,0.76292577,0.17925082,0.69131448,0.90130208,0.48349315,0.79373722,0.69023072,0.70357118,0.83755778,0.90294781,0.71067291,0.6448679,0.8313756,0.59113828,0.60799295,0.62154466,0.82518162,0.50050816,0.6169068,0.76864494,0.54473134,0.4932808,0.7554115,0.70319435,0.77456615,0.37067522,0.57985113,0.71102905,0.78831344,0.7883729,0.56604535,0.54709871
87,2,0.62413719,0.82527241,0.31781571,0.61761464,0.61924633,0.84396408,0.81765548,0.42097303,0.47533168,0.45906539,0.91583859,0.87331452,0.64704943,0.69052789,0.18341665,0.66076715,0.86777344,0.48150685,0.72484663,0.61023657,0.67375289,0.80520352,0.88995281,0.68554664,0.64285899,0.80024059,0.57865877,0.6299809,0.62479516,0.80852344,0.50948283,0.56737409,0.75210793,0.56499254,0.46107443,0.75490277,0.66173504,0.77473355,0.35901075,0.59697147,0.71724481,0.74521406,0.76904396,0.58805478,0.54216622
88,0,0.62410633,0.77314726,0.32204719,0.59298481,0.60923994,0.83503566,0.78546971,0.40238069,0.47580693,0.47504981,0.91065411,0.80244591,0.64119486,0.68123219,0.18781577,0.63173144,0.81809896,0.48150685,0.68871847,0.47836595,0.63988634,0.76330699,0.86204774,0.64141414,0.63353789,0.78339938,0.57683096,0.65692771,0.61374077,0.74110407,0.50486026,0.4964499,0.72675842,0.55520896,0.45910446,0.69369,0.62817754,0.75380838,0.34176263,0.58509815,0.70499585,0.71031093,0.75819002,0.60248906,0.53813981
88,1,0.62181235,0.71063532,0.35924071,0.5641382,0.61451991,0.76829268,0.73068543,0.38909031,0.49051485,0.50479986,0.89501426,0.7468799,0.65551859,0.72940698,0.19010864,0.59791522,0.75403646,0.48150685,0.64829584,0.36493867,0.58390514,0.71620695,0.82429382,0.59930927,0.61605839,0.78736202,0.56496281,0.64053776,0.59561451,0.63120633,0.47781329,0.51740005,0.71038459,0.53267164,0.50808753,0.58270288,0.61292872,0.72741476,0.32889559,0.55565205,0.67828216,0.66383865,0.72463696,0.61021765,0.54560456
88,2,0.68476818,0.69368508,0.4255932,0.54741483,0.67489887,0.72007572,0.71312955,0.40410069,0.50341584,0.52603695,0.87539964,0.77961743,0.69483068,0.80282264,0.19245484,0.55819109,0.73977865,0.47953109,0.64104465,0.34357477,0.53732548,0.70099896,0.82285753,0.59887849,0.63140624,0.79019247,0.5538384,0.61034381,0.58509738,0.58164823,0.46793705,0.6149987,0.7158788,0.52575373,0.5547865,0.52754575,0.62658036,0.74326209,0.37234097,0.5561191,0.6820249,0.6312954,0.69390891,0.64704211,0.55782778
89,0,0.72648157,0.712547,0.45699315,0.54391681,0.71547796,0.75745355,0.69563593,0.4230807,0.48820297,0.53608948,0.87868314,0.84515522,0.72157541,0.80037997,0.19245484,0.5199093,0.76022135,0.47953109,0.66699046,0.35746933,0.48607311,0.67959594,0.83284317,0.60100267,0.65519023,0.75785451,0.5457078,0.62627094,0.59205507,0.55726251,0.4692894,0.68172378,0.72240657,0.52238806,0.55499947,0.55378682,0.60963349,0.78170861,0.45340586,0.57432679,0.7033361,0.58913997,0.66952471,0.66892084,0.55489349
89,1,0.72448591,0.72140445,0.45110071,0.55148785,0.68929104,0.7839042,0.67291291,0.44949765,0.46997525,0.53522913,0.87911518,0.90178739,0.72530104,0.7434523,0.19245484,0.49532657,0.76731771,0.47953109,0.6654908,0.37740216,0.43737459,0.62265543,0.83106491,0.57832739,0.66991796,0.7133456,0.54286525,0.64460035,0.60265279,0.54425987,0.49050078,0.66854881,0.73263341,0.52386567,0.53966564,0.59066218,0.52969906,0.8532448,0.47783963,0.58344158,0.72101245,0.50820201,0.62566288,0.70091493,0.5350075
89,2,0.69561058,0.7420506,0.41904825,0.56337151,0.6431765,0.7900678,0.66120899,0.47921262,0.47600495,0.53205941,0.86546271,0.91357792,0.71159603,0.69392048,0.19245484,0.49387164,0.78483073,0.47953109,0.65029823,0.39669246,0.4317898,0.54934397,0.81581287,0.53702466,0.66106841,0.6774625,0.53898903,0.68100206,0.61609805,0.5440285,0.51035161,0.58389148,0.74226187,0.52473134,0.53008732,0.63547222,0.47353732,0.87679259,0.46598394,0.57571335,0.71004979,0.38316315,0.59032562,0.71466727,0.50842484
90,0,0.65537851,0.7788823,0.37990377,0.58033447,0.59288908,0.76005107,0.6639482,0.50128863,0.50158416,0.53237638,0.83407068,0.88598307,0.68890959,0.70721943,0.19485436,0.53030169,0.82102865,0.47756059,0.65664622,0.42401431,0.49090718,0.53258536,0.79235346,0.50364676,0.62807312,0.68659072,0.53578092,0.70950632,0.61961719,0.56119569,0.51305631,0.45671729,0.74514497,0.49529851,0.52234586,0.62989251,0.45874243,0.85112438,0.4295245,0.56211049,0.65618257,0.2015909,0.57377212,0.6884128,0.4739574
90,1,0.58873996,0.81010642,0.35478513,0.59648282,0.49921226,0.68420357,0.67751977,0.50759528,0.54534653,0.55596812,0.76419252,0.83675133,0.65489322,0.76862532,0.19485436,0.60381054,0.84674479,0.47559536,0.67659339,0.47307973,0.65442363,0.55934844,0.80056084,0.53779709,0.58686777,0.74058873,0.55240766,0.65312225,0.61542646,0.60145296,0.46987952,0.41103323,0.75227112,0.45712687,0.49053349,0.59124477,0.50953262,0.81535629,0.38308333,0.55216376,0.56072199,0.21840933,0.63666551,0.62175371,0.46282628
90,2,0.60050817,0.83820812,0.40497627,0.60678518,0.45284224,0.65430131,0.7067173,0.51067489,0.57029703,0.57607318,0.72632852,0.80671057,0.59512341,0.83973402,0.19485436,0.65868867,0.87519531,0.47363014,0.68072597,0.54033294,0.76741739,0.63281646,0.84009302,0.6248366,0.58442607,0.78644212,0.58832094,0.55836762,0.60326394,0.63712924,0.40745841,0.51338266,0.76195398,0.49326119,0.48209988,0.60158365,0.59513282,0.77702137,0.36696129,0.55049989,0.52953527,0.32143803,0.71715319,0.57083594,0.49036304
91,0,0.60124883,0.84929586,0.44135249,0.61330203,0.44671067,0.71321652,0.72470896,0.51643551,0.565,0.5723148,0.74286702,0.81875196,0.58706008,0.86599267,0.19731387,0.64936701,0.88945313,0.47167018,0.66314758,0.56201811,0.79035992,0.6949754,0.8586964,0.64706625,0.61197597,0.80066516,0.61096054,0.54429915,0.57950302,0.62375642,0.38566511,0.58825935,0.76037643,0.54479104,0.4927324,0.61585296,0.67157868,0.75068356,0.37864701,0.55759323,0.55754357,0.36087672,0.74034792,0.56034551,0.52388239
91,1,0.59768956,0.84362455,0.45901661,0.61584168,0.45522674,0.81068944,0.73989915,0.52898329,0.54311881,0.5708205,0.80025922,0.85186579,0.59090546,0.86436423,0.19731387,0.5800655,0.88821615,0.46970495,0.6208589,0.56532564,0.7606118,0.72835098,0.86813487,0.63117201,0.65118532,0.79726861,0.61054456,0.53547605,0.55348556,0.55934478,0.38785345,0.62257269,0.74291465,0.60305224,0.50829518,0.62232707,0.69494788,0.73634284,0.40199295,0.57341458,0.60875519,0.34124947,0.77737027,0.57242712,0.55476148
91,2,0.60766786,0.82323329,0.47378065,0.61651253,0.47528209,0.90842652,0.74045944,0.54794147,0.50460396,0.5750317,0.82793571,0.87068046,0.60286075,0.79922649,0.19982004,0.44545569,0.86888021,0.45982613,0.5652863,0.53719334,0.65792465,0.74282839,0.84925792,0.56674094,0.66546089,0.7630201,0.58230808,0.54062592,0.53258563,0.46906668,0.42227686,0.60582814,0.71375728,0.64020149,0.52911298,0.60667104,0.68365837,0.72540595,0.41158373,0.6144056,0.64704564,0.2918072,0.77370273,0.56975621,0.5640264
92,0,0.62817994,0.79513159,0.47852623,0.60803105,0.4670215,0.91256494,0.73361141,0.56989189,0.45388614,0.57525811,0.82042686,0.87337723,0.64933138,0.71685439,0.21315737,0.32958367,0.84049479,0.43442571,0.50014485,0.48112588,0.48479618,0.73052035,0.7827098,0.48738116,0.65066856,0.71532692,0.53387747,0.53652659,0.52023506,0.37048262,0.49049258,0.55913162,0.66866126,0.62491045,0.52663721,0.56218101,0.64787323,0.70364377,0.39487528,0.61977669,0.64354357,0.26033453,0.72047381,0.52215719,0.55854785
92,1,0.64481386,0.75428535,0.44931453,0.58019071,0.4273366,0.79335212,0.70578348,0.54903353,0.38421782,0.55940953,0.76751923,0.86660395,0.72723039,0.59416474,0.24682397,0.25761164,0.79817708,0.41148577,0.42461656,0.40962325,0.38359644,0.67213359,0.7055605,0.40224302,0.5989471,0.6447495,0.43103492,0.49434323,0.53047683,0.31513581,0.52566183,0.5193406,0.59614862,0.53585075,0.44841337,0.53161566,0.59080363,0.6712237,0.35681809,0.58612713,0.5700166,0.25467083,0.65782822,0.4523271,0.5180258
92,2,0.64058594,0.71445868,0.41577907,0.54022713,0.37752182,0.57281853,0.66033742,0.50931528,0.32614356,0.51548632,0.70934935,0.85318282,0.75397512,0.45764011,0.27119243,0.27393084,0.75605469,0.41148577,0.37853613,0.34650993,0.36435838,0.60711197,0.66562479,0.3682041,0.53667076,0.54646901,0.375791,0.4680576,0.53689053,0.30714451,0.52006393,0.51745846,0.51181526,0.46900746,0.35312001,0.48592763,0.56945192,0.62970816,0.31432881,0.52972342,0.51237344,0.26649323,0.62561332,0.41991249,0.4989559
93,0,0.61274959,0.65258395,0.36564724,0.50189276,0.33196083,0.36505239,0.62528793,0.43665502,0.30385149,0.47971382,0.61478441,0.8374412,0.71691837,0.38847876,0.29376791,0.34924104,0.68782552,0.40922023,0.35,0.29918224,0.35993826,0.53603698,0.61196225,0.36489156,0.46737291,0.45185395,0.32287911,0.43978108,0.52,0.28827449,0.48739448,0.5145379,0.41874558,0.38916418,0.2819721,0.44695167,0.56310525,0.54770381,0.27482259,0.44631103,0.46963485,0.26459381,0.6061357,0.39888617,0.46746475
93,1,0.56290955,0.5469445,0.30651859,0.4225454,0.30162657,0.32098265,0.59465231,0.31233483,0.32586634,0.4610125,0.48901754,0.79241141,0.61187546,0.33999186,0.29766713,0.46021918,0.57889974,0.40922023,0.30750682,0.2453052,0.33355785,0.43400924,0.50570412,0.33787136,0.39521995,0.38937871,0.29594731,0.40420217,0.45705843,0.27294433,0.39118105,0.49698209,0.31885438,0.34302239,0.24179001,0.44830557,0.53660894,0.41285085,0.21061488,0.38074144,0.39986722,0.22727325,0.55176686,0.41383759,0.42630663
93,2,0.49310263,0.42888549,0.28178223,0.37015669,0.32254631,0.30225412,0.52300317,0.2414164,0.40243564,0.48274769,0.37295429,0.67519599,0.46656244,0.31097164,0.29766713,0.54922215,0.44943359,0.40922023,0.29046524,0.19443633,0.23884095,0.28187714,0.43159155,0.29360517,0.33975841,0.33201953,0.30464515,0.36313547,0.36940228,0.27256952,0.26324891,0.4656607,0.25980525,0.33183582,0.23057715,0.46919668,0.46363484,0.35289325,0.17360727,0.384653,0.30742739,0.18952676,0.44806463,0.39621526,0.43077708
94,0,0.464145,0.43406614,0.31992486,0.36281087,0.38800511,0.29761381,0.41766793,0.23541007,0.48057426,0.52472378,0.35232006,0.54851678,0.41637283,0.35554349,0.30957808,0.53450274,0.45226563,0.38314015,0.29182004,0.15826519,0.19026872,0.29220963,0.39569113,0.2348262,0.32791163,0.35036796,0.30310097,0.37175287,0.31479516,0.27710425,0.26242931,0.50339434,0.20227928,0.39739552,0.23643382,0.47180602,0.40864997,0.40154009,0.15299792,0.41101948,0.23567635,0.19228954,0.35751103,0.38280957,0.48161416
94,1,0.5054572,0.48912254,0.45268916,0.41721213,0.46293379,0.43931496,0.40278902,0.34151469,0.55539604,0.52205216,0.47784498,0.5054249,0.38490453,0.39407654,0.31361061,0.52089815,0.51059245,0.401549,0.32517894,0.18303884,0.38814285,0.38886238,0.42683811,0.25370618,0.37117757,0.42638692,0.35476491,0.47212019,0.38478173,0.32825413,0.34321777,0.56902259,0.27743567,0.55697761,0.29156639,0.52441126,0.40471587,0.49858825,0.28602388,0.48504707,0.28526971,0.264283,0.45380384,0.42920384,0.53129913
94,2,0.54584358,0.54992672,0.49736356,0.49312377,0.50815414,0.53916527,0.42760381,0.42923447,0.54841584,0.51512407,0.56555776,0.53253685,0.37931608,0.45897001,0.31767646,0.54000756,0.57614583,0.50625922,0.35496762,0.23198744,0.53970392,0.42654689,0.43052459,0.34650921,0.46104257,0.4711435,0.41986008,0.55504702,0.46650772,0.37780297,0.3865175,0.61312954,0.37105478,0.62985821,0.32129166,0.56200049,0.42489913,0.56241281,0.33852038,0.55033204,0.35722822,0.34192865,0.51692521,0.4760641,0.57440744
95,0,0.61883943,0.59623399,0.44897838,0.55105659,0.5928465,0.60001761,0.48928594,0.51591132,0.50024752,0.52879913,0.61841355,0.58284729,0.42281285,0.49228525,0.32176898,0.61597909,0.62645182,0.58350896,0.39396728,0.26333966,0.61735073,0.49557925,0.44042815,0.44625668,0.52999806,0.49804699,0.49333165,0.64961798,0.50229013,0.39385035,0.41282682,0.62339694,0.44408965,0.60676866,0.35396656,0.53246902,0.46965367,0.61932928,0.39119109,0.56605853,0.40904564,0.3904615,0.51414977,0.53862022,0.60036004
95,1,0.64916522,0.56144778,0.3741102,0.52652259,0.63351075,0.59683015,0.54470522,0.53568854,0.47924752,0.54288172,0.59124687,0.64051427,0.50500965,0.43332202,0.33002733,0.66687661,0.58837891,0.58508957,0.39890934,0.25774679,0.60843331,0.5302818,0.44999658,0.48389037,0.54241328,0.4689216,0.51961427,0.68663679,0.50903962,0.37586414,0.42103926,0.57666796,0.48007398,0.54315672,0.36370994,0.39595471,0.45721251,0.6341164,0.39768835,0.54994527,0.39391701,0.39218824,0.49383456,0.57725749,0.55483948
95,2,0.62458981,0.49903779,0.34259821,0.45134889,0.63257398,0.52867835,0.53222935,0.52466419,0.46225743,0.54980982,0.51474985,0.65644403,0.56468631,0.34409011,0.42271546,0.66624677,0.51973958,0.50726027,0.36410191,0.24443633,0.5457658,0.5427762,0.43086656,0.41183898,0.54214844,0.42986131,0.50034665,0.68160447,0.5006313,0.31450187,0.43799689,0.49992212,0.47797966,0.43618657,0.32318177,0.37660622,0.42741258,0.62390492,0.36615391,0.47936218,0.3453195,0.38262211,0.45220796,0.56798886,0.50825083
96,0,0.59792616,0.44555534,0.37646981,0.44209593,0.58450075,0.49867042,0.47292536,0.51048378,0.47075743,0.55936425,0.45864512,0.66083412,0.55104783,0.34189849,0.49358128,0.61665932,0.46134115,0.43364594,0.29280845,0.27163405,0.42852733,0.57568212,0.42109295,0.33953506,0.55176668,0.45409001,0.45535107,0.65038936,0.51271995,0.27227801,0.4549873,0.49582035,0.48480661,0.36860448,0.2777127,0.40971527,0.3952421,0.58953183,0.34540008,0.40736335,0.31875519,0.39198103,0.4512316,0.53941581,0.5290069
96,1,0.6069272,0.4170267,0.43975086,0.48234223,0.53387268,0.5013736,0.44230841,0.52210877,0.48864851,0.57172614,0.43216106,0.68635936,0.49147096,0.39554214,0.51344398,0.56353845,0.4321875,0.42405163,0.25764315,0.30593604,0.41211675,0.62202922,0.45734218,0.28705437,0.58075706,0.50796773,0.42139166,0.61775639,0.53860309,0.28548424,0.46854356,0.55541277,0.5222869,0.37452985,0.27160579,0.43773693,0.36898958,0.57228949,0.35882378,0.35617748,0.32426556,0.42707986,0.50037171,0.52046372,0.57078308
96,2,0.61936406,0.42157013,0.49651991,0.52776846,0.51262508,0.52561416,0.44461807,0.55192749,0.49061881,0.58377106,0.43534952,0.70711822,0.49598829,0.45082779,0.51273079,0.52308371,0.43780599,0.48871444,0.26205692,0.33767523,0.47092542,0.64619055,0.49099241,0.30063874,0.61854531,0.52486555,0.41771713,0.56207023,0.57009402,0.31990653,0.47378903,0.61847741,0.55948431,0.39154478,0.29818976,0.44947075,0.3514879,0.56464483,0.3701398,0.36272349,0.34498755,0.44938931,0.53347871,0.51159289,0.60462046
97,0,0.63850799,0.46224431,0.53646849,0.58546169,0.5266766,0.59105398,0.48733113,0.58223217,0.48001485,0.60102337,0.43458049,0.72549389,0.53445546,0.54428009,0.51226421,0.48085281,0.48028646,0.55964173,0.3175017,0.37159755,0.55038238,0.65967646,0.53841051,0.36134135,0.66927201,0.50534249,0.42545695,0.51167352,0.58707858,0.34730924,0.48241947,0.72222222,0.60088125,0.39077612,0.35574486,0.49512595,0.33229657,0.553189,0.36291591,0.41798146,0.38712863,0.46185636,0.5558309,0.55283287,0.63906391
97,1,0.65179866,0.5146371,0.5580609,0.62451483,0.58211624,0.64391124,0.54428812,0.59675658,0.48092574,0.61474371,0.43233388,0.71821888,0.59438494,0.58845841,0.51226421,0.46640423,0.53735677,0.63440464,0.35638207,0.39296875,0.63266681,0.6608767,0.58660146,0.40309715,0.69872747,0.44458675,0.45017648,0.44195563,0.57844191,0.35784554,0.49449225,0.81509605,0.63319371,0.38126119,0.4,0.51611553,0.31581204,0.54980749,0.3619768,0.47777859,0.43549378,0.45926625,0.55791247,0.6121498,0.64788479
97,2,0.62415776,0.54616071,0.54595966,0.60692894,0.64969129,0.68020604,0.5561788,0.59659277,0.51292079,0.61660025,0.40864944,0.66208843,0.64845985,0.59611209,0.51226421,0.42898532,0.57307943,0.68203372,0.38355487,0.39224591,0.64658668,0.62235724,0.63711784,0.42494058,0.68890899,0.32551656,0.45516198,0.37026153,0.53456682,0.33332099,0.5058192,0.83891485,0.642115,0.34438806,0.41329464,0.47677853,0.30770847,0.54780983,0.34427825,0.54901117,0.45311203,0.46136136,0.54150766,0.61294539,0.61782178
98,0,0.58762897,0.53319314,0.52809122,0.55278164,0.69589099,0.71734613,0.50407147,0.59457246,0.55227723,0.60156675,0.39469455,0.56444653,0.64160734,0.58696567,0.51109778,0.35965863,0.55935547,0.74325606,0.38951091,0.3609521,0.55810707,0.59968689,0.67150674,0.41457219,0.61864221,0.32847438,0.43199294,0.30598736,0.50502351,0.25766508,0.52544873,0.79731308,0.6420606,0.32966418,0.37283037,0.44870764,0.30750672,0.55061102,0.30055667,0.59616142,0.4446556,0.49416938,0.53942608,0.55188953,0.58292829
98,1,0.60760614,0.48935194,0.58440548,0.53174565,0.71292314,0.7734525,0.40018054,0.59823086,0.60326733,0.59364246,0.43858118,0.54495453,0.59445812,0.58458407,0.51041125,0.34471248,0.5148112,0.79641728,0.37420757,0.34283002,0.46708763,0.65561354,0.6897613,0.41137849,0.5768555,0.42708038,0.41714358,0.2951293,0.50643385,0.23985008,0.55874928,0.7209242,0.66855247,0.41001493,0.33335641,0.47210963,0.33104405,0.56598404,0.3537968,0.61699628,0.44148548,0.54910267,0.55340239,0.49085071,0.55088509
