,,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
32,0,0.89874603,0.93258141,0.51001846,0.50855336,0.55073451,0.95597429,0.71505945,0.60008736,0.55405941,0.70825032,0.81306489,0.95835685,0.83547336,0.7171258,0.35211624,0.39585564,0.93326823,0.85158061,0.57108044,0.62516063,0.51516172,0.85448039,0.72471103,0.58682412,0.6399522,0.81870931,0.64017396,0.80010285,0.65816655,0.42498265,0.57108434,0.70859294,0.79024098,0.6578209,0.60270472,0.58897186,0.78571789,0.66447185,0.48570093,0.7548712,0.70504564,0.37850096,0.86985181,0.65357731,0.60558056
32,1,0.90437296,0.8935194,0.46969417,0.45240309,0.49776453,0.84024831,0.66220507,0.45057333,0.46643069,0.67899837,0.72077249,0.93214174,0.85949039,0.56359072,0.28820236,0.32257353,0.89420573,0.81512118,0.49827028,0.56793224,0.40981548,0.76017594,0.63523015,0.47308378,0.57215942,0.73365412,0.51174209,0.66860123,0.6632908,0.32399241,0.60106549,0.63714953,0.70815427,0.57901493,0.52186136,0.54755067,0.70986046,0.65431617,0.4472443,0.72098081,0.62757676,0.38044642,0.79833474,0.62033301,0.51444344
32,2,0.87814136,0.86223157,0.45545083,0.40257799,0.43321269,0.62016378,0.63612028,0.37620946,0.38369307,0.61094005,0.61120712,0.88002509,0.83700353,0.4210612,0.24560421,0.33671348,0.8641276,0.74683878,0.4523347,0.47786945,0.38564513,0.6871403,0.59236714,0.4051025,0.4771268,0.61499434,0.4366444,0.55199824,0.66609805,0.29551617,0.59686091,0.58443017,0.6051243,0.51274627,0.42398041,0.5097563,0.67815232,0.5976787,0.41045766,0.66608042,0.54446473,0.39956716,0.7389602,0.59265784,0.48450045
33,0,0.80410653,0.77607851,0.44011996,0.34362451,0.37598893,0.38768161,0.62127249,0.31597685,0.34734158,0.56611121,0.48169014,0.83060521,0.79655379,0.3221604,0.22357528,0.39954022,0.77929688,0.61638567,0.40259884,0.40152599,0.37949905,0.6053228,0.55543396,0.38510844,0.42052839,0.50798896,0.36907223,0.48001763,0.64139691,0.2724631,0.56422424,0.52895249,0.50161018,0.43702985,0.32424129,0.4740297,0.66689644,0.49821997,0.37292313,0.59400861,0.46886307,0.38448699,0.70119443,0.5256862,0.47764776
33,1,0.66883377,0.65959345,0.41031505,0.24884757,0.33009581,0.37903496,0.58798481,0.24256307,0.37389109,0.56479804,0.39174803,0.76117905,0.75078172,0.24584747,0.21386389,0.4983939,0.65800781,0.41777134,0.35235174,0.3229337,0.35134358,0.48032652,0.47925586,0.36470588,0.36631355,0.43564251,0.33909618,0.44542316,0.55796508,0.25159872,0.46423244,0.48869418,0.39144862,0.39615672,0.25488233,0.4911381,0.63523033,0.36730093,0.30594909,0.55086477,0.39093776,0.31522177,0.64667691,0.47337614,0.46688269
33,2,0.50147617,0.55102912,0.34709333,0.20627246,0.34491803,0.54497667,0.5153894,0.19823086,0.47868812,0.61198153,0.34375702,0.63066792,0.63846051,0.330038,0.1995201,0.60782264,0.5472526,0.33221286,0.32327028,0.26646466,0.24620782,0.37336365,0.41291977,0.3426025,0.27988502,0.37187942,0.35404639,0.44986042,0.45067159,0.2406691,0.29721334,0.47362409,0.32602404,0.38417164,0.24459589,0.5495528,0.54433423,0.30794599,0.24970042,0.54931767,0.32718672,0.24594504,0.51826337,0.44319486,0.48416442
34,0,0.50600241,0.57108265,0.26646454,0.18790071,0.39954865,0.65145725,0.4335616,0.22641695,0.59628713,0.61768701,0.30571157,0.4483349,0.57990819,0.46576876,0.19064187,0.64930402,0.56749349,0.32125395,0.3021302,0.20873248,0.1937557,0.48085582,0.38947404,0.30808081,0.24476455,0.39075856,0.36327997,0.50998384,0.38723976,0.22374717,0.23919351,0.54407451,0.25838003,0.45320896,0.27264935,0.54271765,0.47827841,0.35722337,0.23937025,0.56662045,0.29848133,0.27315843,0.31883333,0.39545945,0.53453345
34,1,0.59403771,0.63564009,0.28651463,0.26480426,0.47123696,0.75669631,0.43874121,0.35067162,0.72579208,0.5427006,0.40565108,0.41342114,0.53557315,0.52206541,0.29208825,0.67204132,0.63772786,0.39479452,0.32407123,0.24104848,0.422269,0.62426569,0.48240886,0.34168895,0.3239261,0.48989527,0.43740703,0.61763885,0.45540631,0.24996992,0.31649865,0.66303219,0.33095795,0.64482836,0.33824406,0.54655781,0.47165434,0.45228503,0.37593592,0.61922937,0.37045643,0.37164006,0.42888933,0.47343297,0.60084008
34,2,0.66765078,0.71726247,0.34291458,0.29873976,0.53233979,0.77356696,0.45772272,0.44039533,0.75188119,0.51023365,0.49299231,0.47779868,0.50725833,0.59494504,0.42054256,0.68111104,0.71888021,0.51778714,0.36970859,0.28390041,0.64393461,0.69333532,0.52855482,0.46226976,0.38334733,0.55242004,0.53836506,0.70263738,0.57710544,0.25721623,0.36707647,0.69957165,0.41737475,0.72185821,0.3743531,0.56414212,0.5485121,0.50129457,0.42149322,0.6432752,0.41386722,0.44914757,0.5551866,0.53385236,0.64044404
35,0,0.71305716,0.7763334,0.39312549,0.3070104,0.63197786,0.82909219,0.50808691,0.48942339,0.70480198,0.50054338,0.56088309,0.56162433,0.49121815,0.62744606,0.25893488,0.68709454,0.77864583,0.62365648,0.40391956,0.29762704,0.66287799,0.73415834,0.5462759,0.48779709,0.43762677,0.5704925,0.6061074,0.75815457,0.62719946,0.25849336,0.41806409,0.70112928,0.4762226,0.69629104,0.42509317,0.55029129,0.54671318,0.52132693,0.46305188,0.62651244,0.43894606,0.51010142,0.60375675,0.59072569,0.66486649
35,1,0.71623582,0.74523673,0.40686132,0.27938569,0.68401107,0.85929383,0.55950943,0.49643988,0.68267327,0.54324398,0.57123477,0.61338978,0.51988557,0.58554756,0.14334466,0.66782138,0.74765625,0.68530032,0.40080095,0.28092874,0.65311864,0.686529,0.55695917,0.48714349,0.45270331,0.53855081,0.63941762,0.7583015,0.64429147,0.25131646,0.44857799,0.65199896,0.50913888,0.62229851,0.44607071,0.47150242,0.53658373,0.51911724,0.47023329,0.59443917,0.41786722,0.54043445,0.61262824,0.6235722,0.62364236
35,2,0.69094033,0.69221946,0.39228843,0.23208108,0.6824356,0.80533592,0.56762124,0.45970842,0.64163366,0.5997102,0.51248596,0.60068987,0.50858892,0.45915999,0.14545758,0.61907161,0.69388021,0.63277134,0.35772836,0.27391939,0.58396127,0.63620098,0.52009438,0.44338235,0.45724436,0.49154401,0.62078028,0.69654716,0.63884486,0.23255749,0.48950906,0.57379933,0.50556492,0.50919403,0.44850921,0.40792648,0.5047579,0.49622231,0.4531084,0.50894695,0.37073859,0.55917531,0.58943351,0.5844178,0.56144614
36,0,0.68174384,0.63843752,0.37873056,0.24512435,0.63312753,0.72752487,0.50788147,0.42295512,0.62529703,0.63525629,0.47005098,0.56955158,0.50407159,0.39178315,0.15756182,0.56668136,0.64371745,0.53830348,0.31325835,0.33446262,0.45488669,0.61286715,0.46570002,0.39314468,0.47405206,0.51536937,0.57470692,0.62189979,0.654137,0.23890149,0.51608885,0.56089045,0.50967742,0.43375373,0.45799169,0.39827685,0.46803127,0.47861726,0.44503463,0.43123404,0.34492116,0.56087902,0.59196114,0.54189919,0.57339934
36,1,0.70836634,0.60504046,0.40135117,0.30034022,0.56367894,0.64521441,0.48734981,0.419051,0.63569307,0.65418402,0.45579366,0.57293195,0.55388198,0.39416474,0.16770646,0.53008755,0.60940755,0.4846628,0.33784083,0.40289866,0.44420122,0.62826897,0.44730183,0.3967246,0.52024417,0.57291962,0.53203076,0.5774978,0.6856951,0.28022303,0.5259323,0.62759605,0.53892183,0.43911194,0.48635396,0.41872487,0.43630632,0.49058646,0.46364679,0.41085164,0.35712863,0.56199565,0.62159885,0.55237256,0.60240024
36,2,0.72158501,0.60836679,0.45949776,0.3675835,0.51969342,0.65637052,0.5022723,0.45298133,0.64094059,0.65934613,0.47355051,0.62005017,0.60345286,0.42772425,0.19358128,0.50675191,0.6107487,0.49914647,0.38378494,0.44300526,0.50173297,0.65233338,0.45471582,0.43158794,0.58033073,0.59619304,0.52020673,0.57559506,0.72813969,0.32364999,0.52612901,0.71015057,0.57281184,0.45602985,0.51798531,0.47574465,0.41501345,0.49973774,0.48544597,0.43506531,0.37326141,0.55382242,0.63998612,0.60709212,0.62064206
37,0,0.73296232,0.64621169,0.53259293,0.4497053,0.51428571,0.71776878,0.5511237,0.49445779,0.63074257,0.67976816,0.49785708,0.67049232,0.64757501,0.4879563,0.24376458,0.48825975,0.64854818,0.54968388,0.45014485,0.46812208,0.58606609,0.6554719,0.48266192,0.47395276,0.64138622,0.57391027,0.52653473,0.59980899,0.75144392,0.36876128,0.53395623,0.81100727,0.60947615,0.45129851,0.57395379,0.56047428,0.39557835,0.50314157,0.51459652,0.47476465,0.40450622,0.52937181,0.63830104,0.67227368,0.62730273
37,1,0.73730339,0.70470911,0.58331795,0.52407878,0.57406855,0.77591794,0.59559236,0.53417604,0.62707921,0.70648433,0.5416141,0.69225463,0.69150422,0.5266047,0.32776111,0.49046419,0.70651042,0.5987882,0.49143661,0.47318925,0.67457377,0.63695393,0.52735791,0.49624183,0.67921969,0.50808803,0.55853397,0.62491184,0.73801209,0.40569155,0.55445455,0.92133956,0.63390089,0.43848507,0.61479076,0.59199147,0.37854741,0.50941912,0.52912931,0.56273809,0.44907884,0.48803371,0.6146107,0.71074615,0.59634563
37,2,0.70629867,0.73058051,0.61398629,0.53979587,0.66059187,0.81282909,0.5770404,0.55536748,0.65069307,0.72867234,0.56551456,0.66817184,0.71458985,0.53717601,0.41355062,0.47134849,0.73248698,0.58182297,0.49899455,0.45710426,0.69512383,0.61895035,0.59149853,0.48846554,0.67527937,0.36202236,0.55920837,0.59716427,0.67649429,0.42464948,0.57705106,0.95787902,0.63449927,0.39405224,0.62538601,0.54463773,0.36624916,0.51876011,0.52339268,0.64037802,0.47078008,0.43622006,0.59751202,0.68142297,0.53782778
38,0,0.64614087,0.67055375,0.63035856,0.53931669,0.72791143,0.82632738,0.45949076,0.56940046,0.69608911,0.73614381,0.56387281,0.5737159,0.70381212,0.54163387,0.5123242,0.42712099,0.67597656,0.56822972,0.46034424,0.42829293,0.59827405,0.6128597,0.64154983,0.40094326,0.61399134,0.36182423,0.51771713,0.52088598,0.62233714,0.38602564,0.606647,0.90933281,0.64157102,0.37422388,0.61122351,0.49361615,0.35904506,0.53150494,0.51642375,0.69022842,0.49471369,0.43493076,0.62482034,0.58345172,0.52486649
38,1,0.65770335,0.59568597,0.643343,0.55139202,0.7175644,0.81943295,0.36093507,0.57709949,0.74094059,0.7290346,0.6064374,0.52795861,0.67260994,0.56411318,0.58388989,0.43011274,0.5985026,0.60769231,0.41888207,0.38735397,0.50359924,0.63762487,0.64671363,0.39567736,0.58534332,0.46243985,0.48308963,0.47613135,0.61111484,0.35489797,0.64975002,0.83872015,0.67834412,0.46690299,0.58422958,0.49245097,0.3794889,0.56246861,0.52666468,0.72880391,0.52509544,0.46932738,0.64474402,0.51509916,0.53392739
38,2,0.67633293,0.57555598,0.64071316,0.56773204,0.65842027,0.80049309,0.32850651,0.55656875,0.74410891,0.72178953,0.6687203,0.56179367,0.64853303,0.56893066,0.56394055,0.43353908,0.58022786,0.66311907,0.3978272,0.36811478,0.50996983,0.67147011,0.63743246,0.45849673,0.60083328,0.53647042,0.48225136,0.47446371,0.61652116,0.34835038,0.66683878,0.76985981,0.69243323,0.50543284,0.53588542,0.4998441,0.40654001,0.57156409,0.51183445,0.72218492,0.57029876,0.5140614,0.66372602,0.49641984,0.5240264
39,0,0.69097119,0.60349838,0.63168336,0.57520725,0.56972536,0.78144757,0.34123763,0.48865895,0.71485149,0.69923927,0.73077854,0.64540608,0.58835739,0.57123762,0.44237819,0.44668388,0.60845052,0.71659642,0.37484663,0.38949328,0.55184873,0.69793499,0.63516859,0.49532828,0.62030231,0.56842627,0.50528804,0.50265207,0.63487576,0.3343575,0.66022457,0.73370976,0.69950498,0.50839552,0.44691194,0.518011,0.42370545,0.55163216,0.46721625,0.68696636,0.62174274,0.55711474,0.67230014,0.55321362,0.45668767
39,1,0.71080433,0.65169184,0.59268389,0.4990656,0.54715776,0.7630184,0.38793501,0.36851043,0.70727723,0.68293787,0.74423226,0.70210097,0.46506553,0.56046275,0.18229687,0.45991686,0.65800781,0.68229715,0.35073279,0.40619159,0.56165018,0.66878634,0.64146775,0.45645425,0.62785996,0.50997736,0.50712215,0.51352483,0.66099396,0.30515941,0.65380706,0.73740914,0.69297721,0.47258209,0.37519966,0.55143185,0.43449059,0.5433458,0.4327965,0.64915712,0.64170124,0.55983147,0.65257471,0.63118713,0.3450165
39,2,0.70395326,0.67922003,0.48436594,0.36084144,0.60902704,0.68392181,0.42544357,0.23796549,0.7190099,0.68384351,0.69481552,0.73471308,0.40392522,0.5334713,0.16420049,0.46984317,0.68346354,0.5256059,0.33724438,0.37674504,0.49383989,0.61408976,0.65595377,0.36548574,0.62960403,0.35255449,0.47679945,0.47317808,0.72787105,0.24173338,0.67257602,0.72235202,0.6676277,0.41737313,0.31688851,0.59585624,0.44957128,0.53542771,0.39237241,0.596862,0.62312863,0.55291301,0.62541508,0.68358243,0.35326733
40,0,0.66338172,0.68240617,0.39653968,0.27816858,0.69367681,0.55910011,0.48304177,0.21504314,0.73465347,0.69158667,0.63605807,0.76625902,0.41985896,0.52723572,0.18389655,0.49394722,0.684375,0.42607482,0.41774881,0.34420269,0.39576931,0.57694946,0.66967376,0.3624183,0.62699438,0.37337249,0.43677045,0.4510285,0.75883143,0.19815835,0.7157692,0.72760903,0.64412773,0.40008209,0.29081567,0.55785673,0.46365165,0.56497963,0.36017082,0.53220463,0.61232365,0.58252081,0.63101551,0.75791328,0.49480948
40,1,0.63937209,0.69833684,0.39730424,0.3087019,0.76389185,0.54916791,0.53394758,0.33864257,0.77559406,0.70589567,0.67061263,0.80746315,0.56517863,0.55523137,0.2448577,0.55402784,0.69739583,0.52133298,0.50404738,0.3005184,0.35539185,0.61090652,0.68497367,0.4206328,0.63318261,0.44896688,0.44063406,0.47110638,0.81531229,0.17952894,0.74337349,0.77498702,0.64973073,0.49498507,0.33653498,0.42300812,0.46639206,0.60682998,0.38324056,0.53020506,0.64965145,0.66802887,0.62026069,0.83673353,0.59306931
40,2,0.64487558,0.70279743,0.47360269,0.40453304,0.78130722,0.64774148,0.59619,0.45812493,0.76787129,0.70105053,0.76535038,0.82514895,0.69596168,0.58707423,0.34335133,0.62208226,0.70071615,0.6231823,0.6062287,0.28093604,0.41970813,0.66459669,0.70569728,0.47494058,0.64640527,0.52652137,0.50782806,0.4765501,0.85782404,0.18470686,0.7437751,0.79705348,0.68166241,0.59224627,0.3533596,0.45363912,0.42614324,0.63863624,0.43713084,0.55323652,0.68765145,0.73600479,0.60400456,0.87958175,0.66108611
41,0,0.66603574,0.71063532,0.52441998,0.51804111,0.76316798,0.72400282,0.690033,0.57688107,0.73643564,0.67415323,0.84753305,0.85261838,0.78118555,0.63006514,0.44217823,0.68904705,0.70859375,0.71685985,0.72456544,0.35162091,0.4869431,0.70580737,0.72614732,0.54457071,0.66978877,0.62128503,0.59428337,0.48169997,0.85695097,0.21828698,0.74144742,0.80185618,0.72344013,0.64358209,0.37237781,0.55971937,0.36099529,0.66558786,0.44796669,0.569919,0.74952697,0.78939553,0.60222035,0.875206,0.69648965
41,1,0.68878008,0.71299305,0.54052201,0.6383152,0.70031935,0.81159637,0.78646579,0.67773288,0.69193069,0.62787538,0.90028515,0.86917529,0.88317477,0.74046682,0.52947411,0.74050513,0.71204427,0.81116965,0.7967621,0.42879673,0.54218761,0.72114955,0.73114014,0.58861408,0.68949034,0.71327484,0.68221354,0.49353512,0.79073203,0.28279117,0.7238505,0.78991433,0.75189033,0.66585075,0.4169737,0.65441864,0.31149126,0.68573182,0.42871712,0.58480625,0.7979668,0.80173595,0.59880061,0.80110246,0.69642964
41,2,0.6452562,0.65793666,0.44671764,0.66366381,0.58058335,0.74084705,0.74942414,0.65119581,0.57029703,0.50022641,0.75808347,0.72461587,0.83021755,0.80384041,0.581657,0.68199282,0.65911458,0.74857745,0.73787491,0.50933849,0.5127061,0.62459371,0.63100335,0.54901218,0.62174924,0.75134447,0.62429724,0.4393109,0.61725991,0.34146037,0.59908204,0.69437954,0.69694827,0.56770896,0.41455649,0.59698039,0.24382986,0.62373751,0.32271704,0.5219441,0.71352697,0.64791813,0.49408237,0.61732113,0.59744374
42,0,0.3695878,0.23867967,0.16293172,0.14409411,0.20821801,0.49679493,0.31720102,0.19231735,0.063267327,0.15331462,0.27467381,0.25138288,0.40270774,0.064911793,0.54967673,0.062565976,0.23591146,0.24362487,0.34279141,0.14071992,0.1916158,0.43650663,0.24647425,0.22784462,0.23154189,0.14792669,0.087419639,0.22411108,0.16395567,0.20594142,0.18281288,0.542108,0.43294348,0.2048209,0.10903525,0.29529827,0.073006052,0.18137381,0.11571835,0.10526892,0.21393361,0.35263443,0.16008326,0.34064329,0.078715872
42,1,0.24742056,0.2450137,0.11040074,0.11994825,0.18732382,0.52225059,0.25192056,0.1517473,0.15109901,0.10041206,0.14595178,0.19731577,0.19900872,0.084604424,0.48372326,0.064854821,0.24178385,0.2366333,0.25280334,0.12232769,0.14665684,0.37501864,0.20481499,0.1453877,0.12453976,0.14342627,0.099760494,0.2886938,0.16102754,0.1619268,0.13145644,0.45358904,0.29419028,0.15076119,0.092956022,0.24312792,0.090400134,0.18127337,0.059269961,0.094592425,0.17312863,0.28553339,0.20607127,0.24283685,0.12729073
42,2,0.1940624,0.27308991,0.097574479,0.16467967,0.20374707,0.57136568,0.26087281,0.1913891,0.1915495,0.11129324,0.14946859,0.22129821,0.14838001,0.11234224,0.37889089,0.10031492,0.26996745,0.29406744,0.21650477,0.1437427,0.18044622,0.34792008,0.21864442,0.12820856,0.12181384,0.16284319,0.15873566,0.33892889,0.2051914,0.18106983,0.15838046,0.40378375,0.29435892,0.15878358,0.12376211,0.27235579,0.1101883,0.22783885,0.076641312,0.11193169,0.18442324,0.25423339,0.24436239,0.17027334,0.18772877
43,0,0.21694047,0.28649079,0.11510018,0.20255882,0.20111986,0.62598397,0.28370167,0.22642241,0.19171782,0.13508422,0.1894755,0.25333333,0.20702548,0.14284842,0.30583217,0.13217232,0.28399089,0.31449947,0.2265593,0.15443925,0.19709535,0.33177277,0.24258259,0.14161468,0.16004134,0.17681149,0.18865499,0.35635469,0.23718603,0.19827865,0.18854192,0.33768172,0.3187619,0.18636567,0.12879885,0.3033068,0.11801446,0.23914402,0.089691072,0.11914179,0.2093527,0.25162026,0.24703871,0.14749105,0.24643264
43,1,0.22507741,0.28582808,0.12245584,0.20294695,0.19315733,0.62291098,0.28490942,0.23856066,0.18391089,0.14986416,0.20519312,0.25766698,0.24760828,0.15669019,0.22776778,0.14599735,0.28348307,0.30971022,0.23458589,0.16111273,0.21842419,0.30314597,0.25746529,0.16749109,0.18966475,0.18574866,0.20262196,0.35400382,0.26218267,0.20430336,0.19324646,0.30958593,0.32649187,0.19429851,0.12856991,0.30257652,0.12086416,0.27323252,0.098431989,0.11887178,0.21415768,0.25174688,0.2252763,0.15037791,0.2689949
43,2,0.20271368,0.30557573,0.11773662,0.18745987,0.18188631,0.57712424,0.2840005,0.23299661,0.17135149,0.1561583,0.2133414,0.24348699,0.26065465,0.1789388,0.18809571,0.1561945,0.30104167,0.29591149,0.23177403,0.16454439,0.21974321,0.27189504,0.26442788,0.17872846,0.2074543,0.18146759,0.20557797,0.32219365,0.2886501,0.19761233,0.18533727,0.28649403,0.3204972,0.18726866,0.12962943,0.29512595,0.12190652,0.31217566,0.11239961,0.11929504,0.2126556,0.23632136,0.19691728,0.15753253,0.27356736
44,0,0.19725134,0.32628561,0.10482468,0.18623317,0.1809027,0.50048428,0.2811181,0.21644643,0.17264356,0.15692356,0.21457703,0.24200063,0.24393587,0.18560185,0.15817503,0.15810292,0.31999349,0.28860379,0.22694274,0.15316881,0.20750018,0.22174594,0.27446823,0.18149881,0.21424973,0.19561987,0.20206731,0.28491037,0.2943452,0.18732127,0.17505123,0.25792445,0.29652396,0.1768806,0.12680226,0.29130221,0.12679892,0.32850845,0.13361662,0.12907393,0.20139419,0.20662146,0.17150221,0.15019606,0.26761476
44,1,0.19714847,0.34765819,0.10290667,0.19327711,0.18162657,0.44461566,0.27877109,0.20577154,0.19192574,0.15804202,0.21195023,0.24772656,0.23324463,0.1914846,0.14601746,0.15713296,0.34110026,0.30920443,0.22895365,0.13968312,0.18550481,0.18429999,0.28744956,0.17872846,0.21598088,0.21386216,0.19466784,0.24722304,0.28858966,0.17759012,0.16550283,0.2369743,0.2709623,0.17535821,0.12738792,0.29988512,0.13123739,0.33097483,0.14473718,0.14053857,0.19176763,0.17970738,0.15604401,0.14247883,0.24833483
44,2,0.20339262,0.36804945,0.1083575,0.20189755,0.17802427,0.37094303,0.2744755,0.21140111,0.20113861,0.15632585,0.20519312,0.25263719,0.23462843,0.18880445,0.13911218,0.15053222,0.36155599,0.32298209,0.23095603,0.14005549,0.17307234,0.16511108,0.2898297,0.1756016,0.21579355,0.22303283,0.18261692,0.23900235,0.26511753,0.15990005,0.15095484,0.22553868,0.25705271,0.17378358,0.13062507,0.31769919,0.13386012,0.32139948,0.14613946,0.14519448,0.18476349,0.16645754,0.14990336,0.14102404,0.22990699
45,0,0.20931788,0.36037724,0.1210783,0.21171115,0.17055142,0.30128555,0.26496918,0.23426341,0.19113861,0.15726318,0.19435756,0.25014111,0.26527842,0.18166644,0.13263347,0.13573093,0.35587891,0.33194415,0.22818678,0.14871495,0.16535466,0.1463471,0.28237467,0.150765,0.21246689,0.2105293,0.17958528,0.23889215,0.19750168,0.14938226,0.13884108,0.22117731,0.24002067,0.1675,0.12593973,0.32931813,0.12141056,0.3174488,0.13885607,0.14493177,0.17682988,0.14828074,0.14819349,0.14834915,0.20318632
45,1,0.22344179,0.33318677,0.12883601,0.21415976,0.15942942,0.27298582,0.23899645,0.24760293,0.17839109,0.16047365,0.18338374,0.24782063,0.30983301,0.19455828,0.13411984,0.12434969,0.33001302,0.33695469,0.22464213,0.15452687,0.15913141,0.14068883,0.27735449,0.13721777,0.2036238,0.2024625,0.19551242,0.23878196,0.17018133,0.16117718,0.13169412,0.23163941,0.23152369,0.17382836,0.12521031,0.35068516,0.1130464,0.31344791,0.13181065,0.14578559,0.16629046,0.15155004,0.15706993,0.16897767,0.20084008
45,2,0.28596558,0.30272096,0.12935671,0.22327855,0.1768235,0.25656423,0.19234265,0.25885115,0.16872277,0.19002445,0.1896224,0.23481969,0.37153882,0.23918442,0.16074785,0.12569125,0.30047526,0.38894626,0.22210293,0.16751606,0.14859328,0.16944237,0.29510293,0.14533571,0.1894968,0.19088593,0.25915165,0.25161622,0.16760242,0.17159317,0.12839112,0.2449312,0.23027797,0.22111194,0.13631669,0.38546812,0.13866846,0.30897271,0.11101857,0.17480114,0.1653278,0.18913536,0.17720176,0.20437575,0.21041704
46,0,0.36530845,0.28136749,0.12911284,0.22439024,0.21070471,0.25276922,0.18553197,0.26997925,0.17530198,0.24470205,0.25200899,0.23320163,0.39630763,0.27784638,0.17373192,0.16876614,0.28033203,0.43651739,0.2368865,0.19313668,0.16597909,0.19770389,0.30428835,0.20596405,0.24834313,0.29822389,0.30807387,0.30085219,0.2316051,0.20596456,0.16928121,0.26516096,0.2347495,0.2753209,0.18059312,0.41300566,0.22492434,0.31600915,0.11289678,0.22115595,0.2106805,0.22303699,0.24265748,0.23132352,0.21765377
46,1,0.40411065,0.28854266,0.15380965,0.23840146,0.25438791,0.27864753,0.26733487,0.30069346,0.23439109,0.28929542,0.31041217,0.25218564,0.4076309,0.31156195,0.23379324,0.25363734,0.28973958,0.47224974,0.27040729,0.23005257,0.23618887,0.28571642,0.36757404,0.29143642,0.3689232,0.46276536,0.34969116,0.37528651,0.35749496,0.27161631,0.29802475,0.34290628,0.22769407,0.344,0.23606645,0.48239107,0.33011096,0.36141398,0.16156461,0.31766766,0.29443983,0.28477362,0.32316499,0.30205717,0.24815482
46,2,0.39749617,0.31643408,0.1755932,0.27871005,0.26346178,0.33723695,0.30615078,0.3154199,0.33576238,0.3211737,0.33982546,0.30497962,0.41696494,0.34486362,0.34527095,0.31147572,0.31916016,0.49142782,0.27793115,0.25327103,0.32556655,0.37789623,0.42192053,0.32937463,0.45864608,0.52923861,0.39170553,0.41548634,0.41934856,0.32905465,0.35675764,0.38957035,0.28782571,0.38184328,0.27923544,0.51986543,0.36468561,0.441443,0.22079633,0.37721667,0.33654772,0.32370581,0.40487684,0.3560266,0.27039304
47,0,0.382395,0.31383419,0.18190746,0.27277301,0.2622227,0.37605001,0.29346946,0.30951185,0.35917822,0.33134849,0.33749244,0.33360928,0.41544807,0.35545529,0.42800107,0.31772375,0.31709635,0.47416228,0.27498296,0.25957944,0.36014172,0.40363799,0.43631763,0.34021836,0.47650669,0.54495471,0.41283877,0.40623714,0.44138348,0.34109481,0.38459143,0.43389148,0.37182179,0.38035821,0.28962837,0.5138098,0.35810356,0.47223369,0.24087877,0.37788076,0.34762656,0.3557886,0.43900976,0.3680741,0.26708071
47,1,0.35093765,0.30244058,0.18325204,0.24947051,0.28100064,0.40870829,0.27136276,0.31301736,0.35724257,0.33173791,0.32398687,0.34571966,0.41215488,0.3679468,0.49302806,0.30112112,0.30608073,0.4619863,0.27073108,0.2645663,0.37792044,0.41045922,0.45825183,0.34012923,0.45148246,0.54828757,0.43843439,0.37920952,0.42647414,0.34729536,0.40835997,0.4584891,0.41899037,0.37401493,0.29383452,0.48658406,0.33137189,0.48360583,0.24964093,0.3620594,0.34819917,0.38734186,0.46651137,0.36041939,0.25114311
47,2,0.32532327,0.28747212,0.17283812,0.24648043,0.32902704,0.4325262,0.26062379,0.33659495,0.33596535,0.32345137,0.31236499,0.32288492,0.39807731,0.38996472,0.49936013,0.29973547,0.29134115,0.5217334,0.26937628,0.27038551,0.37742931,0.4054048,0.50113535,0.31909537,0.35228344,0.53591848,0.44515316,0.34758301,0.36795165,0.34616168,0.41437587,0.45467939,0.444193,0.38990299,0.28518795,0.46204973,0.27644586,0.47560404,0.24323716,0.32845362,0.33843154,0.41623594,0.47075878,0.33700631,0.24471047
48,0,0.37206695,0.29860447,0.151773,0.25102305,0.3477624,0.43083561,0.26639482,0.33980561,0.29626238,0.33666455,0.30031107,0.29893384,0.36275032,0.3941851,0.43439979,0.32408515,0.30213542,0.53566913,0.27486367,0.26400409,0.32819056,0.36821232,0.48741536,0.29611557,0.30408242,0.53467308,0.42040212,0.3470908,0.30032236,0.32250243,0.39140234,0.42904335,0.42003481,0.43326119,0.27420935,0.43609584,0.25826328,0.46055466,0.2173926,0.30214552,0.32236515,0.42257883,0.45183129,0.32028755,0.25383738
48,1,0.40389462,0.31292933,0.1653836,0.27233217,0.36200554,0.41378885,0.29184461,0.33871355,0.29104455,0.36596178,0.26570466,0.32433365,0.3136917,0.36847605,0.35608212,0.34670278,0.31642578,0.54789252,0.28485003,0.22642377,0.26426717,0.28124348,0.39744204,0.26723113,0.33362832,0.54417634,0.34929409,0.40043344,0.35536602,0.30139281,0.30503237,0.40125909,0.43482021,0.45529104,0.27489618,0.4181669,0.30045393,0.43335751,0.18407343,0.28486463,0.30375104,0.38819372,0.41407543,0.30968915,0.28214221
