,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
132,45,2,0.89076407,0.93793131,0.82085239,0.9365658000000001,0.96992915,0.89859661,0.39839075,0.89475514,0.87331955,0.93308232,0.94930828,0.98278789,0.97771329,0.94761543,0.98127609,0.99169233,0.93822877,0.76545225,0.87745141,0.94734187,0.98144529,0.95989127,0.74744438,0.10644029,0.89464853,0.96099581,0.98868124,0.97671883,0.74776956,0.78077053,0.91106124,0.89599352,0.93978465,0.91481078,0.84699023,0.98361158
133,46,0,0.93732869,0.9662214,0.84013937,0.94522957,0.92320035,0.95552367,0.39851726,0.91500174,0.8964937,0.94848537,0.95280284,0.98903545,0.9966174999999999,0.96153745,0.99518316,1.0,0.95006069,0.79842431,0.92519363,0.9632815,1.0,0.94682943,0.75933721,0.13086788,0.92706241,0.98435017,1.0,0.93378306,0.82953917,0.75529075,0.9560665999999999,0.86864289,0.97079347,0.94214297,0.87767102,1.0
134,46,1,0.97896585,0.98268695,0.85085619,0.95320709,0.87149579,0.98476228,0.39864378,0.92623499,0.91730836,0.95750715,0.94673875,0.98449936,1.0,0.96422485,0.97505126,0.99174007,0.94407729,0.81357186,0.9637732,0.96055227,0.99758459,0.92786924,0.7504844,0.17507624,0.94305326,1.0,0.99954389,0.87547868,0.90465037,0.72857246,0.98028608,0.83184345,0.98766117,0.95205835,0.88837973,0.99458262
135,46,2,0.99849096,0.9868437,0.85006357,0.95715297,0.81793434,1.0,0.39870703,0.92578031,0.9366232,0.95965869,0.93662507,0.97340958,0.99290878,0.95540232,0.96116889,0.9772494,0.92051153,0.81448594,0.98968289,0.94415394,0.99003096,0.90793455,0.72462751,0.19093382,0.94434982,0.99121202,0.98995355,0.81169638,0.95920731,0.69480785,0.99341753,0.79972209,0.99914506,0.94806105,0.89100764,0.98224872
136,47,0,1.0,0.97392954,0.83637444,0.95944758,0.76619373,0.9953989999999999,0.39960528,0.91826473,0.95163975,0.95484218,0.91411598,0.95621139,0.97685479,0.93699693,0.92110269,0.95738738,0.88258807,0.80430051,1.0,0.91892574,0.97024659,0.88227249,0.68039687,0.19334048,0.93174018,0.96951895,0.97323347,0.73563947,0.98757797,0.65836179,0.9940205,0.76792497,1.0,0.93303224,0.88409296,0.95385009
137,47,1,0.98694219,0.92378627,0.79543916,0.95904012,0.70197768,0.96866703,0.40016194,0.89520982,0.96190076,0.94481798,0.8740724,0.92635109,0.95221579,0.90586246,0.85890374,0.9264245999999999,0.80351647,0.78490903,0.99386234,0.87674877,0.92672537,0.84978886,0.61712434,0.1957801,0.91051227,0.92151009,0.94185781,0.61695113,1.0,0.60211149,0.98010184,0.73742473,0.99038773,0.90019727,0.86802989,0.91543441
138,47,2,0.95845524,0.86058759,0.73873413,0.95498703,0.6454416000000001,0.92259107,0.40026315,0.87236888,0.9544565,0.92819246,0.84075071,0.90559081,0.91857969,0.86387352,0.83091668,0.88830003,0.73982025,0.75716027,0.96878562,0.82927389,0.90500867,0.81453557,0.54065611,0.20573642,0.87858142,0.87328454,0.9118864999999999,0.52849281,0.98660421,0.5557092,0.95454241,0.7114868000000001,0.96866768,0.8551886999999999,0.83460622,0.86603066
139,48,0,0.91512426,0.74540942,0.6632375,0.94306363,0.58439849,0.85184452,0.40036436,0.83679692,0.92603296,0.90220288,0.76582318,0.87979351,0.86114593,0.80519651,0.77867253,0.81197928,0.6591302,0.71670149,0.9262458,0.7654236,0.85421927,0.7633995,0.47043496,0.22528641,0.82260074,0.79797275,0.86898803,0.38167939,0.95218044,0.50502621,0.90757738,0.67987494,0.92966403,0.78388621,0.79651803,0.81335605
140,48,1,0.82836993,0.58359902,0.52360508,0.91158242,0.50731039,0.74435594,0.40157889,0.77009281,0.86181479,0.85349991,0.6224022,0.82355151,0.7395134,0.72052385,0.640911,0.71811215,0.53856717,0.54585619,0.85313459,0.63283794,0.76599108,0.66148638,0.44745106,0.28065606,0.72327444,0.67171474,0.81223819,0.25398798,0.85154091,0.4351402,0.80597615,0.63758685,0.85509959,0.68135804,0.7191098000000001,0.59383305
141,48,2,0.73160666,0.48488640000000005,0.42188609,0.87199502,0.44048027,0.63051831,0.40518452,0.64109765,0.78921954,0.78528642,0.53433922,0.72981021,0.61350252,0.62466899,0.49685053,0.63205137,0.38758445,0.40841821,0.74870671,0.50892161,0.68902747,0.57526799,0.4770161,0.28695294,0.61192322,0.47024125,0.73135045,0.24590804,0.72995236,0.39158771,0.67772679,0.5857573,0.74187809,0.6032809,0.58814158,0.45444634
142,49,0,0.59724061,0.37664958,0.29112106,0.81966932,0.37999603,0.44261944,0.40445074,0.5817219,0.70447936,0.70946921,0.46159064,0.66932432,0.50289315,0.50107496,0.35219722,0.52655828,0.29286774,0.35107078,0.66764577,0.37982203,0.56856459,0.42741618,0.50016703,0.28792549,0.49223338,0.33110223,0.6569683000000001,0.25550962,0.56304445,0.34382666,0.50978159,0.53089393,0.61366052,0.49896174,0.44119241,0.32078365
143,49,1,0.46349049999999997,0.31389483,0.22199838,0.75381184,0.31911518,0.30325368,0.40104753,0.44609377,0.59843067,0.61592626,0.40043579,0.57029554,0.42253739,0.37936866,0.28938073,0.4425983,0.22451232,0.33685906,0.5497880999999999,0.28998670000000004,0.4788652,0.35246448,0.51159217,0.28937608,0.36728105,0.25721096,0.56138898,0.25347316,0.43748191,0.30080323,0.42054134,0.45940249999999994,0.46839041,0.39754971,0.25541595,0.26178876
144,49,2,0.27960026,0.27246862,0.17982463,0.68926251,0.2546828,0.20358185,0.40093367,0.31386237,0.48773618,0.49629593,0.36043333,0.45904992,0.36608231,0.25447681,0.24780772,0.35548712,0.19975723,0.31483416,0.37428029,0.2549883,0.38964889,0.27730762,0.5049108,0.31360752,0.25506546,0.21540665,0.43841897,0.23852806,0.33634234,0.25441297,0.32217272,0.36725336,0.33164656,0.29452837,0.14892502,0.23393526
145,50,0,0.19503865,0.22940797,0.18000627,0.61574918,0.19823685,0.16268243,0.39782144,0.18357538,0.38668081,0.38637197,0.34990852,0.35364836,0.37784379,0.17667339999999998,0.24151619,0.28823796,0.20780049,0.26251415,0.09159286900000001,0.25636439,0.35363738,0.21741806,0.47257299,0.31456359,0.17959578,0.20315163,0.36120413,0.20397910000000002,0.28523304,0.20597855,0.24318304,0.2668365,0.24303341,0.18218086,0.10647286,0.20091993
146,50,1,0.17752764,0.15927398,0.21664823,0.53442989,0.16931079,0.17991721,0.38217173,0.14326406,0.32193222,0.46932838,0.35342364,0.27504592,0.44458371,0.17411709,0.23989823,0.27162262,0.22013512,0.20257465,0.098987286,0.29264713,0.39092247,0.21405002,0.40973475,0.31601418,0.12826999,0.20104493,0.29751659,0.19851132,0.2948917,0.18450291,0.13956016,0.18913154,0.22149129,0.18669470000000002,0.13440092,0.153523
147,50,2,0.20614394,0.15036119,0.26291716,0.49846669,0.2018605,0.19769455,0.38184279,0.17170291,0.310336,0.60020537,0.33114067,0.2570546,0.48694219,0.19676988,0.22361979,0.25870754,0.2084258,0.23783407,0.13106094,0.34184212,0.44377594,0.21184456,0.39092671,0.35204813,0.16325664,0.21446767,0.29792469,0.22930689,0.32263073,0.22459237,0.1773918,0.16689671,0.23004067,0.21002959,0.17749856,0.1770017
148,51,0,0.22347325,0.18332257,0.28753777,0.47738629,0.22980403,0.21115124,0.38172893,0.2239295,0.31393924,0.68438424,0.31290727,0.26160461,0.5031507000000001,0.21019375,0.22444483,0.25832557,0.20680734,0.26799861,0.15018267,0.37009770000000003,0.46705167,0.20555299,0.40990178,0.43303387,0.19066226,0.2331656,0.31061179,0.24947884,0.36342343,0.27343562,0.20909822,0.1725359,0.24007579,0.2318045,0.20642194,0.20773424
149,51,1,0.24002341,0.22757173,0.30844301,0.45877206,0.27262074,0.22670229,0.38150121,0.25190029,0.3312604,0.74281802,0.31689518,0.27755051,0.51812297,0.22699982,0.24625151,0.26706295,0.21476477,0.30904501,0.17368113,0.39835329,0.48527700000000007,0.20586073,0.46108104,0.49135416,0.21467141,0.25697019,0.33658613,0.27835967,0.42050688,0.31930884,0.26659855,0.18995831,0.25216045,0.24908893,0.23917221,0.24361158
150,51,2,0.25495057,0.26885669,0.31636916,0.45199545,0.30128540000000004,0.25727667,0.3804638,0.27703335,0.34953268,0.79516393,0.33800645,0.30028664,0.52742913,0.25223513,0.2690018,0.28408413,0.23294793,0.33614085,0.19886015,0.43199853,0.49757361,0.21839257,0.51747177,0.52316822,0.23927800000000002,0.28326191,0.35894758,0.29007634,0.46190489,0.34955029,0.28927709999999995,0.20595646,0.26452239,0.26776722,0.26499138,0.28057922
151,52,0,0.26302239,0.33326607,0.31975429,0.44650554,0.33274442,0.30394631,0.34006806,0.30064992,0.35867796,0.83335371,0.38255185,0.33830077,0.53676963,0.28849532,0.2990638,0.29585333,0.25820572,0.35344302,0.22310389999999997,0.45754782,0.49717837,0.24875622,0.581212,0.52142092,0.25684505,0.31692108,0.39704488,0.30722021,0.51040872,0.38972392,0.30582541,0.22910375,0.2857572,0.28741629,0.28011826,0.32720613
152,52,1,0.26612670000000005,0.36871948,0.32952988,0.43563295,0.35574826,0.33023302,0.32005364,0.29471235,0.35277011,0.82205814,0.42021091,0.3822007,0.53721605,0.32002307,0.33211471,0.29196209,0.27047904,0.36365021,0.23893029,0.47140039,0.47543971,0.28941205,0.62975212,0.50953598,0.26185331,0.3314393,0.40598706,0.32692552,0.52175172,0.40669039,0.32445062,0.24870309999999998,0.30740792,0.29886311,0.29205879999999995,0.3525724
153,52,2,0.25945921,0.37709351,0.34229429,0.41631104,0.35780346,0.34284866,0.31845957,0.25045602,0.32434657,0.75467592,0.45476597,0.40410196,0.50342542,0.34013267,0.35973125,0.2791425,0.26965755,0.36018978,0.25266696,0.46302922,0.41476911,0.31647604,0.6354981,0.46619962,0.25333672,0.3274185,0.40112587,0.34713804,0.49932889,0.38807657,0.327432,0.25801297,0.32748741,0.29686446,0.29151679,0.34931857
154,53,0,0.25205876,0.36633843,0.35056722,0.39696768,0.34498549,0.34270024,0.30960363,0.22164539999999996,0.31315274,0.69252586,0.46767529,0.40611955,0.47748149999999995,0.33892661,0.3734407,0.27004703,0.26423816,0.34375816,0.26058746,0.44603459,0.37072089,0.32432340000000004,0.6252422,0.42916014,0.24388458,0.32303655,0.39627669,0.35248916,0.47816933,0.36383531,0.31838738,0.2532654,0.33083784,0.28933707,0.28961156,0.33507666
155,53,1,0.2333436,0.29742927,0.36797173,0.35298407,0.31507689,0.34482759,0.28088509,0.17623098,0.28988715,0.42160338,0.46502354,0.40212612,0.41826205,0.32744291,0.3534323,0.20884003,0.25113108,0.2915252,0.27908812,0.34374570000000004,0.30640522,0.30519225,0.60148994,0.36962004,0.22826745,0.31735446,0.39225571,0.35198194,0.45032503,0.2796282,0.21854482,0.20969429999999997,0.31916909,0.26530135,0.27821302,0.29505963
156,53,2,0.2358135,0.25035312,0.3913704,0.34629324,0.31516703,0.35582711,0.25346963,0.16811897,0.29019809,0.30798758,0.44718071,0.39351311,0.40263732,0.32049501,0.33349801,0.17365418,0.23982638,0.28471315,0.29374543,0.31101784,0.28387607,0.2815134,0.59514265,0.32292096,0.23456464,0.31528386,0.39644473,0.34635186,0.44311393,0.23427204,0.15801454,0.1918944,0.30523592,0.26252401,0.27174181,0.28032368
157,54,0,0.24518185,0.22276928,0.41102066,0.35272673,0.33541257,0.37530302,0.2343155,0.17309369,0.30856181,0.26459011,0.43102349999999995,0.38368954,0.41396954,0.32396896,0.3218635,0.19412972,0.23313184,0.30364759999999996,0.30159287,0.30867849999999997,0.29503085,0.25104717,0.59758135,0.31057447,0.25006229,0.31655993,0.40057374,0.35190586,0.43950838,0.22326968,0.14455145,0.18803381,0.30216276,0.26942844,0.27423832,0.28541738
158,54,1,0.26019525,0.24524799,0.43572384,0.38637387,0.3578936,0.41006613,0.23334135,0.19347937,0.33466245,0.36669029999999997,0.42717948,0.37157009999999996,0.44690167,0.34850948,0.3361658,0.31120342,0.23495874,0.34301819,0.31145696,0.35438741,0.35761182,0.25622745,0.60640075,0.37352675,0.28086945,0.32176049,0.40657519999999997,0.38332784,0.43606074,0.25063729,0.19199719,0.20632932,0.31845279,0.28645590000000004,0.2823027,0.31879046
159,54,2,0.27246774,0.29401913,0.45091564,0.41268684,0.38156448,0.47794324,0.26542515,0.25054428,0.37155452,0.45502555,0.44508397,0.37056826,0.48908844,0.39477203,0.39100363,0.4072907,0.25657499,0.40088796,0.31914365,0.45353424,0.44002108,0.28799302,0.61973007,0.45194099,0.31185967,0.32609428,0.41276872,0.43273059,0.44227176,0.30062287,0.24614766,0.25812876,0.35265031,0.30387271,0.29742958,0.35546848
160,55,0,0.27331773,0.33098592,0.4580822,0.42383822,0.40022355,0.53660186,0.29788849,0.3023884,0.39922814,0.50864282,0.46582523,0.37969611,0.52682818,0.43453239,0.4319838,0.46176801,0.28061894,0.43516584,0.32231477,0.51369203,0.4977932,0.31238994,0.64117726,0.49694222,0.33041820000000005,0.32739442,0.41498926,0.46651112,0.45682554,0.35622385,0.30778507,0.30907828,0.38684782,0.31578674,0.30767841,0.38349233
161,55,1,0.26883065,0.36149562,0.46163246,0.42892068,0.42625611,0.59695905,0.34283871,0.34954131,0.42499954,0.53206523,0.49071885,0.3925391,0.57341048,0.48904066,0.47573055,0.51209148,0.31210535,0.4666362,0.32368844,0.57118939,0.54884609,0.33511138,0.6722121999999999,0.53355312,0.35314605,0.32477007,0.41335686,0.50833101,0.48645946,0.42093935,0.38903591,0.37174618,0.43465502,0.32308052,0.31444527,0.41410562
162,55,2,0.25855687,0.38070544,0.46437359,0.41682572,0.45012529999999995,0.67314764,0.36327062,0.3968012,0.44021729,0.54064693,0.51197402,0.39792397,0.60529524,0.55827063,0.50897908,0.56855022,0.3385402,0.4873988,0.31787228,0.61582038,0.58250807,0.36041442,0.70712234,0.5457018,0.37996695,0.31576540000000003,0.40271026,0.5555781,0.53069979,0.47519359,0.47006901,0.42468736,0.47391284,0.32515704,0.31812433,0.44262351
163,56,0,0.24009116,0.38219864,0.46473687,0.38607364,0.46824352,0.71580996,0.37396101,0.43568964,0.44069285,0.53162514,0.5147079999999999,0.39177381,0.6195291999999999,0.60154427,0.5335573,0.60856072,0.35061734,0.49292679,0.30790589,0.62815926,0.58316682,0.37465593,0.73665397,0.53534987,0.40569467,0.29337409999999997,0.37926854,0.58144607,0.55020133,0.51938339,0.51609607,0.46711440000000004,0.48708351,0.31443699999999997,0.31488872,0.45977853
164,56,1,0.2101198,0.36426006,0.44708466,0.32527718,0.45394725,0.72669404,0.37759194,0.44526465,0.4297368,0.48580719,0.50241536,0.37769244,0.61319345,0.62316143,0.5407949000000001,0.60839361,0.34971003,0.47238182,0.28721321,0.61565983,0.55835401,0.35711477,0.73748914,0.53312454,0.42730393,0.26219483,0.33430557,0.58603637,0.53551596,0.53329566,0.54959467,0.48862899,0.47241092,0.28009656,0.29856286,0.44908007
165,56,2,0.17531644,0.29502805,0.41178025,0.30361777,0.41844995,0.69913752,0.3776805,0.43782931,0.42362775,0.40407325,0.47801509,0.36298492,0.57912811,0.62574395,0.52056419,0.56993483,0.33368482,0.43849569,0.25599883,0.56497408,0.49649766,0.32446017,0.70177724,0.5326465,0.43175289,0.25054172,0.25335782,0.55319419,0.50572414,0.52296667,0.57384765,0.48983326,0.43273719,0.23302445,0.27706332,0.41103918
166,57,0,0.15046349,0.24105089,0.37091101,0.29349574,0.37727379,0.64003364,0.37771846,0.41169863,0.43216944,0.35691059,0.42150595,0.34555018,0.53045106,0.59902729,0.47345799,0.51839385,0.30648978,0.39518586,0.21249452,0.50777487,0.41760172,0.27320442,0.65768023,0.52986071,0.41324520000000003,0.25237155,0.18551727,0.45979052,0.47122141,0.49185946,0.58661061,0.47056508,0.37700448,0.21182578,0.25167118,0.33775128
167,57,1,0.14955191,0.20509302,0.35017091,0.29782763,0.33090555,0.58096275,0.37775641,0.38257241,0.44513745,0.33402606,0.40310811,0.32643179,0.45536649,0.57868173,0.42899489,0.46253193,0.27918439,0.35213720000000004,0.17807979,0.45541489,0.36624141,0.24749107,0.63085455,0.52590456,0.39577984,0.25937786,0.16320382,0.41056529,0.4460089,0.45733731,0.58880477,0.41829551,0.32543093,0.19559778,0.24152089999999998,0.30332198
168,57,2,0.16933264,0.15934259,0.32304034,0.31193841,0.28260830000000003,0.48142285,0.37783232,0.31166921,0.46586066,0.31896531,0.35959052,0.29497134,0.36649439,0.51542959,0.31116765,0.3842775,0.24805356,0.30438757,0.13690048,0.34773634,0.2311763,0.18399412,0.60389524,0.52496497,0.32589297,0.27278856,0.15046871,0.3465801,0.41503277,0.38705449,0.58436621,0.35893932,0.26523869,0.17331672,0.22573705,0.22548552
169,58,0,0.20567583,0.15009887,0.34452352,0.33955952,0.23973751,0.42073583,0.37948964,0.22739308,0.48349277,0.3751253,0.34968241,0.26973062,0.2643842,0.4437482,0.29182620000000004,0.32896464,0.22865656,0.28406024,0.12547421,0.32138434,0.17873564,0.15909114,0.60092203,0.52221215,0.25971781,0.28993114,0.16912127,0.32134615,0.38934653,0.32064355,0.57456787,0.27503474,0.24649938,0.15659295,0.23422846,0.19550256
170,58,1,0.24593637,0.18666008,0.37241368,0.36574382,0.21199228,0.40335428,0.38260187,0.17662682,0.49695462,0.50209041,0.36324953,0.2589887,0.22175100000000003,0.34445872,0.31894869,0.25772876,0.22284481,0.29239575,0.17499635,0.32982432,0.19401638,0.15514524,0.60877263,0.46568862,0.20298716,0.29573362,0.23511337,0.33925084,0.37366108,0.30098359999999996,0.56202265,0.20311718,0.25454041,0.16808908,0.257469,0.22298126
171,58,2,0.2829725,0.23774164,0.3947225,0.36926079,0.23034488,0.42983888,0.38165302,0.18866512,0.49355258,0.62981345,0.39457726,0.28183614,0.2312632,0.30530138,0.35985475,0.25622478,0.23503231,0.31492122,0.21814993,0.35333242,0.27335807,0.19177309,0.61375025,0.42906124,0.19877971,0.28692156,0.3147408,0.37440085,0.37263468,0.33384638,0.55783532,0.18682723,0.27780859,0.21053574,0.26929457,0.27536627
172,59,0,0.3035909,0.2829412,0.40454763,0.36574382,0.2603977,0.47764639999999997,0.3785914,0.21597261,0.49477804,0.69252586,0.42863897,0.30999889,0.24173692,0.30409533,0.37707186,0.27902313,0.25198936,0.3377949,0.24689464,0.36246044,0.31578138,0.20791233,0.62657847,0.41740707,0.21103852,0.28075793,0.35316217,0.40605108,0.38176698,0.3742605,0.55580866,0.19682029,0.30354915,0.22735555,0.28294325,0.30899489
173,59,1,0.33072588,0.37937366,0.40872538,0.36066136,0.30395356,0.54095549,0.37726301,0.23566557,0.50004573,0.72746388,0.47417107,0.34717816,0.25506087,0.32050811,0.3862115,0.31939173,0.2764747,0.36267085,0.28655559999999997,0.36541902,0.36641707,0.22647929,0.65013029,0.40014836,0.23576967,0.27791689,0.39822117,0.45220765,0.40087375,0.42039825,0.55205681,0.21782075,0.34747447,0.23929035,0.29810298,0.34374787
174,59,2,0.35656432,0.43623633,0.40578609,0.35171881,0.34835674,0.62951236,0.37502372,0.26772579999999996,0.50282589,0.75086184,0.50496433,0.39035454,0.26280455,0.35224561,0.38430946,0.36138366,0.3011317,0.38454340000000004,0.31904136,0.36404293,0.40508553,0.25564617,0.67525222,0.36901014,0.26131944,0.28198584,0.42247908,0.50183865,0.41826986,0.46361406,0.54860646,0.24159333,0.38481446,0.243677,0.30900879,0.38546848
175,60,0,0.37119276,0.48900278,0.39346753,0.32221055,0.3802304,0.69450354,0.37241754,0.29642408,0.49783257,0.75670522,0.52167657,0.43745478,0.26531138,0.37754647,0.37282316,0.39127217,0.3157101,0.39664403,0.33409323,0.36037338,0.44695988,0.28023115,0.7255295,0.35582296,0.26856489,0.29604661,0.43636647,0.52968477,0.43234992,0.49403588,0.54724977,0.26936082,0.41480659999999997,0.23711779,0.31334483,0.4116184
176,60,1,0.37020726,0.50968562,0.36861573,0.28849907,0.41601615,0.74374577,0.37007705,0.31319372,0.46895177,0.73912618,0.5170103,0.48882674,0.25746467,0.40731758,0.33992046,0.39781327,0.32056548,0.3835205,0.34534561,0.35071786,0.46096924,0.31174027,0.72442707,0.35478447,0.24883691,0.30907209,0.43857501,0.54677792,0.42487565,0.50626473,0.54075104,0.31572487,0.43380008,0.21508332,0.31235937,0.42390119
177,60,2,0.34951187,0.50542798,0.34044486,0.26707555,0.42412879,0.74082686,0.35479423,0.30056969,0.42831013,0.68409085,0.48002959999999995,0.49848333,0.24874229,0.41400329999999996,0.31487291,0.38198572,0.30418470000000003,0.35054845,0.35143943,0.33711756,0.43626622,0.33261527,0.69703347,0.35142174,0.23206813,0.31063707,0.42161487,0.53100353,0.3981367,0.48049637,0.51926169,0.33679944,0.42795416,0.19870477,0.30224193,0.40650767
178,61,0,0.32142527,0.47951895,0.31638567,0.25423002,0.40101678,0.69897261,0.34899991,0.28254299,0.38836354,0.53040268,0.44407672,0.48803362,0.23744441,0.39917674,0.28266186,0.35956934,0.28482448,0.32319143,0.35829315,0.31432044,0.40078171,0.32552017,0.66028596,0.34906453,0.21448074,0.30878317,0.39005917,0.49935329999999994,0.37834566,0.43595787,0.48499263,0.33874479,0.41275013,0.18036391,0.2927979,0.37136286
179,61,1,0.27079240000000004,0.35398927,0.31712875,0.23085501,0.30200653,0.59092333,0.30559316,0.19804488,0.31933496,0.28857485,0.40506095,0.44115601,0.1572655,0.33756325,0.23258405,0.21295328,0.25625621,0.25494037,0.37593161,0.22314343,0.35987352,0.25007266,0.5899979999999999,0.24554521,0.19949155,0.29874320000000004,0.32560345,0.39998986,0.36371292,0.30584147,0.28110344,0.28209819,0.36505846,0.16698853,0.2782623,0.28431005
180,61,2,0.25169844,0.28810686,0.35180568,0.24001201,0.25165408,0.50858358,0.26433713,0.15410415,0.30858009999999997,0.24992054,0.39229552,0.3781377,0.13918889,0.29093364,0.24035521,0.16247941,0.24756311,0.22999913,0.38507964,0.22238200000000002,0.34050636,0.21189585,0.57402953,0.15703948,0.21762044,0.28911253,0.29539208,0.3505871,0.37500329,0.23377904,0.18791036,0.24008800000000002,0.34377744,0.17969164,0.269853,0.24350937
181,62,0,0.23374396,0.22876226,0.40287984,0.26566018,0.22720799,0.41621729,0.23351846,0.13567894,0.31975564,0.33084766,0.39202829,0.33459954,0.18121255,0.27158438,0.25613220000000003,0.18126,0.24786964,0.22945504,0.38443665,0.27060685,0.33905711,0.18399412,0.56641277,0.12750515,0.24652091,0.28528435,0.28910254,0.32061069,0.40921652,0.19991823,0.15957892,0.21097962,0.33691483,0.20355864,0.26024472,0.20971039
182,62,1,0.22638662,0.22046895,0.44807543,0.28258026,0.23221979999999998,0.33028249,0.23317688,0.13867448,0.34530756,0.46280042,0.39414558,0.30251294,0.23200151,0.29667549,0.29461749,0.31289837,0.25424539,0.23974928,0.37300891,0.31370121,0.34107727,0.19440598,0.56784927,0.20176378,0.28857252,0.29664853,0.29003877,0.30810783,0.44324552,0.2201794,0.16888316,0.18444882,0.34493276,0.22208119,0.2545783,0.19112436
183,62,2,0.22965107,0.26363049,0.47304282,0.30486157,0.26065009,0.28971454,0.24265273,0.1690524,0.37941946,0.57174641,0.40053857,0.3275032,0.26716574,0.37569807,0.32495121,0.40559574,0.26177369,0.27032733,0.34617858,0.37133618,0.355416,0.23343762,0.58234783,0.35361411,0.33039278,0.32209756,0.29628029,0.32045852,0.48451194,0.29394929999999997,0.2011088,0.18357805,0.37162068,0.23774594,0.25259095,0.19887564
184,63,0,0.23866219,0.30035514,0.48699615,0.31886513,0.29355135,0.28661423,0.25174905,0.18724491,0.40544693,0.61167209,0.40538985,0.36738187,0.28012912,0.4124433,0.33577057,0.44338609,0.26433625,0.28926177,0.32585123,0.39860557,0.36837136,0.25807389,0.60596646,0.40687382,0.33934155,0.34400732,0.29724053,0.34150795,0.50969813,0.3488168,0.22388785,0.19308013,0.39486575,0.24702279,0.25717336,0.2046167
185,63,1,0.26326568,0.35195125,0.48290097,0.33166777,0.3567398,0.27835222,0.26515947,0.21544839,0.43187679,0.62326104,0.40666434,0.42845216,0.29007057,0.44387929,0.3462688,0.48852921,0.26375998,0.30939323,0.29329242,0.41399477,0.37904306,0.28589014,0.63907263,0.4638589,0.34198551,0.37667935,0.29228332,0.38018309999999994,0.54267442,0.42292338,0.25425432,0.21827466,0.42957161,0.25374552,0.26880184,0.20855196
186,63,2,0.29866958,0.39626296,0.43659902,0.3128391,0.41168941,0.25000412,0.28151765,0.24314905,0.44574104,0.61240556,0.39965465,0.46199978,0.28788997,0.44786450000000005,0.34762740000000003,0.51254506,0.26005714,0.33252808,0.25636417,0.41179304,0.35376913,0.31119318,0.67294715,0.50553037,0.33405364,0.40403043,0.27193835,0.42479268,0.55578072,0.48388726,0.27954576,0.23212135,0.44870373,0.26036962,0.28493061,0.20546848
187,64,0,0.33432909,0.45122886,0.33885962,0.27927773,0.46737818,0.22003991,0.29678782,0.24742571,0.44559472,0.47531845,0.37603552,0.47949018,0.27563057,0.42096432,0.33243584,0.5073647,0.25576576,0.36238792,0.16711968,0.36860694,0.32214927,0.30654289,0.66105432,0.513113,0.31427482,0.41698368,0.21884940000000003,0.4658771,0.55749138,0.53137175,0.29418464,0.24349236,0.45302463,0.26504179,0.30289891,0.18480409
188,64,1,0.36164578,0.48746923,0.30279562,0.30700607,0.51691936,0.21614802,0.30938856,0.24805959,0.42395698,0.31644703,0.36016609,0.47807091,0.27259147,0.31447786,0.31786182,0.42665139,0.27095722,0.37742666,0.16998393,0.34136049,0.34224106,0.26491255,0.62317098,0.48283195,0.28193721,0.41113305,0.17520675,0.47343461,0.53646341,0.53509932,0.28450355,0.24080593,0.44551504,0.25868764,0.30486984,0.19526405
189,64,2,0.36278525,0.49441059,0.33170957,0.31101628,0.52701509,0.22587774,0.3088572,0.24325069,0.40766009,0.37615217,0.36372233,0.45562698,0.27631737,0.27408825,0.31667614,0.37207859,0.29339497,0.37272569,0.19276633,0.33709463,0.35616258,0.23528406,0.56918554,0.43713838,0.25197915,0.39124573,0.18755776,0.45403363,0.50982972,0.50739503,0.27187458,0.23304771,0.436388,0.24794944,0.29907202,0.21528109
190,65,0,0.34895753,0.48506800000000005,0.35674301,0.29984345,0.51470191,0.24025792,0.29389067,0.22981893,0.38018766,0.39089509,0.37469936,0.41574832,0.27932213,0.27100758,0.31057481,0.32588508,0.31426329,0.35899277,0.20853427,0.32714096,0.35750203,0.19804756,0.51055656,0.38964807,0.23073089999999996,0.35777917,0.20972717,0.41533311,0.48348554,0.45537733,0.24805708,0.21885827,0.42109155,0.22992784,0.28716433,0.22942078
191,65,1,0.32191802,0.44404536,0.36519758,0.26718278,0.4591754,0.25960191,0.27745657,0.20172511,0.32813272,0.36270507,0.37876950000000004,0.36747927,0.26932917,0.28571616,0.28031519,0.26813722,0.31736534,0.33278924,0.21879293,0.28709692,0.33905711,0.17265904,0.45640409,0.33427841,0.22022118,0.30050079,0.21757709,0.36671654,0.45890465,0.37083353,0.21392202,0.19679944,0.37852951,0.20623735,0.26374312,0.23413969
