,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
261,88,2,0.95377414,0.66259736,0.34118793,0.58448243,0.63031603,0.56158578,0.76927748,0.74727861,0.39381413,0.47377815,0.52613727,0.69659654,0.89370031,0.28306809,0.3977225,0.28506290000000006,0.44397307,0.38038652,0.41677627,0.60212834,0.61915636,0.47908225,0.66219015,0.57412017,0.43012584,0.38486541,0.78311908,0.57117496,0.74350607,0.50711846,0.398851,0.70886985,0.50568418,0.29590406,0.47709616,0.33516184
262,89,0,0.93782144,0.63896848,0.3332948,0.55997083,0.57181489,0.53115981,0.72340372,0.72235149,0.37581622,0.42172563,0.48399696,0.66804419,0.86772205,0.26965732,0.35597658,0.23804101,0.44159443,0.3570558,0.36882946,0.5295858,0.54904372,0.46933716,0.63275874,0.56553202,0.39481378,0.3630038,0.76224599,0.52699653,0.66676317,0.49193161,0.37297334,0.67945808,0.51555063,0.27129731,0.436068,0.32591141
263,89,1,0.90406825,0.60527059,0.32338711,0.53245695,0.51727992,0.50149244,0.66973673,0.69718366,0.36321402,0.38507616,0.42545275,0.62837424,0.83372538,0.26166068,0.32482771,0.21097185,0.43557425,0.33762079,0.31866141,0.45885509999999996,0.47284864,0.44876990000000005,0.59664595,0.56383417,0.35312063,0.33153561,0.74270522,0.48099211,0.58307235,0.47718965,0.33845303,0.63992589,0.51691391,0.24440637,0.38778024,0.31051107
264,89,2,0.83166518,0.51027079,0.30614772,0.47689305,0.38749572,0.46724055,0.584201,0.64133836,0.34856328,0.34084741,0.29742841,0.54748984,0.74591782,0.25760992,0.2775486,0.18015708,0.43052269,0.29132933,0.24052316,0.38062474,0.32212731,0.38416167,0.54509922,0.55977911,0.26447184,0.28581403,0.70140314,0.39752986,0.46798431,0.43796595,0.28795391,0.56917554,0.51326309,0.21301718,0.2858011,0.28996593
265,90,0,0.67355486,0.38185559999999996,0.29988936,0.40490232,0.27900269,0.47231979,0.44759182,0.51814705,0.33652809,0.3141488,0.22611877,0.45288585,0.61573462,0.28178338,0.24114814,0.16026164,0.43588077,0.22414469,0.14519801,0.32512270000000004,0.2322303,0.28724077,0.46321908,0.53602571,0.19528918,0.22464728,0.64911838,0.27184195,0.38631997,0.32928912,0.16268257,0.40358962,0.50362771,0.18269221,0.14226,0.28049404
266,90,1,0.57882418,0.31373340000000005,0.31476742,0.37758144,0.18096594,0.49299955,0.3682679,0.45114873,0.32822417,0.35842644,0.21020823,0.36660266,0.53156711,0.32660392,0.25225403,0.15435795,0.44633946,0.23648472,0.11239223,0.33232421,0.25965613,0.21656323,0.42874324,0.52926729,0.1770586,0.21666827,0.61563021,0.25698055,0.34744848,0.28915156,0.14194694,0.28761,0.49020287,0.20014017,0.10280036,0.29492334
267,90,2,0.49022204,0.27359861,0.34065952,0.39270014,0.13497269,0.53236366,0.29271409,0.41017412,0.32438315,0.41742256,0.2344235,0.31733177,0.46566852,0.40375187,0.29387644,0.17241042,0.45742346,0.32016627,0.12456525,0.39383515,0.34564458,0.209092,0.43378767,0.49005192,0.18576332,0.24132036,0.58466266,0.27404834,0.32794694,0.28904334,0.19060699,0.20008800000000002,0.48054439,0.23298292,0.12430484,0.36216354
268,91,0,0.37387207,0.26280318,0.37236414,0.44732045,0.16074564,0.57345932,0.26292018,0.40009094,0.32851682,0.49279969,0.27913335,0.30661769,0.44176783,0.45696232,0.35177729,0.21477237,0.4728724,0.41967006,0.17132836,0.46394661,0.41028963,0.26923800000000003,0.45496759999999997,0.48578258,0.22148214,0.28150431,0.57411208,0.32078821,0.34160592,0.32868789,0.24886105,0.18664196,0.48271639,0.27054457,0.14964605,0.42124361
269,91,1,0.33352838,0.27751322,0.40101389,0.51427162,0.21604859999999998,0.6064414,0.26922055,0.40749953,0.3403691,0.58387325,0.35919995,0.32664051,0.44837829,0.49015495,0.41879307,0.28699659,0.49750487,0.50219814,0.20290808,0.54236044,0.46531697,0.32599887,0.51640275,0.48405176,0.27080208,0.34150335,0.57497629,0.36509345,0.37713504,0.3864172,0.32607529999999996,0.22364057,0.49810527,0.316825,0.16872793,0.47647359
270,91,2,0.32000862,0.31228056,0.43697881,0.56134331,0.26420163,0.64240835,0.30101337,0.42368076,0.35275182,0.65859025,0.41599688,0.36472422,0.47947322,0.52443565,0.49578836,0.34185586,0.53482755,0.55867502,0.24272979999999997,0.61474244,0.53646165,0.3992751,0.58431883,0.48405176,0.34673954,0.39483315,0.59328076,0.42190155,0.42174382,0.44878794,0.40751038,0.29587772,0.53112436,0.35217775,0.18751745,0.55373083
271,92,0,0.33383635,0.34773397,0.49442692,0.62038129,0.31069606,0.6809479,0.37164581,0.44427505,0.36129351,0.7132344,0.45883611,0.41295152,0.51499803,0.55678928,0.57974952,0.40595383,0.56274599,0.63604509,0.27715914,0.70040365,0.597791,0.45950659,0.64946215,0.48274953,0.40020338,0.42777002,0.6155941999999999,0.4793183,0.46845804,0.51234909,0.44449283,0.36961556,0.57447202,0.38345533,0.19824259,0.59378194
272,92,1,0.37562748,0.37535817,0.54683862,0.67759645,0.36252682,0.71114299,0.43688878,0.46537752,0.35377609,0.74496956,0.50294982,0.46467134,0.54899469,0.5946488,0.63839142,0.47351333,0.57756961,0.6862105,0.31411662,0.7549883000000001,0.63751345,0.52091775,0.7172446,0.47831534,0.4462438,0.45490442,0.63777562,0.52504375,0.51654078,0.56600212,0.48861048,0.42952756,0.61869772,0.4071017,0.20729244,0.61701874
273,92,2,0.41443134,0.42608661,0.59892006,0.73331046,0.43289044,0.75006184,0.4973875,0.47594212,0.33821082,0.75853891,0.55604662,0.52394668,0.59456397,0.63705723,0.69214238,0.53173864,0.5852573,0.74155567,0.363554,0.79060594,0.68518478,0.59850233,0.77039487,0.43723729,0.51338503,0.48567439,0.65850468,0.56070097,0.57291365,0.62715839,0.5345538000000001,0.5082214,0.66983225,0.42464829,0.22959678,0.64649063
274,93,0,0.44267192,0.47181081,0.6391453,0.76682893,0.49618706,0.77151668,0.55725365,0.48407286,0.35670258,0.75702306,0.59222563,0.56859799,0.63096444,0.64869825,0.7367043000000001,0.58046265,0.58633627,0.77013145,0.40543621,0.81163708,0.71893459,0.65288677,0.81125142,0.38598863,0.55210372,0.51314586,0.67030355,0.58441328,0.60557412,0.66306334,0.55247555,0.58749421,0.69675124,0.44040388,0.24107744,0.66201022
275,93,1,0.46826399,0.5188465999999999,0.6703215,0.78199052,0.53851701,0.78970629,0.60322862,0.48730909999999994,0.3729446,0.7469255,0.60420992,0.61366672,0.65067564,0.65392884,0.76466665,0.61944663,0.58564965,0.77713937,0.44161917,0.81599468,0.74238598,0.68294267,0.83700808,0.38267535,0.59984746,0.52968652,0.67642505,0.59549593,0.62415454,0.68393776,0.5679184,0.64198703,0.72117473,0.45086435,0.25339575,0.68037479
276,93,2,0.49699732,0.56515598,0.70610479,0.78201197,0.57942274,0.80632926,0.63467986,0.48345770000000005,0.38583945,0.70538618,0.60515551,0.65536817,0.6647379,0.65506935,0.77946298,0.65320251,0.57825623,0.77465831,0.48595645,0.80769231,0.7643003,0.70821152,0.85143983,0.33277837,0.63904919,0.5380651999999999,0.6774693,0.59486191,0.62920757,0.68993795,0.57249096,0.70067161,0.74169324,0.45966359999999995,0.27092059,0.70551959
277,94,0,0.51014752,0.61582388,0.73485361,0.76948811,0.61217978,0.81859859,0.65649077,0.47008478,0.39547857,0.66800323,0.59822805,0.68559025,0.67196648,0.65163472,0.77751155,0.67612022,0.56010986,0.75539741,0.52111647,0.76411632,0.78307459,0.71070763,0.85635064,0.31912965,0.65315876,0.53784851,0.67300421,0.57513124,0.61999632,0.67489539,0.56358033,0.74041223,0.74862517,0.46462129,0.28407654,0.71674617
278,94,1,0.51516738,0.64145042,0.74405126,0.74060175,0.64580216,0.82681113,0.66086814,0.45360935,0.40859291,0.63793061,0.58540095,0.6983914999999999,0.67203516,0.64333657,0.74927747,0.67886557,0.52657585,0.72066249,0.55165863,0.70409614,0.78786149,0.69991965,0.84482528,0.30788758,0.65328588,0.53026436,0.66223759,0.52955796,0.59157302,0.63574383,0.53835589,0.76655859,0.7404685999999999,0.46620464,0.28672087,0.71986371
279,94,2,0.50728342,0.63741475,0.73553064,0.70420965,0.67062684,0.82900444,0.65702213,0.4343255999999999,0.4357361,0.61167209,0.57168993,0.69642957,0.66502979,0.63235101,0.7009856,0.66840937,0.4707635,0.67474101,0.57826976,0.63350305,0.78057135,0.66885504,0.801363,0.28167807,0.62501589,0.51735927,0.64636971,0.44738911,0.54459563,0.55759704,0.48829224,0.76912923,0.71040714,0.46887816,0.27369631,0.71005111
280,95,0,0.48674202,0.61602567,0.70338017,0.64223371,0.67938849,0.81465723,0.64410511,0.42076547,0.46999433,0.59133029,0.5466113,0.68091501,0.65137961,0.63109253,0.62322456,0.64584975,0.4230557,0.61691477,0.59451995,0.57063896,0.76469555,0.6323366,0.73772299,0.27653507,0.56473878,0.50004815,0.62967364,0.38051279,0.49651288,0.49033236,0.45033834,0.74916628,0.67620962,0.47497794,0.25891435,0.69546848
281,95,1,0.43746728,0.59655353,0.68325104,0.58540456,0.65865619,0.79252626,0.62043445,0.41303592,0.51209921,0.58881201,0.52780233,0.66918517,0.64133514,0.63746362,0.52172517,0.60743871,0.3859292,0.60181074,0.5973988,0.51671942,0.74093674,0.58065343,0.66406093,0.27617242,0.48425067,0.47320268,0.61123714,0.3432832,0.4575098,0.42328411,0.42683907,0.69495137,0.6488285,0.48787832,0.25981769,0.67914821
282,95,2,0.39367436,0.56626579,0.63445565,0.53985546,0.62607943,0.75420109,0.59406905,0.4092915,0.54791213,0.59607345,0.5007503,0.6500807,0.62911008,0.64776749,0.44690364,0.55969348,0.35112005,0.59343171,0.59004822,0.50268336,0.71157858,0.51599391,0.62059865,0.2851397,0.40439812,0.45333943,0.6000144000000001,0.32345109,0.44687739,0.37993603,0.41622002,0.6005095,0.60885438,0.50228417,0.26518847,0.65914821
283,96,0,0.3530227,0.53852052,0.58404201,0.49396324,0.59721646,0.69559195,0.53997191,0.40340742,0.58068882,0.62797976,0.45842498,0.62346246,0.61206023,0.65447943,0.40293457,0.51455036,0.32705158,0.58881779,0.56067514,0.49798174,0.66744252,0.44982989,0.59948553,0.30094783,0.31742723,0.42774594,0.59047208,0.31860719,0.44956181,0.34798711,0.40766113,0.5352478,0.55397662,0.5167679000000001,0.27305576,0.63413969
284,96,1,0.30087155,0.50795028,0.49599564,0.45746392,0.56049325,0.645822,0.50948218,0.39083688,0.60364348,0.65658541,0.42606944,0.55852396,0.59319036,0.65350935,0.38369192,0.47697486,0.31461886,0.5875555,0.52693263,0.50032109,0.62857645,0.40148057,0.6159551,0.30164015,0.28404729,0.41361294,0.58486671,0.32725521,0.46722109999999994,0.33249964,0.39819778,0.4019685,0.52079579,0.53825988,0.27877145,0.59112436
285,96,2,0.27630193,0.47661326,0.43225615,0.44886449,0.52434693,0.58337044,0.46493681,0.38270614,0.620672,0.71039828,0.3948856,0.5038682,0.57219141,0.64388716,0.37845515,0.43121106,0.31094055,0.59234352,0.48430513,0.50598596,0.58891987,0.35913217,0.64755796,0.30195335,0.27072582,0.39842057,0.58019757,0.34751845,0.48780167,0.32015055,0.39111282,0.30250116,0.47670872,0.55645538,0.28197421,0.55361158
286,97,0,0.26892612,0.45348884,0.40406876,0.45148077,0.4887054,0.51704349,0.41930342,0.37462890000000004,0.63159146,0.74761008,0.37574773,0.45036734,0.54997339,0.62515403,0.38670553,0.39160639,0.31456982,0.60020023,0.43793658,0.51878354,0.55354516,0.32422082,0.69272399,0.30195335,0.26792933,0.38269851,0.57695678,0.37823033,0.48832803,0.31299601,0.37937157,0.23830477,0.42776931,0.56912215,0.28407654,0.51505963
287,97,1,0.26053401,0.43082852,0.38019122,0.45757114,0.43983126,0.44514257,0.37007705,0.36615047,0.63179266,0.77499328,0.34855181,0.38945009999999997,0.5250425,0.58868409,0.40780081,0.35491418,0.32126436,0.62211631,0.39313167,0.5405485999999999,0.51364704,0.29045494,0.71744505,0.30234897,0.26645481,0.36567631,0.57896127,0.41378611,0.47911677,0.3062984,0.36722833,0.21355952,0.38153334,0.58544879,0.27905067,0.47255537
288,97,2,0.25292723,0.41165907,0.37023399,0.46666381,0.38419658,0.3880341,0.32841618,0.35895584,0.62416549,0.79675314,0.31605238,0.33756331,0.49468587,0.55395768,0.42859966,0.32268615,0.32669601,0.63630626,0.35382142,0.55889638,0.48549659,0.27091347,0.71884813,0.30650293,0.26574298,0.34966533,0.58327032,0.44186047,0.46358923,0.30164494,0.35540332,0.19808245,0.33913305,0.593677,0.26765213,0.44298126
289,98,0,0.23713775,0.388575,0.37056424,0.47798675,0.33195118,0.32423028,0.30113989,0.34962155,0.61238637,0.82653236,0.27471375,0.29227194,0.46089525,0.49880706,0.46412074,0.30074721,0.32822864,0.65830939,0.3151834,0.58531719,0.45429393,0.25687713,0.70748981,0.31998681,0.2657684,0.33090962,0.59576537,0.47564099,0.43303419,0.29789332,0.34324333,0.18812182,0.30609085,0.60146395,0.25264022,0.41410562
290,98,1,0.21216778,0.35879172,0.3826186,0.49597907,0.27826353,0.26174574,0.27922776,0.32974939,0.59330931,0.85897655,0.25855654,0.25250459,0.41700864,0.42228835,0.50290245,0.2780921,0.32636496,0.68261948,0.28658483,0.6254759,0.42730726,0.25017524,0.67772433,0.32303635,0.26223465,0.31268358,0.61369774,0.52324313,0.38882017,0.30148862,0.32773349,0.17907828,0.28162115,0.60792711,0.22654184,0.40052811
291,98,2,0.18680669,0.34569595,0.40661173,0.52115545,0.21379509,0.22497073,0.28485761,0.31164246,0.58158506,0.88413486,0.25177298,0.23511159,0.35816693,0.35419889,0.56280414,0.27021414,0.32634044,0.70285975,0.26030981,0.67662034,0.41837026,0.25898001,0.6193626,0.34420176,0.25547223,0.29741898,0.63478689,0.56600137,0.35329105,0.32827906,0.31049846,0.17826772,0.28755949999999997,0.61267715,0.20210232,0.41279387
292,99,0,0.15110714,0.34180153,0.44323717,0.55175741,0.18644648,0.22182094,0.31004643,0.29682527,0.57000713,0.90413437,0.25929657,0.24215228,0.32312289,0.30856559,0.62391621,0.2938719,0.33320664,0.72453643,0.24099079,0.72503555,0.42557256,0.27595698,0.58602258,0.3736751,0.25294013,0.29077382,0.65343944,0.60300271,0.3328947,0.36049252,0.29703202,0.18048634,0.30710754,0.61683019,0.19315102,0.43667802
293,99,1,0.14248714,0.34507042,0.48351195,0.59546225,0.17261173,0.2399281,0.3418013,0.29126214,0.5696779000000001,0.92525855,0.28069562,0.27034285,0.27964836,0.26720589,0.6809278,0.33999379,0.35568116,0.74514669,0.23831653,0.78276226,0.44744296,0.34208682,0.50661455,0.40524190000000004,0.2690225,0.29342226,0.67115576,0.63424717,0.32234124,0.39750373,0.2987907,0.19300834,0.34086603,0.61654467,0.20318633,0.47943782
294,99,2,0.14815989999999998,0.35300052,0.5204181,0.63151123,0.18192143,0.27004073,0.38375315,0.30511648,0.5760795999999999,0.92951273,0.29576336,0.31411755,0.2691403,0.2514879,0.74371959,0.37885841,0.38843046,0.75837904,0.25636417,0.82610889,0.49061285,0.404387,0.49108038,0.40728591,0.31346129,0.30666442,0.68751575,0.66003906,0.32873648,0.44242701,0.32240721,0.21504863,0.3864088,0.61228781,0.24705593,0.53974446
295,100,0,0.17910751,0.37402639,0.59122509,0.67302867,0.19225153,0.30648592,0.45008413,0.34558293,0.59815631,0.92075988,0.31467511,0.3780403,0.27540736,0.26959178,0.80616555,0.44484232,0.43258255,0.77518064,0.29529446,0.87188661,0.56171362,0.46689234,0.51219349,0.40847276,0.37696708,0.32905571,0.69943466,0.68053055,0.33907940000000003,0.49223222,0.35677677,0.2586151,0.44315819,0.6020869000000001,0.28514412,0.59614991
296,100,1,0.20456715,0.40738125,0.65496458,0.70493877,0.2007067,0.34751563,0.5058891999999999,0.38583541,0.63395094,0.90410992,0.33907538,0.43549285,0.29496403,0.30337432,0.85606304,0.5108501,0.47667333,0.78793419,0.3379658,0.89722948,0.62370172,0.52553384,0.55699205,0.40936289,0.43874412,0.35371021,0.7069725,0.68550126,0.34523778,0.5392718000000001,0.40891733,0.29768411,0.48789223,0.59422208,0.32710848,0.63749574
297,100,2,0.28476179,0.47277937,0.71160356,0.74306792,0.24509185,0.42555121,0.55516618,0.42301212,0.67625702,0.87873157,0.38314798,0.53059776,0.35104136,0.39268766,0.90746733,0.56819213,0.54337351,0.80708627,0.38960982,0.90855924,0.6893788000000001,0.60811065,0.6320906,0.41567625,0.51450362,0.39208841,0.71397021,0.6777155,0.35610706,0.60113751,0.47980035,0.3503937,0.56130135,0.58760318,0.38763242,0.69339012
298,101,0,0.33854824,0.52247871,0.76474182,0.76509189,0.31918729,0.47825657,0.60033147,0.44820669,0.68995665,0.85621378,0.41655189,0.57997996,0.42387665,0.46191762,0.94004891,0.60383394,0.58721907,0.82456255,0.44560865,0.91060043,0.74045366,0.66234121,0.70297989,0.41658287,0.56928944,0.43402995,0.71572264,0.65618422,0.37718767,0.63609254,0.52036714,0.40845299,0.60467212,0.58186679,0.4132545,0.72025554
299,101,1,0.41895846,0.58045119,0.80531383,0.77575004,0.39510357,0.52515708,0.63145377,0.46815908,0.69019443,0.83215569,0.43867042,0.6332582,0.4620113,0.51907396,0.94908974,0.6280169,0.62570654,0.84047184,0.49130498,0.90174763,0.77679454,0.69723547,0.76411438,0.41781917,0.61639761,0.45620456,0.71256587,0.63016408,0.40479512,0.65259006,0.565473,0.43531728,0.64071815,0.5739241,0.43036873,0.74262351
300,101,2,0.47907363,0.64667662,0.84013937,0.77544981,0.47264238,0.58051749,0.6572625,0.47412341,0.67839701,0.78311044,0.45877444,0.68560416,0.49506361,0.57503736,0.93792456,0.65026618,0.64796037,0.86153913,0.54952506,0.88537223,0.80852419,0.72655622,0.80730941,0.41872579,0.64583704,0.45813069,0.70140314,0.58679719,0.42071743,0.65830167,0.61387847,0.45616026,0.66220713,0.56071225,0.43608442,0.76141397
301,102,0,0.52690093,0.69258243,0.85457157,0.76502756,0.54991076,0.62352611,0.66356287,0.47182326,0.66294149,0.74575194,0.48551812,0.71891523,0.52445871,0.61024881,0.88936097,0.65976748,0.64952979,0.88169235,0.58924448,0.83005367,0.83021892,0.73354875,0.82461415,0.41872579,0.64639634,0.45081138,0.68217445,0.51862748,0.43313946,0.63716271,0.63828219,0.46827235,0.66853829,0.53774075,0.42792149,0.76102215
302,102,1,0.56228635,0.71039994,0.84801598,0.74276769,0.62121185,0.6544633000000001,0.65331528,0.46428094,0.64359007,0.71225642,0.50928115,0.73534814,0.5513985,0.64265489,0.81350196,0.65566139,0.62978948,0.8939018,0.61285986,0.77462043,0.82964801,0.72609461,0.81649629,0.41996209,0.63337994,0.43826744,0.65513185,0.42958586,0.44908809,0.60213554,0.67002211,0.47440945,0.66262304,0.51430203,0.39906381,0.7471890999999999
303,102,2,0.58932586,0.71312402,0.81444542,0.71388132,0.68447241,0.68164053,0.63039105,0.44513092,0.61606277,0.67132833,0.54056776,0.73302443,0.58803935,0.64426732,0.71588074,0.63797178,0.57559558,0.89757987,0.61747771,0.69136737,0.80507674,0.69142261,0.78926973,0.42088519,0.58276344,0.42122117,0.61368574,0.35350359,0.46648420000000007,0.53394498,0.68645317,0.4721862,0.64189658,0.48432228,0.35473434,0.7060477
304,103,0,0.58581503,0.70929012,0.76680592,0.68240012,0.72182661,0.68599416,0.58630113,0.41555003,0.58813308,0.63521674,0.56770202,0.70774197,0.62488625,0.62262395,0.53718845,0.60514694,0.5199794,0.88634979,0.60112524,0.60194486,0.76886761,0.6506984,0.73348032,0.42212149,0.50901233,0.39870949,0.56776253,0.29388045,0.47837987,0.47066038,0.68432601,0.44823993,0.61659504,0.45527696,0.27977334,0.66926746
305,103,1,0.54818145,0.69714274,0.70925874,0.64759495,0.71827507,0.67139959,0.52568855,0.37909546,0.5557221999999999,0.61416591,0.58246141,0.68472756,0.64288045,0.57488005,0.42385693,0.55415503,0.46108952,0.86452076,0.56054362,0.49158295,0.7038932,0.58309825,0.65437295,0.42840188,0.38713614,0.3695045,0.5049152,0.27503741,0.46872121,0.40108701,0.67079258,0.40377490000000005,0.58835898,0.42407725,0.25508746,0.62844974
306,103,2,0.49619661,0.66544251,0.63102099,0.61081684,0.67891976,0.63746104,0.47226193,0.35325898,0.5152085999999999,0.59807829,0.58877218,0.64546112,0.64820316,0.50829816,0.36514092,0.50528778,0.40456602,0.8320928,0.51614789,0.43596624,0.63766716,0.50082919,0.58782655,0.43062722,0.33568069,0.34085328,0.45366269,0.26737846,0.45221991,0.34678467,0.65139689,0.33974062,0.54609732,0.39238436,0.23861378,0.58623509
307,104,0,0.40534631,0.61899189,0.51832098,0.56664022,0.60460798,0.58591006,0.38250066,0.32956217,0.46309879,0.58802963,0.58975888,0.57775366,0.6477739,0.42664062,0.31272386,0.45522691,0.35020047,0.78301558,0.44220371,0.37573964,0.55321578,0.42510814,0.49395336,0.43189648,0.29533494,0.28961814,0.40910782,0.26654155,0.42711267,0.29445433,0.61662535,0.29522927,0.49031841,0.35433214,0.22908762,0.52526405
308,104,1,0.31304857,0.58131886,0.46528179,0.53209238,0.52288666,0.53975164,0.32044583,0.31014469,0.42238399,0.5772964,0.59074558,0.51399789,0.64658917,0.36645604,0.29081343,0.42139941,0.31107542,0.71611387,0.39419845,0.34243842,0.49296239,0.36356021,0.4388321,0.43511085,0.27415787,0.26693793,0.38553407,0.26872258,0.40658473,0.26160358,0.5880678,0.2570403,0.4406858,0.32113378,0.22770797,0.47838159999999996
309,104,2,0.26833482,0.54959845,0.41706435,0.49347001,0.42854567,0.49253781,0.28500943,0.29463211,0.38258373,0.56311582,0.59518573,0.44373017,0.64866675,0.30299415,0.27495492,0.37690086,0.27698966,0.63687212,0.33204735,0.30264667,0.41922663,0.31456121,0.40696198,0.49692574,0.26459896,0.24442625,0.35244200000000003,0.26920443,0.38500408,0.22414747,0.54173925,0.20619731,0.38296594,0.28116077,0.23158413,0.42068143
310,105,0,0.21306089,0.52800759,0.36627091,0.43884969,0.31024536,0.41766850000000005,0.24357628,0.26565032,0.33724142,0.52856898,0.60079758,0.34762342,0.65917481,0.22363074,0.26633402,0.31413975,0.25396339,0.5214808,0.25104486,0.27111142,0.33323818,0.26094613,0.38424534,0.55143823,0.25373586,0.22787836,0.31345648,0.26187517,0.36689739,0.18563321,0.45837799999999995,0.18526401,0.31568002,0.20763121,0.24199721,0.32770017
311,105,1,0.14390995,0.52679688,0.32413019,0.38974073,0.22225027,0.37264797,0.23732652,0.23524566,0.31031771,0.4906237,0.59160894,0.28464685,0.67007778,0.1948166,0.26645753,0.24366779,0.26230091,0.43638461,0.19757416,0.26448328,0.28119716,0.21692226,0.36149529,0.55270749,0.21610525,0.23089758,0.27721964,0.24278867,0.33199989,0.16251022,0.38913641,0.18573877,0.25181385,0.16338836,0.25604008,0.24940375
312,105,2,0.11680269,0.54441261,0.30317542,0.35615792,0.16176243,0.31859035,0.28140379,0.22662548,0.29301483,0.37698345,0.55769112,0.260728,0.68401985,0.18706903,0.26994047,0.15968631,0.31765961,0.36088622,0.16435774,0.28801431,0.24490019999999998,0.20519396,0.36453531,0.55743839,0.19763569,0.24859152,0.22105794,0.2425731,0.315946,0.17548458,0.30518893,0.21721862,0.22311798,0.09567824300000001,0.31308204,0.16720784
313,106,0,0.14652459,0.58789701,0.29633911,0.33880895,0.18056933,0.28562476,0.41054869,0.25942122,0.29007005,0.30754749,0.5347708999999999,0.29753159,0.70836696,0.20678535,0.28777512,0.12077872,0.39765078,0.33764255,0.16535145,0.35330948,0.31138974,0.21791387,0.41344291,0.63748455,0.21328334,0.27351086,0.15795854,0.28883366,0.33542122,0.28686691,0.25535977,0.33547939,0.24090762,0.13326585,0.44240782,0.18325383
314,106,1,0.17991439,0.63806045,0.32597962,0.35431365,0.21936577,0.28537740000000006,0.5020938,0.32699457,0.30682421,0.31938094,0.51454355,0.36073078,0.72701362,0.23413125,0.32939752,0.13622431,0.47360806,0.42545921,0.18241999,0.42121921,0.3914275,0.24598656,0.51650297,0.6906948,0.2461777,0.29816536,0.19226291,0.36755345,0.38592519999999997,0.37071329,0.27321452,0.41783233,0.27461990000000003,0.17822249999999998,0.53888478,0.20804089
315,106,2,0.26329648,0.68824408,0.34016414,0.38843259,0.25320449,0.30191791,0.54765128,0.38115489,0.3306934,0.38764333,0.5099595,0.41986698,0.74837314,0.25652185,0.36852506,0.17148894,0.53015608,0.53116567,0.20118369,0.49284436,0.46125469,0.28471047,0.5782722,0.74690513,0.29411466,0.32325324,0.25573440000000003,0.43430296,0.41403269,0.44417055,0.31366408,0.4893005999999999,0.3023014,0.22244458,0.61555391,0.21664395
316,107,0,0.34769487,0.74189838,0.35525686,0.43681242,0.30640538,0.31966226,0.60860544,0.43804327,0.35697694,0.42935381,0.51074064,0.49993043,0.77038512,0.27855851,0.41395154,0.20781351,0.60920315,0.60662053,0.22425837,0.54075501,0.54950484,0.31890376,0.61027594,0.7836479000000001,0.33550273,0.3480522,0.30581062,0.52169613,0.45119352,0.51640133,0.35627429,0.5724640999999999,0.33922547,0.24863209,0.70079658,0.22424191
317,107,1,0.41027378,0.78614956,0.37550158,0.4739122,0.3621302,0.34190867,0.65422618,0.47628982,0.38282150000000004,0.47243344,0.51659917,0.5532504,0.79172748,0.29221835,0.46315737,0.23683306,0.66375262,0.67959432,0.24502411,0.60102748,0.62407501,0.34699355,0.6433486999999999,0.78887332,0.36781492,0.37066018,0.36680949999999996,0.58208009,0.48606469,0.58762205,0.38962214,0.62450208,0.37413929,0.27098583,0.77721935,0.23660988
318,107,2,0.46613902,0.8267081000000001,0.39736455,0.50846004,0.41563756,0.36422105,0.6869805,0.50982909,0.40316061,0.49993888,0.52628117,0.60062893,0.80905204,0.29990037,0.51493219,0.26126191,0.71063892,0.73485244,0.25935993,0.64272281,0.68667794,0.36578277,0.67247945,0.79548339,0.39672048,0.38859729,0.42299521,0.63348634,0.52227807,0.64259776,0.41769396,0.66046781,0.41605435,0.29169911,0.83899154,0.25536627
319,108,0,0.53540082,0.86072884,0.42631153,0.54751131,0.48542429,0.39187652,0.72347963,0.55502955,0.42156092,0.55125792,0.53618928,0.65190349,0.82124277,0.30973231,0.58686362,0.30139177,0.75618877,0.79515975,0.27660383,0.70132104,0.7553633000000001,0.38544391,0.71273468,0.80074178,0.42854964,0.40720855,0.48944342,0.68235652,0.56259705,0.70085614,0.45159453,0.70252432,0.46665742,0.31241240000000003,0.88921738,0.29758092
320,108,1,0.58307413,0.86853787,0.4467544,0.56989985,0.53734518,0.40868088,0.73146262,0.59418546,0.42977338,0.60401946,0.5446379,0.67802082,0.82689171,0.32225165,0.63819381,0.3201079,0.77077944,0.82545486,0.28065176,0.73606715,0.78160339,0.39476159,0.73354714,0.8067914,0.45290454,0.41127751,0.51497365,0.70561234,0.58362502,0.72491703,0.47241391,0.71220472,0.4881464,0.30903805,0.91319701,0.30626917
321,108,2,0.61023683,0.85770209,0.458462,0.58126568,0.57123799,0.41801481,0.72625027,0.62820616,0.43421799,0.69167013,0.55142146,0.68956977,0.82507168,0.33547888,0.67361609,0.32937048,0.76992116,0.83683729,0.28125091,0.75319939,0.78740036,0.39975381,0.72696599,0.8067914,0.47217491,0.41226465,0.52595633,0.71426035,0.58738848,0.735234,0.48229599,0.70826772,0.488493,0.29696828,0.91060195,0.29947189
