,measure_number,beat_number,pid1263-03,pid52932-03,pid9048-03,pid9049-03,pid9050-03,pid9054-03,pid9055-03,pid9058-03,pid9059-03,pid9060-03,pid9061-03,pid9062-03,pid9063-03,pid9066-03,pid9067-03,pid9072-03,pid9074f-03,pid9075-03,pid9088-03,pid9091-20,pid9093-03,pid9094-03,pid9097-06,pid9099-03,pid9101-03,pid9104-03,pid9105-03,pid9111-03,pid9112-05,pid9114-27,pid9118-03,pid9137-03,pid9138-03,pid9139-03,pid9150-17,pid9153-03,pid9166c-05,pid9170-03,pid9173-08,pid9174-03,pid9186c-03,pid9192-03
237,80,0,0.79583749,0.66856514,0.69040243,0.80118769,0.93284229,0.67310387,0.82745043,0.56233491,0.90519079,0.86811114,0.71569968,0.68874399,0.81005553,0.76756591,0.65252691,1.0,0.9347752,0.89230995,0.7951034,0.85268842,0.82449311,0.77999442,0.67181155,0.84461277,0.85179095,0.87692308,0.82809263,0.93540823,0.62533363,0.58652997,0.8295869,0.8351419,0.67987298,0.81352074,0.62542373,0.64917453,0.74117869,0.80178306,0.64131867,0.90457583,0.81429436,0.83768579
238,80,1,0.69153373,0.60900399,0.66897076,0.77275886,0.85712305,0.69237169,0.72147355,0.57146773,0.87658989,0.81934599,0.70782054,0.63652864,0.65366972,0.67271613,0.66566028,0.94437204,0.80506358,0.890184,0.6895967,0.81686215,0.76802739,0.69342215,0.60065771,0.8128982,0.79945664,0.82418715,0.64361168,0.83287146,0.62866993,0.53070735,0.81304429,0.81608236,0.65505618,0.73474654,0.59677388,0.58260077,0.65112436,0.75857355,0.61736946,0.75166141,0.75163047,0.76191138
239,80,2,0.67072117,0.54547393,0.62958164,0.74685703,0.79584055,0.62843755,0.60652194,0.55099676,0.86173943,0.81037046,0.77156997,0.6018455,0.52924915,0.64984672,0.67169861,0.88447867,0.72422797,0.89766146,0.62878536,0.78306817,0.68942958,0.65631975,0.63201315,0.78925386,0.76535354,0.79571768,0.54765861,0.83457685,0.56611432,0.48897773,0.7903703000000001,0.78638008,0.68212018,0.65678341,0.58229969,0.48495390000000005,0.60939481,0.74870728,0.61444965,0.66440505,0.69447993,0.73649118
240,81,0,0.69945165,0.50006191,0.60893891,0.74104492,0.78879549,0.54707479,0.59978385,0.52316845,0.8689584,0.80145209,0.82555187,0.6133074000000001,0.60240826,0.68786021,0.66756367,0.86090047,0.71236376,0.91049043,0.67114333,0.77581001,0.65293323,0.67230748,0.74378038,0.77035254,0.76971474,0.77400476,0.63251492,0.87778015,0.46709297,0.49671343,0.77254373,0.77796327,0.72681974,0.63837788,0.59530046,0.48180746,0.63800181,0.74074294,0.62640049,0.69948951,0.61101997,0.77524656
241,81,1,0.73993021,0.50817857,0.63504632,0.74660433,0.81987868,0.53082852,0.65690255,0.5074320999999999,0.91309728,0.81094214,0.85355213,0.65711889,0.77046113,0.73985285,0.66592281,0.89911137,0.76129655,0.92207316,0.72991047,0.78475206,0.69463819,0.72384208,0.87160423,0.77990939,0.81161078,0.79189532,0.76112239,0.91252753,0.43669373,0.55670558,0.7626255999999999,0.81239566,0.76360528,0.71717972,0.6403698,0.55242281,0.70519922,0.74389302,0.63427718,0.78047151,0.63634774,0.81796083
242,81,2,0.78160518,0.53518366,0.69653301,0.74881547,0.87079723,0.58280785,0.69126962,0.51615998,0.96081128,0.84615824,0.86110568,0.72387707,0.87137856,0.76566524,0.67432397,0.93844787,0.80937784,0.92933069,0.76163537,0.79218442,0.74813013,0.76527623,0.92672291,0.80787201,0.8411382,0.82402855,0.85453203,0.9540965,0.50052269,0.60850584,0.76764049,0.85788815,0.77244748,0.80358525,0.67738829,0.63379074,0.77429822,0.75572065,0.63630067,0.8568127000000001,0.75889195,0.83810251
243,82,0,0.76234629,0.56991333,0.73646497,0.74281382,0.91412478,0.65256612,0.69627855,0.53906055,0.9630801,0.86508118,0.81786807,0.77960802,0.87753501,0.74077253,0.68141244,0.93957346,0.80409855,0.92830438,0.76564456,0.78846824,0.80166712,0.76339286,0.92822419,0.8278351999999999,0.85858297,0.85812847,0.81565237,0.98962552,0.582629,0.60183459,0.78768143,0.87931274,0.7505618000000001,0.83399078,0.6728621,0.67506432,0.80523695,0.7561366999999999,0.62923202,0.87335252,0.81550461,0.8420614
244,82,1,0.64096045,0.60213234,0.72625941,0.71811233,0.85174177,0.7006481,0.66488112,0.60693995,0.9103472,0.82306197,0.72208114,0.79165713,0.74625785,0.65487431,0.67563665,0.90023697,0.69936421,0.90594531,0.70986451,0.75955174,0.82109579,0.69005999,0.85294538,0.79491717,0.84328305,0.86106265,0.62672041,0.90357422,0.61882785,0.54140096,0.81951991,0.78902337,0.71157792,0.77847926,0.60794492,0.68053173,0.72982191,0.73711738,0.63351667,0.82178392,0.78699657,0.8081678000000001
245,82,2,0.61211366,0.59566653,0.66226838,0.68494535,0.75815425,0.72700998,0.679532,0.68770247,0.86022688,0.76469243,0.70417399,0.72816289,0.63320859,0.63310852,0.67452087,0.85527251,0.65429155,0.8797009,0.67871801,0.71141563,0.76740561,0.6265625,0.78145553,0.75378734,0.78065346,0.81149881,0.50636884,0.87543523,0.62689057,0.52923575,0.8383141,0.64023372,0.67440156,0.71041475,0.58702812,0.70170455,0.62992001,0.77676077,0.6717933,0.7633191,0.69602636,0.7809418
246,83,0,0.63412263,0.58746045,0.62268384,0.66637185,0.79139515,0.74837975,0.71479184,0.71424122,0.83526985,0.71226847,0.73328124,0.68130863,0.57347296,0.64868179,0.69604883,0.83281991,0.63147139,0.86196027,0.70064179,0.67436999,0.72631342,0.60192522,0.78159851,0.70422625,0.74383356,0.78326725,0.53373126,0.87571946,0.59697509,0.52359462,0.87808895,0.57611297,0.6628725000000001,0.66053456,0.61703582,0.72362779,0.59645337,0.79239227,0.73124194,0.71883237,0.60938614,0.7936519000000001
247,83,1,0.65610668,0.56673545,0.58300521,0.66327627,0.80039861,0.75569277,0.79651349,0.73180912,0.79848745,0.64806769,0.75144885,0.64082208,0.56370111,0.66676885,0.69650827,0.8589455,0.66218211,0.87105051,0.73053641,0.66095692,0.73021537,0.6277553000000001,0.81005147,0.65859408,0.70797884,0.75375099,0.60484483,0.83926668,0.54602424,0.51608947,0.9027632999999999,0.49733584,0.66311676,0.65952995,0.67665639,0.74539022,0.59226532,0.7932838000000001,0.83941061,0.74146092,0.50911047,0.82080845
248,83,2,0.72136923,0.54907828,0.57980602,0.66978331,0.80303293,0.78656507,0.8283338,0.74208821,0.8191130999999999,0.64715298,0.72689979,0.67788454,0.61268711,0.67694666,0.68889472,0.89674171,0.70311081,0.9110769000000001,0.74930671,0.66914412,0.72789943,0.66111886,0.81212468,0.6662254,0.67913062,0.74704203,0.64108875,0.81020394,0.53187278,0.51765918,0.88217343,0.49545075,0.64694675,0.7082212,0.7278698,0.76447256,0.61797465,0.80481426,0.86616419,0.80644143,0.49712903,0.83087929
249,84,0,0.72902127,0.54137433,0.58432252,0.65948575,0.72263432,0.79974602,0.78564045,0.73199601,0.9041594999999999,0.68345529,0.67773654,0.66551514,0.63906325,0.68792152,0.70339984,0.88424171,0.68488874,0.92691152,0.71493543,0.66310533,0.69035775,0.67902483,0.76651415,0.66718816,0.64858797,0.76137193,0.60959326,0.72756342,0.52536699,0.49278917,0.85111649,0.55406233,0.60918417,0.71679263,0.7318566999999999,0.72807676,0.64551011,0.77824666,0.78685408,0.8484870999999999,0.50340214,0.8310181999999999
250,84,1,0.64135095,0.48561013,0.52190214,0.63421568,0.66985269,0.76440708,0.6952636,0.63830052,0.92203506,0.68145438,0.54228039,0.58809578,0.60568566,0.71698345,0.62742846,0.79265403,0.57288828,0.84971776,0.63810316,0.64458251,0.62494368,0.61505301,0.6464684,0.59514371,0.58166869,0.7420222,0.49936414,0.55815391,0.48525912,0.43052095,0.79607369,0.57554257,0.54528578,0.65512442,0.64782357,0.63003859,0.60154694,0.70210996,0.5925511,0.80595879,0.44660122,0.79191554
251,84,2,0.47811565,0.42765167,0.41412131,0.57854571,0.5862824999999999,0.62795586,0.63904708,0.53792051,0.8304572,0.60027441,0.39958976,0.45438877,0.49072912,0.68154506,0.53897348,0.65598341,0.43908379,0.7114801,0.53073449,0.60324004,0.61476075,0.49924665,0.53036174,0.47244797,0.49448774,0.62728787,0.45125428,0.41225751,0.45504337,0.38734426,0.70736881,0.55807596,0.46846116,0.5282212,0.53448575,0.45884434,0.52915032,0.58173551,0.46869695,0.67906998,0.32070194,0.63182386
252,85,0,0.31914257,0.37917183,0.30481326,0.43045044,0.36521664,0.54471011,0.55841556,0.43677423,0.44878652,0.43559341,0.31255454,0.25701975,0.39744085,0.59335377,0.38502888,0.44736374,0.25452997,0.39209002,0.37049362,0.43068169,0.55806074,0.3348284,0.40335287,0.32391335,0.37464789,0.48859635,0.39313478,0.17753144,0.44317727,0.31899343,0.54960923,0.48791041,0.39085491,0.35097696,0.46590909,0.30634112,0.41012677,0.4220208,0.29647586,0.46875812,0.25188597,0.45775802
253,85,1,0.23935693,0.34462099,0.28263607,0.34908712,0.25815425,0.45537747,0.49917301,0.35465363,0.30308697,0.33291219,0.27123787,0.20692443,0.29483341,0.51549356,0.26931609,0.35343009,0.21024069,0.3183271,0.30886618,0.34248635,0.49757592,0.28540737,0.33319274,0.24791873,0.33358833,0.38306106,0.35987529,0.16623321,0.42408808,0.26618267,0.39910681,0.42440178,0.35963361,0.28050691,0.43851117,0.24422706,0.35357682,0.32498068,0.25852516,0.35684054,0.19770053,0.37537852
254,85,2,0.20007478,0.29871372,0.27200347,0.24911871,0.17369151,0.35903836,0.43564515,0.28803887,0.22149192,0.26534416,0.24192876,0.17039579,0.20942781,0.41316369999999997,0.21571279,0.25972156,0.18206744,0.26388828,0.25468663,0.23719661,0.43258538,0.25306222,0.25964398,0.2196871,0.27262458,0.29492466,0.31742662,0.16105308,0.39099199,0.23162464,0.30637328,0.38161519,0.33053737,0.22037788,0.41755586,0.21309498,0.31323574,0.23951857,0.23260678,0.25592166,0.17260808,0.35231977
255,86,0,0.1921984,0.29198652,0.2527432,0.17535536,0.14541594,0.28595201,0.38394888,0.2514453,0.22646958,0.23096844,0.26064987,0.1678792,0.21973081,0.37906806,0.21187976,0.21142773,0.17444369,0.24755516,0.22438000000000002,0.16534084,0.39609804,0.25174386,0.22004575,0.2114045,0.25460785,0.30074544,0.30278137,0.16461309,0.36696508,0.23615226,0.29680871,0.38071091,0.31398632,0.20265438,0.39382704,0.22906839999999998,0.29584968,0.19969094,0.20848781,0.22869872,0.18885228,0.31221697
256,86,1,0.18167165,0.3005434,0.23076867,0.15437488,0.1567851,0.27848572,0.32070294,0.25069773,0.24786525,0.23047679,0.30903171,0.18787463,0.25520884,0.45082158,0.24314124,0.19904621,0.18101158,0.25630086,0.21136994,0.14880386,0.39944129,0.26049805,0.21298971,0.21148237,0.25569457,0.37214116,0.30763235,0.17906629999999998,0.3274911,0.24270087,0.37523259999999997,0.37438787,0.30729849,0.20517972,0.38642142,0.25443825,0.28798672,0.20671620000000002,0.19812589,0.23967886,0.1916224,0.2762467
257,86,2,0.16950814,0.29107167,0.21633613,0.17018131,0.18707972,0.3019443,0.26053942,0.23762771,0.26893778,0.25552824,0.32924399,0.19229009,0.25531144,0.63611281,0.25799422,0.19843009,0.19198456,0.26979694,0.20843832,0.16707699,0.43809138,0.26725725,0.21561338,0.23848223,0.26053478,0.39165741,0.3105655,0.20797271,0.27038479,0.22065633,0.42925195,0.37038119,0.28559355,0.21055300000000002,0.37012712,0.25866745,0.28651524,0.25740267,0.20107286,0.23531649999999998,0.18013851,0.21667593
258,87,0,0.1612662,0.31207869,0.22091054,0.18947501,0.19350087,0.31807234,0.26208063,0.2301084,0.26994156,0.26134804,0.30968288,0.18211698,0.21698455,0.71060699,0.23147151,0.19530213,0.19425522,0.2616597,0.21594961,0.18760887,0.44957196,0.25405971,0.18808979,0.23578508,0.25384285,0.36875496,0.30188911,0.21598096,0.20633341,0.16743844,0.41380722,0.35093211,0.24506595,0.20036866,0.35648112,0.24629074,0.31661636,0.27227935,0.19572214,0.22156117,0.161299,0.20472288
259,87,1,0.17419408,0.34062457,0.23705848,0.20563523,0.20090988,0.30891575,0.27934405,0.21302641,0.26286696,0.26340041,0.27791886,0.17721345,0.18801304,0.69435929,0.19323970000000001,0.19630332,0.19347184,0.25142585,0.23996514,0.20734526,0.42397945,0.23362165,0.14791965,0.23280476,0.24129549,0.31879461,0.30981683,0.21748028,0.16005894,0.12568429,0.35148865,0.34805927,0.20371275,0.19195392,0.37149461,0.24120926,0.34677784,0.26616345,0.18367624,0.21447929999999996,0.16533988,0.21006390000000003
260,87,2,0.19037886,0.33838905,0.26072669,0.21645082,0.20212305,0.27164565,0.28734142,0.20418016,0.256143,0.25838669,0.24588136,0.17634409,0.18193506,0.62949111,0.17628643,0.19482227,0.19281903,0.24721795,0.25681008,0.21777378,0.39572858,0.23858119,0.14107092,0.24149795,0.22995639,0.26256939,0.31998031,0.21303205,0.12335965,0.11534386,0.32256234,0.36825959999999996,0.18940401,0.18430415,0.39408706,0.24377144,0.35005282,0.25336701,0.16949141,0.20017635,0.18193371,0.20711210000000002
261,88,0,0.18770356,0.33540377,0.30712942,0.21763219,0.2012305,0.22612542,0.24084203,0.22526165,0.23978687,0.23912646,0.21470339,0.17713719,0.18153670000000002,0.46646842,0.18818588,0.17218602,0.19466394,0.23897808,0.27913002,0.21203112,0.38935748,0.25878906,0.10564055,0.24422342,0.19340102,0.20901665,0.31319098,0.19485539999999998,0.12750222,0.097370745,0.34304057,0.40084168,0.19711773,0.19247005,0.42670455,0.23258469,0.33542861,0.20249034,0.13550621,0.16741229,0.1692799,0.18882484
262,88,1,0.18724659,0.32397166,0.33039954,0.20983638,0.21911612,0.28543090000000004,0.20874918,0.26108273,0.24589206,0.27352504,0.23689523,0.19563792,0.1963846,0.39262416,0.1996062,0.1688981,0.21495232,0.23786379,0.30553047,0.20529555,0.40876814,0.30807059,0.090799257,0.25174147,0.16863516,0.21159397,0.29837138,0.17122149,0.16450178,0.1109536,0.44537588,0.46284085,0.22996092,0.22519816,0.45545069,0.24599057,0.31841232,0.18035661,0.13025056,0.19213848,0.21211591,0.18082373
263,88,2,0.23338318,0.45019259999999994,0.38380139,0.22326742,0.35573657,0.35557015,0.20705761,0.328308,0.33540736,0.3098445,0.3123657,0.29967208,0.27075688,0.3638504,0.24812287,0.22681872,0.31970936,0.3190162,0.42483955,0.22342933,0.52839506,0.34614258,0.19695453,0.45603143,0.21537857,0.27290246,0.329631,0.16864919,0.18467527,0.15019621,0.66726833,0.49584725,0.31439179,0.3523318,0.51067989,0.28157697,0.3306067,0.25205944,0.2080804,0.32334323,0.27389229,0.29046395
264,89,0,0.31269525,0.59589352,0.49996381,0.3165519,0.53982669,0.56078122,0.27150644,0.41862073,0.49273977,0.56547565,0.51278244,0.43893083,0.40334983,0.586916,0.34340378,0.39431872,0.44108765,0.51395792,0.57799699,0.3134305,0.6250428000000001,0.50612444,0.32140406,0.70588277,0.35054694,0.40053132,0.41576929,0.41375684,0.33033252,0.27821544,0.75282843,0.60176683,0.37302394,0.59221198,0.58031587,0.41867496,0.48517205,0.43410996,0.35734365,0.51175051,0.44412694,0.51209196
265,89,1,0.43525258,0.6982391,0.61745802,0.41083454,0.6622617,0.74058504,0.37353632,0.52564166,0.62759711,0.75937571,0.76675132,0.57521544,0.62149928,0.76983446,0.49258992,0.55151659,0.57566985,0.6719742,0.67610332,0.39815352,0.66150311,0.62196568,0.39604661,0.88956534,0.51650104,0.58308485,0.53802843,0.64510765,0.42801379,0.40591582,0.74389654,0.66061491,0.44756229,0.78207373,0.64979777,0.54540094,0.62276637,0.66579495,0.51992259,0.65387971,0.58560479,0.70218086
266,89,2,0.5297440999999999,0.72307057,0.70729589,0.52325479,0.75347487,0.90488702,0.49068697,0.60951283,0.72794775,0.87051223,0.94927395,0.73087013,0.84512313,0.83948498,0.64184825,0.70290284,0.65923025,0.80529287,0.75199271,0.50571943,0.6749571999999999,0.6749721,0.41144552,0.99978763,0.61143204,0.71112609,0.64133489,0.8182335000000001,0.49311054,0.60492495,0.71800335,0.64837229,0.55471422,0.84672811,0.77550077,0.6745819000000001,0.70882131,0.8440416,0.66711482,0.70724893,0.64487326,0.81170996
267,90,0,0.59346128,0.68076076,0.75651419,0.59804789,0.80252166,0.97530215,0.55303073,0.6387989000000001,0.77813682,0.87217013,1.0,0.77320217,0.94109126,0.8974861999999999,0.71843003,0.77328199,0.70208901,0.87823473,0.79035734,0.58309139,0.69621519,0.71337891,0.35418216,1.0,0.66280832,0.78275971,0.66275921,0.87927237,0.55103425,0.71897381,0.70534053,0.61245131,0.64562775,0.84421198,0.90543143,0.73231132,0.75457289,0.93919762,0.76546479,0.69861704,0.64701809,0.84226976
268,90,1,0.6551429,0.62417114,0.7604227,0.64805105,0.82378683,0.95581538,0.61070388,0.60353227,0.79401856,0.84061285,0.94686462,0.76228171,0.88821825,0.91759657,0.74888422,0.77962085,0.72212761,0.91305623,0.81966564,0.63854372,0.70569523,0.7507673,0.33507292,0.94839303,0.68507185,0.8184774,0.64159129,0.87934342,0.58529804,0.7331502,0.68374581,0.58823734,0.73507572,0.78793548,0.99104391,0.71848199,0.74025807,0.98109955,0.817546,0.70328569,0.62864923,0.83740797
269,90,2,0.72418578,0.6052208,0.74580197,0.70048645,0.86932409,0.81791908,0.65727845,0.52688139,0.8176693,0.82826435,0.89060363,0.7063600999999999,0.76901255,0.91232373,0.74849042,0.77577014,0.75743642,0.90939081,0.86863165,0.70677041,0.71071461,0.77825056,0.48540892,0.90740479,0.73789948,0.8407613000000002,0.66829734,0.86975059,0.59686388,0.65986461,0.69444548,0.64832359,0.80127015,0.72892166,1.0,0.6797276999999999,0.7148204,1.0,0.83309567,0.76854464,0.69131984,0.85636894
270,91,0,0.76065138,0.60747696,0.74616387,0.72076568,0.89627383,0.76353127,0.69478432,0.46858958,0.85527673,0.82117539,0.88656639,0.69048273,0.73340174,0.88553035,0.74442111,0.80604265,0.80267938,0.90711825,0.88447825,0.74393218,0.73363972,0.81131417,0.59451673,0.8973523999999999,0.78630157,0.84972244,0.73615983,0.86619768,0.55705071,0.58819778,0.73040566,0.73427935,0.81328774,0.74584332,0.95700116,0.66053816,0.7224268,0.98757801,0.83350309,0.85350845,0.73354401,0.87581609
271,91,1,0.78899967,0.62344889,0.7701216,0.74016046,0.91975737,0.72871781,0.72038342,0.44661101,0.90670333,0.84461468,0.89496646,0.71220163,0.75380251,0.85573268,0.74547125,0.86990521,0.8530880999999999,0.91422916,0.87013707,0.77668099,0.76588267,0.85226004,0.70134401,0.87377885,0.84664331,0.86169707,0.80395053,0.8742983,0.52320952,0.54159717,0.75462412,0.81740401,0.79491939,0.80684793,0.90896572,0.65485635,0.74137489,0.96148588,0.81231751,0.91309634,0.79708196,0.88380331
272,91,2,0.8038550999999999,0.64553584,0.80703532,0.74136079,0.94644714,0.71785777,0.70183253,0.48023299,0.94169818,0.8770295,0.91222244,0.73874781,0.79074119,0.84175353,0.75137831,0.90829384,0.87011807,0.92046038,0.84034546,0.78980374,0.79544922,0.86363002,0.75679154,0.86195668,0.86837778,0.8741475000000001,0.82745677,0.91345129,0.51931717,0.53311096,0.75384258,0.86985253,0.75437225,0.851447,0.86205701,0.64874571,0.75424087,0.92130758,0.77503904,0.92983107,0.82760707,0.8683844999999999
273,92,0,0.76448156,0.64287385,0.81738564,0.72967338,0.95294627,0.7117271,0.65477869,0.52387864,0.92932279,0.87754402,0.90238979,0.74227865,0.79750121,0.80907419,0.76299554,0.90604265,0.80120345,0.91063705,0.79708422,0.78289397,0.81570695,0.84737723,0.73462968,0.84255982,0.85722457,0.87153053,0.77948024,0.96390251,0.53502002,0.52707741,0.7364626,0.87931274,0.69921837,0.85272811,0.81326079,0.62725129,0.73453818,0.84861813,0.74577307,0.89751253,0.79889733,0.82955966
274,92,1,0.66016118,0.57979777,0.74920382,0.69694864,0.90320624,0.69079524,0.56010713,0.53797658,0.83760743,0.83861194,0.86240802,0.67251582,0.67032834,0.76180258,0.77796009,0.84383886,0.64259764,0.87684187,0.65530465,0.7432354,0.79299811,0.75320871,0.63651701,0.80468639,0.79395153,0.82053925,0.65436999,0.95992326,0.56149911,0.48968409999999996,0.71125791,0.85468837,0.62081094,0.75695853,0.7570781999999999,0.5807783000000001,0.66940085,0.79049034,0.7274394000000001,0.78849081,0.72655147,0.73121267
275,92,2,0.6408109000000001,0.52412299,0.66689346,0.69833849,0.84252166,0.57133473,0.47770886,0.50492151,0.76926779,0.81740224,0.87184997,0.57404865,0.58176002,0.75475169,0.7629299,0.75485782,0.59400545,0.87515578,0.57881309,0.73301591,0.74805803,0.6901995,0.64177867,0.79640379,0.7433331,0.79048374,0.59780937,0.9290129999999999,0.53428603,0.44512901,0.69896725,0.81100445,0.5741573,0.65213825,0.71922188,0.5295669,0.64905675,0.77884101,0.72839003,0.72665677,0.67282996,0.69940269
276,93,0,0.67352941,0.51937681,0.63986682,0.74395098,0.83314558,0.50306534,0.51546847,0.46001744,0.77641801,0.79842214,0.91365501,0.56138946,0.64829792,0.77939914,0.73168811,0.72298578,0.63124432,0.89487574,0.64161318,0.77970038,0.74502118,0.67233538,0.68138404,0.80971259,0.74025881,0.7753291,0.65359055,0.91522774,0.50178492,0.44736584,0.70198176,0.7824846999999999,0.57806546,0.65818433,0.70373652,0.53364601,0.67636583,0.78127786,0.72974808,0.73295898,0.63773953,0.73788026
277,93,1,0.74121801,0.53666254,0.66759554,0.80687346,0.86176776,0.50043791,0.60564797,0.43402691,0.83080096,0.80248113,0.94308784,0.60444597,0.78639546,0.83930104,0.7376608,0.78904028,0.71616712,0.93387582,0.71038745,0.84467542,0.77717401,0.69866071,0.75486131,0.8311624,0.77228855,0.79189532,0.74362603,0.87678533,0.48250667,0.49175905,0.72859137,0.79966611,0.57308256,0.74917972,0.7313463000000001,0.58801458,0.74380471,0.80968796,0.73409384,0.79077409,0.67081961,0.78892902
278,93,2,0.80456132,0.54263998,0.72647655,0.84995894,0.90216638,0.56095638,0.67601729,0.45262273,0.88759024,0.83489595,0.96229732,0.68809578,0.88278609,0.89650521,0.78537674,0.88376777,0.7695276999999999,0.97338905,0.75219872,0.89176635,0.80002703,0.73918806,0.78981985,0.8592665999999999,0.80510474,0.82482157,0.80447357,0.87721168,0.50377558,0.52325125,0.75187942,0.82783806,0.52936004,0.84345622,0.76261556,0.65490995,0.80040749,0.86169391,0.72900115,0.86726378,0.74578095,0.83212946
279,94,0,0.81750582,0.53187509,0.79697452,0.83852423,0.94315425,0.62572254,0.67488018,0.49904062,0.89680303,0.85450492,0.9062968000000001,0.74217189,0.89678899,0.91391784,0.85350486,0.92677725,0.75772025,0.9973609,0.74456065,0.88607595,0.7883481999999999,0.76667132,0.78653131,0.89006088,0.81068135,0.84282316,0.7650401,0.92858666,0.55093416,0.5074561,0.76369557,0.82839455,0.44708354,0.89553917,0.76047766,0.69639794,0.81067009,0.85527489,0.69701908,0.90617227,0.76904458,0.84233921
280,94,1,0.67743436,0.46324804,0.74558483,0.69530608,0.9229636,0.64472762,0.58486045,0.55963743,0.74520454,0.77075234,0.7177183000000001,0.72543278,0.78277402,0.85843041,0.86715673,0.83364929,0.57759991,0.96143978,0.64829253,0.73551272,0.70432549,0.73939732,0.72597941,0.82854311,0.7461214,0.77748612,0.61631079,0.86676615,0.52928714,0.44732659999999996,0.75580573,0.77559822,0.28247680000000003,0.79364977,0.68426425,0.63148585,0.7010489000000001,0.77105498,0.62095471,0.8528773000000001,0.68130169,0.76809279
281,94,2,0.54651878,0.32888981,0.55375651,0.54020469,0.77806759,0.5857856,0.47650597,0.58341017,0.46429701,0.64932541,0.53631569,0.55305422,0.66592226,0.76155733,0.71068522,0.64200237,0.45888965,0.80873836,0.53387212,0.57274416,0.54289448,0.6120745,0.61740063,0.66298315,0.59216415,0.65383029,0.49293377,0.72713707,0.35818505,0.40573433,0.73195943,0.7138286,0.25808012,0.5976682,0.60687596,0.4781518,0.53953366,0.71007429,0.53321111,0.68643958,0.56776037,0.60509793
282,95,0,0.43662346,0.2718462,0.36178344,0.47695369,0.65809359,0.45905588,0.44238323,0.58621356,0.33221038,0.50961582,0.45185909,0.27263021,0.53879165,0.72201104,0.43160935,0.50489336,0.37332539,0.63611172,0.4899691,0.50393682,0.41277823,0.5308245,0.59145696,0.45109727,0.46914992,0.52183188,0.44764425,0.45597243,0.19842638,0.38084959999999995,0.69874395,0.70353367,0.26971666,0.47160369,0.56390601,0.33211835,0.45927407,0.63578009,0.46585184,0.44249118,0.47627916,0.45583414
283,95,1,0.34477401,0.27596643,0.39934858,0.49212837,0.56843154,0.34554651,0.45779532,0.54516571,0.45080784,0.39762177,0.41657876,0.23746664,0.44713906,0.65499693,0.33962326,0.49045024,0.30628406,0.58058793,0.45628714,0.52233771,0.40396504,0.47435128,0.53776094,0.41679173,0.41575749,0.46953212,0.46638156,0.43610459999999995,0.21299488,0.36258216,0.66631932,0.71466333,0.26052759999999997,0.45509677,0.59737096,0.26345412,0.40914579,0.5894739999999999,0.44358661,0.32959903,0.34822833,0.38241422
284,95,2,0.29351944,0.31690054,0.42245947,0.46676985,0.46610919,0.29448240000000003,0.48529274,0.44175804,0.48369887,0.33655957,0.43091099,0.25528864,0.35193747,0.30376456,0.32639144,0.48206161,0.22171889,0.55199032,0.39330481,0.49237603,0.45186086,0.37993862,0.40879325,0.43814951,0.42980625,0.43011102,0.49583615,0.46620479,0.25139012,0.33020700000000003,0.63610904,0.72579299,0.27514411,0.44158525,0.63524653,0.24531518,0.37642620000000004,0.55311144,0.41004278,0.26870243,0.27775835,0.33776219
285,96,0,0.28623297,0.3178085,0.38744209999999996,0.34598522,0.36939341,0.2959231,0.47885537,0.30518938,0.38855964,0.28602218,0.42092857,0.23976207,0.28853815,0.20906193,0.3148858,0.41159953,0.18354905,0.44564915,0.28934316,0.35925559999999995,0.49164639,0.31199079,0.31502002,0.46788192,0.43493244,0.41373513,0.50733288,0.52944646,0.25215191,0.26277347,0.57992185,0.69074847,0.26245237,0.40760369,0.6012423000000001,0.23149121,0.31875943,0.56578306,0.36262647,0.24025432,0.25084381,0.28679678
286,96,1,0.27588069,0.2616591,0.29528083,0.19186935,0.29071924,0.27887108,0.44247721,0.22989036,0.26803025,0.2618397,0.35595494,0.22052925,0.28066152,0.27744942,0.29333158,0.26656398,0.18560967,0.32359065,0.21497504,0.18974567,0.511814,0.28962751,0.24265799,0.39877531,0.42962036,0.39467883,0.49090312,0.60046898,0.23064391,0.20951633,0.51986416,0.59619505,0.25616512,0.37687558,0.54609977,0.21258576,0.27354362,0.63037147,0.28045766,0.22633191,0.23800175,0.23774829999999997
287,96,2,0.27343802,0.20793782,0.21310799,0.15524038,0.24604853,0.24510422,0.40072362,0.27334912,0.23409419,0.24973131,0.32884027,0.2220697,0.30278851,0.36482526,0.28780520000000004,0.23974526,0.20020436,0.22814310000000002,0.21865938,0.15404134,0.51576102,0.26223493,0.22047469,0.33359054,0.41327661,0.38099128,0.47800135,0.68061536,0.22605649,0.22733248,0.48565314,0.53217863,0.19735222,0.3782212,0.50074153,0.19481668,0.25684425,0.68820208,0.27456373,0.22914424,0.2352518,0.21022364
288,97,0,0.26055168,0.16826936,0.23210046,0.21905995,0.23150779999999999,0.20143633,0.32940513,0.37076377,0.22647645,0.31231992,0.31176011,0.21329978,0.26922379999999996,0.52085224,0.2682922,0.32112559,0.21123411,0.24398505,0.3022106,0.22313320000000003,0.48492385,0.26715262,0.17830998,0.24801076,0.37195968,0.33987312,0.46837118,0.76550842,0.22719084,0.24044933,0.47789356,0.52809544,0.15704446,0.39916129,0.46302003,0.16632719,0.27238907,0.73622585,0.27213961,0.25613514,0.24876622,0.22385748
