,measure_number,beat_number,pid1263-06,pid9048-06,pid9054-06,pid9055-06,pid9058-06,pid9059-06,pid9060-06,pid9062-06,pid9063-06,pid9064-05,pid9065-03,pid9066-06,pid9067-06,pid9068-04,pid9072-06,pid9074f-06,pid9075-06,pid9090-02,pid9093-07,pid9097-12,pid9099-06,pid9100b-02,pid9101-06,pid9103-03,pid9104-06,pid9105-06,pid9118-06,pid9139-06,pid9166c-09,pid9170-07,pid9173-11,pid9174-06,pid9186c-06,pid918719b-02,pid9192-06
0,1,2,0.17166084,0.41474676,0.59603946,0.32888074,0.15999512,0.46001046,0.35113826,0.40678800000000004,0.19891853,0.3177828,0.14172742,0.21215324,0.18026519,0.43774384,0.18329720000000002,0.29006996,0.46168224,0.59372286,0.15476578,0.19544197,0.55241845,0.28478132,0.128278,0.33557305,0.41960358,0.39262175,0.32878156,0.38304706,0.53742111,0.19224293,0.29514089,0.54006052,0.34788156,0.37303105,0.25180692
1,2,0,0.19441405,0.42976009,0.46862034,0.39114313,0.25724514,0.45330485,0.37865769,0.47709308,0.22251651,0.34895111,0.25870493,0.28094085,0.27243147,0.46423075,0.22171148,0.34287219,0.49102804,0.50207887,0.18418194,0.19619588,0.53960309,0.36480664,0.23600638,0.38022670000000003,0.47763599,0.50506927,0.32410037,0.5137605,0.56310541,0.24246144,0.39516964,0.54068443,0.39496568,0.3943152,0.31805211
2,2,1,0.20961423,0.43333968,0.3906862,0.43044924,0.30054511,0.44883153,0.40254026,0.51982979,0.23823987,0.3685735,0.31607972,0.33279759,0.33383226,0.47229016,0.24511419,0.38212593,0.52575545,0.44678325,0.20815343,0.20288422,0.53621244,0.42401433,0.28003189,0.39556045,0.52310616,0.5563707,0.32313529,0.63492829,0.58403556,0.27727506,0.48965881,0.5453118,0.43904029,0.40348532,0.36705681
3,2,2,0.22776739,0.43608149,0.38227187,0.46331941,0.31677649999999996,0.45028776,0.44383676,0.54277674,0.25367828,0.38629175,0.33888846,0.39387201,0.35408769,0.47431247,0.26988291,0.42478748,0.55073988,0.42730326,0.22173116,0.21110112,0.53834164,0.45397501,0.30347027,0.40382242,0.55944429,0.58583123,0.32569774,0.69628881,0.59987877,0.30444087,0.53373586,0.55927709,0.47201304,0.408045,0.41610423
4,3,0,0.24653231,0.44281226,0.40075439,0.50121047,0.32025873,0.45802232,0.4759231,0.55984397,0.2712602,0.40648701,0.35094356,0.41973433,0.34802733,0.47458689,0.29801966,0.45290755,0.57489097,0.43232382,0.23598778,0.22200166,0.54618351,0.48226597,0.31752954,0.41131612,0.60053398,0.61222712,0.33362914,0.74680681,0.61605477,0.32931877,0.57561817,0.57912798,0.50635185,0.41220709,0.45589919
5,3,1,0.26274427,0.44887662,0.44532859,0.53623732,0.27520137,0.47017789,0.50187396,0.57598463,0.29048698,0.43130547,0.3484399,0.44340966,0.33502806,0.46578178,0.32659005,0.48527044,0.60228972,0.46446233,0.25099117,0.23965279,0.55723927,0.51296725,0.32066216,0.41927582,0.63537877,0.63376364,0.34634157,0.78863873,0.62944959,0.34235219,0.62262795,0.60436532,0.54376257,0.40665764,0.50281931
6,3,2,0.29646231,0.45783511,0.57260989,0.57699258,0.29975592,0.48150506,0.53904775,0.58098354,0.32858438,0.45277554,0.33724508,0.46651255,0.36133572,0.47752789,0.35998121,0.51200632,0.63049065,0.53111356,0.27974881,0.26076221,0.57207938,0.53413498,0.32495779,0.41434509,0.6817359000000001,0.62974391,0.36344678,0.82033689,0.64040791,0.37269923,0.65712095,0.65769963,0.57292837,0.40554099,0.54451089
7,4,0,0.33840398,0.56321401,0.65052227,0.59863609,0.39262875,0.55318277,0.55913381,0.56026722,0.41921383,0.50087946,0.39249120000000004,0.48355349999999997,0.40804523,0.56087812,0.41704973,0.52679606,0.65913551,0.64966124,0.32171758,0.27566053,0.59157159,0.56470161,0.37267867,0.52247481,0.69561046,0.66649874,0.39181124,0.83398429,0.6546347,0.44023136,0.69720146,0.69694386,0.58884959,0.44043651,0.60832123
8,4,1,0.36249838,0.6331588,0.71118526,0.61763703,0.46701652,0.60258982,0.55408107,0.53345383,0.47456936,0.52140552,0.42911975,0.49051813,0.46708696,0.60806538,0.47093813,0.57029264,0.6779595,0.72198738,0.35221996,0.27241666,0.59538004,0.5768340000000001,0.40125679999999997,0.57979849,0.67426011,0.6965995,0.41671474,0.80172817,0.69021952,0.52033419,0.69284071,0.70379652,0.59750364,0.48231114,0.68205895
9,4,2,0.36208661,0.65493145,0.70596257,0.60888245,0.48197868,0.58728636,0.55762077,0.50725815,0.49023443,0.52212361,0.43996162,0.40805812,0.47172375,0.62966056,0.48484389,0.56367261,0.68069315,0.71023221,0.36879158,0.26658597,0.57485136,0.54004632,0.39475708,0.5965931999999999,0.65020364,0.67919815,0.42267161,0.74618853,0.68916172,0.52587404,0.67144911,0.69634074,0.59638721,0.47125455,0.69635199
10,5,0,0.34045106,0.60714966,0.65269839,0.57617424,0.45965340000000005,0.52745902,0.59045669,0.48156579,0.48897164,0.50372761,0.41789185,0.33359753,0.46256406,0.63950367,0.46767852,0.53285188,0.67014798,0.67178181,0.37682281,0.25894315,0.5474770999999999,0.46839653,0.359426,0.54630353,0.62926962,0.63632452,0.40445711,0.66801381,0.65230517,0.43829049,0.61264136,0.68102364,0.58509119,0.45425937,0.67411363
11,5,1,0.29908587,0.51552742,0.56576962,0.5247464,0.41646733,0.45272061,0.64638395,0.45698304,0.46975779999999995,0.48151525,0.36591042,0.28445619,0.46609453,0.63669987,0.43575455,0.47027759,0.64549065,0.5964444999999999,0.36701290000000003,0.26137778,0.53217901,0.44380857,0.31526918,0.40063602,0.61404652,0.55214106,0.38406842,0.5964743,0.60002139,0.36450514,0.50481119,0.65415371,0.5340545,0.45162846,0.60959419
12,5,2,0.21777903,0.37952209,0.4765124,0.48123775,0.36109348,0.37908964,0.71654636,0.44775163,0.44362129,0.43892206,0.27301003,0.36155878,0.51903522,0.63037642,0.40969934,0.40800421,0.6132243,0.52638833,0.31632722,0.3100913,0.53625261,0.42052677,0.31330895,0.24780856,0.61197393,0.44907641,0.35683543,0.53446534,0.54216338,0.30075835,0.35972781,0.59872929,0.46432286,0.4838254,0.57870141
13,6,0,0.21936729,0.36014851,0.49768606,0.53160856,0.35120007,0.44477677,0.79323987,0.48354477,0.42324828,0.41204615,0.24425645,0.49836342,0.63364516,0.64749746,0.43848656,0.50397202,0.60111371,0.5115467,0.26226069,0.37566745,0.60936044,0.44589572,0.40331082,0.31648615,0.62260838,0.47592359,0.38311443,0.59348846,0.5362088,0.34909383,0.31845888,0.55293396,0.40440329999999997,0.54009813,0.60222127
14,6,1,0.26553254,0.42570449,0.57508342,0.59451027,0.36180945,0.5330571999999999,0.88124653,0.50895114,0.41646807,0.40757625,0.24983732,0.54242624,0.73842837,0.68245541,0.46498265,0.60493493,0.61189252,0.54626209,0.23856755,0.42877299999999996,0.67808131,0.48911990000000005,0.45856312,0.35705290000000006,0.64049235,0.5445424,0.42271598,0.66903925,0.56539929,0.39974936,0.41259344,0.5321576,0.38151307,0.59669233,0.65483127
15,6,2,0.32687443,0.49215537,0.68703757,0.63729435,0.37813848,0.59114057,0.92872016,0.56017571,0.41548375,0.41106987,0.26365712,0.55463085,0.74993085,0.70900197,0.48518358,0.73985556,0.62603583,0.58254676,0.24833673,0.50929589,0.7367829,0.54366853,0.48489026,0.39037154,0.67258575,0.59260076,0.47030439,0.72288993,0.60582146,0.44602828,0.48862373,0.52800857,0.38241453,0.63238305,0.71077317
16,7,0,0.40081648,0.5529703,0.77673002,0.64670531,0.39954438,0.61150157,0.91435314,0.61686819,0.41692786,0.41524931,0.27969382,0.56660062,0.71914911,0.69283541,0.50239954,0.84367712,0.64408879,0.59389658,0.29282417,0.59651404,0.78011409,0.57586448,0.48549053,0.42008186,0.73926147,0.62851595,0.52104317,0.72356853,0.66022083,0.48105398,0.58379337,0.53563073,0.40466681,0.63532696,0.77919692
17,7,1,0.46948788,0.597877,0.83468736,0.61288893,0.43258482,0.60877224,0.80434481,0.6783308000000001,0.42616241,0.40947233,0.30950622,0.57961251,0.67050354,0.63037642,0.55033247,0.94064545,0.67457165,0.57281835,0.37808554,0.67290773,0.80451551,0.58386298,0.46954605,0.47013224,0.83215676,0.66390638,0.56975196,0.66772729,0.72934619,0.52318766,0.67781292,0.55462893,0.43149574,0.60562558,0.85783853
18,7,2,0.54817115,0.63378713,0.91310025,0.56688262,0.46398991,0.66082142,0.72362576,0.74702296,0.45538143,0.39130224,0.38842137,0.61206517,0.66224681,0.5955199000000001,0.65065048,0.9934552,0.71092679,0.53075453,0.48820095,0.72797067,0.81158605,0.62821825,0.46571,0.53966625,0.9113947,0.71134551,0.6375294,0.65622125,0.78331768,0.57800771,0.7897259,0.62368588,0.44728521,0.5593097,0.90158052
19,8,0,0.59045401,0.64216489,0.93319309,0.61058733,0.51619071,0.79309383,0.69256663,0.76540569,0.49589431,0.38920445,0.46869313,0.63568912,0.69278451,0.63628229,0.70808037,1.0,0.7610514,0.51621982,0.54004073,0.7315673,0.81174675,0.70276312,0.48447758,0.55898615,0.94153317,0.78381612,0.73106447,0.78642197,0.83271331,0.60539203,0.84855281,0.71629561,0.44858886,0.51890703,0.88158906
20,8,1,0.6214779,0.63105484,0.90954592,0.69098969,0.55570743,0.88925706,0.68312743,0.74149784,0.52745758,0.39199613,0.51969294,0.63889623,0.7364191,0.66605023,0.75628794,0.98375085,0.80700935,0.49971625,0.59352342,0.71344584,0.80094006,0.74290369,0.51332771,0.55697103,0.94071862,0.81859782,0.79917469,0.87510744,0.85668612,0.60992288,0.89430707,0.79902669,0.44067679,0.50966077,0.85698419
21,8,2,0.62818386,0.60357007,0.8376614,0.72592277,0.58556667,0.9481165000000001,0.67883815,0.70593349,0.52941329,0.3947636,0.54053845,0.63040511,0.75720329,0.67147885,0.77970512,0.94606184,0.84034268,0.47387805,0.61433809,0.6801494,0.7725936,0.74143596,0.52881261,0.54511335,0.92080731,0.83770991,0.8182988,0.92125224,0.81969882,0.58076478,0.88338125,0.85991036,0.43027529,0.50132814,0.82129859
22,9,0,0.580348,0.53206398,0.7175758000000001,0.74141164,0.56433976,0.91724799,0.66370766,0.6360631,0.48353193,0.37288204,0.52792085,0.5902685999999999,0.73898153,0.63455229,0.74132697,0.84074325,0.81542056,0.44340726,0.59723693,0.61844653,0.70696609,0.68681999,0.51183643,0.50875945,0.86194226,0.83373216,0.78705018,0.90508648,0.70884391,0.47115681,0.78455051,0.87276301,0.41449969,0.47060316,0.76962836
23,9,1,0.48149978,0.41019612,0.53973596,0.65468417,0.45665121,0.74931113,0.59423931,0.48802892,0.37076804,0.32110699,0.44076676,0.49362983,0.59084032,0.53801825,0.58968633,0.63952456,0.63553738,0.40535642,0.48801765,0.4947019,0.57397557,0.58110255,0.42177828,0.42920655,0.73575889,0.78637699,0.69329325,0.71738573,0.54306667,0.2294473,0.67625072,0.77653457,0.36248526,0.40384908,0.68804784
24,9,2,0.33002741,0.18280655,0.30641956,0.39630040000000005,0.28282483,0.3753052,0.44944475,0.21809904,0.23855071,0.27580281,0.27956147,0.27082783,0.33106646,0.3363837,0.26201214,0.35113217,0.31655763,0.3501882,0.27836388,0.21591506,0.34900370000000003,0.47745879999999996,0.23078222,0.3013539,0.46061182,0.68571579,0.42900564,0.36155807,0.38601329,0.13702442,0.58474219,0.50242807,0.27759517,0.31320531,0.55759077
25,10,0,0.25513241,0.20846344,0.31492093,0.40156849,0.18479375,0.29703523,0.38518184,0.25082648,0.23039762,0.32754559,0.28342175,0.19912667,0.18328317,0.26911651,0.27186326,0.30324983,0.27810748,0.35458336,0.24425662,0.10044266,0.28616423,0.53336745,0.1741043,0.36995592,0.43989501,0.58203191,0.29461552,0.34411051,0.38156816,0.17067481,0.7087119000000001,0.41495523,0.2921434,0.29172659,0.51062794
26,10,1,0.22926152,0.25305598,0.34107791,0.41816554,0.15960459,0.3141001,0.3400472,0.31745959,0.26446704,0.35684202,0.36983688,0.21557317,0.18399089,0.29064607,0.29647297,0.31503047,0.29511682,0.34433378,0.26699932,0.076635773,0.28246826,0.57100345,0.20490527,0.41695214,0.44873744,0.5065911,0.21703199,0.43626438,0.40781107,0.21659383,0.87850297,0.38346834,0.29739963,0.28544962,0.48484408
27,10,2,0.22149672,0.25667365,0.3285362,0.43119086,0.16224066,0.33745204,0.29356607,0.33305117,0.26371584,0.35776989,0.38191404,0.32236166,0.22959408,0.29260872,0.3091645,0.3346122,0.30577882,0.32130986,0.29375424,0.088227971,0.29973485,0.55442745,0.23179516,0.42258186,0.44870124,0.48230479,0.20247815,0.49492558,0.42215672,0.24146529999999997,0.90386237,0.36660185,0.32293877,0.26506218,0.47882102
28,11,0,0.21423781,0.24447829,0.32577978,0.43471997,0.20474331,0.33162714,0.29957662,0.33326851,0.24893149,0.34738583,0.35475973,0.36367239,0.23266086,0.28149496,0.30310061,0.35007899,0.32634735,0.30822862,0.32556687,0.10915756,0.32788044,0.51401756,0.22537985,0.39724811,0.459571,0.46813602,0.20788037,0.52917226,0.42076613,0.25807198,0.88793368,0.38547527,0.37348311,0.25723712,0.48180265
29,11,1,0.20644949,0.2439166,0.37166691,0.42842895,0.25525995,0.31697768,0.33280816,0.32776628,0.25346458,0.33704212,0.31926721,0.38701747,0.23176605,0.28388117,0.30137323,0.37677725,0.36038162,0.3457525,0.35399864,0.16329368,0.38139965,0.46645749999999997,0.21540987,0.36146725,0.49513078,0.47240764,0.23818609,0.55978466,0.41305252,0.28547558,0.86195131,0.43816486,0.42585812,0.27669402,0.48989321
30,11,2,0.23315568,0.29662986,0.4653344,0.41578723,0.31002359,0.32829613,0.42722099,0.337501,0.31188318,0.36470873,0.31862751,0.40529135,0.27653136,0.34492633,0.33325383,0.40108328,0.43658100000000005,0.42106086,0.37180584,0.23554434,0.46361883,0.42528008,0.24546989,0.36490554,0.57468549,0.52178841,0.30591916,0.6042405,0.41904275,0.33339974,0.852166,0.48590473,0.47273421,0.30770662,0.51765058
31,12,0,0.2947917,0.38932788,0.5340853,0.41640099,0.34227484,0.38448727,0.50676707,0.36934762,0.41845616,0.41753268,0.35457223,0.41853075,0.33020418,0.43997494,0.4024935,0.42283157,0.49237539,0.51794545,0.36267481,0.27208466,0.53912904,0.430774,0.30569312,0.42930730000000006,0.6228618,0.57077036,0.37003594,0.63952769,0.45307059,0.38411954,0.82695035,0.5080121,0.49947299,0.34721259,0.56511747
32,12,1,0.37501618,0.44832445,0.60190773,0.4313443,0.36761858,0.48037147,0.56563715,0.40343632,0.50780339,0.46399871,0.38782578,0.4307427,0.40906207,0.50073972,0.46324082,0.46762958,0.54416667,0.58052001,0.33913103,0.28822797,0.60551985,0.46645749999999997,0.35347027,0.49903023,0.63070866,0.61025399,0.42565559,0.65747289,0.50315557,0.45066838,0.79833237,0.49583537,0.5381735,0.37123763,0.62688595
33,12,2,0.42889916,0.46469916,0.61522559,0.43697042,0.37921243,0.53681549,0.59602998,0.40556401,0.5345033,0.47815072,0.40124852,0.40286218,0.44635972,0.52413649,0.48782885,0.48142631,0.56199377,0.60240894,0.31585879,0.28990178,0.61840752,0.45404234,0.36642281,0.53209698,0.61573898,0.60384131,0.44784133,0.66225325,0.53265507,0.44762853,0.77953805,0.46675055,0.55239581,0.3501988,0.64479282
34,13,0,0.46555842,0.44217441,0.56272305,0.40083539,0.37915548,0.53961458,0.59777901,0.38096981,0.51268618,0.44354526,0.37851699,0.31545575,0.45087448,0.52653463,0.41815554,0.38955089,0.52993769,0.58584747,0.29369993,0.28425785,0.59384541,0.40459711,0.3456012,0.44451511,0.58202552,0.57822208,0.43457426,0.66169529,0.51084541,0.36628535,0.73723404,0.43108343,0.51192705,0.31817105,0.59882956
35,13,1,0.46048777,0.3841965,0.52231249,0.33688518,0.36679684,0.48697245,0.57348695,0.33961725,0.43357078,0.40724544,0.32866423,0.24107588,0.44482226,0.49297858,0.30441602,0.28164447,0.45140187,0.5267184,0.28373388,0.27555679,0.54709947,0.39960142,0.3061058,0.33758816,0.54609467,0.51294081,0.39128988,0.65300921,0.44819758,0.29073907,0.65548208,0.37762434,0.40574856,0.29703917,0.49220846
36,13,2,0.3604513,0.32681835,0.5415494000000001,0.27022419,0.35377919,0.39951168,0.51869795,0.25203903,0.34007253,0.36261094,0.2841166,0.19393806,0.45152526,0.46142099,0.24088609,0.2156022,0.34095794,0.44158897,0.29184657,0.27833034,0.44926884,0.41589465,0.29938098,0.26263854,0.48286723,0.42831654,0.33301904,0.64304133,0.38468213,0.21500643,0.53327583,0.31535766,0.35573123,0.30691989,0.38986758
37,14,0,0.24664996,0.35064737,0.5808719,0.30557497,0.35045155,0.32490408,0.50434481,0.21130418,0.28777359999999996,0.3843634,0.31348782,0.32515779,0.51110388,0.49769731,0.33076756,0.23464982,0.32942368,0.40025479,0.31324508,0.31245677,0.37502009,0.46381827,0.40156631,0.30872166,0.45209521,0.42652183,0.33897591,0.66629469,0.35944947,0.23985219,0.43431091,0.29833519,0.34967062,0.34243296,0.37440409999999996
38,14,1,0.23479099999999997,0.42351485,0.61888147,0.33178757,0.36606459999999996,0.3148849,0.50923098,0.2181448,0.29892501,0.40112151,0.34495461,0.44567738,0.61357683,0.56528068,0.41724487,0.26967577,0.38780374,0.40830969,0.34619145,0.33139438,0.36790937,0.55091296,0.47839992,0.33605793,0.46618699,0.49035474,0.38312553,0.68235489,0.37642179,0.27316195,0.39362661,0.32540268,0.35243048,0.37489214,0.41170439999999997
39,14,2,0.23188508,0.46765994,0.65298129,0.33861563,0.38428118,0.32287234,0.45952943,0.23109393,0.32164875,0.39026949,0.35169356,0.49125202,0.60721549,0.61588021,0.49787511,0.30734221,0.43300623,0.40635242,0.3509776,0.33628441,0.36280733,0.60548853,0.49711124,0.35894207,0.4763146,0.52360411,0.40769623,0.66474145,0.39338222,0.29037275,0.36645582,0.35017209999999993,0.33965744,0.38676085,0.44623665
40,15,0,0.20697891,0.44832445,0.55830553,0.31236894,0.35963713,0.30003488,0.35131871,0.22612933,0.30318612,0.32319671,0.31064224,0.45372817,0.5303262,0.62691642,0.50197311,0.31152486,0.42103583,0.35764665,0.31674134,0.28627058,0.29992769,0.58084671,0.44788032,0.35533375,0.43235587,0.46352855,0.38749612,0.55723614,0.37982101,0.26785990000000004,0.29872532,0.32404047,0.31978365,0.3661027,0.4421871
41,15,1,0.15966070000000002,0.31171935,0.28098796,0.22719291,0.24191685,0.2247384,0.23311355,0.15240394,0.2157363,0.23233823,0.21823817,0.34337296,0.36518344,0.50038179,0.34572131,0.25809072,0.30084112,0.24080723,0.24198235,0.15430903,0.21300820000000004,0.35217602,0.30341399,0.31485516,0.31789302,0.35040932,0.32703998,0.29065191,0.28474987,0.20085476,0.16784551,0.21180862,0.29831496,0.30863717,0.31252456
42,15,2,0.10837892,0.20107578,0.17079646,0.18368426,0.16217558,0.16780607,0.23114242,0.09737699999999999,0.13406295,0.20864935,0.16442587,0.23710553,0.30655658,0.22964267,0.19492628,0.17644625,0.17827103,0.15026348,0.1709776,0.063091022,0.20646794,0.19714801,0.1828081,0.24899244,0.22745949999999998,0.26231108,0.30660691,0.12749687,0.12875429,0.14726864,0.09950162900000001,0.14890763,0.29299632,0.24512309,0.22203332
43,16,0,0.14575466,0.15894897,0.24809227,0.21722786,0.14274673,0.16890478,0.25691283,0.13667509,0.094255925,0.24646603,0.16309131,0.24462792,0.37840234,0.18988844,0.18222752,0.16013691,0.19097352,0.16161909,0.15300747,0.13627058,0.25623493,0.16334967,0.17433877,0.22355793,0.24306272,0.27096977,0.35294183,0.25334399,0.1548427,0.1318509,0.16752923,0.20374973,0.30316899,0.19983081,0.20464759
44,16,1,0.18499041,0.19048934,0.32739736,0.26845964,0.15573997,0.18950122,0.30651027,0.17768449,0.09770755099999999,0.28875262,0.20157279,0.2909658,0.49443586,0.24853547,0.22472535,0.18156172,0.26577882,0.2330187,0.1868296,0.18187854,0.29105737,0.20677583,0.21978991,0.20992443,0.30066974,0.33944165,0.41529485,0.31940947,0.2097888,0.13248715,0.23313207,0.26179459,0.32544206,0.18428221,0.20303289
45,16,2,0.22197908,0.22329589,0.38301175,0.31151649,0.16740705,0.20795256,0.363201,0.20374289,0.11918793,0.3127481,0.22848445,0.33549097,0.55367282,0.28516375,0.25539173,0.21554954,0.29268692,0.2706005,0.22522743,0.20340296,0.31527398,0.24381935,0.25491465,0.20080605,0.33169518,0.40365239,0.44629942,0.35320375,0.25334871,0.14913882,0.26536324,0.29261597,0.33350669,0.19522883,0.20215293
46,17,0,0.21981435,0.23072163,0.40245176,0.30640184,0.15762753,0.23096442,0.41162549,0.21519349,0.13871908,0.28040181,0.22595873,0.34465727,0.54869438,0.27534451,0.26213501,0.22178589999999998,0.26832555,0.2783427,0.22444671,0.20637018,0.32072152,0.25789077,0.25289814,0.20235516,0.30368359,0.44777498,0.40577717,0.34389939,0.28762613,0.14283419,0.22582902,0.2756039,0.32816726,0.2067084,0.19519863
47,17,1,0.17797856,0.18123572,0.33111127,0.13004006,0.11694736,0.28451343,0.41839256,0.18614946,0.14783707,0.16668549,0.20053603,0.30972406,0.39748637,0.19194655,0.21556808,0.15478823,0.21504673,0.25164167,0.17405974,0.16980910000000002,0.27521292,0.25525154,0.15868505,0.27510705,0.21109603,0.41570109,0.25014421,0.22116327,0.30674971,0.11099614,0.11803719,0.20145164,0.28351016,0.23469250000000003,0.13624947
48,17,2,0.14744879,0.16169078,0.25783403,0.18773336,0.097315109,0.38268225,0.40881455,0.16768666,0.16867634,0.14066484,0.20954702,0.22893733,0.25409583,0.20572093,0.12565048,0.22364402,0.16100467,0.21814234,0.1594501,0.20899848,0.23143982,0.30142465,0.16835491,0.34027708,0.34169608,0.35352645,0.2132826,0.19867899,0.33481108,0.11918379999999999,0.21657083,0.2002766,0.18906456,0.28209965,0.15428449
49,18,0,0.165249,0.16720297,0.26884521,0.35268946,0.15184281,0.47331706,0.40412965,0.25066633,0.21590468,0.19982249,0.30442167,0.2284603,0.21562678,0.33048977,0.14248338,0.3383134,0.17329439,0.21730847,0.22431772,0.25703417,0.26315282,0.37549822,0.28480585,0.44933879,0.50575618,0.35791352,0.23340507,0.28608267,0.38081938,0.18921594,0.42787042,0.23670282,0.21862562,0.33024279,0.22451944
50,18,1,0.2113319,0.18354912,0.29537212,0.42712471,0.18581076,0.52632543,0.40058995,0.34843684,0.24718301,0.25972245,0.3910243,0.24340232,0.23862361,0.43735608,0.1638118,0.42553224,0.21820093,0.22243326,0.29226069,0.29647946,0.28937008,0.42379888,0.38526543,0.48983627,0.59420762,0.40795549999999997,0.26590717,0.41459442,0.44207661,0.25894602,0.60199348,0.2960683,0.23738992,0.3605025,0.28995301
51,18,2,0.22749679,0.18463442,0.28695053,0.43191544,0.18594093,0.52057028,0.37232093,0.36685389,0.2435112,0.26763757,0.37845081,0.29972112,0.27298463,0.45978643,0.17797051,0.44652825,0.24728972,0.22278649999999997,0.32124915,0.30292572,0.30498152,0.43620058,0.41195836,0.47763224,0.60638067,0.44606423,0.27709988,0.44988162,0.47209908,0.28504499,0.65809852,0.32822070000000003,0.23418626,0.36583199,0.29025203
52,19,0,0.22683796,0.17361005,0.29046134,0.39398176,0.20645188,0.48058075,0.35476818,0.36643064,0.22892112,0.25436502,0.32408704,0.32555409,0.28468234,0.43210642,0.18622434,0.42462198,0.27292835,0.23135677,0.34606925,0.2973717,0.32190262,0.41979963,0.387432,0.43222922,0.6023079000000001,0.44857263,0.27350579,0.46123686,0.47742373,0.29085476,0.67112325,0.34836274,0.26860828,0.36996024,0.28973943
53,19,1,0.23141449,0.17511424,0.35737705,0.38210724,0.25390123,0.43999826,0.36962104,0.35724499,0.23042352,0.24707923,0.27623059999999994,0.34610304,0.31086797,0.40212969,0.19779561,0.40364854,0.30879283,0.27188604,0.36660557,0.31895836,0.35764904,0.40587633,0.35703433,0.37575567,0.61515069,0.42862091,0.26976749,0.46996818,0.47540321,0.31157455,0.66558367,0.39974212,0.31463837,0.38624482,0.31008971
54,19,2,0.25989718,0.21807883,0.469897,0.42089336,0.31450655,0.43188873,0.44023459,0.34967227,0.28054656,0.29013232,0.30423418,0.37105534,0.35506386,0.40881704,0.24197022,0.42340329,0.36651869,0.33766865,0.41839104,0.36349426,0.41147357,0.41718733,0.36676046,0.38353275,0.63832021,0.43278757,0.29477082,0.49849954,0.48672998,0.38036632,0.65692927,0.44708684,0.3567367,0.4117249,0.37222554
55,20,0,0.31313309999999994,0.30300838,0.55079791,0.46818686,0.35588642,0.47334322,0.47456274,0.34370103,0.36427924,0.34869292,0.36685895,0.38894759999999995,0.38106239,0.47714013,0.28573287,0.47971865,0.40288162,0.40456888,0.43870333,0.37971365,0.44198136,0.45196865,0.42596136,0.45275189,0.6420581,0.46913308,0.3296579,0.50866346,0.50051701,0.43761568,0.6337742,0.45378352,0.38692878,0.42915151,0.43878684
56,20,1,0.35063942,0.36289033,0.61747425,0.49875543,0.39335286,0.5205354,0.48011521,0.33436667,0.41450589,0.39323866,0.40113823,0.40629679,0.393297,0.52146394,0.32480486,0.5370571,0.41060748,0.43399734,0.44285132,0.3769401,0.44630403,0.46598621,0.45876946,0.50226071,0.63335143,0.52220823,0.34103918,0.49183418,0.50490272,0.49514781,0.60691969,0.43167615,0.40534637,0.40823111,0.50258009
57,20,2,0.35945129,0.37913176,0.6674815,0.48769926,0.40756651,0.50938263,0.49356607,0.3230991,0.42795622,0.42761013,0.41016026,0.45030823,0.40005694,0.54532005,0.32639491,0.54083352,0.40057632,0.43221958,0.43800407,0.36801079,0.43042745,0.45394808,0.45123804,0.5161398,0.62102453,0.52183039,0.33689045,0.46304646,0.49537065,0.47169023,0.58568143,0.40925681,0.40965259,0.35598511,0.51606151
58,21,0,0.33992165,0.35484577,0.7050486,0.44409684,0.40627288,0.45841472,0.5269156,0.30953225,0.42656392,0.46033565,0.39647281,0.46318802,0.42564874,0.54253415,0.30178520000000003,0.49161213,0.38803738,0.41890092,0.42953157,0.35347213,0.41806203,0.41671604,0.42288501,0.46028338,0.60759345,0.47996432,0.32772774,0.43201182,0.47449992,0.36818766,0.54296531,0.39189119,0.40148395,0.32973522,0.49706963
59,21,1,0.28585042,0.30277989,0.71946177,0.37812633,0.38758441,0.3960586,0.55613548,0.28881593,0.40856754,0.46256253,0.36100235,0.49015118,0.48623607,0.51284973,0.26129662,0.37774016,0.38753894,0.39620708,0.42194162,0.34491631,0.4217821,0.38907142,0.38827612,0.35398615,0.59724862,0.39895046,0.31853175,0.40447574,0.43372119,0.27724293,0.46773050000000005,0.384477,0.36553637,0.33217156,0.44037591
60,21,2,0.2024965,0.262738,0.72245757,0.32187367,0.36357497,0.35340949,0.57089811,0.26655533,0.39000777,0.44732935,0.31839589,0.53412594,0.56327992,0.48660741,0.23899971,0.29665990000000003,0.43008567,0.39066535,0.40312288,0.37783234,0.459722,0.37209146,0.37767773,0.23675063,0.59277763,0.31096767,0.32692905,0.38939574,0.37807386,0.24112468,0.39111558,0.38461219,0.33292421,0.38289485,0.4178129
61,22,0,0.22437911,0.30381759,0.73538372,0.39661579999999996,0.35277846,0.40712417,0.60087451,0.31219758,0.3797306,0.41243344,0.30632976,0.55523264,0.64277231,0.50867983,0.29538884,0.41063718,0.50309969,0.41812496,0.37387644,0.43010098,0.53366543,0.40156738,0.42305384,0.30721033,0.58929315,0.36874475,0.37947597,0.43086574,0.38602517,0.30620823,0.39125934,0.39941976,0.30981208,0.45495305,0.44852627
