,measure_number,beat_number,pid1263-06,pid9048-06,pid9054-06,pid9055-06,pid9058-06,pid9059-06,pid9060-06,pid9062-06,pid9063-06,pid9064-05,pid9065-03,pid9066-06,pid9067-06,pid9068-04,pid9072-06,pid9074f-06,pid9075-06,pid9090-02,pid9093-07,pid9097-12,pid9099-06,pid9100b-02,pid9101-06,pid9103-03,pid9104-06,pid9105-06,pid9118-06,pid9139-06,pid9166c-09,pid9170-07,pid9173-11,pid9174-06,pid9186c-06,pid918719b-02,pid9192-06
62,22,1,0.28495629,0.36333778,0.75395329,0.48717927,0.35605728,0.46951517,0.65565658,0.35597525,0.38147261,0.37385832,0.31611281,0.54972846,0.70365249,0.55083219,0.35653368,0.52349357,0.55064642,0.47205976,0.35495587,0.46803846,0.5929857,0.44003824,0.47568936,0.35280856,0.59102181,0.45057725,0.43770244,0.48507834,0.43253266,0.36687018,0.48314165,0.41489284,0.30745441,0.51746045,0.4962751
63,22,2,0.38116919,0.40418888,0.79341361,0.5365783000000001,0.36748027,0.50534531,0.70065242,0.41279356,0.38802616,0.33861546,0.32603924,0.54012183,0.73588221,0.59614627,0.41103643,0.67206048,0.56778037,0.52250854,0.34577054,0.52525937,0.63126306,0.48148497,0.50751266,0.39151763,0.60676984,0.51063182,0.49288947,0.5228839,0.48574349,0.41940231,0.56142419,0.43188412,0.32564316,0.55985957,0.54516873
64,23,0,0.47147614,0.42537129,0.84317423,0.53627142,0.38709625,0.50374084,0.63066352,0.4389206,0.39755213,0.31112635,0.32202455,0.5332893,0.75595868,0.62005608,0.44814253,0.76717069,0.56655763,0.5508715000000001,0.36229464,0.59197676,0.65927206,0.51043574,0.51982742,0.43433249,0.65600507,0.53358522,0.52011137,0.51697254,0.54235354,0.45030848,0.64369369,0.44008859999999994,0.36215935,0.56183064,0.596651
65,23,1,0.57160672,0.44100343,0.88771217,0.47844174,0.42039704,0.47240146,0.54050527,0.46112401,0.41549670000000005,0.29471518,0.32901717,0.54607368,0.77692183,0.62864642,0.50123591,0.85383284,0.56005452,0.56011929,0.41600815,0.65824457,0.68368954,0.53618173,0.51763271,0.50064232,0.78299394,0.53259866,0.53538625,0.45238490000000003,0.61308342,0.48775064,0.72165996,0.45133986,0.41757159999999993,0.54402335,0.68590346
66,23,2,0.64050165,0.47716108,0.90882054,0.40508908,0.45059799999999994,0.50538019,0.5436215999999999,0.5210309000000001,0.45560808,0.30138777,0.41025952,0.59400411,0.8029529000000001,0.66330609,0.58436687,0.87271496,0.56878505,0.54573513,0.49265445,0.72423572,0.71892174,0.5978536,0.51624461,0.56156171,0.91184723,0.52037154,0.56488219,0.47972494,0.67656322,0.54379177,0.81901476,0.52138467,0.46444075,0.50914474,0.77219137
67,24,0,0.68865516,0.51514661,0.90773248,0.48885858,0.48531446,0.59666027,0.59226818,0.57145472,0.49084963,0.33010328,0.51262312,0.62887861,0.82624258,0.70566128,0.61889997,0.87083427,0.61956386,0.54858996,0.52767821,0.74719878,0.75618673,0.64321879,0.52816545,0.58111461,0.97918364,0.52512594,0.62365222,0.68506929,0.72793183,0.5765874,0.87194748,0.61399441,0.51314749,0.46678792,0.78523708
68,24,1,0.70169061,0.55126618,0.84926737,0.6080982,0.5161663,0.6877398,0.63242643,0.59111864,0.5182036,0.35069388,0.61046467,0.64927345,0.84893842,0.72624232,0.63952732,0.84871737,0.69287383,0.55158955,0.54671419,0.75280122,0.77616905,0.66734892,0.54686738,0.5718262,1.0,0.5299958,0.70008209,0.79350957,0.74367995,0.59460797,0.8984378000000001,0.71863529,0.52992164,0.4325607,0.7756258
69,24,2,0.68440805,0.56596535,0.74104164,0.65496548,0.52579937,0.74931985,0.6686563,0.57803224,0.51830721,0.35527675,0.66296447,0.64756348,0.86707883,0.72451232,0.64050304,0.799669,0.74459502,0.55064567,0.5534759,0.74187301,0.76700145,0.6810433000000001,0.55387357,0.55804156,0.99357408,0.52643787,0.74180237,0.86310377,0.70770291,0.5808161999999999,0.88895917,0.78960558,0.54575272,0.40314694,0.75092695
70,25,0,0.6012306,0.52539033,0.60863195,0.67881681,0.49485803,0.75406348,0.69024847,0.52252943,0.47157104,0.31985638,0.67682839,0.6219726999999999,0.8578865999999999,0.68036748,0.58808182,0.68070413,0.73357477,0.54058139,0.55158181,0.70514594,0.71585248,0.68194549,0.52798724,0.51299748,0.9481400999999999,0.50807095,0.71523495,0.84558081,0.63073321,0.48912596,0.86228675,0.81532126,0.55749948,0.35358261,0.6977531
71,25,1,0.50318239,0.43215918,0.40648484,0.61005029,0.39337727,0.66364667,0.60583703,0.36019629999999997,0.39842637,0.27070357,0.59926986,0.54853956,0.77095095,0.58008113,0.45774790000000004,0.47385842,0.55799844,0.48413342,0.5404888000000001,0.59584313,0.58744175,0.63578585,0.42630838,0.3806864,0.80219024,0.48775189,0.57400053,0.63890941,0.5280792,0.34508997,0.8298064,0.75192114,0.5298315,0.28665934,0.57817172
72,25,2,0.30875657,0.34822925,0.2909691,0.40479925,0.24106257,0.42635159,0.43742365,0.16314531,0.23748867,0.25780216,0.43455723,0.3432849,0.6484422,0.37767106,0.23430182,0.28798616,0.27542056,0.37963403,0.46976918,0.40277355,0.35995501,0.53206129,0.25828175,0.23488665,0.52688026,0.43322838,0.3629365,0.25195663,0.40970085,0.14843188,0.77396971,0.52131188,0.49649816,0.25392945,0.39256728
73,26,0,0.22966153,0.42091584,0.28156826,0.41024636,0.14948336,0.33150506,0.33477929,0.23991352,0.22675172,0.30254962,0.36060529,0.27847497,0.47378183,0.28011096,0.25307892,0.27124803,0.21932243,0.326342,0.42116768,0.23484576,0.31708983,0.47197835,0.23424311,0.25285264,0.43377681,0.41115659,0.27896348,0.23956087,0.39662693,0.17141388,0.79216983,0.40887207,0.50517995,0.26258354,0.36870568
74,26,1,0.21410839999999998,0.46153846,0.28652981,0.42049271,0.12801237,0.29551796,0.27058579,0.34370103,0.25816604,0.33876876,0.41030364,0.25667841,0.32867486,0.28885044,0.28883348,0.27211314,0.24116822,0.27612485,0.38665309,0.11996127,0.32655472,0.49363083,0.29544176,0.28307305,0.41401032,0.41615239,0.24215734,0.34993139,0.41311195,0.22482648,0.86886141,0.39308703,0.49380764,0.28113527,0.41416489
75,26,2,0.20624949,0.44931455,0.27396634,0.42178842,0.12534375,0.26872166,0.24448917,0.37660005,0.25724647,0.34266581,0.40831835,0.3094305,0.26788416,0.28814055,0.30930905,0.28130595,0.25999221,0.25002606,0.37876443,0.11183428,0.34614334,0.49847840000000004,0.33229225,0.29289673,0.41208254,0.43375315,0.23458091,0.40114306,0.42647111,0.24322622,0.83037186,0.3713748,0.45516954,0.25650114,0.43388296
76,27,0,0.20029647,0.41074829,0.27482228,0.41776490000000005,0.13718168,0.24409662,0.26045253,0.38138162,0.24191815,0.28963208,0.37063099,0.33709086,0.25042707,0.27685379,0.33165655,0.29088994,0.26947819,0.23033181,0.38955193,0.13081339,0.36778081,0.48960465,0.32114988,0.27418136,0.43226536,0.45990764,0.23746506,0.43362538,0.43418472,0.24007069,0.76417481,0.3596452,0.40882047,0.24991963,0.4297736
77,27,1,0.20061412,0.39680122,0.32723052,0.41328105,0.16769994,0.23587374,0.29135203,0.37166977,0.24697578,0.24341617,0.34259433,0.3458315,0.24117791,0.28545606,0.35740098,0.32261341,0.29453271,0.24413689,0.41528174,0.19783511,0.39608709999999997,0.46810029,0.28697243,0.26003778,0.49345642,0.47916667,0.25615654,0.45908042,0.43757206,0.24967866,0.72164079,0.38760698,0.39835656,0.26998562,0.42903887
78,27,2,0.23513218,0.42752285,0.43308429,0.40912113,0.23045318,0.27950820000000004,0.38284287,0.34968371,0.30664422,0.22697273,0.3697707,0.34706444,0.2502237,0.35333174,0.41154235,0.35180170000000005,0.38708723,0.29712201,0.44783435,0.27833725,0.44919653,0.43671227,0.28149503,0.30282746,0.57294778,0.51247901,0.30174824,0.49531766,0.45535258,0.28878535,0.71673376,0.44143001,0.41985299,0.30499112,0.46
79,28,0,0.29985059,0.50420792,0.52396634,0.41938454,0.27347653,0.35983607,0.45100639,0.33269655,0.4128157,0.26843634,0.42338447,0.34938353,0.27732043,0.43628229,0.45771899,0.38930264,0.48892523,0.37304997,0.46637475,0.32700927,0.49925277,0.42009587,0.34198087,0.40434509,0.62493438,0.5454555,0.36447841,0.5192647,0.48637341,0.34812982,0.71082039,0.46683374,0.44961514,0.34496236,0.50352841
80,28,1,0.38640455,0.55954874,0.60142899,0.44263064,0.31856643,0.43226369,0.50505969,0.33076334,0.50323145,0.30874617,0.45903140000000003,0.35709673,0.31066461,0.49436258,0.5214802,0.44557286,0.55679128,0.41697261,0.47526816,0.34357449,0.54806363,0.41846655,0.40533671,0.46908059999999996,0.63473618,0.61121956,0.42480144,0.53437486,0.51016794,0.42821337,0.68999425,0.46206079,0.49936204,0.37445225,0.56596326
81,28,2,0.44247579,0.57972201,0.63538372,0.44973148,0.32472541,0.45013952,0.54036646,0.33074046,0.52963347,0.32622237,0.47715266,0.350433,0.32986252,0.5135297999999999,0.55135877,0.46650869,0.57836449,0.43391627,0.47047522,0.34277908,0.55182388,0.40018044,0.42877509,0.50396096,0.61568468,0.6190911,0.46062031,0.53564158,0.51638399,0.43624036,0.66679126,0.43970385,0.53094099,0.3487353,0.5875865
82,29,0,0.46967611,0.56714585,0.54506021,0.39904526,0.26538117,0.4231165,0.58132982,0.30807948,0.50836679,0.29119735,0.41715288,0.24789373,0.33322216,0.49710076,0.46655825,0.38180245,0.54028816,0.43821298,0.45375424,0.31891686,0.5031014,0.34831143,0.40374226,0.42639798,0.5755996,0.57488455,0.45675999,0.52617134,0.47149292,0.35169023,0.58486678,0.35579773,0.50881354,0.30395059999999996,0.54540795
83,29,1,0.45259356,0.51840251,0.422813,0.31763703,0.17864291,0.38910009999999995,0.5893461999999999,0.26448484,0.42859733,0.25892367,0.33835905,0.1942096,0.32285854,0.44932291,0.35676496,0.28927255,0.44846573,0.43597776,0.43613035,0.29154102,0.44024586,0.3290962,0.34018008,0.31991814,0.53671826,0.48627204,0.42562231,0.51569074,0.40491104,0.27212082,0.4406843,0.32359333,0.40989529,0.28644785,0.44703973
84,29,2,0.32933329,0.45823496,0.31029305,0.23713238,0.14868603,0.3768835,0.57387562,0.21542228,0.3371843,0.23621914,0.28419381,0.13129312,0.30266005,0.41982939,0.23670136,0.18384112,0.29201713,0.44138051,0.41845893,0.27710609999999997,0.34565322,0.30550469,0.32671169,0.24989924,0.48636076,0.37452771,0.36838309999999996,0.52980562,0.34266732,0.18761568,0.29136477,0.29070263,0.31203107,0.30686067,0.34236651
85,30,0,0.19588466,0.47361957,0.32321195,0.31341744,0.22622244,0.43934426,0.55303998,0.20876469,0.28125890000000003,0.27964338,0.33694729,0.27082049,0.30676808,0.49047307,0.26845909,0.16832167,0.26824766,0.46581157,0.41926679999999994,0.32319823,0.32056082,0.31260099,0.43571563,0.28523929,0.48898543,0.34473132,0.35780051,0.57843862,0.34174026,0.20071337,0.27713245,0.30906652,0.28138132,0.3434058,0.33381461
86,30,1,0.19731997,0.52889375,0.36178732,0.36040406,0.29105036,0.50991454,0.52723487,0.22020385,0.29084963,0.30087139,0.37930008,0.39527374,0.36447572,0.58928593,0.33957791,0.19003235,0.30869938,0.51498639,0.42911745,0.35068474,0.35323799,0.34875579,0.50083474,0.31524559,0.54364196,0.37781276,0.37609265,0.62055706,0.36968278,0.22825193,0.29448917,0.35485146,0.28620761,0.36682176,0.36398975
87,30,2,0.22186143,0.57558073,0.40566517,0.37920041,0.33321943,0.55049704,0.46957246,0.23311866,0.31438285,0.3003066,0.40145808,0.46592544,0.38315301,0.67941299,0.39629951,0.22376439,0.34434579,0.54118941,0.43114732,0.34493014,0.37091435,0.38325434,0.52597074,0.33842569,0.57187981,0.40633921,0.37394063,0.64120157,0.39088629,0.24462082,0.28856623,0.40757224,0.29846058,0.36276965,0.3919607
88,31,0,0.2282968,0.55974867,0.3578558,0.35621857,0.32699536,0.51875654,0.34553720000000004,0.22130201,0.29469628,0.25382443,0.37585891,0.43979891,0.37316359,0.70554197,0.40658427,0.22387723,0.33238318,0.51477214,0.4090835,0.25712408,0.33940222,0.36032263,0.46352467,0.32856423,0.54520771,0.38463476,0.31686782,0.59674574,0.36295566,0.22142674,0.2475369,0.38985307,0.26799806,0.31700364,0.38744126
89,31,1,0.18448452,0.40026657,0.19353692,0.24859773,0.21807013,0.35626090000000005,0.20396308,0.13637768,0.21669473,0.14976602,0.28878203,0.29784236,0.35290816,0.59329476,0.28766262,0.18275032,0.24346573,0.39964098,0.33899525,0.084914926,0.2334485,0.24776473,0.30873195,0.23979849,0.39710381,0.28853904,0.17199494,0.36944491,0.25969549999999997,0.1675,0.15801227,0.26932316,0.19547882,0.27299721,0.27970098
90,31,2,0.14836645,0.22191546,0.19872334,0.19061461,0.080006509,0.22479944,0.21458912,0.10829225,0.15121098,0.11887203,0.20835585,0.17538529,0.38286016,0.24970471,0.17567939,0.12908298,0.12524922,0.15704441,0.25881195,0.078662332,0.15120521,0.15595713,0.17968486,0.1609194,0.21548556,0.21053736,0.10204553,0.14401098,0.12219357,0.11415810000000001,0.079150853,0.13262346,0.17484224,0.20389138,0.17211448
91,32,0,0.1637784,0.13305407,0.27596112,0.21628165,0.09483361800000001,0.18171434,0.28979733,0.16963132,0.12503562,0.18245925,0.19272723,0.23353148,0.42961035,0.19087276,0.17276670000000002,0.12341082,0.17475857,0.11186519,0.20289885,0.16724305,0.17614495,0.15478563,0.21198649,0.15222292,0.21185628,0.20884761,0.23208502,0.19658287,0.15291727,0.10520566,0.16789343,0.17956264,0.192608,0.19438288,0.16919265
92,32,1,0.18470806,0.15114242,0.32762223,0.25629529,0.12913514,0.18410359,0.37439617,0.20553884,0.13150499,0.22486687,0.22503226,0.29588287,0.52635646,0.24172284,0.21908066,0.1455879,0.26366044,0.18106433,0.18607604,0.22248582,0.20458782,0.19600345,0.28868879999999997,0.16479849,0.26970767,0.27743493,0.34067312,0.25369083,0.21625444,0.1119473,0.24393329,0.23154512,0.2094723,0.20596396,0.17152499
93,32,2,0.20432005,0.16948781,0.35765269,0.28549996,0.13930518,0.19445413,0.42987923,0.22762786,0.14913224,0.25342101,0.25374171,0.33676059999999997,0.5745953,0.28123248,0.25049147,0.17194764,0.27852804,0.21850715,0.19304141,0.24698437,0.22849912,0.23906603,0.33127931,0.17538413,0.29941171,0.34585432,0.38909349,0.28854071,0.26109797,0.13315553,0.27641365,0.26160741,0.22519243,0.22707047,0.16536523
94,33,0,0.20072001,0.1739147,0.37927608,0.27255988,0.12186966,0.21401291,0.44278873,0.23393084,0.15831499,0.22259158,0.24253587,0.3114854,0.5608395,0.25273519,0.25399682,0.17939517,0.25281153,0.225346,0.20260014,0.24791119,0.22593604,0.25894108,0.32151566,0.20673804,0.29169156,0.36556465,0.38539957,0.30078567,0.29202372,0.13129820000000003,0.22864673,0.24663346,0.22655849,0.23060655,0.15455788
95,33,1,0.16204897,0.16409939,0.41751777,0.15382320000000002,0.11124400000000001,0.2559557,0.44089395,0.20962262,0.18371973,0.11503954,0.17120893,0.25606928,0.42398926,0.18583189,0.18190228,0.10944106,0.23010903,0.23092825,0.16036660000000003,0.20176373,0.1999759,0.23144458,0.19260927,0.28047229,0.24244728,0.27630143,0.29003417,0.28184519,0.31269239,0.12012211,0.13816370000000003,0.2126925,0.16360863,0.24310972,0.19015805
96,33,2,0.17119025,0.17815118,0.48842304,0.20261700000000002,0.17504678,0.34366062,0.43349528,0.15462314,0.27726978,0.21007746,0.16536336,0.37487157,0.25159847,0.23358587,0.17455189,0.21811479999999997,0.28652648,0.28346749,0.12619145,0.21069304,0.18985216,0.21221588,0.19063028,0.38458438,0.28456874,0.28041562,0.22443094,0.27549651,0.34392717,0.1922365,0.18162737,0.24349309,0.14388739,0.29975467,0.32302435
97,34,0,0.21321427,0.21328065,0.55322066,0.28502259,0.25618745,0.42909836,0.42502776,0.21544515,0.40307603,0.33141036,0.23879692,0.40943784,0.26923452,0.29461314,0.2120266,0.33926127,0.35524143,0.32923736,0.13268839,0.24735095,0.23860678,0.27325487,0.2821797,0.44960327,0.34983256,0.38105584,0.23542397,0.35433475,0.38656002,0.27097686,0.25911443,0.31649109999999997,0.22277235,0.36648338,0.41325075
98,34,1,0.23035565,0.23579589,0.61804729,0.3469099,0.33971198,0.48229857,0.41315242,0.25501321,0.46017355,0.38609811,0.30903195,0.41086159,0.3645652,0.33892501,0.24059699,0.43492816,0.38944704,0.37150385,0.17196198,0.26934569,0.2762735,0.32989066,0.35740011,0.47037783,0.44098108,0.51237406,0.25814217,0.45579298,0.4459869000000001,0.33423522,0.33231742,0.40029324,0.28954303,0.42103883,0.48370782
99,34,2,0.22079083,0.25296078,0.67408966,0.37550081,0.38437881,0.5084932,0.35898112,0.28502957,0.47258775,0.40197676,0.37445818,0.37176721,0.3871797,0.35391636,0.26715091,0.45637554,0.40332555,0.38127859,0.21095044,0.28291603,0.30923992,0.34868846,0.40574001,0.46387280000000003,0.45708209,0.61530227,0.27481475,0.5411307,0.46169937,0.36750643,0.37817711,0.46688573,0.34166840000000004,0.43802555,0.53692439
100,35,0,0.19703761,0.25342727,0.67050631,0.36435087,0.41670328,0.512391,0.31143115,0.2862078,0.44688512,0.36588672,0.38468241,0.41627770000000003,0.37432685,0.3389966,0.29095114,0.40014293,0.41395639,0.36782674,0.22027155,0.26748513,0.35046601,0.36848271,0.40660289,0.44193955,0.419142,0.64228589,0.28724986,0.55008822,0.40937994,0.37902956,0.41267970000000004,0.4437073,0.33446363,0.42498097,0.54994447
101,35,1,0.19554348,0.24038462,0.66867112,0.34720825,0.44416239999999996,0.50872864,0.31875347,0.26281472,0.44715063,0.32821527,0.37242878,0.47371936,0.35366469,0.34076836,0.3088248,0.36495148,0.42653427,0.35489606,0.2295723,0.25708949999999997,0.39599068,0.40851557,0.40274808,0.41809824,0.40251606,0.62096977,0.30088299,0.53476694,0.36274172,0.40979434,0.44078014,0.41582871,0.30805769,0.41927925,0.53250748
102,35,2,0.2330498,0.22701828,0.68375889,0.37738471,0.46966073,0.50618242,0.36895475,0.24594196,0.49378966,0.31562046,0.36231484,0.53230589,0.34273164,0.38652389,0.33854438,0.38150154,0.45017134,0.35737449,0.25382892,0.27225757,0.45262735,0.47503501,0.42252861,0.42047859,0.415205,0.56360202,0.34601988,0.53537014,0.33665332,0.48125321,0.47409431,0.41702455,0.32045628,0.43680738,0.52608287
103,36,0,0.29053283,0.24682026,0.72566372,0.44898986,0.49489871,0.53028427,0.40086063,0.27145129,0.57333247,0.37028401,0.38018243,0.5864964,0.34382169,0.44314264,0.37394478,0.45293011,0.49694704,0.38372228,0.29055669,0.32258265,0.50251486,0.52380696,0.46621647,0.44219144,0.49989139,0.5743073000000001,0.38495585,0.56738498,0.38275669,0.55751285,0.55121717,0.44614057,0.43889467,0.46415701,0.55413071
104,36,1,0.33454511,0.27982673,0.77266792,0.49721251,0.50685054,0.57587199,0.41848973,0.31352452,0.636595,0.41041633,0.40995070000000006,0.61868487,0.35413649999999997,0.47283899,0.40570974,0.50325735,0.55068536,0.40665933,0.31038018,0.33672015,0.53065242,0.55954433,0.49865879,0.45416247,0.57873111,0.62972292,0.41465146,0.59333766,0.44401393,0.6124036,0.60086256,0.47693076,0.51826503,0.49156586,0.5787783000000001
105,36,2,0.37473382,0.33954684,0.84861454,0.51109027,0.50491416,0.62169515,0.4547196,0.36334207,0.69395156,0.43444409,0.49037687,0.61932335,0.37687302,0.505536,0.43005204,0.56150606,0.58899533,0.42536337,0.32824847,0.33435468,0.55348706,0.58597705,0.52911274,0.46352015,0.66132682,0.69802687,0.44292719,0.62856453,0.50366664,0.66362468,0.62235959,0.51776597,0.60916719,0.51718975,0.6197437
106,37,0,0.39399287,0.36685072,0.88314232,0.50039212,0.48730779,0.66031566,0.49001249,0.40480902,0.72581272,0.41925932,0.53420759,0.5860046999999999,0.40130969,0.54158564,0.42999422,0.58812909,0.61120717,0.43272917,0.33828242,0.31318993,0.57458621,0.59494506,0.54808666,0.46922544,0.73653724,0.74918136,0.45992146,0.66448509,0.57269691,0.68104113,0.59063638,0.54858735,0.63612787,0.52362744,0.65574541
107,37,1,0.3806633,0.362738,0.87799217,0.45768477,0.44323489,0.68205441,0.50269989,0.41974857,0.69414584,0.37719058,0.54321859,0.50870395,0.40764663,0.55549723,0.40694565,0.54414353,0.61905763,0.40755689,0.33382892,0.27848942,0.58039531,0.58920877,0.54768336,0.46051637,0.72695267,0.74948573,0.45215645,0.66771221,0.59148769,0.65347044,0.5326911999999999,0.53670178,0.63693225,0.50028762,0.63442973
108,37,2,0.32968623,0.35021896,0.84411722,0.32925582,0.38043284,0.69012033,0.4882357,0.39577209,0.62561844,0.25802001,0.5349245,0.4778952,0.39709591,0.54168705,0.36498988,0.44891296,0.60700935,0.37405177,0.3098167,0.23884355,0.57492367,0.56525369,0.52435753,0.44658059999999994,0.68955562,0.70314861,0.36411235,0.6075581,0.59436395,0.57698586,0.51275637,0.48609189999999997,0.62398585,0.46680484,0.58465613
109,38,0,0.29868587,0.33807121,0.80008704,0.24230671,0.3140672,0.69221311,0.45803720000000003,0.32629062,0.52601347,0.20244473,0.52681792,0.46929399999999993,0.37514032,0.5315576,0.31846632,0.37897390000000003,0.58197819,0.34432799,0.267685,0.23544059,0.57426482,0.53890176,0.49003939,0.45149874,0.60651643,0.67806465,0.27479256,0.5065975,0.57235224,0.47541774,0.52725704,0.44721162,0.60434783,0.42901616,0.54334045
110,38,1,0.31549783,0.33301599,0.76701001,0.23809564,0.30366122,0.70637426,0.42755414,0.28329082,0.45713638,0.2447636,0.51077018,0.47484221,0.35005288,0.52218577,0.30810928,0.34433159999999996,0.57308411,0.32614512,0.24722335,0.24806336,0.59584605,0.52154476,0.4878353,0.47402393,0.54662865,0.67824307,0.23128633,0.47803598,0.54963928,0.43063625,0.5522235,0.47230339,0.5944248000000001,0.40086287,0.51116617
111,38,2,0.37676914,0.34346915,0.73030611,0.26346433,0.30501993,0.73012731,0.39248334,0.2833137,0.42648621,0.33687268,0.49644303,0.4752165,0.33781014,0.48744258,0.31878433,0.33551493,0.58751558,0.30955469,0.24341479999999996,0.27087426,0.61735497,0.51789562,0.5167417000000001,0.49127834,0.51007331,0.67592359,0.22923415,0.48979838,0.5205201,0.43060411,0.59832279,0.51292023,0.5771166999999999,0.37039168,0.48525416
112,39,0,0.45626419,0.36692688,0.69555346,0.29944591,0.32888292,0.74312871,0.35520544,0.29372333,0.39830333,0.38609004,0.49261584,0.45791868,0.34911738,0.44042832,0.34835212,0.33412322,0.59995327,0.29314378,0.24646979,0.29261309,0.62630564,0.51987504,0.54458826,0.48013854,0.49088605,0.65501679,0.24338865,0.49284454,0.48741933,0.45155527,0.64122101,0.55893394,0.54008044,0.33168937,0.46704827
113,39,1,0.52217085,0.37205826,0.65226317,0.33541045,0.34993898,0.73586502,0.32752637,0.30606619,0.37478954,0.42124415,0.4922629,0.42513577,0.36134385,0.40745093,0.37855594,0.32055969,0.60758567,0.27658811,0.24454854,0.30165306,0.62060903,0.5150140000000001,0.55689364,0.44477330000000004,0.48836094,0.62519941,0.25338333,0.49396046,0.46452809,0.46127892,0.64433583,0.58193559,0.50522849,0.29826579999999997,0.45369499999999996
114,39,2,0.59925411,0.36128142,0.59936167,0.39639417,0.35476365,0.69656435,0.30707246,0.32514671,0.37444632,0.45669679,0.47426296,0.370615,0.36057919,0.37338782,0.41120266,0.29868352,0.60830997,0.26123111,0.22997963,0.30441278,0.59469709,0.49233814,0.54999062,0.40111461,0.48141913,0.56993073,0.26947908,0.49343266,0.43611015,0.45850257,0.61502779,0.58345378,0.45168851,0.267084,0.45510466
115,40,0,0.62897211,0.32088728,0.51784419,0.45291109,0.30876251,0.61757063,0.31082038,0.33754676,0.38410828,0.47983702,0.42716755,0.33135917,0.33810299,0.34317843,0.44098005,0.28343489,0.59124611,0.24711332,0.20650373,0.29019228,0.54450426,0.43778951,0.52265053,0.38377834,0.46081998,0.48053107,0.26316724,0.47551762,0.41715298,0.44687018,0.55519456,0.54721474,0.35245822,0.2354031,0.44223836
116,40,1,0.64246638,0.28971820000000004,0.44050486,0.48211576,0.26330648,0.52809557,0.32184203,0.33107219,0.37579329,0.49442472,0.38432947,0.29702774,0.28049296,0.31668556,0.46861087,0.26892349,0.55514798,0.22784759,0.18097081,0.27488588,0.49100916,0.38581278,0.47968486,0.37722292,0.4335958,0.42392947,0.24303368,0.45141978,0.40322331,0.42498072,0.48884416,0.49482671,0.2849525,0.20318078,0.40050406
117,40,2,0.63777221,0.24810548,0.35930654,0.53301509,0.20593117,0.412391,0.35488617,0.28889601,0.36521824,0.50609973,0.34812004,0.24666813,0.1891727,0.32680904,0.50813096,0.26103964,0.48700156,0.21001216,0.1644535,0.27516254,0.41598907,0.33055047,0.41006378,0.36466625,0.38798081,0.40321159,0.21905089,0.4230543,0.37885829,0.36228149,0.39138394,0.43059469,0.21832744,0.17419,0.34074327
118,41,0,0.63204273,0.22605674,0.29778036,0.5782201,0.14934505,0.32328218,0.39223348,0.25509329,0.37051548,0.51519284,0.32910541,0.22599442,0.16179939999999998,0.36574599,0.55562301,0.25905364,0.43237539,0.22353929,0.17940258,0.31556924,0.36725052,0.31265485,0.32573626,0.36114609999999997,0.34800434,0.43116079,0.20473,0.3876917,0.3645483,0.30407455,0.28948629,0.38438342,0.18685944,0.15742323,0.30096540000000005
119,41,1,0.63086625,0.23651942,0.28069781,0.6107493,0.17192254,0.30702825,0.41708079,0.26032098,0.37006217,0.52300307,0.33361642,0.2005651,0.19387456,0.43071049,0.59330731,0.27186489,0.39503115,0.29552956,0.21288527,0.37664269,0.38343243,0.32101691,0.25118177,0.36688287,0.3640963,0.49716625,0.20281093,0.34854403,0.37359307,0.27546915,0.3339563,0.38172138,0.17859372,0.17353862,0.30089705
120,41,2,0.6264309,0.28383473,0.38124184,0.66113716,0.25456025,0.40915591,0.45690589,0.36365092,0.37679057,0.53692109,0.43053151,0.23981359,0.29846254,0.54491439,0.60989448,0.33118935,0.36456386,0.39195669,0.26531568,0.443035,0.45928812,0.35035818,0.23764772,0.36725441,0.48590823,0.61982578,0.21910636,0.30061979,0.44847095,0.28552057,0.63583477,0.45199497,0.21673948,0.21900854,0.36484408
121,42,0,0.61600725,0.33116908,0.42272595,0.64072117,0.32640957,0.52032612,0.48856191,0.45915648,0.41050382,0.54661126,0.53236569,0.29484808,0.3573009,0.61784883,0.57960393,0.40303167,0.32464174,0.45808095,0.28980312,0.44186609,0.55715893,0.42249273,0.27673044,0.35758816,0.5618065,0.67433879,0.26406576,0.36244779,0.53866908,0.32278920000000005,0.83189573,0.53399815,0.31173982,0.31712207,0.43505340000000003
122,42,1,0.58800692,0.35680693,0.41788771,0.54965476,0.35087462,0.56690792,0.49857718,0.49102598,0.39223546,0.49440052,0.58068537,0.28935858,0.38612218,0.6318678000000001,0.52493495,0.42972993,0.269081,0.47303839,0.29211813,0.40766358,0.58772296,0.45697781,0.33755393,0.3559131,0.57260386,0.6884026,0.2793961,0.48378146,0.56058571,0.35392674,0.90745639,0.57045556,0.34240344,0.33398190000000005,0.45448099
123,42,2,0.51821786,0.3387757,0.34041056,0.48724746,0.34036287,0.53309208,0.47540949,0.48006726,0.33960627,0.43023237,0.56645748,0.25488038,0.36968193,0.59396289,0.45063602,0.43130971,0.22732087,0.45561411,0.25942295,0.35110665,0.55506187,0.45062209999999997,0.36202401,0.33889169,0.52320572,0.656822,0.26951236,0.52905162,0.52365784,0.34491003,0.90660341,0.54921127,0.32360447,0.31203790000000003,0.42879966
