,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
133,45,2,0.47355252,0.28909327,0.3350088,0.16633931,0.15024585,0.16088821,0.36706262,0.12843978,0.15386035,0.26981995,0.22058995,0.18363267,0.16140913,0.18399661,0.15697274,0.19567871,0.22281937,0.25159869,0.21349536,0.39650815,0.24013808,0.30519201,0.28042099,0.4363251,0.15676645,0.37790591,0.18544106,0.19769304,0.31612597,0.1789618,0.19512489,0.21955103,0.22661356,0.18144251,0.22325712,0.22507878,0.23742706,0.2085399,0.26628,0.30040462,0.22741248,0.34831293,0.32495333,0.31234399,0.35718995,0.53890228,0.23338425,0.34080416,0.24500614,0.17128310000000002,0.26811622,0.32874046,0.25533145,0.27155867,0.18929889,0.19851283,0.20206219,0.14581833,0.22079794,0.20066574,0.18108718,0.18925198,0.19031439,0.13404491,0.25251967,0.25252695,0.37511363
134,46,0,0.48865289,0.33366923,0.36975371,0.21391549,0.19076158,0.22097689,0.37232939,0.16213504,0.1767408,0.30444953,0.23685748,0.25830014,0.20514412,0.24080536,0.22990563,0.24123437,0.25206887,0.28349918,0.25906861,0.4570419,0.28063416,0.31892473,0.33273741,0.47436794,0.19993531,0.44509077,0.21806265,0.22949476,0.36052931,0.21196990000000002,0.22748493,0.25516401,0.28591473,0.22124739,0.27090061,0.25755837,0.30827017,0.24132434,0.349512,0.37865633,0.2500463,0.44601374,0.41728000000000004,0.3203152,0.42175525,0.59804996,0.26302927,0.38753504,0.28217356,0.23426438,0.30985377,0.36727099,0.27578427,0.34632117,0.25836716,0.22099199,0.23713532,0.16652209,0.26939924,0.25177842,0.25037265,0.23597868,0.20807625,0.16058885,0.30123545,0.34767949,0.38017218
135,46,1,0.45498982,0.43531632,0.35946008,0.31442835,0.23789882,0.29014392,0.3541472,0.21020985,0.21563562,0.38621606,0.26390917,0.32701586,0.24735789,0.31639947,0.28872828,0.27854119,0.33331114,0.31314845,0.30563816,0.52485866,0.32071258,0.43798003,0.46101499,0.54792534,0.25486091,0.54986655,0.24886232,0.33463298,0.4654335,0.26423697,0.30030146,0.29001131,0.38844935,0.29441812,0.31574428,0.31416337,0.39975854,0.33291583,0.392432,0.45317373,0.30216707,0.50117448,0.5126,0.30225927,0.4354759,0.68262489,0.31246409999999997,0.40992713,0.34899713,0.35085831,0.34349613,0.39575382,0.34603131,0.42129332,0.36971402,0.26104756,0.28511709999999996,0.19818331,0.33301614,0.34478503,0.31484444,0.31319226,0.22782528,0.20755321,0.4098576,0.45781788,0.36228009
136,46,2,0.41716613,0.45481028,0.34796222,0.38217803,0.25042067,0.31685565,0.34437338,0.24296533,0.24554725,0.42621015,0.28078271,0.35196513,0.26237990000000005,0.36667295,0.31940533,0.28328576,0.37393703,0.35153344,0.31994868,0.54842035,0.32957722,0.52177419,0.56563822,0.60735425,0.26153032,0.58005134,0.26754328,0.39239276,0.51996775,0.28392322,0.34161929,0.29697207,0.44711686,0.33531707,0.32978068,0.33349762,0.44759541,0.40152404,0.43897600000000003,0.49234595,0.33772921,0.53816064,0.5705399999999999,0.29429717,0.43213844,0.68952673,0.34205413,0.41002905,0.40352026,0.41093977,0.36165536,0.40749046,0.40365974,0.46327065,0.42083948,0.29714006,0.31729678,0.22769231,0.34261605,0.39400004,0.36430769,0.3427763,0.23660807,0.24546285,0.45385266,0.48148176,0.35290091
137,47,0,0.3562797,0.45677067,0.35015079,0.44239845,0.26016171,0.32712604,0.3397534,0.28419708,0.28492765,0.46515643,0.29327541,0.3759976,0.27116693,0.38984346,0.33797184,0.29124914,0.40359555,0.38380914,0.33378368,0.56136515,0.33452949,0.59603687,0.64869281,0.65252082,0.27192848,0.61553351,0.27610882,0.41815062,0.5811420999999999,0.29644793,0.37329027,0.29533629,0.47792161,0.36618118,0.34580495,0.35736447,0.48192367,0.47484453,0.4514,0.52447104,0.36452429,0.55293122,0.60112,0.29015214,0.41435929,0.70168712,0.37963585,0.40663507,0.47286124,0.45433033,0.37442416,0.41651718,0.47722867,0.49245234,0.51858856,0.32387645,0.34775797,0.27021277,0.35788354,0.44490532,0.40202393,0.35902715,0.25129105,0.27698786,0.50277651,0.49839437,0.34901877
138,47,1,0.32124915,0.39220608,0.37473821,0.51062553,0.26893029,0.305306,0.35046148,0.35257299,0.36950568,0.49456169,0.29807973,0.38965206,0.25511409,0.40236703,0.34945327,0.28150409,0.40516503,0.39498369,0.35056985,0.57210675,0.31716672,0.66424731,0.7277104999999999,0.6815585999999999,0.28136211,0.60493877,0.27334707,0.43439466,0.61881047,0.30234679,0.40278208,0.2752545,0.51732597,0.39971429,0.36293047,0.35359134,0.47965658,0.54587895,0.44568,0.56301104,0.39018337,0.55896287,0.63846667,0.28427621,0.38098475,0.7054666999999999,0.40940307,0.39500586,0.54092305,0.51090098,0.40019115,0.39428435,0.52048116,0.5162681,0.55519373,0.36868769,0.36331229,0.32198854,0.37039421,0.47194973,0.43471453,0.3623632,0.26664868,0.30478522,0.5413746,0.49967123,0.36050479
139,47,2,0.29654738,0.29356369,0.3799112,0.50960253,0.25670345,0.2373092,0.35838732,0.37303832,0.38285909,0.44418536,0.29071992,0.37544901,0.2098779,0.36743682,0.33336579,0.25833251,0.34494435,0.37322186,0.32314892,0.53629864,0.28553529,0.60189708,0.69087851,0.68654075,0.26798212,0.51057436,0.25713108,0.40124881,0.58541074,0.28338116,0.37068045,0.24045071,0.53344799,0.40049477,0.33987867,0.327236,0.42311356,0.55263204,0.4068,0.5736323,0.39904921,0.53727481,0.59980667,0.25756582,0.33347754,0.68136503,0.37460133,0.37373490000000004,0.49539501,0.47832412,0.3730001,0.34533397,0.49005136,0.46447618,0.52602399,0.35576892,0.35707777,0.33036825,0.3539932,0.46406869,0.42867692,0.31620902,0.24283944,0.30720068,0.51390858,0.46850677,0.36934923
140,48,0,0.27424109999999996,0.23103278,0.36127168,0.48113594,0.22683566,0.16979212,0.35015349,0.34280109,0.34177916,0.36182113,0.27792786,0.32761704,0.16691353,0.31677669,0.29617286,0.23430456,0.23179873,0.34684339,0.28209676,0.43913369,0.27434368,0.48089094,0.56531142,0.67204045,0.23722872,0.35881502,0.23165705,0.31139179999999994,0.53199583,0.24509916,0.30167097,0.20494214,0.52418756,0.37509408,0.29660289,0.2890038,0.36847542,0.49487606,0.37724,0.54828458,0.39960487,0.49626754,0.49621333,0.21627038,0.29242549,0.620344,0.2815849,0.34167049,0.41776504,0.42528368,0.32690433,0.30175573,0.40150562,0.38459019,0.41958487,0.31190554,0.350004,0.31255319,0.30042402,0.45208122,0.37623248,0.23234536,0.19849613,0.2769291,0.41748488,0.38218518,0.36204481
141,48,1,0.24308021,0.23020831,0.35987895,0.40769839,0.19964489,0.13058584,0.32325493,0.28838504,0.24304166,0.24667208,0.25926548,0.27644849,0.13797038,0.26759713,0.25251648,0.22624274,0.18769143,0.33053018,0.26001208,0.27042734,0.28041255,0.33096006,0.39422338,0.61010559,0.20765747,0.31082293,0.21342951,0.24485224,0.43268829,0.20943817,0.25377261,0.19088141,0.49934824,0.32300348,0.27209519,0.25734831,0.34934603,0.41397915,0.357152,0.49611397,0.38887448,0.44079825,0.41104667,0.2062221,0.27400769,0.53273444,0.21612391,0.2805891,0.32085551,0.35939288,0.28753704,0.25831107,0.29771096,0.32038262,0.29887454,0.29062755,0.33734314,0.27997545,0.26897941,0.43103055,0.27815385,0.18309735,0.18353103,0.22811725,0.30195071,0.33092744,0.33141543
142,48,2,0.22236447,0.25118631,0.36549175,0.34522738,0.18958698,0.14292048,0.31846042,0.26056569,0.19091969,0.2337072,0.24388143,0.25102578,0.13265612,0.23824972,0.22893948,0.22810316,0.18247884,0.3274062,0.26189901,0.22287995,0.28787078,0.27070661,0.29261822,0.57004759,0.19658296,0.31417453,0.21800495,0.22335558,0.39276228,0.20108411,0.25676141,0.19131645,0.48215805,0.29189547,0.27301913,0.24442110000000003,0.36166745,0.35665236,0.3504,0.45880469,0.38919553,0.39845725,0.39416667,0.20726064,0.27495536,0.47095202,0.18787194,0.25025735,0.29661277,0.34063621,0.27610628,0.23850191,0.24647688,0.30436349,0.22471402,0.29263769,0.33086084,0.25756956,0.26392757,0.41221976,0.20278291,0.18032282,0.19161464,0.1876681,0.25387867,0.32987996,0.32636757
143,49,0,0.20791388,0.31347905,0.3659525,0.29400933,0.18806818,0.17618113,0.31363509999999994,0.25833029,0.14938332,0.26305342,0.23325058,0.23586083,0.14172338,0.23215768,0.23159826,0.23719854,0.19914392,0.32526917,0.27973432,0.23425341,0.29317252,0.29078341,0.21380238,0.53165526,0.19516556,0.36313441,0.24129431,0.29572927,0.38671979,0.20785664,0.28301464,0.20879666,0.47192903,0.27972125,0.29322445,0.25831785,0.38638406,0.31216607,0.36296799999999996,0.38874652,0.40758165,0.37613218,0.4177,0.22644621,0.29311908,0.42256792,0.18144437,0.24867757,0.28491609,0.3556881,0.28355156,0.22233779,0.23550219,0.32247919999999997,0.20016605,0.30338291,0.34238670000000004,0.24462357,0.27775368,0.41455296,0.16043761,0.2146632,0.20779412,0.14843322,0.25123870000000004,0.37849224,0.32082776
144,49,1,0.19783726,0.36051007,0.3703087,0.26672941,0.19322552,0.2150676,0.31683829,0.27842153,0.12990191,0.30022137,0.22902307,0.24935748,0.15283227,0.25814787,0.24648742,0.24233684,0.23371064,0.31786297,0.30063401,0.29923512,0.28351517,0.35225038,0.18121876,0.49976205,0.20092337,0.41449848,0.26765045,0.35059104,0.39951622,0.21765831,0.33089578,0.21080658,0.48567032,0.27291289,0.31755483,0.29383534,0.3960762,0.28173776,0.383328,0.33285847,0.42969686,0.37875983,0.48025333,0.25236403,0.31068535,0.38177585,0.19794098,0.27459614,0.29527221,0.38065173,0.30771289,0.21533397,0.26214528,0.35606368,0.22947417,0.31864684,0.36998641,0.24846972,0.30330679,0.44453201,0.17206838,0.25909982,0.22023233,0.14988249,0.28144873,0.43847389,0.32369392
145,49,2,0.19797304,0.39105183,0.39223632,0.25550372,0.19872159,0.25120657,0.30976459,0.31289234,0.14205108,0.32364965,0.22553299999999998,0.27305178,0.16058847,0.2812335,0.26274715,0.24611674,0.26113383,0.31261827,0.3200317,0.34987529,0.26691954,0.39446237,0.17424068,0.49359756,0.20759866,0.43977303,0.28719703,0.37304099,0.41762474,0.21503093,0.36202412,0.20046115,0.512999,0.26845296,0.33842277,0.32906197,0.38252063,0.26012963,0.40428000000000003,0.29516986,0.42281904,0.37505723,0.52824667,0.2651453,0.32205741,0.3500986,0.21562289999999998,0.29445039,0.30402169,0.39229949,0.3311383,0.22369275,0.30658821,0.37573871,0.25733395,0.32998039,0.37666054,0.25062193,0.32891588,0.47460439,0.19868034,0.30873318,0.23162788,0.16298472,0.30347227,0.47584678,0.31649644
146,50,0,0.20546019,0.39088694,0.4104884,0.24493275,0.20073754,0.25744294,0.29680811,0.33069343,0.16465961,0.32452774,0.22037091,0.29585181,0.16865492,0.30207469,0.26938286,0.24675657,0.27824598,0.30820555,0.33042494,0.38182574,0.25587283,0.42447773,0.18930219,0.49363474,0.21026878,0.43951835,0.29898599,0.36536702,0.44070385,0.20785026,0.36566753,0.19771165,0.5229292999999999,0.26721254,0.34774615,0.33918559,0.35760279,0.24779714,0.421072,0.26795077,0.4000247,0.36116254,0.5664399999999999,0.26058122,0.32305315,0.32412905,0.22429278,0.30856648,0.29976463,0.39406459,0.34915416,0.23502863,0.34014716,0.38429535,0.28892066,0.32723484,0.36453521,0.2500491,0.35838733,0.49724164,0.22464957,0.35114395,0.23974829,0.17166732,0.30838156,0.47484517,0.30549168
147,50,1,0.21575987,0.35178908,0.39746167,0.22563221,0.19143357,0.24861172,0.30204408,0.33289234,0.18181024,0.30526859999999995,0.20524241,0.31854663,0.17957366,0.30397963,0.26529359,0.23389113,0.29896319,0.30548124,0.32548872,0.39017293,0.25572792,0.43692780000000003,0.20981353,0.47580309,0.20083515,0.40866119,0.30182193,0.32134414,0.43374123,0.19016644,0.34754522,0.20484643,0.51718114,0.26574913,0.33980401,0.3275511,0.32737944,0.24828764,0.42441599999999996,0.23870859,0.33948262,0.33165124,0.61141333,0.24285324,0.30870759999999997,0.29843339,0.22319301,0.31069663,0.27907286,0.37170013,0.35669502,0.25285305,0.3486276,0.38331914,0.30254613,0.31602386,0.35014787,0.25230769,0.39221092,0.49842379,0.24158632,0.38030959999999997,0.23924537,0.16792662,0.29217114,0.43619543,0.31250735
148,50,2,0.21888275,0.2771294,0.3766231,0.20093025,0.17132867,0.22719872,0.30853259,0.32058394,0.18815189,0.27550915,0.19328271,0.33668746,0.18615893,0.29402112,0.25220941,0.22254159,0.31901455,0.30792007,0.30343422,0.37247256,0.27336345,0.44335637,0.22425029,0.41888757,0.17960948,0.37635745,0.29983512,0.27160153,0.40812939,0.17752057,0.32819121,0.21804577,0.49410699999999996,0.27024390000000004,0.31050863,0.29489375,0.29995305,0.25037225,0.406096,0.22126781,0.29935173,0.31543744,0.6319,0.21932222,0.27719407,0.28397787,0.22321745,0.29919992,0.26965821,0.35741441,0.35321609,0.27890267,0.33663254,0.3793291,0.29068266,0.29472953,0.34034849,0.25541735,0.42422928,0.46743887,0.2544547,0.39887257,0.23130896,0.1594921,0.26819039,0.37614497,0.31827175
149,51,0,0.2263699,0.22388743,0.36193139,0.17974739,0.15633195,0.20276929999999999,0.31023685,0.28893248,0.18922016,0.23572904,0.19138435,0.34682498,0.19510608,0.27377405,0.23425704,0.21720642,0.33943689,0.31532626,0.27571892,0.34102927,0.31132799,0.45018433,0.23448674,0.36180845,0.16313592,0.35002343,0.29311624,0.20047664,0.37996585,0.16647535,0.32065461,0.22975724,0.45401466,0.28430662,0.27784414,0.26626,0.28529747,0.24319874,0.392408,0.20961814,0.26933383,0.28877277,0.63663333,0.20280587,0.25627661,0.27450701,0.21934991,0.28446211,0.27234957,0.36006207,0.34772054,0.30202290000000004,0.31261975,0.37158488,0.26944649,0.27284687,0.31091839,0.25063011,0.45614968,0.41455296,0.27084444,0.38615595,0.22466053,0.15007834,0.24396905,0.33309886,0.31940538
150,51,1,0.23230531,0.17433173,0.34479978,0.15784161,0.15313046,0.16844745,0.31549336,0.23070255,0.17634262,0.21479486,0.19259638,0.34248892,0.19152322,0.24919842,0.20871779999999998,0.21486367,0.32282888,0.32309135,0.23509699,0.26514799,0.35540402,0.40871736,0.24138793,0.31069304,0.16033641,0.31657872,0.28035449,0.16349857,0.32687346,0.15788534,0.31378984,0.23072305,0.39509369,0.30534495,0.23650957,0.24619859,0.25540278,0.23470264,0.376704,0.20407991,0.25601037,0.25986862,0.63671333,0.1907625,0.23391018,0.27281989,0.20088593,0.27652245,0.26951494,0.36940161,0.3399503,0.30678435,0.26499099,0.33669003,0.24652214,0.25631639,0.27823515,0.22536825,0.48728642,0.30185412,0.2778735,0.30822672,0.21484734,0.14311921,0.21537811,0.28742259,0.32465644
151,51,2,0.23010377,0.15782415,0.32585658,0.13874567,0.15480223,0.14906236,0.31712576,0.20265511,0.15639507,0.20055342,0.18700350000000002,0.316961,0.17954363,0.22081289999999998,0.18732774,0.2084654,0.30447066,0.33328711,0.20832516,0.22332059,0.37567337,0.39781106,0.25430604,0.26171178,0.16061871,0.29768138,0.26592745,0.15593899,0.28475621,0.15412282,0.30243755,0.22535456,0.367765,0.31373519,0.20782081,0.22569282,0.24875579,0.22505036,0.37514400000000003,0.2039619,0.24687288,0.24188315,0.62983333,0.18560627,0.21992858,0.27481924,0.19108572,0.26443459,0.25972165,0.37583164,0.3257192,0.29816794,0.23055905,0.31075804,0.22651292,0.25017977,0.26955479,0.17215221,0.49499713,0.27105585,0.27515214,0.27963359,0.20115796,0.13671498,0.19457702,0.25433137,0.32684883
152,52,0,0.21318009999999998,0.14433961,0.31770964,0.12483699999999999,0.15754479999999998,0.14536997,0.32427133,0.20740876,0.13267942,0.18091057,0.18425088,0.26899376,0.16531225,0.19008865,0.17583134,0.19605276,0.29053553,0.35949429,0.19218809,0.21658629999999998,0.39531197,0.39491551,0.28194925,0.18779744,0.16306534,0.31104704,0.24486397,0.14515729,0.24574085,0.15666093,0.28589147,0.21361698,0.3602245,0.31998606,0.19360709,0.19899006,0.23234288,0.19161776,0.378656,0.19691478,0.23436439,0.23556285,0.62034,0.17842762,0.22198187,0.27893843,0.17621433,0.23878102,0.24766679999999996,0.38420134,0.30548600000000004,0.28641221,0.19080984,0.27974186,0.20168819,0.26201177,0.25146671,0.12295417,0.50974685,0.26119418,0.26904615,0.25257085,0.18205905,0.12632197,0.18425775,0.25128832,0.33381103
153,52,1,0.1820289,0.14956853,0.35099899,0.11722318,0.16288789,0.18724379,0.37732924,0.27087591,0.13540837,0.15961482,0.21464661,0.23810776,0.16063851,0.19972652,0.20331786,0.18929028,0.3030819,0.39896411,0.21277078,0.34525274,0.42697749999999995,0.42171275,0.33762015,0.14457168,0.16845263,0.37365783,0.22677659,0.13906578,0.31408651,0.17876411,0.29328165,0.19289133,0.34555988,0.35375609999999996,0.21404573,0.19134685,0.23393252,0.16904616,0.395336,0.19974711,0.23662407,0.2432766,0.623,0.17172269,0.25948359,0.29932625,0.21313619,0.22409418,0.25145313,0.42241296,0.29686514,0.28353053,0.15714885,0.28668676,0.18748155,0.28135316,0.21516266,0.081407529,0.53458627,0.26076902,0.28127863,0.22526589,0.17538609,0.11445358,0.19732102,0.28570227,0.3888776
154,52,2,0.16098342,0.21414045,0.44353690000000007,0.14632949,0.16876639,0.25361971,0.44099258,0.3904562,0.20172866,0.1982438,0.28419246,0.23910724,0.18584868,0.24602979999999997,0.25986369,0.22191161,0.35174546,0.44421697,0.272964,0.45439807,0.48406069,0.50322581,0.42160707,0.17901547,0.17479856,0.43415986,0.22715581,0.15330791,0.41989186,0.22685415,0.32714901,0.17878709,0.36695029999999995,0.39096167,0.27380308,0.21043872,0.27698035,0.18318297,0.417104,0.25349406,0.27549546,0.31736837,0.63707333,0.16904437,0.34163576,0.34851556,0.31737643,0.26018448,0.29948833,0.49838037,0.31058014,0.31270992,0.16898518,0.33914040000000006,0.21882841,0.34788364,0.20743346,0.15738953,0.56183266,0.31257648,0.31120684,0.23831282,0.19320928,0.12957958,0.22764809,0.35011086,0.45226458
155,53,0,0.17228203,0.32687199,0.53134163,0.21012358,0.18398711,0.34785579,0.48216174,0.51372263,0.26113431,0.27643152,0.36237588,0.29836928,0.22969376,0.36977556,0.32869982,0.28178955,0.44386949,0.48169657,0.39267114,0.51813269,0.51564098,0.57198925,0.60282584,0.25552499,0.19079574,0.49364316,0.25163232,0.20203051,0.56893379,0.26908998,0.36901809,0.22616375,0.41812257,0.42712892,0.40043864,0.26473297,0.35015092,0.28475081,0.429224,0.39597067,0.30764956,0.40051757,0.64689333,0.19744921,0.47226343,0.40570771,0.40991629,0.36252357,0.38943921,0.57044904,0.34526426,0.36334924,0.28321032,0.44928258,0.29121771,0.40598954,0.21510671,0.25478723,0.58790355,0.39641620000000005,0.34735043,0.28870588,0.2349889,0.15292466,0.29065609,0.38188699,0.49108604
156,53,1,0.22852294,0.42897712,0.63885398,0.2628011,0.20593859,0.41200029,0.50657577,0.59213504,0.29133728,0.32390791,0.40344626,0.37006087,0.26957566,0.45816673,0.35804374,0.34244512,0.50487967,0.50478793,0.48768209,0.58667276,0.54015513,0.60813364,0.73820646,0.3045583,0.21470329,0.52776023,0.28647979999999995,0.27106768,0.75560615,0.29486002,0.39103359,0.26912904,0.46283154,0.43225784,0.48762483,0.32486063,0.40590918,0.39985986,0.437592,0.47024361,0.32128172,0.46759232,0.61587333,0.23638517,0.58602527,0.43895158,0.47674589,0.44916679,0.44336881,0.60283193,0.35797572,0.42064885,0.39071233,0.55023259,0.42146679,0.45147083,0.24835745,0.34356792,0.58875719,0.46482568,0.37048889,0.33886773,0.27181286,0.16935631,0.36044606,0.41597217,0.51370515
157,53,2,0.24658132,0.41373372,0.67084485,0.26930736,0.22407670000000002,0.41227649,0.51287948,0.59138686,0.30066039,0.33226092,0.43888727,0.3973172,0.27251801,0.51213693,0.35738466,0.32805394,0.51764482,0.5277814000000001,0.47821722,0.60991021,0.53485339,0.62045315,0.78243945,0.32929804,0.23089455,0.54263361,0.30135202,0.28831268,0.79613925,0.28912059,0.40257537,0.31207692,0.45732778,0.41829268,0.47813346,0.36628424,0.45224361,0.41806079,0.43087200000000003,0.53698053,0.32298574,0.47173286,0.57541333,0.26640248,0.5894108,0.44195881,0.52536201,0.46605514,0.43315596,0.57617108,0.34537895,0.44232824,0.4233983,0.58251982,0.4572786,0.47720216,0.27891456,0.36959902,0.57721211,0.50019703,0.38153846,0.36228613,0.29107123,0.18456718,0.38512257,0.40081811,0.51861398
158,54,0,0.25602754,0.37875818,0.67446804,0.24561475,0.25467111,0.37184184,0.53049701,0.55247263,0.32601729,0.31103896,0.44857623,0.40405801,0.25614492,0.52217088,0.37269323,0.2589625,0.51698849,0.55041599,0.44153521,0.60248587,0.52792363,0.64774962,0.82340446,0.31739292,0.26458272,0.52324729,0.3089695,0.32763584,0.76567065,0.26652637,0.42511628,0.33837988,0.44181226,0.39817422,0.44397573,0.38409954,0.4938896,0.32135412,0.44097600000000003,0.61804771,0.32070136,0.43908629,0.5495399999999999,0.27039264,0.55378382,0.42822086,0.55720657,0.43753758,0.38385182,0.52302395,0.33351811,0.39850191,0.43798964,0.52061849,0.45668819,0.52203791,0.28685956,0.36164484,0.5779258,0.52153805,0.39954872,0.36642591,0.29913031,0.21986552,0.35995838,0.37567092,0.53599273
159,54,1,0.26197265,0.37516718,0.66606978,0.2302698,0.27699409999999997,0.34389446,0.5476012,0.54131387,0.36594154,0.27543536,0.43114778,0.41897498,0.23183547,0.48857978,0.43044488,0.21727532,0.50621136,0.55315661,0.41381236,0.56429997,0.51687692,0.68593702,0.85173972,0.33058447,0.2885432,0.47152666,0.30857378,0.37861773,0.66833618,0.25995153,0.4497416,0.37554163,0.41614918,0.38528920000000005,0.42223985,0.38714551,0.52393185,0.31808706,0.498408,0.6340639,0.33955671,0.38276102,0.54082667,0.26723148,0.52110974,0.40995837,0.54396652,0.38350915,0.34285714,0.48379401,0.37629743,0.36983779,0.44187839,0.43628382,0.45523063,0.55988724,0.28558069,0.3742144,0.58559454,0.52801916,0.41576752,0.36289168,0.30449076,0.27640684,0.32379218,0.38057191,0.5539168999999999
160,54,2,0.26680244,0.38082849,0.66050934,0.23301143,0.29143903,0.32763483,0.55177972,0.54849453,0.41395552,0.28918979,0.41789574,0.42419028,0.21824459999999998,0.47741418,0.52348712,0.21214686,0.49005041,0.54358891,0.41160088,0.54290821,0.49965905,0.7162212,0.8913687,0.372732,0.30324059999999997,0.44151505,0.30663644,0.43140133,0.57559287,0.27266756,0.46572782,0.41051075,0.38376935,0.38384669,0.42003733,0.38624869,0.54723992,0.36619077,0.505456,0.62615696,0.37500772,0.33542351,0.52688,0.28903161,0.50244472,0.3931365,0.53145964,0.38541507,0.37951289,0.47683057,0.45399981,0.36928435,0.43817104,0.40125794,0.45954797,0.59261317,0.29259851,0.42382159999999997,0.61216922,0.52406827,0.42990769,0.36139431,0.31286876,0.34135657,0.30340724,0.39913602,0.55977755
