,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
101,35,0,0.31382019,0.16198128,0.48287886,0.45086887,0.19298514,0.31202936,0.35856185,0.37040146,0.24722735,0.49777155,0.36466852,0.58265575,0.23144516,0.46219351,0.21971239999999997,0.30660498,0.23719205,0.38400489,0.39390897,0.61672764,0.45251449,0.83509985,0.51181276,0.35493009999999997,0.20017644,0.35517817,0.40378401,0.48264061,0.61794726,0.31154901,0.26080965,0.37228748,0.34252738,0.42168641,0.45352309999999996,0.37371738,0.72318734,0.47297889,0.496496,0.37691983,0.67959499,0.30970439,0.55887333,0.43933679999999997,0.31581514,0.21332713,0.2198998,0.3007797,0.62709783,0.45100378,0.4182548,0.48101145,0.5035543,0.34050318,0.65899446,0.29495833,0.510231,0.24882159999999998,0.85622525,0.57371881,0.36742564,0.67182305,0.26928597,0.1925643,0.48027179999999997,0.47586207,0.37508155
102,35,1,0.28495781,0.16510141,0.44514954,0.445863,0.19476071,0.29710714,0.32903504,0.33656934,0.22515296,0.44921783,0.39825496,0.49434884,0.25762609999999997,0.42263297,0.19929599,0.27212324,0.2003139,0.35040783,0.41117065,0.58274859,0.52389192,0.86290323,0.5481064999999999,0.26717728,0.20269952,0.32875247,0.43073372,0.36716873,0.52447353,0.26644347,0.24683893,0.3642304,0.29545578,0.40627178,0.47331778,0.35801891,0.74686431,0.49006744,0.47254399999999996,0.39713395,0.65678829,0.29561063,0.52876667,0.39252073,0.33250927,0.25246494,0.22874687,0.3019416,0.58836472,0.44881195,0.36027908,0.45075382,0.36303754,0.30632248,0.46916974,0.28411505,0.46424746,0.20664484,0.75861683,0.54728623,0.33379145,0.68174311,0.262797,0.18285677,0.45111516,0.40116981,0.34432383
103,35,2,0.24241102,0.17591103,0.42034221,0.41338626,0.19670564,0.23199593,0.26403704,0.29876825,0.19840729999999998,0.39149203,0.41922459,0.43563538,0.2471277,0.35218785,0.20587178,0.24132296,0.18539903,0.28712887,0.39351649,0.45722481,0.55314524,0.78133641,0.53360246,0.22262046,0.20504029,0.29152829,0.43825227,0.28183985,0.4230885999999999,0.23969135,0.22452196,0.32276168,0.21866570000000002,0.39840418,0.44401307,0.33064555,0.67536387,0.46595428,0.44493599999999994,0.39693164,0.63724146,0.29287349,0.44567333,0.31951353,0.3109257,0.27843449,0.24056944,0.29011874,0.43940851,0.43019106,0.29108286,0.38625954,0.29386756,0.28547468,0.37023063,0.26756006,0.42876669,0.16845336,0.56966932,0.50117179,0.28877265,0.655363,0.26445298,0.17688993,0.35986085,0.31581161,0.27564301
104,36,0,0.22143342,0.1903776,0.43378779999999995,0.34634585,0.19181053,0.21370839,0.22785746,0.2464781,0.18383024,0.33527893,0.40736711,0.42276997,0.21388110000000002,0.27185968,0.23629419,0.23004233,0.17925426,0.23209625,0.33023624,0.38313934,0.53315718,0.64514593,0.43971549,0.19081648,0.1991825,0.24910862,0.38361913,0.23115348,0.33736483,0.25444806,0.21577089,0.26745845,0.17090613,0.40098258,0.36377975,0.28371172,0.46901871,0.42918455,0.393024,0.3498862,0.61737359,0.29021598,0.32697333,0.27231484,0.30779426,0.30027388,0.24568339,0.27531978,0.25174989999999997,0.41330618,0.26528720000000006,0.31775763,0.24476492,0.23663107,0.27354244,0.25746037,0.35663017,0.13693126,0.36779132,0.42925732,0.22483419,0.61705899,0.26229408,0.14511033,0.24415112,0.26091444,0.23720657
105,36,1,0.18747939,0.22767996,0.49076401,0.27282647,0.18481206,0.24025294,0.27640832,0.18642336,0.18551034,0.29339581,0.37328417,0.44643421,0.15175139999999998,0.21347605,0.29044338,0.23460971,0.15669172,0.18442088,0.23181372,0.28526771,0.48848449,0.42084485,0.28767782,0.15059488,0.19170735,0.19431144,0.30084089,0.16988561,0.27309808,0.30749952,0.21086994,0.23491691,0.11928125,0.41267596,0.24632758,0.21301608,0.31102019,0.36216169,0.28671199999999997,0.26918149,0.57551398,0.27019011,0.24712667,0.19416963,0.33708282,0.32843449,0.27034276,0.23973908,0.15498363,0.39262923,0.26306031,0.27097328,0.22084283,0.17700321,0.22330258,0.23837228,0.28257533,0.099967267,0.19920514,0.34638198,0.17059829,0.5613811,0.24507194,0.12304478,0.18213798,0.20997783,0.27412438
106,36,2,0.13694113,0.29180484,0.55985591,0.21814387,0.1988691,0.31748801,0.35400347,0.17831204,0.21815092,0.28743359,0.346342,0.50652288,0.13486789,0.21046775,0.39412073,0.26919972,0.20488918,0.25039967,0.20880821,0.35672597,0.45104841,0.211851,0.22379854,0.203837,0.20756337,0.18880015,0.17803792,0.1235367,0.25774995,0.43468529,0.23638243,0.23094927,0.16501313,0.44118467,0.21605226,0.21531874,0.29753169,0.31397915,0.265376,0.37235944,0.47264308,0.24786503,0.23600000000000002,0.17508427,0.36495674,0.35922984,0.32695057,0.20535086,0.18620549,0.37649113,0.4024276,0.27792939,0.23806446,0.30014414,0.24693727,0.22598464,0.23721525,0.13043372,0.18577086,0.26992554,0.14761709,0.53115848,0.23275639999999997,0.27000914,0.29050653,0.24457527,0.3634565
107,37,0,0.15350596,0.35230208,0.6319427,0.17850615,0.22583588,0.47836895,0.58932476,0.23318431,0.3236768,0.36419717,0.38961741,0.59832419,0.15148118,0.33662769,0.53565758,0.32625258,0.36358794,0.33902936,0.27159031,0.46438311,0.44552506,0.22970046,0.22257785,0.30759964,0.23644063,0.24622563,0.17006595,0.17486177,0.66607854,0.58530706,0.30049957,0.25812234,0.26216167,0.50204878,0.28215586,0.27636746,0.40698907,0.36794254,0.31724,0.54903481,0.38418226,0.28659301,0.28950667,0.22338526,0.40348853,0.39748576,0.36767887,0.26384345,0.35212853,0.43516633,0.51811144,0.3238645,0.31337936,0.41732294,0.36845018,0.24538323,0.22436256,0.18220131,0.24386012,0.27486156,0.18685812,0.53754432,0.23425291,0.47318841,0.40166461,0.30409053,0.59248169
108,37,1,0.21695277,0.45244682,0.68541091,0.18183429999999998,0.24620302,0.62727867,0.7985791,0.28263686,0.43245606,0.50492916,0.50405228,0.68828436,0.16857486,0.47829121,0.63772469,0.38138596,0.49437839,0.41808320000000004,0.33327044,0.63770369,0.46000682,0.31191244,0.23513072,0.40359905,0.25860142,0.32255863,0.20859027,0.24483317,0.76403908,0.70964862,0.38173988,0.30408945,0.37189282,0.56216725,0.3434811,0.36885352,0.48841639,0.42307962,0.384296,0.71092472,0.34687905,0.33746392,0.37516,0.28697276,0.42552534,0.45364812,0.39382905,0.34882536,0.56519648,0.50678887,0.59874797,0.36306298,0.39729941,0.52016642,0.50613469,0.25247589,0.24856526,0.23234861,0.28995648,0.30695605,0.23861880000000002,0.56025808,0.25613631,0.68220394,0.50079979,0.36414864,0.80172183
109,37,2,0.25980021,0.48335501,0.70932814,0.19747934,0.26490931,0.69922227,0.8219870000000001,0.3092062,0.48907449,0.57767857,0.59543662,0.73107387,0.18904123,0.5718974,0.70918214,0.43269023,0.56718349,0.43550571,0.37673032,0.77397739,0.48918343,0.39143625,0.26754133,0.4651398,0.27850379,0.39652819,0.23936521,0.30163012,0.79688864,0.76136726,0.43541774,0.36186374,0.43635376,0.60707317,0.38583294,0.43947645,0.54850761,0.45083647,0.44865600000000005,0.81021664,0.33314811,0.37743605,0.45252667,0.32419605,0.42038868,0.50813431,0.42189772,0.40674718,0.64181334,0.55589177,0.65108477,0.38977099,0.44547238,0.60156588,0.57187269,0.27378657,0.28419791,0.27483633,0.33315608,0.33747433,0.28800684,0.5748354,0.27525974,0.80656744,0.58079199,0.40626959,0.82596653
110,38,0,0.29139754,0.50982943,0.72296222,0.21964427,0.29265734,0.72823085,0.82448179,0.34903285,0.53082451,0.63797963,0.65811916,0.77357782,0.21553243,0.6569785,0.76011084,0.48152377,0.6487776999999999,0.44975529999999997,0.4370594,0.90031593,0.51222298,0.4912212,0.3266436,0.52312612,0.30715756,0.47168966,0.2795136,0.35678742,0.78726997,0.79280658,0.48416021,0.43308971,0.49460487,0.65126829,0.43611759,0.52292963,0.6216044,0.46788999,0.5080640000000001,0.89286015,0.33493857,0.40771375,0.53410667,0.35071513,0.40276748,0.56644391,0.45028411,0.43888294,0.70351003,0.60082436,0.69393099,0.40813931,0.48773851,0.67627596,0.6354428000000001,0.3050335,0.32848693,0.32379705,0.3800501,0.39106539,0.33245812,0.60658842,0.29937564,0.89052096,0.65134274,0.45745088,0.82927116
111,38,1,0.30692464,0.52320405,0.72356957,0.23860381,0.30755573,0.72529437,0.81086825,0.38489051,0.56065844,0.68893152,0.70345356,0.79146314,0.23606886,0.70629951,0.79231576,0.49856285,0.71113859,0.45702284,0.46482753,0.93481876,0.53389874,0.56660522,0.38385236,0.55339084,0.32402517,0.53065341,0.30339654,0.40778837,0.75043635,0.81334099,0.51014643,0.47810841,0.53237078,0.67609059,0.46461969,0.58070615,0.66121806,0.47600070000000005,0.544136,0.9489168,0.34789158,0.42227531,0.59757333,0.36894416,0.37105479999999996,0.61108677,0.46571759999999995,0.46580034,0.73265452,0.62837746,0.71306509,0.42562023,0.52132014,0.72331783,0.67688192,0.33708122,0.37451043,0.35513093,0.41062707,0.42876994,0.36985299,0.63749367,0.31513806,0.94163729,0.68691072,0.5031348,0.81813807
112,38,2,0.35691979,0.51506935,0.70418656,0.34447718,0.33399803,0.64521006,0.74407359,0.47801095,0.60912887,0.77722845,0.77380257,0.82122191,0.2851281,0.77453791,0.83934991,0.55058569,0.78277371,0.48601142,0.52477923,0.9778018,0.5947494000000001,0.68593702,0.48643791,0.62160916,0.3510557,0.68251462,0.38782358,0.50571973,0.63488902,0.83464065,0.57809647,0.58539111,0.5833619999999999,0.72146341,0.5305553000000001,0.67084916,0.73016299,0.51470614,0.571768,0.99199191,0.40261777,0.42937195,0.70846667,0.41187027,0.31590441,0.70420684,0.47265229,0.51645518,0.7477282,0.68291145,0.71751888,0.47492366,0.58377833,0.7740286999999999,0.77431734,0.40560549,0.42926225,0.40205401,0.50149037,0.51092976,0.4498188,0.70748464,0.36205733,0.99242721,0.74211587,0.61070418,0.75298647
113,39,0,0.38148579,0.49751745,0.68890844,0.37091142,0.33954873,0.61018317,0.71561451,0.52452555,0.62942605,0.78719008,0.79205607,0.82407755,0.32039632,0.78827801,0.85672558,0.57063687,0.80053267,0.50742251,0.55151332,0.97846691,0.60799523,0.74975422,0.53801423,0.64785842,0.35585485,0.71323934,0.42824402,0.52254528,0.5901347,0.83929596,0.59077519,0.64639346,0.59780936,0.73735192,0.5634251,0.69499879,0.74035817,0.54448629,0.5708,0.99140184,0.42706674,0.42871504,0.7292,0.43275941,0.30784920000000005,0.71833918,0.46907191,0.53067319,0.73832378,0.70225002,0.70928032,0.48696565,0.60434452,0.77435629,0.80777675,0.43462984,0.44330589,0.41609656,0.53947019,0.53584835,0.45878291,0.72913043,0.40010794,1.0,0.75284479,0.62602645,0.72503075
114,39,1,0.39881679999999997,0.44647405,0.68429044,0.41535041,0.3373962,0.54747783,0.66277219,0.54874088,0.63639895,0.82002656,0.79870035,0.82347637,0.34713771,0.78792908,0.86810965,0.59185943,0.8078284,0.53041599,0.57691901,0.94853675,0.62234061,0.79677419,0.57724913,0.68279298,0.35299065,0.78153461,0.46446826,0.5479409000000001,0.53482261,0.84586442,0.62379845,0.70294092,0.6117679,0.75233449,0.59468969,0.71089117,0.74116306,0.58504861,0.557064,0.98246649,0.47742174,0.42084204,0.77566667,0.45266466,0.30397609999999997,0.7483566999999999,0.46754445,0.55242318,0.73035203,0.71598293,0.69352002,0.49923664,0.63135041,0.76387342,0.84677122,0.46671842,0.46835585,0.43680851,0.58735779,0.57470394,0.48164786,0.73962302,0.41751408,0.99001175,0.76045257,0.68006728,0.67219935
115,39,2,0.41251091,0.40787087,0.68751571,0.4863464,0.33202032,0.46468237,0.62931327,0.56330292,0.62321064,0.86142267,0.79234813,0.81829112,0.4031225,0.7741324,0.87739664,0.61592676,0.81842481,0.58415987,0.66032153,0.89640838,0.63950733,0.82734255,0.61102461,0.72785544,0.34621537,0.85998655,0.52976092,0.58204004,0.50647885,0.85358077,0.66171404,0.78737492,0.62445008,0.76439024,0.67973868,0.73463683,0.74069354,0.66006832,0.532184,0.96527017,0.55376922,0.41023191,0.82386667,0.477216,0.33079247,0.78872699,0.47929981,0.57666004,0.72824396,0.72767918,0.67764503,0.51467557,0.66427446,0.73753522,0.87702952,0.5050335,0.49797778,0.46022095,0.66939084,0.61930439,0.51420855,0.7403717,0.42205267,0.96938243,0.76123285,0.74546984,0.63758088
116,40,0,0.41112404,0.37989409999999996,0.69967328,0.52647516,0.32805398,0.41460241,0.61757851,0.57252737,0.60607944,0.88865112,0.78402453,0.81310588,0.44582666,0.75767635,0.88353805,0.63154838,0.84456387,0.62785481,0.71492188,0.87038577,0.64148483,0.8484639,0.59846213,0.78606484,0.34171029,0.89513254,0.55760099,0.6064633,0.50585278,0.85498374,0.68074935,0.83693553,0.63314022,0.76689895,0.74380775,0.75109477,0.75605339,0.70398529,0.505104,0.95405884,0.59690066,0.40376232,0.85533333,0.50082901,0.38490592,0.82674189,0.4960347,0.60425011,0.73760745,0.7400931,0.67887795,0.54741412,0.70226636,0.72194195,0.90737085,0.55370976,0.50471585,0.4795581,0.71702655,0.64103947,0.52942222,0.74032766,0.40994566,0.95488967,0.75408024,0.79348574,0.62526068
117,40,1,0.39299777,0.37238233,0.71220784,0.56975475,0.33086211,0.39772496,0.61667505,0.59506387,0.59083228,0.90813164,0.77884054,0.80814609,0.49954964,0.76827612,0.89612043,0.64245497,0.88487587,0.69839315,0.7699449,0.86431659,0.63995056,0.87565284,0.5541906999999999,0.82993754,0.34464506,0.93222428,0.58611707,0.6421735,0.53154999,0.85472865,0.68887166,0.88097103,0.64153164,0.77170732,0.79158189,0.77454957,0.79455363,0.74050977,0.476832,0.94377476,0.65352843,0.40662884,0.89286667,0.53370684,0.43882708,0.86349693,0.52344962,0.63666106,0.75341793,0.76513432,0.69200038,0.58625954,0.75422605,0.70805215,0.94243542,0.58629678,0.51311646,0.50339607,0.76681734,0.675042,0.54671453,0.74744016,0.39637894,0.95488967,0.74367644,0.86711522,0.62286509
118,40,2,0.37095335,0.4135505,0.71368434,0.62693346,0.34365166,0.45143189,0.64617106,0.63176095,0.57649801,0.91897875,0.78825935,0.8028857,0.55739592,0.78561863,0.9182145,0.66506546,0.9289356,0.77368679,0.85712129,0.88393748,0.63492158,0.90391705,0.48787966,0.88198989,0.35854261,0.96139035,0.61440231,0.68376549,0.59298046,0.85287928,0.69391042,0.91238145,0.65428623,0.77832753,0.86361176,0.79193666,0.85538936,0.77758606,0.452168,0.93854843,0.6992653,0.41424306,0.917,0.5601986,0.50145584,0.90419588,0.55643673,0.68008969,0.78222472,0.80392784,0.71810188,0.63150763,0.81048264,0.70156588,0.97001845,0.61004249,0.5178403,0.52527005,0.81401923,0.69659041,0.58130598,0.75887962,0.38977957,0.95710928,0.73489824,0.93248719,0.65054275
119,41,0,0.34497139,0.47260036,0.7001864000000001,0.66733502,0.35593313,0.53884286,0.6939314,0.67629562,0.5624648,0.9214876000000001,0.81578563,0.79905313,0.61585268,0.81230668,0.93162073,0.68023428,0.95377152,0.79827896,0.87787758,0.89607582,0.61228265,0.93870968,0.36511918,0.90429804,0.37219314,0.98436258,0.68859852,0.73760724,0.64083665,0.85007334,0.7,0.93822327,0.65914728,0.78299652,0.89892674,0.82265492,0.88463344,0.80674433,0.44158400000000003,0.93197336,0.73856887,0.42315119,0.93793333,0.58648082,0.51750446,0.93454207,0.59282703,0.7194109000000001,0.79908923,0.83806614,0.74389754,0.63503817,0.83807807,0.70156588,0.99501845,0.63492401,0.52088562,0.54065466,0.84335073,0.71446793,0.61686154,0.76417546,0.41012966,0.95802324,0.72605501,0.96995183,0.70016577
120,41,1,0.37024537,0.56094612,0.67693935,0.71567504,0.3743007,0.69288414,0.74490519,0.71953467,0.55890065,0.91809327,0.86280666,0.80123243,0.67218775,0.83255375,0.92240863,0.6906979,0.96452012,0.8225938,0.94195788,0.93781177,0.56301568,0.96190476,0.31243752,0.94504759,0.39055461,1.0,0.71770816,0.77719733,0.72811611,0.83712773,0.71638243,0.95736535,0.65585227,0.78487805,0.95566962,0.84107619,0.92863371,0.85289481,0.450272,0.92177358,0.80041983,0.43152185,0.95606667,0.62536212,0.53362176,0.96784619,0.63591373,0.78903328,0.82897053,0.87612259,0.77036223,0.65436069,0.86451708,0.72377645,1.0,0.67488152,0.54187515,0.57148118,0.88187632,0.73838065,0.64787692,0.74917975,0.42790378,0.95299647,0.71740685,0.99533603,0.74988503
121,41,2,0.43227621,0.61598358,0.65087543,0.74165916,0.38428212,0.75919465,0.77873371,0.75685219,0.5706128,0.90621311,0.89296145,0.80979935,0.72333867,0.85304602,0.90360995,0.69051088,0.94512508,0.82243067,0.97924372,0.95892917,0.51240198,0.97219662,0.34451173,0.96631469,0.40007646,0.9966484,0.73189613,0.79404194,0.79236388,0.81047127,0.73600345,0.96737144,0.62459491,0.78954704,0.98768082,0.84834774,0.95063385,0.86908119,0.471592,0.91317542,0.84418102,0.44268936,0.95766667,0.64573199,0.52236643,0.98301928,0.66847926,0.82932273,0.85173966,0.89179517,0.78541527,0.66096374,0.86892736,0.7594181999999999,0.98523985,0.70504984,0.57027416,0.58644845,0.89024476,0.75491009,0.67478974,0.72804043,0.44393607,0.93843844,0.72241368,1.0,0.78455698
122,42,0,0.51721463,0.65711511,0.6412834,0.75138446,0.39158654,0.77947376,0.80641253,0.7952646,0.59190055,0.89108619,0.90040888,0.82047043,0.75667534,0.86976613,0.87537448,0.6848804000000001,0.92180158,0.81007341,0.99803759,0.96125707,0.46435390000000004,0.98302611,0.4046905,0.97568412,0.40811621,0.97303437,0.72976917,0.80931363,0.86149687,0.78151904,0.75284238,0.96841556,0.57126822,0.79714286,1.0,0.84608548,0.97605473,0.87576421,0.49794399999999994,0.90508303,0.88105205,0.46402906,0.94233333,0.65524278,0.50983381,0.98981157,0.69389625,0.86167253,0.85872902,0.90553778,0.7858358,0.66281489,0.86582089,0.78949093,0.95064576,0.74132211,0.60997522,0.59806874,0.88231014,0.76745754,0.69729915,0.70387334,0.48543356,0.91056274,0.73262241,0.9990825000000001,0.81006363
123,42,1,0.57524003,0.67404408,0.64292745,0.75765884,0.38907343,0.772496,0.83085737,0.81865876,0.60650675,0.87773022,0.8942757,0.82332607,0.76756405,0.8729536,0.85365488,0.67917118,0.91130029,0.79571778,1.0,0.94953442,0.44334299,0.98479263,0.43268935,0.97085068,0.40551667,0.95132536,0.72185491,0.81570067,0.92044204,0.74638097,0.762205,0.95980162,0.52997194,0.80111498,0.99972002,0.83291589,0.99268898,0.87321538,0.515752,0.8978335999999999,0.90278447,0.4840848,0.92133333,0.65179011,0.49195165,0.99331727,0.70617706,0.88119044,0.85289603,0.90721559,0.77669884,0.65999046,0.85796401,0.79040818,0.92555351,0.77006047,0.63694349,0.6014729999999999,0.86270449,0.77806583,0.70598291,0.68618017,0.51881064,0.88098969,0.73229729,0.99457145,0.83210524
124,42,2,0.67057511,0.66129239,0.6353774,0.76449246,0.35828781,0.66908708,0.85137008,0.83609489,0.60202001,0.84991145,0.85718458,0.8243030000000001,0.76794436,0.84209732,0.81620731,0.64731765,0.87712356,0.71526101,0.97335648,0.92542401,0.42677293,0.97703533,0.44698193,0.92459845,0.37246368,0.90094945,0.68197032,0.81237369,0.98653007,0.69765959,0.78286822,0.9137735999999999,0.48337105,0.79874564,0.97041531,0.79841642,1.0,0.83755803,0.525624,0.86698137,0.92387479,0.48650343,0.84826667,0.63690444,0.43199423,1.0,0.73018879,0.90300158,0.78477282,0.87043934,0.75125681,0.6532729,0.83493759,0.73366966,0.86679889,0.81320477,0.65862841,0.59768412,0.79851383,0.77901985,0.69702564,0.6425583,0.55520528,0.83033033,0.70264647,0.96528787,0.8488530000000001
125,43,0,0.76378625,0.60440446,0.58361607,0.76488802,0.32804305,0.56566361,0.83117563,0.7875,0.58710304,0.82799587,0.79665596,0.82377696,0.72576061,0.79691626,0.69655482,0.60580766,0.8161229,0.60552202,0.88233074,0.89166944,0.43236447,0.95368664,0.43617839,0.90206722,0.33971064,0.82630753,0.65584501,0.78877026,0.98339973,0.64791786,0.79155039,0.85081354,0.47249027,0.77902439,0.8759495999999999,0.75332472,0.92373734,0.79138127,0.523408,0.81062969,0.93788973,0.46815965,0.8324,0.61775531,0.393847,0.99660386,0.74155313,0.90859705,0.73657388,0.8155853,0.72593902,0.64729962,0.79197986,0.6497411999999999,0.84791513,0.83935284,0.64424906,0.58469722,0.74690382,0.73573636,0.62940171,0.56395746,0.51991463,0.77307743,0.63601014,0.92292989,0.82506818
126,43,1,0.80106682,0.41105879,0.49910991,0.73404807,0.26819821,0.4056985,0.77964744,0.68604927,0.55253957,0.77863046,0.72244451,0.81874202,0.64313451,0.74965108,0.6070701000000001,0.56755586,0.74297536,0.45746329999999996,0.73062118,0.82115896,0.42772758,0.90276498,0.40338331,0.86629982,0.27570429,0.75565901,0.59350371,0.74700667,0.92842914,0.59293412,0.78343669,0.71198121,0.46162759,0.73930314,0.74528231,0.64405753,0.73921792,0.70738373,0.5112720000000001,0.77928854,0.94821263,0.43237782,0.75933333,0.60281498,0.3398915,0.9692156,0.74124763,0.88269887,0.60741916,0.67719911,0.66054669,0.62211832,0.71705044,0.51082356,0.83812731,0.86264095,0.57600512,0.55170213,0.66724975,0.66217309,0.51209573,0.46369982,0.47022313,0.71647735,0.50588465,0.82108724,0.7717983
127,43,2,0.78591795,0.28810392,0.43700259999999996,0.68891344,0.23197662,0.27461840000000004,0.70555322,0.57306569,0.51530543,0.72339876,0.60510368,0.80235966,0.55785629,0.68766503,0.51234272,0.51949011,0.69105869,0.37189233,0.58816514,0.75088959,0.41045857,0.81804916,0.36830065,0.80971148,0.23922249,0.68195432,0.50308326,0.70711153,0.84915576,0.52418851,0.7514298,0.59050727,0.44777768,0.70209059,0.5920392,0.49478872,0.56079549,0.61736884,0.47763199999999995,0.77444997,0.94024819,0.39426695,0.66245333,0.57819076,0.30114682,0.91531551,0.70917089,0.83194211,0.48115023,0.5976239000000001,0.57064895,0.57156489,0.66902486,0.36200616,0.80653137,0.85234515,0.50589881,0.50757774,0.56186065,0.59293403,0.39258119999999996,0.36387158,0.41876526,0.6616399000000001,0.39016841,0.69059561,0.69621945
128,44,0,0.72861022,0.20094905,0.38516797,0.60815124,0.19600087,0.21438436,0.61366693,0.37111314,0.44822764,0.59812574,0.42884784,0.73421507,0.42828263,0.5507449999999999,0.39054074,0.44018112,0.60883668,0.29038336,0.31344252,0.65921184,0.36149847,0.70483103,0.31490773,0.69668352,0.20184085,0.57910393,0.31068425,0.65163012,0.66071903,0.44588993,0.66302326,0.45090055,0.40834616,0.63036237,0.31748017,0.32663812,0.27591388,0.49160025,0.387328,0.74334485,0.89322714,0.33627949,0.48062,0.50990252,0.23294189999999998,0.80948729,0.63774669,0.67258829,0.35719402,0.46410629,0.44013189,0.50855916,0.58789384,0.24151215,0.74765683,0.78389443,0.35785309,0.43314239,0.40013154,0.49394404,0.25228034,0.24149473,0.32468138,0.52161509,0.27105143,0.56305528,0.60485536
129,44,1,0.61126952,0.15787545,0.32221245,0.39722290000000005,0.1283927,0.15095217,0.40400193,0.1767427,0.31768476,0.35731257,0.2692611,0.53943789,0.2146217,0.35690306,0.24221839,0.31906684,0.43171312,0.1647553,0.22591139,0.43746259,0.21410672,0.52024578,0.22864283,0.52958061,0.13127095,0.39091502,0.19715581,0.4557674,0.36507304,0.33014476,0.47976744,0.18127556,0.23600978,0.47188153,0.23315912,0.22406884,0.17440472,0.25888587,0.250992,0.59247239,0.74328579,0.22997910000000002,0.32402667,0.40763414,0.16198324,0.68969106,0.55487872,0.41988483,0.23505935,0.2760256,0.29301348,0.40627863,0.27632847,0.14559392,0.65151292,0.54369995,0.16401567,0.30907529,0.20849718,0.32251073,0.16488889,0.14917535,0.18036628,0.35893067,0.16871708,0.34624971,0.40226726
130,44,2,0.50563476,0.14961433,0.27159253,0.23016068,0.10682365,0.10941271,0.15196657,0.11239051,0.16241624,0.11522285,0.17909609,0.30870219,0.13383707,0.17432101,0.14856201,0.16671917,0.2211072,0.10758564,0.13010038,0.21286997,0.15075009,0.14610599,0.16231257,0.31467133,0.11023349,0.26199548,0.12642209,0.17103908,0.17913109,0.22664371,0.26073213,0.09082919999999998,0.10687064,0.23827178,0.14111993,0.10131696,0.087618217,0.15011824,0.191856,0.15292085,0.24578626,0.15815666,0.28951333,0.2309283,0.1604862,0.60139132,0.23310931,0.22422667,0.14980557,0.16326254,0.22557584,0.32297709999999996,0.13432650000000002,0.12671166,0.45492619999999995,0.20558098,0.11885541,0.18152209,0.12825536,0.1798121,0.08196923099999999,0.14141325,0.17346025,0.15248074,0.11262111,0.16281061,0.16914603
131,45,0,0.47059451,0.15497517,0.26956103,0.12670568,0.10473121,0.10282745,0.24229233,0.10463504,0.12339516,0.15577037,0.17410923,0.20242729,0.12735188,0.086771973,0.12896944,0.13616498,0.18656901,0.14028548,0.12730772,0.24062188,0.14680361,0.19198157,0.19021529999999998,0.30217133,0.10842204,0.23485667,0.12778236,0.14596759,0.18131284,0.19841209,0.17819121,0.11850692,0.13207206,0.16441115,0.13560429,0.11608629,0.12587028,0.1214855,0.195184,0.16555677,0.18749151,0.20453867,0.28593333,0.21446661,0.21989425,0.57246933,0.17446692,0.13643174,0.15423659,0.1382989,0.22142789,0.29701336,0.15658198,0.16099718,0.17580258,0.11551724,0.13609624,0.064935352,0.096357352,0.12204202,0.076095726,0.14713848,0.18902641,0.11442747,0.13219325,0.14022479,0.24692797
132,45,1,0.4617011,0.20761804,0.29213789,0.13353384,0.11182802,0.11870911,0.33424022,0.10542883,0.12655142,0.21791617,0.19907272,0.14973322,0.13610889,0.1475481,0.13659377,0.16995767,0.20214021,0.22334421,0.17026191,0.35665946,0.18097511,0.28003072,0.27550942,0.37139352,0.11658531,0.29641817,0.1620033,0.1879409,0.24374881,0.17009119,0.16267011,0.1697642,0.18194985,0.162223,0.18608493,0.17415367,0.1618083,0.1713585,0.22532,0.26598668,0.2093968,0.28120832,0.29060667,0.2706295,0.30944238,0.53418054,0.20755789,0.28885492,0.20799222,0.14925807,0.24321896,0.29325382,0.21580899,0.23025618,0.17394834,0.16627717,0.17779554,0.10955810000000002,0.14986216,0.15303731,0.14019145,0.15222513,0.18694111,0.11540671,0.19674881,0.1902439,0.34059141
