,measure_number,beat_number,pid52932-12,pid5667271-08,pid5667291-10,pid610003b-02,pid9048b-02,pid9049-27,pid9050-27,pid9054-27,pid9058-27,pid9059b-02,pid9060-27,pid9061-27,pid9062b-01,pid9063b-02,pid9064-08,pid9066-27,pid9067-25,pid9070b-10,pid9072b-02,pid9073b-02,pid9074f-27,pid9075-27,pid9090-14,pid9099b-02,pid9100b-22,pid9101b-09,pid9103-14,pid9104-27,pid9111-27,pid9113-10,pid9114-28,pid9116-13,pid9118b-02,pid9119-07,pid9121-06,pid9130-08,pid9138-27,pid9152-14,pid9174-27,pid917520g-10,pid918904-10,pid9192-27
152,51,2,0.95439764,0.64767235,0.55364495,0.65684478,0.83311325,0.20060566,0.57150984,0.63395026,0.77986229,0.44458991,0.92047331,0.88882795,0.81383066,0.81469933,0.83823122,0.61376059,0.62630697,0.83566577,0.48900612,0.52215757,0.95089349,0.28280224,0.32403101,0.72927723,0.91987702,0.56890497,0.73629584,0.85211424,1.0,0.60977226,0.69471261,0.39385576,0.54949926,0.85550981,0.79483601,0.60788303,0.49056968,0.84933691,0.46592744,0.6775458000000001,0.675109,0.70596701
153,52,0,0.98502609,0.71974049,0.56224267,0.66512759,0.84016506,0.20419529,0.57418612,0.65558126,0.77591881,0.47845664,0.93450743,0.8678314,0.81589871,0.79873794,0.84336013,0.59995634,0.65437635,0.83261201,0.52107456,0.52429221,0.94294358,0.28053191,0.34894248,0.79900308,0.93017989,0.62170785,0.82337252,0.915283,0.99199437,0.61905049,0.70532575,0.37201158,0.56021678,0.8485459000000001,0.82089216,0.64513107,0.54825877,0.95535908,0.50730474,0.65697571,0.69774301,0.70704427
154,52,1,1.0,0.77295959,0.55399007,0.65714437,0.86854654,0.21973558,0.56309311,0.65685367,0.76202271,0.52205597,0.95466428,0.86320903,0.81734188,0.79673348,0.83580538,0.5574522,0.66298026,0.83964619,0.53869137,0.51715641,0.96341635,0.28143193,0.36049383,0.83609441,0.94627959,0.68725108,0.80948412,0.93292008,0.95909211,0.60971201,0.70321591,0.35346123,0.57748915,0.82603364,0.82098878,0.68350525,0.60446733,0.95622871,0.57161755,0.68172613,0.71499102,0.74329238
155,52,2,0.97489223,0.84347266,0.53579559,0.61689342,0.90021091,0.22576261,0.51445453,0.66304222,0.74773317,0.54752702,0.9543891,0.84691319,0.78977281,0.78760208,0.80988356,0.53727408,0.66345884,0.84363713,0.56945651,0.47905002,0.97108485,0.27638044,0.40474687,0.83858672,0.97949988,0.75956062,0.71512546,0.92775441,0.89249582,0.58881793,0.67508471,0.28625464,0.59849171,0.77071654,0.82214826,0.7080723000000001,0.63035082,0.81607363,0.64747593,0.69954881,0.73608618,0.77528194
156,53,0,0.9009302,0.93837163,0.5484621000000001,0.6181799,0.90563044,0.20687643,0.50046544,0.70138809,0.73939909,0.56573843,0.93113649,0.78682231,0.74199932,0.73441722,0.73627668,0.5647254,0.73008458,0.85762123,0.63203298,0.47252412,0.92324469,0.28095354,0.48665901,0.8332356,0.95996198,0.83028564,0.54928935,0.89211128,0.82241576,0.60108447,0.63036251,0.21797122,0.6229136,0.70247898,0.83453755,0.75788776,0.61125201,0.50239148,0.69786013,0.71282404,0.7432675,0.80837401
157,53,1,0.85895788,1.0,0.62714943,0.65769068,0.93865199,0.24895487,0.53461071,0.77455176,0.75545918,0.63721252,0.88346175,0.75494359,0.74606103,0.7374239,0.66994732,0.65439623,0.86062069,0.90750276,0.69507935,0.4982374,0.85908259,0.30150815,0.58647717,0.83609441,0.93192833,0.91880433,0.54270047,0.86709468,0.77324712,0.686408,0.6637683000000001,0.33248575,0.65530943,0.68088648,0.87238177,0.79491814,0.59864178,0.43241539,0.71810135,0.71236219,0.783406,0.83892442
158,53,2,0.83717765,0.99722662,0.67262049,0.67642394,0.96029344,0.32676712,0.55402994,0.81069983,0.78154341,0.73884733,0.8255366,0.70335318,0.76583399,0.73646622,0.6750901,0.65441369,0.98391577,0.94222082,0.74095221,0.50806894,0.82686084,0.33516582,0.65624462,0.8235596,0.93374717,0.9464584,0.7186173,0.8307136,0.78348729,0.73346186,0.74944057,0.53163515,0.66226974,0.70953048,0.91186859,0.79515473,0.59936273,0.55780854,0.70005836,0.70516206,0.84605027,0.84430231
159,54,0,0.8540421999999999,0.94641442,0.66886655,0.69517482,0.92223751,0.30785139,0.57802601,0.81318681,0.82891889,0.79107786,0.80531095,0.7487073000000001,0.77443352,0.77772829,0.83400333,0.50425216,1.0,0.92618333,0.75504034,0.5220112,0.80146335,0.31879509999999994,0.69139631,0.81828178,0.92698811,0.89908355,0.76902088,0.80946056,0.86973696,0.72575009,0.80787673,0.68442675,0.68681326,0.78192887,0.96077084,0.81298382,0.61683939,0.60155808,0.67574166,0.7059555000000001,0.88061041,0.84724794
160,54,1,0.90115707,0.86903724,0.61806733,0.69924574,0.89595598,0.25464214,0.58745119,0.76795836,0.86629706,0.81199778,0.82821959,0.80781887,0.76565545,0.87461024,0.9684640999999999,0.35803720000000006,0.91907947,0.92510925,0.72599521,0.52014491,0.86907275,0.28212925,0.65359365,0.80523384,0.93404053,0.8047407,0.73738375,0.81019851,0.94712765,0.68393782,0.82028003,0.73177088,0.70834291,0.89317624,0.98911375,0.80733415,0.68336015,0.52474092,0.64789417,0.73328754,0.88028982,0.82941424
161,54,2,0.8965439000000001,0.78504358,0.56183095,0.6554878000000001,0.87949564,0.27993205,0.54035115,0.68704453,0.89258696,0.75332502,0.87211062,0.82395801,0.75247348,0.92397921,0.97220682,0.37374487,0.76206577,0.91541094,0.65476549,0.47634208,0.94463205,0.30269196,0.59112834,0.77869814,0.94900198,0.64385894,0.70379891,0.80850122,0.96648192,0.62170141,0.79234064,0.64152565,0.73403522,0.94866854,0.95444737,0.75525693,0.73781783,0.48487572,0.58546834,0.76721576,0.85374455,0.80007574
162,55,0,0.87400741,0.7372920000000001,0.55780455,0.62122868,0.87880789,0.33213679,0.50050423,0.6562753,0.90109988,0.72693267,0.8932306000000001,0.83124412,0.80765626,0.93771344,0.99244525,0.45334847,0.6796263000000001,0.90920866,0.65658303,0.44493236,0.93436049,0.32769805,0.55617762,0.75619411,0.9896502,0.5869770000000001,0.74964906,0.79344698,0.97879828,0.62374985,0.7846685,0.58323229,0.75571353,0.93631745,0.89402544,0.7273208999999999,0.76987448,0.52519023,0.58422332,0.82555096,0.81482431,0.77929641
163,55,1,0.86099977,0.71394612,0.5611831,0.60653109,0.90227419,0.41082059,0.48925607,0.66067091,0.88710543,0.72402328,0.88105394,0.84056722,0.89710324,0.96028211,0.99043526,0.53837423,0.7083199,0.92215027,0.686896,0.42937998,0.94603912,0.41111652,0.52600249,0.7440258000000001,1.0,0.59781166,0.83598877,0.77654786,0.9959531999999999,0.62941318,0.79700786,0.56121618,0.7885824,0.91923616,0.85764131,0.70163717,0.79839073,0.59476774,0.62583406,0.91088663,0.79366504,0.77746171
164,55,2,0.83506012,0.67849643,0.55617583,0.59981672,0.93094911,0.42178891,0.49211336,0.70711394,0.85136368,0.70594347,0.80132086,0.80680038,0.95404163,0.92227171,0.94538398,0.59309351,0.73116657,0.90505976,0.72869049,0.43168539,0.94266216,0.49783508,0.49872715,0.73317695,0.97723512,0.65202775,0.88515529,0.7632647,0.98038181,0.62519581,0.82955054,0.52473079,0.80778743,0.87854765,0.81781094,0.64460112,0.82439652,0.6822161,0.6743701999999999,0.93513968,0.77109515,0.7709224
165,56,0,0.81365802,0.68048732,0.54536207,0.65534682,0.94690509,0.49307925,0.55379722,0.76830538,0.8105875,0.69114713,0.75901211,0.78799749,0.99686073,0.84602821,0.88584696,0.61227626,0.70929785,0.87024693,0.78139019,0.50098193,0.90446039,0.54871483,0.49588477,0.72852221,0.92701158,0.72602886,0.9352518,0.77145598,0.89196798,0.6136884,0.83121284,0.50494978,0.81449095,0.7933164,0.79390198,0.63804296,0.83926617,0.76744692,0.72578543,0.89540874,0.77680174,0.76361724
166,56,1,0.81978371,0.68716323,0.55119278,0.75366559,0.96130215,0.59658025,0.65689241,0.81469057,0.82245372,0.71827376,0.78577325,0.81447822,1.0,0.80356347,0.83601331,0.62468349,0.68529635,0.84856526,0.80569199,0.6094217,0.8979879000000001,0.58036974,0.55419657,0.73691541,0.89340405,0.78480579,0.94700825,0.80658254,0.77943169,0.61742379,0.81759478,0.50659669,0.78531173,0.71474247,0.83212196,0.64454434,0.85445768,0.8439742,0.78993289,0.81006122,0.78218774,0.75576502
167,56,2,0.75291537,0.68848059,0.56990797,0.84860073,0.98936268,0.7095945,0.76876632,0.85413534,0.86588572,0.77944029,0.86254816,0.79857411,0.86776368,0.77995546,0.76268367,0.68499083,0.76705958,0.78356237,0.81089636,0.72613166,0.838047,0.62297089,0.65697196,0.79416508,0.89061125,0.82198835,0.94499035,0.83883108,0.68485088,0.63122063,0.79988492,0.57807438,0.717344,0.65289944,0.87838317,0.66574241,0.85207596,0.87897674,0.83412119,0.77485404,0.77147987,0.76263255
168,57,0,0.68450427,0.80718106,0.60650279,0.88814676,1.0,0.78602556,0.86127272,0.81717756,0.88857194,0.84947354,0.82787562,0.76583359,0.8170592,0.86562732,0.74771278,0.80328298,0.88285355,0.75189807,0.82305169,0.85940645,0.78837766,0.76440444,0.8205857,0.90734496,0.85928021,0.90663141,0.97131076,0.85233562,0.72289962,0.65785034,0.7933636,0.68020994,0.71358679,0.68329537,0.86970852,0.76889373,0.84737689,0.89883325,0.89556463,0.81192047,0.7256989,0.79575829
169,57,1,0.77123194,0.9209588,0.70035117,0.94626745,0.9997249,0.93330379,0.9454529,0.85812608,0.93722615,0.85473815,0.79045129,0.75637731,0.87442905,0.96622123,0.80378431,0.93163363,0.92401086,0.81397357,0.86791382,0.96632146,0.84079077,0.92572772,0.9672696,0.98504618,0.81025358,0.99163847,1.0,0.96170024,0.74768189,0.75057236,0.87807685,0.77841824,0.82101877,0.6995883,0.96490418,0.86170152,0.94026392,0.9249221,0.94835133,0.87262414,0.72755835,0.81405487
170,57,2,0.8560841,0.98611331,0.76967789,1.0,0.99183861,1.0,1.0,0.90676692,1.0,0.89214464,0.87995322,0.84283924,0.89917129,1.0,0.80822013,0.95459705,0.94878224,0.87830253,0.9121376,1.0,0.89425918,1.0,1.0,1.0,0.83359345,1.0,0.93832251,1.0,0.82912818,0.84504157,0.94878844,0.83790607,0.85548242,0.72989664,1.0,0.90901864,1.0,0.9382564,1.0,0.97442062,0.76186202,0.80437637
171,58,0,0.73686758,0.87527734,0.68684912,0.91856408,0.89734067,0.8646872,0.91859954,0.86333141,0.97576679,0.87011638,0.90616401,1.0,0.93041525,0.89294729,0.76808983,1.0,0.94248796,0.85882167,0.74824896,0.94678035,0.84740397,0.89280791,0.80406737,0.75861311,0.8094087,0.90935078,0.80093876,0.84141392,0.89970969,0.77822629,0.93203759,0.70656954,0.83730454,0.67637526,0.94402276,0.83197691,0.94509173,0.77418654,0.95703725,0.89266132,0.79667864,0.73947147
172,58,1,0.64080768,0.79285856,0.5696234,0.80669322,0.80544704,0.72167073,0.79847697,0.77374205,0.90968434,0.78186478,0.84190974,0.83962708,0.86115781,0.80593912,0.68923621,0.99633284,0.93525734,0.80386458,0.57383633,0.88719337,0.79794569,0.78060488,0.7082783,0.64434834,0.76568606,0.84898934,0.73412879,0.64808501,0.92513416,0.63845042,0.94118023,0.64745272,0.91990918,0.63406622,0.85509689,0.74051292,0.81152237,0.60552214,0.87465227,0.79606362,0.76263144,0.63981653
173,58,2,0.57368222,0.75309033,0.50713248,0.7097138000000001,0.73278313,0.58287909,0.67735888,0.73499132,0.80671555,0.68755195,0.78866263,0.58428392,0.7483225,0.72824796,0.62527724,0.97642539,0.95092542,0.75165587,0.58876673,0.79256169,0.72998452,0.70141085,0.6558618,0.59213458,0.74157172,0.81264186,0.74329707,0.53613755,0.83066772,0.56823714,0.98165079,0.66150575,0.99320188,0.62683952,0.75768962,0.68143276,0.65317026,0.4429234,0.79412509,0.74602987,0.69485766,0.32537452
174,59,0,0.54011949,0.75896395,0.53271373,0.74652827,0.79649702,0.59738533,0.6886329000000001,0.76096009,0.71895735,0.74619008,0.71285085,0.635843,0.67757725,0.70686711,0.60462296,0.92953811,0.98959623,0.73278576,0.75719479,0.79220795,0.72667792,0.68326441,0.71114939,0.63981088,0.71081566,0.79788874,0.81014213,0.58932182,0.66226797,0.58417279,1.0,0.77106144,1.0,0.67510512,0.79077782,0.70652976,0.6495655,0.50427567,0.74872094,0.86188316,0.71499102,0.42935533
175,59,1,0.61229676,0.82192948,0.57778518,0.85771183,0.87228794,0.68266489,0.80077832,0.88403702,0.72037915,0.8579939,0.73858008,0.85944845,0.73511077,0.73106162,0.61663432,0.83161617,0.99322715,0.69117043,0.89874989,0.87451971,0.81180526,0.73122517,0.73769739,0.66068025,0.71475845,0.84246927,0.80374627,0.78820751,0.66863728,0.63284733,0.91432773,0.8926251000000001,0.94039816,0.72582341,0.86509206,0.75994133,0.76009012,0.63308935,0.77946698,0.9631349,0.78526545,0.65667396
176,59,2,0.71927702,0.81062797,0.57462461,0.90377837,0.86979367,0.72294113,0.8714995000000001,0.98820127,0.698918,0.94409809,0.72901761,0.86587277,0.81481261,0.78544915,0.6213959,0.8027853,0.93741092,0.73917759,0.91284688,0.92988619,0.86217813,0.83783345,0.74536319,0.6379783,0.7159671,0.87330307,0.76690647,0.81588075,0.70630773,0.63519701,0.90026213,0.9324948000000001,0.84671109,0.69910652,0.87721295,0.77939813,0.81847441,0.77592579,0.8012741999999999,1.0,0.85111567,0.70609325
177,60,0,0.75300613,0.7927496,0.56526399,0.88516848,0.75775332,0.68946746,0.84671476,1.0,0.7125815999999999,1.0,0.7005366,0.77172516,0.86289855,0.84736451,0.59156501,0.81982887,0.94214463,0.89108619,0.87079528,0.90900331,0.86281131,0.98005351,0.68777873,0.64530128,0.76701205,0.90553938,0.71292332,0.76208398,0.75358494,0.62832871,0.80736526,0.94308207,0.83581787,0.60949544,0.90324762,0.82337466,0.70363695,0.940358,0.82353857,0.86890565,0.83995896,0.63187174
178,60,1,0.74056568,0.7588649000000001,0.54238314,0.85795855,0.67052728,0.67339538,0.77881209,0.88669751,0.71479925,0.97090607,0.63557375,0.67514886,0.70737804,0.79517446,0.52045329,0.79332053,0.9185905000000001,0.90557574,0.84544729,0.81799441,0.81602645,0.97056677,0.63404154,0.72864683,0.77811286,0.88958717,0.70420249,0.83418198,0.72897862,0.5941258,0.60095902,0.98262601,0.8181941,0.57191661,0.91460626,0.8246049000000001,0.603785,0.95970723,0.81442467,0.64611632,0.79744806,0.53732537
179,60,2,0.7385010999999999,0.72937797,0.50238557,0.86032003,0.63056396,0.66141517,0.76649083,0.79415847,0.71233122,0.91722084,0.64828701,0.64037919,0.5789505,0.75382331,0.48385778,0.80738671,0.80150647,0.818133,0.84385141,0.77692392,0.68528212,0.92021406,0.61590583,0.80713972,0.7871132,0.86824975,0.60849272,0.84827688,0.62484385,0.55235571,0.46784732,0.98552167,0.84485951,0.61199194,0.85765205,0.7956279,0.57812681,0.90716719,0.78831826,0.60984333,0.73102077,0.37506312
180,61,0,0.71185813,0.71013273,0.40357835,0.85085648,0.75253553,0.63794224,0.78398366,0.78444187,0.73947957,0.84074536,0.7044579000000001,0.70231902,0.54803386,0.71374907,0.51447879,0.83880206,0.70019455,0.6227031,0.8808671,0.7645674,0.44357676,0.86888835,0.6305101,0.88469433,0.7836046,0.83355103,0.44374452,0.77603129,0.55021554,0.44125196,0.44469024,1.0,0.87018691,0.67637526,0.66808739,0.74181887,0.60734471,0.82679904,0.76562591,0.77124214,0.5813029000000001,0.35910621
181,61,1,0.61668305,0.74643423,0.37242674,0.86923728,0.87229711,0.69372184,0.8295193000000001,0.89016773,0.78937673,0.80853422,0.80634287,0.79254152,0.64478598,0.77312546,0.5916066,0.8314851999999999,0.84351689,0.57756015,0.94112953,0.81879948,0.43944702,0.90245682,0.65058857,0.85771881,0.73696007,0.83976061,0.37288998,0.79861265,0.72684965,0.40337993,0.39191868,0.96543299,0.85144139,0.7114576,0.53939557,0.73734267,0.6834889000000001,0.91716791,0.79909542,0.9254053,0.62142857,0.69390675
182,61,2,0.55089617,0.75348653,0.37913538,0.91347103,0.88,0.72644213,0.85792413,0.93580104,0.82092462,0.80042948,0.79836269,0.72476496,0.64826745,0.81484781,0.59468395,0.83883699,0.84530634,0.63863529,1.0,0.85741818,0.4403194,0.94056596,0.62478706,0.81102478,0.6566376,0.78300715,0.37290753,0.77994244,0.71474444,0.41727317,0.37553865,0.87817392,0.82093768,0.71964786,0.47071769999999996,0.72166178,0.63973608,0.98912965,0.83230231,0.9946828000000001,0.68639395,0.69664198
183,62,0,0.54868033,0.77683241,0.31648099,0.87942338,0.78812471,0.64087451,0.79679621,0.87958357,0.75945632,0.77431421,0.74167584,0.76625666,0.58780295,0.78032665,0.52366232,0.87924561,0.71939991,0.75183489,0.94777906,0.80511338,0.42231603,0.87488851,0.49015217,0.59701657,0.71953438,0.71056914,0.37091595,0.65773006,0.71996129,0.3559947,0.34761205,0.73530902,0.91767918,0.67155746,0.52852005,0.64398599,0.47190216,0.98253497,0.78724832,0.96088486,0.70255194,0.61724457
184,62,1,0.54657037,0.73073494,0.25787116,0.81643874,0.68697845,0.54269887,0.7325395,0.79768652,0.67802915,0.69797728,0.79361585,0.66589627,0.58548198,0.67691908,0.45060993,0.82713699,0.65442836,0.7799821,0.8206224,0.76235957,0.43906008,0.80844888,0.35619677,0.52392611,0.71001772,0.65599974,0.39240218,0.63677219,0.76559338,0.2812387,0.33339301,0.59429916,0.98357908,0.60003504,0.5095710999999999,0.60666225,0.36451239,0.91803754,0.65201829,0.83123527,0.6398179,0.55243225
185,62,2,0.47927097,0.60854794,0.18731533,0.72887001,0.5645392,0.44725608,0.63268947,0.58617698,0.5198605,0.4860834,0.76960649,0.419555,0.42725366,0.58851522,0.24329082,0.66516197,0.59890344,0.64580635,0.5700328,0.69306303,0.40356691,0.73227925,0.32235621,0.46989444,0.42129103,0.43208,0.38632216,0.41771825,0.59707926,0.20586215,0.24874369,0.47733237,0.95869768,0.46649439,0.30842235,0.46913031,0.25640167,0.68633234,0.47672405,0.44450102,0.51549115,0.27555125
186,63,0,0.21759812,0.45173336,0.11657181,0.67346327,0.58001834,0.30684689,0.52712487,0.33727588,0.28009479,0.50949709,0.57171161,0.42301003,0.16391174,0.53966592,0.20697948,0.51203178,0.5333805,0.46466593,0.43506517,0.61037314,0.26738427,0.72722776,0.29012346,0.25708107,0.19547284,0.29233223,0.41642393,0.25891816,0.37761942,0.12305699,0.12433988,0.32448647,0.87160601,0.32630081,0.24631489,0.33497681,0.15621500000000002,0.48774549,0.42042603,0.36559573,0.37391639,0.27538293
187,63,1,0.29508432,0.38580626,0.16141923,0.66530382,0.55348923,0.2632026,0.50972255,0.47909774,0.23987302,0.67743142,0.39536324,0.50304763,0.23679943,0.48262064,0.29522456,0.48322709999999996,0.47698166,0.48149318,0.54683926,0.60977544,0.16950893,0.68038596,0.24908604,0.33439378,0.32373062,0.31535052,0.46480962,0.37380267,0.47017683,0.17881672,0.15702321,0.37743191,0.8004486999999999,0.38342677,0.37774438,0.40211034,0.16684905,0.32505254,0.53883863,0.45640254,0.40158374,0.36928968
188,63,2,0.25348257,0.39905903,0.17483652,0.71426054,0.48037597,0.23914617,0.58129703,0.45853673,0.18833944,0.70185647,0.39786048,0.4824193,0.24541383,0.45532294,0.36811062,0.49394045,0.47475525,0.39693571,0.47366788,0.65760359,0.16891797,0.62004378,0.27404536,0.43493623,0.40368932,0.31699927,0.52754869,0.39459081,0.51005542,0.19186047,0.19448884,0.46066419,0.70987012,0.45607043,0.46215041,0.42456705,0.18637271,0.35259801,0.56719191,0.46672904,0.46451013,0.37848847
189,64,0,0.19347349,0.46211371,0.1800557,0.68847808,0.4156442,0.19028732,0.5811031,0.34179294,0.21386032,0.49829593,0.39470281,0.47007208,0.20984036,0.42841128,0.375402,0.39997381,0.43230787,0.27197389,0.26746165,0.61020236,0.1959969,0.47043704,0.28744377,0.49512535,0.40459287,0.27613378,0.51506405,0.33945834,0.53318378,0.19787324,0.21421265,0.46605737,0.54129556,0.44752978,0.46798003,0.40126809999999996,0.21597039,0.34730778,0.54081315,0.37897754,0.48915106,0.30968692
190,64,1,0.25516902,0.3876981,0.22376483,0.64294022,0.36564878,0.14717483,0.51790655,0.26432042,0.27168023,0.35242449,0.32292928,0.47791445,0.21556842,0.36337788,0.20920432,0.30844320000000003,0.36041782,0.24182594,0.21227946,0.56907088,0.20016885,0.38993757,0.2916547,0.41560622,0.35229233,0.24249497,0.46414283,0.26772932,0.40724905,0.24260754,0.22217889,0.34596869,0.42852509,0.39361423,0.43709269999999995,0.34134570000000003,0.23938848,0.314617,0.44125085,0.28281799999999996,0.47934086,0.24753409
191,64,2,0.29097028,0.28449881,0.27005328,0.63892218,0.39224209,0.15114853,0.50488713,0.25180451,0.29787177,0.26322388,0.30059163,0.38791915,0.22275453,0.25377877,0.22519407,0.30293373,0.33715498,0.23858264,0.23115524,0.56558227,0.20332771,0.34967972,0.29077424,0.38489957,0.32713362,0.21159693,0.41112476,0.21217622,0.2861617,0.28928184,0.21252477,0.27424667,0.41025259999999997,0.31705939,0.43286274,0.27165705,0.27439331,0.26654105,0.40842331,0.27328494,0.49090793,0.19708803
192,65,0,0.25642441,0.28440967,0.28104263,0.64979557,0.46975699,0.19402467,0.51530784,0.23084442,0.23100241,0.26257273,0.32270226,0.2948057,0.22384063,0.3157758,0.30368034,0.37738584,0.35724467,0.20062128,0.28024648,0.5564704,0.22730407,0.37467769,0.30320605,0.40939745,0.30325397,0.21090103,0.40619407,0.22869899,0.35325064,0.30028317,0.21293396,0.35683649,0.45817735,0.24555448,0.41919588,0.34821614,0.30273576,0.2805783,0.38212236,0.3453217,0.53469479,0.22005555
193,65,1,0.26075021,0.2358855,0.25615161,0.56939941,0.45665291,0.18759879,0.41609133,0.20908039,0.16398998,0.21186617,0.24474408,0.2573958,0.20729621,0.29665924,0.29968118,0.41328909,0.32970589,0.19531406,0.26525401,0.49600517,0.23400169,0.3225898,0.28794143,0.41490251,0.25562375,0.18982056,0.38480435,0.23169508,0.27585995,0.27726835,0.2258743,0.37379423,0.43512049,0.20056938,0.38676257,0.33621652,0.28393949,0.28881803,0.37006128,0.34758358,0.48292511,0.23706447
194,65,2,0.26822204,0.15486331,0.22127634,0.38883406,0.39514901,0.18704483,0.24545549,0.20087334,0.11974425,0.15238986,0.20719593,0.22243811,0.17957836,0.15145509,0.19234821,0.44902646,0.27012349,0.21329964,0.17394273,0.27222161,0.22551710000000003,0.21444093,0.22650971,0.37426329999999997,0.1466809,0.17668408,0.33218108,0.17729319,0.19990323,0.23728160000000004,0.21517166,0.30382771,0.35765161,0.18972495,0.34492458,0.31765875,0.23712263,0.22837887,0.35814609,0.25119903,0.31895999,0.21132806
195,66,0,0.26667171,0.14646395,0.21003270000000002,0.29344072,0.38315452,0.24407268,0.18744344,0.19776749999999998,0.11522847,0.18855639,0.27445652,0.19258853,0.18381861,0.19311062,0.23500139,0.42348729999999996,0.24174201,0.22212394,0.19007004,0.15318183,0.20866048,0.25125274,0.23530481,0.38268582,0.18073434,0.21878078,0.32568872,0.18149952,0.23447699,0.22476804,0.18102423,0.21401683,0.34500142,0.18576559,0.27207043,0.31168733,0.19072417,0.25175737,0.31083552,0.19357436,0.26562579999999997,0.17774785
196,66,1,0.25745292,0.10841918,0.19515016,0.21843719,0.21180193,0.26947337,0.15486257,0.17220359,0.09944558699999999,0.20305486,0.24057512,0.18759793,0.17050273,0.18017075,0.22646937,0.23311796,0.22438852,0.17805507,0.16049295,0.14106927,0.18678767,0.24189573,0.21406833,0.31301129,0.14991962,0.16674875,0.30170205,0.14221829,0.17567520000000003,0.20818171,0.14869254,0.17900642,0.31410577,0.17049317,0.27257502,0.26332923,0.11965883,0.24766287,0.27577084,0.17289769,0.20421262,0.12976772
197,66,2,0.28393708,0.08530408099999999,0.17243279,0.22807698,0.38777625,0.25397001,0.16021514,0.19492192,0.07534650799999999,0.18308396,0.18856632,0.16147759,0.14709357,0.081232368,0.1346687,0.36285689,0.22280715,0.12758385,0.17038745,0.14120345,0.14150837,0.19391875,0.14221457,0.19391585,0.14307842,0.15526102,0.25436041,0.20056822,0.13350928,0.18467888,0.16734224,0.13748982,0.41195551,0.18365452,0.22211606,0.21221728,0.10145478,0.19394159,0.28978699,0.20109423,0.14671070000000003,0.12779835
198,67,0,0.40421236,0.10071315,0.21484016,0.2126216,0.55413113,0.27138637,0.14511416,0.29457490000000003,0.085786462,0.18890274,0.21320171,0.16320903,0.15528246,0.10691166,0.17020377,0.57014756,0.28508411,0.11843311,0.21786506,0.14182554,0.16430279999999997,0.20170275,0.20295722,0.16477789,0.1775895,0.27682969,0.28835761,0.24951664,0.19980646,0.24184239,0.22033118,0.13702832,0.59132868,0.254209,0.27910247,0.25524747,0.13846154,0.23501703,0.27195798,0.36193645,0.12637215,0.20689278
199,67,1,0.42156092,0.097728803,0.2111831,0.12169569,0.45571756,0.15152522,0.10731389,0.28691151,0.095215953,0.18890967,0.10888139999999999,0.18799749,0.18323836,0.16308092,0.15275159,0.38658867,0.27038359,0.19956826,0.26937672,0.12084629,0.13024483,0.15876105,0.23118002,0.21254948,0.26191342,0.29547985,0.33538340000000005,0.20232455,0.19617313,0.23784793,0.17385717,0.18639942,0.58346285,0.30704713,0.29975844,0.23629223,0.17530093,0.293572,0.21847097,0.43396137,0.13355989,0.20287829999999998
200,67,2,0.19835136,0.11062797,0.10673287,0.10133582,0.26869326,0.083204077,0.08080314400000001,0.20794101,0.07967629400000001,0.15129537,0.1483902,0.15918207,0.16023686,0.14573125,0.1573191,0.22230857,0.24339621,0.1657558,0.21379555,0.072328954,0.12754327,0.11453823,0.23477845,0.24717783,0.19100201,0.23296647,0.26587998,0.18191277,0.14754113,0.11537535,0.09292244699999999,0.18309655,0.46251571,0.27235897,0.30331204,0.14896376,0.08429353099999999,0.31961736,0.21445385,0.29704061,0.14064504,0.18245245
201,68,0,0.18493534,0.14004556,0.10574594,0.19598548,0.23961486,0.11935150000000001,0.13850749,0.16946212,0.083691317,0.16551676,0.17150523,0.19226731,0.11585556,0.19538233,0.17714860000000002,0.35882302,0.28639499,0.10158374,0.14560688,0.09448652699999999,0.17405375,0.1564745,0.22308355,0.23322827,0.14169375,0.11689007,0.19144587,0.21030182,0.19633149,0.11456802,0.090179656,0.1445842,0.31730886,0.25105992,0.35751785,0.19265638,0.12092049999999999,0.23571998,0.17510943,0.20247978,0.13573993,0.11918869
202,68,1,0.16139303,0.072711965,0.06714700900000001,0.10591957,0.19859697,0.061952138,0.071491738,0.10205321,0.044640079000000006,0.10541701,0.16179829,0.15206048,0.070464047,0.10956199,0.074556418,0.12841177,0.15360127,0.09105565199999999,0.10032804,0.056432588,0.096749683,0.093772805,0.16256101,0.13500953,0.090328448,0.098639245,0.16584489,0.099247288,0.04817542,0.071315821,0.079566524,0.09439869699999999,0.14809909,0.10832603,0.18167373,0.13317876,0.04706598,0.15469237,0.14505398,0.14665514,0.13201462,0.069336812
203,68,2,0.0640906,0.13398376,0.06746791,0.090490625,0.08316185200000001,0.063496565,0.077245106,0.041393869,0.039171957,0.049085619000000004,0.091297468,0.13415857,0.093800306,0.09172977,0.044686027,0.11410984,0.054285833,0.090141631,0.052066673,0.079167124,0.034076966,0.10207573,0.13388841,0.076271808,0.082492167,0.079518008,0.059345499,0.068828131,0.049647224000000004,0.062471382,0.066306502,0.06595511700000001,0.08832560699999999,0.044148562999999995,0.11776263,0.080030283,0.037848085,0.11413146,0.068097461,0.12736402,0.09524878199999999,0.058878135
