,,pid1263b-19,pid5667285b-10,pid9048b-22,pid9049b-19,pid9050b-21,pid9054b-21,pid9055b-19,pid9058b-19,pid9059b-23,pid9060b-17,pid9061b-16,pid9062b-22,pid9063b-25,pid9064-02,pid9066b-19,pid9067-27,pid9069-19,pid9070b-31,pid9072b-23,pid9074g-19,pid9075b-19,pid9088-25,pid9090-26,pid9094b-27,pid9097-15,pid9098-07,pid9099b-25,pid9100b-08,pid9104b-19,pid9111b-21,pid9112-11,pid9114-34,pid9118b-25,pid9137-22,pid9139b-21,pid9153b-21,pid9166b-09,pid9170b-21,pid9172-12,pid9174b-19,pid9190-11,pid9192b-21
33,2,0.14045858,0.35694348,0.055109005,0.3286968,0.13818146,0.097800892,0.30004364,0.22659738,0.3514734,0.17578679,0.17217056,0.29935991,0.087823354,0.17144197,0.19417832,0.20445597,0.1793319,0.19412273,0.25919032,0.15050311,0.25248958,0.14051164,0.25838661,0.30738605,0.079206748,0.2329954,0.1977438,0.30474545,0.15555145,0.28071134,0.32461443,0.15978058,0.074418509,0.17228559,0.29487934,0.1234027,0.28800098,0.42793965,0.30123691,0.37627476,0.09261766,0.17985265
34,0,0.17775518,0.31970854,0.053394029,0.30751426,0.1508859,0.087093611,0.27931335,0.22534367,0.31745566,0.17522929,0.14009636,0.30082121,0.08007407,0.20750577,0.20652972,0.18643878,0.1978174,0.1816659,0.29499611,0.14942843,0.26016134,0.14531999,0.2831765,0.31930642,0.082231981,0.20151644,0.16722577,0.3146915,0.13845016,0.29215799,0.32541045,0.15044451,0.12885263,0.18967349,0.28690827,0.14984179,0.3523379,0.51362565,0.25359081,0.37096478,0.092743165,0.19698176
34,1,0.19852071,0.28963683,0.053048433,0.33941422,0.15942368,0.066106984,0.28300116,0.22412845,0.28678718,0.19791389,0.12181643,0.30162389,0.077616295,0.24981236,0.20821678,0.17669261,0.20280254,0.18126295,0.29891004,0.146266,0.26143819,0.1596167,0.28817614,0.31790031,0.074156559,0.19105469,0.14911682,0.29546527,0.13765489,0.295058,0.31559701,0.15000946,0.1587388,0.19589029,0.2786429,0.15271389,0.35487944,0.52607261,0.21963271,0.36398569,0.093012102,0.23066366
34,2,0.20716531,0.30363945,0.061677196,0.3993857,0.17929322,0.060909361,0.29262438,0.21060156,0.30136426,0.22227457,0.13518188,0.32409904,0.081157062,0.30051241,0.2247465,0.19722265,0.190747,0.18866567,0.29916484,0.14940105,0.24882466,0.17245893,0.29410244,0.32350107,0.076972675,0.22627364,0.16081342,0.29036581,0.16518094,0.30085802,0.29199005,0.14962034,0.18728939,0.2347845,0.27701169,0.14134721,0.35988921,0.49094767,0.23431781,0.36242663,0.093074854,0.23465035
35,0,0.22266087,0.31663968,0.072569057,0.47944274,0.18847352,0.081007429,0.31264184,0.24970307,0.31341064,0.24308168,0.15964828,0.36379073,0.088693115,0.4591657,0.28673077,0.2113078,0.20176248,0.20142183,0.32022082,0.1781573,0.24763864,0.18190452,0.29503628,0.33174816,0.08258051,0.28664168,0.20491317,0.32452798,0.19247889,0.31527179,0.28403607,0.1478423,0.25968809,0.25891162,0.28748003,0.15096751,0.41751385,0.48095238,0.2626909,0.36994681,0.093850291,0.27622839
35,1,0.23947855,0.32625492,0.083816425,0.53448881,0.21798092,0.1095364,0.3585176,0.33351479,0.32227831,0.28202352,0.19935919,0.45374277,0.10639695,0.53186345,0.37855769,0.25697645,0.22587868,0.23269629,0.36455517,0.21696215,0.24687467,0.18176762,0.29335536,0.34637807,0.090645476,0.36849548,0.25924002,0.36209541,0.22461624,0.3182437,0.31143657,0.15996703,0.28568053,0.26969961,0.30986294,0.24135938,0.4496986,0.48595002,0.33181244,0.37652238,0.094356791,0.33274909
35,2,0.23849852,0.35509291,0.091025641,0.55994954,0.24177375,0.15183358,0.40106925,0.3778456,0.35123465,0.32338956,0.22878824,0.58852162,0.12493126,0.5520713,0.50534091,0.31118572,0.23366636,0.26500691,0.40707764,0.26053802,0.28376429,0.17282683,0.29132246,0.35583379,0.097546354,0.44988925,0.31505121,0.43158294,0.24994143,0.33444061,0.37268035,0.17267004,0.30135818,0.27641271,0.32593122,0.30115005,0.45682633,0.48481848,0.3607535,0.43634446,0.11667862,0.35882598
36,0,0.24580251,0.34731282,0.092722656,0.56729925,0.27565226,0.17029421,0.43689264,0.36619378,0.34566849,0.34313923,0.25970128,0.65531932,0.13652994,0.4954388,0.60883741,0.35101989,0.22298391,0.26072991,0.43139642,0.25390513,0.30680628,0.16084018,0.30328281,0.35586539,0.1049282,0.49789572,0.32363812,0.45417229,0.26199371,0.33778161,0.36751866,0.17384008,0.30106024,0.28848933,0.32583032,0.30968723,0.46793744,0.47388025,0.36070302,0.50818048,0.15888839,0.3779514
36,1,0.271875,0.33497571,0.09877369,0.58786749,0.29312695,0.19147994,0.43206285,0.36140438,0.32890177,0.34907744,0.29415081,0.7407537,0.131721,0.44184469,0.73202797,0.36549163,0.22801517,0.27100507,0.4975299,0.2392224,0.33366813,0.14850274,0.33715969,0.36261948,0.11538408,0.50602317,0.33037702,0.46656271,0.29755256,0.337355,0.3665796,0.16953549,0.27884852,0.31902481,0.33794669,0.30248874,0.47703649,0.45030646,0.33162312,0.54551541,0.20444644,0.38402353
36,2,0.3162537,0.34029609,0.10987241,0.62011847,0.30433217,0.22559287,0.39175153,0.3656494,0.32840382,0.33426609,0.32011082,0.75606644,0.12591886,0.39371391,0.76013986,0.36919477,0.2497387,0.30727608,0.52563522,0.25237867,0.3588097,0.14492642,0.37601465,0.36536061,0.11866374,0.48706764,0.34547276,0.48862104,0.33880772,0.33853897,0.3689801,0.13552301,0.24838703,0.34558119,0.3505087,0.31415967,0.48193223,0.42185761,0.31070933,0.54350697,0.22978485,0.40513933
37,0,0.35274593,0.35964222,0.12347331,0.6269197,0.33163941,0.25091233,0.39842159,0.45750577,0.33688267,0.3156422,0.34189834,0.73236668,0.12043095,0.38339348,0.74987762,0.3894603,0.26034942,0.34156689,0.47122939,0.25679376,0.32712362,0.16054928,0.39769413,0.32142349,0.12930434,0.48817516,0.33668547,0.53890762,0.38045127,0.37251462,0.46001244,0.086924095,0.2723761,0.39209404,0.3686202,0.34926981,0.49997556,0.40408769,0.28241828,0.4992755,0.21257732,0.44451904
37,1,0.39238166,0.43239263,0.15455221,0.57722685,0.3771028,0.2651263,0.47028659,0.48679754,0.40746248,0.31129734,0.33458444,0.70886245,0.12279895,0.50643764,0.71746503,0.34587212,0.26314172,0.38708266,0.36434992,0.28202478,0.28659045,0.19833162,0.40115653,0.26205071,0.14358009,0.52389675,0.33486715,0.58545179,0.38847173,0.40913623,0.45620025,0.15247656,0.34545286,0.41023074,0.37990415,0.35203846,0.52397361,0.40592174,0.27316673,0.51017975,0.21089198,0.51653497
37,2,0.41261095,0.48720796,0.19647591,0.49432865,0.40258956,0.26266865,0.54749054,0.48778181,0.46042292,0.30733734,0.31538906,0.70779221,0.12986926,0.62163684,0.66695804,0.31828679,0.25637873,0.39210799,0.31663954,0.26747211,0.26078641,0.22580424,0.39856332,0.32309029,0.15892235,0.56423582,0.36591955,0.64496797,0.38580235,0.42621033,0.40747512,0.22366039,0.40753678,0.41650849,0.38391491,0.34956797,0.5389622,0.41024517,0.29189701,0.52367938,0.22189601,0.56121443
38,0,0.41794564,0.57545686,0.24431438,0.41550022,0.41768886,0.2796523,0.61337649,0.4821676,0.55214188,0.30699205,0.28358468,0.7143063,0.14229841,0.71517754,0.62736014,0.30972074,0.25440107,0.37726802,0.3291245,0.2914847,0.28472059,0.25517625,0.38657424,0.39477052,0.16935731,0.59332084,0.39492356,0.67564902,0.37008816,0.45837408,0.32728856,0.28624314,0.46513109,0.4127906,0.39112083,0.35043203,0.56277289,0.41083451,0.31757541,0.53538151,0.25186015,0.60222209
38,1,0.40423447,0.60053975,0.27770965,0.41161145,0.42485397,0.31254086,0.65029095,0.48298141,0.56932469,0.30783369,0.26318477,0.71636446,0.14626003,0.77230081,0.60108392,0.32452312,0.25322267,0.35891089,0.38737349,0.3475871,0.34134523,0.26833504,0.38255154,0.43413382,0.17540778,0.60930312,0.40377022,0.66144639,0.36408976,0.46879494,0.34348259,0.31210312,0.50455125,0.3991293,0.40288405,0.35595716,0.57179863,0.40296087,0.32391771,0.55037601,0.26976244,0.61974927
38,2,0.39982433,0.54280207,0.28937198,0.41878017,0.43549455,0.32460624,0.6883474,0.4995821,0.51313779,0.3078229,0.26657191,0.70626917,0.14192806,0.81841801,0.5890035,0.35433644,0.24352905,0.35219894,0.43945078,0.35524677,0.35607437,0.27373374,0.38077724,0.43295679,0.17551931,0.64243483,0.37652516,0.64349292,0.37966217,0.46020995,0.39909204,0.31302186,0.54281047,0.39002177,0.40845876,0.36600949,0.57383513,0.4006695,0.31032437,0.56634263,0.28064993,0.63644466
39,0,0.4066568,0.54522322,0.28656633,0.45524901,0.44239681,0.32757801,0.73661624,0.54285714,0.51739427,0.30865015,0.27665141,0.69088439,0.13397116,0.83422344,0.58499126,0.37711481,0.24728968,0.34350679,0.44277019,0.33215826,0.34260605,0.27569302,0.37364413,0.39827791,0.17036108,0.68842222,0.34507941,0.625118,0.37651809,0.42859266,0.4434204,0.30175372,0.57910742,0.39216369,0.4112335,0.40048071,0.57202672,0.40746818,0.29527957,0.57922781,0.28411475,0.66466639
39,1,0.40021265,0.58496415,0.28787935,0.46154015,0.45310553,0.32086181,0.77233052,0.56318047,0.55974761,0.29725569,0.27235847,0.68265174,0.12800628,0.78810624,0.59365385,0.35520627,0.25927349,0.34197559,0.39119541,0.27387912,0.33937921,0.27578713,0.35079376,0.37074808,0.16990102,0.68963196,0.38860027,0.61682401,0.35722212,0.40704151,0.42459577,0.30126733,0.58898044,0.40664345,0.40053813,0.38874894,0.58044151,0.4062942,0.3123943,0.56842443,0.2800762,0.68855089
39,2,0.39027367,0.65469967,0.30062554,0.42223563,0.47514603,0.32026746,0.80593541,0.56543495,0.62244884,0.2861274,0.25939292,0.67321506,0.1229729,0.72798788,0.60159965,0.3157536,0.26391024,0.33790583,0.32754618,0.2305702,0.33537771,0.27823409,0.33353207,0.37288885,0.17414262,0.67759414,0.44999258,0.61493594,0.34479995,0.39892628,0.37081468,0.30983327,0.59491863,0.41731824,0.37431262,0.34930023,0.59114532,0.38981141,0.34608734,0.56183969,0.27947109,0.69704712
40,0,0.39673632,0.6489552,0.306658,0.37142387,0.51066978,0.31381872,0.8583794,0.552183,0.61793315,0.28382549,0.25705131,0.67068352,0.11667695,0.65459729,0.62031469,0.29383997,0.26787581,0.34808312,0.34248001,0.21041139,0.30384656,0.28344456,0.36883845,0.40570345,0.17870487,0.64641336,0.48196527,0.62036413,0.36372603,0.36841147,0.35058458,0.3098603,0.60039451,0.44209839,0.38032456,0.32497262,0.60066797,0.36740688,0.34907232,0.58501467,0.29632004,0.65955677
40,1,0.42498151,0.52821343,0.29217763,0.38134599,0.51761098,0.29705201,0.85452429,0.53264599,0.51474079,0.28358451,0.27822693,0.68476136,0.12112676,0.58830831,0.63476399,0.29767028,0.27921406,0.38397997,0.41989525,0.24253542,0.29938028,0.2830681,0.44585159,0.42873055,0.17464799,0.59006645,0.4643981,0.62437626,0.39563529,0.35998945,0.41117537,0.29670062,0.60072327,0.4555333,0.41905322,0.33009614,0.60235419,0.36097595,0.33328916,0.62435803,0.3203048,0.58375616
40,2,0.44254808,0.3986275,0.25938313,0.41686047,0.48419003,0.28575334,0.77887693,0.50767623,0.39951569,0.28194799,0.30883642,0.70717476,0.12967286,0.49443562,0.64579545,0.30340811,0.290332,0.41474211,0.46547526,0.29162845,0.34636713,0.27687372,0.52108326,0.45777708,0.16488917,0.5350656,0.40935134,0.62076871,0.41845756,0.34835107,0.48105721,0.28559462,0.59076806,0.46280366,0.44606071,0.3421991,0.6017188,0.36573314,0.31272876,0.64966067,0.33311519,0.48334621
41,0,0.45153476,0.31903771,0.22710888,0.5004717,0.44267913,0.25431501,0.52924062,0.49646431,0.31212142,0.29318779,0.34718381,0.72891926,0.14735424,0.41133083,0.66491259,0.30251793,0.29346757,0.40865185,0.45871612,0.36495996,0.38752003,0.25388433,0.58588463,0.421384,0.15685905,0.4525984,0.32144129,0.58501349,0.42318599,0.32138338,0.540199,0.27886616,0.56104627,0.46275141,0.4659884,0.4237252,0.61181981,0.39228194,0.28768143,0.66188555,0.33044823,0.38257382
41,1,0.45077663,0.39744776,0.2403072,0.54870557,0.42693731,0.23224666,0.50889584,0.48554382,0.37132333,0.30185591,0.37400626,0.74061992,0.15198923,0.485472,0.68542832,0.28511623,0.27502306,0.39921137,0.39400524,0.37370799,0.3649001,0.25120637,0.59229222,0.38679201,0.1581521,0.41248935,0.31617931,0.58031018,0.39464891,0.32230371,0.45646144,0.27667739,0.56621394,0.4436047,0.44142773,0.43374102,0.6206419,0.41744932,0.3058185,0.65112803,0.32191394,0.38124889
41,2,0.43898854,0.51639294,0.27326892,0.50951624,0.43514408,0.22065973,0.58208467,0.48023755,0.48772169,0.30106104,0.38350759,0.7451273,0.1475282,0.57450202,0.69446678,0.26433186,0.24510196,0.3836461,0.30626371,0.32304744,0.30567368,0.25479979,0.54598808,0.41524607,0.16301757,0.44269893,0.34214042,0.57389582,0.36314037,0.33874509,0.38098881,0.27267814,0.58369976,0.43337397,0.39680484,0.40595108,0.62474747,0.42781235,0.30776852,0.63608767,0.31634245,0.4172004
42,0,0.40007396,0.63731205,0.32326273,0.46122203,0.45425428,0.23173551,0.66913006,0.49755306,0.61045703,0.29610833,0.37393881,0.74468479,0.14316817,0.65558603,0.70458042,0.25915357,0.24103904,0.32311766,0.30136598,0.274105,0.27328774,0.26170431,0.48176137,0.44637017,0.17046564,0.48579826,0.38354609,0.56455664,0.34886875,0.37024734,0.35610075,0.26040209,0.60236706,0.40386591,0.37302615,0.39627601,0.62811176,0.43543612,0.31937397,0.62513756,0.31019722,0.4545838
42,1,0.38602071,0.67334413,0.34274124,0.4819548,0.47644081,0.26907875,0.7099069,0.51385681,0.64163711,0.29282811,0.36299687,0.73639039,0.14239381,0.70201357,0.70905594,0.25726639,0.26098986,0.28113631,0.34571449,0.28821959,0.2967411,0.26840349,0.46784714,0.47103247,0.17601771,0.51401431,0.40924002,0.56599798,0.35000308,0.3881507,0.38460199,0.24465912,0.61552766,0.36386591,0.38758093,0.39574662,0.63022157,0.43285714,0.31834532,0.62236794,0.30955625,0.47042362
42,2,0.39159578,0.56437659,0.35189521,0.51778192,0.50351441,0.30011887,0.72736398,0.54384142,0.53716917,0.29367334,0.3620477,0.72050137,0.13871275,0.71243505,0.70550699,0.24942774,0.27297367,0.24898688,0.36432161,0.28418783,0.28992948,0.27149213,0.44950794,0.47112726,0.17899414,0.5366502,0.41975657,0.57164531,0.36296159,0.38816029,0.43521766,0.23676061,0.62240076,0.34220287,0.39590515,0.38711817,0.63590746,0.42100896,0.31851571,0.61261005,0.31037203,0.46409007
43,0,0.41925851,0.4211967,0.33601511,0.52730913,0.50772002,0.32169391,0.68676898,0.58330584,0.40103001,0.29208359,0.35732113,0.70884187,0.13563773,0.63835883,0.68658217,0.24255557,0.28908187,0.1942321,0.32825395,0.2867342,0.32022652,0.26397159,0.44988866,0.42567343,0.17946466,0.58650537,0.43805106,0.58508092,0.362154,0.36414534,0.46962065,0.24723971,0.62475343,0.31990422,0.41521904,0.40240355,0.63916585,0.41181518,0.33692414,0.59676266,0.29703272,0.43831026
43,1,0.4321838,0.38820264,0.32136133,0.48424748,0.49913357,0.31016345,0.67520367,0.60194655,0.37455662,0.28064957,0.3500795,0.69063741,0.12953819,0.49699769,0.6636451,0.23664988,0.29389794,0.16637117,0.28060018,0.27258539,0.31909392,0.24956366,0.42860427,0.37565369,0.18031856,0.57665701,0.49115333,0.58879804,0.35537267,0.34110824,0.45195274,0.28832383,0.64353374,0.31306922,0.43504583,0.3955945,0.62958618,0.40360207,0.36873028,0.56374725,0.27947109,0.41462777
43,2,0.4282267,0.38923587,0.33009414,0.37237824,0.49611565,0.29051114,0.72174862,0.60156164,0.37499318,0.26703593,0.35207902,0.66172021,0.1235172,0.40296622,0.64062063,0.22720383,0.29162312,0.15286668,0.22547951,0.25378192,0.28344909,0.23538672,0.40472667,0.34016115,0.17929039,0.49979554,0.54937658,0.5754973,0.37159238,0.32348768,0.43415423,0.33799011,0.67405688,0.30471049,0.43392752,0.36157357,0.60681818,0.38241867,0.41330304,0.53185987,0.26156432,0.40371933
44,0,0.4034301,0.29811859,0.35024155,0.25115731,0.49070288,0.28475483,0.86361653,0.61860772,0.28579127,0.23002554,0.36709709,0.59460349,0.12264183,0.36882939,0.57424825,0.2295132,0.28714008,0.12872438,0.19862694,0.25745773,0.20354739,0.2031742,0.38666762,0.3263054,0.1674404,0.4015846,0.58557221,0.5491234,0.431077,0.2917122,0.485,0.40757154,0.7433632,0.27986939,0.45314891,0.32688329,0.55552297,0.34002357,0.4752619,0.45404439,0.24007172,0.38894302
44,1,0.35539941,0.22490554,0.35911681,0.14342365,0.45073988,0.26813076,0.8733634,0.58682503,0.22089359,0.1797396,0.39220911,0.51738119,0.11451658,0.35911518,0.43547203,0.20885599,0.2592325,0.13629404,0.17150541,0.24274762,0.14791644,0.17057666,0.35480928,0.32281381,0.13355988,0.45653433,0.54324625,0.49504383,0.54650145,0.26518071,0.57955846,0.43510687,0.81028602,0.22418807,0.55235853,0.26577826,0.48964646,0.29851957,0.53284741,0.32315664,0.20110264,0.33040223
44,2,0.26667899,0.15643457,0.29037533,0.10216652,0.39607671,0.14756315,0.75560081,0.52024634,0.15789222,0.20607488,0.4052132,0.45667565,0.11288368,0.27158632,0.19831294,0.1457246,0.17855825,0.15502533,0.084712294,0.22895475,0.099903836,0.12153491,0.30651534,0.29279564,0.073672104,0.26950077,0.389194,0.35346426,0.62918439,0.17217429,0.65889303,0.45402221,0.83808663,0.046205485,0.64298327,0.24141414,0.38607038,0.19181518,0.62535025,0.27134996,0.13611385,0.2042897
45,0,0.32265163,0.34812245,0.29902143,0.25024682,0.48446262,0.35506686,0.60273494,0.47906631,0.35538199,0.29420926,0.44588774,0.47510651,0.2169968,0.15565098,0.24475524,0.29870797,0.26630802,0.27048699,0.48236252,0.39665959,0.28732236,0.20861567,0.40048847,0.36183743,0.24065245,0.31421878,0.38882292,0.35404585,0.67313976,0.26717956,0.74017413,0.46304753,0.81984055,0.36838485,0.67066342,0.45656566,0.36321277,0.16221594,0.63391392,0.43374908,0.26569251,0.20486008
45,1,0.5331176,0.69029224,0.5519943,0.58852567,0.64908489,0.56641902,0.63325575,0.46006818,0.71227831,0.49426321,0.60375813,0.58520798,0.36594467,0.432347,0.36425699,0.5577598,0.56819346,0.50945199,0.95222592,0.59592032,0.58948606,0.45488535,0.6568781,0.52407773,0.42436916,0.75148236,0.55975954,0.52164531,0.65563159,0.52641166,0.80615672,0.51292999,0.84727131,0.66206356,0.6147734,0.68668614,0.4804741,0.37327676,0.75646851,0.8270818,0.51515016,0.40667815
45,2,0.59585799,0.70773383,0.58721045,0.60174419,0.69346768,0.58912333,0.67881874,0.42629495,0.71978172,0.50624033,0.65988918,0.59649701,0.38189776,0.51584873,0.40034965,0.56701765,0.62286095,0.56083353,0.91811169,0.72051475,0.58660113,0.49914442,0.71092594,0.56003634,0.5125819,0.78693133,0.62146356,0.61684929,0.71462918,0.58714409,0.79303483,0.54813954,0.8683632,0.69144101,0.68535273,0.70664476,0.57038123,0.43727959,0.8134545,0.87701761,0.47924697,0.53160834
46,0,0.68728735,0.68047652,0.49969033,0.49257898,0.77834891,0.6077266,0.68319028,0.46981744,0.6941337,0.50634824,0.61132257,0.59013728,0.39020818,0.32201934,0.37022727,0.54962104,0.57772313,0.6259498,0.80140137,0.76514477,0.53627524,0.46514374,0.75246031,0.55177344,0.5268019,0.66962004,0.68163129,0.73103506,0.75870785,0.58182341,0.7641791,0.54908531,0.80515945,0.72456247,0.68514252,0.65370573,0.62533399,0.41212164,0.84254702,0.85998716,0.41955625,0.5780227
46,1,0.655723,0.62315522,0.48898179,0.35604432,0.74887072,0.57479941,0.54415188,0.56010118,0.62273533,0.44642664,0.5644423,0.61234487,0.37837383,0.25780167,0.31333042,0.57897146,0.453776,0.7299102,0.6709392,0.73345198,0.53059088,0.47563313,0.75583651,0.50558496,0.43545239,0.58941046,0.61329227,0.67074343,0.6389865,0.52895216,0.74670398,0.4591834,0.69801512,0.62135829,0.54617842,0.60068151,0.60228087,0.38363979,0.8722706,0.80783199,0.39117436,0.54204741
46,2,0.39789201,0.4803917,0.33163632,0.26232997,0.54709891,0.44228826,0.37824411,0.48735841,0.46782401,0.34684387,0.47899783,0.3955379,0.27420459,0.14664405,0.18946678,0.48703393,0.27459781,0.58081971,0.55887182,0.60086248,0.3912918,0.39004107,0.51749874,0.43862864,0.35246759,0.50114159,0.54942853,0.45273938,0.4962826,0.32058767,0.53594527,0.3093739,0.53243404,0.52400522,0.42784831,0.48551783,0.41089932,0.328562,0.69998738,0.67844828,0.34712237,0.43712198
47,0,0.40796043,0.43307888,0.30452744,0.37109478,0.37180685,0.42725111,0.42785132,0.38108435,0.43322647,0.3607884,0.4492556,0.33348427,0.23255148,0.21288251,0.36509615,0.42268681,0.40297162,0.43442321,0.60224361,0.57481005,0.31096271,0.38181896,0.46776812,0.42821708,0.40042521,0.50040893,0.51342586,0.41401719,0.46405894,0.39042278,0.49237562,0.33255871,0.52884852,0.52885503,0.42790717,0.43750152,0.3061665,0.33940123,0.61900164,0.61782832,0.32959211,0.36708455
47,1,0.65636095,0.57888041,0.38005698,0.70996051,0.50448793,0.508737,0.58001164,0.41048059,0.57581855,0.43373017,0.52825825,0.49589396,0.30645867,0.36917581,0.58136364,0.46282619,0.61471462,0.5070228,0.77287848,0.75665686,0.39803398,0.56239733,0.63826593,0.53521605,0.49480691,0.63716988,0.53027312,0.49180715,0.52276062,0.51720832,0.65497512,0.48447591,0.80929975,0.67258163,0.50016817,0.51395278,0.42348485,0.43551155,0.54800581,0.62742113,0.40444195,0.40144971
47,2,0.74235392,0.6742617,0.42774062,0.7143484,0.62301402,0.60953938,0.70741926,0.49698119,0.66145975,0.41333669,0.57711395,0.53196328,0.35614724,0.42984267,0.48842657,0.52367872,0.56332616,0.5954985,0.84372567,0.88103224,0.54765466,0.66016427,0.67459953,0.57683071,0.5322738,0.67077015,0.61772302,0.55154248,0.56826336,0.54342824,0.69172886,0.49787878,0.88340388,0.76489334,0.53675271,0.62048193,0.56531443,0.56063178,0.61171274,0.73367572,0.49184222,0.48806963
48,0,0.75088757,0.68645231,0.47850861,0.66098069,0.58301207,0.58410104,0.64408641,0.53633014,0.67083902,0.42060209,0.5700795,0.41385556,0.39654902,0.45438077,0.31152972,0.55816674,0.46131776,0.64920562,0.72871399,0.88123759,0.60107918,0.679064,0.68212054,0.53374674,0.48536177,0.69020276,0.65333977,0.66139582,0.58682572,0.5384431,0.64483831,0.44405113,0.82321032,0.76383979,0.56740099,0.65370573,0.60720104,0.54196134,0.73589549,0.79739545,0.54567459,0.52680173
48,1,0.65976331,0.52842933,0.46596061,0.53708315,0.4182243,0.43973254,0.4404277,0.4734741,0.5270191,0.42031435,0.52406649,0.42559738,0.36426126,0.3866989,0.32168706,0.56106618,0.46528845,0.60010362,0.5283955,0.7706893,0.40294903,0.56145619,0.65508225,0.43783079,0.42879548,0.68725507,0.59850824,0.66753203,0.48551877,0.49822644,0.57850124,0.38587294,0.7397674,0.6074532,0.5041453,0.54297797,0.46337569,0.33589816,0.80360974,0.74982575,0.45091887,0.48664369
48,2,0.47879068,0.35348909,0.33867831,0.49385695,0.32300428,0.35111441,0.30701193,0.32281425,0.35316508,0.34290185,0.4281378,0.38789182,0.2899725,0.21174942,0.28380245,0.44662496,0.36639,0.4851773,0.44667705,0.67127113,0.28964099,0.40211328,0.57078514,0.40184849,0.34507528,0.59915659,0.44579932,0.60492245,0.3941249,0.35540696,0.46583955,0.29456589,0.6004767,0.45004789,0.37017573,0.37447365,0.34934832,0.20709571,0.7104001,0.59470836,0.25839534,0.43053295
49,0,0.28829512,0.37861824,0.35105909,0.59845327,0.29514213,0.38659733,0.32044661,0.26119543,0.3753206,0.28530015,0.48205252,0.28420154,0.27230234,0.28049942,0.2926486,0.42316496,0.21793217,0.46676836,0.60871258,0.63004997,0.39837589,0.27017454,0.53247612,0.45690023,0.34806566,0.49301414,0.54202909,0.59981457,0.36132791,0.28366408,0.48674751,0.25555165,0.60308622,0.55199826,0.36981418,0.32432761,0.31946074,0.30080622,0.52264294,0.60929017,0.2365576,0.40405799
49,1,0.46346154,0.59501889,0.48997275,0.73135147,0.48462812,0.49393759,0.38935845,0.30597163,0.5892633,0.31204906,0.64702481,0.43307881,0.37683632,0.43362442,0.44300699,0.52998627,0.32330669,0.50891089,0.77946068,0.62007667,0.6342558,0.59523443,0.63614683,0.5262975,0.44322459,0.62232919,0.73161645,0.67076871,0.44127366,0.37675199,0.62568408,0.29064772,0.73088066,0.74016543,0.52263516,0.4333881,0.38663245,0.41072136,0.46089865,0.74215884,0.30662035,0.43781712
49,2,0.55940274,0.67470121,0.50630497,0.72038175,0.58849299,0.52549777,0.42416351,0.36481909,0.67027285,0.39287127,0.7194411,0.45809579,0.432804,0.49246536,0.47223776,0.59311257,0.47072446,0.52911006,0.70266827,0.604949,0.6065819,0.70844456,0.67368005,0.5573189,0.51557926,0.83671835,0.81898471,0.69708361,0.53734048,0.46615377,0.59302861,0.34442133,0.72064806,0.78824554,0.54215085,0.51865036,0.39506354,0.44795851,0.56672977,0.75575935,0.35353205,0.47645416
50,0,0.63898854,0.6623641,0.45964326,0.67814831,0.55735981,0.49322437,0.42169043,0.36282305,0.65324693,0.38657699,0.66119007,0.46660629,0.43301162,0.49427685,0.47596154,0.54397477,0.55487243,0.52940939,0.58694175,0.5742556,0.49215728,0.71789014,0.67464981,0.56711431,0.50195176,0.80421707,0.73018406,0.62939144,0.58452623,0.49381651,0.56493159,0.4094901,0.718018,0.72674793,0.48261162,0.5278082,0.37960248,0.42255068,0.64274896,0.70296222,0.36,0.47412513
50,1,0.64787352,0.66673606,0.46092531,0.75268758,0.47682048,0.48130758,0.43076084,0.39881777,0.65720327,0.34479013,0.60158998,0.55282277,0.43531788,0.47999423,0.52716783,0.53502213,0.5119377,0.53865991,0.60759431,0.587097,0.48100759,0.65161704,0.7019467,0.60974011,0.46919002,0.6700886,0.64771412,0.67283378,0.57714691,0.48068258,0.57018657,0.42346043,0.78664626,0.75010884,0.48982595,0.52199099,0.39086836,0.40991513,0.62885902,0.69869773,0.33948454,0.49971481
50,2,0.59512759,0.66705991,0.50076799,0.79075252,0.56698793,0.47313522,0.41347832,0.48187067,0.65405184,0.33830882,0.56950132,0.55957355,0.41747377,0.44195294,0.53060315,0.56605117,0.41959217,0.55067925,0.62957039,0.59474981,0.52894006,0.56066051,0.68896631,0.64715222,0.45744458,0.68439257,0.64697195,0.77448584,0.55235805,0.45612597,0.55883706,0.3875483,0.81022438,0.74089682,0.50158917,0.5227577,0.36788856,0.41417256,0.58854601,0.65488811,0.32793814,0.5165112
51,0,0.58345969,0.65698974,0.50017961,0.80808469,0.64774143,0.47732541,0.39277713,0.47440339,0.64428377,0.37585872,0.60905806,0.49599687,0.40408507,0.40389723,0.55493881,0.61071265,0.40635823,0.53031315,0.66600609,0.62755835,0.53366813,0.48369268,0.66271101,0.65639466,0.45594591,0.80310956,0.68112661,0.84583614,0.52798841,0.45354712,0.5838806,0.37582079,0.79164954,0.72490205,0.48412512,0.55340148,0.36314761,0.431471,0.60413354,0.6712766,0.34110264,0.53542273
