,,pid1263-16,pid52932-09,pid9048-16,pid9054-16,pid9055-16,pid9058-16,pid9059-16,pid9061-16,pid9062-16,pid9063-16,pid9065-11,pid9066-16,pid9067-16,pid9072-16,pid9074f-16,pid9075-16,pid9078-08,pid9081-04,pid9088-11,pid9093-16,pid9094-16,pid9097-07,pid9099-16,pid9100b-12,pid9101-16,pid9104-16,pid9105-16,pid9118-16,pid9126-04,pid9128-12,pid9138-16,pid9139-16,pid9153-16,pid9166e-09,pid9170-16,pid9173-21,pid9174-16,pid9186c-16,pid9192-16
39,0,0.49925197,0.46691247,0.57853,0.3884008,0.37819965,0.39285492,0.30668008,0.40657317,0.46566483,0.47196571,0.53764076,0.33470854,0.46760041,0.45814711,0.48750895,0.55370088,0.5349032,0.35107338,0.37395932,0.46275616,0.41010863,0.46745582,0.41305784,0.38005635,0.48046822,0.42671484,0.716037,0.47788862,0.50933835,0.45415166,0.43411831,0.46316049,0.34225391,0.49836278,0.74455148,0.60239196,0.38940291,0.59309406,0.52544736
39,1,0.53552755,0.55861904,0.5662336,0.39058857,0.35399788,0.3743508,0.24392757,0.44726508,0.44681694,0.51904579,0.49936215,0.41351874,0.47936558,0.46002997,0.530154,0.59144685,0.55631171,0.38154351,0.32385268,0.48353074,0.45452066,0.54151656,0.43099677,0.38661621,0.50793746,0.45439306,0.73063635,0.48952701,0.61076454,0.45316006,0.47329408,0.47471983,0.3537735,0.5543204,0.83299938,0.57520332,0.39071932,0.60662129,0.51492693
39,2,0.5780033,0.68739705,0.50805847,0.4776859,0.30982234,0.30447053,0.26243058,0.48197288,0.39710545,0.57820316,0.49138515,0.43797771,0.48179594,0.50724477,0.5930595,0.56909534,0.58745134,0.36982226,0.27698601,0.50999248,0.45912196,0.64960542,0.46720493,0.4039775,0.51475564,0.48089595,0.61150117,0.57059171,0.62811678,0.39635196,0.54780111,0.51283979,0.35652375,0.55851252,0.84771887,0.47388774,0.39668077,0.61991337,0.50704593
40,0,0.63267887,0.78046351,0.44849211,0.50049383,0.38589549,0.32281138,0.30156942,0.49071529,0.39805656,0.65310376,0.5930467,0.43819873,0.42388543,0.55173627,0.60754774,0.57174535,0.63187946,0.37518274,0.32102284,0.51696748,0.47427779,0.65090925,0.47971961,0.46682122,0.49691558,0.5133815,0.57011312,0.63593138,0.56703841,0.38240436,0.57861399,0.52913328,0.39105473,0.56381004,0.87091554,0.47183065,0.42976023,0.61566832,0.52429168
40,1,0.67071271,0.79693545,0.50100597,0.53273615,0.51958844,0.46285959,0.36173843,0.51715755,0.49286665,0.74706084,0.67452555,0.52027811,0.40823799,0.61693921,0.63139849,0.64605544,0.7052561,0.43227577,0.40527212,0.56830231,0.54142356,0.62713158,0.51028332,0.5822998,0.5106203,0.59683044,0.67438426,0.68358817,0.48156324,0.442944,0.60033338,0.55538848,0.47981295,0.63036269,0.94605425,0.56342689,0.51049365,0.59152228,0.61329407
40,2,0.66443543,0.77649876,0.55616318,0.5773184,0.65011559,0.61787436,0.40544064,0.56478728,0.57352102,0.80544868,0.6885424,0.62621788,0.48692496,0.67411558,0.65918589,0.73103868,0.73285129,0.50316756,0.46324283,0.66967475,0.58549167,0.59006691,0.55268644,0.70003431,0.58353554,0.65130058,0.76980943,0.70022997,0.46578498,0.52321121,0.63113917,0.61262129,0.56308917,0.64518114,1,0.63552065,0.56122238,0.54686881,0.72671488
41,0,0.57834261,0.75586095,0.60581965,0.55445306,0.73183305,0.71291401,0.38478873,0.57598878,0.62657726,0.84051558,0.60343334,0.69431808,0.56605382,0.7117076,0.68251714,0.74492842,0.73356018,0.52160866,0.49778534,0.68457417,0.587567,0.53107737,0.60636377,0.73552619,0.62540157,0.69159923,0.88206286,0.67412518,0.44914294,0.56151819,0.64907079,0.62348754,0.61216779,0.62760965,0.96747842,0.67226918,0.58263282,0.49320545,0.78616165
41,1,0.47438962,0.75531507,0.64267674,0.51877692,0.78668277,0.71978697,0.40132797,0.52643291,0.62954156,0.80810996,0.5426569,0.77040243,0.6153397,0.74428302,0.71250952,0.72427658,0.7233006,0.51783836,0.5543924,0.65581876,0.54791044,0.52675416,0.6652892,0.71282137,0.64470267,0.71313102,0.95521286,0.57649636,0.39395743,0.57007724,0.66390977,0.62913798,0.62341884,0.58580307,0.8320746,0.67200606,0.58755054,0.47705446,0.82247241
41,2,0.37503277,0.78196706,0.67019113,0.47480333,0.78833857,0.66131239,0.50895775,0.48175783,0.52645679,0.68790347,0.56267423,0.74055622,0.70317999,0.76057072,0.76449401,0.735364,0.71402057,0.53834415,0.62486158,0.64708592,0.51200133,0.63146337,0.74655021,0.61767733,0.7068609,0.74626204,0.91996824,0.47386413,0.3559322,0.60142999,0.68564335,0.65398351,0.61963145,0.53198323,0.68094945,0.64953755,0.62759756,0.52351485,0.85699374
42,0,0.44221664,0.81289983,0.66103037,0.38127476,0.78891134,0.67474732,0.59113078,0.50878915,0.47837804,0.63662306,0.65741397,0.69530343,0.76034088,0.74910418,0.79208515,0.7681389,0.72607171,0.56639052,0.69772998,0.65475653,0.51874911,0.75339681,0.85356723,0.57342163,0.80420369,0.83642582,0.81696478,0.44963951,0.50832102,0.64048066,0.71811604,0.69172756,0.61342717,0.56978539,0.69537608,0.67468506,0.67689704,0.57946782,0.88927826
42,1,0.69611487,0.80588968,0.66358811,0.47485501,0.8199446,0.72005131,0.71002012,0.56405797,0.56261493,0.67471463,0.8248681,0.62227645,0.78513375,0.72806046,0.76794579,0.86238197,0.76194159,0.62603555,0.74859533,0.7177759,0.63564347,0.83927775,0.94531709,0.63347922,0.87790499,0.90121387,0.76928006,0.4642613,0.67865712,0.6853635,0.75095758,0.7739821,0.63379017,0.6646297,0.83854809,0.84691437,0.78445698,0.67355198,0.93654936
42,2,0.77332387,0.81657728,0.71495687,0.54746483,0.83988711,0.77606127,0.75822938,0.62675082,0.61517976,0.74117182,0.92282857,0.61583019,0.78570189,0.65548244,0.67363949,0.93463296,0.7847292,0.652107,0.76551286,0.78190449,0.68172762,0.80400583,0.95970346,0.66490628,0.86431989,0.89572254,0.75066867,0.47762446,0.77530376,0.72905903,0.75138317,0.83302399,0.70067599,0.75823305,0.90567201,0.90782969,0.83369064,0.72075495,0.92312854
43,0,0.79884942,0.84484773,0.75287344,0.60625897,0.86884802,0.83439589,0.73398793,0.67067789,0.66690444,0.7705314,0.95409087,0.61515793,0.78704332,0.53182618,0.65272102,0.94681694,0.78614699,0.6580574,0.7715519,0.80902425,0.70628765,0.7286327,0.95273048,0.66115333,0.83779904,0.88042389,0.75089156,0.46538007,0.82713016,0.75217891,0.74017591,0.85905599,0.76593203,0.81761111,0.96069667,0.93174932,0.85810061,0.73394802,0.91940054
43,1,0.55951077,0.79898487,0.67538152,0.56428941,0.75313977,0.73925517,0.47767404,0.58561945,0.64498129,0.56173315,0.80809513,0.51375817,0.71530024,0.30263861,0.63721687,0.65763022,0.64347949,0.5868963,0.57162777,0.72179921,0.56613775,0.51955739,0.79051674,0.52891643,0.57664901,0.69091522,0.55030369,0.38280813,0.67708313,0.65440217,0.59115477,0.75598525,0.6936846,0.71117067,0.92956227,0.79251316,0.73446168,0.64613861,0.72778109
43,2,0.32367321,0.34135223,0.33719313,0.45055986,0.36132922,0.41065931,0.26536016,0.47402525,0.40996132,0.33474413,0.30438617,0.37937195,0.51046319,0.18493713,0.54227563,0.3346756,0.35462583,0.43716176,0.28622401,0.49406843,0.33174422,0.25758278,0.50499853,0.41424873,0.28938824,0.44998073,0.41971749,0.24889676,0.47812734,0.54393038,0.37551426,0.4568287,0.25115288,0.41465577,0.47937731,0.48228353,0.15094499,0.38316832,0.44044885
44,0,0.31614664,0.47895997,0.14385394,0.45797875,0.32096516,0.35082413,0.31359356,0.39399719,0.28996259,0.49763798,0.28466021,0.36005157,0.34679239,0.27426542,0.41208931,0.31824551,0.3249942,0.47120983,0.18337571,0.43071066,0.30602201,0.51501973,0.4029727,0.42653679,0.31103042,0.43185934,0.46681712,0.47056995,0.39570417,0.45580867,0.35244006,0.34253929,0.21004723,0.27733748,0.38305333,0.43040185,0.24729666,0.39884901,0.42177155
44,1,0.35439641,0.54629381,0.28082661,0.47679587,0.38970695,0.40598663,0.38339638,0.42063581,0.38919536,0.6718396,0.39561383,0.48838751,0.32832794,0.4025474,0.41838101,0.46823028,0.46785503,0.58961502,0.27976459,0.53620041,0.40844837,0.56305541,0.46476072,0.48599141,0.39484792,0.48426782,0.58660704,0.63804463,0.45213736,0.48966651,0.42145694,0.41491436,0.34806927,0.40543725,0.6212238,0.58963483,0.30221909,0.47589109,0.57988369
44,2,0.37787066,0.56425014,0.43777959,0.51301177,0.47473601,0.45281449,0.43660362,0.46677887,0.45702555,0.78229875,0.49412552,0.63641219,0.35902312,0.47439573,0.45511533,0.55242766,0.54790813,0.67620354,0.34534307,0.58888889,0.46093639,0.55337108,0.51020258,0.57809982,0.47822112,0.51336224,0.69952914,0.69965504,0.47947099,0.55547727,0.49202724,0.48011183,0.43056765,0.49730953,0.80163379,0.68134269,0.3425858,0.51383663,0.69774083
45,0,0.37531039,0.56264126,0.58555039,0.56302613,0.57705205,0.48689939,0.42698592,0.45892473,0.518087,0.83218973,0.56109142,0.75335666,0.4321313,0.55362564,0.52902265,0.60790131,0.58756734,0.69031009,0.41011155,0.58002444,0.49367914,0.54067593,0.53837346,0.6369099,0.55347744,0.55301541,0.82135295,0.66666667,0.44271263,0.5803194,0.5511491,0.50514531,0.49184184,0.54823034,0.89072133,0.73709137,0.36734368,0.53121287,0.76789442
45,1,0.37635918,0.57021643,0.66865007,0.56341659,0.62393518,0.54656352,0.44252716,0.43937354,0.54941031,0.81920397,0.59722813,0.840943,0.54122149,0.63198254,0.60781326,0.66847396,0.61642564,0.69031009,0.49203338,0.51972175,0.5121555,0.55566135,0.55858779,0.62790698,0.60622864,0.60554913,0.87402485,0.52913481,0.38316986,0.57790564,0.59180735,0.54015224,0.54383739,0.54945043,0.89195438,0.75990273,0.417433,0.55443069,0.82306889
45,2,0.41530299,0.59388048,0.73377068,0.4836348,0.67208881,0.63078059,0.52113481,0.4571295,0.55232706,0.80464709,0.64520041,0.80991804,0.67285568,0.73203466,0.73434001,0.72421566,0.66298043,0.73645131,0.57465242,0.43677383,0.55111238,0.62473838,0.64597035,0.5869572,0.70322967,0.70093449,0.85322635,0.44089129,0.34142081,0.5930536,0.6379983,0.61470056,0.61900176,0.50357687,0.83045623,0.75505502,0.50864128,0.59753713,0.87913809
46,0,0.57686198,0.6477782,0.75979752,0.42509331,0.7067565,0.70454828,0.60625352,0.54302945,0.60929871,0.83672139,0.70013387,0.76618473,0.7452458,0.85686364,0.83227125,0.78190679,0.73259351,0.7741286,0.68268876,0.44881557,0.65013519,0.76212901,0.76732237,0.57190382,0.82054853,0.91348748,0.80327092,0.5440363,0.54818896,0.62670268,0.6986452,0.68052064,0.66082971,0.55749056,0.77196363,0.76400096,0.63619182,0.64185644,0.94840441
46,1,0.81638571,0.73973377,0.73945335,0.51835774,0.70798534,0.75810916,0.75681288,0.65482001,0.7474637,0.93801035,0.8129774,0.63840133,0.78580447,0.92338263,0.83406063,0.84989339,0.80493904,0.86014004,0.78215355,0.67439368,0.85804753,0.85820896,0.90347915,0.62812529,0.90900547,0.98574181,0.73467625,0.69131083,0.74040732,0.71340222,0.74826216,0.81945587,0.72685434,0.73355997,0.79361899,0.84747249,0.76615891,0.69709158,1
46,2,0.8947823,0.78138288,0.78919544,0.61935113,0.71418158,0.79233401,0.84812877,0.75487611,0.86227887,0.97866701,0.89140877,0.60062621,0.79618086,0.88468304,0.70336635,0.86128541,0.82692754,0.91630973,0.83243448,0.82217522,0.97132489,0.83053697,0.95038168,0.66561321,0.90481887,0.98391137,0.7119971,0.7902915,0.81121754,0.72214394,0.7757838,0.88681484,0.79273081,0.83351409,0.85172626,0.88558444,0.85093559,0.74027228,0.96928124
47,0,0.95652174,0.80865735,0.81232208,0.67068619,0.7390915,0.81293733,0.88507042,0.85036933,0.89401433,0.97918003,0.92188361,0.57508058,0.79547069,0.72832106,0.5680543,0.82710935,0.83274044,0.94271461,0.85128983,0.87809739,1,0.75931549,0.94671169,0.67000031,0.87824675,0.98323699,0.71047866,0.8441171,0.85143098,0.70473879,0.78060718,0.91762799,0.84715251,0.92542808,0.87507707,0.90161059,0.87634227,0.77886139,0.93774232
47,1,0.73471937,0.65679946,0.73861861,0.6398507,0.67346344,0.67746851,0.68701006,0.82234689,0.70542451,0.67146552,0.73203402,0.53772907,0.69738026,0.27647404,0.60531966,0.45188547,0.62060165,0.82763087,0.64587007,0.87720436,0.84633082,0.51369017,0.8146653,0.53646391,0.59072967,0.82361272,0.5017274,0.70863634,0.71293932,0.5448176,0.61676124,0.79032258,0.7731364,0.83971886,0.77059186,0.67357678,0.6877386,0.76492574,0.68818222
47,2,0.33042861,0.22058993,0.6407076,0.25037611,0.26178327,0.28238221,0.35764185,0.60678822,0.35912434,0.51599974,0.53956217,0.41330693,0.37041742,0.22581927,0.5209762,0.27075236,0.40427397,0.59719408,0.54570808,0.56605565,0.76271287,0.23444845,0.70653993,0.43424021,0.3640892,0.48216763,0.37356514,0.30539499,0.34115208,0.61803925,0.49590013,0.62366375,0.14807853,0.29707802,0.34653206,0.53946739,0.25068171,0.48257426,0.58571429
48,0,0.38117124,0.27262976,0.71600565,0.24585702,0.33486764,0.29794744,0.46740443,0.55100514,0.43237588,0.5804583,0.67111584,0.38791786,0.31562377,0.37576389,0.49677911,0.40306427,0.4607919,0.72689733,0.51627158,0.78349314,0.79842038,0.37371762,0.61760129,0.42596501,0.40698052,0.65315029,0.45369442,0.44308223,0.53851469,0.7154637,0.5692084,0.80480699,0.24687471,0.27738962,0.43193588,0.57161537,0.40890456,0.5619802,0.70797793
48,1,0.47657973,0.34968397,0.75573083,0.28877979,0.37142024,0.28180687,0.54739638,0.51991585,0.49771733,0.65236629,0.76622569,0.36651625,0.29994476,0.45096097,0.51202928,0.48893695,0.51889516,0.79136423,0.48487676,0.8644576,0.80916465,0.41795334,0.57406048,0.43000904,0.41839542,0.67069364,0.67324195,0.53951458,0.58160739,0.7118235,0.57604625,0.85934967,0.30413927,0.37179594,0.44509864,0.61679158,0.50855665,0.59908416,0.68898747
48,2,0.51930225,0.38711933,0.68066822,0.31643985,0.38851978,0.25506142,0.51637827,0.45876578,0.47335299,0.65259074,0.69460587,0.37564232,0.2853468,0.47179621,0.54990649,0.48333232,0.50879025,0.78290031,0.44593569,0.86200414,0.77237797,0.40902385,0.54150029,0.43665208,0.3679255,0.61047206,0.75174134,0.5863012,0.51812964,0.62113146,0.54811321,0.81775251,0.30829706,0.4130394,0.43645191,0.62009249,0.53138693,0.58789604,0.56192962
49,0,0.520459,0.38966673,0.51031656,0.34621303,0.37486722,0.24709221,0.41929175,0.36393642,0.41619111,0.58558847,0.56139854,0.37353347,0.27278466,0.42043781,0.57883679,0.42045081,0.4542701,0.73768242,0.36341919,0.80632638,0.60256866,0.37479842,0.5129771,0.41167053,0.32876794,0.46315029,0.74873231,0.58348872,0.41317158,0.54348677,0.51227124,0.69320772,0.26736735,0.42545936,0.40709001,0.5088981,0.52282087,0.52404703,0.40805249
49,1,0.44571772,0.37272553,0.3464181,0.37070342,0.29300398,0.24798632,0.3037505,0.2201683,0.32287109,0.4437818,0.33098669,0.26344967,0.25644283,0.23069907,0.6053543,0.29796528,0.36545253,0.63093437,0.26109379,0.54889077,0.31549737,0.27192486,0.48833676,0.33020761,0.28638927,0.25581888,0.63742617,0.43298216,0.31228286,0.58388132,0.41026387,0.50697789,0.24127234,0.37865768,0.34260173,0.27637538,0.4570945,0.37696782,0.27161497
49,2,0.32606382,0.36959395,0.31471929,0.37868504,0.38002208,0.25647644,0.30779879,0.21820477,0.29850675,0.30689154,0.24041263,0.42574823,0.27414188,0.15374291,0.67096119,0.25103868,0.40397752,0.46331016,0.36456753,0.20118443,0.41511314,0.18829988,0.38114357,0.33031157,0.34254956,0.28777457,0.53098183,0.24867922,0.34209263,0.75932885,0.31176763,0.34916477,0.25650523,0.38080589,0.3282984,0.29594164,0.34152327,0.53971535,0.12175664
50,0,0.36944954,0.40566941,0.42949637,0.37922481,0.50396768,0.27878246,0.34667203,0.24619916,0.34197261,0.37248301,0.3308607,0.50250483,0.31416397,0.21678937,0.6882778,0.28162656,0.52662852,0.49279284,0.47013288,0.3107727,0.57300413,0.19402985,0.24527305,0.40958094,0.38946514,0.4205106,0.58450351,0.31981478,0.49415513,0.89123741,0.33013193,0.34668609,0.27506251,0.4689553,0.47736591,0.39315101,0.374189,0.80943069,0.22957053
50,1,0.49211099,0.4091266,0.56488517,0.37780075,0.59129819,0.39283937,0.35697384,0.25018233,0.39561537,0.46560643,0.40527601,0.57224422,0.35559852,0.31149261,0.61460137,0.3311788,0.6195061,0.59303906,0.60095148,0.42962963,0.67271477,0.20814891,0.21170728,0.53795054,0.47177033,0.51514451,0.67407779,0.40942569,0.62327965,0.95445175,0.4327777,0.38270329,0.29488842,0.5384487,0.69789612,0.48713921,0.45205454,0.9734901,0.35648673
50,2,0.56452334,0.40851369,0.64705379,0.38318117,0.6275592,0.47514383,0.37337626,0.28122487,0.43871663,0.52191014,0.46623356,0.57624091,0.40611536,0.36109193,0.53395211,0.3571855,0.65288841,0.71711252,0.69948325,0.51900733,0.72782363,0.19215131,0.25590135,0.63605743,0.50658749,0.56518304,0.75,0.46393499,0.66418412,0.9789416,0.48652291,0.4297042,0.30927864,0.58513567,0.80803021,0.52971615,0.48744711,1,0.4131524
51,0,0.61053102,0.4319096,0.67868838,0.40977893,0.66481994,0.53268543,0.40129577,0.33648434,0.47959863,0.57181181,0.48785731,0.63320748,0.4563008,0.39287901,0.50592228,0.40134024,0.6446395,0.78722204,0.80396178,0.56856552,0.75590579,0.19849031,0.31515708,0.66469836,0.53165584,0.56421965,0.8002201,0.49572689,0.65069006,0.97667136,0.55917861,0.51245213,0.33298454,0.59529272,0.85588779,0.56838622,0.49636107,0.90096535,0.42435878
51,1,0.62479757,0.47254357,0.60336893,0.43951192,0.67551496,0.55417509,0.39901811,0.40040206,0.49264473,0.61432816,0.47809276,0.71362004,0.46988874,0.42363672,0.54579668,0.44689004,0.62767767,0.82611762,0.82724644,0.57789058,0.7616337,0.25246183,0.34293159,0.67746463,0.55973172,0.54557803,0.84869887,0.50669712,0.65575753,0.96616826,0.61430699,0.57803726,0.36999722,0.56736605,0.85057028,0.58162972,0.47076634,0.77467822,0.37430659
51,2,0.6261394,0.5357307,0.47213245,0.48597761,0.68401266,0.56050381,0.3872998,0.48681627,0.49465792,0.66816297,0.46365068,0.75086104,0.45198453,0.45221187,0.65479901,0.49703929,0.62905679,0.83817231,0.82934832,0.56607445,0.75596509,0.34630297,0.35184234,0.65746276,0.58321087,0.53244701,0.91142873,0.53724594,0.69861988,0.93742498,0.6538587,0.62783403,0.4190851,0.49921789,0.82336621,0.5852974,0.46076164,0.7094802,0.29648076
52,0,0.6432901,0.59397625,0.47731213,0.52044789,0.7071314,0.59315037,0.40568209,0.58803179,0.50740283,0.70243897,0.48923537,0.76840409,0.40174386,0.48184898,0.77644247,0.56551325,0.6733818,0.82156506,0.8197002,0.57790938,0.75546701,0.39843884,0.33910012,0.61540061,0.60617738,0.54105973,0.94512705,0.60295854,0.76382517,0.84900318,0.69732586,0.66535489,0.48773035,0.41851419,0.84910604,0.62914208,0.53915374,0.7142203,0.36541903
52,1,0.67524716,0.58259912,0.56578412,0.54462245,0.74767251,0.63913855,0.44857948,0.68049556,0.5337328,0.7335193,0.55040554,0.77042085,0.37981536,0.5090299,0.88230473,0.64636004,0.73979842,0.78106645,0.81676783,0.60541455,0.75311892,0.41164008,0.33294921,0.58821511,0.6347488,0.56290944,0.93973587,0.66076201,0.81217728,0.75407077,0.72989076,0.68446773,0.54503195,0.42575135,0.91353268,0.68564025,0.61620122,0.71080446,0.51271995
52,2,0.69077841,0.55764221,0.66957043,0.55501005,0.77598775,0.67910123,0.50348491,0.7487611,0.55115402,0.7557287,0.60674856,0.75863339,0.40422946,0.52165613,0.89121701,0.70185806,0.77582296,0.73155249,0.81150802,0.64543147,0.73172525,0.39585692,0.36252202,0.57498103,0.65607485,0.58301541,0.92202998,0.70700479,0.82154443,0.69334847,0.74003405,0.68941334,0.5873692,0.48324191,0.94343403,0.71697496,0.66583921,0.68048267,0.5902028
53,0,0.67652729,0.52736066,0.69994221,0.5622739,0.81210297,0.69433992,0.5522173,0.80367461,0.55571936,0.75750289,0.63171116,0.76632287,0.46346564,0.51779269,0.85125026,0.72659153,0.76689093,0.68598836,0.79418037,0.68597481,0.67967601,0.3600446,0.40155608,0.58389038,0.66707963,0.60429672,0.86732419,0.74277457,0.77334587,0.67496477,0.73960846,0.68543101,0.63136402,0.53057543,0.92802096,0.71722213,0.67157499,0.60497525,0.58443931
53,1,0.63486898,0.50820724,0.63294878,0.57513638,0.8463437,0.68225004,0.57321529,0.84438523,0.53861518,0.73849985,0.59889755,0.80651994,0.50637576,0.50002606,0.7979728,0.70691441,0.70516588,0.6430147,0.67951031,0.7069938,0.60218918,0.34336936,0.42647534,0.60417295,0.65688653,0.6255395,0.77039452,0.76894151,0.68572087,0.677783,0.73386296,0.69023565,0.68521159,0.5633512,0.8456381,0.68486685,0.64879173,0.49543317,0.49891142
53,2,0.58696423,0.50020111,0.49249802,0.6066035,0.89293525,0.66277406,0.58425755,0.87814867,0.49992074,0.71525373,0.53690842,0.828603,0.52670244,0.48756922,0.74823948,0.65909229,0.624855,0.61023622,0.47898126,0.69324121,0.51228594,0.35213587,0.45231944,0.62135751,0.65002563,0.63803468,0.69008414,0.78323699,0.6211874,0.6880382,0.72180451,0.71825294,0.73512362,0.5829249,0.68566584,0.62689364,0.6203197,0.44736386,0.3779153
54,0,0.57676944,0.49283662,0.46214764,0.65047373,0.90080811,0.63605194,0.5957827,0.88517064,0.48097774,0.70768672,0.48317978,0.84154158,0.50860885,0.49262493,0.70854979,0.59585136,0.55971438,0.56858345,0.48373867,0.64122015,0.45995209,0.38700463,0.49678509,0.63347922,0.68653452,0.64512524,0.66534325,0.79325937,0.59254852,0.69217421,0.71754859,0.74736273,0.77639596,0.58910881,0.56767109,0.58257056,0.63028679,0.48925743,0.39240978
54,1,0.60379105,0.48829726,0.4906359,0.69939707,0.89645513,0.62714974,0.62317103,0.86820009,0.50088771,0.7254179,0.497236,0.83814348,0.45429654,0.50228028,0.66226825,0.54797441,0.53617921,0.5394855,0.65246278,0.58959391,0.44754755,0.45445188,0.58081327,0.63479951,0.75780075,0.64938343,0.6927449,0.80407421,0.58755782,0.69912844,0.71705206,0.75087517,0.80834337,0.5843327,0.51618372,0.57090576,0.65541138,0.54092822,0.50809723
54,2,0.62708022,0.47998468,0.55903127,0.74929658,0.89484098,0.64507075,0.66059557,0.83858813,0.53642762,0.73738831,0.556658,0.72688093,0.40295116,0.51005277,0.59499896,0.51565641,0.53055964,0.51213163,0.81244104,0.53624741,0.43986291,0.54792417,0.66983265,0.61267686,0.81032126,0.64663776,0.72404714,0.80896886,0.58569591,0.69460101,0.72371968,0.72736884,0.83326234,0.56888856,0.49574599,0.56602615,0.6909638,0.58663366,0.58821205
55,0,0.63013403,0.48302049,0.60474947,0.81131209,0.88833233,0.67571917,0.67744869,0.77662459,0.55996766,0.72439186,0.63016773,0.61493692,0.37981536,0.5023324,0.53066196,0.49862321,0.51148403,0.49213881,0.88473527,0.48501598,0.42889332,0.67330588,0.747431,0.57109293,0.85492139,0.63580925,0.72764126,0.81686245,0.57060867,0.6652706,0.74414811,0.68025045,0.86592277,0.54064905,0.47474568,0.54612502,0.71347438,0.61530941,0.61921414
55,1,0.60121536,0.50015323,0.60251279,0.85862762,0.87936601,0.68220339,0.66170624,0.70563815,0.54348171,0.65437561,0.69560595,0.3829174,0.37341592,0.46530067,0.53450625,0.47663722,0.46766169,0.47251789,0.89275315,0.45496334,0.42304682,0.75967576,0.76981797,0.50563982,0.82545284,0.63547206,0.68162822,0.82139971,0.53331286,0.61531235,0.76003688,0.60710006,0.89569405,0.4903435,0.46491985,0.50074151,0.72667607,0.60636139,0.57150313
55,2,0.57693909,0.54546064,0.59780399,0.9153029,0.85245663,0.66960037,0.65101006,0.59366059,0.49730518,0.5425591,0.74701158,0.31551708,0.36927326,0.43707082,0.57524647,0.43641182,0.3958575,0.43439175,0.8452713,0.43425456,0.42992505,0.84408132,0.75337639,0.42385462,0.71814764,0.64201349,0.61172406,0.82191249,0.51697794,0.55652106,0.76869059,0.49335103,0.9209186,0.41450977,0.44397349,0.44952161,0.73860837,0.5697896,0.45141664
56,0,0.54899209,0.60285386,0.61162004,0.95871375,0.81243622,0.64459649,0.65152515,0.4800935,0.44721324,0.4542666,0.77006851,0.2961967,0.36737158,0.4295459,0.60332248,0.36458727,0.35996185,0.40748673,0.78347619,0.39040233,0.47152649,0.86224052,0.70726659,0.37161481,0.57416268,0.63526012,0.52596679,0.83905153,0.53665278,0.50285737,0.76486026,0.3846181,0.94666173,0.35300436,0.42475339,0.44663531,0.75826986,0.52003713,0.36895318
56,1,0.53037617,0.67276384,0.58242546,0.97502153,0.79221253,0.60659306,0.62327565,0.41787751,0.44905206,0.41138686,0.77544689,0.32567456,0.34238933,0.41557756,0.59349819,0.29644228,0.37523522,0.41537357,0.73933683,0.31872532,0.55953228,0.82575914,0.65393423,0.36389059,0.5375769,0.62321773,0.44266132,0.89237989,0.57343033,0.45437347,0.75883104,0.33671264,0.9523104,0.32790373,0.36834155,0.47678999,0.80562294,0.45391089,0.33614673
56,2,0.51200703,0.76563877,0.52792106,0.96520241,0.75102576,0.54725548,0.59973441,0.41812062,0.50608712,0.4281775,0.77925033,0.40910765,0.31238065,0.34981432,0.53099674,0.25339628,0.4123811,0.40147221,0.73627117,0.29613649,0.64476306,0.76806485,0.64060482,0.37576281,0.52834074,0.61406551,0.43075059,0.95242091,0.61675336,0.40217108,0.74563768,0.31718864,0.94323548,0.3237846,0.33828607,0.50861107,0.85712271,0.38439356,0.31260066
57,0,0.45134722,0.86527485,0.46010359,0.9095033,0.70529856,0.49633805,0.54621328,0.46527349,0.5724748,0.4485379,0.76031971,0.43735151,0.39528131,0.27212196,0.43113759,0.25370088,0.39598639,0.36946318,0.71912808,0.28745065,0.67980646,0.63007377,0.62234292,0.36060546,0.49271189,0.58506744,0.43362031,1,0.58784575,0.34318407,0.70556107,0.31295961,0.92980832,0.32427472,0.29770345,0.51440759,0.89669017,0.39913366,0.26961676
57,1,0.39943242,0.83076039,0.467734,0.81871949,0.66849603,0.46786658,0.50527163,0.50056101,0.58452222,0.48094353,0.68301441,0.3060687,0.39199085,0.26124177,0.37779086,0.3158209,0.30818704,0.33871092,0.5679982,0.299859,0.59771832,0.49063304,0.54515561,0.31409383,0.42494019,0.50824663,0.42239218,0.97327367,0.4618884,0.46046657,0.59181444,0.30917698,0.87138624,0.30591069,0.3248767,0.41408069,0.81755524,0.54113861,0.23809275
57,2,0.36031895,0.65102471,0.47030243,0.69003732,0.60283673,0.45651532,0.50390342,0.5144086,0.56670471,0.52214527,0.60103945,0.38113086,0.31275941,0.25677243,0.40876452,0.35236065,0.24759622,0.38880197,0.497488,0.36966535,0.53485366,0.35829473,0.45596741,0.26744706,0.34921394,0.44944123,0.36534604,0.87356268,0.38174943,0.53300976,0.44558803,0.30378498,0.7585795,0.27592967,0.37812885,0.32912614,0.61513869,0.56912129,0.22776618
