,,pid1263-16,pid52932-09,pid9048-16,pid9054-16,pid9055-16,pid9058-16,pid9059-16,pid9061-16,pid9062-16,pid9063-16,pid9065-11,pid9066-16,pid9067-16,pid9072-16,pid9074f-16,pid9075-16,pid9078-08,pid9081-04,pid9088-11,pid9093-16,pid9094-16,pid9097-07,pid9099-16,pid9100b-12,pid9101-16,pid9104-16,pid9105-16,pid9118-16,pid9126-04,pid9128-12,pid9138-16,pid9139-16,pid9153-16,pid9166e-09,pid9170-16,pid9173-21,pid9174-16,pid9186c-16,pid9192-16
77,0,0.43217607,0.52653706,0.60565913,0.33058283,0.58297753,0.38539107,0.3534004,0.48051426,0.6416207,0.38182421,0.49592881,0.47399392,0.44100844,0.371705,0.58011821,0.35222662,0.51693605,0.71185463,0.53735184,0.43378455,0.45945401,0.51898267,0.41161186,0.40533938,0.60574163,0.54118497,0.49452524,0.69578594,0.63368332,0.74382861,0.63746631,0.58452177,0.27515511,0.42202849,0.56022657,0.66748525,0.72642219,0.51512376,0.57737847
77,1,0.40321113,0.51704654,0.56074356,0.32148148,0.55335013,0.37911678,0.31319115,0.46462833,0.6306512,0.36773759,0.47168281,0.42982779,0.42989821,0.34785328,0.5511302,0.2863113,0.48186528,0.63909051,0.53083091,0.42050197,0.41104549,0.4784783,0.37110247,0.39833248,0.57324846,0.56007707,0.49643375,0.66304618,0.61554408,0.73611763,0.60802951,0.5509715,0.25821835,0.40291363,0.53911067,0.65102854,0.67421721,0.49808168,0.55870116
77,2,0.37874979,0.49105535,0.51652362,0.31929945,0.49351217,0.38022858,0.28490946,0.42687237,0.60830004,0.35438844,0.45699661,0.40832489,0.40997396,0.33264708,0.51460368,0.25736217,0.44546697,0.56686501,0.4981647,0.40053582,0.34435036,0.42783496,0.33967264,0.39055629,0.52686261,0.5823025,0.48069208,0.59144447,0.58713554,0.67111581,0.57789757,0.48808825,0.2570701,0.37110768,0.49838163,0.57712486,0.58407146,0.49100248,0.54365494
78,0,0.34198066,0.46788929,0.47138332,0.32289406,0.45368963,0.38174467,0.2755493,0.3745021,0.57532813,0.34573126,0.43820773,0.41335298,0.39056261,0.33433448,0.49734479,0.25187938,0.41213621,0.47482623,0.44807858,0.37377327,0.32437977,0.38644707,0.32050793,0.37205144,0.48036569,0.60286127,0.45550541,0.55561253,0.5263067,0.58766505,0.54231806,0.43513145,0.24351329,0.33386865,0.46609895,0.51172859,0.49595675,0.48621287,0.54413212
78,1,0.28385027,0.45964375,0.42161983,0.32396784,0.38930081,0.37651221,0.24824145,0.32218794,0.52070256,0.33468001,0.41826128,0.39251312,0.3855204,0.33661476,0.47124287,0.24282059,0.38350991,0.4524866,0.39810524,0.36102651,0.33134102,0.35019729,0.30607017,0.35447183,0.43520164,0.60358382,0.43029087,0.5262291,0.49283068,0.51657012,0.51476805,0.39723469,0.23219743,0.29311531,0.44257861,0.4425291,0.43828867,0.47363861,0.54698032
78,2,0.27442664,0.42363532,0.37079686,0.31387884,0.34648949,0.36381589,0.21188732,0.29471716,0.45079576,0.29271942,0.39771636,0.37770513,0.34998816,0.31972767,0.44399806,0.22533658,0.36461475,0.38295417,0.37972153,0.31588644,0.35052891,0.32521016,0.27516882,0.32985414,0.38107485,0.5822158,0.38239719,0.50595127,0.44134979,0.48572621,0.45924245,0.37177831,0.21408464,0.26289445,0.43243681,0.37699729,0.39479079,0.45674505,0.54492246
79,0,0.28326419,0.38438039,0.32283128,0.29912719,0.30375107,0.34784637,0.1854004,0.29194016,0.42717646,0.25107948,0.37762029,0.38632471,0.29173045,0.29197342,0.43112604,0.20193116,0.34812982,0.35830619,0.3715396,0.2894153,0.32615863,0.31207754,0.26432766,0.28854051,0.34190021,0.55802505,0.38021007,0.49477904,0.40000384,0.50204843,0.41537097,0.38058877,0.19401796,0.23008739,0.43168157,0.36435975,0.35427362,0.4442203,0.52360573
79,1,0.27476595,0.32334802,0.29531688,0.26813666,0.25609731,0.30892552,0.15154125,0.31199626,0.39146218,0.20375358,0.36253248,0.38789023,0.24717115,0.24034139,0.41459444,0.17722205,0.31456706,0.33804406,0.34554813,0.24340102,0.26595038,0.29525648,0.25807399,0.25630256,0.30261449,0.50822736,0.38735651,0.48432159,0.4043419,0.51431293,0.34119733,0.3793788,0.17338642,0.20961687,0.36897349,0.36690321,0.29853315,0.44976485,0.46649269
79,2,0.19772661,0.26367554,0.22638642,0.24453632,0.21852415,0.22261701,0.13219316,0.30066386,0.32910088,0.16550169,0.31181195,0.27089051,0.22885662,0.16961366,0.36879777,0.16269875,0.2679736,0.23280925,0.24822622,0.16096071,0.19611261,0.27516727,0.2615458,0.21560229,0.24603554,0.40102119,0.39051878,0.40978308,0.35836996,0.42791347,0.26708753,0.30335033,0.13462358,0.19279621,0.32017571,0.22680593,0.20638458,0.40300743,0.36658962
80,0,0.080421673,0.19066271,0.1723422,0.21171404,0.16746506,0.1585912,0.099396378,0.27022908,0.18091751,0.15235561,0.19314907,0.1516438,0.24063758,0.15258975,0.29596407,0.14975937,0.19290851,0.20844341,0.15477997,0.10461553,0.12750818,0.14888489,0.19472255,0.16280109,0.23415072,0.28645472,0.2941324,0.33356641,0.23271973,0.31052659,0.15779543,0.20927801,0.10911195,0.14495172,0.28413995,0.14244937,0.12601787,0.24647277,0.16922905
80,1,0.12197819,0.091275618,0.060984354,0.07263853,0.088083436,0.10379412,0.053484909,0.19620383,0.14911388,0.1294515,0.099385778,0.15726126,0.14599542,0.15205551,0.1399529,0.14924764,0.047022659,0.062758727,0.094047082,0.021705208,0.08548456,0.097177904,0.073014533,0.10867961,0.23415072,0.039463391,0.12085284,0.14708341,0.13139912,0.16379625,0.13588452,0.13649179,0.053443837,0.07897053,0.11354038,0.087777069,0.092400564,0.22059406,0.039901581
80,2,0.058466616,0.060471174,0.051630958,0.017137525,0.074401725,0.06062432,0.052842656,0.12755493,0.085207026,0.098706768,0.074389322,0.19476011,0.10603646,0.14917584,0.026723003,0.14872982,0.013633903,0.02866706,0.036400361,0.007966441,0.064230824,0.04009264,0.026236788,0.054410496,0.20818524,-0.000573035,0.088660426,0.1013907,0.043927673,0.11923308,0.087551426,0.070568334,0.045760719,0.061807829,0.081604501,0.033634189,0.050642219,0.12964109,0.026981062
