,measure_number,beat_number,pid1263b-08,pid5667203-04,pid5667207-03,pid58917-02,pid6100022-02,pid6100022-05,pid610003b-12,pid9048b-12,pid9049b-08,pid9050b-08,pid9054b-08,pid9055b-08,pid9058b-08,pid9059b-12,pid9060b-06,pid9061b-05,pid9062b-11,pid9063b-12,pid9064-19,pid9065-24,pid9066b-08,pid9068-17,pid9069-08,pid9070b-20,pid9072b-12,pid9073b-12,pid9074g-08,pid9075b-08,pid9079-07,pid9089-03,pid9090-19,pid9093b-14,pid9094b-08,pid9099b-12,pid9101c-02,pid9103-18,pid9104b-08,pid9111b-10,pid9118b-12,pid9119-12,pid9129-22,pid9133-08,pid9138b-08,pid9139b-08,pid9149-13,pid9153b-08,pid9157-11,pid9166l-02,pid9170b-08,pid9174b-08,pid917506-06,pid9179-10,pid918807-13,pid918821-10,pid918824-06,pid9192b-08
265,89,1,0.20212896,0.26356501,0.17320428,0.13358449,0.31639989,0.24281391,0.22739543,0.16953749,0.22783791,0.16810213,0.30412924,0.29212858,0.11245723,0.21261704,0.31978103,0.34029287,0.19529364,0.17792886,0.25062223,0.41427658,0.57449849,0.21754223,0.18333675,0.31759305,0.19606315,0.19198439,0.33975347,0.32792709,0.27115851,0.47402151,0.22520493,0.16225551,0.21314149999999998,0.24135442,0.38671646,0.22041309,0.27711901,0.25547621,0.250929,0.36599788,0.25532937,0.26077844,0.29414877,0.25444451,0.20259139,0.23316647,0.18044232,0.38863791,0.37561133,0.3526268,0.20412251,0.18260858,0.14074672,0.28584665,0.13397889,0.17011088
266,89,2,0.24669704,0.29508591,0.2308402,0.16897876,0.38795493,0.37914791,0.35424226,0.22790342,0.30340633,0.29189068,0.35658936,0.364819,0.18840142,0.25173782,0.36429001,0.43578653,0.21539089,0.25248592,0.36821514,0.45949509,0.60162132,0.29255385,0.17810324,0.46019596,0.35999035,0.31870447,0.41549237,0.46711769999999997,0.36506486,0.61437764,0.27906995,0.27340088,0.27965611,0.25458385,0.46641145,0.2597585,0.40395835,0.35314839,0.38365941,0.49083598,0.36124175,0.33382298,0.46397934,0.32536594,0.24789634,0.27756469,0.26154611,0.39634513,0.48035098,0.46683329999999995,0.31054395,0.29202392,0.1598546,0.41886627,0.199486,0.25330561
267,90,0,0.26687401,0.34499753,0.23869852,0.17954188,0.41420907,0.42006053,0.44573452,0.23405033,0.34340129,0.39780635,0.37545918,0.3904506,0.23250151,0.26072846,0.35699312,0.45157005,0.24391018,0.28841505,0.40046028,0.47262922,0.56702391,0.3281187,0.21401065,0.49905457,0.45808053,0.42119300000000004,0.43623056,0.50971888,0.41463195,0.69437588,0.31245691,0.35243172,0.32318624,0.25909091,0.49868036,0.28573244,0.41892264,0.39789192,0.44990772,0.57595767,0.37777625,0.36970434,0.58318322,0.33111996,0.25759188,0.26418952,0.29386219,0.38616578,0.51301064,0.5126885999999999,0.36188435,0.36489614,0.15275534,0.50223244,0.22368977,0.29254331
268,90,1,0.28066409999999997,0.36194584,0.22630972,0.18064503,0.40803899,0.42138755,0.49516705,0.20786431,0.36871382,0.42528994,0.37655182,0.38578431,0.248494,0.25791938,0.34393484,0.42401872,0.25645821,0.30082406,0.40768837,0.45169769,0.53579738,0.33970246,0.22964973,0.4837356,0.47553778,0.44762458,0.40208012,0.49745443,0.42273585,0.68233427,0.3066728,0.36944493,0.35941749,0.25276413,0.48740741,0.28917699,0.38305654,0.40286342,0.4810016,0.59039153,0.33619397,0.3846744,0.59040121,0.29906343,0.25211351,0.21108369,0.30732821,0.38008725,0.47884781,0.49451918,0.36960723,0.40526478,0.14119548,0.49016561,0.22395594,0.30690922
269,90,2,0.32198178,0.37863254,0.23392092,0.17662792,0.37668783,0.42020798,0.52133465,0.17834552,0.36076852,0.39005664,0.35522858,0.36984351,0.24992286,0.2450246,0.31053475,0.37293931,0.2553587,0.30398297,0.40392942,0.39121994,0.53121737,0.33945452,0.21515772,0.39722135,0.44638031,0.41151076,0.27210394,0.45138709,0.38720453,0.59103491,0.27453459,0.35554185,0.38566541,0.24001843,0.43121071,0.29898951,0.30552448,0.37180526,0.49259259,0.53477249,0.30831989,0.38727545,0.53503811,0.24824183,0.23916642,0.17931326,0.31175378,0.36959767,0.40026611,0.43107617,0.35291459,0.42663956,0.13321666,0.3713504,0.20231299,0.24633403
270,91,0,0.35724549,0.38518702,0.27135914,0.17148685,0.37303049,0.42318796,0.52760442,0.16332256,0.33740247,0.35762834,0.32872369,0.39118590000000003,0.26706245,0.25427710000000003,0.30933974,0.33598279,0.23868467,0.30916083,0.41843675,0.34711992,0.55654484,0.36137455,0.21051823,0.30527721,0.4270615,0.37437994,0.18760331,0.42241582,0.33515084,0.5513311,0.23478128,0.33005286,0.39069217,0.25535166,0.35131653,0.33315539,0.27530333,0.36425187,0.49262951,0.46112169,0.31298845,0.38197043,0.49387794,0.21071168,0.23624002,0.19376014,0.30068987,0.36314106,0.38700374,0.41324305,0.31462749,0.43648426,0.13361156,0.26247903,0.17978889,0.20749134
271,91,1,0.38936394,0.4058757,0.33071664,0.18615034,0.37680408,0.42021574,0.54097123,0.20556878,0.31602483,0.35298031,0.29672208,0.41887255,0.30006037,0.29115219999999997,0.34881501,0.31686292,0.22167058,0.32746875,0.45713433,0.29763522,0.59895576,0.43079963,0.21429742,0.26709607,0.40640513,0.36621282,0.20718588,0.4170034000000001,0.33143593,0.53026269,0.24995786,0.31784141,0.38276165,0.31894195,0.31812014,0.37363203,0.30919886,0.37403008,0.47312661,0.36766138,0.33610243,0.3774607,0.5191346,0.23027312,0.24860577,0.24283297,0.28309411,0.36419777,0.41985759,0.47955826,0.29243298,0.45250866,0.14066595,0.25705844,0.21312529,0.25009009
272,91,2,0.41390398,0.43129463,0.39387150000000004,0.25995691,0.38565679999999997,0.45018625,0.56602131,0.29598708,0.31599127,0.39267284,0.35998793,0.45338424,0.35526263,0.33185209,0.42338607,0.32592844,0.24538375,0.37523692,0.51504432,0.29690022,0.68169827,0.49787696,0.23794551,0.25965398,0.43670022,0.41114755,0.31081384,0.4496262,0.37487642,0.54893336,0.29809239,0.40687225,0.36546188,0.36427365,0.33271086,0.41354941,0.40064538,0.40446337,0.4585825,0.33451429,0.37115101,0.37432635,0.57645021,0.28772363,0.28708247,0.29682014,0.28957862,0.37622879,0.48089039,0.59075623,0.28746103,0.47781597,0.15511578,0.36589334,0.25276732,0.31669439
273,92,0,0.40792886,0.45745599,0.44103789,0.28087502,0.39232764,0.49483936,0.58680445,0.33370175,0.33773807,0.44533849,0.4099209,0.48964932,0.38963574,0.35444374,0.46730089,0.33269928,0.28514753,0.41795083,0.54191954,0.31534713,0.7268114,0.54159306,0.30111635,0.25555881,0.48963045,0.45862477,0.37798711,0.50443621,0.40877498,0.58903385,0.31670879999999996,0.50822026,0.34056496,0.39456388,0.36129474,0.44774071,0.49037949,0.42701366,0.46884459,0.34605714,0.38180403,0.38022081,0.61789381,0.32017273,0.31327224,0.31211309,0.2964063,0.40074649,0.50665276,0.64123796,0.29673473,0.49457605,0.17075031,0.44279565,0.27040844,0.35081081
274,92,1,0.35860347,0.45536308,0.47696046,0.29578828,0.38475364,0.48995809,0.57586137,0.32726577,0.36794194,0.46020858,0.44150690000000004,0.50655166,0.39458644,0.35368989,0.4713599,0.31002415,0.33231317,0.41484686,0.54216672,0.34719182,0.71937345,0.53414691,0.352161,0.25032104,0.50792195,0.47202217,0.42639025,0.55234476,0.41451212,0.60198343,0.29894277,0.52785022,0.31890517,0.40815418,0.38215375,0.4312933,0.53072885,0.41027261,0.46037898,0.37566561,0.36369046,0.38391654,0.58024816,0.31809770000000004,0.32975663,0.29636184,0.27426665,0.41560834,0.47220224,0.60836212,0.2676356,0.47246559,0.18777598,0.48047713,0.26592015,0.34318087
275,92,2,0.31213422,0.40987768,0.47661450000000005,0.30808938,0.34235894,0.39964302,0.50525384,0.28889645,0.36957798,0.40880158,0.45288913,0.50939857,0.34705843,0.33047929,0.45477669,0.27560386,0.37256436,0.38826397,0.48119673,0.38090597,0.65281671,0.44710987,0.39233921,0.24225204,0.39848318,0.43388473,0.46634683,0.54766141,0.39745049,0.55241537,0.24379836,0.44661674,0.29682428,0.38690111,0.39256769,0.34364156,0.53674383,0.32053835,0.37700258,0.40971005,0.33036971,0.35989895,0.45085973,0.29010151,0.32187408,0.27752239,0.23599853,0.41147843,0.37704977,0.50241774,0.19215243,0.39377483,0.19965895,0.45995477,0.23768701,0.26313929
276,93,0,0.26303662,0.33607438,0.45443163,0.32273205,0.29225609999999996,0.30902529999999995,0.41409538,0.22369495,0.35348603,0.33900027,0.44162086,0.49064857,0.26349366,0.32013173,0.43024234,0.27327899,0.41341631,0.34422469,0.37440334,0.40056723,0.55240451,0.34314272,0.41830193,0.23792431,0.23516961,0.37271954,0.50044124,0.50400371,0.39512867,0.49283322,0.20284226,0.30157709,0.2754189,0.34596898,0.36532835,0.27723546,0.51856983,0.26483554,0.31092654,0.44372487,0.31869829,0.30969311,0.32960257,0.28687118,0.2998325,0.29110202,0.20034553,0.40984973,0.36430524,0.45172696,0.12552993,0.29788259,0.20790702,0.40770409,0.2099587,0.16774775
277,93,1,0.26612931,0.28770416,0.43485997,0.33907107,0.30929983,0.31146205,0.39183188,0.20410644,0.35080124,0.27702059,0.40079099,0.45282805,0.23376937,0.36433899,0.39649509,0.32330918,0.45375818,0.28497459,0.27846914,0.40976272,0.51727581,0.31444289,0.45109586,0.26769265,0.17721318,0.32083186,0.53743522,0.48362681,0.41857156,0.54750529,0.26846702,0.19557709,0.24210896,0.34484029,0.36755679999999996,0.16607563,0.50561914,0.36910664,0.37721176,0.48364021,0.37700959999999994,0.27261415,0.24578951,0.3359318,0.28147601,0.32409927,0.20690104,0.42994668,0.44087313,0.39858208,0.14768547,0.28048046,0.21815652,0.36236959,0.21009637,0.19095634
278,93,2,0.28879446,0.34226826,0.43201812,0.34541935,0.40138603,0.40310414,0.4009753,0.3195715,0.41892776,0.30026971,0.38086205,0.45233786,0.26678071,0.42870973,0.45864877,0.40723128,0.47889958,0.33045598,0.40056256,0.41435648,0.52938536,0.39326669999999997,0.48908234,0.30076747,0.2484487,0.33888877,0.55605127,0.54339203,0.45792265,0.59361777,0.33593044,0.23364758,0.23021318,0.38783016,0.38680361,0.2070734,0.53769039,0.46940191,0.46295066,0.49481481,0.44521872,0.26352919,0.3039995,0.4219954000000001,0.27420436,0.35366989,0.29181507,0.45551139,0.51297468,0.41594256,0.23938591,0.29544816,0.22081314,0.37374334,0.23107848,0.25462231
279,94,0,0.29929035,0.38898395,0.39711697,0.34414969,0.47380846,0.46177247,0.39814519,0.3695715,0.45463546,0.34104109,0.36559861,0.46462104,0.29253371,0.44962704,0.48941852,0.44500302,0.47688192,0.36053427,0.4274463,0.41223935,0.52308326,0.44284829,0.52710979,0.31338665,0.29089906,0.37106951,0.5492576,0.55192462,0.48070643,0.61349612,0.39999234,0.27392952,0.22764278,0.41841984,0.37919079,0.2381252,0.54842957,0.51019707,0.52468315,0.48105820000000005,0.49110341,0.25206774,0.35610002,0.456284,0.27560351,0.34852993,0.32275852,0.44876394,0.54036968,0.41108889,0.29512157,0.29630422,0.21009693,0.38780185,0.24234970000000003,0.28735967
280,94,1,0.27906956,0.38590822,0.30631796,0.33812403,0.5139408,0.42246624,0.35567908,0.36995409,0.44655592,0.34880877,0.31633597,0.42402903,0.26218555,0.43985082,0.48230189,0.41786685,0.44513211,0.35784233,0.41278554,0.39559,0.47645873,0.45461026,0.52971118,0.31463037,0.28532819,0.37003176,0.4949923,0.52147668,0.45335391,0.61010226,0.39388646,0.28551542,0.23279235,0.42622082,0.32032369,0.24758182,0.51713278,0.51273776,0.53079857,0.44448677,0.49137803,0.21469873,0.34258361,0.43673378,0.2642822,0.30007051,0.32190654,0.41932138,0.51421893,0.32338666,0.28191241,0.26258343,0.19919225,0.32098928,0.21958697,0.30375606
281,94,2,0.24945681,0.27296189,0.19737232,0.31838192,0.50393454,0.21122148,0.25267772,0.27329536,0.40124171,0.30432437,0.27198016,0.31908937,0.15950225,0.3915807,0.46116563,0.32601902,0.36844969,0.33176075,0.34176611,0.35405449,0.38800037,0.41461336,0.50322614,0.30041356,0.24067154,0.33090845,0.37253817,0.36377509999999996,0.31370023,0.53666255,0.30866467,0.21125991,0.21956312,0.41498771,0.16008092,0.24387671,0.39648911,0.42338117,0.39250646,0.35020952,0.33501539,0.15660554,0.22982301,0.34620605,0.18728939,0.20860889999999999,0.28169781,0.36204556,0.40786105,0.21310671,0.21716022,0.18246144,0.18223838,0.18149849999999998,0.13629188,0.24298683
282,95,0,0.24127387,0.15476207,0.12576606,0.31476027,0.46826433,0.18438616,0.27409945,0.23008842,0.32735129,0.24050166,0.25359968,0.29160068,0.10829141,0.35637199999999997,0.40273717,0.23672252,0.25584611,0.30539761,0.27204228,0.31756811,0.41614913,0.38482101,0.42723269,0.2829105,0.20084804,0.25793363,0.19252696,0.32365153,0.21216933,0.48266044,0.24546081,0.16434361,0.22416879,0.38961149,0.17567383,0.23783921,0.28979434,0.34326718,0.31338747,0.31479788,0.24403556,0.13925898,0.14953707,0.26501038,0.15221204,0.16166537,0.23722917,0.33756665,0.32991945,0.24299218,0.20709944,0.19320234,0.16549094,0.16064784,0.11290499999999999,0.20241857
283,95,1,0.27500438,0.16836598,0.16056837,0.36070726,0.42645086,0.25355424,0.39341383,0.26549906,0.30987499,0.21684797,0.24809626,0.31958899,0.15313611,0.38603396,0.34496962,0.2260945,0.20853312,0.28749485,0.28034436,0.29174722,0.46059357,0.41266078,0.40893077,0.27912879,0.26387893,0.22981051,0.1694355,0.31228298,0.27945714,0.44776093,0.2656171,0.20937445,0.29438547,0.40644963,0.29071273,0.26998411,0.27288529,0.32230996,0.35749969,0.26783069,0.19983294,0.20989895,0.24113498,0.24307106,0.20117253,0.18044137,0.22754973,0.32406205,0.31542722,0.31483367,0.26093360000000004,0.28581747,0.15758392,0.24578682,0.15037173,0.26293832
284,95,2,0.30705274,0.21967758,0.19874794,0.43433692,0.40051864,0.33454912,0.49178543,0.3712974,0.38984814,0.22929066,0.32803325,0.34063914,0.20315288,0.45219806,0.36136591,0.24484450000000002,0.22330284,0.28556517,0.32864814,0.28761684,0.53137309,0.46109561,0.40855182,0.27446738,0.3694567,0.24130881,0.23567026,0.41559469,0.35505857,0.44868653,0.32055466,0.30429075,0.35271515,0.46743704,0.37543106,0.3123292,0.33313828,0.33397652,0.45230712,0.28229841,0.20268214,0.27291355,0.33127165,0.25579048,0.26895261,0.24543468,0.2504822,0.34280175,0.35491226,0.37870387,0.31059071,0.36342478,0.15245916,0.32683301,0.21037173,0.35329868
285,96,0,0.32031715,0.25056212,0.22710049,0.47007462,0.406492,0.38111904,0.54635569,0.45407244,0.44720195,0.27159939,0.36549806,0.35396869999999997,0.21155833,0.49131090000000005,0.37523199,0.26092995,0.25673026,0.29711578,0.36183089,0.28778461,0.55991573,0.48702154,0.42058583,0.26774321,0.42146994,0.26894419,0.26873512,0.47028729999999996,0.38688996,0.46460684,0.35179652,0.34605286,0.37228704,0.51243857,0.45217554,0.33242453,0.38522502,0.35674655,0.49940938,0.29908571,0.22347328,0.30833645,0.4259054,0.26037799,0.29187112,0.30216456,0.27617177,0.36534174,0.3972382,0.40376295,0.35116895,0.40470299,0.15245019,0.35620486,0.24315741,0.40838531
286,96,1,0.30120904,0.25838931,0.21107908,0.43048632,0.39416078,0.39683377,0.52338103,0.46324605,0.44073328,0.26651982,0.35651562,0.35968137,0.20148923,0.47993969,0.35767408,0.27358847,0.26404144,0.30532207,0.35862598,0.28514021,0.52178254,0.48093135,0.39379353,0.27341578,0.41556812,0.24977688,0.27699258,0.48898363,0.38777375,0.45964386,0.33872673,0.30869604,0.36044390000000004,0.51932586,0.50033613,0.31320623,0.39284915,0.3493717,0.49123908,0.28366138,0.21217947,0.32432635,0.44480066,0.24740059,0.28281604,0.30991328,0.26986475,0.36759089,0.37952388,0.41847846,0.36966178,0.38784928,0.14963202,0.34424017,0.24327673,0.40580735
287,96,2,0.27353249999999996,0.24839143,0.19395387,0.33525169,0.35057677,0.40755083,0.44053874,0.36577963,0.3919708,0.21288321,0.32588819,0.36793929,0.20398471,0.41314077,0.33309967,0.27730978,0.26125299,0.29728059,0.29800546,0.27594472,0.44913438,0.41195568,0.28441213,0.294923,0.35432295,0.21232436,0.2642527,0.45689218,0.36792594,0.43171721,0.28179729,0.238837,0.30016668,0.50588913,0.51849984,0.26252304,0.38902848,0.27693470000000003,0.44909561,0.23566984,0.21120685,0.33555389,0.43207155,0.21504122,0.25174894,0.29601636,0.22611793,0.35136209,0.27182825,0.438493,0.37703398,0.32400583,0.14486627,0.30211571,0.23097751,0.27651421
288,97,0,0.24322762,0.23125221,0.22056013,0.23011999,0.3094429,0.42006829,0.34380715,0.21582214,0.31819784,0.18555246,0.29638021,0.37213424,0.24921178,0.30849072,0.29304359,0.2772192,0.24425024,0.27961132,0.24356461,0.25762563,0.47061464,0.31245157,0.14903728,0.33088971,0.33630723,0.19379008,0.25516179,0.39536608,0.35002547,0.40522743,0.22806251,0.16857269,0.23555575,0.49405713,0.51746654,0.22879568,0.40162637,0.16453341,0.39637012,0.20088466,0.22492648,0.34719311,0.42065252,0.20326398,0.22659375,0.28041317,0.18157829,0.32637906,0.23736335,0.45754408,0.38220854,0.24354944,0.14264943,0.27846356,0.23160165,0.10650035
289,97,1,0.21626073,0.20405147,0.26593904,0.14046353,0.28528123,0.44145584,0.31614467,0.15805135,0.27264871,0.2178549,0.24170129999999998,0.3879902,0.32863084,0.22027456,0.24943588,0.29750151,0.20361365,0.26071968,0.29909649,0.23528002,0.54569021,0.30355649,0.1516694,0.41115504,0.37869553,0.22486042,0.25511276,0.33833179,0.33234968,0.39847496,0.22683674,0.19203524,0.22277393,0.47493090000000004,0.50545285,0.28682555,0.42646932,0.19077113,0.36626061,0.16005079,0.24061424,0.37326909,0.45196196,0.24436094,0.22608139,0.26535289,0.1884178,0.31199224,0.2689298,0.49097437,0.3897366,0.22384666,0.13965177,0.34053403,0.27561267,0.11763687
290,97,2,0.22018574,0.17204978,0.33425041,0.10445524,0.27957614,0.4935977,0.34836434,0.18835232,0.29761725,0.27628338,0.25258077,0.40542044,0.42550479999999996,0.2100857,0.29508645,0.36760266,0.20295621,0.25573409999999996,0.38332765,0.25030758,0.65062746,0.35591198,0.19036256,0.47945843,0.45588803,0.28334821,0.26122006,0.31535372,0.34783846,0.40476023,0.27281085,0.3349163,0.24923239,0.46457309999999996,0.47881108,0.38952653,0.4518544,0.23300144,0.37204380000000004,0.15751534,0.24603801,0.41486714,0.52929395,0.31947731,0.24671396,0.26273003,0.22511212,0.31186621,0.36625432,0.52827668,0.39585411,0.25065208,0.13485909,0.48193624,0.33552088,0.15803881
291,98,0,0.24158052,0.16337411,0.37132619,0.09350602,0.27668783,0.51280459,0.37398044,0.26591566,0.29358168,0.30311966,0.29389999,0.42027715,0.47037633,0.22940010000000002,0.31532145,0.38638285,0.20507589,0.25846724,0.40873679,0.28239195,0.69805807,0.38334108,0.28475009999999995,0.47704177,0.507984,0.30697785,0.28105477,0.31875811,0.37253962,0.41212976,0.30445108,0.42775329999999995,0.28236687,0.45178133,0.45200124,0.46767079999999994,0.45769727,0.26909977,0.39705919,0.1853418,0.2453629,0.46695359,0.56610191,0.373361,0.26651887,0.25889445,0.24298004,0.32203587,0.38175345,0.53698418,0.39816085,0.27074277,0.13155627,0.55231633,0.37778798,0.18279279
292,98,1,0.24144034,0.16155695,0.39721582,0.092914902,0.26457122,0.50099333,0.37062785,0.27255569,0.23852672,0.28306212,0.30240649,0.41768477,0.45210975,0.22222663,0.29322385,0.34698068,0.19525963,0.25458041,0.36490794,0.32069186,0.6220665,0.37407407,0.32551209,0.38129569,0.49099559,0.28435483,0.27178176,0.28778499,0.35216753,0.37435649,0.29459128,0.44775329999999997,0.30004386,0.40208845,0.42036103,0.42483635,0.46977885,0.24470919,0.40252246,0.21050582,0.21303766,0.48808009,0.52913019,0.3887948,0.28225441,0.22031305,0.23195163,0.30857004,0.32903481,0.48206689999999996,0.35291459,0.26834847,0.12698797,0.59633034,0.38832492,0.1696535
293,98,2,0.21172245,0.14491975,0.37627677,0.09126955199999999,0.22539569,0.39952662,0.28897565,0.23372726,0.17594597,0.19283467,0.25169594,0.37299208,0.33599651,0.18985875,0.2576674,0.26247736,0.15382959,0.22534679,0.21381691,0.26930574,0.41597508,0.33156671,0.29739861,0.20974347,0.29584253,0.16453581,0.18873792,0.23890022,0.27909764,0.34766396,0.25930437,0.32626432,0.25239933,0.33270885,0.37442266,0.28316492,0.49744428,0.09274188,0.3567245,0.22255238,0.15725516,0.43463698,0.39166719,0.33990242,0.25816337,0.1157865,0.18685584,0.26994668,0.24649741,0.30781676,0.27695605,0.21136689,0.12160294,0.54863209,0.36421294,0.10694387
294,99,0,0.16230068,0.11100191,0.3608402,0.095324127,0.18385943,0.26860158,0.2103132,0.15718415,0.14259586,0.11335071,0.17846896,0.33895173,0.23731804,0.1867402,0.2271914,0.20232488,0.12874486,0.19712265,0.14803955,0.20096669,0.38299899,0.27851387,0.2093814,0.15905437,0.12798538,0.12179075,0.15849559,0.1895953,0.22968034,0.34687059,0.24752164,0.21001762,0.21445741,0.28697021,0.33144725,0.1630251,0.50944841,0.091595138,0.25818875,0.23900106,0.14701406,0.37443862,0.19729798,0.29793057,0.19959602,0.092413453,0.14344034,0.25890451,0.16472238,0.26919651,0.29071072,0.14886104,0.11881169999999999,0.50364048,0.33155576,0.10895357
295,99,1,0.15987384,0.13286431,0.43251236,0.17410942,0.20978271,0.26351079,0.20656875,0.16362013,0.1751657,0.099568462,0.23574206,0.29218514,0.28706648,0.22888429999999998,0.25013686,0.16656854,0.16081205,0.17594424,0.25848960000000004,0.2100743,0.46737199,0.29948086,0.24465383,0.19508175,0.13526613,0.10713767,0.16695616,0.18715477,0.27449894,0.36344323,0.28652417,0.32561233,0.22238793,0.33700092,0.29630875,0.21261519,0.53525514,0.17820504,0.23305033,0.28513016,0.16630623,0.33057635,0.15449392,0.29616959,0.16487339,0.085595431,0.15332095,0.28066893,0.24235472,0.2866297,0.36041147,0.14099597,0.11201759,0.47342234,0.31241854,0.31857242
296,99,2,0.20740319,0.16396804,0.48934926,0.2609768,0.29653045,0.32813131,0.27173377,0.31658732,0.21423777,0.14559921,0.28468964,0.29093137,0.35560475,0.33771624,0.35472996,0.21771588,0.21980027,0.18351188,0.36012615,0.27011265,0.57758542,0.35746939,0.30129045,0.27011942,0.22156646,0.15625454,0.19953775,0.23736175,0.34692471,0.40863011,0.3530606,0.42044934,0.26058426,0.41798219,0.32742608,0.31795361,0.6289562,0.26832383,0.33257044,0.3656127,0.22255787,0.32640344,0.21305032,0.3369525,0.18461917,0.12817458,0.19541114,0.34328648,0.36809551,0.35069078,0.43238778,0.18821311,0.1276252,0.52349165,0.34860945,0.46650035
297,100,0,0.24800245,0.18683448,0.47649918,0.281437,0.35268711,0.35109421,0.29894633,0.45366434,0.23642084,0.20713836,0.3078898,0.32676282,0.32394177,0.40760197,0.37768876,0.24963768,0.25574410000000003,0.20826123,0.40660586,0.32084365,0.64329944,0.43338757,0.34505326,0.28851229,0.27007722,0.21258379999999996,0.22677546,0.26477603,0.35745529,0.43605429999999995,0.37967517,0.4378326,0.27385736,0.4422067,0.37310302,0.38518589,0.71381981,0.32076495,0.40311308,0.39633016,0.25836165,0.33924027,0.22530075,0.37358533,0.21209971,0.15331735,0.22312416,0.39321377,0.43803941,0.4082894,0.49174719,0.20882546,0.13451804,0.54191289,0.35223497,0.58605683
298,100,1,0.24688102,0.20316057,0.29448929,0.25457649,0.34671376,0.36904392,0.26603001,0.50601088,0.21434684,0.21211903,0.38192117,0.33873492,0.18376602,0.39104904,0.33629748,0.24261021,0.26153637,0.23248867,0.39385442,0.348526,0.52246038,0.42212924,0.32737608,0.29004924,0.32238693,0.20888939999999998,0.24326937,0.25912264,0.31046466,0.42384520000000003,0.35728951,0.37940969,0.29533292,0.38879759999999997,0.36518519,0.40871306,0.6675156999999999,0.32317517,0.41811246,0.36740317,0.23493873,0.30592253,0.18288089999999999,0.34187651,0.20530101,0.14457449,0.23885029999999996,0.39328163,0.44063579,0.43451191,0.44652431,0.18905579,0.15477473,0.43956373,0.30782009999999993,0.61241857
299,100,2,0.17055371,0.19818285,0.12145799,0.071184006,0.2290262,0.29681825,0.20378218,0.32244516,0.11223257,0.12929965,0.43488403,0.25358220000000004,0.078231703,0.23345501,0.22484812,0.16794988,0.20852178,0.18060706,0.19752813,0.35887992,0.38660804,0.25315357,0.23750512,0.21173544,0.262893,0.13445134,0.21311808,0.18168057,0.15559184,0.33050071,0.22323604,0.13707489,0.27958593,0.2811809,0.19448491,0.19755323,0.38529386,0.20372176,0.33137689,0.23029418,0.14141865,0.19503181,0.15135731,0.19866525,0.14487142,0.11047028,0.1783597,0.33198255,0.24688579,0.33227595,0.28130455,0.1452629,0.15358104,0.20927263,0.12120239,0.5097921
300,101,0,0.15452953,0.16568621,0.11318781,0.074680765,0.17375481,0.20811734,0.2524455,0.17252168,0.16803423,0.11504091,0.46115431,0.19343891,0.10354196,0.19708776,0.25898925,0.14762983,0.22401696,0.15325505,0.16396181,0.36802748,0.33423102,0.24162405,0.22276731,0.19484919,0.1546401,0.13315415,0.19354952,0.20693852,0.18583541,0.2814792,0.23996016,0.13882819,0.27737521,0.26167844,0.22890756,0.19693677,0.18624043,0.13066676,0.19297404,0.16422434,0.11113247,0.13609656,0.17177049,0.19667994,0.1309193,0.09626313199999999,0.11125442,0.31004363,0.18490362,0.26883294,0.23227089,0.17777986,0.12428648,0.18355585,0.10661771,0.48590437
301,101,1,0.2131768,0.16246907,0.19919275,0.10494437,0.19520701,0.23208909,0.35206525,0.19284135,0.31818106,0.16127843,0.47742325,0.22885558,0.18186087,0.25918902,0.32097603,0.19215731,0.28486415,0.19263151,0.23161439,0.38239195,0.36990932,0.36304819,0.24485866,0.23752996,0.19860039,0.17730018,0.21090489,0.26104418,0.23871296,0.30968794,0.26960852,0.21331278,0.29644706,0.28604883,0.33945223,0.28125834,0.26477928,0.226636,0.24220500000000003,0.19622434,0.15622533,0.18924027,0.29630283,0.27170658,0.17706178,0.12651766,0.18861896,0.32232671,0.24718786,0.28374841,0.25827618,0.24460614,0.09676898199999999,0.22401693,0.14784764,0.51501733
302,101,2,0.26652357,0.18317189,0.25265239,0.12673667,0.24807297,0.29043924,0.43035035,0.26819418,0.4049333,0.21659624,0.49766054,0.27258673,0.23301134,0.29738137,0.3914013,0.25392512,0.32238356,0.26451724,0.34095636,0.40441,0.46362554,0.47316752,0.29018845,0.30003943,0.27576531,0.22994541,0.25520381,0.31293791,0.29988915,0.36093089,0.29957864,0.27567401,0.33618738,0.31869625,0.40056022,0.36077534,0.34983220000000004,0.31566985,0.34106066,0.27321058,0.21442221,0.22920097,0.4139384,0.33723291,0.21477978,0.18957202,0.24935806,0.35166263,0.37589902,0.43069442,0.33099283,0.31366622,0.10898402,0.28058656,0.18983938,0.55313929
303,102,0,0.30279481,0.20138584,0.29886326,0.14945519,0.27863722,0.35029489,0.49015994,0.34228022,0.50732444,0.27019689,0.51736158,0.31566742,0.27496478,0.345588,0.47043194,0.35416667,0.32894662,0.33701415,0.41247869,0.43170888,0.5203260999999999,0.5502402,0.35551004,0.34352913,0.35709459,0.27549241,0.28790447,0.35628669,0.36997813,0.43289845,0.33498813,0.33279295,0.37363804,0.38748464,0.49193277,0.39945345,0.39374408,0.36589988,0.49803125,0.34761058,0.28540043,0.25633421,0.49456446,0.36211093,0.24250665,0.26218713,0.30408596,0.38208434,0.49836018,0.5505908,0.37864713,0.37048729,0.11997846,0.33290290000000006,0.20495639999999998,0.59428967
