,,pid1263-18,pid50848-02,pid9048-18,pid9049-18,pid9050-18,pid9054-18,pid9055-18,pid9058-18,pid9059-18,pid9060-18,pid9061-18,pid9062-18,pid9063-18,pid9065-13,pid9066-18,pid9067-18,pid9068-12,pid9070b-01,pid9072-18,pid9073-20,pid9074f-18,pid9075-18,pid9081-09,pid9085-13,pid9088-13,pid9092-08,pid9093-18,pid9094-18,pid9099-18,pid9100b-18,pid9101-18,pid9104-18,pid9105b-01,pid9111-18,pid9118-18,pid9122-02,pid9123-01,pid9138-18,pid9139-18,pid9153-18,pid9166f-15,pid9170-18,pid9174-18,pid9186c-18,pid9192-18
48,1,0.43781769,0.36232081,0.30769458,0.38995705,0.36199823,0.4622026,0.5732458,0.36861199,0.42605321,0.46435416,0.69720818,0.45513411,0.45776298,0.55673624,0.63812616,0.43018586,0.54375904,0.4009051,0.45228514,0.41116437,0.54254633,0.66863231,0.58500673,0.30179601,0.56119139,0.4717605,0.31489382,0.72383534,0.63235319,0.51668838,0.75205266,0.42148767,0.46402312,0.57323456,0.53434876,0.49413467,0.52085521,0.74705614,0.48397331,0.4351942,0.47313012,0.61036009,0.43242442,0.30166286,0.77209227
48,2,0.51206892,0.49219295,0.34960047,0.3904959,0.45769218,0.49544592,0.63941396,0.49099194,0.46222204,0.4116566,0.69690995,0.52126769,0.48578191,0.62029412,0.75572356,0.44207658,0.67415277,0.4111812,0.48216113,0.52998802,0.73943948,0.79739487,0.6253459,0.37425714,0.57684348,0.56338993,0.31664328,0.92027782,0.6460245,0.57190272,0.86973862,0.51063172,0.54974059,0.68384645,0.66588465,0.42984383,0.57116003,0.81029211,0.4983008,0.42435681,0.48279777,0.70016021,0.45700207,0.27956537,0.90159703
49,0,0.52562365,0.49230918,0.41531025,0.36489652,0.48042337,0.48917676,0.59868707,0.49237645,0.43652462,0.43663035,0.62704001,0.49522733,0.49524994,0.62193548,0.78479592,0.49143092,0.74829792,0.3960139,0.45147862,0.5560016,0.82357334,0.82153476,0.60786954,0.3999927,0.52234548,0.56020256,0.30646459,0.95115478,0.54377693,0.46932192,0.81719861,0.49253074,0.5428402,0.64476621,0.68928511,0.43805225,0.57138865,0.73053152,0.44298924,0.33776696,0.49963875,0.62254348,0.39210877,0.27930124,0.92272947
49,1,0.46993197,0.44118559,0.44579264,0.34497462,0.46118575,0.45879434,0.54441353,0.43905538,0.38095739,0.44540562,0.54975561,0.45959977,0.44356896,0.56664137,0.62118738,0.53299993,0.74209885,0.37898153,0.42032781,0.53653885,0.75576657,0.78953702,0.58272785,0.37373147,0.40268481,0.4955218,0.2916082,0.83135129,0.48530629,0.40439854,0.6706482,0.42444908,0.49805811,0.54599769,0.65190452,0.40155464,0.53980525,0.62876846,0.37056147,0.25930267,0.46669648,0.44176076,0.32019858,0.27927122,0.90611389
49,2,0.36019081,0.22998838,0.39532406,0.2274346,0.42026271,0.33425047,0.39828711,0.22861023,0.26770437,0.41482016,0.43183663,0.40952859,0.37649041,0.53485769,0.41695733,0.5125028,0.61653339,0.25031084,0.29216026,0.4939285,0.61948004,0.73644344,0.6124717,0.39124626,0.29717535,0.44377917,0.21448218,0.67869445,0.522594,0.29668921,0.5528198,0.42734091,0.39517492,0.42975755,0.55606487,0.29884313,0.52951736,0.47156984,0.28035136,0.14171054,0.36530654,0.38584071,0.28790753,0.37218754,0.85239555
50,0,0.43500248,0.26647617,0.31689849,0.27160484,0.42989301,0.30173697,0.29733936,0.27046092,0.27372038,0.45854555,0.47549499,0.42829831,0.43539276,0.5659203,0.37013915,0.47363589,0.5758815,0.38058146,0.19673922,0.49285001,0.57354107,0.71386097,0.67237374,0.43803023,0.46300923,0.45776983,0.23809524,0.67378169,0.61617237,0.36573816,0.60748624,0.51114977,0.33098873,0.43872426,0.59360187,0.4409672,0.54246401,0.49224514,0.38172765,0.25715705,0.39460194,0.49715441,0.38260225,0.51302677,0.84852396
50,1,0.49512551,0.31851027,0.21390944,0.40103866,0.48106692,0.29240987,0.23797931,0.3230722,0.31292148,0.49106721,0.56110513,0.55196908,0.50694857,0.66985769,0.53947124,0.43379861,0.61079887,0.55853904,0.36041974,0.54868185,0.68406933,0.78238709,0.77535256,0.53691319,0.70906125,0.55707477,0.26324259,0.86245412,0.72739332,0.42499535,0.74431003,0.62424032,0.33708123,0.54657495,0.72718304,0.49449904,0.59839966,0.51466398,0.53280419,0.44963743,0.46045207,0.59695606,0.4416642,0.7390443,0.92676238
50,2,0.49029012,0.43492832,0.26773207,0.43358063,0.48135422,0.32252956,0.2911399,0.43491938,0.31743349,0.48926884,0.5171154,0.75839404,0.52468908,0.69969639,0.70714286,0.49318504,0.67381768,0.6775096,0.40739745,0.56012582,0.78634646,0.85232904,0.959868,0.6336424,0.88965228,0.67623871,0.2630929,1,0.78573722,0.44418595,0.88349426,0.72307276,0.31072487,0.54175486,0.81487764,0.45098734,0.62917019,0.41972546,0.57812377,0.49978146,0.4900055,0.66372444,0.42487404,0.89062312,1
51,0,0.53687146,0.48073421,0.40621486,0.31821945,0.45718653,0.34826303,0.47416746,0.47867157,0.31162772,0.50997637,0.43824041,0.84455329,0.57734895,0.67524668,0.75897959,0.54577891,0.76962912,0.64826294,0.40052901,0.53051728,0.66850742,0.83916183,1,0.6352851,0.88181225,0.69532321,0.29147722,0.94300073,0.80922687,0.40645615,0.92416088,0.68414908,0.25298696,0.54550702,0.77693159,0.45002581,0.62368332,0.27644916,0.5303316,0.37587166,0.52972545,0.65415014,0.41954653,0.95101453,0.98854654
51,1,0.40707192,0.29815963,0.41876295,0.20179617,0.41881471,0.32637571,0.57322841,0.30352261,0.29704051,0.45333421,0.41345373,0.76566469,0.44938618,0.57777989,0.77143785,0.46753004,0.77229457,0.63814226,0.43942416,0.48600959,0.49988015,0.72893954,0.99742516,0.5369789,0.84760884,0.72927217,0.26850033,0.80526286,0.7992142,0.40534979,0.91932809,0.61946184,0.27011562,0.45536848,0.77506677,0.39070455,0.5345978,0.31233492,0.54243488,0.24496871,0.54596436,0.60279982,0.38337285,0.99369672,0.9496693
51,2,0.26611579,0.28171251,0.34096873,0.21651699,0.3279589,0.28563713,0.48667942,0.28405188,0.24730331,0.35642557,0.40821804,0.60518016,0.37266308,0.51116698,0.79710575,0.33236545,0.67735131,0.61901627,0.43057844,0.38782704,0.53619434,0.716905,0.88485727,0.45617288,0.78288431,0.76588224,0.17802414,0.80041787,0.70476553,0.35551213,0.88952761,0.48098662,0.30507708,0.41362324,0.81363844,0.37880183,0.46040644,0.31521697,0.53893487,0.22780372,0.5154648,0.54027312,0.29231624,1,0.90167769
52,0,0.29009723,0.34668733,0.35992897,0.25428348,0.26422423,0.2927018,0.2996522,0.34801963,0.14461874,0.3674324,0.28831911,0.61168327,0.34816657,0.41954459,0.63232839,0.25284765,0.75951565,0.40402267,0.24908508,0.31049531,0.37771734,0.60066544,0.85444752,0.22984595,0.60545353,0.74742329,0.33056413,0.56079959,0.55121251,0.26325041,0.90521636,0.42749555,0.29020901,0.54433327,0.75760966,0.29426828,0.40936494,0.16522673,0.30026758,0.20268203,0.45775132,0.51573848,0.25350474,0.94939368,0.91296983
52,1,0.29491958,0.2441883,0.20519878,0.28483405,0.24517048,0.3829076,0.20998174,0.24567122,0.14733565,0.32852455,0.30186397,0.46914511,0.2706411,0.30570209,0.48523191,0.24955587,0.6620821,0.34359115,0.32293817,0.2784302,0.34673182,0.45053802,0.89224144,0.15611448,0.53765265,0.51361335,0.33143418,0.43707719,0.39602873,0.38959199,0.67548099,0.37621588,0.2341684,0.31904945,0.67876994,0.26387385,0.28351397,0.24507189,0.29204819,0.21266514,0.39124751,0.50723222,0.29122703,0.73003962,0.80580739
52,2,0.27763731,0.15346765,0.19683338,0.34628661,0.21606123,0.33237484,0.2504304,0.15469681,0.17898439,0.35101733,0.37166763,0.37325909,0.29883656,0.31411765,0.33197588,0.28357841,0.45145077,0.1713476,0.40483046,0.25822848,0.43612059,0.39064845,0.56454119,0.15693948,0.43195674,0.27070797,0.18757601,0.54272969,0.33776088,0.46760552,0.39233062,0.32509859,0.26579454,0.31165095,0.78710989,0.26158642,0.29134632,0.1814716,0.32589674,0.26035562,0.37029519,0.40409673,0.2223029,0.42700204,0.87401194
53,0,0.3581185,0.1899167,0.33438887,0.32808278,0.27461301,0.38916217,0.37795844,0.19043113,0.18363386,0.41778026,0.41430702,0.31495437,0.39539437,0.37306452,0.54868275,0.31461521,0.58303252,0.2322271,0.47162432,0.31226283,0.62636674,0.41432819,0.50449117,0.16735051,0.48703272,0.35712442,0.25156703,0.52900785,0.33179552,0.3409434,0.45943004,0.3583314,0.34134302,0.31575909,0.85472461,0.39763768,0.34277731,0.24124,0.32654029,0.20086421,0.36554737,0.28604669,0.28901897,0.3521131,0.90942087
53,1,0.28017882,0.15089113,0.41074282,0.20305349,0.13684682,0.29292074,0.34264847,0.14999124,0.17870138,0.35402337,0.353409,0.24194089,0.26202359,0.20972486,0.5856308,0.37213555,0.38933059,0.22891754,0.4756656,0.16572798,0.48326726,0.35334136,0.44279859,0.16754034,0.38587676,0.33647106,0.28933483,0.33332204,0.29726236,0.26332279,0.34791987,0.31827882,0.30662615,0.27401385,0.830109,0.39924697,0.28672312,0.2752521,0.29090786,0.18893414,0.35343701,0.22512206,0.2521636,0.20953896,0.59912889
53,2,0.11971561,0.075760364,0.12304429,0.15661851,0.071911236,0.15532769,0.11804191,0.064510165,0.13984798,0.16450512,0.26803082,0.13058835,0.088453823,0.092170778,0.19046382,0.22095245,0.16364329,0.10505577,0.26008152,0.10372479,0.14261086,0.10548634,0.13424686,0.11338249,0.1449986,0.14608281,0.1304238,0.16941668,0.14843262,0.18025312,0.19199894,0.083236681,0.11995998,0.14943236,0.46952525,0.22729527,0.11063506,0.12897014,0.1910106,0.10671501,0.20493016,0.19655172,0.12073948,0.12094489,0.3746572
54,0,0.13459583,0.076363812,0.11116701,0.16335806,0.074986497,0.17939717,0.15019564,0.076014721,0.13953263,0.25326201,0.23515864,0.15927042,0.15554842,0.14688805,0.28979592,0.14834664,0.22805575,0.12780216,0.14530396,0.10303575,0.15658707,0.11894379,0.15204877,0.090903117,0.16501352,0.1459438,0.15394331,0.20843639,0.15103507,0.19277457,0.21252048,0.14360937,0.14122443,0.093353858,0.40916528,0.23610085,0.1569348,0.1855377,0.17346536,0.11305255,0.22483314,0.17959262,0.16174422,0.092862288,0.31814809
54,1,0.14640409,0.066851027,0.12232416,0.099094104,0.084793776,0.16150197,0.11715503,0.064893971,0.15823563,0.26984117,0.23722972,0.13118284,0.16272166,0.17195446,0.24983302,0.1085019,0.22282385,0.12545255,0.16330761,0.12984821,0.20783627,0.11257964,0.15018423,0.10331459,0.084199683,0.14146559,0.16505754,0.18912417,0.17734685,0.17631367,0.1324285,0.1822315,0.16118441,0.093181643,0.24565076,0.26644467,0.18128704,0.1140069,0.1716476,0.077289163,0.36597743,0.13889991,0.16117368,0.066748709,0.17599613
54,2,0,0.021872336,0.015528263,-0.000688996,0.035455141,0.007962341,0.038868794,0.023484928,0.013563516,0.022194802,0.023134786,0.001487901,0.007707855,0.013647059,-0.001548701,0.007850265,-3.34E-11,0.018379046,-0.00044683,0.032005193,0.02776989,0.02837746,0.032041967,0,0,0,0.000435232,-4.08E-08,0.013848754,0.007229047,0.030237977,-3.87E-08,0.00387185,0.021600924,0.029946582,0.031935912,0.006684589,0.001233947,0.001249167,0.019127843,0.036614945,0.005438358,0.010569798,0.015642334,-0.00039041
