,,pid1263b-17,pid5667269b-35,pid5667285b-08,pid9048b-21,pid9049b-17,pid9050b-19,pid9054b-19,pid9055b-17,pid9058b-17,pid9059b-21,pid9061b-14,pid9062b-20,pid9063b-23,pid9066b-17,pid9069-17,pid9072b-21,pid9073b-23,pid9074g-17,pid9075b-17,pid9085-18,pid9088-23,pid9094b-25,pid9098-19,pid9099b-23,pid9100b-06,pid9104b-17,pid9114-35,pid9118b-23,pid9137-21,pid9139b-19,pid9153b-19,pid9155b-14,pid9161-04,pid9166b-15,pid9170b-19,pid9174b-17,pid9176-05,pid9192b-19
65,2,66.213016,67.933016,78.091111,72.133016,70.313016,76.673016,66.173016,80.779048,64.573016,77.528095,68.856032,80.662063,73.793016,78.953016,81.376032,74.873016,78.073016,84.113016,69.693016,80.113016,70.813016,68.993016,77.176032,79.073016,83.153016,84.373016,62.133016,82.493016,58.553016,74.233016,64.973016,72.056032,87.653016,71.953016,76.213016,61.293016,73.573016,81.433016
66,0,66.474875,68.214875,78.514875,72.414875,70.674875,76.974875,66.474875,81.122438,64.862438,77.934875,69.154875,80.994875,74.094875,79.254875,81.714875,75.154875,78.374875,84.454875,69.994875,80.414875,71.074875,69.254875,77.514875,79.414875,83.454875,84.714875,62.398292,82.782438,58.814875,74.534875,65.254875,72.374875,88.014875,72.254875,76.534875,61.594875,73.874875,81.754875
66,1,66.76576,68.50576,78.84576,72.68576,71.00576,77.34576,66.82576,81.40576,65.15788,78.26576,69.515253,81.34576,74.42576,79.52576,81.96576,75.48576,78.74576,84.80576,70.31788,80.72576,71.355253,69.60576,77.80788,79.76576,83.66788,85.08576,62.60894,83.01788,59.11788,74.86576,65.48576,72.69788,88.38576,72.60576,76.88576,61.82576,74.20576,82.06576
66,2,67.021179,68.781179,79.101179,72.941179,71.221179,77.641179,67.081179,81.721179,65.381179,78.532358,69.721179,81.541179,74.681179,79.781179,82.221179,75.721179,79.041179,85.072358,70.552358,80.981179,71.561179,69.841179,78.141179,80.052358,83.921179,85.372358,62.861179,83.261179,59.381179,75.141179,65.761179,72.972358,88.641179,72.881179,77.161179,62.081179,74.501179,82.321179
67,0,67.371429,69.091429,79.432857,73.231429,71.531429,77.972857,67.371429,82.051429,65.631429,78.871429,69.991429,81.891429,74.971429,80.231429,82.511429,75.971429,79.372857,85.371429,70.811429,81.251429,71.791429,70.151429,78.411429,80.412857,84.351429,85.731429,63.091429,83.631429,59.631429,75.431429,66.051429,73.331429,88.951429,73.211429,77.471429,62.331429,74.791429,82.651429
67,1,67.702948,69.362948,79.782948,73.514316,71.922948,78.362948,67.662948,82.482948,65.942948,79.202948,70.306474,82.242948,75.342948,80.722948,82.862948,76.322948,79.762948,85.662948,71.122948,81.662948,72.162948,70.522948,78.742948,80.922948,84.682948,86.082948,63.362948,84.035896,59.882948,75.682948,66.262948,73.742948,89.322948,73.502948,77.822948,62.622948,75.042948,82.902948
67,2,68.045442,69.725442,80.185442,73.785442,72.265442,78.760884,68.005442,82.825442,66.225442,79.585442,70.625442,82.785442,75.685442,81.065442,83.245442,76.605442,80.165442,86.005442,71.465442,82.045442,72.645442,70.805442,79.105442,81.325442,85.045442,86.485442,63.625442,84.585442,60.185442,76.045442,66.605442,74.245442,89.705442,73.920884,78.185442,62.965442,75.385442,83.365442
68,0,68.344717,70.024717,80.524717,74.084717,72.604717,79.104717,68.324717,83.164717,66.484717,79.944717,70.904717,83.124717,76.004717,81.524717,83.584717,76.944717,80.504717,86.324717,71.764717,82.424717,73.004717,71.104717,79.424717,81.664717,85.424717,86.824717,63.924717,84.924717,60.484717,76.344717,66.864717,74.584717,90.064717,74.244717,78.504717,63.194906,75.704717,83.704717
68,1,68.646576,70.326576,80.886576,74.326576,72.946576,79.406576,68.586576,83.446576,66.686576,80.286576,71.146576,83.666576,76.306576,82.106576,84.006576,77.286576,80.846576,86.566576,72.026576,82.746576,73.426576,71.346576,79.766576,81.986576,85.726576,87.146576,64.068288,85.226576,60.726576,76.586576,67.066576,74.866576,90.488288,74.506576,78.826576,63.466576,76.006576,84.026576
68,2,68.98907,70.64907,81.40907,74.66907,73.48907,79.82907,68.94907,83.80907,67.04907,80.82907,71.54907,84.02907,76.64907,82.60907,84.50907,77.82907,81.24907,86.96907,72.46907,83.32907,73.98907,71.64907,80.12907,82.46907,86.16907,87.60907,64.40907,85.76907,61.00907,76.92907,67.40907,75.24907,90.82907,74.86907,79.30907,63.74907,76.299535,84.68907
69,0,69.30254,70.96254,81.90254,74.98254,73.88254,80.24254,69.26254,84.16254,67.38254,81.30254,71.88254,84.38254,76.96254,82.96254,84.84254,78.16254,81.64254,87.34254,72.82254,83.74254,74.50254,71.92254,80.44254,82.90254,86.66254,87.94254,64.66254,86.38254,61.32254,77.28254,67.72254,75.595079,91.34254,75.18254,79.675079,64.02254,76.56254,85.22254
69,1,69.624399,71.244399,82.204399,75.284399,74.1472,80.558798,69.544399,84.464399,67.684399,81.604399,72.184399,84.704399,77.264399,83.224399,85.144399,78.507596,81.978798,87.704399,73.0672,84.044399,74.804399,72.204399,80.744399,83.264399,87.004399,88.438798,64.904399,86.664399,61.584399,77.544399,67.944399,75.924399,91.653197,75.484399,80.004399,64.284399,76.864399,85.584399
69,2,69.938503,71.738503,82.618503,75.658503,74.498503,81.018503,69.898503,84.858503,68.058503,81.978503,72.558503,85.278503,77.618503,83.618503,85.518503,78.878503,82.438503,88.058503,73.418503,84.518503,75.158503,72.458503,81.098503,83.638503,87.698503,88.918503,65.218503,86.998503,61.918503,77.898503,68.338503,76.338503,92.038503,75.838503,80.398503,64.638503,77.218503,85.978503
70,0,70.208753,72.028753,82.908753,75.948753,74.748753,81.328753,70.188753,85.148753,68.328753,82.308753,72.848753,85.568753,77.908753,83.849376,85.788753,79.128753,82.728753,88.367506,73.668753,84.788753,75.368753,72.708753,81.388753,84.028753,88.008753,89.228753,65.428753,87.308753,62.188753,78.169376,68.588753,76.648753,92.368753,76.128753,80.688753,64.928753,77.488753,86.308753
70,1,70.522222,72.282222,83.182222,76.202222,75.002222,81.682222,70.522222,85.442222,68.622222,82.622222,73.162222,85.882222,78.222222,84.122222,86.082222,79.462222,83.102222,88.682222,73.942222,85.082222,75.622222,72.987407,81.702222,84.342222,88.262222,89.542222,65.648056,87.482222,62.462222,78.486111,68.843056,77.002222,92.662222,76.462222,81.022222,65.207407,77.782222,86.602222
70,2,70.755057,72.575057,83.495057,76.475057,75.255057,81.995057,70.815057,85.795057,68.935057,82.915057,73.395057,86.115057,78.495057,84.455057,86.375057,79.795057,83.415057,88.935057,74.215057,85.375057,75.835057,73.235057,81.995057,84.695057,88.535057,89.835057,65.915057,87.755057,62.755057,78.775057,69.115057,77.335057,92.935057,76.815057,81.295057,65.455057,78.115057,86.915057
71,0,71.105306,72.865306,83.785306,76.765306,75.505306,82.365306,71.105306,86.285306,69.225306,83.205306,73.745306,86.385306,78.785306,84.825306,86.665306,80.185306,83.845306,89.165306,74.505306,85.625306,76.065306,73.545306,82.265306,85.125306,88.905306,90.165306,66.165306,88.185306,63.025306,79.025306,69.385306,77.765306,93.345306,77.165306,81.605306,65.725306,78.385306,87.205306
71,1,71.4478,73.2078,84.1678,77.0878,75.8478,82.7278,71.4278,86.665601,69.4878,83.5878,74.1278,86.905601,79.1278,85.3078,86.9678,80.5278,84.1678,89.661202,74.8878,85.9878,76.5089,73.945601,82.7678,85.5678,89.3678,90.6678,66.4389,88.7078,63.3478,79.385601,69.7078,78.1889,93.7878,77.6478,82.0078,66.0078,78.6678,87.5678
71,2,71.74449,73.50449,84.48449,77.38449,76.10449,83.08449,71.74449,87.00449,69.76449,83.90449,74.38449,87.18449,79.46449,85.70449,87.26449,80.80449,84.48449,90.00449,75.16449,86.24449,76.777245,74.26449,83.16449,85.90449,89.64449,90.96449,66.64449,89.08449,63.64449,79.68449,69.98449,78.54449,94.10449,77.96449,82.30449,66.26449,78.967245,87.84449
72,0,72.052789,73.852789,84.812789,77.731395,76.392789,83.432789,72.052789,87.252789,70.032789,84.232789,74.681395,87.492789,79.812789,86.118367,87.612789,81.152789,84.832789,90.358367,75.472789,86.512789,77.092789,74.552789,83.672789,86.252789,90.092789,91.395578,66.914558,89.432789,63.972789,79.952789,70.232789,78.892789,94.552789,78.312789,82.635578,66.592789,79.272789,88.172789
72,1,72.307528,74.247528,85.207528,78.047528,76.695843,83.827528,72.387528,87.707528,70.399382,84.607528,74.987528,87.887528,80.207528,86.847528,88.127528,81.767528,85.229176,90.927528,75.867528,86.847528,77.687528,74.987528,84.067528,86.707528,90.707528,91.807528,67.227528,90.007528,64.327528,80.427528,70.567528,79.269176,95.187528,78.698764,83.127528,66.867528,79.607528,88.567528
72,2,72.715828,74.515828,85.495828,78.455828,76.955828,84.255828,72.732914,88.095828,70.675828,84.915828,75.375828,88.395828,80.555828,87.535828,88.775828,82.315828,85.655828,91.555828,76.235828,87.195828,78.115828,75.335828,84.581655,87.195828,91.195828,92.295828,67.595828,90.715828,64.595828,80.775828,71.015828,79.695828,95.735828,79.035828,83.635828,67.215828,79.955828,88.915828
73,0,73.009966,74.829932,85.789932,78.849932,77.209932,84.649932,73.049932,88.429932,70.969932,85.189932,75.669932,88.789932,80.909932,87.889932,89.109932,82.669932,86.049932,92.009932,76.629932,87.449932,78.429932,75.649932,85.069932,87.629932,91.569932,92.629932,67.909932,91.049932,64.869932,81.069932,71.309932,80.069932,96.149932,79.429932,83.949932,67.489932,80.229932,89.189932
73,1,73.338231,75.198231,86.118231,79.286463,77.506463,85.031156,73.378231,88.846463,71.318231,85.538231,76.018231,89.186463,81.258231,88.238231,89.478231,82.998231,86.478231,92.398231,76.998231,87.778231,78.758231,76.018231,85.466463,88.058231,91.918231,93.098231,68.258231,91.438231,65.198231,81.538231,71.658231,80.438231,96.602925,79.798231,84.366463,67.806463,80.538231,89.558231
73,2,73.72381,75.50381,86.52381,79.78381,77.86381,85.517619,73.78381,89.337619,71.68381,85.94381,76.42381,89.717619,81.66381,88.64381,89.84381,83.38381,86.917619,92.88381,77.38381,88.20381,79.12381,76.50381,86.08381,88.557619,92.36381,93.56381,68.64381,91.84381,65.60381,81.96381,71.98381,80.86381,97.04381,80.20381,84.82381,68.271429,80.94381,90.00381
74,0,74.071587,75.871587,86.851587,80.311587,78.171587,85.891587,74.151587,89.813175,72.031587,86.271587,76.791587,90.171587,82.031587,89.031587,90.171587,83.731587,87.291587,93.271587,77.751587,88.691587,79.451587,76.891587,86.651587,89.011587,92.751587,93.951587,69.011587,92.211587,65.911587,82.431587,72.311587,81.231587,97.431587,80.591587,85.211587,68.711587,81.291587,90.491587
74,1,74.377959,76.197959,87.177959,80.677959,78.477959,86.245918,74.457959,90.237959,72.337959,86.597959,77.097959,90.505918,82.337959,89.337959,90.477959,84.037959,87.657959,93.645918,78.057959,89.037959,79.717959,77.237959,87.017959,89.377959,93.037959,94.337959,69.277959,92.697959,66.217959,82.777959,72.617959,81.557959,97.837959,80.937959,85.657959,69.037959,81.637959,90.817959
74,2,74.749478,76.529478,87.529478,81.129478,78.769478,86.629478,74.829478,90.609478,72.649478,86.956493,77.429478,91.009478,82.709478,89.669478,90.849478,84.369478,88.029478,94.049478,78.409478,89.389739,79.997896,77.656493,87.409478,89.809478,93.449478,94.749478,69.649478,93.069478,66.509478,83.149478,72.989478,82.009478,98.229478,81.309478,86.029478,69.349478,81.999739,91.149478
75,0,75.046168,76.846168,87.806168,81.466168,78.966168,86.966168,75.146168,90.926168,72.946168,87.206168,77.726168,91.346168,83.046168,90.006168,91.146168,84.686168,88.366168,94.406168,78.666168,89.646168,80.286168,77.946168,87.846168,90.146168,93.766168,95.086168,69.986168,93.386168,66.786168,83.466168,73.266168,82.346168,98.586168,81.626168,86.346168,69.606168,82.326168,91.486168
75,1,75.373832,77.193832,88.153832,81.853832,79.273832,87.333832,75.493832,91.333832,73.253832,87.573832,78.073832,91.773832,83.353832,90.313832,91.493832,84.993832,88.753832,94.817664,78.973832,89.973832,80.613832,78.293832,88.193832,90.553832,94.093832,95.533832,70.293832,93.913832,67.093832,83.913832,73.573832,82.693832,99.033832,81.993832,86.753832,69.881916,82.673832,91.813832
75,2,75.745351,77.505351,88.525351,82.245351,79.565351,87.785351,75.880703,91.725351,73.605351,87.945351,78.445351,92.285351,83.725351,90.645351,91.885351,85.345351,89.185351,95.265351,79.325351,90.365351,80.985351,78.665351,88.885351,91.025351,94.605351,95.965351,70.585351,94.285351,67.405351,84.340703,73.905351,83.105351,99.425351,82.385351,87.145351,70.205351,83.045351,92.265351
76,0,76.082676,77.862676,88.902676,82.662676,79.882676,88.202676,76.302676,92.202676,73.922676,88.322676,78.862676,92.782676,84.102676,91.002676,92.262676,85.682676,89.602676,95.742676,79.642676,90.902676,81.322676,78.942676,89.462676,91.502676,95.182676,96.415351,70.942676,94.682676,67.702676,84.862676,74.242676,83.482676,99.862676,82.802676,87.562676,70.602676,83.382676,92.862676
76,1,76.41678,78.25678,89.25678,83.29678,80.19678,88.57678,76.67678,92.99678,74.29678,88.67678,79.35678,93.41678,84.45678,91.33678,92.63678,86.04356,90.01678,96.45678,80.03678,91.65678,81.71678,79.33678,90.19678,92.13678,95.79678,97.11678,71.25678,95.43678,67.99678,85.31678,74.53678,83.83678,100.49678,83.21678,88.23678,70.99678,83.69678,93.65678
76,2,76.767619,78.807619,89.767619,84.007619,80.607619,89.087619,77.167619,93.647619,74.807619,89.167619,79.827619,94.047619,84.967619,91.627619,93.147619,86.727619,90.527619,97.427619,80.587619,92.307619,82.287619,79.747619,90.767619,92.887619,96.507619,97.947619,71.807619,96.207619,68.307619,86.107619,74.947619,84.327619,101.22762,83.767619,88.887619,71.507619,84.087619,94.387619
77,0,77.108163,79.328163,90.148163,84.468163,81.028163,89.468163,77.568163,94.248163,75.468163,89.568163,80.188163,94.706327,85.368163,92.028163,93.648163,87.128163,90.888163,97.908163,81.108163,92.688163,83.068163,80.246327,91.188163,93.328163,97.108163,98.588163,72.388163,96.968163,68.608163,86.768163,75.228163,84.828163,102.00816,84.268163,89.348163,71.729633,84.488163,94.728163
77,1,77.336463,79.776463,90.496463,84.882925,81.416463,89.856463,77.876463,94.936463,76.096463,89.916463,80.496463,95.156463,85.716463,92.676463,94.096463,87.596463,91.256463,98.256463,81.456463,93.036463,83.482925,80.756463,91.582925,93.716463,97.602925,99.236463,72.713231,97.416463,68.896463,87.136463,75.616463,85.396463,102.61646,84.696463,89.736463,72.076463,84.876463,95.056463
77,2,77.673152,80.173152,91.053152,85.253152,81.753152,90.233152,78.233152,95.453152,76.433152,90.473152,80.813152,95.813152,86.053152,93.153152,94.533152,88.073152,91.673152,98.793152,81.853152,93.453152,83.993152,81.093152,91.953152,94.176304,98.293152,100.09315,72.973152,98.173152,69.173152,87.473152,76.073152,86.093152,103.15315,85.033152,90.133152,72.413152,85.213152,95.533152
78,0,77.966621,80.486621,91.386621,85.586621,82.126621,90.566621,78.566621,95.826621,76.706621,90.786621,81.126621,96.126621,86.366621,93.366621,94.846621,88.386621,91.986621,99.146621,82.126621,93.746621,84.306621,81.366621,92.266621,94.506621,98.766621,100.64662,73.286621,98.506621,69.426621,87.766621,76.386621,86.426621,103.56662,85.386621,90.446621,72.646621,85.446621,95.826621
78,1,78.300091,80.766697,91.700091,85.847523,82.420091,90.920091,78.860091,96.140091,76.995045,91.080091,81.440091,96.440091,86.680091,93.640091,95.140091,88.640091,92.340091,99.460091,82.435045,94.040091,84.555045,81.680091,92.600091,94.800091,99.140091,101.00009,73.487523,98.735045,69.720091,88.060091,76.600091,86.800091,103.94009,85.700091,90.780091,72.880091,85.760091,96.160091
78,2,78.561315,81.061315,91.99263,86.161315,82.681315,91.281315,79.141315,96.501315,77.201315,91.41263,81.681315,96.681315,86.941315,93.921315,95.441315,88.921315,92.69263,99.79263,82.661315,94.301315,84.801315,81.97263,92.941315,95.11263,99.421315,101.38395,73.741315,98.981315,70.001315,88.35263,76.881315,87.101315,104.20131,86.05263,91.081315,73.141315,86.061315,96.421315
79,0,78.891565,81.370782,92.351565,86.471565,83.071565,91.631565,79.431565,96.871565,77.451565,91.751565,81.931565,96.991565,87.231565,94.354694,95.711565,89.211565,93.031565,100.09157,82.951565,94.591565,85.071565,82.311565,93.211565,95.511565,99.911565,101.73157,73.991565,99.311565,70.251565,88.650782,77.171565,87.531565,104.57157,86.451565,91.391565,73.371565,86.331565,96.711565
79,1,79.239864,81.639864,92.679864,86.779864,83.579864,92.019864,79.719864,97.319864,77.724932,92.099864,82.199864,97.279864,87.579864,94.819864,96.039864,89.539864,93.419864,100.37986,83.299864,94.939864,85.419864,82.619864,93.539864,95.919864,100.22493,102.09986,74.317466,99.659864,70.494932,88.914932,77.359864,87.879864,104.91986,86.799864,91.719864,73.628311,86.599864,96.979864
79,2,79.582358,81.982358,93.234717,87.122358,83.982358,92.362358,80.082358,97.722358,78.062358,92.634717,82.522358,97.814717,87.922358,95.142358,96.482358,89.882358,93.782358,100.74236,83.762358,95.342358,85.882358,82.882358,93.882358,96.402358,100.66236,102.54236,74.542358,100.08236,70.802358,89.242358,77.682358,88.422358,105.36236,87.142358,92.102358,73.962358,86.942358,97.422358
80,0,79.850023,82.270023,93.590023,87.450023,84.370023,92.710023,80.390023,98.050023,78.290023,92.990023,82.790023,98.110023,88.230023,95.730023,96.790023,90.210023,94.130023,101.05002,84.150023,95.730023,86.170023,83.170023,94.190023,96.750023,101.13002,102.89002,74.830023,100.41002,71.090023,89.550011,77.970008,88.790023,105.69002,87.450023,92.410023,74.210023,87.210023,97.770023
80,1,80.129297,82.569297,93.929297,87.709297,84.709297,93.108594,80.689297,98.369297,78.489297,93.349297,83.049297,98.409297,88.549297,96.407891,97.188594,90.705782,94.509297,101.3693,84.529297,96.207891,86.629297,83.489297,94.569297,97.089297,101.3893,103.2493,75.043099,100.72789,71.354824,89.789297,78.189297,89.069297,106.0093,87.729297,92.748594,74.449766,87.489297,98.147188
80,2,80.671791,82.951791,94.491791,88.051791,85.251791,93.551791,81.071791,98.811791,78.871791,93.891791,83.391791,98.931791,88.891791,96.991791,97.751791,91.191791,94.971791,101.99179,84.991791,96.811791,87.291791,83.831791,95.131791,97.591791,101.95179,103.69179,75.351791,101.27179,71.651791,90.171791,78.511791,89.551791,106.47179,88.311791,93.311791,74.770896,87.811791,98.731791
81,0,80.979456,83.279456,94.939456,88.379456,85.699456,93.879456,81.379456,99.179456,79.179456,94.339456,83.699456,99.319456,89.199456,97.359456,98.259456,91.539456,95.299456,102.39946,85.399456,97.319456,87.819456,84.139456,95.799456,98.119456,102.41946,104.03946,75.619456,101.71946,71.939456,90.479456,78.779456,89.919456,106.97946,88.619456,93.719456,75.019456,88.059456,99.199456
81,1,81.27034,83.51034,95.27017,88.67034,86.01034,94.25034,81.67034,99.53034,79.47034,94.67017,84.01034,99.69034,89.53034,97.65034,98.63034,91.87034,95.65034,102.75034,85.77034,97.67034,88.25034,84.43034,96.13034,98.51034,102.77034,104.49034,75.85034,102.07034,72.19034,90.75034,79.09034,90.29034,107.37034,88.93034,94.11034,75.27034,88.35034,99.63034
81,2,81.573027,83.916054,95.636054,88.976054,86.336054,94.816054,82.036054,99.896054,79.796054,95.056054,84.316054,100.17605,89.896054,98.076054,99.136054,92.216054,96.216054,103.09605,86.136054,98.076054,88.516054,84.676054,96.496054,98.876054,103.17605,104.88211,76.136054,102.41605,72.516054,91.076054,79.416054,90.816054,107.79605,89.316054,94.436054,75.636054,88.716054,99.982109
82,0,81.863719,84.183719,95.983719,89.283719,86.583719,95.143719,82.343719,100.27457,80.083719,95.383719,84.623719,100.48372,90.203719,98.363719,99.483719,92.494573,96.543719,103.42372,86.423719,98.423719,88.763719,84.983719,96.823719,99.276859,103.48372,105.20372,76.383719,102.76372,72.803719,91.363719,79.723719,91.203719,108.24372,89.643719,94.783719,75.943719,89.023719,100.30686
82,1,82.108073,84.412653,96.292653,89.537551,86.852653,95.463776,82.666531,100.61265,80.470884,95.671327,84.864218,100.77755,90.592653,98.612653,99.852653,92.757551,96.912653,103.77088,86.677551,98.672653,89.030663,85.212653,97.112653,99.492653,103.74066,105.50711,76.631327,102.97265,72.992653,91.657551,79.951327,91.612653,108.55265,89.920663,95.052653,76.272653,89.332653,100.59755
82,2,82.383537,84.723537,96.597075,89.843537,87.083537,95.803537,83.003537,100.86354,80.763537,96.017075,85.143537,101.02354,90.923537,98.843537,100.04354,93.083537,97.223537,104.08415,86.923537,98.943537,89.223537,85.503537,97.423537,99.863537,104.04354,105.82354,76.943537,103.22354,73.283537,91.923537,80.223537,92.023537,108.82354,90.243537,95.363537,76.503537,89.723537,100.86354
83,0,82.740227,85.040227,97.020227,90.460227,87.400227,96.180227,83.440227,101.44023,81.172045,96.420227,85.480227,101.30023,91.260227,99.160227,100.37341,93.480227,97.660227,104.52023,87.180227,99.260227,89.600227,85.840227,97.740227,100.28023,104.40023,106.19045,77.260227,103.66023,73.580227,92.255113,80.550454,92.500227,109.34023,90.680227,95.720227,76.812557,90.200227,101.16023
83,1,83.121406,85.447135,97.461406,90.861406,87.781406,96.501406,83.921406,101.94703,81.521406,96.861406,85.941406,101.86141,91.701406,99.585703,100.74141,93.805703,97.881406,105.04141,87.481406,99.621406,90.101406,86.241406,98.201406,100.68141,104.78141,106.6257,77.541406,104.28422,73.901406,92.621406,80.921406,93.601406,109.84141,91.201406,96.101406,77.101406,90.781406,101.52141
83,2,83.433356,85.753356,97.793356,91.253356,88.101678,96.893356,84.313356,102.35336,81.813356,97.193356,86.193356,102.19336,92.173356,99.893356,101.07336,94.073356,98.313356,105.53336,87.753356,99.873356,90.353356,86.613356,98.653356,101.07336,105.09336,106.95336,77.733356,104.71336,74.213356,92.913356,81.193356,94.073356,110.23336,91.553356,96.433356,77.413356,91.253356,101.81336
84,0,83.803084,86.123084,98.154361,91.576542,88.643084,97.223084,84.643084,102.64308,82.083084,97.566542,86.526542,102.56308,92.723084,100.20308,101.42308,94.403084,98.643084,105.94308,88.023084,100.14308,90.643084,86.883084,99.071308,101.40308,105.48308,107.42308,78.043084,105.18308,74.543084,93.223084,81.543084,94.583084,110.74308,91.963084,96.763084,77.963084,91.803084,102.12308
84,1,84.55267,87.051103,99.162132,92.562132,89.151103,97.869625,85.571103,103.25769,82.782132,98.427377,87.43401,103.64213,93.942132,101.07609,102.10213,95.412678,99.401685,107.09243,88.714237,101.15607,91.509508,87.991213,99.946066,102.25838,106.41401,108.08934,78.482132,106.06213,75.354044,94.017008,82.371103,95.060264,111.60869,92.838452,97.302132,79.231103,92.771516,102.8694
84,2,85.426893,87.518447,99.650268,93.526893,90.010889,98.129945,86.518447,103.79194,83.506893,99.068784,88.370922,104.68689,95.526893,101.12623,102.72689,95.710528,99.606893,108.33527,88.729773,101.53068,93.086893,89.406893,101.26689,103.68689,106.76057,108.93324,79.874612,107.45196,75.886893,94.558422,82.838765,96.206893,112.92689,93.786893,98.006893,79.775851,93.023865,103.77205
