,measure_number,beat_number,pid1263b-11,pid51495-01,pid52932-23,pid5667249-23,pid5667271-02,pid5667291-11,pid58917-05,pid610003b-15,pid9048b-15,pid9049b-11,pid9050b-11,pid9054b-11,pid9055b-11,pid9056-05,pid9058b-11,pid9059b-15,pid9060b-09,pid9061b-08,pid9062b-14,pid9063b-15,pid9064-20,pid9065-26,pid9066b-11,pid9068-19,pid9069-11,pid9070b-23,pid9072b-15,pid9073b-15,pid9074g-11,pid9075b-11,pid9088-21,pid9089-06,pid9090-20,pid9093b-17,pid9094b-11,pid9097-23,pid9099b-15,pid9101c-05,pid9103-19,pid9104b-11,pid9111b-13,pid9112-10,pid9113-11,pid9114-33,pid9116-18,pid9118b-15,pid9119-13,pid9127-07,pid9130-10,pid9138b-11,pid9139b-11,pid9153b-11,pid9158-13,pid9166l-09,pid9170b-11,pid9174b-11,pid9176-04,pid9185-04,pid9190-10,pid9192b-11
63,22,0,42.17102,47.891020000000005,37.73102,38.931020000000004,48.63102,38.044431,68.913061,46.21102,41.15102,38.59102,44.891020000000005,43.71102,44.35102,37.99102,50.61102,39.251020000000004,32.27102,43.55102,43.73102,42.49102,36.83102,36.29102,42.27102,39.47102,46.31102,33.21102,39.11102,45.37102,40.01102,34.29102,47.41102,41.313061,35.47102,44.49102,44.55102,52.23102,45.35102,41.891020000000005,36.53102,41.431020000000004,42.97102,34.69102,37.306837,37.19102,35.49102,47.09102,31.831020000000002,35.72051,55.91101999999999,36.41102,38.391020000000005,43.33102,41.59102,36.59102,37.95102,35.63102,34.453061,40.53102,38.09102,35.37102
64,22,1,42.54449,48.34449,38.04449,39.26449,49.08449,38.324490000000004,69.70449,46.713469,41.62449,39.04449,45.393469,44.127245,44.644490000000005,38.48449,51.08449,39.644490000000005,32.644490000000005,44.04449,44.20449,42.924490000000006,37.22449,36.604490000000006,42.76449,39.924490000000006,46.80449,33.604490000000006,39.504490000000004,45.84449,40.44449,34.684490000000004,47.824490000000004,41.74449,35.784490000000005,44.784490000000005,45.02449,52.74449,45.76449,42.284490000000005,37.004490000000004,41.80449,43.44449,35.04449,37.604490000000006,37.464490000000005,35.84449,47.464490000000005,32.157245,36.06449,56.48449,36.717245,38.80449,43.72449,42.104490000000006,36.937245000000004,38.36449,35.924490000000006,34.84449,40.90449,38.40449,35.76449
65,22,2,43.082041,49.002041,38.52602,39.83602,49.742041,38.72602,70.882041,47.442040999999996,42.302040999999996,39.642041,46.142041,44.762040999999996,45.142041,39.242041,51.782041,40.142041,33.04602,44.602041,44.882041,43.542041,37.65602,37.262040999999996,43.422041,40.442040999999996,47.602041,34.042041,40.10602,46.602041,40.93602,35.142041,48.482040999999995,42.382041,36.202040999999994,45.222041,45.622040999999996,53.482041,46.382041,42.742041,37.696020000000004,42.22068,44.042041,35.442040999999996,38.00602,37.862041,36.23602,47.962041,32.75602,36.462041,57.342041,37.140679999999996,39.442040999999996,44.18602,42.782041,37.402041,38.902041,36.582041,35.20068,41.402041,38.806020000000004,36.342040999999995
66,23,0,43.804082,49.744082,39.048027000000005,40.244082,50.484082,39.164082,72.304082,48.364082,43.004082000000004,40.504082000000004,47.044082,45.287040999999995,45.564082,39.824082000000004,52.584081999999995,40.644082,33.664082,45.227041,45.684082000000004,44.144082,38.049605,38.044082,44.184082000000004,41.064082,48.444082,34.404082,40.664082,47.524082,41.564082,35.684082000000004,49.284082,43.004082000000004,36.687041,45.764082,46.204082,54.304081999999994,47.044082,43.264082,38.144082,42.664082,45.104082,35.824082000000004,38.444082,38.404082,36.664082,48.604082,33.184082000000004,36.889507,58.34408199999999,37.584082,40.004082000000004,44.704082,43.384082,37.944082,39.424082,37.364082,35.524082,41.964082,39.189577,36.924082
67,23,1,44.47102,50.17102,39.58051,40.67102,50.910509999999995,39.56051,73.21101999999999,49.17102,43.55102,41.071020000000004,47.81102,45.832041,45.95102,40.29102,53.13101999999999,41.19102,34.17102,45.83102,46.37102,44.751020000000004,38.391020000000005,38.49102,44.67102,41.59102,48.894203999999995,34.799471999999994,41.01102,48.33102,42.11102,36.152628,49.766203999999995,43.480509999999995,37.23102,46.251020000000004,46.751020000000004,55.051019999999994,47.61102,43.85102,38.59102,43.13102,45.65102,36.340509999999995,38.83102,38.820254999999996,37.09102,49.17102,33.653003000000005,37.21102,58.91101999999999,38.117007,40.45102,45.251020000000004,44.01102,38.450093,39.83102,37.81102,35.840509999999995,42.35102,39.55102,37.45102
68,23,2,44.972245,50.992245000000004,40.152245,41.132245000000005,51.732245,40.132245000000005,74.09224499999999,49.752245,44.212245,41.663469,48.432245,46.532245,46.432245,40.851122,53.73224499999999,41.672245000000004,34.532245,46.401121999999994,46.952245,45.252245,38.752245,39.032245,45.312245000000004,42.092245,49.752245,35.292245,41.552245,48.892245,42.632245000000005,36.812245000000004,50.212245,43.972245,37.672245000000004,46.692245,47.732245,55.772245,48.192245,44.412245,39.241122,43.592245,46.352245,36.792245,39.432245,39.241122,37.472245,49.672245000000004,34.030449,37.732245,59.87224499999999,38.581122,40.952245,45.872245,44.772245,38.912245,40.292245,38.332245,36.221121999999994,42.892245,39.992245000000004,37.992245000000004
69,24,0,45.520815999999996,51.560815999999996,40.620816,41.760816,52.300816,40.760816,74.96081600000001,50.400816,44.840816,42.380815999999996,49.080816,47.060815999999996,46.900816,41.380815999999996,54.320816,42.220816,34.980816,46.920815999999995,47.720816,45.700815999999996,39.120816,39.415408,45.760816,42.540816,50.380815999999996,35.740815999999995,41.960815999999994,49.620816,43.280815999999994,37.400816,50.680816,44.540816,38.120816,47.220816,48.600815999999995,56.54081600000001,48.900816,45.040816,39.840816,44.180816,47.340816,37.240815999999995,40.040816,39.760816,37.835408,50.320816,34.420815999999995,38.140816,60.480816000000004,39.040816,41.400816,46.660816,45.440816,39.480816,40.680816,38.735408,36.600815999999995,43.520815999999996,40.360816,38.500816
70,24,1,45.963265,52.143265,41.061088,42.403265000000005,52.883265,41.303265,75.74326500000001,51.123265,45.363265000000006,42.943265000000004,49.803265,47.803265,47.403265000000005,41.803265,54.923265,42.803265,35.403265000000005,47.583265000000004,48.443265000000004,46.223265000000005,39.456633000000004,39.863265000000006,46.443265000000004,43.003265,50.983265,36.243265,42.623265,50.303265,44.103265,37.923265,51.263265000000004,45.083265000000004,38.643265,47.663265,49.463265,57.323265,49.603265,45.563265,40.383265,44.863265000000006,47.823265,37.763265000000004,40.583265000000004,40.263265000000004,38.233315999999995,50.783265,35.023265,38.663265,61.123265,39.603265,41.803265,47.286633,46.023265,40.043265000000005,41.074422,39.203265,37.023265,44.183265000000006,40.796633,39.003265
71,24,2,46.458366999999996,52.858367,41.418366999999996,42.938367,53.598367,41.738367,76.478367,51.818366999999995,45.918366999999996,43.498367,50.498367,48.498367,48.038367,42.338367,55.718367,43.398367,35.958366999999996,48.058367,49.178367,46.618367,39.934184,40.318366999999995,46.818366999999995,43.458366999999996,51.718367,36.718367,43.398367,50.978367,44.714184,38.558367,52.058367,45.638366999999995,39.038367,48.198367,50.178367,58.098367,50.178367,46.018367,40.878367,45.358367,48.258367,38.218367,41.018367,40.678367,38.718367,51.198367,35.518367,39.238367,61.598367,40.218367,42.338367,47.798367,46.618367,40.478367,41.478367,39.618367,37.378367,44.758367,41.218367,39.478367
72,25,0,47.144082,53.892244999999996,41.924082,43.724082,54.632245,42.184082000000004,77.284082,52.65224499999999,46.604082,44.224082,51.332245,49.506327,48.724082,42.904082,56.544081999999996,44.124082,36.658163,48.544082,50.104082,47.264082,40.404082,40.944082,47.344082,44.124082,52.84408199999999,37.344082,44.264082,51.806327,45.644082,39.244082,53.06408199999999,46.444082,39.584082,48.824082000000004,51.098163,58.92408199999999,51.084082,46.544082,41.624082,46.044082,48.827040999999994,38.866327000000005,41.464082,41.117041,39.364082,51.804082,36.104082,39.944082,62.638163,41.084082,43.024082,48.337041,47.364082,41.224082,42.024082,40.264082,37.784082,45.844082,41.704082,40.104082
73,25,1,47.707347,54.727346999999995,42.387347,44.307347,55.467347,42.967347,78.007347,53.358672999999996,47.167347,45.127347,52.028673,50.087346999999994,49.467347,43.348673,57.447347,44.768673,37.307347,49.207347,50.907346999999994,48.027347,40.887347,41.607347,48.067347,44.567347,53.427347,37.927347,45.027347,52.507346999999996,46.267346999999994,39.798673,53.647346999999996,47.027347,40.127347,49.439388,51.787347,59.707347,51.787347,47.067347,42.087346999999994,46.927347,49.307347,39.527347,42.247347,42.307347,39.927347,52.327346999999996,36.787347,40.507346999999996,63.527347,41.767346999999994,43.567347,48.827346999999996,48.207347,41.907346999999994,42.587346999999994,40.907346999999994,38.328672999999995,46.447347,42.149116,40.587346999999994
74,25,2,48.587346999999994,55.487347,42.887347,44.727346999999995,56.227346999999995,43.327346999999996,78.767347,53.987347,47.967347,45.767346999999994,52.727346999999995,50.658673,50.047346999999995,43.767346999999994,58.247347,45.247347,38.207347,49.578672999999995,51.627347,48.727346999999995,41.427347,42.407346999999994,48.547346999999995,45.067347,54.147346999999996,38.747347,45.515782,53.227346999999995,46.767346999999994,40.198673,54.247347,47.687346999999995,40.547346999999995,50.264694,52.387347,60.447347,52.367346999999995,47.488673,42.487347,47.347347,49.847347,39.927347,42.607347,42.827346999999996,40.367346999999995,52.769668,37.207347,40.947347,64.647347,42.274668,44.167347,49.367346999999995,48.727346999999995,42.387347,43.227346999999995,41.747347,39.018673,46.927347,42.847347,41.007346999999996
75,26,0,49.342857,56.222857,43.262857000000004,45.122857,56.942857,43.722857,79.548571,54.721429,48.742857,46.502857,53.408570999999995,51.128571,50.502857,44.142857,58.848571,45.702857,39.042857,50.002857,52.722857,49.428571000000005,41.942857000000004,42.982857,49.282857,45.522857,54.981429000000006,39.515714,45.902857,53.868570999999996,47.242857,40.542857,54.78285699999999,48.527143,41.022857,50.902857,53.075714000000005,61.155714,52.882856999999994,47.922857,42.862857,47.822857,50.442857000000004,40.508571,43.002857,43.342857,40.802857,53.28285699999999,37.602857,41.342857,65.435714,42.802857,44.682857,49.882857,49.202857,42.842857,44.101428999999996,42.302857,39.795714000000004,47.462857,43.542857,41.442857000000004
76,26,1,49.752653,56.732653000000006,43.612653,45.432653,57.472653,44.032653,80.292653,55.252653,49.232653000000006,46.992653000000004,53.932653,51.612653,50.932653,44.572653,59.372653,46.132653000000005,39.512653,50.332653,53.215306000000005,49.932653,42.492653000000004,43.452653000000005,49.772653000000005,45.972653,55.492653000000004,39.972653,46.252653,54.432653,47.712653,40.932653,55.152653,48.992653000000004,41.332653,51.192653,53.572653,61.692653,53.352653000000004,48.352653000000004,43.252653,48.232653000000006,50.732653000000006,40.972653,43.312653000000005,43.712653,41.152653,53.672653000000004,37.932653,41.632653000000005,66.072653,43.192653,45.112653,50.312653000000005,49.752653,43.332653,44.732653000000006,42.792653,40.212653,47.912653000000006,43.884218,41.812653000000005
77,26,2,50.412245,57.272245,44.152245,45.872245,58.01224499999999,44.452245,80.912245,55.87224499999999,49.812245000000004,47.512245,54.55224499999999,52.192245,51.512245,44.972245,59.952245,46.672245000000004,40.172245000000004,50.852245,53.87224499999999,50.432245,43.372245,44.032245,50.672245000000004,46.552245,56.032244999999996,40.512245,46.712245,55.032244999999996,48.272245,41.332245,55.592245,49.532245,41.812245000000004,51.592245,54.132245,62.592245,53.932244999999995,48.872245,43.792245,48.672245000000004,51.272245,41.332245,43.712245,44.072245,41.612245,54.252244999999995,38.332245,42.172245000000004,66.73449000000001,43.691122,45.612245,50.772245,50.352245,43.832245,45.272245,43.352245,40.672245000000004,48.492245000000004,44.372245,42.252245
78,27,0,50.910612,57.870612,44.570612,46.230612,58.610611999999996,44.810612,81.590612,56.530612,50.530612,48.050612,55.210612,52.650612,52.050612,45.370612,60.490612,47.110611999999996,40.590612,51.250612,54.510612,50.890612,43.720306,44.510612,51.150612,47.130612,56.610611999999996,40.950612,47.080306,55.690612,48.730612,41.710612,56.110611999999996,49.990612,42.170612,51.990612,54.570612,63.390612,54.470612,49.290612,44.150612,49.150612,51.650612,41.690612,44.090612,44.470612,42.030612,54.890612,38.710612,42.530612,67.330612,44.090612,46.070612,51.250612,50.930611999999996,44.430611999999996,45.710612,43.830612,41.110611999999996,48.910612,44.790612,42.690612
79,27,1,51.384082,58.404081999999995,45.027041,46.524082,59.144082,45.144082,82.284082,57.084081999999995,51.004082000000004,48.424082,55.764081999999995,53.124081999999994,52.324082000000004,45.712012,60.964082,47.577040999999994,40.947041,51.714694,55.044081999999996,51.304082,44.044082,44.924082,51.584082,47.564082,57.084081999999995,41.364082,47.512816,56.24408199999999,49.124082,42.094694,56.70408199999999,50.451408,42.564082,52.43284,55.057041000000005,64.138163,54.92408199999999,49.687041,44.484082,49.584082,52.034694,42.084082,44.424082,44.857040999999995,42.424082,55.264081999999995,39.151565000000005,42.864082,67.864082,44.424082,46.464082,51.672012,51.404082,44.784082,46.077040999999994,44.244082,41.447041,49.284082,45.164082,43.084082
80,27,2,51.886531,58.90653100000001,45.366531,46.886531,59.646531,45.426531,83.00653100000001,57.62653100000001,51.526531,48.828265,56.30653100000001,53.588265,52.786531000000004,46.048265,61.526531000000006,48.066531,41.466530999999996,52.128844,55.646531,51.806531,44.468844,45.37551,52.066531,47.988265000000006,57.58653100000001,41.726531,47.828844000000004,56.786531000000004,49.608265,42.488265000000006,57.146531,50.806531,42.986531,52.58653100000001,55.566531000000005,64.906531,55.36653100000001,50.106531,44.886531,49.988265000000006,52.366531,42.386531,44.706531,45.206531,42.786531,55.68930600000001,39.386531,43.186531,68.42653100000001,44.789133,46.868844,52.066531,51.886531,45.246531,46.506531,44.69551,41.829133,49.626531,45.506531,43.488844
81,28,0,52.471633,59.480816000000004,45.840816,47.240815999999995,60.220816000000006,45.780815999999994,83.831633,58.35163299999999,52.040816,49.240815999999995,57.031633,54.100816,53.200816,46.522704,62.04081600000001,48.520815999999996,41.960815999999994,52.571633,56.282449,52.260816,44.860816,45.760816,52.54081600000001,48.460815999999994,58.240816,42.140816,48.240815999999995,57.500816,50.060815999999996,42.860816,57.600816,51.320816,43.400816,52.900816000000006,56.060816,65.780816,55.840816000000004,50.600815999999995,45.280815999999994,50.460815999999994,52.780816,42.840816,45.060815999999996,45.620816,43.180816,56.191632999999996,39.720816,43.660816,68.920816,45.040816,47.320816,52.500816,52.320816,45.740815999999995,46.960815999999994,45.080816,42.260816,49.980816,45.900816,43.940816
82,28,1,52.809898,59.989796,46.249796,47.529796000000005,60.709796,46.069796000000004,84.609796,58.949796,52.489796,49.669796000000005,57.609795999999996,54.569796,53.529796,46.809796,62.509795999999994,49.009796,42.349796000000005,53.029796,56.789795999999996,52.669796,45.169796000000005,46.149796,53.029796,48.889796000000004,58.72979599999999,42.489796000000005,48.549796,58.129796,50.489796000000005,43.269796,58.289795999999996,51.929796,43.689796,53.209796,56.54979599999999,66.349796,56.389796,51.049796,45.629796,50.889796000000004,53.189795999999994,43.269796,45.349796000000005,45.889796000000004,43.509796,56.669796,40.089796,43.949796,69.38979599999999,45.449796,47.709796000000004,52.90979599999999,52.769796,46.149796,47.349796000000005,45.469796,42.603265,50.389796000000004,46.329796,44.369796
83,28,2,53.296735,60.496735,46.816734999999994,47.956734999999995,61.20336700000001,46.436735,85.676735,59.776734999999995,53.036735,50.276734999999995,58.456734999999995,55.116735,53.976735,47.256735,63.156735,49.616735,42.876735,53.596734999999995,57.576735,53.076735,45.736734999999996,46.685578,53.696735,49.396735,59.376735,42.896735,48.936735,58.936735,50.996735,43.836735,58.876735,52.916734999999996,44.036735,53.616735,57.216735,67.036735,57.136734999999994,51.676735,46.176735,51.316734999999994,53.736734999999996,43.796735,45.693366999999995,46.256735,43.876735,57.236734999999996,40.496735,44.356735,69.97673499999999,45.796735,48.136734999999994,53.356735,53.316734999999994,46.636734999999994,47.796735,45.996735,42.976735,50.916734999999996,46.793366999999996,44.976735
84,29,0,54.092245,61.212244999999996,47.552245,48.512245,61.952245,46.812245000000004,87.252245,60.55224499999999,53.812245,50.812245000000004,59.23224499999999,55.812245,54.452245,47.732245,63.852244999999996,50.212245,43.472245,54.432244999999995,58.51224499999999,53.612244999999994,46.252245,47.232245,54.672245,50.172245000000004,60.172245,43.312245000000004,49.372245,59.714490000000005,51.672245000000004,44.312245000000004,59.672245,53.712244999999996,44.532245,54.092245,58.05224499999999,67.95224499999999,58.01224499999999,52.372245,46.852245,51.772245,54.55224499999999,44.592245,46.072245,46.652245,44.392245,57.952245,40.992245000000004,44.892245,70.692245,46.172245000000004,48.652245,53.972244999999994,54.15224499999999,47.332245,48.312245000000004,46.552245,43.432245,51.872245,47.172245000000004,45.852245
85,29,1,54.422698,61.602698,48.022698,48.876349,62.402698,47.220898999999996,88.482698,61.142697999999996,54.362697999999995,51.302698,59.862697999999995,56.362697999999995,54.762698,48.082698,64.322698,50.782697999999996,43.842698,54.962697999999996,59.082698,54.102698,46.662698,47.662698,55.122698,50.702698,60.702698,43.712540000000004,49.793175,60.342698,52.202698,44.713175,60.142697999999996,54.122698,45.102698,54.362697999999995,58.582698,68.722698,58.556349,52.782697999999996,47.156349,52.236349,55.102698,45.202698,46.502697999999995,47.022698,44.734087,58.422698,41.431058,45.422698,71.402698,46.522698,49.062698,54.402698,54.662698,47.882698,48.682697999999995,46.982698,43.806349,52.582698,47.582698,46.362697999999995
86,29,2,54.882449,62.082449,48.47415,49.282449,62.822449,47.582449,89.262449,61.682449,54.922449,51.702449,60.382449,56.836224,55.222449,48.482449,64.942449,51.222449,44.326223999999996,55.382449,59.642449,54.582449,47.07415,48.076223999999996,55.562449,51.222449,61.202449,44.102449,50.126224,60.842449,52.762449,45.062449,60.542449,54.642449,45.502449,54.722449,59.142449,69.402449,59.05415,53.222449,47.556224,52.622448999999996,55.754898,45.542449,46.842449,47.322449,45.122448999999996,58.902449,41.722449,45.982449,71.99489799999999,46.882449,49.502449,54.796224,55.122448999999996,48.442448999999996,49.116224,47.386224,44.136224,52.976224,47.962449,46.79415
87,30,0,55.404897999999996,62.564898,48.864898,49.664898,63.304898,47.947449,90.23469399999999,62.124897999999995,55.444897999999995,52.184898,60.964898,57.224897999999996,55.644898,48.904897999999996,65.484898,51.604898,44.704898,55.784898,60.184898,55.024898,47.424898,48.464898,55.924898,51.704898,61.769592,44.487449,50.504898,61.444897999999995,53.224897999999996,45.404897999999996,60.984898,55.064898,45.984898,55.074966,59.724897999999996,70.084898,59.464898,53.624897999999995,47.944897999999995,53.124897999999995,56.344898,45.924898,47.184898,47.704898,45.484898,59.584897999999995,42.084897999999995,46.504898,72.564898,47.244898,49.844898,55.204898,55.564898,48.964898,49.504898,47.784898,44.364898,53.364898,48.244898,47.084897999999995
88,30,1,55.798367000000006,63.07836700000001,49.259456,50.038367,63.818367,48.298367,91.058367,62.93836700000001,55.918367,52.558367000000004,61.606735,57.698367000000005,55.998367,49.438367,65.978367,52.078367,45.178367,56.224183999999994,60.678367,55.57836700000001,47.758367,48.938367,56.678367,52.198367,62.358367,44.878367,50.838367,62.086735,53.664184,45.798367,61.458367,55.558367000000004,46.244184000000004,55.378367000000004,60.658367000000005,70.778367,59.93836700000001,54.058367000000004,48.498367,53.498367,57.038367,46.398367,47.558367,48.018367,45.938367,60.198367000000005,42.498367,47.038367,73.138367,47.578367,50.338367,55.618367000000006,56.058367000000004,49.438367,49.878367,48.258367,44.778366999999996,53.704184,48.658367,47.558367
89,30,2,56.431429,63.791429,49.791429,50.511429,64.511429,48.731429,91.831429,63.671429,56.571429,53.091429000000005,62.351429,58.451429000000005,56.451429000000005,50.151429,66.611429,52.69142900000001,45.771429,56.811429000000004,61.271429000000005,56.111429,48.351428999999996,49.611429,57.471429,52.83142900000001,63.071429,45.291429,51.371429,62.83142900000001,54.151429,46.231429,62.211429,56.251429,46.731429,55.891429,61.571429,71.551429,60.51142900000001,54.571429,49.191429,54.031429,57.991429000000004,47.111429,48.011429,48.451429,46.571428999999995,61.251429,43.051429,47.691429,73.99142900000001,47.991429,50.991429,56.151429,56.751429,50.011429,50.511429,48.931429,45.151429,54.151429,49.040714,48.071428999999995
90,31,0,57.186531,64.686531,50.308265000000006,51.212653,65.42653100000001,49.246531,92.666531,64.326531,57.12653100000001,53.786531000000004,63.006531,59.08653100000001,56.966531,50.826531,67.326531,53.346531000000006,46.306531,57.44653100000001,61.966531,56.628265,48.726531,50.346531,58.62653100000001,53.58653100000001,63.86653100000001,45.706531,51.866531,63.556121999999995,54.606531000000004,46.826531,62.90653100000001,56.966531,47.226531,56.386531000000005,62.146531,72.56653100000001,61.206531000000005,55.26653100000001,49.648844,54.706531000000005,58.94653100000001,47.746531,48.506531,49.006531,47.068844,62.206531000000005,43.588265,48.246531,75.00653100000001,48.428265,51.703061,56.72653100000001,57.346531000000006,50.706531,51.086531,49.666531,45.526531,54.588265,49.438265,48.546531
91,31,1,57.794286,65.354286,50.894286,51.626032,66.094286,49.734286,93.294286,64.994286,57.714286,54.414286,63.614286,59.674285999999995,57.394286,51.354286,67.874286,54.074286,46.654286,58.114286,62.534286,57.174285999999995,49.084762,50.934286,59.374286,54.094286,64.494286,46.154286,52.254286,64.154286,55.074286,47.394286,63.414286,58.114286,47.734286,56.834286,62.734286,73.534286,61.734286,55.954285999999996,50.094286,55.294286,59.474286,48.254286,48.974286,49.442637,47.488036,62.874286,44.007754999999996,48.754286,75.794286,48.874286,52.254286,57.314285999999996,57.934286,51.294286,51.534286,50.254286,45.914286,55.034286,49.814285999999996,49.114286
92,31,2,58.240407999999995,65.960408,51.280408,52.040408,66.680408,50.140408,94.120408,65.72040799999999,58.220408,54.920407999999995,64.36040799999999,60.300408,57.780407999999994,51.860408,68.400408,54.540408,47.100408,58.620408,63.050816000000005,57.620408,49.520408,51.520408,59.980408,54.560407999999995,65.100408,46.660408000000004,52.600407999999995,64.86122399999999,55.520407999999996,47.880408,63.840408,58.620408,48.140408,57.260408,63.640407999999994,74.140408,62.200407999999996,56.460407999999994,50.680408,55.700407999999996,59.960407999999994,48.760408,49.420408,49.800408000000004,47.880408,63.380407999999996,44.360408,49.280408,76.500408,49.360408,52.700407999999996,57.86040799999999,58.580408,51.720408,51.940408000000005,50.780408,46.295204,55.560407999999995,50.140408,49.620408000000005
93,32,0,58.811837,66.491837,51.691837,52.611837,67.231837,50.971837,94.871837,66.431837,58.791837,55.571837,65.111837,60.811837,58.273672999999995,52.371837,68.951837,55.131837,47.611837,59.191837,63.651837,58.091837,50.030918,52.151837,60.491837,55.071837,66.031837,47.131837,53.03091800000001,65.631837,55.971837,48.411837,64.391837,59.291837,48.591837,57.671837,64.511837,74.871837,62.811837,56.991837,51.311837,56.231837,60.511837,49.171837,50.251837,50.431837,48.231837,64.071837,44.751837,49.831837,77.171837,49.851836999999996,53.131837,58.571837,59.371837,52.331837,52.291837,51.471837,46.751837,56.191837,50.491837,50.111837
94,32,1,59.281633,67.04163299999999,52.165816,53.10163299999999,67.76163299999999,51.581633000000004,95.68163299999999,67.281633,59.281633,56.201632999999994,65.96163299999999,61.481632999999995,58.781633,52.801632999999995,69.54163299999999,55.821633,47.985816,59.821633,64.18163299999999,58.581633,50.341633,52.661632999999995,61.221633,55.56163299999999,66.661633,47.605816,53.441632999999996,66.421633,56.465816000000004,49.041633000000004,64.825816,59.881632999999994,49.105816,58.041633,65.40163299999999,75.68163299999999,63.501633,57.441632999999996,51.861633000000005,56.841632999999995,60.927211,49.741633,50.861633000000005,50.915816,48.607211,64.641633,45.281633,50.461633,77.90163299999999,50.461633,53.581633,59.121632999999996,59.941632999999996,52.965816000000004,52.715272,51.981633,47.321633,56.721633,50.947210999999996,50.621633
95,32,2,59.779592,67.539592,52.559592,53.479592000000004,68.27959200000001,51.979592,96.27959200000001,67.899592,59.779592,56.859592000000006,66.579592,62.079592000000005,59.379592,53.239592,70.219592,56.399592000000005,48.379591999999995,60.304795999999996,64.69959200000001,59.019592,50.959592,53.199592,61.719592000000006,55.99959200000001,67.239592,48.039592,53.917398,67.05959200000001,56.919592,49.679592,65.174796,60.379592,49.519591999999996,58.339592,66.119592,76.41959200000001,64.05959200000001,57.859592000000006,52.319592,57.299592000000004,61.313196999999995,50.139592,51.259592,51.279592,49.019591999999996,65.099592,45.679592,50.859592,78.439592,51.019591999999996,53.99959200000001,59.619592000000004,60.519592,53.399592000000005,53.099592,52.479592000000004,47.739864000000004,57.279592,51.359592,51.119592
96,33,0,60.37551,68.05551,53.09551,54.035509999999995,68.79551,52.47551,96.99551,68.67551,60.37551,57.65551,67.27551,62.75551,60.395509999999994,53.732755000000004,71.15550999999999,57.23551,48.79551,60.675509999999996,65.39551,59.55551,51.373189,53.675509999999996,62.175509999999996,56.55551,67.98102,48.45551,54.15551,67.95551,57.47551,50.51551,65.682755,61.43551,50.09551,58.75551,66.77551,77.21551,64.93551,58.315509999999996,52.91551,57.87551,61.675509999999996,50.51551,51.74102,51.715509999999995,49.51551,65.65550999999999,46.05551,51.25551,79.05551,51.69551,54.41551,60.175509999999996,61.29551,54.11551,53.47551,52.995509999999996,48.11551,57.995509999999996,51.95551,51.69551
97,33,1,60.840816000000004,68.520816,53.600816,54.460816,69.24081600000001,52.960816,97.620816,69.340816,60.840816000000004,58.160816000000004,68.020816,63.460816,61.280816,54.120816000000005,71.88081600000001,57.960816,49.200815999999996,61.155407999999994,66.000816,60.020816,51.700815999999996,54.160816000000004,62.780816,57.04081600000001,68.60081600000001,48.825408,54.560816,68.520816,58.080816000000006,51.080816,66.10081600000001,62.000816,50.575408,59.085407999999994,67.620816,78.000816,65.640816,58.717704000000005,53.33270400000001,58.440816000000005,62.05540799999999,50.953604999999996,52.240815999999995,52.100272,50.040816,66.220816,46.520815999999996,51.720816,79.60081600000001,52.320816,54.800816000000005,60.640816,61.940816000000005,54.640816,53.900816000000006,53.460816,48.460815999999994,58.480816000000004,52.580816000000006,52.140816
98,33,2,61.243265,68.983265,54.003265,54.783265,69.723265,53.403265000000005,98.263265,69.943265,61.363265000000006,58.623265,68.623265,64.043265,61.803265,54.483265,72.423265,58.483265,49.563265,61.603265,66.543265,60.423265,52.103265,54.583265000000004,63.103265,57.443265000000004,69.123265,49.223265000000005,54.923265,69.10326500000001,58.503265,51.523265,66.423265,62.523265,50.943265000000004,59.383265,68.263265,78.783265,66.163265,59.063265,53.683265000000006,58.863265000000006,62.423265,51.243265,52.683265000000006,52.463265,50.443265000000004,66.583265,46.883265,52.063265,80.10326500000001,52.803265,55.243265,61.003265,62.443265000000004,55.163265,54.263265000000004,53.903265000000005,48.776633000000004,58.863265000000006,52.963265,52.503265
99,34,0,61.62969399999999,69.449388,54.509388,55.189388,70.189388,53.769388,99.125102,70.589388,61.869388,59.129388,69.249388,64.569388,62.329388,54.849388,72.969388,58.989388,49.929388,62.109388,67.169388,60.929388,52.424490000000006,55.069388000000004,63.609388,57.949388,69.688776,49.589388,55.229388,69.749388,58.949388,51.969388,66.869388,63.049388,51.389388000000004,59.769388,68.849388,79.569388,66.669388,59.509388,54.069388000000004,59.349388,62.809388,51.649388,53.049388,52.809388,50.909388,67.089388,47.209388,52.409388,80.609388,53.269388,55.769388,61.429388,62.969388,55.566565000000004,54.629388,54.409388,49.149388,59.189388,53.449388,52.889388000000004
