,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
34,2,33.585306,35.957653,37.617653,39.345306,38.225306,36.405306,36.505306,32.493827,36.345306,35.265306,31.545306,35.765306,27.825306,31.705306,29.545306,36.145306,38.017653,32.525306,31.265306,35.005306,36.725306,40.625306,30.445306,27.565306,27.557653,34.245306,33.485306,33.377653,40.485306,36.245306,45.645306,36.785306,33.185306,31.405306,41.025306,32.205306,30.425306,29.905306,36.465306,33.285306,31.385306,34.965306,32.045306,56.785306,33.445306,42.765306,32.165306,36.125306
35,0,33.8878,36.2878,37.9678,39.6878,38.5678,36.8478,36.8678,32.7878,36.6878,35.6078,31.8078,36.0878,28.1278,31.9878,29.8678,36.4678,38.2878,32.7878,31.5078,35.3478,37.0678,40.9678,30.7278,27.8278,27.8078,34.5878,33.74945,33.6478,40.8478,36.5878,46.0078,37.1078,33.4278,31.7478,41.3478,32.5078,30.6878,30.1789,36.8078,33.6278,31.6789,35.2678,32.3678,57.0478,33.7878,43.1078,32.4689,36.4878
35,1,34.158685,36.618685,38.338685,40.078685,38.898685,37.298685,37.198685,33.098685,36.998685,35.938685,32.098685,36.438685,28.378685,32.278685,30.078685,36.798685,38.498685,33.058685,31.818685,35.678685,37.398685,41.358685,31.038685,28.078685,28.058685,34.918685,34.078685,33.918685,41.238685,36.918685,46.28737,37.418685,33.718685,32.038685,41.718685,32.838685,30.998685,30.398685,37.198685,33.878685,31.978685,35.578685,32.658685,57.358685,34.078685,43.438685,32.798685,36.838685
35,2,34.486984,36.966984,38.706984,40.426984,39.226984,37.706984,37.526984,33.386984,37.346984,36.286984,32.446984,36.766984,28.726984,32.606984,30.406984,37.146984,38.806984,33.366984,32.166984,36.046984,37.746984,41.726984,31.286984,28.326984,28.306984,35.226984,34.366984,34.186984,41.646984,37.266984,46.746984,37.726984,34.026984,32.346984,42.086984,33.146984,31.266984,30.746984,37.566984,34.206984,32.266984,35.946984,32.966984,57.638492,34.426984,43.806984,33.126984,37.186984
36,0,34.806258,37.286258,39.046259,40.786259,39.606258,38.158776,37.926259,33.706259,37.666258,36.606259,32.766259,37.086259,28.986259,32.906259,30.686258,37.486259,39.082517,33.686258,32.506259,36.366259,38.126259,42.046259,31.526259,28.566259,28.566258,35.626259,34.686258,34.466258,42.006259,37.602517,47.082517,38.046258,34.326259,32.646258,42.426259,33.466258,31.526258,31.026259,37.926259,34.486259,32.566259,36.286259,33.266258,57.926258,34.706259,44.146259,33.446258,37.546259
36,1,35.166168,37.626168,39.426168,41.146168,39.966168,38.566168,38.266168,34.026168,37.986168,36.966168,33.126168,37.446168,29.326168,33.266168,30.988723,37.826168,39.526168,34.006168,32.846168,36.746168,38.486168,42.406168,31.866168,28.873234,28.886168,35.986168,35.006168,34.766168,42.406168,38.006168,47.446168,38.406168,34.686168,32.926168,42.826168,33.766168,31.841234,31.346168,38.286168,34.806168,32.846168,36.646168,33.546168,58.226168,35.046168,44.506168,33.726168,37.906168
36,2,35.424127,37.944127,39.827063,41.564127,40.344127,39.004127,38.644127,34.304127,38.364127,37.384127,33.424127,37.784127,29.724127,33.564127,31.284127,38.164127,39.964127,34.284127,33.264127,37.124127,38.844127,42.764127,32.164127,29.204127,29.204127,36.224127,35.404127,35.144127,42.884127,38.424127,47.964127,38.864127,35.084127,33.244127,43.284127,34.104127,32.124127,31.664127,38.704127,35.144127,33.124127,37.044127,33.844127,58.484127,35.324127,45.004127,34.064127,38.324127
37,0,35.917506,38.557506,40.317506,42.197506,41.157506,39.697506,39.457506,34.637506,39.257506,38.057506,34.097506,38.417506,30.277506,34.257506,31.597506,38.637506,40.237506,34.997506,33.897506,38.057506,39.657506,43.317506,32.637506,30.117506,30.117506,36.677506,35.977506,35.797506,43.797506,39.257506,48.765011,39.457506,36.037506,33.757506,43.945011,34.777506,32.577506,32.177506,39.472517,35.597506,33.517506,37.677506,34.377506,58.857506,35.903753,45.937506,34.737506,39.337506
37,1,36.242585,38.882585,40.642585,42.562585,41.642585,40.022585,39.942585,34.962585,39.622585,38.382585,34.442585,38.762585,30.602585,34.582585,31.922585,38.902585,40.502585,35.282585,34.222585,38.442585,40.162585,43.642585,32.962585,30.442585,30.442585,37.002585,36.462585,36.162585,44.242585,39.662585,49.462585,39.742585,36.422585,34.082585,44.362585,35.082585,32.782585,32.502585,39.822585,35.822585,33.762585,38.002585,34.702585,59.082585,36.122585,46.482585,35.042585,39.662585
37,2,36.550249,39.163416,40.990249,42.870249,41.950249,40.410249,40.250249,35.250249,39.910249,38.690249,34.770249,39.070249,30.890249,34.890249,32.200125,39.210249,40.810249,35.590249,34.530125,38.770249,40.450249,43.950249,33.190249,30.700125,30.690249,37.310249,36.910249,36.450249,44.550249,39.970249,49.770249,40.030249,36.790249,34.350249,44.670249,35.350249,33.090249,32.790249,40.130249,36.150249,34.070249,38.330249,35.010249,59.350249,36.430249,46.930249,35.310249,39.970249
38,0,36.807029,39.418118,41.318118,43.158118,42.198118,40.718118,40.478118,35.51802,40.218118,38.998118,35.078118,39.378118,31.174059,35.198118,32.462029,39.518118,41.041015,35.878118,34.771624,39.138118,40.678118,44.258118,33.398118,30.93802,30.936874,37.578118,37.212029,36.758118,44.878118,40.278118,50.072029,40.338118,37.098118,34.637029,44.978118,35.658118,33.398118,33.098118,40.418118,36.398118,34.278118,38.638118,35.318118,59.598118,36.724059,47.278118,35.618118,40.278118
38,1,37.158413,39.667443,41.659773,43.539773,42.539773,41.059773,40.849546,35.707443,40.499773,39.299773,35.379773,39.659773,31.459773,35.459773,32.739773,39.799773,41.279773,36.139773,34.999773,39.559773,41.059773,44.519773,33.699773,31.159773,31.139773,37.879773,37.479773,36.999773,45.179773,40.579773,50.319773,40.639773,37.379773,34.899773,45.279773,35.939773,33.637443,33.299773,40.679773,36.639773,34.579773,38.999773,35.619773,59.899773,36.999773,47.579773,35.919773,40.619773
38,2,37.564853,39.984853,41.984853,43.864853,42.904853,41.444853,41.184853,36.024853,40.839705,39.624853,35.719705,39.999705,31.784853,35.764853,33.084853,40.124853,41.584853,36.404853,35.264853,39.884853,41.384853,44.904853,34.024853,31.464853,31.464853,38.204853,37.844853,37.287426,45.544853,40.904853,50.644853,40.904853,37.704853,35.384853,45.604853,36.264853,33.924853,33.604853,41.099705,36.964853,34.904853,39.344853,36.024853,60.224853,37.324853,47.904853,36.244853,41.024853
39,0,37.839652,40.358957,42.398957,44.218957,43.258957,41.898957,41.558957,36.358957,41.198957,39.978957,36.058957,40.358957,32.118957,36.098957,33.438957,40.478957,41.878957,36.718957,35.558957,40.376871,41.738957,45.258957,34.338957,31.738957,31.738957,38.576871,38.158957,37.578957,45.978957,41.238957,50.998957,41.238957,37.978957,35.698957,45.958957,36.618957,34.238957,33.952986,41.478957,37.298957,35.198957,39.658957,36.378957,60.538957,37.678957,48.258957,36.598957,41.418957
39,1,38.064036,40.657018,42.764036,44.584036,43.584036,42.304036,41.864036,36.644036,41.504036,40.304036,36.347018,40.684036,32.404036,36.364036,33.624036,40.784036,42.064036,36.984036,35.844036,40.724036,42.064036,45.604036,34.624036,31.937018,31.924036,38.897018,38.464036,37.864036,46.344036,41.564036,51.304036,41.524036,38.244036,35.984036,46.324036,36.984036,34.541345,34.104036,41.844036,37.604036,35.497018,39.964036,36.664036,60.804036,37.964036,48.604036,36.944036,41.764036
39,2,38.403946,41.003946,43.123946,44.963946,43.903946,42.703946,42.203946,36.943946,41.863946,40.663946,36.703946,41.023946,32.723946,36.703946,33.943946,41.123946,42.363946,37.283946,36.174649,41.043946,42.423946,45.983946,34.863946,32.203946,32.203946,39.223946,38.803946,38.154649,46.743946,41.863946,51.711837,41.803946,38.603946,36.314649,46.683946,37.243946,34.843946,34.436973,42.183946,37.927982,35.803946,40.343946,36.983946,61.123946,38.283946,48.983946,37.203946,42.123946
40,0,38.72483,41.317415,43.497415,45.317415,44.257415,43.097415,42.557415,37.257415,42.177415,40.977415,37.017415,41.377415,33.037415,37.017415,34.257415,41.457415,42.677415,37.597415,36.457415,41.397415,42.777415,46.317415,35.177415,32.477415,32.477415,39.597415,39.117415,38.437415,47.057415,42.197415,52.137415,42.157415,38.917415,36.597415,47.00483,37.597415,35.137415,34.717415,42.537415,38.237415,36.117415,40.657415,37.277415,61.437415,38.597415,49.337415,37.557415,42.537415
40,1,39.013345,41.63223,43.816689,45.636689,44.576689,43.516689,42.873345,37.554448,42.538896,41.296689,37.336689,41.723345,33.303345,37.333345,34.513345,41.793345,43.01223,37.856669,36.733345,41.733345,43.09223,46.676689,35.483345,32.73223,32.735338,39.878896,39.43223,38.836689,47.516689,42.515338,52.476689,42.456689,39.218896,36.896689,47.356689,37.918336,35.415338,35.013345,42.896689,38.536689,36.378896,41.053345,37.593345,61.713345,38.896689,49.756689,37.896669,42.896689
40,2,39.323673,41.983673,44.223673,45.983673,44.983673,44.023673,43.283673,37.843673,42.863673,41.743673,37.663673,42.103673,33.643673,37.623673,34.834558,42.143673,43.354558,38.163673,37.026837,42.083673,43.483673,47.123673,35.803673,33.056837,33.063673,40.176837,39.783673,39.283673,47.963673,42.843673,52.923673,42.943673,39.583673,37.183673,47.723673,38.243673,35.683673,35.343673,43.283673,38.863673,36.663673,41.423673,37.883673,61.974558,39.243673,50.223673,38.203673,43.343673
41,0,39.673152,42.393152,44.616304,46.393152,45.401519,44.472064,43.721519,38.251051,43.513152,42.153152,38.053859,42.513152,34.053152,37.973152,35.133152,42.533152,43.673152,38.573152,37.473152,42.793152,43.918367,47.533152,36.191576,33.472064,33.488912,40.573152,40.193152,39.776304,48.436191,43.256304,53.356304,43.410975,40.053152,37.593152,48.293152,38.675215,36.053152,35.753152,43.793152,39.253152,37.013152,41.833152,38.293152,62.305788,39.620788,50.859456,38.635215,43.816304
41,1,39.989297,42.709297,44.989297,46.749297,45.929297,45.169297,44.209297,38.469297,43.829297,42.469297,38.289297,42.889297,34.409297,38.269297,35.449297,42.809297,43.849297,38.889297,37.809297,43.349297,44.449297,48.049297,36.449297,33.909297,33.909297,40.889297,40.549297,40.249297,49.209297,43.649297,54.429297,43.929297,40.329766,37.909297,48.668594,39.089649,36.289297,36.009649,44.109297,39.529297,37.289297,42.129297,38.569297,62.649297,39.849297,51.409297,39.049649,44.169297
41,2,40.307937,42.987937,45.367937,47.067937,46.227937,45.587937,44.527937,38.747937,44.127937,42.747937,38.567937,43.167937,34.687937,38.587937,35.767937,43.087937,44.127937,39.167937,38.067937,43.757619,44.727937,48.327937,36.687937,34.147937,34.147937,41.187937,40.827937,40.527937,49.507937,43.927937,54.747937,44.207937,40.607937,38.167937,48.947937,39.327937,36.607937,36.267937,44.407937,39.795979,37.567937,42.427937,38.847937,63.027937,40.127937,51.747937,39.287937,44.447937
42,0,40.615601,43.255601,45.735601,47.395601,46.475601,45.895601,44.8114,38.975601,44.435601,43.055601,38.875601,43.495601,34.975601,38.895601,36.035601,43.395601,44.435601,39.435601,38.315601,44.095601,45.0164,48.715601,36.8828,34.355601,34.3528,41.495601,41.095601,40.835601,49.815601,44.235601,55.051867,44.495601,40.935601,38.415601,49.255601,39.595601,36.898534,36.515601,44.715601,40.0628,37.815601,42.755601,39.175601,63.355601,40.435601,52.055601,39.575601,44.755601
42,1,40.954875,43.524958,46.074875,47.694875,46.834875,46.274875,45.134875,39.234875,44.754875,43.374875,39.134875,43.814875,35.254875,39.174875,36.354875,43.714875,44.614875,39.734875,38.594875,44.414875,45.334875,49.014875,37.174875,34.614875,34.614875,41.814875,41.374875,41.102438,50.214875,44.574875,55.314875,44.814875,41.234875,38.754875,49.574875,39.894875,37.174875,36.774875,44.994875,40.354875,38.114875,43.094875,39.494875,63.694875,40.734875,52.354875,39.854875,45.074875
42,2,41.334535,43.834535,46.394535,48.094535,47.194535,46.674535,45.494535,39.538178,45.114535,43.694535,39.531512,44.194535,35.574535,39.494535,36.672268,44.034535,44.902268,40.054535,38.914535,44.794535,45.694535,49.474535,37.474535,34.974535,34.956134,42.134535,41.694535,41.394535,50.574535,44.894535,55.614535,45.134535,41.634535,39.211512,49.934535,40.274535,37.438907,37.074535,45.394535,40.634535,38.431512,43.454535,39.874535,64.054535,41.054535,52.674535,40.234535,45.534535
43,0,41.625737,44.185737,46.765737,48.445737,47.565737,47.101474,45.885737,39.865737,45.465737,44.045737,39.765737,44.621474,35.857868,39.805737,37.005737,44.385737,45.187868,40.325737,39.205737,45.161474,46.065737,49.825737,37.765737,35.265737,35.245737,42.521474,42.005737,41.677868,50.985737,45.261474,55.965737,45.445737,41.917868,39.485737,50.301474,40.605737,37.745737,37.413934,45.765737,40.967868,38.725737,43.785737,40.225737,64.325737,41.405737,53.025737,40.565737,45.901474
43,1,41.935918,44.495918,47.155918,48.795918,47.915918,47.475918,46.215918,40.155918,45.775918,44.355918,40.015918,44.995918,36.115918,40.075918,37.235918,44.675918,45.335918,40.595918,39.515918,45.515918,46.415918,50.135918,38.055918,35.495918,35.475918,42.835918,42.315918,41.975918,51.375918,45.595918,56.275918,45.755918,42.155918,39.755918,50.655918,40.875918,38.015918,37.595918,46.115918,41.255918,38.995918,44.075918,40.515918,64.575918,41.755918,53.375918,40.835918,46.215918
43,2,42.266803,44.826803,47.506803,49.146803,48.246803,47.886803,46.546803,40.426803,46.126803,44.686803,40.346803,45.346803,36.426803,40.386803,37.566803,45.006803,45.626803,40.886803,39.906803,45.846803,46.746803,50.506803,38.306803,35.738401,35.738401,43.146803,42.646803,42.266803,51.766803,45.926803,56.646803,46.046803,42.486803,40.066803,51.006803,41.206803,38.286803,37.926803,46.486803,41.566803,39.286803,44.426803,40.826803,64.886803,42.106803,53.706803,41.166803,46.546803
44,0,42.580272,45.120272,47.900272,49.520272,48.620272,48.460272,46.900272,40.740272,46.440272,45.000272,40.620272,45.680272,36.700272,40.660272,37.880272,45.340272,45.900272,41.180272,40.250544,46.240272,47.120272,50.880272,38.580272,35.980272,35.980272,43.520272,42.980272,42.540272,52.140272,46.280816,57.040272,46.380272,42.780272,40.360272,51.360272,41.500272,38.560272,38.240272,46.840272,41.860272,39.580272,44.780272,41.080272,65.180272,42.440272,54.060272,41.480272,46.940272
44,1,42.862188,45.454376,48.254376,49.874376,48.954376,48.914376,47.254376,41.014376,46.794376,45.354376,40.934376,46.054376,37.034376,40.982188,38.174376,45.694376,46.294376,41.501094,40.654376,46.594376,47.462188,51.234376,38.874376,36.334376,36.334376,43.834376,43.334376,42.894376,52.514376,46.654376,57.394376,46.734376,43.134376,40.614376,51.714376,41.842188,38.834376,38.554376,47.194376,42.154376,39.834376,45.114376,41.394376,65.494376,42.734376,54.434376,41.802188,47.334376
44,2,43.152336,45.792336,48.652336,50.332336,49.332336,49.517007,47.632336,41.332336,47.212336,45.772336,41.272336,46.452336,37.412336,41.352336,38.472336,46.052336,46.772336,41.752336,41.092336,47.052336,47.854671,51.692336,39.192336,36.712336,36.712336,44.172336,43.792336,43.332336,53.052336,47.094671,57.917007,47.192336,43.532336,40.912336,52.132336,42.172336,39.152336,38.932336,47.692336,42.512336,40.152336,45.532336,41.692336,65.812336,43.094671,54.912336,42.152336,47.832336
45,0,43.509615,46.329615,49.209615,51.009229,50.049615,50.288844,48.329615,41.668432,48.149615,46.329615,41.689807,47.069615,38.009615,41.969615,38.792802,46.649615,47.409615,42.429615,41.828844,48.229615,48.589615,52.369615,39.689615,37.649615,37.629615,44.649615,44.608844,43.909229,54.008844,47.869615,58.869229,47.869615,44.389615,41.229615,52.749615,42.769615,39.469615,39.409615,48.349615,42.889615,40.709615,46.129615,42.369615,66.096538,43.709615,55.569615,42.729615,48.829615
45,1,43.928209,46.748209,49.628209,51.488209,50.568209,50.788209,48.868209,42.068209,48.588209,46.788209,42.028209,47.588209,38.588209,42.428209,39.088209,47.228209,47.828209,42.888209,42.308209,48.728209,49.068209,52.908209,40.148209,38.088209,38.088209,45.208209,45.288209,44.408209,54.686417,48.468209,59.461043,48.348209,44.928209,41.508209,53.288209,43.228209,39.788209,39.908209,48.808209,43.188209,41.068209,46.548209,42.886417,66.408209,44.228209,56.068209,43.188209,49.828209
45,2,44.161678,47.181678,49.961678,51.793893,50.901678,51.221678,49.201678,42.381678,48.901678,47.101678,42.361678,47.921678,38.855839,42.721678,39.401678,47.641678,48.141678,43.261678,42.721678,49.101678,49.401678,53.265839,40.475839,38.465839,38.461678,45.541678,45.641678,44.861678,55.153893,48.841678,59.801678,48.661678,45.321678,41.795839,53.641678,43.501678,40.101678,40.261678,49.141678,43.521678,41.361678,46.941678,43.421678,66.705839,44.581678,56.541678,43.481678,50.161678
46,0,44.480952,47.465476,50.320952,52.080952,51.200952,51.600952,49.500952,42.600952,49.200952,47.420952,42.680952,48.260952,39.135476,43.040952,39.700952,47.972738,48.380952,43.500952,43.000952,49.420952,49.720952,53.580952,40.740952,38.685476,38.680952,45.920952,45.980952,45.180952,55.520952,49.180952,60.140952,48.960952,45.680952,42.060952,53.920952,43.765476,40.340952,40.600952,49.460952,43.820952,41.640952,47.320952,43.740952,67.000952,44.880952,56.860952,43.740952,50.540952
46,1,44.826667,47.806667,50.686667,52.466667,51.566667,51.986667,49.866667,42.926667,49.546667,47.786667,43.046667,48.606667,39.466667,43.306667,40.006667,48.286667,48.726667,43.828889,43.366667,49.766667,50.066667,53.946667,41.086667,39.006667,39.006667,46.346667,46.366667,45.526667,55.906667,49.546667,60.486667,49.286667,46.086667,42.398333,54.346667,44.026667,40.646667,40.906667,49.866667,44.146667,41.986667,47.686667,44.106667,67.306667,45.226667,57.206667,44.006667,50.986667
46,2,45.201406,48.201406,51.081406,52.821406,51.961406,52.481406,50.261406,43.261406,50.001406,48.181406,43.401406,49.012812,39.841406,43.621406,40.255703,48.681406,49.121406,44.221406,43.761406,50.141406,50.461406,54.341406,41.481406,39.401406,39.401406,46.675703,46.807029,46.001406,56.415624,49.952812,60.881406,49.701406,46.481406,42.741406,54.761406,44.421406,40.941406,41.301406,50.341247,44.501406,42.381406,48.141406,44.741406,67.701406,45.541406,57.601406,44.401406,51.561406
47,0,45.506485,48.526485,51.506485,53.126485,52.246485,52.846485,50.526485,43.506485,50.286485,48.506485,43.706485,49.386485,40.086485,43.946485,40.566485,49.106485,49.309561,44.506485,44.086485,50.446485,50.746485,54.906485,41.906485,39.646485,39.646485,46.966485,47.146485,46.366485,56.846485,50.266485,61.386485,50.106485,46.766485,42.986485,55.086485,44.746485,41.206485,41.686485,50.906485,44.806485,42.706485,48.446485,44.986485,67.986485,45.866485,58.086485,44.706485,51.886485
47,1,45.896735,48.916735,51.876735,53.476735,52.576735,53.176735,50.856735,43.796735,50.576735,48.796735,43.983469,49.716735,40.456735,44.276735,40.836735,49.523469,49.496735,44.836735,44.476735,50.736735,51.063469,55.270204,42.176735,39.936735,39.936735,47.336735,47.516735,46.656735,57.256735,50.676735,61.763469,50.456735,47.063469,43.256735,55.423469,45.016735,41.496735,42.056735,51.216735,45.096735,43.016735,48.836735,45.296735,68.276735,46.176735,58.383469,44.996735,52.316735
47,2,46.070204,49.210204,52.210204,53.790204,52.890204,53.550204,51.170204,44.080102,50.870204,49.110204,44.290204,50.030102,40.716735,44.570102,41.116735,49.870204,49.775051,45.190204,44.780102,51.110204,51.370204,55.750204,42.470102,40.230102,40.230102,47.630204,47.810204,46.970204,57.590204,50.990204,62.150204,50.730204,47.470204,43.530204,55.730204,45.310204,41.770204,42.350204,51.530204,45.390204,43.310204,49.190204,45.590204,68.570204,46.480102,58.710204,45.270204,52.630204
48,0,46.361088,49.541088,52.541088,54.081088,53.181088,53.881088,51.501088,44.341088,51.177772,49.441088,44.621088,50.341088,40.941088,44.841088,41.401088,50.181088,50.041088,45.521088,45.081088,51.401088,51.701088,56.081088,42.708218,40.461088,40.441088,47.961088,48.101088,47.221088,57.901088,51.301088,62.447029,51.021088,47.821088,43.761088,55.981088,45.601088,42.001088,42.621088,51.881088,45.641088,43.581088,49.521088,45.901088,68.841088,46.781088,58.981088,45.567029,52.961088
48,1,46.655193,49.835193,52.955193,54.495193,53.515193,54.355193,51.795193,44.675193,51.495193,49.795193,44.935193,50.715193,41.262596,45.155193,41.655193,50.495193,50.395193,45.955193,45.395193,51.775193,52.015193,56.395193,43.055193,40.795193,40.775193,48.355193,48.475193,47.575193,58.295193,51.675193,62.895193,51.435193,48.155193,44.155193,56.315193,45.915193,42.335193,42.915193,52.335193,46.015193,43.935193,49.895193,46.255193,69.192596,47.175193,59.435193,45.895193,53.380385
48,2,47.078957,50.218957,53.378957,54.918957,53.938957,54.758957,52.218957,44.998957,51.838957,50.218957,45.318957,51.178957,41.618159,45.504478,41.995791,50.918957,50.818957,46.326319,45.758957,52.158957,52.434478,56.958957,43.394478,41.218957,41.198957,48.738957,48.859791,47.902239,58.718957,52.098957,63.318957,51.878957,48.638957,44.519652,56.719652,46.358957,42.618957,43.284478,52.858957,46.326319,44.358957,50.298957,46.758957,69.518159,47.618957,59.998957,46.318957,53.958957
49,0,47.341451,50.541451,53.801451,55.161451,54.241451,55.121451,52.521451,45.261451,52.181451,50.561451,45.681451,51.515726,41.901451,45.761451,42.221451,51.341451,51.061451,46.661451,46.001451,52.441451,52.741451,57.361451,43.641451,41.521451,41.501451,49.081451,49.161451,48.19629,59.201451,52.421451,63.741451,52.141451,49.001451,44.775726,57.041451,46.701451,42.915726,43.621451,53.281451,46.661451,44.661451,50.601451,47.001451,69.801451,47.961451,60.541451,46.661451,54.301451
49,1,47.715556,50.895556,54.155556,55.555556,54.615556,55.515556,52.895556,45.575556,52.575556,50.915556,46.035556,51.795556,42.275556,46.035556,42.495556,51.695556,51.275556,46.975556,46.315556,52.715556,53.135556,57.775556,43.895556,41.835556,41.835556,49.455556,49.535556,48.455556,59.535556,52.795556,64.175556,52.515556,49.335556,44.995556,57.315556,46.895556,43.146389,43.895556,53.655556,46.935556,44.995556,50.975556,47.275556,70.075556,48.435556,60.955556,46.867593,54.735556
49,2,47.92127,51.233757,54.50127,55.88127,54.92127,55.90127,53.20127,45.84127,52.94127,51.28127,46.34127,52.12127,42.52127,46.380423,42.84127,52.11254,51.54127,47.32127,46.62127,53.18127,53.42127,58.26127,44.20127,42.10127,42.10127,49.74127,49.88127,48.78127,59.90127,53.10127,64.46127,52.80127,49.74127,45.30127,57.62127,47.22127,43.44127,44.24127,54.02127,47.20127,45.30127,51.33254,47.58127,70.37254,48.80127,61.34127,47.18127,55.10127
50,0,48.223129,51.503129,54.783129,56.223129,55.223129,56.283129,53.503129,46.092626,53.223129,51.583129,46.623129,52.383129,42.783129,46.643129,43.063129,52.423129,51.783129,47.543129,46.843129,53.483129,53.723129,58.583129,44.483129,42.363129,42.363129,50.083129,50.183129,49.083129,60.203129,53.383129,64.743129,53.103129,50.043129,45.543129,57.863129,47.483129,43.723129,44.483129,54.383129,47.503129,45.603129,51.663129,47.863129,70.683129,49.103129,61.643129,47.463129,55.403129
50,1,48.480454,51.845227,55.160454,56.565227,55.520454,56.700454,53.820454,46.393485,53.600454,51.960454,46.915227,52.720454,43.040454,46.925227,43.332091,52.705227,52.080454,47.860454,47.205227,53.840454,54.040454,58.940454,44.760454,42.565227,42.560454,50.435227,50.440454,49.345227,60.580454,53.640454,65.160454,53.425227,50.420454,45.820454,58.215227,47.760454,44.000454,44.705227,54.760454,47.773485,45.880454,52.000454,48.195227,70.925227,49.445227,62.000454,47.725227,55.800454
50,2,48.804218,52.184218,55.544218,56.924218,55.924218,57.224218,54.224218,46.677109,53.964218,52.384218,47.244218,53.124218,43.424218,47.244218,43.684218,53.044218,52.404218,48.144218,47.644218,54.284218,54.424218,59.424218,45.104218,42.864218,42.864218,50.764218,50.724218,49.704218,61.004218,54.004218,65.684218,53.744218,50.804218,46.104218,58.624218,48.064218,44.277109,45.037109,55.184218,48.104218,46.224218,52.384218,48.464218,71.207109,49.804218,62.344218,48.037109,56.144218
51,0,49.206712,52.546712,55.906712,57.246712,56.366712,57.846712,54.666712,46.926712,54.306712,52.726712,47.600136,53.526712,43.786712,47.586712,44.026712,53.366712,52.678356,48.446712,48.166712,54.706712,54.866712,59.866712,45.486712,43.226712,43.226712,51.126712,51.046712,50.046712,61.546712,54.443424,66.046712,54.086712,51.146712,46.406712,59.086712,48.406712,44.586712,45.346712,55.606712,48.486712,46.566712,52.766712,48.766712,71.506712,50.166712,63.023424,48.366712,56.606712
51,1,49.446621,52.906621,56.266621,57.663243,56.706621,58.263243,55.006621,47.266621,54.666621,53.086621,47.966621,53.906621,44.126621,47.946621,44.266621,53.726621,52.926621,48.806621,48.563243,55.086621,55.226621,60.266621,45.866621,43.506621,43.488311,51.486621,51.406621,50.366621,61.906621,54.906621,66.406621,54.426621,51.426621,46.706621,59.446621,48.706621,44.886621,45.688311,55.926621,48.766621,46.906621,53.126621,49.086621,71.826621,50.466621,63.446621,48.666621,57.006621
51,2,49.725261,53.205261,56.605261,57.985261,57.025261,58.705261,55.305261,47.545261,55.025261,53.365261,48.245261,54.225261,44.385261,48.185261,44.525261,54.045261,53.205261,49.325261,48.845261,55.365261,55.525261,60.545261,46.105261,43.725261,43.725261,51.765261,51.685261,50.645261,62.260522,55.225261,66.705261,54.725261,51.705261,46.965261,59.725261,48.985261,45.185261,45.925261,56.285261,49.025261,47.185261,53.505261,49.365261,72.085261,50.765261,63.785261,48.965261,57.385261
52,0,50.019365,53.559365,56.959365,58.339365,57.359365,59.079365,55.659365,47.839365,55.379365,53.719365,48.559365,54.559365,44.699365,48.504683,44.839365,54.379365,53.519365,49.639365,49.159365,55.699365,55.859365,60.899365,46.399365,44.019365,43.999365,52.119365,51.979365,50.939365,62.659365,55.579365,67.079365,55.039365,52.039365,47.259365,60.079365,49.339365,45.479365,46.239365,56.639365,49.314683,47.499365,53.899365,49.699365,72.399365,51.119365,64.159365,49.319365,57.779365
52,1,50.330125,53.870249,57.290249,58.670249,57.690249,59.450249,55.970249,48.150249,55.710249,54.050249,48.890125,54.890249,44.990125,48.810249,45.110249,54.710249,53.830249,49.910249,49.450249,56.030249,56.190249,61.220125,46.690249,44.250249,44.270125,52.430249,52.290249,51.230249,62.990249,55.950249,67.410249,55.370249,52.350249,47.530249,60.390249,49.590249,45.770125,46.590249,56.990249,49.630125,47.770249,54.270249,49.990249,72.67675,51.420125,64.550249,49.550249,58.190249
52,2,50.670159,54.230159,57.650159,59.030079,58.010159,60.010159,56.290159,48.410159,56.070159,54.410159,49.210159,55.250159,45.250159,49.130159,45.410159,55.070159,54.290159,50.270159,49.810159,56.430159,56.510159,61.570159,46.990159,44.610159,44.610159,52.790159,52.650159,51.550159,63.470159,56.410159,67.830159,55.790159,52.690159,47.850159,60.730159,49.870159,46.070159,46.970159,57.450159,49.950159,48.070159,54.710159,50.290159,72.950159,51.770159,64.950159,49.830159,58.750159
