,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
89,2,86.949819,95.629819,98.409819,100.08982,99.029819,108.78982,97.468549,84.209955,94.349819,92.149819,85.729819,97.269819,79.34997,83.609819,79.269819,92.169819,97.509819,85.409819,87.269819,97.669819,97.709819,102.38982,80.989909,75.709819,75.709974,90.929819,94.049819,88.049819,111.98982,99.349819,116.50982,95.549819,92.629819,81.389819,101.26982,88.009819,77.56998,79.749819,99.869819,88.349819,82.969819,93.589819,86.229819,109.58982,90.349819,110.84982,87.969819,104.50982
90,0,87.221859,95.941859,98.781859,100.52186,99.536032,109.12186,97.961859,84.521859,94.841859,92.461859,85.941859,97.925578,79.604372,83.921859,79.581859,92.481859,97.821859,85.621859,87.501859,97.901859,98.225578,102.70186,81.301859,76.021859,76.001859,91.241859,94.361859,88.361859,112.58186,99.773719,117.10186,95.881859,92.981859,81.701859,101.84558,88.341859,77.881859,80.061859,100.20186,88.661859,83.281859,93.901859,86.541859,109.90186,90.721859,111.42186,88.281859,104.84186
90,1,87.498549,96.278549,99.098549,100.87855,100.03855,109.45855,98.338549,84.818549,95.098549,92.798549,86.258549,98.238549,79.918549,84.148364,79.898549,92.818549,98.421292,85.918549,87.758549,98.238549,98.558549,103.01855,81.554274,76.184274,76.15971,91.558549,94.538549,88.458549,112.91855,100.13855,117.50129,96.218549,93.278549,81.938549,102.4871,88.618549,78.178549,80.298549,100.53855,88.978549,83.618549,94.238549,86.878549,110.23855,91.078549,111.87855,88.578549,105.17855
90,2,87.739565,96.757823,99.417823,101.21782,100.29391,109.77782,98.597823,85.017823,95.437823,93.117823,86.472608,98.493912,80.137823,84.457823,80.195565,93.093912,98.877823,86.217823,88.077823,98.597823,98.817823,103.30391,81.773912,76.417823,76.417823,91.877823,94.857823,88.717823,113.25782,100.47782,117.87782,96.517823,93.537823,82.177823,102.81782,88.837823,78.457823,80.617823,100.85782,89.237823,83.891956,94.517823,87.175565,110.55782,91.537823,112.21782,88.797823,105.49782
91,0,88.115782,97.155782,99.775782,101.69578,100.69578,110.13578,99.015782,85.315782,95.855782,93.535782,86.775782,98.855782,80.388578,84.872891,80.415782,93.435782,99.415782,86.415782,88.375782,99.015782,99.235782,103.61578,82.055782,76.675782,76.675782,92.115782,95.055782,88.988223,113.73578,100.89578,118.29578,96.835782,93.895782,82.535782,103.25578,89.255782,78.688707,80.715782,101.23578,89.675782,84.164297,94.855782,87.475782,110.95578,91.715782,112.69578,89.215782,105.85578
91,1,88.504717,97.584717,100.14472,102.30472,101.08472,110.50472,99.384717,85.704717,96.244717,93.924717,87.084717,99.344717,80.684717,85.124717,80.724717,93.744717,100.38472,86.784717,88.764717,99.244717,99.624717,104.00472,82.424717,76.964717,76.964717,92.444717,95.424717,89.344717,114.16472,101.36472,119.01415,97.204717,94.224717,82.784717,103.78472,89.684717,79.064717,81.064717,101.54472,90.084717,84.488239,95.244717,87.764717,111.36472,92.444717,113.20472,89.644717,106.24472
91,2,88.916871,97.996871,100.57687,102.96558,101.52435,110.91687,99.824354,86.016871,96.656871,94.336871,87.399716,99.736871,81.076871,85.456871,81.116871,94.176871,100.91687,87.176871,89.216871,99.656871,100.0781,104.33687,82.736871,77.236871,77.236871,92.856871,95.796871,89.676871,114.51448,101.98374,119.81687,97.596871,94.636871,83.176871,104.41687,90.096871,79.299344,81.316871,101.85207,90.496871,84.896871,95.616871,88.276871,111.77687,92.816871,113.78435,90.056871,106.61687
92,0,89.15483,98.17483,100.99966,103.85483,102.11483,111.31483,100.41483,86.35483,96.75483,94.75483,87.71483,100.15483,81.39483,85.81483,81.247931,94.43483,101.33483,87.59483,89.69483,100.13483,100.63483,104.65483,83.07483,77.51483,77.51483,93.154981,96.19483,90.05483,114.95483,102.71483,120.23483,98.01483,95.05483,83.63483,104.91483,90.51483,79.53483,81.73483,102.05483,91.03483,85.19483,95.85483,88.77483,112.19483,93.17483,114.25483,90.49483,106.93483
92,1,89.640499,98.720499,101.5605,105.0005,102.8405,111.7805,101.1405,86.700499,97.300499,95.300499,88.230998,100.7005,81.820499,86.360499,81.760499,94.980499,101.9405,88.140499,90.360499,100.6805,101.391,105.0405,83.480499,78.000499,78.000499,93.580499,96.720499,90.600499,116.6605,103.2805,120.8005,98.640499,95.600499,84.220499,105.6605,91.015611,80.080499,82.120499,102.4605,91.620499,85.520499,96.380499,89.360499,112.72017,93.720499,115.6205,90.973367,107.4805
92,2,90.213197,100.0132,102.4332,105.8932,103.3932,112.3732,101.9532,87.453197,98.353197,96.113197,89.073197,101.5932,82.233197,87.173197,82.393197,95.833197,102.7532,88.953197,91.113197,101.4932,102.2132,105.8132,84.233197,78.813197,78.813197,94.333197,97.553197,91.413197,117.5732,104.1132,122.0332,99.453197,96.293197,85.033197,107.8132,91.693197,80.673197,82.933197,103.5532,92.373197,86.273197,97.093197,90.173197,113.3532,94.293197,116.4532,91.153197,108.2932
