,,pid1263-22,pid50848-09,pid5667269b-36,pid9048-22,pid9049-22,pid9054-22,pid9055-22,pid9058-22,pid9059-22,pid9060-22,pid9061-22,pid9062-22,pid9063-22,pid9065-17,pid9066-22,pid9067-21,pid9068-14,pid9070b-05,pid9072-22,pid9073-24,pid9074f-22,pid9075-22,pid9080-05,pid9090-10,pid9092-02,pid9093-22,pid9094-22,pid9097-05,pid9099-22,pid9101b-04,pid9104-22,pid9105b-05,pid9111-22,pid9112-08,pid9114-30,pid9118-22,pid9133-11,pid9137-12,pid9138-22,pid9139-22,pid9153-22,pid9166g-01,pid9170-22,pid9174-22,pid917509-03,pid918713-18,pid918904-07,pid9192-22
37,0,66.964898,55.304898,74.444898,70.304898,55.084898,61.524898,66.444898,55.424898,63.997449,67.084898,66.664898,78.064898,72.524898,63.444898,60.204898,51.664898,70.104898,61.224898,68.264898,70.684898,58.424898,59.804898,60.244898,62.944898,63.224898,56.684898,63.364898,47.124898,65.404898,57.924898,65.824898,85.204898,78.564898,44.284898,61.304898,66.104898,63.324898,65.244898,57.644898,68.784898,79.124898,64.284898,68.944898,59.124898,49.244898,53.724898,57.864898,66.804898
37,1,68.119592,56.659592,75.999592,71.439592,55.679592,63.099592,68.139592,56.759592,64.779592,68.419592,68.059592,79.459592,74.299592,64.579592,61.419592,52.959592,71.239592,62.659592,69.659592,71.819592,59.879592,60.679592,61.359592,63.779592,64.079592,58.419592,64.359592,48.299592,66.659592,59.179592,67.119592,87.099592,80.519592,45.519592,62.399592,67.819592,64.459592,66.419592,58.859592,70.219592,80.279592,65.559592,70.259592,60.959592,50.359592,54.679592,59.039592,68.439592
37,2,69.302653,58.136327,78.836327,72.896327,56.616327,64.716327,71.322653,58.236327,66.036327,70.616327,69.796327,81.656327,76.736327,66.016327,63.096327,54.393163,72.916327,64.976327,71.756327,73.296327,61.436327,61.776327,62.796327,64.876327,65.516327,61.136327,65.533163,49.756327,68.056327,60.756327,68.896327,89.876327,83.136327,47.276327,63.856327,71.362653,65.776327,68.776327,60.516327,72.116327,81.936327,67.136327,73.476327,62.396327,51.756327,55.584388,61.116327,71.036327
38,0,70.134286,59.334286,80.134286,74.017381,57.414286,65.374286,72.114286,59.434286,66.934286,71.214286,70.874286,82.754286,77.694286,67.314286,63.514286,55.354286,73.774286,65.854286,72.654286,74.154286,62.074286,62.694286,63.694286,65.594286,66.394286,61.974286,66.494286,52.214286,69.214286,61.434286,69.594286,90.674286,84.574286,47.814286,64.594286,72.014286,66.694286,69.674286,61.694286,73.114286,83.474286,67.934286,74.774286,63.414286,52.494286,56.914286,61.894286,72.454286
38,1,70.924082,59.964082,80.818163,74.764082,58.284082,65.944082,72.704082,60.064082,67.718163,71.892245,71.604082,83.424082,78.444082,68.204082,64.124082,56.304082,74.464082,66.678163,73.404082,75.104082,62.524082,63.504082,64.464082,66.344082,67.124082,62.687041,67.344082,52.704082,69.904082,62.208027,70.804898,91.324082,85.364082,48.364082,65.144082,72.569014,67.584082,70.144082,62.564082,73.972245,84.664082,68.564082,75.644082,64.064082,53.004082,57.804082,62.840408,73.418163
38,2,71.650612,60.670612,81.570612,75.510612,58.970612,66.690612,73.390612,60.770612,68.490612,72.910612,72.390612,84.470612,79.470612,68.930612,64.970612,57.090612,75.191224,67.550612,74.090612,75.830612,63.250612,64.250612,65.090612,67.070612,68.270612,63.250612,67.970612,53.430612,70.550612,62.850612,71.530612,92.250612,86.091224,49.070612,66.070612,73.090612,68.290612,70.810612,63.350612,74.790612,85.590612,69.430612,76.510612,64.890612,53.770612,58.550612,63.610612,74.290612
39,0,72.222857,61.422857,82.302857,76.382857,59.582857,67.322857,74.242857,61.522857,69.262857,73.922857,73.202857,85.282857,80.802857,69.542857,65.482857,57.602857,75.882857,68.522857,75.102857,76.762857,63.782857,64.902857,65.862857,67.762857,69.462857,63.822857,68.602857,54.082857,71.402857,63.422857,72.082857,93.042857,87.162857,49.602857,66.522857,73.702857,69.082857,71.562857,63.962857,75.582857,86.422857,70.142857,77.362857,65.502857,54.482857,59.282857,64.242857,75.282857
39,1,73.12449,62.30449,83.18449,77.46449,60.22449,68.08449,75.33898,62.38449,70.10449,74.94449,74.494898,86.20449,81.76449,70.42449,66.36449,58.169576,76.76449,69.433469,76.17898,77.94449,64.503622,65.72449,66.90449,68.457245,70.736327,64.70449,69.48449,54.96449,72.46449,64.30449,72.846811,94.14449,88.62449,50.337245,67.286811,74.52449,70.02449,72.842449,64.68449,76.84449,87.30449,70.88449,78.24449,66.32449,55.34449,60.16449,64.92449,76.52449
39,2,73.837143,63.011429,84.017143,78.577143,60.937143,68.697143,76.337143,63.097143,71.097143,75.857143,75.597143,87.937143,83.377143,71.257143,66.937143,58.990649,78.037143,70.757143,77.937143,79.197143,65.17051,66.557143,67.757143,69.337143,71.857143,65.804286,70.397143,55.697143,73.297143,65.137143,73.657143,95.677143,90.657143,51.131939,68.345714,75.597143,70.977143,74.217143,65.477143,78.197143,89.177143,71.777143,79.317143,67.417143,55.857143,61.497143,65.495165,77.897143
40,0,74.348571,63.408571,84.508571,79.528571,61.288571,69.228571,76.808571,63.508571,71.648571,76.748571,76.168571,88.668571,83.968571,71.828571,67.508571,59.319286,78.748571,71.328571,78.508571,79.968571,65.448571,67.068571,68.368571,69.908571,72.928571,66.468571,71.088571,55.988571,73.748571,65.668571,74.228571,96.248571,91.688571,51.468571,69.608571,76.168571,71.548571,74.968571,66.028571,78.768571,89.808571,72.348571,79.888571,67.988571,56.768571,62.068571,65.888571,78.568571
40,1,74.853061,63.893061,85.093061,80.153061,61.731531,69.633061,77.193061,63.993061,72.153061,77.753061,76.973061,89.516122,84.653061,72.253061,67.933061,59.693061,79.296122,71.953061,79.373061,80.813061,65.953061,67.553061,69.193061,70.373061,73.413061,66.973061,71.673061,56.253061,74.493061,66.373061,74.853061,96.893061,92.593061,52.173061,70.433061,76.653061,72.316122,75.353061,66.673061,79.693061,90.673061,72.873061,80.633061,68.753061,57.413061,62.893061,66.433061,79.433061
40,2,75.493878,64.353878,85.713878,80.773878,62.093878,70.073878,77.533878,64.453878,72.693878,78.293878,77.553878,90.193878,85.173878,72.693878,68.393878,60.113878,79.793878,72.533878,79.913878,81.553878,66.413878,68.013878,69.733878,70.853878,74.173878,67.493878,72.153878,56.641939,74.991939,66.893878,75.313878,97.791939,93.533878,52.473878,71.033878,77.173878,72.853878,75.753878,67.353878,80.333878,91.593878,73.433878,81.233878,69.333878,57.953878,63.613878,66.813878,80.153878
41,0,76.169796,64.869796,86.389796,81.329796,62.529796,70.469796,78.20898,64.969796,73.229796,79.049796,78.149796,90.869796,85.749388,73.289796,68.789796,60.509796,80.369796,73.229796,80.569184,82.387551,66.869796,68.489796,70.449796,71.349796,75.147755,68.26898,72.609796,57.089796,75.449796,67.489796,75.989796,98.389592,94.709592,52.929796,71.709592,77.709796,73.289796,76.289796,68.08898,80.949796,92.269592,73.929796,81.789796,70.009796,58.509796,64.629796,67.289796,80.889796
41,1,76.904898,65.504898,87.504898,82.424898,63.407449,70.964898,79.284898,65.604898,74.224898,80.004898,78.974694,92.264898,86.784898,74.244898,70.264898,61.071203,81.324898,74.359796,81.784898,83.724898,67.568299,69.288299,71.404898,72.124898,76.384898,68.854966,73.779796,57.804898,76.284898,68.304898,76.984898,99.264898,96.624898,53.779796,73.34449,78.544898,74.164898,77.204898,69.244898,82.224898,93.22449,74.524898,82.884898,71.154286,58.970532,65.884898,68.444898,81.833878
41,2,77.830204,66.110204,88.276735,83.430204,64.570204,71.850204,80.450204,66.210204,75.250612,80.790204,79.539703,93.370204,87.670204,75.110204,71.690204,61.188477,82.310204,75.330204,82.710204,84.610204,68.350204,70.050204,72.370408,72.890204,77.450204,69.730204,74.790204,59.250204,77.490204,69.270204,77.870204,100.3102,97.930204,54.736701,74.250204,79.250204,75.010204,78.56835,70.170204,83.210204,93.835743,74.868628,83.650204,71.543401,59.370204,66.790204,69.230204,82.650204
42,0,78.631837,66.74182,89.051837,84.571837,65.39312,72.711837,81.411837,66.84182,76.511837,81.671837,80.091837,94.151837,88.531837,75.991837,72.351837,61.951837,83.191837,76.171837,83.431837,85.491837,69.191837,70.811837,73.451837,73.331837,78.331837,70.931837,75.440918,59.971837,78.273512,69.931837,78.491837,101.53184,98.811837,55.531837,74.951837,80.191837,75.611837,79.251837,70.971837,84.071837,94.711837,75.491837,85.011837,72.331837,60.231837,67.431837,69.691837,83.691837
42,1,79.05102,67.31102,89.45102,85.03102,65.61102,73.31102,82.19102,67.41102,76.87102,82.01102,80.79102,94.87102,89.01102,76.75102,72.85102,62.65102,84.43102,76.59102,84.15102,85.91102,69.49102,71.29102,73.75102,73.88051,79.09102,71.91102,76.11102,60.47102,78.51102,70.65102,78.89102,102.27102,99.11102,56.41102,75.25102,80.83102,76.01102,80.01102,71.37102,84.77102,96.23102,76.55102,85.83102,73.07102,60.95102,67.79102,70.21102,84.39102
42,2,79.777143,67.863571,90.177143,85.777143,66.177143,73.897143,83.117143,67.963571,77.477143,83.037143,81.437143,95.477143,89.717143,77.657143,73.457143,63.177143,85.237143,77.117143,84.857143,86.637143,70.097143,71.863571,74.337143,74.517143,79.543571,72.537143,76.717143,61.257143,79.123571,71.217143,79.777143,103.17714,99.637143,56.977143,75.777143,81.317143,76.597143,80.577143,72.037143,85.617143,97.077143,77.277143,86.717143,73.937143,61.537143,68.577143,70.737143,85.097143
43,0,80.375918,68.295918,90.735918,86.435918,66.615918,74.34148,83.695918,68.395918,77.998639,83.55648,81.80432,96.055918,90.315918,78.195918,73.915918,63.735184,85.79148,77.495918,85.315918,87.182959,70.575918,72.295918,74.795918,75.015918,79.955918,72.96148,77.17648,61.699184,79.578639,71.79148,80.265306,103.95592,100.09592,57.39148,76.145306,81.795918,77.018639,81.075918,72.575918,86.22148,97.718639,77.935918,87.258639,74.375918,62.018639,69.025306,71.215918,85.702959
43,1,80.911837,68.711837,91.371837,87.071837,67.191837,74.871837,84.171837,68.811837,78.591837,84.191837,82.331837,96.531837,90.871837,78.791837,74.420918,64.123946,86.431837,77.931837,85.911837,87.831837,71.011837,72.831837,75.271837,75.531837,80.351837,73.411837,77.711837,62.091837,80.171837,72.511837,80.811837,104.77184,100.65184,57.751837,76.611837,82.231837,77.511837,81.591837,73.091837,86.971837,98.411837,78.531837,87.971837,74.870918,62.530918,69.451837,71.691837,86.291837
43,2,81.544898,69.294694,92.114694,87.704898,67.714694,75.554694,84.794694,69.394694,79.204898,85.034694,82.894694,97.434694,91.474694,79.534694,75.134694,64.574694,87.144898,78.354694,86.574694,88.544898,71.554694,73.274694,75.834694,76.054694,80.749194,73.954694,78.454694,62.552347,80.874694,73.314694,81.494694,105.63469,101.31469,58.111565,77.034694,82.754694,78.114694,82.254694,73.654694,87.754694,99.234694,79.154694,88.684898,75.414694,62.884898,69.954694,72.214694,86.994694
44,0,82.091837,69.775459,92.931837,88.531837,68.271837,76.191837,85.571837,69.875459,79.771837,85.751837,83.391837,98.371837,92.171837,80.391837,76.031837,64.971837,87.791837,78.691837,87.411837,89.391837,72.051837,73.791837,76.350918,76.571837,81.131837,74.450918,79.211837,62.940918,81.771837,74.171837,82.353673,106.81184,102.19367,58.515459,77.510306,83.151837,78.751837,82.891837,74.231837,88.631837,100.35184,79.971837,89.331837,76.031837,63.411837,70.437279,72.751837,87.691837
44,1,82.790204,70.260102,93.710204,89.250204,68.990204,76.730204,86.150204,70.360102,80.370204,86.550204,84.050204,99.210204,92.810204,81.110204,76.650204,65.470204,88.370204,79.150204,88.230204,90.210204,72.490204,74.410204,76.890204,77.290204,81.670204,74.970204,79.950204,63.34835,82.350204,74.870204,83.350204,107.5302,102.9702,58.800102,77.870204,83.690204,79.510204,83.390204,74.870204,89.430408,101.1702,80.570204,90.170204,76.530204,63.860102,70.870204,73.390204,88.410204
44,2,83.358367,70.778367,94.478367,90.018367,69.618367,77.398367,86.838367,70.878367,80.978367,87.618367,84.878367,100.21837,93.478367,81.918367,77.498367,65.998367,88.978367,79.978367,88.938367,90.978367,73.038367,74.958367,77.578367,77.898367,82.438367,75.598367,80.518367,63.838367,82.958367,75.398367,84.118367,108.23837,103.59837,59.218367,78.438367,84.238367,80.138367,84.118367,75.478367,90.218367,101.97837,81.378367,91.238367,77.058367,64.398367,71.458367,73.998367,89.258367
45,0,84.002358,71.362358,95.222358,90.782358,70.122358,78.042358,87.542358,71.462358,81.562358,88.382358,85.682358,101.04236,94.242358,82.562358,78.142358,66.462358,89.642358,80.702358,89.862358,91.702358,73.542358,75.422358,78.302358,78.502358,83.122358,76.102358,81.102358,64.442358,83.682358,75.942358,84.742358,109.00236,104.44236,59.602358,78.902358,84.882358,80.802358,84.782358,76.102358,91.042358,102.78236,82.102358,92.082358,77.602358,64.962358,72.102358,74.502358,90.042358
45,1,84.918776,71.818776,95.918776,91.408753,70.658776,78.704388,88.304388,71.918776,82.009298,88.918776,86.678776,101.69878,94.838776,83.338776,78.958776,66.958776,90.358776,81.478776,90.758776,92.438776,74.018776,75.838776,78.827194,79.124388,83.618776,76.670462,81.758776,64.958776,84.318776,76.418776,85.327194,109.79878,105.37878,59.971755,79.430585,85.478776,81.418776,85.538776,76.764388,91.938776,103.51878,82.638776,92.898776,78.278776,65.484388,72.549298,74.998776,90.827551
45,2,85.710612,72.330612,96.730612,92.190612,71.230612,79.470612,89.130612,72.430612,82.550612,89.630612,87.770612,102.65061,95.610612,84.130612,79.890612,67.230612,91.150612,82.590612,92.390612,93.170612,74.430612,76.330612,79.316871,79.651224,84.110612,76.950612,82.670612,65.390077,84.990612,76.870306,86.130612,110.73061,106.81061,60.291224,79.770612,86.150612,81.890612,86.212449,77.470204,92.690204,104.25061,83.430612,93.770612,79.170612,66.030204,73.130612,75.730612,91.550612
46,0,86.619184,72.859184,97.679184,92.919184,71.839184,80.239184,90.239184,72.959184,83.079184,90.159184,88.599184,103.57918,96.399184,84.759184,80.499184,67.659184,92.039184,83.219184,93.219184,94.019184,74.919184,76.959184,79.839184,80.319184,84.539184,77.379184,83.259184,65.759184,85.859184,77.379184,87.199184,111.45918,108.37918,60.739957,80.299184,86.739184,82.479184,86.839184,78.559184,93.399184,105.13918,84.159184,94.779184,79.799184,66.539184,73.879184,76.499184,92.139184
46,1,87.326939,73.426939,98.326939,93.666939,72.626939,80.806939,91.206939,73.546939,83.706939,90.766939,89.246939,104.34694,97.126939,85.346939,81.108469,68.206939,92.746939,84.046939,93.966939,94.726939,75.386939,77.706939,80.426939,81.046939,85.126939,77.846939,83.866939,66.126939,86.666939,77.908469,88.006939,112.12694,109.16694,60.946939,80.706939,87.426939,83.026939,87.386939,79.643878,94.306939,105.88694,84.746939,95.806939,80.266939,67.068469,74.526939,77.346939,92.726939
46,2,87.937846,74.077846,99.257846,94.417846,73.137846,81.437846,92.117846,74.177846,84.357846,91.817846,89.957846,105.11785,97.917846,86.137846,81.737846,68.877846,93.597846,84.697846,94.777846,95.397846,75.877846,78.337846,81.057846,81.637846,85.597846,78.337846,84.657846,66.837846,87.297846,78.477846,88.737846,112.99785,109.91785,61.285949,81.157846,87.777846,83.617846,88.197846,80.417846,95.097846,106.69785,85.397846,96.597846,81.017846,67.597846,75.117846,77.957846,93.517846
47,0,88.525714,74.565714,100.20857,95.225714,73.685714,81.937143,92.725714,74.685714,85.073929,92.373929,90.487857,105.96571,98.645714,86.685714,82.308571,69.425714,94.161143,85.385714,95.325714,96.025714,76.365714,78.913929,81.665714,82.245714,85.985714,78.737959,85.147857,67.268571,87.741143,79.065714,89.337143,113.74857,110.44571,61.578929,81.537959,88.205952,84.145714,88.747857,81.087857,95.737143,107.65786,86.107857,97.147857,81.465714,68.025714,75.521143,78.505714,94.165714
47,1,89.037959,75.197959,101.05796,95.937959,74.337959,82.537959,93.257959,75.297959,85.797959,92.997959,91.177959,106.69796,99.357959,87.297959,82.957959,70.00398,94.857959,86.03932,96.097959,96.837959,76.977959,79.617959,82.177959,82.877959,86.557959,79.257959,85.737959,67.777959,88.357959,79.717959,89.957959,114.57796,111.13796,61.937959,81.937959,88.717959,84.817959,89.277959,81.757959,96.437959,108.47796,86.717959,97.797959,82.03398,68.517959,75.917959,79.037959,94.837959
47,2,89.746553,76.006553,102.12655,96.806553,75.008277,83.308851,94.126553,76.106553,86.566553,94.006553,92.006553,107.86655,100.22655,88.166553,83.906553,70.506553,95.646553,86.806553,97.026553,97.686553,77.686553,80.286553,83.006553,83.526553,87.166553,79.946553,86.566553,68.286553,89.206553,80.646553,90.806553,115.56655,112.16655,62.306553,82.448277,89.366553,85.866553,90.026553,82.506553,97.206553,109.56655,87.426553,98.488277,82.766553,68.986553,76.386553,79.606553,95.626553
48,0,90.34746,76.68873,103.22746,97.64746,75.80746,84.084921,94.98746,76.78873,87.54746,94.98746,92.82746,109.02746,101.06746,88.96746,84.46746,71.32746,96.27873,87.50746,98.10746,98.56746,78.38746,81.24746,83.96746,84.20746,88.10746,80.74746,87.46746,68.704365,90.14746,81.58746,91.76746,116.64746,113.40746,62.68746,83.06746,89.98746,86.70746,90.78746,83.24746,98.02746,110.76746,88.322381,99.14746,83.36746,69.36746,76.72746,80.364365,96.32746
48,1,91.306531,77.406531,104.30653,98.766531,76.706531,84.846531,95.966531,77.506531,88.646531,96.426531,93.706531,110.14653,102.14653,89.926531,85.586531,72.306531,97.186531,88.306531,99.226531,99.706531,79.226531,82.326531,84.786531,85.206531,89.206531,81.846531,88.646531,69.586531,91.086531,82.686531,93.446531,117.52653,114.64653,63.226531,83.946531,90.926531,87.786531,91.466531,84.606531,99.186531,112.16653,89.026531,100.24653,84.126531,70.026531,77.306531,81.346531,97.326531
48,2,92.118707,78.278707,105.71871,99.706236,77.518707,85.758707,97.026236,78.378707,89.618707,97.758707,94.898707,111.53871,103.43871,91.118707,86.507177,73.069529,98.018707,89.498707,100.14624,100.79871,80.044354,83.298707,85.466236,85.918707,89.958707,82.718707,89.338707,70.698707,92.018707,83.898707,94.498707,118.59871,115.69871,63.666236,85.158707,91.678707,88.558707,92.178707,85.778707,99.998707,113.29871,89.918707,101.43871,85.078707,70.738707,78.018707,82.158707,98.358707
49,0,93.074694,79.214694,107.65469,101.21469,78.334694,87.134694,98.714694,79.514694,90.714694,99.374694,96.194694,113.35469,105.05469,91.934694,87.734694,74.114694,99.034694,90.734694,101.47469,102.35469,80.794694,84.334694,86.474694,86.654694,91.034694,83.834694,90.374694,72.334694,93.474694,85.354694,95.254694,119.63469,117.45469,64.394694,85.754694,92.774694,89.914694,93.194694,87.114694,100.95469,114.67469,90.834694,102.67469,85.874694,71.574694,79.054694,83.374694,99.574694
49,1,94.561224,80.341224,110.58122,102.66122,79.381224,88.661224,100.58122,80.641224,91.861224,101.14122,97.681224,116.04122,106.42122,93.061224,90.421224,76.001224,100.46122,92.101224,102.84122,104.64122,82.081224,85.481224,87.761224,87.772449,92.441224,84.961224,91.841224,73.261224,96.381224,87.321224,96.781224,121.12122,119.62122,65.253659,86.781224,94.001224,91.641224,94.701224,88.701224,102.46122,116.74122,91.961224,104.38122,87.281224,72.701224,80.381224,84.861224,101.04122
49,2,96.494082,81.966204,116.49102,104.37102,81.03102,95.05102,103.17102,82.33102,94.55102,104.77102,102.41192,119.11102,111.45102,94.75102,93.95102,80.67102,103.95102,92.965128,104.53204,107.85102,83.77102,87.17102,89.45034,91.91102,94.09102,87.11102,93.81102,75.883447,98.723265,90.07102,99.99102,124.61102,121.65102,66.63102,88.47102,98.35102,93.311168,97.11102,92.89102,104.71102,119.07102,93.67102,107.25102,89.57102,74.271712,82.29102,88.01102,104.8835
