,measure_number,beat_number,pid1263-27,pid52932-13,pid610003b-03,pid9048b-03,pid9049-28,pid9050-28,pid9054-28,pid9055-27,pid9058-28,pid9059b-03,pid9060-28,pid9061-28,pid9062b-02,pid9063b-03,pid9066-28,pid9070b-11,pid9071b-06,pid9072b-03,pid9073b-03,pid9074f-28,pid9075-28,pid9093b-02,pid9094-27,pid9099b-03,pid9101b-10,pid9104-28,pid9105b-10,pid9111b-01,pid9118b-03,pid9137-15,pid9138-28,pid9139-27,pid9153-27,pid9166h-04,pid9170-27,pid9174-28,pid917520g-11,pid9176-10,pid9192-28
33,12,0,9.577732000000001,11.137732000000002,13.757732,10.897732000000001,10.437732,11.577732000000001,10.897732000000001,10.297732,9.117732,9.857732,9.337732,11.477732000000001,9.777732,12.157732000000001,12.177732,10.277732,9.197732,10.077732000000001,11.837732,12.437732,9.077732000000001,8.697732,8.957732,10.737732000000001,10.457732,12.297732,15.997732000000001,11.357732,10.557732000000001,9.757732,9.897732000000001,10.837732,9.273866,8.637732000000002,10.937732,8.577732000000001,13.377732,9.477732000000001,11.637732000000002
34,12,1,9.831066,11.391066,14.011066,11.191066000000001,10.731066,11.751066,11.351066000000001,10.551066,9.391066,10.231066,9.591066,11.811066,10.071066,12.411066,12.431066,10.611066000000001,9.491066,10.411066,12.011066,12.831066,9.391066,8.951066,9.211066,11.091066,10.711066,12.551066,16.251066,11.611066000000001,10.811066,10.051066,10.191066000000001,11.211066,9.491066,8.891066,11.191066000000001,8.831066,13.971066,9.791066,11.831066
35,12,2,10.209705,11.729705000000001,14.709705,11.469705000000001,11.009705,12.529705,11.616568,10.829705,9.669705,10.489853,9.869705,12.089705,10.349705,12.689705,12.949705,10.869705,9.789705,10.689705,12.769705,13.309705,9.669705,9.229705000000001,9.529705,11.489705,11.069705,13.009705,16.529705,12.109705,11.409705,10.329705,10.469705000000001,11.669705,9.769705,9.169705,11.649705,9.109705,14.469705,10.109705,12.369705
36,13,0,10.49415,12.03415,14.99415,11.766599000000001,11.27415,12.81415,11.87415,11.11415,9.79415,10.77415,10.15415,12.378299,10.63415,12.97415,13.49415,11.15415,10.110748,10.97415,13.05415,13.59415,9.87415,9.49415,9.81415,11.790747999999999,11.35415,13.29415,17.11415,12.454898,11.702449,10.65415,10.71415,11.95415,10.05415,9.462449000000001,11.93415,9.37415,14.758299,10.39415,12.658299000000001
37,13,1,10.886984,12.383968,15.366984,12.106983999999999,11.528492,13.186983999999999,12.146984,11.886984,10.066984,11.046984,10.446984,12.706984,10.906984,13.246984,13.786984,11.426984,10.446984,11.386984,13.426984,13.906984,10.146984,9.766983999999999,10.086984,12.206984,11.766983999999999,13.906984,18.166984,12.943968,12.206984,10.946984,10.986984,12.226984,10.446984,9.766983999999999,12.206984,9.646984,15.246984,10.606983999999999,12.986984
38,13,2,11.101769,12.621769,15.661769,12.341769000000001,11.761769000000001,13.461769,12.361769,12.121769,10.281769,11.301769,10.701769,13.001769,11.141769,13.461769,14.141769,11.681769000000001,10.681769000000001,11.601769,13.681769000000001,14.141769,10.341769000000001,9.901769,10.301769,12.461769,11.981769,14.181769000000001,18.581769,13.161769,12.401769,11.201769,11.281769,12.481769,10.701769,10.021769,12.481769,9.861769,15.461769,10.821769,13.341769000000001
39,14,0,11.322358,12.862358,15.922358,12.562358,11.982358,13.722357999999998,12.602358,12.342358,10.502358000000001,11.542358,10.922358000000001,13.282357999999999,11.382358,13.682357999999999,14.362357999999999,11.902358,10.979433,11.802358,13.922358,14.362357999999999,10.562358,10.122358,10.522358,12.742358,12.222358,14.462357999999998,18.822357999999998,13.462357999999998,12.602358,11.442358,11.502358000000001,12.747075,10.922358000000001,10.262358,12.722358,10.082358000000001,15.702357999999998,11.042358,13.562357999999998
40,14,1,11.602948,13.122948000000001,16.235896,12.862948,12.162948,14.042948,12.882947999999999,12.662948,10.762948,11.795896,11.182948,13.562948,11.642947999999999,13.902948,14.602948000000001,12.182948,11.242948,12.042947999999999,14.262948000000002,14.602948000000001,10.782948,10.362948,10.722947999999999,13.022948,12.475896,14.722948,19.142948,13.722948,12.806474,11.762948,11.722947999999999,13.042947999999999,11.182948,10.562948,13.042947999999999,10.315896,15.982948,11.315896,13.842948000000002
41,14,2,11.831927,13.351926999999998,16.471926999999997,13.071927,12.371927000000001,14.251926999999998,13.131927,12.931927,10.991927,12.031927,11.411927,13.811926999999999,11.851927,14.111927,14.931926999999998,12.411927,11.471927,12.251927,14.491926999999999,14.851926999999998,10.991927,10.551927000000001,10.931927,13.271927,12.691927,15.011926999999998,19.411927,13.971926999999999,13.011927,12.011927,11.951927,13.351926999999998,11.391927,10.791927000000001,13.291927,10.531927,16.231927,11.531927,14.111927
42,15,0,12.023492,13.603492000000001,16.683492,13.323492000000002,12.563492,14.483492000000002,13.303492000000002,13.163492000000002,11.203492,12.223492,11.643492,14.083492000000001,12.043492,14.303492000000002,15.123492,12.623492,11.683492,12.483492,14.683492000000001,15.063492000000002,11.163492,10.743492,11.123492,13.503492000000001,12.903492,15.243492000000002,19.723492,14.163492000000002,13.243492000000002,12.243492,12.163492,13.563492000000002,11.656746,10.983492,13.503492000000001,10.743492,16.463492000000002,11.763492,14.363492
43,15,1,12.494330999999999,13.934331,17.094331,13.662166000000001,12.762166,14.894331,13.654330999999999,13.734331,11.574330999999999,12.534331,12.054331,14.454331,12.434331,14.814331,15.514331,12.934331,12.074330999999999,13.094331,15.094331,15.474331,11.492166000000001,11.134331,11.714331,14.134331,13.374331,15.794331,20.594331,14.534331,14.054331,12.514331,12.614331,13.914330999999999,11.954331,11.434331,13.954331,11.134331,16.974331,12.054331,14.874331
44,15,2,12.701361,14.181360999999999,17.381361,13.901360999999998,12.941361,15.201360999999999,13.901360999999998,13.981360999999998,11.801361,12.781361,12.301361,14.732721,12.681361,15.081361,15.721360999999998,13.181360999999999,12.341361000000001,13.341361,15.364082000000002,15.701360999999999,11.701361,11.381361,11.961361,14.381360999999998,13.641360999999998,16.101360999999997,20.901360999999998,14.821360999999998,14.361360999999999,12.761361,12.881361,14.161361,12.181361,11.641361,14.241360999999998,11.361361,17.261360999999997,12.301361,15.181360999999999
45,16,0,12.996780000000001,14.436779999999999,17.66356,14.15678,13.196779999999999,15.49678,14.176779999999999,14.296779999999998,12.05678,13.05678,12.53678,14.99678,12.93678,15.33678,16.07678,13.456779999999998,12.59678,13.57678,15.696779999999999,15.99678,11.93678,11.613389999999999,12.27678,14.75678,13.89339,16.41678,21.21678,15.116779999999999,14.636779999999998,13.07678,13.136779999999998,14.476779999999998,12.416780000000001,11.97678,14.556779999999998,11.59678,17.53678,12.57678,15.530339999999999
46,16,1,13.24898,14.628979999999999,17.96898,14.388979999999998,13.369489999999999,15.768979999999999,14.40898,14.628979999999999,12.27949,13.288979999999999,12.75949,15.268979999999999,13.188979999999999,15.568979999999998,16.38898,13.708979999999999,12.82898,13.74898,15.92898,16.24898,12.14898,11.82898,12.48898,15.00898,14.108979999999999,16.668979999999998,21.44898,15.388979999999998,14.82898,13.32898,13.368979999999999,14.708979999999999,12.64898,12.22898,14.82898,11.82898,17.76949,12.80898,15.808979999999998
47,16,2,13.521179,14.901179,18.232357999999998,14.641179000000001,13.601179,16.041179,14.681179,14.892357999999998,12.501178999999999,13.561179000000001,13.021179,15.541179000000001,13.461179000000001,15.801179000000001,16.674717,13.992358,13.092358,13.981179000000001,16.212358,16.581179000000002,12.381179,12.041179,12.741178999999999,15.341179,14.381179000000001,16.981179,21.712358,15.641179000000001,15.061179000000001,13.641179000000001,13.601179,15.021179,12.881179,12.481179,15.141179000000001,12.061179,18.092357999999997,13.081178999999999,16.063537
48,17,0,13.781769,15.121769,18.557075,14.861769,13.821769,16.341769,14.913537,15.141769,12.701769,13.833537,13.261769000000001,15.813537,13.713536999999999,16.021769,16.973537,14.261769000000001,13.321769,14.201769,16.513537,16.841769,12.601769,12.281769,12.941769,15.581769,14.625306,17.261769,21.961769,15.925305999999999,15.261769000000001,13.901769,13.833537,15.281769,13.101769,12.741769,15.433537,12.281769,18.361769,13.401769,16.341769
49,17,1,14.151383,15.372766,18.851383,15.131383,14.011382999999999,16.651383,15.191382999999998,15.391383,12.951383,14.092766000000001,13.571382999999999,16.152766,13.971383,16.271383,17.370461,14.532766,13.611382999999998,14.431382999999999,16.811383,17.171383,12.830691999999999,12.511383,13.191382999999998,15.931382999999999,14.93415,17.671383,22.351383,16.231382999999997,15.511382999999999,14.211382999999998,14.091382999999999,15.632766,13.351382999999998,12.991383,15.712766,12.491383,18.712766000000002,13.751382999999999,16.67415
50,17,2,14.377778,15.597778,19.117778,15.357778,14.237778,16.925556,15.417778,15.697778,13.177778,14.337778,13.817778,16.397778,14.217778,16.497778,17.597777999999998,14.777778,13.817778,14.637777999999999,17.065556,17.417778,13.017778,12.717778,13.397778,16.177778,15.157778,17.897778,22.577778,16.457778,15.737778,14.417778,14.317778,15.877778,13.597778,13.237778,16.017778,12.697778,18.957778,13.957778,16.957778
51,18,0,14.615125,15.811281,19.357687,15.572562,14.452562,17.157687,15.632562,15.932561999999999,13.392562,14.552562,14.032561999999999,16.612562,14.432561999999999,16.712562,17.852562,14.992562,14.032561999999999,14.832562,17.300248999999997,17.632562,13.221281,12.932561999999999,13.592562,16.395125,15.372562,18.157687,22.792562,16.672562,15.872562,14.632562,14.532561999999999,16.092562,13.812562,13.452562,16.252562,12.932561999999999,19.172562,14.175125,17.235125
52,18,1,14.864761999999999,16.024762,19.644762,15.804762,14.704761999999999,17.444762,15.904762,16.244761999999998,13.624761999999999,14.804762,14.324762,16.904761999999998,14.724762,16.944762,18.104762,15.284761999999999,14.264762,15.064762,17.584761999999998,17.864762,13.444761999999999,13.164762,13.824762,16.724762,15.624761999999999,18.444762,23.024762,16.984762,16.084761999999998,14.944761999999999,14.784761999999999,16.424762,14.044762,13.799524,16.544762,13.184762,19.464762,14.464762,17.524762
53,18,2,15.112313,16.291156,19.911156,16.071156,14.920577999999999,17.731156,16.191156,16.571156,13.851156,15.091156,14.571156,17.171156,15.011156,17.171156,18.372313000000002,15.551156,14.551156,15.291155999999999,17.851156,18.091155999999998,13.691156,13.411156,14.071156,17.091155999999998,15.891156,18.731156,23.351156,17.251155999999998,16.351156,15.271156,15.011156,16.751155999999998,14.291155999999999,14.051156,16.831156,13.411156,19.751155999999998,14.771156,17.811156
54,19,0,15.360135999999999,16.500135999999998,20.220136,16.280136,15.120135999999999,18.030272,16.380136,16.800136,14.060135999999998,15.300135999999998,14.820135999999998,17.450272000000002,15.220135999999998,17.380136,18.700135999999997,15.880135999999998,14.800135999999998,15.500136,18.200135999999997,18.300136,13.900135999999998,13.640135999999998,14.280135999999999,17.300136,16.120136,19.020135999999997,23.560136,17.520135999999997,16.520135999999997,15.520135999999999,15.240135999999998,16.960136,14.540135999999999,14.300135999999998,17.130272,13.620135999999999,20.060136,15.020135999999999,18.100136
55,19,1,15.743946,16.763946,20.523946,16.543946,15.363945999999999,18.343946,16.656973,17.083945999999997,14.263945999999999,15.563946,15.097891,17.777891,15.483946,17.623946,19.023946,16.137891,15.063946,15.743946,18.443946,18.623946,14.123945999999998,13.883946,14.523945999999999,17.671837,16.425782,19.377891,23.991837,17.803946,16.823946,15.805782,15.483946,17.337891,14.783945999999998,14.543946,17.431836999999998,13.823946,20.363946,15.403946,18.437891
56,19,2,15.95873,16.97873,20.73873,16.754365,15.51873,18.57873,16.858729999999998,17.378729999999997,14.478729999999999,15.758729999999998,15.298729999999999,18.038729999999997,15.69873,17.838729999999998,19.23873,16.338729999999998,15.258729999999998,15.904364999999999,18.678729999999998,18.838729999999998,14.338729999999998,14.058729999999999,14.69873,17.838729999999998,16.65873,19.57873,24.218729999999997,18.058729999999997,17.018729999999998,16.038729999999997,15.69873,17.538729999999997,15.01873,14.758729999999998,17.678729999999998,14.03873,20.59873,15.558729999999999,18.718729999999997
57,20,0,16.24898,17.28898,21.08898,17.008979999999998,15.788979999999999,18.88898,17.12898,17.884898,14.768979999999999,16.04898,15.568979999999998,18.328979999999998,15.988979999999998,18.12898,19.528979999999997,16.62898,15.50898,16.12898,19.008979999999998,19.148979999999998,14.619489999999999,14.289745000000002,14.948979999999999,18.168979999999998,16.94898,19.90898,24.56898,18.348979999999997,17.29949,16.30898,15.988979999999998,17.828979999999998,15.32898,15.208979999999999,17.96949,14.32898,20.88898,15.84898,19.028979999999997
58,20,1,16.451660999999998,17.576644,21.396644000000002,17.236644000000002,15.996644,19.156644,17.376644,18.336644,15.056644,16.336644,15.816644,18.683288,16.236644000000002,18.436644,19.836644,16.916644,15.836644,16.376644,19.236644000000002,19.696644,14.876644,14.536644,15.176644,18.476644,17.256644,20.196644,24.956644,18.656644,17.536644,16.616644,16.196644,18.116644,15.543322,15.596644,18.256644,14.696644000000001,21.176644,16.076644,19.296644
59,20,2,16.739138,17.819138,21.639138,17.459138,16.219138,19.479138,17.588448,18.679138000000002,15.299138000000001,16.659138000000002,16.039138,19.055827999999998,16.511523,18.779138,20.179138000000002,17.159138000000002,16.159138000000002,16.579138,19.539138,19.999138000000002,15.099138,14.799138000000001,15.399138,18.739138,17.599138,20.499138000000002,25.259138,18.919138,17.799138,16.839138000000002,16.379138,18.399138,15.859138,15.939138,18.559138,14.959138000000001,21.459138,16.339138000000002,19.599138
60,21,0,17.232561999999998,18.252562,21.992562,17.732561999999998,16.532562,19.832562,17.952562,19.072561999999998,15.652562,17.072561999999998,16.312562,19.292562,16.732561999999998,19.272562,20.732561999999998,17.472562,16.512562,16.892561999999998,19.892561999999998,20.572561999999998,15.412562,15.132562,15.852561999999999,19.072561999999998,18.152562,20.932562,25.632562,19.472562,18.155125,17.313760000000002,16.712562,18.772562,16.090854,16.192562,18.912562,15.372562,21.892561999999998,16.592562,19.892561999999998
61,21,1,17.517007,18.537007,22.337007,18.017007,16.797007,20.137007,18.257007,19.357007,15.937007000000001,17.337007,16.597007,19.717007000000002,17.017007,19.557007000000002,21.217007000000002,17.757007,16.817007,17.177007,20.217007000000002,20.877007,15.697007000000001,15.417007,16.157007,19.437007,18.497007,21.217007000000002,25.917007,19.837007,18.457007,17.417007,16.997007,19.097007,16.297007,16.497007,19.217007000000002,15.643502999999999,22.217007000000002,16.877007,20.177007
62,21,2,17.853696,18.873696,22.673696,18.353696,17.133696,20.473696,18.593695999999998,19.693696,16.273695999999997,17.673696,16.933695999999998,20.053696,17.353696,19.893696,21.553696,18.045924,17.150739,17.473696,20.553696,21.333696,16.015924,15.753696,16.460924,19.773695999999997,18.873696,21.613696,26.273696,20.193696,18.735308,17.753695999999998,17.333696,19.493696,16.633696,16.81237,19.633696,15.973695999999999,22.873696,17.213696,20.613696
63,22,0,17.998141,19.158141,22.958141,18.618141,17.378141,20.758141000000002,18.878141,19.978141,16.552714,17.958141,17.138141,20.338141,17.638141,20.178141,21.838141,18.318141,17.358141,17.678141,20.838141,21.60407,16.218141,15.898141,16.718141,19.978141,19.158141,21.898141,26.598141,20.478141,18.858141,18.038141,17.618141,19.778141,16.918141000000002,16.938141,19.918141000000002,16.106047,23.158141,17.38407,20.898141
64,22,1,18.279365,19.419365,23.239365,18.879365,17.639364999999998,21.079365,19.299364999999998,20.239365,16.779365,18.239365,17.379365,20.599365,17.899365,20.439365,22.199365,18.564683,17.619365,17.919365,21.099365,21.899365,16.499365,16.159365,17.019365,20.259365,19.459365,22.239365,26.879365000000004,20.819364999999998,19.099788,18.299364999999998,17.879365,20.119365,17.179365,17.199365,20.179365,16.379365,23.399788,17.639364999999998,21.219365
65,22,2,18.573806,19.732834,23.552834,19.152834,17.952834,21.392834,19.592834,20.552834,17.012833999999998,18.552834,17.632834,20.912834,18.212834,20.752834,22.512833999999998,18.852834,17.932834,18.170945,21.412834,22.215669000000002,16.812834,16.412834,17.330354,20.572834,19.712834,22.552834,27.272834000000003,21.132834,19.392834,18.612834,18.192834,20.432834,17.492834,17.452834,20.532834,16.672833999999998,23.692834,17.952834,21.532834
66,23,0,18.852871,20.104354,23.924354,19.404354,18.187177,21.728118,19.804354,20.884354000000002,17.337177,18.764354,17.944354,21.284354,18.487177,21.124354,22.824354,19.204354000000002,18.304354,18.424354,21.784354,22.604354,17.057177,16.664354,17.564354,20.884354000000002,20.004354,22.924354,27.644353999999996,21.504354,19.524354000000002,18.984354,18.444354,20.804354,17.854785,17.764354,20.904354,16.828118,24.404354,18.204354000000002,21.924354
67,23,1,18.96593,20.365578,24.285578,19.685578,18.435192999999998,21.985578,20.245578,21.145578,17.585577999999998,19.125578,18.205578,21.585577999999998,18.745578,21.385578,23.085577999999998,19.505578,18.585577999999998,18.685578,22.105578,22.941156,17.305578,16.925578,17.801859,21.205578,20.265578,23.305578,27.905578000000002,21.825578,19.785578,19.245578,18.705578,21.185578,18.085577999999998,18.025578,21.265578,17.067789,24.665578,18.545578,22.201156
68,23,2,19.288685,20.728685000000002,24.628685,20.008685,18.668685,22.386054,20.588685,21.488685,17.928685,19.388685,18.548685,21.928685,19.088685,21.728685000000002,23.508685,19.768685,18.928685,18.908685000000002,22.448685,23.308685,17.608685,17.268685,18.128685,21.548685,20.608685,23.648685,28.248685,22.168685,20.093224,19.588685,19.048685,21.528685,18.428685,18.368685,21.608685,17.248685000000002,25.008685,18.888685,22.56737
69,24,0,19.631587,21.051586999999998,24.951587,20.251587,18.991587,22.751587,20.751587,21.931587,18.171587,19.671587,18.751587,22.251587,19.371586999999998,22.051586999999998,23.831587,20.051586999999998,19.151587,19.231587,22.771587,23.631587,17.851587,17.451587,18.391587,21.851587,20.851587,23.971587,28.831587,22.491587,20.231587,19.911587,19.351587,21.831587,18.740794,18.591587,21.931587,17.571587,25.591587,18.991587,22.891587
70,24,1,19.871156,21.352313,25.353469,20.575782,19.231156,22.992313,21.191156,22.171156,18.411156,19.952313,19.051156,22.511156,19.651156,22.291156,24.111156,20.331156,19.391156,19.471156,23.019251999999998,23.871156,18.111156,17.691156,18.631156,22.139252,21.091155999999998,24.211156,29.091155999999998,22.751155999999998,20.471156,20.151156,19.591155999999998,22.082721,18.971156,18.831156,22.291156,17.791156,25.831156,19.271156,23.141565
71,24,2,20.226259,21.726259,25.886259,21.026259,19.55542,23.706259,21.466259,22.506259,18.746259,20.286259,19.386259,22.846259,19.986259,22.626259,24.891293,20.666259,19.726259,19.866259,23.686259,24.406259,18.433252,18.026259,18.966259,22.626259,21.506259,24.826259,29.646259000000004,23.446259,21.086259,20.526259,19.926258999999998,22.686259,19.306259,19.186259,22.786259,18.126259,26.266259,19.606258999999998,23.646259
72,25,0,20.511654999999998,21.971655,26.131655,21.271655,19.751655,24.051655,21.631655,22.911655,18.991654999999998,20.531654999999997,19.651654999999998,23.091655,20.231655,22.871655,25.191654999999997,20.951655,20.051655,20.171654999999998,23.931655,24.651654999999998,18.571655,18.271655,19.211655,22.911655,21.791655,25.111655,30.051655,23.691654999999997,21.391655,20.771655,20.171654999999998,22.951655,19.551655,19.431655,23.071655,18.371655,26.911655,19.791655,23.891655
73,25,1,20.80771,22.30771,26.52771,21.56771,20.047710000000002,24.34771,21.92771,23.26771,19.28771,20.82771,19.96771,23.46771,20.52771,23.16771,25.48771,21.24771,20.50771,20.62771,24.34771,24.94771,18.86771,18.56771,19.488854999999997,23.22542,22.12771,25.50771,30.467709999999997,24.00771,21.86771,21.12771,20.46771,23.24771,19.887710000000002,19.727710000000002,23.36771,18.648854999999998,27.427709999999998,20.08771,24.18771
74,25,2,21.086599,22.528299,26.808298999999998,21.808298999999998,20.268299,24.608299,22.168298999999998,23.508298999999997,19.508298999999997,21.048299,20.248299,23.748299,20.748299,23.388299,25.848299,21.508298999999997,20.768299,20.809433,24.568299,25.168298999999998,19.088299,18.788299,19.728299,23.468299,22.348299,25.808298999999998,30.748299,24.248299,22.088299,21.348299,20.728299,23.488298999999998,20.108299,20.006598999999998,23.648298999999998,18.868299,27.648298999999998,20.308298999999998,24.468299
75,26,0,21.332109,22.812109,27.078435,22.052108999999998,20.501054,24.874218,22.412109,23.772109,19.732109,21.312109,20.476326999999998,24.054218,21.014218,23.632109,26.072109,21.754217999999998,21.072109,21.034218,24.854218,25.412109,19.332109,19.012109,19.952109,23.732109,22.612109,26.112109,31.012109000000002,24.574218,22.292109,21.652109,20.972109,23.772109,20.372109,20.252109,23.934217999999998,19.074218,27.912109,20.552108999999998,24.756327
76,26,1,21.563264999999998,23.061088,27.381088000000002,22.301088,20.681088,25.201088000000002,22.661088,24.021088,19.981088,21.541088000000002,20.743265,24.281088,21.241088,23.841088,26.341088,22.021088,21.321088,21.281088,25.141088,25.641088,19.541088000000002,19.232177,20.141088,24.001088,22.881088000000002,26.321088,31.281088,24.821088,22.521088,21.921088,21.192176999999997,24.061088,20.612177,20.461088,24.241088,19.332176999999998,28.201088000000002,20.821088,25.103265
77,26,2,21.818458,23.278457999999997,27.618458,22.518458,20.878458,25.418457999999998,22.878458,24.298458,20.186916,21.766916000000002,20.958458,24.598457999999997,21.478458,24.038458,26.618458,22.258457999999997,21.546916,21.466916,25.358458,25.858458,19.718458,19.438457999999997,20.318458,24.258457999999997,23.098457999999997,26.618458,31.518458000000003,25.078457999999998,22.718458,22.178458,21.398457999999998,24.326916,20.826916,20.678458,24.478458,19.558457999999998,28.466915999999998,21.018458,25.318458
78,27,0,21.975828,23.515828,27.895828,22.735828,21.075828,25.695828,23.055827999999998,24.495828,20.395828,21.975828,21.195828,24.815828,21.635828,24.235828,26.835828000000003,22.435828,21.755828,21.715828,25.635828,26.035828,19.895828,19.635828,20.515828,24.455828,23.275828,26.835828000000003,31.715828000000002,25.295828,22.895828,22.375828,21.595828,24.535828,21.035828,20.875828,24.675828,19.755828,28.695828000000002,21.235828,25.555827999999998
79,27,1,22.400226999999997,23.780227,28.230453999999998,23.060226999999998,21.260227,26.030454000000002,23.340227,24.880226999999998,20.740226999999997,22.250454,21.660227,25.120227,22.060045000000002,24.700226999999998,27.140227000000003,22.755113,22.140227,22.180227,25.980227,26.340227000000002,20.120227,20.000227,20.840227,25.040226999999998,23.740226999999997,27.380227,32.120227,25.680227,23.360227,22.660227,22.060226999999998,24.920227,21.340227,21.265113,25.100227,20.060226999999998,29.180227000000002,21.520227,26.070454
80,27,2,22.649841000000002,24.049682999999998,28.489841,23.309841,21.459920999999998,26.289841,23.569841,25.129841,20.969841,22.469841,21.889841,25.389841,22.269841,24.949841,27.409683,22.969841,22.389841,22.409841,26.209841,26.609840999999996,20.329841000000002,20.229841,21.109683,25.269841,23.949841,27.629841,32.349841,25.929841,23.589841,22.909841,22.309841,25.169841,21.569841,21.509841,25.389841,20.309841,29.469841,21.729921,26.349840999999998
81,28,0,22.887846,24.287846,28.847846,23.567846,21.607846,26.647846,23.827845999999997,25.367846,21.227846,22.727846,22.127845999999998,25.687846,22.567846,25.187846,27.667846,23.247846,22.627845999999998,22.627845999999998,26.567846000000003,26.847846,20.567846,20.467845999999998,21.367846,25.587846,24.247846,27.907846000000003,32.587846,26.207846,23.809282,23.227846,22.567846,25.427846,21.827845999999997,21.787846,25.687846,20.547846,29.707846000000004,21.967845999999998,26.607846000000002
82,28,1,23.12585,24.58585,29.08585,23.80585,21.80585,26.90585,24.10585,25.62585,21.48585,23.00585,22.42585,26.00585,22.787925,25.42585,28.00585,23.54585,22.96585,22.86585,26.82585,27.14585,20.807925,20.70585,21.60585,25.90585,24.48585,28.20585,32.88585,26.50585,24.02585,23.52585,22.80585,25.72585,22.06585,22.08585,25.98585,20.80585,29.98585,22.22585,26.92585
83,28,2,23.432245,24.812245,29.412245000000002,24.032245,22.032245,27.212245000000003,24.332245,25.861122,21.732245000000002,23.272245,22.692245,26.312245,23.012245,25.652245,28.352245,23.792245,23.332245,23.072245000000002,27.092245000000002,27.432245,21.052245000000003,20.932245,21.852245,26.172245,24.792245,28.552245000000003,33.172245000000004,26.812245,24.272245,23.812245,23.012245,26.052245000000003,22.292245,22.332245,26.292245,21.112245,30.332245,22.492245,27.172245
84,29,0,23.754104,25.194104,29.718209,24.274104,22.274104,27.518209000000002,24.634104,26.154104,22.034104,23.594104,22.954104,26.634103999999997,23.314104,25.954104,28.894104,24.074104000000002,23.714104000000003,23.334104,27.434103999999998,27.894104,21.294104,21.214104000000003,22.218208999999998,26.494103999999997,25.134104,28.874104,33.474104,27.258209,24.544701,24.114104,23.354104,26.334103999999996,22.594104,22.634104,26.630521999999996,21.414104000000002,30.706417,22.714104000000003,27.474103999999997
85,29,1,23.992109,25.492109,30.052109,24.512109,22.512109,27.832109000000003,25.032109,26.392109,22.272109,23.872109,23.181054,26.872109000000002,23.552108999999998,26.192109,29.132109000000003,24.412109,24.012109,23.572109,27.712109,28.292109000000004,21.552108999999998,21.398422,22.472109,26.792109000000004,25.372109,29.192109000000002,33.772109,27.574218,24.812109,24.352109,23.592109,26.692109000000002,22.832109,22.872109,26.972109000000003,21.652109,31.252109,22.952109,27.792109000000004
86,29,2,24.325578,25.845578,30.425578,24.825578,22.825578,28.201156,25.265578,26.705578000000003,22.585577999999998,24.185578,23.485578,27.205578000000003,23.865578,26.505578000000003,29.541156,24.685578,24.297789,23.885578,28.065578000000002,28.605578,21.813895000000002,21.665578,22.785578,27.105578,25.725578,29.505578000000003,34.085578000000005,27.925578,25.113116,24.665578,23.905578,27.025578000000003,23.125578,23.185578,27.285578000000005,21.921116,31.565578000000002,23.265578,28.165578000000004
87,30,0,24.655601,26.175601,30.755601000000002,25.075601000000002,23.055601,28.555601,25.575601000000002,26.995601,22.875601,24.455601,23.7628,27.575601000000002,24.195601,26.835601,29.935601000000002,24.915601000000002,24.615601,24.075601000000002,28.435601000000002,28.975601,22.095601000000002,21.955601,23.075601000000002,27.435601000000002,26.035601,29.835601,34.535601,28.255601000000002,25.275601,25.015601,24.135601,27.355601,23.435601000000002,23.418534,27.635601,22.215601,31.975601,23.538534,28.495601
88,30,1,24.931882,26.451882,31.111882,25.331882,23.311882,28.911882000000002,25.831882,27.271882,23.111882,24.731882000000002,24.011882,27.871882,24.451882,27.091882000000002,30.213764,25.171882,24.871882,24.331882,28.871882,29.331882,22.351882,22.211882,23.331882,27.711882,26.291882,30.191882,34.951882,28.551882,25.531882,25.271882,24.391882,27.731882000000002,23.691882,23.631882,27.911882000000002,22.471882,32.231882,23.771882,28.791882
89,30,2,25.215714000000002,26.735714,31.395714,25.560952,23.595714,29.235714,26.155714,27.555714000000002,23.395714,25.015714000000003,24.295714,28.155714,24.735714,27.375714000000002,30.515714000000003,25.435714,25.135714,24.595714,29.155714,29.615714,22.635714,22.495714000000003,23.615714,27.995714000000003,26.545238,30.495714000000003,35.455714,28.835714000000003,25.815714,25.555714000000002,24.675714000000003,28.015714000000003,23.975714,23.915714,28.235714,22.635714,32.655714,24.055714000000002,29.075714
90,31,0,25.578923,27.107846000000002,31.767846000000002,25.867846,23.845692,29.647846,26.527846000000004,27.927846000000002,23.699461,25.347846,24.567846,28.527846000000004,25.067846,27.747846000000003,30.887846000000003,25.807845999999998,25.487845999999998,24.907846,29.527846000000004,30.005692,22.867846,22.707846,23.907846,28.383537,26.867846000000004,30.887846000000003,35.827846,29.167846,25.967845999999998,25.927846,24.987845999999998,28.387846000000003,24.347846,24.167846,28.607846000000002,22.927846,33.127846000000005,24.367846,29.507846
91,31,1,25.81746,27.457459999999998,32.19746,26.11746,24.11746,30.017459999999996,26.797459999999997,28.197459999999996,23.917460000000002,25.59746,24.81746,28.817459999999997,25.31746,27.997459999999997,31.23746,26.05746,25.77746,25.15746,29.89746,30.39746,23.11746,22.99746,24.17746,28.677459999999996,27.117459999999998,31.21746,36.09746,29.477459999999997,26.21746,26.17746,25.237460000000002,28.73746,24.61746,24.417460000000002,28.964921,23.139492,33.357459999999996,24.61746,29.837459999999997
